#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.05_up.bed
NR24805--MA0741.1.KLF16	chr15	100723870	100723880	-	0.000	0.000	Merged-chr15-100723788-13
NR14056--MA0741.1.KLF16	chr12	41950128	41950138	-	0.000	0.000	Merged-chr12-41949951-37
NR17853--MA0493.1.Klf1	chr13	89521652	89521662	+	0.000	0.000	Merged-chr13-89521757-30
NR14029--MA0599.1.KLF5	chr12	40223434	40223443	+	0.000	0.000	Merged-chr12-40223491-1
NR57317--MA0599.1.KLF5	chr6	120934470	120934479	-	0.000	0.000	Merged-chr6-120934426-25
NR11798--MA0599.1.KLF5	chr11	95379007	95379016	-	0.000	0.000	Merged-chr11-95379150-8
NR11305--MA0493.1.Klf1	chr11	79460527	79460537	-	0.000	0.000	Merged-chr11-79460483-1
NR16987--MA0741.1.KLF16	chr13	53069485	53069495	+	0.000	0.000	Merged-chr13-53069490-8
NR37161--MA1107.1.KLF9	chr2	93454474	93454486	+	0.000	0.000	Merged-chr2-93454506-54
NR39444--MA0741.1.KLF16	chr2	163100116	163100126	-	0.000	0.000	Merged-chr2-163100193-2
NR115--MA0599.1.KLF5	chr1	13426974	13426983	-	0.000	0.000	Merged-chr1-13426973-84
NR47352--MA0741.1.KLF16	chr4	127095287	127095297	-	0.000	0.000	Merged-chr4-127095353-15
NR14545--MA0741.1.KLF16	chr12	73647843	73647853	-	0.000	0.000	Merged-chr12-73647879-51
NR2691--MA1107.1.KLF9	chr1	136617580	136617592	-	0.000	0.000	Merged-chr1-136617404-40
NR67485--MA1107.1.KLF9	chr8	126539618	126539630	-	0.000	0.000	Merged-chr8-126539798-23
NR14936--MA0657.1.KLF13	chr12	88472041	88472058	+	0.000	0.000	Merged-chr12-88472096-45
NR56656--MA0741.1.KLF16	chr6	99498316	99498326	-	0.000	0.000	Merged-chr6-99498294-17
NR26684--MA0741.1.KLF16	chr16	76283307	76283317	+	0.000	0.000	Merged-chr16-76283420-1
NR57527--MA0493.1.Klf1	chr6	125433808	125433818	+	0.000	0.000	Merged-chr6-125433874-28
NR18809--MA0493.1.Klf1	chr13	113466900	113466910	+	0.000	0.000	Merged-chr13-113466791-29
NR62289--MA0657.1.KLF13	chr7	116504217	116504234	+	0.000	0.000	Merged-chr7-116504406-66
NR43760--MA0599.1.KLF5	chr3	144412725	144412734	-	0.000	0.000	Merged-chr3-144412864-41
NR2501--MA0741.1.KLF16	chr1	133711219	133711229	-	0.000	0.000	Merged-chr1-133711440-47
NR36771--MA0599.1.KLF5	chr2	75965080	75965089	+	0.000	0.000	Merged-chr2-75964949-43
NR15732--MA0741.1.KLF16	chr12	111007861	111007871	+	0.000	0.000	Merged-chr12-111007914-34
NR46415--MA0741.1.KLF16	chr4	101217267	101217277	-	0.000	0.000	Merged-chr4-101217167-64
NR52240--MA0657.1.KLF13	chr5	115693537	115693554	-	0.000	0.000	Merged-chr5-115693567-32
NR66210--MA0741.1.KLF16	chr8	95349083	95349093	-	0.000	0.000	Merged-chr8-95348986-27
NR31572--MA0657.1.KLF13	chr18	54822919	54822936	+	0.000	0.000	Merged-chr18-54822886-30
NR490--MA1107.1.KLF9	chr1	39102343	39102355	-	0.000	0.000	Merged-chr1-39102412-8
NR37166--MA1107.1.KLF9	chr2	93454484	93454496	+	0.000	0.000	Merged-chr2-93454506-54
NR25614--MA1107.1.KLF9	chr16	23100164	23100176	-	0.000	0.000	Merged-chr16-23100189-17
NR60985--MA0493.1.Klf1	chr7	73479743	73479753	+	0.000	0.000	Merged-chr7-73479778-28
NR57952--MA0741.1.KLF16	chr6	134451042	134451052	-	0.000	0.000	Merged-chr6-134450954-21
NR31751--MA0493.1.Klf1	chr18	60632874	60632884	-	0.000	0.000	Merged-chr18-60633052-25
NR37743--MA0741.1.KLF16	chr2	116071847	116071857	+	0.000	0.000	Merged-chr2-116071770-9
NR65630--MA0742.1.Klf12	chr8	77383805	77383819	+	0.000	0.000	Merged-chr8-77383968-15
NR40020--MA0493.1.Klf1	chr2	173444618	173444628	+	0.000	0.000	Merged-chr2-173444560-32
NR68936--MA0741.1.KLF16	chr9	58112632	58112642	-	0.000	0.000	Merged-chr9-58112486-25
NR3572--MA0599.1.KLF5	chr1	164503615	164503624	-	0.000	0.000	Merged-chr1-164503488-46
NR1688--MA0741.1.KLF16	chr1	91825520	91825530	-	0.000	0.000	Merged-chr1-91825474-20
NR7456--MA0741.1.KLF16	chr10	84904054	84904064	+	0.000	0.000	Merged-chr10-84904074-24
NR25730--MA0039.3.KLF4	chr16	31075020	31075030	+	0.000	0.000	Merged-chr16-31075015-28
NR36749--MA0599.1.KLF5	chr2	75114516	75114525	-	0.000	0.000	Merged-chr2-75114355-21
NR35976--MA0742.1.Klf12	chr2	38548378	38548392	-	0.000	0.000	Merged-chr2-38548313-22
NR1069--MA0741.1.KLF16	chr1	69331685	69331695	+	0.000	0.000	Merged-chr1-69331775-34
NR4380--MA0741.1.KLF16	chr1	182764154	182764164	+	0.000	0.000	Merged-chr1-182764155-66
NR18388--MA0741.1.KLF16	chr13	102773321	102773331	-	0.000	0.000	Merged-chr13-102773383-12
NR57052--MA0657.1.KLF13	chr6	115559863	115559880	-	0.000	0.000	Merged-chr6-115560075-18
NR60041--MA0741.1.KLF16	chr7	35119101	35119111	-	0.000	0.000	Merged-chr7-35119008-87
NR40379--MA0599.1.KLF5	chr3	10351365	10351374	-	0.000	0.000	Merged-chr3-10351318-69
NR1178--MA0741.1.KLF16	chr1	73940877	73940887	+	0.000	0.000	Merged-chr1-73940938-50
NR1830--MA1107.1.KLF9	chr1	96871622	96871634	-	0.000	0.000	Merged-chr1-96871649-2
NR17991--MA0741.1.KLF16	chr13	94567543	94567553	-	0.000	0.000	Merged-chr13-94567668-9
NR20099--MA0599.1.KLF5	chr14	46578517	46578526	+	0.000	0.000	Merged-chr14-46578431-37
NR25423--MA0740.1.KLF14	chr16	16992428	16992441	-	0.000	0.000	Merged-chr16-16992386-10
NR62287--MA1107.1.KLF9	chr7	116484540	116484552	-	0.000	0.000	Merged-chr7-116484434-42
NR71457--MA0599.1.KLF5	chr9	122398963	122398972	-	0.000	0.000	Merged-chr9-122399009-31
NR32613--MA0493.1.Klf1	chr18	82532270	82532280	-	0.000	0.000	Merged-chr18-82532131-16
NR2384--MA0599.1.KLF5	chr1	130522445	130522454	+	0.000	0.000	Merged-chr1-130522626-12
NR40383--MA0493.1.Klf1	chr3	10351440	10351450	-	0.000	0.000	Merged-chr3-10351318-69
NR11256--MA1107.1.KLF9	chr11	78690774	78690786	+	0.000	0.000	Merged-chr11-78690691-3
NR46452--MA0740.1.KLF14	chr4	101419673	101419686	-	0.000	0.000	Merged-chr4-101419713-70
NR72341--MA0599.1.KLF5	chrX	99042541	99042550	-	0.000	0.000	Merged-chrX-99042663-22
NR9636--MA1107.1.KLF9	chr11	24077536	24077548	-	0.000	0.000	Merged-chr11-24077473-13
NR61430--MA1107.1.KLF9	chr7	90341960	90341972	-	0.000	0.000	Merged-chr7-90341759-29
NR14764--MA0742.1.Klf12	chr12	82187381	82187395	+	0.000	0.000	Merged-chr12-82187311-20
NR66616--MA0741.1.KLF16	chr8	109957365	109957375	+	0.000	0.000	Merged-chr8-109957445-42
NR23328--MA0493.1.Klf1	chr15	72859485	72859495	+	0.000	0.000	Merged-chr15-72859470-25
NR26708--MA0741.1.KLF16	chr16	76447257	76447267	-	0.000	0.000	Merged-chr16-76447349-16
NR71081--MA0741.1.KLF16	chr9	115134878	115134888	+	0.000	0.000	Merged-chr9-115134877-14
NR66202--MA0741.1.KLF16	chr8	95349075	95349085	-	0.000	0.000	Merged-chr8-95348986-27
NR29889--MA1107.1.KLF9	chr17	70886786	70886798	-	0.000	0.000	Merged-chr17-70886838-34
NR52364--MA0741.1.KLF16	chr5	118661946	118661956	+	0.000	0.000	Merged-chr5-118661904-17
NR32066--MA0039.3.KLF4	chr18	68009874	68009884	-	0.000	0.000	Merged-chr18-68009892-31
NR45263--MA0741.1.KLF16	chr4	45766157	45766167	-	0.000	0.000	Merged-chr4-45766216-17
NR50923--MA0740.1.KLF14	chr5	74704352	74704365	-	0.000	0.000	Merged-chr5-74704453-70
NR52243--MA0039.3.KLF4	chr5	115693541	115693551	-	0.000	0.000	Merged-chr5-115693567-32
NR30842--MA0741.1.KLF16	chr18	5819884	5819894	+	0.000	0.000	Merged-chr18-5820020-28
NR41760--MA0741.1.KLF16	chr3	89896722	89896732	+	0.000	0.000	Merged-chr3-89896775-17
NR25238--MA0742.1.Klf12	chr16	10788760	10788774	-	0.000	0.000	Merged-chr16-10788652-37
NR39239--MA1107.1.KLF9	chr2	158771239	158771251	-	0.000	0.000	Merged-chr2-158771297-12
NR14763--MA1107.1.KLF9	chr12	82166462	82166474	-	0.000	0.000	Merged-chr12-82166286-58
NR38504--MA0599.1.KLF5	chr2	136917806	136917815	-	0.000	0.000	Merged-chr2-136917960-10
NR32751--MA0039.3.KLF4	chr18	84911754	84911764	-	0.000	0.000	Merged-chr18-84911932-15
NR22424--MA0741.1.KLF16	chr15	25269714	25269724	-	0.000	0.000	Merged-chr15-25269773-79
NR61429--MA0741.1.KLF16	chr7	90341961	90341971	-	0.000	0.000	Merged-chr7-90341759-29
NR486--MA0039.3.KLF4	chr1	39102341	39102351	-	0.000	0.000	Merged-chr1-39102412-8
NR39952--MA0599.1.KLF5	chr2	172940357	172940366	-	0.000	0.000	Merged-chr2-172940358-59
NR32435--MA0599.1.KLF5	chr18	79257503	79257512	-	0.000	0.000	Merged-chr18-79257508-110
NR66759--MA1107.1.KLF9	chr8	114506094	114506106	-	0.000	0.000	Merged-chr8-114506190-31
NR42027--MA0741.1.KLF16	chr3	95739603	95739613	+	0.000	0.000	Merged-chr3-95739473-23
NR41773--MA0741.1.KLF16	chr3	89911446	89911456	+	0.000	0.000	Merged-chr3-89911440-10
NR3264--MA0599.1.KLF5	chr1	156217595	156217604	+	0.000	0.000	Merged-chr1-156217514-18
NR36747--MA0740.1.KLF14	chr2	75114513	75114526	-	0.000	0.000	Merged-chr2-75114355-21
NR39163--MA1107.1.KLF9	chr2	157119283	157119295	-	0.000	0.000	Merged-chr2-157119108-55
NR622--MA0599.1.KLF5	chr1	43389231	43389240	+	0.000	0.000	Merged-chr1-43389283-10
NR68732--MA0741.1.KLF16	chr9	51168206	51168216	-	0.000	0.000	Merged-chr9-51168146-14
NR72449--MA0599.1.KLF5	chrX	104857315	104857324	+	0.000	0.000	Merged-chrX-104857124-25
NR23372--MA0039.3.KLF4	chr15	73269737	73269747	-	0.000	0.000	Merged-chr15-73269673-2
NR3018--MA0599.1.KLF5	chr1	152084755	152084764	-	0.000	0.000	Merged-chr1-152084822-56
NR14102--MA0599.1.KLF5	chr12	52383032	52383041	+	0.000	0.000	Merged-chr12-52383146-23
NR67540--MA1107.1.KLF9	chr8	127447347	127447359	-	0.000	0.000	Merged-chr8-127447217-34
NR60924--MA0599.1.KLF5	chr7	68205951	68205960	-	0.000	0.000	Merged-chr7-68206033-25
NR25--MA0741.1.KLF16	chr1	6454098	6454108	+	0.000	0.000	Merged-chr1-6454252-50
NR68724--MA1107.1.KLF9	chr9	51162038	51162050	-	0.000	0.000	Merged-chr9-51161990-29
NR69045--MA0599.1.KLF5	chr9	61236138	61236147	+	0.000	0.000	Merged-chr9-61236183-14
NR71487--MA0741.1.KLF16	chr9	123229918	123229928	+	0.000	0.000	Merged-chr9-123229915-16
NR54384--MA0741.1.KLF16	chr5	150232893	150232903	+	0.000	0.000	Merged-chr5-150232910-1
NR39027--MA0741.1.KLF16	chr2	153278559	153278569	+	0.000	0.000	Merged-chr2-153278581-35
NR609--MA0599.1.KLF5	chr1	42952944	42952953	+	0.000	0.000	Merged-chr1-42953184-68
NR57953--MA1107.1.KLF9	chr6	134451032	134451044	-	0.000	0.000	Merged-chr6-134450954-21
NR18014--MA0599.1.KLF5	chr13	95063712	95063721	-	0.000	0.000	Merged-chr13-95063599-48
NR40089--MA0599.1.KLF5	chr2	174556036	174556045	-	0.000	0.000	Merged-chr2-174555978-36
NR42469--MA1107.1.KLF9	chr3	104631157	104631169	-	0.000	0.000	Merged-chr3-104631108-10
NR71488--MA1107.1.KLF9	chr9	123229917	123229929	+	0.000	0.000	Merged-chr9-123229915-16
NR464--MA0741.1.KLF16	chr1	38395435	38395445	+	0.000	0.000	Merged-chr1-38395375-19
NR50656--MA0493.1.Klf1	chr5	64684279	64684289	+	0.000	0.000	Merged-chr5-64684447-46
NR19642--MA0741.1.KLF16	chr14	27262417	27262427	+	0.000	0.000	Merged-chr14-27262535-17
NR56654--MA0599.1.KLF5	chr6	99498317	99498326	-	0.000	0.000	Merged-chr6-99498294-17
NR54335--MA0493.1.Klf1	chr5	149459384	149459394	+	0.000	0.000	Merged-chr5-149459249-24
NR25360--MA1107.1.KLF9	chr16	14350931	14350943	+	0.000	0.000	Merged-chr16-14350919-24
NR72033--MA0599.1.KLF5	chrX	56374554	56374563	-	0.000	0.000	Merged-chrX-56374648-33
NR4238--MA0599.1.KLF5	chr1	180483486	180483495	+	0.000	0.000	Merged-chr1-180483466-4
NR67266--MA0741.1.KLF16	chr8	122769455	122769465	-	0.000	0.000	Merged-chr8-122769435-21
NR39299--MA0599.1.KLF5	chr2	160367182	160367191	-	0.000	0.000	Merged-chr2-160367322-62
NR64714--MA1107.1.KLF9	chr8	40634822	40634834	-	0.000	0.000	Merged-chr8-40634821-50
NR68931--MA0740.1.KLF14	chr9	58112455	58112468	+	0.000	0.000	Merged-chr9-58112486-25
NR50655--MA0039.3.KLF4	chr5	64684281	64684291	+	0.000	0.000	Merged-chr5-64684447-46
NR40093--MA0493.1.Klf1	chr2	174556043	174556053	-	0.000	0.000	Merged-chr2-174555978-36
NR58071--MA0741.1.KLF16	chr6	136944786	136944796	+	0.000	0.000	Merged-chr6-136944749-25
NR16770--MA0599.1.KLF5	chr13	44507199	44507208	+	0.000	0.000	Merged-chr13-44507226-54
NR15415--MA1107.1.KLF9	chr12	105537660	105537672	+	0.000	0.000	Merged-chr12-105537597-12
NR20136--MA0599.1.KLF5	chr14	47740787	47740796	+	0.000	0.000	Merged-chr14-47740703-52
NR66698--MA0599.1.KLF5	chr8	111624115	111624124	+	0.000	0.000	Merged-chr8-111624206-14
NR5868--MA0039.3.KLF4	chr10	44444022	44444032	-	0.000	0.000	Merged-chr10-44443949-54
NR56515--MA0493.1.Klf1	chr6	95651459	95651469	+	0.000	0.000	Merged-chr6-95651560-12
NR18020--MA0741.1.KLF16	chr13	95063711	95063721	-	0.000	0.000	Merged-chr13-95063599-48
NR59420--MA0741.1.KLF16	chr7	24482003	24482013	-	0.000	0.000	Merged-chr7-24481860-36
NR54385--MA0599.1.KLF5	chr5	150259744	150259753	+	0.000	0.000	Merged-chr5-150259783-65
NR27407--MA0599.1.KLF5	chr17	5138638	5138647	-	0.000	0.000	Merged-chr17-5138884-51
NR18022--MA1107.1.KLF9	chr13	95063710	95063722	-	0.000	0.000	Merged-chr13-95063599-48
NR27239--MA0657.1.KLF13	chr16	96208431	96208448	-	0.000	0.000	Merged-chr16-96208613-13
NR56837--MA0741.1.KLF16	chr6	108448393	108448403	+	0.000	0.000	Merged-chr6-108448378-58
NR34521--MA0741.1.KLF16	chr19	57430073	57430083	-	0.000	0.000	Merged-chr19-57430178-33
NR31395--MA0599.1.KLF5	chr18	41753031	41753040	-	0.000	0.000	Merged-chr18-41752958-32
NR42259--MA1107.1.KLF9	chr3	101066402	101066414	+	0.000	0.000	Merged-chr3-101066330-34
NR12688--MA0742.1.Klf12	chr11	113206435	113206449	-	0.000	0.000	Merged-chr11-113206318-17
NR44798--MA0599.1.KLF5	chr4	32560430	32560439	+	0.000	0.000	Merged-chr4-32560610-21
NR25911--MA1107.1.KLF9	chr16	36057603	36057615	+	0.000	0.000	Merged-chr16-36057640-19
NR25384--MA0599.1.KLF5	chr16	15887227	15887236	-	0.000	0.000	Merged-chr16-15887242-95
NR56514--MA0039.3.KLF4	chr6	95651461	95651471	+	0.000	0.000	Merged-chr6-95651560-12
NR28383--MA0741.1.KLF16	chr17	28643872	28643882	-	0.000	0.000	Merged-chr17-28644039-8
NR55550--MA0741.1.KLF16	chr6	54760013	54760023	-	0.000	0.000	Merged-chr6-54760187-57
NR347--MA0741.1.KLF16	chr1	34831628	34831638	-	0.000	0.000	Merged-chr1-34831505-37
NR2984--MA1107.1.KLF9	chr1	151236858	151236870	+	0.000	0.000	Merged-chr1-151236737-36
NR11411--MA0741.1.KLF16	chr11	82954818	82954828	-	0.000	0.000	Merged-chr11-82954782-27
NR9686--MA0039.3.KLF4	chr11	29883308	29883318	-	0.000	0.000	Merged-chr11-29883287-9
NR39756--MA0599.1.KLF5	chr2	168741484	168741493	+	0.000	0.000	Merged-chr2-168741453-11
NR30053--MA0039.3.KLF4	chr17	74354608	74354618	+	0.000	0.000	Merged-chr17-74354475-5
NR72941--MA1107.1.KLF9	chrX	166329052	166329064	-	0.000	0.000	Merged-chrX-166329162-24
NR37329--MA1107.1.KLF9	chr2	102183961	102183973	-	0.000	0.000	Merged-chr2-102183884-3
NR25589--MA1107.1.KLF9	chr16	21845995	21846007	+	0.000	0.000	Merged-chr16-21846082-27
NR46695--MA0742.1.Klf12	chr4	108310782	108310796	+	0.000	0.000	Merged-chr4-108310849-34
NR43424--MA0741.1.KLF16	chr3	133758586	133758596	+	0.000	0.000	Merged-chr3-133758511-65
NR64073--MA0741.1.KLF16	chr8	11009080	11009090	-	0.000	0.000	Merged-chr8-11009107-63
NR42918--MA0493.1.Klf1	chr3	121426492	121426502	-	0.000	0.000	Merged-chr3-121426726-98
NR28938--MA0741.1.KLF16	chr17	37028702	37028712	-	0.000	0.000	Merged-chr17-37028850-28
NR39755--MA1107.1.KLF9	chr2	168741367	168741379	+	0.000	0.000	Merged-chr2-168741453-11
NR61346--MA0039.3.KLF4	chr7	84149057	84149067	+	0.000	0.000	Merged-chr7-84149073-24
NR16917--MA0742.1.Klf12	chr13	51685361	51685375	-	0.000	0.000	Merged-chr13-51685389-6
NR57533--MA1107.1.KLF9	chr6	125434029	125434041	-	0.000	0.000	Merged-chr6-125433874-28
NR51371--MA0599.1.KLF5	chr5	96219746	96219755	+	0.000	0.000	Merged-chr5-96219655-31
NR5803--MA0599.1.KLF5	chr10	42849028	42849037	-	0.000	0.000	Merged-chr10-42848913-29
NR28645--MA0599.1.KLF5	chr17	33947935	33947944	+	0.000	0.000	Merged-chr17-33947911-26
NR11441--MA1107.1.KLF9	chr11	83185916	83185928	-	0.000	0.000	Merged-chr11-83185820-16
NR63777--MA1107.1.KLF9	chr7	142457679	142457691	-	0.000	0.000	Merged-chr7-142457551-10
NR18298--MA0741.1.KLF16	chr13	101569400	101569410	-	0.000	0.000	Merged-chr13-101569413-14
NR16760--MA0039.3.KLF4	chr13	44088992	44089002	-	0.000	0.000	Merged-chr13-44088979-30
NR68932--MA0657.1.KLF13	chr9	58112454	58112471	+	0.000	0.000	Merged-chr9-58112486-25
NR6416--MA0741.1.KLF16	chr10	67891154	67891164	-	0.000	0.000	Merged-chr10-67891340-18
NR42931--MA0741.1.KLF16	chr3	121982314	121982324	+	0.000	0.000	Merged-chr3-121982250-28
NR17855--MA1107.1.KLF9	chr13	89521652	89521664	+	0.000	0.000	Merged-chr13-89521757-30
NR28523--MA1107.1.KLF9	chr17	31693550	31693562	-	0.000	0.000	Merged-chr17-31693537-59
NR7759--MA0599.1.KLF5	chr10	93360918	93360927	-	0.000	0.000	Merged-chr10-93360796-29
NR44466--MA1107.1.KLF9	chr4	6930782	6930794	+	0.000	0.000	Merged-chr4-6930843-21
NR12464--MA0740.1.KLF14	chr11	106057115	106057128	-	0.000	0.000	Merged-chr11-106057103-42
NR12877--MA0599.1.KLF5	chr11	115751909	115751918	+	0.000	0.000	Merged-chr11-115751964-2
NR50927--MA0742.1.Klf12	chr5	74704611	74704625	+	0.000	0.000	Merged-chr5-74704453-70
NR66913--MA0493.1.Klf1	chr8	117299356	117299366	-	0.000	0.000	Merged-chr8-117299202-13
NR18297--MA0599.1.KLF5	chr13	101569401	101569410	-	0.000	0.000	Merged-chr13-101569413-14
NR37491--MA0493.1.Klf1	chr2	105022044	105022054	+	0.000	0.000	Merged-chr2-105022109-54
NR34619--MA0039.3.KLF4	chr19	59926331	59926341	-	0.000	0.000	Merged-chr19-59926305-20
NR49043--MA0741.1.KLF16	chr4	155082401	155082411	-	0.000	0.000	Merged-chr4-155082260-14
NR25374--MA0039.3.KLF4	chr16	14380126	14380136	-	0.000	0.000	Merged-chr16-14380008-54
NR55161--MA1107.1.KLF9	chr6	43619505	43619517	+	0.000	0.000	Merged-chr6-43619418-19
NR61960--MA1107.1.KLF9	chr7	107659438	107659450	-	0.000	0.000	Merged-chr7-107659322-39
NR41774--MA1107.1.KLF9	chr3	89911445	89911457	+	0.000	0.000	Merged-chr3-89911440-10
NR48486--MA0493.1.Klf1	chr4	145201613	145201623	+	0.000	0.000	Merged-chr4-145201623-9
NR47194--MA1107.1.KLF9	chr4	122829450	122829462	-	0.000	0.000	Merged-chr4-122829434-12
NR22330--MA0742.1.Klf12	chr15	9189984	9189998	+	0.000	0.000	Merged-chr15-9190055-23
NR38505--MA0741.1.KLF16	chr2	136917799	136917809	-	0.000	0.000	Merged-chr2-136917960-10
NR56270--MA0599.1.KLF5	chr6	89286969	89286978	-	0.000	0.000	Merged-chr6-89286978-37
NR19284--MA0599.1.KLF5	chr14	14633231	14633240	-	0.000	0.000	Merged-chr14-14633159-94
NR11250--MA0599.1.KLF5	chr11	78690764	78690773	+	0.000	0.000	Merged-chr11-78690691-3
NR25725--MA0599.1.KLF5	chr16	30722532	30722541	-	0.000	0.000	Merged-chr16-30722513-29
NR4792--MA0741.1.KLF16	chr1	191111365	191111375	-	0.000	0.000	Merged-chr1-191111364-43
NR11437--MA1107.1.KLF9	chr11	83185908	83185920	-	0.000	0.000	Merged-chr11-83185820-16
NR22334--MA0493.1.Klf1	chr15	9533531	9533541	-	0.000	0.000	Merged-chr15-9533546-44
NR7222--MA0599.1.KLF5	chr10	81247938	81247947	+	0.000	0.000	Merged-chr10-81248090-40
NR177--MA0741.1.KLF16	chr1	20740725	20740735	-	0.000	0.000	Merged-chr1-20740658-39
NR46870--MA0741.1.KLF16	chr4	115088857	115088867	+	0.000	0.000	Merged-chr4-115088941-29
NR36392--MA0741.1.KLF16	chr2	62409031	62409041	+	0.000	0.000	Merged-chr2-62408986-36
NR52522--MA0657.1.KLF13	chr5	122548894	122548911	-	0.000	0.000	Merged-chr5-122548864-15
NR19560--MA0741.1.KLF16	chr14	25108438	25108448	-	0.000	0.000	Merged-chr14-25108517-12
NR55156--MA0740.1.KLF14	chr6	43619501	43619514	+	0.000	0.000	Merged-chr6-43619418-19
NR52242--MA0599.1.KLF5	chr5	115693543	115693552	-	0.000	0.000	Merged-chr5-115693567-32
NR35489--MA0741.1.KLF16	chr2	28698440	28698450	+	0.000	0.000	Merged-chr2-28698593-11
NR49035--MA0599.1.KLF5	chr4	155050348	155050357	+	0.000	0.000	Merged-chr4-155050218-26
NR61608--MA0599.1.KLF5	chr7	97842828	97842837	+	0.000	0.000	Merged-chr7-97843006-38
NR2779--MA1107.1.KLF9	chr1	139181151	139181163	-	0.000	0.000	Merged-chr1-139181025-29
NR14940--MA0493.1.Klf1	chr12	88472042	88472052	+	0.000	0.000	Merged-chr12-88472096-45
NR69761--MA0039.3.KLF4	chr9	80313810	80313820	-	0.000	0.000	Merged-chr9-80313733-27
NR41756--MA0039.3.KLF4	chr3	89892867	89892877	-	0.000	0.000	Merged-chr3-89892725-25
NR41766--MA0493.1.Klf1	chr3	89911333	89911343	-	0.000	0.000	Merged-chr3-89911440-10
NR50917--MA0493.1.Klf1	chr5	74260700	74260710	-	0.000	0.000	Merged-chr5-74260801-106
NR7455--MA0599.1.KLF5	chr10	84904054	84904063	+	0.000	0.000	Merged-chr10-84904074-24
NR36817--MA0039.3.KLF4	chr2	77249875	77249885	+	0.000	0.000	Merged-chr2-77250040-39
NR61844--MA1107.1.KLF9	chr7	102347590	102347602	+	0.000	0.000	Merged-chr7-102347477-20
NR35598--MA0741.1.KLF16	chr2	30472072	30472082	+	0.000	0.000	Merged-chr2-30472114-26
NR45365--MA0599.1.KLF5	chr4	47011207	47011216	-	0.000	0.000	Merged-chr4-47011023-46
NR13402--MA1107.1.KLF9	chr12	8496539	8496551	-	0.000	0.000	Merged-chr12-8496481-10
NR2254--MA0741.1.KLF16	chr1	127322323	127322333	-	0.000	0.000	Merged-chr1-127322582-29
NR30681--MA1107.1.KLF9	chr17	88480559	88480571	-	0.000	0.000	Merged-chr17-88480530-23
NR64870--MA0740.1.KLF14	chr8	48110247	48110260	-	0.000	0.000	Merged-chr8-48110185-80
NR11254--MA0741.1.KLF16	chr11	78690764	78690774	+	0.000	0.000	Merged-chr11-78690691-3
NR33915--MA1107.1.KLF9	chr19	41031263	41031275	-	0.000	0.000	Merged-chr19-41031181-46
NR14484--MA0740.1.KLF14	chr12	71030418	71030431	+	0.000	0.000	Merged-chr12-71030638-56
NR63931--MA0599.1.KLF5	chr8	3221122	3221131	+	0.000	0.000	Merged-chr8-3221344-66
NR2694--MA1107.1.KLF9	chr1	136618967	136618979	-	0.000	0.000	Merged-chr1-136618798-23
NR69758--MA0493.1.Klf1	chr9	80313763	80313773	-	0.000	0.000	Merged-chr9-80313733-27
NR2341--MA0493.1.Klf1	chr1	128713043	128713053	+	0.000	0.000	Merged-chr1-128713010-21
NR53474--MA0741.1.KLF16	chr5	137072201	137072211	-	0.000	0.000	Merged-chr5-137072251-26
NR23371--MA0599.1.KLF5	chr15	73269739	73269748	-	0.000	0.000	Merged-chr15-73269673-2
NR41239--MA0741.1.KLF16	chr3	65650796	65650806	-	0.000	0.000	Merged-chr3-65650597-39
NR26687--MA0741.1.KLF16	chr16	76283383	76283393	-	0.000	0.000	Merged-chr16-76283420-1
NR7800--MA0599.1.KLF5	chr10	94087495	94087504	+	0.000	0.000	Merged-chr10-94087553-20
NR45261--MA0741.1.KLF16	chr4	45766155	45766165	-	0.000	0.000	Merged-chr4-45766216-17
NR43376--MA0741.1.KLF16	chr3	132928122	132928132	-	0.000	0.000	Merged-chr3-132927951-20
NR14937--MA0742.1.Klf12	chr12	88472042	88472056	+	0.000	0.000	Merged-chr12-88472096-45
NR36751--MA0741.1.KLF16	chr2	75114515	75114525	-	0.000	0.000	Merged-chr2-75114355-21
NR43856--MA1107.1.KLF9	chr3	146063401	146063413	-	0.000	0.000	Merged-chr3-146063322-20
NR47193--MA0741.1.KLF16	chr4	122829453	122829463	-	0.000	0.000	Merged-chr4-122829434-12
NR4320--MA0599.1.KLF5	chr1	181352593	181352602	-	0.000	0.000	Merged-chr1-181352639-14
NR32615--MA1107.1.KLF9	chr18	82532268	82532280	-	0.000	0.000	Merged-chr18-82532131-16
NR55786--MA0741.1.KLF16	chr6	67318018	67318028	-	0.000	0.000	Merged-chr6-67318064-30
NR16475--MA1107.1.KLF9	chr13	30186541	30186553	+	0.000	0.000	Merged-chr13-30186492-12
NR49496--MA0493.1.Klf1	chr5	20083294	20083304	+	0.000	0.000	Merged-chr5-20083207-6
NR68933--MA0599.1.KLF5	chr9	58112456	58112465	+	0.000	0.000	Merged-chr9-58112486-25
