#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.05_up.bed
NR16740--MA0039.3.KLF4	chr13	38958320	38958330	+	0.000	0.000	Merged-chr13-38958304-24
NR48635--MA0741.1.KLF16	chr4	140833016	140833026	-	0.000	0.000	Merged-chr4-140833040-18
NR32246--MA0599.1.KLF5	chr18	41753031	41753040	-	0.000	0.000	Merged-chr18-41752958-32
NR55687--MA1107.1.KLF9	chr6	81987083	81987095	+	0.000	0.000	Merged-chr6-81987223-26
NR50363--MA1107.1.KLF9	chr5	38684625	38684637	+	0.000	0.000	Merged-chr5-38684647-63
NR23071--MA0039.3.KLF4	chr15	30662274	30662284	-	0.000	0.000	Merged-chr15-30662184-17
NR49103--MA1107.1.KLF9	chr4	152190240	152190252	-	0.000	0.000	Merged-chr4-152190053-24
NR54706--MA0599.1.KLF5	chr6	33772689	33772698	+	0.000	0.000	Merged-chr6-33772624-3
NR6000--MA0599.1.KLF5	chr10	30655876	30655885	-	0.000	0.000	Merged-chr10-30655945-56
NR1794--MA1107.1.KLF9	chr1	84318948	84318960	-	0.000	0.000	Merged-chr1-84318831-8
NR49788--MA1107.1.KLF9	chr5	20845383	20845395	+	0.000	0.000	Merged-chr5-20845245-18
NR29939--MA0599.1.KLF5	chr17	52602274	52602283	+	0.000	0.000	Merged-chr17-52602412-35
NR20054--MA0741.1.KLF16	chr14	25108438	25108448	-	0.000	0.000	Merged-chr14-25108517-12
NR20236--MA0039.3.KLF4	chr14	32716955	32716965	+	0.000	0.000	Merged-chr14-32716978-71
NR20903--MA0039.3.KLF4	chr14	55086098	55086108	-	0.000	0.000	Merged-chr14-55086185-11
NR58052--MA0039.3.KLF4	chr7	4948534	4948544	+	0.000	0.000	Merged-chr7-4948568-26
NR13149--MA1107.1.KLF9	chr12	8351272	8351284	-	0.000	0.000	Merged-chr12-8351458-49
NR32352--MA0039.3.KLF4	chr18	46013412	46013422	+	0.000	0.000	Merged-chr18-46013388-48
NR6304--MA0493.1.Klf1	chr10	42699262	42699272	+	0.000	0.000	Merged-chr10-42699170-35
NR34221--MA0740.1.KLF14	chr19	22915937	22915950	-	0.000	0.000	Merged-chr19-22916033-24
NR29929--MA1107.1.KLF9	chr17	52483866	52483878	+	0.000	0.000	Merged-chr17-52484066-25
NR51244--MA0599.1.KLF5	chr5	74704612	74704621	+	0.000	0.000	Merged-chr5-74704453-70
NR56021--MA0742.1.Klf12	chr6	90629685	90629699	+	0.000	0.000	Merged-chr6-90629668-42
NR58276--MA0039.3.KLF4	chr7	16197062	16197072	-	0.000	0.000	Merged-chr7-16196917-6
NR67357--MA0599.1.KLF5	chr9	88327582	88327591	+	0.000	0.000	Merged-chr9-88327634-62
NR9909--MA1107.1.KLF9	chr11	16558799	16558811	-	0.000	0.000	Merged-chr11-16558983-1
NR47763--MA0742.1.Klf12	chr4	120731115	120731129	-	0.000	0.000	Merged-chr4-120731377-66
NR33564--MA0493.1.Klf1	chr18	83993540	83993550	-	0.000	0.000	Merged-chr18-83993380-25
NR35711--MA0741.1.KLF16	chr2	23006373	23006383	+	0.000	0.000	Merged-chr2-23006422-36
NR39552--MA1107.1.KLF9	chr2	157119281	157119293	-	0.000	0.000	Merged-chr2-157119108-55
NR54951--MA0741.1.KLF16	chr6	43619506	43619516	+	0.000	0.000	Merged-chr6-43619418-19
NR57408--MA0741.1.KLF16	chr6	136947148	136947158	-	0.000	0.000	Merged-chr6-136947119-17
NR1793--MA0741.1.KLF16	chr1	84318949	84318959	-	0.000	0.000	Merged-chr1-84318831-8
NR65643--MA0599.1.KLF5	chr9	13536880	13536889	+	0.000	0.000	Merged-chr9-13536890-20
NR41344--MA0657.1.KLF13	chr3	38280291	38280308	+	0.000	0.000	Merged-chr3-38280395-39
NR28657--MA0599.1.KLF5	chr17	15706301	15706310	+	0.000	0.000	Merged-chr17-15706137-17
NR11252--MA0741.1.KLF16	chr11	73281855	73281865	-	0.000	0.000	Merged-chr11-73281808-27
NR22768--MA0742.1.Klf12	chr15	12313484	12313498	-	0.000	0.000	Merged-chr15-12313413-17
NR12422--MA1107.1.KLF9	chr11	106057116	106057128	-	0.000	0.000	Merged-chr11-106057103-42
NR23901--MA0740.1.KLF14	chr15	66286852	66286865	+	0.000	0.000	Merged-chr15-66286791-54
NR31075--MA1107.1.KLF9	chr17	88316361	88316373	-	0.000	0.000	Merged-chr17-88316434-22
NR12562--MA0599.1.KLF5	chr11	111792040	111792049	+	0.000	0.000	Merged-chr11-111792002-31
NR3989--MA0599.1.KLF5	chr1	166048304	166048313	+	0.000	0.000	Merged-chr1-166048394-98
NR41693--MA0599.1.KLF5	chr3	52522977	52522986	+	0.000	0.000	Merged-chr3-52523173-17
NR40333--MA0039.3.KLF4	chr2	174566143	174566153	+	0.000	0.000	Merged-chr2-174566072-46
NR12650--MA0039.3.KLF4	chr11	115185184	115185194	-	0.000	0.000	Merged-chr11-115185164-10
NR13740--MA0039.3.KLF4	chr12	33076513	33076523	+	0.000	0.000	Merged-chr12-33076409-32
NR44269--MA0599.1.KLF5	chr3	144260893	144260902	+	0.000	0.000	Merged-chr3-144261016-37
NR51449--MA0039.3.KLF4	chr5	88499996	88500006	-	0.000	0.000	Merged-chr5-88499946-26
NR69206--MA0599.1.KLF5	chrX	104857315	104857324	+	0.000	0.000	Merged-chrX-104857124-25
NR61980--MA0740.1.KLF14	chr7	143053459	143053472	+	0.000	0.000	Merged-chr7-143053542-3
NR59319--MA0741.1.KLF16	chr7	42692782	42692792	+	0.000	0.000	Merged-chr7-42692763-63
NR8645--MA1107.1.KLF9	chr10	110952124	110952136	+	0.000	0.000	Merged-chr10-110952029-21
NR61731--MA0493.1.Klf1	chr7	136894457	136894467	+	0.000	0.000	Merged-chr7-136894538-85
NR42890--MA0742.1.Klf12	chr3	101066372	101066386	-	0.000	0.000	Merged-chr3-101066330-34
NR61990--MA1107.1.KLF9	chr7	143053683	143053695	+	0.000	0.000	Merged-chr7-143053542-3
NR16572--MA0493.1.Klf1	chr13	30186515	30186525	+	0.000	0.000	Merged-chr13-30186492-12
NR12570--MA1107.1.KLF9	chr11	111792073	111792085	+	0.000	0.000	Merged-chr11-111792002-31
NR55725--MA0599.1.KLF5	chr6	83411822	83411831	+	0.000	0.000	Merged-chr6-83411858-34
NR232--MA0493.1.Klf1	chr1	13426974	13426984	-	0.000	0.000	Merged-chr1-13426973-84
NR68110--MA0039.3.KLF4	chr9	114613220	114613230	-	0.000	0.000	Merged-chr9-114613191-38
NR23902--MA0599.1.KLF5	chr15	66286853	66286862	+	0.000	0.000	Merged-chr15-66286791-54
NR49171--MA1107.1.KLF9	chr4	155050347	155050359	+	0.000	0.000	Merged-chr4-155050218-26
NR8897--MA0599.1.KLF5	chr10	117118630	117118639	-	0.000	0.000	Merged-chr10-117118585-40
NR65737--MA0493.1.Klf1	chr9	20610048	20610058	+	0.000	0.000	Merged-chr9-20609876-14
NR42894--MA1107.1.KLF9	chr3	101066374	101066386	-	0.000	0.000	Merged-chr3-101066330-34
NR53562--MA1107.1.KLF9	chr5	140208842	140208854	+	0.000	0.000	Merged-chr5-140208912-49
NR47966--MA0740.1.KLF14	chr4	127095285	127095298	-	0.000	0.000	Merged-chr4-127095353-15
NR36937--MA0741.1.KLF16	chr2	62409031	62409041	+	0.000	0.000	Merged-chr2-62408986-36
NR36874--MA1107.1.KLF9	chr2	60717577	60717589	-	0.000	0.000	Merged-chr2-60717548-24
NR56138--MA1107.1.KLF9	chr6	94665400	94665412	+	0.000	0.000	Merged-chr6-94665476-13
NR68151--MA1107.1.KLF9	chr9	115387641	115387653	-	0.000	0.000	Merged-chr9-115387656-46
NR56841--MA0741.1.KLF16	chr6	119749280	119749290	+	0.000	0.000	Merged-chr6-119749325-22
NR22817--MA0599.1.KLF5	chr15	12895613	12895622	-	0.000	0.000	Merged-chr15-12895648-51
NR3102--MA1107.1.KLF9	chr1	139181151	139181163	-	0.000	0.000	Merged-chr1-139181025-29
NR16568--MA0493.1.Klf1	chr13	30186460	30186470	-	0.000	0.000	Merged-chr13-30186492-12
NR55221--MA0740.1.KLF14	chr6	54760113	54760126	+	0.000	0.000	Merged-chr6-54760187-57
NR51714--MA1107.1.KLF9	chr5	96990705	96990717	-	0.000	0.000	Merged-chr5-96990741-12
NR26741--MA1107.1.KLF9	chr16	48788728	48788740	-	0.000	0.000	Merged-chr16-48788871-49
NR10401--MA0599.1.KLF5	chr11	35326716	35326725	-	0.000	0.000	Merged-chr11-35326644-22
NR33503--MA0599.1.KLF5	chr18	82532270	82532279	-	0.000	0.000	Merged-chr18-82532131-16
NR68026--MA0741.1.KLF16	chr9	110461493	110461503	-	0.000	0.000	Merged-chr9-110461339-53
NR14540--MA1107.1.KLF9	chr12	73647842	73647854	-	0.000	0.000	Merged-chr12-73647879-51
NR47767--MA0493.1.Klf1	chr4	120731119	120731129	-	0.000	0.000	Merged-chr4-120731377-66
NR55984--MA1107.1.KLF9	chr6	89286787	89286799	+	0.000	0.000	Merged-chr6-89286978-37
NR56838--MA0599.1.KLF5	chr6	119749280	119749289	+	0.000	0.000	Merged-chr6-119749325-22
NR10400--MA1107.1.KLF9	chr11	35283350	35283362	-	0.000	0.000	Merged-chr11-35283251-26
NR31113--MA0599.1.KLF5	chr17	88597599	88597608	+	0.000	0.000	Merged-chr17-88597413-65
NR21334--MA0741.1.KLF16	chr14	70994737	70994747	-	0.000	0.000	Merged-chr14-70994576-24
NR46243--MA0493.1.Klf1	chr4	56222650	56222660	+	0.000	0.000	Merged-chr4-56222492-84
NR14764--MA1107.1.KLF9	chr12	82166462	82166474	-	0.000	0.000	Merged-chr12-82166286-58
NR62979--MA0599.1.KLF5	chr8	40634797	40634806	-	0.000	0.000	Merged-chr8-40634821-50
NR10177--MA0493.1.Klf1	chr11	24077538	24077548	-	0.000	0.000	Merged-chr11-24077473-13
NR50079--MA0493.1.Klf1	chr5	28269892	28269902	-	0.000	0.000	Merged-chr5-28269924-54
NR51719--MA1107.1.KLF9	chr5	96990715	96990727	-	0.000	0.000	Merged-chr5-96990741-12
NR13168--MA0741.1.KLF16	chr12	8496611	8496621	+	0.000	0.000	Merged-chr12-8496481-10
NR38956--MA1107.1.KLF9	chr2	135824072	135824084	-	0.000	0.000	Merged-chr2-135823878-14
NR63933--MA0039.3.KLF4	chr8	77383807	77383817	+	0.000	0.000	Merged-chr8-77383968-15
NR57687--MA0741.1.KLF16	chr6	142507960	142507970	-	0.000	0.000	Merged-chr6-142507875-63
NR7306--MA0741.1.KLF16	chr10	76961985	76961995	+	0.000	0.000	Merged-chr10-76962071-59
NR34942--MA0493.1.Klf1	chr19	57077332	57077342	-	0.000	0.000	Merged-chr19-57077212-7
NR20235--MA0599.1.KLF5	chr14	32716954	32716963	+	0.000	0.000	Merged-chr14-32716978-71
NR29327--MA0493.1.Klf1	chr17	33947934	33947944	+	0.000	0.000	Merged-chr17-33947911-26
NR67179--MA0493.1.Klf1	chr9	80313763	80313773	-	0.000	0.000	Merged-chr9-80313733-27
NR55680--MA1107.1.KLF9	chr6	81987069	81987081	+	0.000	0.000	Merged-chr6-81987223-26
NR47209--MA0740.1.KLF14	chr4	97996085	97996098	+	0.000	0.000	Merged-chr4-97996259-58
NR21096--MA0493.1.Klf1	chr14	61061854	61061864	+	0.000	0.000	Merged-chr14-61061942-9
NR6955--MA0493.1.Klf1	chr10	67891256	67891266	+	0.000	0.000	Merged-chr10-67891340-18
NR56864--MA1107.1.KLF9	chr6	120206737	120206749	+	0.000	0.000	Merged-chr6-120206801-39
NR60015--MA1107.1.KLF9	chr7	73479743	73479755	+	0.000	0.000	Merged-chr7-73479778-28
NR22914--MA0741.1.KLF16	chr15	25269715	25269725	-	0.000	0.000	Merged-chr15-25269773-79
NR41027--MA0493.1.Klf1	chr3	27463050	27463060	-	0.000	0.000	Merged-chr3-27462923-28
NR3704--MA0599.1.KLF5	chr1	156913415	156913424	+	0.000	0.000	Merged-chr1-156913345-17
NR1408--MA0741.1.KLF16	chr1	69331685	69331695	+	0.000	0.000	Merged-chr1-69331775-34
NR58275--MA0599.1.KLF5	chr7	16197064	16197073	-	0.000	0.000	Merged-chr7-16196917-6
NR47373--MA1107.1.KLF9	chr4	106842060	106842072	-	0.000	0.000	Merged-chr4-106841993-21
NR29925--MA0742.1.Klf12	chr17	52483866	52483880	+	0.000	0.000	Merged-chr17-52484066-25
NR17419--MA0742.1.Klf12	chr13	64432380	64432394	+	0.000	0.000	Merged-chr13-64432516-70
NR52310--MA0741.1.KLF16	chr5	113873340	113873350	-	0.000	0.000	Merged-chr5-113873174-24
NR55096--MA0741.1.KLF16	chr6	49321612	49321622	+	0.000	0.000	Merged-chr6-49321537-14
NR16885--MA0741.1.KLF16	chr13	43906530	43906540	-	0.000	0.000	Merged-chr13-43906399-21
NR38484--MA0740.1.KLF14	chr2	125136006	125136019	-	0.000	0.000	Merged-chr2-125136116-38
NR31914--MA1107.1.KLF9	chr18	32311869	32311881	-	0.000	0.000	Merged-chr18-32311918-36
NR14438--MA1107.1.KLF9	chr12	69853616	69853628	+	0.000	0.000	Merged-chr12-69853558-20
NR44435--MA1107.1.KLF9	chr3	148488426	148488438	+	0.000	0.000	Merged-chr3-148488399-75
NR61984--MA0742.1.Klf12	chr7	143053679	143053693	+	0.000	0.000	Merged-chr7-143053542-3
NR41753--MA0741.1.KLF16	chr3	55419534	55419544	+	0.000	0.000	Merged-chr3-55419547-37
NR26662--MA0493.1.Klf1	chr16	45261507	45261517	+	0.000	0.000	Merged-chr16-45261551-46
NR64967--MA0599.1.KLF5	chr8	117198122	117198131	+	0.000	0.000	Merged-chr8-117198283-35
NR65444--MA0741.1.KLF16	chr8	127447348	127447358	-	0.000	0.000	Merged-chr8-127447217-34
NR27421--MA0741.1.KLF16	chr16	76283383	76283393	-	0.000	0.000	Merged-chr16-76283420-1
NR22769--MA0599.1.KLF5	chr15	12313488	12313497	-	0.000	0.000	Merged-chr15-12313413-17
NR47369--MA1107.1.KLF9	chr4	106841998	106842010	-	0.000	0.000	Merged-chr4-106841993-21
NR3915--MA0657.1.KLF13	chr1	164882002	164882019	-	0.000	0.000	Merged-chr1-164882176-54
NR43042--MA0599.1.KLF5	chr3	104616373	104616382	-	0.000	0.000	Merged-chr3-104616358-38
NR49889--MA1107.1.KLF9	chr5	23394520	23394532	+	0.000	0.000	Merged-chr5-23394422-14
NR12253--MA0741.1.KLF16	chr11	100862018	100862028	+	0.000	0.000	Merged-chr11-100861973-17
NR61988--MA0741.1.KLF16	chr7	143053707	143053717	+	0.000	0.000	Merged-chr7-143053542-3
NR6095--MA0039.3.KLF4	chr10	37232223	37232233	+	0.000	0.000	Merged-chr10-37232300-62
NR8146--MA0493.1.Klf1	chr10	94378595	94378605	-	0.000	0.000	Merged-chr10-94378414-58
NR21395--MA0741.1.KLF16	chr14	74918663	74918673	+	0.000	0.000	Merged-chr14-74918775-39
NR39987--MA0741.1.KLF16	chr2	168159011	168159021	+	0.000	0.000	Merged-chr2-168159188-34
NR65385--MA0493.1.Klf1	chr8	125558862	125558872	+	0.000	0.000	Merged-chr8-125558804-33
NR57301--MA1107.1.KLF9	chr6	134183957	134183969	+	0.000	0.000	Merged-chr6-134184108-53
NR62317--MA0493.1.Klf1	chr8	13974843	13974853	+	0.000	0.000	Merged-chr8-13974729-61
NR6306--MA1107.1.KLF9	chr10	42699262	42699274	+	0.000	0.000	Merged-chr10-42699170-35
NR32245--MA0742.1.Klf12	chr18	41753027	41753041	-	0.000	0.000	Merged-chr18-41752958-32
NR13156--MA1107.1.KLF9	chr12	8351301	8351313	-	0.000	0.000	Merged-chr12-8351458-49
NR46069--MA1107.1.KLF9	chr4	47011203	47011215	-	0.000	0.000	Merged-chr4-47011023-46
NR67180--MA0741.1.KLF16	chr9	80313762	80313772	-	0.000	0.000	Merged-chr9-80313733-27
NR16888--MA0599.1.KLF5	chr13	44507199	44507208	+	0.000	0.000	Merged-chr13-44507226-54
NR52302--MA0741.1.KLF16	chr5	113873332	113873342	-	0.000	0.000	Merged-chr5-113873174-24
NR50351--MA0741.1.KLF16	chr5	37056577	37056587	-	0.000	0.000	Merged-chr5-37056635-20
NR29940--MA0039.3.KLF4	chr17	52602275	52602285	+	0.000	0.000	Merged-chr17-52602412-35
NR69654--MA0741.1.KLF16	chrX	166329051	166329061	-	0.000	0.000	Merged-chrX-166329162-24
NR47267--MA0493.1.Klf1	chr4	101419617	101419627	-	0.000	0.000	Merged-chr4-101419713-70
NR6324--MA1107.1.KLF9	chr10	42849026	42849038	-	0.000	0.000	Merged-chr10-42848913-29
NR9034--MA1107.1.KLF9	chr10	118633633	118633645	+	0.000	0.000	Merged-chr10-118633664-46
NR37402--MA0741.1.KLF16	chr2	79124390	79124400	-	0.000	0.000	Merged-chr2-79124485-40
NR9916--MA1107.1.KLF9	chr11	16558813	16558825	-	0.000	0.000	Merged-chr11-16558983-1
NR662--MA0741.1.KLF16	chr1	34831628	34831638	-	0.000	0.000	Merged-chr1-34831505-37
NR10695--MA0741.1.KLF16	chr11	54936435	54936445	-	0.000	0.000	Merged-chr11-54936551-30
NR1552--MA0741.1.KLF16	chr1	74791660	74791670	-	0.000	0.000	Merged-chr1-74791717-28
NR49787--MA0493.1.Klf1	chr5	20845383	20845393	+	0.000	0.000	Merged-chr5-20845245-18
NR46969--MA1107.1.KLF9	chr4	86721830	86721842	+	0.000	0.000	Merged-chr4-86721990-52
NR46021--MA0741.1.KLF16	chr4	45766161	45766171	-	0.000	0.000	Merged-chr4-45766216-17
NR38485--MA0657.1.KLF13	chr2	125136003	125136020	-	0.000	0.000	Merged-chr2-125136116-38
NR21393--MA0599.1.KLF5	chr14	74918656	74918665	+	0.000	0.000	Merged-chr14-74918775-39
NR771--MA0741.1.KLF16	chr1	39102342	39102352	-	0.000	0.000	Merged-chr1-39102412-8
NR68109--MA0657.1.KLF13	chr9	114613216	114613233	-	0.000	0.000	Merged-chr9-114613191-38
NR46068--MA0741.1.KLF16	chr4	47011210	47011220	-	0.000	0.000	Merged-chr4-47011023-46
NR29521--MA0599.1.KLF5	chr17	37028794	37028803	-	0.000	0.000	Merged-chr17-37028850-28
NR62522--MA0741.1.KLF16	chr8	22544873	22544883	-	0.000	0.000	Merged-chr8-22544867-25
NR33500--MA0740.1.KLF14	chr18	82532267	82532280	-	0.000	0.000	Merged-chr18-82532131-16
NR54954--MA1107.1.KLF9	chr6	43619511	43619523	+	0.000	0.000	Merged-chr6-43619418-19
NR14919--MA0599.1.KLF5	chr12	88472015	88472024	-	0.000	0.000	Merged-chr12-88472096-45
NR29932--MA0740.1.KLF14	chr17	52569689	52569702	-	0.000	0.000	Merged-chr17-52569832-16
NR7308--MA0599.1.KLF5	chr10	76962207	76962216	-	0.000	0.000	Merged-chr10-76962071-59
NR66862--MA0741.1.KLF16	chr9	65541815	65541825	+	0.000	0.000	Merged-chr9-65541837-66
NR21558--MA0742.1.Klf12	chr14	84443428	84443442	+	0.000	0.000	Merged-chr14-84443299-57
NR63408--MA0741.1.KLF16	chr8	61448672	61448682	+	0.000	0.000	Merged-chr8-61448591-1
NR67248--MA0599.1.KLF5	chr9	83446123	83446132	+	0.000	0.000	Merged-chr9-83446152-4
NR56131--MA1107.1.KLF9	chr6	94665386	94665398	+	0.000	0.000	Merged-chr6-94665476-13
NR6731--MA0741.1.KLF16	chr10	60028424	60028434	+	0.000	0.000	Merged-chr10-60028260-54
NR45306--MA0039.3.KLF4	chr4	15929284	15929294	+	0.000	0.000	Merged-chr4-15929333-33
NR641--MA0741.1.KLF16	chr1	34011508	34011518	-	0.000	0.000	Merged-chr1-34011501-80
NR38492--MA1107.1.KLF9	chr2	125136007	125136019	-	0.000	0.000	Merged-chr2-125136116-38
NR61733--MA1107.1.KLF9	chr7	136894457	136894469	+	0.000	0.000	Merged-chr7-136894538-85
NR38820--MA0599.1.KLF5	chr2	132669326	132669335	+	0.000	0.000	Merged-chr2-132669439-31
NR7869--MA0741.1.KLF16	chr10	84904054	84904064	+	0.000	0.000	Merged-chr10-84904074-24
NR51857--MA0742.1.Klf12	chr5	100929920	100929934	+	0.000	0.000	Merged-chr5-100929891-31
NR62529--MA0740.1.KLF14	chr8	22757685	22757698	+	0.000	0.000	Merged-chr8-22757594-30
NR65739--MA1107.1.KLF9	chr9	20610048	20610060	+	0.000	0.000	Merged-chr9-20609876-14
NR61985--MA0599.1.KLF5	chr7	143053684	143053693	+	0.000	0.000	Merged-chr7-143053542-3
NR17166--MA0741.1.KLF16	chr13	56704045	56704055	-	0.000	0.000	Merged-chr13-56703613-154
NR46013--MA0741.1.KLF16	chr4	45766153	45766163	-	0.000	0.000	Merged-chr4-45766216-17
NR56136--MA1107.1.KLF9	chr6	94665396	94665408	+	0.000	0.000	Merged-chr6-94665476-13
NR57133--MA0599.1.KLF5	chr6	128334913	128334922	-	0.000	0.000	Merged-chr6-128334675-39
NR17437--MA0599.1.KLF5	chr13	65240527	65240536	-	0.000	0.000	Merged-chr13-65240700-1
NR27828--MA0742.1.Klf12	chr16	91056514	91056528	+	0.000	0.000	Merged-chr16-91056695-61
NR23904--MA0740.1.KLF14	chr15	66286886	66286899	+	0.000	0.000	Merged-chr15-66286791-54
NR52512--MA0741.1.KLF16	chr5	118661948	118661958	+	0.000	0.000	Merged-chr5-118661904-17
NR52307--MA0741.1.KLF16	chr5	113873337	113873347	-	0.000	0.000	Merged-chr5-113873174-24
NR23260--MA0599.1.KLF5	chr15	36855758	36855767	+	0.000	0.000	Merged-chr15-36855718-24
NR3100--MA1107.1.KLF9	chr1	139181147	139181159	-	0.000	0.000	Merged-chr1-139181025-29
NR12564--MA1107.1.KLF9	chr11	111792061	111792073	+	0.000	0.000	Merged-chr11-111792002-31
NR29924--MA0740.1.KLF14	chr17	52483866	52483879	+	0.000	0.000	Merged-chr17-52484066-25
NR33501--MA0657.1.KLF13	chr18	82532264	82532281	-	0.000	0.000	Merged-chr18-82532131-16
NR61729--MA0742.1.Klf12	chr7	136894457	136894471	+	0.000	0.000	Merged-chr7-136894538-85
NR29933--MA0657.1.KLF13	chr17	52569686	52569703	-	0.000	0.000	Merged-chr17-52569832-16
NR25972--MA0493.1.Klf1	chr16	15887363	15887373	+	0.000	0.000	Merged-chr16-15887242-95
NR382--MA1107.1.KLF9	chr1	20825296	20825308	+	0.000	0.000	Merged-chr1-20825313-33
NR16577--MA0741.1.KLF16	chr13	30186559	30186569	-	0.000	0.000	Merged-chr13-30186492-12
NR52120--MA0742.1.Klf12	chr5	111039993	111040007	+	0.000	0.000	Merged-chr5-111039945-24
NR32536--MA0740.1.KLF14	chr18	53245578	53245591	+	0.000	0.000	Merged-chr18-53245593-51
NR58274--MA0741.1.KLF16	chr7	16197026	16197036	-	0.000	0.000	Merged-chr7-16196917-6
NR55982--MA1107.1.KLF9	chr6	89286783	89286795	+	0.000	0.000	Merged-chr6-89286978-37
NR61983--MA0740.1.KLF14	chr7	143053679	143053692	+	0.000	0.000	Merged-chr7-143053542-3
NR38780--MA0741.1.KLF16	chr2	132292170	132292180	+	0.000	0.000	Merged-chr2-132292299-25
NR6953--MA0599.1.KLF5	chr10	67891252	67891261	+	0.000	0.000	Merged-chr10-67891340-18
NR67092--MA0599.1.KLF5	chr9	77683657	77683666	+	0.000	0.000	Merged-chr9-77683679-29
NR49167--MA0742.1.Klf12	chr4	155050347	155050361	+	0.000	0.000	Merged-chr4-155050218-26
NR16400--MA0741.1.KLF16	chr13	21366911	21366921	+	0.000	0.000	Merged-chr13-21366779-27
NR29325--MA0742.1.Klf12	chr17	33947934	33947948	+	0.000	0.000	Merged-chr17-33947911-26
NR9584--MA0741.1.KLF16	chr10	128940595	128940605	-	0.000	0.000	Merged-chr10-128940717-41
NR52124--MA0741.1.KLF16	chr5	111039994	111040004	+	0.000	0.000	Merged-chr5-111039945-24
NR12421--MA0741.1.KLF16	chr11	106057117	106057127	-	0.000	0.000	Merged-chr11-106057103-42
NR15504--MA0599.1.KLF5	chr12	109438214	109438223	+	0.000	0.000	Merged-chr12-109438029-53
NR46240--MA0039.3.KLF4	chr4	56070739	56070749	+	0.000	0.000	Merged-chr4-56070680-56
NR68961--MA0599.1.KLF5	chrX	71622512	71622521	+	0.000	0.000	Merged-chrX-71622436-27
NR24464--MA0741.1.KLF16	chr15	80602606	80602616	+	0.000	0.000	Merged-chr15-80602759-36
NR55978--MA1107.1.KLF9	chr6	89286775	89286787	+	0.000	0.000	Merged-chr6-89286978-37
NR16397--MA0599.1.KLF5	chr13	21366909	21366918	+	0.000	0.000	Merged-chr13-21366779-27
NR1549--MA0741.1.KLF16	chr1	74791657	74791667	-	0.000	0.000	Merged-chr1-74791717-28
NR40029--MA0493.1.Klf1	chr2	169360429	169360439	-	0.000	0.000	Merged-chr2-169360551-6
NR22912--MA0741.1.KLF16	chr15	25269713	25269723	-	0.000	0.000	Merged-chr15-25269773-79
NR56294--MA0493.1.Klf1	chr6	99646546	99646556	-	0.000	0.000	Merged-chr6-99646583-9
NR14917--MA0742.1.Klf12	chr12	88472042	88472056	+	0.000	0.000	Merged-chr12-88472096-45
NR46018--MA0741.1.KLF16	chr4	45766158	45766168	-	0.000	0.000	Merged-chr4-45766216-17
NR14757--MA0657.1.KLF13	chr12	82165836	82165853	+	0.000	0.000	Merged-chr12-82165766-1
NR47967--MA0741.1.KLF16	chr4	127095287	127095297	-	0.000	0.000	Merged-chr4-127095353-15
NR40641--MA0740.1.KLF14	chr3	9719199	9719212	-	0.000	0.000	Merged-chr3-9719164-20
NR15773--MA0599.1.KLF5	chr12	119238860	119238869	-	0.000	0.000	Merged-chr12-119238922-2
NR41751--MA0741.1.KLF16	chr3	55419532	55419542	+	0.000	0.000	Merged-chr3-55419547-37
NR24714--MA0741.1.KLF16	chr15	85042838	85042848	+	0.000	0.000	Merged-chr15-85042702-72
NR52513--MA0599.1.KLF5	chr5	118662023	118662032	+	0.000	0.000	Merged-chr5-118661904-17
NR66436--MA1107.1.KLF9	chr9	48980583	48980595	+	0.000	0.000	Merged-chr9-48980590-7
NR1994--MA0742.1.Klf12	chr1	91095346	91095360	-	0.000	0.000	Merged-chr1-91095433-53
NR21557--MA0740.1.KLF14	chr14	84443428	84443441	+	0.000	0.000	Merged-chr14-84443299-57
NR1988--MA0599.1.KLF5	chr1	91095286	91095295	+	0.000	0.000	Merged-chr1-91095433-53
NR40670--MA0599.1.KLF5	chr3	10351319	10351328	-	0.000	0.000	Merged-chr3-10351318-69
NR2732--MA1107.1.KLF9	chr1	127796455	127796467	-	0.000	0.000	Merged-chr1-127796546-56
NR30971--MA0599.1.KLF5	chr17	84855804	84855813	-	0.000	0.000	Merged-chr17-84855735-62
NR1791--MA0740.1.KLF14	chr1	84318947	84318960	-	0.000	0.000	Merged-chr1-84318831-8
NR60014--MA0493.1.Klf1	chr7	73479743	73479753	+	0.000	0.000	Merged-chr7-73479778-28
NR14679--MA0599.1.KLF5	chr12	79628620	79628629	+	0.000	0.000	Merged-chr12-79628685-20
NR47367--MA1107.1.KLF9	chr4	106841994	106842006	-	0.000	0.000	Merged-chr4-106841993-21
NR1992--MA0493.1.Klf1	chr1	91095285	91095295	+	0.000	0.000	Merged-chr1-91095433-53
NR21560--MA0493.1.Klf1	chr14	84443428	84443438	+	0.000	0.000	Merged-chr14-84443299-57
