#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.05_dn.bed
NR60791--MA0039.3.KLF4	chr7	101466456	101466466	-	0.000	0.000	Merged-chr7-101466620-78
NR43320--MA1107.1.KLF9	chr3	115758819	115758831	-	0.000	0.000	Merged-chr3-115758930-94
NR12108--MA1107.1.KLF9	chr11	98464486	98464498	+	0.000	0.000	Merged-chr11-98464375-62
NR27406--MA0742.1.Klf12	chr16	75920988	75921002	-	0.000	0.000	Merged-chr16-75921068-56
NR27932--MA0039.3.KLF4	chr16	93777385	93777395	+	0.000	0.000	Merged-chr16-93777222-1
NR43307--MA1107.1.KLF9	chr3	115669470	115669482	+	0.000	0.000	Merged-chr3-115669354-51
NR8582--MA0493.1.Klf1	chr10	107941371	107941381	-	0.000	0.000	Merged-chr10-107941228-1
NR48375--MA0740.1.KLF14	chr4	135120390	135120403	-	0.000	0.000	Merged-chr4-135120412-50
NR69584--MA0039.3.KLF4	chrX	162868477	162868487	+	0.000	0.000	Merged-chrX-162868446-21
NR31317--MA0493.1.Klf1	chr18	4333793	4333803	+	0.000	0.000	Merged-chr18-4333845-29
NR30916--MA1107.1.KLF9	chr17	84004407	84004419	-	0.000	0.000	Merged-chr17-84004507-68
NR12396--MA0599.1.KLF5	chr11	104631541	104631550	-	0.000	0.000	Merged-chr11-104631492-24
NR66716--MA0741.1.KLF16	chr9	61427105	61427115	-	0.000	0.000	Merged-chr9-61427187-31
NR34071--MA1107.1.KLF9	chr19	9038256	9038268	+	0.000	0.000	Merged-chr19-9038318-39
NR43160--MA0741.1.KLF16	chr3	107233418	107233428	-	0.000	0.000	Merged-chr3-107233528-55
NR12827--MA0741.1.KLF16	chr11	116616183	116616193	+	0.000	0.000	Merged-chr11-116616118-41
NR18361--MA1107.1.KLF9	chr13	93990567	93990579	+	0.000	0.000	Merged-chr13-93990352-84
NR16025--MA0741.1.KLF16	chr13	8457116	8457126	+	0.000	0.000	Merged-chr13-8457184-81
NR65270--MA1107.1.KLF9	chr8	123203627	123203639	+	0.000	0.000	Merged-chr8-123203714-21
NR43308--MA0493.1.Klf1	chr3	115673895	115673905	-	0.000	0.000	Merged-chr3-115673863-61
NR15545--MA0599.1.KLF5	chr12	110506249	110506258	-	0.000	0.000	Merged-chr12-110506270-12
NR26213--MA0599.1.KLF5	chr16	23286640	23286649	-	0.000	0.000	Merged-chr16-23286554-38
NR24579--MA0493.1.Klf1	chr15	82224397	82224407	+	0.000	0.000	Merged-chr15-82224462-30
NR29917--MA0599.1.KLF5	chr17	52168742	52168751	+	0.000	0.000	Merged-chr17-52168646-44
NR34977--MA0599.1.KLF5	chr19	58097325	58097334	-	0.000	0.000	Merged-chr19-58097459-44
NR27400--MA0740.1.KLF14	chr16	75920943	75920956	+	0.000	0.000	Merged-chr16-75921068-56
NR55225--MA0657.1.KLF13	chr6	54925958	54925975	+	0.000	0.000	Merged-chr6-54926058-40
NR11893--MA0599.1.KLF5	chr11	95261267	95261276	-	0.000	0.000	Merged-chr11-95261394-7
NR54147--MA0599.1.KLF5	chr6	8648806	8648815	+	0.000	0.000	Merged-chr6-8648625-101
NR66490--MA1107.1.KLF9	chr9	50491817	50491829	+	0.000	0.000	Merged-chr9-50491898-16
NR48376--MA0657.1.KLF13	chr4	135120387	135120404	-	0.000	0.000	Merged-chr4-135120412-50
NR41738--MA0599.1.KLF5	chr3	54567551	54567560	+	0.000	0.000	Merged-chr3-54567528-25
NR15429--MA0599.1.KLF5	chr12	107129565	107129574	+	0.000	0.000	Merged-chr12-107129420-39
NR12557--MA0742.1.Klf12	chr11	110903883	110903897	+	0.000	0.000	Merged-chr11-110903981-18
NR25270--MA1107.1.KLF9	chr15	99009038	99009050	+	0.000	0.000	Merged-chr15-99008995-43
NR29081--MA0742.1.Klf12	chr17	28013355	28013369	+	0.000	0.000	Merged-chr17-28013455-33
NR25164--MA0599.1.KLF5	chr15	96497845	96497854	+	0.000	0.000	Merged-chr15-96497899-21
NR21363--MA1107.1.KLF9	chr14	73290096	73290108	-	0.000	0.000	Merged-chr14-73290096-39
NR29916--MA0039.3.KLF4	chr17	52162346	52162356	-	0.000	0.000	Merged-chr17-52162259-1
NR25262--MA0493.1.Klf1	chr15	98934148	98934158	-	0.000	0.000	Merged-chr15-98934343-98
NR52317--MA0599.1.KLF5	chr5	114135591	114135600	+	0.000	0.000	Merged-chr5-114135675-30
NR65070--MA0493.1.Klf1	chr8	120050179	120050189	-	0.000	0.000	Merged-chr8-120050156-23
NR29855--MA0599.1.KLF5	chr17	50071709	50071718	-	0.000	0.000	Merged-chr17-50071769-42
NR67124--MA1107.1.KLF9	chr9	78074219	78074231	+	0.000	0.000	Merged-chr9-78074095-46
NR1572--MA0493.1.Klf1	chr1	75213263	75213273	-	0.000	0.000	Merged-chr1-75213327-22
NR43306--MA0741.1.KLF16	chr3	115669503	115669513	+	0.000	0.000	Merged-chr3-115669354-51
NR12978--MA1107.1.KLF9	chr11	119166127	119166139	+	0.000	0.000	Merged-chr11-119166198-51
NR56802--MA0599.1.KLF5	chr6	119199126	119199135	+	0.000	0.000	Merged-chr6-119199024-52
NR56797--MA0742.1.Klf12	chr6	119199104	119199118	+	0.000	0.000	Merged-chr6-119199024-52
NR7230--MA0599.1.KLF5	chr10	75565650	75565659	+	0.000	0.000	Merged-chr10-75565754-65
NR60790--MA0599.1.KLF5	chr7	101466458	101466467	-	0.000	0.000	Merged-chr7-101466620-78
NR34329--MA0599.1.KLF5	chr19	31337334	31337343	-	0.000	0.000	Merged-chr19-31337298-1
NR61955--MA1107.1.KLF9	chr7	142354081	142354093	+	0.000	0.000	Merged-chr7-142354183-49
NR28210--MA0741.1.KLF16	chr17	5802358	5802368	-	0.000	0.000	Merged-chr17-5802429-65
NR12429--MA0599.1.KLF5	chr11	106193666	106193675	+	0.000	0.000	Merged-chr11-106193514-84
NR52318--MA0741.1.KLF16	chr5	114135591	114135601	+	0.000	0.000	Merged-chr5-114135675-30
NR50233--MA0742.1.Klf12	chr5	34636794	34636808	-	0.000	0.000	Merged-chr5-34636823-94
NR32184--MA1107.1.KLF9	chr18	39009089	39009101	-	0.000	0.000	Merged-chr18-39009323-57
NR59873--MA0741.1.KLF16	chr7	64043091	64043101	-	0.000	0.000	Merged-chr7-64043125-48
NR1026--MA1107.1.KLF9	chr1	51577913	51577925	+	0.000	0.000	Merged-chr1-51577937-41
NR30461--MA1107.1.KLF9	chr17	71288421	71288433	-	0.000	0.000	Merged-chr17-71288308-17
NR12110--MA1107.1.KLF9	chr11	98464465	98464477	-	0.000	0.000	Merged-chr11-98464375-62
NR45032--MA1107.1.KLF9	chr4	6925027	6925039	-	0.000	0.000	Merged-chr4-6924913-49
NR34109--MA1107.1.KLF9	chr19	10698498	10698510	-	0.000	0.000	Merged-chr19-10698600-31
NR8986--MA0039.3.KLF4	chr10	118050585	118050595	-	0.000	0.000	Merged-chr10-118050458-52
NR7351--MA0493.1.Klf1	chr10	77630133	77630143	+	0.000	0.000	Merged-chr10-77630089-17
NR22476--MA0039.3.KLF4	chr14	121423021	121423031	+	0.000	0.000	Merged-chr14-121422910-45
NR64411--MA0742.1.Klf12	chr8	94973550	94973564	-	0.000	0.000	Merged-chr8-94973516-27
NR32198--MA1107.1.KLF9	chr18	39141119	39141131	-	0.000	0.000	Merged-chr18-39140890-41
NR53465--MA0741.1.KLF16	chr5	138085442	138085452	+	0.000	0.000	Merged-chr5-138085334-61
NR56807--MA0493.1.Klf1	chr6	119199125	119199135	+	0.000	0.000	Merged-chr6-119199024-52
NR34334--MA0741.1.KLF16	chr19	31337343	31337353	-	0.000	0.000	Merged-chr19-31337298-1
NR1148--MA0493.1.Klf1	chr1	58304558	58304568	-	0.000	0.000	Merged-chr1-58304515-8
NR22038--MA1107.1.KLF9	chr14	105272240	105272252	-	0.000	0.000	Merged-chr14-105272291-16
NR48305--MA0657.1.KLF13	chr4	134117099	134117116	+	0.000	0.000	Merged-chr4-134117148-42
NR68031--MA0039.3.KLF4	chr9	110896830	110896840	-	0.000	0.000	Merged-chr9-110896831-29
NR33442--MA0740.1.KLF14	chr18	80609767	80609780	+	0.000	0.000	Merged-chr18-80609939-56
NR17000--MA0039.3.KLF4	chr13	51748248	51748258	+	0.000	0.000	Merged-chr13-51748371-46
NR64148--MA0599.1.KLF5	chr8	84825804	84825813	-	0.000	0.000	Merged-chr8-84825845-44
NR11702--MA0493.1.Klf1	chr11	87751729	87751739	-	0.000	0.000	Merged-chr11-87751770-19
NR34804--MA0493.1.Klf1	chr19	47829049	47829059	-	0.000	0.000	Merged-chr19-47829109-19
NR64110--MA0741.1.KLF16	chr8	84127497	84127507	-	0.000	0.000	Merged-chr8-84127420-70
NR31319--MA1107.1.KLF9	chr18	4333793	4333805	+	0.000	0.000	Merged-chr18-4333845-29
NR15628--MA0599.1.KLF5	chr12	111944520	111944529	-	0.000	0.000	Merged-chr12-111944395-37
NR66702--MA0742.1.Klf12	chr9	60998291	60998305	-	0.000	0.000	Merged-chr9-60998373-9
NR12824--MA0599.1.KLF5	chr11	116616183	116616192	+	0.000	0.000	Merged-chr11-116616118-41
NR29620--MA0741.1.KLF16	chr17	44569346	44569356	+	0.000	0.000	Merged-chr17-44569444-63
NR38636--MA0599.1.KLF5	chr2	128470708	128470717	-	0.000	0.000	Merged-chr2-128470524-44
NR34257--MA0039.3.KLF4	chr19	27967780	27967790	+	0.000	0.000	Merged-chr19-27967760-35
NR16718--MA0599.1.KLF5	chr13	38010777	38010786	-	0.000	0.000	Merged-chr13-38010701-23
NR25321--MA0039.3.KLF4	chr15	99725578	99725588	+	0.000	0.000	Merged-chr15-99725695-59
NR52488--MA0741.1.KLF16	chr5	118465321	118465331	-	0.000	0.000	Merged-chr5-118465239-56
NR42238--MA1107.1.KLF9	chr3	79237833	79237845	+	0.000	0.000	Merged-chr3-79237925-42
NR43001--MA1107.1.KLF9	chr3	103397745	103397757	-	0.000	0.000	Merged-chr3-103397699-44
NR34070--MA0493.1.Klf1	chr19	9038256	9038266	+	0.000	0.000	Merged-chr19-9038318-39
NR56796--MA0740.1.KLF14	chr6	119199104	119199117	+	0.000	0.000	Merged-chr6-119199024-52
NR48231--MA1107.1.KLF9	chr4	133058024	133058036	+	0.000	0.000	Merged-chr4-133057911-45
NR52165--MA0039.3.KLF4	chr5	112239855	112239865	-	0.000	0.000	Merged-chr5-112239781-12
NR11191--MA0039.3.KLF4	chr11	70597422	70597432	-	0.000	0.000	Merged-chr11-70597550-26
NR43901--MA1107.1.KLF9	chr3	135675685	135675697	+	0.000	0.000	Merged-chr3-135675679-12
NR36931--MA0599.1.KLF5	chr2	61712776	61712785	-	0.000	0.000	Merged-chr2-61712803-19
NR65264--MA1107.1.KLF9	chr8	123203615	123203627	+	0.000	0.000	Merged-chr8-123203714-21
NR11953--MA0742.1.Klf12	chr11	96667187	96667201	+	0.000	0.000	Merged-chr11-96667069-36
NR33443--MA0657.1.KLF13	chr18	80609766	80609783	+	0.000	0.000	Merged-chr18-80609939-56
NR12614--MA0599.1.KLF5	chr11	113802543	113802552	-	0.000	0.000	Merged-chr11-113802652-27
NR60953--MA0599.1.KLF5	chr7	106271036	106271045	+	0.000	0.000	Merged-chr7-106271098-32
NR61931--MA0599.1.KLF5	chr7	141579225	141579234	-	0.000	0.000	Merged-chr7-141579078-48
NR43006--MA1107.1.KLF9	chr3	103397764	103397776	-	0.000	0.000	Merged-chr3-103397699-44
NR9404--MA0740.1.KLF14	chr10	127225816	127225829	-	0.000	0.000	Merged-chr10-127225928-35
NR11957--MA0741.1.KLF16	chr11	96667188	96667198	+	0.000	0.000	Merged-chr11-96667069-36
NR8106--MA0741.1.KLF16	chr10	93326907	93326917	+	0.000	0.000	Merged-chr10-93326815-10
NR34989--MA0599.1.KLF5	chr19	59248833	59248842	-	0.000	0.000	Merged-chr19-59248780-37
NR13909--MA1107.1.KLF9	chr12	40253410	40253422	+	0.000	0.000	Merged-chr12-40253438-36
NR50237--MA1107.1.KLF9	chr5	34636796	34636808	-	0.000	0.000	Merged-chr5-34636823-94
NR3082--MA1107.1.KLF9	chr1	138299675	138299687	+	0.000	0.000	Merged-chr1-138299764-45
NR52418--MA0599.1.KLF5	chr5	115279683	115279692	+	0.000	0.000	Merged-chr5-115279813-46
NR53620--MA0741.1.KLF16	chr5	140638198	140638208	-	0.000	0.000	Merged-chr5-140638213-26
NR24520--MA0599.1.KLF5	chr15	81514315	81514324	-	0.000	0.000	Merged-chr15-81514359-43
NR17324--MA0741.1.KLF16	chr13	63189564	63189574	-	0.000	0.000	Merged-chr13-63189715-33
NR32180--MA0742.1.Klf12	chr18	39009087	39009101	-	0.000	0.000	Merged-chr18-39009323-57
NR8197--MA0599.1.KLF5	chr10	96325408	96325417	-	0.000	0.000	Merged-chr10-96325497-34
NR51579--MA0599.1.KLF5	chr5	92000936	92000945	+	0.000	0.000	Merged-chr5-92000971-27
NR15356--MA0599.1.KLF5	chr12	103338455	103338464	+	0.000	0.000	Merged-chr12-103338377-34
NR8985--MA0599.1.KLF5	chr10	118050587	118050596	-	0.000	0.000	Merged-chr10-118050458-52
NR20207--MA0741.1.KLF16	chr14	31684572	31684582	-	0.000	0.000	Merged-chr14-31684671-64
NR21362--MA0741.1.KLF16	chr14	73290097	73290107	-	0.000	0.000	Merged-chr14-73290096-39
NR11892--MA0742.1.Klf12	chr11	95261263	95261277	-	0.000	0.000	Merged-chr11-95261394-7
NR35008--MA0741.1.KLF16	chr19	60183111	60183121	+	0.000	0.000	Merged-chr19-60182957-49
NR33447--MA0493.1.Klf1	chr18	80609767	80609777	+	0.000	0.000	Merged-chr18-80609939-56
NR67118--MA1107.1.KLF9	chr9	78074207	78074219	+	0.000	0.000	Merged-chr9-78074095-46
NR47819--MA0493.1.Klf1	chr4	121196794	121196804	-	0.000	0.000	Merged-chr4-121196708-94
NR10363--MA0493.1.Klf1	chr11	32580749	32580759	-	0.000	0.000	Merged-chr11-32580688-47
NR16701--MA0741.1.KLF16	chr13	37541722	37541732	-	0.000	0.000	Merged-chr13-37541855-48
NR54149--MA0039.3.KLF4	chr6	8648814	8648824	+	0.000	0.000	Merged-chr6-8648625-101
NR52319--MA1107.1.KLF9	chr5	114135590	114135602	+	0.000	0.000	Merged-chr5-114135675-30
NR55906--MA0039.3.KLF4	chr6	88769885	88769895	-	0.000	0.000	Merged-chr6-88769866-45
NR30897--MA0741.1.KLF16	chr17	83824029	83824039	+	0.000	0.000	Merged-chr17-83824004-16
NR28209--MA0599.1.KLF5	chr17	5802359	5802368	-	0.000	0.000	Merged-chr17-5802429-65
NR13544--MA0599.1.KLF5	chr12	25216881	25216890	-	0.000	0.000	Merged-chr12-25216883-29
NR17329--MA0741.1.KLF16	chr13	63189569	63189579	-	0.000	0.000	Merged-chr13-63189715-33
NR39548--MA0493.1.Klf1	chr2	156877873	156877883	-	0.000	0.000	Merged-chr2-156878033-50
NR14704--MA0039.3.KLF4	chr12	80331801	80331811	-	0.000	0.000	Merged-chr12-80331845-24
NR51969--MA0657.1.KLF13	chr5	105616261	105616278	+	0.000	0.000	Merged-chr5-105616345-34
NR53464--MA0599.1.KLF5	chr5	138085442	138085451	+	0.000	0.000	Merged-chr5-138085334-61
NR34332--MA0741.1.KLF16	chr19	31337341	31337351	-	0.000	0.000	Merged-chr19-31337298-1
NR34256--MA0599.1.KLF5	chr19	27967769	27967778	-	0.000	0.000	Merged-chr19-27967760-35
NR6496--MA1107.1.KLF9	chr10	53461608	53461620	-	0.000	0.000	Merged-chr10-53461441-37
NR43897--MA0742.1.Klf12	chr3	135675685	135675699	+	0.000	0.000	Merged-chr3-135675679-12
NR59872--MA0742.1.Klf12	chr7	64043088	64043102	-	0.000	0.000	Merged-chr7-64043125-48
NR11952--MA0740.1.KLF14	chr11	96667187	96667200	+	0.000	0.000	Merged-chr11-96667069-36
NR66488--MA0741.1.KLF16	chr9	50491818	50491828	+	0.000	0.000	Merged-chr9-50491898-16
NR51844--MA0599.1.KLF5	chr5	100728980	100728989	-	0.000	0.000	Merged-chr5-100728924-32
NR25320--MA0599.1.KLF5	chr15	99725577	99725586	+	0.000	0.000	Merged-chr15-99725695-59
NR1025--MA0493.1.Klf1	chr1	51577913	51577923	+	0.000	0.000	Merged-chr1-51577937-41
NR30460--MA0493.1.Klf1	chr17	71288423	71288433	-	0.000	0.000	Merged-chr17-71288308-17
NR23676--MA0039.3.KLF4	chr15	52753914	52753924	+	0.000	0.000	Merged-chr15-52753697-52
NR15733--MA0599.1.KLF5	chr12	117700106	117700115	-	0.000	0.000	Merged-chr12-117700149-23
NR30899--MA0493.1.Klf1	chr17	83846387	83846397	+	0.000	0.000	Merged-chr17-83846499-25
NR30917--MA0742.1.Klf12	chr17	84022524	84022538	-	0.000	0.000	Merged-chr17-84022626-28
NR11190--MA0599.1.KLF5	chr11	70597424	70597433	-	0.000	0.000	Merged-chr11-70597550-26
NR53897--MA0039.3.KLF4	chr5	148929039	148929049	-	0.000	0.000	Merged-chr5-148928854-59
NR35261--MA0599.1.KLF5	chr2	9689664	9689673	+	0.000	0.000	Merged-chr2-9689730-31
NR55849--MA1107.1.KLF9	chr6	86607666	86607678	-	0.000	0.000	Merged-chr6-86607706-49
NR1051--MA0039.3.KLF4	chr1	52578410	52578420	+	0.000	0.000	Merged-chr1-52578518-39
NR12109--MA1107.1.KLF9	chr11	98464488	98464500	+	0.000	0.000	Merged-chr11-98464375-62
NR52970--MA0599.1.KLF5	chr5	130172652	130172661	+	0.000	0.000	Merged-chr5-130172555-2
NR34806--MA1107.1.KLF9	chr19	47829047	47829059	-	0.000	0.000	Merged-chr19-47829109-19
NR25163--MA0741.1.KLF16	chr15	96497816	96497826	-	0.000	0.000	Merged-chr15-96497899-21
NR52485--MA0039.3.KLF4	chr5	118465259	118465269	-	0.000	0.000	Merged-chr5-118465239-56
NR69170--MA0599.1.KLF5	chrX	102032000	102032009	-	0.000	0.000	Merged-chrX-102031926-48
NR22037--MA0493.1.Klf1	chr14	105272242	105272252	-	0.000	0.000	Merged-chr14-105272291-16
NR35003--MA0740.1.KLF14	chr19	60183110	60183123	+	0.000	0.000	Merged-chr19-60182957-49
NR51581--MA0740.1.KLF14	chr5	92001025	92001038	+	0.000	0.000	Merged-chr5-92000971-27
NR17753--MA0742.1.Klf12	chr13	75845598	75845612	-	0.000	0.000	Merged-chr13-75845828-42
NR30918--MA0599.1.KLF5	chr17	84022528	84022537	-	0.000	0.000	Merged-chr17-84022626-28
NR15454--MA0742.1.Klf12	chr12	107961289	107961303	+	0.000	0.000	Merged-chr12-107961222-28
NR27402--MA0599.1.KLF5	chr16	75920944	75920953	+	0.000	0.000	Merged-chr16-75921068-56
NR25352--MA0599.1.KLF5	chr15	100665101	100665110	+	0.000	0.000	Merged-chr15-100665160-50
NR23915--MA0493.1.Klf1	chr15	66825632	66825642	+	0.000	0.000	Merged-chr15-66825502-98
NR34337--MA0741.1.KLF16	chr19	31337346	31337356	-	0.000	0.000	Merged-chr19-31337298-1
NR43321--MA0039.3.KLF4	chr3	115758850	115758860	-	0.000	0.000	Merged-chr3-115758930-94
NR11891--MA0740.1.KLF14	chr11	95261264	95261277	-	0.000	0.000	Merged-chr11-95261394-7
NR17757--MA0741.1.KLF16	chr13	75845601	75845611	-	0.000	0.000	Merged-chr13-75845828-42
NR3796--MA0741.1.KLF16	chr1	159813051	159813061	+	0.000	0.000	Merged-chr1-159812982-41
NR64951--MA1107.1.KLF9	chr8	116952622	116952634	-	0.000	0.000	Merged-chr8-116952526-34
NR56811--MA0741.1.KLF16	chr6	119199131	119199141	+	0.000	0.000	Merged-chr6-119199024-52
NR15458--MA0741.1.KLF16	chr12	107961290	107961300	+	0.000	0.000	Merged-chr12-107961222-28
NR22615--MA0493.1.Klf1	chr15	3174252	3174262	-	0.000	0.000	Merged-chr15-3174330-41
NR65271--MA1107.1.KLF9	chr8	123203629	123203641	+	0.000	0.000	Merged-chr8-123203714-21
NR66483--MA0599.1.KLF5	chr9	50491816	50491825	+	0.000	0.000	Merged-chr9-50491898-16
NR42237--MA0493.1.Klf1	chr3	79237833	79237843	+	0.000	0.000	Merged-chr3-79237925-42
NR34801--MA0742.1.Klf12	chr19	47829045	47829059	-	0.000	0.000	Merged-chr19-47829109-19
NR11956--MA0493.1.Klf1	chr11	96667187	96667197	+	0.000	0.000	Merged-chr11-96667069-36
NR48230--MA0493.1.Klf1	chr4	133058024	133058034	+	0.000	0.000	Merged-chr4-133057911-45
NR23817--MA0493.1.Klf1	chr15	60120203	60120213	+	0.000	0.000	Merged-chr15-60120172-38
NR51582--MA0657.1.KLF13	chr5	92001024	92001041	+	0.000	0.000	Merged-chr5-92000971-27
NR8159--MA0599.1.KLF5	chr10	95009039	95009048	+	0.000	0.000	Merged-chr10-95009173-43
NR23723--MA0493.1.Klf1	chr15	57921572	57921582	+	0.000	0.000	Merged-chr15-57921644-21
NR43900--MA0493.1.Klf1	chr3	135675685	135675695	+	0.000	0.000	Merged-chr3-135675679-12
NR3708--MA0599.1.KLF5	chr1	156956591	156956600	-	0.000	0.000	Merged-chr1-156956579-55
NR54148--MA0599.1.KLF5	chr6	8648813	8648822	+	0.000	0.000	Merged-chr6-8648625-101
NR66491--MA1107.1.KLF9	chr9	50491821	50491833	+	0.000	0.000	Merged-chr9-50491898-16
NR57828--MA0039.3.KLF4	chr6	146434345	146434355	-	0.000	0.000	Merged-chr6-146434496-35
NR29474--MA0741.1.KLF16	chr17	35841735	35841745	-	0.000	0.000	Merged-chr17-35841564-66
NR43057--MA0741.1.KLF16	chr3	104771698	104771708	-	0.000	0.000	Merged-chr3-104771571-48
NR67120--MA1107.1.KLF9	chr9	78074211	78074223	+	0.000	0.000	Merged-chr9-78074095-46
NR53882--MA0599.1.KLF5	chr5	148489466	148489475	-	0.000	0.000	Merged-chr5-148489625-52
NR56798--MA0599.1.KLF5	chr6	119199105	119199114	+	0.000	0.000	Merged-chr6-119199024-52
NR5382--MA0599.1.KLF5	chr10	8370348	8370357	+	0.000	0.000	Merged-chr10-8370203-10
NR26214--MA0493.1.Klf1	chr16	23286640	23286650	-	0.000	0.000	Merged-chr16-23286554-38
NR14705--MA0741.1.KLF16	chr12	80331798	80331808	-	0.000	0.000	Merged-chr12-80331845-24
NR44270--MA0599.1.KLF5	chr3	144381105	144381114	+	0.000	0.000	Merged-chr3-144381351-98
NR63447--MA0599.1.KLF5	chr8	64872039	64872048	-	0.000	0.000	Merged-chr8-64871934-64
NR1569--MA0599.1.KLF5	chr1	75213253	75213262	-	0.000	0.000	Merged-chr1-75213327-22
NR50236--MA0493.1.Klf1	chr5	34636798	34636808	-	0.000	0.000	Merged-chr5-34636823-94
NR33436--MA0493.1.Klf1	chr18	80492506	80492516	+	0.000	0.000	Merged-chr18-80492606-36
NR25389--MA0599.1.KLF5	chr15	101258634	101258643	-	0.000	0.000	Merged-chr15-101258599-55
NR43309--MA0740.1.KLF14	chr3	115692526	115692539	+	0.000	0.000	Merged-chr3-115692552-34
NR33449--MA1107.1.KLF9	chr18	80609767	80609779	+	0.000	0.000	Merged-chr18-80609939-56
NR11894--MA0493.1.Klf1	chr11	95261267	95261277	-	0.000	0.000	Merged-chr11-95261394-7
NR67125--MA1107.1.KLF9	chr9	78074221	78074233	+	0.000	0.000	Merged-chr9-78074095-46
NR61043--MA0493.1.Klf1	chr7	110956663	110956673	-	0.000	0.000	Merged-chr7-110956692-58
NR41739--MA0493.1.Klf1	chr3	54567550	54567560	+	0.000	0.000	Merged-chr3-54567528-25
NR12979--MA1107.1.KLF9	chr11	119166129	119166141	+	0.000	0.000	Merged-chr11-119166198-51
NR25269--MA0741.1.KLF16	chr15	99009039	99009049	+	0.000	0.000	Merged-chr15-99008995-43
NR48463--MA0742.1.Klf12	chr4	136178073	136178087	-	0.000	0.000	Merged-chr4-136177885-58
NR56803--MA0599.1.KLF5	chr6	119199131	119199140	+	0.000	0.000	Merged-chr6-119199024-52
NR17327--MA0741.1.KLF16	chr13	63189567	63189577	-	0.000	0.000	Merged-chr13-63189715-33
NR41757--MA0493.1.Klf1	chr3	55744077	55744087	-	0.000	0.000	Merged-chr3-55744037-44
NR22409--MA0742.1.Klf12	chr14	120525975	120525989	+	0.000	0.000	Merged-chr14-120525808-27
NR9405--MA0741.1.KLF16	chr10	127225818	127225828	-	0.000	0.000	Merged-chr10-127225928-35
NR17752--MA0740.1.KLF14	chr13	75845599	75845612	-	0.000	0.000	Merged-chr13-75845828-42
NR15354--MA0493.1.Klf1	chr12	103116815	103116825	+	0.000	0.000	Merged-chr12-103116842-39
NR15453--MA0740.1.KLF14	chr12	107961289	107961302	+	0.000	0.000	Merged-chr12-107961222-28
NR8199--MA1107.1.KLF9	chr10	96325406	96325418	-	0.000	0.000	Merged-chr10-96325497-34
NR15456--MA0039.3.KLF4	chr12	107961291	107961301	+	0.000	0.000	Merged-chr12-107961222-28
NR26800--MA0039.3.KLF4	chr16	52374390	52374400	+	0.000	0.000	Merged-chr16-52374285-15
NR27102--MA0039.3.KLF4	chr16	64800653	64800663	+	0.000	0.000	Merged-chr16-64800516-42
NR25267--MA0039.3.KLF4	chr15	99009040	99009050	+	0.000	0.000	Merged-chr15-99008995-43
NR40321--MA0740.1.KLF14	chr2	174473084	174473097	+	0.000	0.000	Merged-chr2-174473048-89
NR48467--MA0741.1.KLF16	chr4	136178076	136178086	-	0.000	0.000	Merged-chr4-136177885-58
NR18875--MA0599.1.KLF5	chr13	107095397	107095406	-	0.000	0.000	Merged-chr13-107095527-25
NR27404--MA0741.1.KLF16	chr16	75920944	75920954	+	0.000	0.000	Merged-chr16-75921068-56
NR20055--MA0039.3.KLF4	chr14	25161934	25161944	+	0.000	0.000	Merged-chr14-25161984-35
NR38369--MA0741.1.KLF16	chr2	121008326	121008336	-	0.000	0.000	Merged-chr2-121008420-56
NR51166--MA0599.1.KLF5	chr5	73206407	73206416	-	0.000	0.000	Merged-chr5-73206518-35
NR29856--MA0493.1.Klf1	chr17	50071709	50071719	-	0.000	0.000	Merged-chr17-50071769-42
NR30584--MA0599.1.KLF5	chr17	73869465	73869474	+	0.000	0.000	Merged-chr17-73869364-53
NR12616--MA0741.1.KLF16	chr11	113802542	113802552	-	0.000	0.000	Merged-chr11-113802652-27
NR12434--MA0493.1.Klf1	chr11	106193699	106193709	+	0.000	0.000	Merged-chr11-106193514-84
NR55709--MA0741.1.KLF16	chr6	82913817	82913827	+	0.000	0.000	Merged-chr6-82913837-91
NR12111--MA1107.1.KLF9	chr11	98464467	98464479	-	0.000	0.000	Merged-chr11-98464375-62
NR16700--MA0599.1.KLF5	chr13	37541723	37541732	-	0.000	0.000	Merged-chr13-37541855-48
NR25323--MA0741.1.KLF16	chr15	99725577	99725587	+	0.000	0.000	Merged-chr15-99725695-59
NR60793--MA0741.1.KLF16	chr7	101466457	101466467	-	0.000	0.000	Merged-chr7-101466620-78
NR25161--MA0741.1.KLF16	chr15	96497805	96497815	-	0.000	0.000	Merged-chr15-96497899-21
NR67175--MA1107.1.KLF9	chr9	80266691	80266703	-	0.000	0.000	Merged-chr9-80266579-55
NR6495--MA0493.1.Klf1	chr10	53461610	53461620	-	0.000	0.000	Merged-chr10-53461441-37
NR24460--MA1107.1.KLF9	chr15	80590878	80590890	-	0.000	0.000	Merged-chr15-80590747-44
