#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/8_footprint/1_mpbs/2_mpbs_Runx/Bcl6KO_Th1_rep1_fp_mpbs.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-pval-0.05_up.bed
MA0511.2.RUNX2--247	chr11	4594761	4594769	+	0.000	0.000	
MA0511.2.RUNX2--248	chr11	5761965	5761973	-	0.000	0.000	
MA0511.2.RUNX2--249	chr11	8291713	8291721	-	0.000	0.000	
MA0511.2.RUNX2--250	chr11	8836622	8836630	-	0.000	0.000	
MA0511.2.RUNX2--251	chr11	10276429	10276437	-	0.000	0.000	
MA0511.2.RUNX2--252	chr11	11657343	11657351	+	0.000	0.000	
MA0511.2.RUNX2--253	chr11	14117782	14117790	+	0.000	0.000	
MA0511.2.RUNX2--254	chr11	17159326	17159334	-	0.000	0.000	
MA0511.2.RUNX2--255	chr11	20107897	20107905	-	0.000	0.000	
MA0511.2.RUNX2--256	chr11	20740592	20740600	+	0.000	0.000	
MA0511.2.RUNX2--257	chr11	21223139	21223147	-	0.000	0.000	
MA0511.2.RUNX2--258	chr11	30191844	30191852	+	0.000	0.000	
MA0511.2.RUNX2--259	chr11	32553641	32553649	+	0.000	0.000	
MA0511.2.RUNX2--260	chr11	34009920	34009928	-	0.000	0.000	
MA0511.2.RUNX2--261	chr11	34834068	34834076	+	0.000	0.000	
MA0511.2.RUNX2--262	chr11	36045824	36045832	+	0.000	0.000	
MA0511.2.RUNX2--263	chr11	43358961	43358969	-	0.000	0.000	
MA0511.2.RUNX2--264	chr11	43705357	43705365	+	0.000	0.000	
MA0511.2.RUNX2--265	chr11	46090267	46090275	-	0.000	0.000	
MA0511.2.RUNX2--266	chr11	46362805	46362813	+	0.000	0.000	
MA0511.2.RUNX2--267	chr11	50371494	50371502	+	0.000	0.000	
MA0511.2.RUNX2--268	chr11	51763606	51763614	+	0.000	0.000	
MA0511.2.RUNX2--269	chr11	51932018	51932026	+	0.000	0.000	
MA0511.2.RUNX2--270	chr11	52232062	52232070	-	0.000	0.000	
MA0511.2.RUNX2--271	chr11	53839313	53839321	-	0.000	0.000	
MA0511.2.RUNX2--272	chr11	54240074	54240082	+	0.000	0.000	
MA0511.2.RUNX2--273	chr11	54802018	54802026	+	0.000	0.000	
MA0511.2.RUNX2--274	chr11	55031376	55031384	+	0.000	0.000	
MA0511.2.RUNX2--275	chr11	57911898	57911906	+	0.000	0.000	
MA0511.2.RUNX2--276	chr11	60728305	60728313	-	0.000	0.000	
MA0511.2.RUNX2--277	chr11	61143352	61143360	-	0.000	0.000	
MA0511.2.RUNX2--278	chr11	61645621	61645629	+	0.000	0.000	
MA0511.2.RUNX2--279	chr11	62538548	62538556	+	0.000	0.000	
MA0511.2.RUNX2--280	chr11	64116920	64116928	-	0.000	0.000	
MA0511.2.RUNX2--281	chr11	67526689	67526697	-	0.000	0.000	
MA0511.2.RUNX2--282	chr11	67564417	67564425	+	0.000	0.000	
MA0511.2.RUNX2--283	chr11	68498872	68498880	-	0.000	0.000	
MA0511.2.RUNX2--284	chr11	69919842	69919850	+	0.000	0.000	
MA0511.2.RUNX2--285	chr11	73131193	73131201	-	0.000	0.000	
MA0511.2.RUNX2--286	chr11	74502883	74502891	+	0.000	0.000	
MA0511.2.RUNX2--287	chr11	74960142	74960150	+	0.000	0.000	
MA0511.2.RUNX2--288	chr11	75532121	75532129	-	0.000	0.000	
MA0511.2.RUNX2--289	chr11	75961938	75961946	+	0.000	0.000	
MA0511.2.RUNX2--290	chr11	76770766	76770774	+	0.000	0.000	
MA0511.2.RUNX2--291	chr11	77349183	77349191	-	0.000	0.000	
MA0511.2.RUNX2--292	chr11	77349221	77349229	-	0.000	0.000	
MA0511.2.RUNX2--293	chr11	77519248	77519256	-	0.000	0.000	
MA0511.2.RUNX2--294	chr11	77887886	77887894	-	0.000	0.000	
MA0511.2.RUNX2--295	chr11	78698073	78698081	-	0.000	0.000	
MA0511.2.RUNX2--296	chr11	79076641	79076649	+	0.000	0.000	
MA0511.2.RUNX2--297	chr11	79088541	79088549	+	0.000	0.000	
MA0511.2.RUNX2--298	chr11	79621195	79621203	+	0.000	0.000	
MA0511.2.RUNX2--299	chr11	79623313	79623321	-	0.000	0.000	
MA0511.2.RUNX2--300	chr11	79790666	79790674	-	0.000	0.000	
MA0511.2.RUNX2--301	chr11	80323508	80323516	+	0.000	0.000	
MA0511.2.RUNX2--302	chr11	80553260	80553268	-	0.000	0.000	
MA0511.2.RUNX2--303	chr11	82203896	82203904	+	0.000	0.000	
MA0511.2.RUNX2--304	chr11	82746990	82746998	+	0.000	0.000	
MA0511.2.RUNX2--305	chr11	83020823	83020831	-	0.000	0.000	
MA0511.2.RUNX2--306	chr11	83550393	83550401	+	0.000	0.000	
MA0511.2.RUNX2--307	chr11	86827687	86827695	+	0.000	0.000	
MA0511.2.RUNX2--308	chr11	87745173	87745181	+	0.000	0.000	
MA0511.2.RUNX2--309	chr11	88619738	88619746	+	0.000	0.000	
MA0511.2.RUNX2--310	chr11	90675672	90675680	+	0.000	0.000	
MA0511.2.RUNX2--311	chr11	90675679	90675687	+	0.000	0.000	
MA0511.2.RUNX2--312	chr11	94141817	94141825	+	0.000	0.000	
MA0511.2.RUNX2--313	chr11	94591604	94591612	+	0.000	0.000	
MA0511.2.RUNX2--314	chr11	97728537	97728545	+	0.000	0.000	
MA0511.2.RUNX2--315	chr11	98459310	98459318	+	0.000	0.000	
MA0511.2.RUNX2--316	chr11	98513130	98513138	-	0.000	0.000	
MA0511.2.RUNX2--317	chr11	98597517	98597525	+	0.000	0.000	
MA0511.2.RUNX2--318	chr11	100771182	100771190	+	0.000	0.000	
MA0511.2.RUNX2--319	chr11	100804662	100804670	+	0.000	0.000	
MA0511.2.RUNX2--320	chr11	102209021	102209029	-	0.000	0.000	
MA0511.2.RUNX2--321	chr11	102728698	102728706	-	0.000	0.000	
MA0511.2.RUNX2--322	chr11	103170971	103170979	-	0.000	0.000	
MA0511.2.RUNX2--323	chr11	103951403	103951411	+	0.000	0.000	
MA0511.2.RUNX2--324	chr11	104319390	104319398	-	0.000	0.000	
MA0511.2.RUNX2--325	chr11	104538431	104538439	+	0.000	0.000	
MA0511.2.RUNX2--326	chr11	104582882	104582890	-	0.000	0.000	
MA0511.2.RUNX2--327	chr11	104582889	104582897	-	0.000	0.000	
MA0511.2.RUNX2--328	chr11	106159528	106159536	-	0.000	0.000	
MA0511.2.RUNX2--329	chr11	106462375	106462383	+	0.000	0.000	
MA0511.2.RUNX2--330	chr11	106961728	106961736	+	0.000	0.000	
MA0511.2.RUNX2--331	chr11	107693457	107693465	+	0.000	0.000	
MA0511.2.RUNX2--332	chr11	109497187	109497195	-	0.000	0.000	
MA0511.2.RUNX2--333	chr11	109497227	109497235	+	0.000	0.000	
MA0511.2.RUNX2--334	chr11	109790431	109790439	-	0.000	0.000	
MA0511.2.RUNX2--335	chr11	114350985	114350993	+	0.000	0.000	
MA0511.2.RUNX2--336	chr11	114523433	114523441	+	0.000	0.000	
MA0511.2.RUNX2--337	chr11	115198992	115199000	-	0.000	0.000	
MA0511.2.RUNX2--338	chr11	116030475	116030483	+	0.000	0.000	
MA0511.2.RUNX2--339	chr11	116254743	116254751	+	0.000	0.000	
MA0511.2.RUNX2--340	chr11	116406257	116406265	-	0.000	0.000	
MA0511.2.RUNX2--341	chr11	117883257	117883265	+	0.000	0.000	
MA0511.2.RUNX2--342	chr11	118470411	118470419	+	0.000	0.000	
MA0511.2.RUNX2--343	chr11	118980529	118980537	-	0.000	0.000	
MA0511.2.RUNX2--344	chr11	119076033	119076041	+	0.000	0.000	
MA0511.2.RUNX2--345	chr11	119298116	119298124	+	0.000	0.000	
MA0511.2.RUNX2--346	chr11	121475787	121475795	-	0.000	0.000	
MA0511.2.RUNX2--347	chr12	3322312	3322320	-	0.000	0.000	
MA0511.2.RUNX2--348	chr12	4874166	4874174	+	0.000	0.000	
MA0511.2.RUNX2--349	chr12	8208227	8208235	-	0.000	0.000	
MA0511.2.RUNX2--350	chr12	9363747	9363755	-	0.000	0.000	
MA0511.2.RUNX2--351	chr12	16006477	16006485	-	0.000	0.000	
MA0511.2.RUNX2--352	chr12	16526374	16526382	+	0.000	0.000	
MA0511.2.RUNX2--353	chr12	16532566	16532574	+	0.000	0.000	
MA0511.2.RUNX2--354	chr12	17726603	17726611	+	0.000	0.000	
MA0511.2.RUNX2--355	chr12	21451579	21451587	+	0.000	0.000	
MA0511.2.RUNX2--356	chr12	25240277	25240285	+	0.000	0.000	
MA0511.2.RUNX2--357	chr12	25438567	25438575	-	0.000	0.000	
MA0511.2.RUNX2--358	chr12	25703287	25703295	-	0.000	0.000	
MA0511.2.RUNX2--359	chr12	26206937	26206945	-	0.000	0.000	
MA0511.2.RUNX2--360	chr12	29413580	29413588	+	0.000	0.000	
MA0511.2.RUNX2--361	chr12	33182823	33182831	-	0.000	0.000	
MA0511.2.RUNX2--362	chr12	35682323	35682331	+	0.000	0.000	
MA0511.2.RUNX2--363	chr12	35686462	35686470	+	0.000	0.000	
MA0511.2.RUNX2--364	chr12	36136463	36136471	+	0.000	0.000	
MA0511.2.RUNX2--365	chr12	39885975	39885983	-	0.000	0.000	
MA0511.2.RUNX2--366	chr12	40536437	40536445	-	0.000	0.000	
MA0511.2.RUNX2--367	chr12	41331185	41331193	-	0.000	0.000	
MA0511.2.RUNX2--368	chr12	41500246	41500254	-	0.000	0.000	
MA0511.2.RUNX2--369	chr12	41868484	41868492	+	0.000	0.000	
MA0511.2.RUNX2--370	chr12	51976726	51976734	+	0.000	0.000	
MA0511.2.RUNX2--371	chr12	53748990	53748998	-	0.000	0.000	
MA0511.2.RUNX2--372	chr12	55080732	55080740	-	0.000	0.000	
MA0511.2.RUNX2--373	chr12	55230640	55230648	-	0.000	0.000	
MA0511.2.RUNX2--374	chr12	59207291	59207299	+	0.000	0.000	
MA0511.2.RUNX2--375	chr12	69539513	69539521	+	0.000	0.000	
MA0511.2.RUNX2--376	chr12	70219231	70219239	+	0.000	0.000	
MA0511.2.RUNX2--377	chr12	71950492	71950500	+	0.000	0.000	
MA0511.2.RUNX2--378	chr12	73584690	73584698	-	0.000	0.000	
MA0511.2.RUNX2--379	chr12	73593511	73593519	+	0.000	0.000	
MA0511.2.RUNX2--380	chr12	73598396	73598404	-	0.000	0.000	
MA0511.2.RUNX2--381	chr12	73702205	73702213	+	0.000	0.000	
MA0511.2.RUNX2--382	chr12	73756731	73756739	+	0.000	0.000	
MA0511.2.RUNX2--383	chr12	74320160	74320168	-	0.000	0.000	
MA0511.2.RUNX2--384	chr12	74902044	74902052	+	0.000	0.000	
MA0511.2.RUNX2--385	chr12	75727894	75727902	+	0.000	0.000	
MA0511.2.RUNX2--386	chr12	75927702	75927710	-	0.000	0.000	
MA0511.2.RUNX2--387	chr12	76346018	76346026	+	0.000	0.000	
MA0511.2.RUNX2--388	chr12	77197318	77197326	+	0.000	0.000	
MA0511.2.RUNX2--389	chr12	77534262	77534270	+	0.000	0.000	
MA0511.2.RUNX2--390	chr12	80792995	80793003	-	0.000	0.000	
MA0511.2.RUNX2--391	chr12	84361962	84361970	+	0.000	0.000	
MA0511.2.RUNX2--392	chr12	84762820	84762828	-	0.000	0.000	
MA0511.2.RUNX2--393	chr12	85417954	85417962	-	0.000	0.000	
MA0511.2.RUNX2--394	chr12	85447231	85447239	+	0.000	0.000	
MA0511.2.RUNX2--395	chr12	88652095	88652103	-	0.000	0.000	
MA0511.2.RUNX2--396	chr12	89719331	89719339	-	0.000	0.000	
MA0511.2.RUNX2--397	chr12	91324012	91324020	-	0.000	0.000	
MA0511.2.RUNX2--398	chr12	91582748	91582756	-	0.000	0.000	
MA0511.2.RUNX2--399	chr12	91765685	91765693	+	0.000	0.000	
MA0511.2.RUNX2--400	chr12	92505271	92505279	+	0.000	0.000	
MA0511.2.RUNX2--401	chr12	92883667	92883675	+	0.000	0.000	
MA0511.2.RUNX2--402	chr12	93227031	93227039	+	0.000	0.000	
MA0511.2.RUNX2--403	chr12	94084791	94084799	-	0.000	0.000	
MA0511.2.RUNX2--404	chr12	97516318	97516326	-	0.000	0.000	
MA0511.2.RUNX2--405	chr12	98053168	98053176	+	0.000	0.000	
MA0511.2.RUNX2--406	chr12	98269813	98269821	+	0.000	0.000	
MA0511.2.RUNX2--407	chr12	98393851	98393859	+	0.000	0.000	
MA0511.2.RUNX2--408	chr12	99544780	99544788	+	0.000	0.000	
MA0511.2.RUNX2--409	chr12	99564712	99564720	-	0.000	0.000	
MA0511.2.RUNX2--410	chr12	99576853	99576861	+	0.000	0.000	
MA0511.2.RUNX2--411	chr12	99633811	99633819	-	0.000	0.000	
MA0511.2.RUNX2--412	chr12	100895670	100895678	-	0.000	0.000	
MA0511.2.RUNX2--413	chr12	100975830	100975838	-	0.000	0.000	
MA0511.2.RUNX2--414	chr12	100988529	100988537	+	0.000	0.000	
MA0511.2.RUNX2--415	chr12	102563058	102563066	+	0.000	0.000	
MA0511.2.RUNX2--416	chr12	102628361	102628369	-	0.000	0.000	
MA0511.2.RUNX2--417	chr12	105013232	105013240	+	0.000	0.000	
MA0511.2.RUNX2--418	chr12	105032273	105032281	+	0.000	0.000	
MA0511.2.RUNX2--419	chr12	105718792	105718800	+	0.000	0.000	
MA0511.2.RUNX2--420	chr12	107146954	107146962	+	0.000	0.000	
MA0511.2.RUNX2--421	chr12	107731129	107731137	+	0.000	0.000	
MA0511.2.RUNX2--422	chr12	107921715	107921723	+	0.000	0.000	
MA0511.2.RUNX2--423	chr12	108634216	108634224	+	0.000	0.000	
MA0511.2.RUNX2--424	chr12	109098421	109098429	+	0.000	0.000	
MA0511.2.RUNX2--425	chr12	110381330	110381338	-	0.000	0.000	
MA0511.2.RUNX2--426	chr12	110851744	110851752	-	0.000	0.000	
MA0511.2.RUNX2--427	chr12	110921091	110921099	-	0.000	0.000	
MA0511.2.RUNX2--428	chr12	110921153	110921161	-	0.000	0.000	
MA0511.2.RUNX2--429	chr12	111180763	111180771	-	0.000	0.000	
MA0511.2.RUNX2--430	chr12	111599112	111599120	-	0.000	0.000	
MA0511.2.RUNX2--431	chr12	111912899	111912907	-	0.000	0.000	
MA0511.2.RUNX2--432	chr12	112702548	112702556	+	0.000	0.000	
MA0511.2.RUNX2--433	chr12	112706829	112706837	-	0.000	0.000	
MA0511.2.RUNX2--434	chr12	112976384	112976392	+	0.000	0.000	
MA0511.2.RUNX2--435	chr12	113059169	113059177	+	0.000	0.000	
MA0511.2.RUNX2--436	chr12	113187606	113187614	-	0.000	0.000	
MA0511.2.RUNX2--437	chr12	113777085	113777093	+	0.000	0.000	
MA0511.2.RUNX2--438	chr12	114981616	114981624	+	0.000	0.000	
MA0511.2.RUNX2--439	chr12	115012937	115012945	+	0.000	0.000	
MA0511.2.RUNX2--440	chr12	115027212	115027220	-	0.000	0.000	
MA0511.2.RUNX2--441	chr12	115293943	115293951	+	0.000	0.000	
MA0511.2.RUNX2--442	chr12	115371967	115371975	-	0.000	0.000	
MA0511.2.RUNX2--443	chr12	115605095	115605103	+	0.000	0.000	
MA0511.2.RUNX2--444	chr12	115647826	115647834	+	0.000	0.000	
MA0511.2.RUNX2--445	chr12	115765216	115765224	+	0.000	0.000	
MA0511.2.RUNX2--446	chr12	116145417	116145425	-	0.000	0.000	
MA0511.2.RUNX2--447	chr12	116907757	116907765	-	0.000	0.000	
MA0511.2.RUNX2--448	chr12	117094604	117094612	-	0.000	0.000	
MA0511.2.RUNX2--449	chr12	117299310	117299318	+	0.000	0.000	
MA0511.2.RUNX2--450	chr12	117638959	117638967	-	0.000	0.000	
MA0511.2.RUNX2--451	chr12	118101483	118101491	-	0.000	0.000	
MA0511.2.RUNX2--452	chr12	118101650	118101658	-	0.000	0.000	
MA0511.2.RUNX2--453	chr12	118373366	118373374	-	0.000	0.000	
MA0511.2.RUNX2--454	chr12	118457951	118457959	-	0.000	0.000	
MA0511.2.RUNX2--455	chr12	119205219	119205227	-	0.000	0.000	
MA0511.2.RUNX2--456	chr13	5757410	5757418	+	0.000	0.000	
MA0511.2.RUNX2--457	chr13	5778650	5778658	+	0.000	0.000	
MA0511.2.RUNX2--458	chr13	8044551	8044559	+	0.000	0.000	
MA0511.2.RUNX2--459	chr13	9760321	9760329	-	0.000	0.000	
MA0511.2.RUNX2--460	chr13	10019443	10019451	+	0.000	0.000	
MA0511.2.RUNX2--461	chr13	14063501	14063509	-	0.000	0.000	
MA0511.2.RUNX2--462	chr13	15936316	15936324	+	0.000	0.000	
MA0511.2.RUNX2--463	chr13	16603977	16603985	-	0.000	0.000	
MA0511.2.RUNX2--464	chr13	19356450	19356458	+	0.000	0.000	
MA0511.2.RUNX2--465	chr13	20306361	20306369	-	0.000	0.000	
MA0511.2.RUNX2--466	chr13	21506615	21506623	-	0.000	0.000	
MA0511.2.RUNX2--467	chr13	23712761	23712769	+	0.000	0.000	
MA0511.2.RUNX2--468	chr13	24376051	24376059	+	0.000	0.000	
MA0511.2.RUNX2--469	chr13	24413343	24413351	+	0.000	0.000	
MA0511.2.RUNX2--470	chr13	29855584	29855592	+	0.000	0.000	
MA0511.2.RUNX2--471	chr13	29974525	29974533	-	0.000	0.000	
MA0511.2.RUNX2--472	chr13	30814597	30814605	+	0.000	0.000	
MA0511.2.RUNX2--473	chr13	30912399	30912407	-	0.000	0.000	
MA0511.2.RUNX2--474	chr13	32966242	32966250	-	0.000	0.000	
MA0511.2.RUNX2--475	chr13	32982810	32982818	-	0.000	0.000	
MA0511.2.RUNX2--476	chr13	37783871	37783879	+	0.000	0.000	
MA0511.2.RUNX2--477	chr13	41367504	41367512	-	0.000	0.000	
MA0511.2.RUNX2--478	chr13	41382119	41382127	-	0.000	0.000	
MA0511.2.RUNX2--479	chr13	41615012	41615020	-	0.000	0.000	
MA0511.2.RUNX2--480	chr13	42103123	42103131	-	0.000	0.000	
MA0511.2.RUNX2--481	chr13	45061848	45061856	-	0.000	0.000	
MA0511.2.RUNX2--482	chr13	47105883	47105891	+	0.000	0.000	
MA0511.2.RUNX2--483	chr13	48979287	48979295	-	0.000	0.000	
MA0511.2.RUNX2--484	chr13	50399533	50399541	-	0.000	0.000	
MA0511.2.RUNX2--485	chr13	50418885	50418893	-	0.000	0.000	
MA0511.2.RUNX2--486	chr13	51472881	51472889	-	0.000	0.000	
MA0511.2.RUNX2--487	chr13	51637579	51637587	+	0.000	0.000	
MA0511.2.RUNX2--488	chr13	51951824	51951832	+	0.000	0.000	
MA0511.2.RUNX2--489	chr13	53065761	53065769	+	0.000	0.000	
MA0511.2.RUNX2--490	chr13	54447153	54447161	+	0.000	0.000	
MA0511.2.RUNX2--491	chr13	54717137	54717145	+	0.000	0.000	
MA0511.2.RUNX2--492	chr13	55018163	55018171	+	0.000	0.000	
MA0511.2.RUNX2--493	chr13	59456440	59456448	+	0.000	0.000	
MA0511.2.RUNX2--494	chr13	59585048	59585056	+	0.000	0.000	
MA0511.2.RUNX2--495	chr13	63274701	63274709	-	0.000	0.000	
MA0511.2.RUNX2--496	chr13	63528506	63528514	+	0.000	0.000	
MA0511.2.RUNX2--497	chr13	63568152	63568160	-	0.000	0.000	
MA0511.2.RUNX2--498	chr13	63808146	63808154	+	0.000	0.000	
MA0511.2.RUNX2--499	chr13	67378272	67378280	-	0.000	0.000	
MA0511.2.RUNX2--500	chr13	69612041	69612049	-	0.000	0.000	
MA0511.2.RUNX2--501	chr13	69680528	69680536	-	0.000	0.000	
MA0511.2.RUNX2--502	chr13	71718804	71718812	-	0.000	0.000	
MA0511.2.RUNX2--503	chr13	72253691	72253699	-	0.000	0.000	
MA0511.2.RUNX2--504	chr13	72963758	72963766	+	0.000	0.000	
MA0511.2.RUNX2--505	chr13	73703501	73703509	+	0.000	0.000	
MA0511.2.RUNX2--506	chr13	74854487	74854495	+	0.000	0.000	
MA0511.2.RUNX2--507	chr13	81657677	81657685	-	0.000	0.000	
MA0511.2.RUNX2--508	chr13	81705664	81705672	+	0.000	0.000	
MA0511.2.RUNX2--509	chr13	81705734	81705742	+	0.000	0.000	
MA0511.2.RUNX2--510	chr13	88828416	88828424	+	0.000	0.000	
MA0511.2.RUNX2--511	chr13	89889237	89889245	+	0.000	0.000	
MA0511.2.RUNX2--512	chr13	91484404	91484412	-	0.000	0.000	
MA0511.2.RUNX2--513	chr13	91541189	91541197	-	0.000	0.000	
MA0511.2.RUNX2--514	chr13	92859009	92859017	-	0.000	0.000	
MA0511.2.RUNX2--515	chr13	95813840	95813848	-	0.000	0.000	
MA0511.2.RUNX2--516	chr13	95951536	95951544	-	0.000	0.000	
MA0511.2.RUNX2--517	chr13	97618145	97618153	+	0.000	0.000	
MA0511.2.RUNX2--518	chr13	97776130	97776138	+	0.000	0.000	
MA0511.2.RUNX2--519	chr13	98275828	98275836	+	0.000	0.000	
MA0511.2.RUNX2--520	chr13	98693341	98693349	-	0.000	0.000	
MA0511.2.RUNX2--521	chr13	99503834	99503842	-	0.000	0.000	
MA0511.2.RUNX2--522	chr13	99515979	99515987	-	0.000	0.000	
MA0511.2.RUNX2--523	chr13	99515985	99515993	-	0.000	0.000	
MA0511.2.RUNX2--524	chr13	100428005	100428013	-	0.000	0.000	
MA0511.2.RUNX2--525	chr13	101095712	101095720	-	0.000	0.000	
MA0511.2.RUNX2--526	chr13	102070949	102070957	-	0.000	0.000	
MA0511.2.RUNX2--527	chr13	102895975	102895983	+	0.000	0.000	
MA0511.2.RUNX2--528	chr13	104610464	104610472	-	0.000	0.000	
MA0511.2.RUNX2--529	chr13	107095622	107095630	+	0.000	0.000	
MA0511.2.RUNX2--530	chr13	108158200	108158208	+	0.000	0.000	
MA0511.2.RUNX2--531	chr13	108813551	108813559	+	0.000	0.000	
MA0511.2.RUNX2--532	chr13	108860301	108860309	-	0.000	0.000	
MA0511.2.RUNX2--533	chr13	108860984	108860992	+	0.000	0.000	
MA0511.2.RUNX2--534	chr13	108948705	108948713	-	0.000	0.000	
MA0511.2.RUNX2--535	chr13	109190440	109190448	-	0.000	0.000	
MA0511.2.RUNX2--536	chr13	109190561	109190569	-	0.000	0.000	
MA0511.2.RUNX2--537	chr13	109838219	109838227	-	0.000	0.000	
MA0511.2.RUNX2--538	chr13	110558507	110558515	+	0.000	0.000	
MA0511.2.RUNX2--539	chr13	111249412	111249420	+	0.000	0.000	
MA0511.2.RUNX2--540	chr13	111269819	111269827	+	0.000	0.000	
MA0511.2.RUNX2--541	chr13	111569229	111569237	+	0.000	0.000	
MA0511.2.RUNX2--542	chr13	111826797	111826805	+	0.000	0.000	
MA0511.2.RUNX2--543	chr13	111977951	111977959	-	0.000	0.000	
MA0511.2.RUNX2--544	chr13	112424827	112424835	+	0.000	0.000	
MA0511.2.RUNX2--545	chr13	113048599	113048607	-	0.000	0.000	
MA0511.2.RUNX2--546	chr13	113104953	113104961	-	0.000	0.000	
MA0511.2.RUNX2--547	chr13	113549212	113549220	-	0.000	0.000	
MA0511.2.RUNX2--548	chr13	114188890	114188898	-	0.000	0.000	
MA0511.2.RUNX2--549	chr13	114189638	114189646	+	0.000	0.000	
MA0511.2.RUNX2--550	chr13	117242260	117242268	+	0.000	0.000	
MA0511.2.RUNX2--551	chr13	119681443	119681451	+	0.000	0.000	
MA0511.2.RUNX2--552	chr13	119966124	119966132	-	0.000	0.000	
MA0511.2.RUNX2--553	chr13	120096435	120096443	+	0.000	0.000	
MA0511.2.RUNX2--554	chr14	3153148	3153156	+	0.000	0.000	
MA0511.2.RUNX2--555	chr14	7934345	7934353	-	0.000	0.000	
MA0511.2.RUNX2--556	chr14	12243740	12243748	+	0.000	0.000	
MA0511.2.RUNX2--557	chr14	14120812	14120820	+	0.000	0.000	
MA0511.2.RUNX2--558	chr14	14716998	14717006	-	0.000	0.000	
MA0511.2.RUNX2--559	chr14	15382460	15382468	-	0.000	0.000	
MA0511.2.RUNX2--560	chr14	19962766	19962774	+	0.000	0.000	
MA0511.2.RUNX2--561	chr14	20565724	20565732	-	0.000	0.000	
MA0511.2.RUNX2--562	chr14	20708518	20708526	-	0.000	0.000	
MA0511.2.RUNX2--563	chr14	20885309	20885317	-	0.000	0.000	
MA0511.2.RUNX2--564	chr14	21636762	21636770	-	0.000	0.000	
MA0511.2.RUNX2--565	chr14	24252596	24252604	-	0.000	0.000	
MA0511.2.RUNX2--566	chr14	25534438	25534446	-	0.000	0.000	
MA0511.2.RUNX2--567	chr14	26922087	26922095	+	0.000	0.000	
MA0511.2.RUNX2--568	chr14	27372974	27372982	-	0.000	0.000	
MA0511.2.RUNX2--569	chr14	27376333	27376341	-	0.000	0.000	
MA0511.2.RUNX2--570	chr14	31685966	31685974	+	0.000	0.000	
MA0511.2.RUNX2--571	chr14	32784207	32784215	-	0.000	0.000	
MA0511.2.RUNX2--572	chr14	32798647	32798655	+	0.000	0.000	
MA0511.2.RUNX2--573	chr14	33099239	33099247	+	0.000	0.000	
MA0511.2.RUNX2--574	chr14	35243783	35243791	-	0.000	0.000	
MA0511.2.RUNX2--575	chr14	36423389	36423397	-	0.000	0.000	
MA0511.2.RUNX2--576	chr14	36726420	36726428	+	0.000	0.000	
MA0511.2.RUNX2--577	chr14	44410847	44410855	+	0.000	0.000	
MA0511.2.RUNX2--578	chr14	47476846	47476854	-	0.000	0.000	
MA0511.2.RUNX2--579	chr14	47740831	47740839	+	0.000	0.000	
MA0511.2.RUNX2--580	chr14	50785555	50785563	+	0.000	0.000	
MA0511.2.RUNX2--581	chr14	51089169	51089177	+	0.000	0.000	
MA0511.2.RUNX2--582	chr14	52144202	52144210	-	0.000	0.000	
MA0511.2.RUNX2--583	chr14	52338913	52338921	-	0.000	0.000	
MA0511.2.RUNX2--584	chr14	52946480	52946488	-	0.000	0.000	
MA0511.2.RUNX2--585	chr14	53105356	53105364	+	0.000	0.000	
MA0511.2.RUNX2--586	chr14	54361250	54361258	+	0.000	0.000	
MA0511.2.RUNX2--587	chr14	55764674	55764682	-	0.000	0.000	
MA0511.2.RUNX2--588	chr14	55882490	55882498	-	0.000	0.000	
MA0511.2.RUNX2--589	chr14	57730111	57730119	+	0.000	0.000	
MA0511.2.RUNX2--590	chr14	59397273	59397281	-	0.000	0.000	
MA0511.2.RUNX2--591	chr14	60744639	60744647	-	0.000	0.000	
MA0511.2.RUNX2--592	chr14	63168953	63168961	-	0.000	0.000	
MA0511.2.RUNX2--593	chr14	64884972	64884980	-	0.000	0.000	
MA0511.2.RUNX2--594	chr14	65061535	65061543	-	0.000	0.000	
MA0511.2.RUNX2--595	chr14	65113813	65113821	-	0.000	0.000	
MA0511.2.RUNX2--596	chr14	65352373	65352381	-	0.000	0.000	
MA0511.2.RUNX2--597	chr14	66235875	66235883	-	0.000	0.000	
MA0511.2.RUNX2--598	chr14	67887047	67887055	+	0.000	0.000	
MA0511.2.RUNX2--599	chr14	67911799	67911807	+	0.000	0.000	
MA0511.2.RUNX2--600	chr14	70776127	70776135	-	0.000	0.000	
MA0511.2.RUNX2--601	chr14	72822598	72822606	+	0.000	0.000	
MA0511.2.RUNX2--602	chr14	73123826	73123834	+	0.000	0.000	
MA0511.2.RUNX2--603	chr14	73339694	73339702	+	0.000	0.000	
MA0511.2.RUNX2--604	chr14	73339787	73339795	-	0.000	0.000	
MA0511.2.RUNX2--605	chr14	74990693	74990701	-	0.000	0.000	
