"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0099056","GO:0099056","integral component of presynaptic membrane","1/337","116/21298",0.843579514453399,0.918807790641586,0.837019734288127,"Kcnj3",1
"GO:0035770","GO:0035770","ribonucleoprotein granule","2/337","210/21298",0.847738549446336,0.918807790641586,0.837019734288127,"Pabpc2/Tnrc6c",2
"GO:0005930","GO:0005930","axoneme","1/337","118/21298",0.848517253824119,0.918807790641586,0.837019734288127,"Casc1",1
"GO:0030863","GO:0030863","cortical cytoskeleton","1/337","119/21298",0.850927531702366,0.918807790641586,0.837019734288127,"Tmod1",1
"GO:0097014","GO:0097014","ciliary plasm","1/337","119/21298",0.850927531702366,0.918807790641586,0.837019734288127,"Casc1",1
"GO:0015934","GO:0015934","large ribosomal subunit","1/337","122/21298",0.857931344220574,0.9209403001744,0.838962417600898,"Rpl31",1
"GO:0098687","GO:0098687","chromosomal region","3/337","302/21298",0.859422815983806,0.9209403001744,0.838962417600898,"Slx4/Blm/Rassf2",3
"GO:0005798","GO:0005798","Golgi-associated vesicle","1/337","123/21298",0.860192259265798,0.9209403001744,0.838962417600898,"Vti1a",1
"GO:0005882","GO:0005882","intermediate filament","1/337","125/21298",0.86460702992549,0.921497344535004,0.839469876426833,"Lmnb1",1
"GO:0043209","GO:0043209","myelin sheath","2/337","220/21298",0.865575342096204,0.921497344535004,0.839469876426833,"Exoc4/Atp1b1",2
"GO:0000776","GO:0000776","kinetochore","1/337","135/21298",0.884681046044292,0.938130790160845,0.854622688995298,"Rassf2",1
"GO:0043204","GO:0043204","perikaryon","1/337","137/21298",0.888324571782021,0.938130790160845,0.854622688995298,"Naip1",1
"GO:0000794","GO:0000794","condensed nuclear chromosome","1/337","139/21298",0.891853310398278,0.938130790160845,0.854622688995298,"Blm",1
"GO:0099634","GO:0099634","postsynaptic specialization membrane","1/337","139/21298",0.891853310398278,0.938130790160845,0.854622688995298,"Arc",1
"GO:0030658","GO:0030658","transport vesicle membrane","1/337","140/21298",0.893575765826029,0.938130790160845,0.854622688995298,"Vti1a",1
"GO:0097223","GO:0097223","sperm part","2/337","242/21298",0.898269717009984,0.94045365399664,0.856738782143863,"Grk3/Ccr6",2
"GO:0005875","GO:0005875","microtubule associated complex","1/337","147/21298",0.904890838039101,0.94477583365515,0.860676221188416,"Casc1",1
"GO:0031256","GO:0031256","leading edge membrane","1/337","151/21298",0.910809429887473,0.948342785514704,0.863925659349598,"Epb41l5",1
"GO:0005743","GO:0005743","mitochondrial inner membrane","4/337","438/21298",0.918406062431042,0.953632596332507,0.868744595464692,"Tmem65/Ociad2/Cds2/Ndufaf6",4
"GO:0044441","GO:0044441","ciliary part","4/337","443/21298",0.92252792614778,0.955295311502756,0.870259303354823,"Grk3/Ccr6/Rapgef4/Casc1",4
"GO:0044445","GO:0044445","cytosolic part","2/337","269/21298",0.928283866166602,0.957709934737405,0.872458987901316,"Rpl31/Map3k13",2
"GO:0045111","GO:0045111","intermediate filament cytoskeleton","1/337","166/21298",0.929913604177744,0.957709934737405,0.872458987901316,"Lmnb1",1
"GO:0032838","GO:0032838","plasma membrane bounded cell projection cytoplasm","1/337","169/21298",0.933213652033922,0.95850399490747,0.873182364476184,"Casc1",1
"GO:0005741","GO:0005741","mitochondrial outer membrane","1/337","172/21298",0.936358755084608,0.959135049127206,0.873757245142962,"Fundc1",1
"GO:0005681","GO:0005681","spliceosomal complex","1/337","187/21298",0.950002473818848,0.964787092191748,0.878906169251196,"Scaf8",1
"GO:0032993","GO:0032993","protein-DNA complex","1/337","189/21298",0.951586015609728,0.964787092191748,0.878906169251196,"St18",1
"GO:0000793","GO:0000793","condensed chromosome","1/337","191/21298",0.953119546944215,0.964787092191748,0.878906169251196,"Blm",1
"GO:0044391","GO:0044391","ribosomal subunit","1/337","191/21298",0.953119546944215,0.964787092191748,0.878906169251196,"Rpl31",1
"GO:0000775","GO:0000775","chromosome, centromeric region","1/337","193/21298",0.954604642669935,0.964787092191748,0.878906169251196,"Rassf2",1
"GO:0044455","GO:0044455","mitochondrial membrane part","1/337","222/21298",0.971545825723212,0.979297521141217,0.892124946352782,"Fundc1",1
"GO:0005840","GO:0005840","ribosome","1/337","230/21298",0.974988854482895,0.980161209148587,0.892911752814155,"Rpl31",1
"GO:0005759","GO:0005759","mitochondrial matrix","1/337","261/21298",0.984833589327482,0.986885565889771,0.899037538152604,"Suclg2",1
"GO:0098798","GO:0098798","mitochondrial protein complex","1/337","270/21298",0.986885565889771,0.986885565889771,0.899037538152604,"Suclg2",1
