#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Fli1/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.1_up.bed
NR10579--MA0149.1.EWSR1-FLI1	chr7	97842880	97842897	-	0.000	0.000	Merged-chr7-97843006-38
NR3801--MA0149.1.EWSR1-FLI1	chr14	75892467	75892484	-	0.000	0.000	Merged-chr14-75892464-20
NR4075--MA0149.1.EWSR1-FLI1	chr15	31166899	31166916	+	0.000	0.000	Merged-chr15-31166801-87
NR4100--MA0475.2.FLI1	chr15	38120502	38120511	+	0.000	0.000	Merged-chr15-38120488-27
NR2941--MA0475.2.FLI1	chr13	41773997	41774006	+	0.000	0.000	Merged-chr13-41774048-23
NR402--MA0149.1.EWSR1-FLI1	chr1	106883820	106883837	-	0.000	0.000	Merged-chr1-106884032-17
NR12215--MA0149.1.EWSR1-FLI1	chr9	123333703	123333720	-	0.000	0.000	Merged-chr9-123333714-19
NR4179--MA0149.1.EWSR1-FLI1	chr15	64163821	64163838	-	0.000	0.000	Merged-chr15-64163684-42
NR7483--MA0149.1.EWSR1-FLI1	chr3	101029578	101029595	+	0.000	0.000	Merged-chr3-101029545-28
NR3638--MA0149.1.EWSR1-FLI1	chr14	54056839	54056856	+	0.000	0.000	Merged-chr14-54056823-18
NR185--MA0475.2.FLI1	chr1	66987790	66987799	-	0.000	0.000	Merged-chr1-66987794-41
NR6410--MA0475.2.FLI1	chr2	69072342	69072351	-	0.000	0.000	Merged-chr2-69072210-18
NR4634--MA0149.1.EWSR1-FLI1	chr16	34573598	34573615	-	0.000	0.000	Merged-chr16-34573616-58
NR2961--MA0149.1.EWSR1-FLI1	chr13	44420020	44420037	+	0.000	0.000	Merged-chr13-44420007-1
NR7191--MA0475.2.FLI1	chr3	21598261	21598270	+	0.000	0.000	Merged-chr3-21598278-24
NR4593--MA0475.2.FLI1	chr16	24909724	24909733	-	0.000	0.000	Merged-chr16-24909583-14
NR7550--MA0149.1.EWSR1-FLI1	chr3	109371642	109371659	-	0.000	0.000	Merged-chr3-109371864-26
NR2017--MA0149.1.EWSR1-FLI1	chr11	87073480	87073497	-	0.000	0.000	Merged-chr11-87073484-3
NR2400--MA0475.2.FLI1	chr12	17373738	17373747	+	0.000	0.000	Merged-chr12-17373480-96
NR1543--MA0475.2.FLI1	chr10	118195014	118195023	-	0.000	0.000	Merged-chr10-118194882-1
NR1749--MA0475.2.FLI1	chr11	31760047	31760056	-	0.000	0.000	Merged-chr11-31760157-35
NR12245--MA0149.1.EWSR1-FLI1	chrX	20307382	20307399	+	0.000	0.000	Merged-chrX-20307421-11
NR11380--MA0149.1.EWSR1-FLI1	chr8	111527270	111527287	-	0.000	0.000	Merged-chr8-111527388-53
NR526--MA0475.2.FLI1	chr1	133012490	133012499	+	0.000	0.000	Merged-chr1-133012523-20
NR5593--MA0149.1.EWSR1-FLI1	chr18	62151877	62151894	-	0.000	0.000	Merged-chr18-62151803-40
NR12292--MA0149.1.EWSR1-FLI1	chrX	53607885	53607902	-	0.000	0.000	Merged-chrX-53607978-28
NR4355--MA0149.1.EWSR1-FLI1	chr15	94255292	94255309	-	0.000	0.000	Merged-chr15-94255177-46
NR8996--MA0149.1.EWSR1-FLI1	chr5	100651714	100651731	-	0.000	0.000	Merged-chr5-100651654-38
NR4664--MA0149.1.EWSR1-FLI1	chr16	43376993	43377010	-	0.000	0.000	Merged-chr16-43376977-35
NR11237--MA0149.1.EWSR1-FLI1	chr8	80493160	80493177	+	0.000	0.000	Merged-chr8-80493158-65
NR9385--MA0475.2.FLI1	chr5	149368348	149368357	+	0.000	0.000	Merged-chr5-149368318-30
NR11729--MA0149.1.EWSR1-FLI1	chr9	62536801	62536818	+	0.000	0.000	Merged-chr9-62536828-26
NR3983--MA0475.2.FLI1	chr14	119236418	119236427	-	0.000	0.000	Merged-chr14-119236354-10
NR5534--MA0149.1.EWSR1-FLI1	chr18	53264323	53264340	+	0.000	0.000	Merged-chr18-53264304-17
NR11659--MA0475.2.FLI1	chr9	48538409	48538418	+	0.000	0.000	Merged-chr9-48538454-59
NR10560--MA0149.1.EWSR1-FLI1	chr7	89616352	89616369	+	0.000	0.000	Merged-chr7-89616190-30
NR9787--MA0149.1.EWSR1-FLI1	chr6	99485475	99485492	+	0.000	0.000	Merged-chr6-99485384-21
NR10968--MA0149.1.EWSR1-FLI1	chr8	10946148	10946165	+	0.000	0.000	Merged-chr8-10946133-51
NR8633--MA0149.1.EWSR1-FLI1	chr4	155082351	155082368	+	0.000	0.000	Merged-chr4-155082260-14
NR2502--MA0149.1.EWSR1-FLI1	chr12	59169939	59169956	+	0.000	0.000	Merged-chr12-59170039-43
NR2683--MA0475.2.FLI1	chr12	100165008	100165017	+	0.000	0.000	Merged-chr12-100165165-51
NR4773--MA0149.1.EWSR1-FLI1	chr16	65629172	65629189	-	0.000	0.000	Merged-chr16-65629396-38
NR9666--MA0149.1.EWSR1-FLI1	chr6	72955009	72955026	-	0.000	0.000	Merged-chr6-72954977-48
NR6016--MA0149.1.EWSR1-FLI1	chr19	58296898	58296915	+	0.000	0.000	Merged-chr19-58296968-24
NR262--MA0149.1.EWSR1-FLI1	chr1	83006310	83006327	+	0.000	0.000	Merged-chr1-83006483-46
NR5259--MA0475.2.FLI1	chr17	73905566	73905575	-	0.000	0.000	Merged-chr17-73905403-24
NR5989--MA0149.1.EWSR1-FLI1	chr19	55792958	55792975	-	0.000	0.000	Merged-chr19-55792789-50
NR236--MA0475.2.FLI1	chr1	79424588	79424597	+	0.000	0.000	Merged-chr1-79424486-1
NR1086--MA0149.1.EWSR1-FLI1	chr10	25268710	25268727	+	0.000	0.000	Merged-chr10-25268678-14
NR11230--MA0149.1.EWSR1-FLI1	chr8	79682258	79682275	+	0.000	0.000	Merged-chr8-79682361-5
NR4939--MA0149.1.EWSR1-FLI1	chr17	8530928	8530945	-	0.000	0.000	Merged-chr17-8531081-8
NR6372--MA0149.1.EWSR1-FLI1	chr2	59482741	59482758	-	0.000	0.000	Merged-chr2-59482840-22
NR4798--MA0149.1.EWSR1-FLI1	chr16	76249871	76249888	+	0.000	0.000	Merged-chr16-76249767-78
NR3461--MA0149.1.EWSR1-FLI1	chr14	14633386	14633403	-	0.000	0.000	Merged-chr14-14633159-94
NR4185--MA0149.1.EWSR1-FLI1	chr15	66286687	66286704	-	0.000	0.000	Merged-chr15-66286791-54
NR8050--MA0149.1.EWSR1-FLI1	chr4	53217954	53217971	+	0.000	0.000	Merged-chr4-53217970-89
NR6282--MA0475.2.FLI1	chr2	44804707	44804716	+	0.000	0.000	Merged-chr2-44804725-39
NR11601--MA0149.1.EWSR1-FLI1	chr9	35007274	35007291	+	0.000	0.000	Merged-chr9-35007274-11
NR7897--MA0149.1.EWSR1-FLI1	chr4	7986777	7986794	+	0.000	0.000	Merged-chr4-7986791-3
NR11042--MA0475.2.FLI1	chr8	24547385	24547394	+	0.000	0.000	Merged-chr8-24547289-41
NR2391--MA0149.1.EWSR1-FLI1	chr12	16165150	16165167	+	0.000	0.000	Merged-chr12-16165159-14
NR6157--MA0475.2.FLI1	chr2	27199000	27199009	-	0.000	0.000	Merged-chr2-27198931-19
NR11994--MA0149.1.EWSR1-FLI1	chr9	103337088	103337105	+	0.000	0.000	Merged-chr9-103337204-21
NR5589--MA0149.1.EWSR1-FLI1	chr18	61479909	61479926	-	0.000	0.000	Merged-chr18-61480035-15
NR2903--MA0149.1.EWSR1-FLI1	chr13	31179737	31179754	+	0.000	0.000	Merged-chr13-31179647-13
NR7781--MA0149.1.EWSR1-FLI1	chr3	144261240	144261257	+	0.000	0.000	Merged-chr3-144261016-37
NR9637--MA0149.1.EWSR1-FLI1	chr6	67146683	67146700	-	0.000	0.000	Merged-chr6-67146910-15
NR537--MA0149.1.EWSR1-FLI1	chr1	133711278	133711295	+	0.000	0.000	Merged-chr1-133711440-47
NR3098--MA0149.1.EWSR1-FLI1	chr13	73773668	73773685	+	0.000	0.000	Merged-chr13-73773660-11
NR1220--MA0149.1.EWSR1-FLI1	chr10	68354859	68354876	-	0.000	0.000	Merged-chr10-68354872-12
NR5347--MA0149.1.EWSR1-FLI1	chr17	87983302	87983319	-	0.000	0.000	Merged-chr17-87983353-13
NR4010--MA0149.1.EWSR1-FLI1	chr14	121983370	121983387	+	0.000	0.000	Merged-chr14-121983424-16
NR1712--MA0149.1.EWSR1-FLI1	chr11	22814238	22814255	+	0.000	0.000	Merged-chr11-22814136-127
NR8876--MA0149.1.EWSR1-FLI1	chr5	75574922	75574939	+	0.000	0.000	Merged-chr5-75574836-1
NR3469--MA0149.1.EWSR1-FLI1	chr14	17409715	17409732	-	0.000	0.000	Merged-chr14-17409796-22
NR7497--MA0149.1.EWSR1-FLI1	chr3	103280592	103280609	+	0.000	0.000	Merged-chr3-103280513-5
NR11673--MA0149.1.EWSR1-FLI1	chr9	50966459	50966476	-	0.000	0.000	Merged-chr9-50966454-25
NR11060--MA0149.1.EWSR1-FLI1	chr8	33548713	33548730	-	0.000	0.000	Merged-chr8-33548647-24
NR12093--MA0149.1.EWSR1-FLI1	chr9	114592612	114592629	-	0.000	0.000	Merged-chr9-114592565-4
NR2483--MA0149.1.EWSR1-FLI1	chr12	54293492	54293509	+	0.000	0.000	Merged-chr12-54293472-68
NR9133--MA0149.1.EWSR1-FLI1	chr5	121149421	121149438	+	0.000	0.000	Merged-chr5-121149467-5
NR6835--MA0149.1.EWSR1-FLI1	chr2	136917869	136917886	+	0.000	0.000	Merged-chr2-136917960-10
NR3002--MA0149.1.EWSR1-FLI1	chr13	52628376	52628393	+	0.000	0.000	Merged-chr13-52628204-1
NR2792--MA0149.1.EWSR1-FLI1	chr12	117413356	117413373	-	0.000	0.000	Merged-chr12-117413148-54
NR8021--MA0149.1.EWSR1-FLI1	chr4	45972379	45972396	+	0.000	0.000	Merged-chr4-45972471-79
NR761--MA0475.2.FLI1	chr1	170729504	170729513	+	0.000	0.000	Merged-chr1-170729637-43
NR7072--MA0149.1.EWSR1-FLI1	chr2	170216248	170216265	+	0.000	0.000	Merged-chr2-170216227-3
NR10010--MA0149.1.EWSR1-FLI1	chr6	135433947	135433964	-	0.000	0.000	Merged-chr6-135433920-18
NR1416--MA0475.2.FLI1	chr10	93205494	93205503	-	0.000	0.000	Merged-chr10-93205618-20
NR2980--MA0149.1.EWSR1-FLI1	chr13	46501986	46502003	-	0.000	0.000	Merged-chr13-46502027-20
NR4040--MA0149.1.EWSR1-FLI1	chr15	4124738	4124755	-	0.000	0.000	Merged-chr15-4124842-36
NR9813--MA0149.1.EWSR1-FLI1	chr6	108448379	108448396	-	0.000	0.000	Merged-chr6-108448378-58
NR672--MA0475.2.FLI1	chr1	160246107	160246116	+	0.000	0.000	Merged-chr1-160246205-43
NR4102--MA0149.1.EWSR1-FLI1	chr15	38120493	38120510	+	0.000	0.000	Merged-chr15-38120488-27
NR8056--MA0475.2.FLI1	chr4	54527845	54527854	+	0.000	0.000	Merged-chr4-54527768-19
NR11090--MA0149.1.EWSR1-FLI1	chr8	34818004	34818021	+	0.000	0.000	Merged-chr8-34817852-8
NR4186--MA0149.1.EWSR1-FLI1	chr15	66286690	66286707	-	0.000	0.000	Merged-chr15-66286791-54
NR7201--MA0149.1.EWSR1-FLI1	chr3	27607544	27607561	-	0.000	0.000	Merged-chr3-27607578-27
NR11068--MA0149.1.EWSR1-FLI1	chr8	33892469	33892486	+	0.000	0.000	Merged-chr8-33892285-10
NR7060--MA0149.1.EWSR1-FLI1	chr2	169790816	169790833	+	0.000	0.000	Merged-chr2-169790952-43
NR11152--MA0149.1.EWSR1-FLI1	chr8	48110162	48110179	-	0.000	0.000	Merged-chr8-48110185-80
NR7898--MA0149.1.EWSR1-FLI1	chr4	8238839	8238856	-	0.000	0.000	Merged-chr4-8238741-41
NR7285--MA0149.1.EWSR1-FLI1	chr3	60788271	60788288	-	0.000	0.000	Merged-chr3-60788099-46
NR556--MA0475.2.FLI1	chr1	135659705	135659714	+	0.000	0.000	Merged-chr1-135659715-46
NR7552--MA0149.1.EWSR1-FLI1	chr3	109371647	109371664	-	0.000	0.000	Merged-chr3-109371864-26
NR7656--MA0475.2.FLI1	chr3	127824632	127824641	-	0.000	0.000	Merged-chr3-127824503-101
NR12098--MA0475.2.FLI1	chr9	115134833	115134842	-	0.000	0.000	Merged-chr9-115134877-14
NR8894--MA0149.1.EWSR1-FLI1	chr5	86817046	86817063	+	0.000	0.000	Merged-chr5-86816982-25
NR113--MA0475.2.FLI1	chr1	39941781	39941790	-	0.000	0.000	Merged-chr1-39941675-40
NR10574--MA0149.1.EWSR1-FLI1	chr7	96920762	96920779	+	0.000	0.000	Merged-chr7-96920782-38
NR10017--MA0475.2.FLI1	chr6	136695549	136695558	+	0.000	0.000	Merged-chr6-136695516-20
NR622--MA0149.1.EWSR1-FLI1	chr1	152084853	152084870	+	0.000	0.000	Merged-chr1-152084822-56
NR11474--MA0475.2.FLI1	chr8	123404842	123404851	+	0.000	0.000	Merged-chr8-123404693-24
NR7085--MA0149.1.EWSR1-FLI1	chr2	172401250	172401267	+	0.000	0.000	Merged-chr2-172401349-46
NR6586--MA0149.1.EWSR1-FLI1	chr2	102044395	102044412	+	0.000	0.000	Merged-chr2-102044515-18
NR5919--MA0149.1.EWSR1-FLI1	chr19	36384681	36384698	-	0.000	0.000	Merged-chr19-36384536-37
NR7231--MA0475.2.FLI1	chr3	37483879	37483888	-	0.000	0.000	Merged-chr3-37484009-38
NR6589--MA0475.2.FLI1	chr2	102222705	102222714	+	0.000	0.000	Merged-chr2-102222836-16
NR4483--MA0149.1.EWSR1-FLI1	chr16	8512984	8513001	+	0.000	0.000	Merged-chr16-8512936-1
NR6339--MA0149.1.EWSR1-FLI1	chr2	52424409	52424426	+	0.000	0.000	Merged-chr2-52424494-1
NR109--MA0475.2.FLI1	chr1	39281145	39281154	-	0.000	0.000	Merged-chr1-39281232-20
NR3203--MA0475.2.FLI1	chr13	97386721	97386730	+	0.000	0.000	Merged-chr13-97386814-39
NR8648--MA0475.2.FLI1	chr4	156004338	156004347	-	0.000	0.000	Merged-chr4-156004272-37
NR1755--MA0149.1.EWSR1-FLI1	chr11	32138486	32138503	-	0.000	0.000	Merged-chr11-32138495-33
NR11548--MA0149.1.EWSR1-FLI1	chr9	15533865	15533882	-	0.000	0.000	Merged-chr9-15533893-20
NR6344--MA0149.1.EWSR1-FLI1	chr2	53095556	53095573	+	0.000	0.000	Merged-chr2-53095400-57
NR2364--MA0475.2.FLI1	chr12	8351467	8351476	-	0.000	0.000	Merged-chr12-8351458-49
NR3596--MA0149.1.EWSR1-FLI1	chr14	46578493	46578510	+	0.000	0.000	Merged-chr14-46578431-37
