#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.05_up.bed
NR1665--MA0002.2.RUNX1	chr11	43705357	43705367	-	0.000	0.000	Merged-chr11-43705351-17
NR361--MA0002.2.RUNX1	chr1	95674257	95674267	+	0.000	0.000	Merged-chr1-95674241-20
NR7562--MA0684.1.RUNX3	chr4	122923026	122923035	-	0.000	0.000	Merged-chr4-122923030-28
NR1317--MA0002.2.RUNX1	chr10	98776540	98776550	-	0.000	0.000	Merged-chr10-98776574-38
NR7685--MA0002.2.RUNX1	chr4	139367695	139367705	+	0.000	0.000	Merged-chr4-139367606-11
NR10794--MA0684.1.RUNX3	chr9	94441585	94441594	+	0.000	0.000	Merged-chr9-94441414-62
NR7214--MA0684.1.RUNX3	chr4	11492628	11492637	-	0.000	0.000	Merged-chr4-11492586-1
NR4803--MA0002.2.RUNX1	chr17	34681232	34681242	+	0.000	0.000	Merged-chr17-34681233-16
NR9060--MA0002.2.RUNX1	chr6	134068866	134068876	-	0.000	0.000	Merged-chr6-134068734-14
NR1363--MA0511.2.RUNX2	chr10	116487538	116487546	+	0.000	0.000	Merged-chr10-116487356-53
NR8872--MA0002.2.RUNX1	chr6	114680768	114680778	+	0.000	0.000	Merged-chr6-114680975-48
NR7383--MA0511.2.RUNX2	chr4	83234308	83234316	+	0.000	0.000	Merged-chr4-83234214-31
NR8094--MA0511.2.RUNX2	chr5	92327538	92327546	+	0.000	0.000	Merged-chr5-92327493-24
NR10896--MA0002.2.RUNX1	chr9	110896741	110896751	+	0.000	0.000	Merged-chr9-110896831-29
NR992--MA0684.1.RUNX3	chr10	30716231	30716240	-	0.000	0.000	Merged-chr10-30716378-49
NR720--MA0002.2.RUNX1	chr1	173437338	173437348	-	0.000	0.000	Merged-chr1-173437499-84
NR10405--MA0002.2.RUNX1	chr9	15526089	15526099	-	0.000	0.000	Merged-chr9-15526156-7
NR8950--MA0511.2.RUNX2	chr6	122302848	122302856	+	0.000	0.000	Merged-chr6-122302793-16
NR5474--MA0002.2.RUNX1	chr19	14305786	14305796	+	0.000	0.000	Merged-chr19-14305924-12
NR8851--MA0002.2.RUNX1	chr6	108630932	108630942	+	0.000	0.000	Merged-chr6-108631007-44
NR4177--MA0684.1.RUNX3	chr16	4503549	4503558	+	0.000	0.000	Merged-chr16-4503652-20
NR4620--MA0002.2.RUNX1	chr16	96273469	96273479	-	0.000	0.000	Merged-chr16-96273446-72
NR11119--MA0511.2.RUNX2	chrX	77640461	77640469	-	0.000	0.000	Merged-chrX-77640531-25
NR3846--MA0684.1.RUNX3	chr15	34389221	34389230	-	0.000	0.000	Merged-chr15-34389092-27
NR5649--MA0002.2.RUNX1	chr19	53407588	53407598	-	0.000	0.000	Merged-chr19-53407600-23
NR7885--MA0511.2.RUNX2	chr5	23637511	23637519	+	0.000	0.000	Merged-chr5-23637519-38
NR5605--MA0511.2.RUNX2	chr19	42149675	42149683	+	0.000	0.000	Merged-chr19-42149753-11
NR1752--MA0684.1.RUNX3	chr11	55031376	55031385	+	0.000	0.000	Merged-chr11-55031517-56
NR6390--MA0002.2.RUNX1	chr2	158133353	158133363	+	0.000	0.000	Merged-chr2-158133215-37
NR4209--MA0684.1.RUNX3	chr16	14088427	14088436	-	0.000	0.000	Merged-chr16-14088440-49
NR7994--MA0511.2.RUNX2	chr5	64651525	64651533	+	0.000	0.000	Merged-chr5-64651532-36
NR10547--MA0684.1.RUNX3	chr9	57800765	57800774	+	0.000	0.000	Merged-chr9-57800660-12
NR10875--MA0002.2.RUNX1	chr9	108083384	108083394	+	0.000	0.000	Merged-chr9-108083224-47
NR1212--MA0511.2.RUNX2	chr10	84897547	84897555	+	0.000	0.000	Merged-chr10-84897526-62
NR2953--MA0002.2.RUNX1	chr13	55641101	55641111	-	0.000	0.000	Merged-chr13-55640933-22
NR3568--MA0002.2.RUNX1	chr14	64487042	64487052	+	0.000	0.000	Merged-chr14-64487000-12
NR7385--MA0002.2.RUNX1	chr4	83234308	83234318	-	0.000	0.000	Merged-chr4-83234214-31
NR6802--MA0002.2.RUNX1	chr3	94916042	94916052	-	0.000	0.000	Merged-chr3-94916123-28
NR3776--MA0511.2.RUNX2	chr14	123163086	123163094	+	0.000	0.000	Merged-chr14-123163033-38
NR441--MA0002.2.RUNX1	chr1	127557421	127557431	-	0.000	0.000	Merged-chr1-127557367-11
NR8986--MA0002.2.RUNX1	chr6	125067777	125067787	+	0.000	0.000	Merged-chr6-125067765-41
NR821--MA0002.2.RUNX1	chr1	184534678	184534688	-	0.000	0.000	Merged-chr1-184534660-49
NR9034--MA0511.2.RUNX2	chr6	130288355	130288363	+	0.000	0.000	Merged-chr6-130288327-19
NR10506--MA0002.2.RUNX1	chr9	53430251	53430261	+	0.000	0.000	Merged-chr9-53430212-10
NR3123--MA0511.2.RUNX2	chr13	95913144	95913152	-	0.000	0.000	Merged-chr13-95913173-23
NR331--MA0684.1.RUNX3	chr1	91049441	91049450	+	0.000	0.000	Merged-chr1-91049511-13
NR7192--MA0511.2.RUNX2	chr4	6924977	6924985	+	0.000	0.000	Merged-chr4-6924913-49
NR9000--MA0511.2.RUNX2	chr6	127302987	127302995	+	0.000	0.000	Merged-chr6-127302896-25
NR8713--MA0002.2.RUNX1	chr6	82744675	82744685	-	0.000	0.000	Merged-chr6-82744737-54
NR6762--MA0002.2.RUNX1	chr3	87387617	87387627	+	0.000	0.000	Merged-chr3-87387698-10
NR4211--MA0002.2.RUNX1	chr16	14088506	14088516	+	0.000	0.000	Merged-chr16-14088440-49
NR5194--MA0684.1.RUNX3	chr18	37814060	37814069	-	0.000	0.000	Merged-chr18-37813954-31
NR4877--MA0002.2.RUNX1	chr17	51789246	51789256	+	0.000	0.000	Merged-chr17-51789354-14
NR7668--MA0684.1.RUNX3	chr4	138257515	138257524	+	0.000	0.000	Merged-chr4-138257384-22
NR3659--MA0511.2.RUNX2	chr14	77861400	77861408	+	0.000	0.000	Merged-chr14-77861310-50
NR10291--MA0002.2.RUNX1	chr8	123032959	123032969	-	0.000	0.000	Merged-chr8-123033029-47
NR781--MA0002.2.RUNX1	chr1	180810552	180810562	+	0.000	0.000	Merged-chr1-180810648-13
NR3275--MA0684.1.RUNX3	chr13	112211292	112211301	+	0.000	0.000	Merged-chr13-112211274-7
NR10866--MA0684.1.RUNX3	chr9	105499567	105499576	-	0.000	0.000	Merged-chr9-105499679-15
NR4952--MA0002.2.RUNX1	chr17	71216501	71216511	+	0.000	0.000	Merged-chr17-71216494-9
NR8219--MA0511.2.RUNX2	chr5	113621184	113621192	-	0.000	0.000	Merged-chr5-113621220-18
NR8564--MA0002.2.RUNX1	chr6	41141082	41141092	+	0.000	0.000	Merged-chr6-41141136-19
NR2801--MA0684.1.RUNX3	chr13	19219834	19219843	+	0.000	0.000	Merged-chr13-19219739-41
NR7075--MA0511.2.RUNX2	chr3	142892308	142892316	+	0.000	0.000	Merged-chr3-142892335-19
NR6741--MA0002.2.RUNX1	chr3	84126137	84126147	-	0.000	0.000	Merged-chr3-84126096-28
NR4856--MA0002.2.RUNX1	chr17	50071769	50071779	+	0.000	0.000	Merged-chr17-50071769-42
NR4171--MA0002.2.RUNX1	chr16	3982463	3982473	-	0.000	0.000	Merged-chr16-3982293-15
NR7184--MA0511.2.RUNX2	chr3	157938676	157938684	-	0.000	0.000	Merged-chr3-157938783-43
NR7356--MA0002.2.RUNX1	chr4	63401123	63401133	+	0.000	0.000	Merged-chr4-63401068-56
NR7008--MA0002.2.RUNX1	chr3	135662284	135662294	+	0.000	0.000	Merged-chr3-135662466-47
NR7613--MA0684.1.RUNX3	chr4	132748881	132748890	+	0.000	0.000	Merged-chr4-132748989-25
NR10697--MA0002.2.RUNX1	chr9	79919425	79919435	-	0.000	0.000	Merged-chr9-79919473-56
NR4--MA0002.2.RUNX1	chr1	6467286	6467296	+	0.000	0.000	Merged-chr1-6467226-38
NR5837--MA0684.1.RUNX3	chr2	30112734	30112743	-	0.000	0.000	Merged-chr2-30112786-18
NR1044--MA0002.2.RUNX1	chr10	53461315	53461325	-	0.000	0.000	Merged-chr10-53461441-37
NR76--MA0002.2.RUNX1	chr1	38694359	38694369	+	0.000	0.000	Merged-chr1-38694375-50
NR825--MA0684.1.RUNX3	chr1	184576648	184576657	+	0.000	0.000	Merged-chr1-184576440-44
NR8490--MA0002.2.RUNX1	chr6	13078913	13078923	+	0.000	0.000	Merged-chr6-13078885-13
NR10239--MA0684.1.RUNX3	chr8	116717266	116717275	+	0.000	0.000	Merged-chr8-116717291-13
NR7067--MA0511.2.RUNX2	chr3	142281331	142281339	+	0.000	0.000	Merged-chr3-142281213-32
NR9124--MA0002.2.RUNX1	chr6	140819581	140819591	-	0.000	0.000	Merged-chr6-140819599-25
NR4577--MA0002.2.RUNX1	chr16	92654066	92654076	+	0.000	0.000	Merged-chr16-92654045-22
NR8870--MA0002.2.RUNX1	chr6	114680715	114680725	+	0.000	0.000	Merged-chr6-114680975-48
NR646--MA0511.2.RUNX2	chr1	164079560	164079568	-	0.000	0.000	Merged-chr1-164079439-12
NR9028--MA0002.2.RUNX1	chr6	130136694	130136704	-	0.000	0.000	Merged-chr6-130136655-31
NR881--MA0684.1.RUNX3	chr1	192778940	192778949	+	0.000	0.000	Merged-chr1-192778895-23
NR6623--MA0684.1.RUNX3	chr3	37606147	37606156	-	0.000	0.000	Merged-chr3-37605967-27
NR10708--MA0002.2.RUNX1	chr9	81864010	81864020	+	0.000	0.000	Merged-chr9-81863870-55
NR3577--MA0511.2.RUNX2	chr14	65330858	65330866	-	0.000	0.000	Merged-chr14-65330788-23
NR9454--MA0511.2.RUNX2	chr7	80209934	80209942	-	0.000	0.000	Merged-chr7-80209951-53
NR11210--MA0002.2.RUNX1	chrX	167037990	167038000	+	0.000	0.000	Merged-chrX-167038027-22
NR10244--MA0511.2.RUNX2	chr8	117074472	117074480	-	0.000	0.000	Merged-chr8-117074609-38
NR8134--MA0002.2.RUNX1	chr5	99499892	99499902	+	0.000	0.000	Merged-chr5-99499835-48
NR4678--MA0002.2.RUNX1	chr17	12165580	12165590	-	0.000	0.000	Merged-chr17-12165459-54
NR10210--MA0511.2.RUNX2	chr8	114879899	114879907	-	0.000	0.000	Merged-chr8-114879936-19
NR4949--MA0002.2.RUNX1	chr17	71192225	71192235	-	0.000	0.000	Merged-chr17-71192022-46
NR7069--MA0002.2.RUNX1	chr3	142281338	142281348	-	0.000	0.000	Merged-chr3-142281213-32
NR2998--MA0002.2.RUNX1	chr13	73491289	73491299	+	0.000	0.000	Merged-chr13-73491277-13
NR2603--MA0002.2.RUNX1	chr12	108601089	108601099	+	0.000	0.000	Merged-chr12-108601181-28
NR10178--MA0684.1.RUNX3	chr8	107360744	107360753	-	0.000	0.000	Merged-chr8-107360738-8
NR744--MA0002.2.RUNX1	chr1	177670800	177670810	-	0.000	0.000	Merged-chr1-177670807-27
NR3109--MA0002.2.RUNX1	chr13	95449935	95449945	-	0.000	0.000	Merged-chr13-95449730-51
NR5961--MA0002.2.RUNX1	chr2	65133924	65133934	-	0.000	0.000	Merged-chr2-65133825-19
NR330--MA0002.2.RUNX1	chr1	91049441	91049451	-	0.000	0.000	Merged-chr1-91049511-13
NR6672--MA0002.2.RUNX1	chr3	58671329	58671339	-	0.000	0.000	Merged-chr3-58671349-14
NR5597--MA0511.2.RUNX2	chr19	40300140	40300148	+	0.000	0.000	Merged-chr19-40300210-18
NR9006--MA0684.1.RUNX3	chr6	127617443	127617452	+	0.000	0.000	Merged-chr6-127617353-34
NR6467--MA0002.2.RUNX1	chr2	168429763	168429773	-	0.000	0.000	Merged-chr2-168429700-17
NR1095--MA0511.2.RUNX2	chr10	66953973	66953981	-	0.000	0.000	Merged-chr10-66953660-61
NR442--MA0511.2.RUNX2	chr1	127619490	127619498	-	0.000	0.000	Merged-chr1-127619429-18
NR6685--MA0002.2.RUNX1	chr3	61409825	61409835	+	0.000	0.000	Merged-chr3-61409766-58
NR1028--MA0002.2.RUNX1	chr10	44565400	44565410	+	0.000	0.000	Merged-chr10-44565261-15
NR2602--MA0684.1.RUNX3	chr12	108601019	108601028	-	0.000	0.000	Merged-chr12-108601181-28
NR8222--MA0002.2.RUNX1	chr5	113672598	113672608	+	0.000	0.000	Merged-chr5-113672609-14
NR4180--MA0511.2.RUNX2	chr16	4584024	4584032	+	0.000	0.000	Merged-chr16-4584045-35
NR504--MA0684.1.RUNX3	chr1	135268271	135268280	-	0.000	0.000	Merged-chr1-135268339-27
NR8854--MA0002.2.RUNX1	chr6	108717915	108717925	+	0.000	0.000	Merged-chr6-108717791-30
NR4081--MA0002.2.RUNX1	chr15	93913639	93913649	-	0.000	0.000	Merged-chr15-93913565-49
NR9489--MA0684.1.RUNX3	chr7	84386627	84386636	+	0.000	0.000	Merged-chr7-84386751-45
NR6812--MA0684.1.RUNX3	chr3	96338257	96338266	+	0.000	0.000	Merged-chr3-96338308-3
NR673--MA0511.2.RUNX2	chr1	165845215	165845223	+	0.000	0.000	Merged-chr1-165845365-11
NR2956--MA0002.2.RUNX1	chr13	56476959	56476969	-	0.000	0.000	Merged-chr13-56477022-46
NR3068--MA0684.1.RUNX3	chr13	90981481	90981490	-	0.000	0.000	Merged-chr13-90981461-11
NR8453--MA0002.2.RUNX1	chr5	149641831	149641841	+	0.000	0.000	Merged-chr5-149641711-30
NR6839--MA0002.2.RUNX1	chr3	101588972	101588982	-	0.000	0.000	Merged-chr3-101588946-10
NR10245--MA0684.1.RUNX3	chr8	117074471	117074480	-	0.000	0.000	Merged-chr8-117074609-38
NR1149--MA0684.1.RUNX3	chr10	75697171	75697180	+	0.000	0.000	Merged-chr10-75697186-22
NR8737--MA0002.2.RUNX1	chr6	86754842	86754852	-	0.000	0.000	Merged-chr6-86754818-10
NR6808--MA0511.2.RUNX2	chr3	95697805	95697813	+	0.000	0.000	Merged-chr3-95697809-14
NR4857--MA0511.2.RUNX2	chr17	50148364	50148372	-	0.000	0.000	Merged-chr17-50148334-29
NR699--MA0511.2.RUNX2	chr1	171939569	171939577	+	0.000	0.000	Merged-chr1-171939454-57
NR8432--MA0002.2.RUNX1	chr5	148678762	148678772	-	0.000	0.000	Merged-chr5-148678733-37
NR205--MA0002.2.RUNX1	chr1	62829800	62829810	+	0.000	0.000	Merged-chr1-62829921-36
NR10238--MA0002.2.RUNX1	chr8	116717266	116717276	-	0.000	0.000	Merged-chr8-116717291-13
NR4867--MA0002.2.RUNX1	chr17	50310626	50310636	-	0.000	0.000	Merged-chr17-50310494-22
NR2250--MA0002.2.RUNX1	chr12	32285223	32285233	+	0.000	0.000	Merged-chr12-32285209-18
NR6881--MA0684.1.RUNX3	chr3	108718344	108718353	+	0.000	0.000	Merged-chr3-108718262-42
NR6404--MA0002.2.RUNX1	chr2	160657998	160658008	+	0.000	0.000	Merged-chr2-160657923-30
NR2425--MA0002.2.RUNX1	chr12	84762818	84762828	+	0.000	0.000	Merged-chr12-84762785-51
NR9003--MA0511.2.RUNX2	chr6	127617443	127617451	+	0.000	0.000	Merged-chr6-127617353-34
NR4565--MA0511.2.RUNX2	chr16	91789929	91789937	+	0.000	0.000	Merged-chr16-91789935-50
NR360--MA0511.2.RUNX2	chr1	95674259	95674267	-	0.000	0.000	Merged-chr1-95674241-20
NR4195--MA0002.2.RUNX1	chr16	11054664	11054674	+	0.000	0.000	Merged-chr16-11054655-12
NR9159--MA0511.2.RUNX2	chr6	144602993	144603001	+	0.000	0.000	Merged-chr6-144603024-14
NR4866--MA0684.1.RUNX3	chr17	50310589	50310598	+	0.000	0.000	Merged-chr17-50310494-22
NR2372--MA0002.2.RUNX1	chr12	75837679	75837689	-	0.000	0.000	Merged-chr12-75837700-7
NR11120--MA0002.2.RUNX1	chrX	77640459	77640469	+	0.000	0.000	Merged-chrX-77640531-25
NR4674--MA0511.2.RUNX2	chr17	12163002	12163010	-	0.000	0.000	Merged-chr17-12163028-32
NR8206--MA0002.2.RUNX1	chr5	111235963	111235973	+	0.000	0.000	Merged-chr5-111235959-11
NR1770--MA0002.2.RUNX1	chr11	60937936	60937946	+	0.000	0.000	Merged-chr11-60937827-26
NR10598--MA0684.1.RUNX3	chr9	65491674	65491683	+	0.000	0.000	Merged-chr9-65491594-16
NR6016--MA0002.2.RUNX1	chr2	72536031	72536041	+	0.000	0.000	Merged-chr2-72536133-16
NR4065--MA0002.2.RUNX1	chr15	89131568	89131578	-	0.000	0.000	Merged-chr15-89131620-40
NR9850--MA0002.2.RUNX1	chr7	142396753	142396763	+	0.000	0.000	Merged-chr7-142396800-18
NR4859--MA0002.2.RUNX1	chr17	50148371	50148381	-	0.000	0.000	Merged-chr17-50148334-29
NR2437--MA0684.1.RUNX3	chr12	86310025	86310034	-	0.000	0.000	Merged-chr12-86310059-67
NR8262--MA0002.2.RUNX1	chr5	118271940	118271950	+	0.000	0.000	Merged-chr5-118271976-24
NR2023--MA0684.1.RUNX3	chr11	100804662	100804671	+	0.000	0.000	Merged-chr11-100804708-41
NR9039--MA0002.2.RUNX1	chr6	130342279	130342289	-	0.000	0.000	Merged-chr6-130342331-49
NR2354--MA0511.2.RUNX2	chr12	72674643	72674651	+	0.000	0.000	Merged-chr12-72674596-16
NR11003--MA0002.2.RUNX1	chr9	122233149	122233159	-	0.000	0.000	Merged-chr9-122233247-97
NR1401--MA0002.2.RUNX1	chr10	117898610	117898620	-	0.000	0.000	Merged-chr10-117898542-54
NR2112--MA0002.2.RUNX1	chr11	113362859	113362869	+	0.000	0.000	Merged-chr11-113362898-34
NR8275--MA0002.2.RUNX1	chr5	121796150	121796160	+	0.000	0.000	Merged-chr5-121796162-9
NR2539--MA0002.2.RUNX1	chr12	102945738	102945748	-	0.000	0.000	Merged-chr12-102945751-11
NR3822--MA0002.2.RUNX1	chr15	25884590	25884600	-	0.000	0.000	Merged-chr15-25884835-36
NR1871--MA0002.2.RUNX1	chr11	78864802	78864812	+	0.000	0.000	Merged-chr11-78864613-1,Merged-chr11-78864936-24
NR11002--MA0684.1.RUNX3	chr9	122233121	122233130	-	0.000	0.000	Merged-chr9-122233247-97
NR10871--MA0002.2.RUNX1	chr9	106373162	106373172	+	0.000	0.000	Merged-chr9-106373149-39
NR2111--MA0684.1.RUNX3	chr11	113194938	113194947	+	0.000	0.000	Merged-chr11-113194847-27
NR8101--MA0511.2.RUNX2	chr5	92964797	92964805	-	0.000	0.000	Merged-chr5-92964665-18
NR3660--MA0002.2.RUNX1	chr14	77861400	77861410	-	0.000	0.000	Merged-chr14-77861310-50
NR7543--MA0002.2.RUNX1	chr4	118162267	118162277	+	0.000	0.000	Merged-chr4-118162293-29
NR6451--MA0684.1.RUNX3	chr2	166610520	166610529	+	0.000	0.000	Merged-chr2-166610595-30
NR8254--MA0002.2.RUNX1	chr5	117182533	117182543	+	0.000	0.000	Merged-chr5-117182580-11
NR2072--MA0002.2.RUNX1	chr11	109149661	109149671	+	0.000	0.000	Merged-chr11-109149686-17
NR2409--MA0002.2.RUNX1	chr12	82174127	82174137	+	0.000	0.000	Merged-chr12-82174098-6
NR6226--MA0002.2.RUNX1	chr2	128335918	128335928	+	0.000	0.000	Merged-chr2-128335870-5
NR2538--MA0684.1.RUNX3	chr12	102651562	102651571	+	0.000	0.000	Merged-chr12-102651576-1
NR7923--MA0002.2.RUNX1	chr5	35166060	35166070	+	0.000	0.000	Merged-chr5-35166204-55
NR9811--MA0511.2.RUNX2	chr7	137476760	137476768	-	0.000	0.000	Merged-chr7-137476773-22
NR659--MA0002.2.RUNX1	chr1	164966197	164966207	-	0.000	0.000	Merged-chr1-164966286-53
NR9712--MA0002.2.RUNX1	chr7	122317088	122317098	-	0.000	0.000	Merged-chr7-122317075-24
NR11203--MA0511.2.RUNX2	chrX	164318752	164318760	+	0.000	0.000	Merged-chrX-164318746-35
NR9311--MA0002.2.RUNX1	chr7	30402557	30402567	-	0.000	0.000	Merged-chr7-30402572-19
NR2517--MA0684.1.RUNX3	chr12	100747341	100747350	+	0.000	0.000	Merged-chr12-100747316-18
NR2098--MA0002.2.RUNX1	chr11	110897234	110897244	-	0.000	0.000	Merged-chr11-110897111-25
NR4210--MA0511.2.RUNX2	chr16	14088508	14088516	-	0.000	0.000	Merged-chr16-14088440-49
NR8759--MA0511.2.RUNX2	chr6	88939629	88939637	-	0.000	0.000	Merged-chr6-88939617-36
NR3381--MA0002.2.RUNX1	chr14	25421961	25421971	-	0.000	0.000	Merged-chr14-25421957-44
NR2355--MA0684.1.RUNX3	chr12	72674643	72674652	+	0.000	0.000	Merged-chr12-72674596-16
NR1082--MA0002.2.RUNX1	chr10	60346224	60346234	-	0.000	0.000	Merged-chr10-60346273-6
NR4015--MA0002.2.RUNX1	chr15	79740887	79740897	+	0.000	0.000	Merged-chr15-79740875-4
NR4809--MA0002.2.RUNX1	chr17	35246462	35246472	+	0.000	0.000	Merged-chr17-35246340-22
NR7915--MA0002.2.RUNX1	chr5	33468931	33468941	+	0.000	0.000	Merged-chr5-33468852-15
NR6199--MA0002.2.RUNX1	chr2	125948404	125948414	-	0.000	0.000	Merged-chr2-125948432-8
NR3813--MA0684.1.RUNX3	chr15	12606557	12606566	+	0.000	0.000	Merged-chr15-12606518-21
NR5202--MA0002.2.RUNX1	chr18	39102429	39102439	-	0.000	0.000	Merged-chr18-39102352-12
NR6436--MA0002.2.RUNX1	chr2	164829008	164829018	+	0.000	0.000	Merged-chr2-164829091-12
NR8196--MA0511.2.RUNX2	chr5	110735786	110735794	+	0.000	0.000	Merged-chr5-110735767-7
NR4170--MA0511.2.RUNX2	chr16	3982463	3982471	+	0.000	0.000	Merged-chr16-3982293-15
NR11205--MA0002.2.RUNX1	chrX	164318752	164318762	-	0.000	0.000	Merged-chrX-164318746-35
NR475--MA0684.1.RUNX3	chr1	131993387	131993396	+	0.000	0.000	Merged-chr1-131993308-10
NR7514--MA0002.2.RUNX1	chr4	107210268	107210278	+	0.000	0.000	Merged-chr4-107210545-62
NR1603--MA0002.2.RUNX1	chr11	23846633	23846643	-	0.000	0.000	Merged-chr11-23846539-65
NR9717--MA0002.2.RUNX1	chr7	123217604	123217614	+	0.000	0.000	Merged-chr7-123217710-2
NR5943--MA0002.2.RUNX1	chr2	60774692	60774702	-	0.000	0.000	Merged-chr2-60774747-55
NR7560--MA0511.2.RUNX2	chr4	122923027	122923035	-	0.000	0.000	Merged-chr4-122923030-28
NR1759--MA0002.2.RUNX1	chr11	58829921	58829931	-	0.000	0.000	Merged-chr11-58829916-12
NR2056--MA0002.2.RUNX1	chr11	106961728	106961738	-	0.000	0.000	Merged-chr11-106961822-47
NR8096--MA0684.1.RUNX3	chr5	92327538	92327547	+	0.000	0.000	Merged-chr5-92327493-24
NR3610--MA0002.2.RUNX1	chr14	70792768	70792778	-	0.000	0.000	Merged-chr14-70792747-14
NR5912--MA0511.2.RUNX2	chr2	55082025	55082033	-	0.000	0.000	Merged-chr2-55082182-18
NR8747--MA0684.1.RUNX3	chr6	87447421	87447430	+	0.000	0.000	Merged-chr6-87447444-55
NR3514--MA0002.2.RUNX1	chr14	59553403	59553413	-	0.000	0.000	Merged-chr14-59553394-22
NR5651--MA0002.2.RUNX1	chr19	53536908	53536918	+	0.000	0.000	Merged-chr19-53536868-40
NR5717--MA0002.2.RUNX1	chr19	60681736	60681746	-	0.000	0.000	Merged-chr19-60681647-27
NR5969--MA0002.2.RUNX1	chr2	66127275	66127285	-	0.000	0.000	Merged-chr2-66127129-8
NR6395--MA0684.1.RUNX3	chr2	158450879	158450888	+	0.000	0.000	Merged-chr2-158450944-19
NR10800--MA0002.2.RUNX1	chr9	95832853	95832863	+	0.000	0.000	Merged-chr9-95832946-23
NR1162--MA0002.2.RUNX1	chr10	77478379	77478389	+	0.000	0.000	Merged-chr10-77478359-10
NR4175--MA0511.2.RUNX2	chr16	4503549	4503557	+	0.000	0.000	Merged-chr16-4503652-20
NR10433--MA0002.2.RUNX1	chr9	32394803	32394813	+	0.000	0.000	Merged-chr9-32394945-22
NR7996--MA0684.1.RUNX3	chr5	64651525	64651534	+	0.000	0.000	Merged-chr5-64651532-36
NR5650--MA0684.1.RUNX3	chr19	53407588	53407597	+	0.000	0.000	Merged-chr19-53407600-23
NR7182--MA0002.2.RUNX1	chr3	157803536	157803546	+	0.000	0.000	Merged-chr3-157803404-34
NR3844--MA0511.2.RUNX2	chr15	34389153	34389161	-	0.000	0.000	Merged-chr15-34389092-27
NR5302--MA0684.1.RUNX3	chr18	67882982	67882991	-	0.000	0.000	Merged-chr18-67882933-18
NR5630--MA0002.2.RUNX1	chr19	46705948	46705958	+	0.000	0.000	Merged-chr19-46705884-16
NR8359--MA0684.1.RUNX3	chr5	139300569	139300578	+	0.000	0.000	Merged-chr5-139300628-14
NR6013--MA0684.1.RUNX3	chr2	72365442	72365451	-	0.000	0.000	Merged-chr2-72365558-19
NR1750--MA0511.2.RUNX2	chr11	55031376	55031384	+	0.000	0.000	Merged-chr11-55031517-56
NR5882--MA0002.2.RUNX1	chr2	45017346	45017356	-	0.000	0.000	Merged-chr2-45017480-33
NR5011--MA0002.2.RUNX1	chr17	83772990	83773000	+	0.000	0.000	Merged-chr17-83772963-43
NR4207--MA0511.2.RUNX2	chr16	14088428	14088436	-	0.000	0.000	Merged-chr16-14088440-49
NR8054--MA0684.1.RUNX3	chr5	77166147	77166156	-	0.000	0.000	Merged-chr5-77166256-29
NR4568--MA0511.2.RUNX2	chr16	91793557	91793565	-	0.000	0.000	Merged-chr16-91793603-12
NR4677--MA0511.2.RUNX2	chr17	12165580	12165588	+	0.000	0.000	Merged-chr17-12165459-54
NR5960--MA0511.2.RUNX2	chr2	65133924	65133932	+	0.000	0.000	Merged-chr2-65133825-19
NR6466--MA0511.2.RUNX2	chr2	168429763	168429771	+	0.000	0.000	Merged-chr2-168429700-17
NR7812--MA0002.2.RUNX1	chr5	8397722	8397732	+	0.000	0.000	Merged-chr5-8397712-7
NR4088--MA0684.1.RUNX3	chr15	94259702	94259711	-	0.000	0.000	Merged-chr15-94259724-7
NR1154--MA0002.2.RUNX1	chr10	76271470	76271480	-	0.000	0.000	Merged-chr10-76271555-43
NR6989--MA0511.2.RUNX2	chr3	133328719	133328727	-	0.000	0.000	Merged-chr3-133328719-18
NR4911--MA0002.2.RUNX1	chr17	57183079	57183089	+	0.000	0.000	Merged-chr17-57183114-28
NR1786--MA0002.2.RUNX1	chr11	63148463	63148473	+	0.000	0.000	Merged-chr11-63148506-21
NR10471--MA0511.2.RUNX2	chr9	44037340	44037348	-	0.000	0.000	Merged-chr9-44037294-17
NR3703--MA0002.2.RUNX1	chr14	103622590	103622600	+	0.000	0.000	Merged-chr14-103622465-10
NR5192--MA0511.2.RUNX2	chr18	37814061	37814069	-	0.000	0.000	Merged-chr18-37813954-31
NR1898--MA0511.2.RUNX2	chr11	82947537	82947545	-	0.000	0.000	Merged-chr11-82947533-50
NR7666--MA0511.2.RUNX2	chr4	138257515	138257523	+	0.000	0.000	Merged-chr4-138257384-22
NR8919--MA0511.2.RUNX2	chr6	119408841	119408849	-	0.000	0.000	Merged-chr6-119408748-28
NR5016--MA0002.2.RUNX1	chr17	84043251	84043261	+	0.000	0.000	Merged-chr17-84043230-18
NR1804--MA0684.1.RUNX3	chr11	67564417	67564426	+	0.000	0.000	Merged-chr11-67564427-31
