#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.05_dn.bed
NR31707--MA0599.1.KLF5	chr19	24166913	24166922	+	0.000	0.000	Merged-chr19-24166764-51
NR43926--MA0599.1.KLF5	chr4	102908262	102908271	-	0.000	0.000	Merged-chr4-102908208-33
NR4828--MA0599.1.KLF5	chr10	7212276	7212285	-	0.000	0.000	Merged-chr10-7212223-140
NR54127--MA0741.1.KLF16	chr6	128334912	128334922	-	0.000	0.000	Merged-chr6-128334675-39
NR41666--MA0599.1.KLF5	chr3	146121628	146121637	+	0.000	0.000	Merged-chr3-146121713-45
NR15255--MA0657.1.KLF13	chr12	112629095	112629112	-	0.000	0.000	Merged-chr12-112629266-49
NR59398--MA1107.1.KLF9	chr7	136164718	136164730	+	0.000	0.000	Merged-chr7-136164647-23
NR37808--MA0599.1.KLF5	chr2	168525577	168525586	+	0.000	0.000	Merged-chr2-168525389-54
NR60573--MA0741.1.KLF16	chr8	45410378	45410388	-	0.000	0.000	Merged-chr8-45410262-39
NR7319--MA0599.1.KLF5	chr10	94087500	94087509	+	0.000	0.000	Merged-chr10-94087553-20
NR54572--MA0742.1.Klf12	chr6	140684616	140684630	+	0.000	0.000	Merged-chr6-140684445-39
NR23678--MA0599.1.KLF5	chr16	11526651	11526660	-	0.000	0.000	Merged-chr16-11526520-43
NR534--MA0741.1.KLF16	chr1	42953103	42953113	+	0.000	0.000	Merged-chr1-42953184-68
NR29746--MA1107.1.KLF9	chr18	53801708	53801720	-	0.000	0.000	Merged-chr18-53801567-20
NR68370--MA1107.1.KLF9	chrY	90799068	90799080	-	0.000	0.000	Merged-chrY-90799205-23
NR8748--MA1107.1.KLF9	chr10	128940594	128940606	-	0.000	0.000	Merged-chr10-128940717-41
NR7131--MA0599.1.KLF5	chr10	88875065	88875074	+	0.000	0.000	Merged-chr10-88875114-36
NR64450--MA0493.1.Klf1	chr9	61779365	61779375	+	0.000	0.000	Merged-chr9-61779248-32
NR29764--MA1107.1.KLF9	chr18	54822920	54822932	+	0.000	0.000	Merged-chr18-54822886-30
