#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_I--ATAC_peaks.bed all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
Merged-chr2-52420161-1	chr2	52420063	52420261	+	0.000	0.000	Merged-chr2-52420161-1
Merged-chr2-125214795-24	chr2	125214481	125215031	+	0.000	0.000	Merged-chr2-125214795-24
Merged-chr16-8655850-21	chr16	8655666	8656012	+	0.000	0.000	Merged-chr16-8655850-21
Merged-chr4-135197991-22	chr4	135197763	135198257	+	0.000	0.000	Merged-chr4-135197991-22
Merged-chr9-103337204-21	chr9	103336996	103337377	+	0.000	0.000	Merged-chr9-103337204-21
Merged-chr9-95835465-2	chr9	95835367	95835565	+	0.000	0.000	Merged-chr9-95835465-2
Merged-chr1-88720923-30	chr1	88720727	88721114	+	0.000	0.000	Merged-chr1-88720923-30
Merged-chr14-70289439-76	chr14	70288882	70289849	+	0.000	0.000	Merged-chr14-70289439-76
Merged-chr11-98900824-37	chr11	98900479	98901053	+	0.000	0.000	Merged-chr11-98900824-37
Merged-chr19-45752039-30	chr19	45751894	45752228	+	0.000	0.000	Merged-chr19-45752039-30
Merged-chr19-18599866-22	chr19	18599708	18600037	+	0.000	0.000	Merged-chr19-18599866-22
Merged-chrX-159043640-18	chrX	159043436	159043801	+	0.000	0.000	Merged-chrX-159043640-18
Merged-chr14-103667677-1	chr14	103667579	103667777	+	0.000	0.000	Merged-chr14-103667677-1
Merged-chr8-94179211-44	chr8	94178888	94179676	+	0.000	0.000	Merged-chr8-94179211-44
Merged-chr4-8728967-9	chr4	8728735	8729149	+	0.000	0.000	Merged-chr4-8728967-9
Merged-chr8-115653141-5	chr8	115653012	115653275	+	0.000	0.000	Merged-chr8-115653141-5
Merged-chr13-95685937-61	chr13	95685247	95686256	+	0.000	0.000	Merged-chr13-95685937-61
Merged-chr2-128345707-20	chr2	128345491	128345904	+	0.000	0.000	Merged-chr2-128345707-20
Merged-chr13-63223082-1	chr13	63222984	63223182	+	0.000	0.000	Merged-chr13-63223082-1
Merged-chr18-46182052-26	chr18	46181768	46182313	+	0.000	0.000	Merged-chr18-46182052-26
Merged-chr1-181922021-44	chr1	181921817	181922312	+	0.000	0.000	Merged-chr1-181922021-44
Merged-chr10-44448070-110	chr10	44447785	44448570	+	0.000	0.000	Merged-chr10-44448070-110
Merged-chr8-115185594-22	chr8	115185338	115185734	+	0.000	0.000	Merged-chr8-115185594-22
Merged-chr10-91154304-42	chr10	91154075	91154521	+	0.000	0.000	Merged-chr10-91154304-42
Merged-chr8-3353982-9	chr8	3353861	3354162	+	0.000	0.000	Merged-chr8-3353982-9
Merged-chr4-11721470-80	chr4	11721174	11721788	+	0.000	0.000	Merged-chr4-11721470-80
Merged-chr14-7832137-26	chr14	7831924	7832475	+	0.000	0.000	Merged-chr14-7832137-26
Merged-chr2-157006933-70	chr2	157006688	157007152	+	0.000	0.000	Merged-chr2-157006933-70
Merged-chr14-20885499-75	chr14	20885041	20885922	+	0.000	0.000	Merged-chr14-20885499-75
Merged-chr18-83751830-2	chr18	83751722	83751940	+	0.000	0.000	Merged-chr18-83751830-2
Merged-chr6-42372729-1	chr6	42372631	42372829	+	0.000	0.000	Merged-chr6-42372729-1
Merged-chr11-53839665-72	chr11	53839171	53840300	+	0.000	0.000	Merged-chr11-53839665-72
Merged-chr2-164770470-1	chr2	164770372	164770570	+	0.000	0.000	Merged-chr2-164770470-1
Merged-chr13-95913173-23	chr13	95912940	95913405	+	0.000	0.000	Merged-chr13-95913173-23
Merged-chr13-101669067-25	chr13	101668868	101669365	+	0.000	0.000	Merged-chr13-101669067-25
Merged-chr13-24419838-27	chr13	24419526	24420086	+	0.000	0.000	Merged-chr13-24419838-27
Merged-chr7-114088152-53	chr7	114087883	114088420	+	0.000	0.000	Merged-chr7-114088152-53
Merged-chr1-66874962-7	chr1	66874717	66875255	+	0.000	0.000	Merged-chr1-66874962-7
Merged-chr9-111057032-179	chr9	111055656	111058273	+	0.000	0.000	Merged-chr9-111057032-179
Merged-chr4-44316514-33	chr4	44316293	44316722	+	0.000	0.000	Merged-chr4-44316514-33
Merged-chr2-13573939-7	chr2	13573743	13574125	+	0.000	0.000	Merged-chr2-13573939-7
Merged-chr17-86187981-35	chr17	86187809	86188134	+	0.000	0.000	Merged-chr17-86187981-35
Merged-chr2-118159783-1	chr2	118159685	118159883	+	0.000	0.000	Merged-chr2-118159783-1
Merged-chr6-17281526-83	chr6	17281095	17281960	+	0.000	0.000	Merged-chr6-17281526-83
Merged-chr4-89400416-12	chr4	89400187	89400627	+	0.000	0.000	Merged-chr4-89400416-12
Merged-chr18-4314050-37	chr18	4313851	4314371	+	0.000	0.000	Merged-chr18-4314050-37
Merged-chr2-79250186-5	chr2	79250051	79250310	+	0.000	0.000	Merged-chr2-79250186-5
Merged-chr2-72536133-16	chr2	72535952	72536346	+	0.000	0.000	Merged-chr2-72536133-16
Merged-chr13-114894914-23	chr13	114894666	114895310	+	0.000	0.000	Merged-chr13-114894914-23
Merged-chr17-50158722-59	chr17	50158309	50159007	+	0.000	0.000	Merged-chr17-50158722-59
Merged-chr6-135444883-36	chr6	135444656	135445163	+	0.000	0.000	Merged-chr6-135444883-36
Merged-chr6-108829941-3	chr6	108829701	108830154	+	0.000	0.000	Merged-chr6-108829941-3
Merged-chr11-105911758-13	chr11	105911545	105911982	+	0.000	0.000	Merged-chr11-105911758-13
Merged-chr17-35997233-37	chr17	35997056	35997537	+	0.000	0.000	Merged-chr17-35997233-37
Merged-chr6-120365274-1	chr6	120365176	120365374	+	0.000	0.000	Merged-chr6-120365274-1
Merged-chr11-53770148-86	chr11	53769741	53770826	+	0.000	0.000	Merged-chr11-53770148-86
Merged-chr5-104982403-2	chr5	104982289	104982519	+	0.000	0.000	Merged-chr5-104982403-2
Merged-chr3-9924809-24	chr3	9924569	9924995	+	0.000	0.000	Merged-chr3-9924809-24
Merged-chr11-109496356-118	chr11	109495996	109496845	+	0.000	0.000	Merged-chr11-109496356-118
Merged-chr5-150196068-64	chr5	150195667	150196511	+	0.000	0.000	Merged-chr5-150196068-64
Merged-chr17-57102485-3	chr17	57102346	57102652	+	0.000	0.000	Merged-chr17-57102485-3
Merged-chr13-45907051-110	chr13	45906499	45907782	+	0.000	0.000	Merged-chr13-45907051-110
Merged-chr3-144134560-2	chr3	144134441	144134682	+	0.000	0.000	Merged-chr3-144134560-2
Merged-chr8-115530088-29	chr8	115529779	115530376	+	0.000	0.000	Merged-chr8-115530088-29
Merged-chr6-137604948-13	chr6	137604747	137605202	+	0.000	0.000	Merged-chr6-137604948-13
Merged-chr1-176845739-2	chr1	176845604	176845876	+	0.000	0.000	Merged-chr1-176845739-2
Merged-chr13-75740223-12	chr13	75739956	75740490	+	0.000	0.000	Merged-chr13-75740223-12
Merged-chr2-66149820-8	chr2	66149658	66150116	+	0.000	0.000	Merged-chr2-66149820-8
Merged-chr2-167358645-9	chr2	167358467	167358929	+	0.000	0.000	Merged-chr2-167358645-9
Merged-chr1-127628999-1	chr1	127628901	127629099	+	0.000	0.000	Merged-chr1-127628999-1
Merged-chr14-100459597-88	chr14	100459147	100460107	+	0.000	0.000	Merged-chr14-100459597-88
Merged-chr11-105588181-2	chr11	105588074	105588290	+	0.000	0.000	Merged-chr11-105588181-2
Merged-chr4-8913815-2	chr4	8913717	8913916	+	0.000	0.000	Merged-chr4-8913815-2
Merged-chr9-122213151-2	chr9	122213047	122213257	+	0.000	0.000	Merged-chr9-122213151-2
Merged-chr6-108704873-18	chr6	108704667	108705137	+	0.000	0.000	Merged-chr6-108704873-18
Merged-chr8-106948566-1	chr8	106948468	106948666	+	0.000	0.000	Merged-chr8-106948566-1
Merged-chr1-136254796-4	chr1	136254637	136254945	+	0.000	0.000	Merged-chr1-136254796-4
Merged-chr13-102175650-1	chr13	102175552	102175750	+	0.000	0.000	Merged-chr13-102175650-1
Merged-chr14-67716021-91	chr14	67715674	67716257	+	0.000	0.000	Merged-chr14-67716021-91
Merged-chr4-117121242-2	chr4	117121110	117121377	+	0.000	0.000	Merged-chr4-117121242-2
Merged-chr2-131188401-2	chr2	131188281	131188524	+	0.000	0.000	Merged-chr2-131188401-2
Merged-chr11-104608031-67	chr11	104607768	104608350	+	0.000	0.000	Merged-chr11-104608031-67
Merged-chr1-191499977-31	chr1	191499700	191500221	+	0.000	0.000	Merged-chr1-191499977-31
Merged-chr15-73716639-32	chr15	73716444	73716913	+	0.000	0.000	Merged-chr15-73716639-32
Merged-chr7-110946850-28	chr7	110946647	110947192	+	0.000	0.000	Merged-chr7-110946850-28
Merged-chr15-81966317-19	chr15	81966087	81966524	+	0.000	0.000	Merged-chr15-81966317-19
Merged-chr13-106998870-40	chr13	106998638	106999103	+	0.000	0.000	Merged-chr13-106998870-40
Merged-chr4-57955800-6	chr4	57955530	57955966	+	0.000	0.000	Merged-chr4-57955800-6
Merged-chr15-84663201-26	chr15	84662954	84663447	+	0.000	0.000	Merged-chr15-84663201-26
Merged-chr5-21385058-34	chr5	21384559	21385409	+	0.000	0.000	Merged-chr5-21385058-34
Merged-chr14-60130504-4	chr14	60130257	60130741	+	0.000	0.000	Merged-chr14-60130504-4
Merged-chr13-45936077-39	chr13	45935791	45936302	+	0.000	0.000	Merged-chr13-45936077-39
Merged-chr19-8995301-1	chr19	8995203	8995401	+	0.000	0.000	Merged-chr19-8995301-1
Merged-chr13-101767014-5	chr13	101766788	101767217	+	0.000	0.000	Merged-chr13-101767014-5
Merged-chr1-134077877-43	chr1	134077576	134078258	+	0.000	0.000	Merged-chr1-134077877-43
Merged-chr11-82183511-55	chr11	82183300	82183808	+	0.000	0.000	Merged-chr11-82183511-55
Merged-chr10-7600806-26	chr10	7600599	7601035	+	0.000	0.000	Merged-chr10-7600806-26
Merged-chr1-182283296-1	chr1	182283198	182283396	+	0.000	0.000	Merged-chr1-182283296-1
Merged-chr1-74304047-56	chr1	74303785	74304355	+	0.000	0.000	Merged-chr1-74304047-56
Merged-chr2-26744468-4	chr2	26744361	26744580	+	0.000	0.000	Merged-chr2-26744468-4
Merged-chr1-191662407-14	chr1	191662161	191662662	+	0.000	0.000	Merged-chr1-191662407-14
Merged-chr13-24597344-3	chr13	24597201	24597469	+	0.000	0.000	Merged-chr13-24597344-3
Merged-chr10-120201986-109	chr10	120201705	120202469	+	0.000	0.000	Merged-chr10-120201986-109
Merged-chr17-12163028-32	chr17	12162792	12163264	+	0.000	0.000	Merged-chr17-12163028-32
Merged-chr8-64764110-6	chr8	64763952	64764274	+	0.000	0.000	Merged-chr8-64764110-6
Merged-chr7-65644925-69	chr7	65644665	65645158	+	0.000	0.000	Merged-chr7-65644925-69
Merged-chr13-30660147-64	chr13	30659847	30660395	+	0.000	0.000	Merged-chr13-30660147-64
Merged-chr7-3272381-16	chr7	3272178	3272630	+	0.000	0.000	Merged-chr7-3272381-16
Merged-chr7-139991181-9	chr7	139990909	139991401	+	0.000	0.000	Merged-chr7-139991181-9
Merged-chr13-95893381-2	chr13	95893245	95893520	+	0.000	0.000	Merged-chr13-95893381-2
Merged-chr3-137082022-1	chr3	137081924	137082122	+	0.000	0.000	Merged-chr3-137082022-1
Merged-chr6-70831056-63	chr6	70830622	70831321	+	0.000	0.000	Merged-chr6-70831056-63
Merged-chr3-104788845-60	chr3	104788382	104789185	+	0.000	0.000	Merged-chr3-104788845-60
Merged-chr16-44332712-87	chr16	44332342	44333131	+	0.000	0.000	Merged-chr16-44332712-87
Merged-chr7-118481600-4	chr7	118481429	118481785	+	0.000	0.000	Merged-chr7-118481600-4
Merged-chr11-116620758-6	chr11	116620629	116620890	+	0.000	0.000	Merged-chr11-116620758-6
Merged-chr18-74814929-11	chr18	74814763	74815105	+	0.000	0.000	Merged-chr18-74814929-11
Merged-chr19-53535545-21	chr19	53535378	53535685	+	0.000	0.000	Merged-chr19-53535545-21
Merged-chr2-128430953-27	chr2	128430742	128431103	+	0.000	0.000	Merged-chr2-128430953-27
Merged-chr13-24416141-118	chr13	24415483	24416928	+	0.000	0.000	Merged-chr13-24416141-118
Merged-chr19-18583788-5	chr19	18583653	18583905	+	0.000	0.000	Merged-chr19-18583788-5
Merged-chr13-95964370-69	chr13	95964109	95964627	+	0.000	0.000	Merged-chr13-95964370-69
Merged-chr17-50125394-33	chr17	50125133	50125672	+	0.000	0.000	Merged-chr17-50125394-33
Merged-chr13-101713890-21	chr13	101713623	101714066	+	0.000	0.000	Merged-chr13-101713890-21
Merged-chr16-77016089-32	chr16	77015761	77016385	+	0.000	0.000	Merged-chr16-77016089-32
Merged-chr10-44679817-10	chr10	44679659	44679997	+	0.000	0.000	Merged-chr10-44679817-10
Merged-chr9-64173118-100	chr9	64172591	64173657	+	0.000	0.000	Merged-chr9-64173118-100
Merged-chr13-60935285-22	chr13	60935005	60935548	+	0.000	0.000	Merged-chr13-60935285-22
Merged-chr11-120721188-71	chr11	120720493	120722111	+	0.000	0.000	Merged-chr11-120721188-71
Merged-chr4-43483689-52	chr4	43483383	43483957	+	0.000	0.000	Merged-chr4-43483689-52
Merged-chr2-65104683-25	chr2	65104404	65104917	+	0.000	0.000	Merged-chr2-65104683-25
Merged-chr17-44556103-15	chr17	44555881	44556392	+	0.000	0.000	Merged-chr17-44556103-15
Merged-chr14-25646256-47	chr14	25646009	25646589	+	0.000	0.000	Merged-chr14-25646256-47
Merged-chr8-64806153-5	chr8	64805964	64806375	+	0.000	0.000	Merged-chr8-64806153-5
Merged-chr11-88955371-64	chr11	88955184	88955636	+	0.000	0.000	Merged-chr11-88955371-64
Merged-chr10-59431050-41	chr10	59430791	59431313	+	0.000	0.000	Merged-chr10-59431050-41
Merged-chr14-70775826-84	chr14	70774945	70776446	+	0.000	0.000	Merged-chr14-70775826-84
Merged-chr4-8666905-29	chr4	8666751	8667199	+	0.000	0.000	Merged-chr4-8666905-29
Merged-chr3-96575084-6	chr3	96574902	96575332	+	0.000	0.000	Merged-chr3-96575084-6
Merged-chr1-160042538-15	chr1	160042372	160042715	+	0.000	0.000	Merged-chr1-160042538-15
Merged-chr9-110652591-12	chr9	110652310	110652894	+	0.000	0.000	Merged-chr9-110652591-12
Merged-chr16-38463059-10	chr16	38462889	38463200	+	0.000	0.000	Merged-chr16-38463059-10
Merged-chr11-45944686-83	chr11	45944373	45945113	+	0.000	0.000	Merged-chr11-45944686-83
Merged-chr5-123765693-26	chr5	123765475	123765944	+	0.000	0.000	Merged-chr5-123765693-26
Merged-chr10-42057428-21	chr10	42057095	42057676	+	0.000	0.000	Merged-chr10-42057428-21
Merged-chr1-88708924-68	chr1	88708596	88709280	+	0.000	0.000	Merged-chr1-88708924-68
Merged-chr11-73095625-2	chr11	73095521	73095731	+	0.000	0.000	Merged-chr11-73095625-2
Merged-chr8-83724964-34	chr8	83724701	83725200	+	0.000	0.000	Merged-chr8-83724964-34
Merged-chr17-30867734-1	chr17	30867636	30867834	+	0.000	0.000	Merged-chr17-30867734-1
Merged-chr2-52424494-1	chr2	52424396	52424594	+	0.000	0.000	Merged-chr2-52424494-1
Merged-chr2-11655377-58	chr2	11655210	11655580	+	0.000	0.000	Merged-chr2-11655377-58
Merged-chr5-107950790-30	chr5	107950420	107951092	+	0.000	0.000	Merged-chr5-107950790-30
Merged-chrX-167106643-1	chrX	167106545	167106743	+	0.000	0.000	Merged-chrX-167106643-1
Merged-chr7-114086185-16	chr7	114086003	114086377	+	0.000	0.000	Merged-chr7-114086185-16
Merged-chr11-74443137-34	chr11	74442456	74443529	+	0.000	0.000	Merged-chr11-74443137-34
Merged-chr2-128427077-16	chr2	128426881	128427246	+	0.000	0.000	Merged-chr2-128427077-16
Merged-chr13-114887526-35	chr13	114887096	114887749	+	0.000	0.000	Merged-chr13-114887526-35
Merged-chr1-43163775-67	chr1	43163528	43164129	+	0.000	0.000	Merged-chr1-43163775-67
Merged-chr4-155894344-17	chr4	155894128	155894591	+	0.000	0.000	Merged-chr4-155894344-17
Merged-chr13-63240218-75	chr13	63239897	63240641	+	0.000	0.000	Merged-chr13-63240218-75
Merged-chr19-5726405-23	chr19	5726166	5726643	+	0.000	0.000	Merged-chr19-5726405-23
Merged-chr6-127150359-1	chr6	127150261	127150459	+	0.000	0.000	Merged-chr6-127150359-1
Merged-chr12-103129553-17	chr12	103129324	103129786	+	0.000	0.000	Merged-chr12-103129553-17
Merged-chr11-58948790-70	chr11	58948569	58949052	+	0.000	0.000	Merged-chr11-58948790-70
Merged-chr5-105445113-12	chr5	105444876	105445368	+	0.000	0.000	Merged-chr5-105445113-12
Merged-chr3-9709094-18	chr3	9708820	9709353	+	0.000	0.000	Merged-chr3-9709094-18
Merged-chr7-74698017-54	chr7	74697704	74698259	+	0.000	0.000	Merged-chr7-74698017-54
Merged-chr3-84126096-28	chr3	84125959	84126243	+	0.000	0.000	Merged-chr3-84126096-28
Merged-chr1-160040121-22	chr1	160039899	160040285	+	0.000	0.000	Merged-chr1-160040121-22
Merged-chr10-44410043-43	chr10	44409835	44410450	+	0.000	0.000	Merged-chr10-44410043-43
Merged-chr8-115515804-27	chr8	115515512	115516094	+	0.000	0.000	Merged-chr8-115515804-27
Merged-chr3-109165436-34	chr3	109165218	109165600	+	0.000	0.000	Merged-chr3-109165436-34
Merged-chr8-111940042-1	chr8	111939944	111940142	+	0.000	0.000	Merged-chr8-111940042-1
Merged-chr7-97355237-14	chr7	97354918	97355478	+	0.000	0.000	Merged-chr7-97355237-14
Merged-chr3-9833444-80	chr3	9833071	9833801	+	0.000	0.000	Merged-chr3-9833444-80
Merged-chr2-26668948-49	chr2	26668713	26669194	+	0.000	0.000	Merged-chr2-26668948-49
Merged-chr1-127679895-18	chr1	127679683	127680076	+	0.000	0.000	Merged-chr1-127679895-18
Merged-chr5-150406575-1	chr5	150406477	150406675	+	0.000	0.000	Merged-chr5-150406575-1
Merged-chr3-144236371-1	chr3	144236273	144236471	+	0.000	0.000	Merged-chr3-144236371-1
Merged-chr2-66114486-5	chr2	66114366	66114612	+	0.000	0.000	Merged-chr2-66114486-5
Merged-chr13-30036759-8	chr13	30036603	30036907	+	0.000	0.000	Merged-chr13-30036759-8
Merged-chr2-126496523-1	chr2	126496425	126496623	+	0.000	0.000	Merged-chr2-126496523-1
Merged-chr13-63223423-77	chr13	63223190	63223748	+	0.000	0.000	Merged-chr13-63223423-77
Merged-chr19-55768445-7	chr19	55768300	55768593	+	0.000	0.000	Merged-chr19-55768445-7
Merged-chr1-130993857-55	chr1	130993599	130994072	+	0.000	0.000	Merged-chr1-130993857-55
Merged-chr19-56682635-43	chr19	56682131	56683237	+	0.000	0.000	Merged-chr19-56682635-43
Merged-chr7-135989153-2	chr7	135989031	135989277	+	0.000	0.000	Merged-chr7-135989153-2
Merged-chr11-67525871-1	chr11	67525773	67525971	+	0.000	0.000	Merged-chr11-67525871-1
Merged-chr2-128094730-21	chr2	128094469	128094972	+	0.000	0.000	Merged-chr2-128094730-21
Merged-chr18-72975583-1	chr18	72975485	72975683	+	0.000	0.000	Merged-chr18-72975583-1
Merged-chr6-137492060-50	chr6	137491762	137492429	+	0.000	0.000	Merged-chr6-137492060-50
Merged-chr6-135497150-1	chr6	135497052	135497250	+	0.000	0.000	Merged-chr6-135497150-1
Merged-chr1-176835876-48	chr1	176835481	176836157	+	0.000	0.000	Merged-chr1-176835876-48
Merged-chr11-74556046-55	chr11	74555529	74556378	+	0.000	0.000	Merged-chr11-74556046-55
Merged-chr17-12171339-11	chr17	12171091	12171551	+	0.000	0.000	Merged-chr17-12171339-11
Merged-chr1-176950373-27	chr1	176949978	176950643	+	0.000	0.000	Merged-chr1-176950373-27
Merged-chr1-191419117-1	chr1	191419019	191419217	+	0.000	0.000	Merged-chr1-191419117-1
Merged-chr3-142546913-30	chr3	142546762	142547169	+	0.000	0.000	Merged-chr3-142546913-30
Merged-chr13-63249270-18	chr13	63249054	63249430	+	0.000	0.000	Merged-chr13-63249270-18
Merged-chr13-45876609-5	chr13	45876390	45876934	+	0.000	0.000	Merged-chr13-45876609-5
Merged-chr10-41811170-1	chr10	41811072	41811270	+	0.000	0.000	Merged-chr10-41811170-1
Merged-chr7-123369239-2	chr7	123369124	123369357	+	0.000	0.000	Merged-chr7-123369239-2
Merged-chr13-29983665-1	chr13	29983567	29983765	+	0.000	0.000	Merged-chr13-29983665-1
Merged-chrX-167102061-51	chrX	167101595	167102330	+	0.000	0.000	Merged-chrX-167102061-51
Merged-chr1-86501617-54	chr1	86501388	86501976	+	0.000	0.000	Merged-chr1-86501617-54
Merged-chr17-47630311-3	chr17	47630126	47630490	+	0.000	0.000	Merged-chr17-47630311-3
Merged-chr11-74421089-52	chr11	74420784	74421553	+	0.000	0.000	Merged-chr11-74421089-52
Merged-chr11-110399187-55	chr11	110398896	110399519	+	0.000	0.000	Merged-chr11-110399187-55
Merged-chr11-110399831-2	chr11	110399727	110399938	+	0.000	0.000	Merged-chr11-110399831-2
Merged-chr5-62574565-45	chr5	62574233	62574755	+	0.000	0.000	Merged-chr5-62574565-45
Merged-chr5-62707193-2	chr5	62707076	62707312	+	0.000	0.000	Merged-chr5-62707193-2
Merged-chr13-49652936-64	chr13	49652674	49653182	+	0.000	0.000	Merged-chr13-49652936-64
Merged-chr2-128392502-21	chr2	128392343	128392663	+	0.000	0.000	Merged-chr2-128392502-21
Merged-chr14-103621472-32	chr14	103621243	103621762	+	0.000	0.000	Merged-chr14-103621472-32
Merged-chr10-83733897-13	chr10	83733728	83734074	+	0.000	0.000	Merged-chr10-83733897-13
Merged-chr9-52298460-10	chr9	52298228	52298636	+	0.000	0.000	Merged-chr9-52298460-10
Merged-chr1-37586082-40	chr1	37585779	37586347	+	0.000	0.000	Merged-chr1-37586082-40
Merged-chr13-45837834-41	chr13	45837564	45838206	+	0.000	0.000	Merged-chr13-45837834-41
Merged-chr6-135418528-77	chr6	135417930	135418883	+	0.000	0.000	Merged-chr6-135418528-77
Merged-chr18-89089145-29	chr18	89088963	89089408	+	0.000	0.000	Merged-chr18-89089145-29
Merged-chr1-182281416-23	chr1	182281227	182281613	+	0.000	0.000	Merged-chr1-182281416-23
Merged-chr9-122242062-19	chr9	122241794	122242318	+	0.000	0.000	Merged-chr9-122242062-19
Merged-chr16-37036331-23	chr16	37036096	37036579	+	0.000	0.000	Merged-chr16-37036331-23
Merged-chr16-58507733-27	chr16	58507293	58508185	+	0.000	0.000	Merged-chr16-58507733-27
Merged-chr3-84946598-6	chr3	84946398	84946782	+	0.000	0.000	Merged-chr3-84946598-6
Merged-chr15-59389448-6	chr15	59389314	59389618	+	0.000	0.000	Merged-chr15-59389448-6
Merged-chr3-84772067-31	chr3	84771857	84772381	+	0.000	0.000	Merged-chr3-84772067-31
Merged-chr13-100790409-21	chr13	100790179	100790614	+	0.000	0.000	Merged-chr13-100790409-21
Merged-chr11-64115983-5	chr11	64115813	64116137	+	0.000	0.000	Merged-chr11-64115983-5
Merged-chr11-116618312-2	chr11	116618214	116618412	+	0.000	0.000	Merged-chr11-116618312-2
Merged-chr6-137492797-3	chr6	137492629	137492949	+	0.000	0.000	Merged-chr6-137492797-3
Merged-chr9-37554470-32	chr9	37554227	37554734	+	0.000	0.000	Merged-chr9-37554470-32
Merged-chr5-139324273-7	chr5	139324115	139324435	+	0.000	0.000	Merged-chr5-139324273-7
Merged-chr12-100501438-41	chr12	100501172	100501671	+	0.000	0.000	Merged-chr12-100501438-41
Merged-chr11-74420557-4	chr11	74420293	74420765	+	0.000	0.000	Merged-chr11-74420557-4
Merged-chr7-3281916-4	chr7	3281812	3282029	+	0.000	0.000	Merged-chr7-3281916-4
Merged-chr11-46127766-5	chr11	46127530	46127992	+	0.000	0.000	Merged-chr11-46127766-5
Merged-chr1-182255030-67	chr1	182254775	182255279	+	0.000	0.000	Merged-chr1-182255030-67
Merged-chr7-74369770-4	chr7	74369626	74369931	+	0.000	0.000	Merged-chr7-74369770-4
Merged-chr12-100442312-6	chr12	100442153	100442497	+	0.000	0.000	Merged-chr12-100442312-6
Merged-chr1-160046087-41	chr1	160045891	160046374	+	0.000	0.000	Merged-chr1-160046087-41
Merged-chr17-79091846-1	chr17	79091748	79091946	+	0.000	0.000	Merged-chr17-79091846-1
Merged-chr1-167392722-1	chr1	167392624	167392822	+	0.000	0.000	Merged-chr1-167392722-1
Merged-chr10-9880520-21	chr10	9880276	9880735	+	0.000	0.000	Merged-chr10-9880520-21
Merged-chrX-158939775-8	chrX	158939625	158939914	+	0.000	0.000	Merged-chrX-158939775-8
Merged-chr1-64688221-2	chr1	64688108	64688336	+	0.000	0.000	Merged-chr1-64688221-2
Merged-chr6-129030671-14	chr6	129030430	129030901	+	0.000	0.000	Merged-chr6-129030671-14
Merged-chr5-77367800-15	chr5	77367544	77368042	+	0.000	0.000	Merged-chr5-77367800-15
Merged-chr5-107987053-156	chr5	107986687	107987414	+	0.000	0.000	Merged-chr5-107987053-156
Merged-chr10-44532662-6	chr10	44532518	44532838	+	0.000	0.000	Merged-chr10-44532662-6
Merged-chr11-45944042-9	chr11	45943788	45944247	+	0.000	0.000	Merged-chr11-45944042-9
Merged-chr3-58983092-11	chr3	58982887	58983286	+	0.000	0.000	Merged-chr3-58983092-11
Merged-chr8-91070466-126	chr8	91070206	91070699	+	0.000	0.000	Merged-chr8-91070466-126
Merged-chr10-40400528-9	chr10	40400388	40400701	+	0.000	0.000	Merged-chr10-40400528-9
Merged-chr6-42373286-40	chr6	42372951	42373514	+	0.000	0.000	Merged-chr6-42373286-40
Merged-chr9-32510046-42	chr9	32509799	32510627	+	0.000	0.000	Merged-chr9-32510046-42
Merged-chr2-79086740-1	chr2	79086642	79086840	+	0.000	0.000	Merged-chr2-79086740-1
Merged-chr2-70129785-15	chr2	70129645	70129976	+	0.000	0.000	Merged-chr2-70129785-15
Merged-chr14-77861310-50	chr14	77860951	77861493	+	0.000	0.000	Merged-chr14-77861310-50
Merged-chr3-143965195-1	chr3	143965097	143965295	+	0.000	0.000	Merged-chr3-143965195-1
Merged-chr5-139179213-31	chr5	139178984	139179420	+	0.000	0.000	Merged-chr5-139179213-31
Merged-chr7-74599992-6	chr7	74599833	74600182	+	0.000	0.000	Merged-chr7-74599992-6
Merged-chr2-150910563-2	chr2	150910459	150910669	+	0.000	0.000	Merged-chr2-150910563-2
Merged-chr5-32610925-84	chr5	32610182	32611325	+	0.000	0.000	Merged-chr5-32610925-84
Merged-chr16-77014874-4	chr16	77014776	77014974	+	0.000	0.000	Merged-chr16-77014874-4
Merged-chr14-70276833-36	chr14	70276606	70277016	+	0.000	0.000	Merged-chr14-70276833-36
Merged-chr13-96131214-1	chr13	96131116	96131314	+	0.000	0.000	Merged-chr13-96131214-1
Merged-chr5-105010527-49	chr5	105010307	105010737	+	0.000	0.000	Merged-chr5-105010527-49
Merged-chr17-57098619-14	chr17	57098443	57098800	+	0.000	0.000	Merged-chr17-57098619-14
Merged-chr13-101664276-40	chr13	101663995	101664550	+	0.000	0.000	Merged-chr13-101664276-40
Merged-chr5-21370599-51	chr5	21370308	21370830	+	0.000	0.000	Merged-chr5-21370599-51
Merged-chr2-32912535-11	chr2	32912350	32912724	+	0.000	0.000	Merged-chr2-32912535-11
Merged-chr5-107986470-2	chr5	107986345	107986598	+	0.000	0.000	Merged-chr5-107986470-2
Merged-chr16-23135761-12	chr16	23135569	23135951	+	0.000	0.000	Merged-chr16-23135761-12
Merged-chr10-41957566-13	chr10	41957365	41957760	+	0.000	0.000	Merged-chr10-41957566-13
Merged-chr3-84126972-4	chr3	84126840	84127127	+	0.000	0.000	Merged-chr3-84126972-4
