#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TFH_Associated--ATAC_peaks.bed all.df.numx.c5-DKO_Tfh_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Tfh_vs_WT_Th1.up.bed
Merged-chr18-9449525-1	chr18	9449427	9449625	+	0.000	0.000	Merged-chr18-9449525-1
Merged-chr6-134040595-1	chr6	134040497	134040695	+	0.000	0.000	Merged-chr6-134040595-1
Merged-chr16-8455328-28	chr16	8455100	8455577	+	0.000	0.000	Merged-chr16-8455328-28
Merged-chr2-34958312-48	chr2	34957998	34958562	+	0.000	0.000	Merged-chr2-34958312-48
Merged-chr10-118867305-2	chr10	118867151	118867462	+	0.000	0.000	Merged-chr10-118867305-2
Merged-chr2-180920123-3	chr2	180919960	180920256	+	0.000	0.000	Merged-chr2-180920123-3
Merged-chr5-148494934-110	chr5	148494561	148495532	+	0.000	0.000	Merged-chr5-148494934-110
Merged-chr3-68967303-47	chr3	68966970	68967682	+	0.000	0.000	Merged-chr3-68967303-47
Merged-chr10-12963472-34	chr10	12963303	12963648	+	0.000	0.000	Merged-chr10-12963472-34
Merged-chr8-84236114-1	chr8	84236016	84236214	+	0.000	0.000	Merged-chr8-84236114-1
Merged-chr9-15709112-1	chr9	15709014	15709212	+	0.000	0.000	Merged-chr9-15709112-1
Merged-chr9-62828702-59	chr9	62828398	62829078	+	0.000	0.000	Merged-chr9-62828702-59
Merged-chr17-8239317-7	chr17	8239004	8239519	+	0.000	0.000	Merged-chr17-8239317-7
Merged-chr1-171921445-86	chr1	171921180	171921692	+	0.000	0.000	Merged-chr1-171921445-86
Merged-chr18-54906615-77	chr18	54906276	54906940	+	0.000	0.000	Merged-chr18-54906615-77
Merged-chr17-42870691-4	chr17	42870575	42870805	+	0.000	0.000	Merged-chr17-42870691-4
Merged-chrX-135975345-19	chrX	135975118	135975543	+	0.000	0.000	Merged-chrX-135975345-19
Merged-chr16-35742622-74	chr16	35742278	35742879	+	0.000	0.000	Merged-chr16-35742622-74
Merged-chr12-85710950-3	chr12	85710786	85711106	+	0.000	0.000	Merged-chr12-85710950-3
Merged-chr15-9575046-48	chr15	9574865	9575254	+	0.000	0.000	Merged-chr15-9575046-48
Merged-chr7-16196917-6	chr7	16196758	16197141	+	0.000	0.000	Merged-chr7-16196917-6
Merged-chr8-79398951-115	chr8	79398031	79399640	+	0.000	0.000	Merged-chr8-79398951-115
Merged-chr5-127617199-70	chr5	127616679	127617599	+	0.000	0.000	Merged-chr5-127617199-70
Merged-chr1-40283621-12	chr1	40283306	40283918	+	0.000	0.000	Merged-chr1-40283621-12
Merged-chr1-78658956-5	chr1	78658834	78659097	+	0.000	0.000	Merged-chr1-78658956-5
Merged-chr12-113212688-4	chr12	113212552	113212824	+	0.000	0.000	Merged-chr12-113212688-4
Merged-chr6-120978325-32	chr6	120978096	120978638	+	0.000	0.000	Merged-chr6-120978325-32
Merged-chr15-98089657-55	chr15	98089401	98089866	+	0.000	0.000	Merged-chr15-98089657-55
Merged-chr2-152102009-14	chr2	152101822	152102193	+	0.000	0.000	Merged-chr2-152102009-14
Merged-chr8-61540042-30	chr8	61539762	61540280	+	0.000	0.000	Merged-chr8-61540042-30
Merged-chr16-20517817-1	chr16	20517719	20517917	+	0.000	0.000	Merged-chr16-20517817-1
Merged-chr6-134068734-14	chr6	134068518	134068880	+	0.000	0.000	Merged-chr6-134068734-14
Merged-chr1-131993308-10	chr1	131993111	131993457	+	0.000	0.000	Merged-chr1-131993308-10
Merged-chr2-135831567-4	chr2	135831381	135831719	+	0.000	0.000	Merged-chr2-135831567-4
Merged-chr14-55086185-11	chr14	55086001	55086335	+	0.000	0.000	Merged-chr14-55086185-11
Merged-chr13-117283298-1	chr13	117283200	117283398	+	0.000	0.000	Merged-chr13-117283298-1
Merged-chr3-84477603-8	chr3	84477354	84477813	+	0.000	0.000	Merged-chr3-84477603-8
Merged-chr8-79060066-12	chr8	79059656	79060327	+	0.000	0.000	Merged-chr8-79060066-12
Merged-chrX-133887516-30	chrX	133887310	133887705	+	0.000	0.000	Merged-chrX-133887516-30
Merged-chr12-103388761-48	chr12	103388518	103389059	+	0.000	0.000	Merged-chr12-103388761-48
Merged-chr3-138275806-1	chr3	138275708	138275906	+	0.000	0.000	Merged-chr3-138275806-1
Merged-chr6-125493098-13	chr6	125492791	125493371	+	0.000	0.000	Merged-chr6-125493098-13
Merged-chr8-4166243-82	chr8	4165933	4166458	+	0.000	0.000	Merged-chr8-4166243-82
Merged-chr7-73529409-7	chr7	73529224	73529649	+	0.000	0.000	Merged-chr7-73529409-7
Merged-chr14-78273841-14	chr14	78273679	78274039	+	0.000	0.000	Merged-chr14-78273841-14
Merged-chr3-129878868-74	chr3	129878528	129879150	+	0.000	0.000	Merged-chr3-129878868-74
Merged-chr18-24305514-11	chr18	24305312	24305714	+	0.000	0.000	Merged-chr18-24305514-11
Merged-chr17-63414241-20	chr17	63413994	63414499	+	0.000	0.000	Merged-chr17-63414241-20
Merged-chr5-118375335-1	chr5	118375237	118375435	+	0.000	0.000	Merged-chr5-118375335-1
Merged-chr9-48986864-3	chr9	48986749	48986973	+	0.000	0.000	Merged-chr9-48986864-3
Merged-chr1-61046287-60	chr1	61046089	61046500	+	0.000	0.000	Merged-chr1-61046287-60
Merged-chr7-110801144-5	chr7	110800944	110801297	+	0.000	0.000	Merged-chr7-110801144-5
Merged-chr10-67194243-31	chr10	67194004	67194584	+	0.000	0.000	Merged-chr10-67194243-31
Merged-chr5-122548864-15	chr5	122548714	122549052	+	0.000	0.000	Merged-chr5-122548864-15
Merged-chr4-123016629-49	chr4	123016410	123016872	+	0.000	0.000	Merged-chr4-123016629-49
Merged-chr16-89817047-30	chr16	89816749	89817515	+	0.000	0.000	Merged-chr16-89817047-30
Merged-chr13-104288179-50	chr13	104287834	104288521	+	0.000	0.000	Merged-chr13-104288179-50
Merged-chr6-99249294-1	chr6	99249196	99249394	+	0.000	0.000	Merged-chr6-99249294-1
Merged-chr3-88513720-44	chr3	88513045	88514044	+	0.000	0.000	Merged-chr3-88513720-44
Merged-chr16-92059027-26	chr16	92058848	92059377	+	0.000	0.000	Merged-chr16-92059027-26
Merged-chr9-61705998-7	chr9	61705837	61706138	+	0.000	0.000	Merged-chr9-61705998-7
Merged-chr14-121738947-111	chr14	121738386	121739450	+	0.000	0.000	Merged-chr14-121738947-111
Merged-chr9-48480601-54	chr9	48480351	48480927	+	0.000	0.000	Merged-chr9-48480601-54
Merged-chr10-96751812-13	chr10	96751639	96751993	+	0.000	0.000	Merged-chr10-96751812-13
Merged-chr7-122940483-54	chr7	122940031	122940735	+	0.000	0.000	Merged-chr7-122940483-54
Merged-chr3-57846998-1	chr3	57846900	57847098	+	0.000	0.000	Merged-chr3-57846998-1
Merged-chr1-36262219-41	chr1	36261976	36262467	+	0.000	0.000	Merged-chr1-36262219-41
Merged-chr16-45310615-7	chr16	45310420	45310778	+	0.000	0.000	Merged-chr16-45310615-7
Merged-chr3-126831628-17	chr3	126831376	126831847	+	0.000	0.000	Merged-chr3-126831628-17
Merged-chr17-55878922-72	chr17	55878697	55879118	+	0.000	0.000	Merged-chr17-55878922-72
Merged-chr14-47568394-68	chr14	47568126	47568626	+	0.000	0.000	Merged-chr14-47568394-68
Merged-chr11-32486832-15	chr11	32486628	32487037	+	0.000	0.000	Merged-chr11-32486832-15
Merged-chr4-11006884-4	chr4	11006769	11007001	+	0.000	0.000	Merged-chr4-11006884-4
Merged-chr16-18377300-20	chr16	18377053	18377507	+	0.000	0.000	Merged-chr16-18377300-20
Merged-chr13-117051602-40	chr13	117051369	117051835	+	0.000	0.000	Merged-chr13-117051602-40
Merged-chrX-12151801-24	chrX	12151458	12152033	+	0.000	0.000	Merged-chrX-12151801-24
Merged-chr17-80762560-27	chr17	80762384	80762780	+	0.000	0.000	Merged-chr17-80762560-27
Merged-chr9-44565580-5	chr9	44565432	44565772	+	0.000	0.000	Merged-chr9-44565580-5
Merged-chr6-143838453-2	chr6	143838307	143838601	+	0.000	0.000	Merged-chr6-143838453-2
Merged-chr8-81765415-1	chr8	81765317	81765515	+	0.000	0.000	Merged-chr8-81765415-1
Merged-chr9-88329441-57	chr9	88329193	88329724	+	0.000	0.000	Merged-chr9-88329441-57
Merged-chr6-34475470-1	chr6	34475372	34475570	+	0.000	0.000	Merged-chr6-34475470-1
Merged-chr11-115814180-82	chr11	115813655	115814540	+	0.000	0.000	Merged-chr11-115814180-82
Merged-chr1-188980258-48	chr1	188979912	188980523	+	0.000	0.000	Merged-chr1-188980258-48
Merged-chr4-139602785-16	chr4	139602596	139603036	+	0.000	0.000	Merged-chr4-139602785-16
Merged-chr8-41039674-18	chr8	41039315	41039844	+	0.000	0.000	Merged-chr8-41039674-18
Merged-chr16-24263045-11	chr16	24262887	24263281	+	0.000	0.000	Merged-chr16-24263045-11
Merged-chr4-144906777-28	chr4	144906578	144906978	+	0.000	0.000	Merged-chr4-144906777-28
Merged-chr1-192764646-13	chr1	192764472	192764798	+	0.000	0.000	Merged-chr1-192764646-13
Merged-chr14-8214225-75	chr14	8213843	8214450	+	0.000	0.000	Merged-chr14-8214225-75
Merged-chr11-3101899-4	chr11	3101801	3101999	+	0.000	0.000	Merged-chr11-3101899-4
Merged-chr11-82952709-57	chr11	82952376	82953204	+	0.000	0.000	Merged-chr11-82952709-57
Merged-chr1-178463862-33	chr1	178463583	178464083	+	0.000	0.000	Merged-chr1-178463862-33
Merged-chr2-68436038-76	chr2	68435367	68436328	+	0.000	0.000	Merged-chr2-68436038-76
Merged-chr4-152117699-6	chr4	152117545	152117857	+	0.000	0.000	Merged-chr4-152117699-6
Merged-chr18-55338446-1	chr18	55338348	55338546	+	0.000	0.000	Merged-chr18-55338446-1
Merged-chr4-139556142-4	chr4	139556019	139556257	+	0.000	0.000	Merged-chr4-139556142-4
Merged-chr7-6283007-16	chr7	6282846	6283143	+	0.000	0.000	Merged-chr7-6283007-16
Merged-chr5-139460565-47	chr5	139460354	139460812	+	0.000	0.000	Merged-chr5-139460565-47
Merged-chr17-30005646-4	chr17	30005384	30005831	+	0.000	0.000	Merged-chr17-30005646-4
Merged-chr16-15910429-9	chr16	15910255	15910660	+	0.000	0.000	Merged-chr16-15910429-9
Merged-chr1-128549084-80	chr1	128548730	128549786	+	0.000	0.000	Merged-chr1-128549084-80
Merged-chr11-74897454-145	chr11	74896265	74898229	+	0.000	0.000	Merged-chr11-74897454-145
Merged-chr2-59482840-22	chr2	59482656	59483009	+	0.000	0.000	Merged-chr2-59482840-22
Merged-chr10-93262477-16	chr10	93262248	93262826	+	0.000	0.000	Merged-chr10-93262477-16
Merged-chr13-58067754-68	chr13	58067386	58068076	+	0.000	0.000	Merged-chr13-58067754-68
Merged-chr1-60985751-5	chr1	60985643	60985859	+	0.000	0.000	Merged-chr1-60985751-5
Merged-chr2-6380083-49	chr2	6379839	6380296	+	0.000	0.000	Merged-chr2-6380083-49
Merged-chr14-45051000-2	chr14	45050894	45051109	+	0.000	0.000	Merged-chr14-45051000-2
Merged-chr5-121634808-1	chr5	121634710	121634908	+	0.000	0.000	Merged-chr5-121634808-1
Merged-chr12-69501974-43	chr12	69501730	69502315	+	0.000	0.000	Merged-chr12-69501974-43
Merged-chr5-118028862-172	chr5	118027446	118029786	+	0.000	0.000	Merged-chr5-118028862-172
Merged-chr7-138909643-85	chr7	138909397	138909890	+	0.000	0.000	Merged-chr7-138909643-85
Merged-chr2-158450129-3	chr2	158450019	158450236	+	0.000	0.000	Merged-chr2-158450129-3
Merged-chr2-29629484-37	chr2	29629051	29629681	+	0.000	0.000	Merged-chr2-29629484-37
Merged-chr10-42862533-53	chr10	42862242	42862825	+	0.000	0.000	Merged-chr10-42862533-53
Merged-chr9-108342935-1	chr9	108342837	108343035	+	0.000	0.000	Merged-chr9-108342935-1
Merged-chr4-129821455-21	chr4	129821167	129821717	+	0.000	0.000	Merged-chr4-129821455-21
Merged-chr16-24850732-11	chr16	24850324	24851083	+	0.000	0.000	Merged-chr16-24850732-11
Merged-chr15-31452943-2	chr15	31452794	31453095	+	0.000	0.000	Merged-chr15-31452943-2
Merged-chr16-89835915-50	chr16	89835726	89836145	+	0.000	0.000	Merged-chr16-89835915-50
Merged-chr13-117025711-44	chr13	117025533	117025970	+	0.000	0.000	Merged-chr13-117025711-44
Merged-chr13-91178743-26	chr13	91178504	91178999	+	0.000	0.000	Merged-chr13-91178743-26
Merged-chr6-73268077-15	chr6	73267929	73268269	+	0.000	0.000	Merged-chr6-73268077-15
Merged-chr19-40819012-30	chr19	40818824	40819272	+	0.000	0.000	Merged-chr19-40819012-30
Merged-chr7-30327345-5	chr7	30327196	30327500	+	0.000	0.000	Merged-chr7-30327345-5
Merged-chr11-22811652-4	chr11	22811522	22811767	+	0.000	0.000	Merged-chr11-22811652-4
Merged-chr6-144332292-25	chr6	144331952	144332689	+	0.000	0.000	Merged-chr6-144332292-25
Merged-chr3-37173489-44	chr3	37173240	37173898	+	0.000	0.000	Merged-chr3-37173489-44
Merged-chr2-29683864-12	chr2	29683610	29684138	+	0.000	0.000	Merged-chr2-29683864-12
Merged-chr2-37703369-89	chr2	37703045	37703751	+	0.000	0.000	Merged-chr2-37703369-89
Merged-chr9-114507598-34	chr9	114507169	114507885	+	0.000	0.000	Merged-chr9-114507598-34
Merged-chr10-30656775-1	chr10	30656677	30656875	+	0.000	0.000	Merged-chr10-30656775-1
Merged-chr11-52320694-9	chr11	52320554	52320829	+	0.000	0.000	Merged-chr11-52320694-9
Merged-chr11-4319029-17	chr11	4318559	4319379	+	0.000	0.000	Merged-chr11-4319029-17
Merged-chr15-89591858-51	chr15	89591559	89592127	+	0.000	0.000	Merged-chr15-89591858-51
Merged-chrX-134751230-54	chrX	134750947	134751540	+	0.000	0.000	Merged-chrX-134751230-54
Merged-chr1-173423098-2	chr1	173422977	173423222	+	0.000	0.000	Merged-chr1-173423098-2
Merged-chr2-79518412-18	chr2	79518186	79518656	+	0.000	0.000	Merged-chr2-79518412-18
Merged-chr1-136345006-2	chr1	136344892	136345123	+	0.000	0.000	Merged-chr1-136345006-2
Merged-chr11-99136684-32	chr11	99136446	99136913	+	0.000	0.000	Merged-chr11-99136684-32
Merged-chr1-136685597-75	chr1	136685309	136685821	+	0.000	0.000	Merged-chr1-136685597-75
Merged-chr3-115819602-2	chr3	115819501	115819706	+	0.000	0.000	Merged-chr3-115819602-2
Merged-chr12-16202520-13	chr12	16202231	16202815	+	0.000	0.000	Merged-chr12-16202520-13
Merged-chr7-12979505-1	chr7	12979407	12979605	+	0.000	0.000	Merged-chr7-12979505-1
Merged-chr9-83064625-1	chr9	83064527	83064725	+	0.000	0.000	Merged-chr9-83064625-1
Merged-chr2-28533447-53	chr2	28533199	28533832	+	0.000	0.000	Merged-chr2-28533447-53
Merged-chr6-65764798-1	chr6	65764700	65764898	+	0.000	0.000	Merged-chr6-65764798-1
Merged-chr15-9455441-21	chr15	9455168	9455648	+	0.000	0.000	Merged-chr15-9455441-21
Merged-chr6-145303796-48	chr6	145303537	145303976	+	0.000	0.000	Merged-chr6-145303796-48
Merged-chr5-122288620-47	chr5	122288414	122288797	+	0.000	0.000	Merged-chr5-122288620-47
Merged-chr3-94953960-56	chr3	94953457	94954268	+	0.000	0.000	Merged-chr3-94953960-56
Merged-chr10-17657031-20	chr10	17656704	17657287	+	0.000	0.000	Merged-chr10-17657031-20
Merged-chr5-147057777-2	chr5	147057650	147057906	+	0.000	0.000	Merged-chr5-147057777-2
Merged-chr5-139382660-104	chr5	139382222	139383141	+	0.000	0.000	Merged-chr5-139382660-104
Merged-chr14-51913534-68	chr14	51913122	51913830	+	0.000	0.000	Merged-chr14-51913534-68
Merged-chr17-6064390-2	chr17	6064292	6064490	+	0.000	0.000	Merged-chr17-6064390-2
Merged-chr1-34218504-21	chr1	34218307	34218723	+	0.000	0.000	Merged-chr1-34218504-21
Merged-chr9-43238844-1	chr9	43238746	43238944	+	0.000	0.000	Merged-chr9-43238844-1
Merged-chr3-94649201-14	chr3	94648962	94649456	+	0.000	0.000	Merged-chr3-94649201-14
Merged-chr6-38810070-95	chr6	38809822	38810428	+	0.000	0.000	Merged-chr6-38810070-95
Merged-chr18-55184641-11	chr18	55184487	55184775	+	0.000	0.000	Merged-chr18-55184641-11
Merged-chr2-103632734-49	chr2	103632551	103632970	+	0.000	0.000	Merged-chr2-103632734-49
Merged-chr12-102451586-20	chr12	102451381	102451830	+	0.000	0.000	Merged-chr12-102451586-20
Merged-chr1-23935168-46	chr1	23934938	23935596	+	0.000	0.000	Merged-chr1-23935168-46
Merged-chr16-94240379-2	chr16	94240278	94240483	+	0.000	0.000	Merged-chr16-94240379-2
Merged-chr11-22814136-127	chr11	22813946	22814482	+	0.000	0.000	Merged-chr11-22814136-127
Merged-chr1-40266669-8	chr1	40266448	40266820	+	0.000	0.000	Merged-chr1-40266669-8
Merged-chr2-18967765-9	chr2	18967646	18967900	+	0.000	0.000	Merged-chr2-18967765-9
Merged-chr6-144902713-143	chr6	144902440	144902926	+	0.000	0.000	Merged-chr6-144902713-143
Merged-chr16-76299759-15	chr16	76299554	76300120	+	0.000	0.000	Merged-chr16-76299759-15
Merged-chr8-4318840-5	chr8	4318679	4319029	+	0.000	0.000	Merged-chr8-4318840-5
Merged-chr10-53595883-23	chr10	53595689	53596089	+	0.000	0.000	Merged-chr10-53595883-23
Merged-chr15-53272794-21	chr15	53272570	53273043	+	0.000	0.000	Merged-chr15-53272794-21
Merged-chr5-65883113-66	chr5	65882375	65884001	+	0.000	0.000	Merged-chr5-65883113-66
Merged-chr12-80257238-10	chr12	80257035	80257422	+	0.000	0.000	Merged-chr12-80257238-10
Merged-chr18-9394163-42	chr18	9393853	9394444	+	0.000	0.000	Merged-chr18-9394163-42
Merged-chr13-95518086-22	chr13	95517782	95518324	+	0.000	0.000	Merged-chr13-95518086-22
Merged-chr1-127320105-13	chr1	127319894	127320276	+	0.000	0.000	Merged-chr1-127320105-13
Merged-chr13-51886128-52	chr13	51885915	51886454	+	0.000	0.000	Merged-chr13-51886128-52
Merged-chr18-55161771-19	chr18	55161489	55162027	+	0.000	0.000	Merged-chr18-55161771-19
Merged-chr1-132010988-72	chr1	132010726	132011376	+	0.000	0.000	Merged-chr1-132010988-72
Merged-chr14-31640983-59	chr14	31640723	31641215	+	0.000	0.000	Merged-chr14-31640983-59
Merged-chr12-51887733-83	chr12	51887442	51888106	+	0.000	0.000	Merged-chr12-51887733-83
Merged-chr18-54839471-21	chr18	54839244	54839799	+	0.000	0.000	Merged-chr18-54839471-21
Merged-chr9-77958739-8	chr9	77958595	77958890	+	0.000	0.000	Merged-chr9-77958739-8
Merged-chr6-54595326-63	chr6	54594973	54595748	+	0.000	0.000	Merged-chr6-54595326-63
Merged-chr11-44540371-5	chr11	44540211	44540571	+	0.000	0.000	Merged-chr11-44540371-5
Merged-chr3-104818098-119	chr3	104817576	104818621	+	0.000	0.000	Merged-chr3-104818098-119
Merged-chr1-189922190-68	chr1	189921904	189922538	+	0.000	0.000	Merged-chr1-189922190-68
Merged-chr18-55146782-23	chr18	55146540	55146995	+	0.000	0.000	Merged-chr18-55146782-23
Merged-chr16-8459319-22	chr16	8459061	8459549	+	0.000	0.000	Merged-chr16-8459319-22
Merged-chr5-118381080-97	chr5	118380374	118381602	+	0.000	0.000	Merged-chr5-118381080-97
Merged-chr18-79234002-2	chr18	79233889	79234117	+	0.000	0.000	Merged-chr18-79234002-2
Merged-chr7-118120096-37	chr7	118119918	118120275	+	0.000	0.000	Merged-chr7-118120096-37
Merged-chr5-103579979-7	chr5	103579812	103580115	+	0.000	0.000	Merged-chr5-103579979-7
Merged-chr6-144130277-1	chr6	144130179	144130377	+	0.000	0.000	Merged-chr6-144130277-1
Merged-chr2-28547931-31	chr2	28547723	28548183	+	0.000	0.000	Merged-chr2-28547931-31
Merged-chr11-113787129-1	chr11	113787031	113787229	+	0.000	0.000	Merged-chr11-113787129-1
Merged-chr1-127319416-1	chr1	127319318	127319516	+	0.000	0.000	Merged-chr1-127319416-1
Merged-chr13-117048588-56	chr13	117048167	117048843	+	0.000	0.000	Merged-chr13-117048588-56
Merged-chr14-122700825-21	chr14	122700620	122701105	+	0.000	0.000	Merged-chr14-122700825-21
Merged-chr15-36330676-10	chr15	36330421	36330876	+	0.000	0.000	Merged-chr15-36330676-10
Merged-chr2-59469655-1	chr2	59469557	59469755	+	0.000	0.000	Merged-chr2-59469655-1
Merged-chr10-82128088-63	chr10	82127911	82128293	+	0.000	0.000	Merged-chr10-82128088-63
Merged-chr4-154012017-96	chr4	154011483	154012523	+	0.000	0.000	Merged-chr4-154012017-96
Merged-chr6-129239949-37	chr6	129239689	129240229	+	0.000	0.000	Merged-chr6-129239949-37
Merged-chr9-89874599-29	chr9	89874349	89874984	+	0.000	0.000	Merged-chr9-89874599-29
Merged-chr9-118752627-3	chr9	118752418	118752817	+	0.000	0.000	Merged-chr9-118752627-3
Merged-chr9-61714150-4	chr9	61714027	61714269	+	0.000	0.000	Merged-chr9-61714150-4
Merged-chr15-53292973-16	chr15	53292811	53293198	+	0.000	0.000	Merged-chr15-53292973-16
Merged-chr2-172940358-59	chr2	172940071	172940596	+	0.000	0.000	Merged-chr2-172940358-59
Merged-chr1-55436784-5	chr1	55436640	55436952	+	0.000	0.000	Merged-chr1-55436784-5
Merged-chr5-127610984-1	chr5	127610886	127611084	+	0.000	0.000	Merged-chr5-127610984-1
Merged-chr5-123930715-52	chr5	123930495	123930935	+	0.000	0.000	Merged-chr5-123930715-52
Merged-chr5-138263904-55	chr5	138263475	138264221	+	0.000	0.000	Merged-chr5-138263904-55
Merged-chr8-126720855-1	chr8	126720757	126720955	+	0.000	0.000	Merged-chr8-126720855-1
Merged-chr3-136183982-1	chr3	136183884	136184082	+	0.000	0.000	Merged-chr3-136183982-1
Merged-chr1-136616971-1	chr1	136616873	136617071	+	0.000	0.000	Merged-chr1-136616971-1
Merged-chr3-127845262-14	chr3	127844922	127845567	+	0.000	0.000	Merged-chr3-127845262-14
Merged-chr13-110019078-112	chr13	110018449	110019748	+	0.000	0.000	Merged-chr13-110019078-112
Merged-chr9-101249791-43	chr9	101249607	101249987	+	0.000	0.000	Merged-chr9-101249791-43
Merged-chr3-37157248-37	chr3	37157071	37157427	+	0.000	0.000	Merged-chr3-37157248-37
Merged-chr2-77280140-2	chr2	77280031	77280252	+	0.000	0.000	Merged-chr2-77280140-2
Merged-chr6-134567359-2	chr6	134567261	134567459	+	0.000	0.000	Merged-chr6-134567359-2
Merged-chr12-21167336-52	chr12	21167063	21167658	+	0.000	0.000	Merged-chr12-21167336-52
Merged-chr17-29963918-10	chr17	29963672	29964125	+	0.000	0.000	Merged-chr17-29963918-10
Merged-chr8-86077968-1	chr8	86077870	86078068	+	0.000	0.000	Merged-chr8-86077968-1
Merged-chr5-107209984-10	chr5	107209812	107210149	+	0.000	0.000	Merged-chr5-107209984-10
Merged-chr6-85432014-45	chr6	85431758	85432249	+	0.000	0.000	Merged-chr6-85432014-45
Merged-chr7-16326408-27	chr7	16326231	16326611	+	0.000	0.000	Merged-chr7-16326408-27
Merged-chr13-58213937-15	chr13	58213771	58214065	+	0.000	0.000	Merged-chr13-58213937-15
Merged-chr2-117358189-8	chr2	117357946	117358407	+	0.000	0.000	Merged-chr2-117358189-8
Merged-chr15-100145354-14	chr15	100145170	100145540	+	0.000	0.000	Merged-chr15-100145354-14
Merged-chr17-84183642-1	chr17	84183544	84183742	+	0.000	0.000	Merged-chr17-84183642-1
Merged-chr15-6569076-63	chr15	6568691	6569336	+	0.000	0.000	Merged-chr15-6569076-63
Merged-chr17-8239854-1	chr17	8239756	8239954	+	0.000	0.000	Merged-chr17-8239854-1
Merged-chr14-31414970-54	chr14	31414644	31415391	+	0.000	0.000	Merged-chr14-31414970-54
Merged-chr6-85154206-31	chr6	85153910	85154455	+	0.000	0.000	Merged-chr6-85154206-31
Merged-chr2-150218165-69	chr2	150217873	150218496	+	0.000	0.000	Merged-chr2-150218165-69
Merged-chr17-57188930-47	chr17	57188754	57189177	+	0.000	0.000	Merged-chr17-57188930-47
Merged-chr1-182833286-1	chr1	182833188	182833386	+	0.000	0.000	Merged-chr1-182833286-1
Merged-chr7-83660655-125	chr7	83660138	83661164	+	0.000	0.000	Merged-chr7-83660655-125
Merged-chr9-66990263-13	chr9	66990061	66990432	+	0.000	0.000	Merged-chr9-66990263-13
Merged-chr2-32694192-49	chr2	32694003	32694381	+	0.000	0.000	Merged-chr2-32694192-49
Merged-chr14-105176952-137	chr14	105176449	105177233	+	0.000	0.000	Merged-chr14-105176952-137
Merged-chr13-93546286-16	chr13	93546039	93546626	+	0.000	0.000	Merged-chr13-93546286-16
Merged-chr12-17750053-2	chr12	17749864	17750245	+	0.000	0.000	Merged-chr12-17750053-2
Merged-chr4-87979806-23	chr4	87979544	87980060	+	0.000	0.000	Merged-chr4-87979806-23
Merged-chr2-59513816-12	chr2	59513636	59513949	+	0.000	0.000	Merged-chr2-59513816-12
Merged-chr12-78356695-8	chr12	78356467	78356872	+	0.000	0.000	Merged-chr12-78356695-8
Merged-chr10-130330917-51	chr10	130330709	130331174	+	0.000	0.000	Merged-chr10-130330917-51
Merged-chr2-68436653-2	chr2	68436530	68436778	+	0.000	0.000	Merged-chr2-68436653-2
Merged-chr2-132035691-29	chr2	132035468	132035942	+	0.000	0.000	Merged-chr2-132035691-29
Merged-chr11-69366832-87	chr11	69366447	69367367	+	0.000	0.000	Merged-chr11-69366832-87
Merged-chr2-26623162-26	chr2	26622917	26623358	+	0.000	0.000	Merged-chr2-26623162-26
Merged-chr7-25130753-10	chr7	25130592	25130895	+	0.000	0.000	Merged-chr7-25130753-10
Merged-chr5-89901174-42	chr5	89900541	89901533	+	0.000	0.000	Merged-chr5-89901174-42
Merged-chr6-99094818-4	chr6	99094618	99095010	+	0.000	0.000	Merged-chr6-99094818-4
Merged-chr8-126673229-3	chr8	126673075	126673415	+	0.000	0.000	Merged-chr8-126673229-3
Merged-chr3-136068029-1	chr3	136067931	136068129	+	0.000	0.000	Merged-chr3-136068029-1
Merged-chr3-37675303-18	chr3	37674952	37675624	+	0.000	0.000	Merged-chr3-37675303-18
Merged-chr8-79029406-228	chr8	79028001	79030887	+	0.000	0.000	Merged-chr8-79029406-228
Merged-chr3-131156512-43	chr3	131156256	131156724	+	0.000	0.000	Merged-chr3-131156512-43
Merged-chr11-100824336-61	chr11	100824038	100824606	+	0.000	0.000	Merged-chr11-100824336-61
Merged-chr8-85492637-59	chr8	85492395	85492816	+	0.000	0.000	Merged-chr8-85492637-59
Merged-chrX-134746637-15	chrX	134746416	134746825	+	0.000	0.000	Merged-chrX-134746637-15
Merged-chr10-117571495-58	chr10	117571282	117571706	+	0.000	0.000	Merged-chr10-117571495-58
Merged-chrX-95658515-49	chrX	95658311	95658848	+	0.000	0.000	Merged-chrX-95658515-49
Merged-chr18-55549446-130	chr18	55548572	55550440	+	0.000	0.000	Merged-chr18-55549446-130
Merged-chr1-164562687-1	chr1	164562589	164562787	+	0.000	0.000	Merged-chr1-164562687-1
Merged-chr1-86179069-36	chr1	86178858	86179326	+	0.000	0.000	Merged-chr1-86179069-36
Merged-chr18-41863369-1	chr18	41863271	41863469	+	0.000	0.000	Merged-chr18-41863369-1
Merged-chr1-181257828-3	chr1	181257707	181257975	+	0.000	0.000	Merged-chr1-181257828-3
Merged-chr4-53159835-57	chr4	53159405	53160141	+	0.000	0.000	Merged-chr4-53159835-57
Merged-chr3-9568490-10	chr3	9568191	9568745	+	0.000	0.000	Merged-chr3-9568490-10
