#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_II--ATAC_peaks.bed all.df.numx.c5-STAT4_WT_Tfh_vs_Naive.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_WT_Tfh_vs_Naive.dn.bed
Merged-chr11-98948156-24	chr11	98947839	98948365	+	0.000	0.000	Merged-chr11-98948156-24
Merged-chr16-15637448-97	chr16	15637257	15637707	+	0.000	0.000	Merged-chr16-15637448-97
Merged-chr1-161775163-66	chr1	161774795	161775578	+	0.000	0.000	Merged-chr1-161775163-66
Merged-chr5-129941845-102	chr5	129941486	129942179	+	0.000	0.000	Merged-chr5-129941845-102
Merged-chr18-56469850-1	chr18	56469752	56469950	+	0.000	0.000	Merged-chr18-56469850-1
Merged-chr10-54075073-232	chr10	54073776	54075894	+	0.000	0.000	Merged-chr10-54075073-232
Merged-chr6-129591756-34	chr6	129591505	129591969	+	0.000	0.000	Merged-chr6-129591756-34
Merged-chr5-100728924-32	chr5	100728703	100729168	+	0.000	0.000	Merged-chr5-100728924-32
Merged-chr10-77537383-119	chr10	77537064	77537845	+	0.000	0.000	Merged-chr10-77537383-119
Merged-chr14-67918288-2	chr14	67918190	67918388	+	0.000	0.000	Merged-chr14-67918288-2
Merged-chr7-63991713-9	chr7	63991487	63991941	+	0.000	0.000	Merged-chr7-63991713-9
Merged-chr13-63394765-12	chr13	63394570	63394946	+	0.000	0.000	Merged-chr13-63394765-12
Merged-chr19-5602029-50	chr19	5601827	5602295	+	0.000	0.000	Merged-chr19-5602029-50
Merged-chr17-73905403-24	chr17	73905124	73905633	+	0.000	0.000	Merged-chr17-73905403-24
Merged-chr5-66105655-12	chr5	66105486	66105844	+	0.000	0.000	Merged-chr5-66105655-12
Merged-chr5-107688177-56	chr5	107687897	107688458	+	0.000	0.000	Merged-chr5-107688177-56
Merged-chr8-35208529-7	chr8	35208342	35208688	+	0.000	0.000	Merged-chr8-35208529-7
Merged-chr7-127208983-91	chr7	127208740	127209298	+	0.000	0.000	Merged-chr7-127208983-91
Merged-chr8-75170941-1	chr8	75170843	75171041	+	0.000	0.000	Merged-chr8-75170941-1
Merged-chr8-83608300-96	chr8	83608002	83608590	+	0.000	0.000	Merged-chr8-83608300-96
Merged-chr6-54935803-2	chr6	54935689	54935920	+	0.000	0.000	Merged-chr6-54935803-2
Merged-chr13-108303993-3	chr13	108303852	108304144	+	0.000	0.000	Merged-chr13-108303993-3
Merged-chr4-57896765-11	chr4	57896390	57897163	+	0.000	0.000	Merged-chr4-57896765-11
Merged-chr2-103703560-39	chr2	103703355	103703842	+	0.000	0.000	Merged-chr2-103703560-39
Merged-chr2-45140740-1	chr2	45140642	45140840	+	0.000	0.000	Merged-chr2-45140740-1
Merged-chr7-112213302-61	chr7	112212919	112213620	+	0.000	0.000	Merged-chr7-112213302-61
Merged-chr8-35205738-9	chr8	35205483	35205933	+	0.000	0.000	Merged-chr8-35205738-9
Merged-chr17-78087139-42	chr17	78086941	78087296	+	0.000	0.000	Merged-chr17-78087139-42
Merged-chr1-33565999-31	chr1	33565824	33566174	+	0.000	0.000	Merged-chr1-33565999-31
Merged-chr13-33076326-2	chr13	33076223	33076432	+	0.000	0.000	Merged-chr13-33076326-2
Merged-chr1-161766732-121	chr1	161766519	161767187	+	0.000	0.000	Merged-chr1-161766732-121
Merged-chr7-75848456-56	chr7	75848106	75849008	+	0.000	0.000	Merged-chr7-75848456-56
Merged-chr10-92674127-2	chr10	92674026	92674230	+	0.000	0.000	Merged-chr10-92674127-2
Merged-chr1-161804729-61	chr1	161804340	161804967	+	0.000	0.000	Merged-chr1-161804729-61
Merged-chr5-107078603-5	chr5	107078478	107078741	+	0.000	0.000	Merged-chr5-107078603-5
Merged-chr19-40679899-13	chr19	40679748	40680088	+	0.000	0.000	Merged-chr19-40679899-13
Merged-chr19-53329659-91	chr19	53329324	53329920	+	0.000	0.000	Merged-chr19-53329659-91
Merged-chr6-50408828-6	chr6	50408702	50408985	+	0.000	0.000	Merged-chr6-50408828-6
Merged-chr17-33890750-49	chr17	33890551	33890934	+	0.000	0.000	Merged-chr17-33890750-49
Merged-chr10-17947676-130	chr10	17947202	17947983	+	0.000	0.000	Merged-chr10-17947676-130
Merged-chr8-35250826-10	chr8	35250547	35251030	+	0.000	0.000	Merged-chr8-35250826-10
Merged-chr14-105258871-78	chr14	105258674	105259092	+	0.000	0.000	Merged-chr14-105258871-78
Merged-chr10-40165050-35	chr10	40164780	40165252	+	0.000	0.000	Merged-chr10-40165050-35
Merged-chr18-56374140-32	chr18	56373970	56374464	+	0.000	0.000	Merged-chr18-56374140-32
Merged-chr1-20820206-62	chr1	20819935	20820525	+	0.000	0.000	Merged-chr1-20820206-62
Merged-chr3-19240113-21	chr3	19239972	19240268	+	0.000	0.000	Merged-chr3-19240113-21
Merged-chr19-18713234-65	chr19	18712984	18713471	+	0.000	0.000	Merged-chr19-18713234-65
Merged-chr13-12334170-11	chr13	12334019	12334356	+	0.000	0.000	Merged-chr13-12334170-11
Merged-chr4-15300125-32	chr4	15299816	15300455	+	0.000	0.000	Merged-chr4-15300125-32
Merged-chr18-89176946-25	chr18	89176601	89177380	+	0.000	0.000	Merged-chr18-89176946-25
Merged-chr7-75849476-13	chr7	75849218	75849638	+	0.000	0.000	Merged-chr7-75849476-13
Merged-chr15-92976525-2	chr15	92976397	92976656	+	0.000	0.000	Merged-chr15-92976525-2
Merged-chr13-21783235-60	chr13	21783004	21783442	+	0.000	0.000	Merged-chr13-21783235-60
Merged-chr5-124028703-2	chr5	124028538	124028871	+	0.000	0.000	Merged-chr5-124028703-2
Merged-chr9-94452857-1	chr9	94452759	94452957	+	0.000	0.000	Merged-chr9-94452857-1
Merged-chr15-31137508-23	chr15	31137338	31137796	+	0.000	0.000	Merged-chr15-31137508-23
Merged-chr12-16259149-1	chr12	16259051	16259249	+	0.000	0.000	Merged-chr12-16259149-1
Merged-chr15-73523297-26	chr15	73522875	73523549	+	0.000	0.000	Merged-chr15-73523297-26
Merged-chr13-13552023-7	chr13	13551813	13552247	+	0.000	0.000	Merged-chr13-13552023-7
Merged-chr2-60845573-40	chr2	60845306	60845914	+	0.000	0.000	Merged-chr2-60845573-40
Merged-chr10-40163524-42	chr10	40163324	40163946	+	0.000	0.000	Merged-chr10-40163524-42
Merged-chr12-16589670-47	chr12	16589430	16589900	+	0.000	0.000	Merged-chr12-16589670-47
Merged-chr13-35754496-1	chr13	35754398	35754596	+	0.000	0.000	Merged-chr13-35754496-1
Merged-chr13-12344548-13	chr13	12344367	12344735	+	0.000	0.000	Merged-chr13-12344548-13
Merged-chr13-4192046-2	chr13	4191921	4192174	+	0.000	0.000	Merged-chr13-4192046-2
Merged-chr6-30896193-1	chr6	30896095	30896293	+	0.000	0.000	Merged-chr6-30896193-1
Merged-chr1-120057307-12	chr1	120057090	120057575	+	0.000	0.000	Merged-chr1-120057307-12
Merged-chr4-11900204-55	chr4	11899921	11900425	+	0.000	0.000	Merged-chr4-11900204-55
Merged-chr17-23739826-1	chr17	23739728	23739926	+	0.000	0.000	Merged-chr17-23739826-1
Merged-chr2-25183528-1	chr2	25183430	25183628	+	0.000	0.000	Merged-chr2-25183528-1
Merged-chr11-101201152-7	chr11	101201016	101201294	+	0.000	0.000	Merged-chr11-101201152-7
Merged-chrX-167231316-28	chrX	167231165	167231518	+	0.000	0.000	Merged-chrX-167231316-28
Merged-chr10-89462110-46	chr10	89461829	89462408	+	0.000	0.000	Merged-chr10-89462110-46
Merged-chr10-21975536-24	chr10	21975336	21975752	+	0.000	0.000	Merged-chr10-21975536-24
Merged-chr16-36687290-4	chr16	36687127	36687449	+	0.000	0.000	Merged-chr16-36687290-4
Merged-chr13-113866021-18	chr13	113865780	113866198	+	0.000	0.000	Merged-chr13-113866021-18
Merged-chr4-120951059-1	chr4	120950961	120951159	+	0.000	0.000	Merged-chr4-120951059-1
Merged-chr19-5844986-1	chr19	5844888	5845086	+	0.000	0.000	Merged-chr19-5844986-1
Merged-chr11-83628943-8	chr11	83628718	83629133	+	0.000	0.000	Merged-chr11-83628943-8
Merged-chr9-79914391-28	chr9	79914217	79914600	+	0.000	0.000	Merged-chr9-79914391-28
Merged-chr15-31166801-87	chr15	31166400	31167098	+	0.000	0.000	Merged-chr15-31166801-87
Merged-chr10-118087775-2	chr10	118087677	118087876	+	0.000	0.000	Merged-chr10-118087775-2
Merged-chr15-97825306-48	chr15	97825142	97825548	+	0.000	0.000	Merged-chr15-97825306-48
Merged-chrX-102160370-10	chrX	102160057	102160621	+	0.000	0.000	Merged-chrX-102160370-10
Merged-chr4-145229202-5	chr4	145229039	145229350	+	0.000	0.000	Merged-chr4-145229202-5
Merged-chr2-155402993-3	chr2	155402874	155403119	+	0.000	0.000	Merged-chr2-155402993-3
Merged-chr7-128058863-4	chr7	128058755	128058971	+	0.000	0.000	Merged-chr7-128058863-4
Merged-chr7-89308449-38	chr7	89308205	89308820	+	0.000	0.000	Merged-chr7-89308449-38
Merged-chr12-16591719-49	chr12	16591487	16591940	+	0.000	0.000	Merged-chr12-16591719-49
Merged-chr5-135149423-77	chr5	135149185	135149682	+	0.000	0.000	Merged-chr5-135149423-77
Merged-chr6-30862532-8	chr6	30862358	30862709	+	0.000	0.000	Merged-chr6-30862532-8
Merged-chr7-81863346-31	chr7	81863108	81863562	+	0.000	0.000	Merged-chr7-81863346-31
Merged-chr7-101310709-58	chr7	101310522	101310916	+	0.000	0.000	Merged-chr7-101310709-58
Merged-chr1-120074241-1	chr1	120074143	120074341	+	0.000	0.000	Merged-chr1-120074241-1
Merged-chr2-60881249-79	chr2	60880986	60881461	+	0.000	0.000	Merged-chr2-60881249-79
Merged-chr1-21052360-12	chr1	21052165	21052576	+	0.000	0.000	Merged-chr1-21052360-12
Merged-chr1-9850734-3	chr1	9850602	9850877	+	0.000	0.000	Merged-chr1-9850734-3
Merged-chr13-63431477-108	chr13	63431238	63431734	+	0.000	0.000	Merged-chr13-63431477-108
Merged-chr18-66452450-5	chr18	66452310	66452588	+	0.000	0.000	Merged-chr18-66452450-5
Merged-chr4-114986934-83	chr4	114986706	114987184	+	0.000	0.000	Merged-chr4-114986934-83
Merged-chr13-8885796-61	chr13	8885614	8885988	+	0.000	0.000	Merged-chr13-8885796-61
Merged-chrX-77796416-1	chrX	77796318	77796516	+	0.000	0.000	Merged-chrX-77796416-1
Merged-chr3-75557381-3	chr3	75557283	75557481	+	0.000	0.000	Merged-chr3-75557381-3
Merged-chr5-140623883-3	chr5	140623662	140624070	+	0.000	0.000	Merged-chr5-140623883-3
Merged-chr19-10709872-54	chr19	10709353	10710241	+	0.000	0.000	Merged-chr19-10709872-54
Merged-chr6-54965079-68	chr6	54964625	54965566	+	0.000	0.000	Merged-chr6-54965079-68
Merged-chr9-83834539-74	chr9	83834232	83834850	+	0.000	0.000	Merged-chr9-83834539-74
Merged-chr4-11960864-24	chr4	11960626	11961058	+	0.000	0.000	Merged-chr4-11960864-24
Merged-chr5-74200641-59	chr5	74200428	74200842	+	0.000	0.000	Merged-chr5-74200641-59
Merged-chr13-13587914-1	chr13	13587816	13588014	+	0.000	0.000	Merged-chr13-13587914-1
Merged-chr6-112948653-15	chr6	112948457	112948839	+	0.000	0.000	Merged-chr6-112948653-15
Merged-chr15-96699398-154	chr15	96698739	96699678	+	0.000	0.000	Merged-chr15-96699398-154
Merged-chr9-120078496-7	chr9	120078302	120078670	+	0.000	0.000	Merged-chr9-120078496-7
Merged-chr7-66200897-8	chr7	66200682	66201144	+	0.000	0.000	Merged-chr7-66200897-8
Merged-chr6-97473618-39	chr6	97473066	97474132	+	0.000	0.000	Merged-chr6-97473618-39
Merged-chr2-30982189-58	chr2	30982015	30982372	+	0.000	0.000	Merged-chr2-30982189-58
Merged-chr1-97661969-7	chr1	97661787	97662165	+	0.000	0.000	Merged-chr1-97661969-7
Merged-chr4-145266696-11	chr4	145266492	145266863	+	0.000	0.000	Merged-chr4-145266696-11
Merged-chr10-117856410-16	chr10	117856187	117856647	+	0.000	0.000	Merged-chr10-117856410-16
Merged-chr10-92791286-37	chr10	92790915	92791643	+	0.000	0.000	Merged-chr10-92791286-37
Merged-chr2-18392553-59	chr2	18392028	18392815	+	0.000	0.000	Merged-chr2-18392553-59
Merged-chr6-97701586-2	chr6	97701463	97701711	+	0.000	0.000	Merged-chr6-97701586-2
Merged-chr2-32464081-1	chr2	32463983	32464181	+	0.000	0.000	Merged-chr2-32464081-1
Merged-chr16-58288128-1	chr16	58288030	58288228	+	0.000	0.000	Merged-chr16-58288128-1
Merged-chr5-34636823-94	chr5	34636475	34637025	+	0.000	0.000	Merged-chr5-34636823-94
Merged-chr15-80321799-1	chr15	80321701	80321899	+	0.000	0.000	Merged-chr15-80321799-1
Merged-chr16-46008957-18	chr16	46008719	46009188	+	0.000	0.000	Merged-chr16-46008957-18
Merged-chr5-137707287-72	chr5	137707003	137707591	+	0.000	0.000	Merged-chr5-137707287-72
Merged-chr9-80261052-5	chr9	80260915	80261224	+	0.000	0.000	Merged-chr9-80261052-5
Merged-chr16-8830910-11	chr16	8830728	8831138	+	0.000	0.000	Merged-chr16-8830910-11
Merged-chr6-97394715-16	chr6	97394511	97394974	+	0.000	0.000	Merged-chr6-97394715-16
Merged-chr7-88313151-1	chr7	88313053	88313251	+	0.000	0.000	Merged-chr7-88313151-1
Merged-chr13-108347269-17	chr13	108346997	108347542	+	0.000	0.000	Merged-chr13-108347269-17
Merged-chr10-89383738-30	chr10	89383404	89383952	+	0.000	0.000	Merged-chr10-89383738-30
Merged-chr15-92971247-1	chr15	92971149	92971347	+	0.000	0.000	Merged-chr15-92971247-1
Merged-chr13-6000907-14	chr13	6000362	6001467	+	0.000	0.000	Merged-chr13-6000907-14
Merged-chr1-130508777-21	chr1	130508591	130509024	+	0.000	0.000	Merged-chr1-130508777-21
Merged-chr7-64011985-78	chr7	64011793	64012314	+	0.000	0.000	Merged-chr7-64011985-78
Merged-chr10-21908729-44	chr10	21908345	21909109	+	0.000	0.000	Merged-chr10-21908729-44
Merged-chr10-118406614-1	chr10	118406516	118406714	+	0.000	0.000	Merged-chr10-118406614-1
Merged-chr7-80444672-5	chr7	80444518	80444883	+	0.000	0.000	Merged-chr7-80444672-5
Merged-chr17-35734690-16	chr17	35734481	35734910	+	0.000	0.000	Merged-chr17-35734690-16
Merged-chr12-73679547-19	chr12	73679324	73679736	+	0.000	0.000	Merged-chr12-73679547-19
Merged-chr3-79567170-4	chr3	79566961	79567352	+	0.000	0.000	Merged-chr3-79567170-4
Merged-chr10-118083304-59	chr10	118082987	118083600	+	0.000	0.000	Merged-chr10-118083304-59
Merged-chr1-43562449-72	chr1	43562215	43562844	+	0.000	0.000	Merged-chr1-43562449-72
Merged-chr13-113607105-17	chr13	113606925	113607339	+	0.000	0.000	Merged-chr13-113607105-17
Merged-chr18-89238329-52	chr18	89237985	89238795	+	0.000	0.000	Merged-chr18-89238329-52
Merged-chr13-108298444-3	chr13	108298312	108298563	+	0.000	0.000	Merged-chr13-108298444-3
Merged-chr4-15307094-14	chr4	15306743	15307297	+	0.000	0.000	Merged-chr4-15307094-14
Merged-chr7-126758941-1	chr7	126758843	126759041	+	0.000	0.000	Merged-chr7-126758941-1
Merged-chr7-64043125-48	chr7	64042929	64043369	+	0.000	0.000	Merged-chr7-64043125-48
Merged-chr16-10969472-37	chr16	10969163	10969812	+	0.000	0.000	Merged-chr16-10969472-37
Merged-chr1-43467968-50	chr1	43467704	43468264	+	0.000	0.000	Merged-chr1-43467968-50
Merged-chr18-55843500-1	chr18	55843402	55843600	+	0.000	0.000	Merged-chr18-55843500-1
Merged-chr6-130245976-1	chr6	130245878	130246076	+	0.000	0.000	Merged-chr6-130245976-1
Merged-chr6-8531648-12	chr6	8531390	8531852	+	0.000	0.000	Merged-chr6-8531648-12
Merged-chr15-75086540-31	chr15	75086421	75086727	+	0.000	0.000	Merged-chr15-75086540-31
Merged-chr6-51768092-8	chr6	51767936	51768264	+	0.000	0.000	Merged-chr6-51768092-8
Merged-chrX-48713049-46	chrX	48712767	48713349	+	0.000	0.000	Merged-chrX-48713049-46
Merged-chr4-3677925-1	chr4	3677827	3678025	+	0.000	0.000	Merged-chr4-3677925-1
Merged-chr4-133620771-57	chr4	133620401	133621069	+	0.000	0.000	Merged-chr4-133620771-57
Merged-chr9-83441063-64	chr9	83440804	83441381	+	0.000	0.000	Merged-chr9-83441063-64
Merged-chr5-140597113-126	chr5	140596778	140597426	+	0.000	0.000	Merged-chr5-140597113-126
Merged-chr1-37865069-70	chr1	37864844	37865288	+	0.000	0.000	Merged-chr1-37865069-70
Merged-chr10-54035850-5	chr10	54035712	54036006	+	0.000	0.000	Merged-chr10-54035850-5
Merged-chr1-120055701-50	chr1	120055489	120055942	+	0.000	0.000	Merged-chr1-120055701-50
Merged-chr7-89200737-1	chr7	89200639	89200837	+	0.000	0.000	Merged-chr7-89200737-1
Merged-chr3-59132317-35	chr3	59132041	59132636	+	0.000	0.000	Merged-chr3-59132317-35
Merged-chr2-36214220-40	chr2	36213974	36214480	+	0.000	0.000	Merged-chr2-36214220-40
Merged-chr19-5257394-33	chr19	5257132	5257685	+	0.000	0.000	Merged-chr19-5257394-33
Merged-chr11-98959702-39	chr11	98959535	98959915	+	0.000	0.000	Merged-chr11-98959702-39
Merged-chr13-5863449-10	chr13	5863275	5863646	+	0.000	0.000	Merged-chr13-5863449-10
Merged-chr1-9847836-2	chr1	9847707	9847967	+	0.000	0.000	Merged-chr1-9847836-2
Merged-chr14-78725467-2	chr14	78725369	78725567	+	0.000	0.000	Merged-chr14-78725467-2
Merged-chr1-128359360-82	chr1	128358229	128359878	+	0.000	0.000	Merged-chr1-128359360-82
Merged-chr1-171762244-38	chr1	171761927	171762721	+	0.000	0.000	Merged-chr1-171762244-38
Merged-chr11-75240776-2	chr11	75240653	75240901	+	0.000	0.000	Merged-chr11-75240776-2
Merged-chr6-128838356-4	chr6	128838253	128838468	+	0.000	0.000	Merged-chr6-128838356-4
Merged-chr3-88453916-96	chr3	88453215	88454422	+	0.000	0.000	Merged-chr3-88453916-96
Merged-chr7-67425669-21	chr7	67425135	67426048	+	0.000	0.000	Merged-chr7-67425669-21
Merged-chr12-16569127-88	chr12	16568531	16569679	+	0.000	0.000	Merged-chr12-16569127-88
Merged-chr7-38093373-14	chr7	38093216	38093537	+	0.000	0.000	Merged-chr7-38093373-14
Merged-chr12-73687229-37	chr12	73686948	73687572	+	0.000	0.000	Merged-chr12-73687229-37
Merged-chr10-77282922-22	chr10	77282702	77283146	+	0.000	0.000	Merged-chr10-77282922-22
Merged-chr13-107890491-165	chr13	107890011	107890980	+	0.000	0.000	Merged-chr13-107890491-165
Merged-chr17-79379393-46	chr17	79379237	79379609	+	0.000	0.000	Merged-chr17-79379393-46
Merged-chr19-37376124-56	chr19	37375756	37376403	+	0.000	0.000	Merged-chr19-37376124-56
Merged-chr3-59229189-56	chr3	59228933	59229536	+	0.000	0.000	Merged-chr3-59229189-56
Merged-chr17-12746015-29	chr17	12745782	12746265	+	0.000	0.000	Merged-chr17-12746015-29
Merged-chr7-105559290-12	chr7	105559143	105559495	+	0.000	0.000	Merged-chr7-105559290-12
Merged-chr2-165639505-4	chr2	165639372	165639649	+	0.000	0.000	Merged-chr2-165639505-4
Merged-chr12-17257057-21	chr12	17256839	17257300	+	0.000	0.000	Merged-chr12-17257057-21
Merged-chr6-122741375-12	chr6	122741122	122741652	+	0.000	0.000	Merged-chr6-122741375-12
Merged-chr12-17253265-28	chr12	17253031	17253490	+	0.000	0.000	Merged-chr12-17253265-28
Merged-chr3-146121713-45	chr3	146121539	146121938	+	0.000	0.000	Merged-chr3-146121713-45
Merged-chr14-61328000-58	chr14	61327626	61328235	+	0.000	0.000	Merged-chr14-61328000-58
Merged-chr6-42349714-128	chr6	42349408	42350072	+	0.000	0.000	Merged-chr6-42349714-128
Merged-chr13-108303499-73	chr13	108303156	108303827	+	0.000	0.000	Merged-chr13-108303499-73
Merged-chr11-63908633-20	chr11	63908406	63908868	+	0.000	0.000	Merged-chr11-63908633-20
Merged-chr11-57617750-2	chr11	57617642	57617860	+	0.000	0.000	Merged-chr11-57617750-2
Merged-chr2-103761224-59	chr2	103761021	103761431	+	0.000	0.000	Merged-chr2-103761224-59
Merged-chr7-4816774-19	chr7	4816628	4816961	+	0.000	0.000	Merged-chr7-4816774-19
Merged-chr8-104434412-13	chr8	104434259	104434600	+	0.000	0.000	Merged-chr8-104434412-13
Merged-chr5-33651563-1	chr5	33651465	33651663	+	0.000	0.000	Merged-chr5-33651563-1
Merged-chr15-80572443-63	chr15	80572165	80572792	+	0.000	0.000	Merged-chr15-80572443-63
Merged-chr8-35426354-16	chr8	35426162	35426565	+	0.000	0.000	Merged-chr8-35426354-16
Merged-chr5-124034642-47	chr5	124034480	124034923	+	0.000	0.000	Merged-chr5-124034642-47
Merged-chr18-55841714-1	chr18	55841616	55841814	+	0.000	0.000	Merged-chr18-55841714-1
Merged-chr10-28194242-1	chr10	28194144	28194342	+	0.000	0.000	Merged-chr10-28194242-1
Merged-chr7-127144596-50	chr7	127144369	127144820	+	0.000	0.000	Merged-chr7-127144596-50
Merged-chr3-27067455-6	chr3	27067239	27067589	+	0.000	0.000	Merged-chr3-27067455-6
Merged-chr13-5956279-20	chr13	5956088	5956497	+	0.000	0.000	Merged-chr13-5956279-20
Merged-chr15-93302109-22	chr15	93301928	93302299	+	0.000	0.000	Merged-chr15-93302109-22
Merged-chr2-25224699-69	chr2	25224461	25224875	+	0.000	0.000	Merged-chr2-25224699-69
Merged-chr17-79355271-160	chr17	79355005	79355573	+	0.000	0.000	Merged-chr17-79355271-160
Merged-chr5-124029380-3	chr5	124029252	124029520	+	0.000	0.000	Merged-chr5-124029380-3
Merged-chr5-112242517-49	chr5	112242276	112242735	+	0.000	0.000	Merged-chr5-112242517-49
Merged-chr5-8722882-18	chr5	8722631	8723242	+	0.000	0.000	Merged-chr5-8722882-18
Merged-chr7-88318941-12	chr7	88318774	88319213	+	0.000	0.000	Merged-chr7-88318941-12
Merged-chr5-140609850-28	chr5	140609569	140610273	+	0.000	0.000	Merged-chr5-140609850-28
Merged-chr7-128175944-11	chr7	128175792	128176165	+	0.000	0.000	Merged-chr7-128175944-11
Merged-chr15-31222442-41	chr15	31222061	31222658	+	0.000	0.000	Merged-chr15-31222442-41
Merged-chr17-79354846-10	chr17	79354706	79354992	+	0.000	0.000	Merged-chr17-79354846-10
Merged-chr15-34237471-2	chr15	34237330	34237614	+	0.000	0.000	Merged-chr15-34237471-2
Merged-chr19-8926872-10	chr19	8926698	8927042	+	0.000	0.000	Merged-chr19-8926872-10
Merged-chr3-40800246-87	chr3	40799963	40800487	+	0.000	0.000	Merged-chr3-40800246-87
Merged-chr14-120479008-3	chr14	120478881	120479167	+	0.000	0.000	Merged-chr14-120479008-3
Merged-chr9-94078373-1	chr9	94078275	94078473	+	0.000	0.000	Merged-chr9-94078373-1
Merged-chr2-3284320-138	chr2	3283894	3284581	+	0.000	0.000	Merged-chr2-3284320-138
Merged-chr12-32285209-18	chr12	32285013	32285441	+	0.000	0.000	Merged-chr12-32285209-18
Merged-chr5-32104376-51	chr5	32104173	32104605	+	0.000	0.000	Merged-chr5-32104376-51
Merged-chr10-117864903-52	chr10	117864576	117865207	+	0.000	0.000	Merged-chr10-117864903-52
Merged-chr13-41373067-52	chr13	41372855	41373254	+	0.000	0.000	Merged-chr13-41373067-52
Merged-chr10-17946175-1	chr10	17946077	17946275	+	0.000	0.000	Merged-chr10-17946175-1
Merged-chr6-51509825-65	chr6	51509296	51510323	+	0.000	0.000	Merged-chr6-51509825-65
Merged-chr11-46421538-60	chr11	46421244	46421869	+	0.000	0.000	Merged-chr11-46421538-60
Merged-chr13-107874570-1	chr13	107874472	107874670	+	0.000	0.000	Merged-chr13-107874570-1
Merged-chr10-7667535-49	chr10	7667290	7667802	+	0.000	0.000	Merged-chr10-7667535-49
Merged-chr16-46022516-69	chr16	46022201	46022813	+	0.000	0.000	Merged-chr16-46022516-69
Merged-chr13-12565989-76	chr13	12565569	12566223	+	0.000	0.000	Merged-chr13-12565989-76
Merged-chr4-103093936-18	chr4	103093762	103094123	+	0.000	0.000	Merged-chr4-103093936-18
Merged-chr17-86801996-47	chr17	86801737	86802259	+	0.000	0.000	Merged-chr17-86801996-47
Merged-chr8-124317867-82	chr8	124317590	124318219	+	0.000	0.000	Merged-chr8-124317867-82
Merged-chr15-96778537-47	chr15	96778299	96778738	+	0.000	0.000	Merged-chr15-96778537-47
Merged-chr1-120265266-63	chr1	120265001	120265528	+	0.000	0.000	Merged-chr1-120265266-63
Merged-chr7-105399855-131	chr7	105399587	105400384	+	0.000	0.000	Merged-chr7-105399855-131
Merged-chr1-93343253-109	chr1	93343020	93343698	+	0.000	0.000	Merged-chr1-93343253-109
Merged-chr1-151564558-27	chr1	151564316	151564772	+	0.000	0.000	Merged-chr1-151564558-27
Merged-chr19-40721772-1	chr19	40721674	40721872	+	0.000	0.000	Merged-chr19-40721772-1
Merged-chr8-124314112-1	chr8	124314014	124314212	+	0.000	0.000	Merged-chr8-124314112-1
Merged-chr1-43482907-14	chr1	43482715	43483139	+	0.000	0.000	Merged-chr1-43482907-14
Merged-chr1-119837262-93	chr1	119836712	119837654	+	0.000	0.000	Merged-chr1-119837262-93
Merged-chr13-5864867-1	chr13	5864769	5864967	+	0.000	0.000	Merged-chr13-5864867-1
Merged-chr16-64759519-1	chr16	64759421	64759619	+	0.000	0.000	Merged-chr16-64759519-1
Merged-chr7-112307932-1	chr7	112307834	112308032	+	0.000	0.000	Merged-chr7-112307932-1
Merged-chr4-145224828-1	chr4	145224730	145224928	+	0.000	0.000	Merged-chr4-145224828-1
Merged-chr5-66075257-56	chr5	66075054	66075455	+	0.000	0.000	Merged-chr5-66075257-56
Merged-chr5-33652283-110	chr5	33651967	33652578	+	0.000	0.000	Merged-chr5-33652283-110
Merged-chr13-107866970-30	chr13	107866717	107867223	+	0.000	0.000	Merged-chr13-107866970-30
Merged-chr14-73124034-46	chr14	73123817	73124321	+	0.000	0.000	Merged-chr14-73124034-46
Merged-chr19-53338883-3	chr19	53338774	53339001	+	0.000	0.000	Merged-chr19-53338883-3
Merged-chr11-83654737-1	chr11	83654639	83654837	+	0.000	0.000	Merged-chr11-83654737-1
Merged-chr5-4104538-75	chr5	4104269	4104893	+	0.000	0.000	Merged-chr5-4104538-75
Merged-chr10-117843991-52	chr10	117843698	117844243	+	0.000	0.000	Merged-chr10-117843991-52
Merged-chr3-109027393-92	chr3	109027029	109027942	+	0.000	0.000	Merged-chr3-109027393-92
Merged-chr2-103684902-15	chr2	103684523	103685388	+	0.000	0.000	Merged-chr2-103684902-15
Merged-chrX-77801758-16	chrX	77801517	77801984	+	0.000	0.000	Merged-chrX-77801758-16
Merged-chr7-13302226-5	chr7	13302016	13302396	+	0.000	0.000	Merged-chr7-13302226-5
Merged-chr16-64799944-2	chr16	64799846	64800044	+	0.000	0.000	Merged-chr16-64799944-2
Merged-chr2-18343725-11	chr2	18343533	18343954	+	0.000	0.000	Merged-chr2-18343725-11
Merged-chr15-55906443-143	chr15	55905906	55906722	+	0.000	0.000	Merged-chr15-55906443-143
Merged-chr10-83140838-15	chr10	83140684	83140984	+	0.000	0.000	Merged-chr10-83140838-15
Merged-chr19-40722467-30	chr19	40722145	40722722	+	0.000	0.000	Merged-chr19-40722467-30
Merged-chr19-40737260-25	chr19	40737099	40737442	+	0.000	0.000	Merged-chr19-40737260-25
Merged-chr4-15286136-5	chr4	15285999	15286267	+	0.000	0.000	Merged-chr4-15286136-5
