#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
Merged-chr15-86062195-14	chr15	86061879	86062436	+	0.000	0.000	Merged-chr15-86062195-14
Merged-chr1-128540410-9	chr1	128540237	128540590	+	0.000	0.000	Merged-chr1-128540410-9
Merged-chr9-62455455-9	chr9	62455301	62455641	+	0.000	0.000	Merged-chr9-62455455-9
Merged-chr4-155306831-50	chr4	155306523	155307066	+	0.000	0.000	Merged-chr4-155306831-50
Merged-chr2-157566753-103	chr2	157566348	157567078	+	0.000	0.000	Merged-chr2-157566753-103
Merged-chr16-76346185-17	chr16	76345970	76346416	+	0.000	0.000	Merged-chr16-76346185-17
Merged-chr7-139400700-36	chr7	139400274	139401184	+	0.000	0.000	Merged-chr7-139400700-36
Merged-chr8-48110185-80	chr8	48109836	48110407	+	0.000	0.000	Merged-chr8-48110185-80
Merged-chr6-6223986-1	chr6	6223888	6224086	+	0.000	0.000	Merged-chr6-6223986-1
Merged-chr16-76575582-30	chr16	76575352	76575817	+	0.000	0.000	Merged-chr16-76575582-30
Merged-chr17-47294215-12	chr17	47294006	47294416	+	0.000	0.000	Merged-chr17-47294215-12
Merged-chr4-149980058-32	chr4	149979758	149980308	+	0.000	0.000	Merged-chr4-149980058-32
Merged-chr8-105305882-43	chr8	105305224	105306533	+	0.000	0.000	Merged-chr8-105305882-43
Merged-chr17-24549778-103	chr17	24549460	24550298	+	0.000	0.000	Merged-chr17-24549778-103
Merged-chr5-120907420-29	chr5	120907119	120907680	+	0.000	0.000	Merged-chr5-120907420-29
Merged-chr17-74769633-8	chr17	74769497	74769768	+	0.000	0.000	Merged-chr17-74769633-8
Merged-chr5-147071000-57	chr5	147070534	147071340	+	0.000	0.000	Merged-chr5-147071000-57
Merged-chr1-91193266-65	chr1	91192775	91193645	+	0.000	0.000	Merged-chr1-91193266-65
Merged-chr8-34817852-8	chr8	34817661	34818013	+	0.000	0.000	Merged-chr8-34817852-8
Merged-chr10-99241989-124	chr10	99241691	99242180	+	0.000	0.000	Merged-chr10-99241989-124
Merged-chr14-122187060-26	chr14	122186808	122187251	+	0.000	0.000	Merged-chr14-122187060-26
Merged-chr1-180253671-1	chr1	180253573	180253771	+	0.000	0.000	Merged-chr1-180253671-1
Merged-chr19-16128909-3	chr19	16128752	16129044	+	0.000	0.000	Merged-chr19-16128909-3
Merged-chr9-61669996-60	chr9	61669687	61670197	+	0.000	0.000	Merged-chr9-61669996-60
Merged-chr7-25109540-13	chr7	25109315	25109815	+	0.000	0.000	Merged-chr7-25109540-13
Merged-chr11-4823993-46	chr11	4823724	4824233	+	0.000	0.000	Merged-chr11-4823993-46
Merged-chr5-64472447-77	chr5	64472145	64472753	+	0.000	0.000	Merged-chr5-64472447-77
Merged-chr2-131386542-16	chr2	131386330	131386870	+	0.000	0.000	Merged-chr2-131386542-16
Merged-chr11-75914004-27	chr11	75913672	75914363	+	0.000	0.000	Merged-chr11-75914004-27
Merged-chr3-154572513-39	chr3	154572249	154572730	+	0.000	0.000	Merged-chr3-154572513-39
Merged-chr12-53766807-1	chr12	53766709	53766907	+	0.000	0.000	Merged-chr12-53766807-1
Merged-chr12-85944621-1	chr12	85944523	85944721	+	0.000	0.000	Merged-chr12-85944621-1
Merged-chr12-55467879-2	chr12	55467740	55468020	+	0.000	0.000	Merged-chr12-55467879-2
Merged-chr3-52046257-30	chr3	52046098	52046449	+	0.000	0.000	Merged-chr3-52046257-30
Merged-chr14-11161656-26	chr14	11161387	11161847	+	0.000	0.000	Merged-chr14-11161656-26
Merged-chrX-167355697-1	chrX	167355599	167355797	+	0.000	0.000	Merged-chrX-167355697-1
Merged-chr11-5219481-13	chr11	5219270	5219662	+	0.000	0.000	Merged-chr11-5219481-13
Merged-chr6-125239634-12	chr6	125239298	125239877	+	0.000	0.000	Merged-chr6-125239634-12
Merged-chr1-128608288-19	chr1	128608141	128608435	+	0.000	0.000	Merged-chr1-128608288-19
Merged-chr19-32148978-30	chr19	32148763	32149201	+	0.000	0.000	Merged-chr19-32148978-30
Merged-chr3-84334203-13	chr3	84334015	84334391	+	0.000	0.000	Merged-chr3-84334203-13
Merged-chr3-131157614-46	chr3	131157372	131157914	+	0.000	0.000	Merged-chr3-131157614-46
Merged-chr1-125519353-27	chr1	125519062	125519549	+	0.000	0.000	Merged-chr1-125519353-27
Merged-chr16-94454291-19	chr16	94454030	94454483	+	0.000	0.000	Merged-chr16-94454291-19
Merged-chr6-145187642-51	chr6	145187429	145187857	+	0.000	0.000	Merged-chr6-145187642-51
Merged-chr9-98333368-51	chr9	98333046	98333625	+	0.000	0.000	Merged-chr9-98333368-51
Merged-chr11-72180636-22	chr11	72180409	72180836	+	0.000	0.000	Merged-chr11-72180636-22
Merged-chr10-67497690-84	chr10	67497255	67497931	+	0.000	0.000	Merged-chr10-67497690-84
Merged-chr11-6655201-10	chr11	6655047	6655346	+	0.000	0.000	Merged-chr11-6655201-10
Merged-chr10-95940018-1	chr10	95939920	95940118	+	0.000	0.000	Merged-chr10-95940018-1
Merged-chr8-84701624-3	chr8	84701446	84701776	+	0.000	0.000	Merged-chr8-84701624-3
Merged-chr4-132308791-34	chr4	132308508	132309143	+	0.000	0.000	Merged-chr4-132308791-34
Merged-chr9-22143116-1	chr9	22143018	22143216	+	0.000	0.000	Merged-chr9-22143116-1
Merged-chr10-128637070-78	chr10	128636879	128637358	+	0.000	0.000	Merged-chr10-128637070-78
Merged-chr16-25484275-8	chr16	25484116	25484441	+	0.000	0.000	Merged-chr16-25484275-8
Merged-chr10-76799662-1	chr10	76799564	76799762	+	0.000	0.000	Merged-chr10-76799662-1
Merged-chr16-4913621-67	chr16	4913379	4914032	+	0.000	0.000	Merged-chr16-4913621-67
Merged-chr7-19816986-25	chr7	19816789	19817139	+	0.000	0.000	Merged-chr7-19816986-25
Merged-chr11-69411912-30	chr11	69411662	69412114	+	0.000	0.000	Merged-chr11-69411912-30
Merged-chr6-6149577-22	chr6	6149285	6150045	+	0.000	0.000	Merged-chr6-6149577-22
Merged-chr10-95969946-19	chr10	95969716	95970193	+	0.000	0.000	Merged-chr10-95969946-19
Merged-chr17-84435331-72	chr17	84434837	84436236	+	0.000	0.000	Merged-chr17-84435331-72
Merged-chr6-125266545-17	chr6	125266198	125266880	+	0.000	0.000	Merged-chr6-125266545-17
Merged-chr2-72136999-23	chr2	72136689	72137251	+	0.000	0.000	Merged-chr2-72136999-23
Merged-chr8-81693347-14	chr8	81693148	81693516	+	0.000	0.000	Merged-chr8-81693347-14
Merged-chr12-53024873-19	chr12	53024649	53025154	+	0.000	0.000	Merged-chr12-53024873-19
Merged-chr17-46383696-57	chr17	46383353	46384066	+	0.000	0.000	Merged-chr17-46383696-57
Merged-chr12-103417940-2	chr12	103417832	103418050	+	0.000	0.000	Merged-chr12-103417940-2
Merged-chr15-73318798-19	chr15	73318596	73319052	+	0.000	0.000	Merged-chr15-73318798-19
Merged-chr2-117338868-2	chr2	117338767	117338972	+	0.000	0.000	Merged-chr2-117338868-2
Merged-chr9-22131740-67	chr9	22131361	22132167	+	0.000	0.000	Merged-chr9-22131740-67
Merged-chr11-52283114-54	chr11	52282462	52283816	+	0.000	0.000	Merged-chr11-52283114-54
Merged-chr11-69409995-6	chr11	69409897	69410095	+	0.000	0.000	Merged-chr11-69409995-6
Merged-chr17-56479542-10	chr17	56479352	56479729	+	0.000	0.000	Merged-chr17-56479542-10
Merged-chr9-118489742-49	chr9	118489386	118489948	+	0.000	0.000	Merged-chr9-118489742-49
Merged-chr16-17934609-13	chr16	17934419	17934784	+	0.000	0.000	Merged-chr16-17934609-13
Merged-chr15-27794416-5	chr15	27794254	27794626	+	0.000	0.000	Merged-chr15-27794416-5
Merged-chr15-27796764-17	chr15	27796360	27797024	+	0.000	0.000	Merged-chr15-27796764-17
Merged-chr7-45707473-44	chr7	45706804	45708085	+	0.000	0.000	Merged-chr7-45707473-44
Merged-chr12-41096290-9	chr12	41096144	41096413	+	0.000	0.000	Merged-chr12-41096290-9
Merged-chr15-6570956-4	chr15	6570742	6571179	+	0.000	0.000	Merged-chr15-6570956-4
Merged-chr16-57549399-62	chr16	57549136	57549673	+	0.000	0.000	Merged-chr16-57549399-62
Merged-chr4-149958695-1	chr4	149958597	149958795	+	0.000	0.000	Merged-chr4-149958695-1
Merged-chr1-136683345-27	chr1	136682972	136683783	+	0.000	0.000	Merged-chr1-136683345-27
Merged-chr3-68794543-41	chr3	68794134	68794775	+	0.000	0.000	Merged-chr3-68794543-41
Merged-chr13-43751187-7	chr13	43750974	43751403	+	0.000	0.000	Merged-chr13-43751187-7
Merged-chr1-180252510-1	chr1	180252412	180252610	+	0.000	0.000	Merged-chr1-180252510-1
Merged-chr11-100695061-1	chr11	100694963	100695161	+	0.000	0.000	Merged-chr11-100695061-1
Merged-chr8-14965734-19	chr8	14965526	14965968	+	0.000	0.000	Merged-chr8-14965734-19
Merged-chr7-49821727-13	chr7	49821379	49822063	+	0.000	0.000	Merged-chr7-49821727-13
Merged-chr6-39118137-66	chr6	39117747	39118433	+	0.000	0.000	Merged-chr6-39118137-66
Merged-chr15-72809309-19	chr15	72809123	72809496	+	0.000	0.000	Merged-chr15-72809309-19
Merged-chr19-57344006-22	chr19	57343781	57344296	+	0.000	0.000	Merged-chr19-57344006-22
Merged-chr14-7933850-33	chr14	7933569	7934169	+	0.000	0.000	Merged-chr14-7933850-33
Merged-chr7-68127930-13	chr7	68127589	68128182	+	0.000	0.000	Merged-chr7-68127930-13
Merged-chr7-64101971-35	chr7	64101649	64102224	+	0.000	0.000	Merged-chr7-64101971-35
Merged-chr11-19925491-120	chr11	19924795	19926023	+	0.000	0.000	Merged-chr11-19925491-120
Merged-chr2-112676754-32	chr2	112676501	112677091	+	0.000	0.000	Merged-chr2-112676754-32
Merged-chr8-111573415-1	chr8	111573317	111573515	+	0.000	0.000	Merged-chr8-111573415-1
Merged-chr5-122645730-91	chr5	122645129	122646469	+	0.000	0.000	Merged-chr5-122645730-91
Merged-chr8-111570424-39	chr8	111569985	111570831	+	0.000	0.000	Merged-chr8-111570424-39
Merged-chr19-32147779-18	chr19	32147599	32147998	+	0.000	0.000	Merged-chr19-32147779-18
Merged-chr4-134734669-83	chr4	134734465	134734901	+	0.000	0.000	Merged-chr4-134734669-83
Merged-chr7-28381197-44	chr7	28381001	28381464	+	0.000	0.000	Merged-chr7-28381197-44
Merged-chr15-53399783-1	chr15	53399685	53399883	+	0.000	0.000	Merged-chr15-53399783-1
Merged-chr12-85704920-2	chr12	85704822	85705020	+	0.000	0.000	Merged-chr12-85704920-2
Merged-chr14-61736949-84	chr14	61736458	61737332	+	0.000	0.000	Merged-chr14-61736949-84
Merged-chr17-73034797-58	chr17	73034414	73035171	+	0.000	0.000	Merged-chr17-73034797-58
Merged-chr14-52338882-26	chr14	52338641	52339120	+	0.000	0.000	Merged-chr14-52338882-26
Merged-chr9-56927767-1	chr9	56927669	56927867	+	0.000	0.000	Merged-chr9-56927767-1
Merged-chr4-145312696-44	chr4	145312461	145312901	+	0.000	0.000	Merged-chr4-145312696-44
Merged-chr2-91962990-14	chr2	91962766	91963279	+	0.000	0.000	Merged-chr2-91962990-14
Merged-chr10-60161046-15	chr10	60160817	60161364	+	0.000	0.000	Merged-chr10-60161046-15
Merged-chr2-126252361-10	chr2	126252168	126252559	+	0.000	0.000	Merged-chr2-126252361-10
Merged-chr7-132335509-39	chr7	132335198	132335741	+	0.000	0.000	Merged-chr7-132335509-39
Merged-chr1-192742211-3	chr1	192742081	192742332	+	0.000	0.000	Merged-chr1-192742211-3
Merged-chr10-13034992-1	chr10	13034894	13035092	+	0.000	0.000	Merged-chr10-13034992-1
Merged-chr6-37370841-45	chr6	37370576	37371195	+	0.000	0.000	Merged-chr6-37370841-45
Merged-chr6-128808713-29	chr6	128808548	128808902	+	0.000	0.000	Merged-chr6-128808713-29
Merged-chr4-149187826-9	chr4	149187700	149187971	+	0.000	0.000	Merged-chr4-149187826-9
Merged-chr8-34815987-97	chr8	34815392	34816428	+	0.000	0.000	Merged-chr8-34815987-97
Merged-chr14-7978426-12	chr14	7978279	7978551	+	0.000	0.000	Merged-chr14-7978426-12
Merged-chr7-101663802-50	chr7	101663644	101664014	+	0.000	0.000	Merged-chr7-101663802-50
Merged-chr3-131171323-20	chr3	131170963	131171605	+	0.000	0.000	Merged-chr3-131171323-20
Merged-chr15-97963529-3	chr15	97963400	97963648	+	0.000	0.000	Merged-chr15-97963529-3
Merged-chr4-86874250-69	chr4	86873949	86874572	+	0.000	0.000	Merged-chr4-86874250-69
Merged-chr6-99432188-11	chr6	99431984	99432496	+	0.000	0.000	Merged-chr6-99432188-11
Merged-chr12-17694868-27	chr12	17694630	17695228	+	0.000	0.000	Merged-chr12-17694868-27
Merged-chr6-57584006-3	chr6	57583855	57584184	+	0.000	0.000	Merged-chr6-57584006-3
Merged-chr3-89872416-43	chr3	89872231	89872594	+	0.000	0.000	Merged-chr3-89872416-43
Merged-chr11-115631252-39	chr11	115631014	115631647	+	0.000	0.000	Merged-chr11-115631252-39
Merged-chr4-154432671-1	chr4	154432573	154432771	+	0.000	0.000	Merged-chr4-154432671-1
Merged-chr5-125178915-93	chr5	125178387	125179706	+	0.000	0.000	Merged-chr5-125178915-93
Merged-chr16-89836623-18	chr16	89836455	89836833	+	0.000	0.000	Merged-chr16-89836623-18
Merged-chr6-146481511-38	chr6	146481292	146481815	+	0.000	0.000	Merged-chr6-146481511-38
Merged-chr2-18957647-16	chr2	18957405	18958031	+	0.000	0.000	Merged-chr2-18957647-16
Merged-chrX-151096457-56	chrX	151096091	151096763	+	0.000	0.000	Merged-chrX-151096457-56
Merged-chr9-85860691-1	chr9	85860593	85860791	+	0.000	0.000	Merged-chr9-85860691-1
Merged-chr6-37371465-5	chr6	37371347	37371606	+	0.000	0.000	Merged-chr6-37371465-5
Merged-chr18-60805828-10	chr18	60805622	60805990	+	0.000	0.000	Merged-chr18-60805828-10
Merged-chr9-82855437-10	chr9	82855253	82855628	+	0.000	0.000	Merged-chr9-82855437-10
Merged-chr12-36439593-19	chr12	36439418	36439762	+	0.000	0.000	Merged-chr12-36439593-19
Merged-chr17-84419944-108	chr17	84419602	84420170	+	0.000	0.000	Merged-chr17-84419944-108
Merged-chr1-181256937-103	chr1	181256444	181257308	+	0.000	0.000	Merged-chr1-181256937-103
Merged-chr15-86056647-3	chr15	86056530	86056768	+	0.000	0.000	Merged-chr15-86056647-3
Merged-chr6-128807188-11	chr6	128807042	128807313	+	0.000	0.000	Merged-chr6-128807188-11
Merged-chr1-36264360-59	chr1	36264054	36264592	+	0.000	0.000	Merged-chr1-36264360-59
Merged-chr14-54426956-48	chr14	54426624	54427308	+	0.000	0.000	Merged-chr14-54426956-48
Merged-chr3-87616785-1	chr3	87616687	87616885	+	0.000	0.000	Merged-chr3-87616785-1
Merged-chr4-154375727-1	chr4	154375629	154375827	+	0.000	0.000	Merged-chr4-154375727-1
Merged-chr10-80399766-4	chr10	80399631	80399887	+	0.000	0.000	Merged-chr10-80399766-4
Merged-chr5-125197452-10	chr5	125197255	125197625	+	0.000	0.000	Merged-chr5-125197452-10
Merged-chr12-14151387-9	chr12	14151041	14151748	+	0.000	0.000	Merged-chr12-14151387-9
Merged-chr11-69766217-75	chr11	69765958	69766711	+	0.000	0.000	Merged-chr11-69766217-75
Merged-chr11-117872185-83	chr11	117871717	117872625	+	0.000	0.000	Merged-chr11-117872185-83
Merged-chr11-75962033-17	chr11	75961745	75962202	+	0.000	0.000	Merged-chr11-75962033-17
Merged-chr4-57883873-2	chr4	57883744	57884005	+	0.000	0.000	Merged-chr4-57883873-2
Merged-chr10-80102665-37	chr10	80102209	80102900	+	0.000	0.000	Merged-chr10-80102665-37
Merged-chr7-30321790-4	chr7	30321650	30321924	+	0.000	0.000	Merged-chr7-30321790-4
Merged-chr3-138743281-13	chr3	138743129	138743439	+	0.000	0.000	Merged-chr3-138743281-13
Merged-chr16-76561459-129	chr16	76560152	76562330	+	0.000	0.000	Merged-chr16-76561459-129
Merged-chr3-101058101-14	chr3	101057635	101058634	+	0.000	0.000	Merged-chr3-101058101-14
Merged-chr9-57956511-1	chr9	57956413	57956611	+	0.000	0.000	Merged-chr9-57956511-1
Merged-chr3-129863927-12	chr3	129863766	129864070	+	0.000	0.000	Merged-chr3-129863927-12
Merged-chr10-17775311-43	chr10	17775117	17775553	+	0.000	0.000	Merged-chr10-17775311-43
Merged-chr4-33077316-4	chr4	33077187	33077447	+	0.000	0.000	Merged-chr4-33077316-4
Merged-chr19-5787074-81	chr19	5786551	5787543	+	0.000	0.000	Merged-chr19-5787074-81
Merged-chr12-85447254-58	chr12	85447089	85447407	+	0.000	0.000	Merged-chr12-85447254-58
Merged-chr19-5793940-3	chr19	5793818	5794053	+	0.000	0.000	Merged-chr19-5793940-3
Merged-chr8-111578108-20	chr8	111577913	111578294	+	0.000	0.000	Merged-chr8-111578108-20
Merged-chr16-25466054-6	chr16	25465859	25466275	+	0.000	0.000	Merged-chr16-25466054-6
Merged-chr7-101618490-14	chr7	101618250	101618669	+	0.000	0.000	Merged-chr7-101618490-14
Merged-chr5-123015411-110	chr5	123014724	123015672	+	0.000	0.000	Merged-chr5-123015411-110
Merged-chr18-79293898-35	chr18	79293683	79294137	+	0.000	0.000	Merged-chr18-79293898-35
Merged-chr8-45410262-39	chr8	45409956	45410574	+	0.000	0.000	Merged-chr8-45410262-39
Merged-chr4-120363479-1	chr4	120363381	120363579	+	0.000	0.000	Merged-chr4-120363479-1
Merged-chr13-112464481-1	chr13	112464383	112464581	+	0.000	0.000	Merged-chr13-112464481-1
Merged-chr7-49462687-57	chr7	49462262	49463189	+	0.000	0.000	Merged-chr7-49462687-57
Merged-chr14-61681913-6	chr14	61681698	61682072	+	0.000	0.000	Merged-chr14-61681913-6
Merged-chr5-120742294-10	chr5	120742111	120742509	+	0.000	0.000	Merged-chr5-120742294-10
Merged-chr9-25186087-6	chr9	25185914	25186245	+	0.000	0.000	Merged-chr9-25186087-6
Merged-chr17-9031806-57	chr17	9031396	9032260	+	0.000	0.000	Merged-chr17-9031806-57
Merged-chr7-99450884-18	chr7	99450586	99451097	+	0.000	0.000	Merged-chr7-99450884-18
Merged-chr11-78178287-75	chr11	78177938	78178585	+	0.000	0.000	Merged-chr11-78178287-75
Merged-chr18-34855284-104	chr18	34854857	34855603	+	0.000	0.000	Merged-chr18-34855284-104
Merged-chr12-15814780-9	chr12	15814555	15814985	+	0.000	0.000	Merged-chr12-15814780-9
Merged-chr13-44852207-8	chr13	44851986	44852426	+	0.000	0.000	Merged-chr13-44852207-8
Merged-chr5-103442346-46	chr5	103442140	103442733	+	0.000	0.000	Merged-chr5-103442346-46
Merged-chr6-41550135-1	chr6	41550037	41550235	+	0.000	0.000	Merged-chr6-41550135-1
Merged-chr12-16008873-105	chr12	16008230	16009458	+	0.000	0.000	Merged-chr12-16008873-105
Merged-chr10-59324092-1	chr10	59323994	59324192	+	0.000	0.000	Merged-chr10-59324092-1
Merged-chr1-164411460-2	chr1	164411345	164411577	+	0.000	0.000	Merged-chr1-164411460-2
Merged-chr9-102867048-29	chr9	102866841	102867307	+	0.000	0.000	Merged-chr9-102867048-29
Merged-chr17-74745133-7	chr17	74744948	74745327	+	0.000	0.000	Merged-chr17-74745133-7
Merged-chr17-56350875-30	chr17	56350700	56351118	+	0.000	0.000	Merged-chr17-56350875-30
Merged-chr2-18939077-26	chr2	18938788	18939233	+	0.000	0.000	Merged-chr2-18939077-26
Merged-chr1-61139626-38	chr1	61139270	61140138	+	0.000	0.000	Merged-chr1-61139626-38
Merged-chr7-83659580-37	chr7	83659288	83659771	+	0.000	0.000	Merged-chr7-83659580-37
Merged-chr10-60077857-9	chr10	60077704	60078036	+	0.000	0.000	Merged-chr10-60077857-9
Merged-chr10-12851139-23	chr10	12850818	12851455	+	0.000	0.000	Merged-chr10-12851139-23
Merged-chr4-6883364-1	chr4	6883266	6883464	+	0.000	0.000	Merged-chr4-6883364-1
Merged-chr17-84306486-55	chr17	84306194	84306819	+	0.000	0.000	Merged-chr17-84306486-55
Merged-chr1-190629246-4	chr1	190629118	190629363	+	0.000	0.000	Merged-chr1-190629246-4
Merged-chr1-138276101-29	chr1	138275903	138276310	+	0.000	0.000	Merged-chr1-138276101-29
Merged-chr1-36282158-44	chr1	36281867	36282422	+	0.000	0.000	Merged-chr1-36282158-44
Merged-chr17-35359572-17	chr17	35359283	35359843	+	0.000	0.000	Merged-chr17-35359572-17
Merged-chr10-67484199-8	chr10	67484037	67484376	+	0.000	0.000	Merged-chr10-67484199-8
Merged-chr6-91472402-9	chr6	91472225	91472544	+	0.000	0.000	Merged-chr6-91472402-9
Merged-chr5-123016010-9	chr5	123015819	123016179	+	0.000	0.000	Merged-chr5-123016010-9
Merged-chr2-91962165-55	chr2	91961833	91962451	+	0.000	0.000	Merged-chr2-91962165-55
Merged-chr2-30545189-38	chr2	30544973	30545441	+	0.000	0.000	Merged-chr2-30545189-38
Merged-chr4-150366949-6	chr4	150366799	150367108	+	0.000	0.000	Merged-chr4-150366949-6
Merged-chr10-67483633-46	chr10	67483345	67484033	+	0.000	0.000	Merged-chr10-67483633-46
Merged-chr5-110102424-1	chr5	110102326	110102524	+	0.000	0.000	Merged-chr5-110102424-1
Merged-chr12-55495274-5	chr12	55495139	55495418	+	0.000	0.000	Merged-chr12-55495274-5
Merged-chr6-41537552-2	chr6	41537448	41537659	+	0.000	0.000	Merged-chr6-41537552-2
Merged-chr19-18749790-7	chr19	18749577	18750072	+	0.000	0.000	Merged-chr19-18749790-7
Merged-chr12-110861556-21	chr12	110861312	110861782	+	0.000	0.000	Merged-chr12-110861556-21
Merged-chr11-78323037-36	chr11	78322797	78323287	+	0.000	0.000	Merged-chr11-78323037-36
Merged-chr12-15896851-37	chr12	15896526	15897296	+	0.000	0.000	Merged-chr12-15896851-37
Merged-chr1-192754754-1	chr1	192754656	192754854	+	0.000	0.000	Merged-chr1-192754754-1
Merged-chr17-46388393-29	chr17	46388181	46388540	+	0.000	0.000	Merged-chr17-46388393-29
Merged-chr17-34972191-70	chr17	34971757	34972515	+	0.000	0.000	Merged-chr17-34972191-70
Merged-chr17-31061034-42	chr17	31060813	31061245	+	0.000	0.000	Merged-chr17-31061034-42
Merged-chr9-22132302-2	chr9	22132185	22132421	+	0.000	0.000	Merged-chr9-22132302-2
Merged-chr16-4886423-61	chr16	4885980	4886990	+	0.000	0.000	Merged-chr16-4886423-61
Merged-chr12-80168403-35	chr12	80168234	80168668	+	0.000	0.000	Merged-chr12-80168403-35
Merged-chr11-52318681-44	chr11	52318517	52318894	+	0.000	0.000	Merged-chr11-52318681-44
Merged-chr3-86103938-30	chr3	86103589	86104250	+	0.000	0.000	Merged-chr3-86103938-30
Merged-chr12-102385010-23	chr12	102384827	102385243	+	0.000	0.000	Merged-chr12-102385010-23
Merged-chr10-80932518-7	chr10	80932265	80932824	+	0.000	0.000	Merged-chr10-80932518-7
Merged-chr5-92392769-24	chr5	92392414	92393073	+	0.000	0.000	Merged-chr5-92392769-24
Merged-chr3-37259753-44	chr3	37259592	37260044	+	0.000	0.000	Merged-chr3-37259753-44
Merged-chr9-44517678-51	chr9	44517381	44517902	+	0.000	0.000	Merged-chr9-44517678-51
Merged-chr16-4032511-6	chr16	4032386	4032674	+	0.000	0.000	Merged-chr16-4032511-6
Merged-chr9-61708026-57	chr9	61707625	61708231	+	0.000	0.000	Merged-chr9-61708026-57
Merged-chr17-74717725-59	chr17	74717457	74717949	+	0.000	0.000	Merged-chr17-74717725-59
Merged-chr16-97523294-33	chr16	97523042	97523600	+	0.000	0.000	Merged-chr16-97523294-33
Merged-chr7-45525580-4	chr7	45525443	45525723	+	0.000	0.000	Merged-chr7-45525580-4
Merged-chr10-13059290-1	chr10	13059192	13059390	+	0.000	0.000	Merged-chr10-13059290-1
Merged-chr7-141265158-17	chr7	141264881	141265411	+	0.000	0.000	Merged-chr7-141265158-17
Merged-chr17-65772489-42	chr17	65772149	65772828	+	0.000	0.000	Merged-chr17-65772489-42
Merged-chr17-35341927-1	chr17	35341829	35342027	+	0.000	0.000	Merged-chr17-35341927-1
Merged-chr16-90181555-14	chr16	90181295	90181805	+	0.000	0.000	Merged-chr16-90181555-14
Merged-chr18-50010771-2	chr18	50010598	50010947	+	0.000	0.000	Merged-chr18-50010771-2
Merged-chr1-78682425-23	chr1	78682188	78682699	+	0.000	0.000	Merged-chr1-78682425-23
Merged-chr17-84368765-10	chr17	84368569	84368965	+	0.000	0.000	Merged-chr17-84368765-10
Merged-chr6-147588557-1	chr6	147588459	147588657	+	0.000	0.000	Merged-chr6-147588557-1
Merged-chr10-14207893-35	chr10	14207597	14208246	+	0.000	0.000	Merged-chr10-14207893-35
Merged-chr15-6579539-69	chr15	6578890	6579988	+	0.000	0.000	Merged-chr15-6579539-69
Merged-chr18-79263255-24	chr18	79263048	79263470	+	0.000	0.000	Merged-chr18-79263255-24
Merged-chr1-86580596-17	chr1	86580352	86580763	+	0.000	0.000	Merged-chr1-86580596-17
Merged-chr4-106787908-56	chr4	106787505	106788191	+	0.000	0.000	Merged-chr4-106787908-56
Merged-chr5-135702928-61	chr5	135702664	135703152	+	0.000	0.000	Merged-chr5-135702928-61
Merged-chr2-71941624-65	chr2	71941432	71941849	+	0.000	0.000	Merged-chr2-71941624-65
Merged-chr11-109361856-24	chr11	109361638	109362035	+	0.000	0.000	Merged-chr11-109361856-24
Merged-chr8-81491835-29	chr8	81491600	81492178	+	0.000	0.000	Merged-chr8-81491835-29
Merged-chr9-118674693-5	chr9	118674546	118674819	+	0.000	0.000	Merged-chr9-118674693-5
Merged-chr13-112427724-41	chr13	112427530	112427894	+	0.000	0.000	Merged-chr13-112427724-41
Merged-chr3-68787191-73	chr3	68786309	68787887	+	0.000	0.000	Merged-chr3-68787191-73
Merged-chr2-113234652-8	chr2	113234477	113234851	+	0.000	0.000	Merged-chr2-113234652-8
Merged-chr2-32859243-10	chr2	32859007	32859435	+	0.000	0.000	Merged-chr2-32859243-10
Merged-chr10-68239369-73	chr10	68239007	68239655	+	0.000	0.000	Merged-chr10-68239369-73
Merged-chr13-112439925-37	chr13	112439419	112440263	+	0.000	0.000	Merged-chr13-112439925-37
Merged-chr1-190911808-69	chr1	190911538	190912188	+	0.000	0.000	Merged-chr1-190911808-69
Merged-chr3-69044768-74	chr3	69044517	69045084	+	0.000	0.000	Merged-chr3-69044768-74
Merged-chr17-84421572-4	chr17	84421392	84421712	+	0.000	0.000	Merged-chr17-84421572-4
Merged-chr13-112211274-7	chr13	112211086	112211484	+	0.000	0.000	Merged-chr13-112211274-7
Merged-chr8-110912208-23	chr8	110911796	110912458	+	0.000	0.000	Merged-chr8-110912208-23
Merged-chr1-92058895-31	chr1	92058717	92059062	+	0.000	0.000	Merged-chr1-92058895-31
Merged-chr7-101837936-19	chr7	101837739	101838167	+	0.000	0.000	Merged-chr7-101837936-19
Merged-chr19-41830190-84	chr19	41829763	41830674	+	0.000	0.000	Merged-chr19-41830190-84
Merged-chr11-99244239-11	chr11	99244080	99244481	+	0.000	0.000	Merged-chr11-99244239-11
Merged-chr13-112464093-61	chr13	112463825	112464353	+	0.000	0.000	Merged-chr13-112464093-61
Merged-chr12-80259996-121	chr12	80259436	80260651	+	0.000	0.000	Merged-chr12-80259996-121
Merged-chr2-117352784-31	chr2	117352575	117353224	+	0.000	0.000	Merged-chr2-117352784-31
