#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_III--ATAC_peaks.bed all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
Merged-chr15-31440136-19	chr15	31439869	31440388	+	0.000	0.000	Merged-chr15-31440136-19
Merged-chr11-106741449-7	chr11	106741265	106741642	+	0.000	0.000	Merged-chr11-106741449-7
Merged-chr15-59525783-18	chr15	59525608	59525986	+	0.000	0.000	Merged-chr15-59525783-18
Merged-chr15-59092578-15	chr15	59092409	59092774	+	0.000	0.000	Merged-chr15-59092578-15
Merged-chr5-148554881-35	chr5	148554711	148555021	+	0.000	0.000	Merged-chr5-148554881-35
Merged-chr15-62079594-24	chr15	62079320	62079782	+	0.000	0.000	Merged-chr15-62079594-24
Merged-chr16-23991462-14	chr16	23991212	23991656	+	0.000	0.000	Merged-chr16-23991462-14
Merged-chr14-121824841-29	chr14	121824284	121825109	+	0.000	0.000	Merged-chr14-121824841-29
Merged-chr1-60075302-38	chr1	60074955	60076038	+	0.000	0.000	Merged-chr1-60075302-38
Merged-chr10-108445757-1	chr10	108445659	108445857	+	0.000	0.000	Merged-chr10-108445757-1
Merged-chr4-126967294-4	chr4	126967118	126967454	+	0.000	0.000	Merged-chr4-126967294-4
Merged-chr9-42034143-45	chr9	42033632	42034513	+	0.000	0.000	Merged-chr9-42034143-45
Merged-chr18-7524437-7	chr18	7524182	7524689	+	0.000	0.000	Merged-chr18-7524437-7
Merged-chr3-52199389-34	chr3	52199096	52199642	+	0.000	0.000	Merged-chr3-52199389-34
Merged-chr9-40423772-79	chr9	40423244	40424122	+	0.000	0.000	Merged-chr9-40423772-79
Merged-chr9-14093244-53	chr9	14093009	14093501	+	0.000	0.000	Merged-chr9-14093244-53
Merged-chr11-3179193-4	chr11	3178930	3179426	+	0.000	0.000	Merged-chr11-3179193-4
Merged-chr4-144898190-46	chr4	144897913	144898539	+	0.000	0.000	Merged-chr4-144898190-46
Merged-chr17-45685366-2	chr17	45685238	45685496	+	0.000	0.000	Merged-chr17-45685366-2
Merged-chr11-99132520-18	chr11	99132333	99132742	+	0.000	0.000	Merged-chr11-99132520-18
Merged-chr18-65107334-45	chr18	65107054	65107619	+	0.000	0.000	Merged-chr18-65107334-45
Merged-chr7-130866433-2	chr7	130866295	130866574	+	0.000	0.000	Merged-chr7-130866433-2
Merged-chr4-136110738-3	chr4	136110601	136110908	+	0.000	0.000	Merged-chr4-136110738-3
Merged-chr11-71230864-28	chr11	71230656	71231098	+	0.000	0.000	Merged-chr11-71230864-28
Merged-chr16-91546772-86	chr16	91546268	91547701	+	0.000	0.000	Merged-chr16-91546772-86
Merged-chr9-72097262-35	chr9	72097060	72097563	+	0.000	0.000	Merged-chr9-72097262-35
Merged-chr9-77755388-7	chr9	77755134	77755520	+	0.000	0.000	Merged-chr9-77755388-7
Merged-chr11-48927051-20	chr11	48926810	48927271	+	0.000	0.000	Merged-chr11-48927051-20
Merged-chr7-108934410-57	chr7	108934062	108934796	+	0.000	0.000	Merged-chr7-108934410-57
Merged-chr19-6856952-8	chr19	6856789	6857167	+	0.000	0.000	Merged-chr19-6856952-8
Merged-chr4-32481815-19	chr4	32481538	32482054	+	0.000	0.000	Merged-chr4-32481815-19
Merged-chr17-15986362-1	chr17	15986264	15986462	+	0.000	0.000	Merged-chr17-15986362-1
Merged-chr5-75645576-13	chr5	75645336	75645841	+	0.000	0.000	Merged-chr5-75645576-13
Merged-chr1-138588005-39	chr1	138587810	138588301	+	0.000	0.000	Merged-chr1-138588005-39
Merged-chr12-73876720-26	chr12	73876513	73877000	+	0.000	0.000	Merged-chr12-73876720-26
Merged-chr12-51976631-16	chr12	51976459	51976775	+	0.000	0.000	Merged-chr12-51976631-16
Merged-chr1-82902274-10	chr1	82902121	82902437	+	0.000	0.000	Merged-chr1-82902274-10
Merged-chr16-91562152-19	chr16	91562012	91562325	+	0.000	0.000	Merged-chr16-91562152-19
Merged-chr1-39949345-35	chr1	39949081	39949583	+	0.000	0.000	Merged-chr1-39949345-35
Merged-chr1-127297024-52	chr1	127296849	127297202	+	0.000	0.000	Merged-chr1-127297024-52
Merged-chr5-143180720-54	chr5	143180555	143180935	+	0.000	0.000	Merged-chr5-143180720-54
Merged-chrX-9243541-17	chrX	9243345	9243738	+	0.000	0.000	Merged-chrX-9243541-17
Merged-chr2-68289327-28	chr2	68289069	68289567	+	0.000	0.000	Merged-chr2-68289327-28
Merged-chr12-116048965-10	chr12	116048716	116049209	+	0.000	0.000	Merged-chr12-116048965-10
Merged-chr10-53598971-4	chr10	53598864	53599084	+	0.000	0.000	Merged-chr10-53598971-4
Merged-chr1-38665313-102	chr1	38664817	38666044	+	0.000	0.000	Merged-chr1-38665313-102
Merged-chr5-104508558-72	chr5	104508313	104508933	+	0.000	0.000	Merged-chr5-104508558-72
Merged-chr19-44295859-46	chr19	44295431	44296185	+	0.000	0.000	Merged-chr19-44295859-46
Merged-chr17-8234688-5	chr17	8234559	8234815	+	0.000	0.000	Merged-chr17-8234688-5
Merged-chr4-144890816-36	chr4	144890597	144891029	+	0.000	0.000	Merged-chr4-144890816-36
Merged-chr6-128887500-65	chr6	128887253	128887693	+	0.000	0.000	Merged-chr6-128887500-65
Merged-chr5-121838614-43	chr5	121838255	121838968	+	0.000	0.000	Merged-chr5-121838614-43
Merged-chr9-62373922-12	chr9	62373720	62374119	+	0.000	0.000	Merged-chr9-62373922-12
Merged-chr2-164079713-44	chr2	164079551	164079916	+	0.000	0.000	Merged-chr2-164079713-44
Merged-chr19-43939689-1	chr19	43939591	43939789	+	0.000	0.000	Merged-chr19-43939689-1
Merged-chr7-4653985-45	chr7	4653741	4654242	+	0.000	0.000	Merged-chr7-4653985-45
Merged-chr5-86841347-21	chr5	86841123	86841551	+	0.000	0.000	Merged-chr5-86841347-21
Merged-chr2-34957169-1	chr2	34957071	34957269	+	0.000	0.000	Merged-chr2-34957169-1
Merged-chr15-86020200-23	chr15	86020012	86020413	+	0.000	0.000	Merged-chr15-86020200-23
Merged-chr9-59284451-4	chr9	59284240	59284638	+	0.000	0.000	Merged-chr9-59284451-4
Merged-chr8-125741645-15	chr8	125741332	125741914	+	0.000	0.000	Merged-chr8-125741645-15
Merged-chr9-94670127-81	chr9	94669877	94670333	+	0.000	0.000	Merged-chr9-94670127-81
Merged-chr10-75697186-22	chr10	75696984	75697404	+	0.000	0.000	Merged-chr10-75697186-22
Merged-chr14-78304223-7	chr14	78303948	78304384	+	0.000	0.000	Merged-chr14-78304223-7
Merged-chr16-10782428-11	chr16	10782104	10782759	+	0.000	0.000	Merged-chr16-10782428-11
Merged-chr8-35159394-34	chr8	35159161	35159703	+	0.000	0.000	Merged-chr8-35159394-34
Merged-chr9-44698915-5	chr9	44698780	44699076	+	0.000	0.000	Merged-chr9-44698915-5
Merged-chr9-40344107-38	chr9	40343839	40344446	+	0.000	0.000	Merged-chr9-40344107-38
Merged-chr11-3152779-31	chr11	3152401	3153188	+	0.000	0.000	Merged-chr11-3152779-31
Merged-chr1-173409239-24	chr1	173409082	173409393	+	0.000	0.000	Merged-chr1-173409239-24
Merged-chr18-54125230-1	chr18	54125132	54125330	+	0.000	0.000	Merged-chr18-54125230-1
Merged-chr6-134123137-5	chr6	134122955	134123314	+	0.000	0.000	Merged-chr6-134123137-5
Merged-chr1-189873332-1	chr1	189873234	189873432	+	0.000	0.000	Merged-chr1-189873332-1
Merged-chr9-42029038-28	chr9	42028717	42029220	+	0.000	0.000	Merged-chr9-42029038-28
Merged-chr18-60630804-17	chr18	60630632	60630951	+	0.000	0.000	Merged-chr18-60630804-17
Merged-chr3-95652439-14	chr3	95652234	95652646	+	0.000	0.000	Merged-chr3-95652439-14
Merged-chr19-36522923-59	chr19	36522720	36523199	+	0.000	0.000	Merged-chr19-36522923-59
Merged-chr3-95672932-76	chr3	95672718	95673132	+	0.000	0.000	Merged-chr3-95672932-76
Merged-chr11-54850552-5	chr11	54850400	54850685	+	0.000	0.000	Merged-chr11-54850552-5
Merged-chr9-121371802-49	chr9	121371473	121372372	+	0.000	0.000	Merged-chr9-121371802-49
Merged-chr2-62332140-9	chr2	62331896	62332402	+	0.000	0.000	Merged-chr2-62332140-9
Merged-chr6-144283818-1	chr6	144283720	144283918	+	0.000	0.000	Merged-chr6-144283818-1
Merged-chr17-56289792-1	chr17	56289694	56289892	+	0.000	0.000	Merged-chr17-56289792-1
Merged-chrX-166440624-85	chrX	166440338	166441001	+	0.000	0.000	Merged-chrX-166440624-85
Merged-chr1-189063556-2	chr1	189063457	189063657	+	0.000	0.000	Merged-chr1-189063556-2
Merged-chr10-82048225-54	chr10	82047983	82048454	+	0.000	0.000	Merged-chr10-82048225-54
Merged-chr6-144781870-85	chr6	144781473	144782616	+	0.000	0.000	Merged-chr6-144781870-85
Merged-chr4-32250559-148	chr4	32249706	32251245	+	0.000	0.000	Merged-chr4-32250559-148
Merged-chr1-138619546-96	chr1	138619001	138619863	+	0.000	0.000	Merged-chr1-138619546-96
Merged-chr8-4370315-28	chr8	4370115	4370549	+	0.000	0.000	Merged-chr8-4370315-28
Merged-chr1-164062156-7	chr1	164061991	164062310	+	0.000	0.000	Merged-chr1-164062156-7
Merged-chr11-4498961-7	chr11	4498749	4499146	+	0.000	0.000	Merged-chr11-4498961-7
Merged-chr11-79071709-8	chr11	79071500	79071891	+	0.000	0.000	Merged-chr11-79071709-8
Merged-chr14-118682781-56	chr14	118682539	118683027	+	0.000	0.000	Merged-chr14-118682781-56
Merged-chr10-53621711-12	chr10	53621564	53621886	+	0.000	0.000	Merged-chr10-53621711-12
Merged-chr19-36554580-101	chr19	36554012	36554924	+	0.000	0.000	Merged-chr19-36554580-101
Merged-chr5-105635774-10	chr5	105635514	105635980	+	0.000	0.000	Merged-chr5-105635774-10
Merged-chr9-101078724-6	chr9	101078544	101078859	+	0.000	0.000	Merged-chr9-101078724-6
Merged-chr9-58266728-3	chr9	58266609	58266842	+	0.000	0.000	Merged-chr9-58266728-3
Merged-chr15-59618561-44	chr15	59618355	59618804	+	0.000	0.000	Merged-chr15-59618561-44
Merged-chr4-63899190-80	chr4	63898871	63899555	+	0.000	0.000	Merged-chr4-63899190-80
Merged-chr10-59959685-3	chr10	59959525	59959859	+	0.000	0.000	Merged-chr10-59959685-3
Merged-chr2-77281275-4	chr2	77281142	77281424	+	0.000	0.000	Merged-chr2-77281275-4
Merged-chr1-189973185-50	chr1	189972944	189973441	+	0.000	0.000	Merged-chr1-189973185-50
Merged-chr11-59450244-79	chr11	59449902	59450615	+	0.000	0.000	Merged-chr11-59450244-79
Merged-chr2-164074280-54	chr2	164074042	164074750	+	0.000	0.000	Merged-chr2-164074280-54
Merged-chr19-30124481-1	chr19	30124383	30124581	+	0.000	0.000	Merged-chr19-30124481-1
Merged-chr15-59650805-18	chr15	59650587	59651040	+	0.000	0.000	Merged-chr15-59650805-18
Merged-chr9-77754782-52	chr9	77754448	77755101	+	0.000	0.000	Merged-chr9-77754782-52
Merged-chr2-34944967-27	chr2	34944753	34945192	+	0.000	0.000	Merged-chr2-34944967-27
Merged-chr8-78975191-34	chr8	78974792	78975432	+	0.000	0.000	Merged-chr8-78975191-34
Merged-chr16-91387965-13	chr16	91387750	91388208	+	0.000	0.000	Merged-chr16-91387965-13
Merged-chr1-138590602-27	chr1	138590428	138590770	+	0.000	0.000	Merged-chr1-138590602-27
Merged-chr5-150611909-50	chr5	150611651	150612132	+	0.000	0.000	Merged-chr5-150611909-50
Merged-chr13-51969748-1	chr13	51969650	51969848	+	0.000	0.000	Merged-chr13-51969748-1
Merged-chr4-32423825-17	chr4	32423633	32424021	+	0.000	0.000	Merged-chr4-32423825-17
Merged-chr4-24899363-4	chr4	24899209	24899505	+	0.000	0.000	Merged-chr4-24899363-4
Merged-chr6-17726232-24	chr6	17725984	17726452	+	0.000	0.000	Merged-chr6-17726232-24
Merged-chr7-123110483-20	chr7	123110246	123110739	+	0.000	0.000	Merged-chr7-123110483-20
Merged-chr6-134184770-1	chr6	134184672	134184870	+	0.000	0.000	Merged-chr6-134184770-1
Merged-chr9-94998094-9	chr9	94997922	94998265	+	0.000	0.000	Merged-chr9-94998094-9
Merged-chr11-3133028-6	chr11	3132929	3133131	+	0.000	0.000	Merged-chr11-3133028-6
Merged-chr12-69510951-48	chr12	69510675	69511192	+	0.000	0.000	Merged-chr12-69510951-48
Merged-chr9-44772185-16	chr9	44772030	44772500	+	0.000	0.000	Merged-chr9-44772185-16
Merged-chr10-127598722-1	chr10	127598624	127598822	+	0.000	0.000	Merged-chr10-127598722-1
Merged-chr9-5310757-3	chr9	5310557	5310942	+	0.000	0.000	Merged-chr9-5310757-3
Merged-chr1-136346026-74	chr1	136345664	136346435	+	0.000	0.000	Merged-chr1-136346026-74
Merged-chr9-92229541-73	chr9	92229244	92229942	+	0.000	0.000	Merged-chr9-92229541-73
Merged-chr6-134082422-10	chr6	134082269	134082558	+	0.000	0.000	Merged-chr6-134082422-10
Merged-chr9-35422327-5	chr9	35422227	35422429	+	0.000	0.000	Merged-chr9-35422327-5
Merged-chr15-5106568-21	chr15	5106369	5106735	+	0.000	0.000	Merged-chr15-5106568-21
Merged-chr7-81828174-18	chr7	81827979	81828469	+	0.000	0.000	Merged-chr7-81828174-18
Merged-chr10-111290799-2	chr10	111290652	111290948	+	0.000	0.000	Merged-chr10-111290799-2
Merged-chr12-108686639-7	chr12	108686381	108686849	+	0.000	0.000	Merged-chr12-108686639-7
Merged-chr11-79060117-18	chr11	79059936	79060302	+	0.000	0.000	Merged-chr11-79060117-18
Merged-chr18-53407055-10	chr18	53406860	53407246	+	0.000	0.000	Merged-chr18-53407055-10
Merged-chr3-95664146-32	chr3	95663875	95664515	+	0.000	0.000	Merged-chr3-95664146-32
Merged-chr5-43827764-2	chr5	43827657	43827874	+	0.000	0.000	Merged-chr5-43827764-2
Merged-chr13-3892809-8	chr13	3892657	3892934	+	0.000	0.000	Merged-chr13-3892809-8
Merged-chr2-34977109-71	chr2	34976836	34977485	+	0.000	0.000	Merged-chr2-34977109-71
Merged-chr18-64954199-32	chr18	64953920	64954475	+	0.000	0.000	Merged-chr18-64954199-32
Merged-chr18-7693192-52	chr18	7692902	7693581	+	0.000	0.000	Merged-chr18-7693192-52
Merged-chr15-100599473-8	chr15	100599348	100599598	+	0.000	0.000	Merged-chr15-100599473-8
Merged-chr8-125734356-90	chr8	125734006	125734601	+	0.000	0.000	Merged-chr8-125734356-90
Merged-chr10-94148003-115	chr10	94147745	94148213	+	0.000	0.000	Merged-chr10-94148003-115
Merged-chr19-46040347-17	chr19	46040171	46040547	+	0.000	0.000	Merged-chr19-46040347-17
Merged-chr2-16357189-1	chr2	16357091	16357289	+	0.000	0.000	Merged-chr2-16357189-1
Merged-chr14-14354803-5	chr14	14354610	14354971	+	0.000	0.000	Merged-chr14-14354803-5
Merged-chr8-119380766-18	chr8	119380620	119380945	+	0.000	0.000	Merged-chr8-119380766-18
Merged-chr1-138558537-3	chr1	138558410	138558674	+	0.000	0.000	Merged-chr1-138558537-3
Merged-chr16-94303117-33	chr16	94302885	94303426	+	0.000	0.000	Merged-chr16-94303117-33
Merged-chr12-108613293-25	chr12	108613114	108613480	+	0.000	0.000	Merged-chr12-108613293-25
Merged-chr12-78219327-13	chr12	78219106	78219538	+	0.000	0.000	Merged-chr12-78219327-13
Merged-chr8-121906680-28	chr8	121906478	121906913	+	0.000	0.000	Merged-chr8-121906680-28
Merged-chr11-116668498-7	chr11	116668299	116668645	+	0.000	0.000	Merged-chr11-116668498-7
Merged-chr11-115699455-67	chr11	115699087	115699877	+	0.000	0.000	Merged-chr11-115699455-67
Merged-chr10-94919760-32	chr10	94919491	94920187	+	0.000	0.000	Merged-chr10-94919760-32
Merged-chr5-65107716-59	chr5	65107270	65108281	+	0.000	0.000	Merged-chr5-65107716-59
Merged-chr9-72089337-6	chr9	72089203	72089508	+	0.000	0.000	Merged-chr9-72089337-6
Merged-chr7-80166871-28	chr7	80166600	80167174	+	0.000	0.000	Merged-chr7-80166871-28
Merged-chr7-125551601-1	chr7	125551503	125551701	+	0.000	0.000	Merged-chr7-125551601-1
Merged-chr17-84188564-1	chr17	84188466	84188664	+	0.000	0.000	Merged-chr17-84188564-1
Merged-chr13-42061036-12	chr13	42060820	42061261	+	0.000	0.000	Merged-chr13-42061036-12
Merged-chr16-95983924-16	chr16	95983695	95984248	+	0.000	0.000	Merged-chr16-95983924-16
Merged-chr12-113217877-58	chr12	113217600	113218154	+	0.000	0.000	Merged-chr12-113217877-58
Merged-chr11-99189433-33	chr11	99189159	99189666	+	0.000	0.000	Merged-chr11-99189433-33
Merged-chr10-59950439-1	chr10	59950341	59950539	+	0.000	0.000	Merged-chr10-59950439-1
Merged-chr4-65484303-1	chr4	65484205	65484403	+	0.000	0.000	Merged-chr4-65484303-1
Merged-chr15-102722024-72	chr15	102721689	102722391	+	0.000	0.000	Merged-chr15-102722024-72
Merged-chr7-35742502-39	chr7	35742087	35742799	+	0.000	0.000	Merged-chr7-35742502-39
Merged-chr10-127590419-10	chr10	127590218	127590584	+	0.000	0.000	Merged-chr10-127590419-10
Merged-chr6-17800901-14	chr6	17800702	17801091	+	0.000	0.000	Merged-chr6-17800901-14
Merged-chr3-126660767-126	chr3	126660318	126661358	+	0.000	0.000	Merged-chr3-126660767-126
Merged-chr17-42876211-110	chr17	42875359	42876761	+	0.000	0.000	Merged-chr17-42876211-110
Merged-chr14-121936760-6	chr14	121936614	121936896	+	0.000	0.000	Merged-chr14-121936760-6
Merged-chr10-128368814-69	chr10	128368502	128369093	+	0.000	0.000	Merged-chr10-128368814-69
Merged-chr10-127607308-16	chr10	127607086	127607494	+	0.000	0.000	Merged-chr10-127607308-16
Merged-chr5-92318297-5	chr5	92318119	92318461	+	0.000	0.000	Merged-chr5-92318297-5
Merged-chr9-94607543-65	chr9	94607286	94607768	+	0.000	0.000	Merged-chr9-94607543-65
Merged-chr2-120501154-2	chr2	120501037	120501274	+	0.000	0.000	Merged-chr2-120501154-2
Merged-chr1-74806913-73	chr1	74806634	74807482	+	0.000	0.000	Merged-chr1-74806913-73
Merged-chr1-191961179-5	chr1	191961019	191961338	+	0.000	0.000	Merged-chr1-191961179-5
Merged-chr5-134486118-17	chr5	134485933	134486308	+	0.000	0.000	Merged-chr5-134486118-17
Merged-chr3-136043895-1	chr3	136043797	136043995	+	0.000	0.000	Merged-chr3-136043895-1
Merged-chr3-99141311-74	chr3	99141093	99141539	+	0.000	0.000	Merged-chr3-99141311-74
Merged-chr1-188993360-38	chr1	188993119	188993647	+	0.000	0.000	Merged-chr1-188993360-38
Merged-chr5-148509781-69	chr5	148509401	148510136	+	0.000	0.000	Merged-chr5-148509781-69
Merged-chr5-75043308-12	chr5	75043017	75043690	+	0.000	0.000	Merged-chr5-75043308-12
Merged-chr11-4497649-38	chr11	4497443	4497884	+	0.000	0.000	Merged-chr11-4497649-38
Merged-chr13-116723454-1	chr13	116723356	116723554	+	0.000	0.000	Merged-chr13-116723454-1
Merged-chr2-130449559-2	chr2	130449389	130449732	+	0.000	0.000	Merged-chr2-130449559-2
Merged-chr4-16162455-7	chr4	16162322	16162652	+	0.000	0.000	Merged-chr4-16162455-7
Merged-chr19-40831890-3	chr19	40831779	40832018	+	0.000	0.000	Merged-chr19-40831890-3
Merged-chr15-102721302-19	chr15	102721025	102721536	+	0.000	0.000	Merged-chr15-102721302-19
Merged-chr1-82870408-8	chr1	82870269	82870540	+	0.000	0.000	Merged-chr1-82870408-8
Merged-chr15-9528468-81	chr15	9528086	9529114	+	0.000	0.000	Merged-chr15-9528468-81
Merged-chr16-35919066-70	chr16	35918769	35919573	+	0.000	0.000	Merged-chr16-35919066-70
Merged-chr12-108634224-17	chr12	108634043	108634543	+	0.000	0.000	Merged-chr12-108634224-17
Merged-chr11-29560805-27	chr11	29560485	29561262	+	0.000	0.000	Merged-chr11-29560805-27
Merged-chr1-189883084-25	chr1	189882780	189883290	+	0.000	0.000	Merged-chr1-189883084-25
Merged-chr15-9527309-5	chr15	9527155	9527497	+	0.000	0.000	Merged-chr15-9527309-5
Merged-chr7-19577791-43	chr7	19577434	19578070	+	0.000	0.000	Merged-chr7-19577791-43
Merged-chr1-180314313-47	chr1	180314013	180314924	+	0.000	0.000	Merged-chr1-180314313-47
Merged-chr10-80148120-8	chr10	80147857	80148480	+	0.000	0.000	Merged-chr10-80148120-8
Merged-chr1-180329159-10	chr1	180328931	180329448	+	0.000	0.000	Merged-chr1-180329159-10
Merged-chr14-121931841-19	chr14	121931657	121932104	+	0.000	0.000	Merged-chr14-121931841-19
Merged-chr6-144196480-1	chr6	144196382	144196580	+	0.000	0.000	Merged-chr6-144196480-1
Merged-chr5-100637307-83	chr5	100636912	100637734	+	0.000	0.000	Merged-chr5-100637307-83
Merged-chrX-75764478-65	chrX	75764149	75764707	+	0.000	0.000	Merged-chrX-75764478-65
Merged-chr16-24186919-1	chr16	24186821	24187019	+	0.000	0.000	Merged-chr16-24186919-1
Merged-chr10-130325334-3	chr10	130325140	130325509	+	0.000	0.000	Merged-chr10-130325334-3
Merged-chr3-88491281-8	chr3	88491102	88491464	+	0.000	0.000	Merged-chr3-88491281-8
Merged-chr16-91545855-29	chr16	91545566	91546176	+	0.000	0.000	Merged-chr16-91545855-29
Merged-chr8-85060180-46	chr8	85059929	85060381	+	0.000	0.000	Merged-chr8-85060180-46
Merged-chr13-117220840-63	chr13	117220454	117221269	+	0.000	0.000	Merged-chr13-117220840-63
Merged-chr6-134121887-1	chr6	134121789	134121987	+	0.000	0.000	Merged-chr6-134121887-1
Merged-chr10-115385008-149	chr10	115384514	115385233	+	0.000	0.000	Merged-chr10-115385008-149
Merged-chr11-3185092-55	chr11	3184669	3185672	+	0.000	0.000	Merged-chr11-3185092-55
Merged-chr15-102717579-4	chr15	102717432	102717734	+	0.000	0.000	Merged-chr15-102717579-4
Merged-chr6-67535210-32	chr6	67534827	67535485	+	0.000	0.000	Merged-chr6-67535210-32
Merged-chr16-93585331-1	chr16	93585233	93585431	+	0.000	0.000	Merged-chr16-93585331-1
Merged-chr4-139599159-54	chr4	139598838	139599338	+	0.000	0.000	Merged-chr4-139599159-54
Merged-chr9-97068935-38	chr9	97068635	97069325	+	0.000	0.000	Merged-chr9-97068935-38
Merged-chr15-9535427-15	chr15	9535225	9535648	+	0.000	0.000	Merged-chr15-9535427-15
Merged-chr13-42093848-28	chr13	42093646	42094061	+	0.000	0.000	Merged-chr13-42093848-28
Merged-chr4-19569261-1	chr4	19569163	19569361	+	0.000	0.000	Merged-chr4-19569261-1
Merged-chr5-75034219-5	chr5	75034079	75034362	+	0.000	0.000	Merged-chr5-75034219-5
Merged-chr2-34937859-20	chr2	34937691	34938114	+	0.000	0.000	Merged-chr2-34937859-20
Merged-chr12-116000112-33	chr12	115999866	116000443	+	0.000	0.000	Merged-chr12-116000112-33
Merged-chr6-121184831-1	chr6	121184733	121184931	+	0.000	0.000	Merged-chr6-121184831-1
Merged-chr15-12375841-43	chr15	12375632	12376071	+	0.000	0.000	Merged-chr15-12375841-43
Merged-chr8-33482668-2	chr8	33482533	33482806	+	0.000	0.000	Merged-chr8-33482668-2
Merged-chr11-59421844-42	chr11	59421445	59422330	+	0.000	0.000	Merged-chr11-59421844-42
Merged-chr7-96920782-38	chr7	96920582	96920956	+	0.000	0.000	Merged-chr7-96920782-38
Merged-chr9-62421317-30	chr9	62421125	62421487	+	0.000	0.000	Merged-chr9-62421317-30
Merged-chr11-116413169-123	chr11	116412784	116413645	+	0.000	0.000	Merged-chr11-116413169-123
Merged-chr11-115955280-58	chr11	115954871	115955468	+	0.000	0.000	Merged-chr11-115955280-58
Merged-chr11-99144248-66	chr11	99143375	99144944	+	0.000	0.000	Merged-chr11-99144248-66
Merged-chr9-94614552-1	chr9	94614454	94614652	+	0.000	0.000	Merged-chr9-94614552-1
Merged-chr13-117023549-1	chr13	117023451	117023649	+	0.000	0.000	Merged-chr13-117023549-1
Merged-chr3-129830361-1	chr3	129830263	129830461	+	0.000	0.000	Merged-chr3-129830361-1
Merged-chr7-19310248-55	chr7	19309951	19310438	+	0.000	0.000	Merged-chr7-19310248-55
Merged-chr1-189871035-1	chr1	189870937	189871135	+	0.000	0.000	Merged-chr1-189871035-1
Merged-chr5-92353751-46	chr5	92353496	92354013	+	0.000	0.000	Merged-chr5-92353751-46
Merged-chr2-34958312-48	chr2	34957998	34958562	+	0.000	0.000	Merged-chr2-34958312-48
Merged-chr10-118867305-2	chr10	118867151	118867462	+	0.000	0.000	Merged-chr10-118867305-2
Merged-chr5-148494934-110	chr5	148494561	148495532	+	0.000	0.000	Merged-chr5-148494934-110
Merged-chr4-125124916-51	chr4	125124714	125125173	+	0.000	0.000	Merged-chr4-125124916-51
Merged-chr17-8239317-7	chr17	8239004	8239519	+	0.000	0.000	Merged-chr17-8239317-7
Merged-chr13-116884873-20	chr13	116884469	116885357	+	0.000	0.000	Merged-chr13-116884873-20
Merged-chr8-79398951-115	chr8	79398031	79399640	+	0.000	0.000	Merged-chr8-79398951-115
Merged-chr11-69847152-1	chr11	69847054	69847252	+	0.000	0.000	Merged-chr11-69847152-1
Merged-chr12-113212688-4	chr12	113212552	113212824	+	0.000	0.000	Merged-chr12-113212688-4
Merged-chr6-120978325-32	chr6	120978096	120978638	+	0.000	0.000	Merged-chr6-120978325-32
Merged-chr1-131993308-10	chr1	131993111	131993457	+	0.000	0.000	Merged-chr1-131993308-10
Merged-chrX-36903321-80	chrX	36902644	36903817	+	0.000	0.000	Merged-chrX-36903321-80
Merged-chrX-133887516-30	chrX	133887310	133887705	+	0.000	0.000	Merged-chrX-133887516-30
Merged-chr7-73529409-7	chr7	73529224	73529649	+	0.000	0.000	Merged-chr7-73529409-7
Merged-chr14-78273841-14	chr14	78273679	78274039	+	0.000	0.000	Merged-chr14-78273841-14
Merged-chr18-24305514-11	chr18	24305312	24305714	+	0.000	0.000	Merged-chr18-24305514-11
Merged-chr6-143961927-1	chr6	143961829	143962027	+	0.000	0.000	Merged-chr6-143961927-1
Merged-chr9-48986864-3	chr9	48986749	48986973	+	0.000	0.000	Merged-chr9-48986864-3
Merged-chr17-73821760-2	chr17	73821627	73821896	+	0.000	0.000	Merged-chr17-73821760-2
Merged-chr3-88513720-44	chr3	88513045	88514044	+	0.000	0.000	Merged-chr3-88513720-44
Merged-chr14-121738947-111	chr14	121738386	121739450	+	0.000	0.000	Merged-chr14-121738947-111
Merged-chr9-48480601-54	chr9	48480351	48480927	+	0.000	0.000	Merged-chr9-48480601-54
Merged-chr9-53356792-29	chr9	53356536	53357014	+	0.000	0.000	Merged-chr9-53356792-29
Merged-chr12-81853682-19	chr12	81853482	81854067	+	0.000	0.000	Merged-chr12-81853682-19
Merged-chr10-127662313-49	chr10	127662011	127662612	+	0.000	0.000	Merged-chr10-127662313-49
Merged-chr1-191956552-42	chr1	191956308	191956761	+	0.000	0.000	Merged-chr1-191956552-42
Merged-chr13-117051602-40	chr13	117051369	117051835	+	0.000	0.000	Merged-chr13-117051602-40
Merged-chr11-115814180-82	chr11	115813655	115814540	+	0.000	0.000	Merged-chr11-115814180-82
Merged-chr4-144906777-28	chr4	144906578	144906978	+	0.000	0.000	Merged-chr4-144906777-28
Merged-chr4-152117699-6	chr4	152117545	152117857	+	0.000	0.000	Merged-chr4-152117699-6
Merged-chr8-33483137-2	chr8	33483015	33483262	+	0.000	0.000	Merged-chr8-33483137-2
Merged-chr14-54894532-1	chr14	54894434	54894632	+	0.000	0.000	Merged-chr14-54894532-1
