#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_I--ATAC_peaks.bed all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
Merged-chr6-137541549-52	chr6	137541155	137541924	+	0.000	0.000	Merged-chr6-137541549-52
Merged-chr8-83698923-131	chr8	83698211	83699906	+	0.000	0.000	Merged-chr8-83698923-131
Merged-chr16-77095315-45	chr16	77094954	77095532	+	0.000	0.000	Merged-chr16-77095315-45
Merged-chr2-13574550-240	chr2	13574218	13574783	+	0.000	0.000	Merged-chr2-13574550-240
Merged-chr4-20399276-1	chr4	20399178	20399376	+	0.000	0.000	Merged-chr4-20399276-1
Merged-chr9-44022447-49	chr9	44022162	44022792	+	0.000	0.000	Merged-chr9-44022447-49
Merged-chr14-25371936-16	chr14	25371689	25372134	+	0.000	0.000	Merged-chr14-25371936-16
Merged-chr8-115726310-1	chr8	115726212	115726410	+	0.000	0.000	Merged-chr8-115726310-1
Merged-chr7-119895302-1	chr7	119895204	119895402	+	0.000	0.000	Merged-chr7-119895302-1
Merged-chr1-181867042-1	chr1	181866944	181867142	+	0.000	0.000	Merged-chr1-181867042-1
Merged-chr2-128381991-22	chr2	128381804	128382243	+	0.000	0.000	Merged-chr2-128381991-22
Merged-chr1-182224037-19	chr1	182223837	182224229	+	0.000	0.000	Merged-chr1-182224037-19
Merged-chr19-55921677-2	chr19	55921568	55921788	+	0.000	0.000	Merged-chr19-55921677-2
Merged-chr7-99980241-66	chr7	99980012	99980796	+	0.000	0.000	Merged-chr7-99980241-66
Merged-chr10-111995849-2	chr10	111995669	111996032	+	0.000	0.000	Merged-chr10-111995849-2
Merged-chr18-73815538-67	chr18	73815177	73815931	+	0.000	0.000	Merged-chr18-73815538-67
Merged-chr11-53771554-2	chr11	53771421	53771690	+	0.000	0.000	Merged-chr11-53771554-2
Merged-chr11-76806190-4	chr11	76805989	76806378	+	0.000	0.000	Merged-chr11-76806190-4
Merged-chr11-98909769-23	chr11	98909525	98910042	+	0.000	0.000	Merged-chr11-98909769-23
Merged-chr18-62174920-17	chr18	62174657	62175088	+	0.000	0.000	Merged-chr18-62174920-17
Merged-chr10-84070351-2	chr10	84070239	84070466	+	0.000	0.000	Merged-chr10-84070351-2
Merged-chr2-71837940-9	chr2	71837738	71838096	+	0.000	0.000	Merged-chr2-71837940-9
Merged-chr8-115117334-1	chr8	115117236	115117434	+	0.000	0.000	Merged-chr8-115117334-1
Merged-chr8-71562914-20	chr8	71562749	71563149	+	0.000	0.000	Merged-chr8-71562914-20
Merged-chr3-27270365-23	chr3	27270034	27270676	+	0.000	0.000	Merged-chr3-27270365-23
Merged-chr8-94168871-1	chr8	94168773	94168971	+	0.000	0.000	Merged-chr8-94168871-1
Merged-chr5-151686934-46	chr5	151686589	151687161	+	0.000	0.000	Merged-chr5-151686934-46
Merged-chr1-181888995-34	chr1	181888695	181889327	+	0.000	0.000	Merged-chr1-181888995-34
Merged-chr8-57512766-15	chr8	57512554	57513157	+	0.000	0.000	Merged-chr8-57512766-15
Merged-chr10-94545691-55	chr10	94545491	94545982	+	0.000	0.000	Merged-chr10-94545691-55
Merged-chr8-57531169-32	chr8	57530926	57531411	+	0.000	0.000	Merged-chr8-57531169-32
Merged-chr4-133039433-1	chr4	133039335	133039533	+	0.000	0.000	Merged-chr4-133039433-1
Merged-chr14-25460263-17	chr14	25459953	25460559	+	0.000	0.000	Merged-chr14-25460263-17
Merged-chr18-5020496-14	chr18	5020330	5020680	+	0.000	0.000	Merged-chr18-5020496-14
Merged-chr3-84155693-55	chr3	84155493	84156010	+	0.000	0.000	Merged-chr3-84155693-55
Merged-chr12-51348278-58	chr12	51347911	51348675	+	0.000	0.000	Merged-chr12-51348278-58
Merged-chr4-20279426-1	chr4	20279328	20279526	+	0.000	0.000	Merged-chr4-20279426-1
Merged-chrX-140539423-1	chrX	140539325	140539523	+	0.000	0.000	Merged-chrX-140539423-1
Merged-chr3-86812964-22	chr3	86812817	86813154	+	0.000	0.000	Merged-chr3-86812964-22
Merged-chr10-120202962-1	chr10	120202864	120203062	+	0.000	0.000	Merged-chr10-120202962-1
Merged-chr3-96270061-1	chr3	96269963	96270161	+	0.000	0.000	Merged-chr3-96270061-1
Merged-chr2-52676141-25	chr2	52675785	52676559	+	0.000	0.000	Merged-chr2-52676141-25
Merged-chr10-120197275-31	chr10	120196968	120197457	+	0.000	0.000	Merged-chr10-120197275-31
Merged-chr6-67318701-5	chr6	67318533	67318902	+	0.000	0.000	Merged-chr6-67318701-5
Merged-chr3-142550449-49	chr3	142550256	142550714	+	0.000	0.000	Merged-chr3-142550449-49
Merged-chr1-86532525-44	chr1	86532227	86532780	+	0.000	0.000	Merged-chr1-86532525-44
Merged-chr14-121315767-6	chr14	121315587	121315895	+	0.000	0.000	Merged-chr14-121315767-6
Merged-chr2-27740391-16	chr2	27739948	27740620	+	0.000	0.000	Merged-chr2-27740391-16
Merged-chr13-96011240-58	chr13	96011065	96011513	+	0.000	0.000	Merged-chr13-96011240-58
Merged-chrX-140542886-82	chrX	140542393	140543484	+	0.000	0.000	Merged-chrX-140542886-82
Merged-chr2-125252385-46	chr2	125251999	125252814	+	0.000	0.000	Merged-chr2-125252385-46
Merged-chr8-4925633-1	chr8	4925535	4925733	+	0.000	0.000	Merged-chr8-4925633-1
Merged-chr14-20388925-54	chr14	20388672	20389209	+	0.000	0.000	Merged-chr14-20388925-54
Merged-chr16-52454226-6	chr16	52454030	52454398	+	0.000	0.000	Merged-chr16-52454226-6
Merged-chr9-64811336-89	chr9	64811008	64811826	+	0.000	0.000	Merged-chr9-64811336-89
Merged-chr4-11848499-2	chr4	11848394	11848607	+	0.000	0.000	Merged-chr4-11848499-2
Merged-chr6-8259350-77	chr6	8259130	8259574	+	0.000	0.000	Merged-chr6-8259350-77
Merged-chr1-134060082-41	chr1	134059894	134060343	+	0.000	0.000	Merged-chr1-134060082-41
Merged-chr13-114949183-17	chr13	114949006	114949369	+	0.000	0.000	Merged-chr13-114949183-17
Merged-chr6-127219541-27	chr6	127219251	127219797	+	0.000	0.000	Merged-chr6-127219541-27
Merged-chr2-9770898-17	chr2	9770625	9771095	+	0.000	0.000	Merged-chr2-9770898-17
Merged-chr5-77372984-43	chr5	77372729	77373308	+	0.000	0.000	Merged-chr5-77372984-43
Merged-chr14-99750630-1	chr14	99750532	99750730	+	0.000	0.000	Merged-chr14-99750630-1
Merged-chr2-71809524-7	chr2	71809336	71809763	+	0.000	0.000	Merged-chr2-71809524-7
Merged-chr14-20938430-1	chr14	20938332	20938530	+	0.000	0.000	Merged-chr14-20938430-1
Merged-chr16-77015588-1	chr16	77015490	77015688	+	0.000	0.000	Merged-chr16-77015588-1
Merged-chr18-4350067-14	chr18	4349783	4350288	+	0.000	0.000	Merged-chr18-4350067-14
Merged-chr2-128412932-79	chr2	128412712	128413302	+	0.000	0.000	Merged-chr2-128412932-79
Merged-chr19-6400319-26	chr19	6400024	6400769	+	0.000	0.000	Merged-chr19-6400319-26
Merged-chr5-93268238-3	chr5	93268127	93268365	+	0.000	0.000	Merged-chr5-93268238-3
Merged-chr13-101696534-2	chr13	101696436	101696634	+	0.000	0.000	Merged-chr13-101696534-2
Merged-chr19-6117937-1	chr19	6117839	6118037	+	0.000	0.000	Merged-chr19-6117937-1
Merged-chr3-9770746-5	chr3	9770626	9770870	+	0.000	0.000	Merged-chr3-9770746-5
Merged-chr6-86849610-4	chr6	86849512	86849710	+	0.000	0.000	Merged-chr6-86849610-4
Merged-chr13-101760534-4	chr13	101760428	101760645	+	0.000	0.000	Merged-chr13-101760534-4
Merged-chr9-58582361-93	chr9	58582017	58582771	+	0.000	0.000	Merged-chr9-58582361-93
Merged-chr4-135115670-2	chr4	135115568	135115775	+	0.000	0.000	Merged-chr4-135115670-2
Merged-chr1-191530674-1	chr1	191530576	191530774	+	0.000	0.000	Merged-chr1-191530674-1
Merged-chr11-29647955-32	chr11	29647700	29648383	+	0.000	0.000	Merged-chr11-29647955-32
Merged-chr1-184738115-15	chr1	184737909	184738278	+	0.000	0.000	Merged-chr1-184738115-15
Merged-chr4-133261852-12	chr4	133261676	133262061	+	0.000	0.000	Merged-chr4-133261852-12
Merged-chr18-56809515-1	chr18	56809417	56809615	+	0.000	0.000	Merged-chr18-56809515-1
Merged-chr14-121348977-3	chr14	121348855	121349108	+	0.000	0.000	Merged-chr14-121348977-3
Merged-chr15-85867875-24	chr15	85867698	85868115	+	0.000	0.000	Merged-chr15-85867875-24
Merged-chr5-105405259-24	chr5	105405098	105405400	+	0.000	0.000	Merged-chr5-105405259-24
Merged-chr13-115095757-4	chr13	115095589	115095964	+	0.000	0.000	Merged-chr13-115095757-4
Merged-chr1-130999778-14	chr1	130999583	130999977	+	0.000	0.000	Merged-chr1-130999778-14
Merged-chr11-67637071-1	chr11	67636973	67637171	+	0.000	0.000	Merged-chr11-67637071-1
Merged-chr19-45746500-18	chr19	45746306	45746800	+	0.000	0.000	Merged-chr19-45746500-18
Merged-chr3-27317154-55	chr3	27316846	27317576	+	0.000	0.000	Merged-chr3-27317154-55
Merged-chr12-69168736-61	chr12	69168486	69168961	+	0.000	0.000	Merged-chr12-69168736-61
Merged-chr13-45865819-22	chr13	45865669	45866056	+	0.000	0.000	Merged-chr13-45865819-22
Merged-chr1-191519897-26	chr1	191519592	191520168	+	0.000	0.000	Merged-chr1-191519897-26
Merged-chr4-11771838-52	chr4	11771546	11772167	+	0.000	0.000	Merged-chr4-11771838-52
Merged-chr7-114095651-34	chr7	114095417	114095862	+	0.000	0.000	Merged-chr7-114095651-34
Merged-chr8-3354903-4	chr8	3354805	3355003	+	0.000	0.000	Merged-chr8-3354903-4
Merged-chr1-138938113-5	chr1	138937990	138938258	+	0.000	0.000	Merged-chr1-138938113-5
Merged-chr3-84657299-19	chr3	84656890	84657624	+	0.000	0.000	Merged-chr3-84657299-19
Merged-chr14-121256675-4	chr14	121256453	121256955	+	0.000	0.000	Merged-chr14-121256675-4
Merged-chr13-101711564-33	chr13	101711352	101711932	+	0.000	0.000	Merged-chr13-101711564-33
Merged-chr2-70118902-52	chr2	70118615	70119177	+	0.000	0.000	Merged-chr2-70118902-52
Merged-chr6-109582585-1	chr6	109582487	109582685	+	0.000	0.000	Merged-chr6-109582585-1
Merged-chr1-88705567-62	chr1	88705102	88706128	+	0.000	0.000	Merged-chr1-88705567-62
Merged-chr3-9895947-13	chr3	9895738	9896149	+	0.000	0.000	Merged-chr3-9895947-13
Merged-chr3-59042256-2	chr3	59042127	59042388	+	0.000	0.000	Merged-chr3-59042256-2
Merged-chr3-88407210-9	chr3	88406980	88407442	+	0.000	0.000	Merged-chr3-88407210-9
Merged-chr6-135377824-45	chr6	135377631	135378038	+	0.000	0.000	Merged-chr6-135377824-45
Merged-chr2-90583818-37	chr2	90583631	90584071	+	0.000	0.000	Merged-chr2-90583818-37
Merged-chrX-140504149-30	chrX	140503985	140504400	+	0.000	0.000	Merged-chrX-140504149-30
Merged-chr2-9718103-10	chr2	9717944	9718318	+	0.000	0.000	Merged-chr2-9718103-10
Merged-chr13-45919195-6	chr13	45919050	45919338	+	0.000	0.000	Merged-chr13-45919195-6
Merged-chr14-25630418-14	chr14	25630222	25630620	+	0.000	0.000	Merged-chr14-25630418-14
Merged-chr6-99643748-32	chr6	99643493	99643992	+	0.000	0.000	Merged-chr6-99643748-32
Merged-chr16-58553585-23	chr16	58553294	58553942	+	0.000	0.000	Merged-chr16-58553585-23
Merged-chr10-81433026-44	chr10	81432820	81433279	+	0.000	0.000	Merged-chr10-81433026-44
Merged-chr17-78994621-3	chr17	78994455	78994784	+	0.000	0.000	Merged-chr17-78994621-3
Merged-chr9-103305214-64	chr9	103304978	103305434	+	0.000	0.000	Merged-chr9-103305214-64
Merged-chr2-100020310-1	chr2	100020212	100020410	+	0.000	0.000	Merged-chr2-100020310-1
Merged-chr4-46689596-22	chr4	46689328	46689846	+	0.000	0.000	Merged-chr4-46689596-22
Merged-chr19-12541773-42	chr19	12541363	12542071	+	0.000	0.000	Merged-chr19-12541773-42
Merged-chr15-88837543-52	chr15	88837082	88837730	+	0.000	0.000	Merged-chr15-88837543-52
Merged-chr5-93267720-160	chr5	93267455	93267941	+	0.000	0.000	Merged-chr5-93267720-160
Merged-chr13-114964389-31	chr13	114964161	114964568	+	0.000	0.000	Merged-chr13-114964389-31
Merged-chr19-5388717-53	chr19	5388486	5388984	+	0.000	0.000	Merged-chr19-5388717-53
Merged-chr2-128434790-11	chr2	128434607	128434993	+	0.000	0.000	Merged-chr2-128434790-11
Merged-chr10-8214078-56	chr10	8213886	8214377	+	0.000	0.000	Merged-chr10-8214078-56
Merged-chr14-25481230-34	chr14	25480956	25481547	+	0.000	0.000	Merged-chr14-25481230-34
Merged-chr1-138963261-12	chr1	138963149	138963386	+	0.000	0.000	Merged-chr1-138963261-12
Merged-chr13-60843103-8	chr13	60842929	60843298	+	0.000	0.000	Merged-chr13-60843103-8
Merged-chr7-143748578-27	chr7	143748331	143748827	+	0.000	0.000	Merged-chr7-143748578-27
Merged-chr6-108668354-42	chr6	108668020	108668748	+	0.000	0.000	Merged-chr6-108668354-42
Merged-chr1-133821484-56	chr1	133821186	133821813	+	0.000	0.000	Merged-chr1-133821484-56
Merged-chr8-115136400-1	chr8	115136302	115136500	+	0.000	0.000	Merged-chr8-115136400-1
Merged-chr13-115090156-125	chr13	115089868	115090595	+	0.000	0.000	Merged-chr13-115090156-125
Merged-chrX-134308001-68	chrX	134307763	134308216	+	0.000	0.000	Merged-chrX-134308001-68
Merged-chr2-65161328-1	chr2	65161230	65161428	+	0.000	0.000	Merged-chr2-65161328-1
Merged-chr8-115145430-7	chr8	115145145	115145623	+	0.000	0.000	Merged-chr8-115145430-7
Merged-chr18-56732311-16	chr18	56732036	56732524	+	0.000	0.000	Merged-chr18-56732311-16
Merged-chrX-159254156-4	chrX	159254034	159254296	+	0.000	0.000	Merged-chrX-159254156-4
Merged-chr16-49855465-142	chr16	49854960	49855943	+	0.000	0.000	Merged-chr16-49855465-142
Merged-chr17-50173577-19	chr17	50173297	50173815	+	0.000	0.000	Merged-chr17-50173577-19
Merged-chr2-101416938-1	chr2	101416840	101417038	+	0.000	0.000	Merged-chr2-101416938-1
Merged-chr5-150259783-65	chr5	150259397	150260103	+	0.000	0.000	Merged-chr5-150259783-65
Merged-chr2-11259567-5	chr2	11259429	11259722	+	0.000	0.000	Merged-chr2-11259567-5
Merged-chr13-102085968-1	chr13	102085870	102086068	+	0.000	0.000	Merged-chr13-102085968-1
Merged-chr4-119339139-34	chr4	119338878	119339338	+	0.000	0.000	Merged-chr4-119339139-34
Merged-chr12-112648258-2	chr12	112648158	112648361	+	0.000	0.000	Merged-chr12-112648258-2
Merged-chr2-143903810-20	chr2	143903635	143903982	+	0.000	0.000	Merged-chr2-143903810-20
Merged-chr7-25173743-1	chr7	25173645	25173843	+	0.000	0.000	Merged-chr7-25173743-1
Merged-chr5-8357485-1	chr5	8357387	8357585	+	0.000	0.000	Merged-chr5-8357485-1
Merged-chr13-45925439-1	chr13	45925341	45925539	+	0.000	0.000	Merged-chr13-45925439-1
Merged-chr10-9900538-11	chr10	9900212	9900711	+	0.000	0.000	Merged-chr10-9900538-11
Merged-chr5-140502630-23	chr5	140502407	140502853	+	0.000	0.000	Merged-chr5-140502630-23
Merged-chr5-77082994-13	chr5	77082825	77083129	+	0.000	0.000	Merged-chr5-77082994-13
Merged-chr15-90224402-90	chr15	90224118	90224680	+	0.000	0.000	Merged-chr15-90224402-90
Merged-chr10-44460135-1	chr10	44460037	44460235	+	0.000	0.000	Merged-chr10-44460135-1
Merged-chr13-33957078-33	chr13	33956881	33957355	+	0.000	0.000	Merged-chr13-33957078-33
Merged-chr7-114115270-5	chr7	114115127	114115425	+	0.000	0.000	Merged-chr7-114115270-5
Merged-chr2-52460534-1	chr2	52460436	52460634	+	0.000	0.000	Merged-chr2-52460534-1
Merged-chr12-54999059-64	chr12	54998799	54999519	+	0.000	0.000	Merged-chr12-54999059-64
Merged-chr17-14960917-5	chr17	14960759	14961096	+	0.000	0.000	Merged-chr17-14960917-5
Merged-chr3-9885192-31	chr3	9884967	9885445	+	0.000	0.000	Merged-chr3-9885192-31
Merged-chr11-82178055-28	chr11	82177789	82178258	+	0.000	0.000	Merged-chr11-82178055-28
Merged-chr19-38053790-1	chr19	38053692	38053890	+	0.000	0.000	Merged-chr19-38053790-1
Merged-chr10-41470907-13	chr10	41470704	41471091	+	0.000	0.000	Merged-chr10-41470907-13
Merged-chr14-100461621-38	chr14	100461370	100461889	+	0.000	0.000	Merged-chr14-100461621-38
Merged-chr2-126497961-2	chr2	126497814	126498110	+	0.000	0.000	Merged-chr2-126497961-2
Merged-chr2-91537835-43	chr2	91537595	91538068	+	0.000	0.000	Merged-chr2-91537835-43
Merged-chr5-107978348-39	chr5	107977938	107978756	+	0.000	0.000	Merged-chr5-107978348-39
Merged-chr11-97109349-15	chr11	97109064	97109649	+	0.000	0.000	Merged-chr11-97109349-15
Merged-chr2-79087442-58	chr2	79087023	79087885	+	0.000	0.000	Merged-chr2-79087442-58
Merged-chr4-9028055-41	chr4	9027692	9028416	+	0.000	0.000	Merged-chr4-9028055-41
Merged-chr12-98268789-38	chr12	98268532	98268994	+	0.000	0.000	Merged-chr12-98268789-38
Merged-chr14-56778119-107	chr14	56777411	56778684	+	0.000	0.000	Merged-chr14-56778119-107
Merged-chrX-159199808-53	chrX	159199188	159200285	+	0.000	0.000	Merged-chrX-159199808-53
Merged-chr12-65159175-1	chr12	65159077	65159275	+	0.000	0.000	Merged-chr12-65159175-1
Merged-chr2-128412572-7	chr2	128412437	128412703	+	0.000	0.000	Merged-chr2-128412572-7
Merged-chr17-86162077-29	chr17	86161884	86162266	+	0.000	0.000	Merged-chr17-86162077-29
Merged-chr7-99979720-1	chr7	99979622	99979820	+	0.000	0.000	Merged-chr7-99979720-1
Merged-chr2-9879570-49	chr2	9879347	9879848	+	0.000	0.000	Merged-chr2-9879570-49
Merged-chr13-114987295-18	chr13	114987099	114987478	+	0.000	0.000	Merged-chr13-114987295-18
Merged-chr8-83695528-4	chr8	83695407	83695649	+	0.000	0.000	Merged-chr8-83695528-4
Merged-chr10-95691143-13	chr10	95690927	95691334	+	0.000	0.000	Merged-chr10-95691143-13
Merged-chr7-74486188-34	chr7	74486021	74486401	+	0.000	0.000	Merged-chr7-74486188-34
Merged-chr9-32494195-2	chr9	32494049	32494343	+	0.000	0.000	Merged-chr9-32494195-2
Merged-chr9-72968638-44	chr9	72968452	72968801	+	0.000	0.000	Merged-chr9-72968638-44
Merged-chr4-98922414-1	chr4	98922316	98922514	+	0.000	0.000	Merged-chr4-98922414-1
Merged-chr13-30022742-10	chr13	30022544	30022958	+	0.000	0.000	Merged-chr13-30022742-10
Merged-chr14-103651490-1	chr14	103651392	103651590	+	0.000	0.000	Merged-chr14-103651490-1
Merged-chr18-73810130-9	chr18	73809947	73810265	+	0.000	0.000	Merged-chr18-73810130-9
Merged-chr13-74770542-85	chr13	74770331	74771007	+	0.000	0.000	Merged-chr13-74770542-85
Merged-chr14-26970383-95	chr14	26970203	26970777	+	0.000	0.000	Merged-chr14-26970383-95
Merged-chr2-4883400-34	chr2	4883225	4883644	+	0.000	0.000	Merged-chr2-4883400-34
Merged-chr2-4881275-5	chr2	4880998	4881496	+	0.000	0.000	Merged-chr2-4881275-5
Merged-chr16-44294172-8	chr16	44293978	44294365	+	0.000	0.000	Merged-chr16-44294172-8
Merged-chr1-66864016-2	chr1	66863896	66864138	+	0.000	0.000	Merged-chr1-66864016-2
Merged-chr3-86919838-4	chr3	86919697	86919976	+	0.000	0.000	Merged-chr3-86919838-4
Merged-chr8-115126776-11	chr8	115126507	115127023	+	0.000	0.000	Merged-chr8-115126776-11
Merged-chr17-57131873-41	chr17	57131606	57132179	+	0.000	0.000	Merged-chr17-57131873-41
Merged-chr6-35539475-95	chr6	35539006	35539932	+	0.000	0.000	Merged-chr6-35539475-95
Merged-chr17-34984315-1	chr17	34984217	34984415	+	0.000	0.000	Merged-chr17-34984315-1
Merged-chr13-45885080-29	chr13	45884813	45885263	+	0.000	0.000	Merged-chr13-45885080-29
Merged-chr12-100520759-69	chr12	100520405	100521121	+	0.000	0.000	Merged-chr12-100520759-69
Merged-chr11-98459295-12	chr11	98459112	98459582	+	0.000	0.000	Merged-chr11-98459295-12
Merged-chr7-106426995-13	chr7	106426738	106427253	+	0.000	0.000	Merged-chr7-106426995-13
Merged-chr4-46754989-10	chr4	46754778	46755218	+	0.000	0.000	Merged-chr4-46754989-10
Merged-chr14-7864865-9	chr14	7864740	7865008	+	0.000	0.000	Merged-chr14-7864865-9
Merged-chr2-119618525-54	chr2	119618330	119618816	+	0.000	0.000	Merged-chr2-119618525-54
Merged-chrX-157492192-4	chrX	157492060	157492331	+	0.000	0.000	Merged-chrX-157492192-4
Merged-chr11-88011784-26	chr11	88011561	88012023	+	0.000	0.000	Merged-chr11-88011784-26
Merged-chr14-100283659-2	chr14	100283470	100283851	+	0.000	0.000	Merged-chr14-100283659-2
Merged-chr13-45870077-5	chr13	45869900	45870287	+	0.000	0.000	Merged-chr13-45870077-5
Merged-chr14-102678089-1	chr14	102677991	102678189	+	0.000	0.000	Merged-chr14-102678089-1
Merged-chr1-191404835-11	chr1	191404628	191405075	+	0.000	0.000	Merged-chr1-191404835-11
Merged-chr2-128379347-11	chr2	128379227	128379474	+	0.000	0.000	Merged-chr2-128379347-11
Merged-chr8-84846613-1	chr8	84846515	84846713	+	0.000	0.000	Merged-chr8-84846613-1
Merged-chr5-115897153-16	chr5	115896992	115897351	+	0.000	0.000	Merged-chr5-115897153-16
Merged-chr10-40349967-2	chr10	40349823	40350114	+	0.000	0.000	Merged-chr10-40349967-2
Merged-chr2-9877336-2	chr2	9877196	9877479	+	0.000	0.000	Merged-chr2-9877336-2
Merged-chr19-57725134-25	chr19	57724958	57725379	+	0.000	0.000	Merged-chr19-57725134-25
Merged-chr9-106886341-7	chr9	106886140	106886555	+	0.000	0.000	Merged-chr9-106886341-7
Merged-chr7-132898397-3	chr7	132898280	132898520	+	0.000	0.000	Merged-chr7-132898397-3
Merged-chr19-5389296-20	chr19	5389092	5389473	+	0.000	0.000	Merged-chr19-5389296-20
Merged-chr1-191402800-7	chr1	191402644	191403013	+	0.000	0.000	Merged-chr1-191402800-7
Merged-chr10-8184927-13	chr10	8184726	8185098	+	0.000	0.000	Merged-chr10-8184927-13
Merged-chr10-117792709-55	chr10	117792418	117792937	+	0.000	0.000	Merged-chr10-117792709-55
Merged-chr6-86921974-19	chr6	86921751	86922274	+	0.000	0.000	Merged-chr6-86921974-19
Merged-chr8-115229022-13	chr8	115228793	115229213	+	0.000	0.000	Merged-chr8-115229022-13
Merged-chr4-8799696-68	chr4	8799424	8799969	+	0.000	0.000	Merged-chr4-8799696-68
Merged-chr13-38527849-1	chr13	38527751	38527949	+	0.000	0.000	Merged-chr13-38527849-1
Merged-chr12-55078897-1	chr12	55078799	55078997	+	0.000	0.000	Merged-chr12-55078897-1
Merged-chr17-12769499-71	chr17	12769148	12769916	+	0.000	0.000	Merged-chr17-12769499-71
Merged-chr9-110645405-57	chr9	110645085	110645731	+	0.000	0.000	Merged-chr9-110645405-57
Merged-chr14-47395249-1	chr14	47395151	47395349	+	0.000	0.000	Merged-chr14-47395249-1
Merged-chr7-138846662-4	chr7	138846536	138846847	+	0.000	0.000	Merged-chr7-138846662-4
Merged-chr1-139181025-29	chr1	139180659	139181446	+	0.000	0.000	Merged-chr1-139181025-29
Merged-chr12-100544393-2	chr12	100544242	100544546	+	0.000	0.000	Merged-chr12-100544393-2
Merged-chr1-189628472-26	chr1	189627990	189628818	+	0.000	0.000	Merged-chr1-189628472-26
Merged-chr1-91600873-13	chr1	91600677	91601079	+	0.000	0.000	Merged-chr1-91600873-13
Merged-chr2-126310308-39	chr2	126310050	126310499	+	0.000	0.000	Merged-chr2-126310308-39
Merged-chr9-32538268-31	chr9	32537597	32538566	+	0.000	0.000	Merged-chr9-32538268-31
Merged-chr16-52443178-12	chr16	52442966	52443372	+	0.000	0.000	Merged-chr16-52443178-12
Merged-chr7-135716348-117	chr7	135715936	135716958	+	0.000	0.000	Merged-chr7-135716348-117
Merged-chr1-64690862-70	chr1	64690502	64691194	+	0.000	0.000	Merged-chr1-64690862-70
Merged-chr5-134234445-9	chr5	134234301	134234577	+	0.000	0.000	Merged-chr5-134234445-9
Merged-chr9-13827378-145	chr9	13827189	13827602	+	0.000	0.000	Merged-chr9-13827378-145
Merged-chrX-71364926-47	chrX	71364573	71365397	+	0.000	0.000	Merged-chrX-71364926-47
Merged-chr16-52418568-49	chr16	52418342	52418857	+	0.000	0.000	Merged-chr16-52418568-49
Merged-chr3-144050254-1	chr3	144050156	144050354	+	0.000	0.000	Merged-chr3-144050254-1
Merged-chr15-11994866-1	chr15	11994768	11994966	+	0.000	0.000	Merged-chr15-11994866-1
Merged-chr8-91019876-32	chr8	91019437	91020138	+	0.000	0.000	Merged-chr8-91019876-32
Merged-chr11-29694280-7	chr11	29694138	29694437	+	0.000	0.000	Merged-chr11-29694280-7
Merged-chr2-154791937-2	chr2	154791821	154792056	+	0.000	0.000	Merged-chr2-154791937-2
Merged-chr5-150223706-44	chr5	150223379	150224006	+	0.000	0.000	Merged-chr5-150223706-44
Merged-chr13-95859546-7	chr13	95859398	95859775	+	0.000	0.000	Merged-chr13-95859546-7
Merged-chr10-44483317-39	chr10	44483115	44483509	+	0.000	0.000	Merged-chr10-44483317-39
Merged-chr3-57736067-78	chr3	57735820	57736366	+	0.000	0.000	Merged-chr3-57736067-78
Merged-chr8-18936505-32	chr8	18936263	18936761	+	0.000	0.000	Merged-chr8-18936505-32
Merged-chr4-8690646-122	chr4	8689970	8691791	+	0.000	0.000	Merged-chr4-8690646-122
Merged-chr2-118620756-37	chr2	118620488	118621031	+	0.000	0.000	Merged-chr2-118620756-37
Merged-chr13-75840041-65	chr13	75839802	75840329	+	0.000	0.000	Merged-chr13-75840041-65
Merged-chr18-21001968-97	chr18	21001639	21002225	+	0.000	0.000	Merged-chr18-21001968-97
Merged-chr7-123371458-2	chr7	123371360	123371558	+	0.000	0.000	Merged-chr7-123371458-2
Merged-chr14-103665837-1	chr14	103665739	103665937	+	0.000	0.000	Merged-chr14-103665837-1
Merged-chr1-191417250-5	chr1	191417111	191417404	+	0.000	0.000	Merged-chr1-191417250-5
Merged-chr14-100213183-35	chr14	100212951	100213570	+	0.000	0.000	Merged-chr14-100213183-35
Merged-chr7-74488921-1	chr7	74488823	74489021	+	0.000	0.000	Merged-chr7-74488921-1
Merged-chr3-88410154-56	chr3	88409940	88410341	+	0.000	0.000	Merged-chr3-88410154-56
Merged-chr15-102165758-28	chr15	102165576	102165925	+	0.000	0.000	Merged-chr15-102165758-28
Merged-chr13-95956684-58	chr13	95956424	95956993	+	0.000	0.000	Merged-chr13-95956684-58
Merged-chr15-12017783-9	chr15	12017646	12017937	+	0.000	0.000	Merged-chr15-12017783-9
Merged-chr19-8997882-60	chr19	8997582	8998339	+	0.000	0.000	Merged-chr19-8997882-60
Merged-chr19-11049610-1	chr19	11049512	11049710	+	0.000	0.000	Merged-chr19-11049610-1
Merged-chr4-135179248-50	chr4	135179005	135179480	+	0.000	0.000	Merged-chr4-135179248-50
Merged-chr4-117120855-98	chr4	117120510	117121079	+	0.000	0.000	Merged-chr4-117120855-98
Merged-chr1-181853067-80	chr1	181852850	181853486	+	0.000	0.000	Merged-chr1-181853067-80
