#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-STAT4_KO_Tfh_vs_Naive.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_KO_Tfh_vs_Naive.dn.bed
Merged-chr9-51213844-69	chr9	51213667	51214022	+	0.000	0.000	Merged-chr9-51213844-69
Merged-chr12-17544915-80	chr12	17544527	17545500	+	0.000	0.000	Merged-chr12-17544915-80
Merged-chr14-52338882-26	chr14	52338641	52339120	+	0.000	0.000	Merged-chr14-52338882-26
Merged-chr9-56927767-1	chr9	56927669	56927867	+	0.000	0.000	Merged-chr9-56927767-1
Merged-chr11-113176364-3	chr11	113176195	113176519	+	0.000	0.000	Merged-chr11-113176364-3
Merged-chr17-28204490-5	chr17	28204338	28204686	+	0.000	0.000	Merged-chr17-28204490-5
Merged-chr7-83655455-47	chr7	83655144	83655651	+	0.000	0.000	Merged-chr7-83655455-47
Merged-chr2-126252361-10	chr2	126252168	126252559	+	0.000	0.000	Merged-chr2-126252361-10
Merged-chr7-132335509-39	chr7	132335198	132335741	+	0.000	0.000	Merged-chr7-132335509-39
Merged-chr2-72157784-1	chr2	72157686	72157884	+	0.000	0.000	Merged-chr2-72157784-1
Merged-chr7-35991280-23	chr7	35990838	35991660	+	0.000	0.000	Merged-chr7-35991280-23
Merged-chr7-78451897-56	chr7	78451601	78452149	+	0.000	0.000	Merged-chr7-78451897-56
Merged-chr6-128808713-29	chr6	128808548	128808902	+	0.000	0.000	Merged-chr6-128808713-29
Merged-chr4-150488416-3	chr4	150488237	150488601	+	0.000	0.000	Merged-chr4-150488416-3
Merged-chr1-73966693-8	chr1	73966538	73966860	+	0.000	0.000	Merged-chr1-73966693-8
Merged-chr12-15980765-1	chr12	15980667	15980865	+	0.000	0.000	Merged-chr12-15980765-1
Merged-chr3-131171323-20	chr3	131170963	131171605	+	0.000	0.000	Merged-chr3-131171323-20
Merged-chr4-86874250-69	chr4	86873949	86874572	+	0.000	0.000	Merged-chr4-86874250-69
Merged-chr3-138753245-27	chr3	138752913	138753484	+	0.000	0.000	Merged-chr3-138753245-27
Merged-chr3-89872416-43	chr3	89872231	89872594	+	0.000	0.000	Merged-chr3-89872416-43
Merged-chr4-154432671-1	chr4	154432573	154432771	+	0.000	0.000	Merged-chr4-154432671-1
Merged-chr6-146481511-38	chr6	146481292	146481815	+	0.000	0.000	Merged-chr6-146481511-38
Merged-chr4-101495950-2	chr4	101495833	101496070	+	0.000	0.000	Merged-chr4-101495950-2
Merged-chr2-18957647-16	chr2	18957405	18958031	+	0.000	0.000	Merged-chr2-18957647-16
Merged-chrX-71215140-87	chrX	71214848	71215435	+	0.000	0.000	Merged-chrX-71215140-87
Merged-chrX-151096457-56	chrX	151096091	151096763	+	0.000	0.000	Merged-chrX-151096457-56
Merged-chr6-37371465-5	chr6	37371347	37371606	+	0.000	0.000	Merged-chr6-37371465-5
Merged-chr18-60805828-10	chr18	60805622	60805990	+	0.000	0.000	Merged-chr18-60805828-10
Merged-chr2-169398588-9	chr2	169398254	169398868	+	0.000	0.000	Merged-chr2-169398588-9
Merged-chr16-97272459-57	chr16	97272155	97272692	+	0.000	0.000	Merged-chr16-97272459-57
Merged-chr12-36439593-19	chr12	36439418	36439762	+	0.000	0.000	Merged-chr12-36439593-19
Merged-chr10-4346976-29	chr10	4346670	4347242	+	0.000	0.000	Merged-chr10-4346976-29
Merged-chr2-161090344-28	chr2	161090135	161090637	+	0.000	0.000	Merged-chr2-161090344-28
Merged-chr10-80399766-4	chr10	80399631	80399887	+	0.000	0.000	Merged-chr10-80399766-4
Merged-chr5-125197452-10	chr5	125197255	125197625	+	0.000	0.000	Merged-chr5-125197452-10
Merged-chr6-99452798-17	chr6	99452641	99452947	+	0.000	0.000	Merged-chr6-99452798-17
Merged-chr10-121739985-100	chr10	121739625	121740180	+	0.000	0.000	Merged-chr10-121739985-100
Merged-chr12-15809705-1	chr12	15809607	15809805	+	0.000	0.000	Merged-chr12-15809705-1
Merged-chr14-14716073-16	chr14	14715922	14716259	+	0.000	0.000	Merged-chr14-14716073-16
Merged-chr12-14151387-9	chr12	14151041	14151748	+	0.000	0.000	Merged-chr12-14151387-9
Merged-chr11-117872185-83	chr11	117871717	117872625	+	0.000	0.000	Merged-chr11-117872185-83
Merged-chr11-75962033-17	chr11	75961745	75962202	+	0.000	0.000	Merged-chr11-75962033-17
Merged-chr4-57883873-2	chr4	57883744	57884005	+	0.000	0.000	Merged-chr4-57883873-2
Merged-chr7-30321790-4	chr7	30321650	30321924	+	0.000	0.000	Merged-chr7-30321790-4
Merged-chr3-138743281-13	chr3	138743129	138743439	+	0.000	0.000	Merged-chr3-138743281-13
Merged-chr3-101058101-14	chr3	101057635	101058634	+	0.000	0.000	Merged-chr3-101058101-14
Merged-chr5-140830422-64	chr5	140830038	140830737	+	0.000	0.000	Merged-chr5-140830422-64
Merged-chr15-28025754-115	chr15	28025484	28026218	+	0.000	0.000	Merged-chr15-28025754-115
Merged-chr13-99992126-1	chr13	99992028	99992226	+	0.000	0.000	Merged-chr13-99992126-1
Merged-chr5-144277272-14	chr5	144277053	144277604	+	0.000	0.000	Merged-chr5-144277272-14
Merged-chr4-33077316-4	chr4	33077187	33077447	+	0.000	0.000	Merged-chr4-33077316-4
Merged-chr15-6578239-14	chr15	6578025	6578465	+	0.000	0.000	Merged-chr15-6578239-14
Merged-chr11-61142505-33	chr11	61142196	61142729	+	0.000	0.000	Merged-chr11-61142505-33
Merged-chr12-85447254-58	chr12	85447089	85447407	+	0.000	0.000	Merged-chr12-85447254-58
Merged-chr8-111578108-20	chr8	111577913	111578294	+	0.000	0.000	Merged-chr8-111578108-20
Merged-chr3-84259792-61	chr3	84259481	84260076	+	0.000	0.000	Merged-chr3-84259792-61
Merged-chr6-147576548-5	chr6	147576381	147576698	+	0.000	0.000	Merged-chr6-147576548-5
Merged-chr12-83921941-52	chr12	83921711	83922170	+	0.000	0.000	Merged-chr12-83921941-52
Merged-chr16-35781109-15	chr16	35780931	35781347	+	0.000	0.000	Merged-chr16-35781109-15
Merged-chr2-6469352-27	chr2	6469063	6469557	+	0.000	0.000	Merged-chr2-6469352-27
Merged-chr13-95563885-30	chr13	95563690	95564068	+	0.000	0.000	Merged-chr13-95563885-30
Merged-chr7-64058117-33	chr7	64057806	64058470	+	0.000	0.000	Merged-chr7-64058117-33
Merged-chr18-79293898-35	chr18	79293683	79294137	+	0.000	0.000	Merged-chr18-79293898-35
Merged-chr10-60245274-29	chr10	60245090	60245486	+	0.000	0.000	Merged-chr10-60245274-29
Merged-chr8-45410262-39	chr8	45409956	45410574	+	0.000	0.000	Merged-chr8-45410262-39
Merged-chr4-120363479-1	chr4	120363381	120363579	+	0.000	0.000	Merged-chr4-120363479-1
Merged-chr12-41097614-20	chr12	41097430	41097876	+	0.000	0.000	Merged-chr12-41097614-20
Merged-chr4-95403547-1	chr4	95403449	95403647	+	0.000	0.000	Merged-chr4-95403547-1
Merged-chr11-19830002-1	chr11	19829904	19830102	+	0.000	0.000	Merged-chr11-19830002-1
Merged-chr6-98782065-1	chr6	98781967	98782165	+	0.000	0.000	Merged-chr6-98782065-1
Merged-chr7-49462687-57	chr7	49462262	49463189	+	0.000	0.000	Merged-chr7-49462687-57
Merged-chr14-61681913-6	chr14	61681698	61682072	+	0.000	0.000	Merged-chr14-61681913-6
Merged-chr16-97319688-5	chr16	97319568	97319806	+	0.000	0.000	Merged-chr16-97319688-5
Merged-chr17-84466187-53	chr17	84466025	84466399	+	0.000	0.000	Merged-chr17-84466187-53
Merged-chr7-139388959-78	chr7	139388707	139389166	+	0.000	0.000	Merged-chr7-139388959-78
Merged-chr17-7170509-1	chr17	7170411	7170609	+	0.000	0.000	Merged-chr17-7170509-1
Merged-chr18-80048002-3	chr18	80047819	80048193	+	0.000	0.000	Merged-chr18-80048002-3
Merged-chr9-25186087-6	chr9	25185914	25186245	+	0.000	0.000	Merged-chr9-25186087-6
Merged-chr6-116628813-88	chr6	116628450	116629137	+	0.000	0.000	Merged-chr6-116628813-88
Merged-chr17-9031806-57	chr17	9031396	9032260	+	0.000	0.000	Merged-chr17-9031806-57
Merged-chr16-25426499-60	chr16	25426232	25426706	+	0.000	0.000	Merged-chr16-25426499-60
Merged-chr10-43479514-117	chr10	43479105	43480139	+	0.000	0.000	Merged-chr10-43479514-117
Merged-chr13-44852207-8	chr13	44851986	44852426	+	0.000	0.000	Merged-chr13-44852207-8
Merged-chr12-76837684-61	chr12	76837452	76837973	+	0.000	0.000	Merged-chr12-76837684-61
Merged-chr12-16008873-105	chr12	16008230	16009458	+	0.000	0.000	Merged-chr12-16008873-105
Merged-chr1-164411460-2	chr1	164411345	164411577	+	0.000	0.000	Merged-chr1-164411460-2
Merged-chr13-63528491-46	chr13	63528262	63528750	+	0.000	0.000	Merged-chr13-63528491-46
Merged-chr16-76373079-131	chr16	76372739	76373445	+	0.000	0.000	Merged-chr16-76373079-131
Merged-chr17-56350875-30	chr17	56350700	56351118	+	0.000	0.000	Merged-chr17-56350875-30
Merged-chr2-18939077-26	chr2	18938788	18939233	+	0.000	0.000	Merged-chr2-18939077-26
Merged-chr7-83659580-37	chr7	83659288	83659771	+	0.000	0.000	Merged-chr7-83659580-37
Merged-chr16-85172081-1	chr16	85171983	85172181	+	0.000	0.000	Merged-chr16-85172081-1
Merged-chr3-129602465-51	chr3	129602170	129602693	+	0.000	0.000	Merged-chr3-129602465-51
Merged-chr4-154407570-1	chr4	154407472	154407670	+	0.000	0.000	Merged-chr4-154407570-1
Merged-chr6-99322712-4	chr6	99322587	99322849	+	0.000	0.000	Merged-chr6-99322712-4
Merged-chr7-29260214-5	chr7	29259970	29260447	+	0.000	0.000	Merged-chr7-29260214-5
Merged-chr2-61484018-22	chr2	61483833	61484244	+	0.000	0.000	Merged-chr2-61484018-22
Merged-chr17-84306486-55	chr17	84306194	84306819	+	0.000	0.000	Merged-chr17-84306486-55
Merged-chr15-66877875-1	chr15	66877777	66877975	+	0.000	0.000	Merged-chr15-66877875-1
Merged-chr18-35887802-1	chr18	35887704	35887902	+	0.000	0.000	Merged-chr18-35887802-1
Merged-chr10-67480235-1	chr10	67480137	67480335	+	0.000	0.000	Merged-chr10-67480235-1
Merged-chr1-36282158-44	chr1	36281867	36282422	+	0.000	0.000	Merged-chr1-36282158-44
Merged-chr9-15685378-23	chr9	15685179	15685586	+	0.000	0.000	Merged-chr9-15685378-23
Merged-chr3-121163660-47	chr3	121163440	121163896	+	0.000	0.000	Merged-chr3-121163660-47
Merged-chr15-53354043-25	chr15	53353801	53354272	+	0.000	0.000	Merged-chr15-53354043-25
Merged-chr5-123016010-9	chr5	123015819	123016179	+	0.000	0.000	Merged-chr5-123016010-9
Merged-chr6-41537552-2	chr6	41537448	41537659	+	0.000	0.000	Merged-chr6-41537552-2
Merged-chr2-19715961-49	chr2	19715793	19716118	+	0.000	0.000	Merged-chr2-19715961-49
Merged-chr12-17511273-48	chr12	17511002	17511505	+	0.000	0.000	Merged-chr12-17511273-48
Merged-chr7-39650740-5	chr7	39650530	39650930	+	0.000	0.000	Merged-chr7-39650740-5
Merged-chr18-55055827-13	chr18	55055673	55055979	+	0.000	0.000	Merged-chr18-55055827-13
Merged-chr7-112180328-30	chr7	112180149	112180669	+	0.000	0.000	Merged-chr7-112180328-30
Merged-chr4-150029862-9	chr4	150029641	150030015	+	0.000	0.000	Merged-chr4-150029862-9
Merged-chr17-31061034-42	chr17	31060813	31061245	+	0.000	0.000	Merged-chr17-31061034-42
Merged-chr6-147605427-1	chr6	147605329	147605527	+	0.000	0.000	Merged-chr6-147605427-1
Merged-chr16-97358428-1	chr16	97358330	97358528	+	0.000	0.000	Merged-chr16-97358428-1
Merged-chr9-22132302-2	chr9	22132185	22132421	+	0.000	0.000	Merged-chr9-22132302-2
Merged-chr17-87608990-28	chr17	87608788	87609279	+	0.000	0.000	Merged-chr17-87608990-28
Merged-chr11-52318681-44	chr11	52318517	52318894	+	0.000	0.000	Merged-chr11-52318681-44
Merged-chr5-34187827-64	chr5	34187539	34188128	+	0.000	0.000	Merged-chr5-34187827-64
Merged-chr3-86103938-30	chr3	86103589	86104250	+	0.000	0.000	Merged-chr3-86103938-30
Merged-chr4-6748423-8	chr4	6748275	6748597	+	0.000	0.000	Merged-chr4-6748423-8
Merged-chr5-135632742-49	chr5	135632498	135632992	+	0.000	0.000	Merged-chr5-135632742-49
Merged-chr4-154334922-29	chr4	154334653	154335182	+	0.000	0.000	Merged-chr4-154334922-29
Merged-chr16-89938532-48	chr16	89938276	89938749	+	0.000	0.000	Merged-chr16-89938532-48
Merged-chr17-74717725-59	chr17	74717457	74717949	+	0.000	0.000	Merged-chr17-74717725-59
Merged-chr5-107201705-60	chr5	107201001	107202273	+	0.000	0.000	Merged-chr5-107201705-60
Merged-chr16-97523294-33	chr16	97523042	97523600	+	0.000	0.000	Merged-chr16-97523294-33
Merged-chr4-10912852-21	chr4	10912644	10913046	+	0.000	0.000	Merged-chr4-10912852-21
Merged-chr5-35974104-27	chr5	35973697	35974494	+	0.000	0.000	Merged-chr5-35974104-27
Merged-chr16-90181555-14	chr16	90181295	90181805	+	0.000	0.000	Merged-chr16-90181555-14
Merged-chr17-84368765-10	chr17	84368569	84368965	+	0.000	0.000	Merged-chr17-84368765-10
Merged-chr6-147588557-1	chr6	147588459	147588657	+	0.000	0.000	Merged-chr6-147588557-1
Merged-chr10-14207893-35	chr10	14207597	14208246	+	0.000	0.000	Merged-chr10-14207893-35
Merged-chr13-48513320-57	chr13	48513063	48513617	+	0.000	0.000	Merged-chr13-48513320-57
Merged-chr2-72169976-4	chr2	72169814	72170101	+	0.000	0.000	Merged-chr2-72169976-4
Merged-chr9-121642625-86	chr9	121642363	121642978	+	0.000	0.000	Merged-chr9-121642625-86
Merged-chr7-99535755-146	chr7	99535509	99536118	+	0.000	0.000	Merged-chr7-99535755-146
Merged-chr7-67951127-14	chr7	67950980	67951282	+	0.000	0.000	Merged-chr7-67951127-14
Merged-chr5-135702928-61	chr5	135702664	135703152	+	0.000	0.000	Merged-chr5-135702928-61
Merged-chr2-71941624-65	chr2	71941432	71941849	+	0.000	0.000	Merged-chr2-71941624-65
Merged-chr12-54192129-39	chr12	54191901	54192400	+	0.000	0.000	Merged-chr12-54192129-39
Merged-chr14-30249773-45	chr14	30249410	30250123	+	0.000	0.000	Merged-chr14-30249773-45
Merged-chr13-112427724-41	chr13	112427530	112427894	+	0.000	0.000	Merged-chr13-112427724-41
Merged-chr5-64764597-23	chr5	64764410	64764779	+	0.000	0.000	Merged-chr5-64764597-23
Merged-chr10-17733283-32	chr10	17733100	17733522	+	0.000	0.000	Merged-chr10-17733283-32
Merged-chr1-86154641-52	chr1	86154445	86154901	+	0.000	0.000	Merged-chr1-86154641-52
Merged-chr6-99028336-69	chr6	99027856	99028920	+	0.000	0.000	Merged-chr6-99028336-69
Merged-chr2-169690138-4	chr2	169689986	169690285	+	0.000	0.000	Merged-chr2-169690138-4
Merged-chr2-113234652-8	chr2	113234477	113234851	+	0.000	0.000	Merged-chr2-113234652-8
Merged-chrX-42399563-21	chrX	42399367	42399776	+	0.000	0.000	Merged-chrX-42399563-21
Merged-chr4-57797871-1	chr4	57797773	57797971	+	0.000	0.000	Merged-chr4-57797871-1
Merged-chr4-149871771-25	chr4	149871552	149872022	+	0.000	0.000	Merged-chr4-149871771-25
Merged-chr16-76283887-58	chr16	76283631	76284324	+	0.000	0.000	Merged-chr16-76283887-58
Merged-chr2-169636132-1	chr2	169636034	169636232	+	0.000	0.000	Merged-chr2-169636132-1
Merged-chr17-30128698-1	chr17	30128600	30128798	+	0.000	0.000	Merged-chr17-30128698-1
Merged-chr13-112211274-7	chr13	112211086	112211484	+	0.000	0.000	Merged-chr13-112211274-7
Merged-chr2-117399695-40	chr2	117399514	117399883	+	0.000	0.000	Merged-chr2-117399695-40
Merged-chr1-92058895-31	chr1	92058717	92059062	+	0.000	0.000	Merged-chr1-92058895-31
Merged-chr19-41830190-84	chr19	41829763	41830674	+	0.000	0.000	Merged-chr19-41830190-84
Merged-chr12-80259996-121	chr12	80259436	80260651	+	0.000	0.000	Merged-chr12-80259996-121
Merged-chr16-76283420-1	chr16	76283322	76283520	+	0.000	0.000	Merged-chr16-76283420-1
Merged-chr6-99486374-21	chr6	99486160	99486592	+	0.000	0.000	Merged-chr6-99486374-21
Merged-chr15-25591085-6	chr15	25590960	25591225	+	0.000	0.000	Merged-chr15-25591085-6
Merged-chr4-95461696-1	chr4	95461598	95461796	+	0.000	0.000	Merged-chr4-95461696-1
Merged-chr10-20005632-50	chr10	20005353	20005895	+	0.000	0.000	Merged-chr10-20005632-50
Merged-chr12-80273315-49	chr12	80273126	80273597	+	0.000	0.000	Merged-chr12-80273315-49
Merged-chr7-80718716-12	chr7	80718518	80718920	+	0.000	0.000	Merged-chr7-80718716-12
Merged-chr1-91183532-6	chr1	91183362	91183692	+	0.000	0.000	Merged-chr1-91183532-6
Merged-chr2-6220387-36	chr2	6220192	6220590	+	0.000	0.000	Merged-chr2-6220387-36
Merged-chr14-120279024-5	chr14	120278916	120279155	+	0.000	0.000	Merged-chr14-120279024-5
Merged-chr12-16014936-12	chr12	16014782	16015170	+	0.000	0.000	Merged-chr12-16014936-12
Merged-chr12-82187311-20	chr12	82187148	82187594	+	0.000	0.000	Merged-chr12-82187311-20
Merged-chr6-144997365-10	chr6	144997209	144997531	+	0.000	0.000	Merged-chr6-144997365-10
Merged-chr7-92741583-79	chr7	92741221	92742027	+	0.000	0.000	Merged-chr7-92741583-79
Merged-chr6-99257885-10	chr6	99257760	99258072	+	0.000	0.000	Merged-chr6-99257885-10
Merged-chr4-34050032-15	chr4	34049688	34050375	+	0.000	0.000	Merged-chr4-34050032-15
Merged-chr2-77158589-1	chr2	77158491	77158689	+	0.000	0.000	Merged-chr2-77158589-1
Merged-chr6-129284661-64	chr6	129284082	129285009	+	0.000	0.000	Merged-chr6-129284661-64
Merged-chr17-30131968-5	chr17	30131643	30132217	+	0.000	0.000	Merged-chr17-30131968-5
Merged-chr13-63496701-1	chr13	63496603	63496801	+	0.000	0.000	Merged-chr13-63496701-1
Merged-chr16-45007243-35	chr16	45007053	45007484	+	0.000	0.000	Merged-chr16-45007243-35
Merged-chr18-79303705-44	chr18	79303234	79304092	+	0.000	0.000	Merged-chr18-79303705-44
Merged-chr5-122990565-55	chr5	122990212	122990812	+	0.000	0.000	Merged-chr5-122990565-55
Merged-chr10-96602495-12	chr10	96602340	96602646	+	0.000	0.000	Merged-chr10-96602495-12
Merged-chr9-66667231-9	chr9	66667036	66667426	+	0.000	0.000	Merged-chr9-66667231-9
Merged-chr14-7964637-21	chr14	7964455	7964885	+	0.000	0.000	Merged-chr14-7964637-21
Merged-chr3-121444097-11	chr3	121443637	121444598	+	0.000	0.000	Merged-chr3-121444097-11
Merged-chr1-191288953-28	chr1	191288659	191289134	+	0.000	0.000	Merged-chr1-191288953-28
Merged-chr19-5823518-15	chr19	5823305	5823711	+	0.000	0.000	Merged-chr19-5823518-15
Merged-chr9-25173461-5	chr9	25173206	25173640	+	0.000	0.000	Merged-chr9-25173461-5
Merged-chr1-91459490-61	chr1	91459176	91459727	+	0.000	0.000	Merged-chr1-91459490-61
Merged-chr2-59203140-2	chr2	59203019	59203264	+	0.000	0.000	Merged-chr2-59203140-2
Merged-chr4-155162672-62	chr4	155162359	155162898	+	0.000	0.000	Merged-chr4-155162672-62
Merged-chr18-79366086-1	chr18	79365988	79366186	+	0.000	0.000	Merged-chr18-79366086-1
Merged-chr15-27926448-169	chr15	27925469	27927245	+	0.000	0.000	Merged-chr15-27926448-169
Merged-chr18-54839071-1	chr18	54838973	54839171	+	0.000	0.000	Merged-chr18-54839071-1
Merged-chr2-174050373-2	chr2	174050208	174050541	+	0.000	0.000	Merged-chr2-174050373-2
Merged-chr13-112133906-22	chr13	112133710	112134152	+	0.000	0.000	Merged-chr13-112133906-22
Merged-chr9-34987227-2	chr9	34987057	34987400	+	0.000	0.000	Merged-chr9-34987227-2
Merged-chr7-132430450-1	chr7	132430352	132430550	+	0.000	0.000	Merged-chr7-132430450-1
Merged-chr16-97313121-43	chr16	97312793	97313698	+	0.000	0.000	Merged-chr16-97313121-43
Merged-chr8-81761666-20	chr8	81761495	81761840	+	0.000	0.000	Merged-chr8-81761666-20
Merged-chr4-10919191-12	chr4	10918933	10919412	+	0.000	0.000	Merged-chr4-10919191-12
Merged-chr4-95490410-1	chr4	95490312	95490510	+	0.000	0.000	Merged-chr4-95490410-1
Merged-chr10-12813028-5	chr10	12812758	12813258	+	0.000	0.000	Merged-chr10-12813028-5
Merged-chr9-50768250-64	chr9	50768049	50768501	+	0.000	0.000	Merged-chr9-50768250-64
Merged-chr12-8351458-49	chr12	8351180	8351772	+	0.000	0.000	Merged-chr12-8351458-49
Merged-chr13-93498486-2	chr13	93498375	93498599	+	0.000	0.000	Merged-chr13-93498486-2
Merged-chr10-43478998-1	chr10	43478900	43479098	+	0.000	0.000	Merged-chr10-43478998-1
Merged-chr17-65724346-42	chr17	65724071	65724723	+	0.000	0.000	Merged-chr17-65724346-42
Merged-chr12-52701322-34	chr12	52701105	52701698	+	0.000	0.000	Merged-chr12-52701322-34
Merged-chr2-135648236-1	chr2	135648138	135648336	+	0.000	0.000	Merged-chr2-135648236-1
Merged-chr12-86047582-19	chr12	86047237	86047856	+	0.000	0.000	Merged-chr12-86047582-19
Merged-chr5-114356887-29	chr5	114356600	114357216	+	0.000	0.000	Merged-chr5-114356887-29
Merged-chr14-52141237-71	chr14	52140442	52141707	+	0.000	0.000	Merged-chr14-52141237-71
Merged-chr13-99398640-45	chr13	99398089	99399362	+	0.000	0.000	Merged-chr13-99398640-45
Merged-chr2-117342772-139	chr2	117342431	117343016	+	0.000	0.000	Merged-chr2-117342772-139
Merged-chr2-174110585-108	chr2	174110387	174111005	+	0.000	0.000	Merged-chr2-174110585-108
Merged-chr2-103566209-140	chr2	103565642	103566785	+	0.000	0.000	Merged-chr2-103566209-140
Merged-chr6-59412569-64	chr6	59412200	59412967	+	0.000	0.000	Merged-chr6-59412569-64
Merged-chr5-118069472-39	chr5	118069193	118069693	+	0.000	0.000	Merged-chr5-118069472-39
Merged-chr15-93751087-35	chr15	93750893	93751279	+	0.000	0.000	Merged-chr15-93751087-35
Merged-chr10-67898474-11	chr10	67898298	67898741	+	0.000	0.000	Merged-chr10-67898474-11
Merged-chr9-85749221-147	chr9	85748992	85749422	+	0.000	0.000	Merged-chr9-85749221-147
Merged-chr10-96618337-31	chr10	96618073	96618537	+	0.000	0.000	Merged-chr10-96618337-31
Merged-chr5-107148487-19	chr5	107148311	107148692	+	0.000	0.000	Merged-chr5-107148487-19
Merged-chr3-159840263-108	chr3	159839531	159840660	+	0.000	0.000	Merged-chr3-159840263-108
Merged-chr2-60019234-65	chr2	60018940	60019504	+	0.000	0.000	Merged-chr2-60019234-65
Merged-chr5-64806242-38	chr5	64806009	64806419	+	0.000	0.000	Merged-chr5-64806242-38
Merged-chr1-128602708-8	chr1	128602416	128602942	+	0.000	0.000	Merged-chr1-128602708-8
Merged-chr16-48760801-13	chr16	48760639	48761025	+	0.000	0.000	Merged-chr16-48760801-13
Merged-chr1-52500431-96	chr1	52499834	52500993	+	0.000	0.000	Merged-chr1-52500431-96
Merged-chr10-96822645-10	chr10	96822274	96822901	+	0.000	0.000	Merged-chr10-96822645-10
Merged-chr6-90810191-40	chr6	90809967	90810404	+	0.000	0.000	Merged-chr6-90810191-40
Merged-chr16-94383515-34	chr16	94383260	94383744	+	0.000	0.000	Merged-chr16-94383515-34
Merged-chr13-63568451-1	chr13	63568353	63568551	+	0.000	0.000	Merged-chr13-63568451-1
Merged-chr2-84455319-48	chr2	84454995	84455598	+	0.000	0.000	Merged-chr2-84455319-48
Merged-chrX-151344372-127	chrX	151344172	151344550	+	0.000	0.000	Merged-chrX-151344372-127
Merged-chr7-39518107-73	chr7	39517642	39519011	+	0.000	0.000	Merged-chr7-39518107-73
Merged-chrX-9662792-75	chrX	9662541	9663117	+	0.000	0.000	Merged-chrX-9662792-75
Merged-chr8-40610083-54	chr8	40609886	40610262	+	0.000	0.000	Merged-chr8-40610083-54
Merged-chr12-40580480-3	chr12	40580277	40580684	+	0.000	0.000	Merged-chr12-40580480-3
Merged-chr10-12875013-52	chr10	12874789	12875319	+	0.000	0.000	Merged-chr10-12875013-52
Merged-chr11-113472415-1	chr11	113472317	113472515	+	0.000	0.000	Merged-chr11-113472415-1
Merged-chr17-74754654-12	chr17	74754374	74754852	+	0.000	0.000	Merged-chr17-74754654-12
Merged-chr16-92038114-2	chr16	92037996	92038234	+	0.000	0.000	Merged-chr16-92038114-2
Merged-chr1-92258987-8	chr1	92258809	92259143	+	0.000	0.000	Merged-chr1-92258987-8
Merged-chr12-14152213-14	chr12	14151912	14152718	+	0.000	0.000	Merged-chr12-14152213-14
Merged-chr2-174018150-40	chr2	174017965	174018428	+	0.000	0.000	Merged-chr2-174018150-40
Merged-chr8-81491424-1	chr8	81491326	81491524	+	0.000	0.000	Merged-chr8-81491424-1
Merged-chr10-81082466-12	chr10	81082225	81082647	+	0.000	0.000	Merged-chr10-81082466-12
Merged-chr7-45704207-5	chr7	45704083	45704319	+	0.000	0.000	Merged-chr7-45704207-5
Merged-chr16-97279097-24	chr16	97278854	97279342	+	0.000	0.000	Merged-chr16-97279097-24
Merged-chr9-84030524-2	chr9	84030369	84030681	+	0.000	0.000	Merged-chr9-84030524-2
Merged-chr14-7937215-13	chr14	7936891	7937443	+	0.000	0.000	Merged-chr14-7937215-13
Merged-chr10-77033384-72	chr10	77033044	77033651	+	0.000	0.000	Merged-chr10-77033384-72
Merged-chr3-55600303-1	chr3	55600205	55600403	+	0.000	0.000	Merged-chr3-55600303-1
Merged-chr3-8968845-18	chr3	8968645	8969058	+	0.000	0.000	Merged-chr3-8968845-18
Merged-chr6-147573254-5	chr6	147573081	147573501	+	0.000	0.000	Merged-chr6-147573254-5
Merged-chr4-95663846-5	chr4	95663707	95663989	+	0.000	0.000	Merged-chr4-95663846-5
Merged-chr4-154925616-3	chr4	154925512	154925719	+	0.000	0.000	Merged-chr4-154925616-3
Merged-chr7-120843087-78	chr7	120842813	120843348	+	0.000	0.000	Merged-chr7-120843087-78
Merged-chr15-27828052-47	chr15	27827554	27828265	+	0.000	0.000	Merged-chr15-27828052-47
Merged-chr5-92381886-27	chr5	92381694	92382096	+	0.000	0.000	Merged-chr5-92381886-27
Merged-chr12-17568698-31	chr12	17568514	17568878	+	0.000	0.000	Merged-chr12-17568698-31
Merged-chr3-8963743-1	chr3	8963645	8963843	+	0.000	0.000	Merged-chr3-8963743-1
Merged-chr4-115085754-39	chr4	115085530	115085983	+	0.000	0.000	Merged-chr4-115085754-39
Merged-chr12-80111391-4	chr12	80111224	80111544	+	0.000	0.000	Merged-chr12-80111391-4
Merged-chr14-69823576-22	chr14	69823269	69823807	+	0.000	0.000	Merged-chr14-69823576-22
Merged-chr16-89960330-1	chr16	89960232	89960430	+	0.000	0.000	Merged-chr16-89960330-1
Merged-chr15-36499976-4	chr15	36499832	36500120	+	0.000	0.000	Merged-chr15-36499976-4
Merged-chr17-31039781-31	chr17	31039579	31040012	+	0.000	0.000	Merged-chr17-31039781-31
Merged-chr5-64780950-29	chr5	64780667	64781143	+	0.000	0.000	Merged-chr5-64780950-29
Merged-chr12-112629266-49	chr12	112628871	112629516	+	0.000	0.000	Merged-chr12-112629266-49
Merged-chr2-131509995-53	chr2	131509673	131510239	+	0.000	0.000	Merged-chr2-131509995-53
