#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TFH_Associated--ATAC_peaks.bed all.df.numx.c5-DKO_Tfh_vs_Naive.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Tfh_vs_Naive.dn.bed
Merged-chr6-38848269-41	chr6	38847981	38848532	+	0.000	0.000	Merged-chr6-38848269-41
Merged-chr2-117342772-139	chr2	117342431	117343016	+	0.000	0.000	Merged-chr2-117342772-139
Merged-chr2-103566209-140	chr2	103565642	103566785	+	0.000	0.000	Merged-chr2-103566209-140
Merged-chr12-80114436-28	chr12	80114168	80114624	+	0.000	0.000	Merged-chr12-80114436-28
Merged-chr5-118069472-39	chr5	118069193	118069693	+	0.000	0.000	Merged-chr5-118069472-39
Merged-chr9-97110986-70	chr9	97110701	97111261	+	0.000	0.000	Merged-chr9-97110986-70
Merged-chr15-93751087-35	chr15	93750893	93751279	+	0.000	0.000	Merged-chr15-93751087-35
Merged-chr3-9633388-6	chr3	9633140	9633619	+	0.000	0.000	Merged-chr3-9633388-6
Merged-chr16-70408152-21	chr16	70407975	70408404	+	0.000	0.000	Merged-chr16-70408152-21
Merged-chr5-41841893-1	chr5	41841795	41841993	+	0.000	0.000	Merged-chr5-41841893-1
Merged-chr4-6963700-17	chr4	6963498	6963915	+	0.000	0.000	Merged-chr4-6963700-17
Merged-chr15-86034188-82	chr15	86033798	86034531	+	0.000	0.000	Merged-chr15-86034188-82
Merged-chr10-96618337-31	chr10	96618073	96618537	+	0.000	0.000	Merged-chr10-96618337-31
Merged-chr2-26628456-31	chr2	26628172	26628790	+	0.000	0.000	Merged-chr2-26628456-31
Merged-chr4-32239722-14	chr4	32239455	32239907	+	0.000	0.000	Merged-chr4-32239722-14
Merged-chrX-101419940-50	chrX	101419648	101420215	+	0.000	0.000	Merged-chrX-101419940-50
Merged-chr3-121950760-1	chr3	121950662	121950860	+	0.000	0.000	Merged-chr3-121950760-1
Merged-chr19-53888593-7	chr19	53888464	53888737	+	0.000	0.000	Merged-chr19-53888593-7
Merged-chr2-142759553-1	chr2	142759455	142759653	+	0.000	0.000	Merged-chr2-142759553-1
Merged-chr1-192092599-105	chr1	192092269	192092845	+	0.000	0.000	Merged-chr1-192092599-105
Merged-chr4-6958431-33	chr4	6958131	6958844	+	0.000	0.000	Merged-chr4-6958431-33
Merged-chr5-107148487-19	chr5	107148311	107148692	+	0.000	0.000	Merged-chr5-107148487-19
Merged-chr7-44246733-118	chr7	44246482	44247003	+	0.000	0.000	Merged-chr7-44246733-118
Merged-chr10-13983249-96	chr10	13982780	13984091	+	0.000	0.000	Merged-chr10-13983249-96
Merged-chr3-159840263-108	chr3	159839531	159840660	+	0.000	0.000	Merged-chr3-159840263-108
Merged-chr2-60019234-65	chr2	60018940	60019504	+	0.000	0.000	Merged-chr2-60019234-65
Merged-chr1-38395375-19	chr1	38395072	38395682	+	0.000	0.000	Merged-chr1-38395375-19
Merged-chr7-28371731-2	chr7	28371629	28371835	+	0.000	0.000	Merged-chr7-28371731-2
Merged-chr5-64806242-38	chr5	64806009	64806419	+	0.000	0.000	Merged-chr5-64806242-38
Merged-chr10-20948545-7	chr10	20948367	20948744	+	0.000	0.000	Merged-chr10-20948545-7
Merged-chr1-128602708-8	chr1	128602416	128602942	+	0.000	0.000	Merged-chr1-128602708-8
Merged-chr6-144396715-1	chr6	144396617	144396815	+	0.000	0.000	Merged-chr6-144396715-1
Merged-chr16-48760801-13	chr16	48760639	48761025	+	0.000	0.000	Merged-chr16-48760801-13
Merged-chr1-52500431-96	chr1	52499834	52500993	+	0.000	0.000	Merged-chr1-52500431-96
Merged-chr10-96822645-10	chr10	96822274	96822901	+	0.000	0.000	Merged-chr10-96822645-10
Merged-chr10-100184924-1	chr10	100184826	100185024	+	0.000	0.000	Merged-chr10-100184924-1
Merged-chr17-22410979-19	chr17	22410778	22411185	+	0.000	0.000	Merged-chr17-22410979-19
Merged-chr2-160741664-16	chr2	160741419	160741879	+	0.000	0.000	Merged-chr2-160741664-16
Merged-chr16-94383515-34	chr16	94383260	94383744	+	0.000	0.000	Merged-chr16-94383515-34
Merged-chr2-84455319-48	chr2	84454995	84455598	+	0.000	0.000	Merged-chr2-84455319-48
Merged-chrX-151344372-127	chrX	151344172	151344550	+	0.000	0.000	Merged-chrX-151344372-127
Merged-chr1-52389023-12	chr1	52388841	52389200	+	0.000	0.000	Merged-chr1-52389023-12
Merged-chrX-9662792-75	chrX	9662541	9663117	+	0.000	0.000	Merged-chrX-9662792-75
Merged-chr6-146313637-14	chr6	146313470	146313818	+	0.000	0.000	Merged-chr6-146313637-14
Merged-chr8-4325221-77	chr8	4324992	4325562	+	0.000	0.000	Merged-chr8-4325221-77
Merged-chr8-40610083-54	chr8	40609886	40610262	+	0.000	0.000	Merged-chr8-40610083-54
Merged-chr14-30825884-66	chr14	30825557	30826431	+	0.000	0.000	Merged-chr14-30825884-66
Merged-chr13-91462266-9	chr13	91461993	91462525	+	0.000	0.000	Merged-chr13-91462266-9
Merged-chr15-100126840-34	chr15	100126630	100127055	+	0.000	0.000	Merged-chr15-100126840-34
Merged-chr2-142900890-1	chr2	142900792	142900990	+	0.000	0.000	Merged-chr2-142900890-1
Merged-chr10-12875013-52	chr10	12874789	12875319	+	0.000	0.000	Merged-chr10-12875013-52
Merged-chr4-31827484-3	chr4	31827354	31827639	+	0.000	0.000	Merged-chr4-31827484-3
Merged-chr6-48554136-1	chr6	48554038	48554236	+	0.000	0.000	Merged-chr6-48554136-1
Merged-chr1-178336524-15	chr1	178336238	178336745	+	0.000	0.000	Merged-chr1-178336524-15
Merged-chr17-74754654-12	chr17	74754374	74754852	+	0.000	0.000	Merged-chr17-74754654-12
Merged-chr1-82807419-20	chr1	82807199	82807686	+	0.000	0.000	Merged-chr1-82807419-20
Merged-chr12-80154087-1	chr12	80153989	80154187	+	0.000	0.000	Merged-chr12-80154087-1
Merged-chr16-92038114-2	chr16	92037996	92038234	+	0.000	0.000	Merged-chr16-92038114-2
Merged-chr9-62425384-15	chr9	62425170	62425598	+	0.000	0.000	Merged-chr9-62425384-15
Merged-chrX-75759126-1	chrX	75759028	75759226	+	0.000	0.000	Merged-chrX-75759126-1
Merged-chr5-148601430-1	chr5	148601332	148601530	+	0.000	0.000	Merged-chr5-148601430-1
Merged-chr6-121218095-31	chr6	121217768	121218287	+	0.000	0.000	Merged-chr6-121218095-31
Merged-chr12-14152213-14	chr12	14151912	14152718	+	0.000	0.000	Merged-chr12-14152213-14
Merged-chr4-116008753-17	chr4	116008609	116008896	+	0.000	0.000	Merged-chr4-116008753-17
Merged-chr2-174018150-40	chr2	174017965	174018428	+	0.000	0.000	Merged-chr2-174018150-40
Merged-chr13-85270381-2	chr13	85270234	85270530	+	0.000	0.000	Merged-chr13-85270381-2
Merged-chr12-80115176-7	chr12	80115026	80115346	+	0.000	0.000	Merged-chr12-80115176-7
Merged-chr8-81491424-1	chr8	81491326	81491524	+	0.000	0.000	Merged-chr8-81491424-1
Merged-chr16-14379528-8	chr16	14379393	14379651	+	0.000	0.000	Merged-chr16-14379528-8
Merged-chr7-45704207-5	chr7	45704083	45704319	+	0.000	0.000	Merged-chr7-45704207-5
Merged-chr9-84030524-2	chr9	84030369	84030681	+	0.000	0.000	Merged-chr9-84030524-2
Merged-chr10-77033384-72	chr10	77033044	77033651	+	0.000	0.000	Merged-chr10-77033384-72
Merged-chr8-14998165-42	chr8	14997653	14998511	+	0.000	0.000	Merged-chr8-14998165-42
Merged-chr16-30768472-1	chr16	30768374	30768572	+	0.000	0.000	Merged-chr16-30768472-1
Merged-chr3-8968845-18	chr3	8968645	8969058	+	0.000	0.000	Merged-chr3-8968845-18
Merged-chr19-57115132-1	chr19	57115034	57115232	+	0.000	0.000	Merged-chr19-57115132-1
Merged-chr6-147573254-5	chr6	147573081	147573501	+	0.000	0.000	Merged-chr6-147573254-5
Merged-chr1-97943224-1	chr1	97943126	97943324	+	0.000	0.000	Merged-chr1-97943224-1
Merged-chr7-80024354-9	chr7	80024128	80024573	+	0.000	0.000	Merged-chr7-80024354-9
Merged-chr7-73537938-60	chr7	73537673	73538326	+	0.000	0.000	Merged-chr7-73537938-60
Merged-chr14-69977885-9	chr14	69977538	69978181	+	0.000	0.000	Merged-chr14-69977885-9
Merged-chr7-120843087-78	chr7	120842813	120843348	+	0.000	0.000	Merged-chr7-120843087-78
Merged-chr15-27828052-47	chr15	27827554	27828265	+	0.000	0.000	Merged-chr15-27828052-47
Merged-chr13-85459512-26	chr13	85459113	85459729	+	0.000	0.000	Merged-chr13-85459512-26
Merged-chr5-92381886-27	chr5	92381694	92382096	+	0.000	0.000	Merged-chr5-92381886-27
Merged-chr12-17568698-31	chr12	17568514	17568878	+	0.000	0.000	Merged-chr12-17568698-31
Merged-chr2-30119999-30	chr2	30119809	30120163	+	0.000	0.000	Merged-chr2-30119999-30
Merged-chr3-8963743-1	chr3	8963645	8963843	+	0.000	0.000	Merged-chr3-8963743-1
Merged-chr4-115085754-39	chr4	115085530	115085983	+	0.000	0.000	Merged-chr4-115085754-39
Merged-chr3-57843915-8	chr3	57843719	57844104	+	0.000	0.000	Merged-chr3-57843915-8
Merged-chr10-81248090-40	chr10	81247840	81248321	+	0.000	0.000	Merged-chr10-81248090-40
Merged-chr12-80111391-4	chr12	80111224	80111544	+	0.000	0.000	Merged-chr12-80111391-4
Merged-chr1-38602117-20	chr1	38601833	38602329	+	0.000	0.000	Merged-chr1-38602117-20
Merged-chr16-57473811-19	chr16	57473504	57474037	+	0.000	0.000	Merged-chr16-57473811-19
Merged-chr13-112384903-1	chr13	112384805	112385003	+	0.000	0.000	Merged-chr13-112384903-1
Merged-chr14-69823576-22	chr14	69823269	69823807	+	0.000	0.000	Merged-chr14-69823576-22
Merged-chr11-21164625-69	chr11	21164296	21165023	+	0.000	0.000	Merged-chr11-21164625-69
Merged-chr2-72145290-56	chr2	72144841	72145775	+	0.000	0.000	Merged-chr2-72145290-56
Merged-chr13-44733889-78	chr13	44733475	44734335	+	0.000	0.000	Merged-chr13-44733889-78
Merged-chr16-89960330-1	chr16	89960232	89960430	+	0.000	0.000	Merged-chr16-89960330-1
Merged-chr10-75643885-43	chr10	75643454	75644250	+	0.000	0.000	Merged-chr10-75643885-43
Merged-chr6-30401803-70	chr6	30401527	30402073	+	0.000	0.000	Merged-chr6-30401803-70
Merged-chr3-84314739-19	chr3	84314560	84314915	+	0.000	0.000	Merged-chr3-84314739-19
Merged-chr11-22858195-4	chr11	22858066	22858310	+	0.000	0.000	Merged-chr11-22858195-4
Merged-chr17-34091159-1	chr17	34091061	34091259	+	0.000	0.000	Merged-chr17-34091159-1
Merged-chr15-36499976-4	chr15	36499832	36500120	+	0.000	0.000	Merged-chr15-36499976-4
Merged-chr9-114452652-12	chr9	114452499	114452867	+	0.000	0.000	Merged-chr9-114452652-12
Merged-chr10-71348168-2	chr10	71348048	71348290	+	0.000	0.000	Merged-chr10-71348168-2
Merged-chr17-31039781-31	chr17	31039579	31040012	+	0.000	0.000	Merged-chr17-31039781-31
Merged-chr5-77246174-83	chr5	77245955	77246459	+	0.000	0.000	Merged-chr5-77246174-83
Merged-chr13-85505133-53	chr13	85504939	85505343	+	0.000	0.000	Merged-chr13-85505133-53
Merged-chr5-64780950-29	chr5	64780667	64781143	+	0.000	0.000	Merged-chr5-64780950-29
Merged-chr16-62846958-66	chr16	62846683	62847172	+	0.000	0.000	Merged-chr16-62846958-66
Merged-chr4-83486310-129	chr4	83486073	83486797	+	0.000	0.000	Merged-chr4-83486310-129
Merged-chr16-76333860-1	chr16	76333762	76333960	+	0.000	0.000	Merged-chr16-76333860-1
Merged-chr6-144927007-1	chr6	144926909	144927107	+	0.000	0.000	Merged-chr6-144927007-1
Merged-chr11-3289490-8	chr11	3289265	3289782	+	0.000	0.000	Merged-chr11-3289490-8
Merged-chr12-86046383-40	chr12	86046104	86046745	+	0.000	0.000	Merged-chr12-86046383-40
Merged-chr11-69409455-74	chr11	69409100	69409880	+	0.000	0.000	Merged-chr11-69409455-74
Merged-chr1-192790678-23	chr1	192790372	192790940	+	0.000	0.000	Merged-chr1-192790678-23
Merged-chr10-42848913-29	chr10	42848679	42849289	+	0.000	0.000	Merged-chr10-42848913-29
Merged-chr3-51701450-64	chr3	51700922	51701751	+	0.000	0.000	Merged-chr3-51701450-64
Merged-chr2-119872988-44	chr2	119872497	119873385	+	0.000	0.000	Merged-chr2-119872988-44
Merged-chr5-76869300-44	chr5	76868887	76869947	+	0.000	0.000	Merged-chr5-76869300-44
Merged-chr10-14208417-1	chr10	14208319	14208517	+	0.000	0.000	Merged-chr10-14208417-1
Merged-chr2-90890259-1	chr2	90890161	90890359	+	0.000	0.000	Merged-chr2-90890259-1
Merged-chr16-48769458-10	chr16	48769181	48769702	+	0.000	0.000	Merged-chr16-48769458-10
Merged-chr17-84196515-1	chr17	84196417	84196615	+	0.000	0.000	Merged-chr17-84196515-1
Merged-chr7-73607070-52	chr7	73606807	73607464	+	0.000	0.000	Merged-chr7-73607070-52
Merged-chr1-60977872-47	chr1	60977589	60978313	+	0.000	0.000	Merged-chr1-60977872-47
Merged-chr13-46780080-38	chr13	46779717	46780646	+	0.000	0.000	Merged-chr13-46780080-38
Merged-chr7-80688769-118	chr7	80688455	80689334	+	0.000	0.000	Merged-chr7-80688769-118
Merged-chrX-36195914-13	chrX	36195759	36196073	+	0.000	0.000	Merged-chrX-36195914-13
Merged-chr9-44772887-60	chr9	44772530	44773187	+	0.000	0.000	Merged-chr9-44772887-60
Merged-chr1-34843057-106	chr1	34842464	34843468	+	0.000	0.000	Merged-chr1-34843057-106
Merged-chr10-68154258-88	chr10	68153899	68154481	+	0.000	0.000	Merged-chr10-68154258-88
Merged-chr8-3248783-13	chr8	3248481	3248993	+	0.000	0.000	Merged-chr8-3248783-13
Merged-chr10-96635391-5	chr10	96635164	96635701	+	0.000	0.000	Merged-chr10-96635391-5
Merged-chr13-108596484-3	chr13	108596339	108596616	+	0.000	0.000	Merged-chr13-108596484-3
Merged-chr11-98149913-127	chr11	98149434	98150225	+	0.000	0.000	Merged-chr11-98149913-127
Merged-chr6-89632208-46	chr6	89631948	89632419	+	0.000	0.000	Merged-chr6-89632208-46
Merged-chr1-39901309-92	chr1	39900607	39902297	+	0.000	0.000	Merged-chr1-39901309-92
Merged-chr12-36474027-1	chr12	36473929	36474127	+	0.000	0.000	Merged-chr12-36474027-1
Merged-chr15-81399835-76	chr15	81399561	81400048	+	0.000	0.000	Merged-chr15-81399835-76
Merged-chr19-40238240-2	chr19	40238138	40238345	+	0.000	0.000	Merged-chr19-40238240-2
Merged-chr17-15826286-103	chr17	15826046	15826765	+	0.000	0.000	Merged-chr17-15826286-103
Merged-chr4-106910448-27	chr4	106910186	106910720	+	0.000	0.000	Merged-chr4-106910448-27
Merged-chr14-78559223-28	chr14	78559020	78559374	+	0.000	0.000	Merged-chr14-78559223-28
Merged-chr4-134750367-60	chr4	134749957	134750682	+	0.000	0.000	Merged-chr4-134750367-60
Merged-chr1-82849868-1	chr1	82849770	82849968	+	0.000	0.000	Merged-chr1-82849868-1
Merged-chr18-55337877-1	chr18	55337779	55337977	+	0.000	0.000	Merged-chr18-55337877-1
Merged-chr1-180330545-90	chr1	180330144	180330953	+	0.000	0.000	Merged-chr1-180330545-90
Merged-chr10-59953841-5	chr10	59953685	59953979	+	0.000	0.000	Merged-chr10-59953841-5
Merged-chr8-84709387-31	chr8	84709140	84709553	+	0.000	0.000	Merged-chr8-84709387-31
Merged-chr2-18998003-84	chr2	18997581	18998367	+	0.000	0.000	Merged-chr2-18998003-84
Merged-chr5-114922090-53	chr5	114921847	114922329	+	0.000	0.000	Merged-chr5-114922090-53
Merged-chr10-39421150-70	chr10	39420563	39421647	+	0.000	0.000	Merged-chr10-39421150-70
Merged-chr17-5124871-1	chr17	5124773	5124971	+	0.000	0.000	Merged-chr17-5124871-1
Merged-chr12-82139405-7	chr12	82139226	82139588	+	0.000	0.000	Merged-chr12-82139405-7
Merged-chr10-100496204-1	chr10	100496106	100496304	+	0.000	0.000	Merged-chr10-100496204-1
Merged-chr17-35978888-2	chr17	35978703	35979076	+	0.000	0.000	Merged-chr17-35978888-2
Merged-chr15-27937826-6	chr15	27937670	27937986	+	0.000	0.000	Merged-chr15-27937826-6
Merged-chr15-85043311-1	chr15	85043213	85043411	+	0.000	0.000	Merged-chr15-85043311-1
Merged-chr1-74083131-11	chr1	74082950	74083297	+	0.000	0.000	Merged-chr1-74083131-11
Merged-chr7-99182845-58	chr7	99182610	99183102	+	0.000	0.000	Merged-chr7-99182845-58
Merged-chr2-79370906-44	chr2	79370620	79371177	+	0.000	0.000	Merged-chr2-79370906-44
Merged-chr2-71041194-14	chr2	71041034	71041437	+	0.000	0.000	Merged-chr2-71041194-14
Merged-chr2-33354145-1	chr2	33354047	33354245	+	0.000	0.000	Merged-chr2-33354145-1
Merged-chr9-20975783-8	chr9	20975648	20975953	+	0.000	0.000	Merged-chr9-20975783-8
Merged-chr17-33955836-55	chr17	33955614	33956144	+	0.000	0.000	Merged-chr17-33955836-55
Merged-chr14-10430786-8	chr14	10430608	10430911	+	0.000	0.000	Merged-chr14-10430786-8
Merged-chr15-85250640-38	chr15	85250494	85250807	+	0.000	0.000	Merged-chr15-85250640-38
Merged-chr11-32199362-4	chr11	32199240	32199485	+	0.000	0.000	Merged-chr11-32199362-4
Merged-chr12-8313039-1	chr12	8312941	8313139	+	0.000	0.000	Merged-chr12-8313039-1
Merged-chr11-20332805-89	chr11	20332543	20333025	+	0.000	0.000	Merged-chr11-20332805-89
Merged-chr5-121711338-4	chr5	121711192	121711482	+	0.000	0.000	Merged-chr5-121711338-4
Merged-chr8-84998087-35	chr8	84997899	84998250	+	0.000	0.000	Merged-chr8-84998087-35
Merged-chr10-39371656-31	chr10	39371264	39371882	+	0.000	0.000	Merged-chr10-39371656-31
Merged-chr8-61239855-9	chr8	61239620	61240051	+	0.000	0.000	Merged-chr8-61239855-9
Merged-chr2-135957913-49	chr2	135957602	135958145	+	0.000	0.000	Merged-chr2-135957913-49
Merged-chr1-36068645-92	chr1	36068140	36069128	+	0.000	0.000	Merged-chr1-36068645-92
Merged-chr1-60416960-33	chr1	60416737	60417145	+	0.000	0.000	Merged-chr1-60416960-33
Merged-chr2-84481991-45	chr2	84481700	84482239	+	0.000	0.000	Merged-chr2-84481991-45
Merged-chr11-88455019-1	chr11	88454921	88455119	+	0.000	0.000	Merged-chr11-88455019-1
Merged-chr12-3807031-133	chr12	3806286	3807351	+	0.000	0.000	Merged-chr12-3807031-133
Merged-chr6-86733286-56	chr6	86732788	86733562	+	0.000	0.000	Merged-chr6-86733286-56
Merged-chr11-99145976-1	chr11	99145878	99146076	+	0.000	0.000	Merged-chr11-99145976-1
Merged-chr17-59844739-2	chr17	59844640	59844840	+	0.000	0.000	Merged-chr17-59844739-2
Merged-chr8-81736050-71	chr8	81735726	81736338	+	0.000	0.000	Merged-chr8-81736050-71
Merged-chr5-123314213-3	chr5	123314081	123314341	+	0.000	0.000	Merged-chr5-123314213-3
Merged-chr15-62092754-58	chr15	62092321	62093123	+	0.000	0.000	Merged-chr15-62092754-58
Merged-chr5-97078666-15	chr5	97078502	97078829	+	0.000	0.000	Merged-chr5-97078666-15
Merged-chr1-181017150-106	chr1	181016602	181017657	+	0.000	0.000	Merged-chr1-181017150-106
Merged-chr15-41818887-24	chr15	41818630	41819213	+	0.000	0.000	Merged-chr15-41818887-24
Merged-chr5-65881132-7	chr5	65880865	65881455	+	0.000	0.000	Merged-chr5-65881132-7
Merged-chr6-125219300-1	chr6	125219202	125219400	+	0.000	0.000	Merged-chr6-125219300-1
Merged-chr5-125158641-59	chr5	125158406	125158921	+	0.000	0.000	Merged-chr5-125158641-59
Merged-chr11-97030056-43	chr11	97029855	97030292	+	0.000	0.000	Merged-chr11-97030056-43
Merged-chr12-77949698-47	chr12	77949217	77950005	+	0.000	0.000	Merged-chr12-77949698-47
Merged-chr7-49802865-9	chr7	49802670	49803096	+	0.000	0.000	Merged-chr7-49802865-9
Merged-chr6-50566844-2	chr6	50566746	50566944	+	0.000	0.000	Merged-chr6-50566844-2
Merged-chr15-72810099-125	chr15	72809550	72810496	+	0.000	0.000	Merged-chr15-72810099-125
Merged-chr4-86886222-78	chr4	86885915	86886586	+	0.000	0.000	Merged-chr4-86886222-78
Merged-chr16-23986384-1	chr16	23986286	23986484	+	0.000	0.000	Merged-chr16-23986384-1
Merged-chr12-4080460-2	chr12	4080320	4080602	+	0.000	0.000	Merged-chr12-4080460-2
Merged-chr7-30322363-141	chr7	30321996	30322617	+	0.000	0.000	Merged-chr7-30322363-141
Merged-chr9-14072005-21	chr9	14071736	14072197	+	0.000	0.000	Merged-chr9-14072005-21
Merged-chr10-17728854-10	chr10	17728649	17729025	+	0.000	0.000	Merged-chr10-17728854-10
Merged-chr11-3180102-24	chr11	3179853	3180340	+	0.000	0.000	Merged-chr11-3180102-24
Merged-chr12-3313079-3	chr12	3312967	3313190	+	0.000	0.000	Merged-chr12-3313079-3
Merged-chr6-144093257-1	chr6	144093159	144093357	+	0.000	0.000	Merged-chr6-144093257-1
Merged-chr13-92615338-2	chr13	92615222	92615456	+	0.000	0.000	Merged-chr13-92615338-2
Merged-chr11-60330779-5	chr11	60330643	60330927	+	0.000	0.000	Merged-chr11-60330779-5
Merged-chr18-14783377-95	chr18	14783004	14783617	+	0.000	0.000	Merged-chr18-14783377-95
Merged-chr4-7207158-12	chr4	7206926	7207361	+	0.000	0.000	Merged-chr4-7207158-12
Merged-chr4-32291576-26	chr4	32291319	32291855	+	0.000	0.000	Merged-chr4-32291576-26
Merged-chr14-52316174-44	chr14	52315934	52316475	+	0.000	0.000	Merged-chr14-52316174-44
Merged-chr7-141072410-71	chr7	141072229	141072623	+	0.000	0.000	Merged-chr7-141072410-71
Merged-chr13-4942811-70	chr13	4942452	4943015	+	0.000	0.000	Merged-chr13-4942811-70
Merged-chr8-107048507-76	chr8	107048255	107048762	+	0.000	0.000	Merged-chr8-107048507-76
Merged-chr2-169409438-1	chr2	169409340	169409538	+	0.000	0.000	Merged-chr2-169409438-1
Merged-chr5-31202256-62	chr5	31201938	31202559	+	0.000	0.000	Merged-chr5-31202256-62
Merged-chr2-13265108-24	chr2	13264901	13265347	+	0.000	0.000	Merged-chr2-13265108-24
Merged-chr11-3190092-3	chr11	3189994	3190194	+	0.000	0.000	Merged-chr11-3190092-3
Merged-chr2-140066734-59	chr2	140066472	140066946	+	0.000	0.000	Merged-chr2-140066734-59
Merged-chr13-93554105-5	chr13	93553872	93554264	+	0.000	0.000	Merged-chr13-93554105-5
Merged-chr9-70094753-12	chr9	70094537	70095048	+	0.000	0.000	Merged-chr9-70094753-12
Merged-chr13-58072674-2	chr13	58072487	58072864	+	0.000	0.000	Merged-chr13-58072674-2
Merged-chr2-77268969-1	chr2	77268871	77269069	+	0.000	0.000	Merged-chr2-77268969-1
Merged-chrX-136615823-2	chrX	136615725	136615923	+	0.000	0.000	Merged-chrX-136615823-2
Merged-chr11-77348681-109	chr11	77347890	77349335	+	0.000	0.000	Merged-chr11-77348681-109
Merged-chr17-56443573-18	chr17	56443379	56443805	+	0.000	0.000	Merged-chr17-56443573-18
Merged-chr14-61682596-69	chr14	61682272	61682995	+	0.000	0.000	Merged-chr14-61682596-69
Merged-chr7-125559265-2	chr7	125559139	125559394	+	0.000	0.000	Merged-chr7-125559265-2
Merged-chr18-49979677-114	chr18	49979158	49980155	+	0.000	0.000	Merged-chr18-49979677-114
Merged-chr8-8661992-1	chr8	8661894	8662092	+	0.000	0.000	Merged-chr8-8661992-1
Merged-chr5-34513990-85	chr5	34513729	34514239	+	0.000	0.000	Merged-chr5-34513990-85
Merged-chr7-64158985-48	chr7	64158670	64159267	+	0.000	0.000	Merged-chr7-64158985-48
Merged-chr2-174612913-27	chr2	174612687	174613191	+	0.000	0.000	Merged-chr2-174612913-27
Merged-chr9-65630395-51	chr9	65629482	65630938	+	0.000	0.000	Merged-chr9-65630395-51
Merged-chr1-61084899-26	chr1	61084709	61085081	+	0.000	0.000	Merged-chr1-61084899-26
Merged-chr19-5390000-41	chr19	5389750	5390393	+	0.000	0.000	Merged-chr19-5390000-41
Merged-chr8-14992911-28	chr8	14992718	14993103	+	0.000	0.000	Merged-chr8-14992911-28
Merged-chr4-6965504-3	chr4	6965333	6965650	+	0.000	0.000	Merged-chr4-6965504-3
Merged-chr1-35652992-2	chr1	35652894	35653092	+	0.000	0.000	Merged-chr1-35652992-2
Merged-chr16-77014874-4	chr16	77014776	77014974	+	0.000	0.000	Merged-chr16-77014874-4
Merged-chr13-53402378-5	chr13	53402246	53402511	+	0.000	0.000	Merged-chr13-53402378-5
Merged-chr18-41752958-32	chr18	41752591	41753297	+	0.000	0.000	Merged-chr18-41752958-32
Merged-chr13-108976246-3	chr13	108976058	108976392	+	0.000	0.000	Merged-chr13-108976246-3
Merged-chr3-88510082-59	chr3	88509854	88510526	+	0.000	0.000	Merged-chr3-88510082-59
Merged-chr10-17540117-1	chr10	17540019	17540217	+	0.000	0.000	Merged-chr10-17540117-1
Merged-chr17-70849864-58	chr17	70849449	70850396	+	0.000	0.000	Merged-chr17-70849864-58
Merged-chr15-53140511-27	chr15	53140276	53140743	+	0.000	0.000	Merged-chr15-53140511-27
Merged-chr17-29975806-2	chr17	29975690	29975925	+	0.000	0.000	Merged-chr17-29975806-2
Merged-chr14-122788282-21	chr14	122787870	122788574	+	0.000	0.000	Merged-chr14-122788282-21
Merged-chr11-6568162-40	chr11	6567948	6568403	+	0.000	0.000	Merged-chr11-6568162-40
Merged-chr5-97090318-20	chr5	97090101	97090502	+	0.000	0.000	Merged-chr5-97090318-20
Merged-chr6-142528004-10	chr6	142527753	142528192	+	0.000	0.000	Merged-chr6-142528004-10
Merged-chr13-28551845-49	chr13	28551587	28552186	+	0.000	0.000	Merged-chr13-28551845-49
Merged-chr16-35770327-38	chr16	35770097	35770543	+	0.000	0.000	Merged-chr16-35770327-38
Merged-chr5-65866574-1	chr5	65866476	65866674	+	0.000	0.000	Merged-chr5-65866574-1
Merged-chr11-53350915-81	chr11	53350462	53351400	+	0.000	0.000	Merged-chr11-53350915-81
Merged-chr11-44545394-37	chr11	44545185	44545611	+	0.000	0.000	Merged-chr11-44545394-37
Merged-chr17-23841285-7	chr17	23841122	23841446	+	0.000	0.000	Merged-chr17-23841285-7
Merged-chr15-36346245-49	chr15	36346000	36346440	+	0.000	0.000	Merged-chr15-36346245-49
Merged-chr7-16175293-44	chr7	16174863	16175619	+	0.000	0.000	Merged-chr7-16175293-44
Merged-chr2-117333794-2	chr2	117333665	117333926	+	0.000	0.000	Merged-chr2-117333794-2
Merged-chr17-56325890-57	chr17	56325664	56326067	+	0.000	0.000	Merged-chr17-56325890-57
Merged-chr11-102408513-28	chr11	102408335	102408752	+	0.000	0.000	Merged-chr11-102408513-28
Merged-chr17-5089755-14	chr17	5089562	5089934	+	0.000	0.000	Merged-chr17-5089755-14
Merged-chr7-68139606-11	chr7	68139435	68139768	+	0.000	0.000	Merged-chr7-68139606-11
Merged-chr10-117676030-42	chr10	117675611	117676708	+	0.000	0.000	Merged-chr10-117676030-42
Merged-chr10-95000064-1	chr10	94999966	95000164	+	0.000	0.000	Merged-chr10-95000064-1
Merged-chr1-164457333-1	chr1	164457235	164457433	+	0.000	0.000	Merged-chr1-164457333-1
Merged-chr10-81268235-12	chr10	81268118	81268355	+	0.000	0.000	Merged-chr10-81268235-12
Merged-chr6-125260143-17	chr6	125259981	125260341	+	0.000	0.000	Merged-chr6-125260143-17
