#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-WT_Tfh_vs_Naive.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-WT_Tfh_vs_Naive.dn.bed
Merged-chr2-72169976-4	chr2	72169814	72170101	+	0.000	0.000	Merged-chr2-72169976-4
Merged-chr9-121642625-86	chr9	121642363	121642978	+	0.000	0.000	Merged-chr9-121642625-86
Merged-chr7-99535755-146	chr7	99535509	99536118	+	0.000	0.000	Merged-chr7-99535755-146
Merged-chr7-67951127-14	chr7	67950980	67951282	+	0.000	0.000	Merged-chr7-67951127-14
Merged-chr12-54192129-39	chr12	54191901	54192400	+	0.000	0.000	Merged-chr12-54192129-39
Merged-chr14-30249773-45	chr14	30249410	30250123	+	0.000	0.000	Merged-chr14-30249773-45
Merged-chr8-81491835-29	chr8	81491600	81492178	+	0.000	0.000	Merged-chr8-81491835-29
Merged-chr11-61111046-1	chr11	61110948	61111146	+	0.000	0.000	Merged-chr11-61111046-1
Merged-chr13-112427724-41	chr13	112427530	112427894	+	0.000	0.000	Merged-chr13-112427724-41
Merged-chr5-64764597-23	chr5	64764410	64764779	+	0.000	0.000	Merged-chr5-64764597-23
Merged-chr10-17733283-32	chr10	17733100	17733522	+	0.000	0.000	Merged-chr10-17733283-32
Merged-chr1-86154641-52	chr1	86154445	86154901	+	0.000	0.000	Merged-chr1-86154641-52
Merged-chr6-99028336-69	chr6	99027856	99028920	+	0.000	0.000	Merged-chr6-99028336-69
Merged-chr2-169690138-4	chr2	169689986	169690285	+	0.000	0.000	Merged-chr2-169690138-4
Merged-chr2-113234652-8	chr2	113234477	113234851	+	0.000	0.000	Merged-chr2-113234652-8
Merged-chrX-42399563-21	chrX	42399367	42399776	+	0.000	0.000	Merged-chrX-42399563-21
Merged-chr4-57797871-1	chr4	57797773	57797971	+	0.000	0.000	Merged-chr4-57797871-1
Merged-chr4-149871771-25	chr4	149871552	149872022	+	0.000	0.000	Merged-chr4-149871771-25
Merged-chr16-76283887-58	chr16	76283631	76284324	+	0.000	0.000	Merged-chr16-76283887-58
Merged-chr2-169636132-1	chr2	169636034	169636232	+	0.000	0.000	Merged-chr2-169636132-1
Merged-chr17-30128698-1	chr17	30128600	30128798	+	0.000	0.000	Merged-chr17-30128698-1
Merged-chr10-68239369-73	chr10	68239007	68239655	+	0.000	0.000	Merged-chr10-68239369-73
Merged-chr13-112439925-37	chr13	112439419	112440263	+	0.000	0.000	Merged-chr13-112439925-37
Merged-chr5-105114341-2	chr5	105114243	105114441	+	0.000	0.000	Merged-chr5-105114341-2
Merged-chr3-129594863-2	chr3	129594747	129594982	+	0.000	0.000	Merged-chr3-129594863-2
Merged-chr3-69044768-74	chr3	69044517	69045084	+	0.000	0.000	Merged-chr3-69044768-74
Merged-chr2-117399695-40	chr2	117399514	117399883	+	0.000	0.000	Merged-chr2-117399695-40
Merged-chr1-92058895-31	chr1	92058717	92059062	+	0.000	0.000	Merged-chr1-92058895-31
Merged-chr19-41830190-84	chr19	41829763	41830674	+	0.000	0.000	Merged-chr19-41830190-84
Merged-chr12-80259996-121	chr12	80259436	80260651	+	0.000	0.000	Merged-chr12-80259996-121
Merged-chr15-25591085-6	chr15	25590960	25591225	+	0.000	0.000	Merged-chr15-25591085-6
Merged-chr10-20005632-50	chr10	20005353	20005895	+	0.000	0.000	Merged-chr10-20005632-50
Merged-chr12-80273315-49	chr12	80273126	80273597	+	0.000	0.000	Merged-chr12-80273315-49
Merged-chr7-80718716-12	chr7	80718518	80718920	+	0.000	0.000	Merged-chr7-80718716-12
Merged-chr5-107403453-62	chr5	107403034	107403880	+	0.000	0.000	Merged-chr5-107403453-62
Merged-chr1-91183532-6	chr1	91183362	91183692	+	0.000	0.000	Merged-chr1-91183532-6
Merged-chr2-6220387-36	chr2	6220192	6220590	+	0.000	0.000	Merged-chr2-6220387-36
Merged-chr14-120279024-5	chr14	120278916	120279155	+	0.000	0.000	Merged-chr14-120279024-5
Merged-chr12-16014936-12	chr12	16014782	16015170	+	0.000	0.000	Merged-chr12-16014936-12
Merged-chr12-82187311-20	chr12	82187148	82187594	+	0.000	0.000	Merged-chr12-82187311-20
Merged-chr4-145295858-11	chr4	145295697	145295998	+	0.000	0.000	Merged-chr4-145295858-11
Merged-chr17-6005820-51	chr17	6005396	6006422	+	0.000	0.000	Merged-chr17-6005820-51
Merged-chr6-144997365-10	chr6	144997209	144997531	+	0.000	0.000	Merged-chr6-144997365-10
Merged-chrX-12091143-34	chrX	12090813	12091436	+	0.000	0.000	Merged-chrX-12091143-34
Merged-chr6-99257885-10	chr6	99257760	99258072	+	0.000	0.000	Merged-chr6-99257885-10
Merged-chr12-103401492-1	chr12	103401394	103401592	+	0.000	0.000	Merged-chr12-103401492-1
Merged-chr4-34050032-15	chr4	34049688	34050375	+	0.000	0.000	Merged-chr4-34050032-15
Merged-chr2-77158589-1	chr2	77158491	77158689	+	0.000	0.000	Merged-chr2-77158589-1
Merged-chr8-14952534-33	chr8	14952280	14952750	+	0.000	0.000	Merged-chr8-14952534-33
Merged-chr11-87073947-35	chr11	87073703	87074212	+	0.000	0.000	Merged-chr11-87073947-35
Merged-chr6-129284661-64	chr6	129284082	129285009	+	0.000	0.000	Merged-chr6-129284661-64
Merged-chr17-30131968-5	chr17	30131643	30132217	+	0.000	0.000	Merged-chr17-30131968-5
Merged-chr17-28692428-34	chr17	28692209	28692697	+	0.000	0.000	Merged-chr17-28692428-34
Merged-chr13-63496701-1	chr13	63496603	63496801	+	0.000	0.000	Merged-chr13-63496701-1
Merged-chr18-79303705-44	chr18	79303234	79304092	+	0.000	0.000	Merged-chr18-79303705-44
Merged-chr5-122990565-55	chr5	122990212	122990812	+	0.000	0.000	Merged-chr5-122990565-55
Merged-chr14-7964637-21	chr14	7964455	7964885	+	0.000	0.000	Merged-chr14-7964637-21
Merged-chr3-121444097-11	chr3	121443637	121444598	+	0.000	0.000	Merged-chr3-121444097-11
Merged-chr1-191288953-28	chr1	191288659	191289134	+	0.000	0.000	Merged-chr1-191288953-28
Merged-chr19-5823518-15	chr19	5823305	5823711	+	0.000	0.000	Merged-chr19-5823518-15
Merged-chr9-25173461-5	chr9	25173206	25173640	+	0.000	0.000	Merged-chr9-25173461-5
Merged-chr1-91459490-61	chr1	91459176	91459727	+	0.000	0.000	Merged-chr1-91459490-61
Merged-chr9-20976394-107	chr9	20975979	20976996	+	0.000	0.000	Merged-chr9-20976394-107
Merged-chr2-59203140-2	chr2	59203019	59203264	+	0.000	0.000	Merged-chr2-59203140-2
Merged-chr9-62847920-25	chr9	62847677	62848242	+	0.000	0.000	Merged-chr9-62847920-25
Merged-chr15-27926448-169	chr15	27925469	27927245	+	0.000	0.000	Merged-chr15-27926448-169
Merged-chr5-122707725-80	chr5	122707507	122707955	+	0.000	0.000	Merged-chr5-122707725-80
Merged-chr7-127026478-169	chr7	127025123	127027559	+	0.000	0.000	Merged-chr7-127026478-169
Merged-chr2-174050373-2	chr2	174050208	174050541	+	0.000	0.000	Merged-chr2-174050373-2
Merged-chr13-112133906-22	chr13	112133710	112134152	+	0.000	0.000	Merged-chr13-112133906-22
Merged-chrX-12080672-46	chrX	12080179	12081271	+	0.000	0.000	Merged-chrX-12080672-46
Merged-chr15-36521520-11	chr15	36521352	36521671	+	0.000	0.000	Merged-chr15-36521520-11
Merged-chr5-120747462-1	chr5	120747364	120747562	+	0.000	0.000	Merged-chr5-120747462-1
Merged-chr12-80113137-75	chr12	80112945	80113476	+	0.000	0.000	Merged-chr12-80113137-75
Merged-chr16-97313121-43	chr16	97312793	97313698	+	0.000	0.000	Merged-chr16-97313121-43
Merged-chr3-95995239-3	chr3	95995109	95995374	+	0.000	0.000	Merged-chr3-95995239-3
Merged-chr8-81761666-20	chr8	81761495	81761840	+	0.000	0.000	Merged-chr8-81761666-20
Merged-chr18-34840702-39	chr18	34840356	34841188	+	0.000	0.000	Merged-chr18-34840702-39
Merged-chr4-10919191-12	chr4	10918933	10919412	+	0.000	0.000	Merged-chr4-10919191-12
Merged-chr4-95490410-1	chr4	95490312	95490510	+	0.000	0.000	Merged-chr4-95490410-1
Merged-chr7-128382170-51	chr7	128381823	128382531	+	0.000	0.000	Merged-chr7-128382170-51
Merged-chr10-12813028-5	chr10	12812758	12813258	+	0.000	0.000	Merged-chr10-12813028-5
Merged-chr9-50768250-64	chr9	50768049	50768501	+	0.000	0.000	Merged-chr9-50768250-64
Merged-chr13-99395160-4	chr13	99394949	99395362	+	0.000	0.000	Merged-chr13-99395160-4
Merged-chr13-93498486-2	chr13	93498375	93498599	+	0.000	0.000	Merged-chr13-93498486-2
Merged-chr10-43478998-1	chr10	43478900	43479098	+	0.000	0.000	Merged-chr10-43478998-1
Merged-chr12-52701322-34	chr12	52701105	52701698	+	0.000	0.000	Merged-chr12-52701322-34
Merged-chr2-135648236-1	chr2	135648138	135648336	+	0.000	0.000	Merged-chr2-135648236-1
Merged-chr12-86047582-19	chr12	86047237	86047856	+	0.000	0.000	Merged-chr12-86047582-19
Merged-chr14-52141237-71	chr14	52140442	52141707	+	0.000	0.000	Merged-chr14-52141237-71
Merged-chr13-99398640-45	chr13	99398089	99399362	+	0.000	0.000	Merged-chr13-99398640-45
Merged-chr2-117342772-139	chr2	117342431	117343016	+	0.000	0.000	Merged-chr2-117342772-139
Merged-chr2-174110585-108	chr2	174110387	174111005	+	0.000	0.000	Merged-chr2-174110585-108
Merged-chr19-4231537-6	chr19	4231397	4231660	+	0.000	0.000	Merged-chr19-4231537-6
Merged-chr2-103566209-140	chr2	103565642	103566785	+	0.000	0.000	Merged-chr2-103566209-140
Merged-chr6-59412569-64	chr6	59412200	59412967	+	0.000	0.000	Merged-chr6-59412569-64
Merged-chr10-67898474-11	chr10	67898298	67898741	+	0.000	0.000	Merged-chr10-67898474-11
Merged-chr9-85749221-147	chr9	85748992	85749422	+	0.000	0.000	Merged-chr9-85749221-147
Merged-chr10-96618337-31	chr10	96618073	96618537	+	0.000	0.000	Merged-chr10-96618337-31
Merged-chr2-119250733-1	chr2	119250635	119250833	+	0.000	0.000	Merged-chr2-119250733-1
Merged-chr5-107148487-19	chr5	107148311	107148692	+	0.000	0.000	Merged-chr5-107148487-19
Merged-chr8-84985409-5	chr8	84985257	84985545	+	0.000	0.000	Merged-chr8-84985409-5
Merged-chr10-13983249-96	chr10	13982780	13984091	+	0.000	0.000	Merged-chr10-13983249-96
Merged-chr3-159840263-108	chr3	159839531	159840660	+	0.000	0.000	Merged-chr3-159840263-108
Merged-chr2-60019234-65	chr2	60018940	60019504	+	0.000	0.000	Merged-chr2-60019234-65
Merged-chr7-28371731-2	chr7	28371629	28371835	+	0.000	0.000	Merged-chr7-28371731-2
Merged-chr5-64806242-38	chr5	64806009	64806419	+	0.000	0.000	Merged-chr5-64806242-38
Merged-chr10-20948545-7	chr10	20948367	20948744	+	0.000	0.000	Merged-chr10-20948545-7
Merged-chr1-128602708-8	chr1	128602416	128602942	+	0.000	0.000	Merged-chr1-128602708-8
Merged-chr16-48760801-13	chr16	48760639	48761025	+	0.000	0.000	Merged-chr16-48760801-13
Merged-chr1-52500431-96	chr1	52499834	52500993	+	0.000	0.000	Merged-chr1-52500431-96
Merged-chr10-96822645-10	chr10	96822274	96822901	+	0.000	0.000	Merged-chr10-96822645-10
Merged-chr13-63568451-1	chr13	63568353	63568551	+	0.000	0.000	Merged-chr13-63568451-1
Merged-chrX-151344372-127	chrX	151344172	151344550	+	0.000	0.000	Merged-chrX-151344372-127
Merged-chr7-39518107-73	chr7	39517642	39519011	+	0.000	0.000	Merged-chr7-39518107-73
Merged-chr6-146313637-14	chr6	146313470	146313818	+	0.000	0.000	Merged-chr6-146313637-14
Merged-chr8-40610083-54	chr8	40609886	40610262	+	0.000	0.000	Merged-chr8-40610083-54
Merged-chr12-40580480-3	chr12	40580277	40580684	+	0.000	0.000	Merged-chr12-40580480-3
Merged-chr10-12875013-52	chr10	12874789	12875319	+	0.000	0.000	Merged-chr10-12875013-52
Merged-chr11-113472415-1	chr11	113472317	113472515	+	0.000	0.000	Merged-chr11-113472415-1
Merged-chr17-74754654-12	chr17	74754374	74754852	+	0.000	0.000	Merged-chr17-74754654-12
Merged-chr16-92038114-2	chr16	92037996	92038234	+	0.000	0.000	Merged-chr16-92038114-2
Merged-chr1-92258987-8	chr1	92258809	92259143	+	0.000	0.000	Merged-chr1-92258987-8
Merged-chr2-174018150-40	chr2	174017965	174018428	+	0.000	0.000	Merged-chr2-174018150-40
Merged-chr10-20952486-81	chr10	20952282	20952719	+	0.000	0.000	Merged-chr10-20952486-81
Merged-chr12-80115176-7	chr12	80115026	80115346	+	0.000	0.000	Merged-chr12-80115176-7
Merged-chr8-81491424-1	chr8	81491326	81491524	+	0.000	0.000	Merged-chr8-81491424-1
Merged-chr7-45704207-5	chr7	45704083	45704319	+	0.000	0.000	Merged-chr7-45704207-5
Merged-chr9-84030524-2	chr9	84030369	84030681	+	0.000	0.000	Merged-chr9-84030524-2
Merged-chr14-7937215-13	chr14	7936891	7937443	+	0.000	0.000	Merged-chr14-7937215-13
Merged-chr10-77033384-72	chr10	77033044	77033651	+	0.000	0.000	Merged-chr10-77033384-72
Merged-chr3-55600303-1	chr3	55600205	55600403	+	0.000	0.000	Merged-chr3-55600303-1
Merged-chr3-8968845-18	chr3	8968645	8969058	+	0.000	0.000	Merged-chr3-8968845-18
Merged-chr6-147573254-5	chr6	147573081	147573501	+	0.000	0.000	Merged-chr6-147573254-5
Merged-chr4-95663846-5	chr4	95663707	95663989	+	0.000	0.000	Merged-chr4-95663846-5
Merged-chr7-120843087-78	chr7	120842813	120843348	+	0.000	0.000	Merged-chr7-120843087-78
Merged-chr11-101070115-48	chr11	101069724	101070410	+	0.000	0.000	Merged-chr11-101070115-48
Merged-chr15-27828052-47	chr15	27827554	27828265	+	0.000	0.000	Merged-chr15-27828052-47
Merged-chr5-92381886-27	chr5	92381694	92382096	+	0.000	0.000	Merged-chr5-92381886-27
Merged-chr12-80111391-4	chr12	80111224	80111544	+	0.000	0.000	Merged-chr12-80111391-4
Merged-chr5-118087962-12	chr5	118087822	118088164	+	0.000	0.000	Merged-chr5-118087962-12
Merged-chr14-69823576-22	chr14	69823269	69823807	+	0.000	0.000	Merged-chr14-69823576-22
Merged-chr2-72145290-56	chr2	72144841	72145775	+	0.000	0.000	Merged-chr2-72145290-56
Merged-chr13-44733889-78	chr13	44733475	44734335	+	0.000	0.000	Merged-chr13-44733889-78
Merged-chr16-89960330-1	chr16	89960232	89960430	+	0.000	0.000	Merged-chr16-89960330-1
Merged-chr3-84314739-19	chr3	84314560	84314915	+	0.000	0.000	Merged-chr3-84314739-19
Merged-chr15-36499976-4	chr15	36499832	36500120	+	0.000	0.000	Merged-chr15-36499976-4
Merged-chr10-71348168-2	chr10	71348048	71348290	+	0.000	0.000	Merged-chr10-71348168-2
Merged-chr17-31039781-31	chr17	31039579	31040012	+	0.000	0.000	Merged-chr17-31039781-31
Merged-chr5-64780950-29	chr5	64780667	64781143	+	0.000	0.000	Merged-chr5-64780950-29
Merged-chr16-76333860-1	chr16	76333762	76333960	+	0.000	0.000	Merged-chr16-76333860-1
Merged-chr13-64429583-2	chr13	64429459	64429710	+	0.000	0.000	Merged-chr13-64429583-2
Merged-chr6-116632298-26	chr6	116632051	116632490	+	0.000	0.000	Merged-chr6-116632298-26
Merged-chr12-86046383-40	chr12	86046104	86046745	+	0.000	0.000	Merged-chr12-86046383-40
Merged-chr11-69409455-74	chr11	69409100	69409880	+	0.000	0.000	Merged-chr11-69409455-74
Merged-chr4-101509948-1	chr4	101509850	101510048	+	0.000	0.000	Merged-chr4-101509948-1
Merged-chr14-120352240-6	chr14	120352057	120352391	+	0.000	0.000	Merged-chr14-120352240-6
Merged-chr16-48769458-10	chr16	48769181	48769702	+	0.000	0.000	Merged-chr16-48769458-10
Merged-chr1-60977872-47	chr1	60977589	60978313	+	0.000	0.000	Merged-chr1-60977872-47
Merged-chr16-45224130-153	chr16	45223766	45224485	+	0.000	0.000	Merged-chr16-45224130-153
Merged-chr8-3248783-13	chr8	3248481	3248993	+	0.000	0.000	Merged-chr8-3248783-13
Merged-chr10-96635391-5	chr10	96635164	96635701	+	0.000	0.000	Merged-chr10-96635391-5
Merged-chr11-98149913-127	chr11	98149434	98150225	+	0.000	0.000	Merged-chr11-98149913-127
Merged-chr6-89632208-46	chr6	89631948	89632419	+	0.000	0.000	Merged-chr6-89632208-46
Merged-chr6-41557614-2	chr6	41557491	41557739	+	0.000	0.000	Merged-chr6-41557614-2
Merged-chr12-36474027-1	chr12	36473929	36474127	+	0.000	0.000	Merged-chr12-36474027-1
Merged-chr6-48771054-58	chr6	48770791	48771530	+	0.000	0.000	Merged-chr6-48771054-58
Merged-chr4-134750367-60	chr4	134749957	134750682	+	0.000	0.000	Merged-chr4-134750367-60
Merged-chr18-55337877-1	chr18	55337779	55337977	+	0.000	0.000	Merged-chr18-55337877-1
Merged-chr8-84709387-31	chr8	84709140	84709553	+	0.000	0.000	Merged-chr8-84709387-31
Merged-chr2-18998003-84	chr2	18997581	18998367	+	0.000	0.000	Merged-chr2-18998003-84
Merged-chr5-114922090-53	chr5	114921847	114922329	+	0.000	0.000	Merged-chr5-114922090-53
Merged-chr12-82139405-7	chr12	82139226	82139588	+	0.000	0.000	Merged-chr12-82139405-7
Merged-chr14-120303374-10	chr14	120303138	120303574	+	0.000	0.000	Merged-chr14-120303374-10
Merged-chr2-60080152-7	chr2	60079929	60080351	+	0.000	0.000	Merged-chr2-60080152-7
Merged-chr15-27937826-6	chr15	27937670	27937986	+	0.000	0.000	Merged-chr15-27937826-6
Merged-chr15-85043311-1	chr15	85043213	85043411	+	0.000	0.000	Merged-chr15-85043311-1
Merged-chr1-74083131-11	chr1	74082950	74083297	+	0.000	0.000	Merged-chr1-74083131-11
Merged-chr4-118326685-10	chr4	118326545	118326855	+	0.000	0.000	Merged-chr4-118326685-10
Merged-chr2-71041194-14	chr2	71041034	71041437	+	0.000	0.000	Merged-chr2-71041194-14
Merged-chr9-20975783-8	chr9	20975648	20975953	+	0.000	0.000	Merged-chr9-20975783-8
Merged-chr14-10430786-8	chr14	10430608	10430911	+	0.000	0.000	Merged-chr14-10430786-8
Merged-chr15-85250640-38	chr15	85250494	85250807	+	0.000	0.000	Merged-chr15-85250640-38
Merged-chr11-20332805-89	chr11	20332543	20333025	+	0.000	0.000	Merged-chr11-20332805-89
Merged-chr8-84998087-35	chr8	84997899	84998250	+	0.000	0.000	Merged-chr8-84998087-35
Merged-chr8-61239855-9	chr8	61239620	61240051	+	0.000	0.000	Merged-chr8-61239855-9
Merged-chr2-135957913-49	chr2	135957602	135958145	+	0.000	0.000	Merged-chr2-135957913-49
Merged-chr6-41558524-11	chr6	41558298	41558719	+	0.000	0.000	Merged-chr6-41558524-11
Merged-chr1-60416960-33	chr1	60416737	60417145	+	0.000	0.000	Merged-chr1-60416960-33
Merged-chr2-84481991-45	chr2	84481700	84482239	+	0.000	0.000	Merged-chr2-84481991-45
Merged-chr10-96698035-53	chr10	96697848	96698280	+	0.000	0.000	Merged-chr10-96698035-53
Merged-chr5-123314213-3	chr5	123314081	123314341	+	0.000	0.000	Merged-chr5-123314213-3
Merged-chr1-92080187-57	chr1	92079936	92080528	+	0.000	0.000	Merged-chr1-92080187-57
Merged-chr5-65881132-7	chr5	65880865	65881455	+	0.000	0.000	Merged-chr5-65881132-7
Merged-chr6-125219300-1	chr6	125219202	125219400	+	0.000	0.000	Merged-chr6-125219300-1
Merged-chr11-97030056-43	chr11	97029855	97030292	+	0.000	0.000	Merged-chr11-97030056-43
Merged-chr15-72810099-125	chr15	72809550	72810496	+	0.000	0.000	Merged-chr15-72810099-125
Merged-chr12-16136030-2	chr12	16135842	16136220	+	0.000	0.000	Merged-chr12-16136030-2
Merged-chr4-86886222-78	chr4	86885915	86886586	+	0.000	0.000	Merged-chr4-86886222-78
Merged-chr7-30322363-141	chr7	30321996	30322617	+	0.000	0.000	Merged-chr7-30322363-141
Merged-chr10-17728854-10	chr10	17728649	17729025	+	0.000	0.000	Merged-chr10-17728854-10
Merged-chr11-60330779-5	chr11	60330643	60330927	+	0.000	0.000	Merged-chr11-60330779-5
Merged-chr18-14783377-95	chr18	14783004	14783617	+	0.000	0.000	Merged-chr18-14783377-95
Merged-chr4-7207158-12	chr4	7206926	7207361	+	0.000	0.000	Merged-chr4-7207158-12
Merged-chr7-141072410-71	chr7	141072229	141072623	+	0.000	0.000	Merged-chr7-141072410-71
Merged-chr8-81491083-2	chr8	81490975	81491193	+	0.000	0.000	Merged-chr8-81491083-2
Merged-chr2-169409438-1	chr2	169409340	169409538	+	0.000	0.000	Merged-chr2-169409438-1
Merged-chr2-140066734-59	chr2	140066472	140066946	+	0.000	0.000	Merged-chr2-140066734-59
Merged-chr13-93554105-5	chr13	93553872	93554264	+	0.000	0.000	Merged-chr13-93554105-5
Merged-chr13-58072674-2	chr13	58072487	58072864	+	0.000	0.000	Merged-chr13-58072674-2
Merged-chr11-77348681-109	chr11	77347890	77349335	+	0.000	0.000	Merged-chr11-77348681-109
Merged-chr17-56443573-18	chr17	56443379	56443805	+	0.000	0.000	Merged-chr17-56443573-18
Merged-chr14-61682596-69	chr14	61682272	61682995	+	0.000	0.000	Merged-chr14-61682596-69
Merged-chr18-49979677-114	chr18	49979158	49980155	+	0.000	0.000	Merged-chr18-49979677-114
Merged-chr7-112173203-14	chr7	112172955	112173364	+	0.000	0.000	Merged-chr7-112173203-14
Merged-chr1-61084899-26	chr1	61084709	61085081	+	0.000	0.000	Merged-chr1-61084899-26
Merged-chr4-6965504-3	chr4	6965333	6965650	+	0.000	0.000	Merged-chr4-6965504-3
Merged-chr2-117312690-43	chr2	117312390	117312981	+	0.000	0.000	Merged-chr2-117312690-43
Merged-chr10-17540117-1	chr10	17540019	17540217	+	0.000	0.000	Merged-chr10-17540117-1
Merged-chr5-144308281-9	chr5	144308099	144308541	+	0.000	0.000	Merged-chr5-144308281-9
Merged-chr10-59335139-1	chr10	59335041	59335239	+	0.000	0.000	Merged-chr10-59335139-1
Merged-chr6-59426111-89	chr6	59425866	59426551	+	0.000	0.000	Merged-chr6-59426111-89
Merged-chr11-6568162-40	chr11	6567948	6568403	+	0.000	0.000	Merged-chr11-6568162-40
Merged-chr6-142528004-10	chr6	142527753	142528192	+	0.000	0.000	Merged-chr6-142528004-10
Merged-chr3-154509671-9	chr3	154509498	154509840	+	0.000	0.000	Merged-chr3-154509671-9
Merged-chr16-35770327-38	chr16	35770097	35770543	+	0.000	0.000	Merged-chr16-35770327-38
Merged-chr5-65866574-1	chr5	65866476	65866674	+	0.000	0.000	Merged-chr5-65866574-1
Merged-chr17-23841285-7	chr17	23841122	23841446	+	0.000	0.000	Merged-chr17-23841285-7
Merged-chr2-71873346-69	chr2	71872965	71873726	+	0.000	0.000	Merged-chr2-71873346-69
Merged-chr15-36346245-49	chr15	36346000	36346440	+	0.000	0.000	Merged-chr15-36346245-49
Merged-chr7-16175293-44	chr7	16174863	16175619	+	0.000	0.000	Merged-chr7-16175293-44
Merged-chr2-117333794-2	chr2	117333665	117333926	+	0.000	0.000	Merged-chr2-117333794-2
Merged-chr17-56325890-57	chr17	56325664	56326067	+	0.000	0.000	Merged-chr17-56325890-57
Merged-chr7-68139606-11	chr7	68139435	68139768	+	0.000	0.000	Merged-chr7-68139606-11
Merged-chr1-164457333-1	chr1	164457235	164457433	+	0.000	0.000	Merged-chr1-164457333-1
Merged-chr10-81268235-12	chr10	81268118	81268355	+	0.000	0.000	Merged-chr10-81268235-12
Merged-chr2-144636109-46	chr2	144635918	144636393	+	0.000	0.000	Merged-chr2-144636109-46
Merged-chr6-128760193-2	chr6	128760057	128760332	+	0.000	0.000	Merged-chr6-128760193-2
Merged-chr12-85477740-7	chr12	85477632	85477844	+	0.000	0.000	Merged-chr12-85477740-7
Merged-chr1-78658063-75	chr1	78657740	78658447	+	0.000	0.000	Merged-chr1-78658063-75
Merged-chr19-60755904-7	chr19	60755732	60756075	+	0.000	0.000	Merged-chr19-60755904-7
Merged-chr17-32340357-1	chr17	32340259	32340457	+	0.000	0.000	Merged-chr17-32340357-1
Merged-chr17-6055126-17	chr17	6054968	6055347	+	0.000	0.000	Merged-chr17-6055126-17
Merged-chr10-95894302-1	chr10	95894204	95894402	+	0.000	0.000	Merged-chr10-95894302-1
Merged-chr2-49620151-3	chr2	49620053	49620251	+	0.000	0.000	Merged-chr2-49620151-3
Merged-chr6-37464263-62	chr6	37463984	37464497	+	0.000	0.000	Merged-chr6-37464263-62
Merged-chr4-33983877-2	chr4	33983741	33984015	+	0.000	0.000	Merged-chr4-33983877-2
Merged-chr1-92180417-91	chr1	92179956	92180791	+	0.000	0.000	Merged-chr1-92180417-91
Merged-chr10-78009584-75	chr10	78009386	78009854	+	0.000	0.000	Merged-chr10-78009584-75
Merged-chr1-92235812-8	chr1	92235635	92235981	+	0.000	0.000	Merged-chr1-92235812-8
Merged-chr3-121964400-1	chr3	121964302	121964500	+	0.000	0.000	Merged-chr3-121964400-1
Merged-chr8-34798144-28	chr8	34797730	34798559	+	0.000	0.000	Merged-chr8-34798144-28
Merged-chr1-164458330-95	chr1	164458029	164458572	+	0.000	0.000	Merged-chr1-164458330-95
Merged-chr12-103343699-32	chr12	103343464	103343927	+	0.000	0.000	Merged-chr12-103343699-32
Merged-chr7-67951675-118	chr7	67951316	67952122	+	0.000	0.000	Merged-chr7-67951675-118
Merged-chr2-24975554-132	chr2	24975334	24976111	+	0.000	0.000	Merged-chr2-24975554-132
Merged-chr15-101250646-2	chr15	101250532	101250762	+	0.000	0.000	Merged-chr15-101250646-2
Merged-chr10-99199242-8	chr10	99199032	99199439	+	0.000	0.000	Merged-chr10-99199242-8
Merged-chr6-134791513-14	chr6	134791323	134791700	+	0.000	0.000	Merged-chr6-134791513-14
Merged-chr11-75291084-10	chr11	75290954	75291244	+	0.000	0.000	Merged-chr11-75291084-10
Merged-chr15-35155762-73	chr15	35155361	35156205	+	0.000	0.000	Merged-chr15-35155762-73
Merged-chr13-44588046-24	chr13	44587863	44588255	+	0.000	0.000	Merged-chr13-44588046-24
Merged-chr11-75429220-23	chr11	75429035	75429422	+	0.000	0.000	Merged-chr11-75429220-23
Merged-chr15-6523022-55	chr15	6522809	6523432	+	0.000	0.000	Merged-chr15-6523022-55
Merged-chr18-55695297-9	chr18	55695117	55695631	+	0.000	0.000	Merged-chr18-55695297-9
Merged-chr7-120823433-31	chr7	120823238	120823687	+	0.000	0.000	Merged-chr7-120823433-31
Merged-chr7-3675086-26	chr7	3674871	3675357	+	0.000	0.000	Merged-chr7-3675086-26
Merged-chr3-88043136-39	chr3	88042890	88043354	+	0.000	0.000	Merged-chr3-88043136-39
Merged-chr13-92610042-8	chr13	92609758	92610230	+	0.000	0.000	Merged-chr13-92610042-8
Merged-chr9-82855935-1	chr9	82855837	82856035	+	0.000	0.000	Merged-chr9-82855935-1
Merged-chr18-55692856-31	chr18	55692342	55693260	+	0.000	0.000	Merged-chr18-55692856-31
Merged-chr10-68277092-118	chr10	68276494	68277413	+	0.000	0.000	Merged-chr10-68277092-118
Merged-chr17-74770287-1	chr17	74770189	74770387	+	0.000	0.000	Merged-chr17-74770287-1
Merged-chr5-118047338-31	chr5	118047123	118047612	+	0.000	0.000	Merged-chr5-118047338-31
Merged-chr11-75926776-30	chr11	75926541	75927094	+	0.000	0.000	Merged-chr11-75926776-30
Merged-chr16-44965339-61	chr16	44964831	44965825	+	0.000	0.000	Merged-chr16-44965339-61
