#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh.up.bed
Merged-chr7-28381197-44	chr7	28381001	28381464	+	0.000	0.000	Merged-chr7-28381197-44
Merged-chr15-53399783-1	chr15	53399685	53399883	+	0.000	0.000	Merged-chr15-53399783-1
Merged-chr2-6322787-80	chr2	6322369	6323084	+	0.000	0.000	Merged-chr2-6322787-80
Merged-chr15-97964061-82	chr15	97963772	97964433	+	0.000	0.000	Merged-chr15-97964061-82
Merged-chr14-61736949-84	chr14	61736458	61737332	+	0.000	0.000	Merged-chr14-61736949-84
Merged-chr17-73034797-58	chr17	73034414	73035171	+	0.000	0.000	Merged-chr17-73034797-58
Merged-chr5-114444156-63	chr5	114443900	114444379	+	0.000	0.000	Merged-chr5-114444156-63
Merged-chr9-56927767-1	chr9	56927669	56927867	+	0.000	0.000	Merged-chr9-56927767-1
Merged-chr11-113176364-3	chr11	113176195	113176519	+	0.000	0.000	Merged-chr11-113176364-3
Merged-chr4-145312696-44	chr4	145312461	145312901	+	0.000	0.000	Merged-chr4-145312696-44
Merged-chr12-82323042-4	chr12	82322911	82323196	+	0.000	0.000	Merged-chr12-82323042-4
Merged-chr2-32771998-3	chr2	32771805	32772194	+	0.000	0.000	Merged-chr2-32771998-3
Merged-chr7-83655455-47	chr7	83655144	83655651	+	0.000	0.000	Merged-chr7-83655455-47
Merged-chr2-126252361-10	chr2	126252168	126252559	+	0.000	0.000	Merged-chr2-126252361-10
Merged-chr12-116228909-15	chr12	116228745	116229077	+	0.000	0.000	Merged-chr12-116228909-15
Merged-chr7-35991280-23	chr7	35990838	35991660	+	0.000	0.000	Merged-chr7-35991280-23
Merged-chr15-86059435-1	chr15	86059337	86059535	+	0.000	0.000	Merged-chr15-86059435-1
Merged-chr15-99303869-1	chr15	99303771	99303969	+	0.000	0.000	Merged-chr15-99303869-1
Merged-chr7-78451897-56	chr7	78451601	78452149	+	0.000	0.000	Merged-chr7-78451897-56
Merged-chr6-128808713-29	chr6	128808548	128808902	+	0.000	0.000	Merged-chr6-128808713-29
Merged-chr4-150488416-3	chr4	150488237	150488601	+	0.000	0.000	Merged-chr4-150488416-3
Merged-chr1-73966693-8	chr1	73966538	73966860	+	0.000	0.000	Merged-chr1-73966693-8
Merged-chr8-34815987-97	chr8	34815392	34816428	+	0.000	0.000	Merged-chr8-34815987-97
Merged-chr7-101663802-50	chr7	101663644	101664014	+	0.000	0.000	Merged-chr7-101663802-50
Merged-chr6-99432188-11	chr6	99431984	99432496	+	0.000	0.000	Merged-chr6-99432188-11
Merged-chr12-17694868-27	chr12	17694630	17695228	+	0.000	0.000	Merged-chr12-17694868-27
Merged-chr3-138753245-27	chr3	138752913	138753484	+	0.000	0.000	Merged-chr3-138753245-27
Merged-chr1-191275783-38	chr1	191275520	191275981	+	0.000	0.000	Merged-chr1-191275783-38
Merged-chr3-89872416-43	chr3	89872231	89872594	+	0.000	0.000	Merged-chr3-89872416-43
Merged-chr4-154432671-1	chr4	154432573	154432771	+	0.000	0.000	Merged-chr4-154432671-1
Merged-chr5-125178915-93	chr5	125178387	125179706	+	0.000	0.000	Merged-chr5-125178915-93
Merged-chr2-6444990-17	chr2	6444734	6445329	+	0.000	0.000	Merged-chr2-6444990-17
Merged-chrX-71215140-87	chrX	71214848	71215435	+	0.000	0.000	Merged-chrX-71215140-87
Merged-chr16-97272459-57	chr16	97272155	97272692	+	0.000	0.000	Merged-chr16-97272459-57
Merged-chr17-84419944-108	chr17	84419602	84420170	+	0.000	0.000	Merged-chr17-84419944-108
Merged-chr1-181256937-103	chr1	181256444	181257308	+	0.000	0.000	Merged-chr1-181256937-103
Merged-chr2-161090344-28	chr2	161090135	161090637	+	0.000	0.000	Merged-chr2-161090344-28
Merged-chr19-6975546-1	chr19	6975448	6975646	+	0.000	0.000	Merged-chr19-6975546-1
Merged-chr1-36264360-59	chr1	36264054	36264592	+	0.000	0.000	Merged-chr1-36264360-59
Merged-chr4-154375727-1	chr4	154375629	154375827	+	0.000	0.000	Merged-chr4-154375727-1
Merged-chr10-80399766-4	chr10	80399631	80399887	+	0.000	0.000	Merged-chr10-80399766-4
Merged-chr10-127042794-1	chr10	127042696	127042894	+	0.000	0.000	Merged-chr10-127042794-1
Merged-chr5-125197452-10	chr5	125197255	125197625	+	0.000	0.000	Merged-chr5-125197452-10
Merged-chr3-87756186-16	chr3	87756020	87756368	+	0.000	0.000	Merged-chr3-87756186-16
Merged-chr19-4906591-19	chr19	4906396	4906767	+	0.000	0.000	Merged-chr19-4906591-19
Merged-chr10-121739985-100	chr10	121739625	121740180	+	0.000	0.000	Merged-chr10-121739985-100
Merged-chr12-15809705-1	chr12	15809607	15809805	+	0.000	0.000	Merged-chr12-15809705-1
Merged-chr11-117872185-83	chr11	117871717	117872625	+	0.000	0.000	Merged-chr11-117872185-83
Merged-chr11-75962033-17	chr11	75961745	75962202	+	0.000	0.000	Merged-chr11-75962033-17
Merged-chr4-57883873-2	chr4	57883744	57884005	+	0.000	0.000	Merged-chr4-57883873-2
Merged-chr10-80102665-37	chr10	80102209	80102900	+	0.000	0.000	Merged-chr10-80102665-37
Merged-chr3-138743281-13	chr3	138743129	138743439	+	0.000	0.000	Merged-chr3-138743281-13
Merged-chr16-76561459-129	chr16	76560152	76562330	+	0.000	0.000	Merged-chr16-76561459-129
Merged-chr13-112466287-1	chr13	112466189	112466387	+	0.000	0.000	Merged-chr13-112466287-1
Merged-chr3-101058101-14	chr3	101057635	101058634	+	0.000	0.000	Merged-chr3-101058101-14
Merged-chr5-140830422-64	chr5	140830038	140830737	+	0.000	0.000	Merged-chr5-140830422-64
Merged-chr13-99992126-1	chr13	99992028	99992226	+	0.000	0.000	Merged-chr13-99992126-1
Merged-chr4-140833040-18	chr4	140832843	140833273	+	0.000	0.000	Merged-chr4-140833040-18
Merged-chr14-61818597-46	chr14	61818332	61818970	+	0.000	0.000	Merged-chr14-61818597-46
Merged-chr12-76832803-1	chr12	76832705	76832903	+	0.000	0.000	Merged-chr12-76832803-1
Merged-chr5-122614417-50	chr5	122614249	122614659	+	0.000	0.000	Merged-chr5-122614417-50
Merged-chr19-5787074-81	chr19	5786551	5787543	+	0.000	0.000	Merged-chr19-5787074-81
Merged-chr12-85447254-58	chr12	85447089	85447407	+	0.000	0.000	Merged-chr12-85447254-58
Merged-chr1-128831902-22	chr1	128831556	128832115	+	0.000	0.000	Merged-chr1-128831902-22
Merged-chr12-85661084-38	chr12	85660858	85661337	+	0.000	0.000	Merged-chr12-85661084-38
Merged-chr2-76109876-10	chr2	76109616	76110128	+	0.000	0.000	Merged-chr2-76109876-10
Merged-chr6-147576548-5	chr6	147576381	147576698	+	0.000	0.000	Merged-chr6-147576548-5
Merged-chr5-110101957-4	chr5	110101783	110102123	+	0.000	0.000	Merged-chr5-110101957-4
Merged-chr12-83921941-52	chr12	83921711	83922170	+	0.000	0.000	Merged-chr12-83921941-52
Merged-chr2-6469352-27	chr2	6469063	6469557	+	0.000	0.000	Merged-chr2-6469352-27
Merged-chr7-101618490-14	chr7	101618250	101618669	+	0.000	0.000	Merged-chr7-101618490-14
Merged-chr5-123015411-110	chr5	123014724	123015672	+	0.000	0.000	Merged-chr5-123015411-110
Merged-chr18-79293898-35	chr18	79293683	79294137	+	0.000	0.000	Merged-chr18-79293898-35
Merged-chr4-120363479-1	chr4	120363381	120363579	+	0.000	0.000	Merged-chr4-120363479-1
Merged-chr4-95403547-1	chr4	95403449	95403647	+	0.000	0.000	Merged-chr4-95403547-1
Merged-chr6-98782065-1	chr6	98781967	98782165	+	0.000	0.000	Merged-chr6-98782065-1
Merged-chr7-49462687-57	chr7	49462262	49463189	+	0.000	0.000	Merged-chr7-49462687-57
Merged-chr17-84466187-53	chr17	84466025	84466399	+	0.000	0.000	Merged-chr17-84466187-53
Merged-chr5-120742294-10	chr5	120742111	120742509	+	0.000	0.000	Merged-chr5-120742294-10
Merged-chr17-7170509-1	chr17	7170411	7170609	+	0.000	0.000	Merged-chr17-7170509-1
Merged-chr9-25186087-6	chr9	25185914	25186245	+	0.000	0.000	Merged-chr9-25186087-6
Merged-chr18-34855284-104	chr18	34854857	34855603	+	0.000	0.000	Merged-chr18-34855284-104
Merged-chr12-76837684-61	chr12	76837452	76837973	+	0.000	0.000	Merged-chr12-76837684-61
Merged-chr5-103442346-46	chr5	103442140	103442733	+	0.000	0.000	Merged-chr5-103442346-46
Merged-chr4-154389005-1	chr4	154388907	154389105	+	0.000	0.000	Merged-chr4-154389005-1
Merged-chr2-131508566-1	chr2	131508468	131508666	+	0.000	0.000	Merged-chr2-131508566-1
Merged-chr12-16008873-105	chr12	16008230	16009458	+	0.000	0.000	Merged-chr12-16008873-105
Merged-chr10-59324092-1	chr10	59323994	59324192	+	0.000	0.000	Merged-chr10-59324092-1
Merged-chr1-164411460-2	chr1	164411345	164411577	+	0.000	0.000	Merged-chr1-164411460-2
Merged-chr6-129282412-1	chr6	129282314	129282512	+	0.000	0.000	Merged-chr6-129282412-1
Merged-chr1-60410229-3	chr1	60410102	60410351	+	0.000	0.000	Merged-chr1-60410229-3
Merged-chr13-63528491-46	chr13	63528262	63528750	+	0.000	0.000	Merged-chr13-63528491-46
Merged-chr9-67901955-26	chr9	67901695	67902283	+	0.000	0.000	Merged-chr9-67901955-26
Merged-chr17-74745133-7	chr17	74744948	74745327	+	0.000	0.000	Merged-chr17-74745133-7
Merged-chr16-76373079-131	chr16	76372739	76373445	+	0.000	0.000	Merged-chr16-76373079-131
Merged-chrX-166323438-29	chrX	166323126	166323898	+	0.000	0.000	Merged-chrX-166323438-29
Merged-chr17-56350875-30	chr17	56350700	56351118	+	0.000	0.000	Merged-chr17-56350875-30
Merged-chr2-18939077-26	chr2	18938788	18939233	+	0.000	0.000	Merged-chr2-18939077-26
Merged-chr10-68199721-19	chr10	68199492	68199972	+	0.000	0.000	Merged-chr10-68199721-19
Merged-chr7-83659580-37	chr7	83659288	83659771	+	0.000	0.000	Merged-chr7-83659580-37
Merged-chr5-122647339-1	chr5	122647241	122647439	+	0.000	0.000	Merged-chr5-122647339-1
Merged-chr17-73142383-41	chr17	73141769	73142825	+	0.000	0.000	Merged-chr17-73142383-41
Merged-chr16-85172081-1	chr16	85171983	85172181	+	0.000	0.000	Merged-chr16-85172081-1
Merged-chr13-55135445-2	chr13	55135339	55135554	+	0.000	0.000	Merged-chr13-55135445-2
Merged-chr10-12851139-23	chr10	12850818	12851455	+	0.000	0.000	Merged-chr10-12851139-23
Merged-chr4-154407570-1	chr4	154407472	154407670	+	0.000	0.000	Merged-chr4-154407570-1
Merged-chr4-134749508-2	chr4	134749327	134749691	+	0.000	0.000	Merged-chr4-134749508-2
Merged-chr10-14040919-9	chr10	14040750	14041143	+	0.000	0.000	Merged-chr10-14040919-9
Merged-chr6-128805330-14	chr6	128805163	128805596	+	0.000	0.000	Merged-chr6-128805330-14
Merged-chr7-19404013-49	chr7	19403663	19404347	+	0.000	0.000	Merged-chr7-19404013-49
Merged-chr5-64389971-20	chr5	64389763	64390216	+	0.000	0.000	Merged-chr5-64389971-20
Merged-chr10-67480235-1	chr10	67480137	67480335	+	0.000	0.000	Merged-chr10-67480235-1
Merged-chr1-138276101-29	chr1	138275903	138276310	+	0.000	0.000	Merged-chr1-138276101-29
Merged-chr1-36282158-44	chr1	36281867	36282422	+	0.000	0.000	Merged-chr1-36282158-44
Merged-chr15-53354043-25	chr15	53353801	53354272	+	0.000	0.000	Merged-chr15-53354043-25
Merged-chr10-67484199-8	chr10	67484037	67484376	+	0.000	0.000	Merged-chr10-67484199-8
Merged-chr7-83742815-34	chr7	83742608	83743044	+	0.000	0.000	Merged-chr7-83742815-34
Merged-chr11-4821770-4	chr11	4821603	4821921	+	0.000	0.000	Merged-chr11-4821770-4
Merged-chrX-12159655-2	chrX	12159499	12159814	+	0.000	0.000	Merged-chrX-12159655-2
Merged-chr2-30545189-38	chr2	30544973	30545441	+	0.000	0.000	Merged-chr2-30545189-38
Merged-chr10-67483633-46	chr10	67483345	67484033	+	0.000	0.000	Merged-chr10-67483633-46
Merged-chr5-110102424-1	chr5	110102326	110102524	+	0.000	0.000	Merged-chr5-110102424-1
Merged-chr12-55495274-5	chr12	55495139	55495418	+	0.000	0.000	Merged-chr12-55495274-5
Merged-chr6-41537552-2	chr6	41537448	41537659	+	0.000	0.000	Merged-chr6-41537552-2
Merged-chrX-94625346-2	chrX	94625231	94625463	+	0.000	0.000	Merged-chrX-94625346-2
Merged-chr12-17511273-48	chr12	17511002	17511505	+	0.000	0.000	Merged-chr12-17511273-48
Merged-chr19-18749790-7	chr19	18749577	18750072	+	0.000	0.000	Merged-chr19-18749790-7
Merged-chr7-39650740-5	chr7	39650530	39650930	+	0.000	0.000	Merged-chr7-39650740-5
Merged-chr10-67727735-22	chr10	67727532	67727950	+	0.000	0.000	Merged-chr10-67727735-22
Merged-chr3-101933748-15	chr3	101933429	101933964	+	0.000	0.000	Merged-chr3-101933748-15
Merged-chr1-192754754-1	chr1	192754656	192754854	+	0.000	0.000	Merged-chr1-192754754-1
Merged-chr17-46388393-29	chr17	46388181	46388540	+	0.000	0.000	Merged-chr17-46388393-29
Merged-chr17-34972191-70	chr17	34971757	34972515	+	0.000	0.000	Merged-chr17-34972191-70
Merged-chr7-144447346-49	chr7	144447120	144447563	+	0.000	0.000	Merged-chr7-144447346-49
Merged-chr9-61722013-20	chr9	61721728	61722337	+	0.000	0.000	Merged-chr9-61722013-20
Merged-chr6-147605427-1	chr6	147605329	147605527	+	0.000	0.000	Merged-chr6-147605427-1
Merged-chr12-85430592-32	chr12	85430297	85430911	+	0.000	0.000	Merged-chr12-85430592-32
Merged-chr9-119963439-34	chr9	119963252	119963628	+	0.000	0.000	Merged-chr9-119963439-34
Merged-chr17-87608990-28	chr17	87608788	87609279	+	0.000	0.000	Merged-chr17-87608990-28
Merged-chr11-52318681-44	chr11	52318517	52318894	+	0.000	0.000	Merged-chr11-52318681-44
Merged-chr5-34187827-64	chr5	34187539	34188128	+	0.000	0.000	Merged-chr5-34187827-64
Merged-chr4-6748423-8	chr4	6748275	6748597	+	0.000	0.000	Merged-chr4-6748423-8
Merged-chr10-121293701-1	chr10	121293603	121293801	+	0.000	0.000	Merged-chr10-121293701-1
Merged-chr5-135632742-49	chr5	135632498	135632992	+	0.000	0.000	Merged-chr5-135632742-49
Merged-chr12-102385010-23	chr12	102384827	102385243	+	0.000	0.000	Merged-chr12-102385010-23
Merged-chr10-80932518-7	chr10	80932265	80932824	+	0.000	0.000	Merged-chr10-80932518-7
Merged-chr9-44517678-51	chr9	44517381	44517902	+	0.000	0.000	Merged-chr9-44517678-51
Merged-chr16-4032511-6	chr16	4032386	4032674	+	0.000	0.000	Merged-chr16-4032511-6
Merged-chr9-61708026-57	chr9	61707625	61708231	+	0.000	0.000	Merged-chr9-61708026-57
Merged-chr4-154334922-29	chr4	154334653	154335182	+	0.000	0.000	Merged-chr4-154334922-29
Merged-chr16-89938532-48	chr16	89938276	89938749	+	0.000	0.000	Merged-chr16-89938532-48
Merged-chr17-74717725-59	chr17	74717457	74717949	+	0.000	0.000	Merged-chr17-74717725-59
Merged-chr1-155173464-79	chr1	155173283	155173805	+	0.000	0.000	Merged-chr1-155173464-79
Merged-chr7-45525580-4	chr7	45525443	45525723	+	0.000	0.000	Merged-chr7-45525580-4
Merged-chr7-141265158-17	chr7	141264881	141265411	+	0.000	0.000	Merged-chr7-141265158-17
Merged-chr4-10912852-21	chr4	10912644	10913046	+	0.000	0.000	Merged-chr4-10912852-21
Merged-chr17-65772489-42	chr17	65772149	65772828	+	0.000	0.000	Merged-chr17-65772489-42
Merged-chr17-84368765-10	chr17	84368569	84368965	+	0.000	0.000	Merged-chr17-84368765-10
Merged-chr6-147588557-1	chr6	147588459	147588657	+	0.000	0.000	Merged-chr6-147588557-1
Merged-chr6-48802126-31	chr6	48801970	48802386	+	0.000	0.000	Merged-chr6-48802126-31
Merged-chr15-6579539-69	chr15	6578890	6579988	+	0.000	0.000	Merged-chr15-6579539-69
Merged-chr18-79263255-24	chr18	79263048	79263470	+	0.000	0.000	Merged-chr18-79263255-24
Merged-chr13-48513320-57	chr13	48513063	48513617	+	0.000	0.000	Merged-chr13-48513320-57
Merged-chr2-72169976-4	chr2	72169814	72170101	+	0.000	0.000	Merged-chr2-72169976-4
Merged-chr17-84420400-1	chr17	84420302	84420500	+	0.000	0.000	Merged-chr17-84420400-1
Merged-chr7-99535755-146	chr7	99535509	99536118	+	0.000	0.000	Merged-chr7-99535755-146
Merged-chr1-86580596-17	chr1	86580352	86580763	+	0.000	0.000	Merged-chr1-86580596-17
Merged-chr4-106787908-56	chr4	106787505	106788191	+	0.000	0.000	Merged-chr4-106787908-56
Merged-chr17-28701389-22	chr17	28701195	28701711	+	0.000	0.000	Merged-chr17-28701389-22
Merged-chr16-57571504-3	chr16	57571406	57571604	+	0.000	0.000	Merged-chr16-57571504-3
Merged-chr2-71941624-65	chr2	71941432	71941849	+	0.000	0.000	Merged-chr2-71941624-65
Merged-chr11-109361856-24	chr11	109361638	109362035	+	0.000	0.000	Merged-chr11-109361856-24
Merged-chr9-118674693-5	chr9	118674546	118674819	+	0.000	0.000	Merged-chr9-118674693-5
Merged-chr10-17733283-32	chr10	17733100	17733522	+	0.000	0.000	Merged-chr10-17733283-32
Merged-chrX-42399563-21	chrX	42399367	42399776	+	0.000	0.000	Merged-chrX-42399563-21
Merged-chr7-128554722-15	chr7	128554526	128554950	+	0.000	0.000	Merged-chr7-128554722-15
Merged-chr4-149871771-25	chr4	149871552	149872022	+	0.000	0.000	Merged-chr4-149871771-25
Merged-chr16-76283887-58	chr16	76283631	76284324	+	0.000	0.000	Merged-chr16-76283887-58
Merged-chr2-169636132-1	chr2	169636034	169636232	+	0.000	0.000	Merged-chr2-169636132-1
Merged-chr17-51179139-100	chr17	51178913	51179517	+	0.000	0.000	Merged-chr17-51179139-100
Merged-chr2-32859243-10	chr2	32859007	32859435	+	0.000	0.000	Merged-chr2-32859243-10
Merged-chr10-68239369-73	chr10	68239007	68239655	+	0.000	0.000	Merged-chr10-68239369-73
Merged-chr7-99374530-9	chr7	99374381	99374679	+	0.000	0.000	Merged-chr7-99374530-9
Merged-chr3-69044768-74	chr3	69044517	69045084	+	0.000	0.000	Merged-chr3-69044768-74
Merged-chr17-84421572-4	chr17	84421392	84421712	+	0.000	0.000	Merged-chr17-84421572-4
Merged-chr13-112211274-7	chr13	112211086	112211484	+	0.000	0.000	Merged-chr13-112211274-7
Merged-chr2-113160236-2	chr2	113160125	113160350	+	0.000	0.000	Merged-chr2-113160236-2
Merged-chr2-117399695-40	chr2	117399514	117399883	+	0.000	0.000	Merged-chr2-117399695-40
Merged-chr1-92058895-31	chr1	92058717	92059062	+	0.000	0.000	Merged-chr1-92058895-31
Merged-chr19-41830190-84	chr19	41829763	41830674	+	0.000	0.000	Merged-chr19-41830190-84
Merged-chr13-112464093-61	chr13	112463825	112464353	+	0.000	0.000	Merged-chr13-112464093-61
Merged-chr19-46479444-1	chr19	46479346	46479544	+	0.000	0.000	Merged-chr19-46479444-1
Merged-chr12-80259996-121	chr12	80259436	80260651	+	0.000	0.000	Merged-chr12-80259996-121
Merged-chr4-95461696-1	chr4	95461598	95461796	+	0.000	0.000	Merged-chr4-95461696-1
Merged-chr2-117352784-31	chr2	117352575	117353224	+	0.000	0.000	Merged-chr2-117352784-31
Merged-chr12-80273315-49	chr12	80273126	80273597	+	0.000	0.000	Merged-chr12-80273315-49
Merged-chr9-119970200-32	chr9	119969819	119970656	+	0.000	0.000	Merged-chr9-119970200-32
Merged-chr5-107403453-62	chr5	107403034	107403880	+	0.000	0.000	Merged-chr5-107403453-62
Merged-chr19-18747046-98	chr19	18746370	18747876	+	0.000	0.000	Merged-chr19-18747046-98
Merged-chr7-110797664-1	chr7	110797566	110797764	+	0.000	0.000	Merged-chr7-110797664-1
Merged-chr6-83101799-92	chr6	83101524	83102024	+	0.000	0.000	Merged-chr6-83101799-92
Merged-chrX-11839890-20	chrX	11839610	11840054	+	0.000	0.000	Merged-chrX-11839890-20
Merged-chr17-35354216-4	chr17	35354042	35354422	+	0.000	0.000	Merged-chr17-35354216-4
Merged-chr5-144295152-24	chr5	144294813	144295397	+	0.000	0.000	Merged-chr5-144295152-24
Merged-chr4-145295858-11	chr4	145295697	145295998	+	0.000	0.000	Merged-chr4-145295858-11
Merged-chr10-25221077-23	chr10	25220795	25221277	+	0.000	0.000	Merged-chr10-25221077-23
Merged-chrX-12091143-34	chrX	12090813	12091436	+	0.000	0.000	Merged-chrX-12091143-34
Merged-chr11-87073947-35	chr11	87073703	87074212	+	0.000	0.000	Merged-chr11-87073947-35
Merged-chr6-129284661-64	chr6	129284082	129285009	+	0.000	0.000	Merged-chr6-129284661-64
Merged-chr4-138913859-62	chr4	138913420	138914197	+	0.000	0.000	Merged-chr4-138913859-62
Merged-chr16-45007243-35	chr16	45007053	45007484	+	0.000	0.000	Merged-chr16-45007243-35
Merged-chr5-122990565-55	chr5	122990212	122990812	+	0.000	0.000	Merged-chr5-122990565-55
Merged-chr10-96602495-12	chr10	96602340	96602646	+	0.000	0.000	Merged-chr10-96602495-12
Merged-chr12-24572978-1	chr12	24572880	24573078	+	0.000	0.000	Merged-chr12-24572978-1
Merged-chr14-7964637-21	chr14	7964455	7964885	+	0.000	0.000	Merged-chr14-7964637-21
Merged-chr1-191288953-28	chr1	191288659	191289134	+	0.000	0.000	Merged-chr1-191288953-28
Merged-chr6-34518021-7	chr6	34517825	34518252	+	0.000	0.000	Merged-chr6-34518021-7
Merged-chr10-67841086-29	chr10	67840868	67841408	+	0.000	0.000	Merged-chr10-67841086-29
Merged-chr18-49968877-31	chr18	49968688	49969141	+	0.000	0.000	Merged-chr18-49968877-31
Merged-chr9-25173461-5	chr9	25173206	25173640	+	0.000	0.000	Merged-chr9-25173461-5
Merged-chr10-96599778-54	chr10	96599446	96600044	+	0.000	0.000	Merged-chr10-96599778-54
Merged-chr17-6008813-6	chr17	6008680	6008972	+	0.000	0.000	Merged-chr17-6008813-6
Merged-chr4-155162672-62	chr4	155162359	155162898	+	0.000	0.000	Merged-chr4-155162672-62
Merged-chr9-62847920-25	chr9	62847677	62848242	+	0.000	0.000	Merged-chr9-62847920-25
Merged-chr15-27926448-169	chr15	27925469	27927245	+	0.000	0.000	Merged-chr15-27926448-169
Merged-chr18-54839071-1	chr18	54838973	54839171	+	0.000	0.000	Merged-chr18-54839071-1
Merged-chr13-112133906-22	chr13	112133710	112134152	+	0.000	0.000	Merged-chr13-112133906-22
Merged-chr7-45451488-16	chr7	45451235	45451684	+	0.000	0.000	Merged-chr7-45451488-16
Merged-chr13-100002073-34	chr13	100001868	100002261	+	0.000	0.000	Merged-chr13-100002073-34
Merged-chr19-4100140-2	chr19	4099991	4100291	+	0.000	0.000	Merged-chr19-4100140-2
Merged-chr14-7934334-2	chr14	7934232	7934438	+	0.000	0.000	Merged-chr14-7934334-2
Merged-chr5-107289121-92	chr5	107288833	107289597	+	0.000	0.000	Merged-chr5-107289121-92
Merged-chr12-82268056-22	chr12	82267881	82268228	+	0.000	0.000	Merged-chr12-82268056-22
Merged-chr3-51744632-10	chr3	51744432	51744890	+	0.000	0.000	Merged-chr3-51744632-10
Merged-chr9-102834749-1	chr9	102834651	102834849	+	0.000	0.000	Merged-chr9-102834749-1
Merged-chr16-97313121-43	chr16	97312793	97313698	+	0.000	0.000	Merged-chr16-97313121-43
Merged-chr8-81761666-20	chr8	81761495	81761840	+	0.000	0.000	Merged-chr8-81761666-20
Merged-chr4-10919191-12	chr4	10918933	10919412	+	0.000	0.000	Merged-chr4-10919191-12
Merged-chr6-122553933-10	chr6	122553718	122554172	+	0.000	0.000	Merged-chr6-122553933-10
Merged-chr10-12813028-5	chr10	12812758	12813258	+	0.000	0.000	Merged-chr10-12813028-5
Merged-chr3-131113270-13	chr3	131113124	131113422	+	0.000	0.000	Merged-chr3-131113270-13
Merged-chr19-5742004-5	chr19	5741822	5742161	+	0.000	0.000	Merged-chr19-5742004-5
Merged-chr9-78176145-151	chr9	78175528	78176510	+	0.000	0.000	Merged-chr9-78176145-151
Merged-chr15-25623101-2	chr15	25623003	25623201	+	0.000	0.000	Merged-chr15-25623101-2
Merged-chr2-72170854-84	chr2	72170272	72171600	+	0.000	0.000	Merged-chr2-72170854-84
Merged-chr11-106126005-12	chr11	106125875	106126183	+	0.000	0.000	Merged-chr11-106126005-12
Merged-chr7-101450882-76	chr7	101450469	101451445	+	0.000	0.000	Merged-chr7-101450882-76
Merged-chr11-3206891-1	chr11	3206793	3206991	+	0.000	0.000	Merged-chr11-3206891-1
Merged-chr2-117342772-139	chr2	117342431	117343016	+	0.000	0.000	Merged-chr2-117342772-139
Merged-chr2-174110585-108	chr2	174110387	174111005	+	0.000	0.000	Merged-chr2-174110585-108
Merged-chr6-59412569-64	chr6	59412200	59412967	+	0.000	0.000	Merged-chr6-59412569-64
Merged-chr6-94534982-12	chr6	94534772	94535184	+	0.000	0.000	Merged-chr6-94534982-12
Merged-chr16-97468543-70	chr16	97468029	97469478	+	0.000	0.000	Merged-chr16-97468543-70
Merged-chr10-67898474-11	chr10	67898298	67898741	+	0.000	0.000	Merged-chr10-67898474-11
Merged-chr9-85749221-147	chr9	85748992	85749422	+	0.000	0.000	Merged-chr9-85749221-147
Merged-chr10-96618337-31	chr10	96618073	96618537	+	0.000	0.000	Merged-chr10-96618337-31
Merged-chr3-121950760-1	chr3	121950662	121950860	+	0.000	0.000	Merged-chr3-121950760-1
Merged-chr2-119250733-1	chr2	119250635	119250833	+	0.000	0.000	Merged-chr2-119250733-1
Merged-chr2-60019234-65	chr2	60018940	60019504	+	0.000	0.000	Merged-chr2-60019234-65
Merged-chr10-20948545-7	chr10	20948367	20948744	+	0.000	0.000	Merged-chr10-20948545-7
Merged-chr8-111573910-73	chr8	111573548	111574175	+	0.000	0.000	Merged-chr8-111573910-73
Merged-chr1-52500431-96	chr1	52499834	52500993	+	0.000	0.000	Merged-chr1-52500431-96
Merged-chr19-17264155-12	chr19	17263896	17264413	+	0.000	0.000	Merged-chr19-17264155-12
Merged-chr8-119424922-1	chr8	119424824	119425022	+	0.000	0.000	Merged-chr8-119424922-1
Merged-chr13-63568451-1	chr13	63568353	63568551	+	0.000	0.000	Merged-chr13-63568451-1
Merged-chr19-17295434-36	chr19	17295241	17295724	+	0.000	0.000	Merged-chr19-17295434-36
Merged-chr8-40610083-54	chr8	40609886	40610262	+	0.000	0.000	Merged-chr8-40610083-54
Merged-chr10-99220538-1	chr10	99220440	99220638	+	0.000	0.000	Merged-chr10-99220538-1
Merged-chr17-47162611-13	chr17	47162400	47162851	+	0.000	0.000	Merged-chr17-47162611-13
Merged-chr9-108338566-1	chr9	108338468	108338666	+	0.000	0.000	Merged-chr9-108338566-1
Merged-chr11-113472415-1	chr11	113472317	113472515	+	0.000	0.000	Merged-chr11-113472415-1
Merged-chr16-92038114-2	chr16	92037996	92038234	+	0.000	0.000	Merged-chr16-92038114-2
Merged-chr5-134314340-64	chr5	134314143	134314548	+	0.000	0.000	Merged-chr5-134314340-64
Merged-chr1-92258987-8	chr1	92258809	92259143	+	0.000	0.000	Merged-chr1-92258987-8
Merged-chr18-55050703-48	chr18	55050512	55051096	+	0.000	0.000	Merged-chr18-55050703-48
Merged-chr1-69544965-96	chr1	69544185	69546380	+	0.000	0.000	Merged-chr1-69544965-96
