#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_II--ATAC_peaks.bed all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Th1.up.bed
Merged-chr2-151576034-69	chr2	151575715	151576330	+	0.000	0.000	Merged-chr2-151576034-69
Merged-chr1-193263444-4	chr1	193263254	193263684	+	0.000	0.000	Merged-chr1-193263444-4
Merged-chr9-80332405-28	chr9	80332160	80332732	+	0.000	0.000	Merged-chr9-80332405-28
Merged-chr13-32982935-23	chr13	32982711	32983131	+	0.000	0.000	Merged-chr13-32982935-23
Merged-chr7-139208311-46	chr7	139208022	139208579	+	0.000	0.000	Merged-chr7-139208311-46
Merged-chr2-69206155-59	chr2	69205894	69206407	+	0.000	0.000	Merged-chr2-69206155-59
Merged-chr16-78490593-70	chr16	78490196	78490936	+	0.000	0.000	Merged-chr16-78490593-70
Merged-chr7-126619803-23	chr7	126619620	126620091	+	0.000	0.000	Merged-chr7-126619803-23
Merged-chr4-57928066-27	chr4	57927785	57928328	+	0.000	0.000	Merged-chr4-57928066-27
Merged-chr9-65587754-55	chr9	65587373	65588241	+	0.000	0.000	Merged-chr9-65587754-55
Merged-chr18-24671113-54	chr18	24670126	24671969	+	0.000	0.000	Merged-chr18-24671113-54
Merged-chr12-69372151-137	chr12	69371732	69372497	+	0.000	0.000	Merged-chr12-69372151-137
Merged-chr10-54075073-232	chr10	54073776	54075894	+	0.000	0.000	Merged-chr10-54075073-232
Merged-chr17-73941964-1	chr17	73941866	73942064	+	0.000	0.000	Merged-chr17-73941964-1
Merged-chr6-129591756-34	chr6	129591505	129591969	+	0.000	0.000	Merged-chr6-129591756-34
Merged-chr6-113669927-36	chr6	113669716	113670139	+	0.000	0.000	Merged-chr6-113669927-36
Merged-chr2-158723538-101	chr2	158723228	158723879	+	0.000	0.000	Merged-chr2-158723538-101
Merged-chr1-128058806-11	chr1	128058564	128059017	+	0.000	0.000	Merged-chr1-128058806-11
Merged-chrX-167233516-43	chrX	167233172	167233830	+	0.000	0.000	Merged-chrX-167233516-43
Merged-chr13-113870159-11	chr13	113870043	113870279	+	0.000	0.000	Merged-chr13-113870159-11
Merged-chr7-63991713-9	chr7	63991487	63991941	+	0.000	0.000	Merged-chr7-63991713-9
Merged-chr13-35804084-17	chr13	35803895	35804290	+	0.000	0.000	Merged-chr13-35804084-17
Merged-chr13-63394765-12	chr13	63394570	63394946	+	0.000	0.000	Merged-chr13-63394765-12
Merged-chr10-80622970-10	chr10	80622827	80623120	+	0.000	0.000	Merged-chr10-80622970-10
Merged-chr4-11887917-34	chr4	11887624	11888242	+	0.000	0.000	Merged-chr4-11887917-34
Merged-chr2-30784697-21	chr2	30784489	30785002	+	0.000	0.000	Merged-chr2-30784697-21
Merged-chr17-73905403-24	chr17	73905124	73905633	+	0.000	0.000	Merged-chr17-73905403-24
Merged-chr13-13516959-38	chr13	13516729	13517214	+	0.000	0.000	Merged-chr13-13516959-38
Merged-chr11-100397787-45	chr11	100397465	100398073	+	0.000	0.000	Merged-chr11-100397787-45
Merged-chr13-108329865-29	chr13	108329653	108330151	+	0.000	0.000	Merged-chr13-108329865-29
Merged-chr4-46550580-17	chr4	46550367	46550804	+	0.000	0.000	Merged-chr4-46550580-17
Merged-chr9-54560208-44	chr9	54559931	54560417	+	0.000	0.000	Merged-chr9-54560208-44
Merged-chr12-69372911-1	chr12	69372813	69373011	+	0.000	0.000	Merged-chr12-69372911-1
Merged-chr11-17005565-1	chr11	17005467	17005665	+	0.000	0.000	Merged-chr11-17005565-1
Merged-chr2-112214822-23	chr2	112214595	112215034	+	0.000	0.000	Merged-chr2-112214822-23
Merged-chr8-35208529-7	chr8	35208342	35208688	+	0.000	0.000	Merged-chr8-35208529-7
Merged-chr7-127208983-91	chr7	127208740	127209298	+	0.000	0.000	Merged-chr7-127208983-91
Merged-chr13-12650448-96	chr13	12650130	12650692	+	0.000	0.000	Merged-chr13-12650448-96
Merged-chr9-78615873-33	chr9	78615603	78616489	+	0.000	0.000	Merged-chr9-78615873-33
Merged-chr19-53330209-3	chr19	53330092	53330349	+	0.000	0.000	Merged-chr19-53330209-3
Merged-chr18-55716043-1	chr18	55715945	55716143	+	0.000	0.000	Merged-chr18-55716043-1
Merged-chr10-54014284-40	chr10	54013883	54014801	+	0.000	0.000	Merged-chr10-54014284-40
Merged-chr7-126272467-83	chr7	126272159	126272789	+	0.000	0.000	Merged-chr7-126272467-83
Merged-chr7-126396755-58	chr7	126396549	126397001	+	0.000	0.000	Merged-chr7-126396755-58
Merged-chr4-57896765-11	chr4	57896390	57897163	+	0.000	0.000	Merged-chr4-57896765-11
Merged-chr6-119171326-8	chr6	119171179	119171499	+	0.000	0.000	Merged-chr6-119171326-8
Merged-chr2-60866977-3	chr2	60866810	60867135	+	0.000	0.000	Merged-chr2-60866977-3
Merged-chr16-46001231-13	chr16	46001099	46001404	+	0.000	0.000	Merged-chr16-46001231-13
Merged-chr9-120055592-11	chr9	120055420	120055757	+	0.000	0.000	Merged-chr9-120055592-11
Merged-chr7-112213302-61	chr7	112212919	112213620	+	0.000	0.000	Merged-chr7-112213302-61
Merged-chr8-35205738-9	chr8	35205483	35205933	+	0.000	0.000	Merged-chr8-35205738-9
Merged-chr17-78163485-40	chr17	78163206	78163756	+	0.000	0.000	Merged-chr17-78163485-40
Merged-chr4-145258082-4	chr4	145257861	145258240	+	0.000	0.000	Merged-chr4-145258082-4
Merged-chr10-18119820-15	chr10	18119647	18120064	+	0.000	0.000	Merged-chr10-18119820-15
Merged-chr17-78087139-42	chr17	78086941	78087296	+	0.000	0.000	Merged-chr17-78087139-42
Merged-chr1-33565999-31	chr1	33565824	33566174	+	0.000	0.000	Merged-chr1-33565999-31
Merged-chr2-18403900-7	chr2	18403704	18404085	+	0.000	0.000	Merged-chr2-18403900-7
Merged-chr15-31279779-21	chr15	31279583	31280096	+	0.000	0.000	Merged-chr15-31279779-21
Merged-chr7-75848456-56	chr7	75848106	75849008	+	0.000	0.000	Merged-chr7-75848456-56
Merged-chr15-80327888-7	chr15	80327715	80328077	+	0.000	0.000	Merged-chr15-80327888-7
Merged-chr7-46963434-23	chr7	46963228	46963683	+	0.000	0.000	Merged-chr7-46963434-23
Merged-chr6-97354122-37	chr6	97353818	97354458	+	0.000	0.000	Merged-chr6-97354122-37
Merged-chr12-99381236-49	chr12	99380932	99381684	+	0.000	0.000	Merged-chr12-99381236-49
Merged-chr5-107078603-5	chr5	107078478	107078741	+	0.000	0.000	Merged-chr5-107078603-5
Merged-chr18-66471661-3	chr18	66471485	66471828	+	0.000	0.000	Merged-chr18-66471661-3
Merged-chr7-75781059-14	chr7	75780908	75781292	+	0.000	0.000	Merged-chr7-75781059-14
Merged-chr11-21234858-7	chr11	21234698	21235062	+	0.000	0.000	Merged-chr11-21234858-7
Merged-chr19-53329659-91	chr19	53329324	53329920	+	0.000	0.000	Merged-chr19-53329659-91
Merged-chr16-36666811-59	chr16	36666404	36667328	+	0.000	0.000	Merged-chr16-36666811-59
Merged-chr5-66165983-46	chr5	66165752	66166243	+	0.000	0.000	Merged-chr5-66165983-46
Merged-chr1-170997016-15	chr1	170996779	170997183	+	0.000	0.000	Merged-chr1-170997016-15
Merged-chr15-75120360-2	chr15	75120228	75120494	+	0.000	0.000	Merged-chr15-75120360-2
Merged-chr8-35250826-10	chr8	35250547	35251030	+	0.000	0.000	Merged-chr8-35250826-10
Merged-chr1-43542582-56	chr1	43542340	43542834	+	0.000	0.000	Merged-chr1-43542582-56
Merged-chr14-105258871-78	chr14	105258674	105259092	+	0.000	0.000	Merged-chr14-105258871-78
Merged-chr18-70632981-16	chr18	70632781	70633241	+	0.000	0.000	Merged-chr18-70632981-16
Merged-chr1-119835810-1	chr1	119835712	119835910	+	0.000	0.000	Merged-chr1-119835810-1
Merged-chr8-124259348-23	chr8	124259141	124259513	+	0.000	0.000	Merged-chr8-124259348-23
Merged-chr12-73625605-55	chr12	73624915	73625863	+	0.000	0.000	Merged-chr12-73625605-55
Merged-chr13-12334170-11	chr13	12334019	12334356	+	0.000	0.000	Merged-chr13-12334170-11
Merged-chr13-107857240-29	chr13	107857022	107857448	+	0.000	0.000	Merged-chr13-107857240-29
Merged-chr18-89176946-25	chr18	89176601	89177380	+	0.000	0.000	Merged-chr18-89176946-25
Merged-chr2-164953372-29	chr2	164953000	164953585	+	0.000	0.000	Merged-chr2-164953372-29
Merged-chr12-16259149-1	chr12	16259051	16259249	+	0.000	0.000	Merged-chr12-16259149-1
Merged-chr15-73523297-26	chr15	73522875	73523549	+	0.000	0.000	Merged-chr15-73523297-26
Merged-chr2-45141075-18	chr2	45140857	45141312	+	0.000	0.000	Merged-chr2-45141075-18
Merged-chr6-124809216-48	chr6	124808512	124809702	+	0.000	0.000	Merged-chr6-124809216-48
Merged-chr11-98943480-23	chr11	98943239	98943966	+	0.000	0.000	Merged-chr11-98943480-23
Merged-chr12-16589670-47	chr12	16589430	16589900	+	0.000	0.000	Merged-chr12-16589670-47
Merged-chr7-67371674-5	chr7	67371549	67371805	+	0.000	0.000	Merged-chr7-67371674-5
Merged-chr14-56304213-23	chr14	56303938	56304478	+	0.000	0.000	Merged-chr14-56304213-23
Merged-chr1-60913121-3	chr1	60913000	60913233	+	0.000	0.000	Merged-chr1-60913121-3
Merged-chr13-12344548-13	chr13	12344367	12344735	+	0.000	0.000	Merged-chr13-12344548-13
Merged-chr13-4192046-2	chr13	4191921	4192174	+	0.000	0.000	Merged-chr13-4192046-2
Merged-chr6-30896193-1	chr6	30896095	30896293	+	0.000	0.000	Merged-chr6-30896193-1
Merged-chr2-103668249-32	chr2	103667930	103668501	+	0.000	0.000	Merged-chr2-103668249-32
Merged-chr15-80038049-1	chr15	80037951	80038149	+	0.000	0.000	Merged-chr15-80038049-1
Merged-chr11-101201152-7	chr11	101201016	101201294	+	0.000	0.000	Merged-chr11-101201152-7
Merged-chr10-89462110-46	chr10	89461829	89462408	+	0.000	0.000	Merged-chr10-89462110-46
Merged-chr7-113378054-39	chr7	113377802	113378391	+	0.000	0.000	Merged-chr7-113378054-39
Merged-chr13-113866021-18	chr13	113865780	113866198	+	0.000	0.000	Merged-chr13-113866021-18
Merged-chr4-120951059-1	chr4	120950961	120951159	+	0.000	0.000	Merged-chr4-120951059-1
Merged-chr18-80280568-28	chr18	80280295	80280811	+	0.000	0.000	Merged-chr18-80280568-28
Merged-chr7-67320637-20	chr7	67320378	67320841	+	0.000	0.000	Merged-chr7-67320637-20
Merged-chr14-65806099-56	chr14	65805681	65806382	+	0.000	0.000	Merged-chr14-65806099-56
Merged-chr17-79296540-2	chr17	79296411	79296672	+	0.000	0.000	Merged-chr17-79296540-2
Merged-chr15-31166801-87	chr15	31166400	31167098	+	0.000	0.000	Merged-chr15-31166801-87
Merged-chrX-102160370-10	chrX	102160057	102160621	+	0.000	0.000	Merged-chrX-102160370-10
Merged-chr5-32055860-1	chr5	32055762	32055960	+	0.000	0.000	Merged-chr5-32055860-1
Merged-chr6-54120248-58	chr6	54119641	54120652	+	0.000	0.000	Merged-chr6-54120248-58
Merged-chr7-80404319-49	chr7	80403945	80404546	+	0.000	0.000	Merged-chr7-80404319-49
Merged-chr7-128165905-1	chr7	128165807	128166005	+	0.000	0.000	Merged-chr7-128165905-1
Merged-chr12-100908082-2	chr12	100907897	100908269	+	0.000	0.000	Merged-chr12-100908082-2
Merged-chr7-89308449-38	chr7	89308205	89308820	+	0.000	0.000	Merged-chr7-89308449-38
Merged-chr12-16591719-49	chr12	16591487	16591940	+	0.000	0.000	Merged-chr12-16591719-49
Merged-chr17-35059526-45	chr17	35059009	35059968	+	0.000	0.000	Merged-chr17-35059526-45
Merged-chr18-56358977-40	chr18	56358731	56359258	+	0.000	0.000	Merged-chr18-56358977-40
Merged-chr1-21052360-12	chr1	21052165	21052576	+	0.000	0.000	Merged-chr1-21052360-12
Merged-chr13-63431477-108	chr13	63431238	63431734	+	0.000	0.000	Merged-chr13-63431477-108
Merged-chr6-128839257-138	chr6	128838892	128839718	+	0.000	0.000	Merged-chr6-128839257-138
Merged-chr7-48879663-3	chr7	48879542	48879779	+	0.000	0.000	Merged-chr7-48879663-3
Merged-chr5-8985734-11	chr5	8985555	8985905	+	0.000	0.000	Merged-chr5-8985734-11
Merged-chr17-26886283-27	chr17	26885937	26886482	+	0.000	0.000	Merged-chr17-26886283-27
Merged-chr13-23734534-7	chr13	23734388	23734680	+	0.000	0.000	Merged-chr13-23734534-7
Merged-chr5-107718117-32	chr5	107717931	107718348	+	0.000	0.000	Merged-chr5-107718117-32
Merged-chr6-54965079-68	chr6	54964625	54965566	+	0.000	0.000	Merged-chr6-54965079-68
Merged-chr5-74200641-59	chr5	74200428	74200842	+	0.000	0.000	Merged-chr5-74200641-59
Merged-chr11-57645103-89	chr11	57644810	57645604	+	0.000	0.000	Merged-chr11-57645103-89
Merged-chr1-120197360-57	chr1	120196907	120197671	+	0.000	0.000	Merged-chr1-120197360-57
Merged-chr3-69005363-112	chr3	69005060	69005679	+	0.000	0.000	Merged-chr3-69005363-112
Merged-chr2-45197380-25	chr2	45196813	45197644	+	0.000	0.000	Merged-chr2-45197380-25
Merged-chr9-120078496-7	chr9	120078302	120078670	+	0.000	0.000	Merged-chr9-120078496-7
Merged-chr1-134987799-42	chr1	134987586	134988016	+	0.000	0.000	Merged-chr1-134987799-42
Merged-chr13-64150285-13	chr13	64150125	64150404	+	0.000	0.000	Merged-chr13-64150285-13
Merged-chr2-30982189-58	chr2	30982015	30982372	+	0.000	0.000	Merged-chr2-30982189-58
Merged-chr1-60903295-3	chr1	60903143	60903459	+	0.000	0.000	Merged-chr1-60903295-3
Merged-chr8-70618591-1	chr8	70618493	70618691	+	0.000	0.000	Merged-chr8-70618591-1
Merged-chr9-120056363-44	chr9	120056186	120056591	+	0.000	0.000	Merged-chr9-120056363-44
Merged-chr4-145266696-11	chr4	145266492	145266863	+	0.000	0.000	Merged-chr4-145266696-11
Merged-chr14-51098450-32	chr14	51098095	51098717	+	0.000	0.000	Merged-chr14-51098450-32
Merged-chr7-90410085-21	chr7	90409921	90410308	+	0.000	0.000	Merged-chr7-90410085-21
Merged-chr6-51580456-21	chr6	51580292	51580660	+	0.000	0.000	Merged-chr6-51580456-21
Merged-chr15-55862631-4	chr15	55862457	55862826	+	0.000	0.000	Merged-chr15-55862631-4
Merged-chr5-63961886-28	chr5	63961622	63962080	+	0.000	0.000	Merged-chr5-63961886-28
Merged-chr8-120807939-5	chr8	120807734	120808122	+	0.000	0.000	Merged-chr8-120807939-5
Merged-chr17-47515680-12	chr17	47515386	47515946	+	0.000	0.000	Merged-chr17-47515680-12
Merged-chr7-109986340-83	chr7	109986084	109986700	+	0.000	0.000	Merged-chr7-109986340-83
Merged-chr10-92791286-37	chr10	92790915	92791643	+	0.000	0.000	Merged-chr10-92791286-37
Merged-chr2-18392553-59	chr2	18392028	18392815	+	0.000	0.000	Merged-chr2-18392553-59
Merged-chr6-97701586-2	chr6	97701463	97701711	+	0.000	0.000	Merged-chr6-97701586-2
Merged-chr2-32464081-1	chr2	32463983	32464181	+	0.000	0.000	Merged-chr2-32464081-1
Merged-chr3-107062583-69	chr3	107061940	107063027	+	0.000	0.000	Merged-chr3-107062583-69
Merged-chr7-110158240-4	chr7	110158092	110158380	+	0.000	0.000	Merged-chr7-110158240-4
Merged-chr1-134962675-67	chr1	134962401	134962946	+	0.000	0.000	Merged-chr1-134962675-67
Merged-chr11-107468885-1	chr11	107468787	107468985	+	0.000	0.000	Merged-chr11-107468885-1
Merged-chr12-99322326-28	chr12	99322138	99322578	+	0.000	0.000	Merged-chr12-99322326-28
Merged-chr16-8830910-11	chr16	8830728	8831138	+	0.000	0.000	Merged-chr16-8830910-11
Merged-chr7-88313151-1	chr7	88313053	88313251	+	0.000	0.000	Merged-chr7-88313151-1
Merged-chr13-108347269-17	chr13	108346997	108347542	+	0.000	0.000	Merged-chr13-108347269-17
Merged-chr10-89383738-30	chr10	89383404	89383952	+	0.000	0.000	Merged-chr10-89383738-30
Merged-chr15-92971247-1	chr15	92971149	92971347	+	0.000	0.000	Merged-chr15-92971247-1
Merged-chr13-6000907-14	chr13	6000362	6001467	+	0.000	0.000	Merged-chr13-6000907-14
Merged-chr7-64011985-78	chr7	64011793	64012314	+	0.000	0.000	Merged-chr7-64011985-78
Merged-chr2-158734922-4	chr2	158734757	158735089	+	0.000	0.000	Merged-chr2-158734922-4
Merged-chr7-80444672-5	chr7	80444518	80444883	+	0.000	0.000	Merged-chr7-80444672-5
Merged-chr6-51548940-2	chr6	51548793	51549090	+	0.000	0.000	Merged-chr6-51548940-2
Merged-chr17-35734690-16	chr17	35734481	35734910	+	0.000	0.000	Merged-chr17-35734690-16
Merged-chr12-73679547-19	chr12	73679324	73679736	+	0.000	0.000	Merged-chr12-73679547-19
Merged-chr9-114760553-12	chr9	114760375	114760735	+	0.000	0.000	Merged-chr9-114760553-12
Merged-chr3-79567170-4	chr3	79566961	79567352	+	0.000	0.000	Merged-chr3-79567170-4
Merged-chr8-122432082-1	chr8	122431984	122432182	+	0.000	0.000	Merged-chr8-122432082-1
Merged-chr1-92771493-5	chr1	92771369	92771634	+	0.000	0.000	Merged-chr1-92771493-5
Merged-chr6-57823201-33	chr6	57822911	57823503	+	0.000	0.000	Merged-chr6-57823201-33
Merged-chr4-15307094-14	chr4	15306743	15307297	+	0.000	0.000	Merged-chr4-15307094-14
Merged-chr11-11775045-14	chr11	11774771	11775272	+	0.000	0.000	Merged-chr11-11775045-14
Merged-chr2-35658449-2	chr2	35658330	35658571	+	0.000	0.000	Merged-chr2-35658449-2
Merged-chr4-134704159-76	chr4	134703721	134704556	+	0.000	0.000	Merged-chr4-134704159-76
Merged-chr18-55843500-1	chr18	55843402	55843600	+	0.000	0.000	Merged-chr18-55843500-1
Merged-chr15-75086540-31	chr15	75086421	75086727	+	0.000	0.000	Merged-chr15-75086540-31
Merged-chr17-12751004-39	chr17	12750726	12751284	+	0.000	0.000	Merged-chr17-12751004-39
Merged-chr4-11885026-32	chr4	11884815	11885245	+	0.000	0.000	Merged-chr4-11885026-32
Merged-chr17-86825181-1	chr17	86825083	86825281	+	0.000	0.000	Merged-chr17-86825181-1
Merged-chr6-51768092-8	chr6	51767936	51768264	+	0.000	0.000	Merged-chr6-51768092-8
Merged-chr10-128232604-5	chr10	128232480	128232736	+	0.000	0.000	Merged-chr10-128232604-5
Merged-chrX-48713049-46	chrX	48712767	48713349	+	0.000	0.000	Merged-chrX-48713049-46
Merged-chr1-170993303-2	chr1	170993205	170993403	+	0.000	0.000	Merged-chr1-170993303-2
Merged-chr4-3677925-1	chr4	3677827	3678025	+	0.000	0.000	Merged-chr4-3677925-1
Merged-chr9-114788883-8	chr9	114788730	114789052	+	0.000	0.000	Merged-chr9-114788883-8
Merged-chr2-18415586-18	chr2	18415376	18415906	+	0.000	0.000	Merged-chr2-18415586-18
Merged-chr10-54035850-5	chr10	54035712	54036006	+	0.000	0.000	Merged-chr10-54035850-5
Merged-chr7-89200737-1	chr7	89200639	89200837	+	0.000	0.000	Merged-chr7-89200737-1
Merged-chr2-36214220-40	chr2	36213974	36214480	+	0.000	0.000	Merged-chr2-36214220-40
Merged-chr17-47504977-46	chr17	47504687	47505205	+	0.000	0.000	Merged-chr17-47504977-46
Merged-chr19-5257394-33	chr19	5257132	5257685	+	0.000	0.000	Merged-chr19-5257394-33
Merged-chr6-50452133-1	chr6	50452035	50452233	+	0.000	0.000	Merged-chr6-50452133-1
Merged-chr9-114758587-29	chr9	114758253	114758875	+	0.000	0.000	Merged-chr9-114758587-29
Merged-chr17-44456168-78	chr17	44455646	44456524	+	0.000	0.000	Merged-chr17-44456168-78
Merged-chr14-30722606-2	chr14	30722508	30722706	+	0.000	0.000	Merged-chr14-30722606-2
Merged-chr18-66410673-37	chr18	66410408	66410920	+	0.000	0.000	Merged-chr18-66410673-37
Merged-chr1-151686910-2	chr1	151686804	151687019	+	0.000	0.000	Merged-chr1-151686910-2
Merged-chr1-153092020-1	chr1	153091922	153092120	+	0.000	0.000	Merged-chr1-153092020-1
Merged-chr8-85700831-84	chr8	85700463	85701207	+	0.000	0.000	Merged-chr8-85700831-84
Merged-chr17-80221516-11	chr17	80221222	80221808	+	0.000	0.000	Merged-chr17-80221516-11
Merged-chr1-172312178-79	chr1	172311861	172312584	+	0.000	0.000	Merged-chr1-172312178-79
Merged-chr5-34643160-22	chr5	34643007	34643365	+	0.000	0.000	Merged-chr5-34643160-22
Merged-chr14-30717039-13	chr14	30716833	30717245	+	0.000	0.000	Merged-chr14-30717039-13
Merged-chr12-73687229-37	chr12	73686948	73687572	+	0.000	0.000	Merged-chr12-73687229-37
Merged-chr6-51586174-3	chr6	51586040	51586322	+	0.000	0.000	Merged-chr6-51586174-3
Merged-chr10-77282922-22	chr10	77282702	77283146	+	0.000	0.000	Merged-chr10-77282922-22
Merged-chr1-97522024-1	chr1	97521926	97522124	+	0.000	0.000	Merged-chr1-97522024-1
Merged-chr5-140322236-1	chr5	140322138	140322336	+	0.000	0.000	Merged-chr5-140322236-1
Merged-chr3-59229189-56	chr3	59228933	59229536	+	0.000	0.000	Merged-chr3-59229189-56
Merged-chr14-70545396-53	chr14	70545153	70545725	+	0.000	0.000	Merged-chr14-70545396-53
Merged-chr6-97311024-32	chr6	97310812	97311294	+	0.000	0.000	Merged-chr6-97311024-32
Merged-chr3-108726514-23	chr3	108726311	108726717	+	0.000	0.000	Merged-chr3-108726514-23
Merged-chr6-50372929-50	chr6	50372505	50373412	+	0.000	0.000	Merged-chr6-50372929-50
Merged-chr12-17257057-21	chr12	17256839	17257300	+	0.000	0.000	Merged-chr12-17257057-21
Merged-chr1-153130055-45	chr1	153129768	153130363	+	0.000	0.000	Merged-chr1-153130055-45
Merged-chr10-128231276-2	chr10	128231165	128231390	+	0.000	0.000	Merged-chr10-128231276-2
Merged-chr10-99085159-29	chr10	99084901	99085394	+	0.000	0.000	Merged-chr10-99085159-29
Merged-chr12-17253265-28	chr12	17253031	17253490	+	0.000	0.000	Merged-chr12-17253265-28
Merged-chr3-146121713-45	chr3	146121539	146121938	+	0.000	0.000	Merged-chr3-146121713-45
Merged-chr6-50503909-4	chr6	50503679	50504133	+	0.000	0.000	Merged-chr6-50503909-4
Merged-chr7-110120460-2	chr7	110120362	110120561	+	0.000	0.000	Merged-chr7-110120460-2
Merged-chr6-97417201-28	chr6	97416993	97417433	+	0.000	0.000	Merged-chr6-97417201-28
Merged-chr6-115989651-28	chr6	115989396	115989906	+	0.000	0.000	Merged-chr6-115989651-28
Merged-chr9-114797763-25	chr9	114797512	114797980	+	0.000	0.000	Merged-chr9-114797763-25
Merged-chr11-57617750-2	chr11	57617642	57617860	+	0.000	0.000	Merged-chr11-57617750-2
Merged-chr2-103761224-59	chr2	103761021	103761431	+	0.000	0.000	Merged-chr2-103761224-59
Merged-chr11-106994404-9	chr11	106994196	106994642	+	0.000	0.000	Merged-chr11-106994404-9
Merged-chr7-4816774-19	chr7	4816628	4816961	+	0.000	0.000	Merged-chr7-4816774-19
Merged-chr14-73253840-37	chr14	73253606	73254117	+	0.000	0.000	Merged-chr14-73253840-37
Merged-chr9-107312364-1	chr9	107312266	107312464	+	0.000	0.000	Merged-chr9-107312364-1
Merged-chr1-144273228-38	chr1	144273084	144273460	+	0.000	0.000	Merged-chr1-144273228-38
Merged-chr1-157411675-8	chr1	157411301	157411915	+	0.000	0.000	Merged-chr1-157411675-8
Merged-chr11-98925291-3	chr11	98925168	98925422	+	0.000	0.000	Merged-chr11-98925291-3
Merged-chr12-73647879-51	chr12	73647624	73648246	+	0.000	0.000	Merged-chr12-73647879-51
Merged-chr18-55841714-1	chr18	55841616	55841814	+	0.000	0.000	Merged-chr18-55841714-1
Merged-chr10-28194242-1	chr10	28194144	28194342	+	0.000	0.000	Merged-chr10-28194242-1
Merged-chr11-120630995-1	chr11	120630897	120631095	+	0.000	0.000	Merged-chr11-120630995-1
Merged-chr8-124150798-11	chr8	124150626	124150958	+	0.000	0.000	Merged-chr8-124150798-11
Merged-chr1-60937145-34	chr1	60936819	60937422	+	0.000	0.000	Merged-chr1-60937145-34
Merged-chr3-19305697-23	chr3	19305488	19305923	+	0.000	0.000	Merged-chr3-19305697-23
Merged-chr1-60913471-46	chr1	60913250	60913688	+	0.000	0.000	Merged-chr1-60913471-46
Merged-chr11-21253599-7	chr11	21253403	21253777	+	0.000	0.000	Merged-chr11-21253599-7
Merged-chr17-79355271-160	chr17	79355005	79355573	+	0.000	0.000	Merged-chr17-79355271-160
Merged-chr6-122740176-23	chr6	122739951	122740408	+	0.000	0.000	Merged-chr6-122740176-23
Merged-chr1-171771592-84	chr1	171770916	171772567	+	0.000	0.000	Merged-chr1-171771592-84
Merged-chr13-13670887-17	chr13	13670655	13671121	+	0.000	0.000	Merged-chr13-13670887-17
Merged-chr14-78733697-3	chr14	78733502	78733938	+	0.000	0.000	Merged-chr14-78733697-3
Merged-chr10-111508765-1	chr10	111508667	111508865	+	0.000	0.000	Merged-chr10-111508765-1
Merged-chr5-8722882-18	chr5	8722631	8723242	+	0.000	0.000	Merged-chr5-8722882-18
Merged-chr12-112692822-1	chr12	112692724	112692922	+	0.000	0.000	Merged-chr12-112692822-1
Merged-chr13-13582107-29	chr13	13581776	13582307	+	0.000	0.000	Merged-chr13-13582107-29
Merged-chr1-92773491-2	chr1	92773386	92773599	+	0.000	0.000	Merged-chr1-92773491-2
Merged-chr15-34237471-2	chr15	34237330	34237614	+	0.000	0.000	Merged-chr15-34237471-2
Merged-chr3-40800246-87	chr3	40799963	40800487	+	0.000	0.000	Merged-chr3-40800246-87
Merged-chr14-120479008-3	chr14	120478881	120479167	+	0.000	0.000	Merged-chr14-120479008-3
Merged-chr2-3284320-138	chr2	3283894	3284581	+	0.000	0.000	Merged-chr2-3284320-138
Merged-chr10-18861034-28	chr10	18860833	18861247	+	0.000	0.000	Merged-chr10-18861034-28
Merged-chr15-98927787-24	chr15	98927450	98928025	+	0.000	0.000	Merged-chr15-98927787-24
Merged-chr10-17946175-1	chr10	17946077	17946275	+	0.000	0.000	Merged-chr10-17946175-1
Merged-chr3-107754801-18	chr3	107754612	107755022	+	0.000	0.000	Merged-chr3-107754801-18
Merged-chr6-51509825-65	chr6	51509296	51510323	+	0.000	0.000	Merged-chr6-51509825-65
Merged-chr4-132778945-22	chr4	132778662	132779196	+	0.000	0.000	Merged-chr4-132778945-22
Merged-chr4-46564109-30	chr4	46563924	46564379	+	0.000	0.000	Merged-chr4-46564109-30
Merged-chr13-107874570-1	chr13	107874472	107874670	+	0.000	0.000	Merged-chr13-107874570-1
Merged-chr2-101819569-26	chr2	101819317	101819760	+	0.000	0.000	Merged-chr2-101819569-26
Merged-chr19-10881723-47	chr19	10881316	10881996	+	0.000	0.000	Merged-chr19-10881723-47
Merged-chr18-66409343-32	chr18	66409097	66409656	+	0.000	0.000	Merged-chr18-66409343-32
Merged-chr12-24710864-1	chr12	24710766	24710964	+	0.000	0.000	Merged-chr12-24710864-1
Merged-chr13-19619635-32	chr13	19619397	19619892	+	0.000	0.000	Merged-chr13-19619635-32
Merged-chr13-12565989-76	chr13	12565569	12566223	+	0.000	0.000	Merged-chr13-12565989-76
Merged-chr1-161761657-43	chr1	161761506	161761815	+	0.000	0.000	Merged-chr1-161761657-43
Merged-chr10-117906589-68	chr10	117906235	117906855	+	0.000	0.000	Merged-chr10-117906589-68
Merged-chr15-96778537-47	chr15	96778299	96778738	+	0.000	0.000	Merged-chr15-96778537-47
