#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TFH_Associated--ATAC_peaks.bed all.df.numx.c5-STAT4_WT_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_WT_Tfh_vs_WT_Tfh.up.bed
Merged-chr8-122296025-8	chr8	122295881	122296195	+	0.000	0.000	Merged-chr8-122296025-8
Merged-chr8-88151137-23	chr8	88150949	88151368	+	0.000	0.000	Merged-chr8-88151137-23
Merged-chr11-79129992-68	chr11	79129767	79130325	+	0.000	0.000	Merged-chr11-79129992-68
Merged-chr7-122945332-5	chr7	122945144	122945499	+	0.000	0.000	Merged-chr7-122945332-5
Merged-chr12-3891363-76	chr12	3890967	3891748	+	0.000	0.000	Merged-chr12-3891363-76
Merged-chr1-38398742-1	chr1	38398644	38398842	+	0.000	0.000	Merged-chr1-38398742-1
Merged-chr9-121354935-22	chr9	121354750	121355121	+	0.000	0.000	Merged-chr9-121354935-22
Merged-chr17-78881722-5	chr17	78881399	78881980	+	0.000	0.000	Merged-chr17-78881722-5
Merged-chr13-73469751-49	chr13	73469500	73470002	+	0.000	0.000	Merged-chr13-73469751-49
Merged-chr13-36203222-10	chr13	36203106	36203353	+	0.000	0.000	Merged-chr13-36203222-10
Merged-chr16-93547363-12	chr16	93547198	93547537	+	0.000	0.000	Merged-chr16-93547363-12
Merged-chr6-99521786-49	chr6	99521041	99522279	+	0.000	0.000	Merged-chr6-99521786-49
Merged-chr7-4949541-1	chr7	4949443	4949641	+	0.000	0.000	Merged-chr7-4949541-1
Merged-chr2-132018494-1	chr2	132018396	132018594	+	0.000	0.000	Merged-chr2-132018494-1
Merged-chr12-86047582-19	chr12	86047237	86047856	+	0.000	0.000	Merged-chr12-86047582-19
Merged-chr15-25623101-2	chr15	25623003	25623201	+	0.000	0.000	Merged-chr15-25623101-2
Merged-chr2-72170854-84	chr2	72170272	72171600	+	0.000	0.000	Merged-chr2-72170854-84
Merged-chr5-114356887-29	chr5	114356600	114357216	+	0.000	0.000	Merged-chr5-114356887-29
Merged-chr19-29064177-55	chr19	29063927	29064414	+	0.000	0.000	Merged-chr19-29064177-55
Merged-chr7-101450882-76	chr7	101450469	101451445	+	0.000	0.000	Merged-chr7-101450882-76
Merged-chr6-117863237-45	chr6	117862800	117863760	+	0.000	0.000	Merged-chr6-117863237-45
Merged-chr2-131505614-2	chr2	131505494	131505737	+	0.000	0.000	Merged-chr2-131505614-2
Merged-chr19-4231537-6	chr19	4231397	4231660	+	0.000	0.000	Merged-chr19-4231537-6
Merged-chr1-179095284-1	chr1	179095186	179095384	+	0.000	0.000	Merged-chr1-179095284-1
Merged-chr12-80114436-28	chr12	80114168	80114624	+	0.000	0.000	Merged-chr12-80114436-28
Merged-chr11-99150380-50	chr11	99150033	99150740	+	0.000	0.000	Merged-chr11-99150380-50
Merged-chr13-51936338-54	chr13	51935953	51936805	+	0.000	0.000	Merged-chr13-51936338-54
Merged-chr10-86847338-12	chr10	86847118	86847636	+	0.000	0.000	Merged-chr10-86847338-12
Merged-chr10-39764888-24	chr10	39764637	39765106	+	0.000	0.000	Merged-chr10-39764888-24
Merged-chr10-67898474-11	chr10	67898298	67898741	+	0.000	0.000	Merged-chr10-67898474-11
Merged-chr8-121578886-116	chr8	121578509	121579177	+	0.000	0.000	Merged-chr8-121578886-116
Merged-chr4-63847263-40	chr4	63846713	63847594	+	0.000	0.000	Merged-chr4-63847263-40
Merged-chr5-41841893-1	chr5	41841795	41841993	+	0.000	0.000	Merged-chr5-41841893-1
Merged-chr9-114500339-6	chr9	114500108	114500601	+	0.000	0.000	Merged-chr9-114500339-6
Merged-chr6-71156958-28	chr6	71156654	71157198	+	0.000	0.000	Merged-chr6-71156958-28
Merged-chr15-86034188-82	chr15	86033798	86034531	+	0.000	0.000	Merged-chr15-86034188-82
Merged-chr2-26628456-31	chr2	26628172	26628790	+	0.000	0.000	Merged-chr2-26628456-31
Merged-chr4-32239722-14	chr4	32239455	32239907	+	0.000	0.000	Merged-chr4-32239722-14
Merged-chrX-101419940-50	chrX	101419648	101420215	+	0.000	0.000	Merged-chrX-101419940-50
Merged-chr7-142968090-41	chr7	142967754	142968407	+	0.000	0.000	Merged-chr7-142968090-41
Merged-chr10-81249714-12	chr10	81249472	81249994	+	0.000	0.000	Merged-chr10-81249714-12
Merged-chr19-53888593-7	chr19	53888464	53888737	+	0.000	0.000	Merged-chr19-53888593-7
Merged-chr13-117198790-41	chr13	117198533	117198981	+	0.000	0.000	Merged-chr13-117198790-41
Merged-chr4-6958431-33	chr4	6958131	6958844	+	0.000	0.000	Merged-chr4-6958431-33
Merged-chr10-116476725-3	chr10	116476608	116476846	+	0.000	0.000	Merged-chr10-116476725-3
Merged-chr2-119250733-1	chr2	119250635	119250833	+	0.000	0.000	Merged-chr2-119250733-1
Merged-chr5-107148487-19	chr5	107148311	107148692	+	0.000	0.000	Merged-chr5-107148487-19
Merged-chrX-134842652-1	chrX	134842554	134842752	+	0.000	0.000	Merged-chrX-134842652-1
Merged-chr7-44246733-118	chr7	44246482	44247003	+	0.000	0.000	Merged-chr7-44246733-118
Merged-chr8-84985409-5	chr8	84985257	84985545	+	0.000	0.000	Merged-chr8-84985409-5
Merged-chr10-13983249-96	chr10	13982780	13984091	+	0.000	0.000	Merged-chr10-13983249-96
Merged-chr3-89897466-1	chr3	89897368	89897566	+	0.000	0.000	Merged-chr3-89897466-1
Merged-chr1-38395375-19	chr1	38395072	38395682	+	0.000	0.000	Merged-chr1-38395375-19
Merged-chr7-28371731-2	chr7	28371629	28371835	+	0.000	0.000	Merged-chr7-28371731-2
Merged-chr5-64806242-38	chr5	64806009	64806419	+	0.000	0.000	Merged-chr5-64806242-38
Merged-chr10-20948545-7	chr10	20948367	20948744	+	0.000	0.000	Merged-chr10-20948545-7
Merged-chr8-111573910-73	chr8	111573548	111574175	+	0.000	0.000	Merged-chr8-111573910-73
Merged-chr1-128602708-8	chr1	128602416	128602942	+	0.000	0.000	Merged-chr1-128602708-8
Merged-chr3-37268554-28	chr3	37268291	37268795	+	0.000	0.000	Merged-chr3-37268554-28
Merged-chr1-52500431-96	chr1	52499834	52500993	+	0.000	0.000	Merged-chr1-52500431-96
Merged-chr5-122233772-36	chr5	122233134	122234084	+	0.000	0.000	Merged-chr5-122233772-36
Merged-chr1-131079310-2	chr1	131079170	131079452	+	0.000	0.000	Merged-chr1-131079310-2
Merged-chr4-149896301-4	chr4	149896165	149896423	+	0.000	0.000	Merged-chr4-149896301-4
Merged-chr5-140702131-51	chr5	140701893	140702343	+	0.000	0.000	Merged-chr5-140702131-51
Merged-chr10-130311798-35	chr10	130311570	130311979	+	0.000	0.000	Merged-chr10-130311798-35
Merged-chr17-74841892-5	chr17	74841675	74842039	+	0.000	0.000	Merged-chr17-74841892-5
Merged-chr16-36057640-19	chr16	36057411	36057970	+	0.000	0.000	Merged-chr16-36057640-19
Merged-chr2-75763426-31	chr2	75762874	75763682	+	0.000	0.000	Merged-chr2-75763426-31
Merged-chr8-119424922-1	chr8	119424824	119425022	+	0.000	0.000	Merged-chr8-119424922-1
Merged-chr5-120776535-1	chr5	120776437	120776635	+	0.000	0.000	Merged-chr5-120776535-1
Merged-chr15-89148530-1	chr15	89148432	89148630	+	0.000	0.000	Merged-chr15-89148530-1
Merged-chr15-98066921-50	chr15	98066598	98067376	+	0.000	0.000	Merged-chr15-98066921-50
Merged-chr16-35874661-7	chr16	35874501	35874803	+	0.000	0.000	Merged-chr16-35874661-7
Merged-chr11-100861248-2	chr11	100861149	100861350	+	0.000	0.000	Merged-chr11-100861248-2
Merged-chr19-32138517-38	chr19	32138074	32139028	+	0.000	0.000	Merged-chr19-32138517-38
Merged-chr1-52389023-12	chr1	52388841	52389200	+	0.000	0.000	Merged-chr1-52389023-12
Merged-chr6-146313637-14	chr6	146313470	146313818	+	0.000	0.000	Merged-chr6-146313637-14
Merged-chr10-99220538-1	chr10	99220440	99220638	+	0.000	0.000	Merged-chr10-99220538-1
Merged-chr17-47162611-13	chr17	47162400	47162851	+	0.000	0.000	Merged-chr17-47162611-13
Merged-chr14-30825884-66	chr14	30825557	30826431	+	0.000	0.000	Merged-chr14-30825884-66
Merged-chr15-100126840-34	chr15	100126630	100127055	+	0.000	0.000	Merged-chr15-100126840-34
Merged-chr10-12875013-52	chr10	12874789	12875319	+	0.000	0.000	Merged-chr10-12875013-52
Merged-chr7-101422737-10	chr7	101422337	101423030	+	0.000	0.000	Merged-chr7-101422737-10
Merged-chr4-31827484-3	chr4	31827354	31827639	+	0.000	0.000	Merged-chr4-31827484-3
Merged-chr9-108338566-1	chr9	108338468	108338666	+	0.000	0.000	Merged-chr9-108338566-1
Merged-chr6-48554136-1	chr6	48554038	48554236	+	0.000	0.000	Merged-chr6-48554136-1
Merged-chr11-113472415-1	chr11	113472317	113472515	+	0.000	0.000	Merged-chr11-113472415-1
Merged-chr17-74754654-12	chr17	74754374	74754852	+	0.000	0.000	Merged-chr17-74754654-12
Merged-chr1-82807419-20	chr1	82807199	82807686	+	0.000	0.000	Merged-chr1-82807419-20
Merged-chr12-80154087-1	chr12	80153989	80154187	+	0.000	0.000	Merged-chr12-80154087-1
Merged-chr6-121218095-31	chr6	121217768	121218287	+	0.000	0.000	Merged-chr6-121218095-31
Merged-chr18-55050703-48	chr18	55050512	55051096	+	0.000	0.000	Merged-chr18-55050703-48
Merged-chr10-12977910-46	chr10	12977707	12978112	+	0.000	0.000	Merged-chr10-12977910-46
Merged-chr4-116008753-17	chr4	116008609	116008896	+	0.000	0.000	Merged-chr4-116008753-17
Merged-chr1-69544965-96	chr1	69544185	69546380	+	0.000	0.000	Merged-chr1-69544965-96
Merged-chr13-85270381-2	chr13	85270234	85270530	+	0.000	0.000	Merged-chr13-85270381-2
Merged-chr10-20952486-81	chr10	20952282	20952719	+	0.000	0.000	Merged-chr10-20952486-81
Merged-chr4-102884922-14	chr4	102884711	102885101	+	0.000	0.000	Merged-chr4-102884922-14
Merged-chr12-80115176-7	chr12	80115026	80115346	+	0.000	0.000	Merged-chr12-80115176-7
Merged-chr8-81491424-1	chr8	81491326	81491524	+	0.000	0.000	Merged-chr8-81491424-1
Merged-chr8-70601430-20	chr8	70601064	70601680	+	0.000	0.000	Merged-chr8-70601430-20
Merged-chr12-113000786-94	chr12	113000508	113001084	+	0.000	0.000	Merged-chr12-113000786-94
Merged-chr11-4260577-3	chr11	4260433	4260728	+	0.000	0.000	Merged-chr11-4260577-3
Merged-chr7-45704207-5	chr7	45704083	45704319	+	0.000	0.000	Merged-chr7-45704207-5
Merged-chr19-44282748-31	chr19	44282525	44283105	+	0.000	0.000	Merged-chr19-44282748-31
Merged-chr3-89216100-15	chr3	89215868	89216314	+	0.000	0.000	Merged-chr3-89216100-15
Merged-chr3-8968845-18	chr3	8968645	8969058	+	0.000	0.000	Merged-chr3-8968845-18
Merged-chr16-33745427-22	chr16	33745215	33745659	+	0.000	0.000	Merged-chr16-33745427-22
Merged-chr19-57115132-1	chr19	57115034	57115232	+	0.000	0.000	Merged-chr19-57115132-1
Merged-chr7-80024354-9	chr7	80024128	80024573	+	0.000	0.000	Merged-chr7-80024354-9
Merged-chr14-69977885-9	chr14	69977538	69978181	+	0.000	0.000	Merged-chr14-69977885-9
Merged-chr4-154925616-3	chr4	154925512	154925719	+	0.000	0.000	Merged-chr4-154925616-3
Merged-chr7-120843087-78	chr7	120842813	120843348	+	0.000	0.000	Merged-chr7-120843087-78
Merged-chr5-41843178-1	chr5	41843080	41843278	+	0.000	0.000	Merged-chr5-41843178-1
Merged-chr13-85459512-26	chr13	85459113	85459729	+	0.000	0.000	Merged-chr13-85459512-26
Merged-chr4-128807702-2	chr4	128807603	128807804	+	0.000	0.000	Merged-chr4-128807702-2
Merged-chr5-92381886-27	chr5	92381694	92382096	+	0.000	0.000	Merged-chr5-92381886-27
Merged-chr2-30119999-30	chr2	30119809	30120163	+	0.000	0.000	Merged-chr2-30119999-30
Merged-chr1-94046708-7	chr1	94046525	94046855	+	0.000	0.000	Merged-chr1-94046708-7
Merged-chr13-51848114-3	chr13	51847987	51848241	+	0.000	0.000	Merged-chr13-51848114-3
Merged-chr19-57100169-47	chr19	57099801	57100571	+	0.000	0.000	Merged-chr19-57100169-47
Merged-chr10-81248090-40	chr10	81247840	81248321	+	0.000	0.000	Merged-chr10-81248090-40
Merged-chr12-80111391-4	chr12	80111224	80111544	+	0.000	0.000	Merged-chr12-80111391-4
Merged-chr1-38602117-20	chr1	38601833	38602329	+	0.000	0.000	Merged-chr1-38602117-20
Merged-chr8-81807004-27	chr8	81806763	81807404	+	0.000	0.000	Merged-chr8-81807004-27
Merged-chr15-100420424-27	chr15	100420247	100420666	+	0.000	0.000	Merged-chr15-100420424-27
Merged-chr12-108706218-1	chr12	108706120	108706318	+	0.000	0.000	Merged-chr12-108706218-1
Merged-chr7-122020926-63	chr7	122020699	122021126	+	0.000	0.000	Merged-chr7-122020926-63
Merged-chr5-118087962-12	chr5	118087822	118088164	+	0.000	0.000	Merged-chr5-118087962-12
Merged-chr13-112384903-1	chr13	112384805	112385003	+	0.000	0.000	Merged-chr13-112384903-1
Merged-chr14-69823576-22	chr14	69823269	69823807	+	0.000	0.000	Merged-chr14-69823576-22
Merged-chr11-21164625-69	chr11	21164296	21165023	+	0.000	0.000	Merged-chr11-21164625-69
Merged-chr5-105731381-8	chr5	105731203	105731718	+	0.000	0.000	Merged-chr5-105731381-8
Merged-chr17-5977508-44	chr17	5976957	5978004	+	0.000	0.000	Merged-chr17-5977508-44
Merged-chr13-44733889-78	chr13	44733475	44734335	+	0.000	0.000	Merged-chr13-44733889-78
Merged-chr10-75643885-43	chr10	75643454	75644250	+	0.000	0.000	Merged-chr10-75643885-43
Merged-chr6-30401803-70	chr6	30401527	30402073	+	0.000	0.000	Merged-chr6-30401803-70
Merged-chr6-125215615-63	chr6	125215405	125215807	+	0.000	0.000	Merged-chr6-125215615-63
Merged-chr2-68434202-1	chr2	68434104	68434302	+	0.000	0.000	Merged-chr2-68434202-1
Merged-chr3-84314739-19	chr3	84314560	84314915	+	0.000	0.000	Merged-chr3-84314739-19
Merged-chr11-22858195-4	chr11	22858066	22858310	+	0.000	0.000	Merged-chr11-22858195-4
Merged-chr17-34091159-1	chr17	34091061	34091259	+	0.000	0.000	Merged-chr17-34091159-1
Merged-chr15-36499976-4	chr15	36499832	36500120	+	0.000	0.000	Merged-chr15-36499976-4
Merged-chr9-114452652-12	chr9	114452499	114452867	+	0.000	0.000	Merged-chr9-114452652-12
Merged-chr5-125107407-3	chr5	125107295	125107517	+	0.000	0.000	Merged-chr5-125107407-3
Merged-chr7-81572287-1	chr7	81572189	81572387	+	0.000	0.000	Merged-chr7-81572287-1
Merged-chr10-71348168-2	chr10	71348048	71348290	+	0.000	0.000	Merged-chr10-71348168-2
Merged-chr5-77246174-83	chr5	77245955	77246459	+	0.000	0.000	Merged-chr5-77246174-83
Merged-chr13-117282370-1	chr13	117282272	117282470	+	0.000	0.000	Merged-chr13-117282370-1
Merged-chr9-62341256-48	chr9	62341077	62341550	+	0.000	0.000	Merged-chr9-62341256-48
Merged-chr19-44266259-1	chr19	44266161	44266359	+	0.000	0.000	Merged-chr19-44266259-1
Merged-chr11-117969649-112	chr11	117969100	117970220	+	0.000	0.000	Merged-chr11-117969649-112
Merged-chr4-83486310-129	chr4	83486073	83486797	+	0.000	0.000	Merged-chr4-83486310-129
Merged-chr17-8235955-6	chr17	8235821	8236102	+	0.000	0.000	Merged-chr17-8235955-6
Merged-chr16-76333860-1	chr16	76333762	76333960	+	0.000	0.000	Merged-chr16-76333860-1
Merged-chr5-150600620-7	chr5	150600434	150600818	+	0.000	0.000	Merged-chr5-150600620-7
Merged-chr19-6976214-1	chr19	6976116	6976314	+	0.000	0.000	Merged-chr19-6976214-1
Merged-chr7-24601143-27	chr7	24600905	24601320	+	0.000	0.000	Merged-chr7-24601143-27
Merged-chr6-144927007-1	chr6	144926909	144927107	+	0.000	0.000	Merged-chr6-144927007-1
Merged-chr8-72329940-13	chr8	72329749	72330177	+	0.000	0.000	Merged-chr8-72329940-13
Merged-chr12-86046383-40	chr12	86046104	86046745	+	0.000	0.000	Merged-chr12-86046383-40
Merged-chr11-69409455-74	chr11	69409100	69409880	+	0.000	0.000	Merged-chr11-69409455-74
Merged-chr4-139386988-3	chr4	139386842	139387146	+	0.000	0.000	Merged-chr4-139386988-3
Merged-chr2-119872988-44	chr2	119872497	119873385	+	0.000	0.000	Merged-chr2-119872988-44
Merged-chr11-77208194-14	chr11	77208035	77208413	+	0.000	0.000	Merged-chr11-77208194-14
Merged-chr10-68277876-15	chr10	68277648	68278020	+	0.000	0.000	Merged-chr10-68277876-15
Merged-chr5-76869300-44	chr5	76868887	76869947	+	0.000	0.000	Merged-chr5-76869300-44
Merged-chr9-51239066-41	chr9	51238818	51239260	+	0.000	0.000	Merged-chr9-51239066-41
Merged-chr2-169421025-1	chr2	169420927	169421125	+	0.000	0.000	Merged-chr2-169421025-1
Merged-chr10-14208417-1	chr10	14208319	14208517	+	0.000	0.000	Merged-chr10-14208417-1
Merged-chr2-90890259-1	chr2	90890161	90890359	+	0.000	0.000	Merged-chr2-90890259-1
Merged-chr16-48769458-10	chr16	48769181	48769702	+	0.000	0.000	Merged-chr16-48769458-10
Merged-chr17-84196515-1	chr17	84196417	84196615	+	0.000	0.000	Merged-chr17-84196515-1
Merged-chr7-73607070-52	chr7	73606807	73607464	+	0.000	0.000	Merged-chr7-73607070-52
Merged-chr1-60977872-47	chr1	60977589	60978313	+	0.000	0.000	Merged-chr1-60977872-47
Merged-chr13-46780080-38	chr13	46779717	46780646	+	0.000	0.000	Merged-chr13-46780080-38
Merged-chr16-45224130-153	chr16	45223766	45224485	+	0.000	0.000	Merged-chr16-45224130-153
Merged-chr7-80688769-118	chr7	80688455	80689334	+	0.000	0.000	Merged-chr7-80688769-118
Merged-chrX-36195914-13	chrX	36195759	36196073	+	0.000	0.000	Merged-chrX-36195914-13
Merged-chr9-44772887-60	chr9	44772530	44773187	+	0.000	0.000	Merged-chr9-44772887-60
Merged-chr1-34843057-106	chr1	34842464	34843468	+	0.000	0.000	Merged-chr1-34843057-106
Merged-chrX-20291618-58	chrX	20291187	20291934	+	0.000	0.000	Merged-chrX-20291618-58
Merged-chr4-106749870-11	chr4	106749711	106750033	+	0.000	0.000	Merged-chr4-106749870-11
Merged-chr10-99417083-63	chr10	99416823	99417342	+	0.000	0.000	Merged-chr10-99417083-63
Merged-chr8-3248783-13	chr8	3248481	3248993	+	0.000	0.000	Merged-chr8-3248783-13
Merged-chr10-96635391-5	chr10	96635164	96635701	+	0.000	0.000	Merged-chr10-96635391-5
Merged-chr11-98149913-127	chr11	98149434	98150225	+	0.000	0.000	Merged-chr11-98149913-127
Merged-chr4-155163456-1	chr4	155163358	155163556	+	0.000	0.000	Merged-chr4-155163456-1
Merged-chr1-39901309-92	chr1	39900607	39902297	+	0.000	0.000	Merged-chr1-39901309-92
Merged-chr2-28540150-39	chr2	28539906	28540504	+	0.000	0.000	Merged-chr2-28540150-39
Merged-chr12-36474027-1	chr12	36473929	36474127	+	0.000	0.000	Merged-chr12-36474027-1
Merged-chr15-81399835-76	chr15	81399561	81400048	+	0.000	0.000	Merged-chr15-81399835-76
Merged-chr2-91949260-2	chr2	91949093	91949430	+	0.000	0.000	Merged-chr2-91949260-2
Merged-chr19-40238240-2	chr19	40238138	40238345	+	0.000	0.000	Merged-chr19-40238240-2
Merged-chr9-72532890-7	chr9	72532597	72533121	+	0.000	0.000	Merged-chr9-72532890-7
Merged-chr3-37313517-58	chr3	37312916	37313886	+	0.000	0.000	Merged-chr3-37313517-58
Merged-chr14-78559223-28	chr14	78559020	78559374	+	0.000	0.000	Merged-chr14-78559223-28
Merged-chr4-134750367-60	chr4	134749957	134750682	+	0.000	0.000	Merged-chr4-134750367-60
Merged-chr1-82849868-1	chr1	82849770	82849968	+	0.000	0.000	Merged-chr1-82849868-1
Merged-chr11-88716290-15	chr11	88716114	88716573	+	0.000	0.000	Merged-chr11-88716290-15
Merged-chr10-59953841-5	chr10	59953685	59953979	+	0.000	0.000	Merged-chr10-59953841-5
Merged-chr16-30597297-42	chr16	30597004	30597492	+	0.000	0.000	Merged-chr16-30597297-42
Merged-chr14-78462451-1	chr14	78462353	78462551	+	0.000	0.000	Merged-chr14-78462451-1
Merged-chr12-117687561-2	chr12	117687410	117687714	+	0.000	0.000	Merged-chr12-117687561-2
Merged-chr8-84709387-31	chr8	84709140	84709553	+	0.000	0.000	Merged-chr8-84709387-31
Merged-chr3-126693413-64	chr3	126693231	126693772	+	0.000	0.000	Merged-chr3-126693413-64
Merged-chr2-18998003-84	chr2	18997581	18998367	+	0.000	0.000	Merged-chr2-18998003-84
Merged-chr10-39421150-70	chr10	39420563	39421647	+	0.000	0.000	Merged-chr10-39421150-70
Merged-chr17-5124871-1	chr17	5124773	5124971	+	0.000	0.000	Merged-chr17-5124871-1
Merged-chr12-82139405-7	chr12	82139226	82139588	+	0.000	0.000	Merged-chr12-82139405-7
Merged-chr7-25131776-1	chr7	25131678	25131876	+	0.000	0.000	Merged-chr7-25131776-1
Merged-chr15-6573269-1	chr15	6573171	6573369	+	0.000	0.000	Merged-chr15-6573269-1
Merged-chr17-35978888-2	chr17	35978703	35979076	+	0.000	0.000	Merged-chr17-35978888-2
Merged-chr1-127212036-1	chr1	127211938	127212136	+	0.000	0.000	Merged-chr1-127212036-1
Merged-chr15-27937826-6	chr15	27937670	27937986	+	0.000	0.000	Merged-chr15-27937826-6
Merged-chr15-85043311-1	chr15	85043213	85043411	+	0.000	0.000	Merged-chr15-85043311-1
Merged-chr7-99182845-58	chr7	99182610	99183102	+	0.000	0.000	Merged-chr7-99182845-58
Merged-chr2-71041194-14	chr2	71041034	71041437	+	0.000	0.000	Merged-chr2-71041194-14
Merged-chr2-33354145-1	chr2	33354047	33354245	+	0.000	0.000	Merged-chr2-33354145-1
Merged-chr16-49771808-11	chr16	49771666	49771972	+	0.000	0.000	Merged-chr16-49771808-11
Merged-chr6-99274664-53	chr6	99274283	99274955	+	0.000	0.000	Merged-chr6-99274664-53
Merged-chr9-20975783-8	chr9	20975648	20975953	+	0.000	0.000	Merged-chr9-20975783-8
Merged-chr17-33955836-55	chr17	33955614	33956144	+	0.000	0.000	Merged-chr17-33955836-55
Merged-chr3-138868592-15	chr3	138868384	138868750	+	0.000	0.000	Merged-chr3-138868592-15
Merged-chr14-10430786-8	chr14	10430608	10430911	+	0.000	0.000	Merged-chr14-10430786-8
Merged-chr9-56995243-79	chr9	56994727	56995705	+	0.000	0.000	Merged-chr9-56995243-79
Merged-chr11-32199362-4	chr11	32199240	32199485	+	0.000	0.000	Merged-chr11-32199362-4
Merged-chr5-121711338-4	chr5	121711192	121711482	+	0.000	0.000	Merged-chr5-121711338-4
Merged-chr8-84998087-35	chr8	84997899	84998250	+	0.000	0.000	Merged-chr8-84998087-35
Merged-chr10-39371656-31	chr10	39371264	39371882	+	0.000	0.000	Merged-chr10-39371656-31
Merged-chr1-55410920-19	chr1	55410761	55411103	+	0.000	0.000	Merged-chr1-55410920-19
Merged-chr8-61239855-9	chr8	61239620	61240051	+	0.000	0.000	Merged-chr8-61239855-9
Merged-chr1-52454811-49	chr1	52454619	52454985	+	0.000	0.000	Merged-chr1-52454811-49
Merged-chr2-84481991-45	chr2	84481700	84482239	+	0.000	0.000	Merged-chr2-84481991-45
Merged-chr11-88455019-1	chr11	88454921	88455119	+	0.000	0.000	Merged-chr11-88455019-1
Merged-chr6-86733286-56	chr6	86732788	86733562	+	0.000	0.000	Merged-chr6-86733286-56
Merged-chrX-12087471-30	chrX	12087134	12087829	+	0.000	0.000	Merged-chrX-12087471-30
Merged-chr11-99145976-1	chr11	99145878	99146076	+	0.000	0.000	Merged-chr11-99145976-1
Merged-chr5-123314213-3	chr5	123314081	123314341	+	0.000	0.000	Merged-chr5-123314213-3
Merged-chr11-50225207-103	chr11	50224692	50225941	+	0.000	0.000	Merged-chr11-50225207-103
Merged-chr1-181017150-106	chr1	181016602	181017657	+	0.000	0.000	Merged-chr1-181017150-106
Merged-chr15-41818887-24	chr15	41818630	41819213	+	0.000	0.000	Merged-chr15-41818887-24
Merged-chr5-65881132-7	chr5	65880865	65881455	+	0.000	0.000	Merged-chr5-65881132-7
Merged-chr6-125219300-1	chr6	125219202	125219400	+	0.000	0.000	Merged-chr6-125219300-1
Merged-chr5-125158641-59	chr5	125158406	125158921	+	0.000	0.000	Merged-chr5-125158641-59
Merged-chr13-53391730-1	chr13	53391632	53391830	+	0.000	0.000	Merged-chr13-53391730-1
Merged-chr11-97030056-43	chr11	97029855	97030292	+	0.000	0.000	Merged-chr11-97030056-43
Merged-chr7-49802865-9	chr7	49802670	49803096	+	0.000	0.000	Merged-chr7-49802865-9
Merged-chr11-106272877-78	chr11	106272612	106273163	+	0.000	0.000	Merged-chr11-106272877-78
Merged-chr9-92252931-14	chr9	92252768	92253112	+	0.000	0.000	Merged-chr9-92252931-14
Merged-chr6-50566844-2	chr6	50566746	50566944	+	0.000	0.000	Merged-chr6-50566844-2
Merged-chr7-99833987-52	chr7	99833701	99834344	+	0.000	0.000	Merged-chr7-99833987-52
Merged-chr12-16136030-2	chr12	16135842	16136220	+	0.000	0.000	Merged-chr12-16136030-2
Merged-chr10-14058073-111	chr10	14057658	14058700	+	0.000	0.000	Merged-chr10-14058073-111
Merged-chr3-131111250-13	chr3	131110981	131111456	+	0.000	0.000	Merged-chr3-131111250-13
Merged-chr14-121702650-15	chr14	121702441	121702868	+	0.000	0.000	Merged-chr14-121702650-15
Merged-chr9-14072005-21	chr9	14071736	14072197	+	0.000	0.000	Merged-chr9-14072005-21
Merged-chr10-17728854-10	chr10	17728649	17729025	+	0.000	0.000	Merged-chr10-17728854-10
Merged-chr12-21174004-41	chr12	21173763	21174214	+	0.000	0.000	Merged-chr12-21174004-41
Merged-chr11-3180102-24	chr11	3179853	3180340	+	0.000	0.000	Merged-chr11-3180102-24
Merged-chr12-3313079-3	chr12	3312967	3313190	+	0.000	0.000	Merged-chr12-3313079-3
Merged-chr15-6556374-4	chr15	6556244	6556506	+	0.000	0.000	Merged-chr15-6556374-4
Merged-chr4-7207158-12	chr4	7206926	7207361	+	0.000	0.000	Merged-chr4-7207158-12
Merged-chr11-22845537-49	chr11	22845176	22846048	+	0.000	0.000	Merged-chr11-22845537-49
Merged-chr4-32291576-26	chr4	32291319	32291855	+	0.000	0.000	Merged-chr4-32291576-26
Merged-chrX-9254140-30	chrX	9253989	9254355	+	0.000	0.000	Merged-chrX-9254140-30
Merged-chr10-128934578-1	chr10	128934480	128934678	+	0.000	0.000	Merged-chr10-128934578-1
Merged-chr8-81491083-2	chr8	81490975	81491193	+	0.000	0.000	Merged-chr8-81491083-2
Merged-chr13-95567331-31	chr13	95567078	95567563	+	0.000	0.000	Merged-chr13-95567331-31
Merged-chr5-31202256-62	chr5	31201938	31202559	+	0.000	0.000	Merged-chr5-31202256-62
Merged-chr2-13265108-24	chr2	13264901	13265347	+	0.000	0.000	Merged-chr2-13265108-24
Merged-chr11-3190092-3	chr11	3189994	3190194	+	0.000	0.000	Merged-chr11-3190092-3
Merged-chr1-138287833-13	chr1	138287641	138287968	+	0.000	0.000	Merged-chr1-138287833-13
Merged-chr8-104234579-14	chr8	104234359	104234783	+	0.000	0.000	Merged-chr8-104234579-14
Merged-chr13-93554105-5	chr13	93553872	93554264	+	0.000	0.000	Merged-chr13-93554105-5
Merged-chr13-58072674-2	chr13	58072487	58072864	+	0.000	0.000	Merged-chr13-58072674-2
