#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_I--ATAC_peaks.bed all.df.numx.c5-STAT4_WT_Tfh_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_WT_Tfh_vs_WT_Th1.up.bed
Merged-chr1-86528310-67	chr1	86527961	86528537	+	0.000	0.000	Merged-chr1-86528310-67
Merged-chr17-87286000-2	chr17	87285893	87286110	+	0.000	0.000	Merged-chr17-87286000-2
Merged-chr11-110496308-14	chr11	110495961	110496504	+	0.000	0.000	Merged-chr11-110496308-14
Merged-chr15-99653401-1	chr15	99653303	99653501	+	0.000	0.000	Merged-chr15-99653401-1
Merged-chr14-20173157-1	chr14	20173059	20173257	+	0.000	0.000	Merged-chr14-20173157-1
Merged-chr9-37552724-59	chr9	37552354	37553111	+	0.000	0.000	Merged-chr9-37552724-59
Merged-chr12-24630472-12	chr12	24630316	24630676	+	0.000	0.000	Merged-chr12-24630472-12
Merged-chr4-24556316-23	chr4	24556150	24556500	+	0.000	0.000	Merged-chr4-24556316-23
Merged-chr8-115739981-29	chr8	115739636	115740268	+	0.000	0.000	Merged-chr8-115739981-29
Merged-chr6-92105451-1	chr6	92105353	92105551	+	0.000	0.000	Merged-chr6-92105451-1
Merged-chr4-24537174-7	chr4	24536957	24537365	+	0.000	0.000	Merged-chr4-24537174-7
Merged-chr3-84667466-30	chr3	84667272	84667712	+	0.000	0.000	Merged-chr3-84667466-30
Merged-chrX-157458965-1	chrX	157458867	157459065	+	0.000	0.000	Merged-chrX-157458965-1
Merged-chr16-49793742-18	chr16	49793460	49793936	+	0.000	0.000	Merged-chr16-49793742-18
Merged-chr14-47276879-81	chr14	47276593	47277167	+	0.000	0.000	Merged-chr14-47276879-81
Merged-chr7-80534474-4	chr7	80534358	80534587	+	0.000	0.000	Merged-chr7-80534474-4
Merged-chr7-28810674-63	chr7	28810420	28810983	+	0.000	0.000	Merged-chr7-28810674-63
Merged-chr7-130727119-52	chr7	130726748	130727418	+	0.000	0.000	Merged-chr7-130727119-52
Merged-chr5-115011570-116	chr5	115010785	115012356	+	0.000	0.000	Merged-chr5-115011570-116
Merged-chr15-37679688-19	chr15	37679477	37679935	+	0.000	0.000	Merged-chr15-37679688-19
Merged-chr18-65808951-8	chr18	65808821	65809083	+	0.000	0.000	Merged-chr18-65808951-8
Merged-chr7-130631867-47	chr7	130631612	130632131	+	0.000	0.000	Merged-chr7-130631867-47
Merged-chr8-117498229-1	chr8	117498131	117498329	+	0.000	0.000	Merged-chr8-117498229-1
Merged-chr4-136178662-1	chr4	136178564	136178762	+	0.000	0.000	Merged-chr4-136178662-1
Merged-chrX-159172095-3	chrX	159171992	159172201	+	0.000	0.000	Merged-chrX-159172095-3
Merged-chr1-91626193-21	chr1	91625988	91626418	+	0.000	0.000	Merged-chr1-91626193-21
Merged-chr7-123327122-14	chr7	123326886	123327421	+	0.000	0.000	Merged-chr7-123327122-14
Merged-chr10-59236613-4	chr10	59236413	59236759	+	0.000	0.000	Merged-chr10-59236613-4
Merged-chr8-46618274-8	chr8	46618106	46618526	+	0.000	0.000	Merged-chr8-46618274-8
Merged-chr9-44044278-2	chr9	44044130	44044429	+	0.000	0.000	Merged-chr9-44044278-2
Merged-chr2-11331773-28	chr2	11331493	11332152	+	0.000	0.000	Merged-chr2-11331773-28
Merged-chr17-50087023-6	chr17	50086870	50087206	+	0.000	0.000	Merged-chr17-50087023-6
Merged-chr13-108215159-4	chr13	108215033	108215345	+	0.000	0.000	Merged-chr13-108215159-4
Merged-chr2-9876074-34	chr2	9875913	9876215	+	0.000	0.000	Merged-chr2-9876074-34
Merged-chr2-128388086-23	chr2	128387868	128388260	+	0.000	0.000	Merged-chr2-128388086-23
Merged-chr4-8800117-1	chr4	8800019	8800217	+	0.000	0.000	Merged-chr4-8800117-1
Merged-chr9-57862051-8	chr9	57861894	57862205	+	0.000	0.000	Merged-chr9-57862051-8
Merged-chr8-115227272-68	chr8	115226974	115227605	+	0.000	0.000	Merged-chr8-115227272-68
Merged-chr1-43311027-1	chr1	43310929	43311127	+	0.000	0.000	Merged-chr1-43311027-1
Merged-chr11-74526720-17	chr11	74526444	74526940	+	0.000	0.000	Merged-chr11-74526720-17
Merged-chr3-9705328-27	chr3	9705048	9705564	+	0.000	0.000	Merged-chr3-9705328-27
Merged-chr5-62659064-1	chr5	62658966	62659164	+	0.000	0.000	Merged-chr5-62659064-1
Merged-chr8-94179958-7	chr8	94179790	94180139	+	0.000	0.000	Merged-chr8-94179958-7
Merged-chr4-43482335-31	chr4	43482085	43482651	+	0.000	0.000	Merged-chr4-43482335-31
Merged-chr10-127263127-11	chr10	127262941	127263298	+	0.000	0.000	Merged-chr10-127263127-11
Merged-chr13-38528691-1	chr13	38528593	38528791	+	0.000	0.000	Merged-chr13-38528691-1
Merged-chr4-135129039-20	chr4	135128668	135129238	+	0.000	0.000	Merged-chr4-135129039-20
Merged-chr16-49836877-8	chr16	49836747	49837013	+	0.000	0.000	Merged-chr16-49836877-8
Merged-chr17-30892995-1	chr17	30892897	30893095	+	0.000	0.000	Merged-chr17-30892995-1
Merged-chr18-25523528-1	chr18	25523430	25523628	+	0.000	0.000	Merged-chr18-25523528-1
Merged-chr10-79797957-4	chr10	79797797	79798089	+	0.000	0.000	Merged-chr10-79797957-4
Merged-chr12-54986342-8	chr12	54986052	54986601	+	0.000	0.000	Merged-chr12-54986342-8
Merged-chr10-91477817-1	chr10	91477719	91477917	+	0.000	0.000	Merged-chr10-91477817-1
Merged-chr13-63180937-16	chr13	63180755	63181259	+	0.000	0.000	Merged-chr13-63180937-16
Merged-chr2-32602838-31	chr2	32602559	32602996	+	0.000	0.000	Merged-chr2-32602838-31
Merged-chr16-17069994-85	chr16	17069606	17070328	+	0.000	0.000	Merged-chr16-17069994-85
Merged-chr9-123936830-62	chr9	123936601	123937059	+	0.000	0.000	Merged-chr9-123936830-62
Merged-chr10-7630837-45	chr10	7630283	7631253	+	0.000	0.000	Merged-chr10-7630837-45
Merged-chr18-75338929-5	chr18	75338740	75339095	+	0.000	0.000	Merged-chr18-75338929-5
Merged-chr11-74522748-45	chr11	74522402	74523010	+	0.000	0.000	Merged-chr11-74522748-45
Merged-chr3-9968684-31	chr3	9968460	9968949	+	0.000	0.000	Merged-chr3-9968684-31
Merged-chr9-44046788-2	chr9	44046678	44046900	+	0.000	0.000	Merged-chr9-44046788-2
Merged-chr9-58573114-1	chr9	58573016	58573214	+	0.000	0.000	Merged-chr9-58573114-1
Merged-chr6-108836247-72	chr6	108835797	108836482	+	0.000	0.000	Merged-chr6-108836247-72
Merged-chr14-25460992-1	chr14	25460894	25461092	+	0.000	0.000	Merged-chr14-25460992-1
Merged-chr8-57540400-20	chr8	57540137	57540655	+	0.000	0.000	Merged-chr8-57540400-20
Merged-chr8-18954142-48	chr8	18953871	18954361	+	0.000	0.000	Merged-chr8-18954142-48
Merged-chr5-62659360-12	chr5	62659169	62659539	+	0.000	0.000	Merged-chr5-62659360-12
Merged-chr2-126331993-16	chr2	126331747	126332252	+	0.000	0.000	Merged-chr2-126331993-16
Merged-chr13-29983286-2	chr13	29983159	29983415	+	0.000	0.000	Merged-chr13-29983286-2
Merged-chr2-58178183-2	chr2	58178046	58178323	+	0.000	0.000	Merged-chr2-58178183-2
Merged-chr17-27190008-22	chr17	27189541	27190267	+	0.000	0.000	Merged-chr17-27190008-22
Merged-chr3-9715345-15	chr3	9715121	9715567	+	0.000	0.000	Merged-chr3-9715345-15
Merged-chr5-99906466-49	chr5	99906281	99906735	+	0.000	0.000	Merged-chr5-99906466-49
Merged-chr2-4872463-2	chr2	4872364	4872565	+	0.000	0.000	Merged-chr2-4872463-2
Merged-chr4-11700052-1	chr4	11699954	11700152	+	0.000	0.000	Merged-chr4-11700052-1
Merged-chr11-68432285-104	chr11	68431852	68432553	+	0.000	0.000	Merged-chr11-68432285-104
Merged-chr13-75708400-9	chr13	75708241	75708559	+	0.000	0.000	Merged-chr13-75708400-9
Merged-chr2-64853435-1	chr2	64853337	64853535	+	0.000	0.000	Merged-chr2-64853435-1
Merged-chr18-75392054-3	chr18	75391903	75392181	+	0.000	0.000	Merged-chr18-75392054-3
Merged-chr17-44713966-59	chr17	44713428	44714605	+	0.000	0.000	Merged-chr17-44713966-59
Merged-chr3-89246183-73	chr3	89245562	89246593	+	0.000	0.000	Merged-chr3-89246183-73
Merged-chr4-135150517-4	chr4	135150396	135150662	+	0.000	0.000	Merged-chr4-135150517-4
Merged-chr17-50086189-28	chr17	50085728	50086535	+	0.000	0.000	Merged-chr17-50086189-28
Merged-chr18-32352849-42	chr18	32352596	32353557	+	0.000	0.000	Merged-chr18-32352849-42
Merged-chr17-44105756-70	chr17	44105524	44106033	+	0.000	0.000	Merged-chr17-44105756-70
Merged-chr5-117388866-82	chr5	117388608	117389235	+	0.000	0.000	Merged-chr5-117388866-82
Merged-chr8-53630787-29	chr8	53630549	53631025	+	0.000	0.000	Merged-chr8-53630787-29
Merged-chr10-69816063-1	chr10	69815965	69816163	+	0.000	0.000	Merged-chr10-69816063-1
Merged-chr2-52420161-1	chr2	52420063	52420261	+	0.000	0.000	Merged-chr2-52420161-1
Merged-chr2-125214795-24	chr2	125214481	125215031	+	0.000	0.000	Merged-chr2-125214795-24
Merged-chr1-139163024-8	chr1	139162857	139163192	+	0.000	0.000	Merged-chr1-139163024-8
Merged-chr4-135197991-22	chr4	135197763	135198257	+	0.000	0.000	Merged-chr4-135197991-22
Merged-chr9-103337204-21	chr9	103336996	103337377	+	0.000	0.000	Merged-chr9-103337204-21
Merged-chr9-44044631-4	chr9	44044450	44044774	+	0.000	0.000	Merged-chr9-44044631-4
Merged-chr1-88720923-30	chr1	88720727	88721114	+	0.000	0.000	Merged-chr1-88720923-30
Merged-chr14-70289439-76	chr14	70288882	70289849	+	0.000	0.000	Merged-chr14-70289439-76
Merged-chr10-81482690-45	chr10	81482454	81482961	+	0.000	0.000	Merged-chr10-81482690-45
Merged-chr11-98900824-37	chr11	98900479	98901053	+	0.000	0.000	Merged-chr11-98900824-37
Merged-chr8-94179211-44	chr8	94178888	94179676	+	0.000	0.000	Merged-chr8-94179211-44
Merged-chr15-73757276-27	chr15	73756902	73757531	+	0.000	0.000	Merged-chr15-73757276-27
Merged-chr4-8728967-9	chr4	8728735	8729149	+	0.000	0.000	Merged-chr4-8728967-9
Merged-chr2-128345707-20	chr2	128345491	128345904	+	0.000	0.000	Merged-chr2-128345707-20
Merged-chr2-90574177-3	chr2	90573938	90574363	+	0.000	0.000	Merged-chr2-90574177-3
Merged-chr18-46182052-26	chr18	46181768	46182313	+	0.000	0.000	Merged-chr18-46182052-26
Merged-chr5-37147664-17	chr5	37147528	37147813	+	0.000	0.000	Merged-chr5-37147664-17
Merged-chr10-44448070-110	chr10	44447785	44448570	+	0.000	0.000	Merged-chr10-44448070-110
Merged-chr10-91154304-42	chr10	91154075	91154521	+	0.000	0.000	Merged-chr10-91154304-42
Merged-chr8-3353982-9	chr8	3353861	3354162	+	0.000	0.000	Merged-chr8-3353982-9
Merged-chr14-7832137-26	chr14	7831924	7832475	+	0.000	0.000	Merged-chr14-7832137-26
Merged-chr10-8136726-1	chr10	8136628	8136826	+	0.000	0.000	Merged-chr10-8136726-1
Merged-chr2-157006933-70	chr2	157006688	157007152	+	0.000	0.000	Merged-chr2-157006933-70
Merged-chr17-24687301-48	chr17	24686963	24687588	+	0.000	0.000	Merged-chr17-24687301-48
Merged-chr4-149549430-28	chr4	149549195	149549671	+	0.000	0.000	Merged-chr4-149549430-28
Merged-chr6-42372729-1	chr6	42372631	42372829	+	0.000	0.000	Merged-chr6-42372729-1
Merged-chr10-41887558-60	chr10	41887334	41887995	+	0.000	0.000	Merged-chr10-41887558-60
Merged-chr19-41323479-14	chr19	41323296	41323638	+	0.000	0.000	Merged-chr19-41323479-14
Merged-chr2-164770470-1	chr2	164770372	164770570	+	0.000	0.000	Merged-chr2-164770470-1
Merged-chr13-101669067-25	chr13	101668868	101669365	+	0.000	0.000	Merged-chr13-101669067-25
Merged-chr7-28867749-38	chr7	28867570	28867908	+	0.000	0.000	Merged-chr7-28867749-38
Merged-chr7-114088152-53	chr7	114087883	114088420	+	0.000	0.000	Merged-chr7-114088152-53
Merged-chr4-44316514-33	chr4	44316293	44316722	+	0.000	0.000	Merged-chr4-44316514-33
Merged-chr2-13573939-7	chr2	13573743	13574125	+	0.000	0.000	Merged-chr2-13573939-7
Merged-chr19-38931059-89	chr19	38930632	38931370	+	0.000	0.000	Merged-chr19-38931059-89
Merged-chr18-4314050-37	chr18	4313851	4314371	+	0.000	0.000	Merged-chr18-4314050-37
Merged-chr2-79250186-5	chr2	79250051	79250310	+	0.000	0.000	Merged-chr2-79250186-5
Merged-chr6-108829941-3	chr6	108829701	108830154	+	0.000	0.000	Merged-chr6-108829941-3
Merged-chr11-105911758-13	chr11	105911545	105911982	+	0.000	0.000	Merged-chr11-105911758-13
Merged-chr17-35997233-37	chr17	35997056	35997537	+	0.000	0.000	Merged-chr17-35997233-37
Merged-chr6-120365274-1	chr6	120365176	120365374	+	0.000	0.000	Merged-chr6-120365274-1
Merged-chr4-135271546-1	chr4	135271448	135271646	+	0.000	0.000	Merged-chr4-135271546-1
Merged-chr10-44268298-69	chr10	44268033	44268580	+	0.000	0.000	Merged-chr10-44268298-69
Merged-chr11-53770148-86	chr11	53769741	53770826	+	0.000	0.000	Merged-chr11-53770148-86
Merged-chr2-128122679-7	chr2	128122497	128122834	+	0.000	0.000	Merged-chr2-128122679-7
Merged-chr1-88701841-120	chr1	88700511	88702401	+	0.000	0.000	Merged-chr1-88701841-120
Merged-chr4-136163741-11	chr4	136163581	136163950	+	0.000	0.000	Merged-chr4-136163741-11
Merged-chr13-45907051-110	chr13	45906499	45907782	+	0.000	0.000	Merged-chr13-45907051-110
Merged-chr8-115530088-29	chr8	115529779	115530376	+	0.000	0.000	Merged-chr8-115530088-29
Merged-chr2-167358645-9	chr2	167358467	167358929	+	0.000	0.000	Merged-chr2-167358645-9
Merged-chr19-53520175-41	chr19	53519879	53520425	+	0.000	0.000	Merged-chr19-53520175-41
Merged-chr14-121354142-24	chr14	121353932	121354403	+	0.000	0.000	Merged-chr14-121354142-24
Merged-chr11-105588181-2	chr11	105588074	105588290	+	0.000	0.000	Merged-chr11-105588181-2
Merged-chr4-8913815-2	chr4	8913717	8913916	+	0.000	0.000	Merged-chr4-8913815-2
Merged-chr6-108704873-18	chr6	108704667	108705137	+	0.000	0.000	Merged-chr6-108704873-18
Merged-chr4-117121242-2	chr4	117121110	117121377	+	0.000	0.000	Merged-chr4-117121242-2
Merged-chr8-3347756-1	chr8	3347658	3347856	+	0.000	0.000	Merged-chr8-3347756-1
Merged-chr2-131188401-2	chr2	131188281	131188524	+	0.000	0.000	Merged-chr2-131188401-2
Merged-chr4-133011579-73	chr4	133011233	133012070	+	0.000	0.000	Merged-chr4-133011579-73
Merged-chr16-38483569-68	chr16	38482769	38484063	+	0.000	0.000	Merged-chr16-38483569-68
Merged-chr15-73716639-32	chr15	73716444	73716913	+	0.000	0.000	Merged-chr15-73716639-32
Merged-chr7-110946850-28	chr7	110946647	110947192	+	0.000	0.000	Merged-chr7-110946850-28
Merged-chr15-81966317-19	chr15	81966087	81966524	+	0.000	0.000	Merged-chr15-81966317-19
Merged-chr7-25826984-1	chr7	25826886	25827084	+	0.000	0.000	Merged-chr7-25826984-1
Merged-chr15-84663201-26	chr15	84662954	84663447	+	0.000	0.000	Merged-chr15-84663201-26
Merged-chr5-21385058-34	chr5	21384559	21385409	+	0.000	0.000	Merged-chr5-21385058-34
Merged-chr13-45936077-39	chr13	45935791	45936302	+	0.000	0.000	Merged-chr13-45936077-39
Merged-chr19-8995301-1	chr19	8995203	8995401	+	0.000	0.000	Merged-chr19-8995301-1
Merged-chr13-101767014-5	chr13	101766788	101767217	+	0.000	0.000	Merged-chr13-101767014-5
Merged-chr18-65795530-14	chr18	65795340	65795690	+	0.000	0.000	Merged-chr18-65795530-14
Merged-chr1-134077877-43	chr1	134077576	134078258	+	0.000	0.000	Merged-chr1-134077877-43
Merged-chr10-7600806-26	chr10	7600599	7601035	+	0.000	0.000	Merged-chr10-7600806-26
Merged-chr1-182283296-1	chr1	182283198	182283396	+	0.000	0.000	Merged-chr1-182283296-1
Merged-chr1-74304047-56	chr1	74303785	74304355	+	0.000	0.000	Merged-chr1-74304047-56
Merged-chr1-191662407-14	chr1	191662161	191662662	+	0.000	0.000	Merged-chr1-191662407-14
Merged-chr13-24597344-3	chr13	24597201	24597469	+	0.000	0.000	Merged-chr13-24597344-3
Merged-chr19-45747536-3	chr19	45747357	45747707	+	0.000	0.000	Merged-chr19-45747536-3
Merged-chr10-120201986-109	chr10	120201705	120202469	+	0.000	0.000	Merged-chr10-120201986-109
Merged-chr8-64764110-6	chr8	64763952	64764274	+	0.000	0.000	Merged-chr8-64764110-6
Merged-chr16-8671994-77	chr16	8671771	8672183	+	0.000	0.000	Merged-chr16-8671994-77
Merged-chr7-65644925-69	chr7	65644665	65645158	+	0.000	0.000	Merged-chr7-65644925-69
Merged-chr13-30660147-64	chr13	30659847	30660395	+	0.000	0.000	Merged-chr13-30660147-64
Merged-chr3-30856003-66	chr3	30855798	30856217	+	0.000	0.000	Merged-chr3-30856003-66
Merged-chr7-3272381-16	chr7	3272178	3272630	+	0.000	0.000	Merged-chr7-3272381-16
Merged-chr3-86693783-4	chr3	86693627	86693962	+	0.000	0.000	Merged-chr3-86693783-4
Merged-chr19-6276080-2	chr19	6275915	6276248	+	0.000	0.000	Merged-chr19-6276080-2
Merged-chr13-95893381-2	chr13	95893245	95893520	+	0.000	0.000	Merged-chr13-95893381-2
Merged-chr3-137082022-1	chr3	137081924	137082122	+	0.000	0.000	Merged-chr3-137082022-1
Merged-chr3-59006146-15	chr3	59005608	59006609	+	0.000	0.000	Merged-chr3-59006146-15
Merged-chr3-104788845-60	chr3	104788382	104789185	+	0.000	0.000	Merged-chr3-104788845-60
Merged-chr10-80676683-73	chr10	80676297	80677029	+	0.000	0.000	Merged-chr10-80676683-73
Merged-chr7-118481600-4	chr7	118481429	118481785	+	0.000	0.000	Merged-chr7-118481600-4
Merged-chr18-74814929-11	chr18	74814763	74815105	+	0.000	0.000	Merged-chr18-74814929-11
Merged-chr13-24416141-118	chr13	24415483	24416928	+	0.000	0.000	Merged-chr13-24416141-118
Merged-chr17-79917226-25	chr17	79916878	79917548	+	0.000	0.000	Merged-chr17-79917226-25
Merged-chr13-101713890-21	chr13	101713623	101714066	+	0.000	0.000	Merged-chr13-101713890-21
Merged-chr16-77016089-32	chr16	77015761	77016385	+	0.000	0.000	Merged-chr16-77016089-32
Merged-chr9-64173118-100	chr9	64172591	64173657	+	0.000	0.000	Merged-chr9-64173118-100
Merged-chr11-120721188-71	chr11	120720493	120722111	+	0.000	0.000	Merged-chr11-120721188-71
Merged-chr4-43483689-52	chr4	43483383	43483957	+	0.000	0.000	Merged-chr4-43483689-52
Merged-chr10-81430261-92	chr10	81429455	81430978	+	0.000	0.000	Merged-chr10-81430261-92
Merged-chr17-44556103-15	chr17	44555881	44556392	+	0.000	0.000	Merged-chr17-44556103-15
Merged-chr13-59675579-56	chr13	59675088	59675970	+	0.000	0.000	Merged-chr13-59675579-56
Merged-chr15-78493760-47	chr15	78493523	78494054	+	0.000	0.000	Merged-chr15-78493760-47
Merged-chr8-64806153-5	chr8	64805964	64806375	+	0.000	0.000	Merged-chr8-64806153-5
Merged-chr11-88955371-64	chr11	88955184	88955636	+	0.000	0.000	Merged-chr11-88955371-64
Merged-chr10-59431050-41	chr10	59430791	59431313	+	0.000	0.000	Merged-chr10-59431050-41
Merged-chr4-8666905-29	chr4	8666751	8667199	+	0.000	0.000	Merged-chr4-8666905-29
Merged-chr3-96575084-6	chr3	96574902	96575332	+	0.000	0.000	Merged-chr3-96575084-6
Merged-chr1-160042538-15	chr1	160042372	160042715	+	0.000	0.000	Merged-chr1-160042538-15
Merged-chr9-110652591-12	chr9	110652310	110652894	+	0.000	0.000	Merged-chr9-110652591-12
Merged-chr11-101164995-1	chr11	101164897	101165095	+	0.000	0.000	Merged-chr11-101164995-1
Merged-chr11-45944686-83	chr11	45944373	45945113	+	0.000	0.000	Merged-chr11-45944686-83
Merged-chr5-123765693-26	chr5	123765475	123765944	+	0.000	0.000	Merged-chr5-123765693-26
Merged-chr1-88708924-68	chr1	88708596	88709280	+	0.000	0.000	Merged-chr1-88708924-68
Merged-chr8-83724964-34	chr8	83724701	83725200	+	0.000	0.000	Merged-chr8-83724964-34
Merged-chr17-44615135-1	chr17	44615037	44615235	+	0.000	0.000	Merged-chr17-44615135-1
Merged-chr17-30867734-1	chr17	30867636	30867834	+	0.000	0.000	Merged-chr17-30867734-1
Merged-chr2-52424494-1	chr2	52424396	52424594	+	0.000	0.000	Merged-chr2-52424494-1
Merged-chr2-11655377-58	chr2	11655210	11655580	+	0.000	0.000	Merged-chr2-11655377-58
Merged-chr8-71558703-90	chr8	71558070	71559322	+	0.000	0.000	Merged-chr8-71558703-90
Merged-chrX-167106643-1	chrX	167106545	167106743	+	0.000	0.000	Merged-chrX-167106643-1
Merged-chr11-74443137-34	chr11	74442456	74443529	+	0.000	0.000	Merged-chr11-74443137-34
Merged-chr1-43163775-67	chr1	43163528	43164129	+	0.000	0.000	Merged-chr1-43163775-67
Merged-chr19-5726405-23	chr19	5726166	5726643	+	0.000	0.000	Merged-chr19-5726405-23
Merged-chr6-127150359-1	chr6	127150261	127150459	+	0.000	0.000	Merged-chr6-127150359-1
Merged-chr17-87325627-13	chr17	87325453	87325861	+	0.000	0.000	Merged-chr17-87325627-13
Merged-chr2-152884355-6	chr2	152884127	152884557	+	0.000	0.000	Merged-chr2-152884355-6
Merged-chr11-58948790-70	chr11	58948569	58949052	+	0.000	0.000	Merged-chr11-58948790-70
Merged-chr5-105445113-12	chr5	105444876	105445368	+	0.000	0.000	Merged-chr5-105445113-12
Merged-chr3-9709094-18	chr3	9708820	9709353	+	0.000	0.000	Merged-chr3-9709094-18
Merged-chr3-27314931-22	chr3	27314769	27315102	+	0.000	0.000	Merged-chr3-27314931-22
Merged-chr8-115515804-27	chr8	115515512	115516094	+	0.000	0.000	Merged-chr8-115515804-27
Merged-chr7-97355237-14	chr7	97354918	97355478	+	0.000	0.000	Merged-chr7-97355237-14
Merged-chr3-9833444-80	chr3	9833071	9833801	+	0.000	0.000	Merged-chr3-9833444-80
Merged-chr1-127679895-18	chr1	127679683	127680076	+	0.000	0.000	Merged-chr1-127679895-18
Merged-chr5-150406575-1	chr5	150406477	150406675	+	0.000	0.000	Merged-chr5-150406575-1
Merged-chr3-144236371-1	chr3	144236273	144236471	+	0.000	0.000	Merged-chr3-144236371-1
Merged-chr13-30036759-8	chr13	30036603	30036907	+	0.000	0.000	Merged-chr13-30036759-8
Merged-chr12-3983883-10	chr12	3983647	3984080	+	0.000	0.000	Merged-chr12-3983883-10
Merged-chr19-56682635-43	chr19	56682131	56683237	+	0.000	0.000	Merged-chr19-56682635-43
Merged-chr17-48462380-14	chr17	48462199	48462613	+	0.000	0.000	Merged-chr17-48462380-14
Merged-chr2-128094730-21	chr2	128094469	128094972	+	0.000	0.000	Merged-chr2-128094730-21
Merged-chr1-176949526-4	chr1	176949297	176949800	+	0.000	0.000	Merged-chr1-176949526-4
Merged-chr17-36003549-3	chr17	36003405	36003715	+	0.000	0.000	Merged-chr17-36003549-3
Merged-chr9-44498422-28	chr9	44497987	44498922	+	0.000	0.000	Merged-chr9-44498422-28
Merged-chr1-176835876-48	chr1	176835481	176836157	+	0.000	0.000	Merged-chr1-176835876-48
Merged-chr5-62766144-65	chr5	62765786	62766426	+	0.000	0.000	Merged-chr5-62766144-65
Merged-chr1-176950373-27	chr1	176949978	176950643	+	0.000	0.000	Merged-chr1-176950373-27
Merged-chr13-45876609-5	chr13	45876390	45876934	+	0.000	0.000	Merged-chr13-45876609-5
Merged-chr10-41811170-1	chr10	41811072	41811270	+	0.000	0.000	Merged-chr10-41811170-1
Merged-chr17-56951160-8	chr17	56950969	56951313	+	0.000	0.000	Merged-chr17-56951160-8
Merged-chr19-6276643-88	chr19	6276289	6277260	+	0.000	0.000	Merged-chr19-6276643-88
Merged-chr13-29983665-1	chr13	29983567	29983765	+	0.000	0.000	Merged-chr13-29983665-1
Merged-chrX-167102061-51	chrX	167101595	167102330	+	0.000	0.000	Merged-chrX-167102061-51
Merged-chr1-86501617-54	chr1	86501388	86501976	+	0.000	0.000	Merged-chr1-86501617-54
Merged-chr17-47630311-3	chr17	47630126	47630490	+	0.000	0.000	Merged-chr17-47630311-3
Merged-chr11-74421089-52	chr11	74420784	74421553	+	0.000	0.000	Merged-chr11-74421089-52
Merged-chr11-110399831-2	chr11	110399727	110399938	+	0.000	0.000	Merged-chr11-110399831-2
Merged-chr5-62707193-2	chr5	62707076	62707312	+	0.000	0.000	Merged-chr5-62707193-2
Merged-chr18-56733031-1	chr18	56732933	56733131	+	0.000	0.000	Merged-chr18-56733031-1
Merged-chr14-103621472-32	chr14	103621243	103621762	+	0.000	0.000	Merged-chr14-103621472-32
Merged-chr9-52298460-10	chr9	52298228	52298636	+	0.000	0.000	Merged-chr9-52298460-10
Merged-chr9-14010500-45	chr9	14010288	14010691	+	0.000	0.000	Merged-chr9-14010500-45
Merged-chr1-37586082-40	chr1	37585779	37586347	+	0.000	0.000	Merged-chr1-37586082-40
Merged-chr13-45837834-41	chr13	45837564	45838206	+	0.000	0.000	Merged-chr13-45837834-41
Merged-chr6-135418528-77	chr6	135417930	135418883	+	0.000	0.000	Merged-chr6-135418528-77
Merged-chr18-89089145-29	chr18	89088963	89089408	+	0.000	0.000	Merged-chr18-89089145-29
Merged-chr1-182281416-23	chr1	182281227	182281613	+	0.000	0.000	Merged-chr1-182281416-23
Merged-chr10-80684383-19	chr10	80684144	80684594	+	0.000	0.000	Merged-chr10-80684383-19
Merged-chr9-122242062-19	chr9	122241794	122242318	+	0.000	0.000	Merged-chr9-122242062-19
Merged-chr16-37036331-23	chr16	37036096	37036579	+	0.000	0.000	Merged-chr16-37036331-23
Merged-chr7-74372483-19	chr7	74372265	74372938	+	0.000	0.000	Merged-chr7-74372483-19
Merged-chr5-24387986-47	chr5	24387623	24388386	+	0.000	0.000	Merged-chr5-24387986-47
Merged-chr16-58507733-27	chr16	58507293	58508185	+	0.000	0.000	Merged-chr16-58507733-27
Merged-chr15-59389448-6	chr15	59389314	59389618	+	0.000	0.000	Merged-chr15-59389448-6
Merged-chr3-84772067-31	chr3	84771857	84772381	+	0.000	0.000	Merged-chr3-84772067-31
Merged-chr13-100790409-21	chr13	100790179	100790614	+	0.000	0.000	Merged-chr13-100790409-21
Merged-chr5-139324273-7	chr5	139324115	139324435	+	0.000	0.000	Merged-chr5-139324273-7
Merged-chr17-79052493-40	chr17	79052111	79052776	+	0.000	0.000	Merged-chr17-79052493-40
Merged-chr4-43960036-53	chr4	43959530	43960642	+	0.000	0.000	Merged-chr4-43960036-53
Merged-chr11-46127766-5	chr11	46127530	46127992	+	0.000	0.000	Merged-chr11-46127766-5
Merged-chr7-74369770-4	chr7	74369626	74369931	+	0.000	0.000	Merged-chr7-74369770-4
Merged-chr1-160046087-41	chr1	160045891	160046374	+	0.000	0.000	Merged-chr1-160046087-41
Merged-chr14-25473279-61	chr14	25472750	25473629	+	0.000	0.000	Merged-chr14-25473279-61
Merged-chr18-84025496-8	chr18	84025338	84025645	+	0.000	0.000	Merged-chr18-84025496-8
Merged-chr1-176981168-8	chr1	176981023	176981312	+	0.000	0.000	Merged-chr1-176981168-8
