#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-Prdm1KO_Tfh_vs_Naive.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Prdm1KO_Tfh_vs_Naive.dn.bed
Merged-chr5-122647339-1	chr5	122647241	122647439	+	0.000	0.000	Merged-chr5-122647339-1
Merged-chr16-85172081-1	chr16	85171983	85172181	+	0.000	0.000	Merged-chr16-85172081-1
Merged-chr3-129602465-51	chr3	129602170	129602693	+	0.000	0.000	Merged-chr3-129602465-51
Merged-chr4-154407570-1	chr4	154407472	154407670	+	0.000	0.000	Merged-chr4-154407570-1
Merged-chr4-134749508-2	chr4	134749327	134749691	+	0.000	0.000	Merged-chr4-134749508-2
Merged-chr6-99322712-4	chr6	99322587	99322849	+	0.000	0.000	Merged-chr6-99322712-4
Merged-chr7-29260214-5	chr7	29259970	29260447	+	0.000	0.000	Merged-chr7-29260214-5
Merged-chr2-61484018-22	chr2	61483833	61484244	+	0.000	0.000	Merged-chr2-61484018-22
Merged-chr17-84306486-55	chr17	84306194	84306819	+	0.000	0.000	Merged-chr17-84306486-55
Merged-chr10-14040919-9	chr10	14040750	14041143	+	0.000	0.000	Merged-chr10-14040919-9
Merged-chr12-20990440-63	chr12	20990144	20990834	+	0.000	0.000	Merged-chr12-20990440-63
Merged-chr6-128805330-14	chr6	128805163	128805596	+	0.000	0.000	Merged-chr6-128805330-14
Merged-chr15-66877875-1	chr15	66877777	66877975	+	0.000	0.000	Merged-chr15-66877875-1
Merged-chr10-67480235-1	chr10	67480137	67480335	+	0.000	0.000	Merged-chr10-67480235-1
Merged-chr1-138276101-29	chr1	138275903	138276310	+	0.000	0.000	Merged-chr1-138276101-29
Merged-chr1-36282158-44	chr1	36281867	36282422	+	0.000	0.000	Merged-chr1-36282158-44
Merged-chr9-15685378-23	chr9	15685179	15685586	+	0.000	0.000	Merged-chr9-15685378-23
Merged-chr3-121163660-47	chr3	121163440	121163896	+	0.000	0.000	Merged-chr3-121163660-47
Merged-chr15-53354043-25	chr15	53353801	53354272	+	0.000	0.000	Merged-chr15-53354043-25
Merged-chr17-35359572-17	chr17	35359283	35359843	+	0.000	0.000	Merged-chr17-35359572-17
Merged-chr3-130932008-2	chr3	130931892	130932126	+	0.000	0.000	Merged-chr3-130932008-2
Merged-chr2-161271410-1	chr2	161271312	161271510	+	0.000	0.000	Merged-chr2-161271410-1
Merged-chr5-110102424-1	chr5	110102326	110102524	+	0.000	0.000	Merged-chr5-110102424-1
Merged-chr12-55495274-5	chr12	55495139	55495418	+	0.000	0.000	Merged-chr12-55495274-5
Merged-chr6-41537552-2	chr6	41537448	41537659	+	0.000	0.000	Merged-chr6-41537552-2
Merged-chr11-19965912-13	chr11	19965710	19966112	+	0.000	0.000	Merged-chr11-19965912-13
Merged-chr2-19715961-49	chr2	19715793	19716118	+	0.000	0.000	Merged-chr2-19715961-49
Merged-chr7-39650740-5	chr7	39650530	39650930	+	0.000	0.000	Merged-chr7-39650740-5
Merged-chr4-150029862-9	chr4	150029641	150030015	+	0.000	0.000	Merged-chr4-150029862-9
Merged-chr1-192754754-1	chr1	192754656	192754854	+	0.000	0.000	Merged-chr1-192754754-1
Merged-chr17-31061034-42	chr17	31060813	31061245	+	0.000	0.000	Merged-chr17-31061034-42
Merged-chr6-147605427-1	chr6	147605329	147605527	+	0.000	0.000	Merged-chr6-147605427-1
Merged-chr16-97358428-1	chr16	97358330	97358528	+	0.000	0.000	Merged-chr16-97358428-1
Merged-chr9-22132302-2	chr9	22132185	22132421	+	0.000	0.000	Merged-chr9-22132302-2
Merged-chr16-4886423-61	chr16	4885980	4886990	+	0.000	0.000	Merged-chr16-4886423-61
Merged-chr17-87608990-28	chr17	87608788	87609279	+	0.000	0.000	Merged-chr17-87608990-28
Merged-chr11-52318681-44	chr11	52318517	52318894	+	0.000	0.000	Merged-chr11-52318681-44
Merged-chr5-34187827-64	chr5	34187539	34188128	+	0.000	0.000	Merged-chr5-34187827-64
Merged-chr17-35315822-1	chr17	35315724	35315922	+	0.000	0.000	Merged-chr17-35315822-1
Merged-chr3-86103938-30	chr3	86103589	86104250	+	0.000	0.000	Merged-chr3-86103938-30
Merged-chr4-6748423-8	chr4	6748275	6748597	+	0.000	0.000	Merged-chr4-6748423-8
Merged-chr5-135632742-49	chr5	135632498	135632992	+	0.000	0.000	Merged-chr5-135632742-49
Merged-chr10-80932518-7	chr10	80932265	80932824	+	0.000	0.000	Merged-chr10-80932518-7
Merged-chr16-4032511-6	chr16	4032386	4032674	+	0.000	0.000	Merged-chr16-4032511-6
Merged-chr16-89938532-48	chr16	89938276	89938749	+	0.000	0.000	Merged-chr16-89938532-48
Merged-chr17-74717725-59	chr17	74717457	74717949	+	0.000	0.000	Merged-chr17-74717725-59
Merged-chr5-107201705-60	chr5	107201001	107202273	+	0.000	0.000	Merged-chr5-107201705-60
Merged-chr16-97523294-33	chr16	97523042	97523600	+	0.000	0.000	Merged-chr16-97523294-33
Merged-chr13-92674085-2	chr13	92673972	92674201	+	0.000	0.000	Merged-chr13-92674085-2
Merged-chr7-45525580-4	chr7	45525443	45525723	+	0.000	0.000	Merged-chr7-45525580-4
Merged-chr7-141265158-17	chr7	141264881	141265411	+	0.000	0.000	Merged-chr7-141265158-17
Merged-chr4-10912852-21	chr4	10912644	10913046	+	0.000	0.000	Merged-chr4-10912852-21
Merged-chr5-35974104-27	chr5	35973697	35974494	+	0.000	0.000	Merged-chr5-35974104-27
Merged-chr2-174615012-4	chr2	174614877	174615169	+	0.000	0.000	Merged-chr2-174615012-4
Merged-chr17-84368765-10	chr17	84368569	84368965	+	0.000	0.000	Merged-chr17-84368765-10
Merged-chr10-14207893-35	chr10	14207597	14208246	+	0.000	0.000	Merged-chr10-14207893-35
Merged-chr15-6579539-69	chr15	6578890	6579988	+	0.000	0.000	Merged-chr15-6579539-69
Merged-chr13-48513320-57	chr13	48513063	48513617	+	0.000	0.000	Merged-chr13-48513320-57
Merged-chr2-72169976-4	chr2	72169814	72170101	+	0.000	0.000	Merged-chr2-72169976-4
Merged-chr9-121642625-86	chr9	121642363	121642978	+	0.000	0.000	Merged-chr9-121642625-86
Merged-chr7-99535755-146	chr7	99535509	99536118	+	0.000	0.000	Merged-chr7-99535755-146
Merged-chr19-4230533-1	chr19	4230435	4230633	+	0.000	0.000	Merged-chr19-4230533-1
Merged-chr7-67951127-14	chr7	67950980	67951282	+	0.000	0.000	Merged-chr7-67951127-14
Merged-chr12-54192129-39	chr12	54191901	54192400	+	0.000	0.000	Merged-chr12-54192129-39
Merged-chr14-30249773-45	chr14	30249410	30250123	+	0.000	0.000	Merged-chr14-30249773-45
Merged-chr8-81491835-29	chr8	81491600	81492178	+	0.000	0.000	Merged-chr8-81491835-29
Merged-chr11-61111046-1	chr11	61110948	61111146	+	0.000	0.000	Merged-chr11-61111046-1
Merged-chr13-112427724-41	chr13	112427530	112427894	+	0.000	0.000	Merged-chr13-112427724-41
Merged-chr5-64764597-23	chr5	64764410	64764779	+	0.000	0.000	Merged-chr5-64764597-23
Merged-chr10-17733283-32	chr10	17733100	17733522	+	0.000	0.000	Merged-chr10-17733283-32
Merged-chr1-86154641-52	chr1	86154445	86154901	+	0.000	0.000	Merged-chr1-86154641-52
Merged-chr2-169690138-4	chr2	169689986	169690285	+	0.000	0.000	Merged-chr2-169690138-4
Merged-chr2-113234652-8	chr2	113234477	113234851	+	0.000	0.000	Merged-chr2-113234652-8
Merged-chrX-42399563-21	chrX	42399367	42399776	+	0.000	0.000	Merged-chrX-42399563-21
Merged-chr4-57797871-1	chr4	57797773	57797971	+	0.000	0.000	Merged-chr4-57797871-1
Merged-chr4-149871771-25	chr4	149871552	149872022	+	0.000	0.000	Merged-chr4-149871771-25
Merged-chr16-76283887-58	chr16	76283631	76284324	+	0.000	0.000	Merged-chr16-76283887-58
Merged-chr2-169636132-1	chr2	169636034	169636232	+	0.000	0.000	Merged-chr2-169636132-1
Merged-chr17-30128698-1	chr17	30128600	30128798	+	0.000	0.000	Merged-chr17-30128698-1
Merged-chr2-32859243-10	chr2	32859007	32859435	+	0.000	0.000	Merged-chr2-32859243-10
Merged-chr10-68239369-73	chr10	68239007	68239655	+	0.000	0.000	Merged-chr10-68239369-73
Merged-chr13-112439925-37	chr13	112439419	112440263	+	0.000	0.000	Merged-chr13-112439925-37
Merged-chr7-99374530-9	chr7	99374381	99374679	+	0.000	0.000	Merged-chr7-99374530-9
Merged-chr3-129594863-2	chr3	129594747	129594982	+	0.000	0.000	Merged-chr3-129594863-2
Merged-chr3-69044768-74	chr3	69044517	69045084	+	0.000	0.000	Merged-chr3-69044768-74
Merged-chr13-112211274-7	chr13	112211086	112211484	+	0.000	0.000	Merged-chr13-112211274-7
Merged-chr2-117399695-40	chr2	117399514	117399883	+	0.000	0.000	Merged-chr2-117399695-40
Merged-chr1-92058895-31	chr1	92058717	92059062	+	0.000	0.000	Merged-chr1-92058895-31
Merged-chr19-41830190-84	chr19	41829763	41830674	+	0.000	0.000	Merged-chr19-41830190-84
Merged-chr13-112464093-61	chr13	112463825	112464353	+	0.000	0.000	Merged-chr13-112464093-61
Merged-chr19-46479444-1	chr19	46479346	46479544	+	0.000	0.000	Merged-chr19-46479444-1
Merged-chr12-80259996-121	chr12	80259436	80260651	+	0.000	0.000	Merged-chr12-80259996-121
Merged-chr19-34302814-1	chr19	34302716	34302914	+	0.000	0.000	Merged-chr19-34302814-1
Merged-chr16-76283420-1	chr16	76283322	76283520	+	0.000	0.000	Merged-chr16-76283420-1
Merged-chr15-25591085-6	chr15	25590960	25591225	+	0.000	0.000	Merged-chr15-25591085-6
Merged-chr10-20005632-50	chr10	20005353	20005895	+	0.000	0.000	Merged-chr10-20005632-50
Merged-chr12-80273315-49	chr12	80273126	80273597	+	0.000	0.000	Merged-chr12-80273315-49
Merged-chr7-80718716-12	chr7	80718518	80718920	+	0.000	0.000	Merged-chr7-80718716-12
Merged-chr1-91183532-6	chr1	91183362	91183692	+	0.000	0.000	Merged-chr1-91183532-6
Merged-chr2-6220387-36	chr2	6220192	6220590	+	0.000	0.000	Merged-chr2-6220387-36
Merged-chr14-120279024-5	chr14	120278916	120279155	+	0.000	0.000	Merged-chr14-120279024-5
Merged-chr12-16014936-12	chr12	16014782	16015170	+	0.000	0.000	Merged-chr12-16014936-12
Merged-chr6-83101799-92	chr6	83101524	83102024	+	0.000	0.000	Merged-chr6-83101799-92
Merged-chr12-82187311-20	chr12	82187148	82187594	+	0.000	0.000	Merged-chr12-82187311-20
Merged-chr17-35354216-4	chr17	35354042	35354422	+	0.000	0.000	Merged-chr17-35354216-4
Merged-chr4-145295858-11	chr4	145295697	145295998	+	0.000	0.000	Merged-chr4-145295858-11
Merged-chr17-6005820-51	chr17	6005396	6006422	+	0.000	0.000	Merged-chr17-6005820-51
Merged-chr6-144997365-10	chr6	144997209	144997531	+	0.000	0.000	Merged-chr6-144997365-10
Merged-chr6-99257885-10	chr6	99257760	99258072	+	0.000	0.000	Merged-chr6-99257885-10
Merged-chr4-34050032-15	chr4	34049688	34050375	+	0.000	0.000	Merged-chr4-34050032-15
Merged-chr2-77158589-1	chr2	77158491	77158689	+	0.000	0.000	Merged-chr2-77158589-1
Merged-chr8-14952534-33	chr8	14952280	14952750	+	0.000	0.000	Merged-chr8-14952534-33
Merged-chr11-87073947-35	chr11	87073703	87074212	+	0.000	0.000	Merged-chr11-87073947-35
Merged-chr6-129284661-64	chr6	129284082	129285009	+	0.000	0.000	Merged-chr6-129284661-64
Merged-chr17-30131968-5	chr17	30131643	30132217	+	0.000	0.000	Merged-chr17-30131968-5
Merged-chr17-28692428-34	chr17	28692209	28692697	+	0.000	0.000	Merged-chr17-28692428-34
Merged-chr13-63496701-1	chr13	63496603	63496801	+	0.000	0.000	Merged-chr13-63496701-1
Merged-chr16-45007243-35	chr16	45007053	45007484	+	0.000	0.000	Merged-chr16-45007243-35
Merged-chr18-79303705-44	chr18	79303234	79304092	+	0.000	0.000	Merged-chr18-79303705-44
Merged-chr5-122990565-55	chr5	122990212	122990812	+	0.000	0.000	Merged-chr5-122990565-55
Merged-chr10-96602495-12	chr10	96602340	96602646	+	0.000	0.000	Merged-chr10-96602495-12
Merged-chr12-24572978-1	chr12	24572880	24573078	+	0.000	0.000	Merged-chr12-24572978-1
Merged-chr3-121444097-11	chr3	121443637	121444598	+	0.000	0.000	Merged-chr3-121444097-11
Merged-chr1-191288953-28	chr1	191288659	191289134	+	0.000	0.000	Merged-chr1-191288953-28
Merged-chr19-5823518-15	chr19	5823305	5823711	+	0.000	0.000	Merged-chr19-5823518-15
Merged-chr18-49968877-31	chr18	49968688	49969141	+	0.000	0.000	Merged-chr18-49968877-31
Merged-chr9-25173461-5	chr9	25173206	25173640	+	0.000	0.000	Merged-chr9-25173461-5
Merged-chr1-91459490-61	chr1	91459176	91459727	+	0.000	0.000	Merged-chr1-91459490-61
Merged-chr9-20976394-107	chr9	20975979	20976996	+	0.000	0.000	Merged-chr9-20976394-107
Merged-chr9-62847920-25	chr9	62847677	62848242	+	0.000	0.000	Merged-chr9-62847920-25
Merged-chr15-27926448-169	chr15	27925469	27927245	+	0.000	0.000	Merged-chr15-27926448-169
Merged-chr5-122707725-80	chr5	122707507	122707955	+	0.000	0.000	Merged-chr5-122707725-80
Merged-chr7-127026478-169	chr7	127025123	127027559	+	0.000	0.000	Merged-chr7-127026478-169
Merged-chr18-54839071-1	chr18	54838973	54839171	+	0.000	0.000	Merged-chr18-54839071-1
Merged-chr2-174050373-2	chr2	174050208	174050541	+	0.000	0.000	Merged-chr2-174050373-2
Merged-chr13-112133906-22	chr13	112133710	112134152	+	0.000	0.000	Merged-chr13-112133906-22
Merged-chrX-12080672-46	chrX	12080179	12081271	+	0.000	0.000	Merged-chrX-12080672-46
Merged-chr5-107289121-92	chr5	107288833	107289597	+	0.000	0.000	Merged-chr5-107289121-92
Merged-chr15-36521520-11	chr15	36521352	36521671	+	0.000	0.000	Merged-chr15-36521520-11
Merged-chr5-120747462-1	chr5	120747364	120747562	+	0.000	0.000	Merged-chr5-120747462-1
Merged-chr12-80113137-75	chr12	80112945	80113476	+	0.000	0.000	Merged-chr12-80113137-75
Merged-chr16-97313121-43	chr16	97312793	97313698	+	0.000	0.000	Merged-chr16-97313121-43
Merged-chr3-95995239-3	chr3	95995109	95995374	+	0.000	0.000	Merged-chr3-95995239-3
Merged-chr8-81761666-20	chr8	81761495	81761840	+	0.000	0.000	Merged-chr8-81761666-20
Merged-chr18-34840702-39	chr18	34840356	34841188	+	0.000	0.000	Merged-chr18-34840702-39
Merged-chr4-10919191-12	chr4	10918933	10919412	+	0.000	0.000	Merged-chr4-10919191-12
Merged-chr4-95490410-1	chr4	95490312	95490510	+	0.000	0.000	Merged-chr4-95490410-1
Merged-chr7-128382170-51	chr7	128381823	128382531	+	0.000	0.000	Merged-chr7-128382170-51
Merged-chr10-12813028-5	chr10	12812758	12813258	+	0.000	0.000	Merged-chr10-12813028-5
Merged-chr9-50768250-64	chr9	50768049	50768501	+	0.000	0.000	Merged-chr9-50768250-64
Merged-chr13-93498486-2	chr13	93498375	93498599	+	0.000	0.000	Merged-chr13-93498486-2
Merged-chr10-43478998-1	chr10	43478900	43479098	+	0.000	0.000	Merged-chr10-43478998-1
Merged-chr19-5742004-5	chr19	5741822	5742161	+	0.000	0.000	Merged-chr19-5742004-5
Merged-chr12-52701322-34	chr12	52701105	52701698	+	0.000	0.000	Merged-chr12-52701322-34
Merged-chr2-135648236-1	chr2	135648138	135648336	+	0.000	0.000	Merged-chr2-135648236-1
Merged-chr11-119363762-38	chr11	119363505	119363932	+	0.000	0.000	Merged-chr11-119363762-38
Merged-chr12-86047582-19	chr12	86047237	86047856	+	0.000	0.000	Merged-chr12-86047582-19
Merged-chr15-25623101-2	chr15	25623003	25623201	+	0.000	0.000	Merged-chr15-25623101-2
Merged-chr14-52141237-71	chr14	52140442	52141707	+	0.000	0.000	Merged-chr14-52141237-71
Merged-chr2-117342772-139	chr2	117342431	117343016	+	0.000	0.000	Merged-chr2-117342772-139
Merged-chr2-103566209-140	chr2	103565642	103566785	+	0.000	0.000	Merged-chr2-103566209-140
Merged-chr6-59412569-64	chr6	59412200	59412967	+	0.000	0.000	Merged-chr6-59412569-64
Merged-chr9-85749221-147	chr9	85748992	85749422	+	0.000	0.000	Merged-chr9-85749221-147
Merged-chr10-96618337-31	chr10	96618073	96618537	+	0.000	0.000	Merged-chr10-96618337-31
Merged-chr3-121950760-1	chr3	121950662	121950860	+	0.000	0.000	Merged-chr3-121950760-1
Merged-chr5-107148487-19	chr5	107148311	107148692	+	0.000	0.000	Merged-chr5-107148487-19
Merged-chr10-13983249-96	chr10	13982780	13984091	+	0.000	0.000	Merged-chr10-13983249-96
Merged-chr3-159840263-108	chr3	159839531	159840660	+	0.000	0.000	Merged-chr3-159840263-108
Merged-chr2-60019234-65	chr2	60018940	60019504	+	0.000	0.000	Merged-chr2-60019234-65
Merged-chr7-28371731-2	chr7	28371629	28371835	+	0.000	0.000	Merged-chr7-28371731-2
Merged-chr5-64806242-38	chr5	64806009	64806419	+	0.000	0.000	Merged-chr5-64806242-38
Merged-chr10-20948545-7	chr10	20948367	20948744	+	0.000	0.000	Merged-chr10-20948545-7
Merged-chr1-128602708-8	chr1	128602416	128602942	+	0.000	0.000	Merged-chr1-128602708-8
Merged-chr16-48760801-13	chr16	48760639	48761025	+	0.000	0.000	Merged-chr16-48760801-13
Merged-chr1-52500431-96	chr1	52499834	52500993	+	0.000	0.000	Merged-chr1-52500431-96
Merged-chr10-96822645-10	chr10	96822274	96822901	+	0.000	0.000	Merged-chr10-96822645-10
Merged-chr8-119424922-1	chr8	119424824	119425022	+	0.000	0.000	Merged-chr8-119424922-1
Merged-chr13-63568451-1	chr13	63568353	63568551	+	0.000	0.000	Merged-chr13-63568451-1
Merged-chrX-151344372-127	chrX	151344172	151344550	+	0.000	0.000	Merged-chrX-151344372-127
Merged-chr7-39518107-73	chr7	39517642	39519011	+	0.000	0.000	Merged-chr7-39518107-73
Merged-chr1-52389023-12	chr1	52388841	52389200	+	0.000	0.000	Merged-chr1-52389023-12
Merged-chr6-146313637-14	chr6	146313470	146313818	+	0.000	0.000	Merged-chr6-146313637-14
Merged-chr8-40610083-54	chr8	40609886	40610262	+	0.000	0.000	Merged-chr8-40610083-54
Merged-chr12-40580480-3	chr12	40580277	40580684	+	0.000	0.000	Merged-chr12-40580480-3
Merged-chr10-99220538-1	chr10	99220440	99220638	+	0.000	0.000	Merged-chr10-99220538-1
Merged-chr10-12875013-52	chr10	12874789	12875319	+	0.000	0.000	Merged-chr10-12875013-52
Merged-chr17-74754654-12	chr17	74754374	74754852	+	0.000	0.000	Merged-chr17-74754654-12
Merged-chr16-92038114-2	chr16	92037996	92038234	+	0.000	0.000	Merged-chr16-92038114-2
Merged-chr1-92258987-8	chr1	92258809	92259143	+	0.000	0.000	Merged-chr1-92258987-8
Merged-chr2-174018150-40	chr2	174017965	174018428	+	0.000	0.000	Merged-chr2-174018150-40
Merged-chr12-80115176-7	chr12	80115026	80115346	+	0.000	0.000	Merged-chr12-80115176-7
Merged-chr8-81491424-1	chr8	81491326	81491524	+	0.000	0.000	Merged-chr8-81491424-1
Merged-chr6-30738083-12	chr6	30737912	30738290	+	0.000	0.000	Merged-chr6-30738083-12
Merged-chr7-45704207-5	chr7	45704083	45704319	+	0.000	0.000	Merged-chr7-45704207-5
Merged-chr14-7937215-13	chr14	7936891	7937443	+	0.000	0.000	Merged-chr14-7937215-13
Merged-chr10-77033384-72	chr10	77033044	77033651	+	0.000	0.000	Merged-chr10-77033384-72
Merged-chr3-55600303-1	chr3	55600205	55600403	+	0.000	0.000	Merged-chr3-55600303-1
Merged-chr3-8968845-18	chr3	8968645	8969058	+	0.000	0.000	Merged-chr3-8968845-18
Merged-chr6-147573254-5	chr6	147573081	147573501	+	0.000	0.000	Merged-chr6-147573254-5
Merged-chr7-120843087-78	chr7	120842813	120843348	+	0.000	0.000	Merged-chr7-120843087-78
Merged-chr15-27828052-47	chr15	27827554	27828265	+	0.000	0.000	Merged-chr15-27828052-47
Merged-chr5-92381886-27	chr5	92381694	92382096	+	0.000	0.000	Merged-chr5-92381886-27
Merged-chr12-17568698-31	chr12	17568514	17568878	+	0.000	0.000	Merged-chr12-17568698-31
Merged-chr3-8963743-1	chr3	8963645	8963843	+	0.000	0.000	Merged-chr3-8963743-1
Merged-chr10-81248090-40	chr10	81247840	81248321	+	0.000	0.000	Merged-chr10-81248090-40
Merged-chr12-80111391-4	chr12	80111224	80111544	+	0.000	0.000	Merged-chr12-80111391-4
Merged-chr8-81807004-27	chr8	81806763	81807404	+	0.000	0.000	Merged-chr8-81807004-27
Merged-chr14-69823576-22	chr14	69823269	69823807	+	0.000	0.000	Merged-chr14-69823576-22
Merged-chr2-72145290-56	chr2	72144841	72145775	+	0.000	0.000	Merged-chr2-72145290-56
Merged-chr13-44733889-78	chr13	44733475	44734335	+	0.000	0.000	Merged-chr13-44733889-78
Merged-chr16-89960330-1	chr16	89960232	89960430	+	0.000	0.000	Merged-chr16-89960330-1
Merged-chr15-36499976-4	chr15	36499832	36500120	+	0.000	0.000	Merged-chr15-36499976-4
Merged-chr17-31039781-31	chr17	31039579	31040012	+	0.000	0.000	Merged-chr17-31039781-31
Merged-chr5-64780950-29	chr5	64780667	64781143	+	0.000	0.000	Merged-chr5-64780950-29
Merged-chr16-76333860-1	chr16	76333762	76333960	+	0.000	0.000	Merged-chr16-76333860-1
Merged-chr13-64429583-2	chr13	64429459	64429710	+	0.000	0.000	Merged-chr13-64429583-2
Merged-chr6-116632298-26	chr6	116632051	116632490	+	0.000	0.000	Merged-chr6-116632298-26
Merged-chr12-86046383-40	chr12	86046104	86046745	+	0.000	0.000	Merged-chr12-86046383-40
Merged-chr11-69409455-74	chr11	69409100	69409880	+	0.000	0.000	Merged-chr11-69409455-74
Merged-chr1-192790678-23	chr1	192790372	192790940	+	0.000	0.000	Merged-chr1-192790678-23
Merged-chr14-120352240-6	chr14	120352057	120352391	+	0.000	0.000	Merged-chr14-120352240-6
Merged-chr2-90890259-1	chr2	90890161	90890359	+	0.000	0.000	Merged-chr2-90890259-1
Merged-chr16-48769458-10	chr16	48769181	48769702	+	0.000	0.000	Merged-chr16-48769458-10
Merged-chr1-60977872-47	chr1	60977589	60978313	+	0.000	0.000	Merged-chr1-60977872-47
Merged-chr13-46780080-38	chr13	46779717	46780646	+	0.000	0.000	Merged-chr13-46780080-38
Merged-chr8-3248783-13	chr8	3248481	3248993	+	0.000	0.000	Merged-chr8-3248783-13
Merged-chr10-96635391-5	chr10	96635164	96635701	+	0.000	0.000	Merged-chr10-96635391-5
Merged-chr11-98149913-127	chr11	98149434	98150225	+	0.000	0.000	Merged-chr11-98149913-127
Merged-chr4-155163456-1	chr4	155163358	155163556	+	0.000	0.000	Merged-chr4-155163456-1
Merged-chr6-89632208-46	chr6	89631948	89632419	+	0.000	0.000	Merged-chr6-89632208-46
Merged-chr6-48771054-58	chr6	48770791	48771530	+	0.000	0.000	Merged-chr6-48771054-58
Merged-chr4-134750367-60	chr4	134749957	134750682	+	0.000	0.000	Merged-chr4-134750367-60
Merged-chr18-55337877-1	chr18	55337779	55337977	+	0.000	0.000	Merged-chr18-55337877-1
Merged-chr8-84709387-31	chr8	84709140	84709553	+	0.000	0.000	Merged-chr8-84709387-31
Merged-chr2-18998003-84	chr2	18997581	18998367	+	0.000	0.000	Merged-chr2-18998003-84
Merged-chr5-114922090-53	chr5	114921847	114922329	+	0.000	0.000	Merged-chr5-114922090-53
Merged-chr12-82139405-7	chr12	82139226	82139588	+	0.000	0.000	Merged-chr12-82139405-7
Merged-chr14-120303374-10	chr14	120303138	120303574	+	0.000	0.000	Merged-chr14-120303374-10
Merged-chr15-27937826-6	chr15	27937670	27937986	+	0.000	0.000	Merged-chr15-27937826-6
Merged-chr1-74083131-11	chr1	74082950	74083297	+	0.000	0.000	Merged-chr1-74083131-11
Merged-chr4-118326685-10	chr4	118326545	118326855	+	0.000	0.000	Merged-chr4-118326685-10
Merged-chr2-71041194-14	chr2	71041034	71041437	+	0.000	0.000	Merged-chr2-71041194-14
Merged-chr2-33354145-1	chr2	33354047	33354245	+	0.000	0.000	Merged-chr2-33354145-1
Merged-chr9-20975783-8	chr9	20975648	20975953	+	0.000	0.000	Merged-chr9-20975783-8
Merged-chr14-10430786-8	chr14	10430608	10430911	+	0.000	0.000	Merged-chr14-10430786-8
Merged-chr15-85250640-38	chr15	85250494	85250807	+	0.000	0.000	Merged-chr15-85250640-38
Merged-chr12-8313039-1	chr12	8312941	8313139	+	0.000	0.000	Merged-chr12-8313039-1
Merged-chr11-20332805-89	chr11	20332543	20333025	+	0.000	0.000	Merged-chr11-20332805-89
Merged-chr6-48772155-31	chr6	48771968	48772428	+	0.000	0.000	Merged-chr6-48772155-31
Merged-chr8-84998087-35	chr8	84997899	84998250	+	0.000	0.000	Merged-chr8-84998087-35
Merged-chr8-61239855-9	chr8	61239620	61240051	+	0.000	0.000	Merged-chr8-61239855-9
Merged-chr2-135957913-49	chr2	135957602	135958145	+	0.000	0.000	Merged-chr2-135957913-49
Merged-chr1-36068645-92	chr1	36068140	36069128	+	0.000	0.000	Merged-chr1-36068645-92
Merged-chr6-41558524-11	chr6	41558298	41558719	+	0.000	0.000	Merged-chr6-41558524-11
Merged-chr1-60416960-33	chr1	60416737	60417145	+	0.000	0.000	Merged-chr1-60416960-33
Merged-chr2-84481991-45	chr2	84481700	84482239	+	0.000	0.000	Merged-chr2-84481991-45
Merged-chr10-96698035-53	chr10	96697848	96698280	+	0.000	0.000	Merged-chr10-96698035-53
Merged-chr5-123314213-3	chr5	123314081	123314341	+	0.000	0.000	Merged-chr5-123314213-3
Merged-chr1-92080187-57	chr1	92079936	92080528	+	0.000	0.000	Merged-chr1-92080187-57
Merged-chr5-65881132-7	chr5	65880865	65881455	+	0.000	0.000	Merged-chr5-65881132-7
Merged-chr6-125219300-1	chr6	125219202	125219400	+	0.000	0.000	Merged-chr6-125219300-1
Merged-chr11-97030056-43	chr11	97029855	97030292	+	0.000	0.000	Merged-chr11-97030056-43
Merged-chr15-72810099-125	chr15	72809550	72810496	+	0.000	0.000	Merged-chr15-72810099-125
Merged-chr12-16136030-2	chr12	16135842	16136220	+	0.000	0.000	Merged-chr12-16136030-2
Merged-chr4-86886222-78	chr4	86885915	86886586	+	0.000	0.000	Merged-chr4-86886222-78
Merged-chr7-30322363-141	chr7	30321996	30322617	+	0.000	0.000	Merged-chr7-30322363-141
Merged-chr10-17728854-10	chr10	17728649	17729025	+	0.000	0.000	Merged-chr10-17728854-10
Merged-chr11-60330779-5	chr11	60330643	60330927	+	0.000	0.000	Merged-chr11-60330779-5
Merged-chr18-14783377-95	chr18	14783004	14783617	+	0.000	0.000	Merged-chr18-14783377-95
Merged-chr4-7207158-12	chr4	7206926	7207361	+	0.000	0.000	Merged-chr4-7207158-12
Merged-chr14-52316174-44	chr14	52315934	52316475	+	0.000	0.000	Merged-chr14-52316174-44
Merged-chr7-141072410-71	chr7	141072229	141072623	+	0.000	0.000	Merged-chr7-141072410-71
Merged-chr2-169409438-1	chr2	169409340	169409538	+	0.000	0.000	Merged-chr2-169409438-1
Merged-chr2-140066734-59	chr2	140066472	140066946	+	0.000	0.000	Merged-chr2-140066734-59
Merged-chr13-93554105-5	chr13	93553872	93554264	+	0.000	0.000	Merged-chr13-93554105-5
Merged-chr13-58072674-2	chr13	58072487	58072864	+	0.000	0.000	Merged-chr13-58072674-2
