#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TFH_Associated--ATAC_peaks.bed all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
Merged-chr5-123930715-52	chr5	123930495	123930935	+	0.000	0.000	Merged-chr5-123930715-52
Merged-chr5-138263904-55	chr5	138263475	138264221	+	0.000	0.000	Merged-chr5-138263904-55
Merged-chr8-126720855-1	chr8	126720757	126720955	+	0.000	0.000	Merged-chr8-126720855-1
Merged-chr4-130792575-41	chr4	130792158	130793252	+	0.000	0.000	Merged-chr4-130792575-41
Merged-chr3-136183982-1	chr3	136183884	136184082	+	0.000	0.000	Merged-chr3-136183982-1
Merged-chr3-127845262-14	chr3	127844922	127845567	+	0.000	0.000	Merged-chr3-127845262-14
Merged-chr16-23609976-53	chr16	23609673	23610372	+	0.000	0.000	Merged-chr16-23609976-53
Merged-chr1-192711670-2	chr1	192711552	192711790	+	0.000	0.000	Merged-chr1-192711670-2
Merged-chr12-21167336-52	chr12	21167063	21167658	+	0.000	0.000	Merged-chr12-21167336-52
Merged-chr8-86077968-1	chr8	86077870	86078068	+	0.000	0.000	Merged-chr8-86077968-1
Merged-chr5-107209984-10	chr5	107209812	107210149	+	0.000	0.000	Merged-chr5-107209984-10
Merged-chr13-58213937-15	chr13	58213771	58214065	+	0.000	0.000	Merged-chr13-58213937-15
Merged-chr3-9596244-1	chr3	9596146	9596344	+	0.000	0.000	Merged-chr3-9596244-1
Merged-chr2-117358189-8	chr2	117357946	117358407	+	0.000	0.000	Merged-chr2-117358189-8
Merged-chr19-46520392-2	chr19	46520257	46520530	+	0.000	0.000	Merged-chr19-46520392-2
Merged-chrX-169986880-44	chrX	169986657	169987151	+	0.000	0.000	Merged-chrX-169986880-44
Merged-chr7-79743033-54	chr7	79742826	79743318	+	0.000	0.000	Merged-chr7-79743033-54
Merged-chr15-100145354-14	chr15	100145170	100145540	+	0.000	0.000	Merged-chr15-100145354-14
Merged-chr5-65102762-27	chr5	65102419	65103226	+	0.000	0.000	Merged-chr5-65102762-27
Merged-chr17-84183642-1	chr17	84183544	84183742	+	0.000	0.000	Merged-chr17-84183642-1
Merged-chr17-70853665-16	chr17	70853490	70853845	+	0.000	0.000	Merged-chr17-70853665-16
Merged-chr17-8239854-1	chr17	8239756	8239954	+	0.000	0.000	Merged-chr17-8239854-1
Merged-chr14-31414970-54	chr14	31414644	31415391	+	0.000	0.000	Merged-chr14-31414970-54
Merged-chr1-69496310-11	chr1	69496043	69496536	+	0.000	0.000	Merged-chr1-69496310-11
Merged-chr17-57188930-47	chr17	57188754	57189177	+	0.000	0.000	Merged-chr17-57188930-47
Merged-chr1-182833286-1	chr1	182833188	182833386	+	0.000	0.000	Merged-chr1-182833286-1
Merged-chr2-173624857-7	chr2	173624679	173624997	+	0.000	0.000	Merged-chr2-173624857-7
Merged-chr2-32694192-49	chr2	32694003	32694381	+	0.000	0.000	Merged-chr2-32694192-49
Merged-chr13-93546286-16	chr13	93546039	93546626	+	0.000	0.000	Merged-chr13-93546286-16
Merged-chr2-168080935-61	chr2	168080694	168081269	+	0.000	0.000	Merged-chr2-168080935-61
Merged-chr12-17750053-2	chr12	17749864	17750245	+	0.000	0.000	Merged-chr12-17750053-2
Merged-chr16-22656089-1	chr16	22655991	22656189	+	0.000	0.000	Merged-chr16-22656089-1
Merged-chr9-5311572-34	chr9	5311281	5311831	+	0.000	0.000	Merged-chr9-5311572-34
Merged-chr16-38549784-1	chr16	38549686	38549884	+	0.000	0.000	Merged-chr16-38549784-1
Merged-chr11-22859129-5	chr11	22858963	22859331	+	0.000	0.000	Merged-chr11-22859129-5
Merged-chr15-100551165-1	chr15	100551067	100551265	+	0.000	0.000	Merged-chr15-100551165-1
Merged-chr12-78356695-8	chr12	78356467	78356872	+	0.000	0.000	Merged-chr12-78356695-8
Merged-chr10-130330917-51	chr10	130330709	130331174	+	0.000	0.000	Merged-chr10-130330917-51
Merged-chr3-96161251-32	chr3	96160904	96161534	+	0.000	0.000	Merged-chr3-96161251-32
Merged-chr2-132035691-29	chr2	132035468	132035942	+	0.000	0.000	Merged-chr2-132035691-29
Merged-chr16-76351075-19	chr16	76350891	76351213	+	0.000	0.000	Merged-chr16-76351075-19
Merged-chr4-129803546-1	chr4	129803448	129803646	+	0.000	0.000	Merged-chr4-129803546-1
Merged-chr11-69366832-87	chr11	69366447	69367367	+	0.000	0.000	Merged-chr11-69366832-87
Merged-chr2-26623162-26	chr2	26622917	26623358	+	0.000	0.000	Merged-chr2-26623162-26
Merged-chr5-107282633-31	chr5	107282417	107282843	+	0.000	0.000	Merged-chr5-107282633-31
Merged-chr4-106838198-1	chr4	106838100	106838298	+	0.000	0.000	Merged-chr4-106838198-1
Merged-chr5-89901174-42	chr5	89900541	89901533	+	0.000	0.000	Merged-chr5-89901174-42
Merged-chr16-94239755-12	chr16	94239554	94239955	+	0.000	0.000	Merged-chr16-94239755-12
Merged-chr3-136068029-1	chr3	136067931	136068129	+	0.000	0.000	Merged-chr3-136068029-1
Merged-chr3-37675303-18	chr3	37674952	37675624	+	0.000	0.000	Merged-chr3-37675303-18
Merged-chr11-100824336-61	chr11	100824038	100824606	+	0.000	0.000	Merged-chr11-100824336-61
Merged-chr7-28983286-2	chr7	28983174	28983400	+	0.000	0.000	Merged-chr7-28983286-2
Merged-chr18-55549446-130	chr18	55548572	55550440	+	0.000	0.000	Merged-chr18-55549446-130
Merged-chr1-86179069-36	chr1	86178858	86179326	+	0.000	0.000	Merged-chr1-86179069-36
Merged-chr3-123506114-2	chr3	123505967	123506263	+	0.000	0.000	Merged-chr3-123506114-2
Merged-chr18-41863369-1	chr18	41863271	41863469	+	0.000	0.000	Merged-chr18-41863369-1
Merged-chr2-34982434-20	chr2	34982215	34982609	+	0.000	0.000	Merged-chr2-34982434-20
Merged-chr4-53159835-57	chr4	53159405	53160141	+	0.000	0.000	Merged-chr4-53159835-57
Merged-chr3-52298855-38	chr3	52298596	52299136	+	0.000	0.000	Merged-chr3-52298855-38
Merged-chr3-9568490-10	chr3	9568191	9568745	+	0.000	0.000	Merged-chr3-9568490-10
Merged-chr10-67912269-94	chr10	67912021	67912651	+	0.000	0.000	Merged-chr10-67912269-94
Merged-chr3-131116331-5	chr3	131116196	131116492	+	0.000	0.000	Merged-chr3-131116331-5
Merged-chr11-79125955-8	chr11	79125774	79126145	+	0.000	0.000	Merged-chr11-79125955-8
Merged-chr2-153003953-1	chr2	153003855	153004053	+	0.000	0.000	Merged-chr2-153003953-1
Merged-chr1-179031869-2	chr1	179031731	179032010	+	0.000	0.000	Merged-chr1-179031869-2
Merged-chr16-97309181-12	chr16	97309037	97309386	+	0.000	0.000	Merged-chr16-97309181-12
Merged-chr9-53346409-3	chr9	53346187	53346594	+	0.000	0.000	Merged-chr9-53346409-3
Merged-chr8-88631262-2	chr8	88631135	88631392	+	0.000	0.000	Merged-chr8-88631262-2
Merged-chr4-106830452-8	chr4	106830176	106830660	+	0.000	0.000	Merged-chr4-106830452-8
Merged-chr6-30410666-6	chr6	30410512	30410802	+	0.000	0.000	Merged-chr6-30410666-6
Merged-chr15-93562439-1	chr15	93562341	93562539	+	0.000	0.000	Merged-chr15-93562439-1
Merged-chr5-149246178-51	chr5	149245876	149246397	+	0.000	0.000	Merged-chr5-149246178-51
Merged-chr19-34299504-34	chr19	34299265	34299701	+	0.000	0.000	Merged-chr19-34299504-34
Merged-chr19-11464953-24	chr19	11464714	11465120	+	0.000	0.000	Merged-chr19-11464953-24
Merged-chr11-22833941-10	chr11	22833748	22834136	+	0.000	0.000	Merged-chr11-22833941-10
Merged-chr7-80032517-2	chr7	80032417	80032620	+	0.000	0.000	Merged-chr7-80032517-2
Merged-chr5-65875369-5	chr5	65875216	65875516	+	0.000	0.000	Merged-chr5-65875369-5
Merged-chr1-192730377-1	chr1	192730279	192730477	+	0.000	0.000	Merged-chr1-192730377-1
Merged-chr2-160872923-80	chr2	160872525	160873334	+	0.000	0.000	Merged-chr2-160872923-80
Merged-chr18-55586555-2	chr18	55586398	55586714	+	0.000	0.000	Merged-chr18-55586555-2
Merged-chr8-68735158-122	chr8	68734705	68735845	+	0.000	0.000	Merged-chr8-68735158-122
Merged-chr2-13224767-22	chr2	13224568	13225132	+	0.000	0.000	Merged-chr2-13224767-22
Merged-chr10-121310778-72	chr10	121310475	121311081	+	0.000	0.000	Merged-chr10-121310778-72
Merged-chr5-65885386-1	chr5	65885288	65885486	+	0.000	0.000	Merged-chr5-65885386-1
Merged-chr18-35831398-3	chr18	35831186	35831603	+	0.000	0.000	Merged-chr18-35831398-3
Merged-chr3-37209675-2	chr3	37209572	37209780	+	0.000	0.000	Merged-chr3-37209675-2
Merged-chr11-103262578-52	chr11	103262349	103262790	+	0.000	0.000	Merged-chr11-103262578-52
Merged-chr13-116797748-1	chr13	116797650	116797848	+	0.000	0.000	Merged-chr13-116797748-1
Merged-chr9-14174390-13	chr9	14174092	14174756	+	0.000	0.000	Merged-chr9-14174390-13
Merged-chr15-76701507-67	chr15	76701185	76701834	+	0.000	0.000	Merged-chr15-76701507-67
Merged-chr11-22852938-82	chr11	22852541	22853411	+	0.000	0.000	Merged-chr11-22852938-82
Merged-chr1-156659941-2	chr1	156659770	156660115	+	0.000	0.000	Merged-chr1-156659941-2
Merged-chr9-37616969-11	chr9	37616800	37617167	+	0.000	0.000	Merged-chr9-37616969-11
Merged-chr14-24779334-63	chr14	24779027	24779713	+	0.000	0.000	Merged-chr14-24779334-63
Merged-chr7-35754427-56	chr7	35754196	35754608	+	0.000	0.000	Merged-chr7-35754427-56
Merged-chr3-63929276-53	chr3	63928987	63929497	+	0.000	0.000	Merged-chr3-63929276-53
Merged-chr16-25013179-3	chr16	25013076	25013285	+	0.000	0.000	Merged-chr16-25013179-3
Merged-chr15-53235617-41	chr15	53235389	53235979	+	0.000	0.000	Merged-chr15-53235617-41
Merged-chr7-45718106-51	chr7	45717862	45718330	+	0.000	0.000	Merged-chr7-45718106-51
Merged-chr14-8608793-20	chr14	8608551	8608998	+	0.000	0.000	Merged-chr14-8608793-20
Merged-chr6-146486303-31	chr6	146486030	146486587	+	0.000	0.000	Merged-chr6-146486303-31
Merged-chr9-62354040-45	chr9	62353836	62354240	+	0.000	0.000	Merged-chr9-62354040-45
Merged-chr10-80114839-3	chr10	80114722	80114954	+	0.000	0.000	Merged-chr10-80114839-3
Merged-chr5-105699890-8	chr5	105699736	105700052	+	0.000	0.000	Merged-chr5-105699890-8
Merged-chr10-30810990-49	chr10	30810725	30811195	+	0.000	0.000	Merged-chr10-30810990-49
Merged-chr9-56258297-30	chr9	56257768	56258653	+	0.000	0.000	Merged-chr9-56258297-30
Merged-chr7-136954655-1	chr7	136954557	136954755	+	0.000	0.000	Merged-chr7-136954655-1
Merged-chr12-17717287-34	chr12	17716938	17717588	+	0.000	0.000	Merged-chr12-17717287-34
Merged-chr1-69555862-39	chr1	69555663	69556086	+	0.000	0.000	Merged-chr1-69555862-39
Merged-chr10-30810407-1	chr10	30810309	30810507	+	0.000	0.000	Merged-chr10-30810407-1
Merged-chr6-144269959-70	chr6	144269282	144270667	+	0.000	0.000	Merged-chr6-144269959-70
Merged-chr8-8439986-1	chr8	8439888	8440086	+	0.000	0.000	Merged-chr8-8439986-1
Merged-chr1-138348736-39	chr1	138348570	138348928	+	0.000	0.000	Merged-chr1-138348736-39
Merged-chr16-76500244-1	chr16	76500146	76500344	+	0.000	0.000	Merged-chr16-76500244-1
Merged-chr5-34288450-21	chr5	34288175	34288757	+	0.000	0.000	Merged-chr5-34288450-21
Merged-chr17-3082994-35	chr17	3082865	3083140	+	0.000	0.000	Merged-chr17-3082994-35
Merged-chr16-42876387-2	chr16	42876289	42876487	+	0.000	0.000	Merged-chr16-42876387-2
Merged-chr7-24268316-1	chr7	24268218	24268416	+	0.000	0.000	Merged-chr7-24268316-1
Merged-chr3-96814496-20	chr3	96814217	96814690	+	0.000	0.000	Merged-chr3-96814496-20
Merged-chr1-105543373-21	chr1	105543112	105543733	+	0.000	0.000	Merged-chr1-105543373-21
Merged-chr13-67128310-57	chr13	67128047	67128553	+	0.000	0.000	Merged-chr13-67128310-57
Merged-chr5-122653282-75	chr5	122652959	122653756	+	0.000	0.000	Merged-chr5-122653282-75
Merged-chr19-5430860-3	chr19	5430718	5430993	+	0.000	0.000	Merged-chr19-5430860-3
Merged-chr15-72908989-3	chr15	72908835	72909175	+	0.000	0.000	Merged-chr15-72908989-3
Merged-chr2-169622471-1	chr2	169622373	169622571	+	0.000	0.000	Merged-chr2-169622471-1
Merged-chr6-128798454-9	chr6	128798322	128798577	+	0.000	0.000	Merged-chr6-128798454-9
Merged-chr15-6578689-3	chr15	6578563	6578806	+	0.000	0.000	Merged-chr15-6578689-3
Merged-chr14-52023136-61	chr14	52022952	52023314	+	0.000	0.000	Merged-chr14-52023136-61
Merged-chr15-93628295-7	chr15	93628090	93628477	+	0.000	0.000	Merged-chr15-93628295-7
Merged-chr19-34532299-7	chr19	34532098	34532504	+	0.000	0.000	Merged-chr19-34532299-7
Merged-chr11-99124711-4	chr11	99124599	99124854	+	0.000	0.000	Merged-chr11-99124711-4
Merged-chr2-24748146-35	chr2	24747937	24748386	+	0.000	0.000	Merged-chr2-24748146-35
Merged-chr10-43330902-16	chr10	43330695	43331164	+	0.000	0.000	Merged-chr10-43330902-16
Merged-chr4-155150729-52	chr4	155150507	155151107	+	0.000	0.000	Merged-chr4-155150729-52
Merged-chr11-119352857-1	chr11	119352759	119352957	+	0.000	0.000	Merged-chr11-119352857-1
Merged-chr15-76779704-1	chr15	76779606	76779804	+	0.000	0.000	Merged-chr15-76779704-1
Merged-chr2-6337957-35	chr2	6337444	6338423	+	0.000	0.000	Merged-chr2-6337957-35
Merged-chr5-142938564-20	chr5	142938357	142938773	+	0.000	0.000	Merged-chr5-142938564-20
Merged-chr8-119425690-7	chr8	119425534	119425823	+	0.000	0.000	Merged-chr8-119425690-7
Merged-chr3-101010885-53	chr3	101010672	101011163	+	0.000	0.000	Merged-chr3-101010885-53
Merged-chr10-12842715-46	chr10	12842477	12842883	+	0.000	0.000	Merged-chr10-12842715-46
Merged-chr9-48980590-7	chr9	48980320	48980806	+	0.000	0.000	Merged-chr9-48980590-7
Merged-chr9-61698112-16	chr9	61697879	61698395	+	0.000	0.000	Merged-chr9-61698112-16
Merged-chr9-106474749-4	chr9	106474640	106474877	+	0.000	0.000	Merged-chr9-106474749-4
Merged-chr16-38536903-24	chr16	38536656	38537187	+	0.000	0.000	Merged-chr16-38536903-24
Merged-chr6-145285757-35	chr6	145285318	145286110	+	0.000	0.000	Merged-chr6-145285757-35
Merged-chr5-75792010-32	chr5	75791628	75792654	+	0.000	0.000	Merged-chr5-75792010-32
Merged-chr15-78915861-11	chr15	78915623	78916029	+	0.000	0.000	Merged-chr15-78915861-11
Merged-chr6-6187092-51	chr6	6186528	6187750	+	0.000	0.000	Merged-chr6-6187092-51
Merged-chr11-120990355-3	chr11	120990248	120990469	+	0.000	0.000	Merged-chr11-120990355-3
Merged-chr11-70597550-26	chr11	70597364	70597747	+	0.000	0.000	Merged-chr11-70597550-26
Merged-chr9-62348235-9	chr9	62348123	62348358	+	0.000	0.000	Merged-chr9-62348235-9
Merged-chr4-32388354-27	chr4	32388177	32388525	+	0.000	0.000	Merged-chr4-32388354-27
Merged-chr14-61784854-5	chr14	61784691	61785018	+	0.000	0.000	Merged-chr14-61784854-5
Merged-chr16-97310397-57	chr16	97309828	97310752	+	0.000	0.000	Merged-chr16-97310397-57
Merged-chr16-57434811-45	chr16	57434592	57435036	+	0.000	0.000	Merged-chr16-57434811-45
Merged-chr19-12798675-11	chr19	12798540	12798815	+	0.000	0.000	Merged-chr19-12798675-11
Merged-chr11-117931029-3	chr11	117930884	117931186	+	0.000	0.000	Merged-chr11-117931029-3
Merged-chr5-120777652-8	chr5	120777394	120777819	+	0.000	0.000	Merged-chr5-120777652-8
Merged-chr12-116315725-53	chr12	116315330	116315957	+	0.000	0.000	Merged-chr12-116315725-53
Merged-chr15-86067664-48	chr15	86067441	86067914	+	0.000	0.000	Merged-chr15-86067664-48
Merged-chr9-43242516-24	chr9	43242294	43242802	+	0.000	0.000	Merged-chr9-43242516-24
Merged-chr5-107868826-60	chr5	107868377	107869370	+	0.000	0.000	Merged-chr5-107868826-60
Merged-chr17-8187780-17	chr17	8187538	8187984	+	0.000	0.000	Merged-chr17-8187780-17
Merged-chr7-30051314-49	chr7	30051153	30051502	+	0.000	0.000	Merged-chr7-30051314-49
Merged-chr2-165819750-30	chr2	165819525	165819975	+	0.000	0.000	Merged-chr2-165819750-30
Merged-chr16-8482833-1	chr16	8482735	8482933	+	0.000	0.000	Merged-chr16-8482833-1
Merged-chr7-79465714-3	chr7	79465593	79465834	+	0.000	0.000	Merged-chr7-79465714-3
Merged-chr5-100674272-64	chr5	100673808	100674690	+	0.000	0.000	Merged-chr5-100674272-64
Merged-chr2-91957300-36	chr2	91957101	91957574	+	0.000	0.000	Merged-chr2-91957300-36
Merged-chr11-32015031-2	chr11	32014930	32015135	+	0.000	0.000	Merged-chr11-32015031-2
Merged-chr19-32112588-4	chr19	32112474	32112701	+	0.000	0.000	Merged-chr19-32112588-4
Merged-chr1-128540410-9	chr1	128540237	128540590	+	0.000	0.000	Merged-chr1-128540410-9
Merged-chr2-132029738-120	chr2	132029538	132030016	+	0.000	0.000	Merged-chr2-132029738-120
Merged-chr15-59174617-3	chr15	59174465	59174768	+	0.000	0.000	Merged-chr15-59174617-3
Merged-chr9-62455455-9	chr9	62455301	62455641	+	0.000	0.000	Merged-chr9-62455455-9
Merged-chr11-116354750-2	chr11	116354633	116354870	+	0.000	0.000	Merged-chr11-116354750-2
Merged-chr15-85233310-62	chr15	85232973	85233621	+	0.000	0.000	Merged-chr15-85233310-62
Merged-chr18-50011204-1	chr18	50011106	50011304	+	0.000	0.000	Merged-chr18-50011204-1
Merged-chr12-112994371-22	chr12	112994215	112994547	+	0.000	0.000	Merged-chr12-112994371-22
Merged-chr11-113201628-64	chr11	113201315	113201939	+	0.000	0.000	Merged-chr11-113201628-64
Merged-chr16-76346185-17	chr16	76345970	76346416	+	0.000	0.000	Merged-chr16-76346185-17
Merged-chr16-97281734-24	chr16	97281551	97281964	+	0.000	0.000	Merged-chr16-97281734-24
Merged-chr4-149854542-67	chr4	149854157	149854861	+	0.000	0.000	Merged-chr4-149854542-67
Merged-chr17-35667602-67	chr17	35667276	35667862	+	0.000	0.000	Merged-chr17-35667602-67
Merged-chr16-49504034-58	chr16	49503703	49504283	+	0.000	0.000	Merged-chr16-49504034-58
Merged-chr6-143172280-21	chr6	143172098	143172499	+	0.000	0.000	Merged-chr6-143172280-21
Merged-chr18-7869140-116	chr18	7868708	7869455	+	0.000	0.000	Merged-chr18-7869140-116
Merged-chr15-100419472-28	chr15	100419200	100419664	+	0.000	0.000	Merged-chr15-100419472-28
Merged-chr6-6223986-1	chr6	6223888	6224086	+	0.000	0.000	Merged-chr6-6223986-1
Merged-chr16-76575582-30	chr16	76575352	76575817	+	0.000	0.000	Merged-chr16-76575582-30
Merged-chr1-152831430-11	chr1	152831205	152831690	+	0.000	0.000	Merged-chr1-152831430-11
Merged-chr10-96724956-66	chr10	96724760	96725252	+	0.000	0.000	Merged-chr10-96724956-66
Merged-chr6-99285254-8	chr6	99285107	99285523	+	0.000	0.000	Merged-chr6-99285254-8
Merged-chr14-47664197-2	chr14	47664067	47664330	+	0.000	0.000	Merged-chr14-47664197-2
Merged-chr4-149980058-32	chr4	149979758	149980308	+	0.000	0.000	Merged-chr4-149980058-32
Merged-chr8-105305882-43	chr8	105305224	105306533	+	0.000	0.000	Merged-chr8-105305882-43
Merged-chr3-122984427-120	chr3	122984199	122984723	+	0.000	0.000	Merged-chr3-122984427-120
Merged-chr2-93454506-54	chr2	93454283	93454698	+	0.000	0.000	Merged-chr2-93454506-54
Merged-chr6-17851443-16	chr6	17851104	17851786	+	0.000	0.000	Merged-chr6-17851443-16
Merged-chr9-108002560-60	chr9	108002230	108002945	+	0.000	0.000	Merged-chr9-108002560-60
Merged-chr7-30194867-53	chr7	30194318	30195235	+	0.000	0.000	Merged-chr7-30194867-53
Merged-chr5-44218043-54	chr5	44217520	44218596	+	0.000	0.000	Merged-chr5-44218043-54
Merged-chr11-98741365-3	chr11	98741267	98741465	+	0.000	0.000	Merged-chr11-98741365-3
Merged-chr11-22832872-8	chr11	22832708	22833027	+	0.000	0.000	Merged-chr11-22832872-8
Merged-chr9-94682432-40	chr9	94682211	94682673	+	0.000	0.000	Merged-chr9-94682432-40
Merged-chr10-67200954-2	chr10	67200807	67201103	+	0.000	0.000	Merged-chr10-67200954-2
Merged-chr15-58655104-54	chr15	58654874	58655354	+	0.000	0.000	Merged-chr15-58655104-54
Merged-chr15-6520162-57	chr15	6519950	6520387	+	0.000	0.000	Merged-chr15-6520162-57
Merged-chr1-91193266-65	chr1	91192775	91193645	+	0.000	0.000	Merged-chr1-91193266-65
Merged-chr14-61885450-11	chr14	61885210	61885719	+	0.000	0.000	Merged-chr14-61885450-11
Merged-chr10-99241989-124	chr10	99241691	99242180	+	0.000	0.000	Merged-chr10-99241989-124
Merged-chr14-122187060-26	chr14	122186808	122187251	+	0.000	0.000	Merged-chr14-122187060-26
Merged-chr15-76765959-11	chr15	76765732	76766136	+	0.000	0.000	Merged-chr15-76765959-11
Merged-chr3-129557720-6	chr3	129557562	129557874	+	0.000	0.000	Merged-chr3-129557720-6
Merged-chr1-180253671-1	chr1	180253573	180253771	+	0.000	0.000	Merged-chr1-180253671-1
Merged-chr13-28886911-3	chr13	28886792	28887052	+	0.000	0.000	Merged-chr13-28886911-3
Merged-chr9-103103393-2	chr9	103103293	103103496	+	0.000	0.000	Merged-chr9-103103393-2
Merged-chr16-97462478-3	chr16	97462380	97462578	+	0.000	0.000	Merged-chr16-97462478-3
Merged-chr9-61669996-60	chr9	61669687	61670197	+	0.000	0.000	Merged-chr9-61669996-60
Merged-chr9-41078542-5	chr9	41078429	41078652	+	0.000	0.000	Merged-chr9-41078542-5
Merged-chr5-72937939-2	chr5	72937833	72938048	+	0.000	0.000	Merged-chr5-72937939-2
Merged-chr5-65091600-42	chr5	65091365	65091838	+	0.000	0.000	Merged-chr5-65091600-42
Merged-chr5-30814661-60	chr5	30814330	30815108	+	0.000	0.000	Merged-chr5-30814661-60
Merged-chr11-75914004-27	chr11	75913672	75914363	+	0.000	0.000	Merged-chr11-75914004-27
Merged-chr16-90279320-12	chr16	90279195	90279461	+	0.000	0.000	Merged-chr16-90279320-12
Merged-chr4-16159748-7	chr4	16159602	16159902	+	0.000	0.000	Merged-chr4-16159748-7
Merged-chr2-75054199-1	chr2	75054101	75054299	+	0.000	0.000	Merged-chr2-75054199-1
Merged-chr15-25624403-6	chr15	25624279	25624547	+	0.000	0.000	Merged-chr15-25624403-6
Merged-chr12-53766807-1	chr12	53766709	53766907	+	0.000	0.000	Merged-chr12-53766807-1
Merged-chr12-85707188-3	chr12	85707006	85707401	+	0.000	0.000	Merged-chr12-85707188-3
Merged-chr12-85944621-1	chr12	85944523	85944721	+	0.000	0.000	Merged-chr12-85944621-1
Merged-chr7-79721597-45	chr7	79721336	79722019	+	0.000	0.000	Merged-chr7-79721597-45
Merged-chrX-153498749-1	chrX	153498651	153498849	+	0.000	0.000	Merged-chrX-153498749-1
Merged-chr11-101316251-71	chr11	101315843	101316640	+	0.000	0.000	Merged-chr11-101316251-71
Merged-chr4-152125744-56	chr4	152125205	152126313	+	0.000	0.000	Merged-chr4-152125744-56
Merged-chr16-17927970-1	chr16	17927872	17928070	+	0.000	0.000	Merged-chr16-17927970-1
Merged-chr6-89553469-23	chr6	89553228	89553772	+	0.000	0.000	Merged-chr6-89553469-23
Merged-chr11-32445818-14	chr11	32445604	32446021	+	0.000	0.000	Merged-chr11-32445818-14
Merged-chr11-3931934-36	chr11	3931691	3932230	+	0.000	0.000	Merged-chr11-3931934-36
Merged-chr6-125239634-12	chr6	125239298	125239877	+	0.000	0.000	Merged-chr6-125239634-12
Merged-chr2-76128751-102	chr2	76128176	76129391	+	0.000	0.000	Merged-chr2-76128751-102
Merged-chr1-128608288-19	chr1	128608141	128608435	+	0.000	0.000	Merged-chr1-128608288-19
Merged-chr19-32148978-30	chr19	32148763	32149201	+	0.000	0.000	Merged-chr19-32148978-30
Merged-chr3-84334203-13	chr3	84334015	84334391	+	0.000	0.000	Merged-chr3-84334203-13
Merged-chr7-73595384-59	chr7	73595081	73595733	+	0.000	0.000	Merged-chr7-73595384-59
Merged-chr1-179240877-38	chr1	179240679	179241151	+	0.000	0.000	Merged-chr1-179240877-38
Merged-chr15-31455611-30	chr15	31454881	31456046	+	0.000	0.000	Merged-chr15-31455611-30
Merged-chr3-131157614-46	chr3	131157372	131157914	+	0.000	0.000	Merged-chr3-131157614-46
Merged-chr11-3931383-1	chr11	3931285	3931483	+	0.000	0.000	Merged-chr11-3931383-1
Merged-chr6-134042034-12	chr6	134041817	134042286	+	0.000	0.000	Merged-chr6-134042034-12
Merged-chr17-70852117-218	chr17	70850431	70853098	+	0.000	0.000	Merged-chr17-70852117-218
Merged-chr17-34238859-13	chr17	34238611	34239055	+	0.000	0.000	Merged-chr17-34238859-13
Merged-chr15-100983947-40	chr15	100983739	100984177	+	0.000	0.000	Merged-chr15-100983947-40
Merged-chr11-4318297-27	chr11	4318007	4318534	+	0.000	0.000	Merged-chr11-4318297-27
Merged-chr9-98333368-51	chr9	98333046	98333625	+	0.000	0.000	Merged-chr9-98333368-51
Merged-chr13-92244928-37	chr13	92244655	92245206	+	0.000	0.000	Merged-chr13-92244928-37
Merged-chr8-90908589-118	chr8	90908098	90908869	+	0.000	0.000	Merged-chr8-90908589-118
Merged-chr9-44515753-69	chr9	44515377	44516315	+	0.000	0.000	Merged-chr9-44515753-69
Merged-chr8-84701624-3	chr8	84701446	84701776	+	0.000	0.000	Merged-chr8-84701624-3
Merged-chr2-150451435-66	chr2	150451001	150451737	+	0.000	0.000	Merged-chr2-150451435-66
Merged-chr10-39358712-13	chr10	39358552	39359042	+	0.000	0.000	Merged-chr10-39358712-13
Merged-chr2-92434096-58	chr2	92433865	92434382	+	0.000	0.000	Merged-chr2-92434096-58
Merged-chr4-132308791-34	chr4	132308508	132309143	+	0.000	0.000	Merged-chr4-132308791-34
Merged-chr10-93191041-25	chr10	93190811	93191270	+	0.000	0.000	Merged-chr10-93191041-25
Merged-chr3-131190965-19	chr3	131190689	131191306	+	0.000	0.000	Merged-chr3-131190965-19
Merged-chr9-89872399-22	chr9	89872202	89872622	+	0.000	0.000	Merged-chr9-89872399-22
Merged-chr14-103350207-1	chr14	103350109	103350307	+	0.000	0.000	Merged-chr14-103350207-1
Merged-chr16-24836747-26	chr16	24836538	24836929	+	0.000	0.000	Merged-chr16-24836747-26
Merged-chr2-117365079-1	chr2	117364981	117365179	+	0.000	0.000	Merged-chr2-117365079-1
Merged-chr11-3198164-25	chr11	3197781	3198597	+	0.000	0.000	Merged-chr11-3198164-25
Merged-chrX-165825546-1	chrX	165825448	165825646	+	0.000	0.000	Merged-chrX-165825546-1
Merged-chr8-70611821-55	chr8	70611433	70612155	+	0.000	0.000	Merged-chr8-70611821-55
Merged-chr9-123229915-16	chr9	123229729	123230147	+	0.000	0.000	Merged-chr9-123229915-16
Merged-chr4-33204850-23	chr4	33204683	33205077	+	0.000	0.000	Merged-chr4-33204850-23
Merged-chr3-89876737-10	chr3	89876565	89876993	+	0.000	0.000	Merged-chr3-89876737-10
