#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TFH_Associated--ATAC_peaks.bed all.df.numx.c5-Bcl6KO_Th1_vs_Naive.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Bcl6KO_Th1_vs_Naive.up.bed
Merged-chr15-85258102-30	chr15	85257846	85258314	+	0.000	0.000	Merged-chr15-85258102-30
Merged-chr11-103262578-52	chr11	103262349	103262790	+	0.000	0.000	Merged-chr11-103262578-52
Merged-chr10-17684024-29	chr10	17683756	17684277	+	0.000	0.000	Merged-chr10-17684024-29
Merged-chr9-41073372-94	chr9	41072672	41073848	+	0.000	0.000	Merged-chr9-41073372-94
Merged-chr3-121872910-8	chr3	121872722	121873125	+	0.000	0.000	Merged-chr3-121872910-8
Merged-chr9-14174390-13	chr9	14174092	14174756	+	0.000	0.000	Merged-chr9-14174390-13
Merged-chr1-192089958-1	chr1	192089860	192090058	+	0.000	0.000	Merged-chr1-192089958-1
Merged-chr11-22852938-82	chr11	22852541	22853411	+	0.000	0.000	Merged-chr11-22852938-82
Merged-chr1-138571231-16	chr1	138570944	138571460	+	0.000	0.000	Merged-chr1-138571231-16
Merged-chr1-156659941-2	chr1	156659770	156660115	+	0.000	0.000	Merged-chr1-156659941-2
Merged-chr2-144642270-5	chr2	144642143	144642402	+	0.000	0.000	Merged-chr2-144642270-5
Merged-chr11-105181558-137	chr11	105181262	105181866	+	0.000	0.000	Merged-chr11-105181558-137
Merged-chr11-117952385-45	chr11	117952166	117952600	+	0.000	0.000	Merged-chr11-117952385-45
Merged-chr15-53235617-41	chr15	53235389	53235979	+	0.000	0.000	Merged-chr15-53235617-41
Merged-chr9-66991184-10	chr9	66990966	66991355	+	0.000	0.000	Merged-chr9-66991184-10
Merged-chr6-146486303-31	chr6	146486030	146486587	+	0.000	0.000	Merged-chr6-146486303-31
Merged-chr7-80901263-54	chr7	80900990	80901575	+	0.000	0.000	Merged-chr7-80901263-54
Merged-chr9-62354040-45	chr9	62353836	62354240	+	0.000	0.000	Merged-chr9-62354040-45
Merged-chr10-80114839-3	chr10	80114722	80114954	+	0.000	0.000	Merged-chr10-80114839-3
Merged-chr5-105699890-8	chr5	105699736	105700052	+	0.000	0.000	Merged-chr5-105699890-8
Merged-chr7-114480046-60	chr7	114479627	114480300	+	0.000	0.000	Merged-chr7-114480046-60
Merged-chr9-56258297-30	chr9	56257768	56258653	+	0.000	0.000	Merged-chr9-56258297-30
Merged-chr12-17717287-34	chr12	17716938	17717588	+	0.000	0.000	Merged-chr12-17717287-34
Merged-chr1-69555862-39	chr1	69555663	69556086	+	0.000	0.000	Merged-chr1-69555862-39
Merged-chr10-30810407-1	chr10	30810309	30810507	+	0.000	0.000	Merged-chr10-30810407-1
Merged-chr6-144269959-70	chr6	144269282	144270667	+	0.000	0.000	Merged-chr6-144269959-70
Merged-chr19-43940128-49	chr19	43939878	43940368	+	0.000	0.000	Merged-chr19-43940128-49
Merged-chr12-3781537-41	chr12	3781324	3781728	+	0.000	0.000	Merged-chr12-3781537-41
Merged-chr1-138348736-39	chr1	138348570	138348928	+	0.000	0.000	Merged-chr1-138348736-39
Merged-chr16-76500244-1	chr16	76500146	76500344	+	0.000	0.000	Merged-chr16-76500244-1
Merged-chr14-78420348-7	chr14	78420180	78420518	+	0.000	0.000	Merged-chr14-78420348-7
Merged-chr2-33217227-36	chr2	33216521	33217744	+	0.000	0.000	Merged-chr2-33217227-36
Merged-chr5-150595349-1	chr5	150595251	150595449	+	0.000	0.000	Merged-chr5-150595349-1
Merged-chr17-3082994-35	chr17	3082865	3083140	+	0.000	0.000	Merged-chr17-3082994-35
Merged-chr5-122653282-75	chr5	122652959	122653756	+	0.000	0.000	Merged-chr5-122653282-75
Merged-chr6-128798454-9	chr6	128798322	128798577	+	0.000	0.000	Merged-chr6-128798454-9
Merged-chr14-52023136-61	chr14	52022952	52023314	+	0.000	0.000	Merged-chr14-52023136-61
Merged-chr13-112385232-32	chr13	112385054	112385502	+	0.000	0.000	Merged-chr13-112385232-32
Merged-chr2-71055719-62	chr2	71055436	71055938	+	0.000	0.000	Merged-chr2-71055719-62
Merged-chr9-106886867-102	chr9	106886653	106887430	+	0.000	0.000	Merged-chr9-106886867-102
Merged-chr5-143287992-36	chr5	143287702	143288416	+	0.000	0.000	Merged-chr5-143287992-36
Merged-chr4-139578524-2	chr4	139578425	139578625	+	0.000	0.000	Merged-chr4-139578524-2
Merged-chr3-101924021-128	chr3	101923588	101924385	+	0.000	0.000	Merged-chr3-101924021-128
Merged-chr9-114509981-26	chr9	114509708	114510184	+	0.000	0.000	Merged-chr9-114509981-26
Merged-chr11-99124711-4	chr11	99124599	99124854	+	0.000	0.000	Merged-chr11-99124711-4
Merged-chr4-155150729-52	chr4	155150507	155151107	+	0.000	0.000	Merged-chr4-155150729-52
Merged-chr11-80490948-11	chr11	80490728	80491164	+	0.000	0.000	Merged-chr11-80490948-11
Merged-chr11-119352857-1	chr11	119352759	119352957	+	0.000	0.000	Merged-chr11-119352857-1
Merged-chr15-76779704-1	chr15	76779606	76779804	+	0.000	0.000	Merged-chr15-76779704-1
Merged-chr4-129741655-2	chr4	129741554	129741758	+	0.000	0.000	Merged-chr4-129741655-2
Merged-chr5-142938564-20	chr5	142938357	142938773	+	0.000	0.000	Merged-chr5-142938564-20
Merged-chr8-119425690-7	chr8	119425534	119425823	+	0.000	0.000	Merged-chr8-119425690-7
Merged-chr4-120368822-25	chr4	120368477	120369063	+	0.000	0.000	Merged-chr4-120368822-25
Merged-chr4-102724644-2	chr4	102724511	102724780	+	0.000	0.000	Merged-chr4-102724644-2
Merged-chr19-40818282-1	chr19	40818184	40818382	+	0.000	0.000	Merged-chr19-40818282-1
Merged-chr3-101010885-53	chr3	101010672	101011163	+	0.000	0.000	Merged-chr3-101010885-53
Merged-chr7-19816339-50	chr7	19816115	19816590	+	0.000	0.000	Merged-chr7-19816339-50
Merged-chr10-12842715-46	chr10	12842477	12842883	+	0.000	0.000	Merged-chr10-12842715-46
Merged-chr12-82170231-18	chr12	82169986	82170450	+	0.000	0.000	Merged-chr12-82170231-18
Merged-chr9-106474749-4	chr9	106474640	106474877	+	0.000	0.000	Merged-chr9-106474749-4
Merged-chr10-60162151-2	chr10	60162053	60162251	+	0.000	0.000	Merged-chr10-60162151-2
Merged-chr16-45223020-10	chr16	45222828	45223169	+	0.000	0.000	Merged-chr16-45223020-10
Merged-chr15-78915861-11	chr15	78915623	78916029	+	0.000	0.000	Merged-chr15-78915861-11
Merged-chr6-6187092-51	chr6	6186528	6187750	+	0.000	0.000	Merged-chr6-6187092-51
Merged-chr9-14080056-3	chr9	14079956	14080158	+	0.000	0.000	Merged-chr9-14080056-3
Merged-chr11-120990355-3	chr11	120990248	120990469	+	0.000	0.000	Merged-chr11-120990355-3
Merged-chr11-58867366-50	chr11	58867103	58867593	+	0.000	0.000	Merged-chr11-58867366-50
Merged-chr2-34962465-3	chr2	34962367	34962565	+	0.000	0.000	Merged-chr2-34962465-3
Merged-chr11-70597550-26	chr11	70597364	70597747	+	0.000	0.000	Merged-chr11-70597550-26
Merged-chr9-62348235-9	chr9	62348123	62348358	+	0.000	0.000	Merged-chr9-62348235-9
Merged-chr2-75685689-38	chr2	75685457	75685875	+	0.000	0.000	Merged-chr2-75685689-38
Merged-chr10-121364422-1	chr10	121364324	121364522	+	0.000	0.000	Merged-chr10-121364422-1
Merged-chr16-57434811-45	chr16	57434592	57435036	+	0.000	0.000	Merged-chr16-57434811-45
Merged-chr19-12798675-11	chr19	12798540	12798815	+	0.000	0.000	Merged-chr19-12798675-11
Merged-chr1-40056113-33	chr1	40055912	40056299	+	0.000	0.000	Merged-chr1-40056113-33
Merged-chr5-120777652-8	chr5	120777394	120777819	+	0.000	0.000	Merged-chr5-120777652-8
Merged-chr15-61987115-78	chr15	61986710	61987610	+	0.000	0.000	Merged-chr15-61987115-78
Merged-chr2-93462158-118	chr2	93461663	93462548	+	0.000	0.000	Merged-chr2-93462158-118
Merged-chr16-11476945-5	chr16	11476777	11477083	+	0.000	0.000	Merged-chr16-11476945-5
Merged-chr5-107868826-60	chr5	107868377	107869370	+	0.000	0.000	Merged-chr5-107868826-60
Merged-chr7-30051314-49	chr7	30051153	30051502	+	0.000	0.000	Merged-chr7-30051314-49
Merged-chr5-100674272-64	chr5	100673808	100674690	+	0.000	0.000	Merged-chr5-100674272-64
Merged-chr10-14014214-21	chr10	14013999	14014383	+	0.000	0.000	Merged-chr10-14014214-21
Merged-chr14-101520070-1	chr14	101519972	101520170	+	0.000	0.000	Merged-chr14-101520070-1
Merged-chr15-12558296-9	chr15	12558129	12558447	+	0.000	0.000	Merged-chr15-12558296-9
Merged-chr15-86062195-14	chr15	86061879	86062436	+	0.000	0.000	Merged-chr15-86062195-14
Merged-chr19-32112588-4	chr19	32112474	32112701	+	0.000	0.000	Merged-chr19-32112588-4
Merged-chr1-128540410-9	chr1	128540237	128540590	+	0.000	0.000	Merged-chr1-128540410-9
Merged-chr9-62455455-9	chr9	62455301	62455641	+	0.000	0.000	Merged-chr9-62455455-9
Merged-chr2-24763019-28	chr2	24762584	24763365	+	0.000	0.000	Merged-chr2-24763019-28
Merged-chr4-154944295-57	chr4	154944087	154944518	+	0.000	0.000	Merged-chr4-154944295-57
Merged-chr14-45005866-54	chr14	45005588	45006108	+	0.000	0.000	Merged-chr14-45005866-54
Merged-chr1-138560382-26	chr1	138560201	138560558	+	0.000	0.000	Merged-chr1-138560382-26
Merged-chr18-50011204-1	chr18	50011106	50011304	+	0.000	0.000	Merged-chr18-50011204-1
Merged-chr12-112994371-22	chr12	112994215	112994547	+	0.000	0.000	Merged-chr12-112994371-22
Merged-chr8-40595277-53	chr8	40595058	40595472	+	0.000	0.000	Merged-chr8-40595277-53
Merged-chr11-113201628-64	chr11	113201315	113201939	+	0.000	0.000	Merged-chr11-113201628-64
Merged-chr15-100419472-28	chr15	100419200	100419664	+	0.000	0.000	Merged-chr15-100419472-28
Merged-chr18-34202543-19	chr18	34202286	34202982	+	0.000	0.000	Merged-chr18-34202543-19
Merged-chr1-55489612-12	chr1	55489447	55489806	+	0.000	0.000	Merged-chr1-55489612-12
Merged-chr1-152831430-11	chr1	152831205	152831690	+	0.000	0.000	Merged-chr1-152831430-11
Merged-chr10-96724956-66	chr10	96724760	96725252	+	0.000	0.000	Merged-chr10-96724956-66
Merged-chr17-47294215-12	chr17	47294006	47294416	+	0.000	0.000	Merged-chr17-47294215-12
Merged-chr4-149980058-32	chr4	149979758	149980308	+	0.000	0.000	Merged-chr4-149980058-32
Merged-chr2-146497617-49	chr2	146496937	146498135	+	0.000	0.000	Merged-chr2-146497617-49
Merged-chr12-98901139-88	chr12	98900730	98901503	+	0.000	0.000	Merged-chr12-98901139-88
Merged-chr2-112556688-44	chr2	112556277	112557060	+	0.000	0.000	Merged-chr2-112556688-44
Merged-chr2-68471266-4	chr2	68471144	68471390	+	0.000	0.000	Merged-chr2-68471266-4
Merged-chr2-93454506-54	chr2	93454283	93454698	+	0.000	0.000	Merged-chr2-93454506-54
Merged-chr11-115460107-26	chr11	115459932	115460319	+	0.000	0.000	Merged-chr11-115460107-26
Merged-chr6-17851443-16	chr6	17851104	17851786	+	0.000	0.000	Merged-chr6-17851443-16
Merged-chr9-108002560-60	chr9	108002230	108002945	+	0.000	0.000	Merged-chr9-108002560-60
Merged-chr11-22852385-3	chr11	22852271	22852518	+	0.000	0.000	Merged-chr11-22852385-3
Merged-chr7-30194867-53	chr7	30194318	30195235	+	0.000	0.000	Merged-chr7-30194867-53
Merged-chr5-44218043-54	chr5	44217520	44218596	+	0.000	0.000	Merged-chr5-44218043-54
Merged-chr15-64284652-32	chr15	64284439	64284883	+	0.000	0.000	Merged-chr15-64284652-32
Merged-chr5-120907420-29	chr5	120907119	120907680	+	0.000	0.000	Merged-chr5-120907420-29
Merged-chr2-91950520-49	chr2	91950053	91950743	+	0.000	0.000	Merged-chr2-91950520-49
Merged-chr9-94682432-40	chr9	94682211	94682673	+	0.000	0.000	Merged-chr9-94682432-40
Merged-chr15-58655104-54	chr15	58654874	58655354	+	0.000	0.000	Merged-chr15-58655104-54
Merged-chr6-99435291-39	chr6	99435060	99435540	+	0.000	0.000	Merged-chr6-99435291-39
Merged-chr2-167680290-50	chr2	167679914	167680604	+	0.000	0.000	Merged-chr2-167680290-50
Merged-chr15-6520162-57	chr15	6519950	6520387	+	0.000	0.000	Merged-chr15-6520162-57
Merged-chr5-147071000-57	chr5	147070534	147071340	+	0.000	0.000	Merged-chr5-147071000-57
Merged-chr14-61885450-11	chr14	61885210	61885719	+	0.000	0.000	Merged-chr14-61885450-11
Merged-chr14-122187060-26	chr14	122186808	122187251	+	0.000	0.000	Merged-chr14-122187060-26
Merged-chr6-134037174-7	chr6	134037017	134037386	+	0.000	0.000	Merged-chr6-134037174-7
Merged-chr9-103103393-2	chr9	103103293	103103496	+	0.000	0.000	Merged-chr9-103103393-2
Merged-chr9-94620464-1	chr9	94620366	94620564	+	0.000	0.000	Merged-chr9-94620464-1
Merged-chr19-16128909-3	chr19	16128752	16129044	+	0.000	0.000	Merged-chr19-16128909-3
Merged-chr18-75000558-76	chr18	75000251	75000830	+	0.000	0.000	Merged-chr18-75000558-76
Merged-chr7-132428517-16	chr7	132428274	132428735	+	0.000	0.000	Merged-chr7-132428517-16
Merged-chr8-72285397-19	chr8	72285196	72285648	+	0.000	0.000	Merged-chr8-72285397-19
Merged-chr16-97462478-3	chr16	97462380	97462578	+	0.000	0.000	Merged-chr16-97462478-3
Merged-chr8-90797946-13	chr8	90797788	90798073	+	0.000	0.000	Merged-chr8-90797946-13
Merged-chr9-61669996-60	chr9	61669687	61670197	+	0.000	0.000	Merged-chr9-61669996-60
Merged-chr7-25109540-13	chr7	25109315	25109815	+	0.000	0.000	Merged-chr7-25109540-13
Merged-chr11-70594778-39	chr11	70594565	70595009	+	0.000	0.000	Merged-chr11-70594778-39
Merged-chr9-41078542-5	chr9	41078429	41078652	+	0.000	0.000	Merged-chr9-41078542-5
Merged-chr11-4823993-46	chr11	4823724	4824233	+	0.000	0.000	Merged-chr11-4823993-46
Merged-chr3-63905416-23	chr3	63905154	63905723	+	0.000	0.000	Merged-chr3-63905416-23
Merged-chr5-65091600-42	chr5	65091365	65091838	+	0.000	0.000	Merged-chr5-65091600-42
Merged-chr5-30814661-60	chr5	30814330	30815108	+	0.000	0.000	Merged-chr5-30814661-60
Merged-chr11-75914004-27	chr11	75913672	75914363	+	0.000	0.000	Merged-chr11-75914004-27
Merged-chr4-16159748-7	chr4	16159602	16159902	+	0.000	0.000	Merged-chr4-16159748-7
Merged-chr4-155094632-7	chr4	155094469	155094833	+	0.000	0.000	Merged-chr4-155094632-7
Merged-chr6-73253830-2	chr6	73253701	73253961	+	0.000	0.000	Merged-chr6-73253830-2
Merged-chr2-62441216-45	chr2	62440993	62441408	+	0.000	0.000	Merged-chr2-62441216-45
Merged-chr18-80492606-36	chr18	80492452	80492785	+	0.000	0.000	Merged-chr18-80492606-36
Merged-chr15-64192878-29	chr15	64192646	64193088	+	0.000	0.000	Merged-chr15-64192878-29
Merged-chr5-123382042-18	chr5	123381842	123382249	+	0.000	0.000	Merged-chr5-123382042-18
Merged-chr2-75054199-1	chr2	75054101	75054299	+	0.000	0.000	Merged-chr2-75054199-1
Merged-chr9-102792084-52	chr9	102791886	102792254	+	0.000	0.000	Merged-chr9-102792084-52
Merged-chr12-85707188-3	chr12	85707006	85707401	+	0.000	0.000	Merged-chr12-85707188-3
Merged-chr12-85944621-1	chr12	85944523	85944721	+	0.000	0.000	Merged-chr12-85944621-1
Merged-chr12-55467879-2	chr12	55467740	55468020	+	0.000	0.000	Merged-chr12-55467879-2
Merged-chrX-167355697-1	chrX	167355599	167355797	+	0.000	0.000	Merged-chrX-167355697-1
Merged-chr11-101316251-71	chr11	101315843	101316640	+	0.000	0.000	Merged-chr11-101316251-71
Merged-chr11-5219481-13	chr11	5219270	5219662	+	0.000	0.000	Merged-chr11-5219481-13
Merged-chr16-76357413-27	chr16	76357223	76357581	+	0.000	0.000	Merged-chr16-76357413-27
Merged-chr16-17927970-1	chr16	17927872	17928070	+	0.000	0.000	Merged-chr16-17927970-1
Merged-chr11-32445818-14	chr11	32445604	32446021	+	0.000	0.000	Merged-chr11-32445818-14
Merged-chr6-125239634-12	chr6	125239298	125239877	+	0.000	0.000	Merged-chr6-125239634-12
Merged-chr1-128608288-19	chr1	128608141	128608435	+	0.000	0.000	Merged-chr1-128608288-19
Merged-chr19-32148978-30	chr19	32148763	32149201	+	0.000	0.000	Merged-chr19-32148978-30
Merged-chr3-84334203-13	chr3	84334015	84334391	+	0.000	0.000	Merged-chr3-84334203-13
Merged-chr7-73595384-59	chr7	73595081	73595733	+	0.000	0.000	Merged-chr7-73595384-59
Merged-chr3-131157614-46	chr3	131157372	131157914	+	0.000	0.000	Merged-chr3-131157614-46
Merged-chr15-85070702-6	chr15	85070530	85070959	+	0.000	0.000	Merged-chr15-85070702-6
Merged-chr1-125519353-27	chr1	125519062	125519549	+	0.000	0.000	Merged-chr1-125519353-27
Merged-chr11-3931383-1	chr11	3931285	3931483	+	0.000	0.000	Merged-chr11-3931383-1
Merged-chr11-77483872-51	chr11	77483576	77484235	+	0.000	0.000	Merged-chr11-77483872-51
Merged-chr17-70852117-218	chr17	70850431	70853098	+	0.000	0.000	Merged-chr17-70852117-218
Merged-chr15-100983947-40	chr15	100983739	100984177	+	0.000	0.000	Merged-chr15-100983947-40
Merged-chr15-76576495-44	chr15	76576162	76577075	+	0.000	0.000	Merged-chr15-76576495-44
Merged-chr11-4318297-27	chr11	4318007	4318534	+	0.000	0.000	Merged-chr11-4318297-27
Merged-chr9-98333368-51	chr9	98333046	98333625	+	0.000	0.000	Merged-chr9-98333368-51
Merged-chr10-67497690-84	chr10	67497255	67497931	+	0.000	0.000	Merged-chr10-67497690-84
Merged-chr1-138559796-44	chr1	138559583	138560080	+	0.000	0.000	Merged-chr1-138559796-44
Merged-chr11-6655201-10	chr11	6655047	6655346	+	0.000	0.000	Merged-chr11-6655201-10
Merged-chr1-192532397-12	chr1	192532134	192532640	+	0.000	0.000	Merged-chr1-192532397-12
Merged-chr10-121626268-63	chr10	121625821	121626564	+	0.000	0.000	Merged-chr10-121626268-63
Merged-chr5-117107665-16	chr5	117107461	117107865	+	0.000	0.000	Merged-chr5-117107665-16
Merged-chr14-121931088-62	chr14	121930795	121931485	+	0.000	0.000	Merged-chr14-121931088-62
Merged-chr13-92244928-37	chr13	92244655	92245206	+	0.000	0.000	Merged-chr13-92244928-37
Merged-chr9-44515753-69	chr9	44515377	44516315	+	0.000	0.000	Merged-chr9-44515753-69
Merged-chr8-84701624-3	chr8	84701446	84701776	+	0.000	0.000	Merged-chr8-84701624-3
Merged-chr1-189879850-1	chr1	189879752	189879950	+	0.000	0.000	Merged-chr1-189879850-1
Merged-chr4-132308791-34	chr4	132308508	132309143	+	0.000	0.000	Merged-chr4-132308791-34
Merged-chr7-80176723-11	chr7	80176395	80177024	+	0.000	0.000	Merged-chr7-80176723-11
Merged-chr15-64364676-9	chr15	64364335	64364918	+	0.000	0.000	Merged-chr15-64364676-9
Merged-chr9-22143116-1	chr9	22143018	22143216	+	0.000	0.000	Merged-chr9-22143116-1
Merged-chr15-100687236-65	chr15	100686841	100687615	+	0.000	0.000	Merged-chr15-100687236-65
Merged-chr9-89872399-22	chr9	89872202	89872622	+	0.000	0.000	Merged-chr9-89872399-22
Merged-chr5-118361974-51	chr5	118361679	118362226	+	0.000	0.000	Merged-chr5-118361974-51
Merged-chr16-24836747-26	chr16	24836538	24836929	+	0.000	0.000	Merged-chr16-24836747-26
Merged-chr2-33215987-37	chr2	33215745	33216269	+	0.000	0.000	Merged-chr2-33215987-37
Merged-chr2-117365079-1	chr2	117364981	117365179	+	0.000	0.000	Merged-chr2-117365079-1
Merged-chr7-117882967-32	chr7	117882647	117883294	+	0.000	0.000	Merged-chr7-117882967-32
Merged-chr1-180303799-22	chr1	180303563	180303975	+	0.000	0.000	Merged-chr1-180303799-22
Merged-chr3-129552605-9	chr3	129552439	129552745	+	0.000	0.000	Merged-chr3-129552605-9
Merged-chr8-70611821-55	chr8	70611433	70612155	+	0.000	0.000	Merged-chr8-70611821-55
Merged-chr9-106477001-83	chr9	106476640	106477382	+	0.000	0.000	Merged-chr9-106477001-83
Merged-chr4-33204850-23	chr4	33204683	33205077	+	0.000	0.000	Merged-chr4-33204850-23
Merged-chr15-12425356-11	chr15	12425188	12425503	+	0.000	0.000	Merged-chr15-12425356-11
Merged-chr5-148493203-2	chr5	148493077	148493332	+	0.000	0.000	Merged-chr5-148493203-2
Merged-chr8-124751336-1	chr8	124751238	124751436	+	0.000	0.000	Merged-chr8-124751336-1
Merged-chr1-69548718-45	chr1	69548407	69548966	+	0.000	0.000	Merged-chr1-69548718-45
Merged-chr2-28517592-38	chr2	28517324	28517798	+	0.000	0.000	Merged-chr2-28517592-38
Merged-chr9-101074267-139	chr9	101073906	101074944	+	0.000	0.000	Merged-chr9-101074267-139
Merged-chr7-19816986-25	chr7	19816789	19817139	+	0.000	0.000	Merged-chr7-19816986-25
Merged-chr11-69411912-30	chr11	69411662	69412114	+	0.000	0.000	Merged-chr11-69411912-30
Merged-chr6-6149577-22	chr6	6149285	6150045	+	0.000	0.000	Merged-chr6-6149577-22
Merged-chr17-84333098-53	chr17	84332914	84333273	+	0.000	0.000	Merged-chr17-84333098-53
Merged-chr17-84435331-72	chr17	84434837	84436236	+	0.000	0.000	Merged-chr17-84435331-72
Merged-chr6-128474299-11	chr6	128474175	128474426	+	0.000	0.000	Merged-chr6-128474299-11
Merged-chr11-79057153-11	chr11	79056971	79057335	+	0.000	0.000	Merged-chr11-79057153-11
Merged-chr11-4289401-53	chr11	4289183	4289605	+	0.000	0.000	Merged-chr11-4289401-53
Merged-chr3-138863965-1	chr3	138863867	138864065	+	0.000	0.000	Merged-chr3-138863965-1
Merged-chrX-12153627-30	chrX	12153392	12153922	+	0.000	0.000	Merged-chrX-12153627-30
Merged-chr13-55445776-1	chr13	55445678	55445876	+	0.000	0.000	Merged-chr13-55445776-1
Merged-chr7-35729754-35	chr7	35729552	35729956	+	0.000	0.000	Merged-chr7-35729754-35
Merged-chr8-81693347-14	chr8	81693148	81693516	+	0.000	0.000	Merged-chr8-81693347-14
Merged-chr12-53024873-19	chr12	53024649	53025154	+	0.000	0.000	Merged-chr12-53024873-19
Merged-chr19-6869528-29	chr19	6869268	6869727	+	0.000	0.000	Merged-chr19-6869528-29
Merged-chr11-54972474-51	chr11	54972175	54972855	+	0.000	0.000	Merged-chr11-54972474-51
Merged-chr12-103417940-2	chr12	103417832	103418050	+	0.000	0.000	Merged-chr12-103417940-2
Merged-chr15-73318798-19	chr15	73318596	73319052	+	0.000	0.000	Merged-chr15-73318798-19
Merged-chr6-128888363-11	chr6	128888191	128888543	+	0.000	0.000	Merged-chr6-128888363-11
Merged-chr13-46984100-22	chr13	46983869	46984294	+	0.000	0.000	Merged-chr13-46984100-22
Merged-chr15-62038583-121	chr15	62037767	62039413	+	0.000	0.000	Merged-chr15-62038583-121
Merged-chr15-97581834-38	chr15	97581587	97582061	+	0.000	0.000	Merged-chr15-97581834-38
Merged-chr2-170153746-43	chr2	170153302	170154101	+	0.000	0.000	Merged-chr2-170153746-43
Merged-chr16-14439328-12	chr16	14439072	14439508	+	0.000	0.000	Merged-chr16-14439328-12
Merged-chr2-117338868-2	chr2	117338767	117338972	+	0.000	0.000	Merged-chr2-117338868-2
Merged-chr1-94053706-41	chr1	94053451	94053996	+	0.000	0.000	Merged-chr1-94053706-41
Merged-chr11-69409995-6	chr11	69409897	69410095	+	0.000	0.000	Merged-chr11-69409995-6
Merged-chr12-113221567-2	chr12	113221463	113221674	+	0.000	0.000	Merged-chr12-113221567-2
Merged-chr17-56479542-10	chr17	56479352	56479729	+	0.000	0.000	Merged-chr17-56479542-10
Merged-chr2-170222569-15	chr2	170222186	170222847	+	0.000	0.000	Merged-chr2-170222569-15
Merged-chr9-14498849-2	chr9	14498736	14498964	+	0.000	0.000	Merged-chr9-14498849-2
Merged-chr3-121107618-36	chr3	121107394	121107863	+	0.000	0.000	Merged-chr3-121107618-36
Merged-chr18-79300351-1	chr18	79300253	79300451	+	0.000	0.000	Merged-chr18-79300351-1
Merged-chr5-103519211-48	chr5	103518971	103519435	+	0.000	0.000	Merged-chr5-103519211-48
Merged-chr10-39376859-47	chr10	39376589	39377149	+	0.000	0.000	Merged-chr10-39376859-47
Merged-chr16-89904595-58	chr16	89904089	89904980	+	0.000	0.000	Merged-chr16-89904595-58
Merged-chr3-106487613-5	chr3	106487477	106487800	+	0.000	0.000	Merged-chr3-106487613-5
Merged-chr11-53609840-36	chr11	53609561	53610126	+	0.000	0.000	Merged-chr11-53609840-36
Merged-chr16-57549399-62	chr16	57549136	57549673	+	0.000	0.000	Merged-chr16-57549399-62
Merged-chr9-14088046-43	chr9	14087819	14088327	+	0.000	0.000	Merged-chr9-14088046-43
Merged-chr1-136683345-27	chr1	136682972	136683783	+	0.000	0.000	Merged-chr1-136683345-27
Merged-chr10-18139344-30	chr10	18139069	18139590	+	0.000	0.000	Merged-chr10-18139344-30
Merged-chr10-21158926-108	chr10	21158531	21159449	+	0.000	0.000	Merged-chr10-21158926-108
Merged-chr14-121916227-99	chr14	121915638	121916587	+	0.000	0.000	Merged-chr14-121916227-99
Merged-chr8-86077410-12	chr8	86077171	86077613	+	0.000	0.000	Merged-chr8-86077410-12
Merged-chr3-68794543-41	chr3	68794134	68794775	+	0.000	0.000	Merged-chr3-68794543-41
Merged-chr2-117335736-33	chr2	117335504	117335952	+	0.000	0.000	Merged-chr2-117335736-33
Merged-chr13-43751187-7	chr13	43750974	43751403	+	0.000	0.000	Merged-chr13-43751187-7
Merged-chr4-32424256-17	chr4	32424136	32424372	+	0.000	0.000	Merged-chr4-32424256-17
Merged-chr12-8829730-25	chr12	8829548	8829986	+	0.000	0.000	Merged-chr12-8829730-25
Merged-chr15-103258343-65	chr15	103258160	103258624	+	0.000	0.000	Merged-chr15-103258343-65
Merged-chr11-100695061-1	chr11	100694963	100695161	+	0.000	0.000	Merged-chr11-100695061-1
Merged-chr12-117553468-60	chr12	117553192	117553885	+	0.000	0.000	Merged-chr12-117553468-60
Merged-chr8-14965734-19	chr8	14965526	14965968	+	0.000	0.000	Merged-chr8-14965734-19
Merged-chr9-71896366-36	chr9	71896003	71896674	+	0.000	0.000	Merged-chr9-71896366-36
Merged-chr11-52299835-51	chr11	52299578	52300027	+	0.000	0.000	Merged-chr11-52299835-51
Merged-chr14-70075792-28	chr14	70075599	70075943	+	0.000	0.000	Merged-chr14-70075792-28
Merged-chr15-102246754-122	chr15	102246357	102247129	+	0.000	0.000	Merged-chr15-102246754-122
Merged-chr7-49821727-13	chr7	49821379	49822063	+	0.000	0.000	Merged-chr7-49821727-13
Merged-chr7-96915877-37	chr7	96915640	96916137	+	0.000	0.000	Merged-chr7-96915877-37
Merged-chr4-115101833-38	chr4	115101596	115102118	+	0.000	0.000	Merged-chr4-115101833-38
Merged-chr7-80183609-6	chr7	80183485	80183733	+	0.000	0.000	Merged-chr7-80183609-6
Merged-chr2-158625094-66	chr2	158624806	158625279	+	0.000	0.000	Merged-chr2-158625094-66
Merged-chr19-57344006-22	chr19	57343781	57344296	+	0.000	0.000	Merged-chr19-57344006-22
Merged-chr9-59536904-3	chr9	59536757	59537032	+	0.000	0.000	Merged-chr9-59536904-3
Merged-chr8-125720220-10	chr8	125720006	125720399	+	0.000	0.000	Merged-chr8-125720220-10
