#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh.dn.bed
Merged-chr8-48110185-80	chr8	48109836	48110407	+	0.000	0.000	Merged-chr8-48110185-80
Merged-chr6-6223986-1	chr6	6223888	6224086	+	0.000	0.000	Merged-chr6-6223986-1
Merged-chr16-76575582-30	chr16	76575352	76575817	+	0.000	0.000	Merged-chr16-76575582-30
Merged-chr1-152831430-11	chr1	152831205	152831690	+	0.000	0.000	Merged-chr1-152831430-11
Merged-chr8-105305882-43	chr8	105305224	105306533	+	0.000	0.000	Merged-chr8-105305882-43
Merged-chr12-98901139-88	chr12	98900730	98901503	+	0.000	0.000	Merged-chr12-98901139-88
Merged-chr5-120907420-29	chr5	120907119	120907680	+	0.000	0.000	Merged-chr5-120907420-29
Merged-chr2-91950520-49	chr2	91950053	91950743	+	0.000	0.000	Merged-chr2-91950520-49
Merged-chr6-145192407-9	chr6	145192225	145192619	+	0.000	0.000	Merged-chr6-145192407-9
Merged-chr17-74769633-8	chr17	74769497	74769768	+	0.000	0.000	Merged-chr17-74769633-8
Merged-chr15-6520162-57	chr15	6519950	6520387	+	0.000	0.000	Merged-chr15-6520162-57
Merged-chr5-147071000-57	chr5	147070534	147071340	+	0.000	0.000	Merged-chr5-147071000-57
Merged-chr1-91193266-65	chr1	91192775	91193645	+	0.000	0.000	Merged-chr1-91193266-65
Merged-chr8-34817852-8	chr8	34817661	34818013	+	0.000	0.000	Merged-chr8-34817852-8
Merged-chr14-61885450-11	chr14	61885210	61885719	+	0.000	0.000	Merged-chr14-61885450-11
Merged-chr10-99241989-124	chr10	99241691	99242180	+	0.000	0.000	Merged-chr10-99241989-124
Merged-chr15-76765959-11	chr15	76765732	76766136	+	0.000	0.000	Merged-chr15-76765959-11
Merged-chr3-129557720-6	chr3	129557562	129557874	+	0.000	0.000	Merged-chr3-129557720-6
Merged-chr19-16128909-3	chr19	16128752	16129044	+	0.000	0.000	Merged-chr19-16128909-3
Merged-chr12-52718662-1	chr12	52718564	52718762	+	0.000	0.000	Merged-chr12-52718662-1
Merged-chr12-40446832-2	chr12	40446720	40446946	+	0.000	0.000	Merged-chr12-40446832-2
Merged-chr7-25109540-13	chr7	25109315	25109815	+	0.000	0.000	Merged-chr7-25109540-13
Merged-chr5-30814661-60	chr5	30814330	30815108	+	0.000	0.000	Merged-chr5-30814661-60
Merged-chr2-131386542-16	chr2	131386330	131386870	+	0.000	0.000	Merged-chr2-131386542-16
Merged-chr4-155094632-7	chr4	155094469	155094833	+	0.000	0.000	Merged-chr4-155094632-7
Merged-chr18-37720485-15	chr18	37720340	37720649	+	0.000	0.000	Merged-chr18-37720485-15
Merged-chr9-102792084-52	chr9	102791886	102792254	+	0.000	0.000	Merged-chr9-102792084-52
Merged-chr3-154572513-39	chr3	154572249	154572730	+	0.000	0.000	Merged-chr3-154572513-39
Merged-chr12-53766807-1	chr12	53766709	53766907	+	0.000	0.000	Merged-chr12-53766807-1
Merged-chr12-85707188-3	chr12	85707006	85707401	+	0.000	0.000	Merged-chr12-85707188-3
Merged-chr4-135911703-15	chr4	135911544	135911861	+	0.000	0.000	Merged-chr4-135911703-15
Merged-chr14-11161656-26	chr14	11161387	11161847	+	0.000	0.000	Merged-chr14-11161656-26
Merged-chr9-110873960-6	chr9	110873844	110874081	+	0.000	0.000	Merged-chr9-110873960-6
Merged-chr16-76357413-27	chr16	76357223	76357581	+	0.000	0.000	Merged-chr16-76357413-27
Merged-chr6-89553469-23	chr6	89553228	89553772	+	0.000	0.000	Merged-chr6-89553469-23
Merged-chr1-94147296-7	chr1	94147005	94147537	+	0.000	0.000	Merged-chr1-94147296-7
Merged-chr11-3931934-36	chr11	3931691	3932230	+	0.000	0.000	Merged-chr11-3931934-36
Merged-chr6-125239634-12	chr6	125239298	125239877	+	0.000	0.000	Merged-chr6-125239634-12
Merged-chr16-97418112-12	chr16	97417869	97418299	+	0.000	0.000	Merged-chr16-97418112-12
Merged-chr2-76128751-102	chr2	76128176	76129391	+	0.000	0.000	Merged-chr2-76128751-102
Merged-chr3-84334203-13	chr3	84334015	84334391	+	0.000	0.000	Merged-chr3-84334203-13
Merged-chr15-85070702-6	chr15	85070530	85070959	+	0.000	0.000	Merged-chr15-85070702-6
Merged-chr1-125519353-27	chr1	125519062	125519549	+	0.000	0.000	Merged-chr1-125519353-27
Merged-chr11-3931383-1	chr11	3931285	3931483	+	0.000	0.000	Merged-chr11-3931383-1
Merged-chr17-70852117-218	chr17	70850431	70853098	+	0.000	0.000	Merged-chr17-70852117-218
Merged-chr16-94454291-19	chr16	94454030	94454483	+	0.000	0.000	Merged-chr16-94454291-19
Merged-chr11-72180636-22	chr11	72180409	72180836	+	0.000	0.000	Merged-chr11-72180636-22
Merged-chr10-67497690-84	chr10	67497255	67497931	+	0.000	0.000	Merged-chr10-67497690-84
Merged-chr14-101379606-24	chr14	101379340	101379987	+	0.000	0.000	Merged-chr14-101379606-24
Merged-chr11-6655201-10	chr11	6655047	6655346	+	0.000	0.000	Merged-chr11-6655201-10
Merged-chr1-192532397-12	chr1	192532134	192532640	+	0.000	0.000	Merged-chr1-192532397-12
Merged-chr1-92130567-18	chr1	92130351	92130801	+	0.000	0.000	Merged-chr1-92130567-18
Merged-chr9-44515753-69	chr9	44515377	44516315	+	0.000	0.000	Merged-chr9-44515753-69
Merged-chr8-84701624-3	chr8	84701446	84701776	+	0.000	0.000	Merged-chr8-84701624-3
Merged-chr2-92434096-58	chr2	92433865	92434382	+	0.000	0.000	Merged-chr2-92434096-58
Merged-chr4-132308791-34	chr4	132308508	132309143	+	0.000	0.000	Merged-chr4-132308791-34
Merged-chr3-131190965-19	chr3	131190689	131191306	+	0.000	0.000	Merged-chr3-131190965-19
Merged-chr15-100687236-65	chr15	100686841	100687615	+	0.000	0.000	Merged-chr15-100687236-65
Merged-chr2-84454214-14	chr2	84454063	84454367	+	0.000	0.000	Merged-chr2-84454214-14
Merged-chr9-89872399-22	chr9	89872202	89872622	+	0.000	0.000	Merged-chr9-89872399-22
Merged-chr2-33215987-37	chr2	33215745	33216269	+	0.000	0.000	Merged-chr2-33215987-37
Merged-chr2-117365079-1	chr2	117364981	117365179	+	0.000	0.000	Merged-chr2-117365079-1
Merged-chr10-128637070-78	chr10	128636879	128637358	+	0.000	0.000	Merged-chr10-128637070-78
Merged-chr11-3198164-25	chr11	3197781	3198597	+	0.000	0.000	Merged-chr11-3198164-25
Merged-chr16-25484275-8	chr16	25484116	25484441	+	0.000	0.000	Merged-chr16-25484275-8
Merged-chr6-90607009-57	chr6	90606594	90607574	+	0.000	0.000	Merged-chr6-90607009-57
Merged-chrX-165825546-1	chrX	165825448	165825646	+	0.000	0.000	Merged-chrX-165825546-1
Merged-chr9-123229915-16	chr9	123229729	123230147	+	0.000	0.000	Merged-chr9-123229915-16
Merged-chr10-76799662-1	chr10	76799564	76799762	+	0.000	0.000	Merged-chr10-76799662-1
Merged-chr3-89876737-10	chr3	89876565	89876993	+	0.000	0.000	Merged-chr3-89876737-10
Merged-chr16-43979802-105	chr16	43979501	43980222	+	0.000	0.000	Merged-chr16-43979802-105
Merged-chr1-69548718-45	chr1	69548407	69548966	+	0.000	0.000	Merged-chr1-69548718-45
Merged-chr16-4913621-67	chr16	4913379	4914032	+	0.000	0.000	Merged-chr16-4913621-67
Merged-chr2-59612207-75	chr2	59611641	59612904	+	0.000	0.000	Merged-chr2-59612207-75
Merged-chr11-69411912-30	chr11	69411662	69412114	+	0.000	0.000	Merged-chr11-69411912-30
Merged-chr17-84636147-9	chr17	84635888	84636365	+	0.000	0.000	Merged-chr17-84636147-9
Merged-chr11-6562547-9	chr11	6562368	6562724	+	0.000	0.000	Merged-chr11-6562547-9
Merged-chr14-10289223-9	chr14	10289016	10289392	+	0.000	0.000	Merged-chr14-10289223-9
Merged-chr6-125266545-17	chr6	125266198	125266880	+	0.000	0.000	Merged-chr6-125266545-17
Merged-chr11-106160193-191	chr11	106159344	106161166	+	0.000	0.000	Merged-chr11-106160193-191
Merged-chr3-138863965-1	chr3	138863867	138864065	+	0.000	0.000	Merged-chr3-138863965-1
Merged-chr2-72136999-23	chr2	72136689	72137251	+	0.000	0.000	Merged-chr2-72136999-23
Merged-chrX-12153627-30	chrX	12153392	12153922	+	0.000	0.000	Merged-chrX-12153627-30
Merged-chr15-61984586-7	chr15	61984433	61984704	+	0.000	0.000	Merged-chr15-61984586-7
Merged-chr6-143176847-16	chr6	143176393	143177186	+	0.000	0.000	Merged-chr6-143176847-16
Merged-chr12-53024873-19	chr12	53024649	53025154	+	0.000	0.000	Merged-chr12-53024873-19
Merged-chr17-46383696-57	chr17	46383353	46384066	+	0.000	0.000	Merged-chr17-46383696-57
Merged-chr12-103417940-2	chr12	103417832	103418050	+	0.000	0.000	Merged-chr12-103417940-2
Merged-chr15-73318798-19	chr15	73318596	73319052	+	0.000	0.000	Merged-chr15-73318798-19
Merged-chr5-53872075-29	chr5	53871789	53872391	+	0.000	0.000	Merged-chr5-53872075-29
Merged-chr12-8772798-23	chr12	8772310	8773228	+	0.000	0.000	Merged-chr12-8772798-23
Merged-chr4-7112485-9	chr4	7112271	7112662	+	0.000	0.000	Merged-chr4-7112485-9
Merged-chr16-42900498-5	chr16	42900349	42900640	+	0.000	0.000	Merged-chr16-42900498-5
Merged-chr18-35874168-47	chr18	35873458	35874844	+	0.000	0.000	Merged-chr18-35874168-47
Merged-chr1-94053706-41	chr1	94053451	94053996	+	0.000	0.000	Merged-chr1-94053706-41
Merged-chr4-95702340-1	chr4	95702242	95702440	+	0.000	0.000	Merged-chr4-95702340-1
Merged-chr2-33209660-1	chr2	33209562	33209760	+	0.000	0.000	Merged-chr2-33209660-1
Merged-chr9-118489742-49	chr9	118489386	118489948	+	0.000	0.000	Merged-chr9-118489742-49
Merged-chr3-121107618-36	chr3	121107394	121107863	+	0.000	0.000	Merged-chr3-121107618-36
Merged-chr1-134556806-100	chr1	134556368	134557191	+	0.000	0.000	Merged-chr1-134556806-100
Merged-chr16-17934609-13	chr16	17934419	17934784	+	0.000	0.000	Merged-chr16-17934609-13
Merged-chr15-27794416-5	chr15	27794254	27794626	+	0.000	0.000	Merged-chr15-27794416-5
Merged-chr5-103519211-48	chr5	103518971	103519435	+	0.000	0.000	Merged-chr5-103519211-48
Merged-chr15-27796764-17	chr15	27796360	27797024	+	0.000	0.000	Merged-chr15-27796764-17
Merged-chr12-41096290-9	chr12	41096144	41096413	+	0.000	0.000	Merged-chr12-41096290-9
Merged-chr16-89904595-58	chr16	89904089	89904980	+	0.000	0.000	Merged-chr16-89904595-58
Merged-chr1-128601509-7	chr1	128601336	128601725	+	0.000	0.000	Merged-chr1-128601509-7
Merged-chr3-106487613-5	chr3	106487477	106487800	+	0.000	0.000	Merged-chr3-106487613-5
Merged-chr15-6570956-4	chr15	6570742	6571179	+	0.000	0.000	Merged-chr15-6570956-4
Merged-chr1-91179704-88	chr1	91179069	91180422	+	0.000	0.000	Merged-chr1-91179704-88
Merged-chr11-53609840-36	chr11	53609561	53610126	+	0.000	0.000	Merged-chr11-53609840-36
Merged-chr15-54853402-1	chr15	54853304	54853502	+	0.000	0.000	Merged-chr15-54853402-1
Merged-chr1-136683345-27	chr1	136682972	136683783	+	0.000	0.000	Merged-chr1-136683345-27
Merged-chr6-90630640-19	chr6	90630443	90630842	+	0.000	0.000	Merged-chr6-90630640-19
Merged-chr2-117335736-33	chr2	117335504	117335952	+	0.000	0.000	Merged-chr2-117335736-33
Merged-chr13-43751187-7	chr13	43750974	43751403	+	0.000	0.000	Merged-chr13-43751187-7
Merged-chr10-43452431-49	chr10	43452159	43452748	+	0.000	0.000	Merged-chr10-43452431-49
Merged-chr1-180252510-1	chr1	180252412	180252610	+	0.000	0.000	Merged-chr1-180252510-1
Merged-chr9-118478904-62	chr9	118478435	118479397	+	0.000	0.000	Merged-chr9-118478904-62
Merged-chr11-100695061-1	chr11	100694963	100695161	+	0.000	0.000	Merged-chr11-100695061-1
Merged-chr11-19979475-55	chr11	19979247	19979752	+	0.000	0.000	Merged-chr11-19979475-55
Merged-chr4-149880219-52	chr4	149879990	149880465	+	0.000	0.000	Merged-chr4-149880219-52
Merged-chr7-49821727-13	chr7	49821379	49822063	+	0.000	0.000	Merged-chr7-49821727-13
Merged-chr13-104526729-1	chr13	104526631	104526829	+	0.000	0.000	Merged-chr13-104526729-1
Merged-chr6-39118137-66	chr6	39117747	39118433	+	0.000	0.000	Merged-chr6-39118137-66
Merged-chr13-43906399-21	chr13	43906169	43906603	+	0.000	0.000	Merged-chr13-43906399-21
Merged-chr15-72809309-19	chr15	72809123	72809496	+	0.000	0.000	Merged-chr15-72809309-19
Merged-chr9-89885910-25	chr9	89885678	89886172	+	0.000	0.000	Merged-chr9-89885910-25
Merged-chr11-77395503-4	chr11	77395289	77395682	+	0.000	0.000	Merged-chr11-77395503-4
Merged-chr14-7933850-33	chr14	7933569	7934169	+	0.000	0.000	Merged-chr14-7933850-33
Merged-chr13-112289570-28	chr13	112289336	112289906	+	0.000	0.000	Merged-chr13-112289570-28
Merged-chr7-68127930-13	chr7	68127589	68128182	+	0.000	0.000	Merged-chr7-68127930-13
Merged-chr12-102439750-49	chr12	102439565	102439960	+	0.000	0.000	Merged-chr12-102439750-49
Merged-chr11-19925491-120	chr11	19924795	19926023	+	0.000	0.000	Merged-chr11-19925491-120
Merged-chr19-34287520-29	chr19	34287209	34288059	+	0.000	0.000	Merged-chr19-34287520-29
Merged-chr18-54970177-21	chr18	54969959	54970367	+	0.000	0.000	Merged-chr18-54970177-21
Merged-chr5-103443130-4	chr5	103443016	103443242	+	0.000	0.000	Merged-chr5-103443130-4
Merged-chr2-112676754-32	chr2	112676501	112677091	+	0.000	0.000	Merged-chr2-112676754-32
Merged-chr8-111573415-1	chr8	111573317	111573515	+	0.000	0.000	Merged-chr8-111573415-1
Merged-chr18-54940674-40	chr18	54940432	54940952	+	0.000	0.000	Merged-chr18-54940674-40
Merged-chr3-40980887-22	chr3	40980693	40981027	+	0.000	0.000	Merged-chr3-40980887-22
Merged-chr4-137856097-2	chr4	137855990	137856207	+	0.000	0.000	Merged-chr4-137856097-2
Merged-chr8-111570424-39	chr8	111569985	111570831	+	0.000	0.000	Merged-chr8-111570424-39
Merged-chr4-45972047-1	chr4	45971949	45972147	+	0.000	0.000	Merged-chr4-45972047-1
Merged-chr15-10981797-77	chr15	10981563	10982026	+	0.000	0.000	Merged-chr15-10981797-77
Merged-chr11-19830505-54	chr11	19830174	19831048	+	0.000	0.000	Merged-chr11-19830505-54
Merged-chr12-85704920-2	chr12	85704822	85705020	+	0.000	0.000	Merged-chr12-85704920-2
Merged-chr9-51213844-69	chr9	51213667	51214022	+	0.000	0.000	Merged-chr9-51213844-69
Merged-chr12-17544915-80	chr12	17544527	17545500	+	0.000	0.000	Merged-chr12-17544915-80
Merged-chr14-52338882-26	chr14	52338641	52339120	+	0.000	0.000	Merged-chr14-52338882-26
Merged-chr17-28204490-5	chr17	28204338	28204686	+	0.000	0.000	Merged-chr17-28204490-5
Merged-chr2-91962990-14	chr2	91962766	91963279	+	0.000	0.000	Merged-chr2-91962990-14
Merged-chr8-91381957-7	chr8	91381770	91382166	+	0.000	0.000	Merged-chr8-91381957-7
Merged-chr10-60161046-15	chr10	60160817	60161364	+	0.000	0.000	Merged-chr10-60161046-15
Merged-chr11-94243595-44	chr11	94243069	94243964	+	0.000	0.000	Merged-chr11-94243595-44
Merged-chr7-132335509-39	chr7	132335198	132335741	+	0.000	0.000	Merged-chr7-132335509-39
Merged-chr10-17656067-21	chr10	17655660	17656585	+	0.000	0.000	Merged-chr10-17656067-21
Merged-chr2-72157784-1	chr2	72157686	72157884	+	0.000	0.000	Merged-chr2-72157784-1
Merged-chr12-24597937-3	chr12	24597834	24598046	+	0.000	0.000	Merged-chr12-24597937-3
Merged-chr1-128824512-22	chr1	128824320	128824842	+	0.000	0.000	Merged-chr1-128824512-22
Merged-chr7-25120558-69	chr7	25119705	25121131	+	0.000	0.000	Merged-chr7-25120558-69
Merged-chr1-192742211-3	chr1	192742081	192742332	+	0.000	0.000	Merged-chr1-192742211-3
Merged-chr7-44901527-50	chr7	44901281	44901789	+	0.000	0.000	Merged-chr7-44901527-50
Merged-chr10-13034992-1	chr10	13034894	13035092	+	0.000	0.000	Merged-chr10-13034992-1
Merged-chr6-37370841-45	chr6	37370576	37371195	+	0.000	0.000	Merged-chr6-37370841-45
Merged-chr9-82809314-11	chr9	82808919	82809618	+	0.000	0.000	Merged-chr9-82809314-11
Merged-chr7-143685833-51	chr7	143685614	143686194	+	0.000	0.000	Merged-chr7-143685833-51
Merged-chr4-149187826-9	chr4	149187700	149187971	+	0.000	0.000	Merged-chr4-149187826-9
Merged-chr6-99522948-53	chr6	99522322	99523517	+	0.000	0.000	Merged-chr6-99522948-53
Merged-chr8-69832557-54	chr8	69832302	69832855	+	0.000	0.000	Merged-chr8-69832557-54
Merged-chr12-15980765-1	chr12	15980667	15980865	+	0.000	0.000	Merged-chr12-15980765-1
Merged-chr14-7978426-12	chr14	7978279	7978551	+	0.000	0.000	Merged-chr14-7978426-12
Merged-chr1-92004307-35	chr1	92004067	92004523	+	0.000	0.000	Merged-chr1-92004307-35
Merged-chr3-131171323-20	chr3	131170963	131171605	+	0.000	0.000	Merged-chr3-131171323-20
Merged-chr15-97963529-3	chr15	97963400	97963648	+	0.000	0.000	Merged-chr15-97963529-3
Merged-chr4-86874250-69	chr4	86873949	86874572	+	0.000	0.000	Merged-chr4-86874250-69
Merged-chr6-99520537-2	chr6	99520430	99520646	+	0.000	0.000	Merged-chr6-99520537-2
Merged-chr6-57584006-3	chr6	57583855	57584184	+	0.000	0.000	Merged-chr6-57584006-3
Merged-chr17-5975830-101	chr17	5975539	5976191	+	0.000	0.000	Merged-chr17-5975830-101
Merged-chr11-115631252-39	chr11	115631014	115631647	+	0.000	0.000	Merged-chr11-115631252-39
Merged-chr16-89836623-18	chr16	89836455	89836833	+	0.000	0.000	Merged-chr16-89836623-18
Merged-chr19-24140686-8	chr19	24140389	24140930	+	0.000	0.000	Merged-chr19-24140686-8
Merged-chr11-105180803-1	chr11	105180705	105180903	+	0.000	0.000	Merged-chr11-105180803-1
Merged-chr6-146481511-38	chr6	146481292	146481815	+	0.000	0.000	Merged-chr6-146481511-38
Merged-chr4-101495950-2	chr4	101495833	101496070	+	0.000	0.000	Merged-chr4-101495950-2
Merged-chr2-18957647-16	chr2	18957405	18958031	+	0.000	0.000	Merged-chr2-18957647-16
Merged-chrX-151096457-56	chrX	151096091	151096763	+	0.000	0.000	Merged-chrX-151096457-56
Merged-chr9-85860691-1	chr9	85860593	85860791	+	0.000	0.000	Merged-chr9-85860691-1
Merged-chr6-37371465-5	chr6	37371347	37371606	+	0.000	0.000	Merged-chr6-37371465-5
Merged-chr18-60805828-10	chr18	60805622	60805990	+	0.000	0.000	Merged-chr18-60805828-10
Merged-chr9-82855437-10	chr9	82855253	82855628	+	0.000	0.000	Merged-chr9-82855437-10
Merged-chr2-169398588-9	chr2	169398254	169398868	+	0.000	0.000	Merged-chr2-169398588-9
Merged-chr14-101480860-35	chr14	101480618	101481166	+	0.000	0.000	Merged-chr14-101480860-35
Merged-chr12-36439593-19	chr12	36439418	36439762	+	0.000	0.000	Merged-chr12-36439593-19
Merged-chr10-4346976-29	chr10	4346670	4347242	+	0.000	0.000	Merged-chr10-4346976-29
Merged-chr19-34248805-20	chr19	34248568	34249029	+	0.000	0.000	Merged-chr19-34248805-20
Merged-chr9-21031274-105	chr9	21030828	21031661	+	0.000	0.000	Merged-chr9-21031274-105
Merged-chr15-86056647-3	chr15	86056530	86056768	+	0.000	0.000	Merged-chr15-86056647-3
Merged-chr6-128807188-11	chr6	128807042	128807313	+	0.000	0.000	Merged-chr6-128807188-11
Merged-chr6-90744095-2	chr6	90743923	90744270	+	0.000	0.000	Merged-chr6-90744095-2
Merged-chr17-87983353-13	chr17	87983114	87983553	+	0.000	0.000	Merged-chr17-87983353-13
Merged-chr14-54426956-48	chr14	54426624	54427308	+	0.000	0.000	Merged-chr14-54426956-48
Merged-chr3-87616785-1	chr3	87616687	87616885	+	0.000	0.000	Merged-chr3-87616785-1
Merged-chr6-99452798-17	chr6	99452641	99452947	+	0.000	0.000	Merged-chr6-99452798-17
Merged-chr16-97357077-45	chr16	97356400	97357662	+	0.000	0.000	Merged-chr16-97357077-45
Merged-chr16-43303663-37	chr16	43303329	43304050	+	0.000	0.000	Merged-chr16-43303663-37
Merged-chr14-14716073-16	chr14	14715922	14716259	+	0.000	0.000	Merged-chr14-14716073-16
Merged-chr12-14151387-9	chr12	14151041	14151748	+	0.000	0.000	Merged-chr12-14151387-9
Merged-chr11-69766217-75	chr11	69765958	69766711	+	0.000	0.000	Merged-chr11-69766217-75
Merged-chr7-30321790-4	chr7	30321650	30321924	+	0.000	0.000	Merged-chr7-30321790-4
Merged-chr3-101047810-38	chr3	101047541	101048088	+	0.000	0.000	Merged-chr3-101047810-38
Merged-chr4-102682369-35	chr4	102682113	102682629	+	0.000	0.000	Merged-chr4-102682369-35
Merged-chr10-81230614-44	chr10	81230235	81231071	+	0.000	0.000	Merged-chr10-81230614-44
Merged-chr15-28025754-115	chr15	28025484	28026218	+	0.000	0.000	Merged-chr15-28025754-115
Merged-chr9-57956511-1	chr9	57956413	57956611	+	0.000	0.000	Merged-chr9-57956511-1
Merged-chr3-129863927-12	chr3	129863766	129864070	+	0.000	0.000	Merged-chr3-129863927-12
Merged-chr5-144277272-14	chr5	144277053	144277604	+	0.000	0.000	Merged-chr5-144277272-14
Merged-chr10-17775311-43	chr10	17775117	17775553	+	0.000	0.000	Merged-chr10-17775311-43
Merged-chr4-33077316-4	chr4	33077187	33077447	+	0.000	0.000	Merged-chr4-33077316-4
Merged-chr15-6578239-14	chr15	6578025	6578465	+	0.000	0.000	Merged-chr15-6578239-14
Merged-chr11-61142505-33	chr11	61142196	61142729	+	0.000	0.000	Merged-chr11-61142505-33
Merged-chr19-5793940-3	chr19	5793818	5794053	+	0.000	0.000	Merged-chr19-5793940-3
Merged-chr8-111578108-20	chr8	111577913	111578294	+	0.000	0.000	Merged-chr8-111578108-20
Merged-chr3-84259792-61	chr3	84259481	84260076	+	0.000	0.000	Merged-chr3-84259792-61
Merged-chr16-35781109-15	chr16	35780931	35781347	+	0.000	0.000	Merged-chr16-35781109-15
Merged-chr15-73051397-2	chr15	73051295	73051501	+	0.000	0.000	Merged-chr15-73051397-2
Merged-chr16-25466054-6	chr16	25465859	25466275	+	0.000	0.000	Merged-chr16-25466054-6
Merged-chr13-95563885-30	chr13	95563690	95564068	+	0.000	0.000	Merged-chr13-95563885-30
Merged-chr14-30273182-14	chr14	30272993	30273390	+	0.000	0.000	Merged-chr14-30273182-14
Merged-chr15-83594675-99	chr15	83593935	83595202	+	0.000	0.000	Merged-chr15-83594675-99
Merged-chr7-64058117-33	chr7	64057806	64058470	+	0.000	0.000	Merged-chr7-64058117-33
Merged-chr9-14385894-14	chr9	14385663	14386161	+	0.000	0.000	Merged-chr9-14385894-14
Merged-chr12-112617493-30	chr12	112617184	112617936	+	0.000	0.000	Merged-chr12-112617493-30
Merged-chr10-60245274-29	chr10	60245090	60245486	+	0.000	0.000	Merged-chr10-60245274-29
Merged-chr8-45410262-39	chr8	45409956	45410574	+	0.000	0.000	Merged-chr8-45410262-39
Merged-chr3-89912331-1	chr3	89912233	89912431	+	0.000	0.000	Merged-chr3-89912331-1
Merged-chr12-41097614-20	chr12	41097430	41097876	+	0.000	0.000	Merged-chr12-41097614-20
Merged-chr1-155163743-14	chr1	155163590	155163912	+	0.000	0.000	Merged-chr1-155163743-14
Merged-chr11-19830002-1	chr11	19829904	19830102	+	0.000	0.000	Merged-chr11-19830002-1
Merged-chr13-112464481-1	chr13	112464383	112464581	+	0.000	0.000	Merged-chr13-112464481-1
Merged-chr9-56139301-1	chr9	56139203	56139401	+	0.000	0.000	Merged-chr9-56139301-1
Merged-chr11-84073104-12	chr11	84072902	84073323	+	0.000	0.000	Merged-chr11-84073104-12
Merged-chr4-154942654-46	chr4	154942334	154942927	+	0.000	0.000	Merged-chr4-154942654-46
Merged-chr14-61681913-6	chr14	61681698	61682072	+	0.000	0.000	Merged-chr14-61681913-6
Merged-chr16-97319688-5	chr16	97319568	97319806	+	0.000	0.000	Merged-chr16-97319688-5
Merged-chr11-6658459-18	chr11	6658313	6658701	+	0.000	0.000	Merged-chr11-6658459-18
Merged-chr7-139388959-78	chr7	139388707	139389166	+	0.000	0.000	Merged-chr7-139388959-78
Merged-chr18-80048002-3	chr18	80047819	80048193	+	0.000	0.000	Merged-chr18-80048002-3
Merged-chr5-122995076-1	chr5	122994978	122995176	+	0.000	0.000	Merged-chr5-122995076-1
Merged-chr6-116628813-88	chr6	116628450	116629137	+	0.000	0.000	Merged-chr6-116628813-88
Merged-chr17-9031806-57	chr17	9031396	9032260	+	0.000	0.000	Merged-chr17-9031806-57
Merged-chr12-85703718-17	chr12	85703497	85704017	+	0.000	0.000	Merged-chr12-85703718-17
Merged-chr16-25426499-60	chr16	25426232	25426706	+	0.000	0.000	Merged-chr16-25426499-60
Merged-chr10-43479514-117	chr10	43479105	43480139	+	0.000	0.000	Merged-chr10-43479514-117
Merged-chr6-94672644-32	chr6	94672427	94672918	+	0.000	0.000	Merged-chr6-94672644-32
Merged-chr7-120796607-11	chr7	120796460	120796781	+	0.000	0.000	Merged-chr7-120796607-11
Merged-chr9-96167406-22	chr9	96167220	96167620	+	0.000	0.000	Merged-chr9-96167406-22
Merged-chr7-99450884-18	chr7	99450586	99451097	+	0.000	0.000	Merged-chr7-99450884-18
Merged-chr11-78178287-75	chr11	78177938	78178585	+	0.000	0.000	Merged-chr11-78178287-75
Merged-chr12-15814780-9	chr12	15814555	15814985	+	0.000	0.000	Merged-chr12-15814780-9
Merged-chr3-101884248-30	chr3	101883957	101884589	+	0.000	0.000	Merged-chr3-101884248-30
Merged-chr13-44852207-8	chr13	44851986	44852426	+	0.000	0.000	Merged-chr13-44852207-8
Merged-chr6-41550135-1	chr6	41550037	41550235	+	0.000	0.000	Merged-chr6-41550135-1
Merged-chr4-152136601-1	chr4	152136503	152136701	+	0.000	0.000	Merged-chr4-152136601-1
Merged-chr9-102867048-29	chr9	102866841	102867307	+	0.000	0.000	Merged-chr9-102867048-29
Merged-chr7-12781138-1	chr7	12781040	12781238	+	0.000	0.000	Merged-chr7-12781138-1
Merged-chr5-105113343-1	chr5	105113245	105113443	+	0.000	0.000	Merged-chr5-105113343-1
Merged-chr5-65889163-36	chr5	65888806	65889433	+	0.000	0.000	Merged-chr5-65889163-36
Merged-chr1-61139626-38	chr1	61139270	61140138	+	0.000	0.000	Merged-chr1-61139626-38
Merged-chr10-121310216-10	chr10	121309921	121310407	+	0.000	0.000	Merged-chr10-121310216-10
Merged-chr10-60077857-9	chr10	60077704	60078036	+	0.000	0.000	Merged-chr10-60077857-9
Merged-chr3-129602465-51	chr3	129602170	129602693	+	0.000	0.000	Merged-chr3-129602465-51
Merged-chr4-6883364-1	chr4	6883266	6883464	+	0.000	0.000	Merged-chr4-6883364-1
Merged-chr9-62536828-26	chr9	62536619	62537068	+	0.000	0.000	Merged-chr9-62536828-26
Merged-chr6-134274107-38	chr6	134273817	134274329	+	0.000	0.000	Merged-chr6-134274107-38
Merged-chr6-99322712-4	chr6	99322587	99322849	+	0.000	0.000	Merged-chr6-99322712-4
