#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_II--ATAC_peaks.bed all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh.dn.bed
Merged-chr2-60904375-31	chr2	60904157	60904704	+	0.000	0.000	Merged-chr2-60904375-31
Merged-chr15-31258443-11	chr15	31258209	31258746	+	0.000	0.000	Merged-chr15-31258443-11
Merged-chr2-152810370-23	chr2	152810090	152810637	+	0.000	0.000	Merged-chr2-152810370-23
Merged-chr16-32277767-74	chr16	32277451	32278145	+	0.000	0.000	Merged-chr16-32277767-74
Merged-chr11-98972338-11	chr11	98972203	98972528	+	0.000	0.000	Merged-chr11-98972338-11
Merged-chr13-55327829-51	chr13	55327580	55328043	+	0.000	0.000	Merged-chr13-55327829-51
Merged-chr4-15504943-2	chr4	15504817	15505071	+	0.000	0.000	Merged-chr4-15504943-2
Merged-chr1-120093723-41	chr1	120093349	120094016	+	0.000	0.000	Merged-chr1-120093723-41
Merged-chr13-52973678-1	chr13	52973580	52973778	+	0.000	0.000	Merged-chr13-52973678-1
Merged-chr11-69070779-53	chr11	69070561	69070981	+	0.000	0.000	Merged-chr11-69070779-53
Merged-chr10-40192592-2	chr10	40192444	40192743	+	0.000	0.000	Merged-chr10-40192592-2
Merged-chr2-121511602-35	chr2	121511396	121511789	+	0.000	0.000	Merged-chr2-121511602-35
Merged-chr19-40666029-20	chr19	40665863	40666210	+	0.000	0.000	Merged-chr19-40666029-20
Merged-chr2-132846803-64	chr2	132846489	132847303	+	0.000	0.000	Merged-chr2-132846803-64
Merged-chr4-145268299-20	chr4	145268057	145268549	+	0.000	0.000	Merged-chr4-145268299-20
Merged-chr1-134963108-4	chr1	134963001	134963222	+	0.000	0.000	Merged-chr1-134963108-4
Merged-chr3-19310528-16	chr3	19310079	19310756	+	0.000	0.000	Merged-chr3-19310528-16
Merged-chr3-89101941-62	chr3	89101687	89102208	+	0.000	0.000	Merged-chr3-89101941-62
Merged-chr6-128993036-49	chr6	128992786	128993566	+	0.000	0.000	Merged-chr6-128993036-49
Merged-chr5-21036346-2	chr5	21036242	21036453	+	0.000	0.000	Merged-chr5-21036346-2
Merged-chr19-40711719-10	chr19	40711545	40711897	+	0.000	0.000	Merged-chr19-40711719-10
Merged-chr2-25186459-2	chr2	25186361	25186560	+	0.000	0.000	Merged-chr2-25186459-2
Merged-chr13-115230665-32	chr13	115230394	115230907	+	0.000	0.000	Merged-chr13-115230665-32
Merged-chr2-18519177-24	chr2	18518952	18519435	+	0.000	0.000	Merged-chr2-18519177-24
Merged-chr18-66447922-43	chr18	66447711	66448131	+	0.000	0.000	Merged-chr18-66447922-43
Merged-chr15-80602759-36	chr15	80602511	80602994	+	0.000	0.000	Merged-chr15-80602759-36
Merged-chr13-23685405-2	chr13	23685250	23685563	+	0.000	0.000	Merged-chr13-23685405-2
Merged-chr3-59277984-20	chr3	59277667	59278270	+	0.000	0.000	Merged-chr3-59277984-20
Merged-chr11-55386598-21	chr11	55386443	55386774	+	0.000	0.000	Merged-chr11-55386598-21
Merged-chr1-33670063-93	chr1	33669745	33670279	+	0.000	0.000	Merged-chr1-33670063-93
Merged-chr18-71211954-17	chr18	71211703	71212171	+	0.000	0.000	Merged-chr18-71211954-17
Merged-chr6-113669430-31	chr6	113669237	113669634	+	0.000	0.000	Merged-chr6-113669430-31
Merged-chr3-108722192-65	chr3	108721604	108722510	+	0.000	0.000	Merged-chr3-108722192-65
Merged-chr7-127142485-2	chr7	127142373	127142599	+	0.000	0.000	Merged-chr7-127142485-2
Merged-chr4-120953872-1	chr4	120953774	120953972	+	0.000	0.000	Merged-chr4-120953872-1
Merged-chr7-67430219-9	chr7	67429925	67430459	+	0.000	0.000	Merged-chr7-67430219-9
Merged-chr4-86612042-62	chr4	86611756	86612303	+	0.000	0.000	Merged-chr4-86612042-62
Merged-chr6-130341255-2	chr6	130341141	130341372	+	0.000	0.000	Merged-chr6-130341255-2
Merged-chr10-117899649-5	chr10	117899507	117899779	+	0.000	0.000	Merged-chr10-117899649-5
Merged-chr5-23712006-2	chr5	23711893	23712121	+	0.000	0.000	Merged-chr5-23712006-2
Merged-chr11-102248943-39	chr11	102248709	102249179	+	0.000	0.000	Merged-chr11-102248943-39
Merged-chr12-73712281-1	chr12	73712183	73712381	+	0.000	0.000	Merged-chr12-73712281-1
Merged-chr17-5885650-6	chr17	5885479	5885788	+	0.000	0.000	Merged-chr17-5885650-6
Merged-chr11-70622499-26	chr11	70622257	70622712	+	0.000	0.000	Merged-chr11-70622499-26
Merged-chr14-73143302-64	chr14	73143105	73143513	+	0.000	0.000	Merged-chr14-73143302-64
Merged-chr10-80629091-37	chr10	80628892	80629309	+	0.000	0.000	Merged-chr10-80629091-37
Merged-chr13-12340700-65	chr13	12340461	12341064	+	0.000	0.000	Merged-chr13-12340700-65
Merged-chr2-45109925-105	chr2	45109220	45110379	+	0.000	0.000	Merged-chr2-45109925-105
Merged-chr12-100871436-2	chr12	100871318	100871556	+	0.000	0.000	Merged-chr12-100871436-2
Merged-chr7-75800890-27	chr7	75800469	75801418	+	0.000	0.000	Merged-chr7-75800890-27
Merged-chrX-101954276-51	chrX	101954026	101954510	+	0.000	0.000	Merged-chrX-101954276-51
Merged-chr15-93272956-59	chr15	93272462	93273443	+	0.000	0.000	Merged-chr15-93272956-59
Merged-chr8-105965531-1	chr8	105965433	105965631	+	0.000	0.000	Merged-chr8-105965531-1
Merged-chr6-54972195-1	chr6	54972097	54972295	+	0.000	0.000	Merged-chr6-54972195-1
Merged-chr13-95593068-48	chr13	95592874	95593266	+	0.000	0.000	Merged-chr13-95593068-48
Merged-chr7-66147863-2	chr7	66147754	66147975	+	0.000	0.000	Merged-chr7-66147863-2
Merged-chr13-32866696-30	chr13	32866387	32866959	+	0.000	0.000	Merged-chr13-32866696-30
Merged-chr5-140208912-49	chr5	140208706	140209163	+	0.000	0.000	Merged-chr5-140208912-49
Merged-chr13-52985661-11	chr13	52985488	52985882	+	0.000	0.000	Merged-chr13-52985661-11
Merged-chr2-31026852-15	chr2	31026665	31027046	+	0.000	0.000	Merged-chr2-31026852-15
Merged-chr12-99406415-11	chr12	99406161	99406659	+	0.000	0.000	Merged-chr12-99406415-11
Merged-chr14-120478110-142	chr14	120477735	120478392	+	0.000	0.000	Merged-chr14-120478110-142
Merged-chr4-57901467-17	chr4	57901261	57901701	+	0.000	0.000	Merged-chr4-57901467-17
Merged-chr15-96745032-27	chr15	96744801	96745281	+	0.000	0.000	Merged-chr15-96745032-27
Merged-chr16-46006437-28	chr16	46006294	46006750	+	0.000	0.000	Merged-chr16-46006437-28
Merged-chr19-53312131-1	chr19	53312033	53312231	+	0.000	0.000	Merged-chr19-53312131-1
Merged-chr12-73626625-1	chr12	73626527	73626725	+	0.000	0.000	Merged-chr12-73626625-1
Merged-chr7-89338758-74	chr7	89338488	89339014	+	0.000	0.000	Merged-chr7-89338758-74
Merged-chr1-130522626-12	chr1	130522411	130522842	+	0.000	0.000	Merged-chr1-130522626-12
Merged-chr16-64851941-100	chr16	64851391	64852349	+	0.000	0.000	Merged-chr16-64851941-100
Merged-chr6-88893669-6	chr6	88893501	88893810	+	0.000	0.000	Merged-chr6-88893669-6
Merged-chr17-35727200-6	chr17	35727022	35727385	+	0.000	0.000	Merged-chr17-35727200-6
Merged-chr17-29275247-8	chr17	29275049	29275394	+	0.000	0.000	Merged-chr17-29275247-8
Merged-chr1-171777224-9	chr1	171777037	171777392	+	0.000	0.000	Merged-chr1-171777224-9
Merged-chr6-128854319-31	chr6	128854071	128854548	+	0.000	0.000	Merged-chr6-128854319-31
Merged-chr3-89485247-8	chr3	89484992	89485389	+	0.000	0.000	Merged-chr3-89485247-8
Merged-chr18-70602929-40	chr18	70602150	70603530	+	0.000	0.000	Merged-chr18-70602929-40
Merged-chr1-172197316-25	chr1	172197093	172197562	+	0.000	0.000	Merged-chr1-172197316-25
Merged-chr10-81545230-68	chr10	81545029	81545530	+	0.000	0.000	Merged-chr10-81545230-68
Merged-chr2-35661146-1	chr2	35661048	35661246	+	0.000	0.000	Merged-chr2-35661146-1
Merged-chr9-44334892-67	chr9	44334534	44335242	+	0.000	0.000	Merged-chr9-44334892-67
Merged-chr12-69413181-34	chr12	69412625	69413673	+	0.000	0.000	Merged-chr12-69413181-34
Merged-chr9-21165207-36	chr9	21164946	21165460	+	0.000	0.000	Merged-chr9-21165207-36
Merged-chr12-73686569-2	chr12	73686443	73686697	+	0.000	0.000	Merged-chr12-73686569-2
Merged-chr1-60566654-83	chr1	60566119	60567043	+	0.000	0.000	Merged-chr1-60566654-83
Merged-chr2-158771297-12	chr2	158771127	158771445	+	0.000	0.000	Merged-chr2-158771297-12
Merged-chr1-153333888-15	chr1	153333654	153334117	+	0.000	0.000	Merged-chr1-153333888-15
Merged-chr1-119675144-21	chr1	119674930	119675382	+	0.000	0.000	Merged-chr1-119675144-21
Merged-chr5-129942507-4	chr5	129942339	129942703	+	0.000	0.000	Merged-chr5-129942507-4
Merged-chr1-151683056-48	chr1	151682724	151683251	+	0.000	0.000	Merged-chr1-151683056-48
Merged-chr8-120887528-5	chr8	120887351	120887687	+	0.000	0.000	Merged-chr8-120887528-5
Merged-chr13-113169608-1	chr13	113169510	113169708	+	0.000	0.000	Merged-chr13-113169608-1
Merged-chr6-128845601-30	chr6	128845425	128845763	+	0.000	0.000	Merged-chr6-128845601-30
Merged-chr7-45742297-105	chr7	45741797	45742742	+	0.000	0.000	Merged-chr7-45742297-105
Merged-chr10-92722301-72	chr10	92722001	92722536	+	0.000	0.000	Merged-chr10-92722301-72
Merged-chr12-25099767-1	chr12	25099669	25099867	+	0.000	0.000	Merged-chr12-25099767-1
Merged-chr2-144337496-16	chr2	144337193	144337763	+	0.000	0.000	Merged-chr2-144337496-16
Merged-chr6-30896699-63	chr6	30896488	30897023	+	0.000	0.000	Merged-chr6-30896699-63
Merged-chr2-151576034-69	chr2	151575715	151576330	+	0.000	0.000	Merged-chr2-151576034-69
Merged-chr1-193263444-4	chr1	193263254	193263684	+	0.000	0.000	Merged-chr1-193263444-4
Merged-chr9-80332405-28	chr9	80332160	80332732	+	0.000	0.000	Merged-chr9-80332405-28
Merged-chr13-32982935-23	chr13	32982711	32983131	+	0.000	0.000	Merged-chr13-32982935-23
Merged-chr7-139208311-46	chr7	139208022	139208579	+	0.000	0.000	Merged-chr7-139208311-46
Merged-chr2-69206155-59	chr2	69205894	69206407	+	0.000	0.000	Merged-chr2-69206155-59
Merged-chr16-78490593-70	chr16	78490196	78490936	+	0.000	0.000	Merged-chr16-78490593-70
Merged-chr7-126619803-23	chr7	126619620	126620091	+	0.000	0.000	Merged-chr7-126619803-23
Merged-chr13-23757090-56	chr13	23756926	23757276	+	0.000	0.000	Merged-chr13-23757090-56
Merged-chr4-57928066-27	chr4	57927785	57928328	+	0.000	0.000	Merged-chr4-57928066-27
Merged-chr9-65587754-55	chr9	65587373	65588241	+	0.000	0.000	Merged-chr9-65587754-55
Merged-chr18-24671113-54	chr18	24670126	24671969	+	0.000	0.000	Merged-chr18-24671113-54
Merged-chr12-69372151-137	chr12	69371732	69372497	+	0.000	0.000	Merged-chr12-69372151-137
Merged-chr7-67451602-26	chr7	67451377	67451870	+	0.000	0.000	Merged-chr7-67451602-26
Merged-chr19-40660119-65	chr19	40659822	40660813	+	0.000	0.000	Merged-chr19-40660119-65
Merged-chr10-54075073-232	chr10	54073776	54075894	+	0.000	0.000	Merged-chr10-54075073-232
Merged-chr5-21038385-17	chr5	21038148	21038698	+	0.000	0.000	Merged-chr5-21038385-17
Merged-chr19-41339315-54	chr19	41339001	41339559	+	0.000	0.000	Merged-chr19-41339315-54
Merged-chr12-76594032-18	chr12	76593775	76594383	+	0.000	0.000	Merged-chr12-76594032-18
Merged-chr7-75807944-1	chr7	75807846	75808044	+	0.000	0.000	Merged-chr7-75807944-1
Merged-chr5-100728924-32	chr5	100728703	100729168	+	0.000	0.000	Merged-chr5-100728924-32
Merged-chr11-115474201-2	chr11	115474047	115474357	+	0.000	0.000	Merged-chr11-115474201-2
Merged-chr6-113669927-36	chr6	113669716	113670139	+	0.000	0.000	Merged-chr6-113669927-36
Merged-chr7-81859257-25	chr7	81859023	81859699	+	0.000	0.000	Merged-chr7-81859257-25
Merged-chr12-73611155-79	chr12	73610782	73611588	+	0.000	0.000	Merged-chr12-73611155-79
Merged-chr2-158723538-101	chr2	158723228	158723879	+	0.000	0.000	Merged-chr2-158723538-101
Merged-chr9-123716405-2	chr9	123716287	123716525	+	0.000	0.000	Merged-chr9-123716405-2
Merged-chr5-43855987-24	chr5	43855731	43856187	+	0.000	0.000	Merged-chr5-43855987-24
Merged-chr1-128058806-11	chr1	128058564	128059017	+	0.000	0.000	Merged-chr1-128058806-11
Merged-chrX-167233516-43	chrX	167233172	167233830	+	0.000	0.000	Merged-chrX-167233516-43
Merged-chr13-113870159-11	chr13	113870043	113870279	+	0.000	0.000	Merged-chr13-113870159-11
Merged-chr4-11887917-34	chr4	11887624	11888242	+	0.000	0.000	Merged-chr4-11887917-34
Merged-chr17-73905403-24	chr17	73905124	73905633	+	0.000	0.000	Merged-chr17-73905403-24
Merged-chr11-100397787-45	chr11	100397465	100398073	+	0.000	0.000	Merged-chr11-100397787-45
Merged-chr13-108329865-29	chr13	108329653	108330151	+	0.000	0.000	Merged-chr13-108329865-29
Merged-chr4-46550580-17	chr4	46550367	46550804	+	0.000	0.000	Merged-chr4-46550580-17
Merged-chr9-54560208-44	chr9	54559931	54560417	+	0.000	0.000	Merged-chr9-54560208-44
Merged-chr1-133691202-2	chr1	133691099	133691307	+	0.000	0.000	Merged-chr1-133691202-2
Merged-chr12-69372911-1	chr12	69372813	69373011	+	0.000	0.000	Merged-chr12-69372911-1
Merged-chr6-119175393-71	chr6	119175069	119175679	+	0.000	0.000	Merged-chr6-119175393-71
Merged-chr11-17005565-1	chr11	17005467	17005665	+	0.000	0.000	Merged-chr11-17005565-1
Merged-chr2-112214822-23	chr2	112214595	112215034	+	0.000	0.000	Merged-chr2-112214822-23
Merged-chr2-165321551-1	chr2	165321453	165321651	+	0.000	0.000	Merged-chr2-165321551-1
Merged-chr8-35208529-7	chr8	35208342	35208688	+	0.000	0.000	Merged-chr8-35208529-7
Merged-chr13-12650448-96	chr13	12650130	12650692	+	0.000	0.000	Merged-chr13-12650448-96
Merged-chr9-78615873-33	chr9	78615603	78616489	+	0.000	0.000	Merged-chr9-78615873-33
Merged-chr5-66137441-17	chr5	66137283	66137579	+	0.000	0.000	Merged-chr5-66137441-17
Merged-chr19-53330209-3	chr19	53330092	53330349	+	0.000	0.000	Merged-chr19-53330209-3
Merged-chr10-54014284-40	chr10	54013883	54014801	+	0.000	0.000	Merged-chr10-54014284-40
Merged-chr16-64829048-3	chr16	64828857	64829211	+	0.000	0.000	Merged-chr16-64829048-3
Merged-chr4-57896765-11	chr4	57896390	57897163	+	0.000	0.000	Merged-chr4-57896765-11
Merged-chr16-46001231-13	chr16	46001099	46001404	+	0.000	0.000	Merged-chr16-46001231-13
Merged-chr2-158728139-1	chr2	158728041	158728239	+	0.000	0.000	Merged-chr2-158728139-1
Merged-chr9-120055592-11	chr9	120055420	120055757	+	0.000	0.000	Merged-chr9-120055592-11
Merged-chr7-112213302-61	chr7	112212919	112213620	+	0.000	0.000	Merged-chr7-112213302-61
Merged-chr8-35205738-9	chr8	35205483	35205933	+	0.000	0.000	Merged-chr8-35205738-9
Merged-chr17-78163485-40	chr17	78163206	78163756	+	0.000	0.000	Merged-chr17-78163485-40
Merged-chr4-145258082-4	chr4	145257861	145258240	+	0.000	0.000	Merged-chr4-145258082-4
Merged-chr1-153300193-56	chr1	153299485	153300792	+	0.000	0.000	Merged-chr1-153300193-56
Merged-chr17-78087139-42	chr17	78086941	78087296	+	0.000	0.000	Merged-chr17-78087139-42
Merged-chr1-33565999-31	chr1	33565824	33566174	+	0.000	0.000	Merged-chr1-33565999-31
Merged-chr2-18403900-7	chr2	18403704	18404085	+	0.000	0.000	Merged-chr2-18403900-7
Merged-chr15-31279779-21	chr15	31279583	31280096	+	0.000	0.000	Merged-chr15-31279779-21
Merged-chr13-33076326-2	chr13	33076223	33076432	+	0.000	0.000	Merged-chr13-33076326-2
Merged-chr7-75848456-56	chr7	75848106	75849008	+	0.000	0.000	Merged-chr7-75848456-56
Merged-chr10-92674127-2	chr10	92674026	92674230	+	0.000	0.000	Merged-chr10-92674127-2
Merged-chr6-97354122-37	chr6	97353818	97354458	+	0.000	0.000	Merged-chr6-97354122-37
Merged-chr5-107078603-5	chr5	107078478	107078741	+	0.000	0.000	Merged-chr5-107078603-5
Merged-chr18-66471661-3	chr18	66471485	66471828	+	0.000	0.000	Merged-chr18-66471661-3
Merged-chr7-75781059-14	chr7	75780908	75781292	+	0.000	0.000	Merged-chr7-75781059-14
Merged-chr11-21234858-7	chr11	21234698	21235062	+	0.000	0.000	Merged-chr11-21234858-7
Merged-chr19-53329659-91	chr19	53329324	53329920	+	0.000	0.000	Merged-chr19-53329659-91
Merged-chr13-21716857-17	chr13	21716641	21717108	+	0.000	0.000	Merged-chr13-21716857-17
Merged-chr5-66165983-46	chr5	66165752	66166243	+	0.000	0.000	Merged-chr5-66165983-46
Merged-chr10-17947676-130	chr10	17947202	17947983	+	0.000	0.000	Merged-chr10-17947676-130
Merged-chr1-170997016-15	chr1	170996779	170997183	+	0.000	0.000	Merged-chr1-170997016-15
Merged-chr19-40679319-124	chr19	40678704	40679674	+	0.000	0.000	Merged-chr19-40679319-124
Merged-chr15-75120360-2	chr15	75120228	75120494	+	0.000	0.000	Merged-chr15-75120360-2
Merged-chr8-35250826-10	chr8	35250547	35251030	+	0.000	0.000	Merged-chr8-35250826-10
Merged-chr12-99394387-2	chr12	99394243	99394534	+	0.000	0.000	Merged-chr12-99394387-2
Merged-chr1-43542582-56	chr1	43542340	43542834	+	0.000	0.000	Merged-chr1-43542582-56
Merged-chr14-105258871-78	chr14	105258674	105259092	+	0.000	0.000	Merged-chr14-105258871-78
Merged-chr18-70632981-16	chr18	70632781	70633241	+	0.000	0.000	Merged-chr18-70632981-16
Merged-chr10-40165050-35	chr10	40164780	40165252	+	0.000	0.000	Merged-chr10-40165050-35
Merged-chr1-119835810-1	chr1	119835712	119835910	+	0.000	0.000	Merged-chr1-119835810-1
Merged-chr8-124259348-23	chr8	124259141	124259513	+	0.000	0.000	Merged-chr8-124259348-23
Merged-chr12-73625605-55	chr12	73624915	73625863	+	0.000	0.000	Merged-chr12-73625605-55
Merged-chr7-142381414-45	chr7	142381197	142381699	+	0.000	0.000	Merged-chr7-142381414-45
Merged-chr6-50400587-31	chr6	50400327	50400886	+	0.000	0.000	Merged-chr6-50400587-31
Merged-chr1-20820206-62	chr1	20819935	20820525	+	0.000	0.000	Merged-chr1-20820206-62
Merged-chr19-18713234-65	chr19	18712984	18713471	+	0.000	0.000	Merged-chr19-18713234-65
Merged-chr13-12334170-11	chr13	12334019	12334356	+	0.000	0.000	Merged-chr13-12334170-11
Merged-chr1-135129445-4	chr1	135129299	135129583	+	0.000	0.000	Merged-chr1-135129445-4
Merged-chr1-172310200-78	chr1	172309913	172310461	+	0.000	0.000	Merged-chr1-172310200-78
Merged-chr18-89176946-25	chr18	89176601	89177380	+	0.000	0.000	Merged-chr18-89176946-25
Merged-chr13-13329214-10	chr13	13329080	13329416	+	0.000	0.000	Merged-chr13-13329214-10
Merged-chr2-164953372-29	chr2	164953000	164953585	+	0.000	0.000	Merged-chr2-164953372-29
Merged-chr5-124028703-2	chr5	124028538	124028871	+	0.000	0.000	Merged-chr5-124028703-2
Merged-chr12-100903895-50	chr12	100903708	100904086	+	0.000	0.000	Merged-chr12-100903895-50
Merged-chr12-16259149-1	chr12	16259051	16259249	+	0.000	0.000	Merged-chr12-16259149-1
Merged-chr15-73523297-26	chr15	73522875	73523549	+	0.000	0.000	Merged-chr15-73523297-26
Merged-chr12-16589670-47	chr12	16589430	16589900	+	0.000	0.000	Merged-chr12-16589670-47
Merged-chr7-67371674-5	chr7	67371549	67371805	+	0.000	0.000	Merged-chr7-67371674-5
Merged-chr1-60913121-3	chr1	60913000	60913233	+	0.000	0.000	Merged-chr1-60913121-3
Merged-chr16-10992753-110	chr16	10992269	10993311	+	0.000	0.000	Merged-chr16-10992753-110
Merged-chr13-4192046-2	chr13	4191921	4192174	+	0.000	0.000	Merged-chr13-4192046-2
Merged-chr2-103668249-32	chr2	103667930	103668501	+	0.000	0.000	Merged-chr2-103668249-32
Merged-chr16-93884510-1	chr16	93884412	93884610	+	0.000	0.000	Merged-chr16-93884510-1
Merged-chr15-80038049-1	chr15	80037951	80038149	+	0.000	0.000	Merged-chr15-80038049-1
Merged-chr18-70569799-1	chr18	70569701	70569899	+	0.000	0.000	Merged-chr18-70569799-1
Merged-chr17-23739826-1	chr17	23739728	23739926	+	0.000	0.000	Merged-chr17-23739826-1
Merged-chr11-101201152-7	chr11	101201016	101201294	+	0.000	0.000	Merged-chr11-101201152-7
Merged-chr10-77623094-1	chr10	77622996	77623194	+	0.000	0.000	Merged-chr10-77623094-1
Merged-chr10-89462110-46	chr10	89461829	89462408	+	0.000	0.000	Merged-chr10-89462110-46
Merged-chr5-120697061-40	chr5	120696652	120697334	+	0.000	0.000	Merged-chr5-120697061-40
Merged-chr9-120057282-6	chr9	120057140	120057420	+	0.000	0.000	Merged-chr9-120057282-6
Merged-chr7-113378054-39	chr7	113377802	113378391	+	0.000	0.000	Merged-chr7-113378054-39
Merged-chr9-45268867-53	chr9	45268090	45269403	+	0.000	0.000	Merged-chr9-45268867-53
Merged-chr13-113866021-18	chr13	113865780	113866198	+	0.000	0.000	Merged-chr13-113866021-18
Merged-chr4-120951059-1	chr4	120950961	120951159	+	0.000	0.000	Merged-chr4-120951059-1
Merged-chr11-83628943-8	chr11	83628718	83629133	+	0.000	0.000	Merged-chr11-83628943-8
Merged-chr18-80280568-28	chr18	80280295	80280811	+	0.000	0.000	Merged-chr18-80280568-28
Merged-chr14-65806099-56	chr14	65805681	65806382	+	0.000	0.000	Merged-chr14-65806099-56
Merged-chr7-88259865-2	chr7	88259700	88260032	+	0.000	0.000	Merged-chr7-88259865-2
Merged-chr17-79296540-2	chr17	79296411	79296672	+	0.000	0.000	Merged-chr17-79296540-2
Merged-chr15-31166801-87	chr15	31166400	31167098	+	0.000	0.000	Merged-chr15-31166801-87
Merged-chr7-75821795-19	chr7	75821589	75822014	+	0.000	0.000	Merged-chr7-75821795-19
Merged-chr15-97825306-48	chr15	97825142	97825548	+	0.000	0.000	Merged-chr15-97825306-48
Merged-chrX-102160370-10	chrX	102160057	102160621	+	0.000	0.000	Merged-chrX-102160370-10
Merged-chr5-32055860-1	chr5	32055762	32055960	+	0.000	0.000	Merged-chr5-32055860-1
Merged-chr6-54120248-58	chr6	54119641	54120652	+	0.000	0.000	Merged-chr6-54120248-58
Merged-chr7-80404319-49	chr7	80403945	80404546	+	0.000	0.000	Merged-chr7-80404319-49
Merged-chr7-128165905-1	chr7	128165807	128166005	+	0.000	0.000	Merged-chr7-128165905-1
Merged-chr12-16591719-49	chr12	16591487	16591940	+	0.000	0.000	Merged-chr12-16591719-49
Merged-chr5-135149423-77	chr5	135149185	135149682	+	0.000	0.000	Merged-chr5-135149423-77
Merged-chr6-122289471-1	chr6	122289373	122289571	+	0.000	0.000	Merged-chr6-122289471-1
Merged-chr17-47793541-32	chr17	47793309	47793780	+	0.000	0.000	Merged-chr17-47793541-32
Merged-chr6-30862532-8	chr6	30862358	30862709	+	0.000	0.000	Merged-chr6-30862532-8
Merged-chr19-53313876-147	chr19	53313161	53314745	+	0.000	0.000	Merged-chr19-53313876-147
Merged-chr18-56358977-40	chr18	56358731	56359258	+	0.000	0.000	Merged-chr18-56358977-40
Merged-chr15-80576638-1	chr15	80576540	80576738	+	0.000	0.000	Merged-chr15-80576638-1
Merged-chr1-21052360-12	chr1	21052165	21052576	+	0.000	0.000	Merged-chr1-21052360-12
Merged-chr1-9850734-3	chr1	9850602	9850877	+	0.000	0.000	Merged-chr1-9850734-3
Merged-chr13-63431477-108	chr13	63431238	63431734	+	0.000	0.000	Merged-chr13-63431477-108
Merged-chr6-128839257-138	chr6	128838892	128839718	+	0.000	0.000	Merged-chr6-128839257-138
Merged-chr11-102245231-11	chr11	102245077	102245383	+	0.000	0.000	Merged-chr11-102245231-11
Merged-chr3-75557381-3	chr3	75557283	75557481	+	0.000	0.000	Merged-chr3-75557381-3
Merged-chr5-8985734-11	chr5	8985555	8985905	+	0.000	0.000	Merged-chr5-8985734-11
Merged-chr17-26886283-27	chr17	26885937	26886482	+	0.000	0.000	Merged-chr17-26886283-27
Merged-chr13-23734534-7	chr13	23734388	23734680	+	0.000	0.000	Merged-chr13-23734534-7
Merged-chr5-107718117-32	chr5	107717931	107718348	+	0.000	0.000	Merged-chr5-107718117-32
Merged-chr6-122743424-8	chr6	122743280	122743609	+	0.000	0.000	Merged-chr6-122743424-8
Merged-chr9-83834539-74	chr9	83834232	83834850	+	0.000	0.000	Merged-chr9-83834539-74
Merged-chr11-57645103-89	chr11	57644810	57645604	+	0.000	0.000	Merged-chr11-57645103-89
Merged-chr1-120197360-57	chr1	120196907	120197671	+	0.000	0.000	Merged-chr1-120197360-57
Merged-chr2-45197380-25	chr2	45196813	45197644	+	0.000	0.000	Merged-chr2-45197380-25
Merged-chr7-66200897-8	chr7	66200682	66201144	+	0.000	0.000	Merged-chr7-66200897-8
Merged-chr13-64150285-13	chr13	64150125	64150404	+	0.000	0.000	Merged-chr13-64150285-13
Merged-chr2-30982189-58	chr2	30982015	30982372	+	0.000	0.000	Merged-chr2-30982189-58
Merged-chr10-110920143-70	chr10	110919777	110920365	+	0.000	0.000	Merged-chr10-110920143-70
Merged-chr8-70618591-1	chr8	70618493	70618691	+	0.000	0.000	Merged-chr8-70618591-1
Merged-chr9-120056363-44	chr9	120056186	120056591	+	0.000	0.000	Merged-chr9-120056363-44
Merged-chr4-145266696-11	chr4	145266492	145266863	+	0.000	0.000	Merged-chr4-145266696-11
Merged-chr14-51098450-32	chr14	51098095	51098717	+	0.000	0.000	Merged-chr14-51098450-32
Merged-chr5-120679894-15	chr5	120679637	120680379	+	0.000	0.000	Merged-chr5-120679894-15
Merged-chr6-51580456-21	chr6	51580292	51580660	+	0.000	0.000	Merged-chr6-51580456-21
Merged-chr8-120807939-5	chr8	120807734	120808122	+	0.000	0.000	Merged-chr8-120807939-5
Merged-chr7-109986340-83	chr7	109986084	109986700	+	0.000	0.000	Merged-chr7-109986340-83
Merged-chr11-21247881-35	chr11	21247451	21248486	+	0.000	0.000	Merged-chr11-21247881-35
Merged-chr6-97701586-2	chr6	97701463	97701711	+	0.000	0.000	Merged-chr6-97701586-2
Merged-chr3-107062583-69	chr3	107061940	107063027	+	0.000	0.000	Merged-chr3-107062583-69
Merged-chr7-110158240-4	chr7	110158092	110158380	+	0.000	0.000	Merged-chr7-110158240-4
Merged-chr16-46008957-18	chr16	46008719	46009188	+	0.000	0.000	Merged-chr16-46008957-18
Merged-chr12-99322326-28	chr12	99322138	99322578	+	0.000	0.000	Merged-chr12-99322326-28
Merged-chr9-80261052-5	chr9	80260915	80261224	+	0.000	0.000	Merged-chr9-80261052-5
Merged-chr16-8830910-11	chr16	8830728	8831138	+	0.000	0.000	Merged-chr16-8830910-11
Merged-chr7-88313151-1	chr7	88313053	88313251	+	0.000	0.000	Merged-chr7-88313151-1
Merged-chr13-6000907-14	chr13	6000362	6001467	+	0.000	0.000	Merged-chr13-6000907-14
