#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-DKO_Tfh_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Tfh_vs_WT_Th1.dn.bed
Merged-chr5-30814661-60	chr5	30814330	30815108	+	0.000	0.000	Merged-chr5-30814661-60
Merged-chr11-75914004-27	chr11	75913672	75914363	+	0.000	0.000	Merged-chr11-75914004-27
Merged-chr4-155094632-7	chr4	155094469	155094833	+	0.000	0.000	Merged-chr4-155094632-7
Merged-chr9-102792084-52	chr9	102791886	102792254	+	0.000	0.000	Merged-chr9-102792084-52
Merged-chr12-85707188-3	chr12	85707006	85707401	+	0.000	0.000	Merged-chr12-85707188-3
Merged-chr12-85944621-1	chr12	85944523	85944721	+	0.000	0.000	Merged-chr12-85944621-1
Merged-chr4-135911703-15	chr4	135911544	135911861	+	0.000	0.000	Merged-chr4-135911703-15
Merged-chr9-110873960-6	chr9	110873844	110874081	+	0.000	0.000	Merged-chr9-110873960-6
Merged-chr11-5219481-13	chr11	5219270	5219662	+	0.000	0.000	Merged-chr11-5219481-13
Merged-chr16-76357413-27	chr16	76357223	76357581	+	0.000	0.000	Merged-chr16-76357413-27
Merged-chr16-17927970-1	chr16	17927872	17928070	+	0.000	0.000	Merged-chr16-17927970-1
Merged-chr1-94147296-7	chr1	94147005	94147537	+	0.000	0.000	Merged-chr1-94147296-7
Merged-chr11-3931934-36	chr11	3931691	3932230	+	0.000	0.000	Merged-chr11-3931934-36
Merged-chr6-125239634-12	chr6	125239298	125239877	+	0.000	0.000	Merged-chr6-125239634-12
Merged-chr2-76128751-102	chr2	76128176	76129391	+	0.000	0.000	Merged-chr2-76128751-102
Merged-chr1-128608288-19	chr1	128608141	128608435	+	0.000	0.000	Merged-chr1-128608288-19
Merged-chr3-84334203-13	chr3	84334015	84334391	+	0.000	0.000	Merged-chr3-84334203-13
Merged-chr9-70203040-1	chr9	70202942	70203140	+	0.000	0.000	Merged-chr9-70203040-1
Merged-chr15-85070702-6	chr15	85070530	85070959	+	0.000	0.000	Merged-chr15-85070702-6
Merged-chr1-125519353-27	chr1	125519062	125519549	+	0.000	0.000	Merged-chr1-125519353-27
Merged-chr9-98333368-51	chr9	98333046	98333625	+	0.000	0.000	Merged-chr9-98333368-51
Merged-chr11-6655201-10	chr11	6655047	6655346	+	0.000	0.000	Merged-chr11-6655201-10
Merged-chr1-192532397-12	chr1	192532134	192532640	+	0.000	0.000	Merged-chr1-192532397-12
Merged-chr9-44515753-69	chr9	44515377	44516315	+	0.000	0.000	Merged-chr9-44515753-69
Merged-chr11-70029581-88	chr11	70029263	70029790	+	0.000	0.000	Merged-chr11-70029581-88
Merged-chr8-84701624-3	chr8	84701446	84701776	+	0.000	0.000	Merged-chr8-84701624-3
Merged-chr2-92434096-58	chr2	92433865	92434382	+	0.000	0.000	Merged-chr2-92434096-58
Merged-chr4-132308791-34	chr4	132308508	132309143	+	0.000	0.000	Merged-chr4-132308791-34
Merged-chr15-100687236-65	chr15	100686841	100687615	+	0.000	0.000	Merged-chr15-100687236-65
Merged-chr2-33215987-37	chr2	33215745	33216269	+	0.000	0.000	Merged-chr2-33215987-37
Merged-chr2-117365079-1	chr2	117364981	117365179	+	0.000	0.000	Merged-chr2-117365079-1
Merged-chr11-3198164-25	chr11	3197781	3198597	+	0.000	0.000	Merged-chr11-3198164-25
Merged-chrX-165825546-1	chrX	165825448	165825646	+	0.000	0.000	Merged-chrX-165825546-1
Merged-chr3-89876737-10	chr3	89876565	89876993	+	0.000	0.000	Merged-chr3-89876737-10
Merged-chr16-43979802-105	chr16	43979501	43980222	+	0.000	0.000	Merged-chr16-43979802-105
Merged-chr1-69548718-45	chr1	69548407	69548966	+	0.000	0.000	Merged-chr1-69548718-45
Merged-chr7-19816986-25	chr7	19816789	19817139	+	0.000	0.000	Merged-chr7-19816986-25
Merged-chr11-6562547-9	chr11	6562368	6562724	+	0.000	0.000	Merged-chr11-6562547-9
Merged-chr10-95969946-19	chr10	95969716	95970193	+	0.000	0.000	Merged-chr10-95969946-19
Merged-chr4-150556629-40	chr4	150556408	150556905	+	0.000	0.000	Merged-chr4-150556629-40
Merged-chr6-125266545-17	chr6	125266198	125266880	+	0.000	0.000	Merged-chr6-125266545-17
Merged-chr11-106160193-191	chr11	106159344	106161166	+	0.000	0.000	Merged-chr11-106160193-191
Merged-chrX-12153627-30	chrX	12153392	12153922	+	0.000	0.000	Merged-chrX-12153627-30
Merged-chr15-61984586-7	chr15	61984433	61984704	+	0.000	0.000	Merged-chr15-61984586-7
Merged-chr6-143176847-16	chr6	143176393	143177186	+	0.000	0.000	Merged-chr6-143176847-16
Merged-chr17-46383696-57	chr17	46383353	46384066	+	0.000	0.000	Merged-chr17-46383696-57
Merged-chr12-8772798-23	chr12	8772310	8773228	+	0.000	0.000	Merged-chr12-8772798-23
Merged-chr4-7112485-9	chr4	7112271	7112662	+	0.000	0.000	Merged-chr4-7112485-9
Merged-chr15-97581834-38	chr15	97581587	97582061	+	0.000	0.000	Merged-chr15-97581834-38
Merged-chr9-22131740-67	chr9	22131361	22132167	+	0.000	0.000	Merged-chr9-22131740-67
Merged-chr18-35874168-47	chr18	35873458	35874844	+	0.000	0.000	Merged-chr18-35874168-47
Merged-chr11-69409995-6	chr11	69409897	69410095	+	0.000	0.000	Merged-chr11-69409995-6
Merged-chr2-33209660-1	chr2	33209562	33209760	+	0.000	0.000	Merged-chr2-33209660-1
Merged-chr16-17934609-13	chr16	17934419	17934784	+	0.000	0.000	Merged-chr16-17934609-13
Merged-chr12-41096290-9	chr12	41096144	41096413	+	0.000	0.000	Merged-chr12-41096290-9
Merged-chr16-89904595-58	chr16	89904089	89904980	+	0.000	0.000	Merged-chr16-89904595-58
Merged-chr15-6570956-4	chr15	6570742	6571179	+	0.000	0.000	Merged-chr15-6570956-4
Merged-chr1-91179704-88	chr1	91179069	91180422	+	0.000	0.000	Merged-chr1-91179704-88
Merged-chr11-53609840-36	chr11	53609561	53610126	+	0.000	0.000	Merged-chr11-53609840-36
Merged-chr1-136683345-27	chr1	136682972	136683783	+	0.000	0.000	Merged-chr1-136683345-27
Merged-chr6-90630640-19	chr6	90630443	90630842	+	0.000	0.000	Merged-chr6-90630640-19
Merged-chr3-68794543-41	chr3	68794134	68794775	+	0.000	0.000	Merged-chr3-68794543-41
Merged-chr2-117335736-33	chr2	117335504	117335952	+	0.000	0.000	Merged-chr2-117335736-33
Merged-chr10-43452431-49	chr10	43452159	43452748	+	0.000	0.000	Merged-chr10-43452431-49
Merged-chr9-118478904-62	chr9	118478435	118479397	+	0.000	0.000	Merged-chr9-118478904-62
Merged-chr11-100695061-1	chr11	100694963	100695161	+	0.000	0.000	Merged-chr11-100695061-1
Merged-chr11-19979475-55	chr11	19979247	19979752	+	0.000	0.000	Merged-chr11-19979475-55
Merged-chr13-104526729-1	chr13	104526631	104526829	+	0.000	0.000	Merged-chr13-104526729-1
Merged-chr4-115101833-38	chr4	115101596	115102118	+	0.000	0.000	Merged-chr4-115101833-38
Merged-chr6-39118137-66	chr6	39117747	39118433	+	0.000	0.000	Merged-chr6-39118137-66
Merged-chr19-57344006-22	chr19	57343781	57344296	+	0.000	0.000	Merged-chr19-57344006-22
Merged-chr6-147604597-1	chr6	147604499	147604697	+	0.000	0.000	Merged-chr6-147604597-1
Merged-chr13-112289570-28	chr13	112289336	112289906	+	0.000	0.000	Merged-chr13-112289570-28
Merged-chr7-64101971-35	chr7	64101649	64102224	+	0.000	0.000	Merged-chr7-64101971-35
Merged-chr12-102439750-49	chr12	102439565	102439960	+	0.000	0.000	Merged-chr12-102439750-49
Merged-chr19-34287520-29	chr19	34287209	34288059	+	0.000	0.000	Merged-chr19-34287520-29
Merged-chr19-34527201-67	chr19	34526837	34527638	+	0.000	0.000	Merged-chr19-34527201-67
Merged-chr18-54970177-21	chr18	54969959	54970367	+	0.000	0.000	Merged-chr18-54970177-21
Merged-chr14-57424023-80	chr14	57423776	57424266	+	0.000	0.000	Merged-chr14-57424023-80
Merged-chr5-103443130-4	chr5	103443016	103443242	+	0.000	0.000	Merged-chr5-103443130-4
Merged-chr8-111573415-1	chr8	111573317	111573515	+	0.000	0.000	Merged-chr8-111573415-1
Merged-chr4-137856097-2	chr4	137855990	137856207	+	0.000	0.000	Merged-chr4-137856097-2
Merged-chr8-111570424-39	chr8	111569985	111570831	+	0.000	0.000	Merged-chr8-111570424-39
Merged-chr19-32147779-18	chr19	32147599	32147998	+	0.000	0.000	Merged-chr19-32147779-18
Merged-chr4-134734669-83	chr4	134734465	134734901	+	0.000	0.000	Merged-chr4-134734669-83
Merged-chr15-10981797-77	chr15	10981563	10982026	+	0.000	0.000	Merged-chr15-10981797-77
Merged-chr2-6322787-80	chr2	6322369	6323084	+	0.000	0.000	Merged-chr2-6322787-80
Merged-chr15-97964061-82	chr15	97963772	97964433	+	0.000	0.000	Merged-chr15-97964061-82
Merged-chr12-17544915-80	chr12	17544527	17545500	+	0.000	0.000	Merged-chr12-17544915-80
Merged-chr14-52338882-26	chr14	52338641	52339120	+	0.000	0.000	Merged-chr14-52338882-26
Merged-chr5-114444156-63	chr5	114443900	114444379	+	0.000	0.000	Merged-chr5-114444156-63
Merged-chr9-56927767-1	chr9	56927669	56927867	+	0.000	0.000	Merged-chr9-56927767-1
Merged-chr17-28204490-5	chr17	28204338	28204686	+	0.000	0.000	Merged-chr17-28204490-5
Merged-chr2-91962990-14	chr2	91962766	91963279	+	0.000	0.000	Merged-chr2-91962990-14
Merged-chr2-32771998-3	chr2	32771805	32772194	+	0.000	0.000	Merged-chr2-32771998-3
Merged-chr11-94243595-44	chr11	94243069	94243964	+	0.000	0.000	Merged-chr11-94243595-44
Merged-chr2-72157784-1	chr2	72157686	72157884	+	0.000	0.000	Merged-chr2-72157784-1
Merged-chr7-35991280-23	chr7	35990838	35991660	+	0.000	0.000	Merged-chr7-35991280-23
Merged-chr12-24597937-3	chr12	24597834	24598046	+	0.000	0.000	Merged-chr12-24597937-3
Merged-chr7-25120558-69	chr7	25119705	25121131	+	0.000	0.000	Merged-chr7-25120558-69
Merged-chr1-192742211-3	chr1	192742081	192742332	+	0.000	0.000	Merged-chr1-192742211-3
Merged-chr7-44901527-50	chr7	44901281	44901789	+	0.000	0.000	Merged-chr7-44901527-50
Merged-chr10-13034992-1	chr10	13034894	13035092	+	0.000	0.000	Merged-chr10-13034992-1
Merged-chr15-86059435-1	chr15	86059337	86059535	+	0.000	0.000	Merged-chr15-86059435-1
Merged-chr6-128808713-29	chr6	128808548	128808902	+	0.000	0.000	Merged-chr6-128808713-29
Merged-chr4-149187826-9	chr4	149187700	149187971	+	0.000	0.000	Merged-chr4-149187826-9
Merged-chr8-69832557-54	chr8	69832302	69832855	+	0.000	0.000	Merged-chr8-69832557-54
Merged-chr14-7978426-12	chr14	7978279	7978551	+	0.000	0.000	Merged-chr14-7978426-12
Merged-chr15-97963529-3	chr15	97963400	97963648	+	0.000	0.000	Merged-chr15-97963529-3
Merged-chr6-99432188-11	chr6	99431984	99432496	+	0.000	0.000	Merged-chr6-99432188-11
Merged-chr12-17694868-27	chr12	17694630	17695228	+	0.000	0.000	Merged-chr12-17694868-27
Merged-chr3-138753245-27	chr3	138752913	138753484	+	0.000	0.000	Merged-chr3-138753245-27
Merged-chr6-99520537-2	chr6	99520430	99520646	+	0.000	0.000	Merged-chr6-99520537-2
Merged-chr19-24140686-8	chr19	24140389	24140930	+	0.000	0.000	Merged-chr19-24140686-8
Merged-chr11-105180803-1	chr11	105180705	105180903	+	0.000	0.000	Merged-chr11-105180803-1
Merged-chr2-18957647-16	chr2	18957405	18958031	+	0.000	0.000	Merged-chr2-18957647-16
Merged-chrX-151096457-56	chrX	151096091	151096763	+	0.000	0.000	Merged-chrX-151096457-56
Merged-chr9-85860691-1	chr9	85860593	85860791	+	0.000	0.000	Merged-chr9-85860691-1
Merged-chr12-36439593-19	chr12	36439418	36439762	+	0.000	0.000	Merged-chr12-36439593-19
Merged-chr10-4346976-29	chr10	4346670	4347242	+	0.000	0.000	Merged-chr10-4346976-29
Merged-chr19-34248805-20	chr19	34248568	34249029	+	0.000	0.000	Merged-chr19-34248805-20
Merged-chr15-86056647-3	chr15	86056530	86056768	+	0.000	0.000	Merged-chr15-86056647-3
Merged-chr6-128807188-11	chr6	128807042	128807313	+	0.000	0.000	Merged-chr6-128807188-11
Merged-chr6-90744095-2	chr6	90743923	90744270	+	0.000	0.000	Merged-chr6-90744095-2
Merged-chr17-87983353-13	chr17	87983114	87983553	+	0.000	0.000	Merged-chr17-87983353-13
Merged-chr1-36264360-59	chr1	36264054	36264592	+	0.000	0.000	Merged-chr1-36264360-59
Merged-chr10-127042794-1	chr10	127042696	127042894	+	0.000	0.000	Merged-chr10-127042794-1
Merged-chr5-125197452-10	chr5	125197255	125197625	+	0.000	0.000	Merged-chr5-125197452-10
Merged-chr3-87756186-16	chr3	87756020	87756368	+	0.000	0.000	Merged-chr3-87756186-16
Merged-chr14-14716073-16	chr14	14715922	14716259	+	0.000	0.000	Merged-chr14-14716073-16
Merged-chr11-69766217-75	chr11	69765958	69766711	+	0.000	0.000	Merged-chr11-69766217-75
Merged-chr11-75962033-17	chr11	75961745	75962202	+	0.000	0.000	Merged-chr11-75962033-17
Merged-chr10-80102665-37	chr10	80102209	80102900	+	0.000	0.000	Merged-chr10-80102665-37
Merged-chr3-101047810-38	chr3	101047541	101048088	+	0.000	0.000	Merged-chr3-101047810-38
Merged-chr13-112466287-1	chr13	112466189	112466387	+	0.000	0.000	Merged-chr13-112466287-1
Merged-chr10-81230614-44	chr10	81230235	81231071	+	0.000	0.000	Merged-chr10-81230614-44
Merged-chr9-57956511-1	chr9	57956413	57956611	+	0.000	0.000	Merged-chr9-57956511-1
Merged-chr12-76832803-1	chr12	76832705	76832903	+	0.000	0.000	Merged-chr12-76832803-1
Merged-chr5-122614417-50	chr5	122614249	122614659	+	0.000	0.000	Merged-chr5-122614417-50
Merged-chr15-6578239-14	chr15	6578025	6578465	+	0.000	0.000	Merged-chr15-6578239-14
Merged-chr19-5787074-81	chr19	5786551	5787543	+	0.000	0.000	Merged-chr19-5787074-81
Merged-chr11-61142505-33	chr11	61142196	61142729	+	0.000	0.000	Merged-chr11-61142505-33
Merged-chr19-5793940-3	chr19	5793818	5794053	+	0.000	0.000	Merged-chr19-5793940-3
Merged-chr1-128831902-22	chr1	128831556	128832115	+	0.000	0.000	Merged-chr1-128831902-22
Merged-chr12-85661084-38	chr12	85660858	85661337	+	0.000	0.000	Merged-chr12-85661084-38
Merged-chr3-84259792-61	chr3	84259481	84260076	+	0.000	0.000	Merged-chr3-84259792-61
Merged-chr5-110101957-4	chr5	110101783	110102123	+	0.000	0.000	Merged-chr5-110101957-4
Merged-chr12-83921941-52	chr12	83921711	83922170	+	0.000	0.000	Merged-chr12-83921941-52
Merged-chr15-73051397-2	chr15	73051295	73051501	+	0.000	0.000	Merged-chr15-73051397-2
Merged-chr2-6469352-27	chr2	6469063	6469557	+	0.000	0.000	Merged-chr2-6469352-27
Merged-chr13-95563885-30	chr13	95563690	95564068	+	0.000	0.000	Merged-chr13-95563885-30
Merged-chr15-83594675-99	chr15	83593935	83595202	+	0.000	0.000	Merged-chr15-83594675-99
Merged-chr7-64058117-33	chr7	64057806	64058470	+	0.000	0.000	Merged-chr7-64058117-33
Merged-chr9-14385894-14	chr9	14385663	14386161	+	0.000	0.000	Merged-chr9-14385894-14
Merged-chr12-112617493-30	chr12	112617184	112617936	+	0.000	0.000	Merged-chr12-112617493-30
Merged-chr10-60245274-29	chr10	60245090	60245486	+	0.000	0.000	Merged-chr10-60245274-29
Merged-chr1-155163743-14	chr1	155163590	155163912	+	0.000	0.000	Merged-chr1-155163743-14
Merged-chr11-19830002-1	chr11	19829904	19830102	+	0.000	0.000	Merged-chr11-19830002-1
Merged-chr13-112464481-1	chr13	112464383	112464581	+	0.000	0.000	Merged-chr13-112464481-1
Merged-chr14-61681913-6	chr14	61681698	61682072	+	0.000	0.000	Merged-chr14-61681913-6
Merged-chr17-84466187-53	chr17	84466025	84466399	+	0.000	0.000	Merged-chr17-84466187-53
Merged-chr18-80048002-3	chr18	80047819	80048193	+	0.000	0.000	Merged-chr18-80048002-3
Merged-chr5-122995076-1	chr5	122994978	122995176	+	0.000	0.000	Merged-chr5-122995076-1
Merged-chr17-9031806-57	chr17	9031396	9032260	+	0.000	0.000	Merged-chr17-9031806-57
Merged-chr16-25426499-60	chr16	25426232	25426706	+	0.000	0.000	Merged-chr16-25426499-60
Merged-chr10-43479514-117	chr10	43479105	43480139	+	0.000	0.000	Merged-chr10-43479514-117
Merged-chr9-96167406-22	chr9	96167220	96167620	+	0.000	0.000	Merged-chr9-96167406-22
Merged-chr7-99450884-18	chr7	99450586	99451097	+	0.000	0.000	Merged-chr7-99450884-18
Merged-chr11-78178287-75	chr11	78177938	78178585	+	0.000	0.000	Merged-chr11-78178287-75
Merged-chr3-101884248-30	chr3	101883957	101884589	+	0.000	0.000	Merged-chr3-101884248-30
Merged-chr12-76837684-61	chr12	76837452	76837973	+	0.000	0.000	Merged-chr12-76837684-61
Merged-chr4-154389005-1	chr4	154388907	154389105	+	0.000	0.000	Merged-chr4-154389005-1
Merged-chr2-131508566-1	chr2	131508468	131508666	+	0.000	0.000	Merged-chr2-131508566-1
Merged-chr6-129282412-1	chr6	129282314	129282512	+	0.000	0.000	Merged-chr6-129282412-1
Merged-chr13-63528491-46	chr13	63528262	63528750	+	0.000	0.000	Merged-chr13-63528491-46
Merged-chr16-76373079-131	chr16	76372739	76373445	+	0.000	0.000	Merged-chr16-76373079-131
Merged-chr17-56350875-30	chr17	56350700	56351118	+	0.000	0.000	Merged-chr17-56350875-30
Merged-chr7-12781138-1	chr7	12781040	12781238	+	0.000	0.000	Merged-chr7-12781138-1
Merged-chr5-105113343-1	chr5	105113245	105113443	+	0.000	0.000	Merged-chr5-105113343-1
Merged-chr5-65889163-36	chr5	65888806	65889433	+	0.000	0.000	Merged-chr5-65889163-36
Merged-chr10-121310216-10	chr10	121309921	121310407	+	0.000	0.000	Merged-chr10-121310216-10
Merged-chr17-73142383-41	chr17	73141769	73142825	+	0.000	0.000	Merged-chr17-73142383-41
Merged-chr4-6883364-1	chr4	6883266	6883464	+	0.000	0.000	Merged-chr4-6883364-1
Merged-chr6-99322712-4	chr6	99322587	99322849	+	0.000	0.000	Merged-chr6-99322712-4
Merged-chr10-14040919-9	chr10	14040750	14041143	+	0.000	0.000	Merged-chr10-14040919-9
Merged-chr12-20990440-63	chr12	20990144	20990834	+	0.000	0.000	Merged-chr12-20990440-63
Merged-chr6-128805330-14	chr6	128805163	128805596	+	0.000	0.000	Merged-chr6-128805330-14
Merged-chr6-128766936-56	chr6	128766667	128767221	+	0.000	0.000	Merged-chr6-128766936-56
Merged-chr7-19404013-49	chr7	19403663	19404347	+	0.000	0.000	Merged-chr7-19404013-49
Merged-chr15-66877875-1	chr15	66877777	66877975	+	0.000	0.000	Merged-chr15-66877875-1
Merged-chr18-35887802-1	chr18	35887704	35887902	+	0.000	0.000	Merged-chr18-35887802-1
Merged-chr1-190629246-4	chr1	190629118	190629363	+	0.000	0.000	Merged-chr1-190629246-4
Merged-chr1-138276101-29	chr1	138275903	138276310	+	0.000	0.000	Merged-chr1-138276101-29
Merged-chr1-36282158-44	chr1	36281867	36282422	+	0.000	0.000	Merged-chr1-36282158-44
Merged-chr9-15685378-23	chr9	15685179	15685586	+	0.000	0.000	Merged-chr9-15685378-23
Merged-chr3-121163660-47	chr3	121163440	121163896	+	0.000	0.000	Merged-chr3-121163660-47
Merged-chr15-53354043-25	chr15	53353801	53354272	+	0.000	0.000	Merged-chr15-53354043-25
Merged-chr17-35359572-17	chr17	35359283	35359843	+	0.000	0.000	Merged-chr17-35359572-17
Merged-chr3-130932008-2	chr3	130931892	130932126	+	0.000	0.000	Merged-chr3-130932008-2
Merged-chr7-83742815-34	chr7	83742608	83743044	+	0.000	0.000	Merged-chr7-83742815-34
Merged-chrX-12015103-56	chrX	12014882	12015323	+	0.000	0.000	Merged-chrX-12015103-56
Merged-chr5-123016010-9	chr5	123015819	123016179	+	0.000	0.000	Merged-chr5-123016010-9
Merged-chr2-161271410-1	chr2	161271312	161271510	+	0.000	0.000	Merged-chr2-161271410-1
Merged-chr11-4821770-4	chr11	4821603	4821921	+	0.000	0.000	Merged-chr11-4821770-4
Merged-chrX-12159655-2	chrX	12159499	12159814	+	0.000	0.000	Merged-chrX-12159655-2
Merged-chr2-30545189-38	chr2	30544973	30545441	+	0.000	0.000	Merged-chr2-30545189-38
Merged-chr10-67483633-46	chr10	67483345	67484033	+	0.000	0.000	Merged-chr10-67483633-46
Merged-chr1-165642274-129	chr1	165641994	165642897	+	0.000	0.000	Merged-chr1-165642274-129
Merged-chr15-61988003-29	chr15	61987720	61988240	+	0.000	0.000	Merged-chr15-61988003-29
Merged-chr11-19965912-13	chr11	19965710	19966112	+	0.000	0.000	Merged-chr11-19965912-13
Merged-chr10-67727735-22	chr10	67727532	67727950	+	0.000	0.000	Merged-chr10-67727735-22
Merged-chr11-117136064-7	chr11	117135915	117136210	+	0.000	0.000	Merged-chr11-117136064-7
Merged-chr12-15896851-37	chr12	15896526	15897296	+	0.000	0.000	Merged-chr12-15896851-37
Merged-chr18-55055827-13	chr18	55055673	55055979	+	0.000	0.000	Merged-chr18-55055827-13
Merged-chr4-150029862-9	chr4	150029641	150030015	+	0.000	0.000	Merged-chr4-150029862-9
Merged-chr13-112343316-26	chr13	112343096	112343552	+	0.000	0.000	Merged-chr13-112343316-26
Merged-chr17-46388393-29	chr17	46388181	46388540	+	0.000	0.000	Merged-chr17-46388393-29
Merged-chr9-118476509-3	chr9	118476312	118476757	+	0.000	0.000	Merged-chr9-118476509-3
Merged-chr17-31061034-42	chr17	31060813	31061245	+	0.000	0.000	Merged-chr17-31061034-42
Merged-chr9-61722013-20	chr9	61721728	61722337	+	0.000	0.000	Merged-chr9-61722013-20
Merged-chr6-147605427-1	chr6	147605329	147605527	+	0.000	0.000	Merged-chr6-147605427-1
Merged-chr16-97358428-1	chr16	97358330	97358528	+	0.000	0.000	Merged-chr16-97358428-1
Merged-chr9-22132302-2	chr9	22132185	22132421	+	0.000	0.000	Merged-chr9-22132302-2
Merged-chr12-80168403-35	chr12	80168234	80168668	+	0.000	0.000	Merged-chr12-80168403-35
Merged-chr6-99420809-31	chr6	99420635	99421047	+	0.000	0.000	Merged-chr6-99420809-31
Merged-chr5-34187827-64	chr5	34187539	34188128	+	0.000	0.000	Merged-chr5-34187827-64
Merged-chr3-86103938-30	chr3	86103589	86104250	+	0.000	0.000	Merged-chr3-86103938-30
Merged-chr12-102385010-23	chr12	102384827	102385243	+	0.000	0.000	Merged-chr12-102385010-23
Merged-chr10-80932518-7	chr10	80932265	80932824	+	0.000	0.000	Merged-chr10-80932518-7
Merged-chr9-61708026-57	chr9	61707625	61708231	+	0.000	0.000	Merged-chr9-61708026-57
Merged-chr16-89938532-48	chr16	89938276	89938749	+	0.000	0.000	Merged-chr16-89938532-48
Merged-chr5-107201705-60	chr5	107201001	107202273	+	0.000	0.000	Merged-chr5-107201705-60
Merged-chr3-129588899-30	chr3	129588599	129589173	+	0.000	0.000	Merged-chr3-129588899-30
Merged-chr11-4848919-5	chr11	4848738	4849134	+	0.000	0.000	Merged-chr11-4848919-5
Merged-chr13-112356222-16	chr13	112356005	112356447	+	0.000	0.000	Merged-chr13-112356222-16
Merged-chr10-13059290-1	chr10	13059192	13059390	+	0.000	0.000	Merged-chr10-13059290-1
Merged-chr13-92631343-15	chr13	92631172	92631556	+	0.000	0.000	Merged-chr13-92631343-15
Merged-chr4-154927334-11	chr4	154927155	154927577	+	0.000	0.000	Merged-chr4-154927334-11
Merged-chr2-174615012-4	chr2	174614877	174615169	+	0.000	0.000	Merged-chr2-174615012-4
Merged-chr14-30184705-37	chr14	30184400	30184917	+	0.000	0.000	Merged-chr14-30184705-37
Merged-chr15-72742645-6	chr15	72742464	72742804	+	0.000	0.000	Merged-chr15-72742645-6
Merged-chr16-90181555-14	chr16	90181295	90181805	+	0.000	0.000	Merged-chr16-90181555-14
Merged-chr18-50010771-2	chr18	50010598	50010947	+	0.000	0.000	Merged-chr18-50010771-2
Merged-chr3-138746730-15	chr3	138746553	138746903	+	0.000	0.000	Merged-chr3-138746730-15
Merged-chr6-48802126-31	chr6	48801970	48802386	+	0.000	0.000	Merged-chr6-48802126-31
Merged-chr10-14207893-35	chr10	14207597	14208246	+	0.000	0.000	Merged-chr10-14207893-35
Merged-chr6-59416631-1	chr6	59416533	59416731	+	0.000	0.000	Merged-chr6-59416631-1
Merged-chr19-38812374-10	chr19	38812089	38812655	+	0.000	0.000	Merged-chr19-38812374-10
Merged-chr13-48513320-57	chr13	48513063	48513617	+	0.000	0.000	Merged-chr13-48513320-57
Merged-chr15-6603804-8	chr15	6603592	6603964	+	0.000	0.000	Merged-chr15-6603804-8
Merged-chr7-99535755-146	chr7	99535509	99536118	+	0.000	0.000	Merged-chr7-99535755-146
Merged-chr19-4230533-1	chr19	4230435	4230633	+	0.000	0.000	Merged-chr19-4230533-1
Merged-chr11-71033460-26	chr11	71033086	71033713	+	0.000	0.000	Merged-chr11-71033460-26
Merged-chr12-54192129-39	chr12	54191901	54192400	+	0.000	0.000	Merged-chr12-54192129-39
Merged-chr14-30249773-45	chr14	30249410	30250123	+	0.000	0.000	Merged-chr14-30249773-45
Merged-chr3-138861130-9	chr3	138860885	138861433	+	0.000	0.000	Merged-chr3-138861130-9
Merged-chr9-118674693-5	chr9	118674546	118674819	+	0.000	0.000	Merged-chr9-118674693-5
Merged-chr10-17733283-32	chr10	17733100	17733522	+	0.000	0.000	Merged-chr10-17733283-32
Merged-chr1-86154641-52	chr1	86154445	86154901	+	0.000	0.000	Merged-chr1-86154641-52
Merged-chr1-180226273-94	chr1	180226016	180226529	+	0.000	0.000	Merged-chr1-180226273-94
Merged-chr6-99028336-69	chr6	99027856	99028920	+	0.000	0.000	Merged-chr6-99028336-69
Merged-chr2-169690138-4	chr2	169689986	169690285	+	0.000	0.000	Merged-chr2-169690138-4
Merged-chr2-113234652-8	chr2	113234477	113234851	+	0.000	0.000	Merged-chr2-113234652-8
Merged-chrX-42399563-21	chrX	42399367	42399776	+	0.000	0.000	Merged-chrX-42399563-21
Merged-chr7-128554722-15	chr7	128554526	128554950	+	0.000	0.000	Merged-chr7-128554722-15
Merged-chr2-169636132-1	chr2	169636034	169636232	+	0.000	0.000	Merged-chr2-169636132-1
Merged-chr3-87768982-52	chr3	87768725	87769199	+	0.000	0.000	Merged-chr3-87768982-52
Merged-chr13-112439925-37	chr13	112439419	112440263	+	0.000	0.000	Merged-chr13-112439925-37
Merged-chr7-99374530-9	chr7	99374381	99374679	+	0.000	0.000	Merged-chr7-99374530-9
Merged-chr7-141059970-13	chr7	141059735	141060140	+	0.000	0.000	Merged-chr7-141059970-13
Merged-chr6-37460111-1	chr6	37460013	37460211	+	0.000	0.000	Merged-chr6-37460111-1
Merged-chr8-110912208-23	chr8	110911796	110912458	+	0.000	0.000	Merged-chr8-110912208-23
Merged-chr6-124813971-89	chr6	124813687	124814326	+	0.000	0.000	Merged-chr6-124813971-89
Merged-chr1-92058895-31	chr1	92058717	92059062	+	0.000	0.000	Merged-chr1-92058895-31
Merged-chr11-99244239-11	chr11	99244080	99244481	+	0.000	0.000	Merged-chr11-99244239-11
Merged-chr7-35118342-5	chr7	35118115	35118595	+	0.000	0.000	Merged-chr7-35118342-5
