#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_III--ATAC_peaks.bed all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh.up.bed
Merged-chr5-75496770-2	chr5	75496621	75496921	+	0.000	0.000	Merged-chr5-75496770-2
Merged-chr7-4653985-45	chr7	4653741	4654242	+	0.000	0.000	Merged-chr7-4653985-45
Merged-chr12-69461998-25	chr12	69461735	69462247	+	0.000	0.000	Merged-chr12-69461998-25
Merged-chr19-29422492-26	chr19	29422172	29422732	+	0.000	0.000	Merged-chr19-29422492-26
Merged-chr16-94302405-1	chr16	94302307	94302505	+	0.000	0.000	Merged-chr16-94302405-1
Merged-chr13-91484361-55	chr13	91484135	91484570	+	0.000	0.000	Merged-chr13-91484361-55
Merged-chr8-125741645-15	chr8	125741332	125741914	+	0.000	0.000	Merged-chr8-125741645-15
Merged-chr12-113187039-1	chr12	113186941	113187139	+	0.000	0.000	Merged-chr12-113187039-1
Merged-chr9-94670127-81	chr9	94669877	94670333	+	0.000	0.000	Merged-chr9-94670127-81
Merged-chr17-48300764-89	chr17	48300059	48301290	+	0.000	0.000	Merged-chr17-48300764-89
Merged-chr10-75697186-22	chr10	75696984	75697404	+	0.000	0.000	Merged-chr10-75697186-22
Merged-chr11-97782309-55	chr11	97781997	97782565	+	0.000	0.000	Merged-chr11-97782309-55
Merged-chr6-134189868-22	chr6	134189560	134190228	+	0.000	0.000	Merged-chr6-134189868-22
Merged-chr1-182340856-1	chr1	182340758	182340956	+	0.000	0.000	Merged-chr1-182340856-1
Merged-chr9-44698915-5	chr9	44698780	44699076	+	0.000	0.000	Merged-chr9-44698915-5
Merged-chr1-173409239-24	chr1	173409082	173409393	+	0.000	0.000	Merged-chr1-173409239-24
Merged-chr1-36307925-67	chr1	36307695	36308335	+	0.000	0.000	Merged-chr1-36307925-67
Merged-chr5-75662044-1	chr5	75661946	75662144	+	0.000	0.000	Merged-chr5-75662044-1
Merged-chr9-40345413-1	chr9	40345315	40345513	+	0.000	0.000	Merged-chr9-40345413-1
Merged-chr9-42029038-28	chr9	42028717	42029220	+	0.000	0.000	Merged-chr9-42029038-28
Merged-chr18-60630804-17	chr18	60630632	60630951	+	0.000	0.000	Merged-chr18-60630804-17
Merged-chr9-62412387-14	chr9	62412191	62412606	+	0.000	0.000	Merged-chr9-62412387-14
Merged-chr10-111233803-22	chr10	111233583	111233971	+	0.000	0.000	Merged-chr10-111233803-22
Merged-chr3-95652439-14	chr3	95652234	95652646	+	0.000	0.000	Merged-chr3-95652439-14
Merged-chr19-36522923-59	chr19	36522720	36523199	+	0.000	0.000	Merged-chr19-36522923-59
Merged-chr6-144265830-63	chr6	144265515	144266108	+	0.000	0.000	Merged-chr6-144265830-63
Merged-chr3-95672932-76	chr3	95672718	95673132	+	0.000	0.000	Merged-chr3-95672932-76
Merged-chr4-63842396-65	chr4	63841995	63842784	+	0.000	0.000	Merged-chr4-63842396-65
Merged-chr8-15027363-119	chr8	15027023	15027695	+	0.000	0.000	Merged-chr8-15027363-119
Merged-chr6-144283818-1	chr6	144283720	144283918	+	0.000	0.000	Merged-chr6-144283818-1
Merged-chr17-56289792-1	chr17	56289694	56289892	+	0.000	0.000	Merged-chr17-56289792-1
Merged-chr19-42089340-18	chr19	42089186	42089610	+	0.000	0.000	Merged-chr19-42089340-18
Merged-chrX-166440624-85	chrX	166440338	166441001	+	0.000	0.000	Merged-chrX-166440624-85
Merged-chr19-55098633-1	chr19	55098535	55098733	+	0.000	0.000	Merged-chr19-55098633-1
Merged-chr1-189063556-2	chr1	189063457	189063657	+	0.000	0.000	Merged-chr1-189063556-2
Merged-chr10-82048225-54	chr10	82047983	82048454	+	0.000	0.000	Merged-chr10-82048225-54
Merged-chr9-53381265-58	chr9	53380747	53381483	+	0.000	0.000	Merged-chr9-53381265-58
Merged-chr6-144781870-85	chr6	144781473	144782616	+	0.000	0.000	Merged-chr6-144781870-85
Merged-chr18-64919536-37	chr18	64919217	64919760	+	0.000	0.000	Merged-chr18-64919536-37
Merged-chr4-32250559-148	chr4	32249706	32251245	+	0.000	0.000	Merged-chr4-32250559-148
Merged-chr1-138619546-96	chr1	138619001	138619863	+	0.000	0.000	Merged-chr1-138619546-96
Merged-chr6-121245013-1	chr6	121244915	121245113	+	0.000	0.000	Merged-chr6-121245013-1
Merged-chr11-32000120-91	chr11	31999840	32000510	+	0.000	0.000	Merged-chr11-32000120-91
Merged-chr10-42861528-10	chr10	42861277	42861780	+	0.000	0.000	Merged-chr10-42861528-10
Merged-chr6-121226378-36	chr6	121226072	121226746	+	0.000	0.000	Merged-chr6-121226378-36
Merged-chr15-86022216-4	chr15	86022084	86022353	+	0.000	0.000	Merged-chr15-86022216-4
Merged-chr2-164078012-6	chr2	164077856	164078153	+	0.000	0.000	Merged-chr2-164078012-6
Merged-chr10-53621711-12	chr10	53621564	53621886	+	0.000	0.000	Merged-chr10-53621711-12
Merged-chr9-44720796-15	chr9	44720594	44720989	+	0.000	0.000	Merged-chr9-44720796-15
Merged-chr1-71577265-1	chr1	71577167	71577365	+	0.000	0.000	Merged-chr1-71577265-1
Merged-chr9-58266728-3	chr9	58266609	58266842	+	0.000	0.000	Merged-chr9-58266728-3
Merged-chr10-42869642-22	chr10	42869426	42869860	+	0.000	0.000	Merged-chr10-42869642-22
Merged-chr4-63899190-80	chr4	63898871	63899555	+	0.000	0.000	Merged-chr4-63899190-80
Merged-chr7-108935472-1	chr7	108935374	108935572	+	0.000	0.000	Merged-chr7-108935472-1
Merged-chr1-39904860-8	chr1	39904662	39905037	+	0.000	0.000	Merged-chr1-39904860-8
Merged-chr9-114506532-1	chr9	114506434	114506632	+	0.000	0.000	Merged-chr9-114506532-1
Merged-chr2-77281275-4	chr2	77281142	77281424	+	0.000	0.000	Merged-chr2-77281275-4
Merged-chr2-164074280-54	chr2	164074042	164074750	+	0.000	0.000	Merged-chr2-164074280-54
Merged-chr9-44734669-81	chr9	44733999	44735240	+	0.000	0.000	Merged-chr9-44734669-81
Merged-chr8-78975191-34	chr8	78974792	78975432	+	0.000	0.000	Merged-chr8-78975191-34
Merged-chr16-91387965-13	chr16	91387750	91388208	+	0.000	0.000	Merged-chr16-91387965-13
Merged-chr2-62411627-90	chr2	62411405	62411872	+	0.000	0.000	Merged-chr2-62411627-90
Merged-chr12-112950560-44	chr12	112950261	112950925	+	0.000	0.000	Merged-chr12-112950560-44
Merged-chr1-138590602-27	chr1	138590428	138590770	+	0.000	0.000	Merged-chr1-138590602-27
Merged-chr14-122748042-18	chr14	122747760	122748307	+	0.000	0.000	Merged-chr14-122748042-18
Merged-chr5-150611909-50	chr5	150611651	150612132	+	0.000	0.000	Merged-chr5-150611909-50
Merged-chr9-65346526-108	chr9	65345900	65347073	+	0.000	0.000	Merged-chr9-65346526-108
Merged-chr4-32423825-17	chr4	32423633	32424021	+	0.000	0.000	Merged-chr4-32423825-17
Merged-chr9-59353411-44	chr9	59353113	59353621	+	0.000	0.000	Merged-chr9-59353411-44
Merged-chr1-38693164-1	chr1	38693066	38693264	+	0.000	0.000	Merged-chr1-38693164-1
Merged-chr9-35438818-15	chr9	35438652	35439024	+	0.000	0.000	Merged-chr9-35438818-15
Merged-chr9-94998094-9	chr9	94997922	94998265	+	0.000	0.000	Merged-chr9-94998094-9
Merged-chr2-62351727-1	chr2	62351629	62351827	+	0.000	0.000	Merged-chr2-62351727-1
Merged-chr1-138598338-24	chr1	138598115	138598557	+	0.000	0.000	Merged-chr1-138598338-24
Merged-chr9-44772185-16	chr9	44772030	44772500	+	0.000	0.000	Merged-chr9-44772185-16
Merged-chr4-63928441-11	chr4	63928288	63928647	+	0.000	0.000	Merged-chr4-63928441-11
Merged-chr9-92229541-73	chr9	92229244	92229942	+	0.000	0.000	Merged-chr9-92229541-73
Merged-chr6-134082422-10	chr6	134082269	134082558	+	0.000	0.000	Merged-chr6-134082422-10
Merged-chr8-66861126-149	chr8	66860673	66861946	+	0.000	0.000	Merged-chr8-66861126-149
Merged-chr1-36308829-27	chr1	36308587	36309215	+	0.000	0.000	Merged-chr1-36308829-27
Merged-chr11-79060117-18	chr11	79059936	79060302	+	0.000	0.000	Merged-chr11-79060117-18
Merged-chr3-95664146-32	chr3	95663875	95664515	+	0.000	0.000	Merged-chr3-95664146-32
Merged-chr6-89370714-1	chr6	89370616	89370814	+	0.000	0.000	Merged-chr6-89370714-1
Merged-chr18-80497018-4	chr18	80496863	80497180	+	0.000	0.000	Merged-chr18-80497018-4
Merged-chr5-43827764-2	chr5	43827657	43827874	+	0.000	0.000	Merged-chr5-43827764-2
Merged-chr2-34977109-71	chr2	34976836	34977485	+	0.000	0.000	Merged-chr2-34977109-71
Merged-chr18-64954199-32	chr18	64953920	64954475	+	0.000	0.000	Merged-chr18-64954199-32
Merged-chr3-52296970-1	chr3	52296872	52297070	+	0.000	0.000	Merged-chr3-52296970-1
Merged-chr15-80083424-61	chr15	80083044	80083716	+	0.000	0.000	Merged-chr15-80083424-61
Merged-chr8-125734356-90	chr8	125734006	125734601	+	0.000	0.000	Merged-chr8-125734356-90
Merged-chr19-46040347-17	chr19	46040171	46040547	+	0.000	0.000	Merged-chr19-46040347-17
Merged-chr16-57121649-81	chr16	57121338	57121930	+	0.000	0.000	Merged-chr16-57121649-81
Merged-chr2-32961770-56	chr2	32961500	32961992	+	0.000	0.000	Merged-chr2-32961770-56
Merged-chr12-78219327-13	chr12	78219106	78219538	+	0.000	0.000	Merged-chr12-78219327-13
Merged-chr11-116668498-7	chr11	116668299	116668645	+	0.000	0.000	Merged-chr11-116668498-7
Merged-chr16-10772331-48	chr16	10772059	10772562	+	0.000	0.000	Merged-chr16-10772331-48
Merged-chr9-72089337-6	chr9	72089203	72089508	+	0.000	0.000	Merged-chr9-72089337-6
Merged-chr5-28318116-9	chr5	28317949	28318295	+	0.000	0.000	Merged-chr5-28318116-9
Merged-chr15-31460865-20	chr15	31460598	31461126	+	0.000	0.000	Merged-chr15-31460865-20
Merged-chr15-102722024-72	chr15	102721689	102722391	+	0.000	0.000	Merged-chr15-102722024-72
Merged-chr7-35742502-39	chr7	35742087	35742799	+	0.000	0.000	Merged-chr7-35742502-39
Merged-chr10-127590419-10	chr10	127590218	127590584	+	0.000	0.000	Merged-chr10-127590419-10
Merged-chr12-78351015-40	chr12	78350898	78351126	+	0.000	0.000	Merged-chr12-78351015-40
Merged-chr2-68381486-16	chr2	68381286	68381672	+	0.000	0.000	Merged-chr2-68381486-16
Merged-chr10-42897771-65	chr10	42897477	42898038	+	0.000	0.000	Merged-chr10-42897771-65
Merged-chr19-47854039-1	chr19	47853941	47854139	+	0.000	0.000	Merged-chr19-47854039-1
Merged-chr4-35155649-6	chr4	35155410	35155892	+	0.000	0.000	Merged-chr4-35155649-6
Merged-chr6-144101052-13	chr6	144100793	144101273	+	0.000	0.000	Merged-chr6-144101052-13
Merged-chr3-126660767-126	chr3	126660318	126661358	+	0.000	0.000	Merged-chr3-126660767-126
Merged-chr10-128368814-69	chr10	128368502	128369093	+	0.000	0.000	Merged-chr10-128368814-69
Merged-chr2-13220300-4	chr2	13220166	13220436	+	0.000	0.000	Merged-chr2-13220300-4
Merged-chr5-92318297-5	chr5	92318119	92318461	+	0.000	0.000	Merged-chr5-92318297-5
Merged-chr2-120501154-2	chr2	120501037	120501274	+	0.000	0.000	Merged-chr2-120501154-2
Merged-chr1-191961179-5	chr1	191961019	191961338	+	0.000	0.000	Merged-chr1-191961179-5
Merged-chr3-136043895-1	chr3	136043797	136043995	+	0.000	0.000	Merged-chr3-136043895-1
Merged-chr10-42860924-1	chr10	42860826	42861024	+	0.000	0.000	Merged-chr10-42860924-1
Merged-chr6-83512589-11	chr6	83512402	83512722	+	0.000	0.000	Merged-chr6-83512589-11
Merged-chrX-47985214-5	chrX	47985037	47985360	+	0.000	0.000	Merged-chrX-47985214-5
Merged-chr11-106673872-2	chr11	106673763	106673983	+	0.000	0.000	Merged-chr11-106673872-2
Merged-chr7-73597413-17	chr7	73597245	73597575	+	0.000	0.000	Merged-chr7-73597413-17
Merged-chr11-4261355-31	chr11	4260974	4261531	+	0.000	0.000	Merged-chr11-4261355-31
Merged-chr11-4497649-38	chr11	4497443	4497884	+	0.000	0.000	Merged-chr11-4497649-38
Merged-chr5-150599340-47	chr5	150598793	150599823	+	0.000	0.000	Merged-chr5-150599340-47
Merged-chr19-40831890-3	chr19	40831779	40832018	+	0.000	0.000	Merged-chr19-40831890-3
Merged-chr12-116028294-32	chr12	116028071	116028498	+	0.000	0.000	Merged-chr12-116028294-32
Merged-chr15-9528468-81	chr15	9528086	9529114	+	0.000	0.000	Merged-chr15-9528468-81
Merged-chr16-35919066-70	chr16	35918769	35919573	+	0.000	0.000	Merged-chr16-35919066-70
Merged-chr5-75527470-1	chr5	75527372	75527570	+	0.000	0.000	Merged-chr5-75527470-1
Merged-chr15-100038868-69	chr15	100038482	100039157	+	0.000	0.000	Merged-chr15-100038868-69
Merged-chr5-123394816-86	chr5	123394426	123395105	+	0.000	0.000	Merged-chr5-123394816-86
Merged-chr15-9527309-5	chr15	9527155	9527497	+	0.000	0.000	Merged-chr15-9527309-5
Merged-chr10-80148120-8	chr10	80147857	80148480	+	0.000	0.000	Merged-chr10-80148120-8
Merged-chr14-121931841-19	chr14	121931657	121932104	+	0.000	0.000	Merged-chr14-121931841-19
Merged-chr5-100637307-83	chr5	100636912	100637734	+	0.000	0.000	Merged-chr5-100637307-83
Merged-chr10-95021382-15	chr10	95021198	95021630	+	0.000	0.000	Merged-chr10-95021382-15
Merged-chr3-88491281-8	chr3	88491102	88491464	+	0.000	0.000	Merged-chr3-88491281-8
Merged-chr7-80203762-1	chr7	80203664	80203862	+	0.000	0.000	Merged-chr7-80203762-1
Merged-chr14-121696559-1	chr14	121696461	121696659	+	0.000	0.000	Merged-chr14-121696559-1
Merged-chr9-43240584-2	chr9	43240431	43240739	+	0.000	0.000	Merged-chr9-43240584-2
Merged-chr16-91545855-29	chr16	91545566	91546176	+	0.000	0.000	Merged-chr16-91545855-29
Merged-chr15-25984474-72	chr15	25984114	25984829	+	0.000	0.000	Merged-chr15-25984474-72
Merged-chr10-117688537-15	chr10	117688267	117688703	+	0.000	0.000	Merged-chr10-117688537-15
Merged-chr8-85060180-46	chr8	85059929	85060381	+	0.000	0.000	Merged-chr8-85060180-46
Merged-chr13-117220840-63	chr13	117220454	117221269	+	0.000	0.000	Merged-chr13-117220840-63
Merged-chr6-134121887-1	chr6	134121789	134121987	+	0.000	0.000	Merged-chr6-134121887-1
Merged-chr10-75667633-88	chr10	75667222	75668045	+	0.000	0.000	Merged-chr10-75667633-88
Merged-chr7-4792933-47	chr7	4792651	4793212	+	0.000	0.000	Merged-chr7-4792933-47
Merged-chr15-102717579-4	chr15	102717432	102717734	+	0.000	0.000	Merged-chr15-102717579-4
Merged-chr13-116972376-8	chr13	116972160	116972577	+	0.000	0.000	Merged-chr13-116972376-8
Merged-chr15-62157779-32	chr15	62157083	62158405	+	0.000	0.000	Merged-chr15-62157779-32
Merged-chr9-14244719-42	chr9	14244409	14245016	+	0.000	0.000	Merged-chr9-14244719-42
Merged-chr15-3995835-69	chr15	3995405	3996120	+	0.000	0.000	Merged-chr15-3995835-69
Merged-chr14-121697013-30	chr14	121696761	121697277	+	0.000	0.000	Merged-chr14-121697013-30
Merged-chr16-93585331-1	chr16	93585233	93585431	+	0.000	0.000	Merged-chr16-93585331-1
Merged-chr11-109369318-57	chr11	109369061	109369916	+	0.000	0.000	Merged-chr11-109369318-57
Merged-chr6-83505014-9	chr6	83504788	83505168	+	0.000	0.000	Merged-chr6-83505014-9
Merged-chr4-19569772-83	chr4	19569524	19570087	+	0.000	0.000	Merged-chr4-19569772-83
Merged-chr9-97068935-38	chr9	97068635	97069325	+	0.000	0.000	Merged-chr9-97068935-38
Merged-chr15-9535427-15	chr15	9535225	9535648	+	0.000	0.000	Merged-chr15-9535427-15
Merged-chr16-10767314-4	chr16	10767152	10767518	+	0.000	0.000	Merged-chr16-10767314-4
Merged-chr13-42093848-28	chr13	42093646	42094061	+	0.000	0.000	Merged-chr13-42093848-28
Merged-chr5-75034219-5	chr5	75034079	75034362	+	0.000	0.000	Merged-chr5-75034219-5
Merged-chr2-34937859-20	chr2	34937691	34938114	+	0.000	0.000	Merged-chr2-34937859-20
Merged-chr12-116000112-33	chr12	115999866	116000443	+	0.000	0.000	Merged-chr12-116000112-33
Merged-chr12-115980801-30	chr12	115980613	115981048	+	0.000	0.000	Merged-chr12-115980801-30
Merged-chr2-68461008-10	chr2	68460724	68461240	+	0.000	0.000	Merged-chr2-68461008-10
Merged-chr16-10783041-1	chr16	10782943	10783141	+	0.000	0.000	Merged-chr16-10783041-1
Merged-chr11-59421844-42	chr11	59421445	59422330	+	0.000	0.000	Merged-chr11-59421844-42
Merged-chr9-62421317-30	chr9	62421125	62421487	+	0.000	0.000	Merged-chr9-62421317-30
Merged-chr10-59964870-60	chr10	59964566	59965217	+	0.000	0.000	Merged-chr10-59964870-60
Merged-chr11-115955280-58	chr11	115954871	115955468	+	0.000	0.000	Merged-chr11-115955280-58
Merged-chr11-99144248-66	chr11	99143375	99144944	+	0.000	0.000	Merged-chr11-99144248-66
Merged-chr12-73908126-110	chr12	73907699	73908816	+	0.000	0.000	Merged-chr12-73908126-110
Merged-chr2-68319886-32	chr2	68319644	68320139	+	0.000	0.000	Merged-chr2-68319886-32
Merged-chr1-189871035-1	chr1	189870937	189871135	+	0.000	0.000	Merged-chr1-189871035-1
Merged-chr13-51846321-116	chr13	51845485	51846915	+	0.000	0.000	Merged-chr13-51846321-116
Merged-chr7-13024228-149	chr7	13023689	13024689	+	0.000	0.000	Merged-chr7-13024228-149
Merged-chr6-134040595-1	chr6	134040497	134040695	+	0.000	0.000	Merged-chr6-134040595-1
Merged-chr2-34958312-48	chr2	34957998	34958562	+	0.000	0.000	Merged-chr2-34958312-48
Merged-chr5-148494934-110	chr5	148494561	148495532	+	0.000	0.000	Merged-chr5-148494934-110
Merged-chr17-8239317-7	chr17	8239004	8239519	+	0.000	0.000	Merged-chr17-8239317-7
Merged-chr1-171921445-86	chr1	171921180	171921692	+	0.000	0.000	Merged-chr1-171921445-86
Merged-chr17-42870691-4	chr17	42870575	42870805	+	0.000	0.000	Merged-chr17-42870691-4
Merged-chr8-61540042-30	chr8	61539762	61540280	+	0.000	0.000	Merged-chr8-61540042-30
Merged-chr6-134068734-14	chr6	134068518	134068880	+	0.000	0.000	Merged-chr6-134068734-14
Merged-chr1-131993308-10	chr1	131993111	131993457	+	0.000	0.000	Merged-chr1-131993308-10
Merged-chr13-117283298-1	chr13	117283200	117283398	+	0.000	0.000	Merged-chr13-117283298-1
Merged-chr6-125493098-13	chr6	125492791	125493371	+	0.000	0.000	Merged-chr6-125493098-13
Merged-chr9-48986864-3	chr9	48986749	48986973	+	0.000	0.000	Merged-chr9-48986864-3
Merged-chr9-48480601-54	chr9	48480351	48480927	+	0.000	0.000	Merged-chr9-48480601-54
Merged-chr12-81853682-19	chr12	81853482	81854067	+	0.000	0.000	Merged-chr12-81853682-19
Merged-chr7-73583891-58	chr7	73583501	73584312	+	0.000	0.000	Merged-chr7-73583891-58
Merged-chr13-117051602-40	chr13	117051369	117051835	+	0.000	0.000	Merged-chr13-117051602-40
Merged-chr6-143838453-2	chr6	143838307	143838601	+	0.000	0.000	Merged-chr6-143838453-2
Merged-chr11-115814180-82	chr11	115813655	115814540	+	0.000	0.000	Merged-chr11-115814180-82
Merged-chr4-139602785-16	chr4	139602596	139603036	+	0.000	0.000	Merged-chr4-139602785-16
Merged-chr4-144906777-28	chr4	144906578	144906978	+	0.000	0.000	Merged-chr4-144906777-28
Merged-chr11-3101899-4	chr11	3101801	3101999	+	0.000	0.000	Merged-chr11-3101899-4
Merged-chr2-158450129-3	chr2	158450019	158450236	+	0.000	0.000	Merged-chr2-158450129-3
Merged-chr5-52786683-41	chr5	52786469	52787002	+	0.000	0.000	Merged-chr5-52786683-41
Merged-chr10-42862533-53	chr10	42862242	42862825	+	0.000	0.000	Merged-chr10-42862533-53
Merged-chr15-78913955-53	chr15	78913698	78914184	+	0.000	0.000	Merged-chr15-78913955-53
Merged-chr19-40819012-30	chr19	40818824	40819272	+	0.000	0.000	Merged-chr19-40819012-30
Merged-chr8-125752507-1	chr8	125752409	125752607	+	0.000	0.000	Merged-chr8-125752507-1
Merged-chr6-144332292-25	chr6	144331952	144332689	+	0.000	0.000	Merged-chr6-144332292-25
Merged-chr3-37173489-44	chr3	37173240	37173898	+	0.000	0.000	Merged-chr3-37173489-44
Merged-chr10-30656775-1	chr10	30656677	30656875	+	0.000	0.000	Merged-chr10-30656775-1
Merged-chr11-99136684-32	chr11	99136446	99136913	+	0.000	0.000	Merged-chr11-99136684-32
Merged-chr4-32160945-10	chr4	32160712	32161209	+	0.000	0.000	Merged-chr4-32160945-10
Merged-chr3-94953960-56	chr3	94953457	94954268	+	0.000	0.000	Merged-chr3-94953960-56
Merged-chr6-38810070-95	chr6	38809822	38810428	+	0.000	0.000	Merged-chr6-38810070-95
Merged-chr16-94240379-2	chr16	94240278	94240483	+	0.000	0.000	Merged-chr16-94240379-2
Merged-chr6-144902713-143	chr6	144902440	144902926	+	0.000	0.000	Merged-chr6-144902713-143
Merged-chr1-138564947-10	chr1	138564827	138565069	+	0.000	0.000	Merged-chr1-138564947-10
Merged-chr9-53436232-20	chr9	53436002	53436521	+	0.000	0.000	Merged-chr9-53436232-20
Merged-chr7-81320014-23	chr7	81319741	81320207	+	0.000	0.000	Merged-chr7-81320014-23
Merged-chr1-127320105-13	chr1	127319894	127320276	+	0.000	0.000	Merged-chr1-127320105-13
Merged-chr12-51887733-83	chr12	51887442	51888106	+	0.000	0.000	Merged-chr12-51887733-83
Merged-chr3-126597082-207	chr3	126596488	126597388	+	0.000	0.000	Merged-chr3-126597082-207
Merged-chr1-189922190-68	chr1	189921904	189922538	+	0.000	0.000	Merged-chr1-189922190-68
Merged-chr6-144130277-1	chr6	144130179	144130377	+	0.000	0.000	Merged-chr6-144130277-1
Merged-chr1-127319416-1	chr1	127319318	127319516	+	0.000	0.000	Merged-chr1-127319416-1
Merged-chr13-117048588-56	chr13	117048167	117048843	+	0.000	0.000	Merged-chr13-117048588-56
Merged-chr19-10555854-44	chr19	10555601	10556121	+	0.000	0.000	Merged-chr19-10555854-44
Merged-chr14-122700825-21	chr14	122700620	122701105	+	0.000	0.000	Merged-chr14-122700825-21
Merged-chr13-42052204-127	chr13	42052027	42052495	+	0.000	0.000	Merged-chr13-42052204-127
Merged-chr1-55436784-5	chr1	55436640	55436952	+	0.000	0.000	Merged-chr1-55436784-5
Merged-chr11-77489748-14	chr11	77489504	77490066	+	0.000	0.000	Merged-chr11-77489748-14
Merged-chr8-126720855-1	chr8	126720757	126720955	+	0.000	0.000	Merged-chr8-126720855-1
Merged-chr19-41895947-91	chr19	41895603	41896230	+	0.000	0.000	Merged-chr19-41895947-91
Merged-chr3-37157248-37	chr3	37157071	37157427	+	0.000	0.000	Merged-chr3-37157248-37
Merged-chr2-77280140-2	chr2	77280031	77280252	+	0.000	0.000	Merged-chr2-77280140-2
Merged-chr5-65102762-27	chr5	65102419	65103226	+	0.000	0.000	Merged-chr5-65102762-27
Merged-chr17-84183642-1	chr17	84183544	84183742	+	0.000	0.000	Merged-chr17-84183642-1
Merged-chr17-8239854-1	chr17	8239756	8239954	+	0.000	0.000	Merged-chr17-8239854-1
Merged-chr17-57188930-47	chr17	57188754	57189177	+	0.000	0.000	Merged-chr17-57188930-47
Merged-chr10-19171527-11	chr10	19171376	19171731	+	0.000	0.000	Merged-chr10-19171527-11
Merged-chr2-32694192-49	chr2	32694003	32694381	+	0.000	0.000	Merged-chr2-32694192-49
Merged-chr12-78356695-8	chr12	78356467	78356872	+	0.000	0.000	Merged-chr12-78356695-8
Merged-chr2-68436653-2	chr2	68436530	68436778	+	0.000	0.000	Merged-chr2-68436653-2
Merged-chr2-26623162-26	chr2	26622917	26623358	+	0.000	0.000	Merged-chr2-26623162-26
Merged-chr16-94239755-12	chr16	94239554	94239955	+	0.000	0.000	Merged-chr16-94239755-12
Merged-chr3-123506114-2	chr3	123505967	123506263	+	0.000	0.000	Merged-chr3-123506114-2
Merged-chr18-41863369-1	chr18	41863271	41863469	+	0.000	0.000	Merged-chr18-41863369-1
Merged-chr2-34982434-20	chr2	34982215	34982609	+	0.000	0.000	Merged-chr2-34982434-20
Merged-chr9-53346409-3	chr9	53346187	53346594	+	0.000	0.000	Merged-chr9-53346409-3
Merged-chr7-80032517-2	chr7	80032417	80032620	+	0.000	0.000	Merged-chr7-80032517-2
Merged-chr5-105239792-56	chr5	105239428	105240089	+	0.000	0.000	Merged-chr5-105239792-56
Merged-chr11-97821849-44	chr11	97821659	97822135	+	0.000	0.000	Merged-chr11-97821849-44
Merged-chr10-127603833-11	chr10	127603518	127604278	+	0.000	0.000	Merged-chr10-127603833-11
Merged-chr15-59596634-94	chr15	59596176	59597224	+	0.000	0.000	Merged-chr15-59596634-94
Merged-chr9-41073372-94	chr9	41072672	41073848	+	0.000	0.000	Merged-chr9-41073372-94
Merged-chr7-81343707-1	chr7	81343609	81343807	+	0.000	0.000	Merged-chr7-81343707-1
Merged-chr7-35754427-56	chr7	35754196	35754608	+	0.000	0.000	Merged-chr7-35754427-56
Merged-chr8-61425459-4	chr8	61425229	61425726	+	0.000	0.000	Merged-chr8-61425459-4
Merged-chr9-62354040-45	chr9	62353836	62354240	+	0.000	0.000	Merged-chr9-62354040-45
Merged-chr10-30810407-1	chr10	30810309	30810507	+	0.000	0.000	Merged-chr10-30810407-1
Merged-chr6-144269959-70	chr6	144269282	144270667	+	0.000	0.000	Merged-chr6-144269959-70
Merged-chr5-150595349-1	chr5	150595251	150595449	+	0.000	0.000	Merged-chr5-150595349-1
Merged-chr7-24268316-1	chr7	24268218	24268416	+	0.000	0.000	Merged-chr7-24268316-1
Merged-chr1-105543373-21	chr1	105543112	105543733	+	0.000	0.000	Merged-chr1-105543373-21
Merged-chr15-59650055-1	chr15	59649957	59650155	+	0.000	0.000	Merged-chr15-59650055-1
Merged-chr11-4096720-48	chr11	4096494	4096945	+	0.000	0.000	Merged-chr11-4096720-48
Merged-chr14-52023136-61	chr14	52022952	52023314	+	0.000	0.000	Merged-chr14-52023136-61
Merged-chr9-114509981-26	chr9	114509708	114510184	+	0.000	0.000	Merged-chr9-114509981-26
Merged-chr11-99124711-4	chr11	99124599	99124854	+	0.000	0.000	Merged-chr11-99124711-4
Merged-chr9-106474749-4	chr9	106474640	106474877	+	0.000	0.000	Merged-chr9-106474749-4
Merged-chr2-77264775-7	chr2	77264551	77265032	+	0.000	0.000	Merged-chr2-77264775-7
Merged-chr5-75792010-32	chr5	75791628	75792654	+	0.000	0.000	Merged-chr5-75792010-32
Merged-chr15-78915861-11	chr15	78915623	78916029	+	0.000	0.000	Merged-chr15-78915861-11
Merged-chr9-14080056-3	chr9	14079956	14080158	+	0.000	0.000	Merged-chr9-14080056-3
Merged-chr2-34962465-3	chr2	34962367	34962565	+	0.000	0.000	Merged-chr2-34962465-3
Merged-chr11-70597550-26	chr11	70597364	70597747	+	0.000	0.000	Merged-chr11-70597550-26
Merged-chr9-62348235-9	chr9	62348123	62348358	+	0.000	0.000	Merged-chr9-62348235-9
Merged-chr2-75685689-38	chr2	75685457	75685875	+	0.000	0.000	Merged-chr2-75685689-38
Merged-chr5-120777652-8	chr5	120777394	120777819	+	0.000	0.000	Merged-chr5-120777652-8
