#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TFH_Associated--ATAC_peaks.bed all.df.numx.c5-STAT4_KO_Tfh_vs_Naive.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_KO_Tfh_vs_Naive.dn.bed
Merged-chr8-94012464-75	chr8	94012128	94012914	+	0.000	0.000	Merged-chr8-94012464-75
Merged-chr4-32160945-10	chr4	32160712	32161209	+	0.000	0.000	Merged-chr4-32160945-10
Merged-chr3-94953960-56	chr3	94953457	94954268	+	0.000	0.000	Merged-chr3-94953960-56
Merged-chr10-17657031-20	chr10	17656704	17657287	+	0.000	0.000	Merged-chr10-17657031-20
Merged-chr5-139382660-104	chr5	139382222	139383141	+	0.000	0.000	Merged-chr5-139382660-104
Merged-chr12-116281266-88	chr12	116280997	116281537	+	0.000	0.000	Merged-chr12-116281266-88
Merged-chr14-51913534-68	chr14	51913122	51913830	+	0.000	0.000	Merged-chr14-51913534-68
Merged-chr17-6064390-2	chr17	6064292	6064490	+	0.000	0.000	Merged-chr17-6064390-2
Merged-chr1-34218504-21	chr1	34218307	34218723	+	0.000	0.000	Merged-chr1-34218504-21
Merged-chr6-143914805-1	chr6	143914707	143914905	+	0.000	0.000	Merged-chr6-143914805-1
Merged-chr4-57832585-7	chr4	57832404	57832802	+	0.000	0.000	Merged-chr4-57832585-7
Merged-chr2-18967765-9	chr2	18967646	18967900	+	0.000	0.000	Merged-chr2-18967765-9
Merged-chr6-144902713-143	chr6	144902440	144902926	+	0.000	0.000	Merged-chr6-144902713-143
Merged-chr16-76299759-15	chr16	76299554	76300120	+	0.000	0.000	Merged-chr16-76299759-15
Merged-chr17-5007273-49	chr17	5007059	5007516	+	0.000	0.000	Merged-chr17-5007273-49
Merged-chr12-80257238-10	chr12	80257035	80257422	+	0.000	0.000	Merged-chr12-80257238-10
Merged-chr13-95518086-22	chr13	95517782	95518324	+	0.000	0.000	Merged-chr13-95518086-22
Merged-chr1-127320105-13	chr1	127319894	127320276	+	0.000	0.000	Merged-chr1-127320105-13
Merged-chrX-134585795-59	chrX	134585571	134586056	+	0.000	0.000	Merged-chrX-134585795-59
Merged-chr14-31640983-59	chr14	31640723	31641215	+	0.000	0.000	Merged-chr14-31640983-59
Merged-chr18-54839471-21	chr18	54839244	54839799	+	0.000	0.000	Merged-chr18-54839471-21
Merged-chr9-77958739-8	chr9	77958595	77958890	+	0.000	0.000	Merged-chr9-77958739-8
Merged-chr18-55146782-23	chr18	55146540	55146995	+	0.000	0.000	Merged-chr18-55146782-23
Merged-chr10-96630384-5	chr10	96630213	96630538	+	0.000	0.000	Merged-chr10-96630384-5
Merged-chr16-8459319-22	chr16	8459061	8459549	+	0.000	0.000	Merged-chr16-8459319-22
Merged-chr9-89869156-1	chr9	89869058	89869256	+	0.000	0.000	Merged-chr9-89869156-1
Merged-chr18-79234002-2	chr18	79233889	79234117	+	0.000	0.000	Merged-chr18-79234002-2
Merged-chr9-83893287-19	chr9	83893057	83893527	+	0.000	0.000	Merged-chr9-83893287-19
Merged-chr7-118120096-37	chr7	118119918	118120275	+	0.000	0.000	Merged-chr7-118120096-37
Merged-chr6-144130277-1	chr6	144130179	144130377	+	0.000	0.000	Merged-chr6-144130277-1
Merged-chr2-28547931-31	chr2	28547723	28548183	+	0.000	0.000	Merged-chr2-28547931-31
Merged-chr1-127319416-1	chr1	127319318	127319516	+	0.000	0.000	Merged-chr1-127319416-1
Merged-chr19-10555854-44	chr19	10555601	10556121	+	0.000	0.000	Merged-chr19-10555854-44
Merged-chr14-122700825-21	chr14	122700620	122701105	+	0.000	0.000	Merged-chr14-122700825-21
Merged-chr2-59469655-1	chr2	59469557	59469755	+	0.000	0.000	Merged-chr2-59469655-1
Merged-chr10-82128088-63	chr10	82127911	82128293	+	0.000	0.000	Merged-chr10-82128088-63
Merged-chr15-93486083-7	chr15	93485871	93486290	+	0.000	0.000	Merged-chr15-93486083-7
Merged-chr9-118752627-3	chr9	118752418	118752817	+	0.000	0.000	Merged-chr9-118752627-3
Merged-chr5-127610984-1	chr5	127610886	127611084	+	0.000	0.000	Merged-chr5-127610984-1
Merged-chr11-77489748-14	chr11	77489504	77490066	+	0.000	0.000	Merged-chr11-77489748-14
Merged-chr13-35906103-57	chr13	35905861	35906302	+	0.000	0.000	Merged-chr13-35906103-57
Merged-chr3-136183982-1	chr3	136183884	136184082	+	0.000	0.000	Merged-chr3-136183982-1
Merged-chr3-127845262-14	chr3	127844922	127845567	+	0.000	0.000	Merged-chr3-127845262-14
Merged-chr8-128320967-22	chr8	128320749	128321186	+	0.000	0.000	Merged-chr8-128320967-22
Merged-chr1-192711670-2	chr1	192711552	192711790	+	0.000	0.000	Merged-chr1-192711670-2
Merged-chr2-77280140-2	chr2	77280031	77280252	+	0.000	0.000	Merged-chr2-77280140-2
Merged-chr12-21167336-52	chr12	21167063	21167658	+	0.000	0.000	Merged-chr12-21167336-52
Merged-chr17-29963918-10	chr17	29963672	29964125	+	0.000	0.000	Merged-chr17-29963918-10
Merged-chr8-86077968-1	chr8	86077870	86078068	+	0.000	0.000	Merged-chr8-86077968-1
Merged-chr5-107209984-10	chr5	107209812	107210149	+	0.000	0.000	Merged-chr5-107209984-10
Merged-chr10-96621091-45	chr10	96620846	96621464	+	0.000	0.000	Merged-chr10-96621091-45
Merged-chr3-9596244-1	chr3	9596146	9596344	+	0.000	0.000	Merged-chr3-9596244-1
Merged-chrX-169986880-44	chrX	169986657	169987151	+	0.000	0.000	Merged-chrX-169986880-44
Merged-chr5-65102762-27	chr5	65102419	65103226	+	0.000	0.000	Merged-chr5-65102762-27
Merged-chr17-70853665-16	chr17	70853490	70853845	+	0.000	0.000	Merged-chr17-70853665-16
Merged-chr1-69496310-11	chr1	69496043	69496536	+	0.000	0.000	Merged-chr1-69496310-11
Merged-chr6-85154206-31	chr6	85153910	85154455	+	0.000	0.000	Merged-chr6-85154206-31
Merged-chr1-182833286-1	chr1	182833188	182833386	+	0.000	0.000	Merged-chr1-182833286-1
Merged-chr7-83660655-125	chr7	83660138	83661164	+	0.000	0.000	Merged-chr7-83660655-125
Merged-chr2-32694192-49	chr2	32694003	32694381	+	0.000	0.000	Merged-chr2-32694192-49
Merged-chr11-59839574-91	chr11	59839315	59839819	+	0.000	0.000	Merged-chr11-59839574-91
Merged-chr13-93546286-16	chr13	93546039	93546626	+	0.000	0.000	Merged-chr13-93546286-16
Merged-chr14-101482517-9	chr14	101482315	101482742	+	0.000	0.000	Merged-chr14-101482517-9
Merged-chr11-22859129-5	chr11	22858963	22859331	+	0.000	0.000	Merged-chr11-22859129-5
Merged-chr12-78356695-8	chr12	78356467	78356872	+	0.000	0.000	Merged-chr12-78356695-8
Merged-chr6-147603239-1	chr6	147603141	147603339	+	0.000	0.000	Merged-chr6-147603239-1
Merged-chr2-132035691-29	chr2	132035468	132035942	+	0.000	0.000	Merged-chr2-132035691-29
Merged-chr16-76351075-19	chr16	76350891	76351213	+	0.000	0.000	Merged-chr16-76351075-19
Merged-chr2-26623162-26	chr2	26622917	26623358	+	0.000	0.000	Merged-chr2-26623162-26
Merged-chr9-94993790-30	chr9	94993515	94994035	+	0.000	0.000	Merged-chr9-94993790-30
Merged-chr4-106838198-1	chr4	106838100	106838298	+	0.000	0.000	Merged-chr4-106838198-1
Merged-chr5-89901174-42	chr5	89900541	89901533	+	0.000	0.000	Merged-chr5-89901174-42
Merged-chr16-94239755-12	chr16	94239554	94239955	+	0.000	0.000	Merged-chr16-94239755-12
Merged-chr15-72929064-48	chr15	72928620	72929331	+	0.000	0.000	Merged-chr15-72929064-48
Merged-chr8-126673229-3	chr8	126673075	126673415	+	0.000	0.000	Merged-chr8-126673229-3
Merged-chr3-136068029-1	chr3	136067931	136068129	+	0.000	0.000	Merged-chr3-136068029-1
Merged-chr9-7897799-25	chr9	7897502	7897997	+	0.000	0.000	Merged-chr9-7897799-25
Merged-chr3-131156512-43	chr3	131156256	131156724	+	0.000	0.000	Merged-chr3-131156512-43
Merged-chr11-100824336-61	chr11	100824038	100824606	+	0.000	0.000	Merged-chr11-100824336-61
Merged-chr6-94690537-14	chr6	94690281	94690827	+	0.000	0.000	Merged-chr6-94690537-14
Merged-chrX-134746637-15	chrX	134746416	134746825	+	0.000	0.000	Merged-chrX-134746637-15
Merged-chrX-95658515-49	chrX	95658311	95658848	+	0.000	0.000	Merged-chrX-95658515-49
Merged-chr18-55549446-130	chr18	55548572	55550440	+	0.000	0.000	Merged-chr18-55549446-130
Merged-chr3-123506114-2	chr3	123505967	123506263	+	0.000	0.000	Merged-chr3-123506114-2
Merged-chr18-41863369-1	chr18	41863271	41863469	+	0.000	0.000	Merged-chr18-41863369-1
Merged-chr15-102263146-38	chr15	102262754	102263410	+	0.000	0.000	Merged-chr15-102263146-38
Merged-chr1-105463592-2	chr1	105463444	105463743	+	0.000	0.000	Merged-chr1-105463592-2
Merged-chr12-77060270-44	chr12	77060068	77060492	+	0.000	0.000	Merged-chr12-77060270-44
Merged-chr4-53159835-57	chr4	53159405	53160141	+	0.000	0.000	Merged-chr4-53159835-57
Merged-chr3-9568490-10	chr3	9568191	9568745	+	0.000	0.000	Merged-chr3-9568490-10
Merged-chr10-67912269-94	chr10	67912021	67912651	+	0.000	0.000	Merged-chr10-67912269-94
Merged-chr2-153003953-1	chr2	153003855	153004053	+	0.000	0.000	Merged-chr2-153003953-1
Merged-chr13-108527257-30	chr13	108527016	108527531	+	0.000	0.000	Merged-chr13-108527257-30
Merged-chr17-6961334-74	chr17	6961041	6961553	+	0.000	0.000	Merged-chr17-6961334-74
Merged-chr1-179031869-2	chr1	179031731	179032010	+	0.000	0.000	Merged-chr1-179031869-2
Merged-chr6-144917284-5	chr6	144917165	144917403	+	0.000	0.000	Merged-chr6-144917284-5
Merged-chr16-97530775-1	chr16	97530677	97530875	+	0.000	0.000	Merged-chr16-97530775-1
Merged-chr5-75601161-1	chr5	75601063	75601261	+	0.000	0.000	Merged-chr5-75601161-1
Merged-chr9-53346409-3	chr9	53346187	53346594	+	0.000	0.000	Merged-chr9-53346409-3
Merged-chr5-125189815-23	chr5	125189525	125189985	+	0.000	0.000	Merged-chr5-125189815-23
Merged-chr15-93562439-1	chr15	93562341	93562539	+	0.000	0.000	Merged-chr15-93562439-1
Merged-chr5-149246178-51	chr5	149245876	149246397	+	0.000	0.000	Merged-chr5-149246178-51
Merged-chr10-78482092-60	chr10	78481790	78482419	+	0.000	0.000	Merged-chr10-78482092-60
Merged-chr2-160872923-80	chr2	160872525	160873334	+	0.000	0.000	Merged-chr2-160872923-80
Merged-chr18-55586555-2	chr18	55586398	55586714	+	0.000	0.000	Merged-chr18-55586555-2
Merged-chr5-105239792-56	chr5	105239428	105240089	+	0.000	0.000	Merged-chr5-105239792-56
Merged-chr2-13224767-22	chr2	13224568	13225132	+	0.000	0.000	Merged-chr2-13224767-22
Merged-chr3-131154084-19	chr3	131153923	131154273	+	0.000	0.000	Merged-chr3-131154084-19
Merged-chr5-65885386-1	chr5	65885288	65885486	+	0.000	0.000	Merged-chr5-65885386-1
Merged-chr10-4356065-58	chr10	4355856	4356540	+	0.000	0.000	Merged-chr10-4356065-58
Merged-chr3-138277189-21	chr3	138276869	138277453	+	0.000	0.000	Merged-chr3-138277189-21
Merged-chr13-116797748-1	chr13	116797650	116797848	+	0.000	0.000	Merged-chr13-116797748-1
Merged-chr9-41073372-94	chr9	41072672	41073848	+	0.000	0.000	Merged-chr9-41073372-94
Merged-chr15-76701507-67	chr15	76701185	76701834	+	0.000	0.000	Merged-chr15-76701507-67
Merged-chr1-170885308-68	chr1	170885024	170885638	+	0.000	0.000	Merged-chr1-170885308-68
Merged-chr9-37616969-11	chr9	37616800	37617167	+	0.000	0.000	Merged-chr9-37616969-11
Merged-chr14-24779334-63	chr14	24779027	24779713	+	0.000	0.000	Merged-chr14-24779334-63
Merged-chr2-135905474-1	chr2	135905376	135905574	+	0.000	0.000	Merged-chr2-135905474-1
Merged-chr11-117952385-45	chr11	117952166	117952600	+	0.000	0.000	Merged-chr11-117952385-45
Merged-chr7-49272707-39	chr7	49272449	49273018	+	0.000	0.000	Merged-chr7-49272707-39
Merged-chr7-35754427-56	chr7	35754196	35754608	+	0.000	0.000	Merged-chr7-35754427-56
Merged-chr3-63929276-53	chr3	63928987	63929497	+	0.000	0.000	Merged-chr3-63929276-53
Merged-chr13-117227502-2	chr13	117227371	117227635	+	0.000	0.000	Merged-chr13-117227502-2
Merged-chr15-53235617-41	chr15	53235389	53235979	+	0.000	0.000	Merged-chr15-53235617-41
Merged-chr14-8608793-20	chr14	8608551	8608998	+	0.000	0.000	Merged-chr14-8608793-20
Merged-chr5-105699890-8	chr5	105699736	105700052	+	0.000	0.000	Merged-chr5-105699890-8
Merged-chr10-30810990-49	chr10	30810725	30811195	+	0.000	0.000	Merged-chr10-30810990-49
Merged-chr7-136954655-1	chr7	136954557	136954755	+	0.000	0.000	Merged-chr7-136954655-1
Merged-chr6-144269959-70	chr6	144269282	144270667	+	0.000	0.000	Merged-chr6-144269959-70
Merged-chr10-96460820-31	chr10	96460644	96461093	+	0.000	0.000	Merged-chr10-96460820-31
Merged-chr3-130978433-14	chr3	130978150	130978685	+	0.000	0.000	Merged-chr3-130978433-14
Merged-chr12-3781537-41	chr12	3781324	3781728	+	0.000	0.000	Merged-chr12-3781537-41
Merged-chr16-42876387-2	chr16	42876289	42876487	+	0.000	0.000	Merged-chr16-42876387-2
Merged-chr7-24268316-1	chr7	24268218	24268416	+	0.000	0.000	Merged-chr7-24268316-1
Merged-chr1-105543373-21	chr1	105543112	105543733	+	0.000	0.000	Merged-chr1-105543373-21
Merged-chr13-67128310-57	chr13	67128047	67128553	+	0.000	0.000	Merged-chr13-67128310-57
Merged-chr19-5430860-3	chr19	5430718	5430993	+	0.000	0.000	Merged-chr19-5430860-3
Merged-chr15-72908989-3	chr15	72908835	72909175	+	0.000	0.000	Merged-chr15-72908989-3
Merged-chr2-169622471-1	chr2	169622373	169622571	+	0.000	0.000	Merged-chr2-169622471-1
Merged-chr5-64030883-22	chr5	64030666	64031077	+	0.000	0.000	Merged-chr5-64030883-22
Merged-chr14-52023136-61	chr14	52022952	52023314	+	0.000	0.000	Merged-chr14-52023136-61
Merged-chr15-93628295-7	chr15	93628090	93628477	+	0.000	0.000	Merged-chr15-93628295-7
Merged-chr2-71055719-62	chr2	71055436	71055938	+	0.000	0.000	Merged-chr2-71055719-62
Merged-chr18-55091319-2	chr18	55091212	55091429	+	0.000	0.000	Merged-chr18-55091319-2
Merged-chr9-114509981-26	chr9	114509708	114510184	+	0.000	0.000	Merged-chr9-114509981-26
Merged-chr2-24748146-35	chr2	24747937	24748386	+	0.000	0.000	Merged-chr2-24748146-35
Merged-chr10-43330902-16	chr10	43330695	43331164	+	0.000	0.000	Merged-chr10-43330902-16
Merged-chr2-6337957-35	chr2	6337444	6338423	+	0.000	0.000	Merged-chr2-6337957-35
Merged-chr10-12842715-46	chr10	12842477	12842883	+	0.000	0.000	Merged-chr10-12842715-46
Merged-chr9-48980590-7	chr9	48980320	48980806	+	0.000	0.000	Merged-chr9-48980590-7
Merged-chr2-77264775-7	chr2	77264551	77265032	+	0.000	0.000	Merged-chr2-77264775-7
Merged-chr5-75792010-32	chr5	75791628	75792654	+	0.000	0.000	Merged-chr5-75792010-32
Merged-chr6-6187092-51	chr6	6186528	6187750	+	0.000	0.000	Merged-chr6-6187092-51
Merged-chr9-62348235-9	chr9	62348123	62348358	+	0.000	0.000	Merged-chr9-62348235-9
Merged-chr4-32388354-27	chr4	32388177	32388525	+	0.000	0.000	Merged-chr4-32388354-27
Merged-chr14-61784854-5	chr14	61784691	61785018	+	0.000	0.000	Merged-chr14-61784854-5
Merged-chr16-97310397-57	chr16	97309828	97310752	+	0.000	0.000	Merged-chr16-97310397-57
Merged-chr16-57434811-45	chr16	57434592	57435036	+	0.000	0.000	Merged-chr16-57434811-45
Merged-chr2-24679385-9	chr2	24679226	24679565	+	0.000	0.000	Merged-chr2-24679385-9
Merged-chr5-89882949-104	chr5	89882635	89883675	+	0.000	0.000	Merged-chr5-89882949-104
Merged-chr15-86067664-48	chr15	86067441	86067914	+	0.000	0.000	Merged-chr15-86067664-48
Merged-chr7-79465714-3	chr7	79465593	79465834	+	0.000	0.000	Merged-chr7-79465714-3
Merged-chr10-14014214-21	chr10	14013999	14014383	+	0.000	0.000	Merged-chr10-14014214-21
Merged-chr2-91957300-36	chr2	91957101	91957574	+	0.000	0.000	Merged-chr2-91957300-36
Merged-chr19-32112588-4	chr19	32112474	32112701	+	0.000	0.000	Merged-chr19-32112588-4
Merged-chr2-132029738-120	chr2	132029538	132030016	+	0.000	0.000	Merged-chr2-132029738-120
Merged-chr15-59174617-3	chr15	59174465	59174768	+	0.000	0.000	Merged-chr15-59174617-3
Merged-chr9-62455455-9	chr9	62455301	62455641	+	0.000	0.000	Merged-chr9-62455455-9
Merged-chr7-83631925-52	chr7	83631692	83632150	+	0.000	0.000	Merged-chr7-83631925-52
Merged-chr11-116354750-2	chr11	116354633	116354870	+	0.000	0.000	Merged-chr11-116354750-2
Merged-chr15-85233310-62	chr15	85232973	85233621	+	0.000	0.000	Merged-chr15-85233310-62
Merged-chr16-76346185-17	chr16	76345970	76346416	+	0.000	0.000	Merged-chr16-76346185-17
Merged-chr16-49504034-58	chr16	49503703	49504283	+	0.000	0.000	Merged-chr16-49504034-58
Merged-chr6-143172280-21	chr6	143172098	143172499	+	0.000	0.000	Merged-chr6-143172280-21
Merged-chr7-139400700-36	chr7	139400274	139401184	+	0.000	0.000	Merged-chr7-139400700-36
Merged-chr18-7869140-116	chr18	7868708	7869455	+	0.000	0.000	Merged-chr18-7869140-116
Merged-chr6-6223986-1	chr6	6223888	6224086	+	0.000	0.000	Merged-chr6-6223986-1
Merged-chr10-96724956-66	chr10	96724760	96725252	+	0.000	0.000	Merged-chr10-96724956-66
Merged-chr6-99285254-8	chr6	99285107	99285523	+	0.000	0.000	Merged-chr6-99285254-8
Merged-chr2-68471266-4	chr2	68471144	68471390	+	0.000	0.000	Merged-chr2-68471266-4
Merged-chr5-127485215-18	chr5	127484979	127485598	+	0.000	0.000	Merged-chr5-127485215-18
Merged-chr3-122984427-120	chr3	122984199	122984723	+	0.000	0.000	Merged-chr3-122984427-120
Merged-chr13-109701151-1	chr13	109701053	109701251	+	0.000	0.000	Merged-chr13-109701151-1
Merged-chr5-44218043-54	chr5	44217520	44218596	+	0.000	0.000	Merged-chr5-44218043-54
Merged-chr11-22832872-8	chr11	22832708	22833027	+	0.000	0.000	Merged-chr11-22832872-8
Merged-chr17-74769633-8	chr17	74769497	74769768	+	0.000	0.000	Merged-chr17-74769633-8
Merged-chr9-94682432-40	chr9	94682211	94682673	+	0.000	0.000	Merged-chr9-94682432-40
Merged-chr10-67200954-2	chr10	67200807	67201103	+	0.000	0.000	Merged-chr10-67200954-2
Merged-chr6-99435291-39	chr6	99435060	99435540	+	0.000	0.000	Merged-chr6-99435291-39
Merged-chr10-13553137-58	chr10	13552918	13553364	+	0.000	0.000	Merged-chr10-13553137-58
Merged-chr2-167680290-50	chr2	167679914	167680604	+	0.000	0.000	Merged-chr2-167680290-50
Merged-chr1-91193266-65	chr1	91192775	91193645	+	0.000	0.000	Merged-chr1-91193266-65
Merged-chr10-99241989-124	chr10	99241691	99242180	+	0.000	0.000	Merged-chr10-99241989-124
Merged-chr14-122187060-26	chr14	122186808	122187251	+	0.000	0.000	Merged-chr14-122187060-26
Merged-chr15-76765959-11	chr15	76765732	76766136	+	0.000	0.000	Merged-chr15-76765959-11
Merged-chr13-28886911-3	chr13	28886792	28887052	+	0.000	0.000	Merged-chr13-28886911-3
Merged-chr12-52718662-1	chr12	52718564	52718762	+	0.000	0.000	Merged-chr12-52718662-1
Merged-chr5-72937939-2	chr5	72937833	72938048	+	0.000	0.000	Merged-chr5-72937939-2
Merged-chr13-91168883-1	chr13	91168785	91168983	+	0.000	0.000	Merged-chr13-91168883-1
Merged-chr2-112493136-105	chr2	112492741	112493392	+	0.000	0.000	Merged-chr2-112493136-105
Merged-chr2-62441216-45	chr2	62440993	62441408	+	0.000	0.000	Merged-chr2-62441216-45
Merged-chr18-80492606-36	chr18	80492452	80492785	+	0.000	0.000	Merged-chr18-80492606-36
Merged-chr1-82901993-1	chr1	82901895	82902093	+	0.000	0.000	Merged-chr1-82901993-1
Merged-chr17-35980235-1	chr17	35980137	35980335	+	0.000	0.000	Merged-chr17-35980235-1
Merged-chr15-25624403-6	chr15	25624279	25624547	+	0.000	0.000	Merged-chr15-25624403-6
Merged-chr12-53766807-1	chr12	53766709	53766907	+	0.000	0.000	Merged-chr12-53766807-1
Merged-chr12-85944621-1	chr12	85944523	85944721	+	0.000	0.000	Merged-chr12-85944621-1
Merged-chr11-100846095-37	chr11	100845950	100846260	+	0.000	0.000	Merged-chr11-100846095-37
Merged-chr3-52046257-30	chr3	52046098	52046449	+	0.000	0.000	Merged-chr3-52046257-30
Merged-chr14-11161656-26	chr14	11161387	11161847	+	0.000	0.000	Merged-chr14-11161656-26
Merged-chrX-153498749-1	chrX	153498651	153498849	+	0.000	0.000	Merged-chrX-153498749-1
Merged-chr11-5219481-13	chr11	5219270	5219662	+	0.000	0.000	Merged-chr11-5219481-13
Merged-chrX-9272776-84	chrX	9272464	9273083	+	0.000	0.000	Merged-chrX-9272776-84
Merged-chr6-89553469-23	chr6	89553228	89553772	+	0.000	0.000	Merged-chr6-89553469-23
Merged-chr1-94147296-7	chr1	94147005	94147537	+	0.000	0.000	Merged-chr1-94147296-7
Merged-chr11-3931934-36	chr11	3931691	3932230	+	0.000	0.000	Merged-chr11-3931934-36
Merged-chr17-22426499-2	chr17	22426387	22426613	+	0.000	0.000	Merged-chr17-22426499-2
Merged-chr2-76128751-102	chr2	76128176	76129391	+	0.000	0.000	Merged-chr2-76128751-102
Merged-chr1-128608288-19	chr1	128608141	128608435	+	0.000	0.000	Merged-chr1-128608288-19
Merged-chr7-73595384-59	chr7	73595081	73595733	+	0.000	0.000	Merged-chr7-73595384-59
Merged-chr1-179240877-38	chr1	179240679	179241151	+	0.000	0.000	Merged-chr1-179240877-38
Merged-chr3-131157614-46	chr3	131157372	131157914	+	0.000	0.000	Merged-chr3-131157614-46
Merged-chr16-95999409-48	chr16	95999167	95999621	+	0.000	0.000	Merged-chr16-95999409-48
Merged-chr2-59486562-3	chr2	59486371	59486739	+	0.000	0.000	Merged-chr2-59486562-3
Merged-chr1-125519353-27	chr1	125519062	125519549	+	0.000	0.000	Merged-chr1-125519353-27
Merged-chr11-77483872-51	chr11	77483576	77484235	+	0.000	0.000	Merged-chr11-77483872-51
Merged-chr16-91549017-7	chr16	91548811	91549202	+	0.000	0.000	Merged-chr16-91549017-7
Merged-chr17-34238859-13	chr17	34238611	34239055	+	0.000	0.000	Merged-chr17-34238859-13
Merged-chr16-94454291-19	chr16	94454030	94454483	+	0.000	0.000	Merged-chr16-94454291-19
Merged-chr9-98333368-51	chr9	98333046	98333625	+	0.000	0.000	Merged-chr9-98333368-51
Merged-chr16-24092313-3	chr16	24092184	24092429	+	0.000	0.000	Merged-chr16-24092313-3
Merged-chr10-121626268-63	chr10	121625821	121626564	+	0.000	0.000	Merged-chr10-121626268-63
Merged-chr13-92244928-37	chr13	92244655	92245206	+	0.000	0.000	Merged-chr13-92244928-37
Merged-chr8-90908589-118	chr8	90908098	90908869	+	0.000	0.000	Merged-chr8-90908589-118
Merged-chr17-56291357-21	chr17	56291182	56291510	+	0.000	0.000	Merged-chr17-56291357-21
Merged-chr2-150451435-66	chr2	150451001	150451737	+	0.000	0.000	Merged-chr2-150451435-66
Merged-chr10-39358712-13	chr10	39358552	39359042	+	0.000	0.000	Merged-chr10-39358712-13
Merged-chr2-92434096-58	chr2	92433865	92434382	+	0.000	0.000	Merged-chr2-92434096-58
Merged-chr10-93191041-25	chr10	93190811	93191270	+	0.000	0.000	Merged-chr10-93191041-25
Merged-chr3-131190965-19	chr3	131190689	131191306	+	0.000	0.000	Merged-chr3-131190965-19
Merged-chr2-84454214-14	chr2	84454063	84454367	+	0.000	0.000	Merged-chr2-84454214-14
Merged-chr1-155220299-6	chr1	155220130	155220448	+	0.000	0.000	Merged-chr1-155220299-6
Merged-chr10-128637070-78	chr10	128636879	128637358	+	0.000	0.000	Merged-chr10-128637070-78
Merged-chrX-165825546-1	chrX	165825448	165825646	+	0.000	0.000	Merged-chrX-165825546-1
Merged-chr9-41072439-1	chr9	41072341	41072539	+	0.000	0.000	Merged-chr9-41072439-1
Merged-chr4-33204850-23	chr4	33204683	33205077	+	0.000	0.000	Merged-chr4-33204850-23
Merged-chr16-43979802-105	chr16	43979501	43980222	+	0.000	0.000	Merged-chr16-43979802-105
Merged-chr15-12425356-11	chr15	12425188	12425503	+	0.000	0.000	Merged-chr15-12425356-11
Merged-chr9-101074267-139	chr9	101073906	101074944	+	0.000	0.000	Merged-chr9-101074267-139
Merged-chr6-6149577-22	chr6	6149285	6150045	+	0.000	0.000	Merged-chr6-6149577-22
Merged-chr11-6562547-9	chr11	6562368	6562724	+	0.000	0.000	Merged-chr11-6562547-9
Merged-chr1-173432561-56	chr1	173432349	173432802	+	0.000	0.000	Merged-chr1-173432561-56
Merged-chr10-96633546-4	chr10	96633315	96633767	+	0.000	0.000	Merged-chr10-96633546-4
Merged-chr14-10289223-9	chr14	10289016	10289392	+	0.000	0.000	Merged-chr14-10289223-9
Merged-chr4-150556629-40	chr4	150556408	150556905	+	0.000	0.000	Merged-chr4-150556629-40
Merged-chr6-128474299-11	chr6	128474175	128474426	+	0.000	0.000	Merged-chr6-128474299-11
Merged-chr11-106160193-191	chr11	106159344	106161166	+	0.000	0.000	Merged-chr11-106160193-191
Merged-chr2-72136999-23	chr2	72136689	72137251	+	0.000	0.000	Merged-chr2-72136999-23
Merged-chr17-5091670-12	chr17	5091440	5091901	+	0.000	0.000	Merged-chr17-5091670-12
Merged-chr15-61984586-7	chr15	61984433	61984704	+	0.000	0.000	Merged-chr15-61984586-7
Merged-chr6-143176847-16	chr6	143176393	143177186	+	0.000	0.000	Merged-chr6-143176847-16
Merged-chr2-59484761-2	chr2	59484654	59484870	+	0.000	0.000	Merged-chr2-59484761-2
Merged-chr11-54972474-51	chr11	54972175	54972855	+	0.000	0.000	Merged-chr11-54972474-51
Merged-chr5-64045165-50	chr5	64044733	64045571	+	0.000	0.000	Merged-chr5-64045165-50
Merged-chr5-53872075-29	chr5	53871789	53872391	+	0.000	0.000	Merged-chr5-53872075-29
Merged-chr13-91461110-110	chr13	91460681	91461478	+	0.000	0.000	Merged-chr13-91461110-110
Merged-chr4-7112485-9	chr4	7112271	7112662	+	0.000	0.000	Merged-chr4-7112485-9
Merged-chr16-14439328-12	chr16	14439072	14439508	+	0.000	0.000	Merged-chr16-14439328-12
Merged-chr9-22131740-67	chr9	22131361	22132167	+	0.000	0.000	Merged-chr9-22131740-67
Merged-chr11-21034097-32	chr11	21033753	21034357	+	0.000	0.000	Merged-chr11-21034097-32
Merged-chr18-79300351-1	chr18	79300253	79300451	+	0.000	0.000	Merged-chr18-79300351-1
Merged-chr17-15715029-65	chr17	15714494	15715566	+	0.000	0.000	Merged-chr17-15715029-65
Merged-chr1-136579552-26	chr1	136579368	136579874	+	0.000	0.000	Merged-chr1-136579552-26
Merged-chr17-34092675-17	chr17	34092366	34092880	+	0.000	0.000	Merged-chr17-34092675-17
Merged-chr16-17934609-13	chr16	17934419	17934784	+	0.000	0.000	Merged-chr16-17934609-13
Merged-chr15-27794416-5	chr15	27794254	27794626	+	0.000	0.000	Merged-chr15-27794416-5
