#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TFH_Associated--ATAC_peaks.bed all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
Merged-chr15-102717579-4	chr15	102717432	102717734	+	0.000	0.000	Merged-chr15-102717579-4
Merged-chr6-67535210-32	chr6	67534827	67535485	+	0.000	0.000	Merged-chr6-67535210-32
Merged-chr5-34466876-6	chr5	34466724	34467134	+	0.000	0.000	Merged-chr5-34466876-6
Merged-chr4-129820380-124	chr4	129819816	129820869	+	0.000	0.000	Merged-chr4-129820380-124
Merged-chr9-51180837-4	chr9	51180687	51180973	+	0.000	0.000	Merged-chr9-51180837-4
Merged-chr11-22851672-11	chr11	22851462	22851828	+	0.000	0.000	Merged-chr11-22851672-11
Merged-chr5-34430803-28	chr5	34430590	34431061	+	0.000	0.000	Merged-chr5-34430803-28
Merged-chr13-108686845-32	chr13	108686294	108687251	+	0.000	0.000	Merged-chr13-108686845-32
Merged-chr10-67911704-3	chr10	67911598	67911808	+	0.000	0.000	Merged-chr10-67911704-3
Merged-chr15-3995835-69	chr15	3995405	3996120	+	0.000	0.000	Merged-chr15-3995835-69
Merged-chr8-106136896-51	chr8	106136093	106137690	+	0.000	0.000	Merged-chr8-106136896-51
Merged-chr11-109369318-57	chr11	109369061	109369916	+	0.000	0.000	Merged-chr11-109369318-57
Merged-chr4-139599159-54	chr4	139598838	139599338	+	0.000	0.000	Merged-chr4-139599159-54
Merged-chr12-85956127-16	chr12	85955766	85956558	+	0.000	0.000	Merged-chr12-85956127-16
Merged-chr12-41044922-24	chr12	41044693	41045208	+	0.000	0.000	Merged-chr12-41044922-24
Merged-chr4-19569772-83	chr4	19569524	19570087	+	0.000	0.000	Merged-chr4-19569772-83
Merged-chr16-22655382-16	chr16	22655148	22655616	+	0.000	0.000	Merged-chr16-22655382-16
Merged-chr1-82893598-7	chr1	82893316	82893837	+	0.000	0.000	Merged-chr1-82893598-7
Merged-chr18-14782512-1	chr18	14782414	14782612	+	0.000	0.000	Merged-chr18-14782512-1
Merged-chr5-118359079-2	chr5	118358958	118359202	+	0.000	0.000	Merged-chr5-118359079-2
Merged-chr2-152112124-39	chr2	152111919	152112372	+	0.000	0.000	Merged-chr2-152112124-39
Merged-chr6-128803141-52	chr6	128802938	128803327	+	0.000	0.000	Merged-chr6-128803141-52
Merged-chr1-180936862-28	chr1	180936606	180937146	+	0.000	0.000	Merged-chr1-180936862-28
Merged-chr15-9535427-15	chr15	9535225	9535648	+	0.000	0.000	Merged-chr15-9535427-15
Merged-chr17-63460148-16	chr17	63459883	63460418	+	0.000	0.000	Merged-chr17-63460148-16
Merged-chr5-54110931-21	chr5	54110767	54111125	+	0.000	0.000	Merged-chr5-54110931-21
Merged-chr16-10767314-4	chr16	10767152	10767518	+	0.000	0.000	Merged-chr16-10767314-4
Merged-chr4-19569261-1	chr4	19569163	19569361	+	0.000	0.000	Merged-chr4-19569261-1
Merged-chr2-131910769-2	chr2	131910650	131910890	+	0.000	0.000	Merged-chr2-131910769-2
Merged-chr5-103437917-3	chr5	103437799	103438054	+	0.000	0.000	Merged-chr5-103437917-3
Merged-chr16-24856288-3	chr16	24856157	24856427	+	0.000	0.000	Merged-chr16-24856288-3
Merged-chr19-29271286-46	chr19	29270771	29271590	+	0.000	0.000	Merged-chr19-29271286-46
Merged-chr1-164573321-2	chr1	164573223	164573421	+	0.000	0.000	Merged-chr1-164573321-2
Merged-chr15-9435954-24	chr15	9435661	9436217	+	0.000	0.000	Merged-chr15-9435954-24
Merged-chr4-148903067-6	chr4	148902717	148903273	+	0.000	0.000	Merged-chr4-148903067-6
Merged-chr2-117542378-2	chr2	117542280	117542478	+	0.000	0.000	Merged-chr2-117542378-2
Merged-chr12-116000112-33	chr12	115999866	116000443	+	0.000	0.000	Merged-chr12-116000112-33
Merged-chr3-129532490-25	chr3	129532219	129532820	+	0.000	0.000	Merged-chr3-129532490-25
Merged-chr4-139575485-12	chr4	139575327	139575657	+	0.000	0.000	Merged-chr4-139575485-12
Merged-chr12-85703378-1	chr12	85703280	85703478	+	0.000	0.000	Merged-chr12-85703378-1
Merged-chr2-169590672-10	chr2	169590492	169590852	+	0.000	0.000	Merged-chr2-169590672-10
Merged-chr15-12375841-43	chr15	12375632	12376071	+	0.000	0.000	Merged-chr15-12375841-43
Merged-chr12-115980801-30	chr12	115980613	115981048	+	0.000	0.000	Merged-chr12-115980801-30
Merged-chr11-94253305-42	chr11	94252921	94253627	+	0.000	0.000	Merged-chr11-94253305-42
Merged-chr10-13437892-1	chr10	13437794	13437992	+	0.000	0.000	Merged-chr10-13437892-1
Merged-chr17-42883914-20	chr17	42883387	42884322	+	0.000	0.000	Merged-chr17-42883914-20
Merged-chr6-134348726-53	chr6	134348338	134349202	+	0.000	0.000	Merged-chr6-134348726-53
Merged-chr11-106723126-20	chr11	106722942	106723512	+	0.000	0.000	Merged-chr11-106723126-20
Merged-chr19-12501763-102	chr19	12501503	12502065	+	0.000	0.000	Merged-chr19-12501763-102
Merged-chr8-40634821-50	chr8	40634523	40635123	+	0.000	0.000	Merged-chr8-40634821-50
Merged-chr7-96920782-38	chr7	96920582	96920956	+	0.000	0.000	Merged-chr7-96920782-38
Merged-chr7-118104738-1	chr7	118104640	118104838	+	0.000	0.000	Merged-chr7-118104738-1
Merged-chr12-8499918-111	chr12	8499545	8500404	+	0.000	0.000	Merged-chr12-8499918-111
Merged-chr1-60410704-2	chr1	60410566	60410845	+	0.000	0.000	Merged-chr1-60410704-2
Merged-chr1-34831505-37	chr1	34831253	34831780	+	0.000	0.000	Merged-chr1-34831505-37
Merged-chr7-19871294-33	chr7	19870941	19871522	+	0.000	0.000	Merged-chr7-19871294-33
Merged-chr16-24281269-2	chr16	24281167	24281374	+	0.000	0.000	Merged-chr16-24281269-2
Merged-chr4-119359633-47	chr4	119359418	119359886	+	0.000	0.000	Merged-chr4-119359633-47
Merged-chr10-59964870-60	chr10	59964566	59965217	+	0.000	0.000	Merged-chr10-59964870-60
Merged-chr2-160734512-38	chr2	160734299	160734723	+	0.000	0.000	Merged-chr2-160734512-38
Merged-chr10-128211803-53	chr10	128211431	128212055	+	0.000	0.000	Merged-chr10-128211803-53
Merged-chr3-89892725-25	chr3	89892503	89892925	+	0.000	0.000	Merged-chr3-89892725-25
Merged-chr17-32880798-54	chr17	32880442	32881158	+	0.000	0.000	Merged-chr17-32880798-54
Merged-chr2-77175946-2	chr2	77175761	77176133	+	0.000	0.000	Merged-chr2-77175946-2
Merged-chr2-5951408-104	chr2	5951134	5951755	+	0.000	0.000	Merged-chr2-5951408-104
Merged-chr6-142507875-63	chr6	142507538	142508112	+	0.000	0.000	Merged-chr6-142507875-63
Merged-chr4-6870603-25	chr4	6870333	6870798	+	0.000	0.000	Merged-chr4-6870603-25
Merged-chr11-115955280-58	chr11	115954871	115955468	+	0.000	0.000	Merged-chr11-115955280-58
Merged-chr2-169586883-2	chr2	169586719	169587050	+	0.000	0.000	Merged-chr2-169586883-2
Merged-chr12-52797270-1	chr12	52797172	52797370	+	0.000	0.000	Merged-chr12-52797270-1
Merged-chr9-94614552-1	chr9	94614454	94614652	+	0.000	0.000	Merged-chr9-94614552-1
Merged-chr3-57848090-4	chr3	57847967	57848229	+	0.000	0.000	Merged-chr3-57848090-4
Merged-chr6-129273817-44	chr6	129273539	129274029	+	0.000	0.000	Merged-chr6-129273817-44
Merged-chr3-115888038-82	chr3	115887787	115888336	+	0.000	0.000	Merged-chr3-115888038-82
Merged-chr13-117023549-1	chr13	117023451	117023649	+	0.000	0.000	Merged-chr13-117023549-1
Merged-chr1-69537947-48	chr1	69537562	69538215	+	0.000	0.000	Merged-chr1-69537947-48
Merged-chr6-124779719-51	chr6	124779506	124779905	+	0.000	0.000	Merged-chr6-124779719-51
Merged-chr5-103440835-3	chr5	103440725	103440958	+	0.000	0.000	Merged-chr5-103440835-3
Merged-chr1-192091164-6	chr1	192091023	192091333	+	0.000	0.000	Merged-chr1-192091164-6
Merged-chr1-189871035-1	chr1	189870937	189871135	+	0.000	0.000	Merged-chr1-189871035-1
Merged-chr5-75484105-1	chr5	75484007	75484205	+	0.000	0.000	Merged-chr5-75484105-1
Merged-chr7-13024228-149	chr7	13023689	13024689	+	0.000	0.000	Merged-chr7-13024228-149
Merged-chr2-79512092-19	chr2	79511909	79512310	+	0.000	0.000	Merged-chr2-79512092-19
Merged-chr5-92353751-46	chr5	92353496	92354013	+	0.000	0.000	Merged-chr5-92353751-46
Merged-chr15-102257531-48	chr15	102257116	102257941	+	0.000	0.000	Merged-chr15-102257531-48
Merged-chr19-29101370-61	chr19	29101111	29101710	+	0.000	0.000	Merged-chr19-29101370-61
Merged-chr3-68967303-47	chr3	68966970	68967682	+	0.000	0.000	Merged-chr3-68967303-47
Merged-chr10-12963472-34	chr10	12963303	12963648	+	0.000	0.000	Merged-chr10-12963472-34
Merged-chr9-20988084-12	chr9	20987943	20988265	+	0.000	0.000	Merged-chr9-20988084-12
Merged-chr17-8239317-7	chr17	8239004	8239519	+	0.000	0.000	Merged-chr17-8239317-7
Merged-chr1-155146711-33	chr1	155146548	155146968	+	0.000	0.000	Merged-chr1-155146711-33
Merged-chr2-61454563-42	chr2	61454283	61454833	+	0.000	0.000	Merged-chr2-61454563-42
Merged-chr10-63381719-30	chr10	63381459	63381872	+	0.000	0.000	Merged-chr10-63381719-30
Merged-chr13-116884873-20	chr13	116884469	116885357	+	0.000	0.000	Merged-chr13-116884873-20
Merged-chr15-9575046-48	chr15	9574865	9575254	+	0.000	0.000	Merged-chr15-9575046-48
Merged-chr7-16196917-6	chr7	16196758	16197141	+	0.000	0.000	Merged-chr7-16196917-6
Merged-chr8-79398951-115	chr8	79398031	79399640	+	0.000	0.000	Merged-chr8-79398951-115
Merged-chr6-143830198-17	chr6	143829855	143830444	+	0.000	0.000	Merged-chr6-143830198-17
Merged-chr5-127617199-70	chr5	127616679	127617599	+	0.000	0.000	Merged-chr5-127617199-70
Merged-chr10-68119461-23	chr10	68119270	68119667	+	0.000	0.000	Merged-chr10-68119461-23
Merged-chr1-78658956-5	chr1	78658834	78659097	+	0.000	0.000	Merged-chr1-78658956-5
Merged-chr12-113212688-4	chr12	113212552	113212824	+	0.000	0.000	Merged-chr12-113212688-4
Merged-chr2-152102009-14	chr2	152101822	152102193	+	0.000	0.000	Merged-chr2-152102009-14
Merged-chr13-34046570-24	chr13	34046306	34046778	+	0.000	0.000	Merged-chr13-34046570-24
Merged-chr8-61540042-30	chr8	61539762	61540280	+	0.000	0.000	Merged-chr8-61540042-30
Merged-chr16-20517817-1	chr16	20517719	20517917	+	0.000	0.000	Merged-chr16-20517817-1
Merged-chr1-190554319-2	chr1	190554175	190554466	+	0.000	0.000	Merged-chr1-190554319-2
Merged-chr1-131993308-10	chr1	131993111	131993457	+	0.000	0.000	Merged-chr1-131993308-10
Merged-chr3-84477603-8	chr3	84477354	84477813	+	0.000	0.000	Merged-chr3-84477603-8
Merged-chr8-79060066-12	chr8	79059656	79060327	+	0.000	0.000	Merged-chr8-79060066-12
Merged-chr19-29237050-65	chr19	29236834	29237309	+	0.000	0.000	Merged-chr19-29237050-65
Merged-chrX-133887516-30	chrX	133887310	133887705	+	0.000	0.000	Merged-chrX-133887516-30
Merged-chr12-103388761-48	chr12	103388518	103389059	+	0.000	0.000	Merged-chr12-103388761-48
Merged-chr11-44489355-8	chr11	44489181	44489520	+	0.000	0.000	Merged-chr11-44489355-8
Merged-chr9-106886341-7	chr9	106886140	106886555	+	0.000	0.000	Merged-chr9-106886341-7
Merged-chr8-4166243-82	chr8	4165933	4166458	+	0.000	0.000	Merged-chr8-4166243-82
Merged-chr7-73529409-7	chr7	73529224	73529649	+	0.000	0.000	Merged-chr7-73529409-7
Merged-chr3-129878868-74	chr3	129878528	129879150	+	0.000	0.000	Merged-chr3-129878868-74
Merged-chr18-24305514-11	chr18	24305312	24305714	+	0.000	0.000	Merged-chr18-24305514-11
Merged-chr19-12518208-28	chr19	12517939	12518494	+	0.000	0.000	Merged-chr19-12518208-28
Merged-chr6-143961927-1	chr6	143961829	143962027	+	0.000	0.000	Merged-chr6-143961927-1
Merged-chr10-67194243-31	chr10	67194004	67194584	+	0.000	0.000	Merged-chr10-67194243-31
Merged-chr19-5389296-20	chr19	5389092	5389473	+	0.000	0.000	Merged-chr19-5389296-20
Merged-chr9-103134672-43	chr9	103134421	103134942	+	0.000	0.000	Merged-chr9-103134672-43
Merged-chr4-123016629-49	chr4	123016410	123016872	+	0.000	0.000	Merged-chr4-123016629-49
Merged-chr16-89817047-30	chr16	89816749	89817515	+	0.000	0.000	Merged-chr16-89817047-30
Merged-chr6-99249294-1	chr6	99249196	99249394	+	0.000	0.000	Merged-chr6-99249294-1
Merged-chr2-61635446-9	chr2	61635264	61635598	+	0.000	0.000	Merged-chr2-61635446-9
Merged-chr17-73821760-2	chr17	73821627	73821896	+	0.000	0.000	Merged-chr17-73821760-2
Merged-chr9-61705998-7	chr9	61705837	61706138	+	0.000	0.000	Merged-chr9-61705998-7
Merged-chr2-170216227-3	chr2	170216071	170216373	+	0.000	0.000	Merged-chr2-170216227-3
Merged-chr14-121738947-111	chr14	121738386	121739450	+	0.000	0.000	Merged-chr14-121738947-111
Merged-chr9-53356792-29	chr9	53356536	53357014	+	0.000	0.000	Merged-chr9-53356792-29
Merged-chr10-96751812-13	chr10	96751639	96751993	+	0.000	0.000	Merged-chr10-96751812-13
Merged-chr7-122940483-54	chr7	122940031	122940735	+	0.000	0.000	Merged-chr7-122940483-54
Merged-chr19-29194532-55	chr19	29194121	29194856	+	0.000	0.000	Merged-chr19-29194532-55
Merged-chr3-57846998-1	chr3	57846900	57847098	+	0.000	0.000	Merged-chr3-57846998-1
Merged-chr12-24600687-58	chr12	24600098	24601183	+	0.000	0.000	Merged-chr12-24600687-58
Merged-chr16-45310615-7	chr16	45310420	45310778	+	0.000	0.000	Merged-chr16-45310615-7
Merged-chr10-127662313-49	chr10	127662011	127662612	+	0.000	0.000	Merged-chr10-127662313-49
Merged-chr3-126831628-17	chr3	126831376	126831847	+	0.000	0.000	Merged-chr3-126831628-17
Merged-chr17-55878922-72	chr17	55878697	55879118	+	0.000	0.000	Merged-chr17-55878922-72
Merged-chr18-50017066-69	chr18	50016759	50017329	+	0.000	0.000	Merged-chr18-50017066-69
Merged-chr11-32486832-15	chr11	32486628	32487037	+	0.000	0.000	Merged-chr11-32486832-15
Merged-chr5-127611997-17	chr5	127611768	127612174	+	0.000	0.000	Merged-chr5-127611997-17
Merged-chr14-31761933-17	chr14	31761739	31762112	+	0.000	0.000	Merged-chr14-31761933-17
Merged-chr2-146268143-1	chr2	146268045	146268243	+	0.000	0.000	Merged-chr2-146268143-1
Merged-chr1-192493990-1	chr1	192493892	192494090	+	0.000	0.000	Merged-chr1-192493990-1
Merged-chr16-18377300-20	chr16	18377053	18377507	+	0.000	0.000	Merged-chr16-18377300-20
Merged-chr8-68627437-32	chr8	68627094	68627708	+	0.000	0.000	Merged-chr8-68627437-32
Merged-chr14-103363341-36	chr14	103363128	103363580	+	0.000	0.000	Merged-chr14-103363341-36
Merged-chr9-44565580-5	chr9	44565432	44565772	+	0.000	0.000	Merged-chr9-44565580-5
Merged-chr17-5138252-1	chr17	5138154	5138352	+	0.000	0.000	Merged-chr17-5138252-1
Merged-chr8-81765415-1	chr8	81765317	81765515	+	0.000	0.000	Merged-chr8-81765415-1
Merged-chr9-88329441-57	chr9	88329193	88329724	+	0.000	0.000	Merged-chr9-88329441-57
Merged-chr11-115814180-82	chr11	115813655	115814540	+	0.000	0.000	Merged-chr11-115814180-82
Merged-chr8-41039674-18	chr8	41039315	41039844	+	0.000	0.000	Merged-chr8-41039674-18
Merged-chr12-36036969-49	chr12	36036702	36037248	+	0.000	0.000	Merged-chr12-36036969-49
Merged-chr1-190659083-1	chr1	190658985	190659183	+	0.000	0.000	Merged-chr1-190659083-1
Merged-chr16-24263045-11	chr16	24262887	24263281	+	0.000	0.000	Merged-chr16-24263045-11
Merged-chr15-100182405-6	chr15	100182307	100182506	+	0.000	0.000	Merged-chr15-100182405-6
Merged-chr3-132949993-73	chr3	132949736	132950293	+	0.000	0.000	Merged-chr3-132949993-73
Merged-chr1-192764646-13	chr1	192764472	192764798	+	0.000	0.000	Merged-chr1-192764646-13
Merged-chr10-14050018-2	chr10	14049887	14050152	+	0.000	0.000	Merged-chr10-14050018-2
Merged-chr2-68436038-76	chr2	68435367	68436328	+	0.000	0.000	Merged-chr2-68436038-76
Merged-chr7-6283007-16	chr7	6282846	6283143	+	0.000	0.000	Merged-chr7-6283007-16
Merged-chr5-122602463-10	chr5	122602261	122602640	+	0.000	0.000	Merged-chr5-122602463-10
Merged-chr5-139460565-47	chr5	139460354	139460812	+	0.000	0.000	Merged-chr5-139460565-47
Merged-chr2-135852240-2	chr2	135852055	135852428	+	0.000	0.000	Merged-chr2-135852240-2
Merged-chr14-14012887-98	chr14	14012624	14013187	+	0.000	0.000	Merged-chr14-14012887-98
Merged-chr8-126539798-23	chr8	126539576	126540035	+	0.000	0.000	Merged-chr8-126539798-23
Merged-chr1-128549084-80	chr1	128548730	128549786	+	0.000	0.000	Merged-chr1-128549084-80
Merged-chr1-36512086-88	chr1	36511663	36512428	+	0.000	0.000	Merged-chr1-36512086-88
Merged-chr11-21091445-68	chr11	21091097	21091993	+	0.000	0.000	Merged-chr11-21091445-68
Merged-chr7-51862381-4	chr7	51862265	51862492	+	0.000	0.000	Merged-chr7-51862381-4
Merged-chr1-60985751-5	chr1	60985643	60985859	+	0.000	0.000	Merged-chr1-60985751-5
Merged-chr13-55105411-57	chr13	55105156	55105750	+	0.000	0.000	Merged-chr13-55105411-57
Merged-chr2-6380083-49	chr2	6379839	6380296	+	0.000	0.000	Merged-chr2-6380083-49
Merged-chr5-142974884-33	chr5	142974661	142975104	+	0.000	0.000	Merged-chr5-142974884-33
Merged-chr2-28513969-3	chr2	28513871	28514069	+	0.000	0.000	Merged-chr2-28513969-3
Merged-chr19-37235355-1	chr19	37235257	37235455	+	0.000	0.000	Merged-chr19-37235355-1
Merged-chr14-45051000-2	chr14	45050894	45051109	+	0.000	0.000	Merged-chr14-45051000-2
Merged-chr12-69501974-43	chr12	69501730	69502315	+	0.000	0.000	Merged-chr12-69501974-43
Merged-chr5-118028862-172	chr5	118027446	118029786	+	0.000	0.000	Merged-chr5-118028862-172
Merged-chr7-138909643-85	chr7	138909397	138909890	+	0.000	0.000	Merged-chr7-138909643-85
Merged-chr2-158450129-3	chr2	158450019	158450236	+	0.000	0.000	Merged-chr2-158450129-3
Merged-chr2-29629484-37	chr2	29629051	29629681	+	0.000	0.000	Merged-chr2-29629484-37
Merged-chr13-4712896-2	chr13	4712775	4713020	+	0.000	0.000	Merged-chr13-4712896-2
Merged-chr15-78913955-53	chr15	78913698	78914184	+	0.000	0.000	Merged-chr15-78913955-53
Merged-chr16-24850732-11	chr16	24850324	24851083	+	0.000	0.000	Merged-chr16-24850732-11
Merged-chr16-89835915-50	chr16	89835726	89836145	+	0.000	0.000	Merged-chr16-89835915-50
Merged-chr13-117025711-44	chr13	117025533	117025970	+	0.000	0.000	Merged-chr13-117025711-44
Merged-chr13-91178743-26	chr13	91178504	91178999	+	0.000	0.000	Merged-chr13-91178743-26
Merged-chr17-30004798-88	chr17	30004394	30005172	+	0.000	0.000	Merged-chr17-30004798-88
Merged-chr6-73268077-15	chr6	73267929	73268269	+	0.000	0.000	Merged-chr6-73268077-15
Merged-chr7-30327345-5	chr7	30327196	30327500	+	0.000	0.000	Merged-chr7-30327345-5
Merged-chr6-144190387-4	chr6	144190259	144190509	+	0.000	0.000	Merged-chr6-144190387-4
Merged-chr7-128642679-7	chr7	128642536	128642812	+	0.000	0.000	Merged-chr7-128642679-7
Merged-chr6-144332292-25	chr6	144331952	144332689	+	0.000	0.000	Merged-chr6-144332292-25
Merged-chr3-37173489-44	chr3	37173240	37173898	+	0.000	0.000	Merged-chr3-37173489-44
Merged-chr2-29683864-12	chr2	29683610	29684138	+	0.000	0.000	Merged-chr2-29683864-12
Merged-chr10-68080253-7	chr10	68080075	68080385	+	0.000	0.000	Merged-chr10-68080253-7
Merged-chr19-57113185-31	chr19	57112884	57113549	+	0.000	0.000	Merged-chr19-57113185-31
Merged-chr6-124765480-1	chr6	124765382	124765580	+	0.000	0.000	Merged-chr6-124765480-1
Merged-chr12-75596166-99	chr12	75595883	75596586	+	0.000	0.000	Merged-chr12-75596166-99
Merged-chr2-37703369-89	chr2	37703045	37703751	+	0.000	0.000	Merged-chr2-37703369-89
Merged-chr9-114507598-34	chr9	114507169	114507885	+	0.000	0.000	Merged-chr9-114507598-34
Merged-chr9-118706091-31	chr9	118705648	118706805	+	0.000	0.000	Merged-chr9-118706091-31
Merged-chr11-52320694-9	chr11	52320554	52320829	+	0.000	0.000	Merged-chr11-52320694-9
Merged-chr15-89591858-51	chr15	89591559	89592127	+	0.000	0.000	Merged-chr15-89591858-51
Merged-chr4-129621333-30	chr4	129621149	129621593	+	0.000	0.000	Merged-chr4-129621333-30
Merged-chrX-134751230-54	chrX	134750947	134751540	+	0.000	0.000	Merged-chrX-134751230-54
Merged-chr1-173423098-2	chr1	173422977	173423222	+	0.000	0.000	Merged-chr1-173423098-2
Merged-chr2-79518412-18	chr2	79518186	79518656	+	0.000	0.000	Merged-chr2-79518412-18
Merged-chr11-99136684-32	chr11	99136446	99136913	+	0.000	0.000	Merged-chr11-99136684-32
Merged-chr1-136685597-75	chr1	136685309	136685821	+	0.000	0.000	Merged-chr1-136685597-75
Merged-chr12-16202520-13	chr12	16202231	16202815	+	0.000	0.000	Merged-chr12-16202520-13
Merged-chr6-85144672-14	chr6	85144510	85144852	+	0.000	0.000	Merged-chr6-85144672-14
Merged-chr7-12979505-1	chr7	12979407	12979605	+	0.000	0.000	Merged-chr7-12979505-1
Merged-chr9-83064625-1	chr9	83064527	83064725	+	0.000	0.000	Merged-chr9-83064625-1
Merged-chr6-65764798-1	chr6	65764700	65764898	+	0.000	0.000	Merged-chr6-65764798-1
Merged-chr7-143627990-12	chr7	143627748	143628298	+	0.000	0.000	Merged-chr7-143627990-12
Merged-chr10-128211025-1	chr10	128210927	128211125	+	0.000	0.000	Merged-chr10-128211025-1
Merged-chr5-107220058-5	chr5	107219913	107220203	+	0.000	0.000	Merged-chr5-107220058-5
Merged-chr2-84487895-3	chr2	84487773	84488023	+	0.000	0.000	Merged-chr2-84487895-3
Merged-chr6-145303796-48	chr6	145303537	145303976	+	0.000	0.000	Merged-chr6-145303796-48
Merged-chr5-122288620-47	chr5	122288414	122288797	+	0.000	0.000	Merged-chr5-122288620-47
Merged-chr8-94012464-75	chr8	94012128	94012914	+	0.000	0.000	Merged-chr8-94012464-75
Merged-chr4-32160945-10	chr4	32160712	32161209	+	0.000	0.000	Merged-chr4-32160945-10
Merged-chr11-3141764-10	chr11	3141533	3141921	+	0.000	0.000	Merged-chr11-3141764-10
Merged-chr10-17657031-20	chr10	17656704	17657287	+	0.000	0.000	Merged-chr10-17657031-20
Merged-chr12-116281266-88	chr12	116280997	116281537	+	0.000	0.000	Merged-chr12-116281266-88
Merged-chrX-166351958-28	chrX	166351630	166352206	+	0.000	0.000	Merged-chrX-166351958-28
Merged-chr14-51913534-68	chr14	51913122	51913830	+	0.000	0.000	Merged-chr14-51913534-68
Merged-chr17-6064390-2	chr17	6064292	6064490	+	0.000	0.000	Merged-chr17-6064390-2
Merged-chr9-43238844-1	chr9	43238746	43238944	+	0.000	0.000	Merged-chr9-43238844-1
Merged-chr3-94649201-14	chr3	94648962	94649456	+	0.000	0.000	Merged-chr3-94649201-14
Merged-chr8-8660583-1	chr8	8660485	8660683	+	0.000	0.000	Merged-chr8-8660583-1
Merged-chr6-38810070-95	chr6	38809822	38810428	+	0.000	0.000	Merged-chr6-38810070-95
Merged-chr4-57832585-7	chr4	57832404	57832802	+	0.000	0.000	Merged-chr4-57832585-7
Merged-chr1-23935168-46	chr1	23934938	23935596	+	0.000	0.000	Merged-chr1-23935168-46
Merged-chr4-137861990-96	chr4	137861737	137862381	+	0.000	0.000	Merged-chr4-137861990-96
Merged-chr7-67912081-16	chr7	67911911	67912256	+	0.000	0.000	Merged-chr7-67912081-16
Merged-chr11-22814136-127	chr11	22813946	22814482	+	0.000	0.000	Merged-chr11-22814136-127
Merged-chr6-144902713-143	chr6	144902440	144902926	+	0.000	0.000	Merged-chr6-144902713-143
Merged-chr16-76299759-15	chr16	76299554	76300120	+	0.000	0.000	Merged-chr16-76299759-15
Merged-chr18-35889093-93	chr18	35887947	35890267	+	0.000	0.000	Merged-chr18-35889093-93
Merged-chr18-35848292-36	chr18	35848048	35848563	+	0.000	0.000	Merged-chr18-35848292-36
Merged-chr17-5007273-49	chr17	5007059	5007516	+	0.000	0.000	Merged-chr17-5007273-49
Merged-chr10-67502548-2	chr10	67502450	67502648	+	0.000	0.000	Merged-chr10-67502548-2
Merged-chr18-9394163-42	chr18	9393853	9394444	+	0.000	0.000	Merged-chr18-9394163-42
Merged-chr13-95518086-22	chr13	95517782	95518324	+	0.000	0.000	Merged-chr13-95518086-22
Merged-chr1-127320105-13	chr1	127319894	127320276	+	0.000	0.000	Merged-chr1-127320105-13
Merged-chr13-51886128-52	chr13	51885915	51886454	+	0.000	0.000	Merged-chr13-51886128-52
Merged-chr10-17508060-2	chr10	17507941	17508182	+	0.000	0.000	Merged-chr10-17508060-2
Merged-chrX-134585795-59	chrX	134585571	134586056	+	0.000	0.000	Merged-chrX-134585795-59
Merged-chr14-31640983-59	chr14	31640723	31641215	+	0.000	0.000	Merged-chr14-31640983-59
Merged-chr19-44078434-18	chr19	44078214	44078669	+	0.000	0.000	Merged-chr19-44078434-18
Merged-chr3-37654500-78	chr3	37654226	37654700	+	0.000	0.000	Merged-chr3-37654500-78
Merged-chr6-54595326-63	chr6	54594973	54595748	+	0.000	0.000	Merged-chr6-54595326-63
Merged-chr8-84990479-83	chr8	84990216	84990834	+	0.000	0.000	Merged-chr8-84990479-83
Merged-chr3-126597082-207	chr3	126596488	126597388	+	0.000	0.000	Merged-chr3-126597082-207
Merged-chr3-104818098-119	chr3	104817576	104818621	+	0.000	0.000	Merged-chr3-104818098-119
Merged-chr1-189922190-68	chr1	189921904	189922538	+	0.000	0.000	Merged-chr1-189922190-68
Merged-chr10-96630384-5	chr10	96630213	96630538	+	0.000	0.000	Merged-chr10-96630384-5
Merged-chr9-89869156-1	chr9	89869058	89869256	+	0.000	0.000	Merged-chr9-89869156-1
Merged-chr9-83893287-19	chr9	83893057	83893527	+	0.000	0.000	Merged-chr9-83893287-19
Merged-chr5-103579979-7	chr5	103579812	103580115	+	0.000	0.000	Merged-chr5-103579979-7
Merged-chr6-144130277-1	chr6	144130179	144130377	+	0.000	0.000	Merged-chr6-144130277-1
Merged-chr13-117048588-56	chr13	117048167	117048843	+	0.000	0.000	Merged-chr13-117048588-56
Merged-chr14-122700825-21	chr14	122700620	122701105	+	0.000	0.000	Merged-chr14-122700825-21
Merged-chr5-134704311-24	chr5	134703933	134704629	+	0.000	0.000	Merged-chr5-134704311-24
Merged-chr2-37702611-3	chr2	37702450	37702743	+	0.000	0.000	Merged-chr2-37702611-3
Merged-chr15-53474355-25	chr15	53473876	53474722	+	0.000	0.000	Merged-chr15-53474355-25
Merged-chr2-59469655-1	chr2	59469557	59469755	+	0.000	0.000	Merged-chr2-59469655-1
Merged-chr10-82128088-63	chr10	82127911	82128293	+	0.000	0.000	Merged-chr10-82128088-63
