#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TFH_Associated--ATAC_peaks.bed all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1.dn.bed
Merged-chr12-8772798-23	chr12	8772310	8773228	+	0.000	0.000	Merged-chr12-8772798-23
Merged-chr13-91461110-110	chr13	91460681	91461478	+	0.000	0.000	Merged-chr13-91461110-110
Merged-chr15-62038583-121	chr15	62037767	62039413	+	0.000	0.000	Merged-chr15-62038583-121
Merged-chr4-7112485-9	chr4	7112271	7112662	+	0.000	0.000	Merged-chr4-7112485-9
Merged-chr16-14439328-12	chr16	14439072	14439508	+	0.000	0.000	Merged-chr16-14439328-12
Merged-chr16-42900498-5	chr16	42900349	42900640	+	0.000	0.000	Merged-chr16-42900498-5
Merged-chr9-22131740-67	chr9	22131361	22132167	+	0.000	0.000	Merged-chr9-22131740-67
Merged-chr18-35874168-47	chr18	35873458	35874844	+	0.000	0.000	Merged-chr18-35874168-47
Merged-chr1-94053706-41	chr1	94053451	94053996	+	0.000	0.000	Merged-chr1-94053706-41
Merged-chr11-69409995-6	chr11	69409897	69410095	+	0.000	0.000	Merged-chr11-69409995-6
Merged-chr12-113221567-2	chr12	113221463	113221674	+	0.000	0.000	Merged-chr12-113221567-2
Merged-chr11-21034097-32	chr11	21033753	21034357	+	0.000	0.000	Merged-chr11-21034097-32
Merged-chr9-14498849-2	chr9	14498736	14498964	+	0.000	0.000	Merged-chr9-14498849-2
Merged-chr17-34092675-17	chr17	34092366	34092880	+	0.000	0.000	Merged-chr17-34092675-17
Merged-chr16-17934609-13	chr16	17934419	17934784	+	0.000	0.000	Merged-chr16-17934609-13
Merged-chr15-27794416-5	chr15	27794254	27794626	+	0.000	0.000	Merged-chr15-27794416-5
Merged-chr18-53937531-41	chr18	53937334	53937821	+	0.000	0.000	Merged-chr18-53937531-41
Merged-chr15-27796764-17	chr15	27796360	27797024	+	0.000	0.000	Merged-chr15-27796764-17
Merged-chr7-45707473-44	chr7	45706804	45708085	+	0.000	0.000	Merged-chr7-45707473-44
Merged-chr8-15011224-110	chr8	15010211	15012300	+	0.000	0.000	Merged-chr8-15011224-110
Merged-chr12-41096290-9	chr12	41096144	41096413	+	0.000	0.000	Merged-chr12-41096290-9
Merged-chr16-89904595-58	chr16	89904089	89904980	+	0.000	0.000	Merged-chr16-89904595-58
Merged-chr1-55406748-7	chr1	55406612	55406891	+	0.000	0.000	Merged-chr1-55406748-7
Merged-chr1-91179704-88	chr1	91179069	91180422	+	0.000	0.000	Merged-chr1-91179704-88
Merged-chr16-57549399-62	chr16	57549136	57549673	+	0.000	0.000	Merged-chr16-57549399-62
Merged-chr4-149958695-1	chr4	149958597	149958795	+	0.000	0.000	Merged-chr4-149958695-1
Merged-chr1-136683345-27	chr1	136682972	136683783	+	0.000	0.000	Merged-chr1-136683345-27
Merged-chr15-61983458-31	chr15	61983240	61983651	+	0.000	0.000	Merged-chr15-61983458-31
Merged-chr12-36155639-21	chr12	36155273	36156055	+	0.000	0.000	Merged-chr12-36155639-21
Merged-chr3-68794543-41	chr3	68794134	68794775	+	0.000	0.000	Merged-chr3-68794543-41
Merged-chr13-43751187-7	chr13	43750974	43751403	+	0.000	0.000	Merged-chr13-43751187-7
Merged-chr10-43452431-49	chr10	43452159	43452748	+	0.000	0.000	Merged-chr10-43452431-49
Merged-chr1-21962257-5	chr1	21961995	21962573	+	0.000	0.000	Merged-chr1-21962257-5
Merged-chr15-103258343-65	chr15	103258160	103258624	+	0.000	0.000	Merged-chr15-103258343-65
Merged-chr17-28801273-108	chr17	28800602	28801549	+	0.000	0.000	Merged-chr17-28801273-108
Merged-chr11-100695061-1	chr11	100694963	100695161	+	0.000	0.000	Merged-chr11-100695061-1
Merged-chr2-30124519-66	chr2	30124283	30124811	+	0.000	0.000	Merged-chr2-30124519-66
Merged-chr7-73524685-48	chr7	73524359	73524940	+	0.000	0.000	Merged-chr7-73524685-48
Merged-chr9-71896366-36	chr9	71896003	71896674	+	0.000	0.000	Merged-chr9-71896366-36
Merged-chr4-32252453-5	chr4	32252221	32252642	+	0.000	0.000	Merged-chr4-32252453-5
Merged-chr8-14989606-62	chr8	14989437	14989865	+	0.000	0.000	Merged-chr8-14989606-62
Merged-chr15-102246754-122	chr15	102246357	102247129	+	0.000	0.000	Merged-chr15-102246754-122
Merged-chr2-120850426-67	chr2	120850128	120850724	+	0.000	0.000	Merged-chr2-120850426-67
Merged-chr7-49821727-13	chr7	49821379	49822063	+	0.000	0.000	Merged-chr7-49821727-13
Merged-chr7-96915877-37	chr7	96915640	96916137	+	0.000	0.000	Merged-chr7-96915877-37
Merged-chr13-104526729-1	chr13	104526631	104526829	+	0.000	0.000	Merged-chr13-104526729-1
Merged-chr4-115101833-38	chr4	115101596	115102118	+	0.000	0.000	Merged-chr4-115101833-38
Merged-chr6-39118137-66	chr6	39117747	39118433	+	0.000	0.000	Merged-chr6-39118137-66
Merged-chr2-158625094-66	chr2	158624806	158625279	+	0.000	0.000	Merged-chr2-158625094-66
Merged-chr19-57344006-22	chr19	57343781	57344296	+	0.000	0.000	Merged-chr19-57344006-22
Merged-chr6-147604597-1	chr6	147604499	147604697	+	0.000	0.000	Merged-chr6-147604597-1
Merged-chr9-59536904-3	chr9	59536757	59537032	+	0.000	0.000	Merged-chr9-59536904-3
Merged-chr1-192078636-38	chr1	192078404	192078933	+	0.000	0.000	Merged-chr1-192078636-38
Merged-chr8-125720220-10	chr8	125720006	125720399	+	0.000	0.000	Merged-chr8-125720220-10
Merged-chr5-105636927-69	chr5	105636694	105637196	+	0.000	0.000	Merged-chr5-105636927-69
Merged-chr13-90931322-30	chr13	90930809	90931618	+	0.000	0.000	Merged-chr13-90931322-30
Merged-chr8-126693986-5	chr8	126693780	126694201	+	0.000	0.000	Merged-chr8-126693986-5
Merged-chr1-39576189-3	chr1	39576060	39576307	+	0.000	0.000	Merged-chr1-39576189-3
Merged-chr8-111573415-1	chr8	111573317	111573515	+	0.000	0.000	Merged-chr8-111573415-1
Merged-chr7-24617959-10	chr7	24617787	24618104	+	0.000	0.000	Merged-chr7-24617959-10
Merged-chr5-3606104-9	chr5	3605910	3606289	+	0.000	0.000	Merged-chr5-3606104-9
Merged-chr4-106932798-2	chr4	106932681	106932917	+	0.000	0.000	Merged-chr4-106932798-2
Merged-chr19-32147779-18	chr19	32147599	32147998	+	0.000	0.000	Merged-chr19-32147779-18
Merged-chr4-134734669-83	chr4	134734465	134734901	+	0.000	0.000	Merged-chr4-134734669-83
Merged-chr3-127817402-1	chr3	127817304	127817502	+	0.000	0.000	Merged-chr3-127817402-1
Merged-chr11-84829158-56	chr11	84828852	84829486	+	0.000	0.000	Merged-chr11-84829158-56
Merged-chr11-80183866-67	chr11	80183595	80184133	+	0.000	0.000	Merged-chr11-80183866-67
Merged-chr2-6322787-80	chr2	6322369	6323084	+	0.000	0.000	Merged-chr2-6322787-80
Merged-chr11-52098997-87	chr11	52098416	52099471	+	0.000	0.000	Merged-chr11-52098997-87
Merged-chr12-85704920-2	chr12	85704822	85705020	+	0.000	0.000	Merged-chr12-85704920-2
Merged-chr1-153645501-10	chr1	153645341	153645640	+	0.000	0.000	Merged-chr1-153645501-10
Merged-chr17-33824550-48	chr17	33824290	33824755	+	0.000	0.000	Merged-chr17-33824550-48
Merged-chr12-17544915-80	chr12	17544527	17545500	+	0.000	0.000	Merged-chr12-17544915-80
Merged-chr14-52338882-26	chr14	52338641	52339120	+	0.000	0.000	Merged-chr14-52338882-26
Merged-chr5-120505593-25	chr5	120505352	120505863	+	0.000	0.000	Merged-chr5-120505593-25
Merged-chr5-114444156-63	chr5	114443900	114444379	+	0.000	0.000	Merged-chr5-114444156-63
Merged-chr8-71381982-56	chr8	71381762	71382424	+	0.000	0.000	Merged-chr8-71381982-56
Merged-chr17-28204490-5	chr17	28204338	28204686	+	0.000	0.000	Merged-chr17-28204490-5
Merged-chr19-12479491-16	chr19	12479344	12479676	+	0.000	0.000	Merged-chr19-12479491-16
Merged-chr2-91962990-14	chr2	91962766	91963279	+	0.000	0.000	Merged-chr2-91962990-14
Merged-chr8-91381957-7	chr8	91381770	91382166	+	0.000	0.000	Merged-chr8-91381957-7
Merged-chr12-105684881-151	chr12	105684561	105685414	+	0.000	0.000	Merged-chr12-105684881-151
Merged-chr19-57073198-53	chr19	57072718	57073721	+	0.000	0.000	Merged-chr19-57073198-53
Merged-chr11-94243595-44	chr11	94243069	94243964	+	0.000	0.000	Merged-chr11-94243595-44
Merged-chr16-18462823-4	chr16	18462717	18462930	+	0.000	0.000	Merged-chr16-18462823-4
Merged-chr16-33691596-37	chr16	33691431	33691782	+	0.000	0.000	Merged-chr16-33691596-37
Merged-chr1-38185745-4	chr1	38185613	38185880	+	0.000	0.000	Merged-chr1-38185745-4
Merged-chr12-24597937-3	chr12	24597834	24598046	+	0.000	0.000	Merged-chr12-24597937-3
Merged-chr15-102246016-1	chr15	102245918	102246116	+	0.000	0.000	Merged-chr15-102246016-1
Merged-chr7-25120558-69	chr7	25119705	25121131	+	0.000	0.000	Merged-chr7-25120558-69
Merged-chr1-192742211-3	chr1	192742081	192742332	+	0.000	0.000	Merged-chr1-192742211-3
Merged-chr7-127244446-56	chr7	127244240	127244722	+	0.000	0.000	Merged-chr7-127244446-56
Merged-chrX-7841668-98	chrX	7841406	7841994	+	0.000	0.000	Merged-chrX-7841668-98
Merged-chr7-44901527-50	chr7	44901281	44901789	+	0.000	0.000	Merged-chr7-44901527-50
Merged-chr2-29252821-93	chr2	29252194	29253429	+	0.000	0.000	Merged-chr2-29252821-93
Merged-chr11-3164655-4	chr11	3164510	3164791	+	0.000	0.000	Merged-chr11-3164655-4
Merged-chr4-11156378-59	chr4	11156181	11156617	+	0.000	0.000	Merged-chr4-11156378-59
Merged-chr15-86059435-1	chr15	86059337	86059535	+	0.000	0.000	Merged-chr15-86059435-1
Merged-chr6-128808713-29	chr6	128808548	128808902	+	0.000	0.000	Merged-chr6-128808713-29
Merged-chr3-86955467-9	chr3	86955208	86955713	+	0.000	0.000	Merged-chr3-86955467-9
Merged-chr7-143685833-51	chr7	143685614	143686194	+	0.000	0.000	Merged-chr7-143685833-51
Merged-chr4-149187826-9	chr4	149187700	149187971	+	0.000	0.000	Merged-chr4-149187826-9
Merged-chr9-58275627-82	chr9	58275215	58276126	+	0.000	0.000	Merged-chr9-58275627-82
Merged-chr11-60105698-116	chr11	60104811	60106617	+	0.000	0.000	Merged-chr11-60105698-116
Merged-chr4-150488416-3	chr4	150488237	150488601	+	0.000	0.000	Merged-chr4-150488416-3
Merged-chr1-73966693-8	chr1	73966538	73966860	+	0.000	0.000	Merged-chr1-73966693-8
Merged-chr15-58685209-108	chr15	58684596	58686059	+	0.000	0.000	Merged-chr15-58685209-108
Merged-chr3-131171323-20	chr3	131170963	131171605	+	0.000	0.000	Merged-chr3-131171323-20
Merged-chr4-86874250-69	chr4	86873949	86874572	+	0.000	0.000	Merged-chr4-86874250-69
Merged-chr6-99432188-11	chr6	99431984	99432496	+	0.000	0.000	Merged-chr6-99432188-11
Merged-chr3-138753245-27	chr3	138752913	138753484	+	0.000	0.000	Merged-chr3-138753245-27
Merged-chr5-125178915-93	chr5	125178387	125179706	+	0.000	0.000	Merged-chr5-125178915-93
Merged-chr7-101108593-67	chr7	101108245	101109060	+	0.000	0.000	Merged-chr7-101108593-67
Merged-chr19-24140686-8	chr19	24140389	24140930	+	0.000	0.000	Merged-chr19-24140686-8
Merged-chr3-126609975-57	chr3	126609660	126610291	+	0.000	0.000	Merged-chr3-126609975-57
Merged-chr2-18957647-16	chr2	18957405	18958031	+	0.000	0.000	Merged-chr2-18957647-16
Merged-chr9-61380377-10	chr9	61380230	61380579	+	0.000	0.000	Merged-chr9-61380377-10
Merged-chr12-36439593-19	chr12	36439418	36439762	+	0.000	0.000	Merged-chr12-36439593-19
Merged-chr1-66992986-21	chr1	66992674	66993213	+	0.000	0.000	Merged-chr1-66992986-21
Merged-chr9-21031274-105	chr9	21030828	21031661	+	0.000	0.000	Merged-chr9-21031274-105
Merged-chr15-86056647-3	chr15	86056530	86056768	+	0.000	0.000	Merged-chr15-86056647-3
Merged-chr2-161090344-28	chr2	161090135	161090637	+	0.000	0.000	Merged-chr2-161090344-28
Merged-chr6-128807188-11	chr6	128807042	128807313	+	0.000	0.000	Merged-chr6-128807188-11
Merged-chr11-106674818-63	chr11	106674360	106675173	+	0.000	0.000	Merged-chr11-106674818-63
Merged-chr13-116711857-1	chr13	116711759	116711957	+	0.000	0.000	Merged-chr13-116711857-1
Merged-chr7-81829140-123	chr7	81828539	81829776	+	0.000	0.000	Merged-chr7-81829140-123
Merged-chr1-36264360-59	chr1	36264054	36264592	+	0.000	0.000	Merged-chr1-36264360-59
Merged-chr14-54426956-48	chr14	54426624	54427308	+	0.000	0.000	Merged-chr14-54426956-48
Merged-chr5-136565550-6	chr5	136565276	136565747	+	0.000	0.000	Merged-chr5-136565550-6
Merged-chr5-105244982-37	chr5	105244782	105245286	+	0.000	0.000	Merged-chr5-105244982-37
Merged-chr10-80656566-55	chr10	80656328	80656887	+	0.000	0.000	Merged-chr10-80656566-55
Merged-chr5-140419081-107	chr5	140418771	140419405	+	0.000	0.000	Merged-chr5-140419081-107
Merged-chr10-80399766-4	chr10	80399631	80399887	+	0.000	0.000	Merged-chr10-80399766-4
Merged-chr14-122807151-20	chr14	122806893	122807415	+	0.000	0.000	Merged-chr14-122807151-20
Merged-chr5-125197452-10	chr5	125197255	125197625	+	0.000	0.000	Merged-chr5-125197452-10
Merged-chr10-39370164-124	chr10	39369590	39371093	+	0.000	0.000	Merged-chr10-39370164-124
Merged-chr4-32149076-96	chr4	32148849	32149333	+	0.000	0.000	Merged-chr4-32149076-96
Merged-chr13-21362890-33	chr13	21362651	21363161	+	0.000	0.000	Merged-chr13-21362890-33
Merged-chr16-33380769-130	chr16	33380181	33381484	+	0.000	0.000	Merged-chr16-33380769-130
Merged-chr11-69766217-75	chr11	69765958	69766711	+	0.000	0.000	Merged-chr11-69766217-75
Merged-chr14-121934636-24	chr14	121934496	121934907	+	0.000	0.000	Merged-chr14-121934636-24
Merged-chr15-89211006-134	chr15	89210172	89211817	+	0.000	0.000	Merged-chr15-89211006-134
Merged-chr15-76661271-8	chr15	76661039	76661544	+	0.000	0.000	Merged-chr15-76661271-8
Merged-chr9-62420075-10	chr9	62419935	62420224	+	0.000	0.000	Merged-chr9-62420075-10
Merged-chr9-61370190-7	chr9	61370041	61370329	+	0.000	0.000	Merged-chr9-61370190-7
Merged-chr11-75962033-17	chr11	75961745	75962202	+	0.000	0.000	Merged-chr11-75962033-17
Merged-chr4-57883873-2	chr4	57883744	57884005	+	0.000	0.000	Merged-chr4-57883873-2
Merged-chr7-30321790-4	chr7	30321650	30321924	+	0.000	0.000	Merged-chr7-30321790-4
Merged-chr3-138743281-13	chr3	138743129	138743439	+	0.000	0.000	Merged-chr3-138743281-13
Merged-chr13-85484946-17	chr13	85484699	85485305	+	0.000	0.000	Merged-chr13-85484946-17
Merged-chr11-21181844-2	chr11	21181715	21181975	+	0.000	0.000	Merged-chr11-21181844-2
Merged-chr4-32351607-40	chr4	32351278	32351914	+	0.000	0.000	Merged-chr4-32351607-40
Merged-chr10-81230614-44	chr10	81230235	81231071	+	0.000	0.000	Merged-chr10-81230614-44
Merged-chr10-115394911-1	chr10	115394813	115395011	+	0.000	0.000	Merged-chr10-115394911-1
Merged-chr4-115985181-4	chr4	115985034	115985312	+	0.000	0.000	Merged-chr4-115985181-4
Merged-chr15-76671670-56	chr15	76671407	76671931	+	0.000	0.000	Merged-chr15-76671670-56
Merged-chr13-99992126-1	chr13	99992028	99992226	+	0.000	0.000	Merged-chr13-99992126-1
Merged-chr3-129863927-12	chr3	129863766	129864070	+	0.000	0.000	Merged-chr3-129863927-12
Merged-chr16-44737385-3	chr16	44737265	44737511	+	0.000	0.000	Merged-chr16-44737385-3
Merged-chr4-33077316-4	chr4	33077187	33077447	+	0.000	0.000	Merged-chr4-33077316-4
Merged-chr15-6578239-14	chr15	6578025	6578465	+	0.000	0.000	Merged-chr15-6578239-14
Merged-chr19-5787074-81	chr19	5786551	5787543	+	0.000	0.000	Merged-chr19-5787074-81
Merged-chr7-28169858-100	chr7	28169426	28170148	+	0.000	0.000	Merged-chr7-28169858-100
Merged-chr2-29694104-1	chr2	29694006	29694204	+	0.000	0.000	Merged-chr2-29694104-1
Merged-chr4-134483836-10	chr4	134483619	134484206	+	0.000	0.000	Merged-chr4-134483836-10
Merged-chrX-7878266-57	chrX	7877927	7878545	+	0.000	0.000	Merged-chrX-7878266-57
Merged-chr19-5793940-3	chr19	5793818	5794053	+	0.000	0.000	Merged-chr19-5793940-3
Merged-chr7-129730909-3	chr7	129730682	129731079	+	0.000	0.000	Merged-chr7-129730909-3
Merged-chr1-128831902-22	chr1	128831556	128832115	+	0.000	0.000	Merged-chr1-128831902-22
Merged-chr12-85661084-38	chr12	85660858	85661337	+	0.000	0.000	Merged-chr12-85661084-38
Merged-chr2-76109876-10	chr2	76109616	76110128	+	0.000	0.000	Merged-chr2-76109876-10
Merged-chr7-30973937-62	chr7	30973666	30974198	+	0.000	0.000	Merged-chr7-30973937-62
Merged-chr16-33769896-51	chr16	33769653	33770097	+	0.000	0.000	Merged-chr16-33769896-51
Merged-chr4-136602506-88	chr4	136601875	136603009	+	0.000	0.000	Merged-chr4-136602506-88
Merged-chr15-73051397-2	chr15	73051295	73051501	+	0.000	0.000	Merged-chr15-73051397-2
Merged-chr2-6469352-27	chr2	6469063	6469557	+	0.000	0.000	Merged-chr2-6469352-27
Merged-chr16-11253273-5	chr16	11253151	11253428	+	0.000	0.000	Merged-chr16-11253273-5
Merged-chr7-101618490-14	chr7	101618250	101618669	+	0.000	0.000	Merged-chr7-101618490-14
Merged-chr17-35194472-47	chr17	35194234	35194794	+	0.000	0.000	Merged-chr17-35194472-47
Merged-chr3-95669045-44	chr3	95668668	95669450	+	0.000	0.000	Merged-chr3-95669045-44
Merged-chr15-12322339-4	chr15	12322230	12322451	+	0.000	0.000	Merged-chr15-12322339-4
Merged-chr5-123015411-110	chr5	123014724	123015672	+	0.000	0.000	Merged-chr5-123015411-110
Merged-chr7-78847158-68	chr7	78846845	78847418	+	0.000	0.000	Merged-chr7-78847158-68
Merged-chr10-60245274-29	chr10	60245090	60245486	+	0.000	0.000	Merged-chr10-60245274-29
Merged-chr4-120363479-1	chr4	120363381	120363579	+	0.000	0.000	Merged-chr4-120363479-1
Merged-chr1-155163743-14	chr1	155163590	155163912	+	0.000	0.000	Merged-chr1-155163743-14
Merged-chr9-56139301-1	chr9	56139203	56139401	+	0.000	0.000	Merged-chr9-56139301-1
Merged-chr8-90869074-1	chr8	90868976	90869174	+	0.000	0.000	Merged-chr8-90869074-1
Merged-chr14-121798052-125	chr14	121797771	121798264	+	0.000	0.000	Merged-chr14-121798052-125
Merged-chr14-61681913-6	chr14	61681698	61682072	+	0.000	0.000	Merged-chr14-61681913-6
Merged-chr1-36321937-14	chr1	36321737	36322182	+	0.000	0.000	Merged-chr1-36321937-14
Merged-chr17-84466187-53	chr17	84466025	84466399	+	0.000	0.000	Merged-chr17-84466187-53
Merged-chr17-28801769-11	chr17	28801552	28802100	+	0.000	0.000	Merged-chr17-28801769-11
Merged-chr13-85556934-1	chr13	85556836	85557034	+	0.000	0.000	Merged-chr13-85556934-1
Merged-chr12-3780555-30	chr12	3780253	3780803	+	0.000	0.000	Merged-chr12-3780555-30
Merged-chr9-25186087-6	chr9	25185914	25186245	+	0.000	0.000	Merged-chr9-25186087-6
Merged-chr11-79141624-10	chr11	79141347	79141755	+	0.000	0.000	Merged-chr11-79141624-10
Merged-chr15-58824462-1	chr15	58824364	58824562	+	0.000	0.000	Merged-chr15-58824462-1
Merged-chr17-84181390-116	chr17	84180814	84181877	+	0.000	0.000	Merged-chr17-84181390-116
Merged-chr8-8335886-1	chr8	8335788	8335986	+	0.000	0.000	Merged-chr8-8335886-1
Merged-chr17-9031806-57	chr17	9031396	9032260	+	0.000	0.000	Merged-chr17-9031806-57
Merged-chr10-43479514-117	chr10	43479105	43480139	+	0.000	0.000	Merged-chr10-43479514-117
Merged-chr6-71494113-84	chr6	71493772	71494401	+	0.000	0.000	Merged-chr6-71494113-84
Merged-chr7-80849950-7	chr7	80849745	80850183	+	0.000	0.000	Merged-chr7-80849950-7
Merged-chr5-148595295-34	chr5	148595037	148595514	+	0.000	0.000	Merged-chr5-148595295-34
Merged-chr1-60098100-129	chr1	60097817	60098326	+	0.000	0.000	Merged-chr1-60098100-129
Merged-chr16-57131008-16	chr16	57130697	57131269	+	0.000	0.000	Merged-chr16-57131008-16
Merged-chr7-143296173-108	chr7	143295308	143296763	+	0.000	0.000	Merged-chr7-143296173-108
Merged-chr18-34855284-104	chr18	34854857	34855603	+	0.000	0.000	Merged-chr18-34855284-104
Merged-chr12-15814780-9	chr12	15814555	15814985	+	0.000	0.000	Merged-chr12-15814780-9
Merged-chr3-101884248-30	chr3	101883957	101884589	+	0.000	0.000	Merged-chr3-101884248-30
Merged-chr13-44852207-8	chr13	44851986	44852426	+	0.000	0.000	Merged-chr13-44852207-8
Merged-chr18-53864493-20	chr18	53864338	53864669	+	0.000	0.000	Merged-chr18-53864493-20
Merged-chr11-106716812-28	chr11	106716519	106717053	+	0.000	0.000	Merged-chr11-106716812-28
Merged-chr2-131508566-1	chr2	131508468	131508666	+	0.000	0.000	Merged-chr2-131508566-1
Merged-chr5-75693512-1	chr5	75693414	75693612	+	0.000	0.000	Merged-chr5-75693512-1
Merged-chr8-61462424-22	chr8	61462142	61462715	+	0.000	0.000	Merged-chr8-61462424-22
Merged-chr10-93124386-49	chr10	93123986	93124641	+	0.000	0.000	Merged-chr10-93124386-49
Merged-chr11-77491322-26	chr11	77491146	77491548	+	0.000	0.000	Merged-chr11-77491322-26
Merged-chr9-102867048-29	chr9	102866841	102867307	+	0.000	0.000	Merged-chr9-102867048-29
Merged-chr6-129282412-1	chr6	129282314	129282512	+	0.000	0.000	Merged-chr6-129282412-1
Merged-chr1-60410229-3	chr1	60410102	60410351	+	0.000	0.000	Merged-chr1-60410229-3
Merged-chr2-180257083-89	chr2	180256702	180257507	+	0.000	0.000	Merged-chr2-180257083-89
Merged-chr16-11448842-30	chr16	11448642	11449019	+	0.000	0.000	Merged-chr16-11448842-30
Merged-chr2-160764002-27	chr2	160763719	160764257	+	0.000	0.000	Merged-chr2-160764002-27
Merged-chr17-56350875-30	chr17	56350700	56351118	+	0.000	0.000	Merged-chr17-56350875-30
Merged-chr2-18939077-26	chr2	18938788	18939233	+	0.000	0.000	Merged-chr2-18939077-26
Merged-chr17-28328668-59	chr17	28328373	28328933	+	0.000	0.000	Merged-chr17-28328668-59
Merged-chr3-9500875-3	chr3	9500762	9500992	+	0.000	0.000	Merged-chr3-9500875-3
Merged-chr5-65889163-36	chr5	65888806	65889433	+	0.000	0.000	Merged-chr5-65889163-36
Merged-chr10-128626682-76	chr10	128626369	128626923	+	0.000	0.000	Merged-chr10-128626682-76
Merged-chr11-106687558-7	chr11	106687355	106687817	+	0.000	0.000	Merged-chr11-106687558-7
Merged-chr7-83659580-37	chr7	83659288	83659771	+	0.000	0.000	Merged-chr7-83659580-37
Merged-chr16-5050226-109	chr16	5049950	5050483	+	0.000	0.000	Merged-chr16-5050226-109
Merged-chr3-126690917-48	chr3	126690697	126691236	+	0.000	0.000	Merged-chr3-126690917-48
Merged-chr3-129602465-51	chr3	129602170	129602693	+	0.000	0.000	Merged-chr3-129602465-51
Merged-chr13-55135445-2	chr13	55135339	55135554	+	0.000	0.000	Merged-chr13-55135445-2
Merged-chr4-6883364-1	chr4	6883266	6883464	+	0.000	0.000	Merged-chr4-6883364-1
Merged-chr6-99322712-4	chr6	99322587	99322849	+	0.000	0.000	Merged-chr6-99322712-4
Merged-chr7-80192617-45	chr7	80192418	80192849	+	0.000	0.000	Merged-chr7-80192617-45
Merged-chr5-146794136-3	chr5	146793983	146794291	+	0.000	0.000	Merged-chr5-146794136-3
Merged-chr8-126582785-35	chr8	126582604	126582992	+	0.000	0.000	Merged-chr8-126582785-35
Merged-chr11-116389441-52	chr11	116389191	116389690	+	0.000	0.000	Merged-chr11-116389441-52
Merged-chr9-21526182-42	chr9	21525843	21526450	+	0.000	0.000	Merged-chr9-21526182-42
Merged-chr12-20990440-63	chr12	20990144	20990834	+	0.000	0.000	Merged-chr12-20990440-63
Merged-chr10-53596886-150	chr10	53596562	53597289	+	0.000	0.000	Merged-chr10-53596886-150
Merged-chr6-128766936-56	chr6	128766667	128767221	+	0.000	0.000	Merged-chr6-128766936-56
Merged-chr17-5061430-3	chr17	5061288	5061619	+	0.000	0.000	Merged-chr17-5061430-3
Merged-chr7-19404013-49	chr7	19403663	19404347	+	0.000	0.000	Merged-chr7-19404013-49
Merged-chr1-190629246-4	chr1	190629118	190629363	+	0.000	0.000	Merged-chr1-190629246-4
Merged-chr7-80187054-9	chr7	80186857	80187220	+	0.000	0.000	Merged-chr7-80187054-9
Merged-chr9-61745239-9	chr9	61745081	61745414	+	0.000	0.000	Merged-chr9-61745239-9
Merged-chr12-86079285-87	chr12	86078882	86079592	+	0.000	0.000	Merged-chr12-86079285-87
Merged-chr1-36282158-44	chr1	36281867	36282422	+	0.000	0.000	Merged-chr1-36282158-44
Merged-chr9-15685378-23	chr9	15685179	15685586	+	0.000	0.000	Merged-chr9-15685378-23
Merged-chr17-35359572-17	chr17	35359283	35359843	+	0.000	0.000	Merged-chr17-35359572-17
Merged-chr3-130932008-2	chr3	130931892	130932126	+	0.000	0.000	Merged-chr3-130932008-2
Merged-chr7-83742815-34	chr7	83742608	83743044	+	0.000	0.000	Merged-chr7-83742815-34
Merged-chr2-160742233-56	chr2	160741944	160742496	+	0.000	0.000	Merged-chr2-160742233-56
Merged-chr5-123016010-9	chr5	123015819	123016179	+	0.000	0.000	Merged-chr5-123016010-9
Merged-chr11-4821770-4	chr11	4821603	4821921	+	0.000	0.000	Merged-chr11-4821770-4
Merged-chr2-91962165-55	chr2	91961833	91962451	+	0.000	0.000	Merged-chr2-91962165-55
Merged-chr2-30545189-38	chr2	30544973	30545441	+	0.000	0.000	Merged-chr2-30545189-38
Merged-chr13-85399027-23	chr13	85398810	85399245	+	0.000	0.000	Merged-chr13-85399027-23
Merged-chr4-150366949-6	chr4	150366799	150367108	+	0.000	0.000	Merged-chr4-150366949-6
Merged-chr10-67483633-46	chr10	67483345	67484033	+	0.000	0.000	Merged-chr10-67483633-46
Merged-chr12-55495274-5	chr12	55495139	55495418	+	0.000	0.000	Merged-chr12-55495274-5
Merged-chr5-75044293-102	chr5	75043890	75044850	+	0.000	0.000	Merged-chr5-75044293-102
Merged-chr12-77077923-9	chr12	77077754	77078133	+	0.000	0.000	Merged-chr12-77077923-9
Merged-chr15-61988003-29	chr15	61987720	61988240	+	0.000	0.000	Merged-chr15-61988003-29
Merged-chrX-94625346-2	chrX	94625231	94625463	+	0.000	0.000	Merged-chrX-94625346-2
Merged-chr19-46396928-40	chr19	46396644	46397128	+	0.000	0.000	Merged-chr19-46396928-40
Merged-chr16-10784438-1	chr16	10784340	10784538	+	0.000	0.000	Merged-chr16-10784438-1
Merged-chr3-52343640-60	chr3	52343205	52343998	+	0.000	0.000	Merged-chr3-52343640-60
Merged-chr11-78323037-36	chr11	78322797	78323287	+	0.000	0.000	Merged-chr11-78323037-36
Merged-chr11-117136064-7	chr11	117135915	117136210	+	0.000	0.000	Merged-chr11-117136064-7
