#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TH1_Associated--ATAC_peaks.bed all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
Merged-chr7-142456264-1	chr7	142456166	142456364	+	0.000	0.000	Merged-chr7-142456264-1
Merged-chr5-34526064-63	chr5	34525811	34526334	+	0.000	0.000	Merged-chr5-34526064-63
Merged-chr13-56158985-1	chr13	56158887	56159085	+	0.000	0.000	Merged-chr13-56158985-1
Merged-chr2-30982189-58	chr2	30982015	30982372	+	0.000	0.000	Merged-chr2-30982189-58
Merged-chr5-150540130-8	chr5	150539942	150540304	+	0.000	0.000	Merged-chr5-150540130-8
Merged-chr5-139310271-22	chr5	139310032	139310491	+	0.000	0.000	Merged-chr5-139310271-22
Merged-chr5-8456696-26	chr5	8456416	8456871	+	0.000	0.000	Merged-chr5-8456696-26
Merged-chr2-9691947-64	chr2	9691587	9692299	+	0.000	0.000	Merged-chr2-9691947-64
Merged-chr13-113170375-49	chr13	113170013	113170607	+	0.000	0.000	Merged-chr13-113170375-49
Merged-chr6-72410796-13	chr6	72410594	72411006	+	0.000	0.000	Merged-chr6-72410796-13
Merged-chr10-110920143-70	chr10	110919777	110920365	+	0.000	0.000	Merged-chr10-110920143-70
Merged-chr19-5366602-67	chr19	5366365	5366943	+	0.000	0.000	Merged-chr19-5366602-67
Merged-chr8-70618591-1	chr8	70618493	70618691	+	0.000	0.000	Merged-chr8-70618591-1
Merged-chr19-8998769-22	chr19	8998601	8998998	+	0.000	0.000	Merged-chr19-8998769-22
Merged-chr9-120056363-44	chr9	120056186	120056591	+	0.000	0.000	Merged-chr9-120056363-44
Merged-chr16-44337753-20	chr16	44337437	44338040	+	0.000	0.000	Merged-chr16-44337753-20
Merged-chr16-44347473-58	chr16	44347223	44347765	+	0.000	0.000	Merged-chr16-44347473-58
Merged-chr10-44529535-56	chr10	44529260	44529778	+	0.000	0.000	Merged-chr10-44529535-56
Merged-chr10-43901598-80	chr10	43901326	43902008	+	0.000	0.000	Merged-chr10-43901598-80
Merged-chr9-44379436-63	chr9	44379071	44379749	+	0.000	0.000	Merged-chr9-44379436-63
Merged-chr18-14682022-2	chr18	14681886	14682160	+	0.000	0.000	Merged-chr18-14682022-2
Merged-chr12-118359478-26	chr12	118359300	118359667	+	0.000	0.000	Merged-chr12-118359478-26
Merged-chr14-72985384-7	chr14	72985182	72985598	+	0.000	0.000	Merged-chr14-72985384-7
Merged-chr8-70811512-10	chr8	70811300	70811682	+	0.000	0.000	Merged-chr8-70811512-10
Merged-chr15-102225119-79	chr15	102224541	102225598	+	0.000	0.000	Merged-chr15-102225119-79
Merged-chr19-41330336-17	chr19	41330038	41330607	+	0.000	0.000	Merged-chr19-41330336-17
Merged-chr2-128127949-3	chr2	128127845	128128062	+	0.000	0.000	Merged-chr2-128127949-3
Merged-chr5-120679894-15	chr5	120679637	120680379	+	0.000	0.000	Merged-chr5-120679894-15
Merged-chr8-115531430-21	chr8	115531244	115531620	+	0.000	0.000	Merged-chr8-115531430-21
Merged-chr4-43479477-7	chr4	43479240	43479684	+	0.000	0.000	Merged-chr4-43479477-7
Merged-chr4-133887813-60	chr4	133887493	133888170	+	0.000	0.000	Merged-chr4-133887813-60
Merged-chr16-49800187-31	chr16	49799770	49800571	+	0.000	0.000	Merged-chr16-49800187-31
Merged-chr14-47354448-30	chr14	47354057	47354900	+	0.000	0.000	Merged-chr14-47354448-30
Merged-chr8-120807939-5	chr8	120807734	120808122	+	0.000	0.000	Merged-chr8-120807939-5
Merged-chr10-117856410-16	chr10	117856187	117856647	+	0.000	0.000	Merged-chr10-117856410-16
Merged-chr13-45917473-39	chr13	45917289	45917671	+	0.000	0.000	Merged-chr13-45917473-39
Merged-chr11-104549653-13	chr11	104549476	104549788	+	0.000	0.000	Merged-chr11-104549653-13
Merged-chr4-133013342-7	chr4	133013133	133013576	+	0.000	0.000	Merged-chr4-133013342-7
Merged-chr15-103169108-57	chr15	103168919	103169434	+	0.000	0.000	Merged-chr15-103169108-57
Merged-chr7-109986340-83	chr7	109986084	109986700	+	0.000	0.000	Merged-chr7-109986340-83
Merged-chr5-113830533-46	chr5	113830287	113830934	+	0.000	0.000	Merged-chr5-113830533-46
Merged-chr2-101762037-3	chr2	101761890	101762213	+	0.000	0.000	Merged-chr2-101762037-3
Merged-chrX-169319212-31	chrX	169318905	169319451	+	0.000	0.000	Merged-chrX-169319212-31
Merged-chr6-108661578-14	chr6	108661359	108661760	+	0.000	0.000	Merged-chr6-108661578-14
Merged-chr7-139224870-39	chr7	139224607	139225102	+	0.000	0.000	Merged-chr7-139224870-39
Merged-chr10-24714093-1	chr10	24713995	24714193	+	0.000	0.000	Merged-chr10-24714093-1
Merged-chr14-47259140-29	chr14	47258984	47259345	+	0.000	0.000	Merged-chr14-47259140-29
Merged-chr13-33079670-11	chr13	33079463	33079840	+	0.000	0.000	Merged-chr13-33079670-11
Merged-chr13-63187815-25	chr13	63187608	63188034	+	0.000	0.000	Merged-chr13-63187815-25
Merged-chr9-44483363-10	chr9	44483080	44483567	+	0.000	0.000	Merged-chr9-44483363-10
Merged-chr3-36475795-73	chr3	36475564	36476039	+	0.000	0.000	Merged-chr3-36475795-73
Merged-chr3-32616671-34	chr3	32616329	32617321	+	0.000	0.000	Merged-chr3-32616671-34
Merged-chr17-31820375-2	chr17	31820271	31820482	+	0.000	0.000	Merged-chr17-31820375-2
Merged-chr11-53805960-3	chr11	53805835	53806082	+	0.000	0.000	Merged-chr11-53805960-3
Merged-chr5-34636823-94	chr5	34636475	34637025	+	0.000	0.000	Merged-chr5-34636823-94
Merged-chrX-167180082-68	chrX	167179838	167180323	+	0.000	0.000	Merged-chrX-167180082-68
Merged-chr18-62164450-51	chr18	62164215	62164707	+	0.000	0.000	Merged-chr18-62164450-51
Merged-chr11-98918377-19	chr11	98918194	98918582	+	0.000	0.000	Merged-chr11-98918377-19
Merged-chr15-80321799-1	chr15	80321701	80321899	+	0.000	0.000	Merged-chr15-80321799-1
Merged-chr2-70127363-89	chr2	70126835	70128115	+	0.000	0.000	Merged-chr2-70127363-89
Merged-chr7-127991926-5	chr7	127991812	127992065	+	0.000	0.000	Merged-chr7-127991926-5
Merged-chr3-104781998-34	chr3	104781578	104782380	+	0.000	0.000	Merged-chr3-104781998-34
Merged-chr6-51523607-1	chr6	51523509	51523707	+	0.000	0.000	Merged-chr6-51523607-1
Merged-chr5-137707287-72	chr5	137707003	137707591	+	0.000	0.000	Merged-chr5-137707287-72
Merged-chr10-83869390-2	chr10	83869285	83869498	+	0.000	0.000	Merged-chr10-83869390-2
Merged-chr13-108390764-33	chr13	108390544	108391116	+	0.000	0.000	Merged-chr13-108390764-33
Merged-chr3-109171494-32	chr3	109171259	109171716	+	0.000	0.000	Merged-chr3-109171494-32
Merged-chr3-96273916-38	chr3	96273684	96274108	+	0.000	0.000	Merged-chr3-96273916-38
Merged-chr11-53786235-5	chr11	53786127	53786350	+	0.000	0.000	Merged-chr11-53786235-5
Merged-chr10-83206883-9	chr10	83206633	83207130	+	0.000	0.000	Merged-chr10-83206883-9
Merged-chr19-7341756-71	chr19	7341460	7342018	+	0.000	0.000	Merged-chr19-7341756-71
Merged-chr2-105398879-2	chr2	105398781	105398979	+	0.000	0.000	Merged-chr2-105398879-2
Merged-chr9-37553299-2	chr9	37553201	37553399	+	0.000	0.000	Merged-chr9-37553299-2
Merged-chr4-107092472-5	chr4	107092351	107092633	+	0.000	0.000	Merged-chr4-107092472-5
Merged-chr13-108347269-17	chr13	108346997	108347542	+	0.000	0.000	Merged-chr13-108347269-17
Merged-chr15-8109261-61	chr15	8109058	8109483	+	0.000	0.000	Merged-chr15-8109261-61
Merged-chr18-14669976-24	chr18	14669745	14670258	+	0.000	0.000	Merged-chr18-14669976-24
Merged-chr17-57167239-24	chr17	57167009	57167469	+	0.000	0.000	Merged-chr17-57167239-24
Merged-chr2-125341077-1	chr2	125340979	125341177	+	0.000	0.000	Merged-chr2-125341077-1
Merged-chr6-135066278-1	chr6	135066180	135066378	+	0.000	0.000	Merged-chr6-135066278-1
Merged-chr13-6000907-14	chr13	6000362	6001467	+	0.000	0.000	Merged-chr13-6000907-14
Merged-chr18-14603655-48	chr18	14603405	14604204	+	0.000	0.000	Merged-chr18-14603655-48
Merged-chr16-10976349-23	chr16	10976064	10976593	+	0.000	0.000	Merged-chr16-10976349-23
Merged-chr2-158734922-4	chr2	158734757	158735089	+	0.000	0.000	Merged-chr2-158734922-4
Merged-chr13-38503650-43	chr13	38503428	38503912	+	0.000	0.000	Merged-chr13-38503650-43
Merged-chr13-110632715-1	chr13	110632617	110632815	+	0.000	0.000	Merged-chr13-110632715-1
Merged-chr10-118406614-1	chr10	118406516	118406714	+	0.000	0.000	Merged-chr10-118406614-1
Merged-chr11-104550275-106	chr11	104549953	104550691	+	0.000	0.000	Merged-chr11-104550275-106
Merged-chr14-66868608-176	chr14	66867478	66869329	+	0.000	0.000	Merged-chr14-66868608-176
Merged-chr7-80444672-5	chr7	80444518	80444883	+	0.000	0.000	Merged-chr7-80444672-5
Merged-chr13-63246406-68	chr13	63245856	63247108	+	0.000	0.000	Merged-chr13-63246406-68
Merged-chr4-48279710-66	chr4	48279398	48279985	+	0.000	0.000	Merged-chr4-48279710-66
Merged-chr6-51548940-2	chr6	51548793	51549090	+	0.000	0.000	Merged-chr6-51548940-2
Merged-chr11-94653913-50	chr11	94653708	94654131	+	0.000	0.000	Merged-chr11-94653913-50
Merged-chr8-95633517-53	chr8	95633177	95633846	+	0.000	0.000	Merged-chr8-95633517-53
Merged-chr7-100228193-13	chr7	100228017	100228428	+	0.000	0.000	Merged-chr7-100228193-13
Merged-chr19-41354593-71	chr19	41354352	41354897	+	0.000	0.000	Merged-chr19-41354593-71
Merged-chr9-57262063-111	chr9	57260967	57262698	+	0.000	0.000	Merged-chr9-57262063-111
Merged-chr17-87286000-2	chr17	87285893	87286110	+	0.000	0.000	Merged-chr17-87286000-2
Merged-chr2-122234725-76	chr2	122234382	122235030	+	0.000	0.000	Merged-chr2-122234725-76
Merged-chr11-110496308-14	chr11	110495961	110496504	+	0.000	0.000	Merged-chr11-110496308-14
Merged-chr9-72955826-8	chr9	72955682	72955969	+	0.000	0.000	Merged-chr9-72955826-8
Merged-chr3-146150347-97	chr3	146149915	146150921	+	0.000	0.000	Merged-chr3-146150347-97
Merged-chr10-118083304-59	chr10	118082987	118083600	+	0.000	0.000	Merged-chr10-118083304-59
Merged-chr10-44447590-6	chr10	44447449	44447733	+	0.000	0.000	Merged-chr10-44447590-6
Merged-chr11-109798279-9	chr11	109797755	109798668	+	0.000	0.000	Merged-chr11-109798279-9
Merged-chr14-20173157-1	chr14	20173059	20173257	+	0.000	0.000	Merged-chr14-20173157-1
Merged-chr9-37552724-59	chr9	37552354	37553111	+	0.000	0.000	Merged-chr9-37552724-59
Merged-chr4-132884326-57	chr4	132883902	132884661	+	0.000	0.000	Merged-chr4-132884326-57
Merged-chr14-102982981-12	chr14	102982827	102983270	+	0.000	0.000	Merged-chr14-102982981-12
Merged-chr18-89238329-52	chr18	89237985	89238795	+	0.000	0.000	Merged-chr18-89238329-52
Merged-chr7-114091168-6	chr7	114090975	114091417	+	0.000	0.000	Merged-chr7-114091168-6
Merged-chr4-138454597-56	chr4	138453981	138455168	+	0.000	0.000	Merged-chr4-138454597-56
Merged-chr13-108298444-3	chr13	108298312	108298563	+	0.000	0.000	Merged-chr13-108298444-3
Merged-chr11-114699717-26	chr11	114699515	114699874	+	0.000	0.000	Merged-chr11-114699717-26
Merged-chr18-66458667-92	chr18	66458402	66459103	+	0.000	0.000	Merged-chr18-66458667-92
Merged-chr18-46201005-50	chr18	46200856	46201168	+	0.000	0.000	Merged-chr18-46201005-50
Merged-chr11-107451487-58	chr11	107451069	107451861	+	0.000	0.000	Merged-chr11-107451487-58
Merged-chr5-146865737-22	chr5	146865516	146865963	+	0.000	0.000	Merged-chr5-146865737-22
Merged-chr3-10012893-114	chr3	10012654	10013303	+	0.000	0.000	Merged-chr3-10012893-114
Merged-chr14-47276879-81	chr14	47276593	47277167	+	0.000	0.000	Merged-chr14-47276879-81
Merged-chr14-64652701-67	chr14	64652335	64652985	+	0.000	0.000	Merged-chr14-64652701-67
Merged-chr11-11775045-14	chr11	11774771	11775272	+	0.000	0.000	Merged-chr11-11775045-14
Merged-chr7-80534474-4	chr7	80534358	80534587	+	0.000	0.000	Merged-chr7-80534474-4
Merged-chr11-101095515-65	chr11	101095271	101095801	+	0.000	0.000	Merged-chr11-101095515-65
Merged-chr2-128103653-19	chr2	128103370	128103864	+	0.000	0.000	Merged-chr2-128103653-19
Merged-chr1-43467968-50	chr1	43467704	43468264	+	0.000	0.000	Merged-chr1-43467968-50
Merged-chr18-55843500-1	chr18	55843402	55843600	+	0.000	0.000	Merged-chr18-55843500-1
Merged-chr15-37787593-1	chr15	37787495	37787693	+	0.000	0.000	Merged-chr15-37787593-1
Merged-chr14-47299065-8	chr14	47298835	47299308	+	0.000	0.000	Merged-chr14-47299065-8
Merged-chrX-140445733-1	chrX	140445635	140445833	+	0.000	0.000	Merged-chrX-140445733-1
Merged-chr17-12751004-39	chr17	12750726	12751284	+	0.000	0.000	Merged-chr17-12751004-39
Merged-chr2-101756112-111	chr2	101755774	101756416	+	0.000	0.000	Merged-chr2-101756112-111
Merged-chr2-156876394-2	chr2	156876279	156876511	+	0.000	0.000	Merged-chr2-156876394-2
Merged-chr3-152089375-15	chr3	152089233	152089598	+	0.000	0.000	Merged-chr3-152089375-15
Merged-chr18-4959828-14	chr18	4959568	4960076	+	0.000	0.000	Merged-chr18-4959828-14
Merged-chr17-35050084-1	chr17	35049986	35050184	+	0.000	0.000	Merged-chr17-35050084-1
Merged-chr15-5237523-64	chr15	5237033	5237876	+	0.000	0.000	Merged-chr15-5237523-64
Merged-chr5-115011570-116	chr5	115010785	115012356	+	0.000	0.000	Merged-chr5-115011570-116
Merged-chr6-51768092-8	chr6	51767936	51768264	+	0.000	0.000	Merged-chr6-51768092-8
Merged-chr10-128232604-5	chr10	128232480	128232736	+	0.000	0.000	Merged-chr10-128232604-5
Merged-chrX-48713049-46	chrX	48712767	48713349	+	0.000	0.000	Merged-chrX-48713049-46
Merged-chr1-170993303-2	chr1	170993205	170993403	+	0.000	0.000	Merged-chr1-170993303-2
Merged-chr18-65808951-8	chr18	65808821	65809083	+	0.000	0.000	Merged-chr18-65808951-8
Merged-chr10-77627731-24	chr10	77627506	77627953	+	0.000	0.000	Merged-chr10-77627731-24
Merged-chr13-95942793-1	chr13	95942695	95942893	+	0.000	0.000	Merged-chr13-95942793-1
Merged-chr5-138171224-13	chr5	138171031	138171362	+	0.000	0.000	Merged-chr5-138171224-13
Merged-chr9-41143309-11	chr9	41143126	41143548	+	0.000	0.000	Merged-chr9-41143309-11
Merged-chr4-133620771-57	chr4	133620401	133621069	+	0.000	0.000	Merged-chr4-133620771-57
Merged-chr9-44044278-2	chr9	44044130	44044429	+	0.000	0.000	Merged-chr9-44044278-2
Merged-chr1-85959041-3	chr1	85958943	85959141	+	0.000	0.000	Merged-chr1-85959041-3
Merged-chr5-140597113-126	chr5	140596778	140597426	+	0.000	0.000	Merged-chr5-140597113-126
Merged-chr9-114788883-8	chr9	114788730	114789052	+	0.000	0.000	Merged-chr9-114788883-8
Merged-chr7-43438752-42	chr7	43438459	43439012	+	0.000	0.000	Merged-chr7-43438752-42
Merged-chr9-57259963-13	chr9	57259693	57260248	+	0.000	0.000	Merged-chr9-57259963-13
Merged-chr1-37865069-70	chr1	37864844	37865288	+	0.000	0.000	Merged-chr1-37865069-70
Merged-chr2-11331773-28	chr2	11331493	11332152	+	0.000	0.000	Merged-chr2-11331773-28
Merged-chr1-120055701-50	chr1	120055489	120055942	+	0.000	0.000	Merged-chr1-120055701-50
Merged-chr13-38501583-20	chr13	38501230	38501985	+	0.000	0.000	Merged-chr13-38501583-20
Merged-chr5-77134607-48	chr5	77134361	77134914	+	0.000	0.000	Merged-chr5-77134607-48
Merged-chr2-167368139-124	chr2	167367720	167368355	+	0.000	0.000	Merged-chr2-167368139-124
Merged-chr2-152803348-34	chr2	152803162	152803601	+	0.000	0.000	Merged-chr2-152803348-34
Merged-chr8-35433894-19	chr8	35433691	35434167	+	0.000	0.000	Merged-chr8-35433894-19
Merged-chr2-128388086-23	chr2	128387868	128388260	+	0.000	0.000	Merged-chr2-128388086-23
Merged-chr1-131135243-3	chr1	131135136	131135356	+	0.000	0.000	Merged-chr1-131135243-3
Merged-chr3-59132317-35	chr3	59132041	59132636	+	0.000	0.000	Merged-chr3-59132317-35
Merged-chr4-8800117-1	chr4	8800019	8800217	+	0.000	0.000	Merged-chr4-8800117-1
Merged-chr4-8647545-77	chr4	8647132	8647997	+	0.000	0.000	Merged-chr4-8647545-77
Merged-chr17-47504977-46	chr17	47504687	47505205	+	0.000	0.000	Merged-chr17-47504977-46
Merged-chr2-118602008-1	chr2	118601910	118602108	+	0.000	0.000	Merged-chr2-118602008-1
Merged-chr1-43520918-1	chr1	43520820	43521018	+	0.000	0.000	Merged-chr1-43520918-1
Merged-chr11-98959702-39	chr11	98959535	98959915	+	0.000	0.000	Merged-chr11-98959702-39
Merged-chr6-50452133-1	chr6	50452035	50452233	+	0.000	0.000	Merged-chr6-50452133-1
Merged-chr13-5863449-10	chr13	5863275	5863646	+	0.000	0.000	Merged-chr13-5863449-10
Merged-chr1-9847836-2	chr1	9847707	9847967	+	0.000	0.000	Merged-chr1-9847836-2
Merged-chr15-96708175-7	chr15	96708002	96708405	+	0.000	0.000	Merged-chr15-96708175-7
Merged-chr14-78725467-2	chr14	78725369	78725567	+	0.000	0.000	Merged-chr14-78725467-2
Merged-chr1-128359360-82	chr1	128358229	128359878	+	0.000	0.000	Merged-chr1-128359360-82
Merged-chr1-43311027-1	chr1	43310929	43311127	+	0.000	0.000	Merged-chr1-43311027-1
Merged-chrX-167227086-79	chrX	167226505	167227660	+	0.000	0.000	Merged-chrX-167227086-79
Merged-chr3-101237058-5	chr3	101236899	101237339	+	0.000	0.000	Merged-chr3-101237058-5
Merged-chr3-89456979-12	chr3	89456754	89457289	+	0.000	0.000	Merged-chr3-89456979-12
Merged-chr1-171762244-38	chr1	171761927	171762721	+	0.000	0.000	Merged-chr1-171762244-38
Merged-chr15-59315041-54	chr15	59314808	59315370	+	0.000	0.000	Merged-chr15-59315041-54
Merged-chr14-30722606-2	chr14	30722508	30722706	+	0.000	0.000	Merged-chr14-30722606-2
Merged-chr10-127263127-11	chr10	127262941	127263298	+	0.000	0.000	Merged-chr10-127263127-11
Merged-chr13-38528691-1	chr13	38528593	38528791	+	0.000	0.000	Merged-chr13-38528691-1
Merged-chr4-133879423-50	chr4	133879134	133879645	+	0.000	0.000	Merged-chr4-133879423-50
Merged-chr4-135129039-20	chr4	135128668	135129238	+	0.000	0.000	Merged-chr4-135129039-20
Merged-chr10-19597137-35	chr10	19596891	19597350	+	0.000	0.000	Merged-chr10-19597137-35
Merged-chr11-98953016-12	chr11	98952862	98953167	+	0.000	0.000	Merged-chr11-98953016-12
Merged-chr16-49836877-8	chr16	49836747	49837013	+	0.000	0.000	Merged-chr16-49836877-8
Merged-chr3-145942154-31	chr3	145941834	145942367	+	0.000	0.000	Merged-chr3-145942154-31
Merged-chr11-74560230-1	chr11	74560132	74560330	+	0.000	0.000	Merged-chr11-74560230-1
Merged-chr18-66410673-37	chr18	66410408	66410920	+	0.000	0.000	Merged-chr18-66410673-37
Merged-chr11-75240776-2	chr11	75240653	75240901	+	0.000	0.000	Merged-chr11-75240776-2
Merged-chr1-151686910-2	chr1	151686804	151687019	+	0.000	0.000	Merged-chr1-151686910-2
Merged-chr14-78679093-56	chr14	78678817	78679382	+	0.000	0.000	Merged-chr14-78679093-56
Merged-chr7-44572491-3	chr7	44572386	44572601	+	0.000	0.000	Merged-chr7-44572491-3
Merged-chr1-180403715-60	chr1	180403534	180403989	+	0.000	0.000	Merged-chr1-180403715-60
Merged-chr2-105400264-9	chr2	105400034	105400469	+	0.000	0.000	Merged-chr2-105400264-9
Merged-chr11-58009540-200	chr11	58008433	58010746	+	0.000	0.000	Merged-chr11-58009540-200
Merged-chrX-155267080-5	chrX	155266912	155267220	+	0.000	0.000	Merged-chrX-155267080-5
Merged-chr5-86065938-144	chr5	86065464	86066287	+	0.000	0.000	Merged-chr5-86065938-144
Merged-chr16-58465503-54	chr16	58465038	58466145	+	0.000	0.000	Merged-chr16-58465503-54
Merged-chr16-17069994-85	chr16	17069606	17070328	+	0.000	0.000	Merged-chr16-17069994-85
Merged-chr5-34643160-22	chr5	34643007	34643365	+	0.000	0.000	Merged-chr5-34643160-22
Merged-chr10-82986438-6	chr10	82986250	82986653	+	0.000	0.000	Merged-chr10-82986438-6
Merged-chr18-75338929-5	chr18	75338740	75339095	+	0.000	0.000	Merged-chr18-75338929-5
Merged-chr6-128838356-4	chr6	128838253	128838468	+	0.000	0.000	Merged-chr6-128838356-4
Merged-chr3-88453916-96	chr3	88453215	88454422	+	0.000	0.000	Merged-chr3-88453916-96
Merged-chr6-142572090-14	chr6	142571853	142572284	+	0.000	0.000	Merged-chr6-142572090-14
Merged-chr9-58573114-1	chr9	58573016	58573214	+	0.000	0.000	Merged-chr9-58573114-1
Merged-chr2-3800677-4	chr2	3800501	3800824	+	0.000	0.000	Merged-chr2-3800677-4
Merged-chr14-25460992-1	chr14	25460894	25461092	+	0.000	0.000	Merged-chr14-25460992-1
Merged-chr8-57540400-20	chr8	57540137	57540655	+	0.000	0.000	Merged-chr8-57540400-20
Merged-chr2-69381339-3	chr2	69381241	69381439	+	0.000	0.000	Merged-chr2-69381339-3
Merged-chr7-67425669-21	chr7	67425135	67426048	+	0.000	0.000	Merged-chr7-67425669-21
Merged-chr2-52319482-58	chr2	52319269	52319809	+	0.000	0.000	Merged-chr2-52319482-58
Merged-chr12-16569127-88	chr12	16568531	16569679	+	0.000	0.000	Merged-chr12-16569127-88
Merged-chr7-43438333-4	chr7	43438235	43438433	+	0.000	0.000	Merged-chr7-43438333-4
Merged-chr10-120976540-1	chr10	120976442	120976640	+	0.000	0.000	Merged-chr10-120976540-1
Merged-chr6-122270304-33	chr6	122270077	122270543	+	0.000	0.000	Merged-chr6-122270304-33
Merged-chr14-61429201-4	chr14	61429029	61429369	+	0.000	0.000	Merged-chr14-61429201-4
Merged-chr14-30717039-13	chr14	30716833	30717245	+	0.000	0.000	Merged-chr14-30717039-13
Merged-chr4-46508172-31	chr4	46507977	46508420	+	0.000	0.000	Merged-chr4-46508172-31
Merged-chr7-38093373-14	chr7	38093216	38093537	+	0.000	0.000	Merged-chr7-38093373-14
Merged-chr5-120648871-127	chr5	120648185	120649314	+	0.000	0.000	Merged-chr5-120648871-127
Merged-chr13-115096453-1	chr13	115096355	115096553	+	0.000	0.000	Merged-chr13-115096453-1
Merged-chr1-16105977-9	chr1	16105796	16106196	+	0.000	0.000	Merged-chr1-16105977-9
Merged-chr2-126490737-1	chr2	126490639	126490837	+	0.000	0.000	Merged-chr2-126490737-1
Merged-chr6-51586174-3	chr6	51586040	51586322	+	0.000	0.000	Merged-chr6-51586174-3
Merged-chr17-5841153-1	chr17	5841055	5841253	+	0.000	0.000	Merged-chr17-5841153-1
Merged-chr4-59204829-36	chr4	59204639	59205057	+	0.000	0.000	Merged-chr4-59204829-36
Merged-chr13-29983286-2	chr13	29983159	29983415	+	0.000	0.000	Merged-chr13-29983286-2
Merged-chr10-77282922-22	chr10	77282702	77283146	+	0.000	0.000	Merged-chr10-77282922-22
Merged-chr4-133057911-45	chr4	133057493	133058342	+	0.000	0.000	Merged-chr4-133057911-45
Merged-chr2-115560247-1	chr2	115560149	115560347	+	0.000	0.000	Merged-chr2-115560247-1
Merged-chr1-97522024-1	chr1	97521926	97522124	+	0.000	0.000	Merged-chr1-97522024-1
Merged-chr2-150909929-87	chr2	150909545	150910273	+	0.000	0.000	Merged-chr2-150909929-87
Merged-chr6-51540676-10	chr6	51540482	51540832	+	0.000	0.000	Merged-chr6-51540676-10
Merged-chr4-46479311-23	chr4	46479025	46479557	+	0.000	0.000	Merged-chr4-46479311-23
Merged-chr2-158735504-54	chr2	158735233	158735824	+	0.000	0.000	Merged-chr2-158735504-54
Merged-chr17-79379393-46	chr17	79379237	79379609	+	0.000	0.000	Merged-chr17-79379393-46
Merged-chr6-50417055-62	chr6	50416796	50417300	+	0.000	0.000	Merged-chr6-50417055-62
Merged-chr19-37376124-56	chr19	37375756	37376403	+	0.000	0.000	Merged-chr19-37376124-56
Merged-chr14-70545396-53	chr14	70545153	70545725	+	0.000	0.000	Merged-chr14-70545396-53
Merged-chr7-128029602-11	chr7	128029428	128029828	+	0.000	0.000	Merged-chr7-128029602-11
Merged-chr6-128837193-1	chr6	128837095	128837293	+	0.000	0.000	Merged-chr6-128837193-1
Merged-chr15-102136200-54	chr15	102135991	102136382	+	0.000	0.000	Merged-chr15-102136200-54
Merged-chr7-105559290-12	chr7	105559143	105559495	+	0.000	0.000	Merged-chr7-105559290-12
Merged-chr3-9715345-15	chr3	9715121	9715567	+	0.000	0.000	Merged-chr3-9715345-15
Merged-chr2-165639505-4	chr2	165639372	165639649	+	0.000	0.000	Merged-chr2-165639505-4
Merged-chr8-120760094-1	chr8	120759996	120760194	+	0.000	0.000	Merged-chr8-120760094-1
Merged-chr4-11700052-1	chr4	11699954	11700152	+	0.000	0.000	Merged-chr4-11700052-1
Merged-chr11-68432285-104	chr11	68431852	68432553	+	0.000	0.000	Merged-chr11-68432285-104
Merged-chr1-153130055-45	chr1	153129768	153130363	+	0.000	0.000	Merged-chr1-153130055-45
Merged-chr13-97198262-49	chr13	97197992	97198486	+	0.000	0.000	Merged-chr13-97198262-49
Merged-chr6-122290088-1	chr6	122289990	122290188	+	0.000	0.000	Merged-chr6-122290088-1
Merged-chr4-132753702-1	chr4	132753604	132753802	+	0.000	0.000	Merged-chr4-132753702-1
Merged-chr7-118141478-27	chr7	118141300	118141675	+	0.000	0.000	Merged-chr7-118141478-27
Merged-chr11-82239644-20	chr11	82239453	82239927	+	0.000	0.000	Merged-chr11-82239644-20
Merged-chr6-122741375-12	chr6	122741122	122741652	+	0.000	0.000	Merged-chr6-122741375-12
Merged-chr2-148874254-3	chr2	148874011	148874444	+	0.000	0.000	Merged-chr2-148874254-3
Merged-chr1-191575534-133	chr1	191574943	191575945	+	0.000	0.000	Merged-chr1-191575534-133
Merged-chr14-70781292-78	chr14	70781057	70781487	+	0.000	0.000	Merged-chr14-70781292-78
Merged-chr3-32616059-1	chr3	32615961	32616159	+	0.000	0.000	Merged-chr3-32616059-1
Merged-chr8-84026107-15	chr8	84025937	84026315	+	0.000	0.000	Merged-chr8-84026107-15
Merged-chr3-146121713-45	chr3	146121539	146121938	+	0.000	0.000	Merged-chr3-146121713-45
Merged-chr4-135150517-4	chr4	135150396	135150662	+	0.000	0.000	Merged-chr4-135150517-4
Merged-chr9-64779927-39	chr9	64779645	64780173	+	0.000	0.000	Merged-chr9-64779927-39
Merged-chr6-50503909-4	chr6	50503679	50504133	+	0.000	0.000	Merged-chr6-50503909-4
Merged-chr14-61328000-58	chr14	61327626	61328235	+	0.000	0.000	Merged-chr14-61328000-58
Merged-chr18-32352849-42	chr18	32352596	32353557	+	0.000	0.000	Merged-chr18-32352849-42
Merged-chr3-89459176-81	chr3	89458768	89459427	+	0.000	0.000	Merged-chr3-89459176-81
Merged-chr6-97417201-28	chr6	97416993	97417433	+	0.000	0.000	Merged-chr6-97417201-28
