#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TH1_Associated--ATAC_peaks.bed all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
Merged-chr3-27067455-6	chr3	27067239	27067589	+	0.000	0.000	Merged-chr3-27067455-6
Merged-chr1-181922021-44	chr1	181921817	181922312	+	0.000	0.000	Merged-chr1-181922021-44
Merged-chr10-44448070-110	chr10	44447785	44448570	+	0.000	0.000	Merged-chr10-44448070-110
Merged-chr3-101300426-8	chr3	101300248	101300603	+	0.000	0.000	Merged-chr3-101300426-8
Merged-chr9-35117076-156	chr9	35116556	35117510	+	0.000	0.000	Merged-chr9-35117076-156
Merged-chr15-66785581-20	chr15	66785396	66785846	+	0.000	0.000	Merged-chr15-66785581-20
Merged-chr14-7832137-26	chr14	7831924	7832475	+	0.000	0.000	Merged-chr14-7832137-26
Merged-chr3-136609940-3	chr3	136609821	136610073	+	0.000	0.000	Merged-chr3-136609940-3
Merged-chr17-24687301-48	chr17	24686963	24687588	+	0.000	0.000	Merged-chr17-24687301-48
Merged-chr11-100397080-1	chr11	100396982	100397180	+	0.000	0.000	Merged-chr11-100397080-1
Merged-chr6-42372729-1	chr6	42372631	42372829	+	0.000	0.000	Merged-chr6-42372729-1
Merged-chr2-60867771-113	chr2	60867175	60868542	+	0.000	0.000	Merged-chr2-60867771-113
Merged-chr13-102210055-1	chr13	102209957	102210155	+	0.000	0.000	Merged-chr13-102210055-1
Merged-chr5-113908442-177	chr5	113907743	113909106	+	0.000	0.000	Merged-chr5-113908442-177
Merged-chr8-115707487-136	chr8	115706809	115707914	+	0.000	0.000	Merged-chr8-115707487-136
Merged-chr17-79355271-160	chr17	79355005	79355573	+	0.000	0.000	Merged-chr17-79355271-160
Merged-chr7-66061335-1	chr7	66061237	66061435	+	0.000	0.000	Merged-chr7-66061335-1
Merged-chr5-124029380-3	chr5	124029252	124029520	+	0.000	0.000	Merged-chr5-124029380-3
Merged-chr5-111261749-1	chr5	111261651	111261849	+	0.000	0.000	Merged-chr5-111261749-1
Merged-chr12-25098787-49	chr12	25098569	25099165	+	0.000	0.000	Merged-chr12-25098787-49
Merged-chr7-114088152-53	chr7	114087883	114088420	+	0.000	0.000	Merged-chr7-114088152-53
Merged-chr5-67418777-17	chr5	67418592	67419048	+	0.000	0.000	Merged-chr5-67418777-17
Merged-chr18-23805225-5	chr18	23805046	23805383	+	0.000	0.000	Merged-chr18-23805225-5
Merged-chr5-77148298-3	chr5	77148161	77148420	+	0.000	0.000	Merged-chr5-77148298-3
Merged-chr4-135963723-59	chr4	135963434	135964066	+	0.000	0.000	Merged-chr4-135963723-59
Merged-chr1-161787605-1	chr1	161787507	161787705	+	0.000	0.000	Merged-chr1-161787605-1
Merged-chr6-122740176-23	chr6	122739951	122740408	+	0.000	0.000	Merged-chr6-122740176-23
Merged-chr5-113907303-11	chr5	113907122	113907604	+	0.000	0.000	Merged-chr5-113907303-11
Merged-chr4-44316514-33	chr4	44316293	44316722	+	0.000	0.000	Merged-chr4-44316514-33
Merged-chr5-112242517-49	chr5	112242276	112242735	+	0.000	0.000	Merged-chr5-112242517-49
Merged-chr15-66793245-11	chr15	66793067	66793397	+	0.000	0.000	Merged-chr15-66793245-11
Merged-chr11-74572247-2	chr11	74572110	74572386	+	0.000	0.000	Merged-chr11-74572247-2
Merged-chr8-22544867-25	chr8	22544580	22545212	+	0.000	0.000	Merged-chr8-22544867-25
Merged-chr2-3730925-1	chr2	3730827	3731025	+	0.000	0.000	Merged-chr2-3730925-1
Merged-chr7-88318941-12	chr7	88318774	88319213	+	0.000	0.000	Merged-chr7-88318941-12
Merged-chr19-18615969-1	chr19	18615871	18616069	+	0.000	0.000	Merged-chr19-18615969-1
Merged-chr10-95677953-62	chr10	95677709	95678168	+	0.000	0.000	Merged-chr10-95677953-62
Merged-chr5-144166019-31	chr5	144165713	144166238	+	0.000	0.000	Merged-chr5-144166019-31
Merged-chr19-38931059-89	chr19	38930632	38931370	+	0.000	0.000	Merged-chr19-38931059-89
Merged-chr19-24284374-6	chr19	24284273	24284480	+	0.000	0.000	Merged-chr19-24284374-6
Merged-chr5-140609850-28	chr5	140609569	140610273	+	0.000	0.000	Merged-chr5-140609850-28
Merged-chr7-135736096-74	chr7	135735714	135736333	+	0.000	0.000	Merged-chr7-135736096-74
Merged-chr6-17281526-83	chr6	17281095	17281960	+	0.000	0.000	Merged-chr6-17281526-83
Merged-chr7-128175944-11	chr7	128175792	128176165	+	0.000	0.000	Merged-chr7-128175944-11
Merged-chr7-141010285-1	chr7	141010187	141010385	+	0.000	0.000	Merged-chr7-141010285-1
Merged-chr17-79354846-10	chr17	79354706	79354992	+	0.000	0.000	Merged-chr17-79354846-10
Merged-chr18-35118873-79	chr18	35118527	35119127	+	0.000	0.000	Merged-chr18-35118873-79
Merged-chr15-34237471-2	chr15	34237330	34237614	+	0.000	0.000	Merged-chr15-34237471-2
Merged-chr2-79250186-5	chr2	79250051	79250310	+	0.000	0.000	Merged-chr2-79250186-5
Merged-chr11-114876342-13	chr11	114876095	114876568	+	0.000	0.000	Merged-chr11-114876342-13
Merged-chr9-106371968-17	chr9	106371651	106372130	+	0.000	0.000	Merged-chr9-106371968-17
Merged-chr14-120479008-3	chr14	120478881	120479167	+	0.000	0.000	Merged-chr14-120479008-3
Merged-chr2-25180911-83	chr2	25180468	25181351	+	0.000	0.000	Merged-chr2-25180911-83
Merged-chr6-135444883-36	chr6	135444656	135445163	+	0.000	0.000	Merged-chr6-135444883-36
Merged-chr2-3284320-138	chr2	3283894	3284581	+	0.000	0.000	Merged-chr2-3284320-138
Merged-chr6-120365274-1	chr6	120365176	120365374	+	0.000	0.000	Merged-chr6-120365274-1
Merged-chr7-91431966-25	chr7	91431500	91432311	+	0.000	0.000	Merged-chr7-91431966-25
Merged-chr10-44268298-69	chr10	44268033	44268580	+	0.000	0.000	Merged-chr10-44268298-69
Merged-chr11-53770148-86	chr11	53769741	53770826	+	0.000	0.000	Merged-chr11-53770148-86
Merged-chr5-129779227-46	chr5	129778864	129779438	+	0.000	0.000	Merged-chr5-129779227-46
Merged-chr1-88701841-120	chr1	88700511	88702401	+	0.000	0.000	Merged-chr1-88701841-120
Merged-chr3-102715322-54	chr3	102715066	102715559	+	0.000	0.000	Merged-chr3-102715322-54
Merged-chr8-122576792-51	chr8	122576553	122577086	+	0.000	0.000	Merged-chr8-122576792-51
Merged-chr4-136163741-11	chr4	136163581	136163950	+	0.000	0.000	Merged-chr4-136163741-11
Merged-chr10-18861034-28	chr10	18860833	18861247	+	0.000	0.000	Merged-chr10-18861034-28
Merged-chr6-66537446-1	chr6	66537348	66537546	+	0.000	0.000	Merged-chr6-66537446-1
Merged-chr7-126759483-50	chr7	126759047	126759799	+	0.000	0.000	Merged-chr7-126759483-50
Merged-chr3-107754801-18	chr3	107754612	107755022	+	0.000	0.000	Merged-chr3-107754801-18
Merged-chr9-69165370-48	chr9	69164559	69165742	+	0.000	0.000	Merged-chr9-69165370-48
Merged-chr6-51509825-65	chr6	51509296	51510323	+	0.000	0.000	Merged-chr6-51509825-65
Merged-chr2-65182800-62	chr2	65182543	65183145	+	0.000	0.000	Merged-chr2-65182800-62
Merged-chr2-72406907-14	chr2	72406673	72407105	+	0.000	0.000	Merged-chr2-72406907-14
Merged-chr11-87579307-1	chr11	87579209	87579407	+	0.000	0.000	Merged-chr11-87579307-1
Merged-chr12-16999389-4	chr12	16999225	16999530	+	0.000	0.000	Merged-chr12-16999389-4
Merged-chr14-78732002-4	chr14	78731825	78732227	+	0.000	0.000	Merged-chr14-78732002-4
Merged-chr4-132778945-22	chr4	132778662	132779196	+	0.000	0.000	Merged-chr4-132778945-22
Merged-chr8-33603131-19	chr8	33602998	33603266	+	0.000	0.000	Merged-chr8-33603131-19
Merged-chr1-127628999-1	chr1	127628901	127629099	+	0.000	0.000	Merged-chr1-127628999-1
Merged-chr14-100459597-88	chr14	100459147	100460107	+	0.000	0.000	Merged-chr14-100459597-88
Merged-chr4-46564109-30	chr4	46563924	46564379	+	0.000	0.000	Merged-chr4-46564109-30
Merged-chr18-14683042-2	chr18	14682944	14683142	+	0.000	0.000	Merged-chr18-14683042-2
Merged-chrX-109013241-158	chrX	109012657	109013756	+	0.000	0.000	Merged-chrX-109013241-158
Merged-chr17-33566318-8	chr17	33566179	33566444	+	0.000	0.000	Merged-chr17-33566318-8
Merged-chr18-66409343-32	chr18	66409097	66409656	+	0.000	0.000	Merged-chr18-66409343-32
Merged-chr1-136254796-4	chr1	136254637	136254945	+	0.000	0.000	Merged-chr1-136254796-4
Merged-chr10-68053913-1	chr10	68053815	68054013	+	0.000	0.000	Merged-chr10-68053913-1
Merged-chrX-157482052-5	chrX	157481922	157482211	+	0.000	0.000	Merged-chrX-157482052-5
Merged-chr4-117121242-2	chr4	117121110	117121377	+	0.000	0.000	Merged-chr4-117121242-2
Merged-chr7-80425825-1	chr7	80425727	80425925	+	0.000	0.000	Merged-chr7-80425825-1
Merged-chr4-24496528-78	chr4	24496112	24496740	+	0.000	0.000	Merged-chr4-24496528-78
Merged-chr8-3347756-1	chr8	3347658	3347856	+	0.000	0.000	Merged-chr8-3347756-1
Merged-chr3-135212470-74	chr3	135212171	135212760	+	0.000	0.000	Merged-chr3-135212470-74
Merged-chr4-133011579-73	chr4	133011233	133012070	+	0.000	0.000	Merged-chr4-133011579-73
Merged-chr1-161761657-43	chr1	161761506	161761815	+	0.000	0.000	Merged-chr1-161761657-43
Merged-chr16-38483569-68	chr16	38482769	38484063	+	0.000	0.000	Merged-chr16-38483569-68
Merged-chr1-43475284-1	chr1	43475186	43475384	+	0.000	0.000	Merged-chr1-43475284-1
Merged-chr4-57955800-6	chr4	57955530	57955966	+	0.000	0.000	Merged-chr4-57955800-6
Merged-chr17-86801996-47	chr17	86801737	86802259	+	0.000	0.000	Merged-chr17-86801996-47
Merged-chr15-96778537-47	chr15	96778299	96778738	+	0.000	0.000	Merged-chr15-96778537-47
Merged-chr14-60130504-4	chr14	60130257	60130741	+	0.000	0.000	Merged-chr14-60130504-4
Merged-chr13-45936077-39	chr13	45935791	45936302	+	0.000	0.000	Merged-chr13-45936077-39
Merged-chr1-120265266-63	chr1	120265001	120265528	+	0.000	0.000	Merged-chr1-120265266-63
Merged-chr15-75085658-7	chr15	75085533	75085793	+	0.000	0.000	Merged-chr15-75085658-7
Merged-chr18-65795530-14	chr18	65795340	65795690	+	0.000	0.000	Merged-chr18-65795530-14
Merged-chr7-105399855-131	chr7	105399587	105400384	+	0.000	0.000	Merged-chr7-105399855-131
Merged-chr5-105541026-23	chr5	105540579	105541431	+	0.000	0.000	Merged-chr5-105541026-23
Merged-chr5-100713876-4	chr5	100713724	100714006	+	0.000	0.000	Merged-chr5-100713876-4
Merged-chr1-93343253-109	chr1	93343020	93343698	+	0.000	0.000	Merged-chr1-93343253-109
Merged-chr1-191662407-14	chr1	191662161	191662662	+	0.000	0.000	Merged-chr1-191662407-14
Merged-chr6-135087974-38	chr6	135087734	135088230	+	0.000	0.000	Merged-chr6-135087974-38
Merged-chr19-45747536-3	chr19	45747357	45747707	+	0.000	0.000	Merged-chr19-45747536-3
Merged-chr13-62383171-58	chr13	62382830	62383435	+	0.000	0.000	Merged-chr13-62383171-58
Merged-chr10-120201986-109	chr10	120201705	120202469	+	0.000	0.000	Merged-chr10-120201986-109
Merged-chr7-127136324-1	chr7	127136226	127136424	+	0.000	0.000	Merged-chr7-127136324-1
Merged-chr16-8671994-77	chr16	8671771	8672183	+	0.000	0.000	Merged-chr16-8671994-77
Merged-chr13-73847095-2	chr13	73846994	73847199	+	0.000	0.000	Merged-chr13-73847095-2
Merged-chr5-67437495-24	chr5	67437313	67437716	+	0.000	0.000	Merged-chr5-67437495-24
Merged-chr15-76710526-48	chr15	76710244	76710824	+	0.000	0.000	Merged-chr15-76710526-48
Merged-chr3-89418493-51	chr3	89418286	89418770	+	0.000	0.000	Merged-chr3-89418493-51
Merged-chr19-40721772-1	chr19	40721674	40721872	+	0.000	0.000	Merged-chr19-40721772-1
Merged-chr13-30660147-64	chr13	30659847	30660395	+	0.000	0.000	Merged-chr13-30660147-64
Merged-chr3-30856003-66	chr3	30855798	30856217	+	0.000	0.000	Merged-chr3-30856003-66
Merged-chr1-55052728-71	chr1	55052355	55052978	+	0.000	0.000	Merged-chr1-55052728-71
Merged-chr3-86693783-4	chr3	86693627	86693962	+	0.000	0.000	Merged-chr3-86693783-4
Merged-chr16-58514049-1	chr16	58513951	58514149	+	0.000	0.000	Merged-chr16-58514049-1
Merged-chr1-43482907-14	chr1	43482715	43483139	+	0.000	0.000	Merged-chr1-43482907-14
Merged-chr11-6416116-138	chr11	6415941	6416341	+	0.000	0.000	Merged-chr11-6416116-138
Merged-chr3-137082022-1	chr3	137081924	137082122	+	0.000	0.000	Merged-chr3-137082022-1
Merged-chr3-59006146-15	chr3	59005608	59006609	+	0.000	0.000	Merged-chr3-59006146-15
Merged-chr3-104788845-60	chr3	104788382	104789185	+	0.000	0.000	Merged-chr3-104788845-60
Merged-chr13-5864867-1	chr13	5864769	5864967	+	0.000	0.000	Merged-chr13-5864867-1
Merged-chr15-36733808-27	chr15	36733637	36734150	+	0.000	0.000	Merged-chr15-36733808-27
Merged-chr1-189597091-1	chr1	189596993	189597191	+	0.000	0.000	Merged-chr1-189597091-1
Merged-chr9-21244450-1	chr9	21244352	21244550	+	0.000	0.000	Merged-chr9-21244450-1
Merged-chr4-145224828-1	chr4	145224730	145224928	+	0.000	0.000	Merged-chr4-145224828-1
Merged-chr4-9641110-10	chr4	9640796	9641347	+	0.000	0.000	Merged-chr4-9641110-10
Merged-chr7-118132174-1	chr7	118132076	118132274	+	0.000	0.000	Merged-chr7-118132174-1
Merged-chr7-66180398-100	chr7	66179807	66180739	+	0.000	0.000	Merged-chr7-66180398-100
Merged-chr11-69901344-102	chr11	69901103	69901577	+	0.000	0.000	Merged-chr11-69901344-102
Merged-chr9-123761041-31	chr9	123760832	123761281	+	0.000	0.000	Merged-chr9-123761041-31
Merged-chr16-75906879-48	chr16	75906630	75907107	+	0.000	0.000	Merged-chr16-75906879-48
Merged-chr5-4104538-75	chr5	4104269	4104893	+	0.000	0.000	Merged-chr5-4104538-75
Merged-chr2-103684902-15	chr2	103684523	103685388	+	0.000	0.000	Merged-chr2-103684902-15
Merged-chr11-98944358-2	chr11	98944258	98944461	+	0.000	0.000	Merged-chr11-98944358-2
Merged-chr2-148558603-15	chr2	148558302	148558773	+	0.000	0.000	Merged-chr2-148558603-15
Merged-chr3-96263071-120	chr3	96262767	96263441	+	0.000	0.000	Merged-chr3-96263071-120
Merged-chr19-18583788-5	chr19	18583653	18583905	+	0.000	0.000	Merged-chr19-18583788-5
Merged-chr13-95964370-69	chr13	95964109	95964627	+	0.000	0.000	Merged-chr13-95964370-69
Merged-chr7-13302226-5	chr7	13302016	13302396	+	0.000	0.000	Merged-chr7-13302226-5
Merged-chr11-115564290-52	chr11	115564009	115564595	+	0.000	0.000	Merged-chr11-115564290-52
Merged-chr17-79917226-25	chr17	79916878	79917548	+	0.000	0.000	Merged-chr17-79917226-25
Merged-chr13-101713890-21	chr13	101713623	101714066	+	0.000	0.000	Merged-chr13-101713890-21
Merged-chr10-21882316-52	chr10	21882085	21882534	+	0.000	0.000	Merged-chr10-21882316-52
Merged-chr8-33636764-22	chr8	33636430	33636951	+	0.000	0.000	Merged-chr8-33636764-22
Merged-chr9-64173118-100	chr9	64172591	64173657	+	0.000	0.000	Merged-chr9-64173118-100
Merged-chr4-9642211-13	chr4	9641963	9642524	+	0.000	0.000	Merged-chr4-9642211-13
Merged-chr10-83080090-1	chr10	83079992	83080190	+	0.000	0.000	Merged-chr10-83080090-1
Merged-chr4-11546008-14	chr4	11545764	11546252	+	0.000	0.000	Merged-chr4-11546008-14
Merged-chr19-55263325-12	chr19	55263156	55263484	+	0.000	0.000	Merged-chr19-55263325-12
Merged-chr4-41773141-1	chr4	41773043	41773241	+	0.000	0.000	Merged-chr4-41773141-1
Merged-chr13-59675579-56	chr13	59675088	59675970	+	0.000	0.000	Merged-chr13-59675579-56
Merged-chr15-78493760-47	chr15	78493523	78494054	+	0.000	0.000	Merged-chr15-78493760-47
Merged-chr9-37310989-20	chr9	37310744	37311240	+	0.000	0.000	Merged-chr9-37310989-20
Merged-chr11-107470208-115	chr11	107469002	107470994	+	0.000	0.000	Merged-chr11-107470208-115
Merged-chr10-77623314-2	chr10	77623208	77623422	+	0.000	0.000	Merged-chr10-77623314-2
Merged-chr4-8666905-29	chr4	8666751	8667199	+	0.000	0.000	Merged-chr4-8666905-29
Merged-chr1-97623545-45	chr1	97623228	97623732	+	0.000	0.000	Merged-chr1-97623545-45
Merged-chr1-191498446-41	chr1	191498168	191498685	+	0.000	0.000	Merged-chr1-191498446-41
Merged-chr9-124039143-13	chr9	124038984	124039337	+	0.000	0.000	Merged-chr9-124039143-13
Merged-chr5-8423609-71	chr5	8423443	8423957	+	0.000	0.000	Merged-chr5-8423609-71
Merged-chr8-84844879-3	chr8	84844762	84844999	+	0.000	0.000	Merged-chr8-84844879-3
Merged-chr1-125467463-13	chr1	125467266	125467680	+	0.000	0.000	Merged-chr1-125467463-13
Merged-chr2-163719480-37	chr2	163719275	163719678	+	0.000	0.000	Merged-chr2-163719480-37
Merged-chr15-80012139-10	chr15	80011970	80012339	+	0.000	0.000	Merged-chr15-80012139-10
Merged-chr15-76034603-8	chr15	76034325	76034789	+	0.000	0.000	Merged-chr15-76034603-8
Merged-chr12-118293675-5	chr12	118293519	118293872	+	0.000	0.000	Merged-chr12-118293675-5
Merged-chr1-153101655-26	chr1	153101461	153101876	+	0.000	0.000	Merged-chr1-153101655-26
Merged-chr11-101164995-1	chr11	101164897	101165095	+	0.000	0.000	Merged-chr11-101164995-1
Merged-chr1-75218362-9	chr1	75218117	75218609	+	0.000	0.000	Merged-chr1-75218362-9
Merged-chr10-108167721-2	chr10	108167623	108167821	+	0.000	0.000	Merged-chr10-108167721-2
Merged-chr2-80579477-19	chr2	80579246	80579689	+	0.000	0.000	Merged-chr2-80579477-19
Merged-chr5-123765693-26	chr5	123765475	123765944	+	0.000	0.000	Merged-chr5-123765693-26
Merged-chr4-138447600-30	chr4	138447338	138447811	+	0.000	0.000	Merged-chr4-138447600-30
Merged-chr2-181375659-1	chr2	181375561	181375759	+	0.000	0.000	Merged-chr2-181375659-1
Merged-chr1-88708924-68	chr1	88708596	88709280	+	0.000	0.000	Merged-chr1-88708924-68
Merged-chr5-74348625-55	chr5	74348361	74348899	+	0.000	0.000	Merged-chr5-74348625-55
Merged-chr8-83724964-34	chr8	83724701	83725200	+	0.000	0.000	Merged-chr8-83724964-34
Merged-chr9-78732444-13	chr9	78732176	78732634	+	0.000	0.000	Merged-chr9-78732444-13
Merged-chr13-110540791-23	chr13	110540478	110541025	+	0.000	0.000	Merged-chr13-110540791-23
Merged-chr18-14682593-172	chr18	14682343	14682921	+	0.000	0.000	Merged-chr18-14682593-172
Merged-chr17-44615135-1	chr17	44615037	44615235	+	0.000	0.000	Merged-chr17-44615135-1
Merged-chr2-57587301-16	chr2	57587149	57587482	+	0.000	0.000	Merged-chr2-57587301-16
Merged-chr2-152029501-52	chr2	152029130	152029936	+	0.000	0.000	Merged-chr2-152029501-52
Merged-chr1-182490121-49	chr1	182489912	182490411	+	0.000	0.000	Merged-chr1-182490121-49
Merged-chr2-52424494-1	chr2	52424396	52424594	+	0.000	0.000	Merged-chr2-52424494-1
Merged-chrX-164027245-2	chrX	164027147	164027345	+	0.000	0.000	Merged-chrX-164027245-2
Merged-chr3-107807489-31	chr3	107807145	107807703	+	0.000	0.000	Merged-chr3-107807489-31
Merged-chr14-47418232-53	chr14	47417962	47418489	+	0.000	0.000	Merged-chr14-47418232-53
Merged-chr8-13609323-22	chr8	13608843	13610038	+	0.000	0.000	Merged-chr8-13609323-22
Merged-chrX-167106643-1	chrX	167106545	167106743	+	0.000	0.000	Merged-chrX-167106643-1
Merged-chr11-74443137-34	chr11	74442456	74443529	+	0.000	0.000	Merged-chr11-74443137-34
Merged-chr16-64898423-6	chr16	64898218	64898578	+	0.000	0.000	Merged-chr16-64898423-6
Merged-chr1-143788940-27	chr1	143788677	143789246	+	0.000	0.000	Merged-chr1-143788940-27
Merged-chr1-43163775-67	chr1	43163528	43164129	+	0.000	0.000	Merged-chr1-43163775-67
Merged-chr8-57580004-34	chr8	57579873	57580215	+	0.000	0.000	Merged-chr8-57580004-34
Merged-chr13-63240218-75	chr13	63239897	63240641	+	0.000	0.000	Merged-chr13-63240218-75
Merged-chr19-5726405-23	chr19	5726166	5726643	+	0.000	0.000	Merged-chr19-5726405-23
Merged-chr17-48432807-17	chr17	48432647	48432944	+	0.000	0.000	Merged-chr17-48432807-17
Merged-chr10-111532370-8	chr10	111532212	111532523	+	0.000	0.000	Merged-chr10-111532370-8
Merged-chr2-152884355-6	chr2	152884127	152884557	+	0.000	0.000	Merged-chr2-152884355-6
Merged-chr11-58948790-70	chr11	58948569	58949052	+	0.000	0.000	Merged-chr11-58948790-70
Merged-chr3-9709094-18	chr3	9708820	9709353	+	0.000	0.000	Merged-chr3-9709094-18
Merged-chr2-3285142-5	chr2	3285040	3285250	+	0.000	0.000	Merged-chr2-3285142-5
Merged-chr8-115515804-27	chr8	115515512	115516094	+	0.000	0.000	Merged-chr8-115515804-27
Merged-chr8-111940042-1	chr8	111939944	111940142	+	0.000	0.000	Merged-chr8-111940042-1
Merged-chr6-120357332-52	chr6	120356998	120357523	+	0.000	0.000	Merged-chr6-120357332-52
Merged-chr16-18876767-28	chr16	18876613	18876955	+	0.000	0.000	Merged-chr16-18876767-28
Merged-chr3-9833444-80	chr3	9833071	9833801	+	0.000	0.000	Merged-chr3-9833444-80
Merged-chr7-28605979-11	chr7	28605839	28606149	+	0.000	0.000	Merged-chr7-28605979-11
Merged-chr3-79504650-9	chr3	79504477	79504871	+	0.000	0.000	Merged-chr3-79504650-9
Merged-chr5-140271378-9	chr5	140271260	140271514	+	0.000	0.000	Merged-chr5-140271378-9
Merged-chr12-32203958-35	chr12	32203788	32204168	+	0.000	0.000	Merged-chr12-32203958-35
Merged-chr5-150406575-1	chr5	150406477	150406675	+	0.000	0.000	Merged-chr5-150406575-1
Merged-chr5-63906671-29	chr5	63906355	63906931	+	0.000	0.000	Merged-chr5-63906671-29
Merged-chr13-30036759-8	chr13	30036603	30036907	+	0.000	0.000	Merged-chr13-30036759-8
Merged-chr16-36720416-27	chr16	36720110	36720695	+	0.000	0.000	Merged-chr16-36720416-27
Merged-chr12-3983883-10	chr12	3983647	3984080	+	0.000	0.000	Merged-chr12-3983883-10
Merged-chr4-155803512-55	chr4	155803180	155803797	+	0.000	0.000	Merged-chr4-155803512-55
Merged-chr19-56682635-43	chr19	56682131	56683237	+	0.000	0.000	Merged-chr19-56682635-43
Merged-chr7-135989153-2	chr7	135989031	135989277	+	0.000	0.000	Merged-chr7-135989153-2
Merged-chr7-75795153-56	chr7	75794457	75795587	+	0.000	0.000	Merged-chr7-75795153-56
Merged-chr5-107061883-14	chr5	107061654	107062180	+	0.000	0.000	Merged-chr5-107061883-14
Merged-chr17-48462380-14	chr17	48462199	48462613	+	0.000	0.000	Merged-chr17-48462380-14
Merged-chr11-67525871-1	chr11	67525773	67525971	+	0.000	0.000	Merged-chr11-67525871-1
Merged-chr17-36003549-3	chr17	36003405	36003715	+	0.000	0.000	Merged-chr17-36003549-3
Merged-chr5-67404737-28	chr5	67404400	67405131	+	0.000	0.000	Merged-chr5-67404737-28
Merged-chr13-110572135-1	chr13	110572037	110572235	+	0.000	0.000	Merged-chr13-110572135-1
Merged-chr7-110221778-96	chr7	110221522	110222038	+	0.000	0.000	Merged-chr7-110221778-96
Merged-chr9-44498422-28	chr9	44497987	44498922	+	0.000	0.000	Merged-chr9-44498422-28
Merged-chr6-135497150-1	chr6	135497052	135497250	+	0.000	0.000	Merged-chr6-135497150-1
Merged-chr5-62766144-65	chr5	62765786	62766426	+	0.000	0.000	Merged-chr5-62766144-65
Merged-chr1-176950373-27	chr1	176949978	176950643	+	0.000	0.000	Merged-chr1-176950373-27
Merged-chr6-130235815-5	chr6	130235658	130235997	+	0.000	0.000	Merged-chr6-130235815-5
Merged-chr7-47023711-7	chr7	47023500	47023914	+	0.000	0.000	Merged-chr7-47023711-7
Merged-chr3-146146066-60	chr3	146145685	146146520	+	0.000	0.000	Merged-chr3-146146066-60
Merged-chr19-6276643-88	chr19	6276289	6277260	+	0.000	0.000	Merged-chr19-6276643-88
Merged-chr1-135132862-98	chr1	135132519	135133256	+	0.000	0.000	Merged-chr1-135132862-98
Merged-chr13-29983665-1	chr13	29983567	29983765	+	0.000	0.000	Merged-chr13-29983665-1
Merged-chr6-115853380-61	chr6	115853179	115853758	+	0.000	0.000	Merged-chr6-115853380-61
Merged-chr11-74421089-52	chr11	74420784	74421553	+	0.000	0.000	Merged-chr11-74421089-52
Merged-chr11-63914482-33	chr11	63914199	63914663	+	0.000	0.000	Merged-chr11-63914482-33
Merged-chr3-137864841-55	chr3	137864626	137865020	+	0.000	0.000	Merged-chr3-137864841-55
Merged-chr5-74205707-4	chr5	74205596	74205826	+	0.000	0.000	Merged-chr5-74205707-4
Merged-chr19-41377174-2	chr19	41377052	41377298	+	0.000	0.000	Merged-chr19-41377174-2
Merged-chr11-50378536-1	chr11	50378438	50378636	+	0.000	0.000	Merged-chr11-50378536-1
Merged-chr11-11772227-1	chr11	11772129	11772327	+	0.000	0.000	Merged-chr11-11772227-1
Merged-chr2-75981805-58	chr2	75981536	75982006	+	0.000	0.000	Merged-chr2-75981805-58
Merged-chr5-62707193-2	chr5	62707076	62707312	+	0.000	0.000	Merged-chr5-62707193-2
Merged-chr1-75179465-11	chr1	75179227	75179696	+	0.000	0.000	Merged-chr1-75179465-11
Merged-chr5-24425343-62	chr5	24424996	24425701	+	0.000	0.000	Merged-chr5-24425343-62
Merged-chr18-56733031-1	chr18	56732933	56733131	+	0.000	0.000	Merged-chr18-56733031-1
Merged-chr19-44555316-51	chr19	44554926	44555594	+	0.000	0.000	Merged-chr19-44555316-51
Merged-chr10-69563766-16	chr10	69563196	69564060	+	0.000	0.000	Merged-chr10-69563766-16
Merged-chr2-128041579-1	chr2	128041481	128041679	+	0.000	0.000	Merged-chr2-128041579-1
Merged-chr17-31825011-7	chr17	31824877	31825143	+	0.000	0.000	Merged-chr17-31825011-7
Merged-chr11-11776895-24	chr11	11776258	11777432	+	0.000	0.000	Merged-chr11-11776895-24
Merged-chr11-97986398-8	chr11	97986197	97986647	+	0.000	0.000	Merged-chr11-97986398-8
Merged-chr12-32202872-9	chr12	32202667	32203035	+	0.000	0.000	Merged-chr12-32202872-9
Merged-chrX-167147015-87	chrX	167146562	167147952	+	0.000	0.000	Merged-chrX-167147015-87
Merged-chr6-135418528-77	chr6	135417930	135418883	+	0.000	0.000	Merged-chr6-135418528-77
Merged-chr14-78699403-40	chr14	78699145	78699639	+	0.000	0.000	Merged-chr14-78699403-40
Merged-chr1-182281416-23	chr1	182281227	182281613	+	0.000	0.000	Merged-chr1-182281416-23
Merged-chr6-118139138-58	chr6	118138909	118139543	+	0.000	0.000	Merged-chr6-118139138-58
Merged-chr11-72961545-111	chr11	72961283	72961802	+	0.000	0.000	Merged-chr11-72961545-111
Merged-chr4-137356875-3	chr4	137356768	137356986	+	0.000	0.000	Merged-chr4-137356875-3
Merged-chr8-83997144-69	chr8	83996785	83997474	+	0.000	0.000	Merged-chr8-83997144-69
