#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
Merged-chr7-44901527-50	chr7	44901281	44901789	+	0.000	0.000	Merged-chr7-44901527-50
Merged-chr10-13034992-1	chr10	13034894	13035092	+	0.000	0.000	Merged-chr10-13034992-1
Merged-chr6-37370841-45	chr6	37370576	37371195	+	0.000	0.000	Merged-chr6-37370841-45
Merged-chr9-82809314-11	chr9	82808919	82809618	+	0.000	0.000	Merged-chr9-82809314-11
Merged-chr7-143685833-51	chr7	143685614	143686194	+	0.000	0.000	Merged-chr7-143685833-51
Merged-chr6-99522948-53	chr6	99522322	99523517	+	0.000	0.000	Merged-chr6-99522948-53
Merged-chr7-101663802-50	chr7	101663644	101664014	+	0.000	0.000	Merged-chr7-101663802-50
Merged-chr1-92004307-35	chr1	92004067	92004523	+	0.000	0.000	Merged-chr1-92004307-35
Merged-chr15-97963529-3	chr15	97963400	97963648	+	0.000	0.000	Merged-chr15-97963529-3
Merged-chr4-86874250-69	chr4	86873949	86874572	+	0.000	0.000	Merged-chr4-86874250-69
Merged-chr3-138753245-27	chr3	138752913	138753484	+	0.000	0.000	Merged-chr3-138753245-27
Merged-chr6-99520537-2	chr6	99520430	99520646	+	0.000	0.000	Merged-chr6-99520537-2
Merged-chr11-115631252-39	chr11	115631014	115631647	+	0.000	0.000	Merged-chr11-115631252-39
Merged-chr16-89836623-18	chr16	89836455	89836833	+	0.000	0.000	Merged-chr16-89836623-18
Merged-chr11-105180803-1	chr11	105180705	105180903	+	0.000	0.000	Merged-chr11-105180803-1
Merged-chr6-146481511-38	chr6	146481292	146481815	+	0.000	0.000	Merged-chr6-146481511-38
Merged-chr4-101495950-2	chr4	101495833	101496070	+	0.000	0.000	Merged-chr4-101495950-2
Merged-chr2-6444990-17	chr2	6444734	6445329	+	0.000	0.000	Merged-chr2-6444990-17
Merged-chr2-18957647-16	chr2	18957405	18958031	+	0.000	0.000	Merged-chr2-18957647-16
Merged-chrX-151096457-56	chrX	151096091	151096763	+	0.000	0.000	Merged-chrX-151096457-56
Merged-chr6-37371465-5	chr6	37371347	37371606	+	0.000	0.000	Merged-chr6-37371465-5
Merged-chr18-60805828-10	chr18	60805622	60805990	+	0.000	0.000	Merged-chr18-60805828-10
Merged-chr9-82855437-10	chr9	82855253	82855628	+	0.000	0.000	Merged-chr9-82855437-10
Merged-chr14-101480860-35	chr14	101480618	101481166	+	0.000	0.000	Merged-chr14-101480860-35
Merged-chr12-36439593-19	chr12	36439418	36439762	+	0.000	0.000	Merged-chr12-36439593-19
Merged-chr17-84419944-108	chr17	84419602	84420170	+	0.000	0.000	Merged-chr17-84419944-108
Merged-chr15-86056647-3	chr15	86056530	86056768	+	0.000	0.000	Merged-chr15-86056647-3
Merged-chr6-128807188-11	chr6	128807042	128807313	+	0.000	0.000	Merged-chr6-128807188-11
Merged-chr19-6975546-1	chr19	6975448	6975646	+	0.000	0.000	Merged-chr19-6975546-1
Merged-chr17-87983353-13	chr17	87983114	87983553	+	0.000	0.000	Merged-chr17-87983353-13
Merged-chr1-36264360-59	chr1	36264054	36264592	+	0.000	0.000	Merged-chr1-36264360-59
Merged-chr14-54426956-48	chr14	54426624	54427308	+	0.000	0.000	Merged-chr14-54426956-48
Merged-chr6-99452798-17	chr6	99452641	99452947	+	0.000	0.000	Merged-chr6-99452798-17
Merged-chr16-43303663-37	chr16	43303329	43304050	+	0.000	0.000	Merged-chr16-43303663-37
Merged-chr14-14716073-16	chr14	14715922	14716259	+	0.000	0.000	Merged-chr14-14716073-16
Merged-chr11-69766217-75	chr11	69765958	69766711	+	0.000	0.000	Merged-chr11-69766217-75
Merged-chr4-57883873-2	chr4	57883744	57884005	+	0.000	0.000	Merged-chr4-57883873-2
Merged-chr16-76561459-129	chr16	76560152	76562330	+	0.000	0.000	Merged-chr16-76561459-129
Merged-chr4-102682369-35	chr4	102682113	102682629	+	0.000	0.000	Merged-chr4-102682369-35
Merged-chr10-81230614-44	chr10	81230235	81231071	+	0.000	0.000	Merged-chr10-81230614-44
Merged-chr3-101058101-14	chr3	101057635	101058634	+	0.000	0.000	Merged-chr3-101058101-14
Merged-chr5-140830422-64	chr5	140830038	140830737	+	0.000	0.000	Merged-chr5-140830422-64
Merged-chr15-28025754-115	chr15	28025484	28026218	+	0.000	0.000	Merged-chr15-28025754-115
Merged-chr14-61818597-46	chr14	61818332	61818970	+	0.000	0.000	Merged-chr14-61818597-46
Merged-chr3-129863927-12	chr3	129863766	129864070	+	0.000	0.000	Merged-chr3-129863927-12
Merged-chr10-17775311-43	chr10	17775117	17775553	+	0.000	0.000	Merged-chr10-17775311-43
Merged-chr19-5787074-81	chr19	5786551	5787543	+	0.000	0.000	Merged-chr19-5787074-81
Merged-chr19-5793940-3	chr19	5793818	5794053	+	0.000	0.000	Merged-chr19-5793940-3
Merged-chr1-128831902-22	chr1	128831556	128832115	+	0.000	0.000	Merged-chr1-128831902-22
Merged-chr12-85661084-38	chr12	85660858	85661337	+	0.000	0.000	Merged-chr12-85661084-38
Merged-chr5-110101957-4	chr5	110101783	110102123	+	0.000	0.000	Merged-chr5-110101957-4
Merged-chr12-83921941-52	chr12	83921711	83922170	+	0.000	0.000	Merged-chr12-83921941-52
Merged-chr13-95563885-30	chr13	95563690	95564068	+	0.000	0.000	Merged-chr13-95563885-30
Merged-chr15-83594675-99	chr15	83593935	83595202	+	0.000	0.000	Merged-chr15-83594675-99
Merged-chr7-64058117-33	chr7	64057806	64058470	+	0.000	0.000	Merged-chr7-64058117-33
Merged-chr9-14385894-14	chr9	14385663	14386161	+	0.000	0.000	Merged-chr9-14385894-14
Merged-chr5-123015411-110	chr5	123014724	123015672	+	0.000	0.000	Merged-chr5-123015411-110
Merged-chr10-60245274-29	chr10	60245090	60245486	+	0.000	0.000	Merged-chr10-60245274-29
Merged-chr8-45410262-39	chr8	45409956	45410574	+	0.000	0.000	Merged-chr8-45410262-39
Merged-chr3-89912331-1	chr3	89912233	89912431	+	0.000	0.000	Merged-chr3-89912331-1
Merged-chr4-120363479-1	chr4	120363381	120363579	+	0.000	0.000	Merged-chr4-120363479-1
Merged-chr1-155163743-14	chr1	155163590	155163912	+	0.000	0.000	Merged-chr1-155163743-14
Merged-chr13-112464481-1	chr13	112464383	112464581	+	0.000	0.000	Merged-chr13-112464481-1
Merged-chr11-84073104-12	chr11	84072902	84073323	+	0.000	0.000	Merged-chr11-84073104-12
Merged-chr7-49462687-57	chr7	49462262	49463189	+	0.000	0.000	Merged-chr7-49462687-57
Merged-chr17-84466187-53	chr17	84466025	84466399	+	0.000	0.000	Merged-chr17-84466187-53
Merged-chr5-120742294-10	chr5	120742111	120742509	+	0.000	0.000	Merged-chr5-120742294-10
Merged-chr7-139388959-78	chr7	139388707	139389166	+	0.000	0.000	Merged-chr7-139388959-78
Merged-chr17-7170509-1	chr17	7170411	7170609	+	0.000	0.000	Merged-chr17-7170509-1
Merged-chr5-122995076-1	chr5	122994978	122995176	+	0.000	0.000	Merged-chr5-122995076-1
Merged-chr12-85703718-17	chr12	85703497	85704017	+	0.000	0.000	Merged-chr12-85703718-17
Merged-chr6-94672644-32	chr6	94672427	94672918	+	0.000	0.000	Merged-chr6-94672644-32
Merged-chr11-78178287-75	chr11	78177938	78178585	+	0.000	0.000	Merged-chr11-78178287-75
Merged-chr12-15814780-9	chr12	15814555	15814985	+	0.000	0.000	Merged-chr12-15814780-9
Merged-chr4-154389005-1	chr4	154388907	154389105	+	0.000	0.000	Merged-chr4-154389005-1
Merged-chr6-41550135-1	chr6	41550037	41550235	+	0.000	0.000	Merged-chr6-41550135-1
Merged-chr12-16008873-105	chr12	16008230	16009458	+	0.000	0.000	Merged-chr12-16008873-105
Merged-chr10-59324092-1	chr10	59323994	59324192	+	0.000	0.000	Merged-chr10-59324092-1
Merged-chr1-164411460-2	chr1	164411345	164411577	+	0.000	0.000	Merged-chr1-164411460-2
Merged-chr9-102867048-29	chr9	102866841	102867307	+	0.000	0.000	Merged-chr9-102867048-29
Merged-chr1-60410229-3	chr1	60410102	60410351	+	0.000	0.000	Merged-chr1-60410229-3
Merged-chr9-67901955-26	chr9	67901695	67902283	+	0.000	0.000	Merged-chr9-67901955-26
Merged-chrX-166323438-29	chrX	166323126	166323898	+	0.000	0.000	Merged-chrX-166323438-29
Merged-chr7-12781138-1	chr7	12781040	12781238	+	0.000	0.000	Merged-chr7-12781138-1
Merged-chr5-105113343-1	chr5	105113245	105113443	+	0.000	0.000	Merged-chr5-105113343-1
Merged-chr1-61139626-38	chr1	61139270	61140138	+	0.000	0.000	Merged-chr1-61139626-38
Merged-chr7-83659580-37	chr7	83659288	83659771	+	0.000	0.000	Merged-chr7-83659580-37
Merged-chr10-121310216-10	chr10	121309921	121310407	+	0.000	0.000	Merged-chr10-121310216-10
Merged-chr10-60077857-9	chr10	60077704	60078036	+	0.000	0.000	Merged-chr10-60077857-9
Merged-chr4-6883364-1	chr4	6883266	6883464	+	0.000	0.000	Merged-chr4-6883364-1
Merged-chr9-62536828-26	chr9	62536619	62537068	+	0.000	0.000	Merged-chr9-62536828-26
Merged-chr6-134274107-38	chr6	134273817	134274329	+	0.000	0.000	Merged-chr6-134274107-38
Merged-chr17-84306486-55	chr17	84306194	84306819	+	0.000	0.000	Merged-chr17-84306486-55
Merged-chr6-128766936-56	chr6	128766667	128767221	+	0.000	0.000	Merged-chr6-128766936-56
Merged-chr7-19404013-49	chr7	19403663	19404347	+	0.000	0.000	Merged-chr7-19404013-49
Merged-chr5-64389971-20	chr5	64389763	64390216	+	0.000	0.000	Merged-chr5-64389971-20
Merged-chr15-66877875-1	chr15	66877777	66877975	+	0.000	0.000	Merged-chr15-66877875-1
Merged-chr18-35887802-1	chr18	35887704	35887902	+	0.000	0.000	Merged-chr18-35887802-1
Merged-chr1-190629246-4	chr1	190629118	190629363	+	0.000	0.000	Merged-chr1-190629246-4
Merged-chr9-61745239-9	chr9	61745081	61745414	+	0.000	0.000	Merged-chr9-61745239-9
Merged-chr12-86079285-87	chr12	86078882	86079592	+	0.000	0.000	Merged-chr12-86079285-87
Merged-chr17-35359572-17	chr17	35359283	35359843	+	0.000	0.000	Merged-chr17-35359572-17
Merged-chr10-67484199-8	chr10	67484037	67484376	+	0.000	0.000	Merged-chr10-67484199-8
Merged-chr6-91472402-9	chr6	91472225	91472544	+	0.000	0.000	Merged-chr6-91472402-9
Merged-chr11-117965771-41	chr11	117965575	117965953	+	0.000	0.000	Merged-chr11-117965771-41
Merged-chr5-123016010-9	chr5	123015819	123016179	+	0.000	0.000	Merged-chr5-123016010-9
Merged-chr11-4821770-4	chr11	4821603	4821921	+	0.000	0.000	Merged-chr11-4821770-4
Merged-chrX-12159655-2	chrX	12159499	12159814	+	0.000	0.000	Merged-chrX-12159655-2
Merged-chr4-150366949-6	chr4	150366799	150367108	+	0.000	0.000	Merged-chr4-150366949-6
Merged-chr15-61988003-29	chr15	61987720	61988240	+	0.000	0.000	Merged-chr15-61988003-29
Merged-chr2-19715961-49	chr2	19715793	19716118	+	0.000	0.000	Merged-chr2-19715961-49
Merged-chr12-17511273-48	chr12	17511002	17511505	+	0.000	0.000	Merged-chr12-17511273-48
Merged-chr12-110861556-21	chr12	110861312	110861782	+	0.000	0.000	Merged-chr12-110861556-21
Merged-chr11-78323037-36	chr11	78322797	78323287	+	0.000	0.000	Merged-chr11-78323037-36
Merged-chr10-67727735-22	chr10	67727532	67727950	+	0.000	0.000	Merged-chr10-67727735-22
Merged-chr12-15896851-37	chr12	15896526	15897296	+	0.000	0.000	Merged-chr12-15896851-37
Merged-chr18-55055827-13	chr18	55055673	55055979	+	0.000	0.000	Merged-chr18-55055827-13
Merged-chr14-45038197-18	chr14	45038013	45038347	+	0.000	0.000	Merged-chr14-45038197-18
Merged-chr1-73940938-50	chr1	73940695	73941287	+	0.000	0.000	Merged-chr1-73940938-50
Merged-chr4-150029862-9	chr4	150029641	150030015	+	0.000	0.000	Merged-chr4-150029862-9
Merged-chr1-192510804-31	chr1	192510599	192511074	+	0.000	0.000	Merged-chr1-192510804-31
Merged-chr9-118476509-3	chr9	118476312	118476757	+	0.000	0.000	Merged-chr9-118476509-3
Merged-chr17-34972191-70	chr17	34971757	34972515	+	0.000	0.000	Merged-chr17-34972191-70
Merged-chr12-85430592-32	chr12	85430297	85430911	+	0.000	0.000	Merged-chr12-85430592-32
Merged-chr16-4886423-61	chr16	4885980	4886990	+	0.000	0.000	Merged-chr16-4886423-61
Merged-chr17-87608990-28	chr17	87608788	87609279	+	0.000	0.000	Merged-chr17-87608990-28
Merged-chr12-80168403-35	chr12	80168234	80168668	+	0.000	0.000	Merged-chr12-80168403-35
Merged-chr18-50031058-57	chr18	50030542	50031527	+	0.000	0.000	Merged-chr18-50031058-57
Merged-chr11-52318681-44	chr11	52318517	52318894	+	0.000	0.000	Merged-chr11-52318681-44
Merged-chr5-34187827-64	chr5	34187539	34188128	+	0.000	0.000	Merged-chr5-34187827-64
Merged-chr5-135632742-49	chr5	135632498	135632992	+	0.000	0.000	Merged-chr5-135632742-49
Merged-chr14-101467841-26	chr14	101467546	101468097	+	0.000	0.000	Merged-chr14-101467841-26
Merged-chr5-92392769-24	chr5	92392414	92393073	+	0.000	0.000	Merged-chr5-92392769-24
Merged-chr9-61708026-57	chr9	61707625	61708231	+	0.000	0.000	Merged-chr9-61708026-57
Merged-chr16-45305942-3	chr16	45305837	45306048	+	0.000	0.000	Merged-chr16-45305942-3
Merged-chr1-78724867-61	chr1	78724525	78725420	+	0.000	0.000	Merged-chr1-78724867-61
Merged-chr3-129588899-30	chr3	129588599	129589173	+	0.000	0.000	Merged-chr3-129588899-30
Merged-chr9-123260365-122	chr9	123259996	123260969	+	0.000	0.000	Merged-chr9-123260365-122
Merged-chr16-97523294-33	chr16	97523042	97523600	+	0.000	0.000	Merged-chr16-97523294-33
Merged-chr15-64210787-15	chr15	64210626	64210922	+	0.000	0.000	Merged-chr15-64210787-15
Merged-chr7-45525580-4	chr7	45525443	45525723	+	0.000	0.000	Merged-chr7-45525580-4
Merged-chr11-4848919-5	chr11	4848738	4849134	+	0.000	0.000	Merged-chr11-4848919-5
Merged-chr4-10912852-21	chr4	10912644	10913046	+	0.000	0.000	Merged-chr4-10912852-21
Merged-chr5-35974104-27	chr5	35973697	35974494	+	0.000	0.000	Merged-chr5-35974104-27
Merged-chr13-92631343-15	chr13	92631172	92631556	+	0.000	0.000	Merged-chr13-92631343-15
Merged-chr17-65772489-42	chr17	65772149	65772828	+	0.000	0.000	Merged-chr17-65772489-42
Merged-chr4-154927334-11	chr4	154927155	154927577	+	0.000	0.000	Merged-chr4-154927334-11
Merged-chr9-14352862-2	chr9	14352764	14352962	+	0.000	0.000	Merged-chr9-14352862-2
Merged-chr17-35341927-1	chr17	35341829	35342027	+	0.000	0.000	Merged-chr17-35341927-1
Merged-chr16-90181555-14	chr16	90181295	90181805	+	0.000	0.000	Merged-chr16-90181555-14
Merged-chr1-78682425-23	chr1	78682188	78682699	+	0.000	0.000	Merged-chr1-78682425-23
Merged-chr17-84368765-10	chr17	84368569	84368965	+	0.000	0.000	Merged-chr17-84368765-10
Merged-chr10-14207893-35	chr10	14207597	14208246	+	0.000	0.000	Merged-chr10-14207893-35
Merged-chr18-79263255-24	chr18	79263048	79263470	+	0.000	0.000	Merged-chr18-79263255-24
Merged-chr15-6603804-8	chr15	6603592	6603964	+	0.000	0.000	Merged-chr15-6603804-8
Merged-chr9-121642625-86	chr9	121642363	121642978	+	0.000	0.000	Merged-chr9-121642625-86
Merged-chr1-86580596-17	chr1	86580352	86580763	+	0.000	0.000	Merged-chr1-86580596-17
Merged-chr11-71033460-26	chr11	71033086	71033713	+	0.000	0.000	Merged-chr11-71033460-26
Merged-chr16-57571504-3	chr16	57571406	57571604	+	0.000	0.000	Merged-chr16-57571504-3
Merged-chr5-135702928-61	chr5	135702664	135703152	+	0.000	0.000	Merged-chr5-135702928-61
Merged-chr12-54192129-39	chr12	54191901	54192400	+	0.000	0.000	Merged-chr12-54192129-39
Merged-chr3-138861130-9	chr3	138860885	138861433	+	0.000	0.000	Merged-chr3-138861130-9
Merged-chr8-104846957-13	chr8	104846750	104847170	+	0.000	0.000	Merged-chr8-104846957-13
Merged-chr9-118674693-5	chr9	118674546	118674819	+	0.000	0.000	Merged-chr9-118674693-5
Merged-chr13-112427724-41	chr13	112427530	112427894	+	0.000	0.000	Merged-chr13-112427724-41
Merged-chr5-64764597-23	chr5	64764410	64764779	+	0.000	0.000	Merged-chr5-64764597-23
Merged-chr10-17733283-32	chr10	17733100	17733522	+	0.000	0.000	Merged-chr10-17733283-32
Merged-chr1-86154641-52	chr1	86154445	86154901	+	0.000	0.000	Merged-chr1-86154641-52
Merged-chr6-99028336-69	chr6	99027856	99028920	+	0.000	0.000	Merged-chr6-99028336-69
Merged-chr7-128554722-15	chr7	128554526	128554950	+	0.000	0.000	Merged-chr7-128554722-15
Merged-chr4-57797871-1	chr4	57797773	57797971	+	0.000	0.000	Merged-chr4-57797871-1
Merged-chr1-73937297-2	chr1	73937193	73937404	+	0.000	0.000	Merged-chr1-73937297-2
Merged-chr17-51179139-100	chr17	51178913	51179517	+	0.000	0.000	Merged-chr17-51179139-100
Merged-chr3-87768982-52	chr3	87768725	87769199	+	0.000	0.000	Merged-chr3-87768982-52
Merged-chr13-112439925-37	chr13	112439419	112440263	+	0.000	0.000	Merged-chr13-112439925-37
Merged-chr5-105114341-2	chr5	105114243	105114441	+	0.000	0.000	Merged-chr5-105114341-2
Merged-chr3-129594863-2	chr3	129594747	129594982	+	0.000	0.000	Merged-chr3-129594863-2
Merged-chr3-69044768-74	chr3	69044517	69045084	+	0.000	0.000	Merged-chr3-69044768-74
Merged-chr2-174598768-21	chr2	174598500	174598998	+	0.000	0.000	Merged-chr2-174598768-21
Merged-chr19-41835590-1	chr19	41835492	41835690	+	0.000	0.000	Merged-chr19-41835590-1
Merged-chr8-110912208-23	chr8	110911796	110912458	+	0.000	0.000	Merged-chr8-110912208-23
Merged-chr2-117399695-40	chr2	117399514	117399883	+	0.000	0.000	Merged-chr2-117399695-40
Merged-chr10-76835846-46	chr10	76835560	76836112	+	0.000	0.000	Merged-chr10-76835846-46
Merged-chr7-101837936-19	chr7	101837739	101838167	+	0.000	0.000	Merged-chr7-101837936-19
Merged-chr11-99244239-11	chr11	99244080	99244481	+	0.000	0.000	Merged-chr11-99244239-11
Merged-chr6-99486374-21	chr6	99486160	99486592	+	0.000	0.000	Merged-chr6-99486374-21
Merged-chr4-6896159-16	chr4	6895971	6896344	+	0.000	0.000	Merged-chr4-6896159-16
Merged-chr10-20005632-50	chr10	20005353	20005895	+	0.000	0.000	Merged-chr10-20005632-50
Merged-chrX-13845836-1	chrX	13845738	13845936	+	0.000	0.000	Merged-chrX-13845836-1
Merged-chr3-138858987-11	chr3	138858707	138859219	+	0.000	0.000	Merged-chr3-138858987-11
Merged-chr16-76409543-10	chr16	76409349	76409791	+	0.000	0.000	Merged-chr16-76409543-10
Merged-chr8-81766244-47	chr8	81765845	81766514	+	0.000	0.000	Merged-chr8-81766244-47
Merged-chr9-14352578-25	chr9	14352280	14352757	+	0.000	0.000	Merged-chr9-14352578-25
Merged-chr7-80718716-12	chr7	80718518	80718920	+	0.000	0.000	Merged-chr7-80718716-12
Merged-chr5-107403453-62	chr5	107403034	107403880	+	0.000	0.000	Merged-chr5-107403453-62
Merged-chr2-6220387-36	chr2	6220192	6220590	+	0.000	0.000	Merged-chr2-6220387-36
Merged-chr14-120279024-5	chr14	120278916	120279155	+	0.000	0.000	Merged-chr14-120279024-5
Merged-chr1-52456813-18	chr1	52456634	52457061	+	0.000	0.000	Merged-chr1-52456813-18
Merged-chr19-18747046-98	chr19	18746370	18747876	+	0.000	0.000	Merged-chr19-18747046-98
Merged-chr7-110797664-1	chr7	110797566	110797764	+	0.000	0.000	Merged-chr7-110797664-1
Merged-chrX-11839890-20	chrX	11839610	11840054	+	0.000	0.000	Merged-chrX-11839890-20
Merged-chr5-144295152-24	chr5	144294813	144295397	+	0.000	0.000	Merged-chr5-144295152-24
Merged-chr10-25221077-23	chr10	25220795	25221277	+	0.000	0.000	Merged-chr10-25221077-23
Merged-chr17-6005820-51	chr17	6005396	6006422	+	0.000	0.000	Merged-chr17-6005820-51
Merged-chr6-144997365-10	chr6	144997209	144997531	+	0.000	0.000	Merged-chr6-144997365-10
Merged-chr7-92741583-79	chr7	92741221	92742027	+	0.000	0.000	Merged-chr7-92741583-79
Merged-chrX-12091143-34	chrX	12090813	12091436	+	0.000	0.000	Merged-chrX-12091143-34
Merged-chr12-103401492-1	chr12	103401394	103401592	+	0.000	0.000	Merged-chr12-103401492-1
Merged-chr8-14952534-33	chr8	14952280	14952750	+	0.000	0.000	Merged-chr8-14952534-33
Merged-chr17-28692428-34	chr17	28692209	28692697	+	0.000	0.000	Merged-chr17-28692428-34
Merged-chr17-55945217-72	chr17	55944994	55945430	+	0.000	0.000	Merged-chr17-55945217-72
Merged-chr9-104339051-30	chr9	104338568	104339626	+	0.000	0.000	Merged-chr9-104339051-30
Merged-chr18-79303705-44	chr18	79303234	79304092	+	0.000	0.000	Merged-chr18-79303705-44
Merged-chr9-66667231-9	chr9	66667036	66667426	+	0.000	0.000	Merged-chr9-66667231-9
Merged-chr14-7964637-21	chr14	7964455	7964885	+	0.000	0.000	Merged-chr14-7964637-21
Merged-chr3-121444097-11	chr3	121443637	121444598	+	0.000	0.000	Merged-chr3-121444097-11
Merged-chr19-5823518-15	chr19	5823305	5823711	+	0.000	0.000	Merged-chr19-5823518-15
Merged-chr6-146538267-8	chr6	146538105	146538459	+	0.000	0.000	Merged-chr6-146538267-8
Merged-chr10-67841086-29	chr10	67840868	67841408	+	0.000	0.000	Merged-chr10-67841086-29
Merged-chr7-97082548-1	chr7	97082450	97082648	+	0.000	0.000	Merged-chr7-97082548-1
Merged-chr3-121171657-61	chr3	121171392	121171895	+	0.000	0.000	Merged-chr3-121171657-61
Merged-chr14-14632490-1	chr14	14632392	14632590	+	0.000	0.000	Merged-chr14-14632490-1
Merged-chr1-91459490-61	chr1	91459176	91459727	+	0.000	0.000	Merged-chr1-91459490-61
Merged-chr9-20976394-107	chr9	20975979	20976996	+	0.000	0.000	Merged-chr9-20976394-107
Merged-chr6-145023244-34	chr6	145023035	145023520	+	0.000	0.000	Merged-chr6-145023244-34
Merged-chr10-96599778-54	chr10	96599446	96600044	+	0.000	0.000	Merged-chr10-96599778-54
Merged-chr9-123240097-40	chr9	123239640	123240717	+	0.000	0.000	Merged-chr9-123240097-40
Merged-chr15-36397113-3	chr15	36396956	36397243	+	0.000	0.000	Merged-chr15-36397113-3
Merged-chr2-59203140-2	chr2	59203019	59203264	+	0.000	0.000	Merged-chr2-59203140-2
Merged-chr9-62847920-25	chr9	62847677	62848242	+	0.000	0.000	Merged-chr9-62847920-25
Merged-chr13-95524264-2	chr13	95524166	95524364	+	0.000	0.000	Merged-chr13-95524264-2
Merged-chr12-17709611-1	chr12	17709513	17709711	+	0.000	0.000	Merged-chr12-17709611-1
Merged-chr15-27926448-169	chr15	27925469	27927245	+	0.000	0.000	Merged-chr15-27926448-169
Merged-chr7-35120628-3	chr7	35120506	35120755	+	0.000	0.000	Merged-chr7-35120628-3
Merged-chr2-174050373-2	chr2	174050208	174050541	+	0.000	0.000	Merged-chr2-174050373-2
Merged-chr16-30686693-12	chr16	30686544	30686918	+	0.000	0.000	Merged-chr16-30686693-12
Merged-chr9-34987227-2	chr9	34987057	34987400	+	0.000	0.000	Merged-chr9-34987227-2
Merged-chr7-45451488-16	chr7	45451235	45451684	+	0.000	0.000	Merged-chr7-45451488-16
Merged-chr13-100002073-34	chr13	100001868	100002261	+	0.000	0.000	Merged-chr13-100002073-34
Merged-chrX-12080672-46	chrX	12080179	12081271	+	0.000	0.000	Merged-chrX-12080672-46
Merged-chr5-89900078-10	chr5	89899742	89900409	+	0.000	0.000	Merged-chr5-89900078-10
Merged-chr19-4100140-2	chr19	4099991	4100291	+	0.000	0.000	Merged-chr19-4100140-2
Merged-chr9-34996088-18	chr9	34995856	34996385	+	0.000	0.000	Merged-chr9-34996088-18
Merged-chr12-82268056-22	chr12	82267881	82268228	+	0.000	0.000	Merged-chr12-82268056-22
Merged-chr15-36521520-11	chr15	36521352	36521671	+	0.000	0.000	Merged-chr15-36521520-11
Merged-chr9-118678587-68	chr9	118678194	118678795	+	0.000	0.000	Merged-chr9-118678587-68
Merged-chr15-64285392-6	chr15	64285236	64285557	+	0.000	0.000	Merged-chr15-64285392-6
Merged-chr19-12488322-25	chr19	12488095	12488559	+	0.000	0.000	Merged-chr19-12488322-25
Merged-chr3-95995239-3	chr3	95995109	95995374	+	0.000	0.000	Merged-chr3-95995239-3
Merged-chr18-34840702-39	chr18	34840356	34841188	+	0.000	0.000	Merged-chr18-34840702-39
Merged-chr4-95490410-1	chr4	95490312	95490510	+	0.000	0.000	Merged-chr4-95490410-1
Merged-chr6-122553933-10	chr6	122553718	122554172	+	0.000	0.000	Merged-chr6-122553933-10
Merged-chr7-128382170-51	chr7	128381823	128382531	+	0.000	0.000	Merged-chr7-128382170-51
Merged-chr9-50768250-64	chr9	50768049	50768501	+	0.000	0.000	Merged-chr9-50768250-64
Merged-chr2-151978257-4	chr2	151978149	151978376	+	0.000	0.000	Merged-chr2-151978257-4
Merged-chr12-8351458-49	chr12	8351180	8351772	+	0.000	0.000	Merged-chr12-8351458-49
Merged-chr13-99395160-4	chr13	99394949	99395362	+	0.000	0.000	Merged-chr13-99395160-4
Merged-chr15-36474869-12	chr15	36474623	36475104	+	0.000	0.000	Merged-chr15-36474869-12
Merged-chr10-43478998-1	chr10	43478900	43479098	+	0.000	0.000	Merged-chr10-43478998-1
Merged-chr13-73469751-49	chr13	73469500	73470002	+	0.000	0.000	Merged-chr13-73469751-49
Merged-chr13-36203222-10	chr13	36203106	36203353	+	0.000	0.000	Merged-chr13-36203222-10
Merged-chr6-99521786-49	chr6	99521041	99522279	+	0.000	0.000	Merged-chr6-99521786-49
Merged-chr2-132018494-1	chr2	132018396	132018594	+	0.000	0.000	Merged-chr2-132018494-1
Merged-chr2-72170854-84	chr2	72170272	72171600	+	0.000	0.000	Merged-chr2-72170854-84
Merged-chr13-99398640-45	chr13	99398089	99399362	+	0.000	0.000	Merged-chr13-99398640-45
Merged-chr6-117863237-45	chr6	117862800	117863760	+	0.000	0.000	Merged-chr6-117863237-45
Merged-chr2-174110585-108	chr2	174110387	174111005	+	0.000	0.000	Merged-chr2-174110585-108
Merged-chr19-4231537-6	chr19	4231397	4231660	+	0.000	0.000	Merged-chr19-4231537-6
Merged-chr2-103566209-140	chr2	103565642	103566785	+	0.000	0.000	Merged-chr2-103566209-140
Merged-chr6-59412569-64	chr6	59412200	59412967	+	0.000	0.000	Merged-chr6-59412569-64
Merged-chr5-118069472-39	chr5	118069193	118069693	+	0.000	0.000	Merged-chr5-118069472-39
Merged-chr1-92086703-67	chr1	92086135	92087275	+	0.000	0.000	Merged-chr1-92086703-67
Merged-chr10-67898474-11	chr10	67898298	67898741	+	0.000	0.000	Merged-chr10-67898474-11
Merged-chr8-121578886-116	chr8	121578509	121579177	+	0.000	0.000	Merged-chr8-121578886-116
Merged-chr4-6963700-17	chr4	6963498	6963915	+	0.000	0.000	Merged-chr4-6963700-17
Merged-chr6-71156958-28	chr6	71156654	71157198	+	0.000	0.000	Merged-chr6-71156958-28
