#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_II--ATAC_peaks.bed all.df.numx.c5-STAT4_WT_Tfh_vs_Naive.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_WT_Tfh_vs_Naive.up.bed
Merged-chr6-122290088-1	chr6	122289990	122290188	+	0.000	0.000	Merged-chr6-122290088-1
Merged-chr10-99085159-29	chr10	99084901	99085394	+	0.000	0.000	Merged-chr10-99085159-29
Merged-chr12-69412167-34	chr12	69411973	69412464	+	0.000	0.000	Merged-chr12-69412167-34
Merged-chr5-21044166-51	chr5	21043648	21044827	+	0.000	0.000	Merged-chr5-21044166-51
Merged-chr1-43540017-49	chr1	43539812	43540265	+	0.000	0.000	Merged-chr1-43540017-49
Merged-chr6-50503909-4	chr6	50503679	50504133	+	0.000	0.000	Merged-chr6-50503909-4
Merged-chr3-89459176-81	chr3	89458768	89459427	+	0.000	0.000	Merged-chr3-89459176-81
Merged-chr7-110120460-2	chr7	110120362	110120561	+	0.000	0.000	Merged-chr7-110120460-2
Merged-chr6-97417201-28	chr6	97416993	97417433	+	0.000	0.000	Merged-chr6-97417201-28
Merged-chr7-38227770-72	chr7	38227522	38228132	+	0.000	0.000	Merged-chr7-38227770-72
Merged-chr11-83440637-74	chr11	83440356	83440845	+	0.000	0.000	Merged-chr11-83440637-74
Merged-chr18-66442128-39	chr18	66441665	66442680	+	0.000	0.000	Merged-chr18-66442128-39
Merged-chr6-115989651-28	chr6	115989396	115989906	+	0.000	0.000	Merged-chr6-115989651-28
Merged-chr9-114797763-25	chr9	114797512	114797980	+	0.000	0.000	Merged-chr9-114797763-25
Merged-chr11-106994404-9	chr11	106994196	106994642	+	0.000	0.000	Merged-chr11-106994404-9
Merged-chr17-46202897-79	chr17	46202591	46203122	+	0.000	0.000	Merged-chr17-46202897-79
Merged-chr14-73253840-37	chr14	73253606	73254117	+	0.000	0.000	Merged-chr14-73253840-37
Merged-chr9-107312364-1	chr9	107312266	107312464	+	0.000	0.000	Merged-chr9-107312364-1
Merged-chr1-144273228-38	chr1	144273084	144273460	+	0.000	0.000	Merged-chr1-144273228-38
Merged-chr15-80631459-1	chr15	80631361	80631559	+	0.000	0.000	Merged-chr15-80631459-1
Merged-chr1-157411675-8	chr1	157411301	157411915	+	0.000	0.000	Merged-chr1-157411675-8
Merged-chr4-120959527-5	chr4	120959362	120959707	+	0.000	0.000	Merged-chr4-120959527-5
Merged-chr6-113661383-125	chr6	113661022	113661929	+	0.000	0.000	Merged-chr6-113661383-125
Merged-chr5-100485645-6	chr5	100485507	100485795	+	0.000	0.000	Merged-chr5-100485645-6
Merged-chr15-97843455-26	chr15	97843267	97843836	+	0.000	0.000	Merged-chr15-97843455-26
Merged-chr10-118110099-23	chr10	118109903	118110324	+	0.000	0.000	Merged-chr10-118110099-23
Merged-chr11-95384684-68	chr11	95384491	95384900	+	0.000	0.000	Merged-chr11-95384684-68
Merged-chr11-98925291-3	chr11	98925168	98925422	+	0.000	0.000	Merged-chr11-98925291-3
Merged-chr12-73647879-51	chr12	73647624	73648246	+	0.000	0.000	Merged-chr12-73647879-51
Merged-chr8-120716115-9	chr8	120715962	120716271	+	0.000	0.000	Merged-chr8-120716115-9
Merged-chr11-120630995-1	chr11	120630897	120631095	+	0.000	0.000	Merged-chr11-120630995-1
Merged-chr8-124150798-11	chr8	124150626	124150958	+	0.000	0.000	Merged-chr8-124150798-11
Merged-chr6-122269305-33	chr6	122269007	122269507	+	0.000	0.000	Merged-chr6-122269305-33
Merged-chr11-83640282-44	chr11	83640005	83640685	+	0.000	0.000	Merged-chr11-83640282-44
Merged-chr1-71101684-21	chr1	71101552	71101841	+	0.000	0.000	Merged-chr1-71101684-21
Merged-chr7-75787569-16	chr7	75787387	75787739	+	0.000	0.000	Merged-chr7-75787569-16
Merged-chr1-60937145-34	chr1	60936819	60937422	+	0.000	0.000	Merged-chr1-60937145-34
Merged-chr1-161735705-4	chr1	161735583	161735840	+	0.000	0.000	Merged-chr1-161735705-4
Merged-chr3-19305697-23	chr3	19305488	19305923	+	0.000	0.000	Merged-chr3-19305697-23
Merged-chr7-66197224-72	chr7	66196909	66197517	+	0.000	0.000	Merged-chr7-66197224-72
Merged-chr4-134683033-16	chr4	134682785	134683359	+	0.000	0.000	Merged-chr4-134683033-16
Merged-chr7-44741502-14	chr7	44741340	44741664	+	0.000	0.000	Merged-chr7-44741502-14
Merged-chr4-109666142-157	chr4	109665407	109666482	+	0.000	0.000	Merged-chr4-109666142-157
Merged-chr8-124231589-59	chr8	124231308	124231942	+	0.000	0.000	Merged-chr8-124231589-59
Merged-chr11-100397080-1	chr11	100396982	100397180	+	0.000	0.000	Merged-chr11-100397080-1
Merged-chr1-60913471-46	chr1	60913250	60913688	+	0.000	0.000	Merged-chr1-60913471-46
Merged-chr11-69045827-44	chr11	69045491	69046172	+	0.000	0.000	Merged-chr11-69045827-44
Merged-chr9-123820704-3	chr9	123820571	123820833	+	0.000	0.000	Merged-chr9-123820704-3
Merged-chr4-134106328-10	chr4	134106175	134106503	+	0.000	0.000	Merged-chr4-134106328-10
Merged-chr11-21253599-7	chr11	21253403	21253777	+	0.000	0.000	Merged-chr11-21253599-7
Merged-chr2-60867771-113	chr2	60867175	60868542	+	0.000	0.000	Merged-chr2-60867771-113
Merged-chr19-56393626-15	chr19	56393442	56393796	+	0.000	0.000	Merged-chr19-56393626-15
Merged-chr12-25098787-49	chr12	25098569	25099165	+	0.000	0.000	Merged-chr12-25098787-49
Merged-chr5-67418777-17	chr5	67418592	67419048	+	0.000	0.000	Merged-chr5-67418777-17
Merged-chr1-153238219-13	chr1	153237987	153238383	+	0.000	0.000	Merged-chr1-153238219-13
Merged-chr1-161787605-1	chr1	161787507	161787705	+	0.000	0.000	Merged-chr1-161787605-1
Merged-chr6-122740176-23	chr6	122739951	122740408	+	0.000	0.000	Merged-chr6-122740176-23
Merged-chr1-171771592-84	chr1	171770916	171772567	+	0.000	0.000	Merged-chr1-171771592-84
Merged-chr13-13670887-17	chr13	13670655	13671121	+	0.000	0.000	Merged-chr13-13670887-17
Merged-chr14-78733697-3	chr14	78733502	78733938	+	0.000	0.000	Merged-chr14-78733697-3
Merged-chr2-35729635-16	chr2	35729410	35730085	+	0.000	0.000	Merged-chr2-35729635-16
Merged-chr10-111508765-1	chr10	111508667	111508865	+	0.000	0.000	Merged-chr10-111508765-1
Merged-chr12-112692822-1	chr12	112692724	112692922	+	0.000	0.000	Merged-chr12-112692822-1
Merged-chr13-13582107-29	chr13	13581776	13582307	+	0.000	0.000	Merged-chr13-13582107-29
Merged-chr1-92773491-2	chr1	92773386	92773599	+	0.000	0.000	Merged-chr1-92773491-2
Merged-chr5-107694686-33	chr5	107694361	107695018	+	0.000	0.000	Merged-chr5-107694686-33
Merged-chr7-141010285-1	chr7	141010187	141010385	+	0.000	0.000	Merged-chr7-141010285-1
Merged-chr9-48817420-28	chr9	48817156	48817589	+	0.000	0.000	Merged-chr9-48817420-28
Merged-chr17-44458009-9	chr17	44457854	44458156	+	0.000	0.000	Merged-chr17-44458009-9
Merged-chr6-122295390-9	chr6	122295160	122295638	+	0.000	0.000	Merged-chr6-122295390-9
Merged-chr9-106371968-17	chr9	106371651	106372130	+	0.000	0.000	Merged-chr9-106371968-17
Merged-chr2-25180911-83	chr2	25180468	25181351	+	0.000	0.000	Merged-chr2-25180911-83
Merged-chr7-90146414-51	chr7	90146014	90146739	+	0.000	0.000	Merged-chr7-90146414-51
Merged-chr10-18861034-28	chr10	18860833	18861247	+	0.000	0.000	Merged-chr10-18861034-28
Merged-chr15-98927787-24	chr15	98927450	98928025	+	0.000	0.000	Merged-chr15-98927787-24
Merged-chr7-126759483-50	chr7	126759047	126759799	+	0.000	0.000	Merged-chr7-126759483-50
Merged-chr12-116405371-63	chr12	116405056	116405595	+	0.000	0.000	Merged-chr12-116405371-63
Merged-chr3-107754801-18	chr3	107754612	107755022	+	0.000	0.000	Merged-chr3-107754801-18
Merged-chr2-154570093-4	chr2	154569979	154570214	+	0.000	0.000	Merged-chr2-154570093-4
Merged-chr14-78732002-4	chr14	78731825	78732227	+	0.000	0.000	Merged-chr14-78732002-4
Merged-chr4-132778945-22	chr4	132778662	132779196	+	0.000	0.000	Merged-chr4-132778945-22
Merged-chr8-33603131-19	chr8	33602998	33603266	+	0.000	0.000	Merged-chr8-33603131-19
Merged-chr5-107684494-1	chr5	107684396	107684594	+	0.000	0.000	Merged-chr5-107684494-1
Merged-chr4-46564109-30	chr4	46563924	46564379	+	0.000	0.000	Merged-chr4-46564109-30
Merged-chr10-77288922-8	chr10	77288780	77289104	+	0.000	0.000	Merged-chr10-77288922-8
Merged-chr2-101819569-26	chr2	101819317	101819760	+	0.000	0.000	Merged-chr2-101819569-26
Merged-chr19-10881723-47	chr19	10881316	10881996	+	0.000	0.000	Merged-chr19-10881723-47
Merged-chr18-66409343-32	chr18	66409097	66409656	+	0.000	0.000	Merged-chr18-66409343-32
Merged-chr7-80425825-1	chr7	80425727	80425925	+	0.000	0.000	Merged-chr7-80425825-1
Merged-chr12-24710864-1	chr12	24710766	24710964	+	0.000	0.000	Merged-chr12-24710864-1
Merged-chr13-19619635-32	chr13	19619397	19619892	+	0.000	0.000	Merged-chr13-19619635-32
Merged-chr9-123740966-33	chr9	123740763	123741242	+	0.000	0.000	Merged-chr9-123740966-33
Merged-chr1-161761657-43	chr1	161761506	161761815	+	0.000	0.000	Merged-chr1-161761657-43
Merged-chr17-73952254-58	chr17	73952022	73952520	+	0.000	0.000	Merged-chr17-73952254-58
Merged-chr1-43475284-1	chr1	43475186	43475384	+	0.000	0.000	Merged-chr1-43475284-1
Merged-chr10-117906589-68	chr10	117906235	117906855	+	0.000	0.000	Merged-chr10-117906589-68
Merged-chr2-164486529-34	chr2	164485960	164487044	+	0.000	0.000	Merged-chr2-164486529-34
Merged-chrX-7605506-43	chrX	7605250	7605861	+	0.000	0.000	Merged-chrX-7605506-43
Merged-chr7-19928314-1	chr7	19928216	19928414	+	0.000	0.000	Merged-chr7-19928314-1
Merged-chr4-134714108-20	chr4	134713878	134714503	+	0.000	0.000	Merged-chr4-134714108-20
Merged-chr15-75085658-7	chr15	75085533	75085793	+	0.000	0.000	Merged-chr15-75085658-7
Merged-chr11-120632981-1	chr11	120632883	120633081	+	0.000	0.000	Merged-chr11-120632981-1
Merged-chr1-170977420-4	chr1	170977292	170977557	+	0.000	0.000	Merged-chr1-170977420-4
Merged-chr17-78304287-20	chr17	78303998	78304521	+	0.000	0.000	Merged-chr17-78304287-20
Merged-chr8-105801857-10	chr8	105801607	105802064	+	0.000	0.000	Merged-chr8-105801857-10
Merged-chr5-100713876-4	chr5	100713724	100714006	+	0.000	0.000	Merged-chr5-100713876-4
Merged-chr1-65179947-8	chr1	65179773	65180094	+	0.000	0.000	Merged-chr1-65179947-8
Merged-chr13-24988665-13	chr13	24988405	24988850	+	0.000	0.000	Merged-chr13-24988665-13
Merged-chr7-127136324-1	chr7	127136226	127136424	+	0.000	0.000	Merged-chr7-127136324-1
Merged-chr15-93229270-37	chr15	93228962	93229489	+	0.000	0.000	Merged-chr15-93229270-37
Merged-chr2-25148103-14	chr2	25147914	25148336	+	0.000	0.000	Merged-chr2-25148103-14
Merged-chr5-67437495-24	chr5	67437313	67437716	+	0.000	0.000	Merged-chr5-67437495-24
Merged-chr5-66140136-28	chr5	66139773	66140573	+	0.000	0.000	Merged-chr5-66140136-28
Merged-chr15-76710526-48	chr15	76710244	76710824	+	0.000	0.000	Merged-chr15-76710526-48
Merged-chr19-37333490-26	chr19	37333327	37333713	+	0.000	0.000	Merged-chr19-37333490-26
Merged-chr2-112216174-31	chr2	112215842	112216480	+	0.000	0.000	Merged-chr2-112216174-31
Merged-chr2-158732978-1	chr2	158732880	158733078	+	0.000	0.000	Merged-chr2-158732978-1
Merged-chr10-118446344-23	chr10	118446106	118446597	+	0.000	0.000	Merged-chr10-118446344-23
Merged-chr2-36203338-53	chr2	36202749	36203813	+	0.000	0.000	Merged-chr2-36203338-53
Merged-chr7-19910963-25	chr7	19910748	19911205	+	0.000	0.000	Merged-chr7-19910963-25
Merged-chr12-100857883-31	chr12	100857720	100858101	+	0.000	0.000	Merged-chr12-100857883-31
Merged-chr6-115994893-69	chr6	115994359	115995234	+	0.000	0.000	Merged-chr6-115994893-69
Merged-chr9-21244450-1	chr9	21244352	21244550	+	0.000	0.000	Merged-chr9-21244450-1
Merged-chr4-9641110-10	chr4	9640796	9641347	+	0.000	0.000	Merged-chr4-9641110-10
Merged-chr7-66180398-100	chr7	66179807	66180739	+	0.000	0.000	Merged-chr7-66180398-100
Merged-chr9-123761041-31	chr9	123760832	123761281	+	0.000	0.000	Merged-chr9-123761041-31
Merged-chr16-75906879-48	chr16	75906630	75907107	+	0.000	0.000	Merged-chr16-75906879-48
Merged-chr11-98944358-2	chr11	98944258	98944461	+	0.000	0.000	Merged-chr11-98944358-2
Merged-chr2-121514944-1	chr2	121514846	121515044	+	0.000	0.000	Merged-chr2-121514944-1
Merged-chr11-115564290-52	chr11	115564009	115564595	+	0.000	0.000	Merged-chr11-115564290-52
Merged-chr7-48881197-86	chr7	48880851	48881600	+	0.000	0.000	Merged-chr7-48881197-86
Merged-chr5-136929293-20	chr5	136929099	136929490	+	0.000	0.000	Merged-chr5-136929293-20
Merged-chr10-21882316-52	chr10	21882085	21882534	+	0.000	0.000	Merged-chr10-21882316-52
Merged-chr8-33636764-22	chr8	33636430	33636951	+	0.000	0.000	Merged-chr8-33636764-22
Merged-chr4-9642211-13	chr4	9641963	9642524	+	0.000	0.000	Merged-chr4-9642211-13
Merged-chr10-83080090-1	chr10	83079992	83080190	+	0.000	0.000	Merged-chr10-83080090-1
Merged-chr4-11546008-14	chr4	11545764	11546252	+	0.000	0.000	Merged-chr4-11546008-14
Merged-chr9-120055033-46	chr9	120054827	120055257	+	0.000	0.000	Merged-chr9-120055033-46
Merged-chr4-59003265-59	chr4	59003098	59003514	+	0.000	0.000	Merged-chr4-59003265-59
Merged-chr4-41773141-1	chr4	41773043	41773241	+	0.000	0.000	Merged-chr4-41773141-1
Merged-chr6-54088359-21	chr6	54088163	54088569	+	0.000	0.000	Merged-chr6-54088359-21
Merged-chr11-107470208-115	chr11	107469002	107470994	+	0.000	0.000	Merged-chr11-107470208-115
Merged-chr10-77623314-2	chr10	77623208	77623422	+	0.000	0.000	Merged-chr10-77623314-2
Merged-chr1-97623545-45	chr1	97623228	97623732	+	0.000	0.000	Merged-chr1-97623545-45
Merged-chr14-77903606-1	chr14	77903508	77903706	+	0.000	0.000	Merged-chr14-77903606-1
Merged-chr1-43446926-7	chr1	43446788	43447115	+	0.000	0.000	Merged-chr1-43446926-7
Merged-chr8-106017356-24	chr8	106017191	106017607	+	0.000	0.000	Merged-chr8-106017356-24
Merged-chr15-80012139-10	chr15	80011970	80012339	+	0.000	0.000	Merged-chr15-80012139-10
Merged-chr15-76034603-8	chr15	76034325	76034789	+	0.000	0.000	Merged-chr15-76034603-8
Merged-chr1-153101655-26	chr1	153101461	153101876	+	0.000	0.000	Merged-chr1-153101655-26
Merged-chr7-128184822-3	chr7	128184704	128184952	+	0.000	0.000	Merged-chr7-128184822-3
Merged-chr2-80579477-19	chr2	80579246	80579689	+	0.000	0.000	Merged-chr2-80579477-19
Merged-chr4-138447600-30	chr4	138447338	138447811	+	0.000	0.000	Merged-chr4-138447600-30
Merged-chr19-40661209-23	chr19	40660979	40661480	+	0.000	0.000	Merged-chr19-40661209-23
Merged-chr5-74348625-55	chr5	74348361	74348899	+	0.000	0.000	Merged-chr5-74348625-55
Merged-chr9-78732444-13	chr9	78732176	78732634	+	0.000	0.000	Merged-chr9-78732444-13
Merged-chr13-51171193-89	chr13	51170945	51171393	+	0.000	0.000	Merged-chr13-51171193-89
Merged-chr4-133601958-40	chr4	133601686	133602204	+	0.000	0.000	Merged-chr4-133601958-40
Merged-chr17-44459159-33	chr17	44458879	44459384	+	0.000	0.000	Merged-chr17-44459159-33
Merged-chrX-164027245-2	chrX	164027147	164027345	+	0.000	0.000	Merged-chrX-164027245-2
Merged-chr3-107807489-31	chr3	107807145	107807703	+	0.000	0.000	Merged-chr3-107807489-31
Merged-chr4-59189471-98	chr4	59188810	59190186	+	0.000	0.000	Merged-chr4-59189471-98
Merged-chr14-47418232-53	chr14	47417962	47418489	+	0.000	0.000	Merged-chr14-47418232-53
Merged-chr7-110202943-8	chr7	110202721	110203384	+	0.000	0.000	Merged-chr7-110202943-8
Merged-chr7-63922467-1	chr7	63922369	63922567	+	0.000	0.000	Merged-chr7-63922467-1
Merged-chr7-44748552-57	chr7	44748335	44748784	+	0.000	0.000	Merged-chr7-44748552-57
Merged-chr17-48432807-17	chr17	48432647	48432944	+	0.000	0.000	Merged-chr17-48432807-17
Merged-chr17-23745762-1	chr17	23745664	23745862	+	0.000	0.000	Merged-chr17-23745762-1
Merged-chr7-28605979-11	chr7	28605839	28606149	+	0.000	0.000	Merged-chr7-28605979-11
Merged-chr3-79504650-9	chr3	79504477	79504871	+	0.000	0.000	Merged-chr3-79504650-9
Merged-chr12-32203958-35	chr12	32203788	32204168	+	0.000	0.000	Merged-chr12-32203958-35
Merged-chr16-36720416-27	chr16	36720110	36720695	+	0.000	0.000	Merged-chr16-36720416-27
Merged-chr19-41332408-11	chr19	41332244	41332605	+	0.000	0.000	Merged-chr19-41332408-11
Merged-chr7-75795153-56	chr7	75794457	75795587	+	0.000	0.000	Merged-chr7-75795153-56
Merged-chr13-41445652-2	chr13	41445526	41445781	+	0.000	0.000	Merged-chr13-41445652-2
Merged-chr7-110221778-96	chr7	110221522	110222038	+	0.000	0.000	Merged-chr7-110221778-96
Merged-chr12-69386789-3	chr12	69386635	69386918	+	0.000	0.000	Merged-chr12-69386789-3
Merged-chr10-75566499-3	chr10	75566317	75566741	+	0.000	0.000	Merged-chr10-75566499-3
Merged-chr10-118461532-37	chr10	118461235	118461778	+	0.000	0.000	Merged-chr10-118461532-37
Merged-chr1-92831639-72	chr1	92831288	92832023	+	0.000	0.000	Merged-chr1-92831639-72
Merged-chr16-36663524-7	chr16	36663325	36663795	+	0.000	0.000	Merged-chr16-36663524-7
Merged-chr7-67372198-2	chr7	67372080	67372319	+	0.000	0.000	Merged-chr7-67372198-2
Merged-chr18-24675128-36	chr18	24674526	24675733	+	0.000	0.000	Merged-chr18-24675128-36
Merged-chr9-114761950-4	chr9	114761783	114762105	+	0.000	0.000	Merged-chr9-114761950-4
Merged-chr14-120405299-37	chr14	120404977	120405492	+	0.000	0.000	Merged-chr14-120405299-37
Merged-chr1-60567269-3	chr1	60567056	60567463	+	0.000	0.000	Merged-chr1-60567269-3
Merged-chr3-104784379-10	chr3	104784208	104784554	+	0.000	0.000	Merged-chr3-104784379-10
Merged-chr8-70619084-21	chr8	70618892	70619297	+	0.000	0.000	Merged-chr8-70619084-21
Merged-chr11-63914482-33	chr11	63914199	63914663	+	0.000	0.000	Merged-chr11-63914482-33
Merged-chr19-41377174-2	chr19	41377052	41377298	+	0.000	0.000	Merged-chr19-41377174-2
Merged-chr11-11772227-1	chr11	11772129	11772327	+	0.000	0.000	Merged-chr11-11772227-1
Merged-chr14-105275358-28	chr14	105275095	105275568	+	0.000	0.000	Merged-chr14-105275358-28
Merged-chr9-106369380-1	chr9	106369282	106369480	+	0.000	0.000	Merged-chr9-106369380-1
Merged-chr17-73882367-30	chr17	73882126	73882575	+	0.000	0.000	Merged-chr17-73882367-30
Merged-chr11-76891727-43	chr11	76891201	76892242	+	0.000	0.000	Merged-chr11-76891727-43
Merged-chr11-11776895-24	chr11	11776258	11777432	+	0.000	0.000	Merged-chr11-11776895-24
Merged-chr11-97986398-8	chr11	97986197	97986647	+	0.000	0.000	Merged-chr11-97986398-8
Merged-chr13-13538788-21	chr13	13538597	13539020	+	0.000	0.000	Merged-chr13-13538788-21
Merged-chr12-32202872-9	chr12	32202667	32203035	+	0.000	0.000	Merged-chr12-32202872-9
Merged-chrX-167147015-87	chrX	167146562	167147952	+	0.000	0.000	Merged-chrX-167147015-87
Merged-chr14-78699403-40	chr14	78699145	78699639	+	0.000	0.000	Merged-chr14-78699403-40
Merged-chr8-83997144-69	chr8	83996785	83997474	+	0.000	0.000	Merged-chr8-83997144-69
Merged-chr15-96696909-28	chr15	96696434	96697363	+	0.000	0.000	Merged-chr15-96696909-28
Merged-chr7-66104804-17	chr7	66104527	66104998	+	0.000	0.000	Merged-chr7-66104804-17
Merged-chr4-46560470-31	chr4	46560294	46560770	+	0.000	0.000	Merged-chr4-46560470-31
Merged-chr6-129627649-22	chr6	129627429	129627892	+	0.000	0.000	Merged-chr6-129627649-22
Merged-chr11-121703125-113	chr11	121702254	121703944	+	0.000	0.000	Merged-chr11-121703125-113
Merged-chr14-78611005-3	chr14	78610883	78611131	+	0.000	0.000	Merged-chr14-78611005-3
Merged-chr7-126289568-12	chr7	126289438	126289715	+	0.000	0.000	Merged-chr7-126289568-12
Merged-chr11-49974031-4	chr11	49973868	49974256	+	0.000	0.000	Merged-chr11-49974031-4
Merged-chr1-172311226-24	chr1	172311032	172311456	+	0.000	0.000	Merged-chr1-172311226-24
Merged-chr9-124101060-3	chr9	124100954	124101166	+	0.000	0.000	Merged-chr9-124101060-3
Merged-chrX-7308441-13	chrX	7308266	7308629	+	0.000	0.000	Merged-chrX-7308441-13
Merged-chr13-23555593-105	chr13	23555023	23555867	+	0.000	0.000	Merged-chr13-23555593-105
Merged-chr9-124100075-3	chr9	124099977	124100175	+	0.000	0.000	Merged-chr9-124100075-3
Merged-chr3-59129783-11	chr3	59129575	59129978	+	0.000	0.000	Merged-chr3-59129783-11
Merged-chr10-117897934-3	chr10	117897804	117898069	+	0.000	0.000	Merged-chr10-117897934-3
Merged-chr5-100476590-14	chr5	100476359	100476744	+	0.000	0.000	Merged-chr5-100476590-14
Merged-chr2-163658491-43	chr2	163658225	163658862	+	0.000	0.000	Merged-chr2-163658491-43
Merged-chr3-88476622-1	chr3	88476524	88476722	+	0.000	0.000	Merged-chr3-88476622-1
Merged-chr14-67993349-29	chr14	67993066	67993693	+	0.000	0.000	Merged-chr14-67993349-29
Merged-chr9-107296279-104	chr9	107295681	107296922	+	0.000	0.000	Merged-chr9-107296279-104
Merged-chr7-44547248-9	chr7	44547059	44547407	+	0.000	0.000	Merged-chr7-44547248-9
Merged-chr11-46446267-3	chr11	46446118	46446433	+	0.000	0.000	Merged-chr11-46446267-3
Merged-chr17-35837655-1	chr17	35837557	35837755	+	0.000	0.000	Merged-chr17-35837655-1
Merged-chr18-89214991-26	chr18	89214788	89215204	+	0.000	0.000	Merged-chr18-89214991-26
Merged-chr9-78623608-19	chr9	78623331	78623864	+	0.000	0.000	Merged-chr9-78623608-19
Merged-chr13-52986067-1	chr13	52985969	52986167	+	0.000	0.000	Merged-chr13-52986067-1
Merged-chr5-146844411-3	chr5	146844227	146844594	+	0.000	0.000	Merged-chr5-146844411-3
Merged-chr14-122997826-59	chr14	122997442	122998094	+	0.000	0.000	Merged-chr14-122997826-59
Merged-chr11-49981260-8	chr11	49981122	49981425	+	0.000	0.000	Merged-chr11-49981260-8
Merged-chr7-80406275-3	chr7	80406138	80406454	+	0.000	0.000	Merged-chr7-80406275-3
Merged-chr1-21064468-17	chr1	21064190	21064833	+	0.000	0.000	Merged-chr1-21064468-17
Merged-chr11-49983595-7	chr11	49983453	49983754	+	0.000	0.000	Merged-chr11-49983595-7
Merged-chr3-94375656-27	chr3	94375303	94375910	+	0.000	0.000	Merged-chr3-94375656-27
Merged-chr11-115475686-55	chr11	115475360	115475978	+	0.000	0.000	Merged-chr11-115475686-55
Merged-chr4-145278401-24	chr4	145278122	145278615	+	0.000	0.000	Merged-chr4-145278401-24
Merged-chr4-132463983-61	chr4	132463720	132464249	+	0.000	0.000	Merged-chr4-132463983-61
Merged-chr5-8660427-82	chr5	8660170	8660706	+	0.000	0.000	Merged-chr5-8660427-82
Merged-chr7-44745286-34	chr7	44745136	44745438	+	0.000	0.000	Merged-chr7-44745286-34
Merged-chr5-66068562-28	chr5	66068025	66068902	+	0.000	0.000	Merged-chr5-66068562-28
Merged-chr9-54676759-26	chr9	54676498	54676970	+	0.000	0.000	Merged-chr9-54676759-26
Merged-chr18-66407896-2	chr18	66407751	66408044	+	0.000	0.000	Merged-chr18-66407896-2
Merged-chr10-118455940-5	chr10	118455790	118456061	+	0.000	0.000	Merged-chr10-118455940-5
Merged-chr12-69378733-25	chr12	69378475	69378953	+	0.000	0.000	Merged-chr12-69378733-25
Merged-chr13-23535335-61	chr13	23534997	23535563	+	0.000	0.000	Merged-chr13-23535335-61
Merged-chr17-35046725-56	chr17	35046445	35046965	+	0.000	0.000	Merged-chr17-35046725-56
Merged-chr13-115107653-33	chr13	115107450	115107993	+	0.000	0.000	Merged-chr13-115107653-33
Merged-chr11-98937757-69	chr11	98937361	98938298	+	0.000	0.000	Merged-chr11-98937757-69
Merged-chr7-128130967-6	chr7	128130819	128131128	+	0.000	0.000	Merged-chr7-128130967-6
Merged-chr10-76513442-30	chr10	76513275	76513598	+	0.000	0.000	Merged-chr10-76513442-30
Merged-chr13-35815122-13	chr13	35814864	35815439	+	0.000	0.000	Merged-chr13-35815122-13
Merged-chr6-8632721-45	chr6	8632102	8633047	+	0.000	0.000	Merged-chr6-8632721-45
Merged-chr9-21161494-64	chr9	21161253	21161786	+	0.000	0.000	Merged-chr9-21161494-64
Merged-chr10-77225622-11	chr10	77225308	77225854	+	0.000	0.000	Merged-chr10-77225622-11
Merged-chr12-24706987-8	chr12	24706796	24707240	+	0.000	0.000	Merged-chr12-24706987-8
Merged-chr1-97649720-2	chr1	97649599	97649844	+	0.000	0.000	Merged-chr1-97649720-2
Merged-chr17-48427871-80	chr17	48426820	48428431	+	0.000	0.000	Merged-chr17-48427871-80
Merged-chr10-118103353-49	chr10	118103160	118103569	+	0.000	0.000	Merged-chr10-118103353-49
Merged-chr15-103215427-34	chr15	103215211	103215633	+	0.000	0.000	Merged-chr15-103215427-34
Merged-chr1-43413195-24	chr1	43412962	43413554	+	0.000	0.000	Merged-chr1-43413195-24
Merged-chr4-116463622-3	chr4	116463430	116463770	+	0.000	0.000	Merged-chr4-116463622-3
Merged-chr5-135134293-53	chr5	135133937	135134532	+	0.000	0.000	Merged-chr5-135134293-53
Merged-chr2-158717764-33	chr2	158717509	158718075	+	0.000	0.000	Merged-chr2-158717764-33
Merged-chr9-114026652-59	chr9	114026362	114026887	+	0.000	0.000	Merged-chr9-114026652-59
Merged-chr13-41345949-16	chr13	41345706	41346170	+	0.000	0.000	Merged-chr13-41345949-16
Merged-chr15-80318050-7	chr15	80317935	80318181	+	0.000	0.000	Merged-chr15-80318050-7
Merged-chr19-40684349-18	chr19	40684067	40684606	+	0.000	0.000	Merged-chr19-40684349-18
Merged-chr10-89442853-1	chr10	89442755	89442953	+	0.000	0.000	Merged-chr10-89442853-1
Merged-chr17-86732314-48	chr17	86732109	86732520	+	0.000	0.000	Merged-chr17-86732314-48
Merged-chr15-36210746-43	chr15	36210524	36210960	+	0.000	0.000	Merged-chr15-36210746-43
Merged-chr15-97842393-22	chr15	97842012	97842930	+	0.000	0.000	Merged-chr15-97842393-22
Merged-chr7-90355618-52	chr7	90355397	90355842	+	0.000	0.000	Merged-chr7-90355618-52
Merged-chr11-121712816-9	chr11	121712632	121713017	+	0.000	0.000	Merged-chr11-121712816-9
Merged-chr10-17919188-12	chr10	17918978	17919388	+	0.000	0.000	Merged-chr10-17919188-12
Merged-chr11-87404473-69	chr11	87404232	87404694	+	0.000	0.000	Merged-chr11-87404473-69
