#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_I--ATAC_peaks.bed all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
Merged-chr10-41478018-1	chr10	41477920	41478118	+	0.000	0.000	Merged-chr10-41478018-1
Merged-chr6-135501519-1	chr6	135501421	135501619	+	0.000	0.000	Merged-chr6-135501519-1
Merged-chr16-58514675-26	chr16	58514334	58514873	+	0.000	0.000	Merged-chr16-58514675-26
Merged-chr14-103649060-6	chr14	103648912	103649185	+	0.000	0.000	Merged-chr14-103649060-6
Merged-chr6-67399821-40	chr6	67399639	67400012	+	0.000	0.000	Merged-chr6-67399821-40
Merged-chr18-4305032-14	chr18	4304849	4305218	+	0.000	0.000	Merged-chr18-4305032-14
Merged-chr16-3962878-14	chr16	3962517	3963116	+	0.000	0.000	Merged-chr16-3962878-14
Merged-chr9-69450525-8	chr9	69450368	69450680	+	0.000	0.000	Merged-chr9-69450525-8
Merged-chr5-112298638-39	chr5	112298397	112298888	+	0.000	0.000	Merged-chr5-112298638-39
Merged-chr3-93596332-4	chr3	93596143	93596612	+	0.000	0.000	Merged-chr3-93596332-4
Merged-chr9-32507415-81	chr9	32506977	32507705	+	0.000	0.000	Merged-chr9-32507415-81
Merged-chr10-41822812-15	chr10	41822598	41823107	+	0.000	0.000	Merged-chr10-41822812-15
Merged-chr6-135450790-30	chr6	135450472	135451121	+	0.000	0.000	Merged-chr6-135450790-30
Merged-chr1-159911218-36	chr1	159911005	159911610	+	0.000	0.000	Merged-chr1-159911218-36
Merged-chr13-29979339-43	chr13	29978961	29979741	+	0.000	0.000	Merged-chr13-29979339-43
Merged-chr1-175863387-1	chr1	175863289	175863487	+	0.000	0.000	Merged-chr1-175863387-1
Merged-chr19-6118347-72	chr19	6118093	6118697	+	0.000	0.000	Merged-chr19-6118347-72
Merged-chr5-113824477-15	chr5	113824277	113824682	+	0.000	0.000	Merged-chr5-113824477-15
Merged-chr18-73546535-11	chr18	73546413	73546660	+	0.000	0.000	Merged-chr18-73546535-11
Merged-chr13-63112828-16	chr13	63112651	63113072	+	0.000	0.000	Merged-chr13-63112828-16
Merged-chr14-20929476-97	chr14	20929055	20929736	+	0.000	0.000	Merged-chr14-20929476-97
Merged-chr19-41282944-15	chr19	41282707	41283118	+	0.000	0.000	Merged-chr19-41282944-15
Merged-chr5-93267290-2	chr5	93267173	93267409	+	0.000	0.000	Merged-chr5-93267290-2
Merged-chr11-120598448-54	chr11	120598155	120598696	+	0.000	0.000	Merged-chr11-120598448-54
Merged-chr4-152440997-5	chr4	152440820	152441223	+	0.000	0.000	Merged-chr4-152440997-5
Merged-chr2-112556688-44	chr2	112556277	112557060	+	0.000	0.000	Merged-chr2-112556688-44
Merged-chrX-164419755-68	chrX	164419543	164420069	+	0.000	0.000	Merged-chrX-164419755-68
Merged-chr6-108838051-14	chr6	108837779	108838316	+	0.000	0.000	Merged-chr6-108838051-14
Merged-chr5-139304539-2	chr5	139304437	139304644	+	0.000	0.000	Merged-chr5-139304539-2
Merged-chr17-31834871-1	chr17	31834773	31834971	+	0.000	0.000	Merged-chr17-31834871-1
Merged-chr7-142456264-1	chr7	142456166	142456364	+	0.000	0.000	Merged-chr7-142456264-1
Merged-chr5-34526064-63	chr5	34525811	34526334	+	0.000	0.000	Merged-chr5-34526064-63
Merged-chr5-150540130-8	chr5	150539942	150540304	+	0.000	0.000	Merged-chr5-150540130-8
Merged-chr5-139310271-22	chr5	139310032	139310491	+	0.000	0.000	Merged-chr5-139310271-22
Merged-chr2-9691947-64	chr2	9691587	9692299	+	0.000	0.000	Merged-chr2-9691947-64
Merged-chr6-38299066-52	chr6	38298786	38299398	+	0.000	0.000	Merged-chr6-38299066-52
Merged-chr9-108692471-86	chr9	108691904	108693002	+	0.000	0.000	Merged-chr9-108692471-86
Merged-chr19-8998769-22	chr19	8998601	8998998	+	0.000	0.000	Merged-chr19-8998769-22
Merged-chr16-44337753-20	chr16	44337437	44338040	+	0.000	0.000	Merged-chr16-44337753-20
Merged-chr10-44529535-56	chr10	44529260	44529778	+	0.000	0.000	Merged-chr10-44529535-56
Merged-chr14-70273733-9	chr14	70273522	70273895	+	0.000	0.000	Merged-chr14-70273733-9
Merged-chr13-43268816-104	chr13	43268554	43269187	+	0.000	0.000	Merged-chr13-43268816-104
Merged-chr14-72985384-7	chr14	72985182	72985598	+	0.000	0.000	Merged-chr14-72985384-7
Merged-chr8-70811512-10	chr8	70811300	70811682	+	0.000	0.000	Merged-chr8-70811512-10
Merged-chr15-102225119-79	chr15	102224541	102225598	+	0.000	0.000	Merged-chr15-102225119-79
Merged-chr2-128127949-3	chr2	128127845	128128062	+	0.000	0.000	Merged-chr2-128127949-3
Merged-chr8-115531430-21	chr8	115531244	115531620	+	0.000	0.000	Merged-chr8-115531430-21
Merged-chr4-43479477-7	chr4	43479240	43479684	+	0.000	0.000	Merged-chr4-43479477-7
Merged-chr1-58652657-88	chr1	58652334	58653083	+	0.000	0.000	Merged-chr1-58652657-88
Merged-chr16-49800187-31	chr16	49799770	49800571	+	0.000	0.000	Merged-chr16-49800187-31
Merged-chr14-47354448-30	chr14	47354057	47354900	+	0.000	0.000	Merged-chr14-47354448-30
Merged-chr13-45917473-39	chr13	45917289	45917671	+	0.000	0.000	Merged-chr13-45917473-39
Merged-chr11-104549653-13	chr11	104549476	104549788	+	0.000	0.000	Merged-chr11-104549653-13
Merged-chr4-133013342-7	chr4	133013133	133013576	+	0.000	0.000	Merged-chr4-133013342-7
Merged-chr5-113830533-46	chr5	113830287	113830934	+	0.000	0.000	Merged-chr5-113830533-46
Merged-chrX-169319212-31	chrX	169318905	169319451	+	0.000	0.000	Merged-chrX-169319212-31
Merged-chr6-108661578-14	chr6	108661359	108661760	+	0.000	0.000	Merged-chr6-108661578-14
Merged-chr7-139224870-39	chr7	139224607	139225102	+	0.000	0.000	Merged-chr7-139224870-39
Merged-chr14-47259140-29	chr14	47258984	47259345	+	0.000	0.000	Merged-chr14-47259140-29
Merged-chr13-63187815-25	chr13	63187608	63188034	+	0.000	0.000	Merged-chr13-63187815-25
Merged-chr9-44483363-10	chr9	44483080	44483567	+	0.000	0.000	Merged-chr9-44483363-10
Merged-chr17-31820375-2	chr17	31820271	31820482	+	0.000	0.000	Merged-chr17-31820375-2
Merged-chr11-53805960-3	chr11	53805835	53806082	+	0.000	0.000	Merged-chr11-53805960-3
Merged-chr18-62164450-51	chr18	62164215	62164707	+	0.000	0.000	Merged-chr18-62164450-51
Merged-chr11-98918377-19	chr11	98918194	98918582	+	0.000	0.000	Merged-chr11-98918377-19
Merged-chr5-134237023-52	chr5	134236836	134237271	+	0.000	0.000	Merged-chr5-134237023-52
Merged-chr2-70127363-89	chr2	70126835	70128115	+	0.000	0.000	Merged-chr2-70127363-89
Merged-chr6-113691184-6	chr6	113691012	113691378	+	0.000	0.000	Merged-chr6-113691184-6
Merged-chr10-83869390-2	chr10	83869285	83869498	+	0.000	0.000	Merged-chr10-83869390-2
Merged-chr3-109171494-32	chr3	109171259	109171716	+	0.000	0.000	Merged-chr3-109171494-32
Merged-chr3-96273916-38	chr3	96273684	96274108	+	0.000	0.000	Merged-chr3-96273916-38
Merged-chr11-53786235-5	chr11	53786127	53786350	+	0.000	0.000	Merged-chr11-53786235-5
Merged-chr2-105398879-2	chr2	105398781	105398979	+	0.000	0.000	Merged-chr2-105398879-2
Merged-chr9-37553299-2	chr9	37553201	37553399	+	0.000	0.000	Merged-chr9-37553299-2
Merged-chr17-27204193-91	chr17	27203833	27204701	+	0.000	0.000	Merged-chr17-27204193-91
Merged-chr17-57167239-24	chr17	57167009	57167469	+	0.000	0.000	Merged-chr17-57167239-24
Merged-chr2-125341077-1	chr2	125340979	125341177	+	0.000	0.000	Merged-chr2-125341077-1
Merged-chr17-30901767-13	chr17	30901543	30901939	+	0.000	0.000	Merged-chr17-30901767-13
Merged-chr13-38503650-43	chr13	38503428	38503912	+	0.000	0.000	Merged-chr13-38503650-43
Merged-chr11-104550275-106	chr11	104549953	104550691	+	0.000	0.000	Merged-chr11-104550275-106
Merged-chr13-63246406-68	chr13	63245856	63247108	+	0.000	0.000	Merged-chr13-63246406-68
Merged-chr18-25504648-1	chr18	25504550	25504748	+	0.000	0.000	Merged-chr18-25504648-1
Merged-chr9-57262063-111	chr9	57260967	57262698	+	0.000	0.000	Merged-chr9-57262063-111
Merged-chr17-87286000-2	chr17	87285893	87286110	+	0.000	0.000	Merged-chr17-87286000-2
Merged-chr5-105409228-3	chr5	105409111	105409343	+	0.000	0.000	Merged-chr5-105409228-3
Merged-chr7-74696900-78	chr7	74696374	74697548	+	0.000	0.000	Merged-chr7-74696900-78
Merged-chr11-110496308-14	chr11	110495961	110496504	+	0.000	0.000	Merged-chr11-110496308-14
Merged-chr9-72955826-8	chr9	72955682	72955969	+	0.000	0.000	Merged-chr9-72955826-8
Merged-chr10-44447590-6	chr10	44447449	44447733	+	0.000	0.000	Merged-chr10-44447590-6
Merged-chr14-20173157-1	chr14	20173059	20173257	+	0.000	0.000	Merged-chr14-20173157-1
Merged-chr9-37552724-59	chr9	37552354	37553111	+	0.000	0.000	Merged-chr9-37552724-59
Merged-chr14-102982981-12	chr14	102982827	102983270	+	0.000	0.000	Merged-chr14-102982981-12
Merged-chr7-114091168-6	chr7	114090975	114091417	+	0.000	0.000	Merged-chr7-114091168-6
Merged-chr18-46201005-50	chr18	46200856	46201168	+	0.000	0.000	Merged-chr18-46201005-50
Merged-chr4-107802171-78	chr4	107801755	107802523	+	0.000	0.000	Merged-chr4-107802171-78
Merged-chr3-10012893-114	chr3	10012654	10013303	+	0.000	0.000	Merged-chr3-10012893-114
Merged-chr14-47276879-81	chr14	47276593	47277167	+	0.000	0.000	Merged-chr14-47276879-81
Merged-chr7-80534474-4	chr7	80534358	80534587	+	0.000	0.000	Merged-chr7-80534474-4
Merged-chr11-101095515-65	chr11	101095271	101095801	+	0.000	0.000	Merged-chr11-101095515-65
Merged-chr7-28810674-63	chr7	28810420	28810983	+	0.000	0.000	Merged-chr7-28810674-63
Merged-chr5-107946729-17	chr5	107946483	107946921	+	0.000	0.000	Merged-chr5-107946729-17
Merged-chr2-128103653-19	chr2	128103370	128103864	+	0.000	0.000	Merged-chr2-128103653-19
Merged-chr7-130727119-52	chr7	130726748	130727418	+	0.000	0.000	Merged-chr7-130727119-52
Merged-chr15-37787593-1	chr15	37787495	37787693	+	0.000	0.000	Merged-chr15-37787593-1
Merged-chr2-156876394-2	chr2	156876279	156876511	+	0.000	0.000	Merged-chr2-156876394-2
Merged-chr18-4959828-14	chr18	4959568	4960076	+	0.000	0.000	Merged-chr18-4959828-14
Merged-chr5-134236625-2	chr5	134236527	134236725	+	0.000	0.000	Merged-chr5-134236625-2
Merged-chr5-115011570-116	chr5	115010785	115012356	+	0.000	0.000	Merged-chr5-115011570-116
Merged-chr18-65808951-8	chr18	65808821	65809083	+	0.000	0.000	Merged-chr18-65808951-8
Merged-chr7-130631867-47	chr7	130631612	130632131	+	0.000	0.000	Merged-chr7-130631867-47
Merged-chr13-95942793-1	chr13	95942695	95942893	+	0.000	0.000	Merged-chr13-95942793-1
Merged-chr9-44044278-2	chr9	44044130	44044429	+	0.000	0.000	Merged-chr9-44044278-2
Merged-chr7-43438752-42	chr7	43438459	43439012	+	0.000	0.000	Merged-chr7-43438752-42
Merged-chr9-57259963-13	chr9	57259693	57260248	+	0.000	0.000	Merged-chr9-57259963-13
Merged-chr2-11331773-28	chr2	11331493	11332152	+	0.000	0.000	Merged-chr2-11331773-28
Merged-chr13-38501583-20	chr13	38501230	38501985	+	0.000	0.000	Merged-chr13-38501583-20
Merged-chr5-77134607-48	chr5	77134361	77134914	+	0.000	0.000	Merged-chr5-77134607-48
Merged-chr2-167368139-124	chr2	167367720	167368355	+	0.000	0.000	Merged-chr2-167368139-124
Merged-chr2-128388086-23	chr2	128387868	128388260	+	0.000	0.000	Merged-chr2-128388086-23
Merged-chr1-131135243-3	chr1	131135136	131135356	+	0.000	0.000	Merged-chr1-131135243-3
Merged-chr4-8800117-1	chr4	8800019	8800217	+	0.000	0.000	Merged-chr4-8800117-1
Merged-chr9-57862051-8	chr9	57861894	57862205	+	0.000	0.000	Merged-chr9-57862051-8
Merged-chr7-74554229-6	chr7	74554065	74554382	+	0.000	0.000	Merged-chr7-74554229-6
Merged-chr4-8647545-77	chr4	8647132	8647997	+	0.000	0.000	Merged-chr4-8647545-77
Merged-chr2-118602008-1	chr2	118601910	118602108	+	0.000	0.000	Merged-chr2-118602008-1
Merged-chr1-43311027-1	chr1	43310929	43311127	+	0.000	0.000	Merged-chr1-43311027-1
Merged-chr10-127263127-11	chr10	127262941	127263298	+	0.000	0.000	Merged-chr10-127263127-11
Merged-chr13-38528691-1	chr13	38528593	38528791	+	0.000	0.000	Merged-chr13-38528691-1
Merged-chr4-135129039-20	chr4	135128668	135129238	+	0.000	0.000	Merged-chr4-135129039-20
Merged-chr10-19597137-35	chr10	19596891	19597350	+	0.000	0.000	Merged-chr10-19597137-35
Merged-chr16-49836877-8	chr16	49836747	49837013	+	0.000	0.000	Merged-chr16-49836877-8
Merged-chr11-74560230-1	chr11	74560132	74560330	+	0.000	0.000	Merged-chr11-74560230-1
Merged-chr18-25523528-1	chr18	25523430	25523628	+	0.000	0.000	Merged-chr18-25523528-1
Merged-chr7-44572491-3	chr7	44572386	44572601	+	0.000	0.000	Merged-chr7-44572491-3
Merged-chr2-105400264-9	chr2	105400034	105400469	+	0.000	0.000	Merged-chr2-105400264-9
Merged-chrX-155267080-5	chrX	155266912	155267220	+	0.000	0.000	Merged-chrX-155267080-5
Merged-chr16-17069994-85	chr16	17069606	17070328	+	0.000	0.000	Merged-chr16-17069994-85
Merged-chr18-75338929-5	chr18	75338740	75339095	+	0.000	0.000	Merged-chr18-75338929-5
Merged-chr9-58573114-1	chr9	58573016	58573214	+	0.000	0.000	Merged-chr9-58573114-1
Merged-chr14-25460992-1	chr14	25460894	25461092	+	0.000	0.000	Merged-chr14-25460992-1
Merged-chr8-57540400-20	chr8	57540137	57540655	+	0.000	0.000	Merged-chr8-57540400-20
Merged-chr13-24599752-50	chr13	24599571	24599932	+	0.000	0.000	Merged-chr13-24599752-50
Merged-chr2-52319482-58	chr2	52319269	52319809	+	0.000	0.000	Merged-chr2-52319482-58
Merged-chr7-43438333-4	chr7	43438235	43438433	+	0.000	0.000	Merged-chr7-43438333-4
Merged-chr13-115096453-1	chr13	115096355	115096553	+	0.000	0.000	Merged-chr13-115096453-1
Merged-chr2-126490737-1	chr2	126490639	126490837	+	0.000	0.000	Merged-chr2-126490737-1
Merged-chr13-29983286-2	chr13	29983159	29983415	+	0.000	0.000	Merged-chr13-29983286-2
Merged-chr4-133057911-45	chr4	133057493	133058342	+	0.000	0.000	Merged-chr4-133057911-45
Merged-chr2-150909929-87	chr2	150909545	150910273	+	0.000	0.000	Merged-chr2-150909929-87
Merged-chr3-9715345-15	chr3	9715121	9715567	+	0.000	0.000	Merged-chr3-9715345-15
Merged-chr5-99906466-49	chr5	99906281	99906735	+	0.000	0.000	Merged-chr5-99906466-49
Merged-chr4-11700052-1	chr4	11699954	11700152	+	0.000	0.000	Merged-chr4-11700052-1
Merged-chr12-113059214-12	chr12	113059058	113059360	+	0.000	0.000	Merged-chr12-113059214-12
Merged-chr11-68432285-104	chr11	68431852	68432553	+	0.000	0.000	Merged-chr11-68432285-104
Merged-chr4-132753702-1	chr4	132753604	132753802	+	0.000	0.000	Merged-chr4-132753702-1
Merged-chr11-82239644-20	chr11	82239453	82239927	+	0.000	0.000	Merged-chr11-82239644-20
Merged-chr14-121421712-3	chr14	121421553	121421892	+	0.000	0.000	Merged-chr14-121421712-3
Merged-chr1-191575534-133	chr1	191574943	191575945	+	0.000	0.000	Merged-chr1-191575534-133
Merged-chr14-70781292-78	chr14	70781057	70781487	+	0.000	0.000	Merged-chr14-70781292-78
Merged-chr3-89246183-73	chr3	89245562	89246593	+	0.000	0.000	Merged-chr3-89246183-73
Merged-chr4-135150517-4	chr4	135150396	135150662	+	0.000	0.000	Merged-chr4-135150517-4
Merged-chr9-64779927-39	chr9	64779645	64780173	+	0.000	0.000	Merged-chr9-64779927-39
Merged-chr18-32352849-42	chr18	32352596	32353557	+	0.000	0.000	Merged-chr18-32352849-42
Merged-chr8-53630787-29	chr8	53630549	53631025	+	0.000	0.000	Merged-chr8-53630787-29
Merged-chr6-108709910-74	chr6	108709701	108710330	+	0.000	0.000	Merged-chr6-108709910-74
Merged-chr1-139163024-8	chr1	139162857	139163192	+	0.000	0.000	Merged-chr1-139163024-8
Merged-chr9-44044631-4	chr9	44044450	44044774	+	0.000	0.000	Merged-chr9-44044631-4
Merged-chr2-65200275-1	chr2	65200177	65200375	+	0.000	0.000	Merged-chr2-65200275-1
Merged-chr13-22049966-26	chr13	22049763	22050241	+	0.000	0.000	Merged-chr13-22049966-26
Merged-chr2-71814151-46	chr2	71813918	71814407	+	0.000	0.000	Merged-chr2-71814151-46
Merged-chr10-81482690-45	chr10	81482454	81482961	+	0.000	0.000	Merged-chr10-81482690-45
Merged-chr11-116617585-17	chr11	116617315	116617956	+	0.000	0.000	Merged-chr11-116617585-17
Merged-chr11-53795155-60	chr11	53794787	53795363	+	0.000	0.000	Merged-chr11-53795155-60
Merged-chr6-66535397-73	chr6	66535034	66535698	+	0.000	0.000	Merged-chr6-66535397-73
Merged-chr15-73757276-27	chr15	73756902	73757531	+	0.000	0.000	Merged-chr15-73757276-27
Merged-chr2-11693188-23	chr2	11692837	11693404	+	0.000	0.000	Merged-chr2-11693188-23
Merged-chr3-8510518-3	chr3	8510400	8510636	+	0.000	0.000	Merged-chr3-8510518-3
Merged-chr2-90574177-3	chr2	90573938	90574363	+	0.000	0.000	Merged-chr2-90574177-3
Merged-chr5-37147664-17	chr5	37147528	37147813	+	0.000	0.000	Merged-chr5-37147664-17
Merged-chr19-18598032-2	chr19	18597902	18598164	+	0.000	0.000	Merged-chr19-18598032-2
Merged-chr10-44676682-10	chr10	44676492	44676904	+	0.000	0.000	Merged-chr10-44676682-10
Merged-chr9-35117076-156	chr9	35116556	35117510	+	0.000	0.000	Merged-chr9-35117076-156
Merged-chr10-8136726-1	chr10	8136628	8136826	+	0.000	0.000	Merged-chr10-8136726-1
Merged-chr3-136609940-3	chr3	136609821	136610073	+	0.000	0.000	Merged-chr3-136609940-3
Merged-chr14-102979979-6	chr14	102979827	102980122	+	0.000	0.000	Merged-chr14-102979979-6
Merged-chr11-64113606-12	chr11	64113422	64113785	+	0.000	0.000	Merged-chr11-64113606-12
Merged-chr17-24687301-48	chr17	24686963	24687588	+	0.000	0.000	Merged-chr17-24687301-48
Merged-chr4-149549430-28	chr4	149549195	149549671	+	0.000	0.000	Merged-chr4-149549430-28
Merged-chr1-191426068-17	chr1	191425892	191426296	+	0.000	0.000	Merged-chr1-191426068-17
Merged-chr11-109495747-14	chr11	109495570	109495914	+	0.000	0.000	Merged-chr11-109495747-14
Merged-chr13-102210055-1	chr13	102209957	102210155	+	0.000	0.000	Merged-chr13-102210055-1
Merged-chr8-115707487-136	chr8	115706809	115707914	+	0.000	0.000	Merged-chr8-115707487-136
Merged-chr10-41887558-60	chr10	41887334	41887995	+	0.000	0.000	Merged-chr10-41887558-60
Merged-chr19-41323479-14	chr19	41323296	41323638	+	0.000	0.000	Merged-chr19-41323479-14
Merged-chr7-28867749-38	chr7	28867570	28867908	+	0.000	0.000	Merged-chr7-28867749-38
Merged-chr5-77148298-3	chr5	77148161	77148420	+	0.000	0.000	Merged-chr5-77148298-3
Merged-chr11-95356301-1	chr11	95356203	95356401	+	0.000	0.000	Merged-chr11-95356301-1
Merged-chr11-59965076-80	chr11	59964728	59965645	+	0.000	0.000	Merged-chr11-59965076-80
Merged-chr7-3289241-19	chr7	3289110	3289423	+	0.000	0.000	Merged-chr7-3289241-19
Merged-chr11-74572247-2	chr11	74572110	74572386	+	0.000	0.000	Merged-chr11-74572247-2
Merged-chr19-18615969-1	chr19	18615871	18616069	+	0.000	0.000	Merged-chr19-18615969-1
Merged-chr9-122226680-11	chr9	122226329	122226858	+	0.000	0.000	Merged-chr9-122226680-11
Merged-chr10-95677953-62	chr10	95677709	95678168	+	0.000	0.000	Merged-chr10-95677953-62
Merged-chr19-38931059-89	chr19	38930632	38931370	+	0.000	0.000	Merged-chr19-38931059-89
Merged-chr7-80576009-57	chr7	80575777	80576439	+	0.000	0.000	Merged-chr7-80576009-57
Merged-chr7-135736096-74	chr7	135735714	135736333	+	0.000	0.000	Merged-chr7-135736096-74
Merged-chr7-43437887-5	chr7	43437617	43438175	+	0.000	0.000	Merged-chr7-43437887-5
Merged-chr8-91081645-1	chr8	91081547	91081745	+	0.000	0.000	Merged-chr8-91081645-1
Merged-chr18-35118873-79	chr18	35118527	35119127	+	0.000	0.000	Merged-chr18-35118873-79
Merged-chr3-93554661-4	chr3	93554548	93554767	+	0.000	0.000	Merged-chr3-93554661-4
Merged-chr6-127151154-7	chr6	127150949	127151343	+	0.000	0.000	Merged-chr6-127151154-7
Merged-chr1-86503611-1	chr1	86503513	86503711	+	0.000	0.000	Merged-chr1-86503611-1
Merged-chr12-113014523-77	chr12	113014058	113015101	+	0.000	0.000	Merged-chr12-113014523-77
Merged-chr11-116616118-41	chr11	116615788	116616478	+	0.000	0.000	Merged-chr11-116616118-41
Merged-chr3-102995869-67	chr3	102995601	102996257	+	0.000	0.000	Merged-chr3-102995869-67
Merged-chr2-4882192-160	chr2	4881584	4882768	+	0.000	0.000	Merged-chr2-4882192-160
Merged-chr4-135271546-1	chr4	135271448	135271646	+	0.000	0.000	Merged-chr4-135271546-1
Merged-chr10-44268298-69	chr10	44268033	44268580	+	0.000	0.000	Merged-chr10-44268298-69
Merged-chr2-128122679-7	chr2	128122497	128122834	+	0.000	0.000	Merged-chr2-128122679-7
Merged-chr1-88701841-120	chr1	88700511	88702401	+	0.000	0.000	Merged-chr1-88701841-120
Merged-chr3-102715322-54	chr3	102715066	102715559	+	0.000	0.000	Merged-chr3-102715322-54
Merged-chr10-8370203-10	chr10	8370010	8370345	+	0.000	0.000	Merged-chr10-8370203-10
Merged-chr4-136163741-11	chr4	136163581	136163950	+	0.000	0.000	Merged-chr4-136163741-11
Merged-chr10-112000662-33	chr10	112000468	112000848	+	0.000	0.000	Merged-chr10-112000662-33
Merged-chr6-66537446-1	chr6	66537348	66537546	+	0.000	0.000	Merged-chr6-66537446-1
Merged-chr9-54612474-11	chr9	54612355	54612610	+	0.000	0.000	Merged-chr9-54612474-11
Merged-chr2-65182800-62	chr2	65182543	65183145	+	0.000	0.000	Merged-chr2-65182800-62
Merged-chr2-72406907-14	chr2	72406673	72407105	+	0.000	0.000	Merged-chr2-72406907-14
Merged-chr19-53520175-41	chr19	53519879	53520425	+	0.000	0.000	Merged-chr19-53520175-41
Merged-chrX-109013241-158	chrX	109012657	109013756	+	0.000	0.000	Merged-chrX-109013241-158
Merged-chr14-121354142-24	chr14	121353932	121354403	+	0.000	0.000	Merged-chr14-121354142-24
Merged-chr5-37259222-30	chr5	37258992	37259576	+	0.000	0.000	Merged-chr5-37259222-30
Merged-chrX-157482052-5	chrX	157481922	157482211	+	0.000	0.000	Merged-chrX-157482052-5
Merged-chr4-24496528-78	chr4	24496112	24496740	+	0.000	0.000	Merged-chr4-24496528-78
Merged-chr3-136670047-60	chr3	136669564	136670319	+	0.000	0.000	Merged-chr3-136670047-60
Merged-chr8-3347756-1	chr8	3347658	3347856	+	0.000	0.000	Merged-chr8-3347756-1
Merged-chr3-135212470-74	chr3	135212171	135212760	+	0.000	0.000	Merged-chr3-135212470-74
Merged-chr4-133011579-73	chr4	133011233	133012070	+	0.000	0.000	Merged-chr4-133011579-73
Merged-chr16-38483569-68	chr16	38482769	38484063	+	0.000	0.000	Merged-chr16-38483569-68
Merged-chr7-25826984-1	chr7	25826886	25827084	+	0.000	0.000	Merged-chr7-25826984-1
Merged-chr2-52597228-7	chr2	52597108	52597353	+	0.000	0.000	Merged-chr2-52597228-7
Merged-chr8-86853895-53	chr8	86853651	86854166	+	0.000	0.000	Merged-chr8-86853895-53
Merged-chr6-135436569-8	chr6	135436417	135436788	+	0.000	0.000	Merged-chr6-135436569-8
Merged-chr2-11360305-19	chr2	11360042	11360669	+	0.000	0.000	Merged-chr2-11360305-19
Merged-chr18-65795530-14	chr18	65795340	65795690	+	0.000	0.000	Merged-chr18-65795530-14
Merged-chr17-44599243-2	chr17	44599125	44599364	+	0.000	0.000	Merged-chr17-44599243-2
Merged-chr1-131051393-11	chr1	131051173	131051666	+	0.000	0.000	Merged-chr1-131051393-11
Merged-chr14-59694915-1	chr14	59694817	59695015	+	0.000	0.000	Merged-chr14-59694915-1
Merged-chr19-45747536-3	chr19	45747357	45747707	+	0.000	0.000	Merged-chr19-45747536-3
Merged-chr5-105145750-96	chr5	105145290	105146115	+	0.000	0.000	Merged-chr5-105145750-96
Merged-chr11-67526987-43	chr11	67526696	67527423	+	0.000	0.000	Merged-chr11-67526987-43
Merged-chr2-71810145-53	chr2	71809801	71810391	+	0.000	0.000	Merged-chr2-71810145-53
Merged-chr16-8671994-77	chr16	8671771	8672183	+	0.000	0.000	Merged-chr16-8671994-77
Merged-chr3-89418493-51	chr3	89418286	89418770	+	0.000	0.000	Merged-chr3-89418493-51
Merged-chr19-56757804-4	chr19	56757624	56757985	+	0.000	0.000	Merged-chr19-56757804-4
Merged-chr11-87968039-56	chr11	87967650	87968536	+	0.000	0.000	Merged-chr11-87968039-56
Merged-chr3-30856003-66	chr3	30855798	30856217	+	0.000	0.000	Merged-chr3-30856003-66
Merged-chr9-106313051-17	chr9	106312792	106313249	+	0.000	0.000	Merged-chr9-106313051-17
Merged-chr18-62179197-1	chr18	62179099	62179297	+	0.000	0.000	Merged-chr18-62179197-1
Merged-chr19-55903539-1	chr19	55903441	55903639	+	0.000	0.000	Merged-chr19-55903539-1
Merged-chr5-134253199-1	chr5	134253101	134253299	+	0.000	0.000	Merged-chr5-134253199-1
Merged-chr3-86693783-4	chr3	86693627	86693962	+	0.000	0.000	Merged-chr3-86693783-4
Merged-chr16-58514049-1	chr16	58513951	58514149	+	0.000	0.000	Merged-chr16-58514049-1
Merged-chr19-6276080-2	chr19	6275915	6276248	+	0.000	0.000	Merged-chr19-6276080-2
Merged-chr5-92624653-16	chr5	92624461	92624875	+	0.000	0.000	Merged-chr5-92624653-16
Merged-chr2-156887103-59	chr2	156886555	156887431	+	0.000	0.000	Merged-chr2-156887103-59
Merged-chr3-59006146-15	chr3	59005608	59006609	+	0.000	0.000	Merged-chr3-59006146-15
Merged-chr9-35123035-17	chr9	35122863	35123247	+	0.000	0.000	Merged-chr9-35123035-17
Merged-chr10-80676683-73	chr10	80676297	80677029	+	0.000	0.000	Merged-chr10-80676683-73
Merged-chr1-189597091-1	chr1	189596993	189597191	+	0.000	0.000	Merged-chr1-189597091-1
Merged-chr5-105139642-65	chr5	105139269	105139902	+	0.000	0.000	Merged-chr5-105139642-65
Merged-chr5-100570335-4	chr5	100570091	100570484	+	0.000	0.000	Merged-chr5-100570335-4
Merged-chr17-87344693-70	chr17	87344364	87344924	+	0.000	0.000	Merged-chr17-87344693-70
Merged-chr2-65237970-5	chr2	65237760	65238131	+	0.000	0.000	Merged-chr2-65237970-5
Merged-chr7-25238227-126	chr7	25237886	25238671	+	0.000	0.000	Merged-chr7-25238227-126
Merged-chr4-135068016-12	chr4	135067868	135068180	+	0.000	0.000	Merged-chr4-135068016-12
