#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_II--ATAC_peaks.bed all.df.numx.c5-STAT4_KO_Tfh_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_KO_Tfh_vs_WT_Th1.up.bed
Merged-chr10-21947042-21	chr10	21946878	21947210	+	0.000	0.000	Merged-chr10-21947042-21
Merged-chr8-72136702-59	chr8	72136378	72137042	+	0.000	0.000	Merged-chr8-72136702-59
Merged-chr1-43446070-79	chr1	43445594	43446717	+	0.000	0.000	Merged-chr1-43446070-79
Merged-chr19-9940029-12	chr19	9939890	9940202	+	0.000	0.000	Merged-chr19-9940029-12
Merged-chr2-165627783-1	chr2	165627685	165627883	+	0.000	0.000	Merged-chr2-165627783-1
Merged-chr13-113615129-71	chr13	113614896	113615663	+	0.000	0.000	Merged-chr13-113615129-71
Merged-chr4-133609928-19	chr4	133609624	133610223	+	0.000	0.000	Merged-chr4-133609928-19
Merged-chr8-124232268-3	chr8	124232151	124232388	+	0.000	0.000	Merged-chr8-124232268-3
Merged-chr7-38108497-1	chr7	38108399	38108597	+	0.000	0.000	Merged-chr7-38108497-1
Merged-chr15-55852907-4	chr15	55852785	55853040	+	0.000	0.000	Merged-chr15-55852907-4
Merged-chr10-118418378-1	chr10	118418280	118418478	+	0.000	0.000	Merged-chr10-118418378-1
Merged-chr2-80580102-1	chr2	80580004	80580202	+	0.000	0.000	Merged-chr2-80580102-1
Merged-chr17-73949934-84	chr17	73949585	73950339	+	0.000	0.000	Merged-chr17-73949934-84
Merged-chr19-9898748-1	chr19	9898650	9898848	+	0.000	0.000	Merged-chr19-9898748-1
Merged-chr13-113869470-43	chr13	113869261	113869691	+	0.000	0.000	Merged-chr13-113869470-43
Merged-chr5-140282986-2	chr5	140282835	140283140	+	0.000	0.000	Merged-chr5-140282986-2
Merged-chr7-90349289-16	chr7	90349096	90349481	+	0.000	0.000	Merged-chr7-90349289-16
Merged-chr7-100227662-85	chr7	100227268	100228005	+	0.000	0.000	Merged-chr7-100227662-85
Merged-chr7-66109972-161	chr7	66108849	66110970	+	0.000	0.000	Merged-chr7-66109972-161
Merged-chr11-11765633-10	chr11	11765450	11765811	+	0.000	0.000	Merged-chr11-11765633-10
Merged-chr15-55838283-1	chr15	55838185	55838383	+	0.000	0.000	Merged-chr15-55838283-1
Merged-chr7-142387008-11	chr7	142386745	142387243	+	0.000	0.000	Merged-chr7-142387008-11
Merged-chr12-16532110-1	chr12	16532012	16532210	+	0.000	0.000	Merged-chr12-16532110-1
Merged-chr15-96690893-3	chr15	96690691	96691098	+	0.000	0.000	Merged-chr15-96690893-3
Merged-chr9-94254804-1	chr9	94254706	94254904	+	0.000	0.000	Merged-chr9-94254804-1
Merged-chr11-69334171-1	chr11	69334073	69334271	+	0.000	0.000	Merged-chr11-69334171-1
Merged-chr13-12349518-23	chr13	12349224	12349772	+	0.000	0.000	Merged-chr13-12349518-23
Merged-chr6-97447180-22	chr6	97446880	97447466	+	0.000	0.000	Merged-chr6-97447180-22
Merged-chr6-86671060-1	chr6	86670962	86671160	+	0.000	0.000	Merged-chr6-86671060-1
Merged-chr13-63411317-71	chr13	63410964	63411579	+	0.000	0.000	Merged-chr13-63411317-71
Merged-chr2-163697861-1	chr2	163697763	163697961	+	0.000	0.000	Merged-chr2-163697861-1
Merged-chr15-31258443-11	chr15	31258209	31258746	+	0.000	0.000	Merged-chr15-31258443-11
Merged-chr16-32277767-74	chr16	32277451	32278145	+	0.000	0.000	Merged-chr16-32277767-74
Merged-chr11-98972338-11	chr11	98972203	98972528	+	0.000	0.000	Merged-chr11-98972338-11
Merged-chr13-55327829-51	chr13	55327580	55328043	+	0.000	0.000	Merged-chr13-55327829-51
Merged-chr4-15504943-2	chr4	15504817	15505071	+	0.000	0.000	Merged-chr4-15504943-2
Merged-chr1-120093723-41	chr1	120093349	120094016	+	0.000	0.000	Merged-chr1-120093723-41
Merged-chr1-151706249-27	chr1	151705994	151706509	+	0.000	0.000	Merged-chr1-151706249-27
Merged-chr10-117909634-1	chr10	117909536	117909734	+	0.000	0.000	Merged-chr10-117909634-1
Merged-chr11-69070779-53	chr11	69070561	69070981	+	0.000	0.000	Merged-chr11-69070779-53
Merged-chr3-96220544-108	chr3	96220356	96220757	+	0.000	0.000	Merged-chr3-96220544-108
Merged-chr2-121511602-35	chr2	121511396	121511789	+	0.000	0.000	Merged-chr2-121511602-35
Merged-chr10-77531233-16	chr10	77530892	77531681	+	0.000	0.000	Merged-chr10-77531233-16
Merged-chr4-145268299-20	chr4	145268057	145268549	+	0.000	0.000	Merged-chr4-145268299-20
Merged-chr9-21723653-9	chr9	21723415	21723817	+	0.000	0.000	Merged-chr9-21723653-9
Merged-chr1-134963108-4	chr1	134963001	134963222	+	0.000	0.000	Merged-chr1-134963108-4
Merged-chr3-19310528-16	chr3	19310079	19310756	+	0.000	0.000	Merged-chr3-19310528-16
Merged-chr3-89101941-62	chr3	89101687	89102208	+	0.000	0.000	Merged-chr3-89101941-62
Merged-chr5-21036346-2	chr5	21036242	21036453	+	0.000	0.000	Merged-chr5-21036346-2
Merged-chr11-75226439-1	chr11	75226341	75226539	+	0.000	0.000	Merged-chr11-75226439-1
Merged-chr5-74276526-10	chr5	74276357	74276661	+	0.000	0.000	Merged-chr5-74276526-10
Merged-chr2-25186459-2	chr2	25186361	25186560	+	0.000	0.000	Merged-chr2-25186459-2
Merged-chr9-83446152-4	chr9	83446001	83446304	+	0.000	0.000	Merged-chr9-83446152-4
Merged-chr2-18519177-24	chr2	18518952	18519435	+	0.000	0.000	Merged-chr2-18519177-24
Merged-chr9-80002927-14	chr9	80002701	80003151	+	0.000	0.000	Merged-chr9-80002927-14
Merged-chr2-118638272-10	chr2	118638091	118638460	+	0.000	0.000	Merged-chr2-118638272-10
Merged-chr15-80602759-36	chr15	80602511	80602994	+	0.000	0.000	Merged-chr15-80602759-36
Merged-chr13-23685405-2	chr13	23685250	23685563	+	0.000	0.000	Merged-chr13-23685405-2
Merged-chr19-10204187-93	chr19	10203860	10204508	+	0.000	0.000	Merged-chr19-10204187-93
Merged-chr3-59277984-20	chr3	59277667	59278270	+	0.000	0.000	Merged-chr3-59277984-20
Merged-chr10-80578821-38	chr10	80578412	80579226	+	0.000	0.000	Merged-chr10-80578821-38
Merged-chr19-5843955-4	chr19	5843776	5844082	+	0.000	0.000	Merged-chr19-5843955-4
Merged-chr10-54013658-12	chr10	54013418	54013860	+	0.000	0.000	Merged-chr10-54013658-12
Merged-chr11-55386598-21	chr11	55386443	55386774	+	0.000	0.000	Merged-chr11-55386598-21
Merged-chr2-60866104-15	chr2	60865953	60866352	+	0.000	0.000	Merged-chr2-60866104-15
Merged-chr1-33670063-93	chr1	33669745	33670279	+	0.000	0.000	Merged-chr1-33670063-93
Merged-chr18-71211954-17	chr18	71211703	71212171	+	0.000	0.000	Merged-chr18-71211954-17
Merged-chr6-113669430-31	chr6	113669237	113669634	+	0.000	0.000	Merged-chr6-113669430-31
Merged-chr11-106998820-2	chr11	106998638	106999005	+	0.000	0.000	Merged-chr11-106998820-2
Merged-chr3-108722192-65	chr3	108721604	108722510	+	0.000	0.000	Merged-chr3-108722192-65
Merged-chr4-120953872-1	chr4	120953774	120953972	+	0.000	0.000	Merged-chr4-120953872-1
Merged-chr12-24710471-47	chr12	24710158	24710753	+	0.000	0.000	Merged-chr12-24710471-47
Merged-chr12-112693735-54	chr12	112693391	112694014	+	0.000	0.000	Merged-chr12-112693735-54
Merged-chr2-32451702-107	chr2	32451322	32452186	+	0.000	0.000	Merged-chr2-32451702-107
Merged-chr6-130341255-2	chr6	130341141	130341372	+	0.000	0.000	Merged-chr6-130341255-2
Merged-chr5-23712006-2	chr5	23711893	23712121	+	0.000	0.000	Merged-chr5-23712006-2
Merged-chr11-102248943-39	chr11	102248709	102249179	+	0.000	0.000	Merged-chr11-102248943-39
Merged-chr12-73712281-1	chr12	73712183	73712381	+	0.000	0.000	Merged-chr12-73712281-1
Merged-chr3-89247681-1	chr3	89247583	89247781	+	0.000	0.000	Merged-chr3-89247681-1
Merged-chr4-103096061-32	chr4	103095725	103096301	+	0.000	0.000	Merged-chr4-103096061-32
Merged-chr17-5885650-6	chr17	5885479	5885788	+	0.000	0.000	Merged-chr17-5885650-6
Merged-chr2-157190874-9	chr2	157190607	157191047	+	0.000	0.000	Merged-chr2-157190874-9
Merged-chr10-117952803-132	chr10	117951996	117953393	+	0.000	0.000	Merged-chr10-117952803-132
Merged-chr10-80629091-37	chr10	80628892	80629309	+	0.000	0.000	Merged-chr10-80629091-37
Merged-chr15-99074256-1	chr15	99074158	99074356	+	0.000	0.000	Merged-chr15-99074256-1
Merged-chr11-98942196-71	chr11	98942005	98942412	+	0.000	0.000	Merged-chr11-98942196-71
Merged-chr13-12340700-65	chr13	12340461	12341064	+	0.000	0.000	Merged-chr13-12340700-65
Merged-chr2-45109925-105	chr2	45109220	45110379	+	0.000	0.000	Merged-chr2-45109925-105
Merged-chr7-75800890-27	chr7	75800469	75801418	+	0.000	0.000	Merged-chr7-75800890-27
Merged-chrX-101954276-51	chrX	101954026	101954510	+	0.000	0.000	Merged-chrX-101954276-51
Merged-chr8-105965531-1	chr8	105965433	105965631	+	0.000	0.000	Merged-chr8-105965531-1
Merged-chr6-54972195-1	chr6	54972097	54972295	+	0.000	0.000	Merged-chr6-54972195-1
Merged-chr11-49983180-23	chr11	49982919	49983422	+	0.000	0.000	Merged-chr11-49983180-23
Merged-chr8-35375700-12	chr8	35375476	35375919	+	0.000	0.000	Merged-chr8-35375700-12
Merged-chr7-66147863-2	chr7	66147754	66147975	+	0.000	0.000	Merged-chr7-66147863-2
Merged-chr13-32866696-30	chr13	32866387	32866959	+	0.000	0.000	Merged-chr13-32866696-30
Merged-chr3-116594968-67	chr3	116594736	116595269	+	0.000	0.000	Merged-chr3-116594968-67
Merged-chr4-46581066-45	chr4	46580745	46581503	+	0.000	0.000	Merged-chr4-46581066-45
Merged-chr5-140208912-49	chr5	140208706	140209163	+	0.000	0.000	Merged-chr5-140208912-49
Merged-chr13-52985661-11	chr13	52985488	52985882	+	0.000	0.000	Merged-chr13-52985661-11
Merged-chr2-31026852-15	chr2	31026665	31027046	+	0.000	0.000	Merged-chr2-31026852-15
Merged-chr12-99406415-11	chr12	99406161	99406659	+	0.000	0.000	Merged-chr12-99406415-11
Merged-chr17-29264095-40	chr17	29263784	29264364	+	0.000	0.000	Merged-chr17-29264095-40
Merged-chr10-117844432-6	chr10	117844258	117844617	+	0.000	0.000	Merged-chr10-117844432-6
Merged-chr4-57901467-17	chr4	57901261	57901701	+	0.000	0.000	Merged-chr4-57901467-17
Merged-chr1-161707270-12	chr1	161707102	161707453	+	0.000	0.000	Merged-chr1-161707270-12
Merged-chr16-46006437-28	chr16	46006294	46006750	+	0.000	0.000	Merged-chr16-46006437-28
Merged-chr19-53312131-1	chr19	53312033	53312231	+	0.000	0.000	Merged-chr19-53312131-1
Merged-chr5-122129080-1	chr5	122128982	122129180	+	0.000	0.000	Merged-chr5-122129080-1
Merged-chr6-57824845-81	chr6	57824550	57825127	+	0.000	0.000	Merged-chr6-57824845-81
Merged-chr12-73626625-1	chr12	73626527	73626725	+	0.000	0.000	Merged-chr12-73626625-1
Merged-chr1-130522626-12	chr1	130522411	130522842	+	0.000	0.000	Merged-chr1-130522626-12
Merged-chr6-88893669-6	chr6	88893501	88893810	+	0.000	0.000	Merged-chr6-88893669-6
Merged-chr17-35727200-6	chr17	35727022	35727385	+	0.000	0.000	Merged-chr17-35727200-6
Merged-chr13-23763739-41	chr13	23763476	23764077	+	0.000	0.000	Merged-chr13-23763739-41
Merged-chr13-33005360-1	chr13	33005262	33005460	+	0.000	0.000	Merged-chr13-33005360-1
Merged-chr1-171777224-9	chr1	171777037	171777392	+	0.000	0.000	Merged-chr1-171777224-9
Merged-chr6-128854319-31	chr6	128854071	128854548	+	0.000	0.000	Merged-chr6-128854319-31
Merged-chr3-89485247-8	chr3	89484992	89485389	+	0.000	0.000	Merged-chr3-89485247-8
Merged-chr3-27153075-15	chr3	27152831	27153320	+	0.000	0.000	Merged-chr3-27153075-15
Merged-chr8-124240854-3	chr8	124240747	124240966	+	0.000	0.000	Merged-chr8-124240854-3
Merged-chr18-70602929-40	chr18	70602150	70603530	+	0.000	0.000	Merged-chr18-70602929-40
Merged-chr1-172197316-25	chr1	172197093	172197562	+	0.000	0.000	Merged-chr1-172197316-25
Merged-chr10-81545230-68	chr10	81545029	81545530	+	0.000	0.000	Merged-chr10-81545230-68
Merged-chr11-115481768-12	chr11	115481562	115481976	+	0.000	0.000	Merged-chr11-115481768-12
Merged-chr9-44334892-67	chr9	44334534	44335242	+	0.000	0.000	Merged-chr9-44334892-67
Merged-chr11-94992465-1	chr11	94992367	94992565	+	0.000	0.000	Merged-chr11-94992465-1
Merged-chr12-69413181-34	chr12	69412625	69413673	+	0.000	0.000	Merged-chr12-69413181-34
Merged-chr9-21165207-36	chr9	21164946	21165460	+	0.000	0.000	Merged-chr9-21165207-36
Merged-chr1-43403565-20	chr1	43403389	43403754	+	0.000	0.000	Merged-chr1-43403565-20
Merged-chr12-73686569-2	chr12	73686443	73686697	+	0.000	0.000	Merged-chr12-73686569-2
Merged-chr1-60566654-83	chr1	60566119	60567043	+	0.000	0.000	Merged-chr1-60566654-83
Merged-chr6-97487837-16	chr6	97487594	97488176	+	0.000	0.000	Merged-chr6-97487837-16
Merged-chr2-158771297-12	chr2	158771127	158771445	+	0.000	0.000	Merged-chr2-158771297-12
Merged-chr1-153333888-15	chr1	153333654	153334117	+	0.000	0.000	Merged-chr1-153333888-15
Merged-chr1-119675144-21	chr1	119674930	119675382	+	0.000	0.000	Merged-chr1-119675144-21
Merged-chr3-79664975-26	chr3	79664708	79665165	+	0.000	0.000	Merged-chr3-79664975-26
Merged-chr5-129942507-4	chr5	129942339	129942703	+	0.000	0.000	Merged-chr5-129942507-4
Merged-chr12-25099767-1	chr12	25099669	25099867	+	0.000	0.000	Merged-chr12-25099767-1
Merged-chr2-144337496-16	chr2	144337193	144337763	+	0.000	0.000	Merged-chr2-144337496-16
Merged-chr6-30896699-63	chr6	30896488	30897023	+	0.000	0.000	Merged-chr6-30896699-63
Merged-chr2-151576034-69	chr2	151575715	151576330	+	0.000	0.000	Merged-chr2-151576034-69
Merged-chr18-24654493-2	chr18	24654358	24654630	+	0.000	0.000	Merged-chr18-24654493-2
Merged-chr1-193263444-4	chr1	193263254	193263684	+	0.000	0.000	Merged-chr1-193263444-4
Merged-chr12-76596548-12	chr12	76596335	76596742	+	0.000	0.000	Merged-chr12-76596548-12
Merged-chr9-80332405-28	chr9	80332160	80332732	+	0.000	0.000	Merged-chr9-80332405-28
Merged-chr15-78528404-62	chr15	78528085	78528783	+	0.000	0.000	Merged-chr15-78528404-62
Merged-chr16-78490593-70	chr16	78490196	78490936	+	0.000	0.000	Merged-chr16-78490593-70
Merged-chr7-126619803-23	chr7	126619620	126620091	+	0.000	0.000	Merged-chr7-126619803-23
Merged-chr4-57928066-27	chr4	57927785	57928328	+	0.000	0.000	Merged-chr4-57928066-27
Merged-chr9-65587754-55	chr9	65587373	65588241	+	0.000	0.000	Merged-chr9-65587754-55
Merged-chr11-75194619-1	chr11	75194521	75194719	+	0.000	0.000	Merged-chr11-75194619-1
Merged-chr18-24671113-54	chr18	24670126	24671969	+	0.000	0.000	Merged-chr18-24671113-54
Merged-chr12-69372151-137	chr12	69371732	69372497	+	0.000	0.000	Merged-chr12-69372151-137
Merged-chr17-26916999-47	chr17	26916761	26917333	+	0.000	0.000	Merged-chr17-26916999-47
Merged-chr9-107297247-1	chr9	107297149	107297347	+	0.000	0.000	Merged-chr9-107297247-1
Merged-chr18-56469850-1	chr18	56469752	56469950	+	0.000	0.000	Merged-chr18-56469850-1
Merged-chr11-120630592-1	chr11	120630494	120630692	+	0.000	0.000	Merged-chr11-120630592-1
Merged-chr10-54075073-232	chr10	54073776	54075894	+	0.000	0.000	Merged-chr10-54075073-232
Merged-chr9-114794200-1	chr9	114794102	114794300	+	0.000	0.000	Merged-chr9-114794200-1
Merged-chr10-117840234-32	chr10	117839692	117840793	+	0.000	0.000	Merged-chr10-117840234-32
Merged-chr11-115474201-2	chr11	115474047	115474357	+	0.000	0.000	Merged-chr11-115474201-2
Merged-chr10-77537383-119	chr10	77537064	77537845	+	0.000	0.000	Merged-chr10-77537383-119
Merged-chr7-81859257-25	chr7	81859023	81859699	+	0.000	0.000	Merged-chr7-81859257-25
Merged-chr12-73611155-79	chr12	73610782	73611588	+	0.000	0.000	Merged-chr12-73611155-79
Merged-chr2-158723538-101	chr2	158723228	158723879	+	0.000	0.000	Merged-chr2-158723538-101
Merged-chr1-128058806-11	chr1	128058564	128059017	+	0.000	0.000	Merged-chr1-128058806-11
Merged-chrX-167233516-43	chrX	167233172	167233830	+	0.000	0.000	Merged-chrX-167233516-43
Merged-chr13-113870159-11	chr13	113870043	113870279	+	0.000	0.000	Merged-chr13-113870159-11
Merged-chr7-63991713-9	chr7	63991487	63991941	+	0.000	0.000	Merged-chr7-63991713-9
Merged-chr13-35804084-17	chr13	35803895	35804290	+	0.000	0.000	Merged-chr13-35804084-17
Merged-chr13-63394765-12	chr13	63394570	63394946	+	0.000	0.000	Merged-chr13-63394765-12
Merged-chr10-80622970-10	chr10	80622827	80623120	+	0.000	0.000	Merged-chr10-80622970-10
Merged-chr11-69040833-117	chr11	69040075	69041510	+	0.000	0.000	Merged-chr11-69040833-117
Merged-chr4-11887917-34	chr4	11887624	11888242	+	0.000	0.000	Merged-chr4-11887917-34
Merged-chr19-5602029-50	chr19	5601827	5602295	+	0.000	0.000	Merged-chr19-5602029-50
Merged-chr2-30784697-21	chr2	30784489	30785002	+	0.000	0.000	Merged-chr2-30784697-21
Merged-chr17-73905403-24	chr17	73905124	73905633	+	0.000	0.000	Merged-chr17-73905403-24
Merged-chr13-13516959-38	chr13	13516729	13517214	+	0.000	0.000	Merged-chr13-13516959-38
Merged-chr11-100397787-45	chr11	100397465	100398073	+	0.000	0.000	Merged-chr11-100397787-45
Merged-chr13-108329865-29	chr13	108329653	108330151	+	0.000	0.000	Merged-chr13-108329865-29
Merged-chr4-46550580-17	chr4	46550367	46550804	+	0.000	0.000	Merged-chr4-46550580-17
Merged-chr12-69372911-1	chr12	69372813	69373011	+	0.000	0.000	Merged-chr12-69372911-1
Merged-chr2-112214822-23	chr2	112214595	112215034	+	0.000	0.000	Merged-chr2-112214822-23
Merged-chr8-35208529-7	chr8	35208342	35208688	+	0.000	0.000	Merged-chr8-35208529-7
Merged-chr7-127254308-58	chr7	127254000	127254624	+	0.000	0.000	Merged-chr7-127254308-58
Merged-chr13-12650448-96	chr13	12650130	12650692	+	0.000	0.000	Merged-chr13-12650448-96
Merged-chr13-41485661-1	chr13	41485563	41485761	+	0.000	0.000	Merged-chr13-41485661-1
Merged-chr19-53330209-3	chr19	53330092	53330349	+	0.000	0.000	Merged-chr19-53330209-3
Merged-chr11-121741709-19	chr11	121741421	121741948	+	0.000	0.000	Merged-chr11-121741709-19
Merged-chr10-54014284-40	chr10	54013883	54014801	+	0.000	0.000	Merged-chr10-54014284-40
Merged-chr7-126272467-83	chr7	126272159	126272789	+	0.000	0.000	Merged-chr7-126272467-83
Merged-chr7-126396755-58	chr7	126396549	126397001	+	0.000	0.000	Merged-chr7-126396755-58
Merged-chr4-57896765-11	chr4	57896390	57897163	+	0.000	0.000	Merged-chr4-57896765-11
Merged-chr6-119171326-8	chr6	119171179	119171499	+	0.000	0.000	Merged-chr6-119171326-8
Merged-chr2-60866977-3	chr2	60866810	60867135	+	0.000	0.000	Merged-chr2-60866977-3
Merged-chr11-95777825-14	chr11	95777626	95778032	+	0.000	0.000	Merged-chr11-95777825-14
Merged-chr16-46001231-13	chr16	46001099	46001404	+	0.000	0.000	Merged-chr16-46001231-13
Merged-chr2-158728139-1	chr2	158728041	158728239	+	0.000	0.000	Merged-chr2-158728139-1
Merged-chr9-120055592-11	chr9	120055420	120055757	+	0.000	0.000	Merged-chr9-120055592-11
Merged-chr10-75566957-1	chr10	75566859	75567057	+	0.000	0.000	Merged-chr10-75566957-1
Merged-chr8-35205738-9	chr8	35205483	35205933	+	0.000	0.000	Merged-chr8-35205738-9
Merged-chr17-78163485-40	chr17	78163206	78163756	+	0.000	0.000	Merged-chr17-78163485-40
Merged-chr4-145258082-4	chr4	145257861	145258240	+	0.000	0.000	Merged-chr4-145258082-4
Merged-chr10-18119820-15	chr10	18119647	18120064	+	0.000	0.000	Merged-chr10-18119820-15
Merged-chr17-29259747-13	chr17	29259569	29259946	+	0.000	0.000	Merged-chr17-29259747-13
Merged-chr7-127136978-9	chr7	127136741	127137198	+	0.000	0.000	Merged-chr7-127136978-9
Merged-chr17-78087139-42	chr17	78086941	78087296	+	0.000	0.000	Merged-chr17-78087139-42
Merged-chr1-33565999-31	chr1	33565824	33566174	+	0.000	0.000	Merged-chr1-33565999-31
Merged-chr2-18403900-7	chr2	18403704	18404085	+	0.000	0.000	Merged-chr2-18403900-7
Merged-chr15-31279779-21	chr15	31279583	31280096	+	0.000	0.000	Merged-chr15-31279779-21
Merged-chr7-75848456-56	chr7	75848106	75849008	+	0.000	0.000	Merged-chr7-75848456-56
Merged-chr8-71406037-52	chr8	71405791	71406338	+	0.000	0.000	Merged-chr8-71406037-52
Merged-chr10-92674127-2	chr10	92674026	92674230	+	0.000	0.000	Merged-chr10-92674127-2
Merged-chr7-46963434-23	chr7	46963228	46963683	+	0.000	0.000	Merged-chr7-46963434-23
Merged-chr6-97354122-37	chr6	97353818	97354458	+	0.000	0.000	Merged-chr6-97354122-37
Merged-chr12-99381236-49	chr12	99380932	99381684	+	0.000	0.000	Merged-chr12-99381236-49
Merged-chr5-107078603-5	chr5	107078478	107078741	+	0.000	0.000	Merged-chr5-107078603-5
Merged-chr7-75781059-14	chr7	75780908	75781292	+	0.000	0.000	Merged-chr7-75781059-14
Merged-chr11-21234858-7	chr11	21234698	21235062	+	0.000	0.000	Merged-chr11-21234858-7
Merged-chr19-53329659-91	chr19	53329324	53329920	+	0.000	0.000	Merged-chr19-53329659-91
Merged-chr16-36666811-59	chr16	36666404	36667328	+	0.000	0.000	Merged-chr16-36666811-59
Merged-chr13-21716857-17	chr13	21716641	21717108	+	0.000	0.000	Merged-chr13-21716857-17
Merged-chr1-170997016-15	chr1	170996779	170997183	+	0.000	0.000	Merged-chr1-170997016-15
Merged-chr15-75120360-2	chr15	75120228	75120494	+	0.000	0.000	Merged-chr15-75120360-2
Merged-chr8-35250826-10	chr8	35250547	35251030	+	0.000	0.000	Merged-chr8-35250826-10
Merged-chr12-99394387-2	chr12	99394243	99394534	+	0.000	0.000	Merged-chr12-99394387-2
Merged-chr18-70632981-16	chr18	70632781	70633241	+	0.000	0.000	Merged-chr18-70632981-16
Merged-chr10-40165050-35	chr10	40164780	40165252	+	0.000	0.000	Merged-chr10-40165050-35
Merged-chr1-119835810-1	chr1	119835712	119835910	+	0.000	0.000	Merged-chr1-119835810-1
Merged-chr8-124259348-23	chr8	124259141	124259513	+	0.000	0.000	Merged-chr8-124259348-23
Merged-chr18-56374140-32	chr18	56373970	56374464	+	0.000	0.000	Merged-chr18-56374140-32
Merged-chr1-20820206-62	chr1	20819935	20820525	+	0.000	0.000	Merged-chr1-20820206-62
Merged-chr13-12334170-11	chr13	12334019	12334356	+	0.000	0.000	Merged-chr13-12334170-11
Merged-chr1-135129445-4	chr1	135129299	135129583	+	0.000	0.000	Merged-chr1-135129445-4
Merged-chr13-107857240-29	chr13	107857022	107857448	+	0.000	0.000	Merged-chr13-107857240-29
Merged-chr18-89176946-25	chr18	89176601	89177380	+	0.000	0.000	Merged-chr18-89176946-25
Merged-chr7-75849476-13	chr7	75849218	75849638	+	0.000	0.000	Merged-chr7-75849476-13
Merged-chr13-21783235-60	chr13	21783004	21783442	+	0.000	0.000	Merged-chr13-21783235-60
Merged-chr2-164953372-29	chr2	164953000	164953585	+	0.000	0.000	Merged-chr2-164953372-29
Merged-chr5-124028703-2	chr5	124028538	124028871	+	0.000	0.000	Merged-chr5-124028703-2
Merged-chr12-16259149-1	chr12	16259051	16259249	+	0.000	0.000	Merged-chr12-16259149-1
Merged-chr15-73523297-26	chr15	73522875	73523549	+	0.000	0.000	Merged-chr15-73523297-26
Merged-chr19-29325284-39	chr19	29325083	29325483	+	0.000	0.000	Merged-chr19-29325284-39
Merged-chr6-124809216-48	chr6	124808512	124809702	+	0.000	0.000	Merged-chr6-124809216-48
Merged-chr11-98943480-23	chr11	98943239	98943966	+	0.000	0.000	Merged-chr11-98943480-23
Merged-chr12-16589670-47	chr12	16589430	16589900	+	0.000	0.000	Merged-chr12-16589670-47
Merged-chr13-35754496-1	chr13	35754398	35754596	+	0.000	0.000	Merged-chr13-35754496-1
Merged-chr7-67371674-5	chr7	67371549	67371805	+	0.000	0.000	Merged-chr7-67371674-5
Merged-chr14-56304213-23	chr14	56303938	56304478	+	0.000	0.000	Merged-chr14-56304213-23
Merged-chr1-60913121-3	chr1	60913000	60913233	+	0.000	0.000	Merged-chr1-60913121-3
Merged-chr16-10992753-110	chr16	10992269	10993311	+	0.000	0.000	Merged-chr16-10992753-110
Merged-chr13-12344548-13	chr13	12344367	12344735	+	0.000	0.000	Merged-chr13-12344548-13
Merged-chr13-4192046-2	chr13	4191921	4192174	+	0.000	0.000	Merged-chr13-4192046-2
Merged-chr6-30896193-1	chr6	30896095	30896293	+	0.000	0.000	Merged-chr6-30896193-1
Merged-chr2-103668249-32	chr2	103667930	103668501	+	0.000	0.000	Merged-chr2-103668249-32
Merged-chr16-93884510-1	chr16	93884412	93884610	+	0.000	0.000	Merged-chr16-93884510-1
Merged-chr18-70569799-1	chr18	70569701	70569899	+	0.000	0.000	Merged-chr18-70569799-1
Merged-chr17-23739826-1	chr17	23739728	23739926	+	0.000	0.000	Merged-chr17-23739826-1
Merged-chr11-101201152-7	chr11	101201016	101201294	+	0.000	0.000	Merged-chr11-101201152-7
Merged-chr10-77623094-1	chr10	77622996	77623194	+	0.000	0.000	Merged-chr10-77623094-1
Merged-chr13-12520187-58	chr13	12519874	12520514	+	0.000	0.000	Merged-chr13-12520187-58
Merged-chrX-167231316-28	chrX	167231165	167231518	+	0.000	0.000	Merged-chrX-167231316-28
Merged-chr10-89462110-46	chr10	89461829	89462408	+	0.000	0.000	Merged-chr10-89462110-46
Merged-chr7-113378054-39	chr7	113377802	113378391	+	0.000	0.000	Merged-chr7-113378054-39
Merged-chr9-45268867-53	chr9	45268090	45269403	+	0.000	0.000	Merged-chr9-45268867-53
Merged-chr13-113866021-18	chr13	113865780	113866198	+	0.000	0.000	Merged-chr13-113866021-18
Merged-chr4-120951059-1	chr4	120950961	120951159	+	0.000	0.000	Merged-chr4-120951059-1
Merged-chr19-5844986-1	chr19	5844888	5845086	+	0.000	0.000	Merged-chr19-5844986-1
Merged-chr7-67320637-20	chr7	67320378	67320841	+	0.000	0.000	Merged-chr7-67320637-20
Merged-chr14-65806099-56	chr14	65805681	65806382	+	0.000	0.000	Merged-chr14-65806099-56
Merged-chr17-79296540-2	chr17	79296411	79296672	+	0.000	0.000	Merged-chr17-79296540-2
Merged-chr10-118087775-2	chr10	118087677	118087876	+	0.000	0.000	Merged-chr10-118087775-2
Merged-chr7-75821795-19	chr7	75821589	75822014	+	0.000	0.000	Merged-chr7-75821795-19
Merged-chrX-102160370-10	chrX	102160057	102160621	+	0.000	0.000	Merged-chrX-102160370-10
Merged-chr11-101194910-10	chr11	101194680	101195104	+	0.000	0.000	Merged-chr11-101194910-10
