#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_II--ATAC_peaks.bed all.df.numx.c5-DKO_Tfh_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Tfh_vs_WT_Th1.dn.bed
Merged-chr1-37865069-70	chr1	37864844	37865288	+	0.000	0.000	Merged-chr1-37865069-70
Merged-chr2-18524516-29	chr2	18524329	18524770	+	0.000	0.000	Merged-chr2-18524516-29
Merged-chr1-120055701-50	chr1	120055489	120055942	+	0.000	0.000	Merged-chr1-120055701-50
Merged-chr7-89200737-1	chr7	89200639	89200837	+	0.000	0.000	Merged-chr7-89200737-1
Merged-chr8-35433894-19	chr8	35433691	35434167	+	0.000	0.000	Merged-chr8-35433894-19
Merged-chr3-59132317-35	chr3	59132041	59132636	+	0.000	0.000	Merged-chr3-59132317-35
Merged-chr17-47504977-46	chr17	47504687	47505205	+	0.000	0.000	Merged-chr17-47504977-46
Merged-chr19-5257394-33	chr19	5257132	5257685	+	0.000	0.000	Merged-chr19-5257394-33
Merged-chr1-43520918-1	chr1	43520820	43521018	+	0.000	0.000	Merged-chr1-43520918-1
Merged-chr11-98959702-39	chr11	98959535	98959915	+	0.000	0.000	Merged-chr11-98959702-39
Merged-chr6-50452133-1	chr6	50452035	50452233	+	0.000	0.000	Merged-chr6-50452133-1
Merged-chr1-9847836-2	chr1	9847707	9847967	+	0.000	0.000	Merged-chr1-9847836-2
Merged-chr7-140991062-26	chr7	140990689	140991514	+	0.000	0.000	Merged-chr7-140991062-26
Merged-chr15-96708175-7	chr15	96708002	96708405	+	0.000	0.000	Merged-chr15-96708175-7
Merged-chr14-73238769-97	chr14	73238389	73239339	+	0.000	0.000	Merged-chr14-73238769-97
Merged-chr14-73239512-1	chr14	73239414	73239612	+	0.000	0.000	Merged-chr14-73239512-1
Merged-chr1-128359360-82	chr1	128358229	128359878	+	0.000	0.000	Merged-chr1-128359360-82
Merged-chrX-167227086-79	chrX	167226505	167227660	+	0.000	0.000	Merged-chrX-167227086-79
Merged-chr3-89456979-12	chr3	89456754	89457289	+	0.000	0.000	Merged-chr3-89456979-12
Merged-chr15-59315041-54	chr15	59314808	59315370	+	0.000	0.000	Merged-chr15-59315041-54
Merged-chr13-115131589-24	chr13	115131340	115131947	+	0.000	0.000	Merged-chr13-115131589-24
Merged-chr11-98953016-12	chr11	98952862	98953167	+	0.000	0.000	Merged-chr11-98953016-12
Merged-chr11-75240776-2	chr11	75240653	75240901	+	0.000	0.000	Merged-chr11-75240776-2
Merged-chr1-151686910-2	chr1	151686804	151687019	+	0.000	0.000	Merged-chr1-151686910-2
Merged-chr16-58465503-54	chr16	58465038	58466145	+	0.000	0.000	Merged-chr16-58465503-54
Merged-chr10-81550447-2	chr10	81550297	81550600	+	0.000	0.000	Merged-chr10-81550447-2
Merged-chr10-82986438-6	chr10	82986250	82986653	+	0.000	0.000	Merged-chr10-82986438-6
Merged-chr6-128838356-4	chr6	128838253	128838468	+	0.000	0.000	Merged-chr6-128838356-4
Merged-chr3-88453916-96	chr3	88453215	88454422	+	0.000	0.000	Merged-chr3-88453916-96
Merged-chr7-67425669-21	chr7	67425135	67426048	+	0.000	0.000	Merged-chr7-67425669-21
Merged-chr12-16569127-88	chr12	16568531	16569679	+	0.000	0.000	Merged-chr12-16569127-88
Merged-chr1-43474630-75	chr1	43474125	43475040	+	0.000	0.000	Merged-chr1-43474630-75
Merged-chr14-30717039-13	chr14	30716833	30717245	+	0.000	0.000	Merged-chr14-30717039-13
Merged-chr7-38093373-14	chr7	38093216	38093537	+	0.000	0.000	Merged-chr7-38093373-14
Merged-chr5-120648871-127	chr5	120648185	120649314	+	0.000	0.000	Merged-chr5-120648871-127
Merged-chr1-16105977-9	chr1	16105796	16106196	+	0.000	0.000	Merged-chr1-16105977-9
Merged-chr8-33931697-13	chr8	33931433	33931922	+	0.000	0.000	Merged-chr8-33931697-13
Merged-chr6-51586174-3	chr6	51586040	51586322	+	0.000	0.000	Merged-chr6-51586174-3
Merged-chr17-5841153-1	chr17	5841055	5841253	+	0.000	0.000	Merged-chr17-5841153-1
Merged-chr4-59204829-36	chr4	59204639	59205057	+	0.000	0.000	Merged-chr4-59204829-36
Merged-chr13-107890491-165	chr13	107890011	107890980	+	0.000	0.000	Merged-chr13-107890491-165
Merged-chr6-51540676-10	chr6	51540482	51540832	+	0.000	0.000	Merged-chr6-51540676-10
Merged-chr2-158735504-54	chr2	158735233	158735824	+	0.000	0.000	Merged-chr2-158735504-54
Merged-chr17-79379393-46	chr17	79379237	79379609	+	0.000	0.000	Merged-chr17-79379393-46
Merged-chr1-43436889-1	chr1	43436791	43436989	+	0.000	0.000	Merged-chr1-43436889-1
Merged-chr12-73641401-12	chr12	73641262	73641544	+	0.000	0.000	Merged-chr12-73641401-12
Merged-chr6-50417055-62	chr6	50416796	50417300	+	0.000	0.000	Merged-chr6-50417055-62
Merged-chr19-37376124-56	chr19	37375756	37376403	+	0.000	0.000	Merged-chr19-37376124-56
Merged-chr2-32487405-32	chr2	32487123	32487618	+	0.000	0.000	Merged-chr2-32487405-32
Merged-chr6-128837193-1	chr6	128837095	128837293	+	0.000	0.000	Merged-chr6-128837193-1
Merged-chr8-120760094-1	chr8	120759996	120760194	+	0.000	0.000	Merged-chr8-120760094-1
Merged-chr12-17257057-21	chr12	17256839	17257300	+	0.000	0.000	Merged-chr12-17257057-21
Merged-chr1-153130055-45	chr1	153129768	153130363	+	0.000	0.000	Merged-chr1-153130055-45
Merged-chr10-128231276-2	chr10	128231165	128231390	+	0.000	0.000	Merged-chr10-128231276-2
Merged-chr6-122741375-12	chr6	122741122	122741652	+	0.000	0.000	Merged-chr6-122741375-12
Merged-chr10-99085159-29	chr10	99084901	99085394	+	0.000	0.000	Merged-chr10-99085159-29
Merged-chr12-69412167-34	chr12	69411973	69412464	+	0.000	0.000	Merged-chr12-69412167-34
Merged-chr3-146121713-45	chr3	146121539	146121938	+	0.000	0.000	Merged-chr3-146121713-45
Merged-chr5-21044166-51	chr5	21043648	21044827	+	0.000	0.000	Merged-chr5-21044166-51
Merged-chr1-43540017-49	chr1	43539812	43540265	+	0.000	0.000	Merged-chr1-43540017-49
Merged-chr14-61328000-58	chr14	61327626	61328235	+	0.000	0.000	Merged-chr14-61328000-58
Merged-chr3-89459176-81	chr3	89458768	89459427	+	0.000	0.000	Merged-chr3-89459176-81
Merged-chr6-97417201-28	chr6	97416993	97417433	+	0.000	0.000	Merged-chr6-97417201-28
Merged-chr7-38227770-72	chr7	38227522	38228132	+	0.000	0.000	Merged-chr7-38227770-72
Merged-chr6-115989651-28	chr6	115989396	115989906	+	0.000	0.000	Merged-chr6-115989651-28
Merged-chr11-106994404-9	chr11	106994196	106994642	+	0.000	0.000	Merged-chr11-106994404-9
Merged-chr14-73253840-37	chr14	73253606	73254117	+	0.000	0.000	Merged-chr14-73253840-37
Merged-chr15-80631459-1	chr15	80631361	80631559	+	0.000	0.000	Merged-chr15-80631459-1
Merged-chr15-80572443-63	chr15	80572165	80572792	+	0.000	0.000	Merged-chr15-80572443-63
Merged-chr4-120959527-5	chr4	120959362	120959707	+	0.000	0.000	Merged-chr4-120959527-5
Merged-chr5-100485645-6	chr5	100485507	100485795	+	0.000	0.000	Merged-chr5-100485645-6
Merged-chr15-97843455-26	chr15	97843267	97843836	+	0.000	0.000	Merged-chr15-97843455-26
Merged-chr8-35426354-16	chr8	35426162	35426565	+	0.000	0.000	Merged-chr8-35426354-16
Merged-chr10-118110099-23	chr10	118109903	118110324	+	0.000	0.000	Merged-chr10-118110099-23
Merged-chr11-95384684-68	chr11	95384491	95384900	+	0.000	0.000	Merged-chr11-95384684-68
Merged-chr8-120716115-9	chr8	120715962	120716271	+	0.000	0.000	Merged-chr8-120716115-9
Merged-chr18-55841714-1	chr18	55841616	55841814	+	0.000	0.000	Merged-chr18-55841714-1
Merged-chr7-127144596-50	chr7	127144369	127144820	+	0.000	0.000	Merged-chr7-127144596-50
Merged-chr11-120630995-1	chr11	120630897	120631095	+	0.000	0.000	Merged-chr11-120630995-1
Merged-chr8-124150798-11	chr8	124150626	124150958	+	0.000	0.000	Merged-chr8-124150798-11
Merged-chr6-122269305-33	chr6	122269007	122269507	+	0.000	0.000	Merged-chr6-122269305-33
Merged-chr11-83640282-44	chr11	83640005	83640685	+	0.000	0.000	Merged-chr11-83640282-44
Merged-chr7-75787569-16	chr7	75787387	75787739	+	0.000	0.000	Merged-chr7-75787569-16
Merged-chr3-27067455-6	chr3	27067239	27067589	+	0.000	0.000	Merged-chr3-27067455-6
Merged-chr1-161735705-4	chr1	161735583	161735840	+	0.000	0.000	Merged-chr1-161735705-4
Merged-chr3-19305697-23	chr3	19305488	19305923	+	0.000	0.000	Merged-chr3-19305697-23
Merged-chr7-66197224-72	chr7	66196909	66197517	+	0.000	0.000	Merged-chr7-66197224-72
Merged-chr4-134683033-16	chr4	134682785	134683359	+	0.000	0.000	Merged-chr4-134683033-16
Merged-chr7-44741502-14	chr7	44741340	44741664	+	0.000	0.000	Merged-chr7-44741502-14
Merged-chr4-109666142-157	chr4	109665407	109666482	+	0.000	0.000	Merged-chr4-109666142-157
Merged-chr8-124231589-59	chr8	124231308	124231942	+	0.000	0.000	Merged-chr8-124231589-59
Merged-chr2-25224699-69	chr2	25224461	25224875	+	0.000	0.000	Merged-chr2-25224699-69
Merged-chr11-69045827-44	chr11	69045491	69046172	+	0.000	0.000	Merged-chr11-69045827-44
Merged-chr11-21253599-7	chr11	21253403	21253777	+	0.000	0.000	Merged-chr11-21253599-7
Merged-chr2-60867771-113	chr2	60867175	60868542	+	0.000	0.000	Merged-chr2-60867771-113
Merged-chr19-56393626-15	chr19	56393442	56393796	+	0.000	0.000	Merged-chr19-56393626-15
Merged-chr5-124029380-3	chr5	124029252	124029520	+	0.000	0.000	Merged-chr5-124029380-3
Merged-chr12-25098787-49	chr12	25098569	25099165	+	0.000	0.000	Merged-chr12-25098787-49
Merged-chr5-67418777-17	chr5	67418592	67419048	+	0.000	0.000	Merged-chr5-67418777-17
Merged-chr1-153238219-13	chr1	153237987	153238383	+	0.000	0.000	Merged-chr1-153238219-13
Merged-chr1-161787605-1	chr1	161787507	161787705	+	0.000	0.000	Merged-chr1-161787605-1
Merged-chr6-122740176-23	chr6	122739951	122740408	+	0.000	0.000	Merged-chr6-122740176-23
Merged-chr1-171771592-84	chr1	171770916	171772567	+	0.000	0.000	Merged-chr1-171771592-84
Merged-chr5-112242517-49	chr5	112242276	112242735	+	0.000	0.000	Merged-chr5-112242517-49
Merged-chr2-35729635-16	chr2	35729410	35730085	+	0.000	0.000	Merged-chr2-35729635-16
Merged-chr7-88318941-12	chr7	88318774	88319213	+	0.000	0.000	Merged-chr7-88318941-12
Merged-chr12-112692822-1	chr12	112692724	112692922	+	0.000	0.000	Merged-chr12-112692822-1
Merged-chr5-140609850-28	chr5	140609569	140610273	+	0.000	0.000	Merged-chr5-140609850-28
Merged-chr7-141010285-1	chr7	141010187	141010385	+	0.000	0.000	Merged-chr7-141010285-1
Merged-chr17-79354846-10	chr17	79354706	79354992	+	0.000	0.000	Merged-chr17-79354846-10
Merged-chr9-48817420-28	chr9	48817156	48817589	+	0.000	0.000	Merged-chr9-48817420-28
Merged-chr15-34237471-2	chr15	34237330	34237614	+	0.000	0.000	Merged-chr15-34237471-2
Merged-chr19-8926872-10	chr19	8926698	8927042	+	0.000	0.000	Merged-chr19-8926872-10
Merged-chr6-122295390-9	chr6	122295160	122295638	+	0.000	0.000	Merged-chr6-122295390-9
Merged-chr9-106371968-17	chr9	106371651	106372130	+	0.000	0.000	Merged-chr9-106371968-17
Merged-chr2-25180911-83	chr2	25180468	25181351	+	0.000	0.000	Merged-chr2-25180911-83
Merged-chr9-94078373-1	chr9	94078275	94078473	+	0.000	0.000	Merged-chr9-94078373-1
Merged-chr2-3284320-138	chr2	3283894	3284581	+	0.000	0.000	Merged-chr2-3284320-138
Merged-chr12-32285209-18	chr12	32285013	32285441	+	0.000	0.000	Merged-chr12-32285209-18
Merged-chr7-90146414-51	chr7	90146014	90146739	+	0.000	0.000	Merged-chr7-90146414-51
Merged-chr5-32104376-51	chr5	32104173	32104605	+	0.000	0.000	Merged-chr5-32104376-51
Merged-chr7-126759483-50	chr7	126759047	126759799	+	0.000	0.000	Merged-chr7-126759483-50
Merged-chr12-116405371-63	chr12	116405056	116405595	+	0.000	0.000	Merged-chr12-116405371-63
Merged-chr2-154570093-4	chr2	154569979	154570214	+	0.000	0.000	Merged-chr2-154570093-4
Merged-chr14-78732002-4	chr14	78731825	78732227	+	0.000	0.000	Merged-chr14-78732002-4
Merged-chr4-132778945-22	chr4	132778662	132779196	+	0.000	0.000	Merged-chr4-132778945-22
Merged-chr8-33603131-19	chr8	33602998	33603266	+	0.000	0.000	Merged-chr8-33603131-19
Merged-chr5-107684494-1	chr5	107684396	107684594	+	0.000	0.000	Merged-chr5-107684494-1
Merged-chr4-46564109-30	chr4	46563924	46564379	+	0.000	0.000	Merged-chr4-46564109-30
Merged-chr11-46421538-60	chr11	46421244	46421869	+	0.000	0.000	Merged-chr11-46421538-60
Merged-chr10-77288922-8	chr10	77288780	77289104	+	0.000	0.000	Merged-chr10-77288922-8
Merged-chr10-7667535-49	chr10	7667290	7667802	+	0.000	0.000	Merged-chr10-7667535-49
Merged-chr16-46022516-69	chr16	46022201	46022813	+	0.000	0.000	Merged-chr16-46022516-69
Merged-chr7-80425825-1	chr7	80425727	80425925	+	0.000	0.000	Merged-chr7-80425825-1
Merged-chr12-24710864-1	chr12	24710766	24710964	+	0.000	0.000	Merged-chr12-24710864-1
Merged-chr13-19619635-32	chr13	19619397	19619892	+	0.000	0.000	Merged-chr13-19619635-32
Merged-chr4-103093936-18	chr4	103093762	103094123	+	0.000	0.000	Merged-chr4-103093936-18
Merged-chr17-73952254-58	chr17	73952022	73952520	+	0.000	0.000	Merged-chr17-73952254-58
Merged-chr1-43475284-1	chr1	43475186	43475384	+	0.000	0.000	Merged-chr1-43475284-1
Merged-chr10-117906589-68	chr10	117906235	117906855	+	0.000	0.000	Merged-chr10-117906589-68
Merged-chr17-86801996-47	chr17	86801737	86802259	+	0.000	0.000	Merged-chr17-86801996-47
Merged-chr1-120265266-63	chr1	120265001	120265528	+	0.000	0.000	Merged-chr1-120265266-63
Merged-chr4-134714108-20	chr4	134713878	134714503	+	0.000	0.000	Merged-chr4-134714108-20
Merged-chr15-75085658-7	chr15	75085533	75085793	+	0.000	0.000	Merged-chr15-75085658-7
Merged-chr11-120632981-1	chr11	120632883	120633081	+	0.000	0.000	Merged-chr11-120632981-1
Merged-chr7-105399855-131	chr7	105399587	105400384	+	0.000	0.000	Merged-chr7-105399855-131
Merged-chr1-170977420-4	chr1	170977292	170977557	+	0.000	0.000	Merged-chr1-170977420-4
Merged-chr8-105801857-10	chr8	105801607	105802064	+	0.000	0.000	Merged-chr8-105801857-10
Merged-chr13-24988665-13	chr13	24988405	24988850	+	0.000	0.000	Merged-chr13-24988665-13
Merged-chr7-127136324-1	chr7	127136226	127136424	+	0.000	0.000	Merged-chr7-127136324-1
Merged-chr15-93229270-37	chr15	93228962	93229489	+	0.000	0.000	Merged-chr15-93229270-37
Merged-chr2-25148103-14	chr2	25147914	25148336	+	0.000	0.000	Merged-chr2-25148103-14
Merged-chr1-151564558-27	chr1	151564316	151564772	+	0.000	0.000	Merged-chr1-151564558-27
Merged-chr5-67437495-24	chr5	67437313	67437716	+	0.000	0.000	Merged-chr5-67437495-24
Merged-chr5-66140136-28	chr5	66139773	66140573	+	0.000	0.000	Merged-chr5-66140136-28
Merged-chr15-76710526-48	chr15	76710244	76710824	+	0.000	0.000	Merged-chr15-76710526-48
Merged-chr19-37333490-26	chr19	37333327	37333713	+	0.000	0.000	Merged-chr19-37333490-26
Merged-chr2-158732978-1	chr2	158732880	158733078	+	0.000	0.000	Merged-chr2-158732978-1
Merged-chr10-118446344-23	chr10	118446106	118446597	+	0.000	0.000	Merged-chr10-118446344-23
Merged-chr7-19910963-25	chr7	19910748	19911205	+	0.000	0.000	Merged-chr7-19910963-25
Merged-chr1-43482907-14	chr1	43482715	43483139	+	0.000	0.000	Merged-chr1-43482907-14
Merged-chr13-5864867-1	chr13	5864769	5864967	+	0.000	0.000	Merged-chr13-5864867-1
Merged-chr6-115994893-69	chr6	115994359	115995234	+	0.000	0.000	Merged-chr6-115994893-69
Merged-chr16-64759519-1	chr16	64759421	64759619	+	0.000	0.000	Merged-chr16-64759519-1
Merged-chr9-21244450-1	chr9	21244352	21244550	+	0.000	0.000	Merged-chr9-21244450-1
Merged-chr4-145224828-1	chr4	145224730	145224928	+	0.000	0.000	Merged-chr4-145224828-1
Merged-chr5-66075257-56	chr5	66075054	66075455	+	0.000	0.000	Merged-chr5-66075257-56
Merged-chr4-9641110-10	chr4	9640796	9641347	+	0.000	0.000	Merged-chr4-9641110-10
Merged-chr7-66180398-100	chr7	66179807	66180739	+	0.000	0.000	Merged-chr7-66180398-100
Merged-chr5-33652283-110	chr5	33651967	33652578	+	0.000	0.000	Merged-chr5-33652283-110
Merged-chr9-123761041-31	chr9	123760832	123761281	+	0.000	0.000	Merged-chr9-123761041-31
Merged-chr14-73124034-46	chr14	73123817	73124321	+	0.000	0.000	Merged-chr14-73124034-46
Merged-chr19-53338883-3	chr19	53338774	53339001	+	0.000	0.000	Merged-chr19-53338883-3
Merged-chr16-75906879-48	chr16	75906630	75907107	+	0.000	0.000	Merged-chr16-75906879-48
Merged-chr5-4104538-75	chr5	4104269	4104893	+	0.000	0.000	Merged-chr5-4104538-75
Merged-chr3-109027393-92	chr3	109027029	109027942	+	0.000	0.000	Merged-chr3-109027393-92
Merged-chr11-98944358-2	chr11	98944258	98944461	+	0.000	0.000	Merged-chr11-98944358-2
Merged-chrX-77801758-16	chrX	77801517	77801984	+	0.000	0.000	Merged-chrX-77801758-16
Merged-chr11-115564290-52	chr11	115564009	115564595	+	0.000	0.000	Merged-chr11-115564290-52
Merged-chr7-48881197-86	chr7	48880851	48881600	+	0.000	0.000	Merged-chr7-48881197-86
Merged-chr5-136929293-20	chr5	136929099	136929490	+	0.000	0.000	Merged-chr5-136929293-20
Merged-chr8-33636764-22	chr8	33636430	33636951	+	0.000	0.000	Merged-chr8-33636764-22
Merged-chr16-64799944-2	chr16	64799846	64800044	+	0.000	0.000	Merged-chr16-64799944-2
Merged-chr9-120055033-46	chr9	120054827	120055257	+	0.000	0.000	Merged-chr9-120055033-46
Merged-chr4-41773141-1	chr4	41773043	41773241	+	0.000	0.000	Merged-chr4-41773141-1
Merged-chr2-18343725-11	chr2	18343533	18343954	+	0.000	0.000	Merged-chr2-18343725-11
Merged-chr11-107470208-115	chr11	107469002	107470994	+	0.000	0.000	Merged-chr11-107470208-115
Merged-chr15-55906443-143	chr15	55905906	55906722	+	0.000	0.000	Merged-chr15-55906443-143
Merged-chr10-77623314-2	chr10	77623208	77623422	+	0.000	0.000	Merged-chr10-77623314-2
Merged-chr1-97623545-45	chr1	97623228	97623732	+	0.000	0.000	Merged-chr1-97623545-45
Merged-chr4-15286136-5	chr4	15285999	15286267	+	0.000	0.000	Merged-chr4-15286136-5
Merged-chr1-43446926-7	chr1	43446788	43447115	+	0.000	0.000	Merged-chr1-43446926-7
Merged-chr9-124039143-13	chr9	124038984	124039337	+	0.000	0.000	Merged-chr9-124039143-13
Merged-chr8-106017356-24	chr8	106017191	106017607	+	0.000	0.000	Merged-chr8-106017356-24
Merged-chr15-80012139-10	chr15	80011970	80012339	+	0.000	0.000	Merged-chr15-80012139-10
Merged-chr11-115477851-75	chr11	115477482	115478096	+	0.000	0.000	Merged-chr11-115477851-75
Merged-chr1-153101655-26	chr1	153101461	153101876	+	0.000	0.000	Merged-chr1-153101655-26
Merged-chr7-128184822-3	chr7	128184704	128184952	+	0.000	0.000	Merged-chr7-128184822-3
Merged-chr2-80579477-19	chr2	80579246	80579689	+	0.000	0.000	Merged-chr2-80579477-19
Merged-chr4-138447600-30	chr4	138447338	138447811	+	0.000	0.000	Merged-chr4-138447600-30
Merged-chr19-40661209-23	chr19	40660979	40661480	+	0.000	0.000	Merged-chr19-40661209-23
Merged-chr5-74348625-55	chr5	74348361	74348899	+	0.000	0.000	Merged-chr5-74348625-55
Merged-chr4-133601958-40	chr4	133601686	133602204	+	0.000	0.000	Merged-chr4-133601958-40
Merged-chr12-73693456-30	chr12	73693190	73693681	+	0.000	0.000	Merged-chr12-73693456-30
Merged-chr3-19258744-53	chr3	19258487	19259052	+	0.000	0.000	Merged-chr3-19258744-53
Merged-chrX-164027245-2	chrX	164027147	164027345	+	0.000	0.000	Merged-chrX-164027245-2
Merged-chr3-107807489-31	chr3	107807145	107807703	+	0.000	0.000	Merged-chr3-107807489-31
Merged-chr7-110202943-8	chr7	110202721	110203384	+	0.000	0.000	Merged-chr7-110202943-8
Merged-chr5-137705432-32	chr5	137705262	137705598	+	0.000	0.000	Merged-chr5-137705432-32
Merged-chr7-63922467-1	chr7	63922369	63922567	+	0.000	0.000	Merged-chr7-63922467-1
Merged-chr10-99107593-160	chr10	99107363	99107844	+	0.000	0.000	Merged-chr10-99107593-160
Merged-chr7-44748552-57	chr7	44748335	44748784	+	0.000	0.000	Merged-chr7-44748552-57
Merged-chr17-48432807-17	chr17	48432647	48432944	+	0.000	0.000	Merged-chr17-48432807-17
Merged-chr17-23745762-1	chr17	23745664	23745862	+	0.000	0.000	Merged-chr17-23745762-1
Merged-chr7-28605979-11	chr7	28605839	28606149	+	0.000	0.000	Merged-chr7-28605979-11
Merged-chr3-79504650-9	chr3	79504477	79504871	+	0.000	0.000	Merged-chr3-79504650-9
Merged-chr12-32203958-35	chr12	32203788	32204168	+	0.000	0.000	Merged-chr12-32203958-35
Merged-chr19-41332408-11	chr19	41332244	41332605	+	0.000	0.000	Merged-chr19-41332408-11
Merged-chr7-75795153-56	chr7	75794457	75795587	+	0.000	0.000	Merged-chr7-75795153-56
Merged-chr6-48725705-47	chr6	48725494	48726037	+	0.000	0.000	Merged-chr6-48725705-47
Merged-chr5-67404737-28	chr5	67404400	67405131	+	0.000	0.000	Merged-chr5-67404737-28
Merged-chr7-110221778-96	chr7	110221522	110222038	+	0.000	0.000	Merged-chr7-110221778-96
Merged-chr12-69386789-3	chr12	69386635	69386918	+	0.000	0.000	Merged-chr12-69386789-3
Merged-chr10-75566499-3	chr10	75566317	75566741	+	0.000	0.000	Merged-chr10-75566499-3
Merged-chr6-130235815-5	chr6	130235658	130235997	+	0.000	0.000	Merged-chr6-130235815-5
Merged-chr4-117189989-101	chr4	117189793	117190303	+	0.000	0.000	Merged-chr4-117189989-101
Merged-chr10-118461532-37	chr10	118461235	118461778	+	0.000	0.000	Merged-chr10-118461532-37
Merged-chr1-92831639-72	chr1	92831288	92832023	+	0.000	0.000	Merged-chr1-92831639-72
Merged-chr1-135132862-98	chr1	135132519	135133256	+	0.000	0.000	Merged-chr1-135132862-98
Merged-chr9-114761950-4	chr9	114761783	114762105	+	0.000	0.000	Merged-chr9-114761950-4
Merged-chr10-118007304-63	chr10	118007079	118007522	+	0.000	0.000	Merged-chr10-118007304-63
Merged-chr1-60567269-3	chr1	60567056	60567463	+	0.000	0.000	Merged-chr1-60567269-3
Merged-chr6-115853380-61	chr6	115853179	115853758	+	0.000	0.000	Merged-chr6-115853380-61
Merged-chr3-104784379-10	chr3	104784208	104784554	+	0.000	0.000	Merged-chr3-104784379-10
Merged-chr8-70619084-21	chr8	70618892	70619297	+	0.000	0.000	Merged-chr8-70619084-21
Merged-chr11-63914482-33	chr11	63914199	63914663	+	0.000	0.000	Merged-chr11-63914482-33
Merged-chr19-41377174-2	chr19	41377052	41377298	+	0.000	0.000	Merged-chr19-41377174-2
Merged-chr11-11772227-1	chr11	11772129	11772327	+	0.000	0.000	Merged-chr11-11772227-1
Merged-chr9-106369380-1	chr9	106369282	106369480	+	0.000	0.000	Merged-chr9-106369380-1
Merged-chr2-164943047-31	chr2	164942825	164943255	+	0.000	0.000	Merged-chr2-164943047-31
Merged-chr11-76891727-43	chr11	76891201	76892242	+	0.000	0.000	Merged-chr11-76891727-43
Merged-chr11-97986398-8	chr11	97986197	97986647	+	0.000	0.000	Merged-chr11-97986398-8
Merged-chr12-32202872-9	chr12	32202667	32203035	+	0.000	0.000	Merged-chr12-32202872-9
Merged-chrX-167147015-87	chrX	167146562	167147952	+	0.000	0.000	Merged-chrX-167147015-87
Merged-chr14-78699403-40	chr14	78699145	78699639	+	0.000	0.000	Merged-chr14-78699403-40
Merged-chr8-83997144-69	chr8	83996785	83997474	+	0.000	0.000	Merged-chr8-83997144-69
Merged-chr15-96696909-28	chr15	96696434	96697363	+	0.000	0.000	Merged-chr15-96696909-28
Merged-chr7-66104804-17	chr7	66104527	66104998	+	0.000	0.000	Merged-chr7-66104804-17
Merged-chr9-22388345-1	chr9	22388247	22388445	+	0.000	0.000	Merged-chr9-22388345-1
Merged-chr4-46560470-31	chr4	46560294	46560770	+	0.000	0.000	Merged-chr4-46560470-31
Merged-chr11-121703125-113	chr11	121702254	121703944	+	0.000	0.000	Merged-chr11-121703125-113
Merged-chr7-109985698-1	chr7	109985600	109985798	+	0.000	0.000	Merged-chr7-109985698-1
Merged-chr5-137684690-53	chr5	137684378	137684930	+	0.000	0.000	Merged-chr5-137684690-53
Merged-chr7-126289568-12	chr7	126289438	126289715	+	0.000	0.000	Merged-chr7-126289568-12
Merged-chr11-49974031-4	chr11	49973868	49974256	+	0.000	0.000	Merged-chr11-49974031-4
Merged-chr1-172311226-24	chr1	172311032	172311456	+	0.000	0.000	Merged-chr1-172311226-24
Merged-chr6-97531148-12	chr6	97530933	97531446	+	0.000	0.000	Merged-chr6-97531148-12
Merged-chr9-124101060-3	chr9	124100954	124101166	+	0.000	0.000	Merged-chr9-124101060-3
Merged-chrX-7308441-13	chrX	7308266	7308629	+	0.000	0.000	Merged-chrX-7308441-13
Merged-chr13-23555593-105	chr13	23555023	23555867	+	0.000	0.000	Merged-chr13-23555593-105
Merged-chr3-59261558-2	chr3	59261460	59261658	+	0.000	0.000	Merged-chr3-59261558-2
Merged-chr19-53313038-4	chr19	53312935	53313140	+	0.000	0.000	Merged-chr19-53313038-4
Merged-chr3-59129783-11	chr3	59129575	59129978	+	0.000	0.000	Merged-chr3-59129783-11
Merged-chr10-117897934-3	chr10	117897804	117898069	+	0.000	0.000	Merged-chr10-117897934-3
Merged-chr5-100476590-14	chr5	100476359	100476744	+	0.000	0.000	Merged-chr5-100476590-14
Merged-chr17-35731700-41	chr17	35731054	35732289	+	0.000	0.000	Merged-chr17-35731700-41
Merged-chr7-128238195-129	chr7	128237668	128238584	+	0.000	0.000	Merged-chr7-128238195-129
Merged-chr8-117053387-18	chr8	117053168	117053590	+	0.000	0.000	Merged-chr8-117053387-18
Merged-chr3-88476622-1	chr3	88476524	88476722	+	0.000	0.000	Merged-chr3-88476622-1
Merged-chr8-33898095-27	chr8	33897617	33898419	+	0.000	0.000	Merged-chr8-33898095-27
Merged-chr14-67993349-29	chr14	67993066	67993693	+	0.000	0.000	Merged-chr14-67993349-29
Merged-chr9-107296279-104	chr9	107295681	107296922	+	0.000	0.000	Merged-chr9-107296279-104
Merged-chr8-33599880-76	chr8	33599591	33600320	+	0.000	0.000	Merged-chr8-33599880-76
Merged-chr7-44547248-9	chr7	44547059	44547407	+	0.000	0.000	Merged-chr7-44547248-9
Merged-chr11-46446267-3	chr11	46446118	46446433	+	0.000	0.000	Merged-chr11-46446267-3
Merged-chr17-35837655-1	chr17	35837557	35837755	+	0.000	0.000	Merged-chr17-35837655-1
