#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TH1_Associated--ATAC_peaks.bed all.df.numx.c5-DKO_Th1_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Th1_vs_WT_Tfh.dn.bed
Merged-chr7-88259865-2	chr7	88259700	88260032	+	0.000	0.000	Merged-chr7-88259865-2
Merged-chr17-79296540-2	chr17	79296411	79296672	+	0.000	0.000	Merged-chr17-79296540-2
Merged-chr15-31166801-87	chr15	31166400	31167098	+	0.000	0.000	Merged-chr15-31166801-87
Merged-chr3-145938164-54	chr3	145937879	145938384	+	0.000	0.000	Merged-chr3-145938164-54
Merged-chr1-135729206-62	chr1	135728917	135729751	+	0.000	0.000	Merged-chr1-135729206-62
Merged-chr10-118087775-2	chr10	118087677	118087876	+	0.000	0.000	Merged-chr10-118087775-2
Merged-chr7-75821795-19	chr7	75821589	75822014	+	0.000	0.000	Merged-chr7-75821795-19
Merged-chr2-99749449-1	chr2	99749351	99749549	+	0.000	0.000	Merged-chr2-99749449-1
Merged-chr9-44018069-13	chr9	44017934	44018244	+	0.000	0.000	Merged-chr9-44018069-13
Merged-chrX-102160370-10	chrX	102160057	102160621	+	0.000	0.000	Merged-chrX-102160370-10
Merged-chr5-32055860-1	chr5	32055762	32055960	+	0.000	0.000	Merged-chr5-32055860-1
Merged-chr13-45827627-7	chr13	45827470	45827780	+	0.000	0.000	Merged-chr13-45827627-7
Merged-chr8-57576873-13	chr8	57576739	57577140	+	0.000	0.000	Merged-chr8-57576873-13
Merged-chr17-74159677-34	chr17	74159497	74159927	+	0.000	0.000	Merged-chr17-74159677-34
Merged-chr6-54120248-58	chr6	54119641	54120652	+	0.000	0.000	Merged-chr6-54120248-58
Merged-chr2-109378237-2	chr2	109378139	109378337	+	0.000	0.000	Merged-chr2-109378237-2
Merged-chr2-148902521-46	chr2	148902244	148902811	+	0.000	0.000	Merged-chr2-148902521-46
Merged-chr12-100908082-2	chr12	100907897	100908269	+	0.000	0.000	Merged-chr12-100908082-2
Merged-chr8-18946127-20	chr8	18945711	18946348	+	0.000	0.000	Merged-chr8-18946127-20
Merged-chr12-70713725-41	chr12	70713389	70714026	+	0.000	0.000	Merged-chr12-70713725-41
Merged-chr15-98744008-46	chr15	98743852	98744349	+	0.000	0.000	Merged-chr15-98744008-46
Merged-chr15-81960321-1	chr15	81960223	81960421	+	0.000	0.000	Merged-chr15-81960321-1
Merged-chr5-135149423-77	chr5	135149185	135149682	+	0.000	0.000	Merged-chr5-135149423-77
Merged-chr10-41478018-1	chr10	41477920	41478118	+	0.000	0.000	Merged-chr10-41478018-1
Merged-chr19-53313876-147	chr19	53313161	53314745	+	0.000	0.000	Merged-chr19-53313876-147
Merged-chr6-135501519-1	chr6	135501421	135501619	+	0.000	0.000	Merged-chr6-135501519-1
Merged-chr18-56358977-40	chr18	56358731	56359258	+	0.000	0.000	Merged-chr18-56358977-40
Merged-chr1-120074241-1	chr1	120074143	120074341	+	0.000	0.000	Merged-chr1-120074241-1
Merged-chr2-60881249-79	chr2	60880986	60881461	+	0.000	0.000	Merged-chr2-60881249-79
Merged-chr16-58514675-26	chr16	58514334	58514873	+	0.000	0.000	Merged-chr16-58514675-26
Merged-chr15-80576638-1	chr15	80576540	80576738	+	0.000	0.000	Merged-chr15-80576638-1
Merged-chr8-13685893-6	chr8	13685733	13686048	+	0.000	0.000	Merged-chr8-13685893-6
Merged-chr6-67399821-40	chr6	67399639	67400012	+	0.000	0.000	Merged-chr6-67399821-40
Merged-chr1-21052360-12	chr1	21052165	21052576	+	0.000	0.000	Merged-chr1-21052360-12
Merged-chr1-9850734-3	chr1	9850602	9850877	+	0.000	0.000	Merged-chr1-9850734-3
Merged-chr3-101233598-27	chr3	101233376	101233747	+	0.000	0.000	Merged-chr3-101233598-27
Merged-chr13-63431477-108	chr13	63431238	63431734	+	0.000	0.000	Merged-chr13-63431477-108
Merged-chr1-131006286-18	chr1	131006030	131006464	+	0.000	0.000	Merged-chr1-131006286-18
Merged-chr6-124903872-48	chr6	124903623	124904108	+	0.000	0.000	Merged-chr6-124903872-48
Merged-chr5-112298638-39	chr5	112298397	112298888	+	0.000	0.000	Merged-chr5-112298638-39
Merged-chr4-114986934-83	chr4	114986706	114987184	+	0.000	0.000	Merged-chr4-114986934-83
Merged-chr13-8885796-61	chr13	8885614	8885988	+	0.000	0.000	Merged-chr13-8885796-61
Merged-chr11-102245231-11	chr11	102245077	102245383	+	0.000	0.000	Merged-chr11-102245231-11
Merged-chr3-75557381-3	chr3	75557283	75557481	+	0.000	0.000	Merged-chr3-75557381-3
Merged-chr7-48879663-3	chr7	48879542	48879779	+	0.000	0.000	Merged-chr7-48879663-3
Merged-chr5-8985734-11	chr5	8985555	8985905	+	0.000	0.000	Merged-chr5-8985734-11
Merged-chr1-159911218-36	chr1	159911005	159911610	+	0.000	0.000	Merged-chr1-159911218-36
Merged-chr17-26886283-27	chr17	26885937	26886482	+	0.000	0.000	Merged-chr17-26886283-27
Merged-chr13-29979339-43	chr13	29978961	29979741	+	0.000	0.000	Merged-chr13-29979339-43
Merged-chr13-23734534-7	chr13	23734388	23734680	+	0.000	0.000	Merged-chr13-23734534-7
Merged-chr18-70420444-40	chr18	70420229	70420685	+	0.000	0.000	Merged-chr18-70420444-40
Merged-chr9-37348351-59	chr9	37348103	37348658	+	0.000	0.000	Merged-chr9-37348351-59
Merged-chr1-175863387-1	chr1	175863289	175863487	+	0.000	0.000	Merged-chr1-175863387-1
Merged-chr3-108444779-133	chr3	108444564	108445224	+	0.000	0.000	Merged-chr3-108444779-133
Merged-chr14-20929476-97	chr14	20929055	20929736	+	0.000	0.000	Merged-chr14-20929476-97
Merged-chr1-54874301-4	chr1	54874163	54874466	+	0.000	0.000	Merged-chr1-54874301-4
Merged-chr9-83834539-74	chr9	83834232	83834850	+	0.000	0.000	Merged-chr9-83834539-74
Merged-chr1-120197360-57	chr1	120196907	120197671	+	0.000	0.000	Merged-chr1-120197360-57
Merged-chrX-164419755-68	chrX	164419543	164420069	+	0.000	0.000	Merged-chrX-164419755-68
Merged-chrX-140456761-74	chrX	140456230	140457262	+	0.000	0.000	Merged-chrX-140456761-74
Merged-chr3-69005363-112	chr3	69005060	69005679	+	0.000	0.000	Merged-chr3-69005363-112
Merged-chr8-84872739-1	chr8	84872641	84872839	+	0.000	0.000	Merged-chr8-84872739-1
Merged-chr11-107449414-20	chr11	107449209	107449652	+	0.000	0.000	Merged-chr11-107449414-20
Merged-chr2-45197380-25	chr2	45196813	45197644	+	0.000	0.000	Merged-chr2-45197380-25
Merged-chr9-120078496-7	chr9	120078302	120078670	+	0.000	0.000	Merged-chr9-120078496-7
Merged-chr1-134987799-42	chr1	134987586	134988016	+	0.000	0.000	Merged-chr1-134987799-42
Merged-chr5-105518416-1	chr5	105518318	105518516	+	0.000	0.000	Merged-chr5-105518416-1
Merged-chr19-7241194-51	chr19	7240897	7241422	+	0.000	0.000	Merged-chr19-7241194-51
Merged-chr3-144253083-46	chr3	144252682	144253361	+	0.000	0.000	Merged-chr3-144253083-46
Merged-chr7-142456264-1	chr7	142456166	142456364	+	0.000	0.000	Merged-chr7-142456264-1
Merged-chr2-9659057-26	chr2	9658854	9659345	+	0.000	0.000	Merged-chr2-9659057-26
Merged-chr5-34526064-63	chr5	34525811	34526334	+	0.000	0.000	Merged-chr5-34526064-63
Merged-chr5-150540130-8	chr5	150539942	150540304	+	0.000	0.000	Merged-chr5-150540130-8
Merged-chr5-8456696-26	chr5	8456416	8456871	+	0.000	0.000	Merged-chr5-8456696-26
Merged-chr2-9691947-64	chr2	9691587	9692299	+	0.000	0.000	Merged-chr2-9691947-64
Merged-chr10-110920143-70	chr10	110919777	110920365	+	0.000	0.000	Merged-chr10-110920143-70
Merged-chr1-60903295-3	chr1	60903143	60903459	+	0.000	0.000	Merged-chr1-60903295-3
Merged-chr8-70618591-1	chr8	70618493	70618691	+	0.000	0.000	Merged-chr8-70618591-1
Merged-chr9-120056363-44	chr9	120056186	120056591	+	0.000	0.000	Merged-chr9-120056363-44
Merged-chr16-44347473-58	chr16	44347223	44347765	+	0.000	0.000	Merged-chr16-44347473-58
Merged-chr10-44529535-56	chr10	44529260	44529778	+	0.000	0.000	Merged-chr10-44529535-56
Merged-chr10-43901598-80	chr10	43901326	43902008	+	0.000	0.000	Merged-chr10-43901598-80
Merged-chr9-44379436-63	chr9	44379071	44379749	+	0.000	0.000	Merged-chr9-44379436-63
Merged-chr18-14682022-2	chr18	14681886	14682160	+	0.000	0.000	Merged-chr18-14682022-2
Merged-chr12-118359478-26	chr12	118359300	118359667	+	0.000	0.000	Merged-chr12-118359478-26
Merged-chr7-90410085-21	chr7	90409921	90410308	+	0.000	0.000	Merged-chr7-90410085-21
Merged-chr14-72985384-7	chr14	72985182	72985598	+	0.000	0.000	Merged-chr14-72985384-7
Merged-chr7-25848293-34	chr7	25848067	25848535	+	0.000	0.000	Merged-chr7-25848293-34
Merged-chr2-128127949-3	chr2	128127845	128128062	+	0.000	0.000	Merged-chr2-128127949-3
Merged-chr1-91621373-6	chr1	91621217	91621520	+	0.000	0.000	Merged-chr1-91621373-6
Merged-chr8-115531430-21	chr8	115531244	115531620	+	0.000	0.000	Merged-chr8-115531430-21
Merged-chr10-94416314-14	chr10	94416071	94416506	+	0.000	0.000	Merged-chr10-94416314-14
Merged-chr4-43479477-7	chr4	43479240	43479684	+	0.000	0.000	Merged-chr4-43479477-7
Merged-chr13-61998846-64	chr13	61998573	61999190	+	0.000	0.000	Merged-chr13-61998846-64
Merged-chr5-63961886-28	chr5	63961622	63962080	+	0.000	0.000	Merged-chr5-63961886-28
Merged-chr14-47354448-30	chr14	47354057	47354900	+	0.000	0.000	Merged-chr14-47354448-30
Merged-chr11-104549653-13	chr11	104549476	104549788	+	0.000	0.000	Merged-chr11-104549653-13
Merged-chr7-109986340-83	chr7	109986084	109986700	+	0.000	0.000	Merged-chr7-109986340-83
Merged-chr10-92791286-37	chr10	92790915	92791643	+	0.000	0.000	Merged-chr10-92791286-37
Merged-chr6-108661578-14	chr6	108661359	108661760	+	0.000	0.000	Merged-chr6-108661578-14
Merged-chr14-47259140-29	chr14	47258984	47259345	+	0.000	0.000	Merged-chr14-47259140-29
Merged-chr13-33079670-11	chr13	33079463	33079840	+	0.000	0.000	Merged-chr13-33079670-11
Merged-chr2-154754253-27	chr2	154754023	154754479	+	0.000	0.000	Merged-chr2-154754253-27
Merged-chr6-97701586-2	chr6	97701463	97701711	+	0.000	0.000	Merged-chr6-97701586-2
Merged-chr9-44483363-10	chr9	44483080	44483567	+	0.000	0.000	Merged-chr9-44483363-10
Merged-chr16-58288128-1	chr16	58288030	58288228	+	0.000	0.000	Merged-chr16-58288128-1
Merged-chr13-102126870-1	chr13	102126772	102126970	+	0.000	0.000	Merged-chr13-102126870-1
Merged-chr3-36475795-73	chr3	36475564	36476039	+	0.000	0.000	Merged-chr3-36475795-73
Merged-chr3-32616671-34	chr3	32616329	32617321	+	0.000	0.000	Merged-chr3-32616671-34
Merged-chr16-49840085-71	chr16	49839762	49840319	+	0.000	0.000	Merged-chr16-49840085-71
Merged-chr1-134962675-67	chr1	134962401	134962946	+	0.000	0.000	Merged-chr1-134962675-67
Merged-chr11-98918377-19	chr11	98918194	98918582	+	0.000	0.000	Merged-chr11-98918377-19
Merged-chr2-70127363-89	chr2	70126835	70128115	+	0.000	0.000	Merged-chr2-70127363-89
Merged-chr13-45872206-76	chr13	45871883	45872667	+	0.000	0.000	Merged-chr13-45872206-76
Merged-chr7-127991926-5	chr7	127991812	127992065	+	0.000	0.000	Merged-chr7-127991926-5
Merged-chr12-99322326-28	chr12	99322138	99322578	+	0.000	0.000	Merged-chr12-99322326-28
Merged-chr15-55560505-2	chr15	55560381	55560631	+	0.000	0.000	Merged-chr15-55560505-2
Merged-chr1-64823549-19	chr1	64823279	64823749	+	0.000	0.000	Merged-chr1-64823549-19
Merged-chr10-83869390-2	chr10	83869285	83869498	+	0.000	0.000	Merged-chr10-83869390-2
Merged-chr13-108390764-33	chr13	108390544	108391116	+	0.000	0.000	Merged-chr13-108390764-33
Merged-chr3-109171494-32	chr3	109171259	109171716	+	0.000	0.000	Merged-chr3-109171494-32
Merged-chr10-83206883-9	chr10	83206633	83207130	+	0.000	0.000	Merged-chr10-83206883-9
Merged-chr19-7341756-71	chr19	7341460	7342018	+	0.000	0.000	Merged-chr19-7341756-71
Merged-chr9-37553299-2	chr9	37553201	37553399	+	0.000	0.000	Merged-chr9-37553299-2
Merged-chr7-88313151-1	chr7	88313053	88313251	+	0.000	0.000	Merged-chr7-88313151-1
Merged-chr13-108347269-17	chr13	108346997	108347542	+	0.000	0.000	Merged-chr13-108347269-17
Merged-chr15-8109261-61	chr15	8109058	8109483	+	0.000	0.000	Merged-chr15-8109261-61
Merged-chr10-89383738-30	chr10	89383404	89383952	+	0.000	0.000	Merged-chr10-89383738-30
Merged-chr18-14669976-24	chr18	14669745	14670258	+	0.000	0.000	Merged-chr18-14669976-24
Merged-chr17-57167239-24	chr17	57167009	57167469	+	0.000	0.000	Merged-chr17-57167239-24
Merged-chr2-125341077-1	chr2	125340979	125341177	+	0.000	0.000	Merged-chr2-125341077-1
Merged-chr6-135066278-1	chr6	135066180	135066378	+	0.000	0.000	Merged-chr6-135066278-1
Merged-chr13-30530918-1	chr13	30530820	30531018	+	0.000	0.000	Merged-chr13-30530918-1
Merged-chr13-6000907-14	chr13	6000362	6001467	+	0.000	0.000	Merged-chr13-6000907-14
Merged-chr16-10976349-23	chr16	10976064	10976593	+	0.000	0.000	Merged-chr16-10976349-23
Merged-chr2-158734922-4	chr2	158734757	158735089	+	0.000	0.000	Merged-chr2-158734922-4
Merged-chr13-110632715-1	chr13	110632617	110632815	+	0.000	0.000	Merged-chr13-110632715-1
Merged-chr14-66868608-176	chr14	66867478	66869329	+	0.000	0.000	Merged-chr14-66868608-176
Merged-chr7-80444672-5	chr7	80444518	80444883	+	0.000	0.000	Merged-chr7-80444672-5
Merged-chr18-84086022-5	chr18	84085845	84086164	+	0.000	0.000	Merged-chr18-84086022-5
Merged-chr4-48279710-66	chr4	48279398	48279985	+	0.000	0.000	Merged-chr4-48279710-66
Merged-chr1-182521297-12	chr1	182521117	182521510	+	0.000	0.000	Merged-chr1-182521297-12
Merged-chr7-114093850-17	chr7	114093658	114094030	+	0.000	0.000	Merged-chr7-114093850-17
Merged-chr6-51548940-2	chr6	51548793	51549090	+	0.000	0.000	Merged-chr6-51548940-2
Merged-chr1-86528310-67	chr1	86527961	86528537	+	0.000	0.000	Merged-chr1-86528310-67
Merged-chr9-57262063-111	chr9	57260967	57262698	+	0.000	0.000	Merged-chr9-57262063-111
Merged-chr17-87286000-2	chr17	87285893	87286110	+	0.000	0.000	Merged-chr17-87286000-2
Merged-chr2-122234725-76	chr2	122234382	122235030	+	0.000	0.000	Merged-chr2-122234725-76
Merged-chr9-117962245-44	chr9	117961992	117962608	+	0.000	0.000	Merged-chr9-117962245-44
Merged-chr11-110496308-14	chr11	110495961	110496504	+	0.000	0.000	Merged-chr11-110496308-14
Merged-chr16-30387167-2	chr16	30387021	30387315	+	0.000	0.000	Merged-chr16-30387167-2
Merged-chr10-44447590-6	chr10	44447449	44447733	+	0.000	0.000	Merged-chr10-44447590-6
Merged-chr11-109798279-9	chr11	109797755	109798668	+	0.000	0.000	Merged-chr11-109798279-9
Merged-chr14-20173157-1	chr14	20173059	20173257	+	0.000	0.000	Merged-chr14-20173157-1
Merged-chr9-37552724-59	chr9	37552354	37553111	+	0.000	0.000	Merged-chr9-37552724-59
Merged-chr4-132884326-57	chr4	132883902	132884661	+	0.000	0.000	Merged-chr4-132884326-57
Merged-chr4-24556316-23	chr4	24556150	24556500	+	0.000	0.000	Merged-chr4-24556316-23
Merged-chr6-57823201-33	chr6	57822911	57823503	+	0.000	0.000	Merged-chr6-57823201-33
Merged-chr4-24537174-7	chr4	24536957	24537365	+	0.000	0.000	Merged-chr4-24537174-7
Merged-chr18-66458667-92	chr18	66458402	66459103	+	0.000	0.000	Merged-chr18-66458667-92
Merged-chr8-13596045-1	chr8	13595947	13596145	+	0.000	0.000	Merged-chr8-13596045-1
Merged-chr3-10012893-114	chr3	10012654	10013303	+	0.000	0.000	Merged-chr3-10012893-114
Merged-chr14-47276879-81	chr14	47276593	47277167	+	0.000	0.000	Merged-chr14-47276879-81
Merged-chr7-126758941-1	chr7	126758843	126759041	+	0.000	0.000	Merged-chr7-126758941-1
Merged-chr11-11775045-14	chr11	11774771	11775272	+	0.000	0.000	Merged-chr11-11775045-14
Merged-chr7-80534474-4	chr7	80534358	80534587	+	0.000	0.000	Merged-chr7-80534474-4
Merged-chr2-128103653-19	chr2	128103370	128103864	+	0.000	0.000	Merged-chr2-128103653-19
Merged-chr18-55843500-1	chr18	55843402	55843600	+	0.000	0.000	Merged-chr18-55843500-1
Merged-chr3-137110581-3	chr3	137110399	137110732	+	0.000	0.000	Merged-chr3-137110581-3
Merged-chr14-47299065-8	chr14	47298835	47299308	+	0.000	0.000	Merged-chr14-47299065-8
Merged-chr13-41016381-56	chr13	41016142	41016650	+	0.000	0.000	Merged-chr13-41016381-56
Merged-chr17-12751004-39	chr17	12750726	12751284	+	0.000	0.000	Merged-chr17-12751004-39
Merged-chr15-78528885-1	chr15	78528787	78528985	+	0.000	0.000	Merged-chr15-78528885-1
Merged-chr4-11885026-32	chr4	11884815	11885245	+	0.000	0.000	Merged-chr4-11885026-32
Merged-chr3-152089375-15	chr3	152089233	152089598	+	0.000	0.000	Merged-chr3-152089375-15
Merged-chr18-4959828-14	chr18	4959568	4960076	+	0.000	0.000	Merged-chr18-4959828-14
Merged-chr15-5237523-64	chr15	5237033	5237876	+	0.000	0.000	Merged-chr15-5237523-64
Merged-chr10-128232604-5	chr10	128232480	128232736	+	0.000	0.000	Merged-chr10-128232604-5
Merged-chrX-48713049-46	chrX	48712767	48713349	+	0.000	0.000	Merged-chrX-48713049-46
Merged-chr1-170993303-2	chr1	170993205	170993403	+	0.000	0.000	Merged-chr1-170993303-2
Merged-chr18-65808951-8	chr18	65808821	65809083	+	0.000	0.000	Merged-chr18-65808951-8
Merged-chr13-95942793-1	chr13	95942695	95942893	+	0.000	0.000	Merged-chr13-95942793-1
Merged-chr1-91626193-21	chr1	91625988	91626418	+	0.000	0.000	Merged-chr1-91626193-21
Merged-chr9-41143309-11	chr9	41143126	41143548	+	0.000	0.000	Merged-chr9-41143309-11
Merged-chr7-123327122-14	chr7	123326886	123327421	+	0.000	0.000	Merged-chr7-123327122-14
Merged-chr12-91803305-23	chr12	91802856	91803638	+	0.000	0.000	Merged-chr12-91803305-23
Merged-chr9-44044278-2	chr9	44044130	44044429	+	0.000	0.000	Merged-chr9-44044278-2
Merged-chr1-37865069-70	chr1	37864844	37865288	+	0.000	0.000	Merged-chr1-37865069-70
Merged-chr2-11331773-28	chr2	11331493	11332152	+	0.000	0.000	Merged-chr2-11331773-28
Merged-chr2-167368139-124	chr2	167367720	167368355	+	0.000	0.000	Merged-chr2-167368139-124
Merged-chr13-108215159-4	chr13	108215033	108215345	+	0.000	0.000	Merged-chr13-108215159-4
Merged-chr2-9876074-34	chr2	9875913	9876215	+	0.000	0.000	Merged-chr2-9876074-34
Merged-chr2-128388086-23	chr2	128387868	128388260	+	0.000	0.000	Merged-chr2-128388086-23
Merged-chr10-94408966-47	chr10	94408707	94409191	+	0.000	0.000	Merged-chr10-94408966-47
Merged-chr3-59132317-35	chr3	59132041	59132636	+	0.000	0.000	Merged-chr3-59132317-35
Merged-chr4-8647545-77	chr4	8647132	8647997	+	0.000	0.000	Merged-chr4-8647545-77
Merged-chr17-47504977-46	chr17	47504687	47505205	+	0.000	0.000	Merged-chr17-47504977-46
Merged-chr2-118602008-1	chr2	118601910	118602108	+	0.000	0.000	Merged-chr2-118602008-1
Merged-chr6-50452133-1	chr6	50452035	50452233	+	0.000	0.000	Merged-chr6-50452133-1
Merged-chr1-9847836-2	chr1	9847707	9847967	+	0.000	0.000	Merged-chr1-9847836-2
Merged-chr14-78725467-2	chr14	78725369	78725567	+	0.000	0.000	Merged-chr14-78725467-2
Merged-chr1-43311027-1	chr1	43310929	43311127	+	0.000	0.000	Merged-chr1-43311027-1
Merged-chr9-68689529-21	chr9	68689286	68689762	+	0.000	0.000	Merged-chr9-68689529-21
Merged-chr3-89456979-12	chr3	89456754	89457289	+	0.000	0.000	Merged-chr3-89456979-12
Merged-chr15-59315041-54	chr15	59314808	59315370	+	0.000	0.000	Merged-chr15-59315041-54
Merged-chr11-74526720-17	chr11	74526444	74526940	+	0.000	0.000	Merged-chr11-74526720-17
Merged-chr5-62659064-1	chr5	62658966	62659164	+	0.000	0.000	Merged-chr5-62659064-1
Merged-chr8-94179958-7	chr8	94179790	94180139	+	0.000	0.000	Merged-chr8-94179958-7
Merged-chr14-30722606-2	chr14	30722508	30722706	+	0.000	0.000	Merged-chr14-30722606-2
Merged-chr16-18687311-31	chr16	18686958	18687715	+	0.000	0.000	Merged-chr16-18687311-31
Merged-chr1-14634598-1	chr1	14634500	14634698	+	0.000	0.000	Merged-chr1-14634598-1
Merged-chr11-114876694-1	chr11	114876596	114876794	+	0.000	0.000	Merged-chr11-114876694-1
Merged-chr4-133879423-50	chr4	133879134	133879645	+	0.000	0.000	Merged-chr4-133879423-50
Merged-chr4-135129039-20	chr4	135128668	135129238	+	0.000	0.000	Merged-chr4-135129039-20
Merged-chr16-49836877-8	chr16	49836747	49837013	+	0.000	0.000	Merged-chr16-49836877-8
Merged-chr9-31217851-21	chr9	31217651	31218039	+	0.000	0.000	Merged-chr9-31217851-21
Merged-chr18-66410673-37	chr18	66410408	66410920	+	0.000	0.000	Merged-chr18-66410673-37
Merged-chr11-75240776-2	chr11	75240653	75240901	+	0.000	0.000	Merged-chr11-75240776-2
Merged-chr1-151686910-2	chr1	151686804	151687019	+	0.000	0.000	Merged-chr1-151686910-2
Merged-chr12-54986342-8	chr12	54986052	54986601	+	0.000	0.000	Merged-chr12-54986342-8
Merged-chr8-85700831-84	chr8	85700463	85701207	+	0.000	0.000	Merged-chr8-85700831-84
Merged-chr5-111262795-31	chr5	111262244	111263293	+	0.000	0.000	Merged-chr5-111262795-31
Merged-chr11-58009540-200	chr11	58008433	58010746	+	0.000	0.000	Merged-chr11-58009540-200
Merged-chr5-86065938-144	chr5	86065464	86066287	+	0.000	0.000	Merged-chr5-86065938-144
Merged-chr1-172312178-79	chr1	172311861	172312584	+	0.000	0.000	Merged-chr1-172312178-79
Merged-chr16-58465503-54	chr16	58465038	58466145	+	0.000	0.000	Merged-chr16-58465503-54
Merged-chr16-17069994-85	chr16	17069606	17070328	+	0.000	0.000	Merged-chr16-17069994-85
Merged-chr5-34643160-22	chr5	34643007	34643365	+	0.000	0.000	Merged-chr5-34643160-22
Merged-chr18-75338929-5	chr18	75338740	75339095	+	0.000	0.000	Merged-chr18-75338929-5
Merged-chr11-74522748-45	chr11	74522402	74523010	+	0.000	0.000	Merged-chr11-74522748-45
Merged-chr3-9968684-31	chr3	9968460	9968949	+	0.000	0.000	Merged-chr3-9968684-31
Merged-chr9-58573114-1	chr9	58573016	58573214	+	0.000	0.000	Merged-chr9-58573114-1
Merged-chr2-3800677-4	chr2	3800501	3800824	+	0.000	0.000	Merged-chr2-3800677-4
Merged-chr12-16569127-88	chr12	16568531	16569679	+	0.000	0.000	Merged-chr12-16569127-88
Merged-chr1-43474630-75	chr1	43474125	43475040	+	0.000	0.000	Merged-chr1-43474630-75
Merged-chr14-61429201-4	chr14	61429029	61429369	+	0.000	0.000	Merged-chr14-61429201-4
Merged-chr14-30717039-13	chr14	30716833	30717245	+	0.000	0.000	Merged-chr14-30717039-13
Merged-chr4-46508172-31	chr4	46507977	46508420	+	0.000	0.000	Merged-chr4-46508172-31
Merged-chr7-38093373-14	chr7	38093216	38093537	+	0.000	0.000	Merged-chr7-38093373-14
Merged-chr5-120648871-127	chr5	120648185	120649314	+	0.000	0.000	Merged-chr5-120648871-127
Merged-chr8-18954142-48	chr8	18953871	18954361	+	0.000	0.000	Merged-chr8-18954142-48
Merged-chr13-115096453-1	chr13	115096355	115096553	+	0.000	0.000	Merged-chr13-115096453-1
Merged-chr1-16105977-9	chr1	16105796	16106196	+	0.000	0.000	Merged-chr1-16105977-9
Merged-chr6-51586174-3	chr6	51586040	51586322	+	0.000	0.000	Merged-chr6-51586174-3
Merged-chr2-126331993-16	chr2	126331747	126332252	+	0.000	0.000	Merged-chr2-126331993-16
Merged-chr13-29983286-2	chr13	29983159	29983415	+	0.000	0.000	Merged-chr13-29983286-2
Merged-chr10-77282922-22	chr10	77282702	77283146	+	0.000	0.000	Merged-chr10-77282922-22
Merged-chr2-115560247-1	chr2	115560149	115560347	+	0.000	0.000	Merged-chr2-115560247-1
Merged-chr2-150909929-87	chr2	150909545	150910273	+	0.000	0.000	Merged-chr2-150909929-87
Merged-chr6-51540676-10	chr6	51540482	51540832	+	0.000	0.000	Merged-chr6-51540676-10
Merged-chr5-140322236-1	chr5	140322138	140322336	+	0.000	0.000	Merged-chr5-140322236-1
Merged-chr4-46479311-23	chr4	46479025	46479557	+	0.000	0.000	Merged-chr4-46479311-23
Merged-chr2-121418361-6	chr2	121418200	121418562	+	0.000	0.000	Merged-chr2-121418361-6
Merged-chr19-37376124-56	chr19	37375756	37376403	+	0.000	0.000	Merged-chr19-37376124-56
Merged-chr14-70545396-53	chr14	70545153	70545725	+	0.000	0.000	Merged-chr14-70545396-53
Merged-chr6-128837193-1	chr6	128837095	128837293	+	0.000	0.000	Merged-chr6-128837193-1
Merged-chr17-12746015-29	chr17	12745782	12746265	+	0.000	0.000	Merged-chr17-12746015-29
Merged-chr3-9715345-15	chr3	9715121	9715567	+	0.000	0.000	Merged-chr3-9715345-15
Merged-chr2-165639505-4	chr2	165639372	165639649	+	0.000	0.000	Merged-chr2-165639505-4
Merged-chr6-97311024-32	chr6	97310812	97311294	+	0.000	0.000	Merged-chr6-97311024-32
Merged-chr4-21712391-32	chr4	21712242	21712609	+	0.000	0.000	Merged-chr4-21712391-32
Merged-chr16-11940586-3	chr16	11940413	11940750	+	0.000	0.000	Merged-chr16-11940586-3
Merged-chr4-11700052-1	chr4	11699954	11700152	+	0.000	0.000	Merged-chr4-11700052-1
Merged-chr12-17257057-21	chr12	17256839	17257300	+	0.000	0.000	Merged-chr12-17257057-21
Merged-chr11-68432285-104	chr11	68431852	68432553	+	0.000	0.000	Merged-chr11-68432285-104
Merged-chr1-153130055-45	chr1	153129768	153130363	+	0.000	0.000	Merged-chr1-153130055-45
Merged-chr7-118141478-27	chr7	118141300	118141675	+	0.000	0.000	Merged-chr7-118141478-27
Merged-chr10-24955689-7	chr10	24955556	24955824	+	0.000	0.000	Merged-chr10-24955689-7
Merged-chr2-90679344-61	chr2	90679057	90679541	+	0.000	0.000	Merged-chr2-90679344-61
Merged-chr6-122741375-12	chr6	122741122	122741652	+	0.000	0.000	Merged-chr6-122741375-12
Merged-chr2-148874254-3	chr2	148874011	148874444	+	0.000	0.000	Merged-chr2-148874254-3
Merged-chr10-99085159-29	chr10	99084901	99085394	+	0.000	0.000	Merged-chr10-99085159-29
Merged-chr1-191575534-133	chr1	191574943	191575945	+	0.000	0.000	Merged-chr1-191575534-133
Merged-chr14-70781292-78	chr14	70781057	70781487	+	0.000	0.000	Merged-chr14-70781292-78
Merged-chr3-32616059-1	chr3	32615961	32616159	+	0.000	0.000	Merged-chr3-32616059-1
Merged-chr12-17253265-28	chr12	17253031	17253490	+	0.000	0.000	Merged-chr12-17253265-28
