#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_II--ATAC_peaks.bed all.df.numx.c5-STAT4_WT_Tfh_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_WT_Tfh_vs_WT_Th1.dn.bed
Merged-chr14-56260746-6	chr14	56260597	56260902	+	0.000	0.000	Merged-chr14-56260746-6
Merged-chr5-124050362-25	chr5	124050036	124050634	+	0.000	0.000	Merged-chr5-124050362-25
Merged-chr1-9859361-47	chr1	9859095	9859545	+	0.000	0.000	Merged-chr1-9859361-47
Merged-chr7-66250161-34	chr7	66249865	66250365	+	0.000	0.000	Merged-chr7-66250161-34
Merged-chr12-32202051-6	chr12	32201889	32202202	+	0.000	0.000	Merged-chr12-32202051-6
Merged-chr7-112238008-1	chr7	112237910	112238108	+	0.000	0.000	Merged-chr7-112238008-1
Merged-chr7-88318550-2	chr7	88318387	88318716	+	0.000	0.000	Merged-chr7-88318550-2
Merged-chr13-38151560-38	chr13	38151179	38152154	+	0.000	0.000	Merged-chr13-38151560-38
Merged-chr13-22043154-75	chr13	22042930	22043576	+	0.000	0.000	Merged-chr13-22043154-75
Merged-chr1-134099095-86	chr1	134098707	134099527	+	0.000	0.000	Merged-chr1-134099095-86
Merged-chr10-118096400-51	chr10	118096217	118096634	+	0.000	0.000	Merged-chr10-118096400-51
Merged-chr19-41397970-2	chr19	41397850	41398093	+	0.000	0.000	Merged-chr19-41397970-2
Merged-chr7-67419913-32	chr7	67419605	67420320	+	0.000	0.000	Merged-chr7-67419913-32
Merged-chr2-158734267-51	chr2	158733854	158734743	+	0.000	0.000	Merged-chr2-158734267-51
Merged-chr10-77536900-3	chr10	77536770	77537034	+	0.000	0.000	Merged-chr10-77536900-3
Merged-chr3-59222464-17	chr3	59222257	59222657	+	0.000	0.000	Merged-chr3-59222464-17
Merged-chr1-128366514-8	chr1	128366343	128366702	+	0.000	0.000	Merged-chr1-128366514-8
Merged-chr6-115971349-10	chr6	115971162	115971523	+	0.000	0.000	Merged-chr6-115971349-10
Merged-chr18-70572603-19	chr18	70572384	70572758	+	0.000	0.000	Merged-chr18-70572603-19
Merged-chr16-64647871-24	chr16	64647595	64648103	+	0.000	0.000	Merged-chr16-64647871-24
Merged-chr10-40090254-8	chr10	40090006	40090456	+	0.000	0.000	Merged-chr10-40090254-8
Merged-chr10-111506860-100	chr10	111506307	111507288	+	0.000	0.000	Merged-chr10-111506860-100
Merged-chr2-120094273-12	chr2	120094104	120094452	+	0.000	0.000	Merged-chr2-120094273-12
Merged-chr7-38141979-26	chr7	38141742	38142197	+	0.000	0.000	Merged-chr7-38141979-26
Merged-chr17-73953043-1	chr17	73952945	73953143	+	0.000	0.000	Merged-chr17-73953043-1
Merged-chr14-78685455-11	chr14	78685296	78685626	+	0.000	0.000	Merged-chr14-78685455-11
Merged-chr1-97661478-143	chr1	97661292	97661722	+	0.000	0.000	Merged-chr1-97661478-143
Merged-chr8-124242348-54	chr8	124242133	124242598	+	0.000	0.000	Merged-chr8-124242348-54
Merged-chr9-78617261-21	chr9	78617105	78617442	+	0.000	0.000	Merged-chr9-78617261-21
Merged-chr6-113638545-51	chr6	113638267	113638814	+	0.000	0.000	Merged-chr6-113638545-51
Merged-chr11-59662530-59	chr11	59662233	59662782	+	0.000	0.000	Merged-chr11-59662530-59
Merged-chr10-95416842-99	chr10	95416223	95417665	+	0.000	0.000	Merged-chr10-95416842-99
Merged-chr17-24162973-2	chr17	24162871	24163077	+	0.000	0.000	Merged-chr17-24162973-2
Merged-chr7-112225883-54	chr7	112225651	112226201	+	0.000	0.000	Merged-chr7-112225883-54
Merged-chr10-111507721-32	chr10	111507318	111508136	+	0.000	0.000	Merged-chr10-111507721-32
Merged-chr10-80576663-4	chr10	80576493	80576853	+	0.000	0.000	Merged-chr10-80576663-4
Merged-chr9-80342809-3	chr9	80342682	80342926	+	0.000	0.000	Merged-chr9-80342809-3
Merged-chr9-113990905-47	chr9	113990657	113991219	+	0.000	0.000	Merged-chr9-113990905-47
Merged-chr16-95702377-100	chr16	95701992	95702724	+	0.000	0.000	Merged-chr16-95702377-100
Merged-chr14-78749515-13	chr14	78749176	78749771	+	0.000	0.000	Merged-chr14-78749515-13
Merged-chr4-46565631-17	chr4	46565390	46565932	+	0.000	0.000	Merged-chr4-46565631-17
Merged-chr6-8647887-10	chr6	8647661	8648160	+	0.000	0.000	Merged-chr6-8647887-10
Merged-chr10-128232191-128	chr10	128231683	128232456	+	0.000	0.000	Merged-chr10-128232191-128
Merged-chr1-92648373-82	chr1	92647843	92649092	+	0.000	0.000	Merged-chr1-92648373-82
Merged-chr11-83569435-5	chr11	83569255	83569588	+	0.000	0.000	Merged-chr11-83569435-5
Merged-chr4-145241018-59	chr4	145240848	145241277	+	0.000	0.000	Merged-chr4-145241018-59
Merged-chr2-158768121-83	chr2	158767745	158768387	+	0.000	0.000	Merged-chr2-158768121-83
Merged-chr4-145229567-109	chr4	145229354	145229937	+	0.000	0.000	Merged-chr4-145229567-109
Merged-chr13-35815874-2	chr13	35815744	35816007	+	0.000	0.000	Merged-chr13-35815874-2
Merged-chr6-88898670-52	chr6	88898491	88898915	+	0.000	0.000	Merged-chr6-88898670-52
Merged-chr12-73593577-88	chr12	73593318	73593982	+	0.000	0.000	Merged-chr12-73593577-88
Merged-chr1-92834131-5	chr1	92834003	92834295	+	0.000	0.000	Merged-chr1-92834131-5
Merged-chr11-17005179-7	chr11	17004980	17005398	+	0.000	0.000	Merged-chr11-17005179-7
Merged-chr13-12521905-15	chr13	12521724	12522068	+	0.000	0.000	Merged-chr13-12521905-15
Merged-chr14-73238069-16	chr14	73237861	73238277	+	0.000	0.000	Merged-chr14-73238069-16
Merged-chrX-167207953-22	chrX	167207767	167208124	+	0.000	0.000	Merged-chrX-167207953-22
Merged-chr12-73604732-122	chr12	73604344	73605204	+	0.000	0.000	Merged-chr12-73604732-122
Merged-chr4-151996356-68	chr4	151995795	151996772	+	0.000	0.000	Merged-chr4-151996356-68
Merged-chr8-117049781-1	chr8	117049683	117049881	+	0.000	0.000	Merged-chr8-117049781-1
Merged-chr7-66253544-6	chr7	66253351	66253730	+	0.000	0.000	Merged-chr7-66253544-6
Merged-chr13-107926533-9	chr13	107926336	107926789	+	0.000	0.000	Merged-chr13-107926533-9
Merged-chr5-146857816-33	chr5	146857497	146858005	+	0.000	0.000	Merged-chr5-146857816-33
Merged-chr1-133694971-54	chr1	133694585	133695360	+	0.000	0.000	Merged-chr1-133694971-54
Merged-chr13-33003757-27	chr13	33003554	33003990	+	0.000	0.000	Merged-chr13-33003757-27
Merged-chr9-83835459-1	chr9	83835361	83835559	+	0.000	0.000	Merged-chr9-83835459-1
Merged-chr15-66559012-25	chr15	66558672	66559245	+	0.000	0.000	Merged-chr15-66559012-25
Merged-chr16-78564490-1	chr16	78564392	78564590	+	0.000	0.000	Merged-chr16-78564490-1
Merged-chr16-58408576-68	chr16	58408168	58408830	+	0.000	0.000	Merged-chr16-58408576-68
Merged-chr6-54069236-28	chr6	54068940	54069679	+	0.000	0.000	Merged-chr6-54069236-28
Merged-chr18-66471173-116	chr18	66470739	66471447	+	0.000	0.000	Merged-chr18-66471173-116
Merged-chr8-72135322-43	chr8	72135023	72135652	+	0.000	0.000	Merged-chr8-72135322-43
Merged-chr19-41366237-2	chr19	41366139	41366337	+	0.000	0.000	Merged-chr19-41366237-2
Merged-chr5-67394984-4	chr5	67394811	67395123	+	0.000	0.000	Merged-chr5-67394984-4
Merged-chr8-105471418-14	chr8	105471197	105471663	+	0.000	0.000	Merged-chr8-105471418-14
Merged-chr11-90675808-18	chr11	90675604	90676062	+	0.000	0.000	Merged-chr11-90675808-18
Merged-chr17-86754718-22	chr17	86754408	86755277	+	0.000	0.000	Merged-chr17-86754718-22
Merged-chr2-165326643-68	chr2	165326384	165326879	+	0.000	0.000	Merged-chr2-165326643-68
Merged-chr10-69352731-93	chr10	69352191	69353105	+	0.000	0.000	Merged-chr10-69352731-93
Merged-chr10-118418378-1	chr10	118418280	118418478	+	0.000	0.000	Merged-chr10-118418378-1
Merged-chr2-80580102-1	chr2	80580004	80580202	+	0.000	0.000	Merged-chr2-80580102-1
Merged-chr1-120293929-5	chr1	120293750	120294122	+	0.000	0.000	Merged-chr1-120293929-5
Merged-chr17-73949934-84	chr17	73949585	73950339	+	0.000	0.000	Merged-chr17-73949934-84
Merged-chr9-106394684-34	chr9	106394449	106394860	+	0.000	0.000	Merged-chr9-106394684-34
Merged-chr19-9898748-1	chr19	9898650	9898848	+	0.000	0.000	Merged-chr19-9898748-1
Merged-chr13-113869470-43	chr13	113869261	113869691	+	0.000	0.000	Merged-chr13-113869470-43
Merged-chr7-89253544-42	chr7	89253331	89253856	+	0.000	0.000	Merged-chr7-89253544-42
Merged-chr10-61306308-35	chr10	61306111	61306510	+	0.000	0.000	Merged-chr10-61306308-35
Merged-chr19-45631127-14	chr19	45630902	45631340	+	0.000	0.000	Merged-chr19-45631127-14
Merged-chr13-5979653-26	chr13	5979281	5979916	+	0.000	0.000	Merged-chr13-5979653-26
Merged-chr8-120760547-6	chr8	120760277	120760926	+	0.000	0.000	Merged-chr8-120760547-6
Merged-chr10-118459008-40	chr10	118458747	118459241	+	0.000	0.000	Merged-chr10-118459008-40
Merged-chr13-113168484-63	chr13	113168195	113168793	+	0.000	0.000	Merged-chr13-113168484-63
Merged-chr7-100227662-85	chr7	100227268	100228005	+	0.000	0.000	Merged-chr7-100227662-85
Merged-chr17-47754343-10	chr17	47754179	47754514	+	0.000	0.000	Merged-chr17-47754343-10
Merged-chr11-11765633-10	chr11	11765450	11765811	+	0.000	0.000	Merged-chr11-11765633-10
Merged-chr6-54162989-41	chr6	54162780	54163277	+	0.000	0.000	Merged-chr6-54162989-41
Merged-chr6-86669328-55	chr6	86669125	86669545	+	0.000	0.000	Merged-chr6-86669328-55
Merged-chr15-55838283-1	chr15	55838185	55838383	+	0.000	0.000	Merged-chr15-55838283-1
Merged-chr6-54158471-51	chr6	54158143	54158721	+	0.000	0.000	Merged-chr6-54158471-51
Merged-chr14-67951518-44	chr14	67951151	67951766	+	0.000	0.000	Merged-chr14-67951518-44
Merged-chr9-80156869-12	chr9	80156623	80157203	+	0.000	0.000	Merged-chr9-80156869-12
Merged-chr6-97447180-22	chr6	97446880	97447466	+	0.000	0.000	Merged-chr6-97447180-22
Merged-chr13-63411317-71	chr13	63410964	63411579	+	0.000	0.000	Merged-chr13-63411317-71
Merged-chr2-60904375-31	chr2	60904157	60904704	+	0.000	0.000	Merged-chr2-60904375-31
Merged-chr13-32868285-30	chr13	32868061	32868540	+	0.000	0.000	Merged-chr13-32868285-30
Merged-chrX-36744841-35	chrX	36744490	36745162	+	0.000	0.000	Merged-chrX-36744841-35
Merged-chr2-152810370-23	chr2	152810090	152810637	+	0.000	0.000	Merged-chr2-152810370-23
Merged-chr9-124028680-14	chr9	124028491	124028910	+	0.000	0.000	Merged-chr9-124028680-14
Merged-chr15-99008995-43	chr15	99008745	99009246	+	0.000	0.000	Merged-chr15-99008995-43
Merged-chr11-98963701-42	chr11	98963412	98963987	+	0.000	0.000	Merged-chr11-98963701-42
Merged-chr15-34306839-46	chr15	34306616	34307092	+	0.000	0.000	Merged-chr15-34306839-46
Merged-chr1-43558472-4	chr1	43558291	43558637	+	0.000	0.000	Merged-chr1-43558472-4
Merged-chr4-145264291-60	chr4	145263998	145264989	+	0.000	0.000	Merged-chr4-145264291-60
Merged-chr10-117909634-1	chr10	117909536	117909734	+	0.000	0.000	Merged-chr10-117909634-1
Merged-chr1-171789069-81	chr1	171788561	171789764	+	0.000	0.000	Merged-chr1-171789069-81
Merged-chr3-107796765-38	chr3	107796535	107797043	+	0.000	0.000	Merged-chr3-107796765-38
Merged-chr19-40666029-20	chr19	40665863	40666210	+	0.000	0.000	Merged-chr19-40666029-20
Merged-chr2-132846803-64	chr2	132846489	132847303	+	0.000	0.000	Merged-chr2-132846803-64
Merged-chr9-94453263-19	chr9	94453088	94453619	+	0.000	0.000	Merged-chr9-94453263-19
Merged-chr13-33068250-9	chr13	33068100	33068397	+	0.000	0.000	Merged-chr13-33068250-9
Merged-chr2-60846200-3	chr2	60846076	60846334	+	0.000	0.000	Merged-chr2-60846200-3
Merged-chr1-151685302-45	chr1	151685082	151685610	+	0.000	0.000	Merged-chr1-151685302-45
Merged-chr18-89326061-22	chr18	89325822	89326326	+	0.000	0.000	Merged-chr18-89326061-22
Merged-chr7-63938781-167	chr7	63938219	63939434	+	0.000	0.000	Merged-chr7-63938781-167
Merged-chr10-111516621-97	chr10	111516196	111517088	+	0.000	0.000	Merged-chr10-111516621-97
Merged-chr9-120082843-44	chr9	120082619	120083075	+	0.000	0.000	Merged-chr9-120082843-44
Merged-chr6-128993036-49	chr6	128992786	128993566	+	0.000	0.000	Merged-chr6-128993036-49
Merged-chr7-28548591-17	chr7	28548426	28548876	+	0.000	0.000	Merged-chr7-28548591-17
Merged-chr19-41360707-21	chr19	41360300	41360917	+	0.000	0.000	Merged-chr19-41360707-21
Merged-chr17-12754650-32	chr17	12754471	12754901	+	0.000	0.000	Merged-chr17-12754650-32
Merged-chr10-118404667-11	chr10	118404507	118404881	+	0.000	0.000	Merged-chr10-118404667-11
Merged-chr10-117925903-63	chr10	117925588	117926219	+	0.000	0.000	Merged-chr10-117925903-63
Merged-chr13-115230665-32	chr13	115230394	115230907	+	0.000	0.000	Merged-chr13-115230665-32
Merged-chr1-130462555-64	chr1	130462237	130462770	+	0.000	0.000	Merged-chr1-130462555-64
Merged-chr9-124099299-15	chr9	124099114	124099497	+	0.000	0.000	Merged-chr9-124099299-15
Merged-chr9-123723255-25	chr9	123723051	123723472	+	0.000	0.000	Merged-chr9-123723255-25
Merged-chr8-33608229-103	chr8	33607614	33608798	+	0.000	0.000	Merged-chr8-33608229-103
Merged-chr16-75921068-56	chr16	75920816	75921354	+	0.000	0.000	Merged-chr16-75921068-56
Merged-chr18-66447922-43	chr18	66447711	66448131	+	0.000	0.000	Merged-chr18-66447922-43
Merged-chr10-118461028-8	chr10	118460883	118461225	+	0.000	0.000	Merged-chr10-118461028-8
Merged-chr19-10204187-93	chr19	10203860	10204508	+	0.000	0.000	Merged-chr19-10204187-93
Merged-chr3-94388255-39	chr3	94388025	94388536	+	0.000	0.000	Merged-chr3-94388255-39
Merged-chr16-78547576-18	chr16	78547417	78547737	+	0.000	0.000	Merged-chr16-78547576-18
Merged-chr1-33670063-93	chr1	33669745	33670279	+	0.000	0.000	Merged-chr1-33670063-93
Merged-chr10-117894550-44	chr10	117894038	117895080	+	0.000	0.000	Merged-chr10-117894550-44
Merged-chr7-38088667-4	chr7	38088565	38088772	+	0.000	0.000	Merged-chr7-38088667-4
Merged-chr12-24710471-47	chr12	24710158	24710753	+	0.000	0.000	Merged-chr12-24710471-47
Merged-chr7-67430219-9	chr7	67429925	67430459	+	0.000	0.000	Merged-chr7-67430219-9
Merged-chr16-8843171-18	chr16	8842917	8843408	+	0.000	0.000	Merged-chr16-8843171-18
Merged-chr17-44217575-17	chr17	44217361	44217816	+	0.000	0.000	Merged-chr17-44217575-17
Merged-chr5-120711649-45	chr5	120711359	120711958	+	0.000	0.000	Merged-chr5-120711649-45
Merged-chr1-153085366-59	chr1	153085043	153085632	+	0.000	0.000	Merged-chr1-153085366-59
Merged-chr2-120154380-93	chr2	120154158	120154855	+	0.000	0.000	Merged-chr2-120154380-93
Merged-chr4-86612042-62	chr4	86611756	86612303	+	0.000	0.000	Merged-chr4-86612042-62
Merged-chr1-40501898-34	chr1	40501481	40502282	+	0.000	0.000	Merged-chr1-40501898-34
Merged-chr6-112862022-40	chr6	112861713	112862317	+	0.000	0.000	Merged-chr6-112862022-40
Merged-chr11-70622499-26	chr11	70622257	70622712	+	0.000	0.000	Merged-chr11-70622499-26
Merged-chr14-78687892-42	chr14	78687631	78688155	+	0.000	0.000	Merged-chr14-78687892-42
Merged-chr10-117952803-132	chr10	117951996	117953393	+	0.000	0.000	Merged-chr10-117952803-132
Merged-chr11-95367219-42	chr11	95366914	95367499	+	0.000	0.000	Merged-chr11-95367219-42
Merged-chr9-120063137-1	chr9	120063039	120063237	+	0.000	0.000	Merged-chr9-120063137-1
Merged-chr1-33453228-39	chr1	33452850	33453697	+	0.000	0.000	Merged-chr1-33453228-39
Merged-chr11-78600384-46	chr11	78600012	78600776	+	0.000	0.000	Merged-chr11-78600384-46
Merged-chr5-135152691-12	chr5	135152528	135152821	+	0.000	0.000	Merged-chr5-135152691-12
Merged-chr6-128843451-97	chr6	128843038	128843741	+	0.000	0.000	Merged-chr6-128843451-97
Merged-chr9-109059231-128	chr9	109058931	109059610	+	0.000	0.000	Merged-chr9-109059231-128
Merged-chr4-114979566-1	chr4	114979468	114979666	+	0.000	0.000	Merged-chr4-114979566-1
Merged-chr12-100871436-2	chr12	100871318	100871556	+	0.000	0.000	Merged-chr12-100871436-2
Merged-chr15-93272956-59	chr15	93272462	93273443	+	0.000	0.000	Merged-chr15-93272956-59
Merged-chr8-105965531-1	chr8	105965433	105965631	+	0.000	0.000	Merged-chr8-105965531-1
Merged-chr11-49983180-23	chr11	49982919	49983422	+	0.000	0.000	Merged-chr11-49983180-23
Merged-chr13-95593068-48	chr13	95592874	95593266	+	0.000	0.000	Merged-chr13-95593068-48
Merged-chr14-73112682-7	chr14	73112482	73112846	+	0.000	0.000	Merged-chr14-73112682-7
Merged-chr5-112219700-2	chr5	112219527	112219876	+	0.000	0.000	Merged-chr5-112219700-2
Merged-chr1-92806706-59	chr1	92806249	92807083	+	0.000	0.000	Merged-chr1-92806706-59
Merged-chr1-144355940-45	chr1	144355662	144356211	+	0.000	0.000	Merged-chr1-144355940-45
Merged-chr2-127916886-61	chr2	127916322	127917220	+	0.000	0.000	Merged-chr2-127916886-61
Merged-chr13-55339554-36	chr13	55339290	55339724	+	0.000	0.000	Merged-chr13-55339554-36
Merged-chr11-17008294-67	chr11	17007580	17008844	+	0.000	0.000	Merged-chr11-17008294-67
Merged-chr15-55851119-54	chr15	55850817	55851374	+	0.000	0.000	Merged-chr15-55851119-54
Merged-chr9-48819690-8	chr9	48819492	48819873	+	0.000	0.000	Merged-chr9-48819690-8
Merged-chr14-120478110-142	chr14	120477735	120478392	+	0.000	0.000	Merged-chr14-120478110-142
Merged-chr7-66183642-11	chr7	66183440	66183873	+	0.000	0.000	Merged-chr7-66183642-11
Merged-chr13-32971962-1	chr13	32971864	32972062	+	0.000	0.000	Merged-chr13-32971962-1
Merged-chr11-16976924-1	chr11	16976826	16977024	+	0.000	0.000	Merged-chr11-16976924-1
Merged-chr13-35805359-9	chr13	35805186	35805561	+	0.000	0.000	Merged-chr13-35805359-9
Merged-chr4-46565185-1	chr4	46565087	46565285	+	0.000	0.000	Merged-chr4-46565185-1
Merged-chr1-172276824-9	chr1	172276662	172276989	+	0.000	0.000	Merged-chr1-172276824-9
Merged-chr1-161707270-12	chr1	161707102	161707453	+	0.000	0.000	Merged-chr1-161707270-12
Merged-chr15-96745032-27	chr15	96744801	96745281	+	0.000	0.000	Merged-chr15-96745032-27
Merged-chr19-53312131-1	chr19	53312033	53312231	+	0.000	0.000	Merged-chr19-53312131-1
Merged-chr5-74285542-15	chr5	74285215	74285816	+	0.000	0.000	Merged-chr5-74285542-15
Merged-chr6-57824845-81	chr6	57824550	57825127	+	0.000	0.000	Merged-chr6-57824845-81
Merged-chr1-151688496-3	chr1	151688392	151688600	+	0.000	0.000	Merged-chr1-151688496-3
Merged-chr7-89338758-74	chr7	89338488	89339014	+	0.000	0.000	Merged-chr7-89338758-74
Merged-chr11-46467902-1	chr11	46467804	46468002	+	0.000	0.000	Merged-chr11-46467902-1
Merged-chr5-66096250-16	chr5	66095997	66096529	+	0.000	0.000	Merged-chr5-66096250-16
Merged-chr16-64851941-100	chr16	64851391	64852349	+	0.000	0.000	Merged-chr16-64851941-100
Merged-chr17-29275247-8	chr17	29275049	29275394	+	0.000	0.000	Merged-chr17-29275247-8
Merged-chr13-32849948-19	chr13	32849721	32850159	+	0.000	0.000	Merged-chr13-32849948-19
Merged-chr6-50389252-7	chr6	50389119	50389375	+	0.000	0.000	Merged-chr6-50389252-7
Merged-chr3-27153075-15	chr3	27152831	27153320	+	0.000	0.000	Merged-chr3-27153075-15
Merged-chr7-66146884-55	chr7	66146218	66147677	+	0.000	0.000	Merged-chr7-66146884-55
Merged-chr5-137787536-7	chr5	137787398	137787670	+	0.000	0.000	Merged-chr5-137787536-7
Merged-chr13-115179427-17	chr13	115179172	115179603	+	0.000	0.000	Merged-chr13-115179427-17
Merged-chr2-35661146-1	chr2	35661048	35661246	+	0.000	0.000	Merged-chr2-35661146-1
Merged-chr10-63338936-111	chr10	63338681	63339412	+	0.000	0.000	Merged-chr10-63338936-111
Merged-chr8-104427844-24	chr8	104427547	104428236	+	0.000	0.000	Merged-chr8-104427844-24
Merged-chr6-50374813-1	chr6	50374715	50374913	+	0.000	0.000	Merged-chr6-50374813-1
Merged-chr7-126584739-30	chr7	126584528	126585021	+	0.000	0.000	Merged-chr7-126584739-30
Merged-chr5-124035854-90	chr5	124035373	124036388	+	0.000	0.000	Merged-chr5-124035854-90
Merged-chr15-83455870-33	chr15	83455626	83456216	+	0.000	0.000	Merged-chr15-83455870-33
Merged-chr1-85961052-28	chr1	85960859	85961281	+	0.000	0.000	Merged-chr1-85961052-28
Merged-chr7-126637184-1	chr7	126637086	126637284	+	0.000	0.000	Merged-chr7-126637184-1
Merged-chr1-151683056-48	chr1	151682724	151683251	+	0.000	0.000	Merged-chr1-151683056-48
Merged-chr15-97821564-50	chr15	97821314	97821877	+	0.000	0.000	Merged-chr15-97821564-50
Merged-chr13-113169608-1	chr13	113169510	113169708	+	0.000	0.000	Merged-chr13-113169608-1
Merged-chr10-95414679-23	chr10	95414500	95414909	+	0.000	0.000	Merged-chr10-95414679-23
Merged-chr10-92722301-72	chr10	92722001	92722536	+	0.000	0.000	Merged-chr10-92722301-72
Merged-chr7-90145874-1	chr7	90145776	90145974	+	0.000	0.000	Merged-chr7-90145874-1
Merged-chr1-193263444-4	chr1	193263254	193263684	+	0.000	0.000	Merged-chr1-193263444-4
Merged-chr5-140622694-1	chr5	140622596	140622794	+	0.000	0.000	Merged-chr5-140622694-1
Merged-chr10-77629536-1	chr10	77629438	77629636	+	0.000	0.000	Merged-chr10-77629536-1
Merged-chr13-32982935-23	chr13	32982711	32983131	+	0.000	0.000	Merged-chr13-32982935-23
Merged-chr7-139208311-46	chr7	139208022	139208579	+	0.000	0.000	Merged-chr7-139208311-46
Merged-chr1-43521160-6	chr1	43521036	43521283	+	0.000	0.000	Merged-chr1-43521160-6
Merged-chr2-69206155-59	chr2	69205894	69206407	+	0.000	0.000	Merged-chr2-69206155-59
Merged-chr3-79484566-7	chr3	79484382	79484799	+	0.000	0.000	Merged-chr3-79484566-7
Merged-chr13-93763032-30	chr13	93762740	93763220	+	0.000	0.000	Merged-chr13-93763032-30
Merged-chr13-23757090-56	chr13	23756926	23757276	+	0.000	0.000	Merged-chr13-23757090-56
Merged-chr2-158718639-3	chr2	158718541	158718739	+	0.000	0.000	Merged-chr2-158718639-3
Merged-chr12-69372151-137	chr12	69371732	69372497	+	0.000	0.000	Merged-chr12-69372151-137
Merged-chr1-172290126-34	chr1	172289700	172290795	+	0.000	0.000	Merged-chr1-172290126-34
Merged-chr7-67451602-26	chr7	67451377	67451870	+	0.000	0.000	Merged-chr7-67451602-26
Merged-chr11-98948156-24	chr11	98947839	98948365	+	0.000	0.000	Merged-chr11-98948156-24
Merged-chr16-15637448-97	chr16	15637257	15637707	+	0.000	0.000	Merged-chr16-15637448-97
Merged-chr6-54116572-22	chr6	54116297	54116893	+	0.000	0.000	Merged-chr6-54116572-22
Merged-chr1-161775163-66	chr1	161774795	161775578	+	0.000	0.000	Merged-chr1-161775163-66
Merged-chr5-129941845-102	chr5	129941486	129942179	+	0.000	0.000	Merged-chr5-129941845-102
Merged-chr11-120630592-1	chr11	120630494	120630692	+	0.000	0.000	Merged-chr11-120630592-1
Merged-chr19-41339315-54	chr19	41339001	41339559	+	0.000	0.000	Merged-chr19-41339315-54
Merged-chr12-76594032-18	chr12	76593775	76594383	+	0.000	0.000	Merged-chr12-76594032-18
Merged-chr5-100728924-32	chr5	100728703	100729168	+	0.000	0.000	Merged-chr5-100728924-32
Merged-chr9-114794200-1	chr9	114794102	114794300	+	0.000	0.000	Merged-chr9-114794200-1
Merged-chr10-117898542-54	chr10	117898138	117899061	+	0.000	0.000	Merged-chr10-117898542-54
Merged-chr14-67918288-2	chr14	67918190	67918388	+	0.000	0.000	Merged-chr14-67918288-2
Merged-chr9-123716405-2	chr9	123716287	123716525	+	0.000	0.000	Merged-chr9-123716405-2
Merged-chr5-43855987-24	chr5	43855731	43856187	+	0.000	0.000	Merged-chr5-43855987-24
Merged-chr11-83657668-22	chr11	83657408	83658024	+	0.000	0.000	Merged-chr11-83657668-22
Merged-chr11-69040833-117	chr11	69040075	69041510	+	0.000	0.000	Merged-chr11-69040833-117
Merged-chr14-73115319-2	chr14	73115195	73115445	+	0.000	0.000	Merged-chr14-73115319-2
Merged-chr5-66105655-12	chr5	66105486	66105844	+	0.000	0.000	Merged-chr5-66105655-12
Merged-chr2-155276692-93	chr2	155276451	155277147	+	0.000	0.000	Merged-chr2-155276692-93
Merged-chr5-67395507-40	chr5	67395289	67395765	+	0.000	0.000	Merged-chr5-67395507-40
Merged-chr5-107688177-56	chr5	107687897	107688458	+	0.000	0.000	Merged-chr5-107688177-56
Merged-chr11-83534760-87	chr11	83534136	83535278	+	0.000	0.000	Merged-chr11-83534760-87
Merged-chr9-54560208-44	chr9	54559931	54560417	+	0.000	0.000	Merged-chr9-54560208-44
Merged-chr13-113810507-13	chr13	113810161	113810733	+	0.000	0.000	Merged-chr13-113810507-13
Merged-chr12-69372911-1	chr12	69372813	69373011	+	0.000	0.000	Merged-chr12-69372911-1
Merged-chr6-119175393-71	chr6	119175069	119175679	+	0.000	0.000	Merged-chr6-119175393-71
Merged-chr2-165321551-1	chr2	165321453	165321651	+	0.000	0.000	Merged-chr2-165321551-1
Merged-chr7-127208983-91	chr7	127208740	127209298	+	0.000	0.000	Merged-chr7-127208983-91
Merged-chr8-75170941-1	chr8	75170843	75171041	+	0.000	0.000	Merged-chr8-75170941-1
Merged-chr1-134098207-8	chr1	134098084	134098388	+	0.000	0.000	Merged-chr1-134098207-8
Merged-chr8-83608300-96	chr8	83608002	83608590	+	0.000	0.000	Merged-chr8-83608300-96
Merged-chr9-78615873-33	chr9	78615603	78616489	+	0.000	0.000	Merged-chr9-78615873-33
Merged-chr5-66137441-17	chr5	66137283	66137579	+	0.000	0.000	Merged-chr5-66137441-17
Merged-chr16-64829048-3	chr16	64828857	64829211	+	0.000	0.000	Merged-chr16-64829048-3
Merged-chr10-117982814-16	chr10	117982530	117983178	+	0.000	0.000	Merged-chr10-117982814-16
Merged-chr6-54935803-2	chr6	54935689	54935920	+	0.000	0.000	Merged-chr6-54935803-2
Merged-chr13-108303993-3	chr13	108303852	108304144	+	0.000	0.000	Merged-chr13-108303993-3
Merged-chr6-119171326-8	chr6	119171179	119171499	+	0.000	0.000	Merged-chr6-119171326-8
Merged-chr15-93227872-33	chr15	93227594	93228189	+	0.000	0.000	Merged-chr15-93227872-33
Merged-chr1-92805706-23	chr1	92805342	92806085	+	0.000	0.000	Merged-chr1-92805706-23
Merged-chr11-95777825-14	chr11	95777626	95778032	+	0.000	0.000	Merged-chr11-95777825-14
Merged-chr16-36684579-62	chr16	36684369	36684813	+	0.000	0.000	Merged-chr16-36684579-62
