#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_I--ATAC_peaks.bed all.df.numx.c5-Bcl6KO_Th1_vs_Naive.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Bcl6KO_Th1_vs_Naive.up.bed
Merged-chr13-63112828-16	chr13	63112651	63113072	+	0.000	0.000	Merged-chr13-63112828-16
Merged-chr14-20929476-97	chr14	20929055	20929736	+	0.000	0.000	Merged-chr14-20929476-97
Merged-chr19-41282944-15	chr19	41282707	41283118	+	0.000	0.000	Merged-chr19-41282944-15
Merged-chr16-58684690-20	chr16	58684493	58684912	+	0.000	0.000	Merged-chr16-58684690-20
Merged-chr11-120598448-54	chr11	120598155	120598696	+	0.000	0.000	Merged-chr11-120598448-54
Merged-chr4-152440997-5	chr4	152440820	152441223	+	0.000	0.000	Merged-chr4-152440997-5
Merged-chr6-50553342-12	chr6	50553095	50553528	+	0.000	0.000	Merged-chr6-50553342-12
Merged-chr9-32510800-2	chr9	32510638	32510964	+	0.000	0.000	Merged-chr9-32510800-2
Merged-chr4-11794468-49	chr4	11794230	11794686	+	0.000	0.000	Merged-chr4-11794468-49
Merged-chr2-112556688-44	chr2	112556277	112557060	+	0.000	0.000	Merged-chr2-112556688-44
Merged-chr8-84872739-1	chr8	84872641	84872839	+	0.000	0.000	Merged-chr8-84872739-1
Merged-chr14-70287567-29	chr14	70287328	70287774	+	0.000	0.000	Merged-chr14-70287567-29
Merged-chr17-28485600-1	chr17	28485502	28485700	+	0.000	0.000	Merged-chr17-28485600-1
Merged-chr3-9755096-55	chr3	9754850	9755428	+	0.000	0.000	Merged-chr3-9755096-55
Merged-chr9-72678882-22	chr9	72678688	72679059	+	0.000	0.000	Merged-chr9-72678882-22
Merged-chr5-139304539-2	chr5	139304437	139304644	+	0.000	0.000	Merged-chr5-139304539-2
Merged-chr17-31834871-1	chr17	31834773	31834971	+	0.000	0.000	Merged-chr17-31834871-1
Merged-chr7-142456264-1	chr7	142456166	142456364	+	0.000	0.000	Merged-chr7-142456264-1
Merged-chr2-9659057-26	chr2	9658854	9659345	+	0.000	0.000	Merged-chr2-9659057-26
Merged-chr5-34526064-63	chr5	34525811	34526334	+	0.000	0.000	Merged-chr5-34526064-63
Merged-chr6-137582391-38	chr6	137582211	137582705	+	0.000	0.000	Merged-chr6-137582391-38
Merged-chr5-139310271-22	chr5	139310032	139310491	+	0.000	0.000	Merged-chr5-139310271-22
Merged-chr2-9691947-64	chr2	9691587	9692299	+	0.000	0.000	Merged-chr2-9691947-64
Merged-chr6-38299066-52	chr6	38298786	38299398	+	0.000	0.000	Merged-chr6-38299066-52
Merged-chr8-104373989-2	chr8	104373891	104374090	+	0.000	0.000	Merged-chr8-104373989-2
Merged-chr9-108692471-86	chr9	108691904	108693002	+	0.000	0.000	Merged-chr9-108692471-86
Merged-chrX-157483060-25	chrX	157482764	157483246	+	0.000	0.000	Merged-chrX-157483060-25
Merged-chr19-8998769-22	chr19	8998601	8998998	+	0.000	0.000	Merged-chr19-8998769-22
Merged-chr16-44337753-20	chr16	44337437	44338040	+	0.000	0.000	Merged-chr16-44337753-20
Merged-chr19-18631722-88	chr19	18631344	18632129	+	0.000	0.000	Merged-chr19-18631722-88
Merged-chr7-28808456-24	chr7	28808229	28808691	+	0.000	0.000	Merged-chr7-28808456-24
Merged-chr14-70273733-9	chr14	70273522	70273895	+	0.000	0.000	Merged-chr14-70273733-9
Merged-chr3-84809112-18	chr3	84808794	84809293	+	0.000	0.000	Merged-chr3-84809112-18
Merged-chr13-43268816-104	chr13	43268554	43269187	+	0.000	0.000	Merged-chr13-43268816-104
Merged-chr8-70811512-10	chr8	70811300	70811682	+	0.000	0.000	Merged-chr8-70811512-10
Merged-chr15-102225119-79	chr15	102224541	102225598	+	0.000	0.000	Merged-chr15-102225119-79
Merged-chr8-115531430-21	chr8	115531244	115531620	+	0.000	0.000	Merged-chr8-115531430-21
Merged-chr4-43479477-7	chr4	43479240	43479684	+	0.000	0.000	Merged-chr4-43479477-7
Merged-chr6-129045306-7	chr6	129045106	129045468	+	0.000	0.000	Merged-chr6-129045306-7
Merged-chr9-57834243-10	chr9	57833993	57834404	+	0.000	0.000	Merged-chr9-57834243-10
Merged-chr1-182281108-2	chr1	182281010	182281208	+	0.000	0.000	Merged-chr1-182281108-2
Merged-chr16-49800187-31	chr16	49799770	49800571	+	0.000	0.000	Merged-chr16-49800187-31
Merged-chr14-47354448-30	chr14	47354057	47354900	+	0.000	0.000	Merged-chr14-47354448-30
Merged-chr3-109124189-33	chr3	109123970	109124496	+	0.000	0.000	Merged-chr3-109124189-33
Merged-chr5-112274120-60	chr5	112273972	112274396	+	0.000	0.000	Merged-chr5-112274120-60
Merged-chr12-103059282-39	chr12	103059090	103059618	+	0.000	0.000	Merged-chr12-103059282-39
Merged-chr13-45917473-39	chr13	45917289	45917671	+	0.000	0.000	Merged-chr13-45917473-39
Merged-chr11-104549653-13	chr11	104549476	104549788	+	0.000	0.000	Merged-chr11-104549653-13
Merged-chr2-128372488-21	chr2	128372283	128372718	+	0.000	0.000	Merged-chr2-128372488-21
Merged-chr5-113830533-46	chr5	113830287	113830934	+	0.000	0.000	Merged-chr5-113830533-46
Merged-chr4-136173181-2	chr4	136173083	136173281	+	0.000	0.000	Merged-chr4-136173181-2
Merged-chrX-169319212-31	chrX	169318905	169319451	+	0.000	0.000	Merged-chrX-169319212-31
Merged-chr5-139299297-63	chr5	139299062	139299588	+	0.000	0.000	Merged-chr5-139299297-63
Merged-chr7-139224870-39	chr7	139224607	139225102	+	0.000	0.000	Merged-chr7-139224870-39
Merged-chr4-133038867-38	chr4	133038551	133039151	+	0.000	0.000	Merged-chr4-133038867-38
Merged-chr15-78899808-32	chr15	78899476	78900029	+	0.000	0.000	Merged-chr15-78899808-32
Merged-chr17-44738227-48	chr17	44737483	44738621	+	0.000	0.000	Merged-chr17-44738227-48
Merged-chr13-63187815-25	chr13	63187608	63188034	+	0.000	0.000	Merged-chr13-63187815-25
Merged-chr9-44483363-10	chr9	44483080	44483567	+	0.000	0.000	Merged-chr9-44483363-10
Merged-chr14-25640736-54	chr14	25640513	25640991	+	0.000	0.000	Merged-chr14-25640736-54
Merged-chr13-102126870-1	chr13	102126772	102126970	+	0.000	0.000	Merged-chr13-102126870-1
Merged-chr17-31820375-2	chr17	31820271	31820482	+	0.000	0.000	Merged-chr17-31820375-2
Merged-chr11-53805960-3	chr11	53805835	53806082	+	0.000	0.000	Merged-chr11-53805960-3
Merged-chr16-49798984-29	chr16	49798776	49799203	+	0.000	0.000	Merged-chr16-49798984-29
Merged-chr8-115514618-39	chr8	115514351	115515028	+	0.000	0.000	Merged-chr8-115514618-39
Merged-chr11-98918377-19	chr11	98918194	98918582	+	0.000	0.000	Merged-chr11-98918377-19
Merged-chr5-134237023-52	chr5	134236836	134237271	+	0.000	0.000	Merged-chr5-134237023-52
Merged-chr2-70127363-89	chr2	70126835	70128115	+	0.000	0.000	Merged-chr2-70127363-89
Merged-chr13-45872206-76	chr13	45871883	45872667	+	0.000	0.000	Merged-chr13-45872206-76
Merged-chr13-63251492-2	chr13	63251340	63251646	+	0.000	0.000	Merged-chr13-63251492-2
Merged-chr9-122193763-38	chr9	122193322	122194189	+	0.000	0.000	Merged-chr9-122193763-38
Merged-chr15-73720956-21	chr15	73720653	73721183	+	0.000	0.000	Merged-chr15-73720956-21
Merged-chr6-86853576-1	chr6	86853478	86853676	+	0.000	0.000	Merged-chr6-86853576-1
Merged-chr6-113691184-6	chr6	113691012	113691378	+	0.000	0.000	Merged-chr6-113691184-6
Merged-chr3-109171494-32	chr3	109171259	109171716	+	0.000	0.000	Merged-chr3-109171494-32
Merged-chr3-96273916-38	chr3	96273684	96274108	+	0.000	0.000	Merged-chr3-96273916-38
Merged-chr11-53786235-5	chr11	53786127	53786350	+	0.000	0.000	Merged-chr11-53786235-5
Merged-chr6-82753621-62	chr6	82753042	82754191	+	0.000	0.000	Merged-chr6-82753621-62
Merged-chr2-105398879-2	chr2	105398781	105398979	+	0.000	0.000	Merged-chr2-105398879-2
Merged-chr9-37553299-2	chr9	37553201	37553399	+	0.000	0.000	Merged-chr9-37553299-2
Merged-chr11-118476977-48	chr11	118476795	118477189	+	0.000	0.000	Merged-chr11-118476977-48
Merged-chr17-57167239-24	chr17	57167009	57167469	+	0.000	0.000	Merged-chr17-57167239-24
Merged-chr11-104608679-6	chr11	104608551	104608825	+	0.000	0.000	Merged-chr11-104608679-6
Merged-chr17-30901767-13	chr17	30901543	30901939	+	0.000	0.000	Merged-chr17-30901767-13
Merged-chr11-68465236-16	chr11	68465072	68465438	+	0.000	0.000	Merged-chr11-68465236-16
Merged-chr16-17125112-58	chr16	17124802	17125459	+	0.000	0.000	Merged-chr16-17125112-58
Merged-chr8-115182935-4	chr8	115182793	115183090	+	0.000	0.000	Merged-chr8-115182935-4
Merged-chr13-38503650-43	chr13	38503428	38503912	+	0.000	0.000	Merged-chr13-38503650-43
Merged-chr11-104550275-106	chr11	104549953	104550691	+	0.000	0.000	Merged-chr11-104550275-106
Merged-chr13-63246406-68	chr13	63245856	63247108	+	0.000	0.000	Merged-chr13-63246406-68
Merged-chr8-106949012-29	chr8	106948813	106949255	+	0.000	0.000	Merged-chr8-106949012-29
Merged-chr5-105409228-3	chr5	105409111	105409343	+	0.000	0.000	Merged-chr5-105409228-3
Merged-chr7-74696900-78	chr7	74696374	74697548	+	0.000	0.000	Merged-chr7-74696900-78
Merged-chr11-110496308-14	chr11	110495961	110496504	+	0.000	0.000	Merged-chr11-110496308-14
Merged-chr9-72955826-8	chr9	72955682	72955969	+	0.000	0.000	Merged-chr9-72955826-8
Merged-chr10-44447590-6	chr10	44447449	44447733	+	0.000	0.000	Merged-chr10-44447590-6
Merged-chr14-20173157-1	chr14	20173059	20173257	+	0.000	0.000	Merged-chr14-20173157-1
Merged-chr19-5727223-79	chr19	5726858	5728082	+	0.000	0.000	Merged-chr19-5727223-79
Merged-chr9-37552724-59	chr9	37552354	37553111	+	0.000	0.000	Merged-chr9-37552724-59
Merged-chr8-86839061-45	chr8	86838690	86839287	+	0.000	0.000	Merged-chr8-86839061-45
Merged-chr14-102982981-12	chr14	102982827	102983270	+	0.000	0.000	Merged-chr14-102982981-12
Merged-chr7-114091168-6	chr7	114090975	114091417	+	0.000	0.000	Merged-chr7-114091168-6
Merged-chr8-115739981-29	chr8	115739636	115740268	+	0.000	0.000	Merged-chr8-115739981-29
Merged-chr7-74695454-1	chr7	74695356	74695554	+	0.000	0.000	Merged-chr7-74695454-1
Merged-chrX-157458965-1	chrX	157458867	157459065	+	0.000	0.000	Merged-chrX-157458965-1
Merged-chr11-101657872-2	chr11	101657772	101657974	+	0.000	0.000	Merged-chr11-101657872-2
Merged-chr17-28512509-7	chr17	28512377	28512667	+	0.000	0.000	Merged-chr17-28512509-7
Merged-chr18-46201005-50	chr18	46200856	46201168	+	0.000	0.000	Merged-chr18-46201005-50
Merged-chr4-107802171-78	chr4	107801755	107802523	+	0.000	0.000	Merged-chr4-107802171-78
Merged-chr13-114887859-1	chr13	114887761	114887959	+	0.000	0.000	Merged-chr13-114887859-1
Merged-chr16-49793742-18	chr16	49793460	49793936	+	0.000	0.000	Merged-chr16-49793742-18
Merged-chr5-8368132-14	chr5	8367906	8368325	+	0.000	0.000	Merged-chr5-8368132-14
Merged-chr9-122232701-1	chr9	122232603	122232801	+	0.000	0.000	Merged-chr9-122232701-1
Merged-chr11-119005957-25	chr11	119005723	119006294	+	0.000	0.000	Merged-chr11-119005957-25
Merged-chr7-80534474-4	chr7	80534358	80534587	+	0.000	0.000	Merged-chr7-80534474-4
Merged-chr11-101095515-65	chr11	101095271	101095801	+	0.000	0.000	Merged-chr11-101095515-65
Merged-chr5-107946729-17	chr5	107946483	107946921	+	0.000	0.000	Merged-chr5-107946729-17
Merged-chr2-128103653-19	chr2	128103370	128103864	+	0.000	0.000	Merged-chr2-128103653-19
Merged-chr6-135363607-18	chr6	135363477	135363774	+	0.000	0.000	Merged-chr6-135363607-18
Merged-chr7-130727119-52	chr7	130726748	130727418	+	0.000	0.000	Merged-chr7-130727119-52
Merged-chr16-46107609-30	chr16	46107360	46107864	+	0.000	0.000	Merged-chr16-46107609-30
Merged-chr6-108665749-34	chr6	108665517	108666008	+	0.000	0.000	Merged-chr6-108665749-34
Merged-chr15-52565701-16	chr15	52565509	52565959	+	0.000	0.000	Merged-chr15-52565701-16
Merged-chr2-156876394-2	chr2	156876279	156876511	+	0.000	0.000	Merged-chr2-156876394-2
Merged-chr18-4959828-14	chr18	4959568	4960076	+	0.000	0.000	Merged-chr18-4959828-14
Merged-chr16-58690415-61	chr16	58690120	58690742	+	0.000	0.000	Merged-chr16-58690415-61
Merged-chr5-134236625-2	chr5	134236527	134236725	+	0.000	0.000	Merged-chr5-134236625-2
Merged-chr5-115011570-116	chr5	115010785	115012356	+	0.000	0.000	Merged-chr5-115011570-116
Merged-chr2-90490651-37	chr2	90490289	90491035	+	0.000	0.000	Merged-chr2-90490651-37
Merged-chr15-37679688-19	chr15	37679477	37679935	+	0.000	0.000	Merged-chr15-37679688-19
Merged-chr4-136178662-1	chr4	136178564	136178762	+	0.000	0.000	Merged-chr4-136178662-1
Merged-chr7-123327122-14	chr7	123326886	123327421	+	0.000	0.000	Merged-chr7-123327122-14
Merged-chr10-59236613-4	chr10	59236413	59236759	+	0.000	0.000	Merged-chr10-59236613-4
Merged-chr8-46618274-8	chr8	46618106	46618526	+	0.000	0.000	Merged-chr8-46618274-8
Merged-chr7-43438752-42	chr7	43438459	43439012	+	0.000	0.000	Merged-chr7-43438752-42
Merged-chr9-57259963-13	chr9	57259693	57260248	+	0.000	0.000	Merged-chr9-57259963-13
Merged-chr13-38501583-20	chr13	38501230	38501985	+	0.000	0.000	Merged-chr13-38501583-20
Merged-chr7-119860527-21	chr7	119860250	119860755	+	0.000	0.000	Merged-chr7-119860527-21
Merged-chr5-77134607-48	chr5	77134361	77134914	+	0.000	0.000	Merged-chr5-77134607-48
Merged-chr2-167368139-124	chr2	167367720	167368355	+	0.000	0.000	Merged-chr2-167368139-124
Merged-chr2-128388086-23	chr2	128387868	128388260	+	0.000	0.000	Merged-chr2-128388086-23
Merged-chr1-131135243-3	chr1	131135136	131135356	+	0.000	0.000	Merged-chr1-131135243-3
Merged-chr17-24671512-6	chr17	24671352	24671666	+	0.000	0.000	Merged-chr17-24671512-6
Merged-chr8-115400365-68	chr8	115400124	115400619	+	0.000	0.000	Merged-chr8-115400365-68
Merged-chr7-74554229-6	chr7	74554065	74554382	+	0.000	0.000	Merged-chr7-74554229-6
Merged-chr9-95835913-33	chr9	95835648	95836129	+	0.000	0.000	Merged-chr9-95835913-33
Merged-chr8-115227272-68	chr8	115226974	115227605	+	0.000	0.000	Merged-chr8-115227272-68
Merged-chr2-118602008-1	chr2	118601910	118602108	+	0.000	0.000	Merged-chr2-118602008-1
Merged-chrX-13631859-9	chrX	13631606	13632023	+	0.000	0.000	Merged-chrX-13631859-9
Merged-chr11-88950340-4	chr11	88950215	88950464	+	0.000	0.000	Merged-chr11-88950340-4
Merged-chr11-74526720-17	chr11	74526444	74526940	+	0.000	0.000	Merged-chr11-74526720-17
Merged-chr3-9705328-27	chr3	9705048	9705564	+	0.000	0.000	Merged-chr3-9705328-27
Merged-chr8-94179958-7	chr8	94179790	94180139	+	0.000	0.000	Merged-chr8-94179958-7
Merged-chr2-32870456-13	chr2	32870298	32870620	+	0.000	0.000	Merged-chr2-32870456-13
Merged-chr10-19597137-35	chr10	19596891	19597350	+	0.000	0.000	Merged-chr10-19597137-35
Merged-chr16-49836877-8	chr16	49836747	49837013	+	0.000	0.000	Merged-chr16-49836877-8
Merged-chr11-74560230-1	chr11	74560132	74560330	+	0.000	0.000	Merged-chr11-74560230-1
Merged-chr10-79797957-4	chr10	79797797	79798089	+	0.000	0.000	Merged-chr10-79797957-4
Merged-chr12-54986342-8	chr12	54986052	54986601	+	0.000	0.000	Merged-chr12-54986342-8
Merged-chr7-44572491-3	chr7	44572386	44572601	+	0.000	0.000	Merged-chr7-44572491-3
Merged-chr2-105400264-9	chr2	105400034	105400469	+	0.000	0.000	Merged-chr2-105400264-9
Merged-chr2-32602838-31	chr2	32602559	32602996	+	0.000	0.000	Merged-chr2-32602838-31
Merged-chrX-155267080-5	chrX	155266912	155267220	+	0.000	0.000	Merged-chrX-155267080-5
Merged-chr2-90546261-2	chr2	90546159	90546366	+	0.000	0.000	Merged-chr2-90546261-2
Merged-chr9-123936830-62	chr9	123936601	123937059	+	0.000	0.000	Merged-chr9-123936830-62
Merged-chr11-74522748-45	chr11	74522402	74523010	+	0.000	0.000	Merged-chr11-74522748-45
Merged-chr14-25460992-1	chr14	25460894	25461092	+	0.000	0.000	Merged-chr14-25460992-1
Merged-chr13-24599752-50	chr13	24599571	24599932	+	0.000	0.000	Merged-chr13-24599752-50
Merged-chr2-52319482-58	chr2	52319269	52319809	+	0.000	0.000	Merged-chr2-52319482-58
Merged-chr7-43438333-4	chr7	43438235	43438433	+	0.000	0.000	Merged-chr7-43438333-4
Merged-chr2-128365920-27	chr2	128365732	128366161	+	0.000	0.000	Merged-chr2-128365920-27
Merged-chr6-129036923-80	chr6	129036453	129037337	+	0.000	0.000	Merged-chr6-129036923-80
Merged-chr13-115096453-1	chr13	115096355	115096553	+	0.000	0.000	Merged-chr13-115096453-1
Merged-chr2-126490737-1	chr2	126490639	126490837	+	0.000	0.000	Merged-chr2-126490737-1
Merged-chr16-91781524-1	chr16	91781426	91781624	+	0.000	0.000	Merged-chr16-91781524-1
Merged-chr2-126331993-16	chr2	126331747	126332252	+	0.000	0.000	Merged-chr2-126331993-16
Merged-chr4-133057911-45	chr4	133057493	133058342	+	0.000	0.000	Merged-chr4-133057911-45
Merged-chr2-58178183-2	chr2	58178046	58178323	+	0.000	0.000	Merged-chr2-58178183-2
Merged-chr1-131049436-17	chr1	131049086	131049647	+	0.000	0.000	Merged-chr1-131049436-17
Merged-chr13-74771404-1	chr13	74771306	74771504	+	0.000	0.000	Merged-chr13-74771404-1
Merged-chr3-9715345-15	chr3	9715121	9715567	+	0.000	0.000	Merged-chr3-9715345-15
Merged-chr6-125191910-87	chr6	125191568	125192150	+	0.000	0.000	Merged-chr6-125191910-87
Merged-chr8-115183735-24	chr8	115183534	115183925	+	0.000	0.000	Merged-chr8-115183735-24
Merged-chr10-41476446-34	chr10	41476241	41476676	+	0.000	0.000	Merged-chr10-41476446-34
Merged-chr12-113059214-12	chr12	113059058	113059360	+	0.000	0.000	Merged-chr12-113059214-12
Merged-chr9-66158396-48	chr9	66158053	66158692	+	0.000	0.000	Merged-chr9-66158396-48
Merged-chr4-132753702-1	chr4	132753604	132753802	+	0.000	0.000	Merged-chr4-132753702-1
Merged-chr11-82239644-20	chr11	82239453	82239927	+	0.000	0.000	Merged-chr11-82239644-20
Merged-chr1-170167960-28	chr1	170167748	170168261	+	0.000	0.000	Merged-chr1-170167960-28
Merged-chr14-121421712-3	chr14	121421553	121421892	+	0.000	0.000	Merged-chr14-121421712-3
Merged-chr1-191575534-133	chr1	191574943	191575945	+	0.000	0.000	Merged-chr1-191575534-133
Merged-chr14-70781292-78	chr14	70781057	70781487	+	0.000	0.000	Merged-chr14-70781292-78
Merged-chr18-75392054-3	chr18	75391903	75392181	+	0.000	0.000	Merged-chr18-75392054-3
Merged-chr17-44713966-59	chr17	44713428	44714605	+	0.000	0.000	Merged-chr17-44713966-59
Merged-chr16-58694307-32	chr16	58694014	58694517	+	0.000	0.000	Merged-chr16-58694307-32
Merged-chr3-89246183-73	chr3	89245562	89246593	+	0.000	0.000	Merged-chr3-89246183-73
Merged-chr4-135150517-4	chr4	135150396	135150662	+	0.000	0.000	Merged-chr4-135150517-4
Merged-chr9-64779927-39	chr9	64779645	64780173	+	0.000	0.000	Merged-chr9-64779927-39
Merged-chr17-50086189-28	chr17	50085728	50086535	+	0.000	0.000	Merged-chr17-50086189-28
Merged-chrX-142469778-72	chrX	142469064	142470409	+	0.000	0.000	Merged-chrX-142469778-72
Merged-chr5-117388866-82	chr5	117388608	117389235	+	0.000	0.000	Merged-chr5-117388866-82
Merged-chr6-108709910-74	chr6	108709701	108710330	+	0.000	0.000	Merged-chr6-108709910-74
Merged-chr16-8655850-21	chr16	8655666	8656012	+	0.000	0.000	Merged-chr16-8655850-21
Merged-chr9-103337204-21	chr9	103336996	103337377	+	0.000	0.000	Merged-chr9-103337204-21
Merged-chr9-95835465-2	chr9	95835367	95835565	+	0.000	0.000	Merged-chr9-95835465-2
Merged-chr9-44044631-4	chr9	44044450	44044774	+	0.000	0.000	Merged-chr9-44044631-4
Merged-chr2-65200275-1	chr2	65200177	65200375	+	0.000	0.000	Merged-chr2-65200275-1
Merged-chr2-71814151-46	chr2	71813918	71814407	+	0.000	0.000	Merged-chr2-71814151-46
Merged-chr11-116617585-17	chr11	116617315	116617956	+	0.000	0.000	Merged-chr11-116617585-17
Merged-chr11-98900824-37	chr11	98900479	98901053	+	0.000	0.000	Merged-chr11-98900824-37
Merged-chr19-45752039-30	chr19	45751894	45752228	+	0.000	0.000	Merged-chr19-45752039-30
Merged-chr19-18599866-22	chr19	18599708	18600037	+	0.000	0.000	Merged-chr19-18599866-22
Merged-chrX-159043640-18	chrX	159043436	159043801	+	0.000	0.000	Merged-chrX-159043640-18
Merged-chr11-53795155-60	chr11	53794787	53795363	+	0.000	0.000	Merged-chr11-53795155-60
Merged-chr14-103667677-1	chr14	103667579	103667777	+	0.000	0.000	Merged-chr14-103667677-1
Merged-chr8-94179211-44	chr8	94178888	94179676	+	0.000	0.000	Merged-chr8-94179211-44
Merged-chr15-73757276-27	chr15	73756902	73757531	+	0.000	0.000	Merged-chr15-73757276-27
Merged-chr2-11693188-23	chr2	11692837	11693404	+	0.000	0.000	Merged-chr2-11693188-23
Merged-chr8-115653141-5	chr8	115653012	115653275	+	0.000	0.000	Merged-chr8-115653141-5
Merged-chr13-95685937-61	chr13	95685247	95686256	+	0.000	0.000	Merged-chr13-95685937-61
Merged-chr13-63223082-1	chr13	63222984	63223182	+	0.000	0.000	Merged-chr13-63223082-1
Merged-chr3-8510518-3	chr3	8510400	8510636	+	0.000	0.000	Merged-chr3-8510518-3
Merged-chr2-90574177-3	chr2	90573938	90574363	+	0.000	0.000	Merged-chr2-90574177-3
Merged-chr5-37147664-17	chr5	37147528	37147813	+	0.000	0.000	Merged-chr5-37147664-17
Merged-chr19-18598032-2	chr19	18597902	18598164	+	0.000	0.000	Merged-chr19-18598032-2
Merged-chr10-44676682-10	chr10	44676492	44676904	+	0.000	0.000	Merged-chr10-44676682-10
Merged-chr1-181922021-44	chr1	181921817	181922312	+	0.000	0.000	Merged-chr1-181922021-44
Merged-chr8-115185594-22	chr8	115185338	115185734	+	0.000	0.000	Merged-chr8-115185594-22
Merged-chr10-91154304-42	chr10	91154075	91154521	+	0.000	0.000	Merged-chr10-91154304-42
Merged-chr9-35117076-156	chr9	35116556	35117510	+	0.000	0.000	Merged-chr9-35117076-156
Merged-chr4-11721470-80	chr4	11721174	11721788	+	0.000	0.000	Merged-chr4-11721470-80
Merged-chr10-8136726-1	chr10	8136628	8136826	+	0.000	0.000	Merged-chr10-8136726-1
Merged-chr2-157006933-70	chr2	157006688	157007152	+	0.000	0.000	Merged-chr2-157006933-70
Merged-chr11-64113606-12	chr11	64113422	64113785	+	0.000	0.000	Merged-chr11-64113606-12
Merged-chr17-24687301-48	chr17	24686963	24687588	+	0.000	0.000	Merged-chr17-24687301-48
Merged-chr4-149549430-28	chr4	149549195	149549671	+	0.000	0.000	Merged-chr4-149549430-28
Merged-chr14-20885499-75	chr14	20885041	20885922	+	0.000	0.000	Merged-chr14-20885499-75
Merged-chr11-109495747-14	chr11	109495570	109495914	+	0.000	0.000	Merged-chr11-109495747-14
Merged-chr11-53839665-72	chr11	53839171	53840300	+	0.000	0.000	Merged-chr11-53839665-72
Merged-chr8-115707487-136	chr8	115706809	115707914	+	0.000	0.000	Merged-chr8-115707487-136
Merged-chr19-41323479-14	chr19	41323296	41323638	+	0.000	0.000	Merged-chr19-41323479-14
Merged-chr13-95913173-23	chr13	95912940	95913405	+	0.000	0.000	Merged-chr13-95913173-23
Merged-chr7-28867749-38	chr7	28867570	28867908	+	0.000	0.000	Merged-chr7-28867749-38
Merged-chr13-24419838-27	chr13	24419526	24420086	+	0.000	0.000	Merged-chr13-24419838-27
Merged-chr5-77148298-3	chr5	77148161	77148420	+	0.000	0.000	Merged-chr5-77148298-3
Merged-chr9-111057032-179	chr9	111055656	111058273	+	0.000	0.000	Merged-chr9-111057032-179
Merged-chr11-95356301-1	chr11	95356203	95356401	+	0.000	0.000	Merged-chr11-95356301-1
Merged-chr11-59965076-80	chr11	59964728	59965645	+	0.000	0.000	Merged-chr11-59965076-80
Merged-chr7-3289241-19	chr7	3289110	3289423	+	0.000	0.000	Merged-chr7-3289241-19
Merged-chr11-74572247-2	chr11	74572110	74572386	+	0.000	0.000	Merged-chr11-74572247-2
Merged-chr19-18615969-1	chr19	18615871	18616069	+	0.000	0.000	Merged-chr19-18615969-1
Merged-chr9-122226680-11	chr9	122226329	122226858	+	0.000	0.000	Merged-chr9-122226680-11
Merged-chr2-13573939-7	chr2	13573743	13574125	+	0.000	0.000	Merged-chr2-13573939-7
Merged-chr19-38931059-89	chr19	38930632	38931370	+	0.000	0.000	Merged-chr19-38931059-89
Merged-chr7-80576009-57	chr7	80575777	80576439	+	0.000	0.000	Merged-chr7-80576009-57
Merged-chr17-86187981-35	chr17	86187809	86188134	+	0.000	0.000	Merged-chr17-86187981-35
Merged-chr7-135736096-74	chr7	135735714	135736333	+	0.000	0.000	Merged-chr7-135736096-74
Merged-chr4-89400416-12	chr4	89400187	89400627	+	0.000	0.000	Merged-chr4-89400416-12
Merged-chr7-43437887-5	chr7	43437617	43438175	+	0.000	0.000	Merged-chr7-43437887-5
Merged-chr8-91081645-1	chr8	91081547	91081745	+	0.000	0.000	Merged-chr8-91081645-1
Merged-chr18-4314050-37	chr18	4313851	4314371	+	0.000	0.000	Merged-chr18-4314050-37
Merged-chr18-35118873-79	chr18	35118527	35119127	+	0.000	0.000	Merged-chr18-35118873-79
Merged-chr3-93554661-4	chr3	93554548	93554767	+	0.000	0.000	Merged-chr3-93554661-4
Merged-chr6-127151154-7	chr6	127150949	127151343	+	0.000	0.000	Merged-chr6-127151154-7
Merged-chr2-72536133-16	chr2	72535952	72536346	+	0.000	0.000	Merged-chr2-72536133-16
Merged-chr1-86503611-1	chr1	86503513	86503711	+	0.000	0.000	Merged-chr1-86503611-1
Merged-chr12-113014523-77	chr12	113014058	113015101	+	0.000	0.000	Merged-chr12-113014523-77
Merged-chr11-116616118-41	chr11	116615788	116616478	+	0.000	0.000	Merged-chr11-116616118-41
Merged-chr13-114894914-23	chr13	114894666	114895310	+	0.000	0.000	Merged-chr13-114894914-23
Merged-chr17-50158722-59	chr17	50158309	50159007	+	0.000	0.000	Merged-chr17-50158722-59
Merged-chr3-102995869-67	chr3	102995601	102996257	+	0.000	0.000	Merged-chr3-102995869-67
Merged-chr11-105911758-13	chr11	105911545	105911982	+	0.000	0.000	Merged-chr11-105911758-13
Merged-chr17-35997233-37	chr17	35997056	35997537	+	0.000	0.000	Merged-chr17-35997233-37
Merged-chr6-120365274-1	chr6	120365176	120365374	+	0.000	0.000	Merged-chr6-120365274-1
Merged-chr4-135271546-1	chr4	135271448	135271646	+	0.000	0.000	Merged-chr4-135271546-1
Merged-chr1-88701841-120	chr1	88700511	88702401	+	0.000	0.000	Merged-chr1-88701841-120
