#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-DKO_Th1_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Th1_vs_WT_Tfh.up.bed
Merged-chr14-7978426-12	chr14	7978279	7978551	+	0.000	0.000	Merged-chr14-7978426-12
Merged-chr7-101663802-50	chr7	101663644	101664014	+	0.000	0.000	Merged-chr7-101663802-50
Merged-chr15-97963529-3	chr15	97963400	97963648	+	0.000	0.000	Merged-chr15-97963529-3
Merged-chr3-138753245-27	chr3	138752913	138753484	+	0.000	0.000	Merged-chr3-138753245-27
Merged-chr1-191275783-38	chr1	191275520	191275981	+	0.000	0.000	Merged-chr1-191275783-38
Merged-chr3-89872416-43	chr3	89872231	89872594	+	0.000	0.000	Merged-chr3-89872416-43
Merged-chr11-115631252-39	chr11	115631014	115631647	+	0.000	0.000	Merged-chr11-115631252-39
Merged-chr5-125178915-93	chr5	125178387	125179706	+	0.000	0.000	Merged-chr5-125178915-93
Merged-chr16-89836623-18	chr16	89836455	89836833	+	0.000	0.000	Merged-chr16-89836623-18
Merged-chr11-105180803-1	chr11	105180705	105180903	+	0.000	0.000	Merged-chr11-105180803-1
Merged-chr2-6444990-17	chr2	6444734	6445329	+	0.000	0.000	Merged-chr2-6444990-17
Merged-chr2-18957647-16	chr2	18957405	18958031	+	0.000	0.000	Merged-chr2-18957647-16
Merged-chr9-85860691-1	chr9	85860593	85860791	+	0.000	0.000	Merged-chr9-85860691-1
Merged-chr6-37371465-5	chr6	37371347	37371606	+	0.000	0.000	Merged-chr6-37371465-5
Merged-chr18-60805828-10	chr18	60805622	60805990	+	0.000	0.000	Merged-chr18-60805828-10
Merged-chr14-101480860-35	chr14	101480618	101481166	+	0.000	0.000	Merged-chr14-101480860-35
Merged-chr12-36439593-19	chr12	36439418	36439762	+	0.000	0.000	Merged-chr12-36439593-19
Merged-chr17-84419944-108	chr17	84419602	84420170	+	0.000	0.000	Merged-chr17-84419944-108
Merged-chr1-181256937-103	chr1	181256444	181257308	+	0.000	0.000	Merged-chr1-181256937-103
Merged-chr6-128807188-11	chr6	128807042	128807313	+	0.000	0.000	Merged-chr6-128807188-11
Merged-chr10-127042794-1	chr10	127042696	127042894	+	0.000	0.000	Merged-chr10-127042794-1
Merged-chr5-125197452-10	chr5	125197255	125197625	+	0.000	0.000	Merged-chr5-125197452-10
Merged-chr6-99452798-17	chr6	99452641	99452947	+	0.000	0.000	Merged-chr6-99452798-17
Merged-chr11-117872185-83	chr11	117871717	117872625	+	0.000	0.000	Merged-chr11-117872185-83
Merged-chr11-75962033-17	chr11	75961745	75962202	+	0.000	0.000	Merged-chr11-75962033-17
Merged-chr4-57883873-2	chr4	57883744	57884005	+	0.000	0.000	Merged-chr4-57883873-2
Merged-chr10-80102665-37	chr10	80102209	80102900	+	0.000	0.000	Merged-chr10-80102665-37
Merged-chr16-76561459-129	chr16	76560152	76562330	+	0.000	0.000	Merged-chr16-76561459-129
Merged-chr13-112466287-1	chr13	112466189	112466387	+	0.000	0.000	Merged-chr13-112466287-1
Merged-chr3-101058101-14	chr3	101057635	101058634	+	0.000	0.000	Merged-chr3-101058101-14
Merged-chr5-140830422-64	chr5	140830038	140830737	+	0.000	0.000	Merged-chr5-140830422-64
Merged-chr13-99992126-1	chr13	99992028	99992226	+	0.000	0.000	Merged-chr13-99992126-1
Merged-chr9-57956511-1	chr9	57956413	57956611	+	0.000	0.000	Merged-chr9-57956511-1
Merged-chr4-140833040-18	chr4	140832843	140833273	+	0.000	0.000	Merged-chr4-140833040-18
Merged-chr14-61818597-46	chr14	61818332	61818970	+	0.000	0.000	Merged-chr14-61818597-46
Merged-chr12-76832803-1	chr12	76832705	76832903	+	0.000	0.000	Merged-chr12-76832803-1
Merged-chr10-17775311-43	chr10	17775117	17775553	+	0.000	0.000	Merged-chr10-17775311-43
Merged-chr5-122614417-50	chr5	122614249	122614659	+	0.000	0.000	Merged-chr5-122614417-50
Merged-chr12-85447254-58	chr12	85447089	85447407	+	0.000	0.000	Merged-chr12-85447254-58
Merged-chr1-128831902-22	chr1	128831556	128832115	+	0.000	0.000	Merged-chr1-128831902-22
Merged-chr12-85661084-38	chr12	85660858	85661337	+	0.000	0.000	Merged-chr12-85661084-38
Merged-chr5-110101957-4	chr5	110101783	110102123	+	0.000	0.000	Merged-chr5-110101957-4
Merged-chr12-83921941-52	chr12	83921711	83922170	+	0.000	0.000	Merged-chr12-83921941-52
Merged-chr13-95563885-30	chr13	95563690	95564068	+	0.000	0.000	Merged-chr13-95563885-30
Merged-chr7-101618490-14	chr7	101618250	101618669	+	0.000	0.000	Merged-chr7-101618490-14
Merged-chr15-83594675-99	chr15	83593935	83595202	+	0.000	0.000	Merged-chr15-83594675-99
Merged-chr12-112617493-30	chr12	112617184	112617936	+	0.000	0.000	Merged-chr12-112617493-30
Merged-chr5-123015411-110	chr5	123014724	123015672	+	0.000	0.000	Merged-chr5-123015411-110
Merged-chr4-120363479-1	chr4	120363381	120363579	+	0.000	0.000	Merged-chr4-120363479-1
Merged-chr13-112464481-1	chr13	112464383	112464581	+	0.000	0.000	Merged-chr13-112464481-1
Merged-chr6-98782065-1	chr6	98781967	98782165	+	0.000	0.000	Merged-chr6-98782065-1
Merged-chr7-49462687-57	chr7	49462262	49463189	+	0.000	0.000	Merged-chr7-49462687-57
Merged-chr17-84466187-53	chr17	84466025	84466399	+	0.000	0.000	Merged-chr17-84466187-53
Merged-chr5-120742294-10	chr5	120742111	120742509	+	0.000	0.000	Merged-chr5-120742294-10
Merged-chr17-7170509-1	chr17	7170411	7170609	+	0.000	0.000	Merged-chr17-7170509-1
Merged-chr9-25186087-6	chr9	25185914	25186245	+	0.000	0.000	Merged-chr9-25186087-6
Merged-chr12-85703718-17	chr12	85703497	85704017	+	0.000	0.000	Merged-chr12-85703718-17
Merged-chr11-78178287-75	chr11	78177938	78178585	+	0.000	0.000	Merged-chr11-78178287-75
Merged-chr12-15814780-9	chr12	15814555	15814985	+	0.000	0.000	Merged-chr12-15814780-9
Merged-chr12-76837684-61	chr12	76837452	76837973	+	0.000	0.000	Merged-chr12-76837684-61
Merged-chr5-103442346-46	chr5	103442140	103442733	+	0.000	0.000	Merged-chr5-103442346-46
Merged-chr4-154389005-1	chr4	154388907	154389105	+	0.000	0.000	Merged-chr4-154389005-1
Merged-chr12-16008873-105	chr12	16008230	16009458	+	0.000	0.000	Merged-chr12-16008873-105
Merged-chr10-59324092-1	chr10	59323994	59324192	+	0.000	0.000	Merged-chr10-59324092-1
Merged-chr1-164411460-2	chr1	164411345	164411577	+	0.000	0.000	Merged-chr1-164411460-2
Merged-chr6-129282412-1	chr6	129282314	129282512	+	0.000	0.000	Merged-chr6-129282412-1
Merged-chr1-60410229-3	chr1	60410102	60410351	+	0.000	0.000	Merged-chr1-60410229-3
Merged-chr13-63528491-46	chr13	63528262	63528750	+	0.000	0.000	Merged-chr13-63528491-46
Merged-chr9-67901955-26	chr9	67901695	67902283	+	0.000	0.000	Merged-chr9-67901955-26
Merged-chr17-74745133-7	chr17	74744948	74745327	+	0.000	0.000	Merged-chr17-74745133-7
Merged-chrX-166323438-29	chrX	166323126	166323898	+	0.000	0.000	Merged-chrX-166323438-29
Merged-chr17-56350875-30	chr17	56350700	56351118	+	0.000	0.000	Merged-chr17-56350875-30
Merged-chr2-18939077-26	chr2	18938788	18939233	+	0.000	0.000	Merged-chr2-18939077-26
Merged-chr10-68199721-19	chr10	68199492	68199972	+	0.000	0.000	Merged-chr10-68199721-19
Merged-chr7-83659580-37	chr7	83659288	83659771	+	0.000	0.000	Merged-chr7-83659580-37
Merged-chr5-122647339-1	chr5	122647241	122647439	+	0.000	0.000	Merged-chr5-122647339-1
Merged-chr17-73142383-41	chr17	73141769	73142825	+	0.000	0.000	Merged-chr17-73142383-41
Merged-chr16-85172081-1	chr16	85171983	85172181	+	0.000	0.000	Merged-chr16-85172081-1
Merged-chr10-12851139-23	chr10	12850818	12851455	+	0.000	0.000	Merged-chr10-12851139-23
Merged-chr4-6883364-1	chr4	6883266	6883464	+	0.000	0.000	Merged-chr4-6883364-1
Merged-chr4-154407570-1	chr4	154407472	154407670	+	0.000	0.000	Merged-chr4-154407570-1
Merged-chr10-14040919-9	chr10	14040750	14041143	+	0.000	0.000	Merged-chr10-14040919-9
Merged-chr6-128805330-14	chr6	128805163	128805596	+	0.000	0.000	Merged-chr6-128805330-14
Merged-chr7-19404013-49	chr7	19403663	19404347	+	0.000	0.000	Merged-chr7-19404013-49
Merged-chr5-64389971-20	chr5	64389763	64390216	+	0.000	0.000	Merged-chr5-64389971-20
Merged-chr15-66877875-1	chr15	66877777	66877975	+	0.000	0.000	Merged-chr15-66877875-1
Merged-chr10-67480235-1	chr10	67480137	67480335	+	0.000	0.000	Merged-chr10-67480235-1
Merged-chr12-86079285-87	chr12	86078882	86079592	+	0.000	0.000	Merged-chr12-86079285-87
Merged-chr1-36282158-44	chr1	36281867	36282422	+	0.000	0.000	Merged-chr1-36282158-44
Merged-chr15-53354043-25	chr15	53353801	53354272	+	0.000	0.000	Merged-chr15-53354043-25
Merged-chr10-67484199-8	chr10	67484037	67484376	+	0.000	0.000	Merged-chr10-67484199-8
Merged-chr11-117965771-41	chr11	117965575	117965953	+	0.000	0.000	Merged-chr11-117965771-41
Merged-chr2-161271410-1	chr2	161271312	161271510	+	0.000	0.000	Merged-chr2-161271410-1
Merged-chr11-4821770-4	chr11	4821603	4821921	+	0.000	0.000	Merged-chr11-4821770-4
Merged-chrX-12159655-2	chrX	12159499	12159814	+	0.000	0.000	Merged-chrX-12159655-2
Merged-chr4-150366949-6	chr4	150366799	150367108	+	0.000	0.000	Merged-chr4-150366949-6
Merged-chr15-61988003-29	chr15	61987720	61988240	+	0.000	0.000	Merged-chr15-61988003-29
Merged-chr6-41537552-2	chr6	41537448	41537659	+	0.000	0.000	Merged-chr6-41537552-2
Merged-chr11-19965912-13	chr11	19965710	19966112	+	0.000	0.000	Merged-chr11-19965912-13
Merged-chr12-17511273-48	chr12	17511002	17511505	+	0.000	0.000	Merged-chr12-17511273-48
Merged-chr7-39650740-5	chr7	39650530	39650930	+	0.000	0.000	Merged-chr7-39650740-5
Merged-chr10-67727735-22	chr10	67727532	67727950	+	0.000	0.000	Merged-chr10-67727735-22
Merged-chr18-55055827-13	chr18	55055673	55055979	+	0.000	0.000	Merged-chr18-55055827-13
Merged-chr3-101933748-15	chr3	101933429	101933964	+	0.000	0.000	Merged-chr3-101933748-15
Merged-chr4-150029862-9	chr4	150029641	150030015	+	0.000	0.000	Merged-chr4-150029862-9
Merged-chr1-192754754-1	chr1	192754656	192754854	+	0.000	0.000	Merged-chr1-192754754-1
Merged-chr17-46388393-29	chr17	46388181	46388540	+	0.000	0.000	Merged-chr17-46388393-29
Merged-chr9-118476509-3	chr9	118476312	118476757	+	0.000	0.000	Merged-chr9-118476509-3
Merged-chr17-34972191-70	chr17	34971757	34972515	+	0.000	0.000	Merged-chr17-34972191-70
Merged-chr7-144447346-49	chr7	144447120	144447563	+	0.000	0.000	Merged-chr7-144447346-49
Merged-chr12-85430592-32	chr12	85430297	85430911	+	0.000	0.000	Merged-chr12-85430592-32
Merged-chr12-80168403-35	chr12	80168234	80168668	+	0.000	0.000	Merged-chr12-80168403-35
Merged-chr11-52318681-44	chr11	52318517	52318894	+	0.000	0.000	Merged-chr11-52318681-44
Merged-chr5-34187827-64	chr5	34187539	34188128	+	0.000	0.000	Merged-chr5-34187827-64
Merged-chr4-6748423-8	chr4	6748275	6748597	+	0.000	0.000	Merged-chr4-6748423-8
Merged-chr5-135632742-49	chr5	135632498	135632992	+	0.000	0.000	Merged-chr5-135632742-49
Merged-chr16-4032511-6	chr16	4032386	4032674	+	0.000	0.000	Merged-chr16-4032511-6
Merged-chr9-61708026-57	chr9	61707625	61708231	+	0.000	0.000	Merged-chr9-61708026-57
Merged-chr4-154334922-29	chr4	154334653	154335182	+	0.000	0.000	Merged-chr4-154334922-29
Merged-chr16-45305942-3	chr16	45305837	45306048	+	0.000	0.000	Merged-chr16-45305942-3
Merged-chr9-123260365-122	chr9	123259996	123260969	+	0.000	0.000	Merged-chr9-123260365-122
Merged-chr16-97523294-33	chr16	97523042	97523600	+	0.000	0.000	Merged-chr16-97523294-33
Merged-chr1-155173464-79	chr1	155173283	155173805	+	0.000	0.000	Merged-chr1-155173464-79
Merged-chr15-64210787-15	chr15	64210626	64210922	+	0.000	0.000	Merged-chr15-64210787-15
Merged-chr7-45525580-4	chr7	45525443	45525723	+	0.000	0.000	Merged-chr7-45525580-4
Merged-chr11-4848919-5	chr11	4848738	4849134	+	0.000	0.000	Merged-chr11-4848919-5
Merged-chr7-141265158-17	chr7	141264881	141265411	+	0.000	0.000	Merged-chr7-141265158-17
Merged-chr4-10912852-21	chr4	10912644	10913046	+	0.000	0.000	Merged-chr4-10912852-21
Merged-chr17-65772489-42	chr17	65772149	65772828	+	0.000	0.000	Merged-chr17-65772489-42
Merged-chr4-154927334-11	chr4	154927155	154927577	+	0.000	0.000	Merged-chr4-154927334-11
Merged-chr2-174615012-4	chr2	174614877	174615169	+	0.000	0.000	Merged-chr2-174615012-4
Merged-chr17-35341927-1	chr17	35341829	35342027	+	0.000	0.000	Merged-chr17-35341927-1
Merged-chr16-90181555-14	chr16	90181295	90181805	+	0.000	0.000	Merged-chr16-90181555-14
Merged-chr17-84368765-10	chr17	84368569	84368965	+	0.000	0.000	Merged-chr17-84368765-10
Merged-chr6-48802126-31	chr6	48801970	48802386	+	0.000	0.000	Merged-chr6-48802126-31
Merged-chr18-79263255-24	chr18	79263048	79263470	+	0.000	0.000	Merged-chr18-79263255-24
Merged-chr2-72169976-4	chr2	72169814	72170101	+	0.000	0.000	Merged-chr2-72169976-4
Merged-chr15-6603804-8	chr15	6603592	6603964	+	0.000	0.000	Merged-chr15-6603804-8
Merged-chr17-84420400-1	chr17	84420302	84420500	+	0.000	0.000	Merged-chr17-84420400-1
Merged-chr9-121642625-86	chr9	121642363	121642978	+	0.000	0.000	Merged-chr9-121642625-86
Merged-chr1-86580596-17	chr1	86580352	86580763	+	0.000	0.000	Merged-chr1-86580596-17
Merged-chr17-28701389-22	chr17	28701195	28701711	+	0.000	0.000	Merged-chr17-28701389-22
Merged-chr16-57571504-3	chr16	57571406	57571604	+	0.000	0.000	Merged-chr16-57571504-3
Merged-chr2-71941624-65	chr2	71941432	71941849	+	0.000	0.000	Merged-chr2-71941624-65
Merged-chr9-118674693-5	chr9	118674546	118674819	+	0.000	0.000	Merged-chr9-118674693-5
Merged-chr1-86154641-52	chr1	86154445	86154901	+	0.000	0.000	Merged-chr1-86154641-52
Merged-chr2-169690138-4	chr2	169689986	169690285	+	0.000	0.000	Merged-chr2-169690138-4
Merged-chrX-42399563-21	chrX	42399367	42399776	+	0.000	0.000	Merged-chrX-42399563-21
Merged-chr7-128554722-15	chr7	128554526	128554950	+	0.000	0.000	Merged-chr7-128554722-15
Merged-chr4-149871771-25	chr4	149871552	149872022	+	0.000	0.000	Merged-chr4-149871771-25
Merged-chr2-169636132-1	chr2	169636034	169636232	+	0.000	0.000	Merged-chr2-169636132-1
Merged-chr17-51179139-100	chr17	51178913	51179517	+	0.000	0.000	Merged-chr17-51179139-100
Merged-chr17-30128698-1	chr17	30128600	30128798	+	0.000	0.000	Merged-chr17-30128698-1
Merged-chr2-32859243-10	chr2	32859007	32859435	+	0.000	0.000	Merged-chr2-32859243-10
Merged-chr10-68239369-73	chr10	68239007	68239655	+	0.000	0.000	Merged-chr10-68239369-73
Merged-chr13-112439925-37	chr13	112439419	112440263	+	0.000	0.000	Merged-chr13-112439925-37
Merged-chr7-99374530-9	chr7	99374381	99374679	+	0.000	0.000	Merged-chr7-99374530-9
Merged-chr3-69044768-74	chr3	69044517	69045084	+	0.000	0.000	Merged-chr3-69044768-74
Merged-chr17-84421572-4	chr17	84421392	84421712	+	0.000	0.000	Merged-chr17-84421572-4
Merged-chr13-112211274-7	chr13	112211086	112211484	+	0.000	0.000	Merged-chr13-112211274-7
Merged-chr8-110912208-23	chr8	110911796	110912458	+	0.000	0.000	Merged-chr8-110912208-23
Merged-chr2-117399695-40	chr2	117399514	117399883	+	0.000	0.000	Merged-chr2-117399695-40
Merged-chr7-101837936-19	chr7	101837739	101838167	+	0.000	0.000	Merged-chr7-101837936-19
Merged-chr13-112464093-61	chr13	112463825	112464353	+	0.000	0.000	Merged-chr13-112464093-61
Merged-chr12-80259996-121	chr12	80259436	80260651	+	0.000	0.000	Merged-chr12-80259996-121
Merged-chr6-99486374-21	chr6	99486160	99486592	+	0.000	0.000	Merged-chr6-99486374-21
Merged-chr4-6896159-16	chr4	6895971	6896344	+	0.000	0.000	Merged-chr4-6896159-16
Merged-chr2-117352784-31	chr2	117352575	117353224	+	0.000	0.000	Merged-chr2-117352784-31
Merged-chr10-20005632-50	chr10	20005353	20005895	+	0.000	0.000	Merged-chr10-20005632-50
Merged-chr7-80718716-12	chr7	80718518	80718920	+	0.000	0.000	Merged-chr7-80718716-12
Merged-chr5-107403453-62	chr5	107403034	107403880	+	0.000	0.000	Merged-chr5-107403453-62
Merged-chr19-18747046-98	chr19	18746370	18747876	+	0.000	0.000	Merged-chr19-18747046-98
Merged-chr7-110797664-1	chr7	110797566	110797764	+	0.000	0.000	Merged-chr7-110797664-1
Merged-chrX-11839890-20	chrX	11839610	11840054	+	0.000	0.000	Merged-chrX-11839890-20
Merged-chr5-144295152-24	chr5	144294813	144295397	+	0.000	0.000	Merged-chr5-144295152-24
Merged-chr10-25221077-23	chr10	25220795	25221277	+	0.000	0.000	Merged-chr10-25221077-23
Merged-chr6-144997365-10	chr6	144997209	144997531	+	0.000	0.000	Merged-chr6-144997365-10
Merged-chr7-114414858-8	chr7	114414588	114415102	+	0.000	0.000	Merged-chr7-114414858-8
Merged-chrX-12091143-34	chrX	12090813	12091436	+	0.000	0.000	Merged-chrX-12091143-34
Merged-chr12-103401492-1	chr12	103401394	103401592	+	0.000	0.000	Merged-chr12-103401492-1
Merged-chr2-77158589-1	chr2	77158491	77158689	+	0.000	0.000	Merged-chr2-77158589-1
Merged-chr11-87073947-35	chr11	87073703	87074212	+	0.000	0.000	Merged-chr11-87073947-35
Merged-chr6-129284661-64	chr6	129284082	129285009	+	0.000	0.000	Merged-chr6-129284661-64
Merged-chr16-45007243-35	chr16	45007053	45007484	+	0.000	0.000	Merged-chr16-45007243-35
Merged-chr18-79303705-44	chr18	79303234	79304092	+	0.000	0.000	Merged-chr18-79303705-44
Merged-chr5-122990565-55	chr5	122990212	122990812	+	0.000	0.000	Merged-chr5-122990565-55
Merged-chr10-96602495-12	chr10	96602340	96602646	+	0.000	0.000	Merged-chr10-96602495-12
Merged-chr9-66667231-9	chr9	66667036	66667426	+	0.000	0.000	Merged-chr9-66667231-9
Merged-chr1-191288953-28	chr1	191288659	191289134	+	0.000	0.000	Merged-chr1-191288953-28
Merged-chr6-34518021-7	chr6	34517825	34518252	+	0.000	0.000	Merged-chr6-34518021-7
Merged-chr10-67841086-29	chr10	67840868	67841408	+	0.000	0.000	Merged-chr10-67841086-29
Merged-chr7-97082548-1	chr7	97082450	97082648	+	0.000	0.000	Merged-chr7-97082548-1
Merged-chr9-25173461-5	chr9	25173206	25173640	+	0.000	0.000	Merged-chr9-25173461-5
Merged-chr9-20976394-107	chr9	20975979	20976996	+	0.000	0.000	Merged-chr9-20976394-107
Merged-chr10-96599778-54	chr10	96599446	96600044	+	0.000	0.000	Merged-chr10-96599778-54
Merged-chr17-6008813-6	chr17	6008680	6008972	+	0.000	0.000	Merged-chr17-6008813-6
Merged-chr4-155162672-62	chr4	155162359	155162898	+	0.000	0.000	Merged-chr4-155162672-62
Merged-chr9-62847920-25	chr9	62847677	62848242	+	0.000	0.000	Merged-chr9-62847920-25
Merged-chr15-27926448-169	chr15	27925469	27927245	+	0.000	0.000	Merged-chr15-27926448-169
Merged-chr18-54839071-1	chr18	54838973	54839171	+	0.000	0.000	Merged-chr18-54839071-1
Merged-chr2-174050373-2	chr2	174050208	174050541	+	0.000	0.000	Merged-chr2-174050373-2
Merged-chr7-45451488-16	chr7	45451235	45451684	+	0.000	0.000	Merged-chr7-45451488-16
Merged-chr13-100002073-34	chr13	100001868	100002261	+	0.000	0.000	Merged-chr13-100002073-34
Merged-chrX-12080672-46	chrX	12080179	12081271	+	0.000	0.000	Merged-chrX-12080672-46
Merged-chr14-7934334-2	chr14	7934232	7934438	+	0.000	0.000	Merged-chr14-7934334-2
Merged-chr12-82268056-22	chr12	82267881	82268228	+	0.000	0.000	Merged-chr12-82268056-22
Merged-chr9-118678587-68	chr9	118678194	118678795	+	0.000	0.000	Merged-chr9-118678587-68
Merged-chr18-34840702-39	chr18	34840356	34841188	+	0.000	0.000	Merged-chr18-34840702-39
Merged-chr4-10919191-12	chr4	10918933	10919412	+	0.000	0.000	Merged-chr4-10919191-12
Merged-chr6-122553933-10	chr6	122553718	122554172	+	0.000	0.000	Merged-chr6-122553933-10
Merged-chr10-12813028-5	chr10	12812758	12813258	+	0.000	0.000	Merged-chr10-12813028-5
Merged-chr9-50768250-64	chr9	50768049	50768501	+	0.000	0.000	Merged-chr9-50768250-64
Merged-chr13-99395160-4	chr13	99394949	99395362	+	0.000	0.000	Merged-chr13-99395160-4
Merged-chr3-131113270-13	chr3	131113124	131113422	+	0.000	0.000	Merged-chr3-131113270-13
Merged-chr11-119363762-38	chr11	119363505	119363932	+	0.000	0.000	Merged-chr11-119363762-38
Merged-chr2-72170854-84	chr2	72170272	72171600	+	0.000	0.000	Merged-chr2-72170854-84
Merged-chr11-106126005-12	chr11	106125875	106126183	+	0.000	0.000	Merged-chr11-106126005-12
Merged-chr6-117863237-45	chr6	117862800	117863760	+	0.000	0.000	Merged-chr6-117863237-45
Merged-chr2-174110585-108	chr2	174110387	174111005	+	0.000	0.000	Merged-chr2-174110585-108
Merged-chr19-4231537-6	chr19	4231397	4231660	+	0.000	0.000	Merged-chr19-4231537-6
Merged-chr6-59412569-64	chr6	59412200	59412967	+	0.000	0.000	Merged-chr6-59412569-64
Merged-chr1-92086703-67	chr1	92086135	92087275	+	0.000	0.000	Merged-chr1-92086703-67
Merged-chr6-94534982-12	chr6	94534772	94535184	+	0.000	0.000	Merged-chr6-94534982-12
Merged-chr16-97468543-70	chr16	97468029	97469478	+	0.000	0.000	Merged-chr16-97468543-70
Merged-chr10-67898474-11	chr10	67898298	67898741	+	0.000	0.000	Merged-chr10-67898474-11
Merged-chr8-121578886-116	chr8	121578509	121579177	+	0.000	0.000	Merged-chr8-121578886-116
Merged-chr9-85749221-147	chr9	85748992	85749422	+	0.000	0.000	Merged-chr9-85749221-147
Merged-chr6-71156958-28	chr6	71156654	71157198	+	0.000	0.000	Merged-chr6-71156958-28
Merged-chr6-94554268-2	chr6	94554154	94554384	+	0.000	0.000	Merged-chr6-94554268-2
Merged-chr2-119250733-1	chr2	119250635	119250833	+	0.000	0.000	Merged-chr2-119250733-1
Merged-chr8-84985409-5	chr8	84985257	84985545	+	0.000	0.000	Merged-chr8-84985409-5
Merged-chr1-134561420-1	chr1	134561322	134561520	+	0.000	0.000	Merged-chr1-134561420-1
Merged-chr7-28371731-2	chr7	28371629	28371835	+	0.000	0.000	Merged-chr7-28371731-2
Merged-chr8-111573910-73	chr8	111573548	111574175	+	0.000	0.000	Merged-chr8-111573910-73
Merged-chr1-52500431-96	chr1	52499834	52500993	+	0.000	0.000	Merged-chr1-52500431-96
Merged-chr10-96822645-10	chr10	96822274	96822901	+	0.000	0.000	Merged-chr10-96822645-10
Merged-chr4-149896301-4	chr4	149896165	149896423	+	0.000	0.000	Merged-chr4-149896301-4
Merged-chr19-17264155-12	chr19	17263896	17264413	+	0.000	0.000	Merged-chr19-17264155-12
Merged-chr19-17295434-36	chr19	17295241	17295724	+	0.000	0.000	Merged-chr19-17295434-36
Merged-chr6-146313637-14	chr6	146313470	146313818	+	0.000	0.000	Merged-chr6-146313637-14
Merged-chr17-47162611-13	chr17	47162400	47162851	+	0.000	0.000	Merged-chr17-47162611-13
Merged-chr10-12875013-52	chr10	12874789	12875319	+	0.000	0.000	Merged-chr10-12875013-52
Merged-chr1-92258987-8	chr1	92258809	92259143	+	0.000	0.000	Merged-chr1-92258987-8
Merged-chr18-55050703-48	chr18	55050512	55051096	+	0.000	0.000	Merged-chr18-55050703-48
Merged-chr1-69544965-96	chr1	69544185	69546380	+	0.000	0.000	Merged-chr1-69544965-96
Merged-chr10-20952486-81	chr10	20952282	20952719	+	0.000	0.000	Merged-chr10-20952486-81
Merged-chr4-102884922-14	chr4	102884711	102885101	+	0.000	0.000	Merged-chr4-102884922-14
Merged-chr8-81491424-1	chr8	81491326	81491524	+	0.000	0.000	Merged-chr8-81491424-1
Merged-chr6-30738083-12	chr6	30737912	30738290	+	0.000	0.000	Merged-chr6-30738083-12
Merged-chr2-62459373-5	chr2	62459172	62459521	+	0.000	0.000	Merged-chr2-62459373-5
Merged-chr7-45704207-5	chr7	45704083	45704319	+	0.000	0.000	Merged-chr7-45704207-5
Merged-chr16-97279097-24	chr16	97278854	97279342	+	0.000	0.000	Merged-chr16-97279097-24
Merged-chr2-181680994-14	chr2	181680811	181681183	+	0.000	0.000	Merged-chr2-181680994-14
Merged-chr6-147573254-5	chr6	147573081	147573501	+	0.000	0.000	Merged-chr6-147573254-5
Merged-chr4-95663846-5	chr4	95663707	95663989	+	0.000	0.000	Merged-chr4-95663846-5
Merged-chr4-154925616-3	chr4	154925512	154925719	+	0.000	0.000	Merged-chr4-154925616-3
Merged-chr7-120843087-78	chr7	120842813	120843348	+	0.000	0.000	Merged-chr7-120843087-78
Merged-chr11-101070115-48	chr11	101069724	101070410	+	0.000	0.000	Merged-chr11-101070115-48
Merged-chr12-80111391-4	chr12	80111224	80111544	+	0.000	0.000	Merged-chr12-80111391-4
Merged-chr8-81807004-27	chr8	81806763	81807404	+	0.000	0.000	Merged-chr8-81807004-27
Merged-chr5-118087962-12	chr5	118087822	118088164	+	0.000	0.000	Merged-chr5-118087962-12
Merged-chr11-69233174-16	chr11	69232872	69233398	+	0.000	0.000	Merged-chr11-69233174-16
Merged-chr17-5977508-44	chr17	5976957	5978004	+	0.000	0.000	Merged-chr17-5977508-44
Merged-chr6-125215615-63	chr6	125215405	125215807	+	0.000	0.000	Merged-chr6-125215615-63
Merged-chr3-84314739-19	chr3	84314560	84314915	+	0.000	0.000	Merged-chr3-84314739-19
Merged-chr15-36499976-4	chr15	36499832	36500120	+	0.000	0.000	Merged-chr15-36499976-4
Merged-chr5-125107407-3	chr5	125107295	125107517	+	0.000	0.000	Merged-chr5-125107407-3
Merged-chr17-31039781-31	chr17	31039579	31040012	+	0.000	0.000	Merged-chr17-31039781-31
Merged-chr11-117969649-112	chr11	117969100	117970220	+	0.000	0.000	Merged-chr11-117969649-112
Merged-chr2-131509995-53	chr2	131509673	131510239	+	0.000	0.000	Merged-chr2-131509995-53
Merged-chr16-76333860-1	chr16	76333762	76333960	+	0.000	0.000	Merged-chr16-76333860-1
Merged-chr19-6976214-1	chr19	6976116	6976314	+	0.000	0.000	Merged-chr19-6976214-1
Merged-chr1-192790678-23	chr1	192790372	192790940	+	0.000	0.000	Merged-chr1-192790678-23
Merged-chr4-101509948-1	chr4	101509850	101510048	+	0.000	0.000	Merged-chr4-101509948-1
Merged-chr11-77208194-14	chr11	77208035	77208413	+	0.000	0.000	Merged-chr11-77208194-14
Merged-chr7-51892724-31	chr7	51892543	51892884	+	0.000	0.000	Merged-chr7-51892724-31
