#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_III--ATAC_peaks.bed all.df.numx.c5-STAT4_WT_Tfh_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_WT_Tfh_vs_WT_Th1.dn.bed
Merged-chr12-73908126-110	chr12	73907699	73908816	+	0.000	0.000	Merged-chr12-73908126-110
Merged-chr3-129830361-1	chr3	129830263	129830461	+	0.000	0.000	Merged-chr3-129830361-1
Merged-chr2-68319886-32	chr2	68319644	68320139	+	0.000	0.000	Merged-chr2-68319886-32
Merged-chr1-189871035-1	chr1	189870937	189871135	+	0.000	0.000	Merged-chr1-189871035-1
Merged-chr5-75484105-1	chr5	75484007	75484205	+	0.000	0.000	Merged-chr5-75484105-1
Merged-chr7-13024228-149	chr7	13023689	13024689	+	0.000	0.000	Merged-chr7-13024228-149
Merged-chr5-148494934-110	chr5	148494561	148495532	+	0.000	0.000	Merged-chr5-148494934-110
Merged-chr15-9575046-48	chr15	9574865	9575254	+	0.000	0.000	Merged-chr15-9575046-48
Merged-chr6-143830198-17	chr6	143829855	143830444	+	0.000	0.000	Merged-chr6-143830198-17
Merged-chr8-61540042-30	chr8	61539762	61540280	+	0.000	0.000	Merged-chr8-61540042-30
Merged-chr6-134068734-14	chr6	134068518	134068880	+	0.000	0.000	Merged-chr6-134068734-14
Merged-chr1-131993308-10	chr1	131993111	131993457	+	0.000	0.000	Merged-chr1-131993308-10
Merged-chr6-143961927-1	chr6	143961829	143962027	+	0.000	0.000	Merged-chr6-143961927-1
Merged-chr9-48986864-3	chr9	48986749	48986973	+	0.000	0.000	Merged-chr9-48986864-3
Merged-chr17-73821760-2	chr17	73821627	73821896	+	0.000	0.000	Merged-chr17-73821760-2
Merged-chr9-53356792-29	chr9	53356536	53357014	+	0.000	0.000	Merged-chr9-53356792-29
Merged-chr12-81853682-19	chr12	81853482	81854067	+	0.000	0.000	Merged-chr12-81853682-19
Merged-chr1-191956552-42	chr1	191956308	191956761	+	0.000	0.000	Merged-chr1-191956552-42
Merged-chr13-117051602-40	chr13	117051369	117051835	+	0.000	0.000	Merged-chr13-117051602-40
Merged-chr14-103363341-36	chr14	103363128	103363580	+	0.000	0.000	Merged-chr14-103363341-36
Merged-chr6-143838453-2	chr6	143838307	143838601	+	0.000	0.000	Merged-chr6-143838453-2
Merged-chr10-111378501-63	chr10	111377953	111378983	+	0.000	0.000	Merged-chr10-111378501-63
Merged-chr4-144906777-28	chr4	144906578	144906978	+	0.000	0.000	Merged-chr4-144906777-28
Merged-chr14-54894532-1	chr14	54894434	54894632	+	0.000	0.000	Merged-chr14-54894532-1
Merged-chr5-52786683-41	chr5	52786469	52787002	+	0.000	0.000	Merged-chr5-52786683-41
Merged-chr13-4712896-2	chr13	4712775	4713020	+	0.000	0.000	Merged-chr13-4712896-2
Merged-chr19-40819012-30	chr19	40818824	40819272	+	0.000	0.000	Merged-chr19-40819012-30
Merged-chr6-144190387-4	chr6	144190259	144190509	+	0.000	0.000	Merged-chr6-144190387-4
Merged-chr8-125752507-1	chr8	125752409	125752607	+	0.000	0.000	Merged-chr8-125752507-1
Merged-chr6-144332292-25	chr6	144331952	144332689	+	0.000	0.000	Merged-chr6-144332292-25
Merged-chr4-65444952-1	chr4	65444854	65445052	+	0.000	0.000	Merged-chr4-65444952-1
Merged-chrX-134751230-54	chrX	134750947	134751540	+	0.000	0.000	Merged-chrX-134751230-54
Merged-chr7-143627990-12	chr7	143627748	143628298	+	0.000	0.000	Merged-chr7-143627990-12
Merged-chr6-145303796-48	chr6	145303537	145303976	+	0.000	0.000	Merged-chr6-145303796-48
Merged-chr8-94012464-75	chr8	94012128	94012914	+	0.000	0.000	Merged-chr8-94012464-75
Merged-chr4-32160945-10	chr4	32160712	32161209	+	0.000	0.000	Merged-chr4-32160945-10
Merged-chr11-3141764-10	chr11	3141533	3141921	+	0.000	0.000	Merged-chr11-3141764-10
Merged-chr14-51913534-68	chr14	51913122	51913830	+	0.000	0.000	Merged-chr14-51913534-68
Merged-chr6-38810070-95	chr6	38809822	38810428	+	0.000	0.000	Merged-chr6-38810070-95
Merged-chr1-23935168-46	chr1	23934938	23935596	+	0.000	0.000	Merged-chr1-23935168-46
Merged-chr16-94240379-2	chr16	94240278	94240483	+	0.000	0.000	Merged-chr16-94240379-2
Merged-chr6-144902713-143	chr6	144902440	144902926	+	0.000	0.000	Merged-chr6-144902713-143
Merged-chr1-138564947-10	chr1	138564827	138565069	+	0.000	0.000	Merged-chr1-138564947-10
Merged-chr9-53436232-20	chr9	53436002	53436521	+	0.000	0.000	Merged-chr9-53436232-20
Merged-chr7-81320014-23	chr7	81319741	81320207	+	0.000	0.000	Merged-chr7-81320014-23
Merged-chrX-134585795-59	chrX	134585571	134586056	+	0.000	0.000	Merged-chrX-134585795-59
Merged-chr1-132010988-72	chr1	132010726	132011376	+	0.000	0.000	Merged-chr1-132010988-72
Merged-chr12-51887733-83	chr12	51887442	51888106	+	0.000	0.000	Merged-chr12-51887733-83
Merged-chr19-44078434-18	chr19	44078214	44078669	+	0.000	0.000	Merged-chr19-44078434-18
Merged-chr3-126597082-207	chr3	126596488	126597388	+	0.000	0.000	Merged-chr3-126597082-207
Merged-chr1-191326224-91	chr1	191325916	191326473	+	0.000	0.000	Merged-chr1-191326224-91
Merged-chr5-52783183-56	chr5	52782943	52783421	+	0.000	0.000	Merged-chr5-52783183-56
Merged-chr2-16551082-1	chr2	16550984	16551182	+	0.000	0.000	Merged-chr2-16551082-1
Merged-chr6-144130277-1	chr6	144130179	144130377	+	0.000	0.000	Merged-chr6-144130277-1
Merged-chr13-117048588-56	chr13	117048167	117048843	+	0.000	0.000	Merged-chr13-117048588-56
Merged-chr14-122700825-21	chr14	122700620	122701105	+	0.000	0.000	Merged-chr14-122700825-21
Merged-chr13-42052204-127	chr13	42052027	42052495	+	0.000	0.000	Merged-chr13-42052204-127
Merged-chr10-117629481-71	chr10	117629186	117629692	+	0.000	0.000	Merged-chr10-117629481-71
Merged-chr15-91673188-51	chr15	91672898	91673660	+	0.000	0.000	Merged-chr15-91673188-51
Merged-chr19-41895947-91	chr19	41895603	41896230	+	0.000	0.000	Merged-chr19-41895947-91
Merged-chr8-128320967-22	chr8	128320749	128321186	+	0.000	0.000	Merged-chr8-128320967-22
Merged-chr2-77280140-2	chr2	77280031	77280252	+	0.000	0.000	Merged-chr2-77280140-2
Merged-chr6-89439047-1	chr6	89438949	89439147	+	0.000	0.000	Merged-chr6-89439047-1
Merged-chr10-19171527-11	chr10	19171376	19171731	+	0.000	0.000	Merged-chr10-19171527-11
Merged-chr14-105176952-137	chr14	105176449	105177233	+	0.000	0.000	Merged-chr14-105176952-137
Merged-chr9-94993790-30	chr9	94993515	94994035	+	0.000	0.000	Merged-chr9-94993790-30
Merged-chr16-94239755-12	chr16	94239554	94239955	+	0.000	0.000	Merged-chr16-94239755-12
Merged-chr9-7897799-25	chr9	7897502	7897997	+	0.000	0.000	Merged-chr9-7897799-25
Merged-chr8-79029406-228	chr8	79028001	79030887	+	0.000	0.000	Merged-chr8-79029406-228
Merged-chr2-34982434-20	chr2	34982215	34982609	+	0.000	0.000	Merged-chr2-34982434-20
Merged-chr1-105463592-2	chr1	105463444	105463743	+	0.000	0.000	Merged-chr1-105463592-2
Merged-chr5-75601161-1	chr5	75601063	75601261	+	0.000	0.000	Merged-chr5-75601161-1
Merged-chr9-53346409-3	chr9	53346187	53346594	+	0.000	0.000	Merged-chr9-53346409-3
Merged-chr15-59596634-94	chr15	59596176	59597224	+	0.000	0.000	Merged-chr15-59596634-94
Merged-chr13-116797748-1	chr13	116797650	116797848	+	0.000	0.000	Merged-chr13-116797748-1
Merged-chr9-41073372-94	chr9	41072672	41073848	+	0.000	0.000	Merged-chr9-41073372-94
Merged-chr9-62354040-45	chr9	62353836	62354240	+	0.000	0.000	Merged-chr9-62354040-45
Merged-chr6-88769402-8	chr6	88769211	88769558	+	0.000	0.000	Merged-chr6-88769402-8
Merged-chr5-105699890-8	chr5	105699736	105700052	+	0.000	0.000	Merged-chr5-105699890-8
Merged-chr6-144269959-70	chr6	144269282	144270667	+	0.000	0.000	Merged-chr6-144269959-70
Merged-chr17-3082994-35	chr17	3082865	3083140	+	0.000	0.000	Merged-chr17-3082994-35
Merged-chr1-105543373-21	chr1	105543112	105543733	+	0.000	0.000	Merged-chr1-105543373-21
Merged-chr11-4096720-48	chr11	4096494	4096945	+	0.000	0.000	Merged-chr11-4096720-48
Merged-chr1-178336064-1	chr1	178335966	178336164	+	0.000	0.000	Merged-chr1-178336064-1
Merged-chr9-114509981-26	chr9	114509708	114510184	+	0.000	0.000	Merged-chr9-114509981-26
Merged-chr11-99124711-4	chr11	99124599	99124854	+	0.000	0.000	Merged-chr11-99124711-4
Merged-chr5-75792010-32	chr5	75791628	75792654	+	0.000	0.000	Merged-chr5-75792010-32
Merged-chr9-14080056-3	chr9	14079956	14080158	+	0.000	0.000	Merged-chr9-14080056-3
Merged-chr11-70597550-26	chr11	70597364	70597747	+	0.000	0.000	Merged-chr11-70597550-26
Merged-chr9-62348235-9	chr9	62348123	62348358	+	0.000	0.000	Merged-chr9-62348235-9
Merged-chr10-19167953-53	chr10	19167621	19168218	+	0.000	0.000	Merged-chr10-19167953-53
Merged-chr7-25780138-19	chr7	25779961	25780352	+	0.000	0.000	Merged-chr7-25780138-19
Merged-chr18-7869140-116	chr18	7868708	7869455	+	0.000	0.000	Merged-chr18-7869140-116
Merged-chr1-55489612-12	chr1	55489447	55489806	+	0.000	0.000	Merged-chr1-55489612-12
Merged-chr9-42039131-7	chr9	42038966	42039305	+	0.000	0.000	Merged-chr9-42039131-7
Merged-chr2-68471266-4	chr2	68471144	68471390	+	0.000	0.000	Merged-chr2-68471266-4
Merged-chr3-122984427-120	chr3	122984199	122984723	+	0.000	0.000	Merged-chr3-122984427-120
Merged-chr2-23540156-12	chr2	23540001	23540295	+	0.000	0.000	Merged-chr2-23540156-12
Merged-chr7-30194867-53	chr7	30194318	30195235	+	0.000	0.000	Merged-chr7-30194867-53
Merged-chr9-94682432-40	chr9	94682211	94682673	+	0.000	0.000	Merged-chr9-94682432-40
Merged-chr15-58655104-54	chr15	58654874	58655354	+	0.000	0.000	Merged-chr15-58655104-54
Merged-chr9-41078542-5	chr9	41078429	41078652	+	0.000	0.000	Merged-chr9-41078542-5
Merged-chr2-62441216-45	chr2	62440993	62441408	+	0.000	0.000	Merged-chr2-62441216-45
Merged-chr18-80492606-36	chr18	80492452	80492785	+	0.000	0.000	Merged-chr18-80492606-36
Merged-chr17-3082332-197	chr17	3082009	3082685	+	0.000	0.000	Merged-chr17-3082332-197
Merged-chr10-19171994-39	chr10	19171760	19172188	+	0.000	0.000	Merged-chr10-19171994-39
Merged-chr12-13508859-14	chr12	13508663	13509163	+	0.000	0.000	Merged-chr12-13508859-14
Merged-chr7-73595384-59	chr7	73595081	73595733	+	0.000	0.000	Merged-chr7-73595384-59
Merged-chr16-95999409-48	chr16	95999167	95999621	+	0.000	0.000	Merged-chr16-95999409-48
Merged-chr11-77483872-51	chr11	77483576	77484235	+	0.000	0.000	Merged-chr11-77483872-51
Merged-chr14-121931088-62	chr14	121930795	121931485	+	0.000	0.000	Merged-chr14-121931088-62
Merged-chr1-189879850-1	chr1	189879752	189879950	+	0.000	0.000	Merged-chr1-189879850-1
Merged-chr7-80176723-11	chr7	80176395	80177024	+	0.000	0.000	Merged-chr7-80176723-11
Merged-chr11-49204089-8	chr11	49203953	49204235	+	0.000	0.000	Merged-chr11-49204089-8
Merged-chr9-106477001-83	chr9	106476640	106477382	+	0.000	0.000	Merged-chr9-106477001-83
Merged-chr9-101074267-139	chr9	101073906	101074944	+	0.000	0.000	Merged-chr9-101074267-139
Merged-chr12-73881688-45	chr12	73881397	73881894	+	0.000	0.000	Merged-chr12-73881688-45
Merged-chr11-4289401-53	chr11	4289183	4289605	+	0.000	0.000	Merged-chr11-4289401-53
Merged-chr7-35729754-35	chr7	35729552	35729956	+	0.000	0.000	Merged-chr7-35729754-35
Merged-chr11-54972474-51	chr11	54972175	54972855	+	0.000	0.000	Merged-chr11-54972474-51
Merged-chr13-91461110-110	chr13	91460681	91461478	+	0.000	0.000	Merged-chr13-91461110-110
Merged-chr16-14439328-12	chr16	14439072	14439508	+	0.000	0.000	Merged-chr16-14439328-12
Merged-chr9-14498849-2	chr9	14498736	14498964	+	0.000	0.000	Merged-chr9-14498849-2
Merged-chr9-53818897-24	chr9	53818731	53819059	+	0.000	0.000	Merged-chr9-53818897-24
Merged-chr9-14088046-43	chr9	14087819	14088327	+	0.000	0.000	Merged-chr9-14088046-43
Merged-chr4-32335883-56	chr4	32335604	32336164	+	0.000	0.000	Merged-chr4-32335883-56
Merged-chr15-99702299-64	chr15	99701966	99702732	+	0.000	0.000	Merged-chr15-99702299-64
Merged-chr2-16357586-1	chr2	16357488	16357686	+	0.000	0.000	Merged-chr2-16357586-1
Merged-chr7-96915877-37	chr7	96915640	96916137	+	0.000	0.000	Merged-chr7-96915877-37
Merged-chr7-80183609-6	chr7	80183485	80183733	+	0.000	0.000	Merged-chr7-80183609-6
Merged-chr8-125720220-10	chr8	125720006	125720399	+	0.000	0.000	Merged-chr8-125720220-10
Merged-chr16-18075425-17	chr16	18075252	18075619	+	0.000	0.000	Merged-chr16-18075425-17
Merged-chr5-105636927-69	chr5	105636694	105637196	+	0.000	0.000	Merged-chr5-105636927-69
Merged-chr8-126693986-5	chr8	126693780	126694201	+	0.000	0.000	Merged-chr8-126693986-5
Merged-chr5-134445374-16	chr5	134445183	134445559	+	0.000	0.000	Merged-chr5-134445374-16
Merged-chr19-55061249-39	chr19	55060964	55061523	+	0.000	0.000	Merged-chr19-55061249-39
Merged-chr7-24617959-10	chr7	24617787	24618104	+	0.000	0.000	Merged-chr7-24617959-10
Merged-chr18-65099318-13	chr18	65099130	65099533	+	0.000	0.000	Merged-chr18-65099318-13
Merged-chr5-148489625-52	chr5	148489264	148489849	+	0.000	0.000	Merged-chr5-148489625-52
Merged-chr8-121907786-62	chr8	121907581	121908032	+	0.000	0.000	Merged-chr8-121907786-62
Merged-chr11-3168842-32	chr11	3168667	3169085	+	0.000	0.000	Merged-chr11-3168842-32
Merged-chr3-135958988-1	chr3	135958890	135959088	+	0.000	0.000	Merged-chr3-135958988-1
Merged-chr11-115153968-54	chr11	115153757	115154260	+	0.000	0.000	Merged-chr11-115153968-54
Merged-chr12-117606737-1	chr12	117606639	117606837	+	0.000	0.000	Merged-chr12-117606737-1
Merged-chrX-7841668-98	chrX	7841406	7841994	+	0.000	0.000	Merged-chrX-7841668-98
Merged-chr11-3164655-4	chr11	3164510	3164791	+	0.000	0.000	Merged-chr11-3164655-4
Merged-chr9-58275627-82	chr9	58275215	58276126	+	0.000	0.000	Merged-chr9-58275627-82
Merged-chr9-38727917-2	chr9	38727729	38728107	+	0.000	0.000	Merged-chr9-38727917-2
Merged-chr13-4771617-34	chr13	4771429	4771832	+	0.000	0.000	Merged-chr13-4771617-34
Merged-chr17-80632464-23	chr17	80632265	80632685	+	0.000	0.000	Merged-chr17-80632464-23
Merged-chr11-3150858-4	chr11	3150709	3150989	+	0.000	0.000	Merged-chr11-3150858-4
Merged-chr4-144907129-1	chr4	144907031	144907229	+	0.000	0.000	Merged-chr4-144907129-1
Merged-chr15-82899429-110	chr15	82898850	82899682	+	0.000	0.000	Merged-chr15-82899429-110
Merged-chr11-106674818-63	chr11	106674360	106675173	+	0.000	0.000	Merged-chr11-106674818-63
Merged-chr7-81829140-123	chr7	81828539	81829776	+	0.000	0.000	Merged-chr7-81829140-123
Merged-chr5-105244982-37	chr5	105244782	105245286	+	0.000	0.000	Merged-chr5-105244982-37
Merged-chr5-120779287-23	chr5	120779015	120779499	+	0.000	0.000	Merged-chr5-120779287-23
Merged-chr2-17741101-1	chr2	17741003	17741201	+	0.000	0.000	Merged-chr2-17741101-1
Merged-chr2-21205632-118	chr2	21205417	21205828	+	0.000	0.000	Merged-chr2-21205632-118
Merged-chr4-32149076-96	chr4	32148849	32149333	+	0.000	0.000	Merged-chr4-32149076-96
Merged-chr14-121934636-24	chr14	121934496	121934907	+	0.000	0.000	Merged-chr14-121934636-24
Merged-chr9-62420075-10	chr9	62419935	62420224	+	0.000	0.000	Merged-chr9-62420075-10
Merged-chr17-15804141-1	chr17	15804043	15804241	+	0.000	0.000	Merged-chr17-15804141-1
Merged-chr16-91551484-1	chr16	91551386	91551584	+	0.000	0.000	Merged-chr16-91551484-1
Merged-chr10-130313729-35	chr10	130313443	130314040	+	0.000	0.000	Merged-chr10-130313729-35
Merged-chr3-129831268-81	chr3	129831046	129831559	+	0.000	0.000	Merged-chr3-129831268-81
Merged-chrX-7878266-57	chrX	7877927	7878545	+	0.000	0.000	Merged-chrX-7878266-57
Merged-chr3-95669045-44	chr3	95668668	95669450	+	0.000	0.000	Merged-chr3-95669045-44
Merged-chr1-182362940-5	chr1	182362722	182363149	+	0.000	0.000	Merged-chr1-182362940-5
Merged-chr3-126663698-16	chr3	126663472	126663889	+	0.000	0.000	Merged-chr3-126663698-16
Merged-chr9-121317284-25	chr9	121317018	121317533	+	0.000	0.000	Merged-chr9-121317284-25
Merged-chr19-29391437-12	chr19	29391220	29391622	+	0.000	0.000	Merged-chr19-29391437-12
Merged-chr14-121798052-125	chr14	121797771	121798264	+	0.000	0.000	Merged-chr14-121798052-125
Merged-chr11-79141624-10	chr11	79141347	79141755	+	0.000	0.000	Merged-chr11-79141624-10
Merged-chr17-84181390-116	chr17	84180814	84181877	+	0.000	0.000	Merged-chr17-84181390-116
Merged-chr13-117211586-48	chr13	117211317	117211775	+	0.000	0.000	Merged-chr13-117211586-48
Merged-chr2-3912872-30	chr2	3912668	3913062	+	0.000	0.000	Merged-chr2-3912872-30
Merged-chr6-71494113-84	chr6	71493772	71494401	+	0.000	0.000	Merged-chr6-71494113-84
Merged-chr5-148595295-34	chr5	148595037	148595514	+	0.000	0.000	Merged-chr5-148595295-34
Merged-chr16-57131008-16	chr16	57130697	57131269	+	0.000	0.000	Merged-chr16-57131008-16
Merged-chr9-41030058-11	chr9	41029833	41030299	+	0.000	0.000	Merged-chr9-41030058-11
Merged-chr5-75693512-1	chr5	75693414	75693612	+	0.000	0.000	Merged-chr5-75693512-1
Merged-chr1-173490646-4	chr1	173490548	173490746	+	0.000	0.000	Merged-chr1-173490646-4
Merged-chr11-106687558-7	chr11	106687355	106687817	+	0.000	0.000	Merged-chr11-106687558-7
Merged-chr16-5050226-109	chr16	5049950	5050483	+	0.000	0.000	Merged-chr16-5050226-109
Merged-chr3-126690917-48	chr3	126690697	126691236	+	0.000	0.000	Merged-chr3-126690917-48
Merged-chr8-126582785-35	chr8	126582604	126582992	+	0.000	0.000	Merged-chr8-126582785-35
Merged-chr1-138589299-7	chr1	138589008	138589538	+	0.000	0.000	Merged-chr1-138589299-7
Merged-chr6-89410132-1	chr6	89410034	89410232	+	0.000	0.000	Merged-chr6-89410132-1
Merged-chr3-135863053-35	chr3	135862795	135863344	+	0.000	0.000	Merged-chr3-135863053-35
Merged-chr17-8255138-10	chr17	8255004	8255257	+	0.000	0.000	Merged-chr17-8255138-10
Merged-chr1-105663837-98	chr1	105663489	105664165	+	0.000	0.000	Merged-chr1-105663837-98
Merged-chr2-16611911-2	chr2	16611810	16612015	+	0.000	0.000	Merged-chr2-16611911-2
Merged-chr16-10784438-1	chr16	10784340	10784538	+	0.000	0.000	Merged-chr16-10784438-1
Merged-chr18-7518815-4	chr18	7518623	7518973	+	0.000	0.000	Merged-chr18-7518815-4
Merged-chr3-52343640-60	chr3	52343205	52343998	+	0.000	0.000	Merged-chr3-52343640-60
Merged-chr17-84185833-1	chr17	84185735	84185933	+	0.000	0.000	Merged-chr17-84185833-1
Merged-chr1-44122465-48	chr1	44122309	44122644	+	0.000	0.000	Merged-chr1-44122465-48
Merged-chr4-126861919-23	chr4	126861701	126862218	+	0.000	0.000	Merged-chr4-126861919-23
Merged-chr4-32176829-5	chr4	32176602	32177043	+	0.000	0.000	Merged-chr4-32176829-5
Merged-chr10-117628787-2	chr10	117628689	117628887	+	0.000	0.000	Merged-chr10-117628787-2
Merged-chr7-92561441-74	chr7	92561235	92561687	+	0.000	0.000	Merged-chr7-92561441-74
Merged-chr6-143861453-1	chr6	143861355	143861553	+	0.000	0.000	Merged-chr6-143861453-1
Merged-chr1-71576177-1	chr1	71576079	71576277	+	0.000	0.000	Merged-chr1-71576177-1
Merged-chr8-125744334-1	chr8	125744236	125744434	+	0.000	0.000	Merged-chr8-125744334-1
Merged-chr19-47855075-76	chr19	47854685	47855362	+	0.000	0.000	Merged-chr19-47855075-76
Merged-chr10-100488141-2	chr10	100488043	100488241	+	0.000	0.000	Merged-chr10-100488141-2
Merged-chr14-78536863-71	chr14	78536645	78537157	+	0.000	0.000	Merged-chr14-78536863-71
Merged-chr2-68382520-132	chr2	68382095	68383117	+	0.000	0.000	Merged-chr2-68382520-132
Merged-chr1-189891823-1	chr1	189891725	189891923	+	0.000	0.000	Merged-chr1-189891823-1
Merged-chr17-42943646-37	chr17	42943421	42943913	+	0.000	0.000	Merged-chr17-42943646-37
Merged-chr1-20890851-96	chr1	20890599	20891115	+	0.000	0.000	Merged-chr1-20890851-96
Merged-chr18-80496628-2	chr18	80496442	80496816	+	0.000	0.000	Merged-chr18-80496628-2
Merged-chr4-11156857-34	chr4	11156686	11157062	+	0.000	0.000	Merged-chr4-11156857-34
Merged-chr9-35421650-87	chr9	35421288	35422004	+	0.000	0.000	Merged-chr9-35421650-87
Merged-chr2-68430660-54	chr2	68430432	68430905	+	0.000	0.000	Merged-chr2-68430660-54
Merged-chr11-54860715-54	chr11	54860358	54860944	+	0.000	0.000	Merged-chr11-54860715-54
Merged-chr10-75764403-65	chr10	75764114	75764755	+	0.000	0.000	Merged-chr10-75764403-65
Merged-chr11-3157744-93	chr11	3156688	3158306	+	0.000	0.000	Merged-chr11-3157744-93
Merged-chr10-118882775-60	chr10	118882552	118883006	+	0.000	0.000	Merged-chr10-118882775-60
Merged-chr10-31313443-90	chr10	31313171	31313643	+	0.000	0.000	Merged-chr10-31313443-90
Merged-chr4-11157562-36	chr4	11157329	11157843	+	0.000	0.000	Merged-chr4-11157562-36
Merged-chr1-82832305-128	chr1	82831720	82832859	+	0.000	0.000	Merged-chr1-82832305-128
Merged-chr5-100672129-2	chr5	100672026	100672235	+	0.000	0.000	Merged-chr5-100672129-2
Merged-chr9-95154225-2	chr9	95154114	95154339	+	0.000	0.000	Merged-chr9-95154225-2
Merged-chr11-3123937-74	chr11	3123711	3124377	+	0.000	0.000	Merged-chr11-3123937-74
Merged-chr16-94237010-44	chr16	94236713	94237188	+	0.000	0.000	Merged-chr16-94237010-44
Merged-chr7-48749788-92	chr7	48749459	48750025	+	0.000	0.000	Merged-chr7-48749788-92
Merged-chr6-121239911-4	chr6	121239790	121240036	+	0.000	0.000	Merged-chr6-121239911-4
Merged-chr18-24205400-15	chr18	24205186	24205539	+	0.000	0.000	Merged-chr18-24205400-15
Merged-chr8-18846559-82	chr8	18846310	18846761	+	0.000	0.000	Merged-chr8-18846559-82
Merged-chr5-75812374-1	chr5	75812276	75812474	+	0.000	0.000	Merged-chr5-75812374-1
Merged-chr15-86028178-32	chr15	86027872	86028517	+	0.000	0.000	Merged-chr15-86028178-32
Merged-chr9-121298802-91	chr9	121298145	121299668	+	0.000	0.000	Merged-chr9-121298802-91
Merged-chr10-94849631-1	chr10	94849533	94849731	+	0.000	0.000	Merged-chr10-94849631-1
Merged-chr14-24490940-66	chr14	24490584	24491301	+	0.000	0.000	Merged-chr14-24490940-66
Merged-chr4-131843494-43	chr4	131843330	131843723	+	0.000	0.000	Merged-chr4-131843494-43
Merged-chr15-3994865-9	chr15	3994710	3995014	+	0.000	0.000	Merged-chr15-3994865-9
Merged-chr6-144264296-10	chr6	144264134	144264471	+	0.000	0.000	Merged-chr6-144264296-10
Merged-chr7-4651775-26	chr7	4651513	4651999	+	0.000	0.000	Merged-chr7-4651775-26
Merged-chr1-162548502-61	chr1	162548265	162548841	+	0.000	0.000	Merged-chr1-162548502-61
Merged-chr14-18271014-66	chr14	18270773	18271327	+	0.000	0.000	Merged-chr14-18271014-66
Merged-chr13-91540408-4	chr13	91540286	91540535	+	0.000	0.000	Merged-chr13-91540408-4
Merged-chr11-3193402-56	chr11	3193098	3193766	+	0.000	0.000	Merged-chr11-3193402-56
Merged-chr10-117627744-48	chr10	117627496	117627983	+	0.000	0.000	Merged-chr10-117627744-48
Merged-chr15-86033136-7	chr15	86032913	86033507	+	0.000	0.000	Merged-chr15-86033136-7
Merged-chr2-17741978-82	chr2	17741446	17742672	+	0.000	0.000	Merged-chr2-17741978-82
Merged-chr8-88618877-30	chr8	88618582	88619061	+	0.000	0.000	Merged-chr8-88618877-30
Merged-chr5-105649431-102	chr5	105649184	105649881	+	0.000	0.000	Merged-chr5-105649431-102
Merged-chr11-3105314-74	chr11	3104995	3105672	+	0.000	0.000	Merged-chr11-3105314-74
Merged-chr4-139622917-60	chr4	139622733	139623129	+	0.000	0.000	Merged-chr4-139622917-60
Merged-chr12-117447459-59	chr12	117447252	117447707	+	0.000	0.000	Merged-chr12-117447459-59
Merged-chr11-106749998-2	chr11	106749810	106750188	+	0.000	0.000	Merged-chr11-106749998-2
Merged-chr5-75378709-26	chr5	75378400	75379024	+	0.000	0.000	Merged-chr5-75378709-26
Merged-chr17-3084193-55	chr17	3083981	3084379	+	0.000	0.000	Merged-chr17-3084193-55
Merged-chr14-121697829-36	chr14	121697306	121698338	+	0.000	0.000	Merged-chr14-121697829-36
Merged-chr14-118673606-72	chr14	118673303	118674034	+	0.000	0.000	Merged-chr14-118673606-72
Merged-chr11-3129320-11	chr11	3129135	3129518	+	0.000	0.000	Merged-chr11-3129320-11
Merged-chr4-127021266-22	chr4	127021081	127021468	+	0.000	0.000	Merged-chr4-127021266-22
Merged-chr17-83351169-104	chr17	83350577	83351642	+	0.000	0.000	Merged-chr17-83351169-104
Merged-chr4-125116176-3	chr4	125116066	125116282	+	0.000	0.000	Merged-chr4-125116176-3
Merged-chr8-122296025-8	chr8	122295881	122296195	+	0.000	0.000	Merged-chr8-122296025-8
Merged-chr4-152120692-77	chr4	152120258	152120961	+	0.000	0.000	Merged-chr4-152120692-77
Merged-chr11-79152860-26	chr11	79152593	79153045	+	0.000	0.000	Merged-chr11-79152860-26
Merged-chr9-121354935-22	chr9	121354750	121355121	+	0.000	0.000	Merged-chr9-121354935-22
Merged-chr1-39950256-21	chr1	39950045	39950503	+	0.000	0.000	Merged-chr1-39950256-21
Merged-chr4-127022268-34	chr4	127022014	127022461	+	0.000	0.000	Merged-chr4-127022268-34
Merged-chr6-38848269-41	chr6	38847981	38848532	+	0.000	0.000	Merged-chr6-38848269-41
Merged-chr13-51936338-54	chr13	51935953	51936805	+	0.000	0.000	Merged-chr13-51936338-54
Merged-chr9-97110986-70	chr9	97110701	97111261	+	0.000	0.000	Merged-chr9-97110986-70
Merged-chr4-65605051-78	chr4	65604772	65605318	+	0.000	0.000	Merged-chr4-65605051-78
Merged-chr4-63847263-40	chr4	63846713	63847594	+	0.000	0.000	Merged-chr4-63847263-40
Merged-chrX-134842652-1	chrX	134842554	134842752	+	0.000	0.000	Merged-chrX-134842652-1
Merged-chr10-127621046-1	chr10	127620948	127621146	+	0.000	0.000	Merged-chr10-127621046-1
Merged-chr14-59201374-100	chr14	59200894	59201604	+	0.000	0.000	Merged-chr14-59201374-100
Merged-chr6-144396715-1	chr6	144396617	144396815	+	0.000	0.000	Merged-chr6-144396715-1
