#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TH1_Associated--ATAC_peaks.bed all.df.numx.c5-WT_Tfh_vs_Naive.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-WT_Tfh_vs_Naive.up.bed
Merged-chr17-33563848-35	chr17	33563663	33564052	+	0.000	0.000	Merged-chr17-33563848-35
Merged-chr11-83657668-22	chr11	83657408	83658024	+	0.000	0.000	Merged-chr11-83657668-22
Merged-chr14-7864865-9	chr14	7864740	7865008	+	0.000	0.000	Merged-chr14-7864865-9
Merged-chr11-101620245-33	chr11	101619937	101620545	+	0.000	0.000	Merged-chr11-101620245-33
Merged-chr1-172502377-1	chr1	172502279	172502477	+	0.000	0.000	Merged-chr1-172502377-1
Merged-chr11-69040833-117	chr11	69040075	69041510	+	0.000	0.000	Merged-chr11-69040833-117
Merged-chr5-112291957-1	chr5	112291859	112292057	+	0.000	0.000	Merged-chr5-112291957-1
Merged-chr2-90579078-3	chr2	90578901	90579220	+	0.000	0.000	Merged-chr2-90579078-3
Merged-chr14-56287971-21	chr14	56287782	56288209	+	0.000	0.000	Merged-chr14-56287971-21
Merged-chr4-11887917-34	chr4	11887624	11888242	+	0.000	0.000	Merged-chr4-11887917-34
Merged-chr4-138304705-51	chr4	138304503	138304935	+	0.000	0.000	Merged-chr4-138304705-51
Merged-chr18-74207831-60	chr18	74207581	74208059	+	0.000	0.000	Merged-chr18-74207831-60
Merged-chr19-47579808-106	chr19	47579301	47580710	+	0.000	0.000	Merged-chr19-47579808-106
Merged-chr11-67564427-31	chr11	67564159	67564753	+	0.000	0.000	Merged-chr11-67564427-31
Merged-chr4-103216191-14	chr4	103216005	103216361	+	0.000	0.000	Merged-chr4-103216191-14
Merged-chr4-154127522-10	chr4	154127349	154127689	+	0.000	0.000	Merged-chr4-154127522-10
Merged-chr14-100282949-10	chr14	100282730	100283241	+	0.000	0.000	Merged-chr14-100282949-10
Merged-chr8-94240399-13	chr8	94240133	94240606	+	0.000	0.000	Merged-chr8-94240399-13
Merged-chr17-33564988-8	chr17	33564809	33565158	+	0.000	0.000	Merged-chr17-33564988-8
Merged-chr11-76823820-9	chr11	76823660	76823984	+	0.000	0.000	Merged-chr11-76823820-9
Merged-chr14-73115319-2	chr14	73115195	73115445	+	0.000	0.000	Merged-chr14-73115319-2
Merged-chr13-45870077-5	chr13	45869900	45870287	+	0.000	0.000	Merged-chr13-45870077-5
Merged-chr19-5724698-18	chr19	5724532	5724898	+	0.000	0.000	Merged-chr19-5724698-18
Merged-chr15-36716134-84	chr15	36715802	36716365	+	0.000	0.000	Merged-chr15-36716134-84
Merged-chr5-67395507-40	chr5	67395289	67395765	+	0.000	0.000	Merged-chr5-67395507-40
Merged-chr11-83534760-87	chr11	83534136	83535278	+	0.000	0.000	Merged-chr11-83534760-87
Merged-chr13-108329865-29	chr13	108329653	108330151	+	0.000	0.000	Merged-chr13-108329865-29
Merged-chr9-58580971-24	chr9	58580831	58581194	+	0.000	0.000	Merged-chr9-58580971-24
Merged-chr9-54560208-44	chr9	54559931	54560417	+	0.000	0.000	Merged-chr9-54560208-44
Merged-chr13-113810507-13	chr13	113810161	113810733	+	0.000	0.000	Merged-chr13-113810507-13
Merged-chr1-133691202-2	chr1	133691099	133691307	+	0.000	0.000	Merged-chr1-133691202-2
Merged-chr2-75636873-36	chr2	75636586	75637045	+	0.000	0.000	Merged-chr2-75636873-36
Merged-chr11-116618798-12	chr11	116618455	116619015	+	0.000	0.000	Merged-chr11-116618798-12
Merged-chr6-124900946-82	chr6	124900356	124901533	+	0.000	0.000	Merged-chr6-124900946-82
Merged-chr6-119175393-71	chr6	119175069	119175679	+	0.000	0.000	Merged-chr6-119175393-71
Merged-chr6-108717791-30	chr6	108717543	108718037	+	0.000	0.000	Merged-chr6-108717791-30
Merged-chr2-128379347-11	chr2	128379227	128379474	+	0.000	0.000	Merged-chr2-128379347-11
Merged-chr6-135364478-50	chr6	135364259	135364643	+	0.000	0.000	Merged-chr6-135364478-50
Merged-chr11-17005565-1	chr11	17005467	17005665	+	0.000	0.000	Merged-chr11-17005565-1
Merged-chr9-108854312-77	chr9	108854114	108854513	+	0.000	0.000	Merged-chr9-108854312-77
Merged-chr5-115897153-16	chr5	115896992	115897351	+	0.000	0.000	Merged-chr5-115897153-16
Merged-chr9-61946765-66	chr9	61946523	61947072	+	0.000	0.000	Merged-chr9-61946765-66
Merged-chr17-50070273-24	chr17	50070121	50070451	+	0.000	0.000	Merged-chr17-50070273-24
Merged-chr2-165321551-1	chr2	165321453	165321651	+	0.000	0.000	Merged-chr2-165321551-1
Merged-chr2-9877336-2	chr2	9877196	9877479	+	0.000	0.000	Merged-chr2-9877336-2
Merged-chr1-134098207-8	chr1	134098084	134098388	+	0.000	0.000	Merged-chr1-134098207-8
Merged-chr7-127254308-58	chr7	127254000	127254624	+	0.000	0.000	Merged-chr7-127254308-58
Merged-chr9-123928219-7	chr9	123928079	123928351	+	0.000	0.000	Merged-chr9-123928219-7
Merged-chr7-139152859-46	chr7	139152634	139153018	+	0.000	0.000	Merged-chr7-139152859-46
Merged-chr9-78615873-33	chr9	78615603	78616489	+	0.000	0.000	Merged-chr9-78615873-33
Merged-chr15-83526907-65	chr15	83526557	83527582	+	0.000	0.000	Merged-chr15-83526907-65
Merged-chr3-88622674-41	chr3	88622206	88623234	+	0.000	0.000	Merged-chr3-88622674-41
Merged-chr18-55716043-1	chr18	55715945	55716143	+	0.000	0.000	Merged-chr18-55716043-1
Merged-chr11-6519719-31	chr11	6519514	6519941	+	0.000	0.000	Merged-chr11-6519719-31
Merged-chr11-121741709-19	chr11	121741421	121741948	+	0.000	0.000	Merged-chr11-121741709-19
Merged-chr3-152092800-41	chr3	152092619	152093014	+	0.000	0.000	Merged-chr3-152092800-41
Merged-chr6-70713332-14	chr6	70713135	70713501	+	0.000	0.000	Merged-chr6-70713332-14
Merged-chr12-110888273-2	chr12	110888159	110888389	+	0.000	0.000	Merged-chr12-110888273-2
Merged-chr10-117792709-55	chr10	117792418	117792937	+	0.000	0.000	Merged-chr10-117792709-55
Merged-chr5-112326460-40	chr5	112326095	112326660	+	0.000	0.000	Merged-chr5-112326460-40
Merged-chr16-17085766-56	chr16	17085370	17086571	+	0.000	0.000	Merged-chr16-17085766-56
Merged-chr4-132898365-25	chr4	132898114	132898591	+	0.000	0.000	Merged-chr4-132898365-25
Merged-chr6-119171326-8	chr6	119171179	119171499	+	0.000	0.000	Merged-chr6-119171326-8
Merged-chr3-84679070-45	chr3	84678862	84679279	+	0.000	0.000	Merged-chr3-84679070-45
Merged-chr18-65322333-46	chr18	65322047	65322578	+	0.000	0.000	Merged-chr18-65322333-46
Merged-chr8-115229022-13	chr8	115228793	115229213	+	0.000	0.000	Merged-chr8-115229022-13
Merged-chr2-60866977-3	chr2	60866810	60867135	+	0.000	0.000	Merged-chr2-60866977-3
Merged-chr11-95777825-14	chr11	95777626	95778032	+	0.000	0.000	Merged-chr11-95777825-14
Merged-chr3-90613633-1	chr3	90613535	90613733	+	0.000	0.000	Merged-chr3-90613633-1
Merged-chr16-36684579-62	chr16	36684369	36684813	+	0.000	0.000	Merged-chr16-36684579-62
Merged-chr4-89307188-5	chr4	89307038	89307335	+	0.000	0.000	Merged-chr4-89307188-5
Merged-chr2-45140740-1	chr2	45140642	45140840	+	0.000	0.000	Merged-chr2-45140740-1
Merged-chr2-158728139-1	chr2	158728041	158728239	+	0.000	0.000	Merged-chr2-158728139-1
Merged-chr6-83146136-12	chr6	83145905	83146413	+	0.000	0.000	Merged-chr6-83146136-12
Merged-chr7-118135744-21	chr7	118135494	118136054	+	0.000	0.000	Merged-chr7-118135744-21
Merged-chr9-120055592-11	chr9	120055420	120055757	+	0.000	0.000	Merged-chr9-120055592-11
Merged-chr3-135191984-24	chr3	135191693	135192231	+	0.000	0.000	Merged-chr3-135191984-24
Merged-chr13-38527849-1	chr13	38527751	38527949	+	0.000	0.000	Merged-chr13-38527849-1
Merged-chr10-75566957-1	chr10	75566859	75567057	+	0.000	0.000	Merged-chr10-75566957-1
Merged-chr10-68039987-57	chr10	68039722	68040293	+	0.000	0.000	Merged-chr10-68039987-57
Merged-chr17-32386992-9	chr17	32386789	32387127	+	0.000	0.000	Merged-chr17-32386992-9
Merged-chr1-133798159-16	chr1	133797699	133798505	+	0.000	0.000	Merged-chr1-133798159-16
Merged-chr2-122234275-1	chr2	122234177	122234375	+	0.000	0.000	Merged-chr2-122234275-1
Merged-chr2-65189232-92	chr2	65188432	65189862	+	0.000	0.000	Merged-chr2-65189232-92
Merged-chr4-145258082-4	chr4	145257861	145258240	+	0.000	0.000	Merged-chr4-145258082-4
Merged-chr2-128090434-5	chr2	128090298	128090590	+	0.000	0.000	Merged-chr2-128090434-5
Merged-chr13-45966167-2	chr13	45966000	45966337	+	0.000	0.000	Merged-chr13-45966167-2
Merged-chr9-110645405-57	chr9	110645085	110645731	+	0.000	0.000	Merged-chr9-110645405-57
Merged-chr11-68442579-25	chr11	68442309	68443115	+	0.000	0.000	Merged-chr11-68442579-25
Merged-chr1-139181025-29	chr1	139180659	139181446	+	0.000	0.000	Merged-chr1-139181025-29
Merged-chr1-153300193-56	chr1	153299485	153300792	+	0.000	0.000	Merged-chr1-153300193-56
Merged-chr17-29259747-13	chr17	29259569	29259946	+	0.000	0.000	Merged-chr17-29259747-13
Merged-chr9-117910970-21	chr9	117910711	117911323	+	0.000	0.000	Merged-chr9-117910970-21
Merged-chr18-14655041-19	chr18	14654839	14655295	+	0.000	0.000	Merged-chr18-14655041-19
Merged-chr15-55558903-2	chr15	55558761	55559047	+	0.000	0.000	Merged-chr15-55558903-2
Merged-chr7-127136978-9	chr7	127136741	127137198	+	0.000	0.000	Merged-chr7-127136978-9
Merged-chr2-38610347-16	chr2	38610159	38610583	+	0.000	0.000	Merged-chr2-38610347-16
Merged-chr9-123814525-64	chr9	123814250	123814779	+	0.000	0.000	Merged-chr9-123814525-64
Merged-chr3-89266655-39	chr3	89266413	89266861	+	0.000	0.000	Merged-chr3-89266655-39
Merged-chr11-97115476-51	chr11	97114876	97116203	+	0.000	0.000	Merged-chr11-97115476-51
Merged-chr19-18603214-44	chr19	18602985	18603382	+	0.000	0.000	Merged-chr19-18603214-44
Merged-chr1-189628472-26	chr1	189627990	189628818	+	0.000	0.000	Merged-chr1-189628472-26
Merged-chr8-115728663-11	chr8	115728488	115728859	+	0.000	0.000	Merged-chr8-115728663-11
Merged-chr15-5250378-18	chr15	5250210	5250572	+	0.000	0.000	Merged-chr15-5250378-18
Merged-chr1-91600873-13	chr1	91600677	91601079	+	0.000	0.000	Merged-chr1-91600873-13
Merged-chr2-126310308-39	chr2	126310050	126310499	+	0.000	0.000	Merged-chr2-126310308-39
Merged-chr8-121832850-44	chr8	121832652	121833181	+	0.000	0.000	Merged-chr8-121832850-44
Merged-chr15-31279779-21	chr15	31279583	31280096	+	0.000	0.000	Merged-chr15-31279779-21
Merged-chr9-32538268-31	chr9	32537597	32538566	+	0.000	0.000	Merged-chr9-32538268-31
Merged-chr8-71406037-52	chr8	71405791	71406338	+	0.000	0.000	Merged-chr8-71406037-52
Merged-chr10-92674127-2	chr10	92674026	92674230	+	0.000	0.000	Merged-chr10-92674127-2
Merged-chr15-80327888-7	chr15	80327715	80328077	+	0.000	0.000	Merged-chr15-80327888-7
Merged-chr16-52443178-12	chr16	52442966	52443372	+	0.000	0.000	Merged-chr16-52443178-12
Merged-chr6-97354122-37	chr6	97353818	97354458	+	0.000	0.000	Merged-chr6-97354122-37
Merged-chr1-161804729-61	chr1	161804340	161804967	+	0.000	0.000	Merged-chr1-161804729-61
Merged-chr12-118255780-45	chr12	118255580	118256005	+	0.000	0.000	Merged-chr12-118255780-45
Merged-chrX-164013487-51	chrX	164013185	164013762	+	0.000	0.000	Merged-chrX-164013487-51
Merged-chr7-135716348-117	chr7	135715936	135716958	+	0.000	0.000	Merged-chr7-135716348-117
Merged-chr12-99381236-49	chr12	99380932	99381684	+	0.000	0.000	Merged-chr12-99381236-49
Merged-chr3-152144450-11	chr3	152144272	152144630	+	0.000	0.000	Merged-chr3-152144450-11
Merged-chr19-40679899-13	chr19	40679748	40680088	+	0.000	0.000	Merged-chr19-40679899-13
Merged-chr18-66471661-3	chr18	66471485	66471828	+	0.000	0.000	Merged-chr18-66471661-3
Merged-chr15-96709487-2	chr15	96709389	96709587	+	0.000	0.000	Merged-chr15-96709487-2
Merged-chr3-88452451-33	chr3	88452069	88452872	+	0.000	0.000	Merged-chr3-88452451-33
Merged-chrX-71364926-47	chrX	71364573	71365397	+	0.000	0.000	Merged-chrX-71364926-47
Merged-chr16-52418568-49	chr16	52418342	52418857	+	0.000	0.000	Merged-chr16-52418568-49
Merged-chr17-50084129-24	chr17	50083963	50084344	+	0.000	0.000	Merged-chr17-50084129-24
Merged-chr3-144050254-1	chr3	144050156	144050354	+	0.000	0.000	Merged-chr3-144050254-1
Merged-chr16-36666811-59	chr16	36666404	36667328	+	0.000	0.000	Merged-chr16-36666811-59
Merged-chr15-78514847-17	chr15	78514629	78514992	+	0.000	0.000	Merged-chr15-78514847-17
Merged-chr17-33780701-4	chr17	33780573	33780839	+	0.000	0.000	Merged-chr17-33780701-4
Merged-chr2-154791937-2	chr2	154791821	154792056	+	0.000	0.000	Merged-chr2-154791937-2
Merged-chr4-46635507-41	chr4	46634950	46635990	+	0.000	0.000	Merged-chr4-46635507-41
Merged-chr5-112324796-2	chr5	112324672	112324923	+	0.000	0.000	Merged-chr5-112324796-2
Merged-chr4-8928787-42	chr4	8928295	8929092	+	0.000	0.000	Merged-chr4-8928787-42
Merged-chr5-72250347-10	chr5	72250137	72250525	+	0.000	0.000	Merged-chr5-72250347-10
Merged-chr17-86957023-15	chr17	86956815	86957340	+	0.000	0.000	Merged-chr17-86957023-15
Merged-chr19-40679319-124	chr19	40678704	40679674	+	0.000	0.000	Merged-chr19-40679319-124
Merged-chr1-131010715-50	chr1	131010475	131010968	+	0.000	0.000	Merged-chr1-131010715-50
Merged-chr15-75120360-2	chr15	75120228	75120494	+	0.000	0.000	Merged-chr15-75120360-2
Merged-chr19-6278146-14	chr19	6277860	6278355	+	0.000	0.000	Merged-chr19-6278146-14
Merged-chr8-115877965-1	chr8	115877867	115878065	+	0.000	0.000	Merged-chr8-115877965-1
Merged-chr11-82205985-28	chr11	82205313	82206480	+	0.000	0.000	Merged-chr11-82205985-28
Merged-chr5-150223706-44	chr5	150223379	150224006	+	0.000	0.000	Merged-chr5-150223706-44
Merged-chr18-14494264-19	chr18	14494073	14494492	+	0.000	0.000	Merged-chr18-14494264-19
Merged-chr12-99394387-2	chr12	99394243	99394534	+	0.000	0.000	Merged-chr12-99394387-2
Merged-chr1-43542582-56	chr1	43542340	43542834	+	0.000	0.000	Merged-chr1-43542582-56
Merged-chr12-100890798-28	chr12	100890521	100891015	+	0.000	0.000	Merged-chr12-100890798-28
Merged-chr14-105258871-78	chr14	105258674	105259092	+	0.000	0.000	Merged-chr14-105258871-78
Merged-chrX-167025120-15	chrX	167024768	167025363	+	0.000	0.000	Merged-chrX-167025120-15
Merged-chr18-70632981-16	chr18	70632781	70633241	+	0.000	0.000	Merged-chr18-70632981-16
Merged-chr8-18936505-32	chr8	18936263	18936761	+	0.000	0.000	Merged-chr8-18936505-32
Merged-chr1-119835810-1	chr1	119835712	119835910	+	0.000	0.000	Merged-chr1-119835810-1
Merged-chr7-142461005-80	chr7	142460573	142461328	+	0.000	0.000	Merged-chr7-142461005-80
Merged-chr8-124259348-23	chr8	124259141	124259513	+	0.000	0.000	Merged-chr8-124259348-23
Merged-chr5-8458131-6	chr5	8457947	8458315	+	0.000	0.000	Merged-chr5-8458131-6
Merged-chr2-118620756-37	chr2	118620488	118621031	+	0.000	0.000	Merged-chr2-118620756-37
Merged-chr8-13600859-122	chr8	13600227	13601594	+	0.000	0.000	Merged-chr8-13600859-122
Merged-chr3-90612123-1	chr3	90612025	90612223	+	0.000	0.000	Merged-chr3-90612123-1
Merged-chr13-75840041-65	chr13	75839802	75840329	+	0.000	0.000	Merged-chr13-75840041-65
Merged-chr7-142381414-45	chr7	142381197	142381699	+	0.000	0.000	Merged-chr7-142381414-45
Merged-chr6-50400587-31	chr6	50400327	50400886	+	0.000	0.000	Merged-chr6-50400587-31
Merged-chr7-123371458-2	chr7	123371360	123371558	+	0.000	0.000	Merged-chr7-123371458-2
Merged-chr7-18884656-52	chr7	18884378	18884937	+	0.000	0.000	Merged-chr7-18884656-52
Merged-chr9-49055695-54	chr9	49055392	49056027	+	0.000	0.000	Merged-chr9-49055695-54
Merged-chr9-66226161-27	chr9	66225732	66226642	+	0.000	0.000	Merged-chr9-66226161-27
Merged-chr3-40746413-5	chr3	40746286	40746540	+	0.000	0.000	Merged-chr3-40746413-5
Merged-chr2-13573197-1	chr2	13573099	13573297	+	0.000	0.000	Merged-chr2-13573197-1
Merged-chr14-78775880-1	chr14	78775782	78775980	+	0.000	0.000	Merged-chr14-78775880-1
Merged-chr1-177008942-27	chr1	177008706	177009169	+	0.000	0.000	Merged-chr1-177008942-27
Merged-chr5-115347790-23	chr5	115347533	115347977	+	0.000	0.000	Merged-chr5-115347790-23
Merged-chr13-63253800-2	chr13	63253702	63253900	+	0.000	0.000	Merged-chr13-63253800-2
Merged-chr14-100213183-35	chr14	100212951	100213570	+	0.000	0.000	Merged-chr14-100213183-35
Merged-chr18-84043834-16	chr18	84043568	84044024	+	0.000	0.000	Merged-chr18-84043834-16
Merged-chr2-75605908-1	chr2	75605810	75606008	+	0.000	0.000	Merged-chr2-75605908-1
Merged-chr9-106438400-53	chr9	106438190	106438596	+	0.000	0.000	Merged-chr9-106438400-53
Merged-chr5-113931158-18	chr5	113930930	113931327	+	0.000	0.000	Merged-chr5-113931158-18
Merged-chr1-135129445-4	chr1	135129299	135129583	+	0.000	0.000	Merged-chr1-135129445-4
Merged-chr19-8997882-60	chr19	8997582	8998339	+	0.000	0.000	Merged-chr19-8997882-60
Merged-chr10-12903955-14	chr10	12903773	12904188	+	0.000	0.000	Merged-chr10-12903955-14
Merged-chr1-182539437-37	chr1	182539196	182539696	+	0.000	0.000	Merged-chr1-182539437-37
Merged-chr19-11049610-1	chr19	11049512	11049710	+	0.000	0.000	Merged-chr19-11049610-1
Merged-chr4-135179248-50	chr4	135179005	135179480	+	0.000	0.000	Merged-chr4-135179248-50
Merged-chr4-117120855-98	chr4	117120510	117121079	+	0.000	0.000	Merged-chr4-117120855-98
Merged-chr13-13329214-10	chr13	13329080	13329416	+	0.000	0.000	Merged-chr13-13329214-10
Merged-chr14-62345542-14	chr14	62345390	62345716	+	0.000	0.000	Merged-chr14-62345542-14
Merged-chr1-181853067-80	chr1	181852850	181853486	+	0.000	0.000	Merged-chr1-181853067-80
Merged-chr2-164953372-29	chr2	164953000	164953585	+	0.000	0.000	Merged-chr2-164953372-29
Merged-chr3-93592195-4	chr3	93592055	93592317	+	0.000	0.000	Merged-chr3-93592195-4
Merged-chr4-57956340-134	chr4	57956006	57956699	+	0.000	0.000	Merged-chr4-57956340-134
Merged-chr18-62092853-21	chr18	62092504	62093086	+	0.000	0.000	Merged-chr18-62092853-21
Merged-chr12-118411153-21	chr12	118410904	118411487	+	0.000	0.000	Merged-chr12-118411153-21
Merged-chr4-154141086-18	chr4	154140587	154141380	+	0.000	0.000	Merged-chr4-154141086-18
Merged-chr15-31137508-23	chr15	31137338	31137796	+	0.000	0.000	Merged-chr15-31137508-23
Merged-chr8-125184123-38	chr8	125183814	125184316	+	0.000	0.000	Merged-chr8-125184123-38
Merged-chr12-100903895-50	chr12	100903708	100904086	+	0.000	0.000	Merged-chr12-100903895-50
Merged-chr3-101232789-7	chr3	101232615	101232934	+	0.000	0.000	Merged-chr3-101232789-7
Merged-chr2-45141075-18	chr2	45140857	45141312	+	0.000	0.000	Merged-chr2-45141075-18
Merged-chr2-60845573-40	chr2	60845306	60845914	+	0.000	0.000	Merged-chr2-60845573-40
Merged-chr10-118435600-33	chr10	118435443	118435786	+	0.000	0.000	Merged-chr10-118435600-33
Merged-chr5-140597971-2	chr5	140597810	140598134	+	0.000	0.000	Merged-chr5-140597971-2
Merged-chr1-54866334-36	chr1	54866131	54866627	+	0.000	0.000	Merged-chr1-54866334-36
Merged-chr7-67371674-5	chr7	67371549	67371805	+	0.000	0.000	Merged-chr7-67371674-5
Merged-chr7-118470727-6	chr7	118470540	118470951	+	0.000	0.000	Merged-chr7-118470727-6
Merged-chr2-3740398-41	chr2	3740035	3740690	+	0.000	0.000	Merged-chr2-3740398-41
Merged-chr14-56304213-23	chr14	56303938	56304478	+	0.000	0.000	Merged-chr14-56304213-23
Merged-chr19-12570580-4	chr19	12570460	12570702	+	0.000	0.000	Merged-chr19-12570580-4
Merged-chr1-60913121-3	chr1	60913000	60913233	+	0.000	0.000	Merged-chr1-60913121-3
Merged-chr16-10992753-110	chr16	10992269	10993311	+	0.000	0.000	Merged-chr16-10992753-110
Merged-chr13-12344548-13	chr13	12344367	12344735	+	0.000	0.000	Merged-chr13-12344548-13
Merged-chr9-99587893-32	chr9	99587658	99588118	+	0.000	0.000	Merged-chr9-99587893-32
Merged-chr18-14512252-13	chr18	14511907	14512476	+	0.000	0.000	Merged-chr18-14512252-13
Merged-chr2-26932932-1	chr2	26932834	26933032	+	0.000	0.000	Merged-chr2-26932932-1
Merged-chr15-37459053-63	chr15	37458353	37459566	+	0.000	0.000	Merged-chr15-37459053-63
Merged-chr2-103668249-32	chr2	103667930	103668501	+	0.000	0.000	Merged-chr2-103668249-32
Merged-chr16-93884510-1	chr16	93884412	93884610	+	0.000	0.000	Merged-chr16-93884510-1
Merged-chr15-80038049-1	chr15	80037951	80038149	+	0.000	0.000	Merged-chr15-80038049-1
Merged-chrX-163995389-32	chrX	163995147	163995594	+	0.000	0.000	Merged-chrX-163995389-32
Merged-chr4-136174331-1	chr4	136174233	136174431	+	0.000	0.000	Merged-chr4-136174331-1
Merged-chr15-78802818-50	chr15	78802601	78803140	+	0.000	0.000	Merged-chr15-78802818-50
Merged-chr6-142386410-1	chr6	142386312	142386510	+	0.000	0.000	Merged-chr6-142386410-1
Merged-chr8-86852748-9	chr8	86852596	86852890	+	0.000	0.000	Merged-chr8-86852748-9
Merged-chr12-11266075-96	chr12	11265726	11266543	+	0.000	0.000	Merged-chr12-11266075-96
Merged-chr17-12175036-1	chr17	12174938	12175136	+	0.000	0.000	Merged-chr17-12175036-1
Merged-chr1-54935355-37	chr1	54934976	54935788	+	0.000	0.000	Merged-chr1-54935355-37
Merged-chr13-101641888-2	chr13	101641771	101642008	+	0.000	0.000	Merged-chr13-101641888-2
Merged-chr10-77623094-1	chr10	77622996	77623194	+	0.000	0.000	Merged-chr10-77623094-1
Merged-chr4-46618486-40	chr4	46618218	46618779	+	0.000	0.000	Merged-chr4-46618486-40
Merged-chr11-109784985-2	chr11	109784858	109785115	+	0.000	0.000	Merged-chr11-109784985-2
Merged-chr15-5263232-16	chr15	5263001	5263484	+	0.000	0.000	Merged-chr15-5263232-16
Merged-chr5-112296391-6	chr5	112296239	112296541	+	0.000	0.000	Merged-chr5-112296391-6
Merged-chr13-45867017-27	chr13	45866689	45867336	+	0.000	0.000	Merged-chr13-45867017-27
Merged-chr2-3742681-34	chr2	3741992	3743249	+	0.000	0.000	Merged-chr2-3742681-34
Merged-chr10-41984389-13	chr10	41984209	41984559	+	0.000	0.000	Merged-chr10-41984389-13
Merged-chr9-120057282-6	chr9	120057140	120057420	+	0.000	0.000	Merged-chr9-120057282-6
Merged-chr16-52452717-160	chr16	52451410	52453463	+	0.000	0.000	Merged-chr16-52452717-160
Merged-chr13-12499306-22	chr13	12499093	12499544	+	0.000	0.000	Merged-chr13-12499306-22
Merged-chr2-167345442-1	chr2	167345344	167345542	+	0.000	0.000	Merged-chr2-167345442-1
Merged-chr9-118082833-39	chr9	118082635	118083064	+	0.000	0.000	Merged-chr9-118082833-39
Merged-chr7-119794114-60	chr7	119793920	119794472	+	0.000	0.000	Merged-chr7-119794114-60
Merged-chr8-94528293-4	chr8	94528099	94528491	+	0.000	0.000	Merged-chr8-94528293-4
Merged-chr2-128465659-44	chr2	128465408	128465923	+	0.000	0.000	Merged-chr2-128465659-44
Merged-chr7-113378054-39	chr7	113377802	113378391	+	0.000	0.000	Merged-chr7-113378054-39
Merged-chr17-87315064-70	chr17	87314844	87315344	+	0.000	0.000	Merged-chr17-87315064-70
Merged-chrX-164013043-1	chrX	164012945	164013143	+	0.000	0.000	Merged-chrX-164013043-1
Merged-chr7-25155994-40	chr7	25155793	25156187	+	0.000	0.000	Merged-chr7-25155994-40
Merged-chr9-123925965-3	chr9	123925781	123926199	+	0.000	0.000	Merged-chr9-123925965-3
Merged-chr7-127137762-54	chr7	127137410	127138072	+	0.000	0.000	Merged-chr7-127137762-54
Merged-chr11-96789293-51	chr11	96789063	96789645	+	0.000	0.000	Merged-chr11-96789293-51
Merged-chr13-59674921-1	chr13	59674823	59675021	+	0.000	0.000	Merged-chr13-59674921-1
Merged-chr3-102702087-37	chr3	102701852	102702352	+	0.000	0.000	Merged-chr3-102702087-37
Merged-chr10-128525524-136	chr10	128525241	128525794	+	0.000	0.000	Merged-chr10-128525524-136
Merged-chr1-181841825-4	chr1	181841726	181841926	+	0.000	0.000	Merged-chr1-181841825-4
Merged-chr14-46832058-73	chr14	46831807	46832381	+	0.000	0.000	Merged-chr14-46832058-73
Merged-chr7-113513794-126	chr7	113513479	113514023	+	0.000	0.000	Merged-chr7-113513794-126
Merged-chr5-52742393-1	chr5	52742295	52742493	+	0.000	0.000	Merged-chr5-52742393-1
Merged-chr4-141862091-43	chr4	141861856	141862361	+	0.000	0.000	Merged-chr4-141862091-43
Merged-chr18-80280568-28	chr18	80280295	80280811	+	0.000	0.000	Merged-chr18-80280568-28
Merged-chr7-67320637-20	chr7	67320378	67320841	+	0.000	0.000	Merged-chr7-67320637-20
Merged-chr15-66789335-49	chr15	66789122	66789782	+	0.000	0.000	Merged-chr15-66789335-49
Merged-chr14-65806099-56	chr14	65805681	65806382	+	0.000	0.000	Merged-chr14-65806099-56
Merged-chr2-60774747-55	chr2	60774511	60774966	+	0.000	0.000	Merged-chr2-60774747-55
Merged-chr5-113842401-77	chr5	113842037	113842764	+	0.000	0.000	Merged-chr5-113842401-77
Merged-chr19-41382017-1	chr19	41381919	41382117	+	0.000	0.000	Merged-chr19-41382017-1
Merged-chr7-142461716-23	chr7	142461460	142462004	+	0.000	0.000	Merged-chr7-142461716-23
Merged-chr7-88259865-2	chr7	88259700	88260032	+	0.000	0.000	Merged-chr7-88259865-2
Merged-chr17-79296540-2	chr17	79296411	79296672	+	0.000	0.000	Merged-chr17-79296540-2
Merged-chr7-118518880-41	chr7	118518669	118519107	+	0.000	0.000	Merged-chr7-118518880-41
Merged-chr3-145938164-54	chr3	145937879	145938384	+	0.000	0.000	Merged-chr3-145938164-54
Merged-chr1-135729206-62	chr1	135728917	135729751	+	0.000	0.000	Merged-chr1-135729206-62
Merged-chr9-107231690-47	chr9	107231442	107232010	+	0.000	0.000	Merged-chr9-107231690-47
Merged-chr13-95988075-76	chr13	95987618	95988560	+	0.000	0.000	Merged-chr13-95988075-76
Merged-chr7-75821795-19	chr7	75821589	75822014	+	0.000	0.000	Merged-chr7-75821795-19
Merged-chr2-99749449-1	chr2	99749351	99749549	+	0.000	0.000	Merged-chr2-99749449-1
Merged-chr9-44018069-13	chr9	44017934	44018244	+	0.000	0.000	Merged-chr9-44018069-13
Merged-chr6-66473070-26	chr6	66472815	66473336	+	0.000	0.000	Merged-chr6-66473070-26
