#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TFH_Associated--ATAC_peaks.bed all.df.numx.c5-Prdm1KO_Tfh_vs_Naive.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Prdm1KO_Tfh_vs_Naive.dn.bed
Merged-chr14-103346588-98	chr14	103346224	103347015	+	0.000	0.000	Merged-chr14-103346588-98
Merged-chr12-80111391-4	chr12	80111224	80111544	+	0.000	0.000	Merged-chr12-80111391-4
Merged-chr1-38602117-20	chr1	38601833	38602329	+	0.000	0.000	Merged-chr1-38602117-20
Merged-chr8-81807004-27	chr8	81806763	81807404	+	0.000	0.000	Merged-chr8-81807004-27
Merged-chr14-69823576-22	chr14	69823269	69823807	+	0.000	0.000	Merged-chr14-69823576-22
Merged-chr2-72145290-56	chr2	72144841	72145775	+	0.000	0.000	Merged-chr2-72145290-56
Merged-chr13-44733889-78	chr13	44733475	44734335	+	0.000	0.000	Merged-chr13-44733889-78
Merged-chr16-89960330-1	chr16	89960232	89960430	+	0.000	0.000	Merged-chr16-89960330-1
Merged-chr10-75643885-43	chr10	75643454	75644250	+	0.000	0.000	Merged-chr10-75643885-43
Merged-chr6-30401803-70	chr6	30401527	30402073	+	0.000	0.000	Merged-chr6-30401803-70
Merged-chr11-22858195-4	chr11	22858066	22858310	+	0.000	0.000	Merged-chr11-22858195-4
Merged-chr17-34091159-1	chr17	34091061	34091259	+	0.000	0.000	Merged-chr17-34091159-1
Merged-chr15-36499976-4	chr15	36499832	36500120	+	0.000	0.000	Merged-chr15-36499976-4
Merged-chr9-114452652-12	chr9	114452499	114452867	+	0.000	0.000	Merged-chr9-114452652-12
Merged-chr17-31039781-31	chr17	31039579	31040012	+	0.000	0.000	Merged-chr17-31039781-31
Merged-chr5-77246174-83	chr5	77245955	77246459	+	0.000	0.000	Merged-chr5-77246174-83
Merged-chr13-117282370-1	chr13	117282272	117282470	+	0.000	0.000	Merged-chr13-117282370-1
Merged-chr2-112493577-1	chr2	112493479	112493677	+	0.000	0.000	Merged-chr2-112493577-1
Merged-chr9-62341256-48	chr9	62341077	62341550	+	0.000	0.000	Merged-chr9-62341256-48
Merged-chr13-85505133-53	chr13	85504939	85505343	+	0.000	0.000	Merged-chr13-85505133-53
Merged-chr5-64780950-29	chr5	64780667	64781143	+	0.000	0.000	Merged-chr5-64780950-29
Merged-chr16-62846958-66	chr16	62846683	62847172	+	0.000	0.000	Merged-chr16-62846958-66
Merged-chr4-83486310-129	chr4	83486073	83486797	+	0.000	0.000	Merged-chr4-83486310-129
Merged-chr16-76333860-1	chr16	76333762	76333960	+	0.000	0.000	Merged-chr16-76333860-1
Merged-chr7-24601143-27	chr7	24600905	24601320	+	0.000	0.000	Merged-chr7-24601143-27
Merged-chr6-116632298-26	chr6	116632051	116632490	+	0.000	0.000	Merged-chr6-116632298-26
Merged-chr11-3289490-8	chr11	3289265	3289782	+	0.000	0.000	Merged-chr11-3289490-8
Merged-chr12-86046383-40	chr12	86046104	86046745	+	0.000	0.000	Merged-chr12-86046383-40
Merged-chr11-69409455-74	chr11	69409100	69409880	+	0.000	0.000	Merged-chr11-69409455-74
Merged-chr1-192790678-23	chr1	192790372	192790940	+	0.000	0.000	Merged-chr1-192790678-23
Merged-chr10-42848913-29	chr10	42848679	42849289	+	0.000	0.000	Merged-chr10-42848913-29
Merged-chr2-119872988-44	chr2	119872497	119873385	+	0.000	0.000	Merged-chr2-119872988-44
Merged-chr5-76869300-44	chr5	76868887	76869947	+	0.000	0.000	Merged-chr5-76869300-44
Merged-chr2-90890259-1	chr2	90890161	90890359	+	0.000	0.000	Merged-chr2-90890259-1
Merged-chr16-48769458-10	chr16	48769181	48769702	+	0.000	0.000	Merged-chr16-48769458-10
Merged-chr17-84196515-1	chr17	84196417	84196615	+	0.000	0.000	Merged-chr17-84196515-1
Merged-chr7-73607070-52	chr7	73606807	73607464	+	0.000	0.000	Merged-chr7-73607070-52
Merged-chr1-60977872-47	chr1	60977589	60978313	+	0.000	0.000	Merged-chr1-60977872-47
Merged-chr13-46780080-38	chr13	46779717	46780646	+	0.000	0.000	Merged-chr13-46780080-38
Merged-chrX-36195914-13	chrX	36195759	36196073	+	0.000	0.000	Merged-chrX-36195914-13
Merged-chr9-44772887-60	chr9	44772530	44773187	+	0.000	0.000	Merged-chr9-44772887-60
Merged-chr1-34843057-106	chr1	34842464	34843468	+	0.000	0.000	Merged-chr1-34843057-106
Merged-chr8-3248783-13	chr8	3248481	3248993	+	0.000	0.000	Merged-chr8-3248783-13
Merged-chr10-96635391-5	chr10	96635164	96635701	+	0.000	0.000	Merged-chr10-96635391-5
Merged-chr13-108596484-3	chr13	108596339	108596616	+	0.000	0.000	Merged-chr13-108596484-3
Merged-chr11-98149913-127	chr11	98149434	98150225	+	0.000	0.000	Merged-chr11-98149913-127
Merged-chr4-155163456-1	chr4	155163358	155163556	+	0.000	0.000	Merged-chr4-155163456-1
Merged-chr6-89632208-46	chr6	89631948	89632419	+	0.000	0.000	Merged-chr6-89632208-46
Merged-chr1-39901309-92	chr1	39900607	39902297	+	0.000	0.000	Merged-chr1-39901309-92
Merged-chr15-81399835-76	chr15	81399561	81400048	+	0.000	0.000	Merged-chr15-81399835-76
Merged-chr16-45025536-40	chr16	45025345	45025732	+	0.000	0.000	Merged-chr16-45025536-40
Merged-chr19-40238240-2	chr19	40238138	40238345	+	0.000	0.000	Merged-chr19-40238240-2
Merged-chr17-15826286-103	chr17	15826046	15826765	+	0.000	0.000	Merged-chr17-15826286-103
Merged-chr4-106910448-27	chr4	106910186	106910720	+	0.000	0.000	Merged-chr4-106910448-27
Merged-chr14-78559223-28	chr14	78559020	78559374	+	0.000	0.000	Merged-chr14-78559223-28
Merged-chr4-134750367-60	chr4	134749957	134750682	+	0.000	0.000	Merged-chr4-134750367-60
Merged-chr18-55337877-1	chr18	55337779	55337977	+	0.000	0.000	Merged-chr18-55337877-1
Merged-chr1-180330545-90	chr1	180330144	180330953	+	0.000	0.000	Merged-chr1-180330545-90
Merged-chr10-59953841-5	chr10	59953685	59953979	+	0.000	0.000	Merged-chr10-59953841-5
Merged-chr12-117687561-2	chr12	117687410	117687714	+	0.000	0.000	Merged-chr12-117687561-2
Merged-chr8-84709387-31	chr8	84709140	84709553	+	0.000	0.000	Merged-chr8-84709387-31
Merged-chr2-18998003-84	chr2	18997581	18998367	+	0.000	0.000	Merged-chr2-18998003-84
Merged-chr5-114922090-53	chr5	114921847	114922329	+	0.000	0.000	Merged-chr5-114922090-53
Merged-chr10-39421150-70	chr10	39420563	39421647	+	0.000	0.000	Merged-chr10-39421150-70
Merged-chr17-5124871-1	chr17	5124773	5124971	+	0.000	0.000	Merged-chr17-5124871-1
Merged-chr12-73817639-11	chr12	73817393	73817824	+	0.000	0.000	Merged-chr12-73817639-11
Merged-chr12-82139405-7	chr12	82139226	82139588	+	0.000	0.000	Merged-chr12-82139405-7
Merged-chr10-100496204-1	chr10	100496106	100496304	+	0.000	0.000	Merged-chr10-100496204-1
Merged-chr1-127212036-1	chr1	127211938	127212136	+	0.000	0.000	Merged-chr1-127212036-1
Merged-chr15-27937826-6	chr15	27937670	27937986	+	0.000	0.000	Merged-chr15-27937826-6
Merged-chr1-74083131-11	chr1	74082950	74083297	+	0.000	0.000	Merged-chr1-74083131-11
Merged-chr7-99182845-58	chr7	99182610	99183102	+	0.000	0.000	Merged-chr7-99182845-58
Merged-chr2-79370906-44	chr2	79370620	79371177	+	0.000	0.000	Merged-chr2-79370906-44
Merged-chr2-71041194-14	chr2	71041034	71041437	+	0.000	0.000	Merged-chr2-71041194-14
Merged-chr2-33354145-1	chr2	33354047	33354245	+	0.000	0.000	Merged-chr2-33354145-1
Merged-chr9-20975783-8	chr9	20975648	20975953	+	0.000	0.000	Merged-chr9-20975783-8
Merged-chr17-33955836-55	chr17	33955614	33956144	+	0.000	0.000	Merged-chr17-33955836-55
Merged-chr14-10430786-8	chr14	10430608	10430911	+	0.000	0.000	Merged-chr14-10430786-8
Merged-chr15-85250640-38	chr15	85250494	85250807	+	0.000	0.000	Merged-chr15-85250640-38
Merged-chr12-8313039-1	chr12	8312941	8313139	+	0.000	0.000	Merged-chr12-8313039-1
Merged-chr11-20332805-89	chr11	20332543	20333025	+	0.000	0.000	Merged-chr11-20332805-89
Merged-chr5-121711338-4	chr5	121711192	121711482	+	0.000	0.000	Merged-chr5-121711338-4
Merged-chr8-84998087-35	chr8	84997899	84998250	+	0.000	0.000	Merged-chr8-84998087-35
Merged-chr10-117652105-48	chr10	117651698	117652419	+	0.000	0.000	Merged-chr10-117652105-48
Merged-chrX-135886375-1	chrX	135886277	135886475	+	0.000	0.000	Merged-chrX-135886375-1
Merged-chr10-39371656-31	chr10	39371264	39371882	+	0.000	0.000	Merged-chr10-39371656-31
Merged-chr8-61239855-9	chr8	61239620	61240051	+	0.000	0.000	Merged-chr8-61239855-9
Merged-chr2-135957913-49	chr2	135957602	135958145	+	0.000	0.000	Merged-chr2-135957913-49
Merged-chr1-36068645-92	chr1	36068140	36069128	+	0.000	0.000	Merged-chr1-36068645-92
Merged-chr1-60416960-33	chr1	60416737	60417145	+	0.000	0.000	Merged-chr1-60416960-33
Merged-chr2-84481991-45	chr2	84481700	84482239	+	0.000	0.000	Merged-chr2-84481991-45
Merged-chr12-3807031-133	chr12	3806286	3807351	+	0.000	0.000	Merged-chr12-3807031-133
Merged-chr11-3160255-18	chr11	3159882	3160704	+	0.000	0.000	Merged-chr11-3160255-18
Merged-chr11-99145976-1	chr11	99145878	99146076	+	0.000	0.000	Merged-chr11-99145976-1
Merged-chr17-59844739-2	chr17	59844640	59844840	+	0.000	0.000	Merged-chr17-59844739-2
Merged-chr10-96698035-53	chr10	96697848	96698280	+	0.000	0.000	Merged-chr10-96698035-53
Merged-chr5-123314213-3	chr5	123314081	123314341	+	0.000	0.000	Merged-chr5-123314213-3
Merged-chr15-41818887-24	chr15	41818630	41819213	+	0.000	0.000	Merged-chr15-41818887-24
Merged-chr5-65881132-7	chr5	65880865	65881455	+	0.000	0.000	Merged-chr5-65881132-7
Merged-chr6-125219300-1	chr6	125219202	125219400	+	0.000	0.000	Merged-chr6-125219300-1
Merged-chr11-97030056-43	chr11	97029855	97030292	+	0.000	0.000	Merged-chr11-97030056-43
Merged-chr6-50566844-2	chr6	50566746	50566944	+	0.000	0.000	Merged-chr6-50566844-2
Merged-chr15-72810099-125	chr15	72809550	72810496	+	0.000	0.000	Merged-chr15-72810099-125
Merged-chr12-16136030-2	chr12	16135842	16136220	+	0.000	0.000	Merged-chr12-16136030-2
Merged-chr4-86886222-78	chr4	86885915	86886586	+	0.000	0.000	Merged-chr4-86886222-78
Merged-chr1-39918240-76	chr1	39917924	39918470	+	0.000	0.000	Merged-chr1-39918240-76
Merged-chr12-4080460-2	chr12	4080320	4080602	+	0.000	0.000	Merged-chr12-4080460-2
Merged-chr7-30322363-141	chr7	30321996	30322617	+	0.000	0.000	Merged-chr7-30322363-141
Merged-chr9-14072005-21	chr9	14071736	14072197	+	0.000	0.000	Merged-chr9-14072005-21
Merged-chr10-17728854-10	chr10	17728649	17729025	+	0.000	0.000	Merged-chr10-17728854-10
Merged-chr11-3180102-24	chr11	3179853	3180340	+	0.000	0.000	Merged-chr11-3180102-24
Merged-chr12-3313079-3	chr12	3312967	3313190	+	0.000	0.000	Merged-chr12-3313079-3
Merged-chr6-144093257-1	chr6	144093159	144093357	+	0.000	0.000	Merged-chr6-144093257-1
Merged-chr11-60330779-5	chr11	60330643	60330927	+	0.000	0.000	Merged-chr11-60330779-5
Merged-chr18-14783377-95	chr18	14783004	14783617	+	0.000	0.000	Merged-chr18-14783377-95
Merged-chr4-7207158-12	chr4	7206926	7207361	+	0.000	0.000	Merged-chr4-7207158-12
Merged-chr4-32291576-26	chr4	32291319	32291855	+	0.000	0.000	Merged-chr4-32291576-26
Merged-chr14-52316174-44	chr14	52315934	52316475	+	0.000	0.000	Merged-chr14-52316174-44
Merged-chr7-141072410-71	chr7	141072229	141072623	+	0.000	0.000	Merged-chr7-141072410-71
Merged-chr13-4942811-70	chr13	4942452	4943015	+	0.000	0.000	Merged-chr13-4942811-70
Merged-chr8-107048507-76	chr8	107048255	107048762	+	0.000	0.000	Merged-chr8-107048507-76
Merged-chr2-169409438-1	chr2	169409340	169409538	+	0.000	0.000	Merged-chr2-169409438-1
Merged-chr5-31202256-62	chr5	31201938	31202559	+	0.000	0.000	Merged-chr5-31202256-62
Merged-chr2-13265108-24	chr2	13264901	13265347	+	0.000	0.000	Merged-chr2-13265108-24
Merged-chr11-3190092-3	chr11	3189994	3190194	+	0.000	0.000	Merged-chr11-3190092-3
Merged-chr2-140066734-59	chr2	140066472	140066946	+	0.000	0.000	Merged-chr2-140066734-59
Merged-chr13-93554105-5	chr13	93553872	93554264	+	0.000	0.000	Merged-chr13-93554105-5
Merged-chr13-58072674-2	chr13	58072487	58072864	+	0.000	0.000	Merged-chr13-58072674-2
Merged-chr2-77268969-1	chr2	77268871	77269069	+	0.000	0.000	Merged-chr2-77268969-1
Merged-chrX-136615823-2	chrX	136615725	136615923	+	0.000	0.000	Merged-chrX-136615823-2
Merged-chr11-77348681-109	chr11	77347890	77349335	+	0.000	0.000	Merged-chr11-77348681-109
Merged-chr17-56443573-18	chr17	56443379	56443805	+	0.000	0.000	Merged-chr17-56443573-18
Merged-chr14-61682596-69	chr14	61682272	61682995	+	0.000	0.000	Merged-chr14-61682596-69
Merged-chr7-125559265-2	chr7	125559139	125559394	+	0.000	0.000	Merged-chr7-125559265-2
Merged-chr18-49979677-114	chr18	49979158	49980155	+	0.000	0.000	Merged-chr18-49979677-114
Merged-chr8-8661992-1	chr8	8661894	8662092	+	0.000	0.000	Merged-chr8-8661992-1
Merged-chr8-72291225-23	chr8	72290929	72291417	+	0.000	0.000	Merged-chr8-72291225-23
Merged-chr7-73552002-57	chr7	73551317	73552446	+	0.000	0.000	Merged-chr7-73552002-57
Merged-chr5-34513990-85	chr5	34513729	34514239	+	0.000	0.000	Merged-chr5-34513990-85
Merged-chr9-65630395-51	chr9	65629482	65630938	+	0.000	0.000	Merged-chr9-65630395-51
Merged-chr19-5390000-41	chr19	5389750	5390393	+	0.000	0.000	Merged-chr19-5390000-41
Merged-chr4-6965504-3	chr4	6965333	6965650	+	0.000	0.000	Merged-chr4-6965504-3
Merged-chr2-117312690-43	chr2	117312390	117312981	+	0.000	0.000	Merged-chr2-117312690-43
Merged-chr2-131263434-7	chr2	131263273	131263577	+	0.000	0.000	Merged-chr2-131263434-7
Merged-chr1-35652992-2	chr1	35652894	35653092	+	0.000	0.000	Merged-chr1-35652992-2
Merged-chr16-77014874-4	chr16	77014776	77014974	+	0.000	0.000	Merged-chr16-77014874-4
Merged-chr2-68287116-1	chr2	68287018	68287216	+	0.000	0.000	Merged-chr2-68287116-1
Merged-chr13-108976246-3	chr13	108976058	108976392	+	0.000	0.000	Merged-chr13-108976246-3
Merged-chr3-88510082-59	chr3	88509854	88510526	+	0.000	0.000	Merged-chr3-88510082-59
Merged-chr10-17540117-1	chr10	17540019	17540217	+	0.000	0.000	Merged-chr10-17540117-1
Merged-chr5-144308281-9	chr5	144308099	144308541	+	0.000	0.000	Merged-chr5-144308281-9
Merged-chr15-53140511-27	chr15	53140276	53140743	+	0.000	0.000	Merged-chr15-53140511-27
Merged-chr17-29975806-2	chr17	29975690	29975925	+	0.000	0.000	Merged-chr17-29975806-2
Merged-chr11-6568162-40	chr11	6567948	6568403	+	0.000	0.000	Merged-chr11-6568162-40
Merged-chr6-142528004-10	chr6	142527753	142528192	+	0.000	0.000	Merged-chr6-142528004-10
Merged-chr18-15195118-54	chr18	15194707	15195485	+	0.000	0.000	Merged-chr18-15195118-54
Merged-chr17-35186498-64	chr17	35185837	35187011	+	0.000	0.000	Merged-chr17-35186498-64
Merged-chr13-28551845-49	chr13	28551587	28552186	+	0.000	0.000	Merged-chr13-28551845-49
Merged-chr16-35770327-38	chr16	35770097	35770543	+	0.000	0.000	Merged-chr16-35770327-38
Merged-chr11-53350915-81	chr11	53350462	53351400	+	0.000	0.000	Merged-chr11-53350915-81
Merged-chr17-23841285-7	chr17	23841122	23841446	+	0.000	0.000	Merged-chr17-23841285-7
Merged-chr2-71873346-69	chr2	71872965	71873726	+	0.000	0.000	Merged-chr2-71873346-69
Merged-chr15-36346245-49	chr15	36346000	36346440	+	0.000	0.000	Merged-chr15-36346245-49
Merged-chr16-33694670-5	chr16	33694516	33694813	+	0.000	0.000	Merged-chr16-33694670-5
Merged-chr7-16175293-44	chr7	16174863	16175619	+	0.000	0.000	Merged-chr7-16175293-44
Merged-chr2-117333794-2	chr2	117333665	117333926	+	0.000	0.000	Merged-chr2-117333794-2
Merged-chr17-56325890-57	chr17	56325664	56326067	+	0.000	0.000	Merged-chr17-56325890-57
Merged-chr11-79093031-26	chr11	79092752	79093227	+	0.000	0.000	Merged-chr11-79093031-26
Merged-chr11-102408513-28	chr11	102408335	102408752	+	0.000	0.000	Merged-chr11-102408513-28
Merged-chr17-5089755-14	chr17	5089562	5089934	+	0.000	0.000	Merged-chr17-5089755-14
Merged-chr7-68139606-11	chr7	68139435	68139768	+	0.000	0.000	Merged-chr7-68139606-11
Merged-chr10-95000064-1	chr10	94999966	95000164	+	0.000	0.000	Merged-chr10-95000064-1
Merged-chr12-87443084-3	chr12	87442972	87443198	+	0.000	0.000	Merged-chr12-87443084-3
Merged-chr6-125260143-17	chr6	125259981	125260341	+	0.000	0.000	Merged-chr6-125260143-17
Merged-chr18-15063514-134	chr18	15062786	15064393	+	0.000	0.000	Merged-chr18-15063514-134
Merged-chr2-144636109-46	chr2	144635918	144636393	+	0.000	0.000	Merged-chr2-144636109-46
Merged-chr6-128760193-2	chr6	128760057	128760332	+	0.000	0.000	Merged-chr6-128760193-2
Merged-chr13-109824030-1	chr13	109823932	109824130	+	0.000	0.000	Merged-chr13-109824030-1
Merged-chr1-78658063-75	chr1	78657740	78658447	+	0.000	0.000	Merged-chr1-78658063-75
Merged-chr9-38719749-2	chr9	38719577	38719924	+	0.000	0.000	Merged-chr9-38719749-2
Merged-chr18-37751717-34	chr18	37751549	37751920	+	0.000	0.000	Merged-chr18-37751717-34
Merged-chr19-60755904-7	chr19	60755732	60756075	+	0.000	0.000	Merged-chr19-60755904-7
Merged-chr17-32340357-1	chr17	32340259	32340457	+	0.000	0.000	Merged-chr17-32340357-1
Merged-chr16-35905598-39	chr16	35905326	35905889	+	0.000	0.000	Merged-chr16-35905598-39
Merged-chr17-6055126-17	chr17	6054968	6055347	+	0.000	0.000	Merged-chr17-6055126-17
Merged-chr2-77328531-2	chr2	77328410	77328654	+	0.000	0.000	Merged-chr2-77328531-2
Merged-chr17-33930334-14	chr17	33930151	33930478	+	0.000	0.000	Merged-chr17-33930334-14
Merged-chr10-14057543-2	chr10	14057445	14057643	+	0.000	0.000	Merged-chr10-14057543-2
Merged-chr1-92912268-22	chr1	92911608	92912606	+	0.000	0.000	Merged-chr1-92912268-22
Merged-chr12-69486120-44	chr12	69485906	69486372	+	0.000	0.000	Merged-chr12-69486120-44
Merged-chr1-127317688-2	chr1	127317586	127317792	+	0.000	0.000	Merged-chr1-127317688-2
Merged-chr11-22865254-1	chr11	22865156	22865354	+	0.000	0.000	Merged-chr11-22865254-1
Merged-chr10-80158624-23	chr10	80158426	80158800	+	0.000	0.000	Merged-chr10-80158624-23
Merged-chr12-52796893-1	chr12	52796795	52796993	+	0.000	0.000	Merged-chr12-52796893-1
Merged-chr13-46726739-6	chr13	46726518	46727000	+	0.000	0.000	Merged-chr13-46726739-6
Merged-chr3-121964400-1	chr3	121964302	121964500	+	0.000	0.000	Merged-chr3-121964400-1
Merged-chr15-89149704-89	chr15	89149318	89150070	+	0.000	0.000	Merged-chr15-89149704-89
Merged-chr2-174675833-26	chr2	174675600	174676059	+	0.000	0.000	Merged-chr2-174675833-26
Merged-chr1-164458330-95	chr1	164458029	164458572	+	0.000	0.000	Merged-chr1-164458330-95
Merged-chrX-12156194-3	chrX	12156081	12156314	+	0.000	0.000	Merged-chrX-12156194-3
Merged-chr7-97217541-1	chr7	97217443	97217641	+	0.000	0.000	Merged-chr7-97217541-1
Merged-chr11-98789059-44	chr11	98788796	98789258	+	0.000	0.000	Merged-chr11-98789059-44
Merged-chr12-103343699-32	chr12	103343464	103343927	+	0.000	0.000	Merged-chr12-103343699-32
Merged-chr9-14281792-3	chr9	14281561	14281964	+	0.000	0.000	Merged-chr9-14281792-3
Merged-chr7-67951675-118	chr7	67951316	67952122	+	0.000	0.000	Merged-chr7-67951675-118
Merged-chr1-136018899-6	chr1	136018582	136019146	+	0.000	0.000	Merged-chr1-136018899-6
Merged-chr2-24975554-132	chr2	24975334	24976111	+	0.000	0.000	Merged-chr2-24975554-132
Merged-chr2-39005190-66	chr2	39004917	39005537	+	0.000	0.000	Merged-chr2-39005190-66
Merged-chr2-77264133-1	chr2	77264035	77264233	+	0.000	0.000	Merged-chr2-77264133-1
Merged-chr10-99199242-8	chr10	99199032	99199439	+	0.000	0.000	Merged-chr10-99199242-8
Merged-chr16-14355199-2	chr16	14355045	14355356	+	0.000	0.000	Merged-chr16-14355199-2
Merged-chr3-115804819-11	chr3	115804584	115805071	+	0.000	0.000	Merged-chr3-115804819-11
Merged-chr10-84576906-160	chr10	84576685	84577119	+	0.000	0.000	Merged-chr10-84576906-160
Merged-chr15-35155762-73	chr15	35155361	35156205	+	0.000	0.000	Merged-chr15-35155762-73
Merged-chr19-5806950-1	chr19	5806852	5807050	+	0.000	0.000	Merged-chr19-5806950-1
Merged-chr1-127322582-29	chr1	127322202	127322810	+	0.000	0.000	Merged-chr1-127322582-29
Merged-chr10-67205181-43	chr10	67204875	67205565	+	0.000	0.000	Merged-chr10-67205181-43
Merged-chr4-106841993-21	chr4	106841761	106842244	+	0.000	0.000	Merged-chr4-106841993-21
Merged-chr11-75429220-23	chr11	75429035	75429422	+	0.000	0.000	Merged-chr11-75429220-23
Merged-chr15-6523022-55	chr15	6522809	6523432	+	0.000	0.000	Merged-chr15-6523022-55
Merged-chr18-55695297-9	chr18	55695117	55695631	+	0.000	0.000	Merged-chr18-55695297-9
Merged-chr1-189085418-26	chr1	189085099	189085732	+	0.000	0.000	Merged-chr1-189085418-26
Merged-chr1-36303595-2	chr1	36303482	36303710	+	0.000	0.000	Merged-chr1-36303595-2
Merged-chr10-21092817-9	chr10	21092476	21093096	+	0.000	0.000	Merged-chr10-21092817-9
Merged-chr11-53351836-17	chr11	53351575	53352201	+	0.000	0.000	Merged-chr11-53351836-17
Merged-chr7-3675086-26	chr7	3674871	3675357	+	0.000	0.000	Merged-chr7-3675086-26
Merged-chr5-149255735-4	chr5	149255565	149255891	+	0.000	0.000	Merged-chr5-149255735-4
Merged-chr4-33244141-2	chr4	33244042	33244243	+	0.000	0.000	Merged-chr4-33244141-2
Merged-chr3-88043136-39	chr3	88042890	88043354	+	0.000	0.000	Merged-chr3-88043136-39
Merged-chr14-99142358-34	chr14	99142039	99142597	+	0.000	0.000	Merged-chr14-99142358-34
Merged-chr7-29281611-61	chr7	29281053	29282048	+	0.000	0.000	Merged-chr7-29281611-61
Merged-chr13-92610042-8	chr13	92609758	92610230	+	0.000	0.000	Merged-chr13-92610042-8
Merged-chr6-146391315-9	chr6	146391140	146391509	+	0.000	0.000	Merged-chr6-146391315-9
Merged-chr18-55692856-31	chr18	55692342	55693260	+	0.000	0.000	Merged-chr18-55692856-31
Merged-chr10-68277092-118	chr10	68276494	68277413	+	0.000	0.000	Merged-chr10-68277092-118
Merged-chr15-27518308-43	chr15	27518087	27518500	+	0.000	0.000	Merged-chr15-27518308-43
Merged-chr10-80115494-86	chr10	80115147	80115897	+	0.000	0.000	Merged-chr10-80115494-86
Merged-chr17-74770287-1	chr17	74770189	74770387	+	0.000	0.000	Merged-chr17-74770287-1
Merged-chr16-24909583-14	chr16	24909392	24909786	+	0.000	0.000	Merged-chr16-24909583-14
Merged-chr5-118047338-31	chr5	118047123	118047612	+	0.000	0.000	Merged-chr5-118047338-31
Merged-chr2-79337446-23	chr2	79337049	79337917	+	0.000	0.000	Merged-chr2-79337446-23
Merged-chr11-75926776-30	chr11	75926541	75927094	+	0.000	0.000	Merged-chr11-75926776-30
Merged-chr17-16089024-2	chr17	16088884	16089167	+	0.000	0.000	Merged-chr17-16089024-2
Merged-chr10-39315634-10	chr10	39315448	39315843	+	0.000	0.000	Merged-chr10-39315634-10
Merged-chr16-44965339-61	chr16	44964831	44965825	+	0.000	0.000	Merged-chr16-44965339-61
Merged-chr12-98800600-14	chr12	98800437	98800809	+	0.000	0.000	Merged-chr12-98800600-14
Merged-chr19-53922901-1	chr19	53922803	53923001	+	0.000	0.000	Merged-chr19-53922901-1
Merged-chr18-7931405-2	chr18	7931305	7931508	+	0.000	0.000	Merged-chr18-7931405-2
Merged-chr16-20692742-1	chr16	20692644	20692842	+	0.000	0.000	Merged-chr16-20692742-1
Merged-chr17-29951291-2	chr17	29951178	29951406	+	0.000	0.000	Merged-chr17-29951291-2
Merged-chr12-3755769-11	chr12	3755600	3755946	+	0.000	0.000	Merged-chr12-3755769-11
Merged-chr5-122650291-8	chr5	122650148	122650448	+	0.000	0.000	Merged-chr5-122650291-8
Merged-chr17-7877776-2	chr17	7877678	7877876	+	0.000	0.000	Merged-chr17-7877776-2
Merged-chr2-148706710-30	chr2	148706466	148706926	+	0.000	0.000	Merged-chr2-148706710-30
Merged-chr2-165779173-14	chr2	165778880	165779402	+	0.000	0.000	Merged-chr2-165779173-14
Merged-chr15-27725053-111	chr15	27724183	27725693	+	0.000	0.000	Merged-chr15-27725053-111
Merged-chr5-107165825-14	chr5	107165627	107166105	+	0.000	0.000	Merged-chr5-107165825-14
Merged-chr2-13271415-60	chr2	13271169	13271729	+	0.000	0.000	Merged-chr2-13271415-60
Merged-chr7-28277834-40	chr7	28277600	28278097	+	0.000	0.000	Merged-chr7-28277834-40
Merged-chr12-80198800-18	chr12	80198562	80199000	+	0.000	0.000	Merged-chr12-80198800-18
Merged-chr11-52310984-10	chr11	52310800	52311186	+	0.000	0.000	Merged-chr11-52310984-10
Merged-chr9-61427187-31	chr9	61426983	61427412	+	0.000	0.000	Merged-chr9-61427187-31
Merged-chr16-93572534-34	chr16	93572361	93572737	+	0.000	0.000	Merged-chr16-93572534-34
Merged-chr15-12445209-20	chr15	12444924	12445558	+	0.000	0.000	Merged-chr15-12445209-20
Merged-chr16-11603863-15	chr16	11603649	11604063	+	0.000	0.000	Merged-chr16-11603863-15
Merged-chr15-27783998-63	chr15	27783737	27784223	+	0.000	0.000	Merged-chr15-27783998-63
Merged-chr12-55388568-28	chr12	55388130	55388927	+	0.000	0.000	Merged-chr12-55388568-28
Merged-chr11-4247226-50	chr11	4246701	4247660	+	0.000	0.000	Merged-chr11-4247226-50
Merged-chr17-26095399-13	chr17	26095158	26095585	+	0.000	0.000	Merged-chr17-26095399-13
Merged-chr6-6180678-1	chr6	6180580	6180778	+	0.000	0.000	Merged-chr6-6180678-1
Merged-chr2-4917704-47	chr2	4917370	4917956	+	0.000	0.000	Merged-chr2-4917704-47
Merged-chr8-84800240-35	chr8	84799832	84800726	+	0.000	0.000	Merged-chr8-84800240-35
Merged-chr17-22165943-71	chr17	22165547	22166365	+	0.000	0.000	Merged-chr17-22165943-71
Merged-chr15-62153335-4	chr15	62153221	62153459	+	0.000	0.000	Merged-chr15-62153335-4
Merged-chr16-10723312-12	chr16	10723173	10723441	+	0.000	0.000	Merged-chr16-10723312-12
Merged-chr16-20426182-88	chr16	20425925	20426369	+	0.000	0.000	Merged-chr16-20426182-88
