#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TFH_Associated--ATAC_peaks.bed all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1.up.bed
Merged-chr17-56479542-10	chr17	56479352	56479729	+	0.000	0.000	Merged-chr17-56479542-10
Merged-chr12-71136492-3	chr12	71136362	71136658	+	0.000	0.000	Merged-chr12-71136492-3
Merged-chr4-86721990-52	chr4	86721813	86722212	+	0.000	0.000	Merged-chr4-86721990-52
Merged-chr2-170222569-15	chr2	170222186	170222847	+	0.000	0.000	Merged-chr2-170222569-15
Merged-chr3-121107618-36	chr3	121107394	121107863	+	0.000	0.000	Merged-chr3-121107618-36
Merged-chr1-134556806-100	chr1	134556368	134557191	+	0.000	0.000	Merged-chr1-134556806-100
Merged-chr17-47922947-16	chr17	47922489	47923396	+	0.000	0.000	Merged-chr17-47922947-16
Merged-chr18-79300351-1	chr18	79300253	79300451	+	0.000	0.000	Merged-chr18-79300351-1
Merged-chr17-15715029-65	chr17	15714494	15715566	+	0.000	0.000	Merged-chr17-15715029-65
Merged-chr1-136579552-26	chr1	136579368	136579874	+	0.000	0.000	Merged-chr1-136579552-26
Merged-chr5-103519211-48	chr5	103518971	103519435	+	0.000	0.000	Merged-chr5-103519211-48
Merged-chr10-39376859-47	chr10	39376589	39377149	+	0.000	0.000	Merged-chr10-39376859-47
Merged-chr2-26327920-6	chr2	26327762	26328083	+	0.000	0.000	Merged-chr2-26327920-6
Merged-chr1-128601509-7	chr1	128601336	128601725	+	0.000	0.000	Merged-chr1-128601509-7
Merged-chr3-106487613-5	chr3	106487477	106487800	+	0.000	0.000	Merged-chr3-106487613-5
Merged-chr15-6570956-4	chr15	6570742	6571179	+	0.000	0.000	Merged-chr15-6570956-4
Merged-chr11-53609840-36	chr11	53609561	53610126	+	0.000	0.000	Merged-chr11-53609840-36
Merged-chr15-54853402-1	chr15	54853304	54853502	+	0.000	0.000	Merged-chr15-54853402-1
Merged-chr9-14088046-43	chr9	14087819	14088327	+	0.000	0.000	Merged-chr9-14088046-43
Merged-chr3-84479626-11	chr3	84479471	84479793	+	0.000	0.000	Merged-chr3-84479626-11
Merged-chr8-86052123-41	chr8	86051836	86052358	+	0.000	0.000	Merged-chr8-86052123-41
Merged-chr3-146450553-52	chr3	146450345	146450753	+	0.000	0.000	Merged-chr3-146450553-52
Merged-chr10-18139344-30	chr10	18139069	18139590	+	0.000	0.000	Merged-chr10-18139344-30
Merged-chr10-21158926-108	chr10	21158531	21159449	+	0.000	0.000	Merged-chr10-21158926-108
Merged-chr4-32335883-56	chr4	32335604	32336164	+	0.000	0.000	Merged-chr4-32335883-56
Merged-chr14-121916227-99	chr14	121915638	121916587	+	0.000	0.000	Merged-chr14-121916227-99
Merged-chr8-86077410-12	chr8	86077171	86077613	+	0.000	0.000	Merged-chr8-86077410-12
Merged-chr17-23617236-49	chr17	23616941	23617470	+	0.000	0.000	Merged-chr17-23617236-49
Merged-chr2-117335736-33	chr2	117335504	117335952	+	0.000	0.000	Merged-chr2-117335736-33
Merged-chr1-180252510-1	chr1	180252412	180252610	+	0.000	0.000	Merged-chr1-180252510-1
Merged-chr6-145284477-26	chr6	145284270	145284754	+	0.000	0.000	Merged-chr6-145284477-26
Merged-chr13-117206316-8	chr13	117206154	117206480	+	0.000	0.000	Merged-chr13-117206316-8
Merged-chr2-146270625-1	chr2	146270527	146270725	+	0.000	0.000	Merged-chr2-146270625-1
Merged-chr4-32424256-17	chr4	32424136	32424372	+	0.000	0.000	Merged-chr4-32424256-17
Merged-chr12-8829730-25	chr12	8829548	8829986	+	0.000	0.000	Merged-chr12-8829730-25
Merged-chr12-117553468-60	chr12	117553192	117553885	+	0.000	0.000	Merged-chr12-117553468-60
Merged-chr8-14965734-19	chr8	14965526	14965968	+	0.000	0.000	Merged-chr8-14965734-19
Merged-chr11-52299835-51	chr11	52299578	52300027	+	0.000	0.000	Merged-chr11-52299835-51
Merged-chr14-70075792-28	chr14	70075599	70075943	+	0.000	0.000	Merged-chr14-70075792-28
Merged-chr4-149880219-52	chr4	149879990	149880465	+	0.000	0.000	Merged-chr4-149880219-52
Merged-chr7-80183609-6	chr7	80183485	80183733	+	0.000	0.000	Merged-chr7-80183609-6
Merged-chr16-14380008-54	chr16	14379678	14380248	+	0.000	0.000	Merged-chr16-14380008-54
Merged-chr13-43906399-21	chr13	43906169	43906603	+	0.000	0.000	Merged-chr13-43906399-21
Merged-chr15-72809309-19	chr15	72809123	72809496	+	0.000	0.000	Merged-chr15-72809309-19
Merged-chr13-109685834-42	chr13	109685568	109686105	+	0.000	0.000	Merged-chr13-109685834-42
Merged-chr15-31418440-29	chr15	31417895	31418827	+	0.000	0.000	Merged-chr15-31418440-29
Merged-chr8-102085254-2	chr8	102085143	102085368	+	0.000	0.000	Merged-chr8-102085254-2
Merged-chr1-156107572-8	chr1	156107405	156107740	+	0.000	0.000	Merged-chr1-156107572-8
Merged-chr1-138620254-1	chr1	138620156	138620354	+	0.000	0.000	Merged-chr1-138620254-1
Merged-chr9-89885910-25	chr9	89885678	89886172	+	0.000	0.000	Merged-chr9-89885910-25
Merged-chr11-77395503-4	chr11	77395289	77395682	+	0.000	0.000	Merged-chr11-77395503-4
Merged-chr18-24206447-6	chr18	24206293	24206681	+	0.000	0.000	Merged-chr18-24206447-6
Merged-chr13-112289570-28	chr13	112289336	112289906	+	0.000	0.000	Merged-chr13-112289570-28
Merged-chr7-68127930-13	chr7	68127589	68128182	+	0.000	0.000	Merged-chr7-68127930-13
Merged-chr7-64101971-35	chr7	64101649	64102224	+	0.000	0.000	Merged-chr7-64101971-35
Merged-chr12-102439750-49	chr12	102439565	102439960	+	0.000	0.000	Merged-chr12-102439750-49
Merged-chr19-34287520-29	chr19	34287209	34288059	+	0.000	0.000	Merged-chr19-34287520-29
Merged-chr8-8661451-105	chr8	8661104	8661737	+	0.000	0.000	Merged-chr8-8661451-105
Merged-chr19-34527201-67	chr19	34526837	34527638	+	0.000	0.000	Merged-chr19-34527201-67
Merged-chr18-54970177-21	chr18	54969959	54970367	+	0.000	0.000	Merged-chr18-54970177-21
Merged-chr14-105198652-25	chr14	105198429	105198843	+	0.000	0.000	Merged-chr14-105198652-25
Merged-chr14-57424023-80	chr14	57423776	57424266	+	0.000	0.000	Merged-chr14-57424023-80
Merged-chr5-134445374-16	chr5	134445183	134445559	+	0.000	0.000	Merged-chr5-134445374-16
Merged-chr5-103443130-4	chr5	103443016	103443242	+	0.000	0.000	Merged-chr5-103443130-4
Merged-chr2-112676754-32	chr2	112676501	112677091	+	0.000	0.000	Merged-chr2-112676754-32
Merged-chr18-54940674-40	chr18	54940432	54940952	+	0.000	0.000	Merged-chr18-54940674-40
Merged-chr3-40980887-22	chr3	40980693	40981027	+	0.000	0.000	Merged-chr3-40980887-22
Merged-chr5-122645730-91	chr5	122645129	122646469	+	0.000	0.000	Merged-chr5-122645730-91
Merged-chr5-148489625-52	chr5	148489264	148489849	+	0.000	0.000	Merged-chr5-148489625-52
Merged-chr4-137856097-2	chr4	137855990	137856207	+	0.000	0.000	Merged-chr4-137856097-2
Merged-chr8-111570424-39	chr8	111569985	111570831	+	0.000	0.000	Merged-chr8-111570424-39
Merged-chr16-91374174-40	chr16	91373774	91374534	+	0.000	0.000	Merged-chr16-91374174-40
Merged-chr4-45972047-1	chr4	45971949	45972147	+	0.000	0.000	Merged-chr4-45972047-1
Merged-chr15-10981797-77	chr15	10981563	10982026	+	0.000	0.000	Merged-chr15-10981797-77
Merged-chr10-130335391-5	chr10	130335234	130335531	+	0.000	0.000	Merged-chr10-130335391-5
Merged-chr5-114783654-34	chr5	114783229	114784069	+	0.000	0.000	Merged-chr5-114783654-34
Merged-chr16-8472129-3	chr16	8471966	8472294	+	0.000	0.000	Merged-chr16-8472129-3
Merged-chr7-28381197-44	chr7	28381001	28381464	+	0.000	0.000	Merged-chr7-28381197-44
Merged-chr12-117676169-1	chr12	117676071	117676269	+	0.000	0.000	Merged-chr12-117676169-1
Merged-chr8-90877142-94	chr8	90876822	90877649	+	0.000	0.000	Merged-chr8-90877142-94
Merged-chr17-46986785-4	chr17	46986659	46986908	+	0.000	0.000	Merged-chr17-46986785-4
Merged-chr15-53399783-1	chr15	53399685	53399883	+	0.000	0.000	Merged-chr15-53399783-1
Merged-chr9-51213844-69	chr9	51213667	51214022	+	0.000	0.000	Merged-chr9-51213844-69
Merged-chr15-97964061-82	chr15	97963772	97964433	+	0.000	0.000	Merged-chr15-97964061-82
Merged-chr14-61736949-84	chr14	61736458	61737332	+	0.000	0.000	Merged-chr14-61736949-84
Merged-chr2-77268041-1	chr2	77267943	77268141	+	0.000	0.000	Merged-chr2-77268041-1
Merged-chr16-24171355-10	chr16	24171122	24171520	+	0.000	0.000	Merged-chr16-24171355-10
Merged-chr9-56927767-1	chr9	56927669	56927867	+	0.000	0.000	Merged-chr9-56927767-1
Merged-chr11-113176364-3	chr11	113176195	113176519	+	0.000	0.000	Merged-chr11-113176364-3
Merged-chr8-83973520-1	chr8	83973422	83973620	+	0.000	0.000	Merged-chr8-83973520-1
Merged-chr12-82323042-4	chr12	82322911	82323196	+	0.000	0.000	Merged-chr12-82323042-4
Merged-chr10-60161046-15	chr10	60160817	60161364	+	0.000	0.000	Merged-chr10-60161046-15
Merged-chr11-3168842-32	chr11	3168667	3169085	+	0.000	0.000	Merged-chr11-3168842-32
Merged-chr7-83655455-47	chr7	83655144	83655651	+	0.000	0.000	Merged-chr7-83655455-47
Merged-chr2-126252361-10	chr2	126252168	126252559	+	0.000	0.000	Merged-chr2-126252361-10
Merged-chr8-126551138-20	chr8	126550949	126551363	+	0.000	0.000	Merged-chr8-126551138-20
Merged-chr7-132335509-39	chr7	132335198	132335741	+	0.000	0.000	Merged-chr7-132335509-39
Merged-chr14-70069327-2	chr14	70069229	70069427	+	0.000	0.000	Merged-chr14-70069327-2
Merged-chr5-137171021-10	chr5	137170836	137171218	+	0.000	0.000	Merged-chr5-137171021-10
Merged-chr5-146784100-8	chr5	146783933	146784281	+	0.000	0.000	Merged-chr5-146784100-8
Merged-chr3-122246201-2	chr3	122246084	122246321	+	0.000	0.000	Merged-chr3-122246201-2
Merged-chr11-59850058-1	chr11	59849960	59850158	+	0.000	0.000	Merged-chr11-59850058-1
Merged-chr11-115153968-54	chr11	115153757	115154260	+	0.000	0.000	Merged-chr11-115153968-54
Merged-chr10-17656067-21	chr10	17655660	17656585	+	0.000	0.000	Merged-chr10-17656067-21
Merged-chr2-72157784-1	chr2	72157686	72157884	+	0.000	0.000	Merged-chr2-72157784-1
Merged-chr7-35991280-23	chr7	35990838	35991660	+	0.000	0.000	Merged-chr7-35991280-23
Merged-chr6-17694872-2	chr6	17694774	17694973	+	0.000	0.000	Merged-chr6-17694872-2
Merged-chr1-128824512-22	chr1	128824320	128824842	+	0.000	0.000	Merged-chr1-128824512-22
Merged-chr12-117606737-1	chr12	117606639	117606837	+	0.000	0.000	Merged-chr12-117606737-1
Merged-chr19-23142108-3	chr19	23141938	23142265	+	0.000	0.000	Merged-chr19-23142108-3
Merged-chr8-70833236-40	chr8	70833026	70833393	+	0.000	0.000	Merged-chr8-70833236-40
Merged-chr9-14140765-12	chr9	14140536	14140976	+	0.000	0.000	Merged-chr9-14140765-12
Merged-chr10-13034992-1	chr10	13034894	13035092	+	0.000	0.000	Merged-chr10-13034992-1
Merged-chr10-67100974-5	chr10	67100866	67101083	+	0.000	0.000	Merged-chr10-67100974-5
Merged-chr6-37370841-45	chr6	37370576	37371195	+	0.000	0.000	Merged-chr6-37370841-45
Merged-chr15-99303869-1	chr15	99303771	99303969	+	0.000	0.000	Merged-chr15-99303869-1
Merged-chr7-78451897-56	chr7	78451601	78452149	+	0.000	0.000	Merged-chr7-78451897-56
Merged-chr11-4339426-10	chr11	4339178	4339775	+	0.000	0.000	Merged-chr11-4339426-10
Merged-chr9-14201080-12	chr9	14200879	14201479	+	0.000	0.000	Merged-chr9-14201080-12
Merged-chr6-99522948-53	chr6	99522322	99523517	+	0.000	0.000	Merged-chr6-99522948-53
Merged-chr9-38727917-2	chr9	38727729	38728107	+	0.000	0.000	Merged-chr9-38727917-2
Merged-chr7-24377357-8	chr7	24377081	24377619	+	0.000	0.000	Merged-chr7-24377357-8
Merged-chr8-85854895-1	chr8	85854797	85854995	+	0.000	0.000	Merged-chr8-85854895-1
Merged-chr2-160756885-65	chr2	160756335	160757173	+	0.000	0.000	Merged-chr2-160756885-65
Merged-chr13-4771617-34	chr13	4771429	4771832	+	0.000	0.000	Merged-chr13-4771617-34
Merged-chr8-69832557-54	chr8	69832302	69832855	+	0.000	0.000	Merged-chr8-69832557-54
Merged-chr12-15980765-1	chr12	15980667	15980865	+	0.000	0.000	Merged-chr12-15980765-1
Merged-chr15-97963529-3	chr15	97963400	97963648	+	0.000	0.000	Merged-chr15-97963529-3
Merged-chr12-17694868-27	chr12	17694630	17695228	+	0.000	0.000	Merged-chr12-17694868-27
Merged-chr17-80632464-23	chr17	80632265	80632685	+	0.000	0.000	Merged-chr17-80632464-23
Merged-chr1-191275783-38	chr1	191275520	191275981	+	0.000	0.000	Merged-chr1-191275783-38
Merged-chr4-116018460-3	chr4	116018312	116018633	+	0.000	0.000	Merged-chr4-116018460-3
Merged-chr15-10426224-1	chr15	10426126	10426324	+	0.000	0.000	Merged-chr15-10426224-1
Merged-chr6-99520537-2	chr6	99520430	99520646	+	0.000	0.000	Merged-chr6-99520537-2
Merged-chr11-3150858-4	chr11	3150709	3150989	+	0.000	0.000	Merged-chr11-3150858-4
Merged-chr4-108780102-4	chr4	108779952	108780247	+	0.000	0.000	Merged-chr4-108780102-4
Merged-chr3-52272680-5	chr3	52272542	52272859	+	0.000	0.000	Merged-chr3-52272680-5
Merged-chr1-179026463-1	chr1	179026365	179026563	+	0.000	0.000	Merged-chr1-179026463-1
Merged-chr17-5975830-101	chr17	5975539	5976191	+	0.000	0.000	Merged-chr17-5975830-101
Merged-chr3-89872416-43	chr3	89872231	89872594	+	0.000	0.000	Merged-chr3-89872416-43
Merged-chr11-115631252-39	chr11	115631014	115631647	+	0.000	0.000	Merged-chr11-115631252-39
Merged-chr6-85155298-35	chr6	85155083	85155477	+	0.000	0.000	Merged-chr6-85155298-35
Merged-chr5-134494514-28	chr5	134494318	134494655	+	0.000	0.000	Merged-chr5-134494514-28
Merged-chr4-144907129-1	chr4	144907031	144907229	+	0.000	0.000	Merged-chr4-144907129-1
Merged-chr16-89836623-18	chr16	89836455	89836833	+	0.000	0.000	Merged-chr16-89836623-18
Merged-chr8-88604204-17	chr8	88604035	88604410	+	0.000	0.000	Merged-chr8-88604204-17
Merged-chr13-30192249-19	chr13	30192012	30192445	+	0.000	0.000	Merged-chr13-30192249-19
Merged-chr11-105180803-1	chr11	105180705	105180903	+	0.000	0.000	Merged-chr11-105180803-1
Merged-chr6-146481511-38	chr6	146481292	146481815	+	0.000	0.000	Merged-chr6-146481511-38
Merged-chr2-6444990-17	chr2	6444734	6445329	+	0.000	0.000	Merged-chr2-6444990-17
Merged-chr17-5165532-60	chr17	5165079	5165879	+	0.000	0.000	Merged-chr17-5165532-60
Merged-chrX-71215140-87	chrX	71214848	71215435	+	0.000	0.000	Merged-chrX-71215140-87
Merged-chr7-122932357-26	chr7	122932164	122932538	+	0.000	0.000	Merged-chr7-122932357-26
Merged-chr2-169398588-9	chr2	169398254	169398868	+	0.000	0.000	Merged-chr2-169398588-9
Merged-chr5-34459164-8	chr5	34459040	34459292	+	0.000	0.000	Merged-chr5-34459164-8
Merged-chr16-10744424-15	chr16	10744214	10744639	+	0.000	0.000	Merged-chr16-10744424-15
Merged-chr16-97272459-57	chr16	97272155	97272692	+	0.000	0.000	Merged-chr16-97272459-57
Merged-chr14-101480860-35	chr14	101480618	101481166	+	0.000	0.000	Merged-chr14-101480860-35
Merged-chr19-46042474-4	chr19	46042271	46042619	+	0.000	0.000	Merged-chr19-46042474-4
Merged-chr14-47649549-79	chr14	47649161	47649901	+	0.000	0.000	Merged-chr14-47649549-79
Merged-chr15-82899429-110	chr15	82898850	82899682	+	0.000	0.000	Merged-chr15-82899429-110
Merged-chr17-84419944-108	chr17	84419602	84420170	+	0.000	0.000	Merged-chr17-84419944-108
Merged-chr10-4346976-29	chr10	4346670	4347242	+	0.000	0.000	Merged-chr10-4346976-29
Merged-chrX-7762712-52	chrX	7762474	7763017	+	0.000	0.000	Merged-chrX-7762712-52
Merged-chr1-181256937-103	chr1	181256444	181257308	+	0.000	0.000	Merged-chr1-181256937-103
Merged-chr13-30166672-75	chr13	30166323	30167136	+	0.000	0.000	Merged-chr13-30166672-75
Merged-chr19-34248805-20	chr19	34248568	34249029	+	0.000	0.000	Merged-chr19-34248805-20
Merged-chr19-6975546-1	chr19	6975448	6975646	+	0.000	0.000	Merged-chr19-6975546-1
Merged-chr16-14350919-24	chr16	14350711	14351164	+	0.000	0.000	Merged-chr16-14350919-24
Merged-chr1-189917417-5	chr1	189917242	189917620	+	0.000	0.000	Merged-chr1-189917417-5
Merged-chr5-120779287-23	chr5	120779015	120779499	+	0.000	0.000	Merged-chr5-120779287-23
Merged-chr3-87616785-1	chr3	87616687	87616885	+	0.000	0.000	Merged-chr3-87616785-1
Merged-chr2-77270925-54	chr2	77270277	77271276	+	0.000	0.000	Merged-chr2-77270925-54
Merged-chr12-116049840-17	chr12	116049503	116050078	+	0.000	0.000	Merged-chr12-116049840-17
Merged-chr4-32258239-72	chr4	32258006	32258521	+	0.000	0.000	Merged-chr4-32258239-72
Merged-chr2-21205632-118	chr2	21205417	21205828	+	0.000	0.000	Merged-chr2-21205632-118
Merged-chr6-67475756-29	chr6	67475493	67476019	+	0.000	0.000	Merged-chr6-67475756-29
Merged-chr6-99452798-17	chr6	99452641	99452947	+	0.000	0.000	Merged-chr6-99452798-17
Merged-chr3-87756186-16	chr3	87756020	87756368	+	0.000	0.000	Merged-chr3-87756186-16
Merged-chr4-32335031-5	chr4	32334825	32335309	+	0.000	0.000	Merged-chr4-32335031-5
Merged-chr4-128811652-46	chr4	128811395	128811913	+	0.000	0.000	Merged-chr4-128811652-46
Merged-chr10-121739985-100	chr10	121739625	121740180	+	0.000	0.000	Merged-chr10-121739985-100
Merged-chr16-97357077-45	chr16	97356400	97357662	+	0.000	0.000	Merged-chr16-97357077-45
Merged-chr12-52552304-7	chr12	52552173	52552434	+	0.000	0.000	Merged-chr12-52552304-7
Merged-chr1-36309720-44	chr1	36309290	36309973	+	0.000	0.000	Merged-chr1-36309720-44
Merged-chr12-15809705-1	chr12	15809607	15809805	+	0.000	0.000	Merged-chr12-15809705-1
Merged-chr16-43303663-37	chr16	43303329	43304050	+	0.000	0.000	Merged-chr16-43303663-37
Merged-chr12-14151387-9	chr12	14151041	14151748	+	0.000	0.000	Merged-chr12-14151387-9
Merged-chr1-136637078-45	chr1	136636693	136637376	+	0.000	0.000	Merged-chr1-136637078-45
Merged-chr11-117872185-83	chr11	117871717	117872625	+	0.000	0.000	Merged-chr11-117872185-83
Merged-chr17-15804141-1	chr17	15804043	15804241	+	0.000	0.000	Merged-chr17-15804141-1
Merged-chr2-170126811-1	chr2	170126713	170126911	+	0.000	0.000	Merged-chr2-170126811-1
Merged-chr3-101047810-38	chr3	101047541	101048088	+	0.000	0.000	Merged-chr3-101047810-38
Merged-chr16-91551484-1	chr16	91551386	91551584	+	0.000	0.000	Merged-chr16-91551484-1
Merged-chr9-14463327-1	chr9	14463229	14463427	+	0.000	0.000	Merged-chr9-14463327-1
Merged-chr16-76561459-129	chr16	76560152	76562330	+	0.000	0.000	Merged-chr16-76561459-129
Merged-chr10-130313729-35	chr10	130313443	130314040	+	0.000	0.000	Merged-chr10-130313729-35
Merged-chr3-89437057-99	chr3	89436364	89437649	+	0.000	0.000	Merged-chr3-89437057-99
Merged-chr4-102682369-35	chr4	102682113	102682629	+	0.000	0.000	Merged-chr4-102682369-35
Merged-chr4-44160050-19	chr4	44159823	44160251	+	0.000	0.000	Merged-chr4-44160050-19
Merged-chr13-112466287-1	chr13	112466189	112466387	+	0.000	0.000	Merged-chr13-112466287-1
Merged-chr3-101058101-14	chr3	101057635	101058634	+	0.000	0.000	Merged-chr3-101058101-14
Merged-chr5-140830422-64	chr5	140830038	140830737	+	0.000	0.000	Merged-chr5-140830422-64
Merged-chr15-28025754-115	chr15	28025484	28026218	+	0.000	0.000	Merged-chr15-28025754-115
Merged-chr4-140833040-18	chr4	140832843	140833273	+	0.000	0.000	Merged-chr4-140833040-18
Merged-chr14-61818597-46	chr14	61818332	61818970	+	0.000	0.000	Merged-chr14-61818597-46
Merged-chr17-84186814-6	chr17	84186633	84187050	+	0.000	0.000	Merged-chr17-84186814-6
Merged-chr5-144277272-14	chr5	144277053	144277604	+	0.000	0.000	Merged-chr5-144277272-14
Merged-chr1-179184943-3	chr1	179184787	179185097	+	0.000	0.000	Merged-chr1-179184943-3
Merged-chr12-76832803-1	chr12	76832705	76832903	+	0.000	0.000	Merged-chr12-76832803-1
Merged-chr10-17775311-43	chr10	17775117	17775553	+	0.000	0.000	Merged-chr10-17775311-43
Merged-chr5-122614417-50	chr5	122614249	122614659	+	0.000	0.000	Merged-chr5-122614417-50
Merged-chr19-5349151-26	chr19	5348889	5349375	+	0.000	0.000	Merged-chr19-5349151-26
Merged-chr6-125468241-50	chr6	125467876	125468789	+	0.000	0.000	Merged-chr6-125468241-50
Merged-chr11-61142505-33	chr11	61142196	61142729	+	0.000	0.000	Merged-chr11-61142505-33
Merged-chr17-23610602-43	chr17	23610409	23610789	+	0.000	0.000	Merged-chr17-23610602-43
Merged-chr6-85141260-4	chr6	85141144	85141385	+	0.000	0.000	Merged-chr6-85141260-4
Merged-chr12-36134299-2	chr12	36134162	36134439	+	0.000	0.000	Merged-chr12-36134299-2
Merged-chr8-111578108-20	chr8	111577913	111578294	+	0.000	0.000	Merged-chr8-111578108-20
Merged-chr12-76904037-12	chr12	76903854	76904197	+	0.000	0.000	Merged-chr12-76904037-12
Merged-chr7-73584611-15	chr7	73584330	73585004	+	0.000	0.000	Merged-chr7-73584611-15
Merged-chr3-84259792-61	chr3	84259481	84260076	+	0.000	0.000	Merged-chr3-84259792-61
Merged-chr6-147576548-5	chr6	147576381	147576698	+	0.000	0.000	Merged-chr6-147576548-5
Merged-chr16-35781109-15	chr16	35780931	35781347	+	0.000	0.000	Merged-chr16-35781109-15
Merged-chr13-95563885-30	chr13	95563690	95564068	+	0.000	0.000	Merged-chr13-95563885-30
Merged-chr14-30273182-14	chr14	30272993	30273390	+	0.000	0.000	Merged-chr14-30273182-14
Merged-chr7-64058117-33	chr7	64057806	64058470	+	0.000	0.000	Merged-chr7-64058117-33
Merged-chr1-182362940-5	chr1	182362722	182363149	+	0.000	0.000	Merged-chr1-182362940-5
Merged-chr18-79293898-35	chr18	79293683	79294137	+	0.000	0.000	Merged-chr18-79293898-35
Merged-chr8-45410262-39	chr8	45409956	45410574	+	0.000	0.000	Merged-chr8-45410262-39
Merged-chr3-89912331-1	chr3	89912233	89912431	+	0.000	0.000	Merged-chr3-89912331-1
Merged-chr3-126663698-16	chr3	126663472	126663889	+	0.000	0.000	Merged-chr3-126663698-16
Merged-chr12-41097614-20	chr12	41097430	41097876	+	0.000	0.000	Merged-chr12-41097614-20
Merged-chr9-121317284-25	chr9	121317018	121317533	+	0.000	0.000	Merged-chr9-121317284-25
Merged-chr1-179167528-7	chr1	179167342	179167736	+	0.000	0.000	Merged-chr1-179167528-7
Merged-chr11-22858514-1	chr11	22858416	22858614	+	0.000	0.000	Merged-chr11-22858514-1
Merged-chr13-112464481-1	chr13	112464383	112464581	+	0.000	0.000	Merged-chr13-112464481-1
Merged-chr6-98782065-1	chr6	98781967	98782165	+	0.000	0.000	Merged-chr6-98782065-1
Merged-chr7-49462687-57	chr7	49462262	49463189	+	0.000	0.000	Merged-chr7-49462687-57
Merged-chr4-154942654-46	chr4	154942334	154942927	+	0.000	0.000	Merged-chr4-154942654-46
Merged-chr1-82900738-32	chr1	82900482	82901059	+	0.000	0.000	Merged-chr1-82900738-32
Merged-chr16-97319688-5	chr16	97319568	97319806	+	0.000	0.000	Merged-chr16-97319688-5
Merged-chr11-6658459-18	chr11	6658313	6658701	+	0.000	0.000	Merged-chr11-6658459-18
Merged-chr5-118376006-52	chr5	118375584	118376454	+	0.000	0.000	Merged-chr5-118376006-52
Merged-chr5-120742294-10	chr5	120742111	120742509	+	0.000	0.000	Merged-chr5-120742294-10
Merged-chr7-139388959-78	chr7	139388707	139389166	+	0.000	0.000	Merged-chr7-139388959-78
Merged-chr5-122995076-1	chr5	122994978	122995176	+	0.000	0.000	Merged-chr5-122995076-1
Merged-chr6-116628813-88	chr6	116628450	116629137	+	0.000	0.000	Merged-chr6-116628813-88
Merged-chr11-99124300-22	chr11	99123999	99124588	+	0.000	0.000	Merged-chr11-99124300-22
Merged-chr13-51951802-36	chr13	51951567	51952006	+	0.000	0.000	Merged-chr13-51951802-36
Merged-chr12-85703718-17	chr12	85703497	85704017	+	0.000	0.000	Merged-chr12-85703718-17
Merged-chr13-117211586-48	chr13	117211317	117211775	+	0.000	0.000	Merged-chr13-117211586-48
Merged-chr2-3912872-30	chr2	3912668	3913062	+	0.000	0.000	Merged-chr2-3912872-30
Merged-chr6-94672644-32	chr6	94672427	94672918	+	0.000	0.000	Merged-chr6-94672644-32
Merged-chr7-120796607-11	chr7	120796460	120796781	+	0.000	0.000	Merged-chr7-120796607-11
Merged-chr17-84163237-37	chr17	84163035	84163466	+	0.000	0.000	Merged-chr17-84163237-37
Merged-chr7-125554660-11	chr7	125554403	125554945	+	0.000	0.000	Merged-chr7-125554660-11
Merged-chr5-105715715-26	chr5	105715543	105715877	+	0.000	0.000	Merged-chr5-105715715-26
Merged-chr9-96167406-22	chr9	96167220	96167620	+	0.000	0.000	Merged-chr9-96167406-22
Merged-chr5-127616364-13	chr5	127616138	127616602	+	0.000	0.000	Merged-chr5-127616364-13
Merged-chr13-67779822-58	chr13	67779569	67780029	+	0.000	0.000	Merged-chr13-67779822-58
Merged-chr12-76837684-61	chr12	76837452	76837973	+	0.000	0.000	Merged-chr12-76837684-61
Merged-chr12-73842345-69	chr12	73842150	73842524	+	0.000	0.000	Merged-chr12-73842345-69
Merged-chr9-41030058-11	chr9	41029833	41030299	+	0.000	0.000	Merged-chr9-41030058-11
Merged-chr5-103442346-46	chr5	103442140	103442733	+	0.000	0.000	Merged-chr5-103442346-46
Merged-chr7-129690150-2	chr7	129690043	129690260	+	0.000	0.000	Merged-chr7-129690150-2
Merged-chr5-147525033-1	chr5	147524935	147525133	+	0.000	0.000	Merged-chr5-147525033-1
Merged-chr13-117217993-49	chr13	117217619	117218438	+	0.000	0.000	Merged-chr13-117217993-49
Merged-chr12-16008873-105	chr12	16008230	16009458	+	0.000	0.000	Merged-chr12-16008873-105
Merged-chr4-152136601-1	chr4	152136503	152136701	+	0.000	0.000	Merged-chr4-152136601-1
Merged-chr1-179069168-1	chr1	179069070	179069268	+	0.000	0.000	Merged-chr1-179069168-1
Merged-chr16-24854563-13	chr16	24854294	24854802	+	0.000	0.000	Merged-chr16-24854563-13
Merged-chr1-164411460-2	chr1	164411345	164411577	+	0.000	0.000	Merged-chr1-164411460-2
Merged-chr9-77921756-17	chr9	77921588	77921915	+	0.000	0.000	Merged-chr9-77921756-17
Merged-chr1-173490646-4	chr1	173490548	173490746	+	0.000	0.000	Merged-chr1-173490646-4
Merged-chr12-113258561-1	chr12	113258463	113258661	+	0.000	0.000	Merged-chr12-113258561-1
