#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-STAT4_WT_Tfh_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_WT_Tfh_vs_WT_Th1.dn.bed
Merged-chr9-82809314-11	chr9	82808919	82809618	+	0.000	0.000	Merged-chr9-82809314-11
Merged-chr7-78451897-56	chr7	78451601	78452149	+	0.000	0.000	Merged-chr7-78451897-56
Merged-chr7-143685833-51	chr7	143685614	143686194	+	0.000	0.000	Merged-chr7-143685833-51
Merged-chr4-150488416-3	chr4	150488237	150488601	+	0.000	0.000	Merged-chr4-150488416-3
Merged-chr14-7978426-12	chr14	7978279	7978551	+	0.000	0.000	Merged-chr14-7978426-12
Merged-chr15-97963529-3	chr15	97963400	97963648	+	0.000	0.000	Merged-chr15-97963529-3
Merged-chr6-99432188-11	chr6	99431984	99432496	+	0.000	0.000	Merged-chr6-99432188-11
Merged-chr12-17694868-27	chr12	17694630	17695228	+	0.000	0.000	Merged-chr12-17694868-27
Merged-chr3-138753245-27	chr3	138752913	138753484	+	0.000	0.000	Merged-chr3-138753245-27
Merged-chr3-89872416-43	chr3	89872231	89872594	+	0.000	0.000	Merged-chr3-89872416-43
Merged-chr4-154432671-1	chr4	154432573	154432771	+	0.000	0.000	Merged-chr4-154432671-1
Merged-chr11-105180803-1	chr11	105180705	105180903	+	0.000	0.000	Merged-chr11-105180803-1
Merged-chr2-6444990-17	chr2	6444734	6445329	+	0.000	0.000	Merged-chr2-6444990-17
Merged-chrX-71215140-87	chrX	71214848	71215435	+	0.000	0.000	Merged-chrX-71215140-87
Merged-chrX-151096457-56	chrX	151096091	151096763	+	0.000	0.000	Merged-chrX-151096457-56
Merged-chr9-85860691-1	chr9	85860593	85860791	+	0.000	0.000	Merged-chr9-85860691-1
Merged-chr16-97272459-57	chr16	97272155	97272692	+	0.000	0.000	Merged-chr16-97272459-57
Merged-chr12-36439593-19	chr12	36439418	36439762	+	0.000	0.000	Merged-chr12-36439593-19
Merged-chr1-181256937-103	chr1	181256444	181257308	+	0.000	0.000	Merged-chr1-181256937-103
Merged-chr15-86056647-3	chr15	86056530	86056768	+	0.000	0.000	Merged-chr15-86056647-3
Merged-chr6-128807188-11	chr6	128807042	128807313	+	0.000	0.000	Merged-chr6-128807188-11
Merged-chr4-154375727-1	chr4	154375629	154375827	+	0.000	0.000	Merged-chr4-154375727-1
Merged-chr5-125197452-10	chr5	125197255	125197625	+	0.000	0.000	Merged-chr5-125197452-10
Merged-chr10-121739985-100	chr10	121739625	121740180	+	0.000	0.000	Merged-chr10-121739985-100
Merged-chr16-43303663-37	chr16	43303329	43304050	+	0.000	0.000	Merged-chr16-43303663-37
Merged-chr11-117872185-83	chr11	117871717	117872625	+	0.000	0.000	Merged-chr11-117872185-83
Merged-chr11-75962033-17	chr11	75961745	75962202	+	0.000	0.000	Merged-chr11-75962033-17
Merged-chr7-30321790-4	chr7	30321650	30321924	+	0.000	0.000	Merged-chr7-30321790-4
Merged-chr3-138743281-13	chr3	138743129	138743439	+	0.000	0.000	Merged-chr3-138743281-13
Merged-chr5-140830422-64	chr5	140830038	140830737	+	0.000	0.000	Merged-chr5-140830422-64
Merged-chr19-5787074-81	chr19	5786551	5787543	+	0.000	0.000	Merged-chr19-5787074-81
Merged-chr1-128831902-22	chr1	128831556	128832115	+	0.000	0.000	Merged-chr1-128831902-22
Merged-chr12-85661084-38	chr12	85660858	85661337	+	0.000	0.000	Merged-chr12-85661084-38
Merged-chr6-147576548-5	chr6	147576381	147576698	+	0.000	0.000	Merged-chr6-147576548-5
Merged-chr12-83921941-52	chr12	83921711	83922170	+	0.000	0.000	Merged-chr12-83921941-52
Merged-chr13-95563885-30	chr13	95563690	95564068	+	0.000	0.000	Merged-chr13-95563885-30
Merged-chr7-101618490-14	chr7	101618250	101618669	+	0.000	0.000	Merged-chr7-101618490-14
Merged-chr12-112617493-30	chr12	112617184	112617936	+	0.000	0.000	Merged-chr12-112617493-30
Merged-chr18-79293898-35	chr18	79293683	79294137	+	0.000	0.000	Merged-chr18-79293898-35
Merged-chr4-120363479-1	chr4	120363381	120363579	+	0.000	0.000	Merged-chr4-120363479-1
Merged-chr12-41097614-20	chr12	41097430	41097876	+	0.000	0.000	Merged-chr12-41097614-20
Merged-chr4-95403547-1	chr4	95403449	95403647	+	0.000	0.000	Merged-chr4-95403547-1
Merged-chr6-98782065-1	chr6	98781967	98782165	+	0.000	0.000	Merged-chr6-98782065-1
Merged-chr16-97319688-5	chr16	97319568	97319806	+	0.000	0.000	Merged-chr16-97319688-5
Merged-chr17-84466187-53	chr17	84466025	84466399	+	0.000	0.000	Merged-chr17-84466187-53
Merged-chr7-139388959-78	chr7	139388707	139389166	+	0.000	0.000	Merged-chr7-139388959-78
Merged-chr18-80048002-3	chr18	80047819	80048193	+	0.000	0.000	Merged-chr18-80048002-3
Merged-chr9-25186087-6	chr9	25185914	25186245	+	0.000	0.000	Merged-chr9-25186087-6
Merged-chr6-116628813-88	chr6	116628450	116629137	+	0.000	0.000	Merged-chr6-116628813-88
Merged-chr16-25426499-60	chr16	25426232	25426706	+	0.000	0.000	Merged-chr16-25426499-60
Merged-chr10-43479514-117	chr10	43479105	43480139	+	0.000	0.000	Merged-chr10-43479514-117
Merged-chr18-34855284-104	chr18	34854857	34855603	+	0.000	0.000	Merged-chr18-34855284-104
Merged-chr3-101884248-30	chr3	101883957	101884589	+	0.000	0.000	Merged-chr3-101884248-30
Merged-chr12-76837684-61	chr12	76837452	76837973	+	0.000	0.000	Merged-chr12-76837684-61
Merged-chr5-103442346-46	chr5	103442140	103442733	+	0.000	0.000	Merged-chr5-103442346-46
Merged-chr4-154389005-1	chr4	154388907	154389105	+	0.000	0.000	Merged-chr4-154389005-1
Merged-chr12-16008873-105	chr12	16008230	16009458	+	0.000	0.000	Merged-chr12-16008873-105
Merged-chr6-129282412-1	chr6	129282314	129282512	+	0.000	0.000	Merged-chr6-129282412-1
Merged-chr1-60410229-3	chr1	60410102	60410351	+	0.000	0.000	Merged-chr1-60410229-3
Merged-chr13-63528491-46	chr13	63528262	63528750	+	0.000	0.000	Merged-chr13-63528491-46
Merged-chr9-67901955-26	chr9	67901695	67902283	+	0.000	0.000	Merged-chr9-67901955-26
Merged-chr17-74745133-7	chr17	74744948	74745327	+	0.000	0.000	Merged-chr17-74745133-7
Merged-chr16-76373079-131	chr16	76372739	76373445	+	0.000	0.000	Merged-chr16-76373079-131
Merged-chr10-68199721-19	chr10	68199492	68199972	+	0.000	0.000	Merged-chr10-68199721-19
Merged-chr7-83659580-37	chr7	83659288	83659771	+	0.000	0.000	Merged-chr7-83659580-37
Merged-chr5-122647339-1	chr5	122647241	122647439	+	0.000	0.000	Merged-chr5-122647339-1
Merged-chr17-73142383-41	chr17	73141769	73142825	+	0.000	0.000	Merged-chr17-73142383-41
Merged-chr16-85172081-1	chr16	85171983	85172181	+	0.000	0.000	Merged-chr16-85172081-1
Merged-chr10-12851139-23	chr10	12850818	12851455	+	0.000	0.000	Merged-chr10-12851139-23
Merged-chr4-154407570-1	chr4	154407472	154407670	+	0.000	0.000	Merged-chr4-154407570-1
Merged-chr17-84306486-55	chr17	84306194	84306819	+	0.000	0.000	Merged-chr17-84306486-55
Merged-chr10-14040919-9	chr10	14040750	14041143	+	0.000	0.000	Merged-chr10-14040919-9
Merged-chr6-128766936-56	chr6	128766667	128767221	+	0.000	0.000	Merged-chr6-128766936-56
Merged-chr5-64389971-20	chr5	64389763	64390216	+	0.000	0.000	Merged-chr5-64389971-20
Merged-chr10-67480235-1	chr10	67480137	67480335	+	0.000	0.000	Merged-chr10-67480235-1
Merged-chr12-86079285-87	chr12	86078882	86079592	+	0.000	0.000	Merged-chr12-86079285-87
Merged-chr1-36282158-44	chr1	36281867	36282422	+	0.000	0.000	Merged-chr1-36282158-44
Merged-chr9-15685378-23	chr9	15685179	15685586	+	0.000	0.000	Merged-chr9-15685378-23
Merged-chr3-121163660-47	chr3	121163440	121163896	+	0.000	0.000	Merged-chr3-121163660-47
Merged-chr3-130932008-2	chr3	130931892	130932126	+	0.000	0.000	Merged-chr3-130932008-2
Merged-chr7-83742815-34	chr7	83742608	83743044	+	0.000	0.000	Merged-chr7-83742815-34
Merged-chr2-161271410-1	chr2	161271312	161271510	+	0.000	0.000	Merged-chr2-161271410-1
Merged-chrX-12159655-2	chrX	12159499	12159814	+	0.000	0.000	Merged-chrX-12159655-2
Merged-chr2-91962165-55	chr2	91961833	91962451	+	0.000	0.000	Merged-chr2-91962165-55
Merged-chr10-67483633-46	chr10	67483345	67484033	+	0.000	0.000	Merged-chr10-67483633-46
Merged-chr6-41537552-2	chr6	41537448	41537659	+	0.000	0.000	Merged-chr6-41537552-2
Merged-chr11-19965912-13	chr11	19965710	19966112	+	0.000	0.000	Merged-chr11-19965912-13
Merged-chr10-67727735-22	chr10	67727532	67727950	+	0.000	0.000	Merged-chr10-67727735-22
Merged-chr11-117136064-7	chr11	117135915	117136210	+	0.000	0.000	Merged-chr11-117136064-7
Merged-chr12-15896851-37	chr12	15896526	15897296	+	0.000	0.000	Merged-chr12-15896851-37
Merged-chr18-55055827-13	chr18	55055673	55055979	+	0.000	0.000	Merged-chr18-55055827-13
Merged-chr3-101933748-15	chr3	101933429	101933964	+	0.000	0.000	Merged-chr3-101933748-15
Merged-chr13-112343316-26	chr13	112343096	112343552	+	0.000	0.000	Merged-chr13-112343316-26
Merged-chr17-46388393-29	chr17	46388181	46388540	+	0.000	0.000	Merged-chr17-46388393-29
Merged-chr7-144447346-49	chr7	144447120	144447563	+	0.000	0.000	Merged-chr7-144447346-49
Merged-chr6-147605427-1	chr6	147605329	147605527	+	0.000	0.000	Merged-chr6-147605427-1
Merged-chr6-99420809-31	chr6	99420635	99421047	+	0.000	0.000	Merged-chr6-99420809-31
Merged-chr5-34187827-64	chr5	34187539	34188128	+	0.000	0.000	Merged-chr5-34187827-64
Merged-chr5-135632742-49	chr5	135632498	135632992	+	0.000	0.000	Merged-chr5-135632742-49
Merged-chr9-44517678-51	chr9	44517381	44517902	+	0.000	0.000	Merged-chr9-44517678-51
Merged-chr16-4032511-6	chr16	4032386	4032674	+	0.000	0.000	Merged-chr16-4032511-6
Merged-chr9-61708026-57	chr9	61707625	61708231	+	0.000	0.000	Merged-chr9-61708026-57
Merged-chr4-154334922-29	chr4	154334653	154335182	+	0.000	0.000	Merged-chr4-154334922-29
Merged-chr16-89938532-48	chr16	89938276	89938749	+	0.000	0.000	Merged-chr16-89938532-48
Merged-chr17-74717725-59	chr17	74717457	74717949	+	0.000	0.000	Merged-chr17-74717725-59
Merged-chr13-92674085-2	chr13	92673972	92674201	+	0.000	0.000	Merged-chr13-92674085-2
Merged-chr1-155173464-79	chr1	155173283	155173805	+	0.000	0.000	Merged-chr1-155173464-79
Merged-chr11-4848919-5	chr11	4848738	4849134	+	0.000	0.000	Merged-chr11-4848919-5
Merged-chr7-141265158-17	chr7	141264881	141265411	+	0.000	0.000	Merged-chr7-141265158-17
Merged-chr4-154927334-11	chr4	154927155	154927577	+	0.000	0.000	Merged-chr4-154927334-11
Merged-chr16-90181555-14	chr16	90181295	90181805	+	0.000	0.000	Merged-chr16-90181555-14
Merged-chr17-84368765-10	chr17	84368569	84368965	+	0.000	0.000	Merged-chr17-84368765-10
Merged-chr6-147588557-1	chr6	147588459	147588657	+	0.000	0.000	Merged-chr6-147588557-1
Merged-chr6-48802126-31	chr6	48801970	48802386	+	0.000	0.000	Merged-chr6-48802126-31
Merged-chr13-48513320-57	chr13	48513063	48513617	+	0.000	0.000	Merged-chr13-48513320-57
Merged-chr9-121642625-86	chr9	121642363	121642978	+	0.000	0.000	Merged-chr9-121642625-86
Merged-chr7-99535755-146	chr7	99535509	99536118	+	0.000	0.000	Merged-chr7-99535755-146
Merged-chr1-86580596-17	chr1	86580352	86580763	+	0.000	0.000	Merged-chr1-86580596-17
Merged-chr16-57571504-3	chr16	57571406	57571604	+	0.000	0.000	Merged-chr16-57571504-3
Merged-chr2-71941624-65	chr2	71941432	71941849	+	0.000	0.000	Merged-chr2-71941624-65
Merged-chr14-30249773-45	chr14	30249410	30250123	+	0.000	0.000	Merged-chr14-30249773-45
Merged-chr9-118674693-5	chr9	118674546	118674819	+	0.000	0.000	Merged-chr9-118674693-5
Merged-chr10-17733283-32	chr10	17733100	17733522	+	0.000	0.000	Merged-chr10-17733283-32
Merged-chr1-86154641-52	chr1	86154445	86154901	+	0.000	0.000	Merged-chr1-86154641-52
Merged-chr1-180226273-94	chr1	180226016	180226529	+	0.000	0.000	Merged-chr1-180226273-94
Merged-chr2-169690138-4	chr2	169689986	169690285	+	0.000	0.000	Merged-chr2-169690138-4
Merged-chrX-42399563-21	chrX	42399367	42399776	+	0.000	0.000	Merged-chrX-42399563-21
Merged-chr7-128554722-15	chr7	128554526	128554950	+	0.000	0.000	Merged-chr7-128554722-15
Merged-chr4-149871771-25	chr4	149871552	149872022	+	0.000	0.000	Merged-chr4-149871771-25
Merged-chr2-169636132-1	chr2	169636034	169636232	+	0.000	0.000	Merged-chr2-169636132-1
Merged-chr17-51179139-100	chr17	51178913	51179517	+	0.000	0.000	Merged-chr17-51179139-100
Merged-chr7-99374530-9	chr7	99374381	99374679	+	0.000	0.000	Merged-chr7-99374530-9
Merged-chr13-112211274-7	chr13	112211086	112211484	+	0.000	0.000	Merged-chr13-112211274-7
Merged-chr2-113160236-2	chr2	113160125	113160350	+	0.000	0.000	Merged-chr2-113160236-2
Merged-chr8-110912208-23	chr8	110911796	110912458	+	0.000	0.000	Merged-chr8-110912208-23
Merged-chr2-117399695-40	chr2	117399514	117399883	+	0.000	0.000	Merged-chr2-117399695-40
Merged-chr1-92058895-31	chr1	92058717	92059062	+	0.000	0.000	Merged-chr1-92058895-31
Merged-chr13-112464093-61	chr13	112463825	112464353	+	0.000	0.000	Merged-chr13-112464093-61
Merged-chr12-80259996-121	chr12	80259436	80260651	+	0.000	0.000	Merged-chr12-80259996-121
Merged-chr15-25591085-6	chr15	25590960	25591225	+	0.000	0.000	Merged-chr15-25591085-6
Merged-chr4-95461696-1	chr4	95461598	95461796	+	0.000	0.000	Merged-chr4-95461696-1
Merged-chr10-20005632-50	chr10	20005353	20005895	+	0.000	0.000	Merged-chr10-20005632-50
Merged-chr2-144658440-5	chr2	144658315	144658559	+	0.000	0.000	Merged-chr2-144658440-5
Merged-chr7-80718716-12	chr7	80718518	80718920	+	0.000	0.000	Merged-chr7-80718716-12
Merged-chrX-11839890-20	chrX	11839610	11840054	+	0.000	0.000	Merged-chrX-11839890-20
Merged-chr5-144295152-24	chr5	144294813	144295397	+	0.000	0.000	Merged-chr5-144295152-24
Merged-chr10-25221077-23	chr10	25220795	25221277	+	0.000	0.000	Merged-chr10-25221077-23
Merged-chr7-114414858-8	chr7	114414588	114415102	+	0.000	0.000	Merged-chr7-114414858-8
Merged-chr7-92741583-79	chr7	92741221	92742027	+	0.000	0.000	Merged-chr7-92741583-79
Merged-chr6-99257885-10	chr6	99257760	99258072	+	0.000	0.000	Merged-chr6-99257885-10
Merged-chr12-103401492-1	chr12	103401394	103401592	+	0.000	0.000	Merged-chr12-103401492-1
Merged-chr6-129284661-64	chr6	129284082	129285009	+	0.000	0.000	Merged-chr6-129284661-64
Merged-chr16-45007243-35	chr16	45007053	45007484	+	0.000	0.000	Merged-chr16-45007243-35
Merged-chr9-104339051-30	chr9	104338568	104339626	+	0.000	0.000	Merged-chr9-104339051-30
Merged-chr18-79303705-44	chr18	79303234	79304092	+	0.000	0.000	Merged-chr18-79303705-44
Merged-chr10-96602495-12	chr10	96602340	96602646	+	0.000	0.000	Merged-chr10-96602495-12
Merged-chr9-66667231-9	chr9	66667036	66667426	+	0.000	0.000	Merged-chr9-66667231-9
Merged-chr3-121444097-11	chr3	121443637	121444598	+	0.000	0.000	Merged-chr3-121444097-11
Merged-chr1-191288953-28	chr1	191288659	191289134	+	0.000	0.000	Merged-chr1-191288953-28
Merged-chr6-34518021-7	chr6	34517825	34518252	+	0.000	0.000	Merged-chr6-34518021-7
Merged-chr3-121171657-61	chr3	121171392	121171895	+	0.000	0.000	Merged-chr3-121171657-61
Merged-chr10-96599778-54	chr10	96599446	96600044	+	0.000	0.000	Merged-chr10-96599778-54
Merged-chr17-6008813-6	chr17	6008680	6008972	+	0.000	0.000	Merged-chr17-6008813-6
Merged-chr4-155162672-62	chr4	155162359	155162898	+	0.000	0.000	Merged-chr4-155162672-62
Merged-chr7-120830499-1	chr7	120830401	120830599	+	0.000	0.000	Merged-chr7-120830499-1
Merged-chr18-79366086-1	chr18	79365988	79366186	+	0.000	0.000	Merged-chr18-79366086-1
Merged-chr15-27926448-169	chr15	27925469	27927245	+	0.000	0.000	Merged-chr15-27926448-169
Merged-chrX-12080672-46	chrX	12080179	12081271	+	0.000	0.000	Merged-chrX-12080672-46
Merged-chr7-132430450-1	chr7	132430352	132430550	+	0.000	0.000	Merged-chr7-132430450-1
Merged-chr14-7934334-2	chr14	7934232	7934438	+	0.000	0.000	Merged-chr14-7934334-2
Merged-chr12-82268056-22	chr12	82267881	82268228	+	0.000	0.000	Merged-chr12-82268056-22
Merged-chr9-118678587-68	chr9	118678194	118678795	+	0.000	0.000	Merged-chr9-118678587-68
Merged-chr14-31780618-1	chr14	31780520	31780718	+	0.000	0.000	Merged-chr14-31780618-1
Merged-chr3-51744632-10	chr3	51744432	51744890	+	0.000	0.000	Merged-chr3-51744632-10
Merged-chr4-95490410-1	chr4	95490312	95490510	+	0.000	0.000	Merged-chr4-95490410-1
Merged-chr6-122553933-10	chr6	122553718	122554172	+	0.000	0.000	Merged-chr6-122553933-10
Merged-chr10-12813028-5	chr10	12812758	12813258	+	0.000	0.000	Merged-chr10-12813028-5
Merged-chr9-50768250-64	chr9	50768049	50768501	+	0.000	0.000	Merged-chr9-50768250-64
Merged-chr2-49616998-24	chr2	49616807	49617158	+	0.000	0.000	Merged-chr2-49616998-24
Merged-chr2-151978257-4	chr2	151978149	151978376	+	0.000	0.000	Merged-chr2-151978257-4
Merged-chr13-93498486-2	chr13	93498375	93498599	+	0.000	0.000	Merged-chr13-93498486-2
Merged-chr3-131113270-13	chr3	131113124	131113422	+	0.000	0.000	Merged-chr3-131113270-13
Merged-chr10-43478998-1	chr10	43478900	43479098	+	0.000	0.000	Merged-chr10-43478998-1
Merged-chr17-65724346-42	chr17	65724071	65724723	+	0.000	0.000	Merged-chr17-65724346-42
Merged-chr9-78176145-151	chr9	78175528	78176510	+	0.000	0.000	Merged-chr9-78176145-151
Merged-chr11-119363762-38	chr11	119363505	119363932	+	0.000	0.000	Merged-chr11-119363762-38
Merged-chr11-3206891-1	chr11	3206793	3206991	+	0.000	0.000	Merged-chr11-3206891-1
Merged-chr2-117342772-139	chr2	117342431	117343016	+	0.000	0.000	Merged-chr2-117342772-139
Merged-chr2-174110585-108	chr2	174110387	174111005	+	0.000	0.000	Merged-chr2-174110585-108
Merged-chr6-59412569-64	chr6	59412200	59412967	+	0.000	0.000	Merged-chr6-59412569-64
Merged-chr6-94534982-12	chr6	94534772	94535184	+	0.000	0.000	Merged-chr6-94534982-12
Merged-chr16-97468543-70	chr16	97468029	97469478	+	0.000	0.000	Merged-chr16-97468543-70
Merged-chr8-121578886-116	chr8	121578509	121579177	+	0.000	0.000	Merged-chr8-121578886-116
Merged-chr9-85749221-147	chr9	85748992	85749422	+	0.000	0.000	Merged-chr9-85749221-147
Merged-chr10-96618337-31	chr10	96618073	96618537	+	0.000	0.000	Merged-chr10-96618337-31
Merged-chr6-94554268-2	chr6	94554154	94554384	+	0.000	0.000	Merged-chr6-94554268-2
Merged-chr3-121950760-1	chr3	121950662	121950860	+	0.000	0.000	Merged-chr3-121950760-1
Merged-chr2-60019234-65	chr2	60018940	60019504	+	0.000	0.000	Merged-chr2-60019234-65
Merged-chr8-111573910-73	chr8	111573548	111574175	+	0.000	0.000	Merged-chr8-111573910-73
Merged-chr5-36946571-4	chr5	36946442	36946703	+	0.000	0.000	Merged-chr5-36946571-4
Merged-chr1-52500431-96	chr1	52499834	52500993	+	0.000	0.000	Merged-chr1-52500431-96
Merged-chr10-96822645-10	chr10	96822274	96822901	+	0.000	0.000	Merged-chr10-96822645-10
Merged-chr19-17264155-12	chr19	17263896	17264413	+	0.000	0.000	Merged-chr19-17264155-12
Merged-chr16-94383515-34	chr16	94383260	94383744	+	0.000	0.000	Merged-chr16-94383515-34
Merged-chrX-151344372-127	chrX	151344172	151344550	+	0.000	0.000	Merged-chrX-151344372-127
Merged-chr19-32138517-38	chr19	32138074	32139028	+	0.000	0.000	Merged-chr19-32138517-38
Merged-chr6-146313637-14	chr6	146313470	146313818	+	0.000	0.000	Merged-chr6-146313637-14
Merged-chr8-40610083-54	chr8	40609886	40610262	+	0.000	0.000	Merged-chr8-40610083-54
Merged-chr10-12875013-52	chr10	12874789	12875319	+	0.000	0.000	Merged-chr10-12875013-52
Merged-chr9-108338566-1	chr9	108338468	108338666	+	0.000	0.000	Merged-chr9-108338566-1
Merged-chr16-92038114-2	chr16	92037996	92038234	+	0.000	0.000	Merged-chr16-92038114-2
Merged-chr1-92258987-8	chr1	92258809	92259143	+	0.000	0.000	Merged-chr1-92258987-8
Merged-chr18-55050703-48	chr18	55050512	55051096	+	0.000	0.000	Merged-chr18-55050703-48
Merged-chr2-62459373-5	chr2	62459172	62459521	+	0.000	0.000	Merged-chr2-62459373-5
Merged-chr16-97279097-24	chr16	97278854	97279342	+	0.000	0.000	Merged-chr16-97279097-24
Merged-chr9-84030524-2	chr9	84030369	84030681	+	0.000	0.000	Merged-chr9-84030524-2
Merged-chr10-77033384-72	chr10	77033044	77033651	+	0.000	0.000	Merged-chr10-77033384-72
Merged-chr3-55600303-1	chr3	55600205	55600403	+	0.000	0.000	Merged-chr3-55600303-1
Merged-chr6-147573254-5	chr6	147573081	147573501	+	0.000	0.000	Merged-chr6-147573254-5
Merged-chr4-95663846-5	chr4	95663707	95663989	+	0.000	0.000	Merged-chr4-95663846-5
Merged-chr3-8963743-1	chr3	8963645	8963843	+	0.000	0.000	Merged-chr3-8963743-1
Merged-chr3-55414821-8	chr3	55414624	55415088	+	0.000	0.000	Merged-chr3-55414821-8
Merged-chr5-118087962-12	chr5	118087822	118088164	+	0.000	0.000	Merged-chr5-118087962-12
Merged-chr16-89960330-1	chr16	89960232	89960430	+	0.000	0.000	Merged-chr16-89960330-1
Merged-chr17-31039781-31	chr17	31039579	31040012	+	0.000	0.000	Merged-chr17-31039781-31
Merged-chr5-64780950-29	chr5	64780667	64781143	+	0.000	0.000	Merged-chr5-64780950-29
Merged-chr11-117969649-112	chr11	117969100	117970220	+	0.000	0.000	Merged-chr11-117969649-112
Merged-chrX-11845813-21	chrX	11845574	11846050	+	0.000	0.000	Merged-chrX-11845813-21
Merged-chr2-131509995-53	chr2	131509673	131510239	+	0.000	0.000	Merged-chr2-131509995-53
Merged-chr8-121568444-23	chr8	121568068	121568689	+	0.000	0.000	Merged-chr8-121568444-23
Merged-chr6-116632298-26	chr6	116632051	116632490	+	0.000	0.000	Merged-chr6-116632298-26
Merged-chr1-192790678-23	chr1	192790372	192790940	+	0.000	0.000	Merged-chr1-192790678-23
Merged-chr3-87383123-1	chr3	87383025	87383223	+	0.000	0.000	Merged-chr3-87383123-1
Merged-chr7-132364794-24	chr7	132364534	132365129	+	0.000	0.000	Merged-chr7-132364794-24
Merged-chr5-36989172-64	chr5	36988942	36989408	+	0.000	0.000	Merged-chr5-36989172-64
Merged-chr1-60977872-47	chr1	60977589	60978313	+	0.000	0.000	Merged-chr1-60977872-47
Merged-chr2-174110127-1	chr2	174110029	174110227	+	0.000	0.000	Merged-chr2-174110127-1
Merged-chr15-53222571-24	chr15	53222318	53222804	+	0.000	0.000	Merged-chr15-53222571-24
Merged-chr1-93512028-56	chr1	93511807	93512271	+	0.000	0.000	Merged-chr1-93512028-56
Merged-chr6-41557614-2	chr6	41557491	41557739	+	0.000	0.000	Merged-chr6-41557614-2
Merged-chr2-6309619-42	chr2	6309418	6309826	+	0.000	0.000	Merged-chr2-6309619-42
Merged-chr7-99383055-1	chr7	99382957	99383155	+	0.000	0.000	Merged-chr7-99383055-1
Merged-chr18-55337877-1	chr18	55337779	55337977	+	0.000	0.000	Merged-chr18-55337877-1
Merged-chr14-120303374-10	chr14	120303138	120303574	+	0.000	0.000	Merged-chr14-120303374-10
Merged-chr2-60080152-7	chr2	60079929	60080351	+	0.000	0.000	Merged-chr2-60080152-7
Merged-chr4-118326685-10	chr4	118326545	118326855	+	0.000	0.000	Merged-chr4-118326685-10
Merged-chr12-116269685-29	chr12	116269405	116269967	+	0.000	0.000	Merged-chr12-116269685-29
Merged-chr12-8313039-1	chr12	8312941	8313139	+	0.000	0.000	Merged-chr12-8313039-1
Merged-chr11-20332805-89	chr11	20332543	20333025	+	0.000	0.000	Merged-chr11-20332805-89
Merged-chr7-99429027-29	chr7	99428855	99429218	+	0.000	0.000	Merged-chr7-99429027-29
Merged-chr8-84998087-35	chr8	84997899	84998250	+	0.000	0.000	Merged-chr8-84998087-35
Merged-chr18-54970821-56	chr18	54970450	54971241	+	0.000	0.000	Merged-chr18-54970821-56
Merged-chr2-135957913-49	chr2	135957602	135958145	+	0.000	0.000	Merged-chr2-135957913-49
Merged-chr10-96698035-53	chr10	96697848	96698280	+	0.000	0.000	Merged-chr10-96698035-53
Merged-chr1-92080187-57	chr1	92079936	92080528	+	0.000	0.000	Merged-chr1-92080187-57
Merged-chr15-72810099-125	chr15	72809550	72810496	+	0.000	0.000	Merged-chr15-72810099-125
Merged-chr12-16136030-2	chr12	16135842	16136220	+	0.000	0.000	Merged-chr12-16136030-2
Merged-chr10-71347749-95	chr10	71347411	71347999	+	0.000	0.000	Merged-chr10-71347749-95
Merged-chr7-30322363-141	chr7	30321996	30322617	+	0.000	0.000	Merged-chr7-30322363-141
Merged-chr10-17728854-10	chr10	17728649	17729025	+	0.000	0.000	Merged-chr10-17728854-10
Merged-chr12-21174004-41	chr12	21173763	21174214	+	0.000	0.000	Merged-chr12-21174004-41
Merged-chr15-6556374-4	chr15	6556244	6556506	+	0.000	0.000	Merged-chr15-6556374-4
Merged-chr4-7207158-12	chr4	7206926	7207361	+	0.000	0.000	Merged-chr4-7207158-12
Merged-chr6-99026218-49	chr6	99025974	99026495	+	0.000	0.000	Merged-chr6-99026218-49
Merged-chr2-93451465-9	chr2	93451291	93451634	+	0.000	0.000	Merged-chr2-93451465-9
Merged-chr7-141072410-71	chr7	141072229	141072623	+	0.000	0.000	Merged-chr7-141072410-71
Merged-chr8-81491083-2	chr8	81490975	81491193	+	0.000	0.000	Merged-chr8-81491083-2
Merged-chrX-57184779-1	chrX	57184681	57184879	+	0.000	0.000	Merged-chrX-57184779-1
Merged-chr2-169409438-1	chr2	169409340	169409538	+	0.000	0.000	Merged-chr2-169409438-1
Merged-chr2-140066734-59	chr2	140066472	140066946	+	0.000	0.000	Merged-chr2-140066734-59
Merged-chr13-93554105-5	chr13	93553872	93554264	+	0.000	0.000	Merged-chr13-93554105-5
Merged-chr3-108504114-26	chr3	108503850	108504387	+	0.000	0.000	Merged-chr3-108504114-26
Merged-chr14-61682596-69	chr14	61682272	61682995	+	0.000	0.000	Merged-chr14-61682596-69
Merged-chr7-112173203-14	chr7	112172955	112173364	+	0.000	0.000	Merged-chr7-112173203-14
Merged-chr13-63639916-9	chr13	63639753	63640077	+	0.000	0.000	Merged-chr13-63639916-9
Merged-chr7-139413241-2	chr7	139413064	139413420	+	0.000	0.000	Merged-chr7-139413241-2
