#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_I--ATAC_peaks.bed all.df.numx.c5-STAT4_WT_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_WT_Tfh_vs_WT_Tfh.dn.bed
Merged-chrX-13631859-9	chrX	13631606	13632023	+	0.000	0.000	Merged-chrX-13631859-9
Merged-chr5-62659064-1	chr5	62658966	62659164	+	0.000	0.000	Merged-chr5-62659064-1
Merged-chr8-94179958-7	chr8	94179790	94180139	+	0.000	0.000	Merged-chr8-94179958-7
Merged-chr2-32870456-13	chr2	32870298	32870620	+	0.000	0.000	Merged-chr2-32870456-13
Merged-chr7-44572491-3	chr7	44572386	44572601	+	0.000	0.000	Merged-chr7-44572491-3
Merged-chr2-105400264-9	chr2	105400034	105400469	+	0.000	0.000	Merged-chr2-105400264-9
Merged-chr2-90546261-2	chr2	90546159	90546366	+	0.000	0.000	Merged-chr2-90546261-2
Merged-chr10-7630837-45	chr10	7630283	7631253	+	0.000	0.000	Merged-chr10-7630837-45
Merged-chr3-9968684-31	chr3	9968460	9968949	+	0.000	0.000	Merged-chr3-9968684-31
Merged-chr9-58573114-1	chr9	58573016	58573214	+	0.000	0.000	Merged-chr9-58573114-1
Merged-chr6-108836247-72	chr6	108835797	108836482	+	0.000	0.000	Merged-chr6-108836247-72
Merged-chr13-24599752-50	chr13	24599571	24599932	+	0.000	0.000	Merged-chr13-24599752-50
Merged-chr2-52319482-58	chr2	52319269	52319809	+	0.000	0.000	Merged-chr2-52319482-58
Merged-chr2-128365920-27	chr2	128365732	128366161	+	0.000	0.000	Merged-chr2-128365920-27
Merged-chr8-18954142-48	chr8	18953871	18954361	+	0.000	0.000	Merged-chr8-18954142-48
Merged-chr6-129036923-80	chr6	129036453	129037337	+	0.000	0.000	Merged-chr6-129036923-80
Merged-chr13-115096453-1	chr13	115096355	115096553	+	0.000	0.000	Merged-chr13-115096453-1
Merged-chr2-126490737-1	chr2	126490639	126490837	+	0.000	0.000	Merged-chr2-126490737-1
Merged-chr16-91781524-1	chr16	91781426	91781624	+	0.000	0.000	Merged-chr16-91781524-1
Merged-chr8-3352639-1	chr8	3352541	3352739	+	0.000	0.000	Merged-chr8-3352639-1
Merged-chr2-150909929-87	chr2	150909545	150910273	+	0.000	0.000	Merged-chr2-150909929-87
Merged-chr13-74771404-1	chr13	74771306	74771504	+	0.000	0.000	Merged-chr13-74771404-1
Merged-chr3-9715345-15	chr3	9715121	9715567	+	0.000	0.000	Merged-chr3-9715345-15
Merged-chr6-125191910-87	chr6	125191568	125192150	+	0.000	0.000	Merged-chr6-125191910-87
Merged-chr10-41476446-34	chr10	41476241	41476676	+	0.000	0.000	Merged-chr10-41476446-34
Merged-chr4-11700052-1	chr4	11699954	11700152	+	0.000	0.000	Merged-chr4-11700052-1
Merged-chr12-113059214-12	chr12	113059058	113059360	+	0.000	0.000	Merged-chr12-113059214-12
Merged-chr11-82239644-20	chr11	82239453	82239927	+	0.000	0.000	Merged-chr11-82239644-20
Merged-chr1-170167960-28	chr1	170167748	170168261	+	0.000	0.000	Merged-chr1-170167960-28
Merged-chr1-191575534-133	chr1	191574943	191575945	+	0.000	0.000	Merged-chr1-191575534-133
Merged-chr2-64853435-1	chr2	64853337	64853535	+	0.000	0.000	Merged-chr2-64853435-1
Merged-chr14-70781292-78	chr14	70781057	70781487	+	0.000	0.000	Merged-chr14-70781292-78
Merged-chr16-58694307-32	chr16	58694014	58694517	+	0.000	0.000	Merged-chr16-58694307-32
Merged-chr17-44105756-70	chr17	44105524	44106033	+	0.000	0.000	Merged-chr17-44105756-70
Merged-chrX-142469778-72	chrX	142469064	142470409	+	0.000	0.000	Merged-chrX-142469778-72
Merged-chr19-56530729-50	chr19	56530523	56530954	+	0.000	0.000	Merged-chr19-56530729-50
Merged-chr8-53630787-29	chr8	53630549	53631025	+	0.000	0.000	Merged-chr8-53630787-29
Merged-chr10-69816063-1	chr10	69815965	69816163	+	0.000	0.000	Merged-chr10-69816063-1
Merged-chr2-52420161-1	chr2	52420063	52420261	+	0.000	0.000	Merged-chr2-52420161-1
Merged-chr2-125214795-24	chr2	125214481	125215031	+	0.000	0.000	Merged-chr2-125214795-24
Merged-chr9-103337204-21	chr9	103336996	103337377	+	0.000	0.000	Merged-chr9-103337204-21
Merged-chr9-95835465-2	chr9	95835367	95835565	+	0.000	0.000	Merged-chr9-95835465-2
Merged-chr1-88720923-30	chr1	88720727	88721114	+	0.000	0.000	Merged-chr1-88720923-30
Merged-chr13-22049966-26	chr13	22049763	22050241	+	0.000	0.000	Merged-chr13-22049966-26
Merged-chr2-71814151-46	chr2	71813918	71814407	+	0.000	0.000	Merged-chr2-71814151-46
Merged-chr19-18599866-22	chr19	18599708	18600037	+	0.000	0.000	Merged-chr19-18599866-22
Merged-chrX-159043640-18	chrX	159043436	159043801	+	0.000	0.000	Merged-chrX-159043640-18
Merged-chr11-53795155-60	chr11	53794787	53795363	+	0.000	0.000	Merged-chr11-53795155-60
Merged-chr6-66535397-73	chr6	66535034	66535698	+	0.000	0.000	Merged-chr6-66535397-73
Merged-chr14-103667677-1	chr14	103667579	103667777	+	0.000	0.000	Merged-chr14-103667677-1
Merged-chr15-73757276-27	chr15	73756902	73757531	+	0.000	0.000	Merged-chr15-73757276-27
Merged-chr2-11693188-23	chr2	11692837	11693404	+	0.000	0.000	Merged-chr2-11693188-23
Merged-chr8-115653141-5	chr8	115653012	115653275	+	0.000	0.000	Merged-chr8-115653141-5
Merged-chr13-95685937-61	chr13	95685247	95686256	+	0.000	0.000	Merged-chr13-95685937-61
Merged-chr13-63223082-1	chr13	63222984	63223182	+	0.000	0.000	Merged-chr13-63223082-1
Merged-chr3-8510518-3	chr3	8510400	8510636	+	0.000	0.000	Merged-chr3-8510518-3
Merged-chr18-46182052-26	chr18	46181768	46182313	+	0.000	0.000	Merged-chr18-46182052-26
Merged-chr10-44676682-10	chr10	44676492	44676904	+	0.000	0.000	Merged-chr10-44676682-10
Merged-chr1-181922021-44	chr1	181921817	181922312	+	0.000	0.000	Merged-chr1-181922021-44
Merged-chr10-44448070-110	chr10	44447785	44448570	+	0.000	0.000	Merged-chr10-44448070-110
Merged-chr8-115185594-22	chr8	115185338	115185734	+	0.000	0.000	Merged-chr8-115185594-22
Merged-chr9-35117076-156	chr9	35116556	35117510	+	0.000	0.000	Merged-chr9-35117076-156
Merged-chr4-11721470-80	chr4	11721174	11721788	+	0.000	0.000	Merged-chr4-11721470-80
Merged-chr14-7832137-26	chr14	7831924	7832475	+	0.000	0.000	Merged-chr14-7832137-26
Merged-chr3-136609940-3	chr3	136609821	136610073	+	0.000	0.000	Merged-chr3-136609940-3
Merged-chr11-64113606-12	chr11	64113422	64113785	+	0.000	0.000	Merged-chr11-64113606-12
Merged-chr18-83751830-2	chr18	83751722	83751940	+	0.000	0.000	Merged-chr18-83751830-2
Merged-chr11-109495747-14	chr11	109495570	109495914	+	0.000	0.000	Merged-chr11-109495747-14
Merged-chr11-53839665-72	chr11	53839171	53840300	+	0.000	0.000	Merged-chr11-53839665-72
Merged-chr13-102210055-1	chr13	102209957	102210155	+	0.000	0.000	Merged-chr13-102210055-1
Merged-chr8-115707487-136	chr8	115706809	115707914	+	0.000	0.000	Merged-chr8-115707487-136
Merged-chr13-101669067-25	chr13	101668868	101669365	+	0.000	0.000	Merged-chr13-101669067-25
Merged-chr13-24419838-27	chr13	24419526	24420086	+	0.000	0.000	Merged-chr13-24419838-27
Merged-chr7-114088152-53	chr7	114087883	114088420	+	0.000	0.000	Merged-chr7-114088152-53
Merged-chr5-77148298-3	chr5	77148161	77148420	+	0.000	0.000	Merged-chr5-77148298-3
Merged-chr4-44316514-33	chr4	44316293	44316722	+	0.000	0.000	Merged-chr4-44316514-33
Merged-chr10-95677953-62	chr10	95677709	95678168	+	0.000	0.000	Merged-chr10-95677953-62
Merged-chr17-86187981-35	chr17	86187809	86188134	+	0.000	0.000	Merged-chr17-86187981-35
Merged-chr7-135736096-74	chr7	135735714	135736333	+	0.000	0.000	Merged-chr7-135736096-74
Merged-chr2-118159783-1	chr2	118159685	118159883	+	0.000	0.000	Merged-chr2-118159783-1
Merged-chr6-17281526-83	chr6	17281095	17281960	+	0.000	0.000	Merged-chr6-17281526-83
Merged-chr18-4314050-37	chr18	4313851	4314371	+	0.000	0.000	Merged-chr18-4314050-37
Merged-chr3-93554661-4	chr3	93554548	93554767	+	0.000	0.000	Merged-chr3-93554661-4
Merged-chr2-79250186-5	chr2	79250051	79250310	+	0.000	0.000	Merged-chr2-79250186-5
Merged-chr2-72536133-16	chr2	72535952	72536346	+	0.000	0.000	Merged-chr2-72536133-16
Merged-chr13-114894914-23	chr13	114894666	114895310	+	0.000	0.000	Merged-chr13-114894914-23
Merged-chr17-50158722-59	chr17	50158309	50159007	+	0.000	0.000	Merged-chr17-50158722-59
Merged-chr3-102995869-67	chr3	102995601	102996257	+	0.000	0.000	Merged-chr3-102995869-67
Merged-chr6-135444883-36	chr6	135444656	135445163	+	0.000	0.000	Merged-chr6-135444883-36
Merged-chr2-4882192-160	chr2	4881584	4882768	+	0.000	0.000	Merged-chr2-4882192-160
Merged-chr3-102715322-54	chr3	102715066	102715559	+	0.000	0.000	Merged-chr3-102715322-54
Merged-chr5-104982403-2	chr5	104982289	104982519	+	0.000	0.000	Merged-chr5-104982403-2
Merged-chr10-8370203-10	chr10	8370010	8370345	+	0.000	0.000	Merged-chr10-8370203-10
Merged-chr10-112000662-33	chr10	112000468	112000848	+	0.000	0.000	Merged-chr10-112000662-33
Merged-chr3-9924809-24	chr3	9924569	9924995	+	0.000	0.000	Merged-chr3-9924809-24
Merged-chr11-109496356-118	chr11	109495996	109496845	+	0.000	0.000	Merged-chr11-109496356-118
Merged-chr6-66537446-1	chr6	66537348	66537546	+	0.000	0.000	Merged-chr6-66537446-1
Merged-chr17-57102485-3	chr17	57102346	57102652	+	0.000	0.000	Merged-chr17-57102485-3
Merged-chr3-144134560-2	chr3	144134441	144134682	+	0.000	0.000	Merged-chr3-144134560-2
Merged-chr9-54612474-11	chr9	54612355	54612610	+	0.000	0.000	Merged-chr9-54612474-11
Merged-chr6-137604948-13	chr6	137604747	137605202	+	0.000	0.000	Merged-chr6-137604948-13
Merged-chr2-65182800-62	chr2	65182543	65183145	+	0.000	0.000	Merged-chr2-65182800-62
Merged-chr2-72406907-14	chr2	72406673	72407105	+	0.000	0.000	Merged-chr2-72406907-14
Merged-chr1-127628999-1	chr1	127628901	127629099	+	0.000	0.000	Merged-chr1-127628999-1
Merged-chr14-100459597-88	chr14	100459147	100460107	+	0.000	0.000	Merged-chr14-100459597-88
Merged-chrX-109013241-158	chrX	109012657	109013756	+	0.000	0.000	Merged-chrX-109013241-158
Merged-chr5-37259222-30	chr5	37258992	37259576	+	0.000	0.000	Merged-chr5-37259222-30
Merged-chr8-106948566-1	chr8	106948468	106948666	+	0.000	0.000	Merged-chr8-106948566-1
Merged-chr1-136254796-4	chr1	136254637	136254945	+	0.000	0.000	Merged-chr1-136254796-4
Merged-chr13-102175650-1	chr13	102175552	102175750	+	0.000	0.000	Merged-chr13-102175650-1
Merged-chrX-157482052-5	chrX	157481922	157482211	+	0.000	0.000	Merged-chrX-157482052-5
Merged-chr14-67716021-91	chr14	67715674	67716257	+	0.000	0.000	Merged-chr14-67716021-91
Merged-chr4-24496528-78	chr4	24496112	24496740	+	0.000	0.000	Merged-chr4-24496528-78
Merged-chr3-136670047-60	chr3	136669564	136670319	+	0.000	0.000	Merged-chr3-136670047-60
Merged-chr3-135212470-74	chr3	135212171	135212760	+	0.000	0.000	Merged-chr3-135212470-74
Merged-chr15-73716639-32	chr15	73716444	73716913	+	0.000	0.000	Merged-chr15-73716639-32
Merged-chr7-110946850-28	chr7	110946647	110947192	+	0.000	0.000	Merged-chr7-110946850-28
Merged-chr13-106998870-40	chr13	106998638	106999103	+	0.000	0.000	Merged-chr13-106998870-40
Merged-chr4-57955800-6	chr4	57955530	57955966	+	0.000	0.000	Merged-chr4-57955800-6
Merged-chr2-52597228-7	chr2	52597108	52597353	+	0.000	0.000	Merged-chr2-52597228-7
Merged-chr8-86853895-53	chr8	86853651	86854166	+	0.000	0.000	Merged-chr8-86853895-53
Merged-chr6-135436569-8	chr6	135436417	135436788	+	0.000	0.000	Merged-chr6-135436569-8
Merged-chr14-60130504-4	chr14	60130257	60130741	+	0.000	0.000	Merged-chr14-60130504-4
Merged-chr13-101767014-5	chr13	101766788	101767217	+	0.000	0.000	Merged-chr13-101767014-5
Merged-chr1-134077877-43	chr1	134077576	134078258	+	0.000	0.000	Merged-chr1-134077877-43
Merged-chr11-82183511-55	chr11	82183300	82183808	+	0.000	0.000	Merged-chr11-82183511-55
Merged-chr1-191662407-14	chr1	191662161	191662662	+	0.000	0.000	Merged-chr1-191662407-14
Merged-chr14-59694915-1	chr14	59694817	59695015	+	0.000	0.000	Merged-chr14-59694915-1
Merged-chr5-105145750-96	chr5	105145290	105146115	+	0.000	0.000	Merged-chr5-105145750-96
Merged-chr10-120201986-109	chr10	120201705	120202469	+	0.000	0.000	Merged-chr10-120201986-109
Merged-chr17-12163028-32	chr17	12162792	12163264	+	0.000	0.000	Merged-chr17-12163028-32
Merged-chr11-67526987-43	chr11	67526696	67527423	+	0.000	0.000	Merged-chr11-67526987-43
Merged-chr8-64764110-6	chr8	64763952	64764274	+	0.000	0.000	Merged-chr8-64764110-6
Merged-chr2-71810145-53	chr2	71809801	71810391	+	0.000	0.000	Merged-chr2-71810145-53
Merged-chr16-8671994-77	chr16	8671771	8672183	+	0.000	0.000	Merged-chr16-8671994-77
Merged-chr7-65644925-69	chr7	65644665	65645158	+	0.000	0.000	Merged-chr7-65644925-69
Merged-chr3-89418493-51	chr3	89418286	89418770	+	0.000	0.000	Merged-chr3-89418493-51
Merged-chr9-106313051-17	chr9	106312792	106313249	+	0.000	0.000	Merged-chr9-106313051-17
Merged-chr18-62179197-1	chr18	62179099	62179297	+	0.000	0.000	Merged-chr18-62179197-1
Merged-chr7-3272381-16	chr7	3272178	3272630	+	0.000	0.000	Merged-chr7-3272381-16
Merged-chr19-55903539-1	chr19	55903441	55903639	+	0.000	0.000	Merged-chr19-55903539-1
Merged-chr16-58514049-1	chr16	58513951	58514149	+	0.000	0.000	Merged-chr16-58514049-1
Merged-chr5-92624653-16	chr5	92624461	92624875	+	0.000	0.000	Merged-chr5-92624653-16
Merged-chr3-137082022-1	chr3	137081924	137082122	+	0.000	0.000	Merged-chr3-137082022-1
Merged-chr6-70831056-63	chr6	70830622	70831321	+	0.000	0.000	Merged-chr6-70831056-63
Merged-chr3-59006146-15	chr3	59005608	59006609	+	0.000	0.000	Merged-chr3-59006146-15
Merged-chr16-44332712-87	chr16	44332342	44333131	+	0.000	0.000	Merged-chr16-44332712-87
Merged-chr1-189597091-1	chr1	189596993	189597191	+	0.000	0.000	Merged-chr1-189597091-1
Merged-chr17-87344693-70	chr17	87344364	87344924	+	0.000	0.000	Merged-chr17-87344693-70
Merged-chr2-65237970-5	chr2	65237760	65238131	+	0.000	0.000	Merged-chr2-65237970-5
Merged-chr7-25238227-126	chr7	25237886	25238671	+	0.000	0.000	Merged-chr7-25238227-126
Merged-chr2-128430953-27	chr2	128430742	128431103	+	0.000	0.000	Merged-chr2-128430953-27
Merged-chr13-24416141-118	chr13	24415483	24416928	+	0.000	0.000	Merged-chr13-24416141-118
Merged-chr3-96263071-120	chr3	96262767	96263441	+	0.000	0.000	Merged-chr3-96263071-120
Merged-chr19-18583788-5	chr19	18583653	18583905	+	0.000	0.000	Merged-chr19-18583788-5
Merged-chr13-95964370-69	chr13	95964109	95964627	+	0.000	0.000	Merged-chr13-95964370-69
Merged-chr12-100508863-24	chr12	100508589	100509128	+	0.000	0.000	Merged-chr12-100508863-24
Merged-chr13-101713890-21	chr13	101713623	101714066	+	0.000	0.000	Merged-chr13-101713890-21
Merged-chr16-77016089-32	chr16	77015761	77016385	+	0.000	0.000	Merged-chr16-77016089-32
Merged-chr10-44679817-10	chr10	44679659	44679997	+	0.000	0.000	Merged-chr10-44679817-10
Merged-chr13-60935285-22	chr13	60935005	60935548	+	0.000	0.000	Merged-chr13-60935285-22
Merged-chr19-55263325-12	chr19	55263156	55263484	+	0.000	0.000	Merged-chr19-55263325-12
Merged-chr2-65104683-25	chr2	65104404	65104917	+	0.000	0.000	Merged-chr2-65104683-25
Merged-chr17-44556103-15	chr17	44555881	44556392	+	0.000	0.000	Merged-chr17-44556103-15
Merged-chr14-25646256-47	chr14	25646009	25646589	+	0.000	0.000	Merged-chr14-25646256-47
Merged-chr10-59431050-41	chr10	59430791	59431313	+	0.000	0.000	Merged-chr10-59431050-41
Merged-chr3-96575084-6	chr3	96574902	96575332	+	0.000	0.000	Merged-chr3-96575084-6
Merged-chr1-191498446-41	chr1	191498168	191498685	+	0.000	0.000	Merged-chr1-191498446-41
Merged-chr19-38054631-113	chr19	38054320	38054932	+	0.000	0.000	Merged-chr19-38054631-113
Merged-chr8-84844879-3	chr8	84844762	84844999	+	0.000	0.000	Merged-chr8-84844879-3
Merged-chr11-45944686-83	chr11	45944373	45945113	+	0.000	0.000	Merged-chr11-45944686-83
Merged-chr5-123765693-26	chr5	123765475	123765944	+	0.000	0.000	Merged-chr5-123765693-26
Merged-chr10-42057428-21	chr10	42057095	42057676	+	0.000	0.000	Merged-chr10-42057428-21
Merged-chr1-88708924-68	chr1	88708596	88709280	+	0.000	0.000	Merged-chr1-88708924-68
Merged-chr11-73095625-2	chr11	73095521	73095731	+	0.000	0.000	Merged-chr11-73095625-2
Merged-chr17-30867734-1	chr17	30867636	30867834	+	0.000	0.000	Merged-chr17-30867734-1
Merged-chr11-104648786-9	chr11	104648631	104648919	+	0.000	0.000	Merged-chr11-104648786-9
Merged-chr2-52424494-1	chr2	52424396	52424594	+	0.000	0.000	Merged-chr2-52424494-1
Merged-chr1-133763303-37	chr1	133763109	133763531	+	0.000	0.000	Merged-chr1-133763303-37
Merged-chr5-107950790-30	chr5	107950420	107951092	+	0.000	0.000	Merged-chr5-107950790-30
Merged-chr5-112278382-13	chr5	112278248	112278494	+	0.000	0.000	Merged-chr5-112278382-13
Merged-chr11-104664090-22	chr11	104663840	104664288	+	0.000	0.000	Merged-chr11-104664090-22
Merged-chr17-50136209-46	chr17	50135961	50136439	+	0.000	0.000	Merged-chr17-50136209-46
Merged-chr2-128427077-16	chr2	128426881	128427246	+	0.000	0.000	Merged-chr2-128427077-16
Merged-chr13-114887526-35	chr13	114887096	114887749	+	0.000	0.000	Merged-chr13-114887526-35
Merged-chr8-57580004-34	chr8	57579873	57580215	+	0.000	0.000	Merged-chr8-57580004-34
Merged-chr12-103129553-17	chr12	103129324	103129786	+	0.000	0.000	Merged-chr12-103129553-17
Merged-chr7-74698017-54	chr7	74697704	74698259	+	0.000	0.000	Merged-chr7-74698017-54
Merged-chr3-84126096-28	chr3	84125959	84126243	+	0.000	0.000	Merged-chr3-84126096-28
Merged-chr10-44410043-43	chr10	44409835	44410450	+	0.000	0.000	Merged-chr10-44410043-43
Merged-chr8-115515804-27	chr8	115515512	115516094	+	0.000	0.000	Merged-chr8-115515804-27
Merged-chr3-109165436-34	chr3	109165218	109165600	+	0.000	0.000	Merged-chr3-109165436-34
Merged-chr8-111940042-1	chr8	111939944	111940142	+	0.000	0.000	Merged-chr8-111940042-1
Merged-chr6-120357332-52	chr6	120356998	120357523	+	0.000	0.000	Merged-chr6-120357332-52
Merged-chr7-97355237-14	chr7	97354918	97355478	+	0.000	0.000	Merged-chr7-97355237-14
Merged-chr4-136190007-31	chr4	136189733	136190285	+	0.000	0.000	Merged-chr4-136190007-31
Merged-chr2-26668948-49	chr2	26668713	26669194	+	0.000	0.000	Merged-chr2-26668948-49
Merged-chr6-8691434-22	chr6	8691142	8691683	+	0.000	0.000	Merged-chr6-8691434-22
Merged-chr5-150406575-1	chr5	150406477	150406675	+	0.000	0.000	Merged-chr5-150406575-1
Merged-chr14-103650589-135	chr14	103650026	103651027	+	0.000	0.000	Merged-chr14-103650589-135
Merged-chr3-144236371-1	chr3	144236273	144236471	+	0.000	0.000	Merged-chr3-144236371-1
Merged-chr2-66114486-5	chr2	66114366	66114612	+	0.000	0.000	Merged-chr2-66114486-5
Merged-chr19-55768445-7	chr19	55768300	55768593	+	0.000	0.000	Merged-chr19-55768445-7
Merged-chr1-130993857-55	chr1	130993599	130994072	+	0.000	0.000	Merged-chr1-130993857-55
Merged-chr19-56682635-43	chr19	56682131	56683237	+	0.000	0.000	Merged-chr19-56682635-43
Merged-chr7-135989153-2	chr7	135989031	135989277	+	0.000	0.000	Merged-chr7-135989153-2
Merged-chr11-67525871-1	chr11	67525773	67525971	+	0.000	0.000	Merged-chr11-67525871-1
Merged-chr18-72975583-1	chr18	72975485	72975683	+	0.000	0.000	Merged-chr18-72975583-1
Merged-chr6-137492060-50	chr6	137491762	137492429	+	0.000	0.000	Merged-chr6-137492060-50
Merged-chr11-95333420-12	chr11	95333258	95333554	+	0.000	0.000	Merged-chr11-95333420-12
Merged-chr6-135497150-1	chr6	135497052	135497250	+	0.000	0.000	Merged-chr6-135497150-1
Merged-chr11-74556046-55	chr11	74555529	74556378	+	0.000	0.000	Merged-chr11-74556046-55
Merged-chr13-63249270-18	chr13	63249054	63249430	+	0.000	0.000	Merged-chr13-63249270-18
Merged-chr13-45876609-5	chr13	45876390	45876934	+	0.000	0.000	Merged-chr13-45876609-5
Merged-chr10-41811170-1	chr10	41811072	41811270	+	0.000	0.000	Merged-chr10-41811170-1
Merged-chr7-123369239-2	chr7	123369124	123369357	+	0.000	0.000	Merged-chr7-123369239-2
Merged-chr9-123931993-21	chr9	123931764	123932155	+	0.000	0.000	Merged-chr9-123931993-21
Merged-chr2-112493577-1	chr2	112493479	112493677	+	0.000	0.000	Merged-chr2-112493577-1
Merged-chr1-86501617-54	chr1	86501388	86501976	+	0.000	0.000	Merged-chr1-86501617-54
Merged-chr11-74421089-52	chr11	74420784	74421553	+	0.000	0.000	Merged-chr11-74421089-52
Merged-chr11-110399187-55	chr11	110398896	110399519	+	0.000	0.000	Merged-chr11-110399187-55
Merged-chr3-98348432-78	chr3	98348125	98348701	+	0.000	0.000	Merged-chr3-98348432-78
Merged-chr2-70022122-26	chr2	70021707	70022464	+	0.000	0.000	Merged-chr2-70022122-26
Merged-chr3-137864841-55	chr3	137864626	137865020	+	0.000	0.000	Merged-chr3-137864841-55
Merged-chr4-8834782-18	chr4	8834595	8835033	+	0.000	0.000	Merged-chr4-8834782-18
Merged-chr5-62574565-45	chr5	62574233	62574755	+	0.000	0.000	Merged-chr5-62574565-45
Merged-chr6-135373581-28	chr6	135373381	135373835	+	0.000	0.000	Merged-chr6-135373581-28
Merged-chr3-102724816-69	chr3	102724573	102725096	+	0.000	0.000	Merged-chr3-102724816-69
Merged-chr10-83733897-13	chr10	83733728	83734074	+	0.000	0.000	Merged-chr10-83733897-13
Merged-chr10-69563766-16	chr10	69563196	69564060	+	0.000	0.000	Merged-chr10-69563766-16
Merged-chr2-128041579-1	chr2	128041481	128041679	+	0.000	0.000	Merged-chr2-128041579-1
Merged-chr10-111444388-2	chr10	111444289	111444489	+	0.000	0.000	Merged-chr10-111444388-2
Merged-chr5-150118801-72	chr5	150118435	150119056	+	0.000	0.000	Merged-chr5-150118801-72
Merged-chr6-135418528-77	chr6	135417930	135418883	+	0.000	0.000	Merged-chr6-135418528-77
Merged-chr18-75428588-1	chr18	75428490	75428688	+	0.000	0.000	Merged-chr18-75428588-1
Merged-chr9-123928756-104	chr9	123928548	123929187	+	0.000	0.000	Merged-chr9-123928756-104
Merged-chr11-109473625-115	chr11	109472992	109474109	+	0.000	0.000	Merged-chr11-109473625-115
Merged-chr9-122242062-19	chr9	122241794	122242318	+	0.000	0.000	Merged-chr9-122242062-19
Merged-chr16-58507733-27	chr16	58507293	58508185	+	0.000	0.000	Merged-chr16-58507733-27
Merged-chr7-99984527-1	chr7	99984429	99984627	+	0.000	0.000	Merged-chr7-99984527-1
Merged-chr3-84946598-6	chr3	84946398	84946782	+	0.000	0.000	Merged-chr3-84946598-6
Merged-chr19-8983288-15	chr19	8982985	8983541	+	0.000	0.000	Merged-chr19-8983288-15
Merged-chr1-135147097-105	chr1	135146564	135147768	+	0.000	0.000	Merged-chr1-135147097-105
Merged-chr13-100790409-21	chr13	100790179	100790614	+	0.000	0.000	Merged-chr13-100790409-21
Merged-chr11-64115983-5	chr11	64115813	64116137	+	0.000	0.000	Merged-chr11-64115983-5
Merged-chr11-116618312-2	chr11	116618214	116618412	+	0.000	0.000	Merged-chr11-116618312-2
Merged-chr6-137492797-3	chr6	137492629	137492949	+	0.000	0.000	Merged-chr6-137492797-3
Merged-chr9-37554470-32	chr9	37554227	37554734	+	0.000	0.000	Merged-chr9-37554470-32
Merged-chr12-100501438-41	chr12	100501172	100501671	+	0.000	0.000	Merged-chr12-100501438-41
Merged-chr11-74420557-4	chr11	74420293	74420765	+	0.000	0.000	Merged-chr11-74420557-4
Merged-chr13-102147244-2	chr13	102147143	102147347	+	0.000	0.000	Merged-chr13-102147244-2
Merged-chr6-82748444-5	chr6	82748295	82748587	+	0.000	0.000	Merged-chr6-82748444-5
Merged-chr7-3281916-4	chr7	3281812	3282029	+	0.000	0.000	Merged-chr7-3281916-4
Merged-chr6-128976385-10	chr6	128976243	128976550	+	0.000	0.000	Merged-chr6-128976385-10
Merged-chr17-48467518-66	chr17	48466989	48467916	+	0.000	0.000	Merged-chr17-48467518-66
Merged-chr1-182255030-67	chr1	182254775	182255279	+	0.000	0.000	Merged-chr1-182255030-67
Merged-chr5-112276606-72	chr5	112276213	112276815	+	0.000	0.000	Merged-chr5-112276606-72
Merged-chr12-100442312-6	chr12	100442153	100442497	+	0.000	0.000	Merged-chr12-100442312-6
Merged-chr1-160046087-41	chr1	160045891	160046374	+	0.000	0.000	Merged-chr1-160046087-41
Merged-chr14-25473279-61	chr14	25472750	25473629	+	0.000	0.000	Merged-chr14-25473279-61
Merged-chr18-84025496-8	chr18	84025338	84025645	+	0.000	0.000	Merged-chr18-84025496-8
Merged-chr1-176981168-8	chr1	176981023	176981312	+	0.000	0.000	Merged-chr1-176981168-8
Merged-chr17-79091846-1	chr17	79091748	79091946	+	0.000	0.000	Merged-chr17-79091846-1
Merged-chr10-9880520-21	chr10	9880276	9880735	+	0.000	0.000	Merged-chr10-9880520-21
Merged-chrX-158939775-8	chrX	158939625	158939914	+	0.000	0.000	Merged-chrX-158939775-8
Merged-chr5-77367800-15	chr5	77367544	77368042	+	0.000	0.000	Merged-chr5-77367800-15
Merged-chr5-107987053-156	chr5	107986687	107987414	+	0.000	0.000	Merged-chr5-107987053-156
Merged-chr11-74444076-12	chr11	74443903	74444229	+	0.000	0.000	Merged-chr11-74444076-12
Merged-chr8-91070466-126	chr8	91070206	91070699	+	0.000	0.000	Merged-chr8-91070466-126
Merged-chr2-79086397-1	chr2	79086299	79086497	+	0.000	0.000	Merged-chr2-79086397-1
Merged-chr2-70129785-15	chr2	70129645	70129976	+	0.000	0.000	Merged-chr2-70129785-15
Merged-chr14-77861310-50	chr14	77860951	77861493	+	0.000	0.000	Merged-chr14-77861310-50
Merged-chr2-167349371-94	chr2	167349105	167349937	+	0.000	0.000	Merged-chr2-167349371-94
Merged-chr3-143965195-1	chr3	143965097	143965295	+	0.000	0.000	Merged-chr3-143965195-1
Merged-chr18-25591016-9	chr18	25590853	25591224	+	0.000	0.000	Merged-chr18-25591016-9
Merged-chr10-81434101-33	chr10	81433901	81434333	+	0.000	0.000	Merged-chr10-81434101-33
