#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_I--ATAC_peaks.bed all.df.numx.c5-STAT4_WT_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_WT_Tfh_vs_WT_Tfh.up.bed
Merged-chr4-136178662-1	chr4	136178564	136178762	+	0.000	0.000	Merged-chr4-136178662-1
Merged-chr13-95942793-1	chr13	95942695	95942893	+	0.000	0.000	Merged-chr13-95942793-1
Merged-chr1-91626193-21	chr1	91625988	91626418	+	0.000	0.000	Merged-chr1-91626193-21
Merged-chr7-123327122-14	chr7	123326886	123327421	+	0.000	0.000	Merged-chr7-123327122-14
Merged-chr10-59236613-4	chr10	59236413	59236759	+	0.000	0.000	Merged-chr10-59236613-4
Merged-chr8-46618274-8	chr8	46618106	46618526	+	0.000	0.000	Merged-chr8-46618274-8
Merged-chr9-44044278-2	chr9	44044130	44044429	+	0.000	0.000	Merged-chr9-44044278-2
Merged-chr9-57259963-13	chr9	57259693	57260248	+	0.000	0.000	Merged-chr9-57259963-13
Merged-chr2-11331773-28	chr2	11331493	11332152	+	0.000	0.000	Merged-chr2-11331773-28
Merged-chr17-50087023-6	chr17	50086870	50087206	+	0.000	0.000	Merged-chr17-50087023-6
Merged-chr13-38501583-20	chr13	38501230	38501985	+	0.000	0.000	Merged-chr13-38501583-20
Merged-chr5-77134607-48	chr5	77134361	77134914	+	0.000	0.000	Merged-chr5-77134607-48
Merged-chr2-9876074-34	chr2	9875913	9876215	+	0.000	0.000	Merged-chr2-9876074-34
Merged-chr2-128388086-23	chr2	128387868	128388260	+	0.000	0.000	Merged-chr2-128388086-23
Merged-chr1-131135243-3	chr1	131135136	131135356	+	0.000	0.000	Merged-chr1-131135243-3
Merged-chr17-24671512-6	chr17	24671352	24671666	+	0.000	0.000	Merged-chr17-24671512-6
Merged-chr4-8800117-1	chr4	8800019	8800217	+	0.000	0.000	Merged-chr4-8800117-1
Merged-chr9-57862051-8	chr9	57861894	57862205	+	0.000	0.000	Merged-chr9-57862051-8
Merged-chr8-115227272-68	chr8	115226974	115227605	+	0.000	0.000	Merged-chr8-115227272-68
Merged-chr11-88950340-4	chr11	88950215	88950464	+	0.000	0.000	Merged-chr11-88950340-4
Merged-chr11-74526720-17	chr11	74526444	74526940	+	0.000	0.000	Merged-chr11-74526720-17
Merged-chr3-9705328-27	chr3	9705048	9705564	+	0.000	0.000	Merged-chr3-9705328-27
Merged-chr4-43482335-31	chr4	43482085	43482651	+	0.000	0.000	Merged-chr4-43482335-31
Merged-chr10-127263127-11	chr10	127262941	127263298	+	0.000	0.000	Merged-chr10-127263127-11
Merged-chr13-38528691-1	chr13	38528593	38528791	+	0.000	0.000	Merged-chr13-38528691-1
Merged-chr4-135129039-20	chr4	135128668	135129238	+	0.000	0.000	Merged-chr4-135129039-20
Merged-chr10-19597137-35	chr10	19596891	19597350	+	0.000	0.000	Merged-chr10-19597137-35
Merged-chr16-49836877-8	chr16	49836747	49837013	+	0.000	0.000	Merged-chr16-49836877-8
Merged-chr17-30892995-1	chr17	30892897	30893095	+	0.000	0.000	Merged-chr17-30892995-1
Merged-chr11-74560230-1	chr11	74560132	74560330	+	0.000	0.000	Merged-chr11-74560230-1
Merged-chr18-25523528-1	chr18	25523430	25523628	+	0.000	0.000	Merged-chr18-25523528-1
Merged-chr10-79797957-4	chr10	79797797	79798089	+	0.000	0.000	Merged-chr10-79797957-4
Merged-chr12-54986342-8	chr12	54986052	54986601	+	0.000	0.000	Merged-chr12-54986342-8
Merged-chr10-91477817-1	chr10	91477719	91477917	+	0.000	0.000	Merged-chr10-91477817-1
Merged-chr13-63180937-16	chr13	63180755	63181259	+	0.000	0.000	Merged-chr13-63180937-16
Merged-chr2-32602838-31	chr2	32602559	32602996	+	0.000	0.000	Merged-chr2-32602838-31
Merged-chrX-155267080-5	chrX	155266912	155267220	+	0.000	0.000	Merged-chrX-155267080-5
Merged-chr16-17069994-85	chr16	17069606	17070328	+	0.000	0.000	Merged-chr16-17069994-85
Merged-chr9-123936830-62	chr9	123936601	123937059	+	0.000	0.000	Merged-chr9-123936830-62
Merged-chr18-75338929-5	chr18	75338740	75339095	+	0.000	0.000	Merged-chr18-75338929-5
Merged-chr11-74522748-45	chr11	74522402	74523010	+	0.000	0.000	Merged-chr11-74522748-45
Merged-chr9-44046788-2	chr9	44046678	44046900	+	0.000	0.000	Merged-chr9-44046788-2
Merged-chr14-25460992-1	chr14	25460894	25461092	+	0.000	0.000	Merged-chr14-25460992-1
Merged-chr8-57540400-20	chr8	57540137	57540655	+	0.000	0.000	Merged-chr8-57540400-20
Merged-chr7-43438333-4	chr7	43438235	43438433	+	0.000	0.000	Merged-chr7-43438333-4
Merged-chr5-62659360-12	chr5	62659169	62659539	+	0.000	0.000	Merged-chr5-62659360-12
Merged-chr2-126331993-16	chr2	126331747	126332252	+	0.000	0.000	Merged-chr2-126331993-16
Merged-chr13-29983286-2	chr13	29983159	29983415	+	0.000	0.000	Merged-chr13-29983286-2
Merged-chr4-133057911-45	chr4	133057493	133058342	+	0.000	0.000	Merged-chr4-133057911-45
Merged-chr2-58178183-2	chr2	58178046	58178323	+	0.000	0.000	Merged-chr2-58178183-2
Merged-chr17-27190008-22	chr17	27189541	27190267	+	0.000	0.000	Merged-chr17-27190008-22
Merged-chr1-131049436-17	chr1	131049086	131049647	+	0.000	0.000	Merged-chr1-131049436-17
Merged-chr5-99906466-49	chr5	99906281	99906735	+	0.000	0.000	Merged-chr5-99906466-49
Merged-chr8-115183735-24	chr8	115183534	115183925	+	0.000	0.000	Merged-chr8-115183735-24
Merged-chr2-4872463-2	chr2	4872364	4872565	+	0.000	0.000	Merged-chr2-4872463-2
Merged-chr11-68432285-104	chr11	68431852	68432553	+	0.000	0.000	Merged-chr11-68432285-104
Merged-chr13-75708400-9	chr13	75708241	75708559	+	0.000	0.000	Merged-chr13-75708400-9
Merged-chr9-66158396-48	chr9	66158053	66158692	+	0.000	0.000	Merged-chr9-66158396-48
Merged-chr4-132753702-1	chr4	132753604	132753802	+	0.000	0.000	Merged-chr4-132753702-1
Merged-chr14-121421712-3	chr14	121421553	121421892	+	0.000	0.000	Merged-chr14-121421712-3
Merged-chr18-75392054-3	chr18	75391903	75392181	+	0.000	0.000	Merged-chr18-75392054-3
Merged-chr17-44713966-59	chr17	44713428	44714605	+	0.000	0.000	Merged-chr17-44713966-59
Merged-chr3-89246183-73	chr3	89245562	89246593	+	0.000	0.000	Merged-chr3-89246183-73
Merged-chr4-135150517-4	chr4	135150396	135150662	+	0.000	0.000	Merged-chr4-135150517-4
Merged-chr9-64779927-39	chr9	64779645	64780173	+	0.000	0.000	Merged-chr9-64779927-39
Merged-chr17-50086189-28	chr17	50085728	50086535	+	0.000	0.000	Merged-chr17-50086189-28
Merged-chr18-32352849-42	chr18	32352596	32353557	+	0.000	0.000	Merged-chr18-32352849-42
Merged-chr5-117388866-82	chr5	117388608	117389235	+	0.000	0.000	Merged-chr5-117388866-82
Merged-chr6-108709910-74	chr6	108709701	108710330	+	0.000	0.000	Merged-chr6-108709910-74
Merged-chr1-139163024-8	chr1	139162857	139163192	+	0.000	0.000	Merged-chr1-139163024-8
Merged-chr16-8655850-21	chr16	8655666	8656012	+	0.000	0.000	Merged-chr16-8655850-21
Merged-chr4-135197991-22	chr4	135197763	135198257	+	0.000	0.000	Merged-chr4-135197991-22
Merged-chr9-44044631-4	chr9	44044450	44044774	+	0.000	0.000	Merged-chr9-44044631-4
Merged-chr2-65200275-1	chr2	65200177	65200375	+	0.000	0.000	Merged-chr2-65200275-1
Merged-chr14-70289439-76	chr14	70288882	70289849	+	0.000	0.000	Merged-chr14-70289439-76
Merged-chr10-81482690-45	chr10	81482454	81482961	+	0.000	0.000	Merged-chr10-81482690-45
Merged-chr11-116617585-17	chr11	116617315	116617956	+	0.000	0.000	Merged-chr11-116617585-17
Merged-chr11-98900824-37	chr11	98900479	98901053	+	0.000	0.000	Merged-chr11-98900824-37
Merged-chr19-45752039-30	chr19	45751894	45752228	+	0.000	0.000	Merged-chr19-45752039-30
Merged-chr8-94179211-44	chr8	94178888	94179676	+	0.000	0.000	Merged-chr8-94179211-44
Merged-chr4-8728967-9	chr4	8728735	8729149	+	0.000	0.000	Merged-chr4-8728967-9
Merged-chr2-128345707-20	chr2	128345491	128345904	+	0.000	0.000	Merged-chr2-128345707-20
Merged-chr2-90574177-3	chr2	90573938	90574363	+	0.000	0.000	Merged-chr2-90574177-3
Merged-chr5-37147664-17	chr5	37147528	37147813	+	0.000	0.000	Merged-chr5-37147664-17
Merged-chr19-18598032-2	chr19	18597902	18598164	+	0.000	0.000	Merged-chr19-18598032-2
Merged-chr10-91154304-42	chr10	91154075	91154521	+	0.000	0.000	Merged-chr10-91154304-42
Merged-chr8-3353982-9	chr8	3353861	3354162	+	0.000	0.000	Merged-chr8-3353982-9
Merged-chr10-8136726-1	chr10	8136628	8136826	+	0.000	0.000	Merged-chr10-8136726-1
Merged-chr2-157006933-70	chr2	157006688	157007152	+	0.000	0.000	Merged-chr2-157006933-70
Merged-chr14-102979979-6	chr14	102979827	102980122	+	0.000	0.000	Merged-chr14-102979979-6
Merged-chr17-24687301-48	chr17	24686963	24687588	+	0.000	0.000	Merged-chr17-24687301-48
Merged-chr4-149549430-28	chr4	149549195	149549671	+	0.000	0.000	Merged-chr4-149549430-28
Merged-chr1-191426068-17	chr1	191425892	191426296	+	0.000	0.000	Merged-chr1-191426068-17
Merged-chr14-20885499-75	chr14	20885041	20885922	+	0.000	0.000	Merged-chr14-20885499-75
Merged-chr6-42372729-1	chr6	42372631	42372829	+	0.000	0.000	Merged-chr6-42372729-1
Merged-chr10-41887558-60	chr10	41887334	41887995	+	0.000	0.000	Merged-chr10-41887558-60
Merged-chr19-41323479-14	chr19	41323296	41323638	+	0.000	0.000	Merged-chr19-41323479-14
Merged-chr2-164770470-1	chr2	164770372	164770570	+	0.000	0.000	Merged-chr2-164770470-1
Merged-chr13-95913173-23	chr13	95912940	95913405	+	0.000	0.000	Merged-chr13-95913173-23
Merged-chr7-28867749-38	chr7	28867570	28867908	+	0.000	0.000	Merged-chr7-28867749-38
Merged-chr1-66874962-7	chr1	66874717	66875255	+	0.000	0.000	Merged-chr1-66874962-7
Merged-chr9-111057032-179	chr9	111055656	111058273	+	0.000	0.000	Merged-chr9-111057032-179
Merged-chr11-95356301-1	chr11	95356203	95356401	+	0.000	0.000	Merged-chr11-95356301-1
Merged-chr11-59965076-80	chr11	59964728	59965645	+	0.000	0.000	Merged-chr11-59965076-80
Merged-chr7-3289241-19	chr7	3289110	3289423	+	0.000	0.000	Merged-chr7-3289241-19
Merged-chr11-74572247-2	chr11	74572110	74572386	+	0.000	0.000	Merged-chr11-74572247-2
Merged-chr19-18615969-1	chr19	18615871	18616069	+	0.000	0.000	Merged-chr19-18615969-1
Merged-chr9-122226680-11	chr9	122226329	122226858	+	0.000	0.000	Merged-chr9-122226680-11
Merged-chr2-13573939-7	chr2	13573743	13574125	+	0.000	0.000	Merged-chr2-13573939-7
Merged-chr19-38931059-89	chr19	38930632	38931370	+	0.000	0.000	Merged-chr19-38931059-89
Merged-chr7-80576009-57	chr7	80575777	80576439	+	0.000	0.000	Merged-chr7-80576009-57
Merged-chr4-89400416-12	chr4	89400187	89400627	+	0.000	0.000	Merged-chr4-89400416-12
Merged-chr7-43437887-5	chr7	43437617	43438175	+	0.000	0.000	Merged-chr7-43437887-5
Merged-chr8-91081645-1	chr8	91081547	91081745	+	0.000	0.000	Merged-chr8-91081645-1
Merged-chr18-35118873-79	chr18	35118527	35119127	+	0.000	0.000	Merged-chr18-35118873-79
Merged-chr6-127151154-7	chr6	127150949	127151343	+	0.000	0.000	Merged-chr6-127151154-7
Merged-chr1-86503611-1	chr1	86503513	86503711	+	0.000	0.000	Merged-chr1-86503611-1
Merged-chr12-113014523-77	chr12	113014058	113015101	+	0.000	0.000	Merged-chr12-113014523-77
Merged-chr11-116616118-41	chr11	116615788	116616478	+	0.000	0.000	Merged-chr11-116616118-41
Merged-chr6-108829941-3	chr6	108829701	108830154	+	0.000	0.000	Merged-chr6-108829941-3
Merged-chr11-105911758-13	chr11	105911545	105911982	+	0.000	0.000	Merged-chr11-105911758-13
Merged-chr17-35997233-37	chr17	35997056	35997537	+	0.000	0.000	Merged-chr17-35997233-37
Merged-chr6-120365274-1	chr6	120365176	120365374	+	0.000	0.000	Merged-chr6-120365274-1
Merged-chr4-135271546-1	chr4	135271448	135271646	+	0.000	0.000	Merged-chr4-135271546-1
Merged-chr10-44268298-69	chr10	44268033	44268580	+	0.000	0.000	Merged-chr10-44268298-69
Merged-chr11-53770148-86	chr11	53769741	53770826	+	0.000	0.000	Merged-chr11-53770148-86
Merged-chr2-128122679-7	chr2	128122497	128122834	+	0.000	0.000	Merged-chr2-128122679-7
Merged-chr1-88701841-120	chr1	88700511	88702401	+	0.000	0.000	Merged-chr1-88701841-120
Merged-chr4-136163741-11	chr4	136163581	136163950	+	0.000	0.000	Merged-chr4-136163741-11
Merged-chr5-150196068-64	chr5	150195667	150196511	+	0.000	0.000	Merged-chr5-150196068-64
Merged-chr13-45907051-110	chr13	45906499	45907782	+	0.000	0.000	Merged-chr13-45907051-110
Merged-chr8-115530088-29	chr8	115529779	115530376	+	0.000	0.000	Merged-chr8-115530088-29
Merged-chr1-176845739-2	chr1	176845604	176845876	+	0.000	0.000	Merged-chr1-176845739-2
Merged-chr13-75740223-12	chr13	75739956	75740490	+	0.000	0.000	Merged-chr13-75740223-12
Merged-chr2-66149820-8	chr2	66149658	66150116	+	0.000	0.000	Merged-chr2-66149820-8
Merged-chr2-167358645-9	chr2	167358467	167358929	+	0.000	0.000	Merged-chr2-167358645-9
Merged-chr19-53520175-41	chr19	53519879	53520425	+	0.000	0.000	Merged-chr19-53520175-41
Merged-chr14-121354142-24	chr14	121353932	121354403	+	0.000	0.000	Merged-chr14-121354142-24
Merged-chr11-105588181-2	chr11	105588074	105588290	+	0.000	0.000	Merged-chr11-105588181-2
Merged-chr4-8913815-2	chr4	8913717	8913916	+	0.000	0.000	Merged-chr4-8913815-2
Merged-chr9-122213151-2	chr9	122213047	122213257	+	0.000	0.000	Merged-chr9-122213151-2
Merged-chr6-108704873-18	chr6	108704667	108705137	+	0.000	0.000	Merged-chr6-108704873-18
Merged-chr4-117121242-2	chr4	117121110	117121377	+	0.000	0.000	Merged-chr4-117121242-2
Merged-chr8-3347756-1	chr8	3347658	3347856	+	0.000	0.000	Merged-chr8-3347756-1
Merged-chr2-131188401-2	chr2	131188281	131188524	+	0.000	0.000	Merged-chr2-131188401-2
Merged-chr11-104608031-67	chr11	104607768	104608350	+	0.000	0.000	Merged-chr11-104608031-67
Merged-chr1-191499977-31	chr1	191499700	191500221	+	0.000	0.000	Merged-chr1-191499977-31
Merged-chr4-133011579-73	chr4	133011233	133012070	+	0.000	0.000	Merged-chr4-133011579-73
Merged-chr16-38483569-68	chr16	38482769	38484063	+	0.000	0.000	Merged-chr16-38483569-68
Merged-chr15-81966317-19	chr15	81966087	81966524	+	0.000	0.000	Merged-chr15-81966317-19
Merged-chr7-25826984-1	chr7	25826886	25827084	+	0.000	0.000	Merged-chr7-25826984-1
Merged-chr15-84663201-26	chr15	84662954	84663447	+	0.000	0.000	Merged-chr15-84663201-26
Merged-chr5-21385058-34	chr5	21384559	21385409	+	0.000	0.000	Merged-chr5-21385058-34
Merged-chr13-45936077-39	chr13	45935791	45936302	+	0.000	0.000	Merged-chr13-45936077-39
Merged-chr2-11360305-19	chr2	11360042	11360669	+	0.000	0.000	Merged-chr2-11360305-19
Merged-chr19-8995301-1	chr19	8995203	8995401	+	0.000	0.000	Merged-chr19-8995301-1
Merged-chr18-65795530-14	chr18	65795340	65795690	+	0.000	0.000	Merged-chr18-65795530-14
Merged-chr10-7600806-26	chr10	7600599	7601035	+	0.000	0.000	Merged-chr10-7600806-26
Merged-chr1-182283296-1	chr1	182283198	182283396	+	0.000	0.000	Merged-chr1-182283296-1
Merged-chr1-74304047-56	chr1	74303785	74304355	+	0.000	0.000	Merged-chr1-74304047-56
Merged-chr2-26744468-4	chr2	26744361	26744580	+	0.000	0.000	Merged-chr2-26744468-4
Merged-chr17-44599243-2	chr17	44599125	44599364	+	0.000	0.000	Merged-chr17-44599243-2
Merged-chr13-24597344-3	chr13	24597201	24597469	+	0.000	0.000	Merged-chr13-24597344-3
Merged-chr1-131051393-11	chr1	131051173	131051666	+	0.000	0.000	Merged-chr1-131051393-11
Merged-chr19-45747536-3	chr19	45747357	45747707	+	0.000	0.000	Merged-chr19-45747536-3
Merged-chr19-56757804-4	chr19	56757624	56757985	+	0.000	0.000	Merged-chr19-56757804-4
Merged-chr11-87968039-56	chr11	87967650	87968536	+	0.000	0.000	Merged-chr11-87968039-56
Merged-chr13-30660147-64	chr13	30659847	30660395	+	0.000	0.000	Merged-chr13-30660147-64
Merged-chr3-30856003-66	chr3	30855798	30856217	+	0.000	0.000	Merged-chr3-30856003-66
Merged-chr7-139991181-9	chr7	139990909	139991401	+	0.000	0.000	Merged-chr7-139991181-9
Merged-chr5-134253199-1	chr5	134253101	134253299	+	0.000	0.000	Merged-chr5-134253199-1
Merged-chr3-86693783-4	chr3	86693627	86693962	+	0.000	0.000	Merged-chr3-86693783-4
Merged-chr19-6276080-2	chr19	6275915	6276248	+	0.000	0.000	Merged-chr19-6276080-2
Merged-chr13-95893381-2	chr13	95893245	95893520	+	0.000	0.000	Merged-chr13-95893381-2
Merged-chr2-156887103-59	chr2	156886555	156887431	+	0.000	0.000	Merged-chr2-156887103-59
Merged-chr9-35123035-17	chr9	35122863	35123247	+	0.000	0.000	Merged-chr9-35123035-17
Merged-chr3-104788845-60	chr3	104788382	104789185	+	0.000	0.000	Merged-chr3-104788845-60
Merged-chr10-80676683-73	chr10	80676297	80677029	+	0.000	0.000	Merged-chr10-80676683-73
Merged-chr5-105139642-65	chr5	105139269	105139902	+	0.000	0.000	Merged-chr5-105139642-65
Merged-chr5-100570335-4	chr5	100570091	100570484	+	0.000	0.000	Merged-chr5-100570335-4
Merged-chr7-118481600-4	chr7	118481429	118481785	+	0.000	0.000	Merged-chr7-118481600-4
Merged-chr11-116620758-6	chr11	116620629	116620890	+	0.000	0.000	Merged-chr11-116620758-6
Merged-chr4-135068016-12	chr4	135067868	135068180	+	0.000	0.000	Merged-chr4-135068016-12
Merged-chr18-74814929-11	chr18	74814763	74815105	+	0.000	0.000	Merged-chr18-74814929-11
Merged-chr19-53535545-21	chr19	53535378	53535685	+	0.000	0.000	Merged-chr19-53535545-21
Merged-chr17-79917226-25	chr17	79916878	79917548	+	0.000	0.000	Merged-chr17-79917226-25
Merged-chr17-50125394-33	chr17	50125133	50125672	+	0.000	0.000	Merged-chr17-50125394-33
Merged-chr9-64173118-100	chr9	64172591	64173657	+	0.000	0.000	Merged-chr9-64173118-100
Merged-chr11-120721188-71	chr11	120720493	120722111	+	0.000	0.000	Merged-chr11-120721188-71
Merged-chr4-43483689-52	chr4	43483383	43483957	+	0.000	0.000	Merged-chr4-43483689-52
Merged-chr10-81430261-92	chr10	81429455	81430978	+	0.000	0.000	Merged-chr10-81430261-92
Merged-chr13-59675579-56	chr13	59675088	59675970	+	0.000	0.000	Merged-chr13-59675579-56
Merged-chr15-78493760-47	chr15	78493523	78494054	+	0.000	0.000	Merged-chr15-78493760-47
Merged-chr8-64806153-5	chr8	64805964	64806375	+	0.000	0.000	Merged-chr8-64806153-5
Merged-chr11-88955371-64	chr11	88955184	88955636	+	0.000	0.000	Merged-chr11-88955371-64
Merged-chr5-113826814-9	chr5	113826600	113826972	+	0.000	0.000	Merged-chr5-113826814-9
Merged-chr14-70775826-84	chr14	70774945	70776446	+	0.000	0.000	Merged-chr14-70775826-84
Merged-chr3-86915418-7	chr3	86915252	86915558	+	0.000	0.000	Merged-chr3-86915418-7
Merged-chr4-8666905-29	chr4	8666751	8667199	+	0.000	0.000	Merged-chr4-8666905-29
Merged-chr1-160042538-15	chr1	160042372	160042715	+	0.000	0.000	Merged-chr1-160042538-15
Merged-chr9-110652591-12	chr9	110652310	110652894	+	0.000	0.000	Merged-chr9-110652591-12
Merged-chr11-101164995-1	chr11	101164897	101165095	+	0.000	0.000	Merged-chr11-101164995-1
Merged-chr16-38463059-10	chr16	38462889	38463200	+	0.000	0.000	Merged-chr16-38463059-10
Merged-chr8-106972691-1	chr8	106972593	106972791	+	0.000	0.000	Merged-chr8-106972691-1
Merged-chr2-181375659-1	chr2	181375561	181375759	+	0.000	0.000	Merged-chr2-181375659-1
Merged-chr8-83724964-34	chr8	83724701	83725200	+	0.000	0.000	Merged-chr8-83724964-34
Merged-chr17-44615135-1	chr17	44615037	44615235	+	0.000	0.000	Merged-chr17-44615135-1
Merged-chr2-11655377-58	chr2	11655210	11655580	+	0.000	0.000	Merged-chr2-11655377-58
Merged-chr2-66102335-49	chr2	66102078	66102742	+	0.000	0.000	Merged-chr2-66102335-49
Merged-chr8-71558703-90	chr8	71558070	71559322	+	0.000	0.000	Merged-chr8-71558703-90
Merged-chrX-167106643-1	chrX	167106545	167106743	+	0.000	0.000	Merged-chrX-167106643-1
Merged-chr7-114086185-16	chr7	114086003	114086377	+	0.000	0.000	Merged-chr7-114086185-16
Merged-chr11-74443137-34	chr11	74442456	74443529	+	0.000	0.000	Merged-chr11-74443137-34
Merged-chr1-43163775-67	chr1	43163528	43164129	+	0.000	0.000	Merged-chr1-43163775-67
Merged-chr4-155894344-17	chr4	155894128	155894591	+	0.000	0.000	Merged-chr4-155894344-17
Merged-chr13-63240218-75	chr13	63239897	63240641	+	0.000	0.000	Merged-chr13-63240218-75
Merged-chr19-5726405-23	chr19	5726166	5726643	+	0.000	0.000	Merged-chr19-5726405-23
Merged-chr15-11992599-3	chr15	11992492	11992707	+	0.000	0.000	Merged-chr15-11992599-3
Merged-chr6-127150359-1	chr6	127150261	127150459	+	0.000	0.000	Merged-chr6-127150359-1
Merged-chr17-87325627-13	chr17	87325453	87325861	+	0.000	0.000	Merged-chr17-87325627-13
Merged-chr2-152884355-6	chr2	152884127	152884557	+	0.000	0.000	Merged-chr2-152884355-6
Merged-chr11-58948790-70	chr11	58948569	58949052	+	0.000	0.000	Merged-chr11-58948790-70
Merged-chr5-105445113-12	chr5	105444876	105445368	+	0.000	0.000	Merged-chr5-105445113-12
Merged-chr3-9709094-18	chr3	9708820	9709353	+	0.000	0.000	Merged-chr3-9709094-18
Merged-chr1-160040121-22	chr1	160039899	160040285	+	0.000	0.000	Merged-chr1-160040121-22
Merged-chr3-27314931-22	chr3	27314769	27315102	+	0.000	0.000	Merged-chr3-27314931-22
Merged-chr2-52378804-68	chr2	52378416	52379059	+	0.000	0.000	Merged-chr2-52378804-68
Merged-chr3-9833444-80	chr3	9833071	9833801	+	0.000	0.000	Merged-chr3-9833444-80
Merged-chr1-58651956-17	chr1	58651720	58652329	+	0.000	0.000	Merged-chr1-58651956-17
Merged-chr1-127679895-18	chr1	127679683	127680076	+	0.000	0.000	Merged-chr1-127679895-18
Merged-chr13-30036759-8	chr13	30036603	30036907	+	0.000	0.000	Merged-chr13-30036759-8
Merged-chr2-126496523-1	chr2	126496425	126496623	+	0.000	0.000	Merged-chr2-126496523-1
Merged-chr12-3983883-10	chr12	3983647	3984080	+	0.000	0.000	Merged-chr12-3983883-10
Merged-chr13-63223423-77	chr13	63223190	63223748	+	0.000	0.000	Merged-chr13-63223423-77
Merged-chr17-48462380-14	chr17	48462199	48462613	+	0.000	0.000	Merged-chr17-48462380-14
Merged-chr2-128094730-21	chr2	128094469	128094972	+	0.000	0.000	Merged-chr2-128094730-21
Merged-chr1-176949526-4	chr1	176949297	176949800	+	0.000	0.000	Merged-chr1-176949526-4
Merged-chr17-36003549-3	chr17	36003405	36003715	+	0.000	0.000	Merged-chr17-36003549-3
Merged-chr15-78923681-44	chr15	78923467	78923903	+	0.000	0.000	Merged-chr15-78923681-44
Merged-chr9-44498422-28	chr9	44497987	44498922	+	0.000	0.000	Merged-chr9-44498422-28
Merged-chr1-176835876-48	chr1	176835481	176836157	+	0.000	0.000	Merged-chr1-176835876-48
Merged-chr17-12171339-11	chr17	12171091	12171551	+	0.000	0.000	Merged-chr17-12171339-11
Merged-chr5-62766144-65	chr5	62765786	62766426	+	0.000	0.000	Merged-chr5-62766144-65
Merged-chr1-176950373-27	chr1	176949978	176950643	+	0.000	0.000	Merged-chr1-176950373-27
Merged-chr1-191419117-1	chr1	191419019	191419217	+	0.000	0.000	Merged-chr1-191419117-1
Merged-chr3-142546913-30	chr3	142546762	142547169	+	0.000	0.000	Merged-chr3-142546913-30
Merged-chr17-56951160-8	chr17	56950969	56951313	+	0.000	0.000	Merged-chr17-56951160-8
Merged-chr19-6276643-88	chr19	6276289	6277260	+	0.000	0.000	Merged-chr19-6276643-88
Merged-chr17-56935503-57	chr17	56935018	56935785	+	0.000	0.000	Merged-chr17-56935503-57
Merged-chr7-118500296-3	chr7	118500193	118500405	+	0.000	0.000	Merged-chr7-118500296-3
Merged-chr13-29983665-1	chr13	29983567	29983765	+	0.000	0.000	Merged-chr13-29983665-1
Merged-chrX-167102061-51	chrX	167101595	167102330	+	0.000	0.000	Merged-chrX-167102061-51
Merged-chr17-47630311-3	chr17	47630126	47630490	+	0.000	0.000	Merged-chr17-47630311-3
Merged-chr17-44690721-49	chr17	44690434	44691013	+	0.000	0.000	Merged-chr17-44690721-49
Merged-chr11-110399831-2	chr11	110399727	110399938	+	0.000	0.000	Merged-chr11-110399831-2
Merged-chr5-62707193-2	chr5	62707076	62707312	+	0.000	0.000	Merged-chr5-62707193-2
Merged-chr13-49652936-64	chr13	49652674	49653182	+	0.000	0.000	Merged-chr13-49652936-64
Merged-chr2-128392502-21	chr2	128392343	128392663	+	0.000	0.000	Merged-chr2-128392502-21
Merged-chr18-56733031-1	chr18	56732933	56733131	+	0.000	0.000	Merged-chr18-56733031-1
Merged-chr14-103621472-32	chr14	103621243	103621762	+	0.000	0.000	Merged-chr14-103621472-32
Merged-chr9-52298460-10	chr9	52298228	52298636	+	0.000	0.000	Merged-chr9-52298460-10
Merged-chr9-14010500-45	chr9	14010288	14010691	+	0.000	0.000	Merged-chr9-14010500-45
Merged-chr1-37586082-40	chr1	37585779	37586347	+	0.000	0.000	Merged-chr1-37586082-40
Merged-chr17-31825011-7	chr17	31824877	31825143	+	0.000	0.000	Merged-chr17-31825011-7
Merged-chr13-45837834-41	chr13	45837564	45838206	+	0.000	0.000	Merged-chr13-45837834-41
Merged-chr4-126557087-49	chr4	126556854	126557319	+	0.000	0.000	Merged-chr4-126557087-49
Merged-chr18-89089145-29	chr18	89088963	89089408	+	0.000	0.000	Merged-chr18-89089145-29
Merged-chr1-182281416-23	chr1	182281227	182281613	+	0.000	0.000	Merged-chr1-182281416-23
Merged-chr10-80684383-19	chr10	80684144	80684594	+	0.000	0.000	Merged-chr10-80684383-19
Merged-chr16-37036331-23	chr16	37036096	37036579	+	0.000	0.000	Merged-chr16-37036331-23
Merged-chr7-74372483-19	chr7	74372265	74372938	+	0.000	0.000	Merged-chr7-74372483-19
Merged-chr5-24387986-47	chr5	24387623	24388386	+	0.000	0.000	Merged-chr5-24387986-47
Merged-chr15-59389448-6	chr15	59389314	59389618	+	0.000	0.000	Merged-chr15-59389448-6
Merged-chr3-84772067-31	chr3	84771857	84772381	+	0.000	0.000	Merged-chr3-84772067-31
Merged-chr8-111941211-2	chr8	111941053	111941371	+	0.000	0.000	Merged-chr8-111941211-2
Merged-chr5-139324273-7	chr5	139324115	139324435	+	0.000	0.000	Merged-chr5-139324273-7
