#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TH1_Associated--ATAC_peaks.bed all.df.numx.c5-STAT4_KO_Tfh_vs_Naive.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_KO_Tfh_vs_Naive.dn.bed
Merged-chr7-67425669-21	chr7	67425135	67426048	+	0.000	0.000	Merged-chr7-67425669-21
Merged-chr12-16569127-88	chr12	16568531	16569679	+	0.000	0.000	Merged-chr12-16569127-88
Merged-chr10-120976540-1	chr10	120976442	120976640	+	0.000	0.000	Merged-chr10-120976540-1
Merged-chr14-61429201-4	chr14	61429029	61429369	+	0.000	0.000	Merged-chr14-61429201-4
Merged-chr4-46508172-31	chr4	46507977	46508420	+	0.000	0.000	Merged-chr4-46508172-31
Merged-chr8-18954142-48	chr8	18953871	18954361	+	0.000	0.000	Merged-chr8-18954142-48
Merged-chr6-129036923-80	chr6	129036453	129037337	+	0.000	0.000	Merged-chr6-129036923-80
Merged-chr16-91781524-1	chr16	91781426	91781624	+	0.000	0.000	Merged-chr16-91781524-1
Merged-chr5-62659360-12	chr5	62659169	62659539	+	0.000	0.000	Merged-chr5-62659360-12
Merged-chr8-3352639-1	chr8	3352541	3352739	+	0.000	0.000	Merged-chr8-3352639-1
Merged-chr17-5841153-1	chr17	5841055	5841253	+	0.000	0.000	Merged-chr17-5841153-1
Merged-chr2-115560247-1	chr2	115560149	115560347	+	0.000	0.000	Merged-chr2-115560247-1
Merged-chr1-97522024-1	chr1	97521926	97522124	+	0.000	0.000	Merged-chr1-97522024-1
Merged-chr2-150909929-87	chr2	150909545	150910273	+	0.000	0.000	Merged-chr2-150909929-87
Merged-chr4-46479311-23	chr4	46479025	46479557	+	0.000	0.000	Merged-chr4-46479311-23
Merged-chr2-121418361-6	chr2	121418200	121418562	+	0.000	0.000	Merged-chr2-121418361-6
Merged-chr4-134117148-42	chr4	134116965	134117362	+	0.000	0.000	Merged-chr4-134117148-42
Merged-chr19-37376124-56	chr19	37375756	37376403	+	0.000	0.000	Merged-chr19-37376124-56
Merged-chr3-59229189-56	chr3	59228933	59229536	+	0.000	0.000	Merged-chr3-59229189-56
Merged-chr6-57814077-20	chr6	57813803	57814613	+	0.000	0.000	Merged-chr6-57814077-20
Merged-chr15-102136200-54	chr15	102135991	102136382	+	0.000	0.000	Merged-chr15-102136200-54
Merged-chr17-12746015-29	chr17	12745782	12746265	+	0.000	0.000	Merged-chr17-12746015-29
Merged-chr7-31168534-26	chr7	31168223	31168772	+	0.000	0.000	Merged-chr7-31168534-26
Merged-chr7-105559290-12	chr7	105559143	105559495	+	0.000	0.000	Merged-chr7-105559290-12
Merged-chr2-165639505-4	chr2	165639372	165639649	+	0.000	0.000	Merged-chr2-165639505-4
Merged-chr2-3717454-3	chr2	3717342	3717563	+	0.000	0.000	Merged-chr2-3717454-3
Merged-chr2-4872463-2	chr2	4872364	4872565	+	0.000	0.000	Merged-chr2-4872463-2
Merged-chr10-41476446-34	chr10	41476241	41476676	+	0.000	0.000	Merged-chr10-41476446-34
Merged-chr16-11940586-3	chr16	11940413	11940750	+	0.000	0.000	Merged-chr16-11940586-3
Merged-chr4-11700052-1	chr4	11699954	11700152	+	0.000	0.000	Merged-chr4-11700052-1
Merged-chr12-17257057-21	chr12	17256839	17257300	+	0.000	0.000	Merged-chr12-17257057-21
Merged-chr11-68432285-104	chr11	68431852	68432553	+	0.000	0.000	Merged-chr11-68432285-104
Merged-chr2-90679344-61	chr2	90679057	90679541	+	0.000	0.000	Merged-chr2-90679344-61
Merged-chr1-170167960-28	chr1	170167748	170168261	+	0.000	0.000	Merged-chr1-170167960-28
Merged-chr2-148874254-3	chr2	148874011	148874444	+	0.000	0.000	Merged-chr2-148874254-3
Merged-chr1-191575534-133	chr1	191574943	191575945	+	0.000	0.000	Merged-chr1-191575534-133
Merged-chr3-32616059-1	chr3	32615961	32616159	+	0.000	0.000	Merged-chr3-32616059-1
Merged-chr18-75392054-3	chr18	75391903	75392181	+	0.000	0.000	Merged-chr18-75392054-3
Merged-chr12-17253265-28	chr12	17253031	17253490	+	0.000	0.000	Merged-chr12-17253265-28
Merged-chr3-146121713-45	chr3	146121539	146121938	+	0.000	0.000	Merged-chr3-146121713-45
Merged-chr14-61328000-58	chr14	61327626	61328235	+	0.000	0.000	Merged-chr14-61328000-58
Merged-chr18-32352849-42	chr18	32352596	32353557	+	0.000	0.000	Merged-chr18-32352849-42
Merged-chr17-44105756-70	chr17	44105524	44106033	+	0.000	0.000	Merged-chr17-44105756-70
Merged-chr3-89459176-81	chr3	89458768	89459427	+	0.000	0.000	Merged-chr3-89459176-81
Merged-chrX-142469778-72	chrX	142469064	142470409	+	0.000	0.000	Merged-chrX-142469778-72
Merged-chr19-56530729-50	chr19	56530523	56530954	+	0.000	0.000	Merged-chr19-56530729-50
Merged-chr10-69816063-1	chr10	69815965	69816163	+	0.000	0.000	Merged-chr10-69816063-1
Merged-chr13-108303499-73	chr13	108303156	108303827	+	0.000	0.000	Merged-chr13-108303499-73
Merged-chr9-75544945-8	chr9	75544780	75545128	+	0.000	0.000	Merged-chr9-75544945-8
Merged-chr6-115989651-28	chr6	115989396	115989906	+	0.000	0.000	Merged-chr6-115989651-28
Merged-chr2-103761224-59	chr2	103761021	103761431	+	0.000	0.000	Merged-chr2-103761224-59
Merged-chr1-139163024-8	chr1	139162857	139163192	+	0.000	0.000	Merged-chr1-139163024-8
Merged-chr7-4816774-19	chr7	4816628	4816961	+	0.000	0.000	Merged-chr7-4816774-19
Merged-chr4-135197991-22	chr4	135197763	135198257	+	0.000	0.000	Merged-chr4-135197991-22
Merged-chr2-65200275-1	chr2	65200177	65200375	+	0.000	0.000	Merged-chr2-65200275-1
Merged-chr15-80631459-1	chr15	80631361	80631559	+	0.000	0.000	Merged-chr15-80631459-1
Merged-chr12-72664669-78	chr12	72664353	72664935	+	0.000	0.000	Merged-chr12-72664669-78
Merged-chr15-80572443-63	chr15	80572165	80572792	+	0.000	0.000	Merged-chr15-80572443-63
Merged-chr4-120959527-5	chr4	120959362	120959707	+	0.000	0.000	Merged-chr4-120959527-5
Merged-chr1-88720923-30	chr1	88720727	88721114	+	0.000	0.000	Merged-chr1-88720923-30
Merged-chr1-180359505-12	chr1	180359313	180359646	+	0.000	0.000	Merged-chr1-180359505-12
Merged-chr8-35426354-16	chr8	35426162	35426565	+	0.000	0.000	Merged-chr8-35426354-16
Merged-chrX-36689951-23	chrX	36689790	36690116	+	0.000	0.000	Merged-chrX-36689951-23
Merged-chr5-124034642-47	chr5	124034480	124034923	+	0.000	0.000	Merged-chr5-124034642-47
Merged-chr6-66535397-73	chr6	66535034	66535698	+	0.000	0.000	Merged-chr6-66535397-73
Merged-chr4-8728967-9	chr4	8728735	8729149	+	0.000	0.000	Merged-chr4-8728967-9
Merged-chr8-115653141-5	chr8	115653012	115653275	+	0.000	0.000	Merged-chr8-115653141-5
Merged-chr2-148672697-83	chr2	148672360	148672995	+	0.000	0.000	Merged-chr2-148672697-83
Merged-chr5-34169471-69	chr5	34169271	34169712	+	0.000	0.000	Merged-chr5-34169471-69
Merged-chr5-31602596-35	chr5	31602327	31602820	+	0.000	0.000	Merged-chr5-31602596-35
Merged-chr13-95685937-61	chr13	95685247	95686256	+	0.000	0.000	Merged-chr13-95685937-61
Merged-chr18-55841714-1	chr18	55841616	55841814	+	0.000	0.000	Merged-chr18-55841714-1
Merged-chr15-66877875-1	chr15	66877777	66877975	+	0.000	0.000	Merged-chr15-66877875-1
Merged-chr11-50388359-2	chr11	50388228	50388493	+	0.000	0.000	Merged-chr11-50388359-2
Merged-chr10-28194242-1	chr10	28194144	28194342	+	0.000	0.000	Merged-chr10-28194242-1
Merged-chr7-127144596-50	chr7	127144369	127144820	+	0.000	0.000	Merged-chr7-127144596-50
Merged-chr6-142571386-44	chr6	142571180	142571802	+	0.000	0.000	Merged-chr6-142571386-44
Merged-chr13-63223082-1	chr13	63222984	63223182	+	0.000	0.000	Merged-chr13-63223082-1
Merged-chr8-124150798-11	chr8	124150626	124150958	+	0.000	0.000	Merged-chr8-124150798-11
Merged-chr3-8510518-3	chr3	8510400	8510636	+	0.000	0.000	Merged-chr3-8510518-3
Merged-chr1-79858629-58	chr1	79858285	79859076	+	0.000	0.000	Merged-chr1-79858629-58
Merged-chr17-3557673-71	chr17	3557443	3557877	+	0.000	0.000	Merged-chr17-3557673-71
Merged-chr10-44676682-10	chr10	44676492	44676904	+	0.000	0.000	Merged-chr10-44676682-10
Merged-chr3-27067455-6	chr3	27067239	27067589	+	0.000	0.000	Merged-chr3-27067455-6
Merged-chr1-181922021-44	chr1	181921817	181922312	+	0.000	0.000	Merged-chr1-181922021-44
Merged-chr10-44448070-110	chr10	44447785	44448570	+	0.000	0.000	Merged-chr10-44448070-110
Merged-chr3-101300426-8	chr3	101300248	101300603	+	0.000	0.000	Merged-chr3-101300426-8
Merged-chr2-61755182-23	chr2	61754851	61755440	+	0.000	0.000	Merged-chr2-61755182-23
Merged-chr8-115185594-22	chr8	115185338	115185734	+	0.000	0.000	Merged-chr8-115185594-22
Merged-chr7-66197224-72	chr7	66196909	66197517	+	0.000	0.000	Merged-chr7-66197224-72
Merged-chr3-101226932-3	chr3	101226810	101227074	+	0.000	0.000	Merged-chr3-101226932-3
Merged-chr9-35117076-156	chr9	35116556	35117510	+	0.000	0.000	Merged-chr9-35117076-156
Merged-chr4-11721470-80	chr4	11721174	11721788	+	0.000	0.000	Merged-chr4-11721470-80
Merged-chr14-7832137-26	chr14	7831924	7832475	+	0.000	0.000	Merged-chr14-7832137-26
Merged-chr13-5956279-20	chr13	5956088	5956497	+	0.000	0.000	Merged-chr13-5956279-20
Merged-chr3-136609940-3	chr3	136609821	136610073	+	0.000	0.000	Merged-chr3-136609940-3
Merged-chr14-102979979-6	chr14	102979827	102980122	+	0.000	0.000	Merged-chr14-102979979-6
Merged-chr11-64113606-12	chr11	64113422	64113785	+	0.000	0.000	Merged-chr11-64113606-12
Merged-chr2-25224699-69	chr2	25224461	25224875	+	0.000	0.000	Merged-chr2-25224699-69
Merged-chr9-123820704-3	chr9	123820571	123820833	+	0.000	0.000	Merged-chr9-123820704-3
Merged-chr16-64899292-19	chr16	64899092	64899557	+	0.000	0.000	Merged-chr16-64899292-19
Merged-chr18-83751830-2	chr18	83751722	83751940	+	0.000	0.000	Merged-chr18-83751830-2
Merged-chr13-102210055-1	chr13	102209957	102210155	+	0.000	0.000	Merged-chr13-102210055-1
Merged-chr8-121852690-20	chr8	121852406	121852878	+	0.000	0.000	Merged-chr8-121852690-20
Merged-chr9-79759901-55	chr9	79759610	79760101	+	0.000	0.000	Merged-chr9-79759901-55
Merged-chr17-79355271-160	chr17	79355005	79355573	+	0.000	0.000	Merged-chr17-79355271-160
Merged-chr13-24419838-27	chr13	24419526	24420086	+	0.000	0.000	Merged-chr13-24419838-27
Merged-chr5-124029380-3	chr5	124029252	124029520	+	0.000	0.000	Merged-chr5-124029380-3
Merged-chr7-114088152-53	chr7	114087883	114088420	+	0.000	0.000	Merged-chr7-114088152-53
Merged-chr1-153238219-13	chr1	153237987	153238383	+	0.000	0.000	Merged-chr1-153238219-13
Merged-chr1-66874962-7	chr1	66874717	66875255	+	0.000	0.000	Merged-chr1-66874962-7
Merged-chr5-124497096-41	chr5	124496799	124497291	+	0.000	0.000	Merged-chr5-124497096-41
Merged-chr5-112242517-49	chr5	112242276	112242735	+	0.000	0.000	Merged-chr5-112242517-49
Merged-chr15-66793245-11	chr15	66793067	66793397	+	0.000	0.000	Merged-chr15-66793245-11
Merged-chr2-3730925-1	chr2	3730827	3731025	+	0.000	0.000	Merged-chr2-3730925-1
Merged-chr5-8722882-18	chr5	8722631	8723242	+	0.000	0.000	Merged-chr5-8722882-18
Merged-chr7-88318941-12	chr7	88318774	88319213	+	0.000	0.000	Merged-chr7-88318941-12
Merged-chr19-18615969-1	chr19	18615871	18616069	+	0.000	0.000	Merged-chr19-18615969-1
Merged-chr10-95677953-62	chr10	95677709	95678168	+	0.000	0.000	Merged-chr10-95677953-62
Merged-chr2-13573939-7	chr2	13573743	13574125	+	0.000	0.000	Merged-chr2-13573939-7
Merged-chr7-135736096-74	chr7	135735714	135736333	+	0.000	0.000	Merged-chr7-135736096-74
Merged-chr2-118159783-1	chr2	118159685	118159883	+	0.000	0.000	Merged-chr2-118159783-1
Merged-chr6-17281526-83	chr6	17281095	17281960	+	0.000	0.000	Merged-chr6-17281526-83
Merged-chr4-89400416-12	chr4	89400187	89400627	+	0.000	0.000	Merged-chr4-89400416-12
Merged-chr15-31222442-41	chr15	31222061	31222658	+	0.000	0.000	Merged-chr15-31222442-41
Merged-chr17-79354846-10	chr17	79354706	79354992	+	0.000	0.000	Merged-chr17-79354846-10
Merged-chr6-142554574-12	chr6	142554187	142554842	+	0.000	0.000	Merged-chr6-142554574-12
Merged-chr15-34237471-2	chr15	34237330	34237614	+	0.000	0.000	Merged-chr15-34237471-2
Merged-chr2-79250186-5	chr2	79250051	79250310	+	0.000	0.000	Merged-chr2-79250186-5
Merged-chr11-114876342-13	chr11	114876095	114876568	+	0.000	0.000	Merged-chr11-114876342-13
Merged-chr3-40800246-87	chr3	40799963	40800487	+	0.000	0.000	Merged-chr3-40800246-87
Merged-chr13-114894914-23	chr13	114894666	114895310	+	0.000	0.000	Merged-chr13-114894914-23
Merged-chr14-120479008-3	chr14	120478881	120479167	+	0.000	0.000	Merged-chr14-120479008-3
Merged-chr17-50158722-59	chr17	50158309	50159007	+	0.000	0.000	Merged-chr17-50158722-59
Merged-chr9-123678661-32	chr9	123678424	123678920	+	0.000	0.000	Merged-chr9-123678661-32
Merged-chr6-135444883-36	chr6	135444656	135445163	+	0.000	0.000	Merged-chr6-135444883-36
Merged-chr2-3284320-138	chr2	3283894	3284581	+	0.000	0.000	Merged-chr2-3284320-138
Merged-chr2-4882192-160	chr2	4881584	4882768	+	0.000	0.000	Merged-chr2-4882192-160
Merged-chr11-53770148-86	chr11	53769741	53770826	+	0.000	0.000	Merged-chr11-53770148-86
Merged-chr5-129779227-46	chr5	129778864	129779438	+	0.000	0.000	Merged-chr5-129779227-46
Merged-chr2-128122679-7	chr2	128122497	128122834	+	0.000	0.000	Merged-chr2-128122679-7
Merged-chr12-32285209-18	chr12	32285013	32285441	+	0.000	0.000	Merged-chr12-32285209-18
Merged-chr3-102715322-54	chr3	102715066	102715559	+	0.000	0.000	Merged-chr3-102715322-54
Merged-chr5-104982403-2	chr5	104982289	104982519	+	0.000	0.000	Merged-chr5-104982403-2
Merged-chr5-32104376-51	chr5	32104173	32104605	+	0.000	0.000	Merged-chr5-32104376-51
Merged-chr10-117864903-52	chr10	117864576	117865207	+	0.000	0.000	Merged-chr10-117864903-52
Merged-chr10-8370203-10	chr10	8370010	8370345	+	0.000	0.000	Merged-chr10-8370203-10
Merged-chr4-135494610-66	chr4	135494042	135494887	+	0.000	0.000	Merged-chr4-135494610-66
Merged-chr6-66537446-1	chr6	66537348	66537546	+	0.000	0.000	Merged-chr6-66537446-1
Merged-chr3-144134560-2	chr3	144134441	144134682	+	0.000	0.000	Merged-chr3-144134560-2
Merged-chr9-54612474-11	chr9	54612355	54612610	+	0.000	0.000	Merged-chr9-54612474-11
Merged-chr9-69165370-48	chr9	69164559	69165742	+	0.000	0.000	Merged-chr9-69165370-48
Merged-chr6-137604948-13	chr6	137604747	137605202	+	0.000	0.000	Merged-chr6-137604948-13
Merged-chr1-176845739-2	chr1	176845604	176845876	+	0.000	0.000	Merged-chr1-176845739-2
Merged-chr6-51509825-65	chr6	51509296	51510323	+	0.000	0.000	Merged-chr6-51509825-65
Merged-chr2-72406907-14	chr2	72406673	72407105	+	0.000	0.000	Merged-chr2-72406907-14
Merged-chr11-87579307-1	chr11	87579209	87579407	+	0.000	0.000	Merged-chr11-87579307-1
Merged-chr1-127628999-1	chr1	127628901	127629099	+	0.000	0.000	Merged-chr1-127628999-1
Merged-chr14-100459597-88	chr14	100459147	100460107	+	0.000	0.000	Merged-chr14-100459597-88
Merged-chr18-14683042-2	chr18	14682944	14683142	+	0.000	0.000	Merged-chr18-14683042-2
Merged-chr11-46421538-60	chr11	46421244	46421869	+	0.000	0.000	Merged-chr11-46421538-60
Merged-chrX-109013241-158	chrX	109012657	109013756	+	0.000	0.000	Merged-chrX-109013241-158
Merged-chr10-77288922-8	chr10	77288780	77289104	+	0.000	0.000	Merged-chr10-77288922-8
Merged-chr10-7667535-49	chr10	7667290	7667802	+	0.000	0.000	Merged-chr10-7667535-49
Merged-chr2-75670083-1	chr2	75669985	75670183	+	0.000	0.000	Merged-chr2-75670083-1
Merged-chr10-68053913-1	chr10	68053815	68054013	+	0.000	0.000	Merged-chr10-68053913-1
Merged-chr13-102175650-1	chr13	102175552	102175750	+	0.000	0.000	Merged-chr13-102175650-1
Merged-chr14-67716021-91	chr14	67715674	67716257	+	0.000	0.000	Merged-chr14-67716021-91
Merged-chr4-24496528-78	chr4	24496112	24496740	+	0.000	0.000	Merged-chr4-24496528-78
Merged-chr3-136670047-60	chr3	136669564	136670319	+	0.000	0.000	Merged-chr3-136670047-60
Merged-chr3-135212470-74	chr3	135212171	135212760	+	0.000	0.000	Merged-chr3-135212470-74
Merged-chr9-41153398-36	chr9	41153084	41153785	+	0.000	0.000	Merged-chr9-41153398-36
Merged-chr2-121355266-61	chr2	121355032	121355554	+	0.000	0.000	Merged-chr2-121355266-61
Merged-chr13-106998870-40	chr13	106998638	106999103	+	0.000	0.000	Merged-chr13-106998870-40
Merged-chr7-25826984-1	chr7	25826886	25827084	+	0.000	0.000	Merged-chr7-25826984-1
Merged-chr17-86801996-47	chr17	86801737	86802259	+	0.000	0.000	Merged-chr17-86801996-47
Merged-chr8-124317867-82	chr8	124317590	124318219	+	0.000	0.000	Merged-chr8-124317867-82
Merged-chr15-96778537-47	chr15	96778299	96778738	+	0.000	0.000	Merged-chr15-96778537-47
Merged-chr6-135436569-8	chr6	135436417	135436788	+	0.000	0.000	Merged-chr6-135436569-8
Merged-chr15-84663201-26	chr15	84662954	84663447	+	0.000	0.000	Merged-chr15-84663201-26
Merged-chr5-21385058-34	chr5	21384559	21385409	+	0.000	0.000	Merged-chr5-21385058-34
Merged-chr14-60130504-4	chr14	60130257	60130741	+	0.000	0.000	Merged-chr14-60130504-4
Merged-chr1-120265266-63	chr1	120265001	120265528	+	0.000	0.000	Merged-chr1-120265266-63
Merged-chr7-105399855-131	chr7	105399587	105400384	+	0.000	0.000	Merged-chr7-105399855-131
Merged-chr11-82183511-55	chr11	82183300	82183808	+	0.000	0.000	Merged-chr11-82183511-55
Merged-chr2-26744468-4	chr2	26744361	26744580	+	0.000	0.000	Merged-chr2-26744468-4
Merged-chr1-93343253-109	chr1	93343020	93343698	+	0.000	0.000	Merged-chr1-93343253-109
Merged-chr6-135087974-38	chr6	135087734	135088230	+	0.000	0.000	Merged-chr6-135087974-38
Merged-chr14-59694915-1	chr14	59694817	59695015	+	0.000	0.000	Merged-chr14-59694915-1
Merged-chr13-62383171-58	chr13	62382830	62383435	+	0.000	0.000	Merged-chr13-62383171-58
Merged-chr17-12163028-32	chr17	12162792	12163264	+	0.000	0.000	Merged-chr17-12163028-32
Merged-chr11-67526987-43	chr11	67526696	67527423	+	0.000	0.000	Merged-chr11-67526987-43
Merged-chr3-89418493-51	chr3	89418286	89418770	+	0.000	0.000	Merged-chr3-89418493-51
Merged-chr19-40721772-1	chr19	40721674	40721872	+	0.000	0.000	Merged-chr19-40721772-1
Merged-chrX-134601254-82	chrX	134600920	134601533	+	0.000	0.000	Merged-chrX-134601254-82
Merged-chr13-30660147-64	chr13	30659847	30660395	+	0.000	0.000	Merged-chr13-30660147-64
Merged-chr9-106313051-17	chr9	106312792	106313249	+	0.000	0.000	Merged-chr9-106313051-17
Merged-chr8-124314112-1	chr8	124314014	124314212	+	0.000	0.000	Merged-chr8-124314112-1
Merged-chr1-55052728-71	chr1	55052355	55052978	+	0.000	0.000	Merged-chr1-55052728-71
Merged-chr3-65374986-1	chr3	65374888	65375086	+	0.000	0.000	Merged-chr3-65374986-1
Merged-chr1-43482907-14	chr1	43482715	43483139	+	0.000	0.000	Merged-chr1-43482907-14
Merged-chr11-6416116-138	chr11	6415941	6416341	+	0.000	0.000	Merged-chr11-6416116-138
Merged-chr13-95893381-2	chr13	95893245	95893520	+	0.000	0.000	Merged-chr13-95893381-2
Merged-chr2-156887103-59	chr2	156886555	156887431	+	0.000	0.000	Merged-chr2-156887103-59
Merged-chr3-137082022-1	chr3	137081924	137082122	+	0.000	0.000	Merged-chr3-137082022-1
Merged-chr7-123399982-6	chr7	123399784	123400150	+	0.000	0.000	Merged-chr7-123399982-6
Merged-chr3-59006146-15	chr3	59005608	59006609	+	0.000	0.000	Merged-chr3-59006146-15
Merged-chr9-35123035-17	chr9	35122863	35123247	+	0.000	0.000	Merged-chr9-35123035-17
Merged-chr1-119837262-93	chr1	119836712	119837654	+	0.000	0.000	Merged-chr1-119837262-93
Merged-chr16-44332712-87	chr16	44332342	44333131	+	0.000	0.000	Merged-chr16-44332712-87
Merged-chr13-5864867-1	chr13	5864769	5864967	+	0.000	0.000	Merged-chr13-5864867-1
Merged-chr6-115994893-69	chr6	115994359	115995234	+	0.000	0.000	Merged-chr6-115994893-69
Merged-chr15-36733808-27	chr15	36733637	36734150	+	0.000	0.000	Merged-chr15-36733808-27
Merged-chr16-64759519-1	chr16	64759421	64759619	+	0.000	0.000	Merged-chr16-64759519-1
Merged-chr1-189597091-1	chr1	189596993	189597191	+	0.000	0.000	Merged-chr1-189597091-1
Merged-chr4-145224828-1	chr4	145224730	145224928	+	0.000	0.000	Merged-chr4-145224828-1
Merged-chr7-16364476-48	chr7	16364219	16364728	+	0.000	0.000	Merged-chr7-16364476-48
Merged-chr17-87344693-70	chr17	87344364	87344924	+	0.000	0.000	Merged-chr17-87344693-70
Merged-chr1-93804092-59	chr1	93803698	93804460	+	0.000	0.000	Merged-chr1-93804092-59
Merged-chr5-33652283-110	chr5	33651967	33652578	+	0.000	0.000	Merged-chr5-33652283-110
Merged-chr4-135068016-12	chr4	135067868	135068180	+	0.000	0.000	Merged-chr4-135068016-12
Merged-chr4-44022551-59	chr4	44022300	44022885	+	0.000	0.000	Merged-chr4-44022551-59
Merged-chr13-24416141-118	chr13	24415483	24416928	+	0.000	0.000	Merged-chr13-24416141-118
Merged-chr5-4104538-75	chr5	4104269	4104893	+	0.000	0.000	Merged-chr5-4104538-75
Merged-chr10-117843991-52	chr10	117843698	117844243	+	0.000	0.000	Merged-chr10-117843991-52
Merged-chr2-103684902-15	chr2	103684523	103685388	+	0.000	0.000	Merged-chr2-103684902-15
Merged-chr2-148558603-15	chr2	148558302	148558773	+	0.000	0.000	Merged-chr2-148558603-15
Merged-chr3-96263071-120	chr3	96262767	96263441	+	0.000	0.000	Merged-chr3-96263071-120
Merged-chr19-18583788-5	chr19	18583653	18583905	+	0.000	0.000	Merged-chr19-18583788-5
Merged-chr2-121514944-1	chr2	121514846	121515044	+	0.000	0.000	Merged-chr2-121514944-1
Merged-chrX-77801758-16	chrX	77801517	77801984	+	0.000	0.000	Merged-chrX-77801758-16
Merged-chr13-95964370-69	chr13	95964109	95964627	+	0.000	0.000	Merged-chr13-95964370-69
Merged-chr17-79917226-25	chr17	79916878	79917548	+	0.000	0.000	Merged-chr17-79917226-25
Merged-chr11-22982151-60	chr11	22981910	22982320	+	0.000	0.000	Merged-chr11-22982151-60
Merged-chr17-50125394-33	chr17	50125133	50125672	+	0.000	0.000	Merged-chr17-50125394-33
Merged-chr10-44679817-10	chr10	44679659	44679997	+	0.000	0.000	Merged-chr10-44679817-10
Merged-chr13-60935285-22	chr13	60935005	60935548	+	0.000	0.000	Merged-chr13-60935285-22
Merged-chr4-43483689-52	chr4	43483383	43483957	+	0.000	0.000	Merged-chr4-43483689-52
Merged-chr6-54088359-21	chr6	54088163	54088569	+	0.000	0.000	Merged-chr6-54088359-21
Merged-chr9-37310989-20	chr9	37310744	37311240	+	0.000	0.000	Merged-chr9-37310989-20
Merged-chr10-83140838-15	chr10	83140684	83140984	+	0.000	0.000	Merged-chr10-83140838-15
Merged-chr19-40722467-30	chr19	40722145	40722722	+	0.000	0.000	Merged-chr19-40722467-30
Merged-chr19-40737260-25	chr19	40737099	40737442	+	0.000	0.000	Merged-chr19-40737260-25
Merged-chr3-86915418-7	chr3	86915252	86915558	+	0.000	0.000	Merged-chr3-86915418-7
Merged-chr4-8666905-29	chr4	8666751	8667199	+	0.000	0.000	Merged-chr4-8666905-29
Merged-chr1-160042538-15	chr1	160042372	160042715	+	0.000	0.000	Merged-chr1-160042538-15
Merged-chr1-191498446-41	chr1	191498168	191498685	+	0.000	0.000	Merged-chr1-191498446-41
Merged-chr9-124039143-13	chr9	124038984	124039337	+	0.000	0.000	Merged-chr9-124039143-13
Merged-chr19-38054631-113	chr19	38054320	38054932	+	0.000	0.000	Merged-chr19-38054631-113
Merged-chr2-163719480-37	chr2	163719275	163719678	+	0.000	0.000	Merged-chr2-163719480-37
Merged-chr1-153101655-26	chr1	153101461	153101876	+	0.000	0.000	Merged-chr1-153101655-26
Merged-chr7-128184822-3	chr7	128184704	128184952	+	0.000	0.000	Merged-chr7-128184822-3
Merged-chr8-104344230-45	chr8	104344046	104344404	+	0.000	0.000	Merged-chr8-104344230-45
Merged-chr13-95712941-67	chr13	95712525	95713165	+	0.000	0.000	Merged-chr13-95712941-67
Merged-chr5-123765693-26	chr5	123765475	123765944	+	0.000	0.000	Merged-chr5-123765693-26
Merged-chr10-42057428-21	chr10	42057095	42057676	+	0.000	0.000	Merged-chr10-42057428-21
Merged-chr11-73095625-2	chr11	73095521	73095731	+	0.000	0.000	Merged-chr11-73095625-2
Merged-chr18-14682593-172	chr18	14682343	14682921	+	0.000	0.000	Merged-chr18-14682593-172
Merged-chr2-57587301-16	chr2	57587149	57587482	+	0.000	0.000	Merged-chr2-57587301-16
Merged-chr2-152029501-52	chr2	152029130	152029936	+	0.000	0.000	Merged-chr2-152029501-52
Merged-chr18-67641400-76	chr18	67641150	67641674	+	0.000	0.000	Merged-chr18-67641400-76
Merged-chr11-104648786-9	chr11	104648631	104648919	+	0.000	0.000	Merged-chr11-104648786-9
Merged-chr15-80611666-31	chr15	80611442	80611901	+	0.000	0.000	Merged-chr15-80611666-31
Merged-chr8-83955457-59	chr8	83955247	83955638	+	0.000	0.000	Merged-chr8-83955457-59
Merged-chr13-110554072-2	chr13	110553913	110554234	+	0.000	0.000	Merged-chr13-110554072-2
Merged-chr2-11655377-58	chr2	11655210	11655580	+	0.000	0.000	Merged-chr2-11655377-58
Merged-chr2-66102335-49	chr2	66102078	66102742	+	0.000	0.000	Merged-chr2-66102335-49
Merged-chr1-133763303-37	chr1	133763109	133763531	+	0.000	0.000	Merged-chr1-133763303-37
Merged-chr14-47418232-53	chr14	47417962	47418489	+	0.000	0.000	Merged-chr14-47418232-53
Merged-chr15-98831395-87	chr15	98831166	98831939	+	0.000	0.000	Merged-chr15-98831395-87
Merged-chr8-13609323-22	chr8	13608843	13610038	+	0.000	0.000	Merged-chr8-13609323-22
Merged-chr11-104664090-22	chr11	104663840	104664288	+	0.000	0.000	Merged-chr11-104664090-22
Merged-chr17-50136209-46	chr17	50135961	50136439	+	0.000	0.000	Merged-chr17-50136209-46
Merged-chr16-64898423-6	chr16	64898218	64898578	+	0.000	0.000	Merged-chr16-64898423-6
Merged-chr5-137705432-32	chr5	137705262	137705598	+	0.000	0.000	Merged-chr5-137705432-32
Merged-chr15-36787774-3	chr15	36787640	36787905	+	0.000	0.000	Merged-chr15-36787774-3
