#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_III--ATAC_peaks.bed all.df.numx.c5-Bcl6KO_Th1_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Bcl6KO_Th1_vs_WT_Tfh.up.bed
Merged-chr12-73908126-110	chr12	73907699	73908816	+	0.000	0.000	Merged-chr12-73908126-110
Merged-chr3-129830361-1	chr3	129830263	129830461	+	0.000	0.000	Merged-chr3-129830361-1
Merged-chr2-68319886-32	chr2	68319644	68320139	+	0.000	0.000	Merged-chr2-68319886-32
Merged-chr7-19310248-55	chr7	19309951	19310438	+	0.000	0.000	Merged-chr7-19310248-55
Merged-chr6-134040595-1	chr6	134040497	134040695	+	0.000	0.000	Merged-chr6-134040595-1
Merged-chr2-34958312-48	chr2	34957998	34958562	+	0.000	0.000	Merged-chr2-34958312-48
Merged-chr10-118867305-2	chr10	118867151	118867462	+	0.000	0.000	Merged-chr10-118867305-2
Merged-chr5-148494934-110	chr5	148494561	148495532	+	0.000	0.000	Merged-chr5-148494934-110
Merged-chr1-171921445-86	chr1	171921180	171921692	+	0.000	0.000	Merged-chr1-171921445-86
Merged-chr17-42870691-4	chr17	42870575	42870805	+	0.000	0.000	Merged-chr17-42870691-4
Merged-chr11-69847152-1	chr11	69847054	69847252	+	0.000	0.000	Merged-chr11-69847152-1
Merged-chr6-134068734-14	chr6	134068518	134068880	+	0.000	0.000	Merged-chr6-134068734-14
Merged-chr1-131993308-10	chr1	131993111	131993457	+	0.000	0.000	Merged-chr1-131993308-10
Merged-chr6-125493098-13	chr6	125492791	125493371	+	0.000	0.000	Merged-chr6-125493098-13
Merged-chr6-143961927-1	chr6	143961829	143962027	+	0.000	0.000	Merged-chr6-143961927-1
Merged-chr9-48986864-3	chr9	48986749	48986973	+	0.000	0.000	Merged-chr9-48986864-3
Merged-chr9-48480601-54	chr9	48480351	48480927	+	0.000	0.000	Merged-chr9-48480601-54
Merged-chr9-53356792-29	chr9	53356536	53357014	+	0.000	0.000	Merged-chr9-53356792-29
Merged-chr12-81853682-19	chr12	81853482	81854067	+	0.000	0.000	Merged-chr12-81853682-19
Merged-chr10-127662313-49	chr10	127662011	127662612	+	0.000	0.000	Merged-chr10-127662313-49
Merged-chr1-191956552-42	chr1	191956308	191956761	+	0.000	0.000	Merged-chr1-191956552-42
Merged-chr7-73583891-58	chr7	73583501	73584312	+	0.000	0.000	Merged-chr7-73583891-58
Merged-chr13-117051602-40	chr13	117051369	117051835	+	0.000	0.000	Merged-chr13-117051602-40
Merged-chr14-103363341-36	chr14	103363128	103363580	+	0.000	0.000	Merged-chr14-103363341-36
Merged-chr3-95650788-36	chr3	95650483	95651280	+	0.000	0.000	Merged-chr3-95650788-36
Merged-chr11-115814180-82	chr11	115813655	115814540	+	0.000	0.000	Merged-chr11-115814180-82
Merged-chr4-144906777-28	chr4	144906578	144906978	+	0.000	0.000	Merged-chr4-144906777-28
Merged-chr10-42862533-53	chr10	42862242	42862825	+	0.000	0.000	Merged-chr10-42862533-53
Merged-chr15-78913955-53	chr15	78913698	78914184	+	0.000	0.000	Merged-chr15-78913955-53
Merged-chr19-40819012-30	chr19	40818824	40819272	+	0.000	0.000	Merged-chr19-40819012-30
Merged-chr8-125752507-1	chr8	125752409	125752607	+	0.000	0.000	Merged-chr8-125752507-1
Merged-chr3-37173489-44	chr3	37173240	37173898	+	0.000	0.000	Merged-chr3-37173489-44
Merged-chr17-33982318-5	chr17	33982153	33982508	+	0.000	0.000	Merged-chr17-33982318-5
Merged-chr7-143627990-12	chr7	143627748	143628298	+	0.000	0.000	Merged-chr7-143627990-12
Merged-chr4-32160945-10	chr4	32160712	32161209	+	0.000	0.000	Merged-chr4-32160945-10
Merged-chr3-94953960-56	chr3	94953457	94954268	+	0.000	0.000	Merged-chr3-94953960-56
Merged-chr6-143914805-1	chr6	143914707	143914905	+	0.000	0.000	Merged-chr6-143914805-1
Merged-chr16-94240379-2	chr16	94240278	94240483	+	0.000	0.000	Merged-chr16-94240379-2
Merged-chr1-138564947-10	chr1	138564827	138565069	+	0.000	0.000	Merged-chr1-138564947-10
Merged-chr9-53436232-20	chr9	53436002	53436521	+	0.000	0.000	Merged-chr9-53436232-20
Merged-chr7-81320014-23	chr7	81319741	81320207	+	0.000	0.000	Merged-chr7-81320014-23
Merged-chr12-51887733-83	chr12	51887442	51888106	+	0.000	0.000	Merged-chr12-51887733-83
Merged-chr3-126597082-207	chr3	126596488	126597388	+	0.000	0.000	Merged-chr3-126597082-207
Merged-chr1-127319416-1	chr1	127319318	127319516	+	0.000	0.000	Merged-chr1-127319416-1
Merged-chr13-117048588-56	chr13	117048167	117048843	+	0.000	0.000	Merged-chr13-117048588-56
Merged-chr19-10555854-44	chr19	10555601	10556121	+	0.000	0.000	Merged-chr19-10555854-44
Merged-chr13-42052204-127	chr13	42052027	42052495	+	0.000	0.000	Merged-chr13-42052204-127
Merged-chr10-117629481-71	chr10	117629186	117629692	+	0.000	0.000	Merged-chr10-117629481-71
Merged-chr1-55436784-5	chr1	55436640	55436952	+	0.000	0.000	Merged-chr1-55436784-5
Merged-chr11-77489748-14	chr11	77489504	77490066	+	0.000	0.000	Merged-chr11-77489748-14
Merged-chr19-41895947-91	chr19	41895603	41896230	+	0.000	0.000	Merged-chr19-41895947-91
Merged-chr8-128320967-22	chr8	128320749	128321186	+	0.000	0.000	Merged-chr8-128320967-22
Merged-chr3-37157248-37	chr3	37157071	37157427	+	0.000	0.000	Merged-chr3-37157248-37
Merged-chr10-19171527-11	chr10	19171376	19171731	+	0.000	0.000	Merged-chr10-19171527-11
Merged-chr9-94993790-30	chr9	94993515	94994035	+	0.000	0.000	Merged-chr9-94993790-30
Merged-chr16-94239755-12	chr16	94239554	94239955	+	0.000	0.000	Merged-chr16-94239755-12
Merged-chr2-34982434-20	chr2	34982215	34982609	+	0.000	0.000	Merged-chr2-34982434-20
Merged-chr3-52298855-38	chr3	52298596	52299136	+	0.000	0.000	Merged-chr3-52298855-38
Merged-chr9-53346409-3	chr9	53346187	53346594	+	0.000	0.000	Merged-chr9-53346409-3
Merged-chr11-97821849-44	chr11	97821659	97822135	+	0.000	0.000	Merged-chr11-97821849-44
Merged-chr10-127603833-11	chr10	127603518	127604278	+	0.000	0.000	Merged-chr10-127603833-11
Merged-chr15-59596634-94	chr15	59596176	59597224	+	0.000	0.000	Merged-chr15-59596634-94
Merged-chr10-19187840-1	chr10	19187742	19187940	+	0.000	0.000	Merged-chr10-19187840-1
Merged-chr9-41073372-94	chr9	41072672	41073848	+	0.000	0.000	Merged-chr9-41073372-94
Merged-chr9-62354040-45	chr9	62353836	62354240	+	0.000	0.000	Merged-chr9-62354040-45
Merged-chr6-88769402-8	chr6	88769211	88769558	+	0.000	0.000	Merged-chr6-88769402-8
Merged-chr6-144269959-70	chr6	144269282	144270667	+	0.000	0.000	Merged-chr6-144269959-70
Merged-chr19-43940128-49	chr19	43939878	43940368	+	0.000	0.000	Merged-chr19-43940128-49
Merged-chr14-78420348-7	chr14	78420180	78420518	+	0.000	0.000	Merged-chr14-78420348-7
Merged-chr17-3082994-35	chr17	3082865	3083140	+	0.000	0.000	Merged-chr17-3082994-35
Merged-chr15-59650055-1	chr15	59649957	59650155	+	0.000	0.000	Merged-chr15-59650055-1
Merged-chr11-4096720-48	chr11	4096494	4096945	+	0.000	0.000	Merged-chr11-4096720-48
Merged-chr14-52023136-61	chr14	52022952	52023314	+	0.000	0.000	Merged-chr14-52023136-61
Merged-chr1-178336064-1	chr1	178335966	178336164	+	0.000	0.000	Merged-chr1-178336064-1
Merged-chr9-114509981-26	chr9	114509708	114510184	+	0.000	0.000	Merged-chr9-114509981-26
Merged-chr19-40818282-1	chr19	40818184	40818382	+	0.000	0.000	Merged-chr19-40818282-1
Merged-chr2-77264775-7	chr2	77264551	77265032	+	0.000	0.000	Merged-chr2-77264775-7
Merged-chr5-75792010-32	chr5	75791628	75792654	+	0.000	0.000	Merged-chr5-75792010-32
Merged-chr15-78915861-11	chr15	78915623	78916029	+	0.000	0.000	Merged-chr15-78915861-11
Merged-chr9-14080056-3	chr9	14079956	14080158	+	0.000	0.000	Merged-chr9-14080056-3
Merged-chr2-34962465-3	chr2	34962367	34962565	+	0.000	0.000	Merged-chr2-34962465-3
Merged-chr11-70597550-26	chr11	70597364	70597747	+	0.000	0.000	Merged-chr11-70597550-26
Merged-chr9-62348235-9	chr9	62348123	62348358	+	0.000	0.000	Merged-chr9-62348235-9
Merged-chr2-75685689-38	chr2	75685457	75685875	+	0.000	0.000	Merged-chr2-75685689-38
Merged-chr5-120777652-8	chr5	120777394	120777819	+	0.000	0.000	Merged-chr5-120777652-8
Merged-chr1-138560382-26	chr1	138560201	138560558	+	0.000	0.000	Merged-chr1-138560382-26
Merged-chr7-25780138-19	chr7	25779961	25780352	+	0.000	0.000	Merged-chr7-25780138-19
Merged-chr18-7869140-116	chr18	7868708	7869455	+	0.000	0.000	Merged-chr18-7869140-116
Merged-chr1-55489612-12	chr1	55489447	55489806	+	0.000	0.000	Merged-chr1-55489612-12
Merged-chr9-42039131-7	chr9	42038966	42039305	+	0.000	0.000	Merged-chr9-42039131-7
Merged-chr2-68471266-4	chr2	68471144	68471390	+	0.000	0.000	Merged-chr2-68471266-4
Merged-chr2-23540156-12	chr2	23540001	23540295	+	0.000	0.000	Merged-chr2-23540156-12
Merged-chr7-30194867-53	chr7	30194318	30195235	+	0.000	0.000	Merged-chr7-30194867-53
Merged-chr9-94682432-40	chr9	94682211	94682673	+	0.000	0.000	Merged-chr9-94682432-40
Merged-chr15-58655104-54	chr15	58654874	58655354	+	0.000	0.000	Merged-chr15-58655104-54
Merged-chr6-134037174-7	chr6	134037017	134037386	+	0.000	0.000	Merged-chr6-134037174-7
Merged-chr11-70594778-39	chr11	70594565	70595009	+	0.000	0.000	Merged-chr11-70594778-39
Merged-chr9-41078542-5	chr9	41078429	41078652	+	0.000	0.000	Merged-chr9-41078542-5
Merged-chr16-32614269-9	chr16	32614121	32614441	+	0.000	0.000	Merged-chr16-32614269-9
Merged-chr5-65091600-42	chr5	65091365	65091838	+	0.000	0.000	Merged-chr5-65091600-42
Merged-chr2-62441216-45	chr2	62440993	62441408	+	0.000	0.000	Merged-chr2-62441216-45
Merged-chr18-80492606-36	chr18	80492452	80492785	+	0.000	0.000	Merged-chr18-80492606-36
Merged-chr5-123382042-18	chr5	123381842	123382249	+	0.000	0.000	Merged-chr5-123382042-18
Merged-chr10-19171994-39	chr10	19171760	19172188	+	0.000	0.000	Merged-chr10-19171994-39
Merged-chr12-13508859-14	chr12	13508663	13509163	+	0.000	0.000	Merged-chr12-13508859-14
Merged-chr11-101316251-71	chr11	101315843	101316640	+	0.000	0.000	Merged-chr11-101316251-71
Merged-chrX-9272776-84	chrX	9272464	9273083	+	0.000	0.000	Merged-chrX-9272776-84
Merged-chr8-71535871-5	chr8	71535685	71536071	+	0.000	0.000	Merged-chr8-71535871-5
Merged-chr11-77483872-51	chr11	77483576	77484235	+	0.000	0.000	Merged-chr11-77483872-51
Merged-chr15-76576495-44	chr15	76576162	76577075	+	0.000	0.000	Merged-chr15-76576495-44
Merged-chr1-138559796-44	chr1	138559583	138560080	+	0.000	0.000	Merged-chr1-138559796-44
Merged-chr14-121931088-62	chr14	121930795	121931485	+	0.000	0.000	Merged-chr14-121931088-62
Merged-chr17-56291357-21	chr17	56291182	56291510	+	0.000	0.000	Merged-chr17-56291357-21
Merged-chr1-189879850-1	chr1	189879752	189879950	+	0.000	0.000	Merged-chr1-189879850-1
Merged-chr7-80176723-11	chr7	80176395	80177024	+	0.000	0.000	Merged-chr7-80176723-11
Merged-chr11-49204089-8	chr11	49203953	49204235	+	0.000	0.000	Merged-chr11-49204089-8
Merged-chr9-41072439-1	chr9	41072341	41072539	+	0.000	0.000	Merged-chr9-41072439-1
Merged-chr9-106477001-83	chr9	106476640	106477382	+	0.000	0.000	Merged-chr9-106477001-83
Merged-chr2-75689231-12	chr2	75689014	75689598	+	0.000	0.000	Merged-chr2-75689231-12
Merged-chr5-148493203-2	chr5	148493077	148493332	+	0.000	0.000	Merged-chr5-148493203-2
Merged-chr9-101074267-139	chr9	101073906	101074944	+	0.000	0.000	Merged-chr9-101074267-139
Merged-chr5-105877867-21	chr5	105877600	105878092	+	0.000	0.000	Merged-chr5-105877867-21
Merged-chr12-73881688-45	chr12	73881397	73881894	+	0.000	0.000	Merged-chr12-73881688-45
Merged-chr11-4289401-53	chr11	4289183	4289605	+	0.000	0.000	Merged-chr11-4289401-53
Merged-chr15-100041805-84	chr15	100041156	100042194	+	0.000	0.000	Merged-chr15-100041805-84
Merged-chr19-6869528-29	chr19	6869268	6869727	+	0.000	0.000	Merged-chr19-6869528-29
Merged-chr11-54972474-51	chr11	54972175	54972855	+	0.000	0.000	Merged-chr11-54972474-51
Merged-chr9-110132063-73	chr9	110131809	110132305	+	0.000	0.000	Merged-chr9-110132063-73
Merged-chr13-91461110-110	chr13	91460681	91461478	+	0.000	0.000	Merged-chr13-91461110-110
Merged-chr15-62038583-121	chr15	62037767	62039413	+	0.000	0.000	Merged-chr15-62038583-121
Merged-chr16-14439328-12	chr16	14439072	14439508	+	0.000	0.000	Merged-chr16-14439328-12
Merged-chr12-113221567-2	chr12	113221463	113221674	+	0.000	0.000	Merged-chr12-113221567-2
Merged-chr9-14498849-2	chr9	14498736	14498964	+	0.000	0.000	Merged-chr9-14498849-2
Merged-chr9-53818897-24	chr9	53818731	53819059	+	0.000	0.000	Merged-chr9-53818897-24
Merged-chr9-14088046-43	chr9	14087819	14088327	+	0.000	0.000	Merged-chr9-14088046-43
Merged-chr12-36155639-21	chr12	36155273	36156055	+	0.000	0.000	Merged-chr12-36155639-21
Merged-chr4-32335883-56	chr4	32335604	32336164	+	0.000	0.000	Merged-chr4-32335883-56
Merged-chr13-117206316-8	chr13	117206154	117206480	+	0.000	0.000	Merged-chr13-117206316-8
Merged-chr2-17845339-45	chr2	17845134	17845562	+	0.000	0.000	Merged-chr2-17845339-45
Merged-chr15-99702299-64	chr15	99701966	99702732	+	0.000	0.000	Merged-chr15-99702299-64
Merged-chr7-80183609-6	chr7	80183485	80183733	+	0.000	0.000	Merged-chr7-80183609-6
Merged-chr18-70478078-27	chr18	70477829	70478253	+	0.000	0.000	Merged-chr18-70478078-27
Merged-chr8-125720220-10	chr8	125720006	125720399	+	0.000	0.000	Merged-chr8-125720220-10
Merged-chr18-24206447-6	chr18	24206293	24206681	+	0.000	0.000	Merged-chr18-24206447-6
Merged-chr16-18075425-17	chr16	18075252	18075619	+	0.000	0.000	Merged-chr16-18075425-17
Merged-chr5-105636927-69	chr5	105636694	105637196	+	0.000	0.000	Merged-chr5-105636927-69
Merged-chr8-126693986-5	chr8	126693780	126694201	+	0.000	0.000	Merged-chr8-126693986-5
Merged-chr5-134445374-16	chr5	134445183	134445559	+	0.000	0.000	Merged-chr5-134445374-16
Merged-chr17-35423448-36	chr17	35423212	35423734	+	0.000	0.000	Merged-chr17-35423448-36
Merged-chr7-24617959-10	chr7	24617787	24618104	+	0.000	0.000	Merged-chr7-24617959-10
Merged-chr18-65099318-13	chr18	65099130	65099533	+	0.000	0.000	Merged-chr18-65099318-13
Merged-chr5-148489625-52	chr5	148489264	148489849	+	0.000	0.000	Merged-chr5-148489625-52
Merged-chr8-121907786-62	chr8	121907581	121908032	+	0.000	0.000	Merged-chr8-121907786-62
Merged-chr11-84829158-56	chr11	84828852	84829486	+	0.000	0.000	Merged-chr11-84829158-56
Merged-chr11-52098997-87	chr11	52098416	52099471	+	0.000	0.000	Merged-chr11-52098997-87
Merged-chr11-115153968-54	chr11	115153757	115154260	+	0.000	0.000	Merged-chr11-115153968-54
Merged-chrX-7841668-98	chrX	7841406	7841994	+	0.000	0.000	Merged-chrX-7841668-98
Merged-chr2-29252821-93	chr2	29252194	29253429	+	0.000	0.000	Merged-chr2-29252821-93
Merged-chr4-11156378-59	chr4	11156181	11156617	+	0.000	0.000	Merged-chr4-11156378-59
Merged-chr9-58275627-82	chr9	58275215	58276126	+	0.000	0.000	Merged-chr9-58275627-82
Merged-chr15-58685209-108	chr15	58684596	58686059	+	0.000	0.000	Merged-chr15-58685209-108
Merged-chr17-80632464-23	chr17	80632265	80632685	+	0.000	0.000	Merged-chr17-80632464-23
Merged-chr11-3150858-4	chr11	3150709	3150989	+	0.000	0.000	Merged-chr11-3150858-4
Merged-chr5-134494514-28	chr5	134494318	134494655	+	0.000	0.000	Merged-chr5-134494514-28
Merged-chr7-101108593-67	chr7	101108245	101109060	+	0.000	0.000	Merged-chr7-101108593-67
Merged-chr3-126609975-57	chr3	126609660	126610291	+	0.000	0.000	Merged-chr3-126609975-57
Merged-chr8-88604204-17	chr8	88604035	88604410	+	0.000	0.000	Merged-chr8-88604204-17
Merged-chr15-82899429-110	chr15	82898850	82899682	+	0.000	0.000	Merged-chr15-82899429-110
Merged-chr11-106674818-63	chr11	106674360	106675173	+	0.000	0.000	Merged-chr11-106674818-63
Merged-chr7-81829140-123	chr7	81828539	81829776	+	0.000	0.000	Merged-chr7-81829140-123
Merged-chr5-105244982-37	chr5	105244782	105245286	+	0.000	0.000	Merged-chr5-105244982-37
Merged-chr10-80656566-55	chr10	80656328	80656887	+	0.000	0.000	Merged-chr10-80656566-55
Merged-chr5-120779287-23	chr5	120779015	120779499	+	0.000	0.000	Merged-chr5-120779287-23
Merged-chr4-32149076-96	chr4	32148849	32149333	+	0.000	0.000	Merged-chr4-32149076-96
Merged-chr4-32335031-5	chr4	32334825	32335309	+	0.000	0.000	Merged-chr4-32335031-5
Merged-chr1-36309720-44	chr1	36309290	36309973	+	0.000	0.000	Merged-chr1-36309720-44
Merged-chr13-21362890-33	chr13	21362651	21363161	+	0.000	0.000	Merged-chr13-21362890-33
Merged-chr14-121934636-24	chr14	121934496	121934907	+	0.000	0.000	Merged-chr14-121934636-24
Merged-chr5-3928425-98	chr5	3928079	3928654	+	0.000	0.000	Merged-chr5-3928425-98
Merged-chr9-62420075-10	chr9	62419935	62420224	+	0.000	0.000	Merged-chr9-62420075-10
Merged-chr4-32351607-40	chr4	32351278	32351914	+	0.000	0.000	Merged-chr4-32351607-40
Merged-chr17-84186814-6	chr17	84186633	84187050	+	0.000	0.000	Merged-chr17-84186814-6
Merged-chrX-7878266-57	chrX	7877927	7878545	+	0.000	0.000	Merged-chrX-7878266-57
Merged-chr4-136602506-88	chr4	136601875	136603009	+	0.000	0.000	Merged-chr4-136602506-88
Merged-chr16-11253273-5	chr16	11253151	11253428	+	0.000	0.000	Merged-chr16-11253273-5
Merged-chr3-95669045-44	chr3	95668668	95669450	+	0.000	0.000	Merged-chr3-95669045-44
Merged-chr1-182362940-5	chr1	182362722	182363149	+	0.000	0.000	Merged-chr1-182362940-5
Merged-chr3-126663698-16	chr3	126663472	126663889	+	0.000	0.000	Merged-chr3-126663698-16
Merged-chr9-121317284-25	chr9	121317018	121317533	+	0.000	0.000	Merged-chr9-121317284-25
Merged-chr19-29391437-12	chr19	29391220	29391622	+	0.000	0.000	Merged-chr19-29391437-12
Merged-chr1-36321937-14	chr1	36321737	36322182	+	0.000	0.000	Merged-chr1-36321937-14
Merged-chr11-79141624-10	chr11	79141347	79141755	+	0.000	0.000	Merged-chr11-79141624-10
Merged-chr15-58824462-1	chr15	58824364	58824562	+	0.000	0.000	Merged-chr15-58824462-1
Merged-chr17-84181390-116	chr17	84180814	84181877	+	0.000	0.000	Merged-chr17-84181390-116
Merged-chr13-117211586-48	chr13	117211317	117211775	+	0.000	0.000	Merged-chr13-117211586-48
Merged-chr2-3912872-30	chr2	3912668	3913062	+	0.000	0.000	Merged-chr2-3912872-30
Merged-chr5-105715715-26	chr5	105715543	105715877	+	0.000	0.000	Merged-chr5-105715715-26
Merged-chr5-148595295-34	chr5	148595037	148595514	+	0.000	0.000	Merged-chr5-148595295-34
Merged-chr1-60098100-129	chr1	60097817	60098326	+	0.000	0.000	Merged-chr1-60098100-129
Merged-chr16-57131008-16	chr16	57130697	57131269	+	0.000	0.000	Merged-chr16-57131008-16
Merged-chr12-73842345-69	chr12	73842150	73842524	+	0.000	0.000	Merged-chr12-73842345-69
Merged-chr11-106716812-28	chr11	106716519	106717053	+	0.000	0.000	Merged-chr11-106716812-28
Merged-chr11-77491322-26	chr11	77491146	77491548	+	0.000	0.000	Merged-chr11-77491322-26
Merged-chr1-173490646-4	chr1	173490548	173490746	+	0.000	0.000	Merged-chr1-173490646-4
Merged-chr17-28328668-59	chr17	28328373	28328933	+	0.000	0.000	Merged-chr17-28328668-59
Merged-chr7-19301290-62	chr7	19300618	19301996	+	0.000	0.000	Merged-chr7-19301290-62
Merged-chr10-128626682-76	chr10	128626369	128626923	+	0.000	0.000	Merged-chr10-128626682-76
Merged-chr11-106687558-7	chr11	106687355	106687817	+	0.000	0.000	Merged-chr11-106687558-7
Merged-chr16-5050226-109	chr16	5049950	5050483	+	0.000	0.000	Merged-chr16-5050226-109
Merged-chr3-126690917-48	chr3	126690697	126691236	+	0.000	0.000	Merged-chr3-126690917-48
Merged-chr8-126582785-35	chr8	126582604	126582992	+	0.000	0.000	Merged-chr8-126582785-35
Merged-chr11-116389441-52	chr11	116389191	116389690	+	0.000	0.000	Merged-chr11-116389441-52
Merged-chr9-21526182-42	chr9	21525843	21526450	+	0.000	0.000	Merged-chr9-21526182-42
Merged-chr4-32343944-58	chr4	32343633	32344236	+	0.000	0.000	Merged-chr4-32343944-58
Merged-chr17-8255138-10	chr17	8255004	8255257	+	0.000	0.000	Merged-chr17-8255138-10
Merged-chr1-105663837-98	chr1	105663489	105664165	+	0.000	0.000	Merged-chr1-105663837-98
Merged-chr2-16611911-2	chr2	16611810	16612015	+	0.000	0.000	Merged-chr2-16611911-2
Merged-chr5-75044293-102	chr5	75043890	75044850	+	0.000	0.000	Merged-chr5-75044293-102
Merged-chr1-162550142-17	chr1	162549959	162550291	+	0.000	0.000	Merged-chr1-162550142-17
Merged-chr16-10784438-1	chr16	10784340	10784538	+	0.000	0.000	Merged-chr16-10784438-1
Merged-chr18-7518815-4	chr18	7518623	7518973	+	0.000	0.000	Merged-chr18-7518815-4
Merged-chr2-34963403-108	chr2	34962900	34963867	+	0.000	0.000	Merged-chr2-34963403-108
Merged-chr3-52343640-60	chr3	52343205	52343998	+	0.000	0.000	Merged-chr3-52343640-60
Merged-chr17-84185833-1	chr17	84185735	84185933	+	0.000	0.000	Merged-chr17-84185833-1
Merged-chr1-44122465-48	chr1	44122309	44122644	+	0.000	0.000	Merged-chr1-44122465-48
Merged-chr4-126861919-23	chr4	126861701	126862218	+	0.000	0.000	Merged-chr4-126861919-23
Merged-chr4-32176829-5	chr4	32176602	32177043	+	0.000	0.000	Merged-chr4-32176829-5
Merged-chr1-71576177-1	chr1	71576079	71576277	+	0.000	0.000	Merged-chr1-71576177-1
Merged-chr4-144893219-11	chr4	144893007	144893408	+	0.000	0.000	Merged-chr4-144893219-11
Merged-chr15-59679234-16	chr15	59678973	59679428	+	0.000	0.000	Merged-chr15-59679234-16
Merged-chr2-68382520-132	chr2	68382095	68383117	+	0.000	0.000	Merged-chr2-68382520-132
Merged-chr1-189891823-1	chr1	189891725	189891923	+	0.000	0.000	Merged-chr1-189891823-1
Merged-chr11-54956037-55	chr11	54955828	54956235	+	0.000	0.000	Merged-chr11-54956037-55
Merged-chr17-42943646-37	chr17	42943421	42943913	+	0.000	0.000	Merged-chr17-42943646-37
Merged-chr18-80496628-2	chr18	80496442	80496816	+	0.000	0.000	Merged-chr18-80496628-2
Merged-chr4-11156857-34	chr4	11156686	11157062	+	0.000	0.000	Merged-chr4-11156857-34
Merged-chr16-18073888-8	chr16	18073740	18074146	+	0.000	0.000	Merged-chr16-18073888-8
Merged-chr2-68430660-54	chr2	68430432	68430905	+	0.000	0.000	Merged-chr2-68430660-54
Merged-chr11-116412370-1	chr11	116412272	116412470	+	0.000	0.000	Merged-chr11-116412370-1
Merged-chr11-52080171-5	chr11	52080010	52080302	+	0.000	0.000	Merged-chr11-52080171-5
Merged-chr8-15028186-3	chr8	15028002	15028332	+	0.000	0.000	Merged-chr8-15028186-3
Merged-chr4-11157562-36	chr4	11157329	11157843	+	0.000	0.000	Merged-chr4-11157562-36
Merged-chr4-123411950-84	chr4	123411702	123412267	+	0.000	0.000	Merged-chr4-123411950-84
Merged-chr1-82832305-128	chr1	82831720	82832859	+	0.000	0.000	Merged-chr1-82832305-128
Merged-chr5-100672129-2	chr5	100672026	100672235	+	0.000	0.000	Merged-chr5-100672129-2
Merged-chr10-111232548-22	chr10	111232272	111232780	+	0.000	0.000	Merged-chr10-111232548-22
Merged-chr9-95154225-2	chr9	95154114	95154339	+	0.000	0.000	Merged-chr9-95154225-2
Merged-chr11-52232101-58	chr11	52231767	52232365	+	0.000	0.000	Merged-chr11-52232101-58
Merged-chr9-58280700-28	chr9	58280528	58281025	+	0.000	0.000	Merged-chr9-58280700-28
Merged-chr11-3123937-74	chr11	3123711	3124377	+	0.000	0.000	Merged-chr11-3123937-74
Merged-chr11-31671882-56	chr11	31671628	31672194	+	0.000	0.000	Merged-chr11-31671882-56
Merged-chr15-12322810-12	chr15	12322588	12323112	+	0.000	0.000	Merged-chr15-12322810-12
Merged-chr2-120478897-19	chr2	120478699	120479174	+	0.000	0.000	Merged-chr2-120478897-19
Merged-chr18-24205400-15	chr18	24205186	24205539	+	0.000	0.000	Merged-chr18-24205400-15
Merged-chr6-121247253-8	chr6	121246968	121247618	+	0.000	0.000	Merged-chr6-121247253-8
Merged-chr9-121298802-91	chr9	121298145	121299668	+	0.000	0.000	Merged-chr9-121298802-91
Merged-chr10-94849631-1	chr10	94849533	94849731	+	0.000	0.000	Merged-chr10-94849631-1
Merged-chr15-3994865-9	chr15	3994710	3995014	+	0.000	0.000	Merged-chr15-3994865-9
Merged-chr7-4651775-26	chr7	4651513	4651999	+	0.000	0.000	Merged-chr7-4651775-26
Merged-chr1-162548502-61	chr1	162548265	162548841	+	0.000	0.000	Merged-chr1-162548502-61
Merged-chr19-16781022-84	chr19	16780714	16781364	+	0.000	0.000	Merged-chr19-16781022-84
Merged-chr14-18271014-66	chr14	18270773	18271327	+	0.000	0.000	Merged-chr14-18271014-66
Merged-chr9-62373386-1	chr9	62373288	62373486	+	0.000	0.000	Merged-chr9-62373386-1
Merged-chr10-117627744-48	chr10	117627496	117627983	+	0.000	0.000	Merged-chr10-117627744-48
Merged-chr15-86033136-7	chr15	86032913	86033507	+	0.000	0.000	Merged-chr15-86033136-7
Merged-chr2-17741978-82	chr2	17741446	17742672	+	0.000	0.000	Merged-chr2-17741978-82
Merged-chr8-88618877-30	chr8	88618582	88619061	+	0.000	0.000	Merged-chr8-88618877-30
Merged-chr7-4657958-2	chr7	4657816	4658102	+	0.000	0.000	Merged-chr7-4657958-2
Merged-chr5-105649431-102	chr5	105649184	105649881	+	0.000	0.000	Merged-chr5-105649431-102
Merged-chr11-3105314-74	chr11	3104995	3105672	+	0.000	0.000	Merged-chr11-3105314-74
Merged-chr4-139622917-60	chr4	139622733	139623129	+	0.000	0.000	Merged-chr4-139622917-60
Merged-chr11-4249438-7	chr11	4249241	4249602	+	0.000	0.000	Merged-chr11-4249438-7
Merged-chr11-106749998-2	chr11	106749810	106750188	+	0.000	0.000	Merged-chr11-106749998-2
Merged-chr11-106742740-23	chr11	106742512	106742953	+	0.000	0.000	Merged-chr11-106742740-23
Merged-chr14-121697829-36	chr14	121697306	121698338	+	0.000	0.000	Merged-chr14-121697829-36
Merged-chr4-127021266-22	chr4	127021081	127021468	+	0.000	0.000	Merged-chr4-127021266-22
