#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TFH_Associated--ATAC_peaks.bed all.df.numx.c5-DKO_Th1_vs_Naive.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Th1_vs_Naive.dn.bed
Merged-chr11-78323037-36	chr11	78322797	78323287	+	0.000	0.000	Merged-chr11-78323037-36
Merged-chr11-117136064-7	chr11	117135915	117136210	+	0.000	0.000	Merged-chr11-117136064-7
Merged-chr1-189927861-32	chr1	189927685	189928120	+	0.000	0.000	Merged-chr1-189927861-32
Merged-chr17-84185833-1	chr17	84185735	84185933	+	0.000	0.000	Merged-chr17-84185833-1
Merged-chr13-30136524-51	chr13	30136315	30136905	+	0.000	0.000	Merged-chr13-30136524-51
Merged-chr8-126596361-10	chr8	126596130	126596513	+	0.000	0.000	Merged-chr8-126596361-10
Merged-chr1-44122465-48	chr1	44122309	44122644	+	0.000	0.000	Merged-chr1-44122465-48
Merged-chr4-126861919-23	chr4	126861701	126862218	+	0.000	0.000	Merged-chr4-126861919-23
Merged-chr4-32176829-5	chr4	32176602	32177043	+	0.000	0.000	Merged-chr4-32176829-5
Merged-chr4-150029862-9	chr4	150029641	150030015	+	0.000	0.000	Merged-chr4-150029862-9
Merged-chr14-63195993-5	chr14	63195832	63196153	+	0.000	0.000	Merged-chr14-63195993-5
Merged-chr7-92561441-74	chr7	92561235	92561687	+	0.000	0.000	Merged-chr7-92561441-74
Merged-chr17-31061034-42	chr17	31060813	31061245	+	0.000	0.000	Merged-chr17-31061034-42
Merged-chr6-143861453-1	chr6	143861355	143861553	+	0.000	0.000	Merged-chr6-143861453-1
Merged-chr6-147605427-1	chr6	147605329	147605527	+	0.000	0.000	Merged-chr6-147605427-1
Merged-chr16-97358428-1	chr16	97358330	97358528	+	0.000	0.000	Merged-chr16-97358428-1
Merged-chr5-28329563-25	chr5	28329364	28329854	+	0.000	0.000	Merged-chr5-28329563-25
Merged-chr11-20740892-2	chr11	20740715	20741071	+	0.000	0.000	Merged-chr11-20740892-2
Merged-chr9-22132302-2	chr9	22132185	22132421	+	0.000	0.000	Merged-chr9-22132302-2
Merged-chr16-4886423-61	chr16	4885980	4886990	+	0.000	0.000	Merged-chr16-4886423-61
Merged-chr17-87608990-28	chr17	87608788	87609279	+	0.000	0.000	Merged-chr17-87608990-28
Merged-chr18-50031058-57	chr18	50030542	50031527	+	0.000	0.000	Merged-chr18-50031058-57
Merged-chr7-6172429-2	chr7	6172331	6172529	+	0.000	0.000	Merged-chr7-6172429-2
Merged-chr6-99420809-31	chr6	99420635	99421047	+	0.000	0.000	Merged-chr6-99420809-31
Merged-chr5-34187827-64	chr5	34187539	34188128	+	0.000	0.000	Merged-chr5-34187827-64
Merged-chr17-35315822-1	chr17	35315724	35315922	+	0.000	0.000	Merged-chr17-35315822-1
Merged-chr3-86103938-30	chr3	86103589	86104250	+	0.000	0.000	Merged-chr3-86103938-30
Merged-chr4-6748423-8	chr4	6748275	6748597	+	0.000	0.000	Merged-chr4-6748423-8
Merged-chr19-42147311-4	chr19	42147144	42147469	+	0.000	0.000	Merged-chr19-42147311-4
Merged-chr5-135632742-49	chr5	135632498	135632992	+	0.000	0.000	Merged-chr5-135632742-49
Merged-chr5-92392769-24	chr5	92392414	92393073	+	0.000	0.000	Merged-chr5-92392769-24
Merged-chr2-30112786-18	chr2	30112531	30112942	+	0.000	0.000	Merged-chr2-30112786-18
Merged-chr16-89938532-48	chr16	89938276	89938749	+	0.000	0.000	Merged-chr16-89938532-48
Merged-chr17-74717725-59	chr17	74717457	74717949	+	0.000	0.000	Merged-chr17-74717725-59
Merged-chr5-107201705-60	chr5	107201001	107202273	+	0.000	0.000	Merged-chr5-107201705-60
Merged-chr10-100488141-2	chr10	100488043	100488241	+	0.000	0.000	Merged-chr10-100488141-2
Merged-chr1-78724867-61	chr1	78724525	78725420	+	0.000	0.000	Merged-chr1-78724867-61
Merged-chr14-78536863-71	chr14	78536645	78537157	+	0.000	0.000	Merged-chr14-78536863-71
Merged-chr16-97523294-33	chr16	97523042	97523600	+	0.000	0.000	Merged-chr16-97523294-33
Merged-chr10-21160014-11	chr10	21159808	21160291	+	0.000	0.000	Merged-chr10-21160014-11
Merged-chr13-92674085-2	chr13	92673972	92674201	+	0.000	0.000	Merged-chr13-92674085-2
Merged-chr7-45525580-4	chr7	45525443	45525723	+	0.000	0.000	Merged-chr7-45525580-4
Merged-chr3-97124449-32	chr3	97124199	97124714	+	0.000	0.000	Merged-chr3-97124449-32
Merged-chr11-54956037-55	chr11	54955828	54956235	+	0.000	0.000	Merged-chr11-54956037-55
Merged-chr13-117230467-15	chr13	117230277	117230752	+	0.000	0.000	Merged-chr13-117230467-15
Merged-chr4-10912852-21	chr4	10912644	10913046	+	0.000	0.000	Merged-chr4-10912852-21
Merged-chr17-42943646-37	chr17	42943421	42943913	+	0.000	0.000	Merged-chr17-42943646-37
Merged-chr5-35974104-27	chr5	35973697	35974494	+	0.000	0.000	Merged-chr5-35974104-27
Merged-chr13-92631343-15	chr13	92631172	92631556	+	0.000	0.000	Merged-chr13-92631343-15
Merged-chr17-35341927-1	chr17	35341829	35342027	+	0.000	0.000	Merged-chr17-35341927-1
Merged-chr4-139611653-20	chr4	139611378	139611842	+	0.000	0.000	Merged-chr4-139611653-20
Merged-chr10-67190281-1	chr10	67190183	67190381	+	0.000	0.000	Merged-chr10-67190281-1
Merged-chr18-50010771-2	chr18	50010598	50010947	+	0.000	0.000	Merged-chr18-50010771-2
Merged-chr3-138746730-15	chr3	138746553	138746903	+	0.000	0.000	Merged-chr3-138746730-15
Merged-chr6-147588557-1	chr6	147588459	147588657	+	0.000	0.000	Merged-chr6-147588557-1
Merged-chr10-14207893-35	chr10	14207597	14208246	+	0.000	0.000	Merged-chr10-14207893-35
Merged-chr15-6579539-69	chr15	6578890	6579988	+	0.000	0.000	Merged-chr15-6579539-69
Merged-chr1-136565078-4	chr1	136564943	136565212	+	0.000	0.000	Merged-chr1-136565078-4
Merged-chr13-48513320-57	chr13	48513063	48513617	+	0.000	0.000	Merged-chr13-48513320-57
Merged-chr2-72169976-4	chr2	72169814	72170101	+	0.000	0.000	Merged-chr2-72169976-4
Merged-chr4-11156857-34	chr4	11156686	11157062	+	0.000	0.000	Merged-chr4-11156857-34
Merged-chr9-35421650-87	chr9	35421288	35422004	+	0.000	0.000	Merged-chr9-35421650-87
Merged-chr9-121642625-86	chr9	121642363	121642978	+	0.000	0.000	Merged-chr9-121642625-86
Merged-chr7-99535755-146	chr7	99535509	99536118	+	0.000	0.000	Merged-chr7-99535755-146
Merged-chr1-33739390-46	chr1	33739051	33739921	+	0.000	0.000	Merged-chr1-33739390-46
Merged-chr1-38627618-38	chr1	38627265	38628279	+	0.000	0.000	Merged-chr1-38627618-38
Merged-chr19-4230533-1	chr19	4230435	4230633	+	0.000	0.000	Merged-chr19-4230533-1
Merged-chr7-67951127-14	chr7	67950980	67951282	+	0.000	0.000	Merged-chr7-67951127-14
Merged-chr12-3279263-17	chr12	3278993	3279549	+	0.000	0.000	Merged-chr12-3279263-17
Merged-chr4-124703869-75	chr4	124703658	124704197	+	0.000	0.000	Merged-chr4-124703869-75
Merged-chr12-54192129-39	chr12	54191901	54192400	+	0.000	0.000	Merged-chr12-54192129-39
Merged-chr14-30249773-45	chr14	30249410	30250123	+	0.000	0.000	Merged-chr14-30249773-45
Merged-chr15-100873372-8	chr15	100873199	100873568	+	0.000	0.000	Merged-chr15-100873372-8
Merged-chr8-81491835-29	chr8	81491600	81492178	+	0.000	0.000	Merged-chr8-81491835-29
Merged-chr2-119897563-82	chr2	119897157	119897911	+	0.000	0.000	Merged-chr2-119897563-82
Merged-chr11-61111046-1	chr11	61110948	61111146	+	0.000	0.000	Merged-chr11-61111046-1
Merged-chr5-75574836-1	chr5	75574738	75574936	+	0.000	0.000	Merged-chr5-75574836-1
Merged-chr14-103345864-9	chr14	103345599	103346114	+	0.000	0.000	Merged-chr14-103345864-9
Merged-chr13-112427724-41	chr13	112427530	112427894	+	0.000	0.000	Merged-chr13-112427724-41
Merged-chr8-15028186-3	chr8	15028002	15028332	+	0.000	0.000	Merged-chr8-15028186-3
Merged-chr5-64764597-23	chr5	64764410	64764779	+	0.000	0.000	Merged-chr5-64764597-23
Merged-chr10-118882775-60	chr10	118882552	118883006	+	0.000	0.000	Merged-chr10-118882775-60
Merged-chr10-31313443-90	chr10	31313171	31313643	+	0.000	0.000	Merged-chr10-31313443-90
Merged-chr19-40831431-72	chr19	40831051	40831746	+	0.000	0.000	Merged-chr19-40831431-72
Merged-chr14-121906463-47	chr14	121905991	121906838	+	0.000	0.000	Merged-chr14-121906463-47
Merged-chr10-17733283-32	chr10	17733100	17733522	+	0.000	0.000	Merged-chr10-17733283-32
Merged-chr3-68787191-73	chr3	68786309	68787887	+	0.000	0.000	Merged-chr3-68787191-73
Merged-chr1-86154641-52	chr1	86154445	86154901	+	0.000	0.000	Merged-chr1-86154641-52
Merged-chr6-99028336-69	chr6	99027856	99028920	+	0.000	0.000	Merged-chr6-99028336-69
Merged-chr2-169690138-4	chr2	169689986	169690285	+	0.000	0.000	Merged-chr2-169690138-4
Merged-chr3-86986762-31	chr3	86986532	86987105	+	0.000	0.000	Merged-chr3-86986762-31
Merged-chr2-113234652-8	chr2	113234477	113234851	+	0.000	0.000	Merged-chr2-113234652-8
Merged-chrX-42399563-21	chrX	42399367	42399776	+	0.000	0.000	Merged-chrX-42399563-21
Merged-chr4-57797871-1	chr4	57797773	57797971	+	0.000	0.000	Merged-chr4-57797871-1
Merged-chr1-73937297-2	chr1	73937193	73937404	+	0.000	0.000	Merged-chr1-73937297-2
Merged-chr16-76283887-58	chr16	76283631	76284324	+	0.000	0.000	Merged-chr16-76283887-58
Merged-chr17-30128698-1	chr17	30128600	30128798	+	0.000	0.000	Merged-chr17-30128698-1
Merged-chr4-11007547-103	chr4	11007261	11007789	+	0.000	0.000	Merged-chr4-11007547-103
Merged-chr11-3330703-18	chr11	3330537	3330928	+	0.000	0.000	Merged-chr11-3330703-18
Merged-chr13-112439925-37	chr13	112439419	112440263	+	0.000	0.000	Merged-chr13-112439925-37
Merged-chr2-68471818-151	chr2	68471580	68472330	+	0.000	0.000	Merged-chr2-68471818-151
Merged-chr1-190911808-69	chr1	190911538	190912188	+	0.000	0.000	Merged-chr1-190911808-69
Merged-chr2-29619635-60	chr2	29619219	29619998	+	0.000	0.000	Merged-chr2-29619635-60
Merged-chr5-105114341-2	chr5	105114243	105114441	+	0.000	0.000	Merged-chr5-105114341-2
Merged-chr8-13159392-64	chr8	13158927	13159756	+	0.000	0.000	Merged-chr8-13159392-64
Merged-chr3-129594863-2	chr3	129594747	129594982	+	0.000	0.000	Merged-chr3-129594863-2
Merged-chr1-34005339-1	chr1	34005241	34005439	+	0.000	0.000	Merged-chr1-34005339-1
Merged-chr7-136898205-1	chr7	136898107	136898305	+	0.000	0.000	Merged-chr7-136898205-1
Merged-chr2-142700545-3	chr2	142700374	142700696	+	0.000	0.000	Merged-chr2-142700545-3
Merged-chr11-52232101-58	chr11	52231767	52232365	+	0.000	0.000	Merged-chr11-52232101-58
Merged-chr2-174598768-21	chr2	174598500	174598998	+	0.000	0.000	Merged-chr2-174598768-21
Merged-chr11-21103382-12	chr11	21103220	21103571	+	0.000	0.000	Merged-chr11-21103382-12
Merged-chr19-41835590-1	chr19	41835492	41835690	+	0.000	0.000	Merged-chr19-41835590-1
Merged-chr2-113160236-2	chr2	113160125	113160350	+	0.000	0.000	Merged-chr2-113160236-2
Merged-chr17-4996525-2	chr17	4996398	4996655	+	0.000	0.000	Merged-chr17-4996525-2
Merged-chr10-76835846-46	chr10	76835560	76836112	+	0.000	0.000	Merged-chr10-76835846-46
Merged-chr19-41830190-84	chr19	41829763	41830674	+	0.000	0.000	Merged-chr19-41830190-84
Merged-chr15-12322810-12	chr15	12322588	12323112	+	0.000	0.000	Merged-chr15-12322810-12
Merged-chr19-34302814-1	chr19	34302716	34302914	+	0.000	0.000	Merged-chr19-34302814-1
Merged-chr16-76283420-1	chr16	76283322	76283520	+	0.000	0.000	Merged-chr16-76283420-1
Merged-chr7-137043604-1	chr7	137043506	137043704	+	0.000	0.000	Merged-chr7-137043604-1
Merged-chr15-25591085-6	chr15	25590960	25591225	+	0.000	0.000	Merged-chr15-25591085-6
Merged-chr12-80273315-49	chr12	80273126	80273597	+	0.000	0.000	Merged-chr12-80273315-49
Merged-chr3-138858987-11	chr3	138858707	138859219	+	0.000	0.000	Merged-chr3-138858987-11
Merged-chr16-76409543-10	chr16	76409349	76409791	+	0.000	0.000	Merged-chr16-76409543-10
Merged-chr13-67214299-31	chr13	67214019	67214600	+	0.000	0.000	Merged-chr13-67214299-31
Merged-chr13-109213117-28	chr13	109212689	109213497	+	0.000	0.000	Merged-chr13-109213117-28
Merged-chr7-80718716-12	chr7	80718518	80718920	+	0.000	0.000	Merged-chr7-80718716-12
Merged-chr12-3309830-82	chr12	3309219	3310125	+	0.000	0.000	Merged-chr12-3309830-82
Merged-chr1-91183532-6	chr1	91183362	91183692	+	0.000	0.000	Merged-chr1-91183532-6
Merged-chr5-134507549-21	chr5	134507348	134507768	+	0.000	0.000	Merged-chr5-134507549-21
Merged-chr2-6220387-36	chr2	6220192	6220590	+	0.000	0.000	Merged-chr2-6220387-36
Merged-chr2-120478897-19	chr2	120478699	120479174	+	0.000	0.000	Merged-chr2-120478897-19
Merged-chr18-24205400-15	chr18	24205186	24205539	+	0.000	0.000	Merged-chr18-24205400-15
Merged-chr12-16014936-12	chr12	16014782	16015170	+	0.000	0.000	Merged-chr12-16014936-12
Merged-chr8-18846559-82	chr8	18846310	18846761	+	0.000	0.000	Merged-chr8-18846559-82
Merged-chr7-136975545-1	chr7	136975447	136975645	+	0.000	0.000	Merged-chr7-136975545-1
Merged-chr5-75812374-1	chr5	75812276	75812474	+	0.000	0.000	Merged-chr5-75812374-1
Merged-chr12-82187311-20	chr12	82187148	82187594	+	0.000	0.000	Merged-chr12-82187311-20
Merged-chrX-12150581-9	chrX	12150388	12150749	+	0.000	0.000	Merged-chrX-12150581-9
Merged-chrX-36183811-3	chrX	36183693	36183949	+	0.000	0.000	Merged-chrX-36183811-3
Merged-chr3-131138399-6	chr3	131138240	131138558	+	0.000	0.000	Merged-chr3-131138399-6
Merged-chr17-6005820-51	chr17	6005396	6006422	+	0.000	0.000	Merged-chr17-6005820-51
Merged-chr6-144997365-10	chr6	144997209	144997531	+	0.000	0.000	Merged-chr6-144997365-10
Merged-chr7-92741583-79	chr7	92741221	92742027	+	0.000	0.000	Merged-chr7-92741583-79
Merged-chr4-88033206-92	chr4	88032738	88033592	+	0.000	0.000	Merged-chr4-88033206-92
Merged-chr4-11007928-2	chr4	11007829	11008030	+	0.000	0.000	Merged-chr4-11007928-2
Merged-chr6-99257885-10	chr6	99257760	99258072	+	0.000	0.000	Merged-chr6-99257885-10
Merged-chr14-24490940-66	chr14	24490584	24491301	+	0.000	0.000	Merged-chr14-24490940-66
Merged-chr1-60096883-1	chr1	60096785	60096983	+	0.000	0.000	Merged-chr1-60096883-1
Merged-chr2-77158589-1	chr2	77158491	77158689	+	0.000	0.000	Merged-chr2-77158589-1
Merged-chr8-14952534-33	chr8	14952280	14952750	+	0.000	0.000	Merged-chr8-14952534-33
Merged-chr2-29253616-2	chr2	29253457	29253777	+	0.000	0.000	Merged-chr2-29253616-2
Merged-chr10-59958273-13	chr10	59957825	59958555	+	0.000	0.000	Merged-chr10-59958273-13
Merged-chr6-144264296-10	chr6	144264134	144264471	+	0.000	0.000	Merged-chr6-144264296-10
Merged-chr6-129284661-64	chr6	129284082	129285009	+	0.000	0.000	Merged-chr6-129284661-64
Merged-chr17-30131968-5	chr17	30131643	30132217	+	0.000	0.000	Merged-chr17-30131968-5
Merged-chr17-28692428-34	chr17	28692209	28692697	+	0.000	0.000	Merged-chr17-28692428-34
Merged-chr3-115820242-3	chr3	115820106	115820419	+	0.000	0.000	Merged-chr3-115820242-3
Merged-chr18-79303705-44	chr18	79303234	79304092	+	0.000	0.000	Merged-chr18-79303705-44
Merged-chr5-122990565-55	chr5	122990212	122990812	+	0.000	0.000	Merged-chr5-122990565-55
Merged-chr12-24572978-1	chr12	24572880	24573078	+	0.000	0.000	Merged-chr12-24572978-1
Merged-chr1-171815916-41	chr1	171815748	171816179	+	0.000	0.000	Merged-chr1-171815916-41
Merged-chr7-4651775-26	chr7	4651513	4651999	+	0.000	0.000	Merged-chr7-4651775-26
Merged-chr3-121444097-11	chr3	121443637	121444598	+	0.000	0.000	Merged-chr3-121444097-11
Merged-chr9-14276872-1	chr9	14276774	14276972	+	0.000	0.000	Merged-chr9-14276872-1
Merged-chr7-49451105-18	chr7	49450562	49451655	+	0.000	0.000	Merged-chr7-49451105-18
Merged-chr19-5823518-15	chr19	5823305	5823711	+	0.000	0.000	Merged-chr19-5823518-15
Merged-chr14-18271014-66	chr14	18270773	18271327	+	0.000	0.000	Merged-chr14-18271014-66
Merged-chr18-58661867-1	chr18	58661769	58661967	+	0.000	0.000	Merged-chr18-58661867-1
Merged-chr13-91540408-4	chr13	91540286	91540535	+	0.000	0.000	Merged-chr13-91540408-4
Merged-chr18-54987733-15	chr18	54987294	54988072	+	0.000	0.000	Merged-chr18-54987733-15
Merged-chrX-37085293-83	chrX	37084958	37085636	+	0.000	0.000	Merged-chrX-37085293-83
Merged-chr15-36396472-80	chr15	36396025	36396897	+	0.000	0.000	Merged-chr15-36396472-80
Merged-chr18-49968877-31	chr18	49968688	49969141	+	0.000	0.000	Merged-chr18-49968877-31
Merged-chr9-25173461-5	chr9	25173206	25173640	+	0.000	0.000	Merged-chr9-25173461-5
Merged-chr1-91459490-61	chr1	91459176	91459727	+	0.000	0.000	Merged-chr1-91459490-61
Merged-chr15-9533546-44	chr15	9533198	9533838	+	0.000	0.000	Merged-chr15-9533546-44
Merged-chr9-20976394-107	chr9	20975979	20976996	+	0.000	0.000	Merged-chr9-20976394-107
Merged-chr15-36397113-3	chr15	36396956	36397243	+	0.000	0.000	Merged-chr15-36397113-3
Merged-chr2-59203140-2	chr2	59203019	59203264	+	0.000	0.000	Merged-chr2-59203140-2
Merged-chr17-84146048-57	chr17	84145648	84146378	+	0.000	0.000	Merged-chr17-84146048-57
Merged-chr8-69168549-18	chr8	69168278	69168825	+	0.000	0.000	Merged-chr8-69168549-18
Merged-chr13-95524264-2	chr13	95524166	95524364	+	0.000	0.000	Merged-chr13-95524264-2
Merged-chr4-136095892-20	chr4	136095652	136096116	+	0.000	0.000	Merged-chr4-136095892-20
Merged-chr18-79366086-1	chr18	79365988	79366186	+	0.000	0.000	Merged-chr18-79366086-1
Merged-chr15-27926448-169	chr15	27925469	27927245	+	0.000	0.000	Merged-chr15-27926448-169
Merged-chr5-122707725-80	chr5	122707507	122707955	+	0.000	0.000	Merged-chr5-122707725-80
Merged-chr7-127026478-169	chr7	127025123	127027559	+	0.000	0.000	Merged-chr7-127026478-169
Merged-chr2-131262636-80	chr2	131262353	131262968	+	0.000	0.000	Merged-chr2-131262636-80
Merged-chr2-174050373-2	chr2	174050208	174050541	+	0.000	0.000	Merged-chr2-174050373-2
Merged-chr10-118766153-45	chr10	118765932	118766409	+	0.000	0.000	Merged-chr10-118766153-45
Merged-chrX-133898261-39	chrX	133897827	133898553	+	0.000	0.000	Merged-chrX-133898261-39
Merged-chr2-21281024-30	chr2	21280807	21281234	+	0.000	0.000	Merged-chr2-21281024-30
Merged-chr13-112133906-22	chr13	112133710	112134152	+	0.000	0.000	Merged-chr13-112133906-22
Merged-chr9-34987227-2	chr9	34987057	34987400	+	0.000	0.000	Merged-chr9-34987227-2
Merged-chr1-82917988-3	chr1	82917851	82918136	+	0.000	0.000	Merged-chr1-82917988-3
Merged-chrX-12080672-46	chrX	12080179	12081271	+	0.000	0.000	Merged-chrX-12080672-46
Merged-chr5-89900078-10	chr5	89899742	89900409	+	0.000	0.000	Merged-chr5-89900078-10
Merged-chr7-4657958-2	chr7	4657816	4658102	+	0.000	0.000	Merged-chr7-4657958-2
Merged-chr5-105649431-102	chr5	105649184	105649881	+	0.000	0.000	Merged-chr5-105649431-102
Merged-chr11-3105314-74	chr11	3104995	3105672	+	0.000	0.000	Merged-chr11-3105314-74
Merged-chr15-36521520-11	chr15	36521352	36521671	+	0.000	0.000	Merged-chr15-36521520-11
Merged-chr5-120747462-1	chr5	120747364	120747562	+	0.000	0.000	Merged-chr5-120747462-1
Merged-chr11-62538363-2	chr11	62538240	62538489	+	0.000	0.000	Merged-chr11-62538363-2
Merged-chr12-80113137-75	chr12	80112945	80113476	+	0.000	0.000	Merged-chr12-80113137-75
Merged-chr19-12488322-25	chr19	12488095	12488559	+	0.000	0.000	Merged-chr19-12488322-25
Merged-chr3-95015895-108	chr3	95015675	95016086	+	0.000	0.000	Merged-chr3-95015895-108
Merged-chr7-129760108-8	chr7	129759910	129760297	+	0.000	0.000	Merged-chr7-129760108-8
Merged-chr11-106749998-2	chr11	106749810	106750188	+	0.000	0.000	Merged-chr11-106749998-2
Merged-chr16-97313121-43	chr16	97312793	97313698	+	0.000	0.000	Merged-chr16-97313121-43
Merged-chr3-95995239-3	chr3	95995109	95995374	+	0.000	0.000	Merged-chr3-95995239-3
Merged-chr8-81761666-20	chr8	81761495	81761840	+	0.000	0.000	Merged-chr8-81761666-20
Merged-chr18-34840702-39	chr18	34840356	34841188	+	0.000	0.000	Merged-chr18-34840702-39
Merged-chr4-10919191-12	chr4	10918933	10919412	+	0.000	0.000	Merged-chr4-10919191-12
Merged-chr7-128382170-51	chr7	128381823	128382531	+	0.000	0.000	Merged-chr7-128382170-51
Merged-chr10-12813028-5	chr10	12812758	12813258	+	0.000	0.000	Merged-chr10-12813028-5
Merged-chr9-50768250-64	chr9	50768049	50768501	+	0.000	0.000	Merged-chr9-50768250-64
Merged-chr6-17675529-35	chr6	17675313	17675905	+	0.000	0.000	Merged-chr6-17675529-35
Merged-chr11-97362524-68	chr11	97361994	97362988	+	0.000	0.000	Merged-chr11-97362524-68
Merged-chr5-75378709-26	chr5	75378400	75379024	+	0.000	0.000	Merged-chr5-75378709-26
Merged-chr2-75137502-3	chr2	75137356	75137678	+	0.000	0.000	Merged-chr2-75137502-3
Merged-chr17-3084193-55	chr17	3083981	3084379	+	0.000	0.000	Merged-chr17-3084193-55
Merged-chr14-121697829-36	chr14	121697306	121698338	+	0.000	0.000	Merged-chr14-121697829-36
Merged-chr12-8351458-49	chr12	8351180	8351772	+	0.000	0.000	Merged-chr12-8351458-49
Merged-chr11-3129320-11	chr11	3129135	3129518	+	0.000	0.000	Merged-chr11-3129320-11
Merged-chr13-99395160-4	chr13	99394949	99395362	+	0.000	0.000	Merged-chr13-99395160-4
Merged-chr15-36474869-12	chr15	36474623	36475104	+	0.000	0.000	Merged-chr15-36474869-12
Merged-chr1-39913450-3	chr1	39913320	39913583	+	0.000	0.000	Merged-chr1-39913450-3
Merged-chr13-93498486-2	chr13	93498375	93498599	+	0.000	0.000	Merged-chr13-93498486-2
Merged-chr12-3891363-76	chr12	3890967	3891748	+	0.000	0.000	Merged-chr12-3891363-76
Merged-chr7-28982424-141	chr7	28982131	28983018	+	0.000	0.000	Merged-chr7-28982424-141
Merged-chr10-43478998-1	chr10	43478900	43479098	+	0.000	0.000	Merged-chr10-43478998-1
Merged-chr17-65724346-42	chr17	65724071	65724723	+	0.000	0.000	Merged-chr17-65724346-42
Merged-chr17-78881722-5	chr17	78881399	78881980	+	0.000	0.000	Merged-chr17-78881722-5
Merged-chr10-60028260-54	chr10	60027793	60028692	+	0.000	0.000	Merged-chr10-60028260-54
Merged-chr12-52701322-34	chr12	52701105	52701698	+	0.000	0.000	Merged-chr12-52701322-34
Merged-chr19-40267576-38	chr19	40267355	40267757	+	0.000	0.000	Merged-chr19-40267576-38
Merged-chr16-93547363-12	chr16	93547198	93547537	+	0.000	0.000	Merged-chr16-93547363-12
Merged-chr6-99521786-49	chr6	99521041	99522279	+	0.000	0.000	Merged-chr6-99521786-49
Merged-chr18-77121790-35	chr18	77121529	77122023	+	0.000	0.000	Merged-chr18-77121790-35
Merged-chr2-135648236-1	chr2	135648138	135648336	+	0.000	0.000	Merged-chr2-135648236-1
Merged-chr12-86047582-19	chr12	86047237	86047856	+	0.000	0.000	Merged-chr12-86047582-19
Merged-chr15-25623101-2	chr15	25623003	25623201	+	0.000	0.000	Merged-chr15-25623101-2
Merged-chr1-39950256-21	chr1	39950045	39950503	+	0.000	0.000	Merged-chr1-39950256-21
Merged-chr5-114356887-29	chr5	114356600	114357216	+	0.000	0.000	Merged-chr5-114356887-29
Merged-chr14-52141237-71	chr14	52140442	52141707	+	0.000	0.000	Merged-chr14-52141237-71
Merged-chr1-23882900-25	chr1	23882664	23883089	+	0.000	0.000	Merged-chr1-23882900-25
Merged-chr13-99398640-45	chr13	99398089	99399362	+	0.000	0.000	Merged-chr13-99398640-45
Merged-chr2-77280729-98	chr2	77280340	77281121	+	0.000	0.000	Merged-chr2-77280729-98
Merged-chr6-38848269-41	chr6	38847981	38848532	+	0.000	0.000	Merged-chr6-38848269-41
Merged-chr2-117342772-139	chr2	117342431	117343016	+	0.000	0.000	Merged-chr2-117342772-139
Merged-chr2-131505614-2	chr2	131505494	131505737	+	0.000	0.000	Merged-chr2-131505614-2
Merged-chr19-4231537-6	chr19	4231397	4231660	+	0.000	0.000	Merged-chr19-4231537-6
Merged-chr2-103566209-140	chr2	103565642	103566785	+	0.000	0.000	Merged-chr2-103566209-140
Merged-chr12-80114436-28	chr12	80114168	80114624	+	0.000	0.000	Merged-chr12-80114436-28
Merged-chr5-118069472-39	chr5	118069193	118069693	+	0.000	0.000	Merged-chr5-118069472-39
Merged-chr9-97110986-70	chr9	97110701	97111261	+	0.000	0.000	Merged-chr9-97110986-70
Merged-chr15-93751087-35	chr15	93750893	93751279	+	0.000	0.000	Merged-chr15-93751087-35
Merged-chr3-9633388-6	chr3	9633140	9633619	+	0.000	0.000	Merged-chr3-9633388-6
Merged-chr16-70408152-21	chr16	70407975	70408404	+	0.000	0.000	Merged-chr16-70408152-21
Merged-chr5-41841893-1	chr5	41841795	41841993	+	0.000	0.000	Merged-chr5-41841893-1
Merged-chr9-85749221-147	chr9	85748992	85749422	+	0.000	0.000	Merged-chr9-85749221-147
Merged-chr4-6963700-17	chr4	6963498	6963915	+	0.000	0.000	Merged-chr4-6963700-17
Merged-chr15-86034188-82	chr15	86033798	86034531	+	0.000	0.000	Merged-chr15-86034188-82
Merged-chr10-96618337-31	chr10	96618073	96618537	+	0.000	0.000	Merged-chr10-96618337-31
Merged-chr2-26628456-31	chr2	26628172	26628790	+	0.000	0.000	Merged-chr2-26628456-31
Merged-chr4-32239722-14	chr4	32239455	32239907	+	0.000	0.000	Merged-chr4-32239722-14
Merged-chrX-101419940-50	chrX	101419648	101420215	+	0.000	0.000	Merged-chrX-101419940-50
Merged-chr3-121950760-1	chr3	121950662	121950860	+	0.000	0.000	Merged-chr3-121950760-1
Merged-chr2-142759553-1	chr2	142759455	142759653	+	0.000	0.000	Merged-chr2-142759553-1
Merged-chr1-192092599-105	chr1	192092269	192092845	+	0.000	0.000	Merged-chr1-192092599-105
Merged-chr5-107148487-19	chr5	107148311	107148692	+	0.000	0.000	Merged-chr5-107148487-19
Merged-chr7-44246733-118	chr7	44246482	44247003	+	0.000	0.000	Merged-chr7-44246733-118
Merged-chr5-147448805-80	chr5	147448452	147449311	+	0.000	0.000	Merged-chr5-147448805-80
Merged-chr10-13983249-96	chr10	13982780	13984091	+	0.000	0.000	Merged-chr10-13983249-96
