#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TFH_Associated--ATAC_peaks.bed all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
Merged-chr9-20645349-2	chr9	20645234	20645467	+	0.000	0.000	Merged-chr9-20645349-2
Merged-chr4-32388354-27	chr4	32388177	32388525	+	0.000	0.000	Merged-chr4-32388354-27
Merged-chr14-61784854-5	chr14	61784691	61785018	+	0.000	0.000	Merged-chr14-61784854-5
Merged-chr16-97310397-57	chr16	97309828	97310752	+	0.000	0.000	Merged-chr16-97310397-57
Merged-chr11-117931029-3	chr11	117930884	117931186	+	0.000	0.000	Merged-chr11-117931029-3
Merged-chr12-116315725-53	chr12	116315330	116315957	+	0.000	0.000	Merged-chr12-116315725-53
Merged-chr5-89882949-104	chr5	89882635	89883675	+	0.000	0.000	Merged-chr5-89882949-104
Merged-chr15-86067664-48	chr15	86067441	86067914	+	0.000	0.000	Merged-chr15-86067664-48
Merged-chr15-61987115-78	chr15	61986710	61987610	+	0.000	0.000	Merged-chr15-61987115-78
Merged-chr2-93462158-118	chr2	93461663	93462548	+	0.000	0.000	Merged-chr2-93462158-118
Merged-chr5-107868826-60	chr5	107868377	107869370	+	0.000	0.000	Merged-chr5-107868826-60
Merged-chr17-8187780-17	chr17	8187538	8187984	+	0.000	0.000	Merged-chr17-8187780-17
Merged-chr7-30051314-49	chr7	30051153	30051502	+	0.000	0.000	Merged-chr7-30051314-49
Merged-chr2-165819750-30	chr2	165819525	165819975	+	0.000	0.000	Merged-chr2-165819750-30
Merged-chr16-8482833-1	chr16	8482735	8482933	+	0.000	0.000	Merged-chr16-8482833-1
Merged-chr7-79465714-3	chr7	79465593	79465834	+	0.000	0.000	Merged-chr7-79465714-3
Merged-chr2-91957300-36	chr2	91957101	91957574	+	0.000	0.000	Merged-chr2-91957300-36
Merged-chr11-32015031-2	chr11	32014930	32015135	+	0.000	0.000	Merged-chr11-32015031-2
Merged-chr15-12558296-9	chr15	12558129	12558447	+	0.000	0.000	Merged-chr15-12558296-9
Merged-chr19-32112588-4	chr19	32112474	32112701	+	0.000	0.000	Merged-chr19-32112588-4
Merged-chr10-17654554-1	chr10	17654456	17654654	+	0.000	0.000	Merged-chr10-17654554-1
Merged-chr2-132029738-120	chr2	132029538	132030016	+	0.000	0.000	Merged-chr2-132029738-120
Merged-chr15-59174617-3	chr15	59174465	59174768	+	0.000	0.000	Merged-chr15-59174617-3
Merged-chr12-73201892-24	chr12	73201657	73202109	+	0.000	0.000	Merged-chr12-73201892-24
Merged-chr7-83631925-52	chr7	83631692	83632150	+	0.000	0.000	Merged-chr7-83631925-52
Merged-chr11-116354750-2	chr11	116354633	116354870	+	0.000	0.000	Merged-chr11-116354750-2
Merged-chr15-85233310-62	chr15	85232973	85233621	+	0.000	0.000	Merged-chr15-85233310-62
Merged-chr4-154944295-57	chr4	154944087	154944518	+	0.000	0.000	Merged-chr4-154944295-57
Merged-chr14-45005866-54	chr14	45005588	45006108	+	0.000	0.000	Merged-chr14-45005866-54
Merged-chr11-113201628-64	chr11	113201315	113201939	+	0.000	0.000	Merged-chr11-113201628-64
Merged-chr14-55089396-1	chr14	55089298	55089496	+	0.000	0.000	Merged-chr14-55089396-1
Merged-chr16-97281734-24	chr16	97281551	97281964	+	0.000	0.000	Merged-chr16-97281734-24
Merged-chr4-149854542-67	chr4	149854157	149854861	+	0.000	0.000	Merged-chr4-149854542-67
Merged-chr17-35667602-67	chr17	35667276	35667862	+	0.000	0.000	Merged-chr17-35667602-67
Merged-chr16-49504034-58	chr16	49503703	49504283	+	0.000	0.000	Merged-chr16-49504034-58
Merged-chr6-143172280-21	chr6	143172098	143172499	+	0.000	0.000	Merged-chr6-143172280-21
Merged-chr7-139400700-36	chr7	139400274	139401184	+	0.000	0.000	Merged-chr7-139400700-36
Merged-chr18-7869140-116	chr18	7868708	7869455	+	0.000	0.000	Merged-chr18-7869140-116
Merged-chr15-100419472-28	chr15	100419200	100419664	+	0.000	0.000	Merged-chr15-100419472-28
Merged-chr18-34202543-19	chr18	34202286	34202982	+	0.000	0.000	Merged-chr18-34202543-19
Merged-chr6-6223986-1	chr6	6223888	6224086	+	0.000	0.000	Merged-chr6-6223986-1
Merged-chr16-76575582-30	chr16	76575352	76575817	+	0.000	0.000	Merged-chr16-76575582-30
Merged-chr1-152831430-11	chr1	152831205	152831690	+	0.000	0.000	Merged-chr1-152831430-11
Merged-chr14-47664197-2	chr14	47664067	47664330	+	0.000	0.000	Merged-chr14-47664197-2
Merged-chr4-149980058-32	chr4	149979758	149980308	+	0.000	0.000	Merged-chr4-149980058-32
Merged-chr8-105305882-43	chr8	105305224	105306533	+	0.000	0.000	Merged-chr8-105305882-43
Merged-chr12-98901139-88	chr12	98900730	98901503	+	0.000	0.000	Merged-chr12-98901139-88
Merged-chr2-112556688-44	chr2	112556277	112557060	+	0.000	0.000	Merged-chr2-112556688-44
Merged-chr5-127485215-18	chr5	127484979	127485598	+	0.000	0.000	Merged-chr5-127485215-18
Merged-chr3-122984427-120	chr3	122984199	122984723	+	0.000	0.000	Merged-chr3-122984427-120
Merged-chr2-93454506-54	chr2	93454283	93454698	+	0.000	0.000	Merged-chr2-93454506-54
Merged-chr9-108002560-60	chr9	108002230	108002945	+	0.000	0.000	Merged-chr9-108002560-60
Merged-chr7-30194867-53	chr7	30194318	30195235	+	0.000	0.000	Merged-chr7-30194867-53
Merged-chr10-30654288-2	chr10	30654170	30654408	+	0.000	0.000	Merged-chr10-30654288-2
Merged-chr13-100108112-61	chr13	100107921	100108379	+	0.000	0.000	Merged-chr13-100108112-61
Merged-chr5-120907420-29	chr5	120907119	120907680	+	0.000	0.000	Merged-chr5-120907420-29
Merged-chr2-91950520-49	chr2	91950053	91950743	+	0.000	0.000	Merged-chr2-91950520-49
Merged-chr11-98741365-3	chr11	98741267	98741465	+	0.000	0.000	Merged-chr11-98741365-3
Merged-chr11-22832872-8	chr11	22832708	22833027	+	0.000	0.000	Merged-chr11-22832872-8
Merged-chr17-74769633-8	chr17	74769497	74769768	+	0.000	0.000	Merged-chr17-74769633-8
Merged-chr10-67200954-2	chr10	67200807	67201103	+	0.000	0.000	Merged-chr10-67200954-2
Merged-chr15-6520162-57	chr15	6519950	6520387	+	0.000	0.000	Merged-chr15-6520162-57
Merged-chr1-91193266-65	chr1	91192775	91193645	+	0.000	0.000	Merged-chr1-91193266-65
Merged-chr14-61885450-11	chr14	61885210	61885719	+	0.000	0.000	Merged-chr14-61885450-11
Merged-chr10-99241989-124	chr10	99241691	99242180	+	0.000	0.000	Merged-chr10-99241989-124
Merged-chr15-76765959-11	chr15	76765732	76766136	+	0.000	0.000	Merged-chr15-76765959-11
Merged-chr3-129557720-6	chr3	129557562	129557874	+	0.000	0.000	Merged-chr3-129557720-6
Merged-chr1-180253671-1	chr1	180253573	180253771	+	0.000	0.000	Merged-chr1-180253671-1
Merged-chr13-28886911-3	chr13	28886792	28887052	+	0.000	0.000	Merged-chr13-28886911-3
Merged-chr19-16128909-3	chr19	16128752	16129044	+	0.000	0.000	Merged-chr19-16128909-3
Merged-chr18-75000558-76	chr18	75000251	75000830	+	0.000	0.000	Merged-chr18-75000558-76
Merged-chr12-52718662-1	chr12	52718564	52718762	+	0.000	0.000	Merged-chr12-52718662-1
Merged-chr5-30814661-60	chr5	30814330	30815108	+	0.000	0.000	Merged-chr5-30814661-60
Merged-chr16-90279320-12	chr16	90279195	90279461	+	0.000	0.000	Merged-chr16-90279320-12
Merged-chr4-16159748-7	chr4	16159602	16159902	+	0.000	0.000	Merged-chr4-16159748-7
Merged-chr13-91168883-1	chr13	91168785	91168983	+	0.000	0.000	Merged-chr13-91168883-1
Merged-chr17-35980235-1	chr17	35980137	35980335	+	0.000	0.000	Merged-chr17-35980235-1
Merged-chr6-116107832-45	chr6	116107378	116108291	+	0.000	0.000	Merged-chr6-116107832-45
Merged-chr15-25624403-6	chr15	25624279	25624547	+	0.000	0.000	Merged-chr15-25624403-6
Merged-chr12-53766807-1	chr12	53766709	53766907	+	0.000	0.000	Merged-chr12-53766807-1
Merged-chr10-39768344-17	chr10	39768197	39768564	+	0.000	0.000	Merged-chr10-39768344-17
Merged-chr12-85707188-3	chr12	85707006	85707401	+	0.000	0.000	Merged-chr12-85707188-3
Merged-chr11-100846095-37	chr11	100845950	100846260	+	0.000	0.000	Merged-chr11-100846095-37
Merged-chr7-79721597-45	chr7	79721336	79722019	+	0.000	0.000	Merged-chr7-79721597-45
Merged-chr14-11161656-26	chr14	11161387	11161847	+	0.000	0.000	Merged-chr14-11161656-26
Merged-chr11-101316251-71	chr11	101315843	101316640	+	0.000	0.000	Merged-chr11-101316251-71
Merged-chr16-76357413-27	chr16	76357223	76357581	+	0.000	0.000	Merged-chr16-76357413-27
Merged-chr4-152125744-56	chr4	152125205	152126313	+	0.000	0.000	Merged-chr4-152125744-56
Merged-chr16-17927970-1	chr16	17927872	17928070	+	0.000	0.000	Merged-chr16-17927970-1
Merged-chr6-89553469-23	chr6	89553228	89553772	+	0.000	0.000	Merged-chr6-89553469-23
Merged-chr11-32445818-14	chr11	32445604	32446021	+	0.000	0.000	Merged-chr11-32445818-14
Merged-chr11-3931934-36	chr11	3931691	3932230	+	0.000	0.000	Merged-chr11-3931934-36
Merged-chr6-125239634-12	chr6	125239298	125239877	+	0.000	0.000	Merged-chr6-125239634-12
Merged-chr16-97418112-12	chr16	97417869	97418299	+	0.000	0.000	Merged-chr16-97418112-12
Merged-chr2-76128751-102	chr2	76128176	76129391	+	0.000	0.000	Merged-chr2-76128751-102
Merged-chr3-84334203-13	chr3	84334015	84334391	+	0.000	0.000	Merged-chr3-84334203-13
Merged-chr7-73595384-59	chr7	73595081	73595733	+	0.000	0.000	Merged-chr7-73595384-59
Merged-chr1-179240877-38	chr1	179240679	179241151	+	0.000	0.000	Merged-chr1-179240877-38
Merged-chr15-31455611-30	chr15	31454881	31456046	+	0.000	0.000	Merged-chr15-31455611-30
Merged-chr2-59486562-3	chr2	59486371	59486739	+	0.000	0.000	Merged-chr2-59486562-3
Merged-chr11-3931383-1	chr11	3931285	3931483	+	0.000	0.000	Merged-chr11-3931383-1
Merged-chr6-134042034-12	chr6	134041817	134042286	+	0.000	0.000	Merged-chr6-134042034-12
Merged-chr17-70852117-218	chr17	70850431	70853098	+	0.000	0.000	Merged-chr17-70852117-218
Merged-chr17-34238859-13	chr17	34238611	34239055	+	0.000	0.000	Merged-chr17-34238859-13
Merged-chr16-94454291-19	chr16	94454030	94454483	+	0.000	0.000	Merged-chr16-94454291-19
Merged-chr11-4318297-27	chr11	4318007	4318534	+	0.000	0.000	Merged-chr11-4318297-27
Merged-chr16-24092313-3	chr16	24092184	24092429	+	0.000	0.000	Merged-chr16-24092313-3
Merged-chr14-101379606-24	chr14	101379340	101379987	+	0.000	0.000	Merged-chr14-101379606-24
Merged-chr1-192532397-12	chr1	192532134	192532640	+	0.000	0.000	Merged-chr1-192532397-12
Merged-chr8-90908589-118	chr8	90908098	90908869	+	0.000	0.000	Merged-chr8-90908589-118
Merged-chr9-44515753-69	chr9	44515377	44516315	+	0.000	0.000	Merged-chr9-44515753-69
Merged-chr8-84701624-3	chr8	84701446	84701776	+	0.000	0.000	Merged-chr8-84701624-3
Merged-chr2-150451435-66	chr2	150451001	150451737	+	0.000	0.000	Merged-chr2-150451435-66
Merged-chr10-39358712-13	chr10	39358552	39359042	+	0.000	0.000	Merged-chr10-39358712-13
Merged-chr2-92434096-58	chr2	92433865	92434382	+	0.000	0.000	Merged-chr2-92434096-58
Merged-chr4-132308791-34	chr4	132308508	132309143	+	0.000	0.000	Merged-chr4-132308791-34
Merged-chr10-93191041-25	chr10	93190811	93191270	+	0.000	0.000	Merged-chr10-93191041-25
Merged-chr7-80176723-11	chr7	80176395	80177024	+	0.000	0.000	Merged-chr7-80176723-11
Merged-chr3-131190965-19	chr3	131190689	131191306	+	0.000	0.000	Merged-chr3-131190965-19
Merged-chr16-24953085-11	chr16	24952927	24953270	+	0.000	0.000	Merged-chr16-24953085-11
Merged-chr15-100687236-65	chr15	100686841	100687615	+	0.000	0.000	Merged-chr15-100687236-65
Merged-chr2-84454214-14	chr2	84454063	84454367	+	0.000	0.000	Merged-chr2-84454214-14
Merged-chr9-89872399-22	chr9	89872202	89872622	+	0.000	0.000	Merged-chr9-89872399-22
Merged-chr14-103350207-1	chr14	103350109	103350307	+	0.000	0.000	Merged-chr14-103350207-1
Merged-chr2-33215987-37	chr2	33215745	33216269	+	0.000	0.000	Merged-chr2-33215987-37
Merged-chr2-117365079-1	chr2	117364981	117365179	+	0.000	0.000	Merged-chr2-117365079-1
Merged-chr10-128637070-78	chr10	128636879	128637358	+	0.000	0.000	Merged-chr10-128637070-78
Merged-chr7-117882967-32	chr7	117882647	117883294	+	0.000	0.000	Merged-chr7-117882967-32
Merged-chr1-180303799-22	chr1	180303563	180303975	+	0.000	0.000	Merged-chr1-180303799-22
Merged-chr11-3198164-25	chr11	3197781	3198597	+	0.000	0.000	Merged-chr11-3198164-25
Merged-chrX-165825546-1	chrX	165825448	165825646	+	0.000	0.000	Merged-chrX-165825546-1
Merged-chr8-70611821-55	chr8	70611433	70612155	+	0.000	0.000	Merged-chr8-70611821-55
Merged-chr9-123229915-16	chr9	123229729	123230147	+	0.000	0.000	Merged-chr9-123229915-16
Merged-chr10-76799662-1	chr10	76799564	76799762	+	0.000	0.000	Merged-chr10-76799662-1
Merged-chr3-89876737-10	chr3	89876565	89876993	+	0.000	0.000	Merged-chr3-89876737-10
Merged-chr16-43979802-105	chr16	43979501	43980222	+	0.000	0.000	Merged-chr16-43979802-105
Merged-chr15-12425356-11	chr15	12425188	12425503	+	0.000	0.000	Merged-chr15-12425356-11
Merged-chr5-148493203-2	chr5	148493077	148493332	+	0.000	0.000	Merged-chr5-148493203-2
Merged-chr1-69548718-45	chr1	69548407	69548966	+	0.000	0.000	Merged-chr1-69548718-45
Merged-chr16-4913621-67	chr16	4913379	4914032	+	0.000	0.000	Merged-chr16-4913621-67
Merged-chr17-84636147-9	chr17	84635888	84636365	+	0.000	0.000	Merged-chr17-84636147-9
Merged-chr11-6562547-9	chr11	6562368	6562724	+	0.000	0.000	Merged-chr11-6562547-9
Merged-chr8-70844855-5	chr8	70844715	70845036	+	0.000	0.000	Merged-chr8-70844855-5
Merged-chr14-10289223-9	chr14	10289016	10289392	+	0.000	0.000	Merged-chr14-10289223-9
Merged-chr4-150556629-40	chr4	150556408	150556905	+	0.000	0.000	Merged-chr4-150556629-40
Merged-chr6-125266545-17	chr6	125266198	125266880	+	0.000	0.000	Merged-chr6-125266545-17
Merged-chr11-106160193-191	chr11	106159344	106161166	+	0.000	0.000	Merged-chr11-106160193-191
Merged-chr3-138863965-1	chr3	138863867	138864065	+	0.000	0.000	Merged-chr3-138863965-1
Merged-chr2-72136999-23	chr2	72136689	72137251	+	0.000	0.000	Merged-chr2-72136999-23
Merged-chr17-5091670-12	chr17	5091440	5091901	+	0.000	0.000	Merged-chr17-5091670-12
Merged-chrX-12153627-30	chrX	12153392	12153922	+	0.000	0.000	Merged-chrX-12153627-30
Merged-chr15-61984586-7	chr15	61984433	61984704	+	0.000	0.000	Merged-chr15-61984586-7
Merged-chr6-143176847-16	chr6	143176393	143177186	+	0.000	0.000	Merged-chr6-143176847-16
Merged-chr13-55445776-1	chr13	55445678	55445876	+	0.000	0.000	Merged-chr13-55445776-1
Merged-chr7-35729754-35	chr7	35729552	35729956	+	0.000	0.000	Merged-chr7-35729754-35
Merged-chr12-53024873-19	chr12	53024649	53025154	+	0.000	0.000	Merged-chr12-53024873-19
Merged-chr12-103417940-2	chr12	103417832	103418050	+	0.000	0.000	Merged-chr12-103417940-2
Merged-chr6-128888363-11	chr6	128888191	128888543	+	0.000	0.000	Merged-chr6-128888363-11
Merged-chr13-46984100-22	chr13	46983869	46984294	+	0.000	0.000	Merged-chr13-46984100-22
Merged-chr12-8772798-23	chr12	8772310	8773228	+	0.000	0.000	Merged-chr12-8772798-23
Merged-chr4-7112485-9	chr4	7112271	7112662	+	0.000	0.000	Merged-chr4-7112485-9
Merged-chr2-170153746-43	chr2	170153302	170154101	+	0.000	0.000	Merged-chr2-170153746-43
Merged-chr9-22131740-67	chr9	22131361	22132167	+	0.000	0.000	Merged-chr9-22131740-67
Merged-chr18-35874168-47	chr18	35873458	35874844	+	0.000	0.000	Merged-chr18-35874168-47
Merged-chr1-94053706-41	chr1	94053451	94053996	+	0.000	0.000	Merged-chr1-94053706-41
Merged-chr11-52283114-54	chr11	52282462	52283816	+	0.000	0.000	Merged-chr11-52283114-54
Merged-chr2-33209660-1	chr2	33209562	33209760	+	0.000	0.000	Merged-chr2-33209660-1
Merged-chr17-56479542-10	chr17	56479352	56479729	+	0.000	0.000	Merged-chr17-56479542-10
Merged-chr4-86721990-52	chr4	86721813	86722212	+	0.000	0.000	Merged-chr4-86721990-52
Merged-chr2-170222569-15	chr2	170222186	170222847	+	0.000	0.000	Merged-chr2-170222569-15
Merged-chr1-134556806-100	chr1	134556368	134557191	+	0.000	0.000	Merged-chr1-134556806-100
Merged-chr17-47922947-16	chr17	47922489	47923396	+	0.000	0.000	Merged-chr17-47922947-16
Merged-chr1-136579552-26	chr1	136579368	136579874	+	0.000	0.000	Merged-chr1-136579552-26
Merged-chr16-17934609-13	chr16	17934419	17934784	+	0.000	0.000	Merged-chr16-17934609-13
Merged-chr15-27794416-5	chr15	27794254	27794626	+	0.000	0.000	Merged-chr15-27794416-5
Merged-chr18-53937531-41	chr18	53937334	53937821	+	0.000	0.000	Merged-chr18-53937531-41
Merged-chr5-103519211-48	chr5	103518971	103519435	+	0.000	0.000	Merged-chr5-103519211-48
Merged-chr15-27796764-17	chr15	27796360	27797024	+	0.000	0.000	Merged-chr15-27796764-17
Merged-chr7-45707473-44	chr7	45706804	45708085	+	0.000	0.000	Merged-chr7-45707473-44
Merged-chr8-15011224-110	chr8	15010211	15012300	+	0.000	0.000	Merged-chr8-15011224-110
Merged-chr10-39376859-47	chr10	39376589	39377149	+	0.000	0.000	Merged-chr10-39376859-47
Merged-chr12-41096290-9	chr12	41096144	41096413	+	0.000	0.000	Merged-chr12-41096290-9
Merged-chr16-89904595-58	chr16	89904089	89904980	+	0.000	0.000	Merged-chr16-89904595-58
Merged-chr1-55406748-7	chr1	55406612	55406891	+	0.000	0.000	Merged-chr1-55406748-7
Merged-chr1-128601509-7	chr1	128601336	128601725	+	0.000	0.000	Merged-chr1-128601509-7
Merged-chr3-106487613-5	chr3	106487477	106487800	+	0.000	0.000	Merged-chr3-106487613-5
Merged-chr15-6570956-4	chr15	6570742	6571179	+	0.000	0.000	Merged-chr15-6570956-4
Merged-chr1-91179704-88	chr1	91179069	91180422	+	0.000	0.000	Merged-chr1-91179704-88
Merged-chr11-53609840-36	chr11	53609561	53610126	+	0.000	0.000	Merged-chr11-53609840-36
Merged-chr15-54853402-1	chr15	54853304	54853502	+	0.000	0.000	Merged-chr15-54853402-1
Merged-chr9-14088046-43	chr9	14087819	14088327	+	0.000	0.000	Merged-chr9-14088046-43
Merged-chr1-136683345-27	chr1	136682972	136683783	+	0.000	0.000	Merged-chr1-136683345-27
Merged-chr3-84479626-11	chr3	84479471	84479793	+	0.000	0.000	Merged-chr3-84479626-11
Merged-chr10-18139344-30	chr10	18139069	18139590	+	0.000	0.000	Merged-chr10-18139344-30
Merged-chr17-23617236-49	chr17	23616941	23617470	+	0.000	0.000	Merged-chr17-23617236-49
Merged-chr2-117335736-33	chr2	117335504	117335952	+	0.000	0.000	Merged-chr2-117335736-33
Merged-chr13-43751187-7	chr13	43750974	43751403	+	0.000	0.000	Merged-chr13-43751187-7
Merged-chr10-43452431-49	chr10	43452159	43452748	+	0.000	0.000	Merged-chr10-43452431-49
Merged-chr1-180252510-1	chr1	180252412	180252610	+	0.000	0.000	Merged-chr1-180252510-1
Merged-chr2-146270625-1	chr2	146270527	146270725	+	0.000	0.000	Merged-chr2-146270625-1
Merged-chr1-21962257-5	chr1	21961995	21962573	+	0.000	0.000	Merged-chr1-21962257-5
Merged-chr17-28801273-108	chr17	28800602	28801549	+	0.000	0.000	Merged-chr17-28801273-108
Merged-chr11-100695061-1	chr11	100694963	100695161	+	0.000	0.000	Merged-chr11-100695061-1
Merged-chr2-30124519-66	chr2	30124283	30124811	+	0.000	0.000	Merged-chr2-30124519-66
Merged-chr7-73524685-48	chr7	73524359	73524940	+	0.000	0.000	Merged-chr7-73524685-48
Merged-chr9-71896366-36	chr9	71896003	71896674	+	0.000	0.000	Merged-chr9-71896366-36
Merged-chr4-32252453-5	chr4	32252221	32252642	+	0.000	0.000	Merged-chr4-32252453-5
Merged-chr8-14989606-62	chr8	14989437	14989865	+	0.000	0.000	Merged-chr8-14989606-62
Merged-chr4-149880219-52	chr4	149879990	149880465	+	0.000	0.000	Merged-chr4-149880219-52
Merged-chr7-49821727-13	chr7	49821379	49822063	+	0.000	0.000	Merged-chr7-49821727-13
Merged-chr7-96915877-37	chr7	96915640	96916137	+	0.000	0.000	Merged-chr7-96915877-37
Merged-chr13-104526729-1	chr13	104526631	104526829	+	0.000	0.000	Merged-chr13-104526729-1
Merged-chr16-14380008-54	chr16	14379678	14380248	+	0.000	0.000	Merged-chr16-14380008-54
Merged-chr6-39118137-66	chr6	39117747	39118433	+	0.000	0.000	Merged-chr6-39118137-66
Merged-chr2-158625094-66	chr2	158624806	158625279	+	0.000	0.000	Merged-chr2-158625094-66
Merged-chr13-43906399-21	chr13	43906169	43906603	+	0.000	0.000	Merged-chr13-43906399-21
Merged-chr13-109685834-42	chr13	109685568	109686105	+	0.000	0.000	Merged-chr13-109685834-42
Merged-chr1-192078636-38	chr1	192078404	192078933	+	0.000	0.000	Merged-chr1-192078636-38
Merged-chr15-31418440-29	chr15	31417895	31418827	+	0.000	0.000	Merged-chr15-31418440-29
Merged-chr8-102085254-2	chr8	102085143	102085368	+	0.000	0.000	Merged-chr8-102085254-2
Merged-chr8-125720220-10	chr8	125720006	125720399	+	0.000	0.000	Merged-chr8-125720220-10
Merged-chr9-89885910-25	chr9	89885678	89886172	+	0.000	0.000	Merged-chr9-89885910-25
Merged-chr11-77395503-4	chr11	77395289	77395682	+	0.000	0.000	Merged-chr11-77395503-4
Merged-chr13-112289570-28	chr13	112289336	112289906	+	0.000	0.000	Merged-chr13-112289570-28
Merged-chr7-68127930-13	chr7	68127589	68128182	+	0.000	0.000	Merged-chr7-68127930-13
Merged-chr12-102439750-49	chr12	102439565	102439960	+	0.000	0.000	Merged-chr12-102439750-49
Merged-chr19-34287520-29	chr19	34287209	34288059	+	0.000	0.000	Merged-chr19-34287520-29
Merged-chr8-8661451-105	chr8	8661104	8661737	+	0.000	0.000	Merged-chr8-8661451-105
Merged-chr18-54970177-21	chr18	54969959	54970367	+	0.000	0.000	Merged-chr18-54970177-21
Merged-chr14-105198652-25	chr14	105198429	105198843	+	0.000	0.000	Merged-chr14-105198652-25
Merged-chr14-57424023-80	chr14	57423776	57424266	+	0.000	0.000	Merged-chr14-57424023-80
Merged-chr5-103443130-4	chr5	103443016	103443242	+	0.000	0.000	Merged-chr5-103443130-4
Merged-chr2-112676754-32	chr2	112676501	112677091	+	0.000	0.000	Merged-chr2-112676754-32
Merged-chr8-111573415-1	chr8	111573317	111573515	+	0.000	0.000	Merged-chr8-111573415-1
Merged-chr4-137856097-2	chr4	137855990	137856207	+	0.000	0.000	Merged-chr4-137856097-2
Merged-chr8-111570424-39	chr8	111569985	111570831	+	0.000	0.000	Merged-chr8-111570424-39
Merged-chr5-3606104-9	chr5	3605910	3606289	+	0.000	0.000	Merged-chr5-3606104-9
Merged-chr16-91374174-40	chr16	91373774	91374534	+	0.000	0.000	Merged-chr16-91374174-40
Merged-chr3-127817402-1	chr3	127817304	127817502	+	0.000	0.000	Merged-chr3-127817402-1
Merged-chr4-45972047-1	chr4	45971949	45972147	+	0.000	0.000	Merged-chr4-45972047-1
Merged-chr15-10981797-77	chr15	10981563	10982026	+	0.000	0.000	Merged-chr15-10981797-77
Merged-chr11-80183866-67	chr11	80183595	80184133	+	0.000	0.000	Merged-chr11-80183866-67
Merged-chr10-130335391-5	chr10	130335234	130335531	+	0.000	0.000	Merged-chr10-130335391-5
Merged-chr5-114783654-34	chr5	114783229	114784069	+	0.000	0.000	Merged-chr5-114783654-34
Merged-chr12-117676169-1	chr12	117676071	117676269	+	0.000	0.000	Merged-chr12-117676169-1
Merged-chr8-90877142-94	chr8	90876822	90877649	+	0.000	0.000	Merged-chr8-90877142-94
Merged-chr17-46986785-4	chr17	46986659	46986908	+	0.000	0.000	Merged-chr17-46986785-4
Merged-chr11-52098997-87	chr11	52098416	52099471	+	0.000	0.000	Merged-chr11-52098997-87
Merged-chr12-85704920-2	chr12	85704822	85705020	+	0.000	0.000	Merged-chr12-85704920-2
Merged-chr9-51213844-69	chr9	51213667	51214022	+	0.000	0.000	Merged-chr9-51213844-69
Merged-chr17-33824550-48	chr17	33824290	33824755	+	0.000	0.000	Merged-chr17-33824550-48
Merged-chr2-77268041-1	chr2	77267943	77268141	+	0.000	0.000	Merged-chr2-77268041-1
Merged-chr14-52338882-26	chr14	52338641	52339120	+	0.000	0.000	Merged-chr14-52338882-26
Merged-chr16-24171355-10	chr16	24171122	24171520	+	0.000	0.000	Merged-chr16-24171355-10
Merged-chr5-120505593-25	chr5	120505352	120505863	+	0.000	0.000	Merged-chr5-120505593-25
Merged-chr9-56927767-1	chr9	56927669	56927867	+	0.000	0.000	Merged-chr9-56927767-1
Merged-chr8-83973520-1	chr8	83973422	83973620	+	0.000	0.000	Merged-chr8-83973520-1
Merged-chr2-91962990-14	chr2	91962766	91963279	+	0.000	0.000	Merged-chr2-91962990-14
Merged-chr8-91381957-7	chr8	91381770	91382166	+	0.000	0.000	Merged-chr8-91381957-7
Merged-chr10-60161046-15	chr10	60160817	60161364	+	0.000	0.000	Merged-chr10-60161046-15
Merged-chr19-57073198-53	chr19	57072718	57073721	+	0.000	0.000	Merged-chr19-57073198-53
Merged-chr11-94243595-44	chr11	94243069	94243964	+	0.000	0.000	Merged-chr11-94243595-44
Merged-chr7-132335509-39	chr7	132335198	132335741	+	0.000	0.000	Merged-chr7-132335509-39
Merged-chr16-18462823-4	chr16	18462717	18462930	+	0.000	0.000	Merged-chr16-18462823-4
Merged-chr5-146784100-8	chr5	146783933	146784281	+	0.000	0.000	Merged-chr5-146784100-8
Merged-chr10-17656067-21	chr10	17655660	17656585	+	0.000	0.000	Merged-chr10-17656067-21
Merged-chr1-38185745-4	chr1	38185613	38185880	+	0.000	0.000	Merged-chr1-38185745-4
Merged-chr2-72157784-1	chr2	72157686	72157884	+	0.000	0.000	Merged-chr2-72157784-1
Merged-chr7-35991280-23	chr7	35990838	35991660	+	0.000	0.000	Merged-chr7-35991280-23
Merged-chr6-17694872-2	chr6	17694774	17694973	+	0.000	0.000	Merged-chr6-17694872-2
Merged-chr12-24597937-3	chr12	24597834	24598046	+	0.000	0.000	Merged-chr12-24597937-3
Merged-chr1-128824512-22	chr1	128824320	128824842	+	0.000	0.000	Merged-chr1-128824512-22
Merged-chr15-102246016-1	chr15	102245918	102246116	+	0.000	0.000	Merged-chr15-102246016-1
Merged-chr7-25120558-69	chr7	25119705	25121131	+	0.000	0.000	Merged-chr7-25120558-69
Merged-chr1-192742211-3	chr1	192742081	192742332	+	0.000	0.000	Merged-chr1-192742211-3
Merged-chr9-14140765-12	chr9	14140536	14140976	+	0.000	0.000	Merged-chr9-14140765-12
