#name (cmd = mergePeaks -d 150 MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed MACS2_DKO_Tfh_peaks.Runx2.sig.bed MACS2_DKO_Th1_peaks.Runx2.sig.bed MACS2_Naive_peaks.Runx2.sig.bed MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed MACS2_WT_Tfh_peaks.Runx2.sig.bed MACS2_WT_Th1_peaks.Runx2.sig.bed)	chr	start	end	strand	Stat	Parent files	Total subpeaks	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed	MACS2_DKO_Tfh_peaks.Runx2.sig.bed	MACS2_DKO_Th1_peaks.Runx2.sig.bed	MACS2_Naive_peaks.Runx2.sig.bed	MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed	MACS2_WT_Tfh_peaks.Runx2.sig.bed	MACS2_WT_Th1_peaks.Runx2.sig.bed
Merged-chr17-44713962-11	chr17	44713799	44714103	+	0.000000	MACS2_DKO_Tfh_peaks.Runx2.sig.bed|MACS2_DKO_Th1_peaks.Runx2.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Tfh_peaks.Runx2.sig.bed	11		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106918a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106918b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89452a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89452b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89452c		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150052a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150052b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150052c	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114170a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114170b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114170c	
Merged-chr17-44612202-13	chr17	44612056	44612341	+	0.000000	MACS2_DKO_Tfh_peaks.Runx2.sig.bed|MACS2_DKO_Th1_peaks.Runx2.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Tfh_peaks.Runx2.sig.bed	13		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106900a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106900b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106900c	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89430a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89430b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89430c,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89430d		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150036a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150036b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150036c	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114155a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114155b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114155c	
Merged-chr17-44556139-5	chr17	44556023	44556252	+	0.000000	MACS2_DKO_Tfh_peaks.Runx2.sig.bed|MACS2_DKO_Th1_peaks.Runx2.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	5		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106892	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89422		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150029	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114147	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109755
Merged-chr17-44460371-1	chr17	44460296	44460446	+	0.000000	MACS2_DKO_Th1_peaks.Runx2.sig.bed	1			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89418				
Merged-chr17-44624017-1	chr17	44623942	44624092	+	0.000000	MACS2_DKO_Th1_peaks.Runx2.sig.bed	1			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89432				
Merged-chr17-44676545-1	chr17	44676470	44676620	+	0.000000	MACS2_DKO_Th1_peaks.Runx2.sig.bed	1			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89444				
Merged-chr17-44973677-1	chr17	44973602	44973752	+	0.000000	MACS2_DKO_Th1_peaks.Runx2.sig.bed	1			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89466				
Merged-chr17-44436839-2	chr17	44436725	44436953	+	0.000000	MACS2_DKO_Th1_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	2			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89414				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109748
Merged-chr17-44528290-2	chr17	44528150	44528430	+	0.000000	MACS2_DKO_Th1_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	2			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89420				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109753
Merged-chr17-44630115-2	chr17	44630007	44630223	+	0.000000	MACS2_DKO_Th1_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	2			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89434				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109769
Merged-chr17-44819097-3	chr17	44818954	44819215	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_Naive_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	3	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130573			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_159431			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109801
Merged-chr17-44767572-4	chr17	44767482	44767665	+	0.000000	MACS2_DKO_Th1_peaks.Runx2.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	4			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89461		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150060	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114177	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109797
Merged-chr17-44614086-4	chr17	44613909	44614226	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_Naive_peaks.Runx2.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Tfh_peaks.Runx2.sig.bed	4	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130534			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_159414	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150037	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114156	
Merged-chr17-44672535-8	chr17	44672354	44672827	+	0.000000	MACS2_DKO_Tfh_peaks.Runx2.sig.bed|MACS2_Naive_peaks.Runx2.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	8		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106911a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106911b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106911c,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106911d		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_159419	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150046b		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109777a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109777b
Merged-chr17-44772922-4	chr17	44772658	44773188	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_DKO_Tfh_peaks.Runx2.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Tfh_peaks.Runx2.sig.bed	4	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130571	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106926			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150061	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114179b	
Merged-chr17-44431256-1	chr17	44431181	44431331	+	0.000000	MACS2_Naive_peaks.Runx2.sig.bed	1				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_159403			
Merged-chr17-44447433-1	chr17	44447358	44447508	+	0.000000	MACS2_Naive_peaks.Runx2.sig.bed	1				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_159404			
Merged-chr17-44455745-1	chr17	44455670	44455820	+	0.000000	MACS2_Naive_peaks.Runx2.sig.bed	1				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_159405			
Merged-chr17-44541207-1	chr17	44541132	44541282	+	0.000000	MACS2_Naive_peaks.Runx2.sig.bed	1				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_159409			
Merged-chr17-44545479-1	chr17	44545404	44545554	+	0.000000	MACS2_Naive_peaks.Runx2.sig.bed	1				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_159410			
Merged-chr17-44602466-1	chr17	44602391	44602541	+	0.000000	MACS2_Naive_peaks.Runx2.sig.bed	1				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_159413			
Merged-chr17-44626076-1	chr17	44626001	44626151	+	0.000000	MACS2_Naive_peaks.Runx2.sig.bed	1				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_159416			
Merged-chr17-44697436-1	chr17	44697361	44697511	+	0.000000	MACS2_Naive_peaks.Runx2.sig.bed	1				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_159422			
Merged-chr17-45011725-1	chr17	45011650	45011800	+	0.000000	MACS2_Naive_peaks.Runx2.sig.bed	1				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_159435			
Merged-chr17-44942537-3	chr17	44942462	44942612	+	0.000000	MACS2_Naive_peaks.Runx2.sig.bed	3				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_159433a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_159433b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_159433c			
Merged-chr17-44792165-2	chr17	44792075	44792256	+	0.000000	MACS2_Naive_peaks.Runx2.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed	2				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_159429	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150063		
Merged-chr17-44434197-1	chr17	44434122	44434272	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed	1	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130516						
Merged-chr17-44624549-1	chr17	44624474	44624624	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed	1	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130537						
Merged-chr17-44630308-1	chr17	44630233	44630383	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed	1	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130539						
Merged-chr17-44720173-1	chr17	44720098	44720248	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed	1	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130560						
Merged-chr17-44768700-1	chr17	44768625	44768775	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed	1	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130570						
Merged-chr17-44959691-1	chr17	44959616	44959766	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed	1	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130578						
Merged-chr17-44714209-4	chr17	44714106	44714312	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	4	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130558a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130558b						/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109788a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109788b
Merged-chr17-44599476-2	chr17	44599385	44599568	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	2	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130529						/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109760
Merged-chr17-44611778-2	chr17	44611675	44611881	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	2	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130532						/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109763
Merged-chr17-44612513-3	chr17	44612427	44612610	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	3	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130533						/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109764a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109764b
Merged-chr17-44660400-3	chr17	44660225	44660525	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	3	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130545						/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109773a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109773b
Merged-chr17-44722371-2	chr17	44722279	44722464	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	2	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130561						/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109790
Merged-chr17-44760778-2	chr17	44760668	44760889	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	2	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130567						/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109795
Merged-chr17-44425534-2	chr17	44425432	44425637	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_WT_Tfh_peaks.Runx2.sig.bed	2	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130513					/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114141	
