#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval-0.05_up.bed
NR446--MA0002.2.RUNX1	chr1	127732966	127732976	+	0.000	0.000	Merged-chr1-127732945-24
NR2414--MA0002.2.RUNX1	chr12	71030587	71030597	+	0.000	0.000	Merged-chr12-71030638-56
NR6754--MA0002.2.RUNX1	chr3	10151849	10151859	+	0.000	0.000	Merged-chr3-10151750-17
NR7408--MA0684.1.RUNX3	chr4	11492628	11492637	-	0.000	0.000	Merged-chr4-11492586-1
NR9049--MA0002.2.RUNX1	chr6	97806975	97806985	-	0.000	0.000	Merged-chr6-97807026-80
NR9528--MA0511.2.RUNX2	chr7	35742516	35742524	+	0.000	0.000	Merged-chr7-35742502-39
NR3124--MA0684.1.RUNX3	chr13	89670127	89670136	+	0.000	0.000	Merged-chr13-89670013-3
NR5135--MA0511.2.RUNX2	chr17	79817129	79817137	+	0.000	0.000	Merged-chr17-79817109-13
NR1090--MA0511.2.RUNX2	chr10	44679957	44679965	-	0.000	0.000	Merged-chr10-44679817-10
NR8870--MA0002.2.RUNX1	chr6	50009527	50009537	+	0.000	0.000	Merged-chr6-50009459-48
NR10057--MA0002.2.RUNX1	chr7	138876909	138876919	+	0.000	0.000	Merged-chr7-138877099-9
NR1314--MA0684.1.RUNX3	chr10	93188699	93188708	-	0.000	0.000	Merged-chr10-93188465-33
NR9362--MA0684.1.RUNX3	chr6	144953072	144953081	+	0.000	0.000	Merged-chr6-144953133-29
NR5148--MA0511.2.RUNX2	chr17	80772670	80772678	-	0.000	0.000	Merged-chr17-80772766-52
NR10122--MA0511.2.RUNX2	chr8	3205373	3205381	-	0.000	0.000	Merged-chr8-3205181-19
NR5191--MA0511.2.RUNX2	chr17	86184915	86184923	-	0.000	0.000	Merged-chr17-86185009-23
NR10689--MA0002.2.RUNX1	chr9	14200216	14200226	-	0.000	0.000	Merged-chr9-14200294-59
NR308--MA0002.2.RUNX1	chr1	82819631	82819641	-	0.000	0.000	Merged-chr1-82819589-51
NR765--MA0002.2.RUNX1	chr1	179493151	179493161	-	0.000	0.000	Merged-chr1-179493163-27
NR7569--MA0511.2.RUNX2	chr4	59790007	59790015	-	0.000	0.000	Merged-chr4-59790006-29
NR1036--MA0002.2.RUNX1	chr10	37323929	37323939	+	0.000	0.000	Merged-chr10-37323815-38
NR9040--MA0511.2.RUNX2	chr6	94660393	94660401	+	0.000	0.000	Merged-chr6-94660484-13
NR817--MA0684.1.RUNX3	chr1	184182457	184182466	-	0.000	0.000	Merged-chr1-184182339-15
NR10658--MA0511.2.RUNX2	chr8	128643065	128643073	-	0.000	0.000	Merged-chr8-128643198-31
NR8482--MA0002.2.RUNX1	chr5	115693470	115693480	-	0.000	0.000	Merged-chr5-115693567-32
NR7264--MA0511.2.RUNX2	chr3	144232151	144232159	-	0.000	0.000	Merged-chr3-144232172-58
NR3586--MA0684.1.RUNX3	chr14	69980921	69980930	+	0.000	0.000	Merged-chr14-69980861-5
NR473--MA0002.2.RUNX1	chr1	131993468	131993478	+	0.000	0.000	Merged-chr1-131993308-10
NR10257--MA0511.2.RUNX2	chr8	41334319	41334327	-	0.000	0.000	Merged-chr8-41334366-24
NR10528--MA0511.2.RUNX2	chr8	116689973	116689981	+	0.000	0.000	Merged-chr8-116689955-52
NR7055--MA0684.1.RUNX3	chr3	108887078	108887087	+	0.000	0.000	Merged-chr3-108887140-15
NR4787--MA0002.2.RUNX1	chr17	8236108	8236118	-	0.000	0.000	Merged-chr17-8235955-6
NR9529--MA0684.1.RUNX3	chr7	35742516	35742525	+	0.000	0.000	Merged-chr7-35742502-39
NR2759--MA0002.2.RUNX1	chr12	117173279	117173289	+	0.000	0.000	Merged-chr12-117173433-4
NR4995--MA0511.2.RUNX2	chr17	47710437	47710445	-	0.000	0.000	Merged-chr17-47710307-11
NR33--MA0684.1.RUNX3	chr1	20260127	20260136	+	0.000	0.000	Merged-chr1-20260109-34
NR9509--MA0002.2.RUNX1	chr7	28423074	28423084	+	0.000	0.000	Merged-chr7-28423189-12
NR886--MA0684.1.RUNX3	chr1	192510749	192510758	+	0.000	0.000	Merged-chr1-192510804-31
NR2933--MA0511.2.RUNX2	chr13	34130047	34130055	+	0.000	0.000	Merged-chr13-34130177-64
NR4786--MA0684.1.RUNX3	chr17	8225308	8225317	-	0.000	0.000	Merged-chr17-8225447-9
NR6750--MA0511.2.RUNX2	chr3	9968792	9968800	-	0.000	0.000	Merged-chr3-9968684-31
NR3217--MA0684.1.RUNX3	chr13	99781337	99781346	-	0.000	0.000	Merged-chr13-99781144-21
NR1266--MA0684.1.RUNX3	chr10	84897547	84897556	+	0.000	0.000	Merged-chr10-84897526-62
NR6240--MA0511.2.RUNX2	chr2	84582459	84582467	-	0.000	0.000	Merged-chr2-84582461-28
NR4404--MA0684.1.RUNX3	chr16	35485017	35485026	+	0.000	0.000	Merged-chr16-35485007-20
NR10249--MA0511.2.RUNX2	chr8	40584804	40584812	+	0.000	0.000	Merged-chr8-40584789-43
NR944--MA0511.2.RUNX2	chr10	13438594	13438602	+	0.000	0.000	Merged-chr10-13438536-33
NR2976--MA0684.1.RUNX3	chr13	46159487	46159496	+	0.000	0.000	Merged-chr13-46159501-43
NR769--MA0684.1.RUNX3	chr1	179578841	179578850	+	0.000	0.000	Merged-chr1-179578897-31
NR5698--MA0511.2.RUNX2	chr19	18715929	18715937	-	0.000	0.000	Merged-chr19-18715934-3
NR9359--MA0684.1.RUNX3	chr6	144910470	144910479	-	0.000	0.000	Merged-chr6-144910390-40
NR2446--MA0002.2.RUNX1	chr12	77788440	77788450	+	0.000	0.000	Merged-chr12-77788504-44
NR858--MA0002.2.RUNX1	chr1	191119057	191119067	+	0.000	0.000	Merged-chr1-191119060-9
NR4364--MA0684.1.RUNX3	chr16	25587928	25587937	-	0.000	0.000	Merged-chr16-25587871-42
NR10175--MA0511.2.RUNX2	chr8	22544817	22544825	-	0.000	0.000	Merged-chr8-22544867-25
NR5359--MA0684.1.RUNX3	chr18	56413121	56413130	-	0.000	0.000	Merged-chr18-56413005-50
NR8941--MA0684.1.RUNX3	chr6	67475748	67475757	+	0.000	0.000	Merged-chr6-67475756-29
NR5468--MA0684.1.RUNX3	chr18	69209061	69209070	-	0.000	0.000	Merged-chr18-69209051-20
NR347--MA0684.1.RUNX3	chr1	89090406	89090415	+	0.000	0.000	Merged-chr1-89090487-27
NR2934--MA0684.1.RUNX3	chr13	34130047	34130056	+	0.000	0.000	Merged-chr13-34130177-64
NR8160--MA0684.1.RUNX3	chr5	38566699	38566708	+	0.000	0.000	Merged-chr5-38566846-14
NR4323--MA0002.2.RUNX1	chr16	22526576	22526586	+	0.000	0.000	Merged-chr16-22526487-34
NR10316--MA0511.2.RUNX2	chr8	70174664	70174672	-	0.000	0.000	Merged-chr8-70174484-11
NR8206--MA0002.2.RUNX1	chr5	63943528	63943538	+	0.000	0.000	Merged-chr5-63943362-36
NR294--MA0684.1.RUNX3	chr1	80418895	80418904	-	0.000	0.000	Merged-chr1-80418874-24
NR6016--MA0002.2.RUNX1	chr2	25620564	25620574	+	0.000	0.000	Merged-chr2-25620603-21
NR5491--MA0002.2.RUNX1	chr18	75374180	75374190	+	0.000	0.000	Merged-chr18-75374196-25
NR1088--MA0684.1.RUNX3	chr10	44341913	44341922	-	0.000	0.000	Merged-chr10-44341926-8
NR6145--MA0684.1.RUNX3	chr2	60080116	60080125	+	0.000	0.000	Merged-chr2-60080152-7
NR4588--MA0002.2.RUNX1	chr16	78573107	78573117	-	0.000	0.000	Merged-chr16-78573118-8
NR7965--MA0002.2.RUNX1	chr4	149912634	149912644	+	0.000	0.000	Merged-chr4-149912693-20
NR11308--MA0002.2.RUNX1	chr9	120943830	120943840	+	0.000	0.000	Merged-chr9-120943869-18
NR8205--MA0684.1.RUNX3	chr5	63943498	63943507	+	0.000	0.000	Merged-chr5-63943362-36
NR306--MA0002.2.RUNX1	chr1	82819533	82819543	-	0.000	0.000	Merged-chr1-82819589-51
NR1640--MA0002.2.RUNX1	chr11	32113240	32113250	+	0.000	0.000	Merged-chr11-32113342-16
NR4305--MA0511.2.RUNX2	chr16	17695011	17695019	-	0.000	0.000	Merged-chr16-17695007-34
NR4762--MA0511.2.RUNX2	chr17	5748187	5748195	+	0.000	0.000	Merged-chr17-5748141-46
NR6346--MA0511.2.RUNX2	chr2	117399617	117399625	+	0.000	0.000	Merged-chr2-117399695-40
NR2159--MA0002.2.RUNX1	chr11	113174357	113174367	-	0.000	0.000	Merged-chr11-113174221-33
NR2559--MA0684.1.RUNX3	chr12	98601153	98601162	-	0.000	0.000	Merged-chr12-98601119-23
NR8370--MA0684.1.RUNX3	chr5	105010567	105010576	+	0.000	0.000	Merged-chr5-105010527-49
NR4328--MA0002.2.RUNX1	chr16	23144576	23144586	+	0.000	0.000	Merged-chr16-23144552-50
NR3726--MA0002.2.RUNX1	chr14	118658446	118658456	-	0.000	0.000	Merged-chr14-118658326-68
NR8254--MA0002.2.RUNX1	chr5	72941142	72941152	+	0.000	0.000	Merged-chr5-72941102-35
NR679--MA0684.1.RUNX3	chr1	165985849	165985858	+	0.000	0.000	Merged-chr1-165985990-54
NR6335--MA0002.2.RUNX1	chr2	114873176	114873186	-	0.000	0.000	Merged-chr2-114873203-5
NR4327--MA0684.1.RUNX3	chr16	23144425	23144434	-	0.000	0.000	Merged-chr16-23144552-50
NR6606--MA0002.2.RUNX1	chr2	164041119	164041129	-	0.000	0.000	Merged-chr2-164041176-18
NR8637--MA0511.2.RUNX2	chr5	143038780	143038788	-	0.000	0.000	Merged-chr5-143038769-30
NR2455--MA0511.2.RUNX2	chr12	80069271	80069279	-	0.000	0.000	Merged-chr12-80069261-23
NR8809--MA0002.2.RUNX1	chr6	38581834	38581844	+	0.000	0.000	Merged-chr6-38581914-20
NR2627--MA0002.2.RUNX1	chr12	105971344	105971354	+	0.000	0.000	Merged-chr12-105971370-23
NR645--MA0684.1.RUNX3	chr1	163374769	163374778	-	0.000	0.000	Merged-chr1-163374764-34
NR5680--MA0002.2.RUNX1	chr19	14588394	14588404	-	0.000	0.000	Merged-chr19-14588447-32
NR6186--MA0002.2.RUNX1	chr2	72183927	72183937	+	0.000	0.000	Merged-chr2-72183936-23
NR2103--MA0684.1.RUNX3	chr11	107668372	107668381	-	0.000	0.000	Merged-chr11-107668374-46
NR3751--MA0511.2.RUNX2	chr14	121846234	121846242	-	0.000	0.000	Merged-chr14-121846246-16
NR7915--MA0002.2.RUNX1	chr4	145045906	145045916	-	0.000	0.000	Merged-chr4-145045932-55
NR2609--MA0511.2.RUNX2	chr12	104235933	104235941	-	0.000	0.000	Merged-chr12-104236095-61
NR4124--MA0002.2.RUNX1	chr15	92231532	92231542	+	0.000	0.000	Merged-chr15-92231581-21
NR7230--MA0002.2.RUNX1	chr3	138275270	138275280	+	0.000	0.000	Merged-chr3-138275247-64
NR8007--MA0002.2.RUNX1	chr4	154936711	154936721	-	0.000	0.000	Merged-chr4-154936813-27
NR4376--MA0002.2.RUNX1	chr16	31149068	31149078	-	0.000	0.000	Merged-chr16-31149070-8
NR9433--MA0002.2.RUNX1	chr6	148961433	148961443	+	0.000	0.000	Merged-chr6-148961537-19
NR3651--MA0684.1.RUNX3	chr14	78474145	78474154	+	0.000	0.000	Merged-chr14-78474159-29
NR11077--MA0002.2.RUNX1	chr9	92274608	92274618	+	0.000	0.000	Merged-chr9-92274591-56
NR11205--MA0002.2.RUNX1	chr9	114613237	114613247	-	0.000	0.000	Merged-chr9-114613191-38
NR8102--MA0684.1.RUNX3	chr5	22740148	22740157	+	0.000	0.000	Merged-chr5-22740212-9
NR1732--MA0684.1.RUNX3	chr11	54188040	54188049	-	0.000	0.000	Merged-chr11-54188081-11
NR4183--MA0511.2.RUNX2	chr15	99065734	99065742	-	0.000	0.000	Merged-chr15-99065640-20
NR5803--MA0511.2.RUNX2	chr19	40267494	40267502	+	0.000	0.000	Merged-chr19-40267576-38
NR11076--MA0684.1.RUNX3	chr9	92217819	92217828	-	0.000	0.000	Merged-chr9-92217904-40
NR6144--MA0002.2.RUNX1	chr2	60080116	60080126	-	0.000	0.000	Merged-chr2-60080152-7
NR3819--MA0002.2.RUNX1	chr15	12606557	12606567	-	0.000	0.000	Merged-chr15-12606518-21
NR7570--MA0002.2.RUNX1	chr4	59790005	59790015	+	0.000	0.000	Merged-chr4-59790006-29
NR11012--MA0511.2.RUNX2	chr9	83564266	83564274	-	0.000	0.000	Merged-chr9-83564254-44
NR8698--MA0511.2.RUNX2	chr5	149641833	149641841	-	0.000	0.000	Merged-chr5-149641711-30
NR1854--MA0684.1.RUNX3	chr11	75878726	75878735	+	0.000	0.000	Merged-chr11-75878686-10
NR6382--MA0684.1.RUNX3	chr2	124732845	124732854	+	0.000	0.000	Merged-chr2-124732800-44
NR4768--MA0684.1.RUNX3	chr17	6154601	6154610	-	0.000	0.000	Merged-chr17-6154576-19
NR7060--MA0002.2.RUNX1	chr3	109165408	109165418	-	0.000	0.000	Merged-chr3-109165436-34
NR3971--MA0002.2.RUNX1	chr15	64192796	64192806	-	0.000	0.000	Merged-chr15-64192878-29
NR10292--MA0002.2.RUNX1	chr8	64805451	64805461	+	0.000	0.000	Merged-chr8-64805470-51
NR1420--MA0002.2.RUNX1	chr10	117118607	117118617	-	0.000	0.000	Merged-chr10-117118585-40
NR6113--MA0511.2.RUNX2	chr2	53067469	53067477	+	0.000	0.000	Merged-chr2-53067376-9
NR6779--MA0511.2.RUNX2	chr3	21996142	21996150	-	0.000	0.000	Merged-chr3-21996009-51
NR9934--MA0684.1.RUNX3	chr7	121059761	121059770	+	0.000	0.000	Merged-chr7-121059708-48
NR8045--MA0511.2.RUNX2	chr5	7829817	7829825	-	0.000	0.000	Merged-chr5-7829791-41
NR3875--MA0002.2.RUNX1	chr15	37437312	37437322	-	0.000	0.000	Merged-chr15-37437279-19
NR910--MA0002.2.RUNX1	chr10	5448546	5448556	+	0.000	0.000	Merged-chr10-5448562-35
NR7963--MA0002.2.RUNX1	chr4	149880279	149880289	+	0.000	0.000	Merged-chr4-149880219-52
NR1781--MA0002.2.RUNX1	chr11	61564313	61564323	-	0.000	0.000	Merged-chr11-61564144-31
NR5521--MA0002.2.RUNX1	chr18	79473211	79473221	-	0.000	0.000	Merged-chr18-79473118-20
NR307--MA0511.2.RUNX2	chr1	82819631	82819639	+	0.000	0.000	Merged-chr1-82819589-51
NR1641--MA0511.2.RUNX2	chr11	32138418	32138426	-	0.000	0.000	Merged-chr11-32138495-33
NR337--MA0684.1.RUNX3	chr1	87637246	87637255	-	0.000	0.000	Merged-chr1-87637275-111
NR2527--MA0511.2.RUNX2	chr12	89719331	89719339	-	0.000	0.000	Merged-chr12-89719457-81
NR9913--MA0684.1.RUNX3	chr7	117559221	117559230	-	0.000	0.000	Merged-chr7-117559166-31
NR1032--MA0002.2.RUNX1	chr10	34118015	34118025	-	0.000	0.000	Merged-chr10-34117997-36
NR10303--MA0002.2.RUNX1	chr8	68112373	68112383	-	0.000	0.000	Merged-chr8-68112424-37
NR10432--MA0684.1.RUNX3	chr8	94633719	94633728	-	0.000	0.000	Merged-chr8-94633712-19
NR9731--MA0002.2.RUNX1	chr7	84740070	84740080	+	0.000	0.000	Merged-chr7-84740151-41
NR2318--MA0684.1.RUNX3	chr12	25784513	25784522	+	0.000	0.000	Merged-chr12-25784585-45
NR1921--MA0684.1.RUNX3	chr11	83828988	83828997	+	0.000	0.000	Merged-chr11-83828814-21
NR883--MA0002.2.RUNX1	chr1	192510654	192510664	-	0.000	0.000	Merged-chr1-192510804-31
NR10250--MA0002.2.RUNX1	chr8	40584798	40584808	-	0.000	0.000	Merged-chr8-40584789-43
NR5590--MA0002.2.RUNX1	chr18	89627025	89627035	-	0.000	0.000	Merged-chr18-89627032-39
NR2758--MA0511.2.RUNX2	chr12	117173281	117173289	-	0.000	0.000	Merged-chr12-117173433-4
NR11013--MA0684.1.RUNX3	chr9	83564265	83564274	-	0.000	0.000	Merged-chr9-83564254-44
NR1263--MA0002.2.RUNX1	chr10	84678705	84678715	+	0.000	0.000	Merged-chr10-84678816-22
NR7574--MA0684.1.RUNX3	chr4	59895268	59895277	-	0.000	0.000	Merged-chr4-59895245-17
NR11073--MA0511.2.RUNX2	chr9	92217820	92217828	-	0.000	0.000	Merged-chr9-92217904-40
NR6005--MA0684.1.RUNX3	chr2	21222924	21222933	+	0.000	0.000	Merged-chr2-21222970-39
NR11122--MA0684.1.RUNX3	chr9	98616576	98616585	-	0.000	0.000	Merged-chr9-98616546-17
NR8159--MA0511.2.RUNX2	chr5	38566699	38566707	+	0.000	0.000	Merged-chr5-38566846-14
NR5460--MA0002.2.RUNX1	chr18	68282469	68282479	-	0.000	0.000	Merged-chr18-68282533-23
NR9886--MA0684.1.RUNX3	chr7	115501799	115501808	-	0.000	0.000	Merged-chr7-115501823-28
NR3161--MA0002.2.RUNX1	chr13	94144819	94144829	+	0.000	0.000	Merged-chr13-94144726-31
NR1481--MA0002.2.RUNX1	chr10	121382802	121382812	+	0.000	0.000	Merged-chr10-121382753-17
NR9472--MA0684.1.RUNX3	chr7	16535908	16535917	-	0.000	0.000	Merged-chr7-16535889-17
NR9743--MA0684.1.RUNX3	chr7	88459938	88459947	-	0.000	0.000	Merged-chr7-88459917-15
NR5512--MA0684.1.RUNX3	chr18	79297926	79297935	+	0.000	0.000	Merged-chr18-79298014-36
NR5681--MA0511.2.RUNX2	chr19	14805366	14805374	-	0.000	0.000	Merged-chr19-14805435-8
NR3845--MA0684.1.RUNX3	chr15	31440251	31440260	-	0.000	0.000	Merged-chr15-31440136-19
NR3683--MA0684.1.RUNX3	chr14	101480705	101480714	+	0.000	0.000	Merged-chr14-101480860-35
NR7023--MA0002.2.RUNX1	chr3	105133261	105133271	+	0.000	0.000	Merged-chr3-105133189-20
NR745--MA0002.2.RUNX1	chr1	176939894	176939904	+	0.000	0.000	Merged-chr1-176939939-16
NR8117--MA0511.2.RUNX2	chr5	29195825	29195833	+	0.000	0.000	Merged-chr5-29195906-68
NR7244--MA0511.2.RUNX2	chr3	141690927	141690935	+	0.000	0.000	Merged-chr3-141690828-16
NR3328--MA0002.2.RUNX1	chr13	119681333	119681343	+	0.000	0.000	Merged-chr13-119681376-28
NR10601--MA0002.2.RUNX1	chr8	124509283	124509293	+	0.000	0.000	Merged-chr8-124509346-29
NR1092--MA0684.1.RUNX3	chr10	44679956	44679965	-	0.000	0.000	Merged-chr10-44679817-10
NR3122--MA0511.2.RUNX2	chr13	89670127	89670135	+	0.000	0.000	Merged-chr13-89670013-3
NR10905--MA0684.1.RUNX3	chr9	66492529	66492538	-	0.000	0.000	Merged-chr9-66492510-30
NR90--MA0684.1.RUNX3	chr1	39205207	39205216	-	0.000	0.000	Merged-chr1-39205202-13
NR2673--MA0002.2.RUNX1	chr12	110939541	110939551	-	0.000	0.000	Merged-chr12-110939619-21
NR5193--MA0684.1.RUNX3	chr17	86184914	86184923	-	0.000	0.000	Merged-chr17-86185009-23
NR5735--MA0684.1.RUNX3	chr19	29185720	29185729	-	0.000	0.000	Merged-chr19-29185697-46
NR8126--MA0684.1.RUNX3	chr5	31831715	31831724	+	0.000	0.000	Merged-chr5-31831785-25
NR3241--MA0002.2.RUNX1	chr13	108100837	108100847	+	0.000	0.000	Merged-chr13-108100820-31
