#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.05_up.bed
NR3160--MA1107.1.KLF9	chr1	162565216	162565228	+	0.000	0.000	Merged-chr1-162565187-22
NR50956--MA0742.1.Klf12	chr5	143976868	143976882	-	0.000	0.000	Merged-chr5-143976902-14
NR32104--MA0599.1.KLF5	chr19	41360631	41360640	+	0.000	0.000	Merged-chr19-41360707-21
NR33520--MA0493.1.Klf1	chr2	27693905	27693915	-	0.000	0.000	Merged-chr2-27693880-30
NR20104--MA0741.1.KLF16	chr14	75819282	75819292	+	0.000	0.000	Merged-chr14-75819243-7
NR16807--MA0741.1.KLF16	chr13	63189566	63189576	-	0.000	0.000	Merged-chr13-63189715-33
NR47781--MA0742.1.Klf12	chr5	64814614	64814628	-	0.000	0.000	Merged-chr5-64814599-21
NR11615--MA1107.1.KLF9	chr11	97146172	97146184	+	0.000	0.000	Merged-chr11-97146058-3
NR9538--MA0039.3.KLF4	chr11	46454879	46454889	-	0.000	0.000	Merged-chr11-46454823-30
NR16183--MA0493.1.Klf1	chr13	43250722	43250732	-	0.000	0.000	Merged-chr13-43250604-89
NR22397--MA0741.1.KLF16	chr15	80192527	80192537	+	0.000	0.000	Merged-chr15-80192413-58
NR9901--MA1107.1.KLF9	chr11	55131242	55131254	+	0.000	0.000	Merged-chr11-55131266-10
NR14878--MA0742.1.Klf12	chr12	104999354	104999368	+	0.000	0.000	Merged-chr12-104999417-2
NR54921--MA1107.1.KLF9	chr6	145417482	145417494	-	0.000	0.000	Merged-chr6-145417723-108
NR9663--MA0657.1.KLF13	chr11	51577799	51577816	+	0.000	0.000	Merged-chr11-51577778-26
NR62539--MA1107.1.KLF9	chr8	117052563	117052575	-	0.000	0.000	Merged-chr8-117052612-3
NR61280--MA0599.1.KLF5	chr8	75082634	75082643	-	0.000	0.000	Merged-chr8-75082480-28
NR62464--MA0599.1.KLF5	chr8	115728736	115728745	+	0.000	0.000	Merged-chr8-115728663-11
NR54209--MA0039.3.KLF4	chr6	131276844	131276854	-	0.000	0.000	Merged-chr6-131276753-31
NR10613--MA0742.1.Klf12	chr11	73132360	73132374	+	0.000	0.000	Merged-chr11-73132319-6
NR62450--MA0493.1.Klf1	chr8	115232563	115232573	-	0.000	0.000	Merged-chr8-115232618-16
NR64750--MA1107.1.KLF9	chr9	69458368	69458380	+	0.000	0.000	Merged-chr9-69458326-40
NR845--MA0039.3.KLF4	chr1	60875403	60875413	-	0.000	0.000	Merged-chr1-60875356-55
NR52239--MA0741.1.KLF16	chr6	52474034	52474044	+	0.000	0.000	Merged-chr6-52474009-12
NR61226--MA0493.1.Klf1	chr8	72163006	72163016	+	0.000	0.000	Merged-chr8-72162977-17
NR49226--MA0741.1.KLF16	chr5	112301910	112301920	+	0.000	0.000	Merged-chr5-112301937-36
NR63746--MA0493.1.Klf1	chr9	32740969	32740979	+	0.000	0.000	Merged-chr9-32741073-58
NR53827--MA1107.1.KLF9	chr6	120199684	120199696	+	0.000	0.000	Merged-chr6-120199707-32
NR27890--MA0493.1.Klf1	chr17	56906551	56906561	-	0.000	0.000	Merged-chr17-56906416-18
NR65932--MA0741.1.KLF16	chr9	107334666	107334676	+	0.000	0.000	Merged-chr9-107334469-86
NR185--MA0741.1.KLF16	chr1	21870789	21870799	+	0.000	0.000	Merged-chr1-21870806-15
NR65070--MA1107.1.KLF9	chr9	78074209	78074221	+	0.000	0.000	Merged-chr9-78074095-46
NR61234--MA0039.3.KLF4	chr8	72291267	72291277	-	0.000	0.000	Merged-chr8-72291225-23
NR49473--MA0599.1.KLF5	chr5	115516815	115516824	-	0.000	0.000	Merged-chr5-115516638-85
NR1121--MA0599.1.KLF5	chr1	75213253	75213262	-	0.000	0.000	Merged-chr1-75213327-22
NR43424--MA0741.1.KLF16	chr4	63401085	63401095	+	0.000	0.000	Merged-chr4-63401068-56
NR36182--MA0599.1.KLF5	chr2	128392481	128392490	+	0.000	0.000	Merged-chr2-128392502-21
NR3054--MA0493.1.Klf1	chr1	159813016	159813026	-	0.000	0.000	Merged-chr1-159812982-41
NR2153--MA0741.1.KLF16	chr1	131049359	131049369	+	0.000	0.000	Merged-chr1-131049436-17
NR22418--MA1107.1.KLF9	chr15	80590880	80590892	-	0.000	0.000	Merged-chr15-80590747-44
NR37525--MA0740.1.KLF14	chr2	164828985	164828998	+	0.000	0.000	Merged-chr2-164829091-12
NR14347--MA0742.1.Klf12	chr12	86310092	86310106	+	0.000	0.000	Merged-chr12-86310059-67
NR3048--MA0742.1.Klf12	chr1	159813012	159813026	-	0.000	0.000	Merged-chr1-159812982-41
NR3058--MA1107.1.KLF9	chr1	159813014	159813026	-	0.000	0.000	Merged-chr1-159812982-41
NR33427--MA0493.1.Klf1	chr2	26312942	26312952	+	0.000	0.000	Merged-chr2-26313010-11
NR56519--MA0039.3.KLF4	chr7	45120441	45120451	-	0.000	0.000	Merged-chr7-45120364-12
NR19852--MA0741.1.KLF16	chr14	67911776	67911786	-	0.000	0.000	Merged-chr14-67911920-26
NR40429--MA1107.1.KLF9	chr3	108727617	108727629	-	0.000	0.000	Merged-chr3-108727524-22
NR44328--MA0493.1.Klf1	chr4	116701028	116701038	-	0.000	0.000	Merged-chr4-116701085-12
NR37800--MA0493.1.Klf1	chr2	168429752	168429762	+	0.000	0.000	Merged-chr2-168429700-17
NR3537--MA0742.1.Klf12	chr1	170972720	170972734	+	0.000	0.000	Merged-chr1-170972744-20
NR39424--MA1107.1.KLF9	chr3	84630924	84630936	-	0.000	0.000	Merged-chr3-84630888-13
NR21597--MA1107.1.KLF9	chr15	51803263	51803275	-	0.000	0.000	Merged-chr15-51803142-36
NR14349--MA0493.1.Klf1	chr12	86310092	86310102	+	0.000	0.000	Merged-chr12-86310059-67
NR11344--MA0599.1.KLF5	chr11	88951049	88951058	+	0.000	0.000	Merged-chr11-88951020-7
NR323--MA0493.1.Klf1	chr1	36274541	36274551	+	0.000	0.000	Merged-chr1-36274584-22
NR14633--MA0740.1.KLF14	chr12	100928454	100928467	-	0.000	0.000	Merged-chr12-100928517-22
NR9915--MA0039.3.KLF4	chr11	57669657	57669667	-	0.000	0.000	Merged-chr11-57669677-39
NR33495--MA0599.1.KLF5	chr2	27487406	27487415	-	0.000	0.000	Merged-chr2-27487515-13
NR13524--MA0599.1.KLF5	chr12	41040128	41040137	-	0.000	0.000	Merged-chr12-41040097-12
NR10123--MA0039.3.KLF4	chr11	60937985	60937995	-	0.000	0.000	Merged-chr11-60937827-26
NR26045--MA0599.1.KLF5	chr17	12165332	12165341	-	0.000	0.000	Merged-chr17-12165459-54
NR40116--MA1107.1.KLF9	chr3	101588934	101588946	+	0.000	0.000	Merged-chr3-101588946-10
NR58450--MA0599.1.KLF5	chr7	117406360	117406369	-	0.000	0.000	Merged-chr7-117406595-16
NR29671--MA0741.1.KLF16	chr18	46917799	46917809	-	0.000	0.000	Merged-chr18-46917814-10
NR39229--MA0741.1.KLF16	chr3	68784303	68784313	-	0.000	0.000	Merged-chr3-68784168-43
NR40256--MA0599.1.KLF5	chr3	104796706	104796715	-	0.000	0.000	Merged-chr3-104796663-34
NR6907--MA0599.1.KLF5	chr10	83733946	83733955	-	0.000	0.000	Merged-chr10-83733897-13
NR8091--MA0039.3.KLF4	chr10	119001584	119001594	-	0.000	0.000	Merged-chr10-119001692-38
NR33934--MA0599.1.KLF5	chr2	34938775	34938784	-	0.000	0.000	Merged-chr2-34938971-69
NR12245--MA0742.1.Klf12	chr11	108268680	108268694	+	0.000	0.000	Merged-chr11-108268786-21
NR9536--MA0742.1.Klf12	chr11	46454877	46454891	-	0.000	0.000	Merged-chr11-46454823-30
NR9809--MA0493.1.Klf1	chr11	53839791	53839801	+	0.000	0.000	Merged-chr11-53839665-72
NR50955--MA0740.1.KLF14	chr5	143976869	143976882	-	0.000	0.000	Merged-chr5-143976902-14
NR39232--MA1107.1.KLF9	chr3	68784288	68784300	-	0.000	0.000	Merged-chr3-68784168-43
NR24232--MA0741.1.KLF16	chr16	32812980	32812990	-	0.000	0.000	Merged-chr16-32813091-39
NR11905--MA0741.1.KLF16	chr11	101171557	101171567	-	0.000	0.000	Merged-chr11-101171521-37
NR39442--MA0039.3.KLF4	chr3	84809205	84809215	+	0.000	0.000	Merged-chr3-84809112-18
NR29533--MA1107.1.KLF9	chr18	39141874	39141886	-	0.000	0.000	Merged-chr18-39141814-16
NR20946--MA0039.3.KLF4	chr14	122187064	122187074	+	0.000	0.000	Merged-chr14-122187060-26
NR6906--MA0742.1.Klf12	chr10	83733942	83733956	-	0.000	0.000	Merged-chr10-83733897-13
NR65882--MA0493.1.Klf1	chr9	106430935	106430945	+	0.000	0.000	Merged-chr9-106430870-17
NR55605--MA1107.1.KLF9	chr7	19322585	19322597	-	0.000	0.000	Merged-chr7-19322692-6
NR37076--MA0599.1.KLF5	chr2	154615982	154615991	+	0.000	0.000	Merged-chr2-154615883-15
NR2251--MA1107.1.KLF9	chr1	133801265	133801277	-	0.000	0.000	Merged-chr1-133801271-79
NR13407--MA1107.1.KLF9	chr12	32285296	32285308	-	0.000	0.000	Merged-chr12-32285209-18
NR5504--MA0599.1.KLF5	chr10	44368844	44368853	+	0.000	0.000	Merged-chr10-44368737-26
NR57323--MA0741.1.KLF16	chr7	80782368	80782378	-	0.000	0.000	Merged-chr7-80782374-50
NR9929--MA0742.1.Klf12	chr11	57958372	57958386	-	0.000	0.000	Merged-chr11-57958407-27
NR10917--MA0493.1.Klf1	chr11	79152830	79152840	+	0.000	0.000	Merged-chr11-79152860-26
NR39224--MA0493.1.Klf1	chr3	68784296	68784306	-	0.000	0.000	Merged-chr3-68784168-43
NR7338--MA1107.1.KLF9	chr10	94551752	94551764	-	0.000	0.000	Merged-chr10-94551623-4
NR7123--MA1107.1.KLF9	chr10	88428302	88428314	-	0.000	0.000	Merged-chr10-88428108-41
NR63927--MA0599.1.KLF5	chr9	43785128	43785137	-	0.000	0.000	Merged-chr9-43784994-20
NR16900--MA0039.3.KLF4	chr13	67378343	67378353	-	0.000	0.000	Merged-chr13-67378314-6
NR26501--MA1107.1.KLF9	chr17	25583845	25583857	+	0.000	0.000	Merged-chr17-25583989-33
NR27379--MA0740.1.KLF14	chr17	44569345	44569358	+	0.000	0.000	Merged-chr17-44569444-63
NR39237--MA1107.1.KLF9	chr3	68784319	68784331	-	0.000	0.000	Merged-chr3-68784168-43
NR63931--MA0741.1.KLF16	chr9	43785135	43785145	-	0.000	0.000	Merged-chr9-43784994-20
NR1721--MA1107.1.KLF9	chr1	95674260	95674272	-	0.000	0.000	Merged-chr1-95674241-20
NR48519--MA0599.1.KLF5	chr5	93152193	93152202	-	0.000	0.000	Merged-chr5-93152431-86
NR9537--MA0599.1.KLF5	chr11	46454881	46454890	-	0.000	0.000	Merged-chr11-46454823-30
NR8535--MA0039.3.KLF4	chr10	127141096	127141106	+	0.000	0.000	Merged-chr10-127141144-2
NR37622--MA0493.1.Klf1	chr2	166610540	166610550	+	0.000	0.000	Merged-chr2-166610595-30
NR66160--MA0741.1.KLF16	chr9	110896707	110896717	-	0.000	0.000	Merged-chr9-110896831-29
NR362--MA0742.1.Klf12	chr1	37286802	37286816	-	0.000	0.000	Merged-chr1-37286924-34
NR23366--MA0740.1.KLF14	chr15	102110642	102110655	-	0.000	0.000	Merged-chr15-102110732-12
NR20002--MA0742.1.Klf12	chr14	73596754	73596768	+	0.000	0.000	Merged-chr14-73596722-14
NR33070--MA0493.1.Klf1	chr2	10581281	10581291	+	0.000	0.000	Merged-chr2-10581253-23
NR63944--MA1107.1.KLF9	chr9	44037382	44037394	-	0.000	0.000	Merged-chr9-44037294-17
NR64623--MA0740.1.KLF14	chr9	66158204	66158217	+	0.000	0.000	Merged-chr9-66158396-48
NR56616--MA0599.1.KLF5	chr7	45771258	45771267	+	0.000	0.000	Merged-chr7-45771241-24
NR14879--MA0599.1.KLF5	chr12	104999355	104999364	+	0.000	0.000	Merged-chr12-104999417-2
NR18780--MA0039.3.KLF4	chr14	25161934	25161944	+	0.000	0.000	Merged-chr14-25161984-35
NR46917--MA0599.1.KLF5	chr5	21249204	21249213	+	0.000	0.000	Merged-chr5-21249086-19
NR39474--MA0039.3.KLF4	chr3	87266829	87266839	-	0.000	0.000	Merged-chr3-87266700-20
NR21746--MA1107.1.KLF9	chr15	59762260	59762272	+	0.000	0.000	Merged-chr15-59762255-43
NR56517--MA0742.1.Klf12	chr7	45120439	45120453	-	0.000	0.000	Merged-chr7-45120364-12
NR26679--MA0741.1.KLF16	chr17	28488304	28488314	+	0.000	0.000	Merged-chr17-28488439-21
NR29207--MA1107.1.KLF9	chr18	23733801	23733813	+	0.000	0.000	Merged-chr18-23733972-8
NR19849--MA0741.1.KLF16	chr14	67911769	67911779	-	0.000	0.000	Merged-chr14-67911920-26
NR53966--MA0657.1.KLF13	chr6	125067853	125067870	-	0.000	0.000	Merged-chr6-125067765-41
NR24451--MA0039.3.KLF4	chr16	44337716	44337726	-	0.000	0.000	Merged-chr16-44337753-20
NR64283--MA0599.1.KLF5	chr9	57577533	57577542	-	0.000	0.000	Merged-chr9-57577523-17
NR50770--MA0741.1.KLF16	chr5	140570437	140570447	+	0.000	0.000	Merged-chr5-140570423-10
NR16802--MA0039.3.KLF4	chr13	63189528	63189538	-	0.000	0.000	Merged-chr13-63189715-33
NR10617--MA1107.1.KLF9	chr11	73132360	73132372	+	0.000	0.000	Merged-chr11-73132319-6
NR62532--MA1107.1.KLF9	chr8	117052549	117052561	-	0.000	0.000	Merged-chr8-117052612-3
NR35465--MA0493.1.Klf1	chr2	103658762	103658772	-	0.000	0.000	Merged-chr2-103658723-12
NR22395--MA0741.1.KLF16	chr15	80192525	80192535	+	0.000	0.000	Merged-chr15-80192413-58
NR37210--MA1107.1.KLF9	chr2	157148000	157148012	-	0.000	0.000	Merged-chr2-157147783-53
NR48500--MA0741.1.KLF16	chr5	92967506	92967516	+	0.000	0.000	Merged-chr5-92967427-8
NR38967--MA1107.1.KLF9	chr3	52297521	52297533	+	0.000	0.000	Merged-chr3-52297502-16
NR58687--MA0039.3.KLF4	chr7	122317173	122317183	+	0.000	0.000	Merged-chr7-122317075-24
NR52919--MA0493.1.Klf1	chr6	86607664	86607674	-	0.000	0.000	Merged-chr6-86607706-49
NR53563--MA0742.1.Klf12	chr6	114660203	114660217	+	0.000	0.000	Merged-chr6-114660280-61
NR61232--MA1107.1.KLF9	chr8	72163002	72163014	+	0.000	0.000	Merged-chr8-72162977-17
NR56518--MA0599.1.KLF5	chr7	45120443	45120452	-	0.000	0.000	Merged-chr7-45120364-12
NR12247--MA0493.1.Klf1	chr11	108268680	108268690	+	0.000	0.000	Merged-chr11-108268786-21
NR53825--MA0741.1.KLF16	chr6	120199683	120199693	+	0.000	0.000	Merged-chr6-120199707-32
NR41266--MA0493.1.Klf1	chr3	136556601	136556611	-	0.000	0.000	Merged-chr3-136556627-33
NR25533--MA0741.1.KLF16	chr16	96089728	96089738	+	0.000	0.000	Merged-chr16-96089683-18
NR24456--MA0039.3.KLF4	chr16	44362193	44362203	+	0.000	0.000	Merged-chr16-44362356-45
NR43772--MA0740.1.KLF14	chr4	95068312	95068325	+	0.000	0.000	Merged-chr4-95068269-28
NR26986--MA0493.1.Klf1	chr17	33563748	33563758	+	0.000	0.000	Merged-chr17-33563848-35
NR59679--MA1107.1.KLF9	chr7	142396756	142396768	-	0.000	0.000	Merged-chr7-142396800-18
NR8096--MA0741.1.KLF16	chr10	119001821	119001831	+	0.000	0.000	Merged-chr10-119001692-38
NR59674--MA0039.3.KLF4	chr7	142354083	142354093	+	0.000	0.000	Merged-chr7-142354183-49
NR65448--MA0039.3.KLF4	chr9	95959964	95959974	-	0.000	0.000	Merged-chr9-95959798-44
NR62453--MA0599.1.KLF5	chr8	115276531	115276540	+	0.000	0.000	Merged-chr8-115276533-28
NR34976--MA0599.1.KLF5	chr2	79065516	79065525	+	0.000	0.000	Merged-chr2-79065510-16
NR14350--MA1107.1.KLF9	chr12	86310092	86310104	+	0.000	0.000	Merged-chr12-86310059-67
NR10514--MA0039.3.KLF4	chr11	70597422	70597432	-	0.000	0.000	Merged-chr11-70597550-26
NR59143--MA0599.1.KLF5	chr7	130369602	130369611	-	0.000	0.000	Merged-chr7-130369779-7
NR320--MA0742.1.Klf12	chr1	36274541	36274555	+	0.000	0.000	Merged-chr1-36274584-22
NR26681--MA1107.1.KLF9	chr17	28488303	28488315	+	0.000	0.000	Merged-chr17-28488439-21
NR37206--MA1107.1.KLF9	chr2	157147992	157148004	-	0.000	0.000	Merged-chr2-157147783-53
NR32665--MA0039.3.KLF4	chr19	56756822	56756832	-	0.000	0.000	Merged-chr19-56756635-43
NR29220--MA0741.1.KLF16	chr18	23828650	23828660	-	0.000	0.000	Merged-chr18-23828715-22
NR29379--MA0599.1.KLF5	chr18	34783618	34783627	-	0.000	0.000	Merged-chr18-34783714-45
NR9914--MA0599.1.KLF5	chr11	57660962	57660971	+	0.000	0.000	Merged-chr11-57661002-26
NR17--MA0493.1.Klf1	chr1	6467059	6467069	-	0.000	0.000	Merged-chr1-6467226-38
NR28317--MA0741.1.KLF16	chr17	74865041	74865051	-	0.000	0.000	Merged-chr17-74864979-18
NR37318--MA1107.1.KLF9	chr2	160657971	160657983	-	0.000	0.000	Merged-chr2-160657923-30
NR28171--MA0039.3.KLF4	chr17	71288395	71288405	+	0.000	0.000	Merged-chr17-71288308-17
NR58501--MA0599.1.KLF5	chr7	118499324	118499333	-	0.000	0.000	Merged-chr7-118499270-20
NR13153--MA1107.1.KLF9	chr12	12320902	12320914	-	0.000	0.000	Merged-chr12-12320871-15
NR52297--MA0493.1.Klf1	chr6	54775930	54775940	-	0.000	0.000	Merged-chr6-54775842-27
NR37079--MA0741.1.KLF16	chr2	154615974	154615984	+	0.000	0.000	Merged-chr2-154615883-15
NR37528--MA0039.3.KLF4	chr2	164828987	164828997	+	0.000	0.000	Merged-chr2-164829091-12
NR40431--MA1107.1.KLF9	chr3	108727621	108727633	-	0.000	0.000	Merged-chr3-108727524-22
NR51891--MA0039.3.KLF4	chr6	38669824	38669834	+	0.000	0.000	Merged-chr6-38669877-14
NR63748--MA1107.1.KLF9	chr9	32740969	32740981	+	0.000	0.000	Merged-chr9-32741073-58
NR20107--MA0741.1.KLF16	chr14	75820042	75820052	-	0.000	0.000	Merged-chr14-75819905-19
NR26687--MA0599.1.KLF5	chr17	28590947	28590956	-	0.000	0.000	Merged-chr17-28590948-24
NR32040--MA0599.1.KLF5	chr19	38746135	38746144	-	0.000	0.000	Merged-chr19-38746267-36
NR30809--MA0493.1.Klf1	chr18	81422631	81422641	+	0.000	0.000	Merged-chr18-81422604-12
NR40110--MA0599.1.KLF5	chr3	101588947	101588956	+	0.000	0.000	Merged-chr3-101588946-10
NR9900--MA0741.1.KLF16	chr11	55131243	55131253	+	0.000	0.000	Merged-chr11-55131266-10
NR3051--MA0039.3.KLF4	chr1	159812995	159813005	-	0.000	0.000	Merged-chr1-159812982-41
NR8090--MA0599.1.KLF5	chr10	119001586	119001595	-	0.000	0.000	Merged-chr10-119001692-38
NR36170--MA1107.1.KLF9	chr2	128157054	128157066	-	0.000	0.000	Merged-chr2-128156895-3
NR18916--MA1107.1.KLF9	chr14	30827014	30827026	-	0.000	0.000	Merged-chr14-30826905-18
NR60286--MA1107.1.KLF9	chr8	25059855	25059867	+	0.000	0.000	Merged-chr8-25059963-13
NR27889--MA0599.1.KLF5	chr17	56906551	56906560	-	0.000	0.000	Merged-chr17-56906416-18
NR8107--MA0741.1.KLF16	chr10	119031178	119031188	-	0.000	0.000	Merged-chr10-119031155-35
NR63928--MA0741.1.KLF16	chr9	43785127	43785137	-	0.000	0.000	Merged-chr9-43784994-20
NR48505--MA0741.1.KLF16	chr5	92967511	92967521	+	0.000	0.000	Merged-chr5-92967427-8
NR33335--MA1107.1.KLF9	chr2	25148073	25148085	+	0.000	0.000	Merged-chr2-25148103-14
NR66141--MA0493.1.Klf1	chr9	110640927	110640937	+	0.000	0.000	Merged-chr9-110640822-1
NR6899--MA0740.1.KLF14	chr10	83722732	83722745	+	0.000	0.000	Merged-chr10-83722684-72
NR27888--MA1107.1.KLF9	chr17	56905171	56905183	+	0.000	0.000	Merged-chr17-56905051-10
NR36185--MA0741.1.KLF16	chr2	128392472	128392482	+	0.000	0.000	Merged-chr2-128392502-21
NR18913--MA0741.1.KLF16	chr14	30827011	30827021	-	0.000	0.000	Merged-chr14-30826905-18
NR9904--MA0039.3.KLF4	chr11	55131275	55131285	+	0.000	0.000	Merged-chr11-55131266-10
NR683--MA1107.1.KLF9	chr1	52578406	52578418	+	0.000	0.000	Merged-chr1-52578518-39
NR50368--MA0740.1.KLF14	chr5	135115296	135115309	+	0.000	0.000	Merged-chr5-135115482-49
NR17966--MA0742.1.Klf12	chr13	106999702	106999716	-	0.000	0.000	Merged-chr13-106999635-1
NR49225--MA0493.1.Klf1	chr5	112301909	112301919	+	0.000	0.000	Merged-chr5-112301937-36
NR66284--MA1107.1.KLF9	chr9	114446424	114446436	-	0.000	0.000	Merged-chr9-114446417-16
NR32975--MA0742.1.Klf12	chr2	5003272	5003286	+	0.000	0.000	Merged-chr2-5003396-19
NR5473--MA0039.3.KLF4	chr10	43004696	43004706	+	0.000	0.000	Merged-chr10-43004823-13
NR33935--MA0741.1.KLF16	chr2	34938784	34938794	+	0.000	0.000	Merged-chr2-34938971-69
NR14589--MA0493.1.Klf1	chr12	99642764	99642774	+	0.000	0.000	Merged-chr12-99642640-25
NR55710--MA1107.1.KLF9	chr7	24369909	24369921	-	0.000	0.000	Merged-chr7-24370030-56
NR32044--MA1107.1.KLF9	chr19	38746133	38746145	-	0.000	0.000	Merged-chr19-38746267-36
NR21596--MA0493.1.Klf1	chr15	51803265	51803275	-	0.000	0.000	Merged-chr15-51803142-36
NR8059--MA0493.1.Klf1	chr10	118470799	118470809	-	0.000	0.000	Merged-chr10-118470709-40
NR54719--MA1107.1.KLF9	chr6	142955193	142955205	+	0.000	0.000	Merged-chr6-142955079-5
NR32042--MA0741.1.KLF16	chr19	38746128	38746138	-	0.000	0.000	Merged-chr19-38746267-36
NR32979--MA0741.1.KLF16	chr2	5003273	5003283	+	0.000	0.000	Merged-chr2-5003396-19
NR7340--MA1107.1.KLF9	chr10	94551756	94551768	-	0.000	0.000	Merged-chr10-94551623-4
NR6429--MA0039.3.KLF4	chr10	79692124	79692134	+	0.000	0.000	Merged-chr10-79692164-17
NR31854--MA0741.1.KLF16	chr19	31337345	31337355	-	0.000	0.000	Merged-chr19-31337298-1
NR22573--MA0039.3.KLF4	chr15	83474243	83474253	+	0.000	0.000	Merged-chr15-83474258-63
NR4075--MA1107.1.KLF9	chr1	184005773	184005785	+	0.000	0.000	Merged-chr1-184005889-70
NR28312--MA0493.1.Klf1	chr17	74865000	74865010	-	0.000	0.000	Merged-chr17-74864979-18
NR24450--MA0599.1.KLF5	chr16	44337718	44337727	-	0.000	0.000	Merged-chr16-44337753-20
NR15823--MA0599.1.KLF5	chr13	24599653	24599662	-	0.000	0.000	Merged-chr13-24599752-50
NR16540--MA0741.1.KLF16	chr13	54073632	54073642	+	0.000	0.000	Merged-chr13-54073650-18
NR16811--MA0741.1.KLF16	chr13	63189570	63189580	-	0.000	0.000	Merged-chr13-63189715-33
NR65884--MA1107.1.KLF9	chr9	106430935	106430947	+	0.000	0.000	Merged-chr9-106430870-17
NR16801--MA0599.1.KLF5	chr13	63189530	63189539	-	0.000	0.000	Merged-chr13-63189715-33
NR30123--MA0741.1.KLF16	chr18	65107251	65107261	+	0.000	0.000	Merged-chr18-65107334-45
NR1123--MA0039.3.KLF4	chr1	75213261	75213271	-	0.000	0.000	Merged-chr1-75213327-22
NR52799--MA1107.1.KLF9	chr6	83448939	83448951	+	0.000	0.000	Merged-chr6-83449130-40
NR7715--MA0741.1.KLF16	chr10	111031829	111031839	+	0.000	0.000	Merged-chr10-111031729-43
NR24265--MA0742.1.Klf12	chr16	33769775	33769789	-	0.000	0.000	Merged-chr16-33769896-51
NR15701--MA1107.1.KLF9	chr13	15982597	15982609	+	0.000	0.000	Merged-chr13-15982553-21
NR49229--MA0039.3.KLF4	chr5	112311050	112311060	+	0.000	0.000	Merged-chr5-112310969-9
NR43524--MA0599.1.KLF5	chr4	82755890	82755899	+	0.000	0.000	Merged-chr4-82755852-39
NR32980--MA1107.1.KLF9	chr2	5003272	5003284	+	0.000	0.000	Merged-chr2-5003396-19
NR27885--MA0741.1.KLF16	chr17	56905172	56905182	+	0.000	0.000	Merged-chr17-56905051-10
NR50369--MA0657.1.KLF13	chr5	135115295	135115312	+	0.000	0.000	Merged-chr5-135115482-49
NR61781--MA0599.1.KLF5	chr8	88771436	88771445	-	0.000	0.000	Merged-chr8-88771445-24
NR51400--MA0657.1.KLF13	chr6	5295225	5295242	+	0.000	0.000	Merged-chr6-5295174-26
NR52920--MA1107.1.KLF9	chr6	86607662	86607674	-	0.000	0.000	Merged-chr6-86607706-49
NR39221--MA0039.3.KLF4	chr3	68784313	68784323	-	0.000	0.000	Merged-chr3-68784168-43
NR19847--MA0599.1.KLF5	chr14	67911783	67911792	-	0.000	0.000	Merged-chr14-67911920-26
NR63267--MA0599.1.KLF5	chr8	128650606	128650615	+	0.000	0.000	Merged-chr8-128650569-21
NR12204--MA0493.1.Klf1	chr11	106961922	106961932	-	0.000	0.000	Merged-chr11-106961822-47
NR29532--MA0493.1.Klf1	chr18	39141876	39141886	-	0.000	0.000	Merged-chr18-39141814-16
NR58686--MA0599.1.KLF5	chr7	122317172	122317181	+	0.000	0.000	Merged-chr7-122317075-24
NR19613--MA1107.1.KLF9	chr14	59553220	59553232	+	0.000	0.000	Merged-chr14-59553394-22
NR29674--MA0741.1.KLF16	chr18	46917802	46917812	-	0.000	0.000	Merged-chr18-46917814-10
NR2152--MA0599.1.KLF5	chr1	131049359	131049368	+	0.000	0.000	Merged-chr1-131049436-17
NR58609--MA0742.1.Klf12	chr7	120921325	120921339	-	0.000	0.000	Merged-chr7-120921372-21
NR35776--MA0493.1.Klf1	chr2	117418847	117418857	-	0.000	0.000	Merged-chr2-117418760-26
NR26686--MA0742.1.Klf12	chr17	28590943	28590957	-	0.000	0.000	Merged-chr17-28590948-24
NR55604--MA0493.1.Klf1	chr7	19322587	19322597	-	0.000	0.000	Merged-chr7-19322692-6
NR21600--MA0039.3.KLF4	chr15	52753914	52753924	+	0.000	0.000	Merged-chr15-52753697-52
NR7382--MA0599.1.KLF5	chr10	95180275	95180284	+	0.000	0.000	Merged-chr10-95180406-32
NR6904--MA0039.3.KLF4	chr10	83733852	83733862	-	0.000	0.000	Merged-chr10-83733897-13
NR7475--MA1107.1.KLF9	chr10	98776715	98776727	-	0.000	0.000	Merged-chr10-98776574-38
NR19841--MA0039.3.KLF4	chr14	67841918	67841928	-	0.000	0.000	Merged-chr14-67841831-15
NR63261--MA0039.3.KLF4	chr8	128552208	128552218	+	0.000	0.000	Merged-chr8-128552310-6
NR59673--MA0599.1.KLF5	chr7	142354082	142354091	+	0.000	0.000	Merged-chr7-142354183-49
NR6820--MA0493.1.Klf1	chr10	81537629	81537639	-	0.000	0.000	Merged-chr10-81537486-38
NR7122--MA0493.1.Klf1	chr10	88428304	88428314	-	0.000	0.000	Merged-chr10-88428108-41
