#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval0.3-log2fc0.5_dn.bed
NR38043--MA0741.1.KLF16	chr2	122765301	122765311	-	0.000	0.000	Merged-chr2-122765389-48
NR13461--MA1107.1.KLF9	chr12	8827546	8827558	-	0.000	0.000	Merged-chr12-8827572-4
NR41752--MA0740.1.KLF14	chr3	89892866	89892879	-	0.000	0.000	Merged-chr3-89892725-25
NR47446--MA1107.1.KLF9	chr4	129272589	129272601	+	0.000	0.000	Merged-chr4-129272515-32
NR44521--MA1107.1.KLF9	chr4	11017792	11017804	+	0.000	0.000	Merged-chr4-11017688-10
NR40973--MA0599.1.KLF5	chr3	51701527	51701536	+	0.000	0.000	Merged-chr3-51701450-64
NR49493--MA0742.1.Klf12	chr5	20083294	20083308	+	0.000	0.000	Merged-chr5-20083207-6
NR45001--MA0741.1.KLF16	chr4	41295619	41295629	+	0.000	0.000	Merged-chr4-41295781-15
NR43879--MA1107.1.KLF9	chr3	146207603	146207615	+	0.000	0.000	Merged-chr3-146207752-15
NR45364--MA0740.1.KLF14	chr4	47011208	47011221	-	0.000	0.000	Merged-chr4-47011023-46
NR35362--MA0740.1.KLF14	chr2	26140407	26140420	+	0.000	0.000	Merged-chr2-26140409-110
NR72344--MA0599.1.KLF5	chrX	99042586	99042595	-	0.000	0.000	Merged-chrX-99042663-22
NR51372--MA0741.1.KLF16	chr5	96219746	96219756	+	0.000	0.000	Merged-chr5-96219655-31
NR71398--MA0742.1.Klf12	chr9	121241965	121241979	-	0.000	0.000	Merged-chr9-121242030-1
NR6076--MA0741.1.KLF16	chr10	59435676	59435686	+	0.000	0.000	Merged-chr10-59435699-1
NR49627--MA0599.1.KLF5	chr5	24445274	24445283	+	0.000	0.000	Merged-chr5-24445119-58
NR41707--MA0741.1.KLF16	chr3	88832611	88832621	+	0.000	0.000	Merged-chr3-88832556-26
NR66408--MA1107.1.KLF9	chr8	105254512	105254524	-	0.000	0.000	Merged-chr8-105254621-99
NR31585--MA0599.1.KLF5	chr18	55303712	55303721	+	0.000	0.000	Merged-chr18-55303601-6
NR24062--MA0741.1.KLF16	chr15	84372963	84372973	-	0.000	0.000	Merged-chr15-84372915-18
NR34335--MA0741.1.KLF16	chr19	53491669	53491679	+	0.000	0.000	Merged-chr19-53491759-39
NR39170--MA1107.1.KLF9	chr2	157119297	157119309	-	0.000	0.000	Merged-chr2-157119108-55
NR31351--MA1107.1.KLF9	chr18	38276199	38276211	-	0.000	0.000	Merged-chr18-38276208-2
NR53695--MA0493.1.Klf1	chr5	140148961	140148971	+	0.000	0.000	Merged-chr5-140149143-22
NR15969--MA0599.1.KLF5	chr12	116048008	116048017	-	0.000	0.000	Merged-chr12-116048086-1
NR24381--MA0599.1.KLF5	chr15	93443920	93443929	+	0.000	0.000	Merged-chr15-93443797-12
NR47483--MA0599.1.KLF5	chr4	129621213	129621222	+	0.000	0.000	Merged-chr4-129621333-30
NR41705--MA0599.1.KLF5	chr3	88832611	88832620	+	0.000	0.000	Merged-chr3-88832556-26
NR59414--MA0039.3.KLF4	chr7	24467975	24467985	-	0.000	0.000	Merged-chr7-24468111-23
NR35266--MA0740.1.KLF14	chr2	25095285	25095298	+	0.000	0.000	Merged-chr2-25095278-14
NR21186--MA0039.3.KLF4	chr14	79236478	79236488	+	0.000	0.000	Merged-chr14-79236608-48
NR36995--MA0741.1.KLF16	chr2	90475063	90475073	-	0.000	0.000	Merged-chr2-90475063-42
NR42766--MA0741.1.KLF16	chr3	115897890	115897900	+	0.000	0.000	Merged-chr3-115897908-5
NR70915--MA0039.3.KLF4	chr9	112185874	112185884	+	0.000	0.000	Merged-chr9-112185998-1
NR23138--MA1107.1.KLF9	chr15	61441927	61441939	+	0.000	0.000	Merged-chr15-61441836-34
NR14101--MA0742.1.Klf12	chr12	52383031	52383045	+	0.000	0.000	Merged-chr12-52383146-23
NR9451--MA1107.1.KLF9	chr11	20035542	20035554	-	0.000	0.000	Merged-chr11-20035595-25
NR34030--MA0741.1.KLF16	chr19	44314784	44314794	+	0.000	0.000	Merged-chr19-44314757-47
NR66205--MA0741.1.KLF16	chr8	95349078	95349088	-	0.000	0.000	Merged-chr8-95348986-27
NR67973--MA0493.1.Klf1	chr9	21918242	21918252	-	0.000	0.000	Merged-chr9-21918186-50
NR36233--MA0741.1.KLF16	chr2	55437056	55437066	+	0.000	0.000	Merged-chr2-55437134-25
NR67893--MA0599.1.KLF5	chr9	21167894	21167903	-	0.000	0.000	Merged-chr9-21167831-1
NR49497--MA0741.1.KLF16	chr5	20083295	20083305	+	0.000	0.000	Merged-chr5-20083207-6
NR45266--MA0741.1.KLF16	chr4	45766160	45766170	-	0.000	0.000	Merged-chr4-45766216-17
NR40800--MA0741.1.KLF16	chr3	36613428	36613438	+	0.000	0.000	Merged-chr3-36613405-48
NR57249--MA0493.1.Klf1	chr6	120006492	120006502	+	0.000	0.000	Merged-chr6-120006378-7
NR974--MA0599.1.KLF5	chr1	64088020	64088029	+	0.000	0.000	Merged-chr1-64088195-22
NR8497--MA0741.1.KLF16	chr10	119218836	119218846	-	0.000	0.000	Merged-chr10-119218704-23
NR25225--MA0599.1.KLF5	chr16	10690156	10690165	+	0.000	0.000	Merged-chr16-10690218-33
NR12149--MA0599.1.KLF5	chr11	100545661	100545670	-	0.000	0.000	Merged-chr11-100545700-39
NR20107--MA0599.1.KLF5	chr14	47105053	47105062	-	0.000	0.000	Merged-chr14-47104934-63
NR11063--MA0741.1.KLF16	chr11	75571465	75571475	-	0.000	0.000	Merged-chr11-75571465-10
NR52512--MA0599.1.KLF5	chr5	122291333	122291342	+	0.000	0.000	Merged-chr5-122291331-19
NR67986--MA1107.1.KLF9	chr9	21962602	21962614	-	0.000	0.000	Merged-chr9-21962533-26
NR60558--MA0039.3.KLF4	chr7	49494867	49494877	-	0.000	0.000	Merged-chr7-49494921-17
NR41731--MA0740.1.KLF14	chr3	89387211	89387224	+	0.000	0.000	Merged-chr3-89387256-27
NR6469--MA0741.1.KLF16	chr10	68445696	68445706	-	0.000	0.000	Merged-chr10-68445900-93
NR34179--MA0599.1.KLF5	chr19	47067650	47067659	+	0.000	0.000	Merged-chr19-47067623-11
NR13457--MA1107.1.KLF9	chr12	8827538	8827550	-	0.000	0.000	Merged-chr12-8827572-4
NR52239--MA0740.1.KLF14	chr5	115693540	115693553	-	0.000	0.000	Merged-chr5-115693567-32
NR72134--MA0599.1.KLF5	chrX	73054159	73054168	+	0.000	0.000	Merged-chrX-73054077-33
NR61353--MA0741.1.KLF16	chr7	84417847	84417857	-	0.000	0.000	Merged-chr7-84417695-8
NR33989--MA0599.1.KLF5	chr19	42770733	42770742	-	0.000	0.000	Merged-chr19-42770693-24
NR43627--MA0742.1.Klf12	chr3	138815440	138815454	-	0.000	0.000	Merged-chr3-138815364-14
NR21921--MA0741.1.KLF16	chr14	118950710	118950720	-	0.000	0.000	Merged-chr14-118950797-17
NR67759--MA0599.1.KLF5	chr9	14548192	14548201	+	0.000	0.000	Merged-chr9-14548192-17
NR55306--MA1107.1.KLF9	chr6	49973777	49973789	-	0.000	0.000	Merged-chr6-49973713-27
NR55893--MA0493.1.Klf1	chr6	72538900	72538910	-	0.000	0.000	Merged-chr6-72538823-50
NR66561--MA0493.1.Klf1	chr8	107403278	107403288	-	0.000	0.000	Merged-chr8-107403354-63
NR35593--MA0740.1.KLF14	chr2	30472067	30472080	+	0.000	0.000	Merged-chr2-30472114-26
NR22427--MA0741.1.KLF16	chr15	25269717	25269727	-	0.000	0.000	Merged-chr15-25269773-79
NR3267--MA0599.1.KLF5	chr1	156473590	156473599	+	0.000	0.000	Merged-chr1-156473479-2
NR14739--MA0740.1.KLF14	chr12	81845217	81845230	-	0.000	0.000	Merged-chr12-81845150-28
NR35416--MA0657.1.KLF13	chr2	26640319	26640336	+	0.000	0.000	Merged-chr2-26640192-42
NR54980--MA0741.1.KLF16	chr6	34988510	34988520	-	0.000	0.000	Merged-chr6-34988361-14
NR18042--MA0657.1.KLF13	chr13	95765147	95765164	-	0.000	0.000	Merged-chr13-95765232-46
NR10999--MA0599.1.KLF5	chr11	74838636	74838645	-	0.000	0.000	Merged-chr11-74838839-1
NR70186--MA1107.1.KLF9	chr9	94614236	94614248	+	0.000	0.000	Merged-chr9-94614117-31
NR24088--MA0741.1.KLF16	chr15	85042838	85042848	+	0.000	0.000	Merged-chr15-85042702-72
NR51949--MA0039.3.KLF4	chr5	112130131	112130141	+	0.000	0.000	Merged-chr5-112130163-21
NR58823--MA0599.1.KLF5	chr7	4777376	4777385	+	0.000	0.000	Merged-chr7-4777194-35
NR488--MA0741.1.KLF16	chr1	39102342	39102352	-	0.000	0.000	Merged-chr1-39102412-8
NR31272--MA0599.1.KLF5	chr18	35830184	35830193	+	0.000	0.000	Merged-chr18-35830192-19
NR36362--MA1107.1.KLF9	chr2	60880811	60880823	+	0.000	0.000	Merged-chr2-60880763-2
NR64656--MA0742.1.Klf12	chr8	36249393	36249407	-	0.000	0.000	Merged-chr8-36249558-6
NR26897--MA0599.1.KLF5	chr16	89816940	89816949	+	0.000	0.000	Merged-chr16-89817047-30
NR57947--MA1107.1.KLF9	chr6	134450906	134450918	-	0.000	0.000	Merged-chr6-134450954-21
NR44656--MA1107.1.KLF9	chr4	16739976	16739988	-	0.000	0.000	Merged-chr4-16739896-7
NR67482--MA0741.1.KLF16	chr8	126539619	126539629	-	0.000	0.000	Merged-chr8-126539798-23
NR19414--MA0039.3.KLF4	chr14	20479913	20479923	+	0.000	0.000	Merged-chr14-20479960-47
NR57275--MA0741.1.KLF16	chr6	120464179	120464189	+	0.000	0.000	Merged-chr6-120464092-4
NR14584--MA0599.1.KLF5	chr12	76324786	76324795	+	0.000	0.000	Merged-chr12-76324931-27
NR22738--MA1107.1.KLF9	chr15	38635249	38635261	+	0.000	0.000	Merged-chr15-38635237-53
NR14565--MA1107.1.KLF9	chr12	73954304	73954316	-	0.000	0.000	Merged-chr12-73954415-6
NR61842--MA0741.1.KLF16	chr7	102347589	102347599	+	0.000	0.000	Merged-chr7-102347477-20
NR68727--MA1107.1.KLF9	chr9	51162044	51162056	-	0.000	0.000	Merged-chr9-51161990-29
NR41753--MA0657.1.KLF13	chr3	89892863	89892880	-	0.000	0.000	Merged-chr3-89892725-25
NR31575--MA0039.3.KLF4	chr18	54822922	54822932	+	0.000	0.000	Merged-chr18-54822886-30
NR6186--MA0039.3.KLF4	chr10	61233351	61233361	+	0.000	0.000	Merged-chr10-61233317-40
NR60049--MA0741.1.KLF16	chr7	35172282	35172292	+	0.000	0.000	Merged-chr7-35172078-26
NR66901--MA1107.1.KLF9	chr8	117121724	117121736	+	0.000	0.000	Merged-chr8-117121600-27
NR106--MA0741.1.KLF16	chr1	13426237	13426247	-	0.000	0.000	Merged-chr1-13426013-7
NR58052--MA1107.1.KLF9	chr6	136547178	136547190	-	0.000	0.000	Merged-chr6-136547260-16
NR67776--MA1107.1.KLF9	chr9	15014185	15014197	-	0.000	0.000	Merged-chr9-15014101-6
NR62728--MA0741.1.KLF16	chr7	126285670	126285680	-	0.000	0.000	Merged-chr7-126285441-83
NR63725--MA0039.3.KLF4	chr7	141525322	141525332	+	0.000	0.000	Merged-chr7-141525471-18
NR35170--MA0493.1.Klf1	chr2	22957643	22957653	-	0.000	0.000	Merged-chr2-22957628-19
NR44894--MA0493.1.Klf1	chr4	34551670	34551680	-	0.000	0.000	Merged-chr4-34551500-9
NR14759--MA0742.1.Klf12	chr12	82166460	82166474	-	0.000	0.000	Merged-chr12-82166286-58
NR1086--MA0039.3.KLF4	chr1	69683244	69683254	-	0.000	0.000	Merged-chr1-69683222-14
NR68477--MA0741.1.KLF16	chr9	44708542	44708552	-	0.000	0.000	Merged-chr9-44708535-22
NR52368--MA0742.1.Klf12	chr5	118664234	118664248	-	0.000	0.000	Merged-chr5-118664154-13
NR69061--MA0493.1.Klf1	chr9	61715237	61715247	-	0.000	0.000	Merged-chr9-61715160-12
NR11412--MA1107.1.KLF9	chr11	82961930	82961942	-	0.000	0.000	Merged-chr11-82962014-19
NR46609--MA0599.1.KLF5	chr4	106910643	106910652	+	0.000	0.000	Merged-chr4-106910448-27
NR38099--MA1107.1.KLF9	chr2	125189304	125189316	+	0.000	0.000	Merged-chr2-125189398-33
NR49626--MA0742.1.Klf12	chr5	24445273	24445287	+	0.000	0.000	Merged-chr5-24445119-58
NR57169--MA0493.1.Klf1	chr6	118593644	118593654	-	0.000	0.000	Merged-chr6-118593680-90
NR54379--MA0599.1.KLF5	chr5	150232888	150232897	+	0.000	0.000	Merged-chr5-150232910-1
NR45617--MA0493.1.Klf1	chr4	57295369	57295379	+	0.000	0.000	Merged-chr4-57295265-18
NR36367--MA1107.1.KLF9	chr2	60880821	60880833	+	0.000	0.000	Merged-chr2-60880763-2
NR6414--MA0741.1.KLF16	chr10	67891152	67891162	-	0.000	0.000	Merged-chr10-67891340-18
NR23213--MA0741.1.KLF16	chr15	64113264	64113274	+	0.000	0.000	Merged-chr15-64113403-29
NR61265--MA0599.1.KLF5	chr7	81549053	81549062	-	0.000	0.000	Merged-chr7-81548936-4
NR41755--MA0599.1.KLF5	chr3	89892869	89892878	-	0.000	0.000	Merged-chr3-89892725-25
NR73126--MA0599.1.KLF5	chrY	90799070	90799079	-	0.000	0.000	Merged-chrY-90799205-23
NR56326--MA0599.1.KLF5	chr6	90629686	90629695	+	0.000	0.000	Merged-chr6-90629668-42
NR37760--MA0741.1.KLF16	chr2	116900132	116900142	-	0.000	0.000	Merged-chr2-116900141-29
NR45367--MA0741.1.KLF16	chr4	47011206	47011216	-	0.000	0.000	Merged-chr4-47011023-46
NR66558--MA0741.1.KLF16	chr8	107403249	107403259	+	0.000	0.000	Merged-chr8-107403354-63
NR64833--MA0039.3.KLF4	chr8	46859843	46859853	-	0.000	0.000	Merged-chr8-46859659-64
NR22891--MA0493.1.Klf1	chr15	52886979	52886989	+	0.000	0.000	Merged-chr15-52887057-9
NR72502--MA0740.1.KLF14	chrX	134162635	134162648	-	0.000	0.000	Merged-chrX-134162858-35
NR47743--MA0740.1.KLF14	chr4	133095383	133095396	-	0.000	0.000	Merged-chr4-133095471-9
NR27410--MA0741.1.KLF16	chr17	5138644	5138654	-	0.000	0.000	Merged-chr17-5138884-51
NR30675--MA0741.1.KLF16	chr17	88379043	88379053	+	0.000	0.000	Merged-chr17-88379029-1
NR72245--MA0039.3.KLF4	chrX	75587845	75587855	-	0.000	0.000	Merged-chrX-75587867-43
NR57416--MA0599.1.KLF5	chr6	124721230	124721239	-	0.000	0.000	Merged-chr6-124721124-13
NR33680--MA0493.1.Klf1	chr19	32523948	32523958	-	0.000	0.000	Merged-chr19-32523975-16
NR14114--MA0493.1.Klf1	chr12	52383137	52383147	-	0.000	0.000	Merged-chr12-52383146-23
NR31173--MA1107.1.KLF9	chr18	34202688	34202700	+	0.000	0.000	Merged-chr18-34202543-19
NR49793--MA0493.1.Klf1	chr5	29378385	29378395	-	0.000	0.000	Merged-chr5-29378276-75
NR29594--MA0741.1.KLF16	chr17	57096756	57096766	-	0.000	0.000	Merged-chr17-57096588-46
NR99--MA0740.1.KLF14	chr1	13426244	13426257	-	0.000	0.000	Merged-chr1-13426013-7
NR58565--MA0740.1.KLF14	chr6	145135517	145135530	+	0.000	0.000	Merged-chr6-145135361-11
NR48710--MA0741.1.KLF16	chr4	148638546	148638556	+	0.000	0.000	Merged-chr4-148638535-16
NR39301--MA1107.1.KLF9	chr2	160367185	160367197	-	0.000	0.000	Merged-chr2-160367322-62
NR64639--MA0741.1.KLF16	chr8	35826776	35826786	+	0.000	0.000	Merged-chr8-35826884-2
NR21116--MA1107.1.KLF9	chr14	76165435	76165447	-	0.000	0.000	Merged-chr14-76165391-21
NR67800--MA0599.1.KLF5	chr9	15533871	15533880	+	0.000	0.000	Merged-chr9-15533893-20
NR59833--MA0599.1.KLF5	chr7	29211575	29211584	+	0.000	0.000	Merged-chr7-29211529-84
NR24055--MA0742.1.Klf12	chr15	84372960	84372974	-	0.000	0.000	Merged-chr15-84372915-18
NR37328--MA0493.1.Klf1	chr2	102183963	102183973	-	0.000	0.000	Merged-chr2-102183884-3
NR45000--MA0599.1.KLF5	chr4	41295619	41295628	+	0.000	0.000	Merged-chr4-41295781-15
NR46837--MA0493.1.Klf1	chr4	114172962	114172972	+	0.000	0.000	Merged-chr4-114173056-28
NR11417--MA1107.1.KLF9	chr11	82961948	82961960	-	0.000	0.000	Merged-chr11-82962014-19
NR61158--MA0599.1.KLF5	chr7	80192615	80192624	-	0.000	0.000	Merged-chr7-80192617-45
NR64588--MA0740.1.KLF14	chr8	34108538	34108551	-	0.000	0.000	Merged-chr8-34108671-3
NR6402--MA0742.1.Klf12	chr10	67698005	67698019	+	0.000	0.000	Merged-chr10-67697981-39
NR51887--MA0039.3.KLF4	chr5	111039995	111040005	+	0.000	0.000	Merged-chr5-111039945-24
NR38350--MA1107.1.KLF9	chr2	132131490	132131502	+	0.000	0.000	Merged-chr2-132131548-24
NR7408--MA0599.1.KLF5	chr10	84440812	84440821	-	0.000	0.000	Merged-chr10-84440807-71
NR12082--MA0493.1.Klf1	chr11	99012471	99012481	-	0.000	0.000	Merged-chr11-99012536-12
NR25274--MA1107.1.KLF9	chr16	11286169	11286181	-	0.000	0.000	Merged-chr16-11286053-13
NR39118--MA0741.1.KLF16	chr2	155775794	155775804	-	0.000	0.000	Merged-chr2-155775687-14
NR42703--MA0741.1.KLF16	chr3	110141786	110141796	-	0.000	0.000	Merged-chr3-110141817-15
NR71402--MA1107.1.KLF9	chr9	121241967	121241979	-	0.000	0.000	Merged-chr9-121242030-1
NR69550--MA0599.1.KLF5	chr9	75537176	75537185	+	0.000	0.000	Merged-chr9-75537156-9
NR1566--MA1107.1.KLF9	chr1	87847399	87847411	-	0.000	0.000	Merged-chr1-87847290-68
NR27525--MA0039.3.KLF4	chr17	6948673	6948683	+	0.000	0.000	Merged-chr17-6948507-80
NR39754--MA0493.1.Klf1	chr2	168741367	168741377	+	0.000	0.000	Merged-chr2-168741453-11
NR27240--MA0599.1.KLF5	chr16	96208437	96208446	-	0.000	0.000	Merged-chr16-96208613-13
NR70105--MA0741.1.KLF16	chr9	92147672	92147682	+	0.000	0.000	Merged-chr9-92147808-26
NR57532--MA0493.1.Klf1	chr6	125434031	125434041	-	0.000	0.000	Merged-chr6-125433874-28
NR55282--MA0741.1.KLF16	chr6	48693969	48693979	-	0.000	0.000	Merged-chr6-48693973-35
NR19876--MA0741.1.KLF16	chr14	34615159	34615169	-	0.000	0.000	Merged-chr14-34615266-19
NR45224--MA0599.1.KLF5	chr4	44672760	44672769	+	0.000	0.000	Merged-chr4-44672853-18
NR43850--MA0599.1.KLF5	chr3	146045219	146045228	-	0.000	0.000	Merged-chr3-146045142-29
NR32868--MA0657.1.KLF13	chr19	4052431	4052448	+	0.000	0.000	Merged-chr19-4052626-52
NR61800--MA0741.1.KLF16	chr7	101970558	101970568	+	0.000	0.000	Merged-chr7-101970646-136
NR51890--MA0740.1.KLF14	chr5	111160156	111160169	+	0.000	0.000	Merged-chr5-111160039-75
NR14812--MA1107.1.KLF9	chr12	84851595	84851607	+	0.000	0.000	Merged-chr12-84851532-12
NR16979--MA0493.1.Klf1	chr13	52929747	52929757	+	0.000	0.000	Merged-chr13-52929606-61
NR67263--MA0599.1.KLF5	chr8	122769452	122769461	-	0.000	0.000	Merged-chr8-122769435-21
NR13489--MA0741.1.KLF16	chr12	11196390	11196400	-	0.000	0.000	Merged-chr12-11196431-27
NR41423--MA1107.1.KLF9	chr3	79129200	79129212	-	0.000	0.000	Merged-chr3-79129160-12
NR66191--MA0599.1.KLF5	chr8	95149437	95149446	+	0.000	0.000	Merged-chr8-95149594-5
NR37359--MA1107.1.KLF9	chr2	102188785	102188797	+	0.000	0.000	Merged-chr2-102188857-2
NR9740--MA0599.1.KLF5	chr11	32020327	32020336	-	0.000	0.000	Merged-chr11-32020422-50
NR41899--MA0742.1.Klf12	chr3	94483001	94483015	-	0.000	0.000	Merged-chr3-94482974-4
NR24087--MA0599.1.KLF5	chr15	85042838	85042847	+	0.000	0.000	Merged-chr15-85042702-72
NR67160--MA0599.1.KLF5	chr8	121568422	121568431	+	0.000	0.000	Merged-chr8-121568444-23
NR12310--MA1107.1.KLF9	chr11	102467221	102467233	-	0.000	0.000	Merged-chr11-102467251-44
NR39978--MA0493.1.Klf1	chr2	173063390	173063400	+	0.000	0.000	Merged-chr2-173063390-29
NR40428--MA0493.1.Klf1	chr3	16025337	16025347	-	0.000	0.000	Merged-chr3-16025221-40
NR36198--MA0741.1.KLF16	chr2	52542693	52542703	+	0.000	0.000	Merged-chr2-52542865-9
NR30838--MA0742.1.Klf12	chr18	5819883	5819897	+	0.000	0.000	Merged-chr18-5820020-28
NR7519--MA1107.1.KLF9	chr10	86786237	86786249	-	0.000	0.000	Merged-chr10-86786135-22
NR3765--MA0599.1.KLF5	chr1	167273611	167273620	+	0.000	0.000	Merged-chr1-167273702-38
NR46793--MA0599.1.KLF5	chr4	111435259	111435268	-	0.000	0.000	Merged-chr4-111435287-1
NR28423--MA1107.1.KLF9	chr17	29347827	29347839	+	0.000	0.000	Merged-chr17-29347843-56
NR25613--MA0741.1.KLF16	chr16	23100167	23100177	-	0.000	0.000	Merged-chr16-23100189-17
NR64076--MA0741.1.KLF16	chr8	11009083	11009093	-	0.000	0.000	Merged-chr8-11009107-63
NR46262--MA0741.1.KLF16	chr4	89137609	89137619	+	0.000	0.000	Merged-chr4-89137676-98
NR36260--MA0741.1.KLF16	chr2	57253111	57253121	-	0.000	0.000	Merged-chr2-57253205-15
NR63207--MA1107.1.KLF9	chr7	132824636	132824648	+	0.000	0.000	Merged-chr7-132824609-20
NR70675--MA1107.1.KLF9	chr9	107547198	107547210	-	0.000	0.000	Merged-chr9-107547233-11
NR66559--MA0742.1.Klf12	chr8	107403274	107403288	-	0.000	0.000	Merged-chr8-107403354-63
NR2335--MA0599.1.KLF5	chr1	128667548	128667557	+	0.000	0.000	Merged-chr1-128667443-20
NR21111--MA0741.1.KLF16	chr14	76165438	76165448	-	0.000	0.000	Merged-chr14-76165391-21
NR14942--MA1107.1.KLF9	chr12	88472042	88472054	+	0.000	0.000	Merged-chr12-88472096-45
NR70575--MA0741.1.KLF16	chr9	106071782	106071792	+	0.000	0.000	Merged-chr9-106071900-22
NR41562--MA1107.1.KLF9	chr3	84477657	84477669	+	0.000	0.000	Merged-chr3-84477603-8
NR34027--MA0741.1.KLF16	chr19	44314781	44314791	+	0.000	0.000	Merged-chr19-44314757-47
NR21919--MA0599.1.KLF5	chr14	118950713	118950722	-	0.000	0.000	Merged-chr14-118950797-17
NR57979--MA0039.3.KLF4	chr6	134981446	134981456	-	0.000	0.000	Merged-chr6-134981456-22
NR71401--MA0741.1.KLF16	chr9	121241968	121241978	-	0.000	0.000	Merged-chr9-121242030-1
NR50919--MA1107.1.KLF9	chr5	74260698	74260710	-	0.000	0.000	Merged-chr5-74260801-106
NR71765--MA1107.1.KLF9	chrX	12062741	12062753	+	0.000	0.000	Merged-chrX-12062732-18
NR13512--MA1107.1.KLF9	chr12	12176285	12176297	+	0.000	0.000	Merged-chr12-12176537-33
NR65633--MA1107.1.KLF9	chr8	77383805	77383817	+	0.000	0.000	Merged-chr8-77383968-15
NR68004--MA0599.1.KLF5	chr9	22132315	22132324	-	0.000	0.000	Merged-chr9-22132302-2
NR14715--MA0599.1.KLF5	chr12	80885790	80885799	-	0.000	0.000	Merged-chr12-80885869-36
NR63060--MA0741.1.KLF16	chr7	130631889	130631899	-	0.000	0.000	Merged-chr7-130631867-47
NR3298--MA0039.3.KLF4	chr1	156674356	156674366	+	0.000	0.000	Merged-chr1-156674255-139
NR22734--MA0742.1.Klf12	chr15	38635249	38635263	+	0.000	0.000	Merged-chr15-38635237-53
NR67486--MA1107.1.KLF9	chr8	126539622	126539634	-	0.000	0.000	Merged-chr8-126539798-23
NR43855--MA0599.1.KLF5	chr3	146063253	146063262	-	0.000	0.000	Merged-chr3-146063322-20
NR12691--MA0741.1.KLF16	chr11	113206438	113206448	-	0.000	0.000	Merged-chr11-113206318-17
NR35682--MA0599.1.KLF5	chr2	31848055	31848064	+	0.000	0.000	Merged-chr2-31848098-17
NR2250--MA0599.1.KLF5	chr1	127322312	127322321	+	0.000	0.000	Merged-chr1-127322582-29
NR28693--MA0599.1.KLF5	chr17	34299632	34299641	+	0.000	0.000	Merged-chr17-34299510-15
NR30330--MA1107.1.KLF9	chr17	80561198	80561210	-	0.000	0.000	Merged-chr17-80561065-39
NR48683--MA0741.1.KLF16	chr4	148167203	148167213	+	0.000	0.000	Merged-chr4-148167175-10
NR26285--MA0599.1.KLF5	chr16	55526638	55526647	-	0.000	0.000	Merged-chr16-55526472-43
NR42298--MA0039.3.KLF4	chr3	101598153	101598163	+	0.000	0.000	Merged-chr3-101598272-22
NR44723--MA0741.1.KLF16	chr4	21931240	21931250	-	0.000	0.000	Merged-chr4-21931298-41
NR16284--MA0740.1.KLF14	chr13	21222584	21222597	-	0.000	0.000	Merged-chr13-21222520-28
NR42772--MA0741.1.KLF16	chr3	115897931	115897941	+	0.000	0.000	Merged-chr3-115897908-5
NR72628--MA0599.1.KLF5	chrX	145505243	145505252	-	0.000	0.000	Merged-chrX-145505228-74
NR60040--MA0657.1.KLF13	chr7	35119096	35119113	-	0.000	0.000	Merged-chr7-35119008-87
NR30657--MA1107.1.KLF9	chr17	88021340	88021352	+	0.000	0.000	Merged-chr17-88021412-18
NR65096--MA1107.1.KLF9	chr8	64788878	64788890	+	0.000	0.000	Merged-chr8-64788923-42
NR66015--MA0742.1.Klf12	chr8	88604326	88604340	-	0.000	0.000	Merged-chr8-88604204-17
NR2343--MA1107.1.KLF9	chr1	128713043	128713055	+	0.000	0.000	Merged-chr1-128713010-21
NR23481--MA0599.1.KLF5	chr15	75929912	75929921	-	0.000	0.000	Merged-chr15-75929724-50
NR68349--MA0599.1.KLF5	chr9	41160889	41160898	-	0.000	0.000	Merged-chr9-41160864-12
NR48760--MA0740.1.KLF14	chr4	149854339	149854352	-	0.000	0.000	Merged-chr4-149854542-67
NR62072--MA0740.1.KLF14	chr7	110627600	110627613	+	0.000	0.000	Merged-chr7-110627584-9
NR36305--MA0741.1.KLF16	chr2	59534542	59534552	+	0.000	0.000	Merged-chr2-59534510-22
NR41231--MA1107.1.KLF9	chr3	65352912	65352924	+	0.000	0.000	Merged-chr3-65352895-35
NR72506--MA1107.1.KLF9	chrX	134162636	134162648	-	0.000	0.000	Merged-chrX-134162858-35
NR34149--MA0741.1.KLF16	chr19	46518774	46518784	-	0.000	0.000	Merged-chr19-46518736-37
NR45338--MA0741.1.KLF16	chr4	46550599	46550609	+	0.000	0.000	Merged-chr4-46550580-17
NR5841--MA1107.1.KLF9	chr10	43706323	43706335	-	0.000	0.000	Merged-chr10-43706280-54
NR36856--MA1107.1.KLF9	chr2	78914996	78915008	-	0.000	0.000	Merged-chr2-78915095-10
NR62601--MA1107.1.KLF9	chr7	121734715	121734727	-	0.000	0.000	Merged-chr7-121734819-1
NR66809--MA0493.1.Klf1	chr8	115531466	115531476	+	0.000	0.000	Merged-chr8-115531430-21
