#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_up.bed
NR2279--MA0511.2.RUNX2	chr12	16165140	16165148	+	0.000	0.000	Merged-chr12-16165159-14
NR912--MA0002.2.RUNX1	chr10	5795437	5795447	+	0.000	0.000	Merged-chr10-5795457-7
NR7571--MA0684.1.RUNX3	chr4	59790006	59790015	-	0.000	0.000	Merged-chr4-59790006-29
NR11500--MA0002.2.RUNX1	chrX	159828383	159828393	-	0.000	0.000	Merged-chrX-159828290-35
NR893--MA0002.2.RUNX1	chr1	193366053	193366063	-	0.000	0.000	Merged-chr1-193366026-12
NR7280--MA0002.2.RUNX1	chr3	145538122	145538132	-	0.000	0.000	Merged-chr3-145538069-30
NR9026--MA0002.2.RUNX1	chr6	89065030	89065040	+	0.000	0.000	Merged-chr6-89065226-11
NR1534--MA0511.2.RUNX2	chr10	128991151	128991159	-	0.000	0.000	Merged-chr10-128991197-23
NR10660--MA0684.1.RUNX3	chr8	128643064	128643073	-	0.000	0.000	Merged-chr8-128643198-31
NR10931--MA0684.1.RUNX3	chr9	69757417	69757426	+	0.000	0.000	Merged-chr9-69757438-24
NR816--MA0002.2.RUNX1	chr1	184182456	184182466	+	0.000	0.000	Merged-chr1-184182339-15
NR9754--MA0002.2.RUNX1	chr7	92087614	92087624	+	0.000	0.000	Merged-chr7-92087702-17
NR4941--MA0684.1.RUNX3	chr17	34681240	34681249	-	0.000	0.000	Merged-chr17-34681233-16
NR5447--MA0684.1.RUNX3	chr18	66407905	66407914	+	0.000	0.000	Merged-chr18-66407896-2
NR9486--MA0511.2.RUNX2	chr7	24457834	24457842	+	0.000	0.000	Merged-chr7-24457903-49
NR10293--MA0684.1.RUNX3	chr8	64805445	64805454	-	0.000	0.000	Merged-chr8-64805470-51
NR10021--MA0002.2.RUNX1	chr7	132749006	132749016	-	0.000	0.000	Merged-chr7-132748920-16
NR9592--MA0002.2.RUNX1	chr7	55890104	55890114	+	0.000	0.000	Merged-chr7-55890160-26
NR10372--MA0511.2.RUNX2	chr8	81572864	81572872	+	0.000	0.000	Merged-chr8-81572647-16
NR9244--MA0002.2.RUNX1	chr6	129240078	129240088	+	0.000	0.000	Merged-chr6-129239949-37
NR3005--MA0684.1.RUNX3	chr13	54055654	54055663	-	0.000	0.000	Merged-chr13-54055644-29
NR5364--MA0511.2.RUNX2	chr18	56547183	56547191	-	0.000	0.000	Merged-chr18-56547142-34
NR3585--MA0002.2.RUNX1	chr14	69980921	69980931	-	0.000	0.000	Merged-chr14-69980861-5
NR415--MA0002.2.RUNX1	chr1	108041086	108041096	-	0.000	0.000	Merged-chr1-108041291-27
NR9082--MA0002.2.RUNX1	chr6	106981353	106981363	-	0.000	0.000	Merged-chr6-106981432-3
NR7074--MA0684.1.RUNX3	chr3	115793772	115793781	-	0.000	0.000	Merged-chr3-115793653-57
NR5522--MA0684.1.RUNX3	chr18	79473211	79473220	+	0.000	0.000	Merged-chr18-79473118-20
NR7054--MA0002.2.RUNX1	chr3	108887078	108887088	-	0.000	0.000	Merged-chr3-108887140-15
NR4520--MA0002.2.RUNX1	chr16	57465311	57465321	-	0.000	0.000	Merged-chr16-57465471-22
NR1765--MA0511.2.RUNX2	chr11	58829921	58829929	+	0.000	0.000	Merged-chr11-58829916-12
NR1272--MA0684.1.RUNX3	chr10	85035480	85035489	-	0.000	0.000	Merged-chr10-85035484-19
NR1395--MA0002.2.RUNX1	chr10	111213766	111213776	+	0.000	0.000	Merged-chr10-111213770-2
NR3968--MA0511.2.RUNX2	chr15	64176575	64176583	-	0.000	0.000	Merged-chr15-64176551-12
NR32--MA0002.2.RUNX1	chr1	20260127	20260137	-	0.000	0.000	Merged-chr1-20260109-34
NR5426--MA0684.1.RUNX3	chr18	65481404	65481413	-	0.000	0.000	Merged-chr18-65481395-37
NR7785--MA0511.2.RUNX2	chr4	122829547	122829555	+	0.000	0.000	Merged-chr4-122829434-12
NR7358--MA0684.1.RUNX3	chr3	154778979	154778988	+	0.000	0.000	Merged-chr3-154778992-62
NR4980--MA0511.2.RUNX2	chr17	45703419	45703427	+	0.000	0.000	Merged-chr17-45703436-19
NR885--MA0002.2.RUNX1	chr1	192510749	192510759	-	0.000	0.000	Merged-chr1-192510804-31
NR35--MA0511.2.RUNX2	chr1	20740683	20740691	-	0.000	0.000	Merged-chr1-20740658-39
NR6290--MA0002.2.RUNX1	chr2	102379148	102379158	-	0.000	0.000	Merged-chr2-102379112-1
NR10361--MA0002.2.RUNX1	chr8	78975204	78975214	+	0.000	0.000	Merged-chr8-78975191-34
NR9061--MA0002.2.RUNX1	chr6	99910122	99910132	-	0.000	0.000	Merged-chr6-99910177-32
NR4785--MA0002.2.RUNX1	chr17	8225307	8225317	+	0.000	0.000	Merged-chr17-8225447-9
NR1093--MA0511.2.RUNX2	chr10	44786537	44786545	-	0.000	0.000	Merged-chr10-44786456-11
NR3488--MA0684.1.RUNX3	chr14	60072651	60072660	+	0.000	0.000	Merged-chr14-60072713-24
NR2790--MA0511.2.RUNX2	chr12	119148036	119148044	+	0.000	0.000	Merged-chr12-119148040-28
NR3216--MA0002.2.RUNX1	chr13	99781336	99781346	+	0.000	0.000	Merged-chr13-99781144-21
NR9732--MA0684.1.RUNX3	chr7	84740071	84740080	-	0.000	0.000	Merged-chr7-84740151-41
NR1265--MA0002.2.RUNX1	chr10	84897547	84897557	-	0.000	0.000	Merged-chr10-84897526-62
NR3772--MA0511.2.RUNX2	chr14	123163086	123163094	+	0.000	0.000	Merged-chr14-123163033-38
NR9379--MA0002.2.RUNX1	chr6	146081159	146081169	+	0.000	0.000	Merged-chr6-146081045-99
NR9606--MA0511.2.RUNX2	chr7	58392983	58392991	-	0.000	0.000	Merged-chr7-58392737-68
NR7384--MA0511.2.RUNX2	chr4	6682090	6682098	-	0.000	0.000	Merged-chr4-6682175-50
NR7655--MA0511.2.RUNX2	chr4	97927130	97927138	-	0.000	0.000	Merged-chr4-97927118-18
NR5753--MA0684.1.RUNX3	chr19	32121043	32121052	-	0.000	0.000	Merged-chr19-32120972-21
NR5277--MA0684.1.RUNX3	chr18	25367588	25367597	+	0.000	0.000	Merged-chr18-25367708-17
NR632--MA0684.1.RUNX3	chr1	161728703	161728712	-	0.000	0.000	Merged-chr1-161728798-12
NR5005--MA0002.2.RUNX1	chr17	48332730	48332740	-	0.000	0.000	Merged-chr17-48332786-43
NR755--MA0002.2.RUNX1	chr1	177702893	177702903	-	0.000	0.000	Merged-chr1-177702906-70
NR4480--MA0002.2.RUNX1	chr16	50372709	50372719	-	0.000	0.000	Merged-chr16-50372785-42
NR341--MA0002.2.RUNX1	chr1	88475603	88475613	-	0.000	0.000	Merged-chr1-88475619-20
NR3262--MA0511.2.RUNX2	chr13	109685703	109685711	-	0.000	0.000	Merged-chr13-109685834-42
NR4403--MA0002.2.RUNX1	chr16	35485017	35485027	-	0.000	0.000	Merged-chr16-35485007-20
NR1919--MA0511.2.RUNX2	chr11	83828988	83828996	+	0.000	0.000	Merged-chr11-83828814-21
NR2581--MA0684.1.RUNX3	chr12	100277100	100277109	-	0.000	0.000	Merged-chr12-100277058-24
NR9868--MA0002.2.RUNX1	chr7	112238966	112238976	+	0.000	0.000	Merged-chr7-112238810-51
NR5018--MA0002.2.RUNX1	chr17	50525260	50525270	+	0.000	0.000	Merged-chr17-50525188-50
NR7254--MA0511.2.RUNX2	chr3	142892308	142892316	+	0.000	0.000	Merged-chr3-142892335-19
NR1806--MA0684.1.RUNX3	chr11	67633799	67633808	+	0.000	0.000	Merged-chr11-67633953-18
NR768--MA0002.2.RUNX1	chr1	179578841	179578851	-	0.000	0.000	Merged-chr1-179578897-31
NR7698--MA0684.1.RUNX3	chr4	102629842	102629851	-	0.000	0.000	Merged-chr4-102629885-23
NR10757--MA0511.2.RUNX2	chr9	42022493	42022501	+	0.000	0.000	Merged-chr9-42022537-24
NR5147--MA0684.1.RUNX3	chr17	80762565	80762574	-	0.000	0.000	Merged-chr17-80762560-27
NR9662--MA0511.2.RUNX2	chr7	73532343	73532351	+	0.000	0.000	Merged-chr7-73532440-1
NR3196--MA0684.1.RUNX3	chr13	98924159	98924168	+	0.000	0.000	Merged-chr13-98924179-4
NR830--MA0002.2.RUNX1	chr1	184793640	184793650	+	0.000	0.000	Merged-chr1-184793551-66
NR6301--MA0002.2.RUNX1	chr2	103652249	103652259	+	0.000	0.000	Merged-chr2-103652335-51
NR9358--MA0002.2.RUNX1	chr6	144910469	144910479	+	0.000	0.000	Merged-chr6-144910390-40
NR2670--MA0002.2.RUNX1	chr12	110703297	110703307	-	0.000	0.000	Merged-chr12-110703335-47
NR7012--MA0002.2.RUNX1	chr3	103091903	103091913	+	0.000	0.000	Merged-chr3-103091976-34
NR6430--MA0684.1.RUNX3	chr2	129816122	129816131	-	0.000	0.000	Merged-chr2-129816219-15
NR3847--MA0684.1.RUNX3	chr15	31546313	31546322	+	0.000	0.000	Merged-chr15-31546423-43
NR1419--MA0002.2.RUNX1	chr10	117056182	117056192	+	0.000	0.000	Merged-chr10-117056166-30
NR2451--MA0684.1.RUNX3	chr12	78356654	78356663	+	0.000	0.000	Merged-chr12-78356695-8
NR3162--MA0684.1.RUNX3	chr13	94144820	94144829	-	0.000	0.000	Merged-chr13-94144726-31
NR1482--MA0684.1.RUNX3	chr10	121382803	121382812	-	0.000	0.000	Merged-chr10-121382753-17
NR10230--MA0684.1.RUNX3	chr8	34740485	34740494	-	0.000	0.000	Merged-chr8-34740455-84
NR6810--MA0684.1.RUNX3	chr3	37484115	37484124	+	0.000	0.000	Merged-chr3-37484009-38
NR2801--MA0511.2.RUNX2	chr13	5757410	5757418	+	0.000	0.000	Merged-chr13-5757363-53
NR5907--MA0684.1.RUNX3	chr19	58850826	58850835	+	0.000	0.000	Merged-chr19-58850860-26
NR5488--MA0002.2.RUNX1	chr18	75247077	75247087	-	0.000	0.000	Merged-chr18-75247078-14
NR1405--MA0684.1.RUNX3	chr10	112278273	112278282	+	0.000	0.000	Merged-chr10-112278323-19
NR4363--MA0002.2.RUNX1	chr16	25587927	25587937	+	0.000	0.000	Merged-chr16-25587871-42
NR8994--MA0684.1.RUNX3	chr6	82956789	82956798	+	0.000	0.000	Merged-chr6-82956843-32
NR1928--MA0684.1.RUNX3	chr11	85384534	85384543	-	0.000	0.000	Merged-chr11-85384605-20
NR4763--MA0684.1.RUNX3	chr17	5748187	5748196	+	0.000	0.000	Merged-chr17-5748141-46
NR9228--MA0002.2.RUNX1	chr6	128771051	128771061	+	0.000	0.000	Merged-chr6-128771124-9
NR5060--MA0684.1.RUNX3	chr17	62857484	62857493	+	0.000	0.000	Merged-chr17-62857583-41
NR876--MA0684.1.RUNX3	chr1	191519947	191519956	-	0.000	0.000	Merged-chr1-191519897-26
NR9436--MA0511.2.RUNX2	chr6	149261067	149261075	-	0.000	0.000	Merged-chr6-149260973-38
NR10309--MA0684.1.RUNX3	chr8	68218506	68218515	-	0.000	0.000	Merged-chr8-68218689-19
NR10908--MA0002.2.RUNX1	chr9	67813735	67813745	-	0.000	0.000	Merged-chr9-67813867-45
NR9337--MA0002.2.RUNX1	chr6	142823173	142823183	-	0.000	0.000	Merged-chr6-142823375-40
NR10051--MA0511.2.RUNX2	chr7	137476760	137476768	-	0.000	0.000	Merged-chr7-137476773-22
NR733--MA0684.1.RUNX3	chr1	173910927	173910936	-	0.000	0.000	Merged-chr1-173910910-9
NR5106--MA0002.2.RUNX1	chr17	73810289	73810299	+	0.000	0.000	Merged-chr17-73810198-2
NR2400--MA0511.2.RUNX2	chr12	69513320	69513328	-	0.000	0.000	Merged-chr12-69513488-22
NR6261--MA0002.2.RUNX1	chr2	90752617	90752627	+	0.000	0.000	Merged-chr2-90752646-2
NR5358--MA0002.2.RUNX1	chr18	56413120	56413130	+	0.000	0.000	Merged-chr18-56413005-50
NR6390--MA0684.1.RUNX3	chr2	125948469	125948478	+	0.000	0.000	Merged-chr2-125948432-8
NR8940--MA0002.2.RUNX1	chr6	67475748	67475758	-	0.000	0.000	Merged-chr6-67475756-29
NR5043--MA0511.2.RUNX2	chr17	56443647	56443655	+	0.000	0.000	Merged-chr17-56443573-18
NR8050--MA0002.2.RUNX1	chr5	8374513	8374523	+	0.000	0.000	Merged-chr5-8374526-17
NR7024--MA0684.1.RUNX3	chr3	105133255	105133264	-	0.000	0.000	Merged-chr3-105133189-20
NR5467--MA0002.2.RUNX1	chr18	69209060	69209070	+	0.000	0.000	Merged-chr18-69209051-20
NR223--MA0684.1.RUNX3	chr1	64136472	64136481	-	0.000	0.000	Merged-chr1-64136457-23
NR346--MA0002.2.RUNX1	chr1	89090406	89090416	-	0.000	0.000	Merged-chr1-89090487-27
NR8800--MA0511.2.RUNX2	chr6	34364971	34364979	+	0.000	0.000	Merged-chr6-34364838-25
NR2791--MA0684.1.RUNX3	chr12	119148036	119148045	+	0.000	0.000	Merged-chr12-119148040-28
NR11391--MA0002.2.RUNX1	chrX	51431510	51431520	+	0.000	0.000	Merged-chrX-51431471-1
NR455--MA0002.2.RUNX1	chr1	128570146	128570156	-	0.000	0.000	Merged-chr1-128570257-50
NR5056--MA0511.2.RUNX2	chr17	62784252	62784260	+	0.000	0.000	Merged-chr17-62784192-42
NR6753--MA0511.2.RUNX2	chr3	10151851	10151859	-	0.000	0.000	Merged-chr3-10151750-17
NR4580--MA0684.1.RUNX3	chr16	77038209	77038218	-	0.000	0.000	Merged-chr16-77038211-5
NR9859--MA0684.1.RUNX3	chr7	110376354	110376363	-	0.000	0.000	Merged-chr7-110376386-11
NR3899--MA0511.2.RUNX2	chr15	44229501	44229509	+	0.000	0.000	Merged-chr15-44229418-16
NR4103--MA0002.2.RUNX1	chr15	85233150	85233160	-	0.000	0.000	Merged-chr15-85233310-62
NR8734--MA0684.1.RUNX3	chr6	5997677	5997686	+	0.000	0.000	Merged-chr6-5997718-16
NR293--MA0002.2.RUNX1	chr1	80418894	80418904	+	0.000	0.000	Merged-chr1-80418874-24
NR2281--MA0684.1.RUNX3	chr12	16165140	16165149	+	0.000	0.000	Merged-chr12-16165159-14
NR4626--MA0002.2.RUNX1	chr16	89872228	89872238	-	0.000	0.000	Merged-chr16-89872318-26
NR772--MA0511.2.RUNX2	chr1	180398589	180398597	-	0.000	0.000	Merged-chr1-180398476-24
NR3408--MA0511.2.RUNX2	chr14	36932188	36932196	+	0.000	0.000	Merged-chr14-36932132-23
NR468--MA0002.2.RUNX1	chr1	130838436	130838446	+	0.000	0.000	Merged-chr1-130838519-27
NR3309--MA0002.2.RUNX1	chr13	113693580	113693590	-	0.000	0.000	Merged-chr13-113693609-26
NR1087--MA0002.2.RUNX1	chr10	44341912	44341922	+	0.000	0.000	Merged-chr10-44341926-8
NR8204--MA0002.2.RUNX1	chr5	63943498	63943508	-	0.000	0.000	Merged-chr5-63943362-36
NR1196--MA0002.2.RUNX1	chr10	75839305	75839315	-	0.000	0.000	Merged-chr10-75839326-47
NR10467--MA0002.2.RUNX1	chr8	106292699	106292709	+	0.000	0.000	Merged-chr8-106292794-10
NR6091--MA0002.2.RUNX1	chr2	45139034	45139044	+	0.000	0.000	Merged-chr2-45139148-28
NR4625--MA0684.1.RUNX3	chr16	89817051	89817060	+	0.000	0.000	Merged-chr16-89817047-30
NR4682--MA0002.2.RUNX1	chr16	92821940	92821950	+	0.000	0.000	Merged-chr16-92822005-45
NR4477--MA0002.2.RUNX1	chr16	50298928	50298938	+	0.000	0.000	Merged-chr16-50299012-15
NR9375--MA0511.2.RUNX2	chr6	145284506	145284514	-	0.000	0.000	Merged-chr6-145284477-26
NR10248--MA0684.1.RUNX3	chr8	40422522	40422531	-	0.000	0.000	Merged-chr8-40422446-17
NR9276--MA0002.2.RUNX1	chr6	134639356	134639366	-	0.000	0.000	Merged-chr6-134639271-1
NR1628--MA0684.1.RUNX3	chr11	30127011	30127020	+	0.000	0.000	Merged-chr11-30127050-28
NR4463--MA0684.1.RUNX3	chr16	48594584	48594593	+	0.000	0.000	Merged-chr16-48594719-53
NR2558--MA0002.2.RUNX1	chr12	98601152	98601162	+	0.000	0.000	Merged-chr12-98601119-23
NR5776--MA0511.2.RUNX2	chr19	33429584	33429592	+	0.000	0.000	Merged-chr19-33429713-40
NR6646--MA0002.2.RUNX1	chr2	167505272	167505282	+	0.000	0.000	Merged-chr2-167505349-52
NR10688--MA0511.2.RUNX2	chr9	14200216	14200224	+	0.000	0.000	Merged-chr9-14200294-59
NR7357--MA0002.2.RUNX1	chr3	154778979	154778989	-	0.000	0.000	Merged-chr3-154778992-62
NR10466--MA0684.1.RUNX3	chr8	106292650	106292659	-	0.000	0.000	Merged-chr8-106292794-10
NR8783--MA0002.2.RUNX1	chr6	30657537	30657547	-	0.000	0.000	Merged-chr6-30657423-39
NR3526--MA0684.1.RUNX3	chr14	65330857	65330866	-	0.000	0.000	Merged-chr14-65330788-23
NR7294--MA0511.2.RUNX2	chr3	148510625	148510633	+	0.000	0.000	Merged-chr3-148510691-67
NR764--MA0511.2.RUNX2	chr1	179493151	179493159	+	0.000	0.000	Merged-chr1-179493163-27
NR7151--MA0511.2.RUNX2	chr3	129613936	129613944	-	0.000	0.000	Merged-chr3-129613875-22
NR5901--MA0002.2.RUNX1	chr19	58238493	58238503	+	0.000	0.000	Merged-chr19-58238492-37
NR6070--MA0002.2.RUNX1	chr2	34798917	34798927	-	0.000	0.000	Merged-chr2-34798985-4
NR4856--MA0684.1.RUNX3	chr17	21733926	21733935	+	0.000	0.000	Merged-chr17-21733799-41
NR2633--MA0002.2.RUNX1	chr12	107051466	107051476	-	0.000	0.000	Merged-chr12-107051429-24
NR8481--MA0511.2.RUNX2	chr5	115693470	115693478	+	0.000	0.000	Merged-chr5-115693567-32
NR10492--MA0511.2.RUNX2	chr8	111785409	111785417	+	0.000	0.000	Merged-chr8-111785274-13
NR8782--MA0684.1.RUNX3	chr6	30592266	30592275	-	0.000	0.000	Merged-chr6-30592201-27
NR678--MA0002.2.RUNX1	chr1	165985849	165985859	-	0.000	0.000	Merged-chr1-165985990-54
NR3204--MA0511.2.RUNX2	chr13	99503596	99503604	-	0.000	0.000	Merged-chr13-99503494-98
NR2666--MA0684.1.RUNX3	chr12	110454470	110454479	-	0.000	0.000	Merged-chr12-110454424-31
NR7021--MA0511.2.RUNX2	chr3	105133256	105133264	-	0.000	0.000	Merged-chr3-105133189-20
NR9145--MA0684.1.RUNX3	chr6	119408840	119408849	-	0.000	0.000	Merged-chr6-119408748-28
NR6211--MA0002.2.RUNX1	chr2	76567405	76567415	-	0.000	0.000	Merged-chr2-76567320-34
NR2917--MA0002.2.RUNX1	chr13	31504512	31504522	+	0.000	0.000	Merged-chr13-31504522-16
NR2980--MA0684.1.RUNX3	chr13	46780002	46780011	-	0.000	0.000	Merged-chr13-46780080-38
NR7117--MA0684.1.RUNX3	chr3	122202354	122202363	+	0.000	0.000	Merged-chr3-122202498-54
NR644--MA0002.2.RUNX1	chr1	163374768	163374778	+	0.000	0.000	Merged-chr1-163374764-34
NR9062--MA0511.2.RUNX2	chr6	99985480	99985488	-	0.000	0.000	Merged-chr6-99985483-19
NR1729--MA0684.1.RUNX3	chr11	54105211	54105220	-	0.000	0.000	Merged-chr11-54105258-8
NR9777--MA0684.1.RUNX3	chr7	99003412	99003421	+	0.000	0.000	Merged-chr7-99003498-20
NR4958--MA0002.2.RUNX1	chr17	37203822	37203832	+	0.000	0.000	Merged-chr17-37203831-32
NR7064--MA0684.1.RUNX3	chr3	109444248	109444257	-	0.000	0.000	Merged-chr3-109444108-35
NR2450--MA0002.2.RUNX1	chr12	78356654	78356664	-	0.000	0.000	Merged-chr12-78356695-8
NR4801--MA0684.1.RUNX3	chr17	12513611	12513620	-	0.000	0.000	Merged-chr17-12513699-7
NR2102--MA0002.2.RUNX1	chr11	107668371	107668381	+	0.000	0.000	Merged-chr11-107668374-46
NR10424--MA0684.1.RUNX3	chr8	94240484	94240493	+	0.000	0.000	Merged-chr8-94240399-13
NR6462--MA0684.1.RUNX3	chr2	135737686	135737695	-	0.000	0.000	Merged-chr2-135737673-31
NR9376--MA0684.1.RUNX3	chr6	145284505	145284514	-	0.000	0.000	Merged-chr6-145284477-26
NR7219--MA0002.2.RUNX1	chr3	137800415	137800425	-	0.000	0.000	Merged-chr3-137800561-20
NR352--MA0002.2.RUNX1	chr1	90677917	90677927	-	0.000	0.000	Merged-chr1-90677857-31
NR2611--MA0684.1.RUNX3	chr12	104235932	104235941	-	0.000	0.000	Merged-chr12-104236095-61
NR2529--MA0002.2.RUNX1	chr12	90810730	90810740	+	0.000	0.000	Merged-chr12-90810823-15
NR6075--MA0002.2.RUNX1	chr2	34969673	34969683	-	0.000	0.000	Merged-chr2-34969662-3
NR10308--MA0002.2.RUNX1	chr8	68218505	68218515	+	0.000	0.000	Merged-chr8-68218689-19
NR4937--MA0002.2.RUNX1	chr17	34296107	34296117	+	0.000	0.000	Merged-chr17-34296219-24
NR3812--MA0002.2.RUNX1	chr15	9575028	9575038	+	0.000	0.000	Merged-chr15-9575046-48
NR8340--MA0002.2.RUNX1	chr5	99499892	99499902	+	0.000	0.000	Merged-chr5-99499835-48
NR2052--MA0511.2.RUNX2	chr11	103951403	103951411	+	0.000	0.000	Merged-chr11-103951331-24
NR4718--MA0684.1.RUNX3	chr16	95263159	95263168	+	0.000	0.000	Merged-chr16-95263048-64
NR3034--MA0511.2.RUNX2	chr13	63274701	63274709	-	0.000	0.000	Merged-chr13-63274780-57
NR10768--MA0511.2.RUNX2	chr9	42158806	42158814	+	0.000	0.000	Merged-chr9-42158908-46
NR4526--MA0511.2.RUNX2	chr16	58519518	58519526	+	0.000	0.000	Merged-chr16-58519695-16
NR6584--MA0684.1.RUNX3	chr2	158323022	158323031	-	0.000	0.000	Merged-chr2-158323146-37
NR3650--MA0002.2.RUNX1	chr14	78474145	78474155	-	0.000	0.000	Merged-chr14-78474159-29
NR6041--MA0002.2.RUNX1	chr2	30063984	30063994	+	0.000	0.000	Merged-chr2-30064013-1
NR494--MA0684.1.RUNX3	chr1	135019166	135019175	+	0.000	0.000	Merged-chr1-135019182-17
NR10970--MA0002.2.RUNX1	chr9	75547007	75547017	-	0.000	0.000	Merged-chr9-75547182-41
NR4556--MA0684.1.RUNX3	chr16	70365448	70365457	+	0.000	0.000	Merged-chr16-70365429-20
NR4013--MA0002.2.RUNX1	chr15	73318741	73318751	-	0.000	0.000	Merged-chr15-73318798-19
NR8373--MA0684.1.RUNX3	chr5	105313659	105313668	+	0.000	0.000	Merged-chr5-105313637-29
NR5710--MA0002.2.RUNX1	chr19	21771765	21771775	-	0.000	0.000	Merged-chr19-21771815-24
NR8101--MA0002.2.RUNX1	chr5	22740148	22740158	-	0.000	0.000	Merged-chr5-22740212-9
NR8181--MA0511.2.RUNX2	chr5	52126097	52126105	+	0.000	0.000	Merged-chr5-52126006-25
NR1460--MA0002.2.RUNX1	chr10	119382418	119382428	+	0.000	0.000	Merged-chr10-119382475-33
NR1731--MA0002.2.RUNX1	chr11	54188039	54188049	+	0.000	0.000	Merged-chr11-54188081-11
NR7406--MA0511.2.RUNX2	chr4	11492629	11492637	-	0.000	0.000	Merged-chr4-11492586-1
NR10016--MA0002.2.RUNX1	chr7	132672698	132672708	-	0.000	0.000	Merged-chr7-132672749-42
NR2366--MA0684.1.RUNX3	chr12	41500245	41500254	-	0.000	0.000	Merged-chr12-41500391-75
NR2908--MA0684.1.RUNX3	chr13	30682002	30682011	-	0.000	0.000	Merged-chr13-30682181-38
NR9338--MA0511.2.RUNX2	chr6	142950589	142950597	-	0.000	0.000	Merged-chr6-142950474-44
NR8733--MA0002.2.RUNX1	chr6	5997677	5997687	-	0.000	0.000	Merged-chr6-5997718-16
NR2445--MA0511.2.RUNX2	chr12	77788442	77788450	-	0.000	0.000	Merged-chr12-77788504-44
NR857--MA0511.2.RUNX2	chr1	191119059	191119067	-	0.000	0.000	Merged-chr1-191119060-9
NR2280--MA0002.2.RUNX1	chr12	16165140	16165150	-	0.000	0.000	Merged-chr12-16165159-14
NR5008--MA0002.2.RUNX1	chr17	48419792	48419802	+	0.000	0.000	Merged-chr17-48419677-1
NR9811--MA0002.2.RUNX1	chr7	104400860	104400870	-	0.000	0.000	Merged-chr7-104400949-29
NR10476--MA0511.2.RUNX2	chr8	110079765	110079773	-	0.000	0.000	Merged-chr8-110079856-46
NR5137--MA0684.1.RUNX3	chr17	79817129	79817138	+	0.000	0.000	Merged-chr17-79817109-13
NR3186--MA0684.1.RUNX3	chr13	98124673	98124682	+	0.000	0.000	Merged-chr13-98124541-43
NR3900--MA0002.2.RUNX1	chr15	44229501	44229511	-	0.000	0.000	Merged-chr15-44229418-16
NR6686--MA0002.2.RUNX1	chr2	174555970	174555980	-	0.000	0.000	Merged-chr2-174555978-36
NR6023--MA0511.2.RUNX2	chr2	26753520	26753528	+	0.000	0.000	Merged-chr2-26753671-30
NR1853--MA0002.2.RUNX1	chr11	75878726	75878736	-	0.000	0.000	Merged-chr11-75878686-10
NR7178--MA0684.1.RUNX3	chr3	133079931	133079940	+	0.000	0.000	Merged-chr3-133079778-18
NR10015--MA0684.1.RUNX3	chr7	132402776	132402785	-	0.000	0.000	Merged-chr7-132402823-64
NR6381--MA0002.2.RUNX1	chr2	124732845	124732855	-	0.000	0.000	Merged-chr2-124732800-44
NR8954--MA0511.2.RUNX2	chr6	71595949	71595957	+	0.000	0.000	Merged-chr6-71596014-5
NR4767--MA0002.2.RUNX1	chr17	6154600	6154610	+	0.000	0.000	Merged-chr17-6154576-19
NR2150--MA0002.2.RUNX1	chr11	111056292	111056302	-	0.000	0.000	Merged-chr11-111056370-11
NR6781--MA0684.1.RUNX3	chr3	21996141	21996150	-	0.000	0.000	Merged-chr3-21996009-51
NR4353--MA0002.2.RUNX1	chr16	24826554	24826564	-	0.000	0.000	Merged-chr16-24826564-20
NR4624--MA0002.2.RUNX1	chr16	89817051	89817061	-	0.000	0.000	Merged-chr16-89817047-30
NR10124--MA0684.1.RUNX3	chr8	3205372	3205381	-	0.000	0.000	Merged-chr8-3205181-19
NR9933--MA0002.2.RUNX1	chr7	121059761	121059771	-	0.000	0.000	Merged-chr7-121059708-48
NR4462--MA0002.2.RUNX1	chr16	48594584	48594594	-	0.000	0.000	Merged-chr16-48594719-53
NR11202--MA0684.1.RUNX3	chr9	114446464	114446473	+	0.000	0.000	Merged-chr9-114446417-16
NR1452--MA0002.2.RUNX1	chr10	118714304	118714314	-	0.000	0.000	Merged-chr10-118714396-52
NR6189--MA0002.2.RUNX1	chr2	72536063	72536073	+	0.000	0.000	Merged-chr2-72536133-16
NR8282--MA0511.2.RUNX2	chr5	88499874	88499882	+	0.000	0.000	Merged-chr5-88499946-26
NR4322--MA0511.2.RUNX2	chr16	22526578	22526586	-	0.000	0.000	Merged-chr16-22526487-34
NR783--MA0511.2.RUNX2	chr1	181148636	181148644	+	0.000	0.000	Merged-chr1-181148659-6
NR213--MA0684.1.RUNX3	chr1	61402510	61402519	+	0.000	0.000	Merged-chr1-61402618-25
NR336--MA0002.2.RUNX1	chr1	87637245	87637255	+	0.000	0.000	Merged-chr1-87637275-111
NR4332--MA0002.2.RUNX1	chr16	23272333	23272343	+	0.000	0.000	Merged-chr16-23272438-10
