#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Tcf7/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval0.3-log2fc0.5_up.bed
NR5877--MA0769.1.Tcf7	chr7	16906230	16906241	+	0.000	0.000	Merged-chr7-16906031-31
NR2979--MA1421.1.TCF7L1	chr17	69422860	69422871	-	0.000	0.000	Merged-chr17-69422874-19
NR5989--MA0769.1.Tcf7	chr7	74509447	74509458	-	0.000	0.000	Merged-chr7-74509389-8
NR6371--MA1421.1.TCF7L1	chr8	61234469	61234480	-	0.000	0.000	Merged-chr8-61234542-15
NR3543--MA0523.1.TCF7L2	chr2	44159717	44159730	+	0.000	0.000	Merged-chr2-44159655-18
NR5299--MA0523.1.TCF7L2	chr5	125271938	125271951	+	0.000	0.000	Merged-chr5-125271799-10
NR5396--MA1421.1.TCF7L1	chr6	8712281	8712292	+	0.000	0.000	Merged-chr6-8712206-28
NR657--MA1421.1.TCF7L1	chr10	30570577	30570588	+	0.000	0.000	Merged-chr10-30570499-22
NR2939--MA0769.1.Tcf7	chr17	50070396	50070407	-	0.000	0.000	Merged-chr17-50070273-24
NR760--MA0769.1.Tcf7	chr10	75294290	75294301	-	0.000	0.000	Merged-chr10-75294298-11
NR4456--MA1421.1.TCF7L1	chr3	144398076	144398087	+	0.000	0.000	Merged-chr3-144397925-23
NR5345--MA1421.1.TCF7L1	chr5	146757475	146757486	-	0.000	0.000	Merged-chr5-146757539-9
NR5177--MA1421.1.TCF7L1	chr5	97075789	97075800	-	0.000	0.000	Merged-chr5-97075788-14
NR113--MA0523.1.TCF7L2	chr1	69496188	69496201	+	0.000	0.000	Merged-chr1-69496310-11
NR1376--MA1421.1.TCF7L1	chr12	35770565	35770576	+	0.000	0.000	Merged-chr12-35770526-40
NR6654--MA0769.1.Tcf7	chr9	56273653	56273664	+	0.000	0.000	Merged-chr9-56273762-19
NR777--MA1421.1.TCF7L1	chr10	78115089	78115100	-	0.000	0.000	Merged-chr10-78115092-14
NR6560--MA0769.1.Tcf7	chr8	128418695	128418706	-	0.000	0.000	Merged-chr8-128418642-30
NR6617--MA1421.1.TCF7L1	chr9	43784938	43784949	+	0.000	0.000	Merged-chr9-43784994-20
NR2132--MA1421.1.TCF7L1	chr14	55913601	55913612	-	0.000	0.000	Merged-chr14-55913661-13
NR5441--MA0523.1.TCF7L2	chr6	37860574	37860587	-	0.000	0.000	Merged-chr6-37860526-13
NR6314--MA0769.1.Tcf7	chr8	25949148	25949159	+	0.000	0.000	Merged-chr8-25949044-65
NR983--MA1421.1.TCF7L1	chr10	128039315	128039326	-	0.000	0.000	Merged-chr10-128039274-35
NR2117--MA0523.1.TCF7L2	chr14	54061807	54061820	-	0.000	0.000	Merged-chr14-54061633-25
NR6211--MA0769.1.Tcf7	chr7	130816459	130816470	-	0.000	0.000	Merged-chr7-130816442-11
NR5715--MA1421.1.TCF7L1	chr6	128474316	128474327	+	0.000	0.000	Merged-chr6-128474299-11
NR5222--MA0523.1.TCF7L2	chr5	107694528	107694541	-	0.000	0.000	Merged-chr5-107694686-33
NR740--MA0523.1.TCF7L2	chr10	68035938	68035951	-	0.000	0.000	Merged-chr10-68036009-2
NR1787--MA0769.1.Tcf7	chr13	52914235	52914246	+	0.000	0.000	Merged-chr13-52914373-76
NR1120--MA0769.1.Tcf7	chr11	68432895	68432906	+	0.000	0.000	Merged-chr11-68432875-7
NR4712--MA0769.1.Tcf7	chr4	89393655	89393666	-	0.000	0.000	Merged-chr4-89393499-15
NR1746--MA1421.1.TCF7L1	chr13	42049142	42049153	+	0.000	0.000	Merged-chr13-42049130-34
NR1085--MA0523.1.TCF7L2	chr11	54249496	54249509	-	0.000	0.000	Merged-chr11-54249400-28
NR1483--MA1421.1.TCF7L1	chr12	82326576	82326587	-	0.000	0.000	Merged-chr12-82326673-11
NR6364--MA0523.1.TCF7L2	chr8	57387856	57387869	+	0.000	0.000	Merged-chr8-57387843-7
NR4632--MA1421.1.TCF7L1	chr4	59806907	59806918	-	0.000	0.000	Merged-chr4-59806755-11
NR5681--MA0523.1.TCF7L2	chr6	120181444	120181457	-	0.000	0.000	Merged-chr6-120181471-9
NR4708--MA0769.1.Tcf7	chr4	89302313	89302324	-	0.000	0.000	Merged-chr4-89302202-17
NR5424--MA0523.1.TCF7L2	chr6	30347684	30347697	+	0.000	0.000	Merged-chr6-30347587-11
NR1904--MA0769.1.Tcf7	chr13	95685853	95685864	-	0.000	0.000	Merged-chr13-95685937-61
NR4221--MA0523.1.TCF7L2	chr3	95229878	95229891	-	0.000	0.000	Merged-chr3-95229765-17
NR6313--MA0523.1.TCF7L2	chr8	25949148	25949161	+	0.000	0.000	Merged-chr8-25949044-65
NR5028--MA0769.1.Tcf7	chr5	32148874	32148885	+	0.000	0.000	Merged-chr5-32148738-21
NR2403--MA1421.1.TCF7L1	chr15	61408765	61408776	+	0.000	0.000	Merged-chr15-61408601-39
NR3560--MA0769.1.Tcf7	chr2	48379938	48379949	-	0.000	0.000	Merged-chr2-48379752-8
NR5075--MA0523.1.TCF7L2	chr5	62763208	62763221	+	0.000	0.000	Merged-chr5-62763141-17
NR1127--MA1421.1.TCF7L1	chr11	70113941	70113952	-	0.000	0.000	Merged-chr11-70113983-20
NR4189--MA0769.1.Tcf7	chr3	86206677	86206688	+	0.000	0.000	Merged-chr3-86206725-10
NR2242--MA0769.1.Tcf7	chr14	101892409	101892420	-	0.000	0.000	Merged-chr14-101892350-14
NR6902--MA0523.1.TCF7L2	chr9	119453609	119453622	-	0.000	0.000	Merged-chr9-119453486-15
NR5024--MA0523.1.TCF7L2	chr5	32089574	32089587	+	0.000	0.000	Merged-chr5-32089637-4
NR3791--MA0523.1.TCF7L2	chr2	117089661	117089674	+	0.000	0.000	Merged-chr2-117089625-28
NR4780--MA0769.1.Tcf7	chr4	103113538	103113549	+	0.000	0.000	Merged-chr4-103113589-3
NR4872--MA1421.1.TCF7L1	chr4	136033493	136033504	-	0.000	0.000	Merged-chr4-136033547-7
NR2014--MA0769.1.Tcf7	chr13	117223470	117223481	+	0.000	0.000	Merged-chr13-117223399-24
NR3968--MA0523.1.TCF7L2	chr2	158719399	158719412	-	0.000	0.000	Merged-chr2-158719347-62
NR2464--MA0523.1.TCF7L2	chr15	73182578	73182591	+	0.000	0.000	Merged-chr15-73182706-35
NR1922--MA1421.1.TCF7L1	chr13	101968955	101968966	-	0.000	0.000	Merged-chr13-101969075-1
NR5069--MA0769.1.Tcf7	chr5	52245288	52245299	-	0.000	0.000	Merged-chr5-52245311-7
NR963--MA0523.1.TCF7L2	chr10	121188608	121188621	+	0.000	0.000	Merged-chr10-121188810-4
NR201--MA1421.1.TCF7L1	chr1	91093484	91093495	-	0.000	0.000	Merged-chr1-91093429-45
NR4000--MA1421.1.TCF7L1	chr2	166665689	166665700	+	0.000	0.000	Merged-chr2-166665700-84
NR53--MA0523.1.TCF7L2	chr1	43538894	43538907	-	0.000	0.000	Merged-chr1-43538951-30
NR3627--MA1421.1.TCF7L1	chr2	68882159	68882170	-	0.000	0.000	Merged-chr2-68882205-16
NR5925--MA1421.1.TCF7L1	chr7	45120578	45120589	+	0.000	0.000	Merged-chr7-45120364-12
NR5432--MA0523.1.TCF7L2	chr6	33675687	33675700	+	0.000	0.000	Merged-chr6-33675584-7
NR3099--MA0523.1.TCF7L2	chr18	39049206	39049219	-	0.000	0.000	Merged-chr18-39049078-69
NR1632--MA0769.1.Tcf7	chr12	114916907	114916918	-	0.000	0.000	Merged-chr12-114916975-5
NR2816--MA0769.1.Tcf7	chr16	96273448	96273459	-	0.000	0.000	Merged-chr16-96273446-72
NR5311--MA0769.1.Tcf7	chr5	134269609	134269620	+	0.000	0.000	Merged-chr5-134269909-65
NR658--MA0523.1.TCF7L2	chr10	30570577	30570590	+	0.000	0.000	Merged-chr10-30570499-22
NR923--MA1421.1.TCF7L1	chr10	117056130	117056141	+	0.000	0.000	Merged-chr10-117056166-30
NR1631--MA0523.1.TCF7L2	chr12	114916905	114916918	-	0.000	0.000	Merged-chr12-114916975-5
NR5479--MA0523.1.TCF7L2	chr6	51545384	51545397	-	0.000	0.000	Merged-chr6-51545421-58
NR1762--MA0769.1.Tcf7	chr13	44807244	44807255	-	0.000	0.000	Merged-chr13-44807320-10
NR6513--MA0769.1.Tcf7	chr8	121963116	121963127	-	0.000	0.000	Merged-chr8-121963048-7
NR1596--MA0523.1.TCF7L2	chr12	111902696	111902709	+	0.000	0.000	Merged-chr12-111902713-12
NR2653--MA0523.1.TCF7L2	chr16	33053357	33053370	-	0.000	0.000	Merged-chr16-33053250-22
NR5200--MA0523.1.TCF7L2	chr5	103459331	103459344	-	0.000	0.000	Merged-chr5-103459309-20
NR4468--MA0769.1.Tcf7	chr3	145663384	145663395	-	0.000	0.000	Merged-chr3-145663343-1
NR4236--MA1421.1.TCF7L1	chr3	98027568	98027579	-	0.000	0.000	Merged-chr3-98027437-43
NR6694--MA0523.1.TCF7L2	chr9	69068575	69068588	+	0.000	0.000	Merged-chr9-69068633-33
NR5081--MA1421.1.TCF7L1	chr5	64045294	64045305	-	0.000	0.000	Merged-chr5-64045165-50
NR3538--MA0523.1.TCF7L2	chr2	38459765	38459778	-	0.000	0.000	Merged-chr2-38459798-8
NR3844--MA0769.1.Tcf7	chr2	132115528	132115539	-	0.000	0.000	Merged-chr2-132115491-16
NR4779--MA0523.1.TCF7L2	chr4	103113538	103113551	+	0.000	0.000	Merged-chr4-103113589-3
NR2784--MA1421.1.TCF7L1	chr16	91555427	91555438	+	0.000	0.000	Merged-chr16-91555577-12
NR3069--MA0523.1.TCF7L2	chr18	19524573	19524586	-	0.000	0.000	Merged-chr18-19524471-22
NR2405--MA0769.1.Tcf7	chr15	61408765	61408776	+	0.000	0.000	Merged-chr15-61408601-39
NR380--MA1421.1.TCF7L1	chr1	156710951	156710962	-	0.000	0.000	Merged-chr1-156710970-33
NR2790--MA0769.1.Tcf7	chr16	91781056	91781067	-	0.000	0.000	Merged-chr16-91781071-63
NR1566--MA0769.1.Tcf7	chr12	107144657	107144668	-	0.000	0.000	Merged-chr12-107144688-5
NR5823--MA0523.1.TCF7L2	chr6	145802125	145802138	+	0.000	0.000	Merged-chr6-145802187-30
NR437--MA0769.1.Tcf7	chr1	165986106	165986117	-	0.000	0.000	Merged-chr1-165985990-54
NR2720--MA1421.1.TCF7L1	chr16	55735688	55735699	+	0.000	0.000	Merged-chr16-55735684-24
NR6692--MA1421.1.TCF7L1	chr9	69023585	69023596	-	0.000	0.000	Merged-chr9-69023585-49
NR1123--MA0769.1.Tcf7	chr11	68498959	68498970	-	0.000	0.000	Merged-chr11-68499042-49
NR5436--MA0523.1.TCF7L2	chr6	35462668	35462681	-	0.000	0.000	Merged-chr6-35462751-23
NR1179--MA0523.1.TCF7L2	chr11	84252631	84252644	-	0.000	0.000	Merged-chr11-84252620-21
NR2493--MA0523.1.TCF7L2	chr15	81510811	81510824	-	0.000	0.000	Merged-chr15-81510764-17
NR5805--MA0769.1.Tcf7	chr6	144333302	144333313	+	0.000	0.000	Merged-chr6-144333219-22
NR2404--MA0523.1.TCF7L2	chr15	61408765	61408778	+	0.000	0.000	Merged-chr15-61408601-39
NR1482--MA1421.1.TCF7L1	chr12	82304084	82304095	-	0.000	0.000	Merged-chr12-82304111-12
NR6586--MA0769.1.Tcf7	chr9	14908165	14908176	+	0.000	0.000	Merged-chr9-14908176-52
