#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Tcf7/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_up.bed
NR326--MA1421.1.TCF7L1	chr1	160006095	160006106	+	0.000	0.000	Merged-chr1-160006258-20
NR4278--MA0769.1.Tcf7	chr4	7455298	7455309	+	0.000	0.000	Merged-chr4-7455242-36
NR6049--MA1421.1.TCF7L1	chr8	124344150	124344161	+	0.000	0.000	Merged-chr8-124344156-18
NR2635--MA1421.1.TCF7L1	chr16	70421261	70421272	-	0.000	0.000	Merged-chr16-70421204-38
NR3684--MA0523.1.TCF7L2	chr2	132669231	132669244	+	0.000	0.000	Merged-chr2-132669439-31
NR4559--MA1421.1.TCF7L1	chr4	141917967	141917978	+	0.000	0.000	Merged-chr4-141918116-30
NR4066--MA0523.1.TCF7L2	chr3	109448461	109448474	+	0.000	0.000	Merged-chr3-109448408-3
NR1167--MA0523.1.TCF7L2	chr11	113174336	113174349	-	0.000	0.000	Merged-chr11-113174221-33
NR5941--MA0769.1.Tcf7	chr8	81735844	81735855	-	0.000	0.000	Merged-chr8-81736050-71
NR4316--MA0523.1.TCF7L2	chr4	46182306	46182319	+	0.000	0.000	Merged-chr4-46182367-16
NR6408--MA0523.1.TCF7L2	chr9	106234099	106234112	+	0.000	0.000	Merged-chr9-106234085-16
NR3633--MA0523.1.TCF7L2	chr2	118256923	118256936	+	0.000	0.000	Merged-chr2-118256887-65
NR1801--MA0769.1.Tcf7	chr13	103357027	103357038	-	0.000	0.000	Merged-chr13-103356902-29
NR4717--MA0769.1.Tcf7	chr5	52245288	52245299	-	0.000	0.000	Merged-chr5-52245311-7
NR2430--MA0523.1.TCF7L2	chr15	91616723	91616736	-	0.000	0.000	Merged-chr15-91616695-12
NR3766--MA0769.1.Tcf7	chr2	157122013	157122024	-	0.000	0.000	Merged-chr2-157121969-26
NR5595--MA0523.1.TCF7L2	chr7	89712126	89712139	-	0.000	0.000	Merged-chr7-89711964-5
NR4378--MA1421.1.TCF7L1	chr4	87669755	87669766	+	0.000	0.000	Merged-chr4-87669731-33
NR4735--MA0769.1.Tcf7	chr5	63943505	63943516	+	0.000	0.000	Merged-chr5-63943362-36
NR3663--MA0769.1.Tcf7	chr2	128372514	128372525	+	0.000	0.000	Merged-chr2-128372488-21
NR2395--MA0523.1.TCF7L2	chr15	80602678	80602691	-	0.000	0.000	Merged-chr15-80602759-36
NR5993--MA1421.1.TCF7L1	chr8	111771941	111771952	-	0.000	0.000	Merged-chr8-111771953-9
NR6280--MA1421.1.TCF7L1	chr9	77431039	77431050	+	0.000	0.000	Merged-chr9-77430950-36
NR1192--MA0523.1.TCF7L2	chr11	117794366	117794379	-	0.000	0.000	Merged-chr11-117794335-14
NR6485--MA0769.1.Tcf7	chr9	122398993	122399004	+	0.000	0.000	Merged-chr9-122399009-31
NR2345--MA0769.1.Tcf7	chr15	65810845	65810856	-	0.000	0.000	Merged-chr15-65810890-18
NR5048--MA1421.1.TCF7L1	chr6	15716969	15716980	-	0.000	0.000	Merged-chr6-15716932-11
NR493--MA0769.1.Tcf7	chr10	12961776	12961787	-	0.000	0.000	Merged-chr10-12961810-12
NR6145--MA0769.1.Tcf7	chr9	14995766	14995777	+	0.000	0.000	Merged-chr9-14995745-32
NR5325--MA0523.1.TCF7L2	chr6	129312759	129312772	-	0.000	0.000	Merged-chr6-129312714-15
NR5759--MA0523.1.TCF7L2	chr7	125186632	125186645	+	0.000	0.000	Merged-chr7-125186656-23
NR5856--MA1421.1.TCF7L1	chr8	27172206	27172217	-	0.000	0.000	Merged-chr8-27172374-48
NR5195--MA0523.1.TCF7L2	chr6	86910059	86910072	-	0.000	0.000	Merged-chr6-86910084-11
NR4680--MA0523.1.TCF7L2	chr5	22740157	22740170	-	0.000	0.000	Merged-chr5-22740212-9
NR1045--MA0769.1.Tcf7	chr11	86409346	86409357	-	0.000	0.000	Merged-chr11-86409376-12
NR2229--MA0769.1.Tcf7	chr14	122902343	122902354	-	0.000	0.000	Merged-chr14-122902262-49
NR5203--MA1421.1.TCF7L1	chr6	89065277	89065288	-	0.000	0.000	Merged-chr6-89065226-11
NR2260--MA1421.1.TCF7L1	chr15	31546656	31546667	-	0.000	0.000	Merged-chr15-31546423-43
NR4352--MA1421.1.TCF7L1	chr4	63941477	63941488	-	0.000	0.000	Merged-chr4-63941372-31
NR6179--MA0523.1.TCF7L2	chr9	42208758	42208771	+	0.000	0.000	Merged-chr9-42208688-2
NR3448--MA0523.1.TCF7L2	chr2	38548329	38548342	+	0.000	0.000	Merged-chr2-38548313-22
NR39--MA1421.1.TCF7L1	chr1	39895714	39895725	-	0.000	0.000	Merged-chr1-39895697-26
NR3220--MA0523.1.TCF7L2	chr19	21547554	21547567	-	0.000	0.000	Merged-chr19-21547622-17
NR1278--MA0769.1.Tcf7	chr12	40536138	40536149	+	0.000	0.000	Merged-chr12-40536190-67
NR5144--MA0523.1.TCF7L2	chr6	61125593	61125606	-	0.000	0.000	Merged-chr6-61125660-31
NR4461--MA0523.1.TCF7L2	chr4	121002521	121002534	-	0.000	0.000	Merged-chr4-121002570-50
NR2413--MA0523.1.TCF7L2	chr15	84372947	84372960	+	0.000	0.000	Merged-chr15-84372915-18
NR4505--MA0523.1.TCF7L2	chr4	131901419	131901432	-	0.000	0.000	Merged-chr4-131901332-16
NR2247--MA0769.1.Tcf7	chr15	10715903	10715914	+	0.000	0.000	Merged-chr15-10716063-12
NR1296--MA0769.1.Tcf7	chr12	52825016	52825027	-	0.000	0.000	Merged-chr12-52824887-17
NR2643--MA1421.1.TCF7L1	chr16	76354484	76354495	+	0.000	0.000	Merged-chr16-76354540-16
NR4242--MA0523.1.TCF7L2	chr3	152212097	152212110	-	0.000	0.000	Merged-chr3-152212044-45
NR3449--MA0769.1.Tcf7	chr2	38548329	38548340	+	0.000	0.000	Merged-chr2-38548313-22
NR2752--MA0523.1.TCF7L2	chr17	10229881	10229894	+	0.000	0.000	Merged-chr17-10229858-11
NR5624--MA1421.1.TCF7L1	chr7	98816861	98816872	+	0.000	0.000	Merged-chr7-98817023-4
NR5969--MA0769.1.Tcf7	chr8	92333609	92333620	-	0.000	0.000	Merged-chr8-92333668-18
NR4941--MA1421.1.TCF7L1	chr5	130196555	130196566	-	0.000	0.000	Merged-chr5-130196551-48
NR3355--MA0769.1.Tcf7	chr2	5003326	5003337	-	0.000	0.000	Merged-chr2-5003396-19
NR3063--MA1421.1.TCF7L1	chr18	56809945	56809956	+	0.000	0.000	Merged-chr18-56810000-44
NR5660--MA0769.1.Tcf7	chr7	107703486	107703497	+	0.000	0.000	Merged-chr7-107703296-29
NR5565--MA0523.1.TCF7L2	chr7	78693226	78693239	-	0.000	0.000	Merged-chr7-78693122-18
NR2790--MA0523.1.TCF7L2	chr17	26549702	26549715	+	0.000	0.000	Merged-chr17-26549549-9
NR6177--MA0769.1.Tcf7	chr9	41181556	41181567	-	0.000	0.000	Merged-chr9-41181548-13
NR3109--MA0769.1.Tcf7	chr18	69548098	69548109	-	0.000	0.000	Merged-chr18-69547959-32
NR4230--MA0769.1.Tcf7	chr3	148465567	148465578	+	0.000	0.000	Merged-chr3-148465597-36
NR3313--MA1421.1.TCF7L1	chr19	56507526	56507537	+	0.000	0.000	Merged-chr19-56507590-28
NR5405--MA1421.1.TCF7L1	chr6	145469522	145469533	+	0.000	0.000	Merged-chr6-145469437-17
NR4722--MA1421.1.TCF7L1	chr5	58084166	58084177	-	0.000	0.000	Merged-chr5-58084122-29
NR4351--MA0769.1.Tcf7	chr4	63928487	63928498	-	0.000	0.000	Merged-chr4-63928441-11
NR622--MA1421.1.TCF7L1	chr10	75001160	75001171	-	0.000	0.000	Merged-chr10-75001009-7
NR1823--MA1421.1.TCF7L1	chr13	107867139	107867150	+	0.000	0.000	Merged-chr13-107866970-30
NR2610--MA0769.1.Tcf7	chr16	55769891	55769902	-	0.000	0.000	Merged-chr16-55769882-2
NR6195--MA0769.1.Tcf7	chr9	48447960	48447971	+	0.000	0.000	Merged-chr9-48448010-22
NR2799--MA0523.1.TCF7L2	chr17	28701270	28701283	+	0.000	0.000	Merged-chr17-28701389-22
NR6403--MA0523.1.TCF7L2	chr9	105100831	105100844	+	0.000	0.000	Merged-chr9-105100985-49
NR1295--MA0523.1.TCF7L2	chr12	52796572	52796585	-	0.000	0.000	Merged-chr12-52796443-43
NR4444--MA0523.1.TCF7L2	chr4	117448088	117448101	-	0.000	0.000	Merged-chr4-117448128-17
NR1994--MA1421.1.TCF7L1	chr14	49155777	49155788	+	0.000	0.000	Merged-chr14-49155726-21
NR624--MA0769.1.Tcf7	chr10	75001160	75001171	-	0.000	0.000	Merged-chr10-75001009-7
NR3902--MA1421.1.TCF7L1	chr3	37174957	37174968	+	0.000	0.000	Merged-chr3-37174845-28
NR2861--MA0769.1.Tcf7	chr17	46848816	46848827	-	0.000	0.000	Merged-chr17-46848771-22
NR6540--MA0769.1.Tcf7	chrX	71464353	71464364	-	0.000	0.000	Merged-chrX-71464449-26
NR875--MA1421.1.TCF7L1	chr11	6705036	6705047	+	0.000	0.000	Merged-chr11-6705219-50
NR3309--MA1421.1.TCF7L1	chr19	55792731	55792742	-	0.000	0.000	Merged-chr19-55792789-50
NR4718--MA1421.1.TCF7L1	chr5	52615665	52615676	-	0.000	0.000	Merged-chr5-52615674-28
NR2230--MA1421.1.TCF7L1	chr14	122908311	122908322	-	0.000	0.000	Merged-chr14-122908322-32
NR1282--MA0523.1.TCF7L2	chr12	41167987	41168000	-	0.000	0.000	Merged-chr12-41167989-46
NR5563--MA1421.1.TCF7L1	chr7	75910519	75910530	-	0.000	0.000	Merged-chr7-75910458-70
NR3387--MA0769.1.Tcf7	chr2	17698431	17698442	+	0.000	0.000	Merged-chr2-17698391-27
NR1655--MA0769.1.Tcf7	chr13	46779978	46779989	-	0.000	0.000	Merged-chr13-46780080-38
NR3624--MA0523.1.TCF7L2	chr2	117352885	117352898	-	0.000	0.000	Merged-chr2-117352784-31
NR47--MA1421.1.TCF7L1	chr1	40399749	40399760	+	0.000	0.000	Merged-chr1-40399864-38
NR4271--MA0769.1.Tcf7	chr4	6844212	6844223	-	0.000	0.000	Merged-chr4-6844197-28
NR4865--MA0523.1.TCF7L2	chr5	103459411	103459424	+	0.000	0.000	Merged-chr5-103459309-20
NR2745--MA0769.1.Tcf7	chr17	5748002	5748013	-	0.000	0.000	Merged-chr17-5748141-46
NR765--MA0523.1.TCF7L2	chr10	111578772	111578785	+	0.000	0.000	Merged-chr10-111578564-64
NR6605--MA0523.1.TCF7L2	chrX	150813038	150813051	-	0.000	0.000	Merged-chrX-150813149-62
NR4383--MA0769.1.Tcf7	chr4	88079061	88079072	-	0.000	0.000	Merged-chr4-88079193-33
NR3662--MA0523.1.TCF7L2	chr2	128372514	128372527	+	0.000	0.000	Merged-chr2-128372488-21
NR1497--MA0523.1.TCF7L2	chr12	112855154	112855167	-	0.000	0.000	Merged-chr12-112855098-63
NR526--MA0769.1.Tcf7	chr10	28520256	28520267	-	0.000	0.000	Merged-chr10-28520121-26
NR1313--MA0523.1.TCF7L2	chr12	59170102	59170115	-	0.000	0.000	Merged-chr12-59170039-43
NR1410--MA1421.1.TCF7L1	chr12	99084375	99084386	-	0.000	0.000	Merged-chr12-99084355-37
NR4804--MA0769.1.Tcf7	chr5	92128690	92128701	+	0.000	0.000	Merged-chr5-92128744-12
NR6442--MA0769.1.Tcf7	chr9	116230570	116230581	-	0.000	0.000	Merged-chr9-116230620-34
NR1333--MA0769.1.Tcf7	chr12	73888160	73888171	+	0.000	0.000	Merged-chr12-73888255-48
NR34--MA1421.1.TCF7L1	chr1	38723949	38723960	-	0.000	0.000	Merged-chr1-38723833-22
NR1445--MA0769.1.Tcf7	chr12	105538348	105538359	+	0.000	0.000	Merged-chr12-105538395-6
NR3299--MA1421.1.TCF7L1	chr19	47915525	47915536	+	0.000	0.000	Merged-chr19-47915460-18
NR2335--MA0523.1.TCF7L2	chr15	63971803	63971816	-	0.000	0.000	Merged-chr15-63971776-11
NR2414--MA0769.1.Tcf7	chr15	84372947	84372958	+	0.000	0.000	Merged-chr15-84372915-18
NR4259--MA0523.1.TCF7L2	chr3	155235076	155235089	-	0.000	0.000	Merged-chr3-155234940-1
NR3750--MA0769.1.Tcf7	chr2	150578761	150578772	-	0.000	0.000	Merged-chr2-150578789-44
NR327--MA0523.1.TCF7L2	chr1	160006268	160006281	-	0.000	0.000	Merged-chr1-160006258-20
NR5765--MA1421.1.TCF7L1	chr7	125607594	125607605	+	0.000	0.000	Merged-chr7-125607654-51
NR777--MA0769.1.Tcf7	chr10	117056130	117056141	+	0.000	0.000	Merged-chr10-117056166-30
NR2320--MA0769.1.Tcf7	chr15	59805127	59805138	-	0.000	0.000	Merged-chr15-59805045-21
NR1324--MA1421.1.TCF7L1	chr12	73670882	73670893	+	0.000	0.000	Merged-chr12-73670833-29
NR4379--MA0769.1.Tcf7	chr4	87669755	87669766	+	0.000	0.000	Merged-chr4-87669731-33
NR4297--MA0523.1.TCF7L2	chr4	33791678	33791691	+	0.000	0.000	Merged-chr4-33791808-5
NR3923--MA1421.1.TCF7L1	chr3	58727238	58727249	+	0.000	0.000	Merged-chr3-58727158-6
NR3625--MA0769.1.Tcf7	chr2	117352887	117352898	-	0.000	0.000	Merged-chr2-117352784-31
NR101--MA0769.1.Tcf7	chr1	66552809	66552820	-	0.000	0.000	Merged-chr1-66552771-47
NR21--MA1421.1.TCF7L1	chr1	32104306	32104317	+	0.000	0.000	Merged-chr1-32104339-13
NR4952--MA0769.1.Tcf7	chr5	135780452	135780463	+	0.000	0.000	Merged-chr5-135780527-18
NR1002--MA0769.1.Tcf7	chr11	72180691	72180702	+	0.000	0.000	Merged-chr11-72180636-22
NR3454--MA1421.1.TCF7L1	chr2	44528730	44528741	-	0.000	0.000	Merged-chr2-44528768-19
NR428--MA0769.1.Tcf7	chr1	184052522	184052533	+	0.000	0.000	Merged-chr1-184052459-31
NR1114--MA0769.1.Tcf7	chr11	103951222	103951233	+	0.000	0.000	Merged-chr11-103951331-24
NR4739--MA1421.1.TCF7L1	chr5	64455648	64455659	-	0.000	0.000	Merged-chr5-64455679-15
NR2154--MA0523.1.TCF7L2	chr14	103017269	103017282	-	0.000	0.000	Merged-chr14-103017290-44
NR2450--MA0769.1.Tcf7	chr15	94255223	94255234	-	0.000	0.000	Merged-chr15-94255177-46
NR4343--MA1421.1.TCF7L1	chr4	59895245	59895256	-	0.000	0.000	Merged-chr4-59895245-17
NR3395--MA0523.1.TCF7L2	chr2	19634081	19634094	-	0.000	0.000	Merged-chr2-19634112-21
NR3634--MA0769.1.Tcf7	chr2	118256923	118256934	+	0.000	0.000	Merged-chr2-118256887-65
NR5129--MA0769.1.Tcf7	chr6	55167124	55167135	-	0.000	0.000	Merged-chr6-55167174-43
NR2204--MA0769.1.Tcf7	chr14	121137384	121137395	+	0.000	0.000	Merged-chr14-121137502-35
NR4724--MA0769.1.Tcf7	chr5	58084166	58084177	-	0.000	0.000	Merged-chr5-58084122-29
NR2325--MA0769.1.Tcf7	chr15	61438935	61438946	+	0.000	0.000	Merged-chr15-61438700-21
NR5790--MA1421.1.TCF7L1	chr7	132317272	132317283	+	0.000	0.000	Merged-chr7-132317352-2
NR1084--MA0523.1.TCF7L2	chr11	97905701	97905714	-	0.000	0.000	Merged-chr11-97905718-19
NR1181--MA1421.1.TCF7L1	chr11	116418606	116418617	+	0.000	0.000	Merged-chr11-116418803-35
NR390--MA0523.1.TCF7L2	chr1	176986622	176986635	-	0.000	0.000	Merged-chr1-176986467-25
NR1854--MA0523.1.TCF7L2	chr13	112133937	112133950	+	0.000	0.000	Merged-chr13-112133906-22
NR3406--MA0769.1.Tcf7	chr2	23540276	23540287	-	0.000	0.000	Merged-chr2-23540156-12
NR5967--MA1421.1.TCF7L1	chr8	92333609	92333620	-	0.000	0.000	Merged-chr8-92333668-18
NR5571--MA1421.1.TCF7L1	chr7	80204509	80204520	+	0.000	0.000	Merged-chr7-80204651-51
NR218--MA0769.1.Tcf7	chr1	128794065	128794076	+	0.000	0.000	Merged-chr1-128794102-26
NR2743--MA0523.1.TCF7L2	chr17	5748000	5748013	-	0.000	0.000	Merged-chr17-5748141-46
NR3312--MA0769.1.Tcf7	chr19	55915611	55915622	-	0.000	0.000	Merged-chr19-55915456-76
NR1358--MA1421.1.TCF7L1	chr12	81779988	81779999	+	0.000	0.000	Merged-chr12-81780116-20
NR697--MA0769.1.Tcf7	chr10	92791315	92791326	-	0.000	0.000	Merged-chr10-92791286-37
NR5049--MA0523.1.TCF7L2	chr6	15716967	15716980	-	0.000	0.000	Merged-chr6-15716932-11
NR6106--MA0523.1.TCF7L2	chr8	127516047	127516060	+	0.000	0.000	Merged-chr8-127516186-36
NR142--MA0769.1.Tcf7	chr1	84742384	84742395	+	0.000	0.000	Merged-chr1-84742431-28
NR516--MA0523.1.TCF7L2	chr10	21947015	21947028	+	0.000	0.000	Merged-chr10-21947042-21
NR4052--MA0523.1.TCF7L2	chr3	108124338	108124351	+	0.000	0.000	Merged-chr3-108124378-33
NR6144--MA0523.1.TCF7L2	chr9	14995766	14995779	+	0.000	0.000	Merged-chr9-14995745-32
NR5689--MA0523.1.TCF7L2	chr7	113263285	113263298	-	0.000	0.000	Merged-chr7-113263148-32
NR2958--MA0523.1.TCF7L2	chr17	86187975	86187988	+	0.000	0.000	Merged-chr17-86187981-35
NR3563--MA0769.1.Tcf7	chr2	84582506	84582517	-	0.000	0.000	Merged-chr2-84582461-28
NR4751--MA1421.1.TCF7L1	chr5	64919027	64919038	+	0.000	0.000	Merged-chr5-64918962-32
NR4890--MA0769.1.Tcf7	chr5	107754915	107754926	-	0.000	0.000	Merged-chr5-107754930-37
NR2800--MA0769.1.Tcf7	chr17	28701270	28701281	+	0.000	0.000	Merged-chr17-28701389-22
NR4229--MA0523.1.TCF7L2	chr3	148465567	148465580	+	0.000	0.000	Merged-chr3-148465597-36
NR3681--MA1421.1.TCF7L1	chr2	132180715	132180726	+	0.000	0.000	Merged-chr2-132180846-32
NR3120--MA0769.1.Tcf7	chr18	75374209	75374220	-	0.000	0.000	Merged-chr18-75374196-25
NR1285--MA0769.1.Tcf7	chr12	41168055	41168066	+	0.000	0.000	Merged-chr12-41167989-46
NR4063--MA1421.1.TCF7L1	chr3	109421018	109421029	+	0.000	0.000	Merged-chr3-109421125-43
NR1728--MA1421.1.TCF7L1	chr13	84769229	84769240	-	0.000	0.000	Merged-chr13-84769190-19
NR3159--MA0523.1.TCF7L2	chr18	82607534	82607547	+	0.000	0.000	Merged-chr18-82607647-23
NR3424--MA1421.1.TCF7L1	chr2	30527749	30527760	+	0.000	0.000	Merged-chr2-30527787-16
NR5348--MA1421.1.TCF7L1	chr6	134184216	134184227	-	0.000	0.000	Merged-chr6-134184108-53
NR4048--MA0523.1.TCF7L2	chr3	108124307	108124320	-	0.000	0.000	Merged-chr3-108124378-33
NR4537--MA0769.1.Tcf7	chr4	136469685	136469696	+	0.000	0.000	Merged-chr4-136469909-78
NR4915--MA1421.1.TCF7L1	chr5	118614716	118614727	+	0.000	0.000	Merged-chr5-118614593-18
NR815--MA1421.1.TCF7L1	chr10	121493770	121493781	+	0.000	0.000	Merged-chr10-121494014-41
NR647--MA1421.1.TCF7L1	chr10	80658902	80658913	-	0.000	0.000	Merged-chr10-80658824-84
NR4649--MA0769.1.Tcf7	chr5	8397618	8397629	-	0.000	0.000	Merged-chr5-8397712-7
NR5495--MA0523.1.TCF7L2	chr7	39650923	39650936	-	0.000	0.000	Merged-chr7-39650740-5
NR4050--MA1421.1.TCF7L1	chr3	108124338	108124349	+	0.000	0.000	Merged-chr3-108124378-33
NR268--MA0769.1.Tcf7	chr1	143819072	143819083	-	0.000	0.000	Merged-chr1-143819193-15
NR3362--MA0769.1.Tcf7	chr2	6547510	6547521	-	0.000	0.000	Merged-chr2-6547586-22
NR1169--MA0769.1.Tcf7	chr11	113508493	113508504	-	0.000	0.000	Merged-chr11-113508478-30
NR3243--MA1421.1.TCF7L1	chr19	30554489	30554500	+	0.000	0.000	Merged-chr19-30554637-34
NR5882--MA0769.1.Tcf7	chr8	56443932	56443943	-	0.000	0.000	Merged-chr8-56443904-53
NR4734--MA1421.1.TCF7L1	chr5	63943505	63943516	+	0.000	0.000	Merged-chr5-63943362-36
NR2165--MA0769.1.Tcf7	chr14	103532700	103532711	-	0.000	0.000	Merged-chr14-103532610-9
NR192--MA0769.1.Tcf7	chr1	106511657	106511668	-	0.000	0.000	Merged-chr1-106511803-28
NR141--MA0523.1.TCF7L2	chr1	84742384	84742397	+	0.000	0.000	Merged-chr1-84742431-28
NR5482--MA0523.1.TCF7L2	chr7	29251317	29251330	-	0.000	0.000	Merged-chr7-29251339-19
NR6357--MA1421.1.TCF7L1	chr9	92217746	92217757	-	0.000	0.000	Merged-chr9-92217904-40
NR1041--MA0523.1.TCF7L2	chr11	84252631	84252644	-	0.000	0.000	Merged-chr11-84252620-21
NR3246--MA0769.1.Tcf7	chr19	32455064	32455075	+	0.000	0.000	Merged-chr19-32455050-22
NR5322--MA1421.1.TCF7L1	chr6	128902284	128902295	-	0.000	0.000	Merged-chr6-128902189-21
NR4867--MA1421.1.TCF7L1	chr5	103917177	103917188	+	0.000	0.000	Merged-chr5-103917325-19
NR840--MA1421.1.TCF7L1	chr10	128039315	128039326	-	0.000	0.000	Merged-chr10-128039274-35
NR6298--MA0523.1.TCF7L2	chr9	79756211	79756224	+	0.000	0.000	Merged-chr9-79756214-5
NR3367--MA0769.1.Tcf7	chr2	9360294	9360305	-	0.000	0.000	Merged-chr2-9360178-30
NR5659--MA0523.1.TCF7L2	chr7	107703486	107703499	+	0.000	0.000	Merged-chr7-107703296-29
NR1993--MA0769.1.Tcf7	chr14	49089838	49089849	-	0.000	0.000	Merged-chr14-49089916-20
NR1499--MA1421.1.TCF7L1	chr12	112857213	112857224	+	0.000	0.000	Merged-chr12-112857431-10
NR1147--MA1421.1.TCF7L1	chr11	110272006	110272017	+	0.000	0.000	Merged-chr11-110271856-28
NR5865--MA0523.1.TCF7L2	chr8	34798270	34798283	-	0.000	0.000	Merged-chr8-34798144-28
NR41--MA0769.1.Tcf7	chr1	39895714	39895725	-	0.000	0.000	Merged-chr1-39895697-26
NR5426--MA0769.1.Tcf7	chr6	148136275	148136286	-	0.000	0.000	Merged-chr6-148136166-24
NR6176--MA1421.1.TCF7L1	chr9	41181556	41181567	-	0.000	0.000	Merged-chr9-41181548-13
NR3516--MA0523.1.TCF7L2	chr2	70922738	70922751	+	0.000	0.000	Merged-chr2-70922738-17
NR4830--MA0523.1.TCF7L2	chr5	96990816	96990829	+	0.000	0.000	Merged-chr5-96990741-12
NR730--MA0523.1.TCF7L2	chr10	96691169	96691182	-	0.000	0.000	Merged-chr10-96691005-66
NR3139--MA0769.1.Tcf7	chr18	80600716	80600727	+	0.000	0.000	Merged-chr18-80600681-25
NR190--MA1421.1.TCF7L1	chr1	106375222	106375233	-	0.000	0.000	Merged-chr1-106375068-41
NR4429--MA1421.1.TCF7L1	chr4	108081167	108081178	+	0.000	0.000	Merged-chr4-108081239-19
NR4033--MA1421.1.TCF7L1	chr3	104796774	104796785	-	0.000	0.000	Merged-chr3-104796663-34
NR5082--MA0523.1.TCF7L2	chr6	34364727	34364740	+	0.000	0.000	Merged-chr6-34364838-25
NR343--MA0523.1.TCF7L2	chr1	161761746	161761759	+	0.000	0.000	Merged-chr1-161761657-43
NR1411--MA0523.1.TCF7L2	chr12	99084373	99084386	-	0.000	0.000	Merged-chr12-99084355-37
NR1099--MA1421.1.TCF7L1	chr11	100824191	100824202	-	0.000	0.000	Merged-chr11-100824336-61
NR2506--MA0769.1.Tcf7	chr16	10669094	10669105	-	0.000	0.000	Merged-chr16-10669015-79
NR3769--MA0523.1.TCF7L2	chr2	157746753	157746766	+	0.000	0.000	Merged-chr2-157746803-36
NR5297--MA0523.1.TCF7L2	chr6	121017330	121017343	+	0.000	0.000	Merged-chr6-121017523-33
NR5480--MA0769.1.Tcf7	chr7	29141616	29141627	-	0.000	0.000	Merged-chr7-29141670-31
NR4020--MA1421.1.TCF7L1	chr3	101029429	101029440	+	0.000	0.000	Merged-chr3-101029545-28
NR3287--MA0769.1.Tcf7	chr19	44078366	44078377	-	0.000	0.000	Merged-chr19-44078434-18
NR5208--MA0523.1.TCF7L2	chr6	90391831	90391844	-	0.000	0.000	Merged-chr6-90391920-9
NR4932--MA0769.1.Tcf7	chr5	124943852	124943863	-	0.000	0.000	Merged-chr5-124943788-2
NR5592--MA0769.1.Tcf7	chr7	88459894	88459905	-	0.000	0.000	Merged-chr7-88459917-15
NR2309--MA0523.1.TCF7L2	chr15	58145494	58145507	-	0.000	0.000	Merged-chr15-58145479-45
NR2194--MA1421.1.TCF7L1	chr14	118658091	118658102	+	0.000	0.000	Merged-chr14-118658326-68
NR766--MA0769.1.Tcf7	chr10	111578772	111578783	+	0.000	0.000	Merged-chr10-111578564-64
NR1452--MA0769.1.Tcf7	chr12	106658339	106658350	-	0.000	0.000	Merged-chr12-106658505-23
NR4864--MA0523.1.TCF7L2	chr5	103459390	103459403	+	0.000	0.000	Merged-chr5-103459309-20
NR3251--MA1421.1.TCF7L1	chr19	34510905	34510916	+	0.000	0.000	Merged-chr19-34511025-19
NR2471--MA0523.1.TCF7L2	chr15	99065758	99065771	-	0.000	0.000	Merged-chr15-99065640-20
NR3972--MA0769.1.Tcf7	chr3	86206677	86206688	+	0.000	0.000	Merged-chr3-86206725-10
NR4489--MA0769.1.Tcf7	chr4	129565410	129565421	+	0.000	0.000	Merged-chr4-129565342-28
NR4274--MA0769.1.Tcf7	chr4	6950406	6950417	+	0.000	0.000	Merged-chr4-6950544-27
NR3924--MA0523.1.TCF7L2	chr3	58727238	58727251	+	0.000	0.000	Merged-chr3-58727158-6
NR507--MA0523.1.TCF7L2	chr10	19321923	19321936	+	0.000	0.000	Merged-chr10-19321944-43
NR339--MA0523.1.TCF7L2	chr1	161436694	161436707	-	0.000	0.000	Merged-chr1-161436721-21
NR2311--MA1421.1.TCF7L1	chr15	58750194	58750205	-	0.000	0.000	Merged-chr15-58750240-28
NR4028--MA0769.1.Tcf7	chr3	101276753	101276764	+	0.000	0.000	Merged-chr3-101276809-13
NR2084--MA0523.1.TCF7L2	chr14	70271484	70271497	-	0.000	0.000	Merged-chr14-70271520-14
NR4273--MA1421.1.TCF7L1	chr4	6950406	6950417	+	0.000	0.000	Merged-chr4-6950544-27
NR1277--MA0523.1.TCF7L2	chr12	40536138	40536151	+	0.000	0.000	Merged-chr12-40536190-67
NR2951--MA1421.1.TCF7L1	chr17	83546211	83546222	-	0.000	0.000	Merged-chr17-83546171-22
NR4382--MA0523.1.TCF7L2	chr4	88079059	88079072	-	0.000	0.000	Merged-chr4-88079193-33
NR775--MA1421.1.TCF7L1	chr10	117056130	117056141	+	0.000	0.000	Merged-chr10-117056166-30
NR4618--MA1421.1.TCF7L1	chr4	150517644	150517655	-	0.000	0.000	Merged-chr4-150517532-35
NR2033--MA0523.1.TCF7L2	chr14	56576705	56576718	+	0.000	0.000	Merged-chr14-56576676-41
NR2999--MA0769.1.Tcf7	chr18	19483683	19483694	-	0.000	0.000	Merged-chr18-19483716-13
