#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval0.3-log2fc0.5_up.bed
NR8749--MA0599.1.KLF5	chr10	128977835	128977844	+	0.000	0.000	Merged-chr10-128977732-30
NR8415--MA0740.1.KLF14	chr10	122976231	122976244	+	0.000	0.000	Merged-chr10-122976254-31
NR21596--MA0493.1.Klf1	chr15	51803265	51803275	-	0.000	0.000	Merged-chr15-51803142-36
NR24081--MA0039.3.KLF4	chr16	24517830	24517840	-	0.000	0.000	Merged-chr16-24517976-11
NR15110--MA0742.1.Klf12	chr12	109445243	109445257	+	0.000	0.000	Merged-chr12-109445419-17
NR5913--MA0741.1.KLF16	chr10	67607752	67607762	-	0.000	0.000	Merged-chr10-67607847-59
NR1356--MA1107.1.KLF9	chr1	85720774	85720786	+	0.000	0.000	Merged-chr1-85720773-26
NR8059--MA0493.1.Klf1	chr10	118470799	118470809	-	0.000	0.000	Merged-chr10-118470709-40
NR2898--MA1107.1.KLF9	chr1	156009261	156009273	+	0.000	0.000	Merged-chr1-156009185-30
NR8836--MA0742.1.Klf12	chr11	4160304	4160318	-	0.000	0.000	Merged-chr11-4160376-54
NR26075--MA0742.1.Klf12	chr17	12886788	12886802	-	0.000	0.000	Merged-chr17-12886834-23
NR51270--MA1107.1.KLF9	chr5	149594186	149594198	+	0.000	0.000	Merged-chr5-149594297-11
NR19975--MA0657.1.KLF13	chr14	73112606	73112623	-	0.000	0.000	Merged-chr14-73112682-7
NR2449--MA0742.1.Klf12	chr1	138180252	138180266	-	0.000	0.000	Merged-chr1-138180262-18
NR6371--MA1107.1.KLF9	chr10	78243960	78243972	-	0.000	0.000	Merged-chr10-78243898-1
NR54719--MA1107.1.KLF9	chr6	142955193	142955205	+	0.000	0.000	Merged-chr6-142955079-5
NR41447--MA0599.1.KLF5	chr3	142207650	142207659	-	0.000	0.000	Merged-chr3-142207646-13
NR32042--MA0741.1.KLF16	chr19	38746128	38746138	-	0.000	0.000	Merged-chr19-38746267-36
NR32979--MA0741.1.KLF16	chr2	5003273	5003283	+	0.000	0.000	Merged-chr2-5003396-19
NR7340--MA1107.1.KLF9	chr10	94551756	94551768	-	0.000	0.000	Merged-chr10-94551623-4
NR28899--MA0599.1.KLF5	chr17	88654083	88654092	-	0.000	0.000	Merged-chr17-88654141-3
NR52664--MA0039.3.KLF4	chr6	72841716	72841726	+	0.000	0.000	Merged-chr6-72841906-9
NR6429--MA0039.3.KLF4	chr10	79692124	79692134	+	0.000	0.000	Merged-chr10-79692164-17
NR64893--MA0493.1.Klf1	chr9	73176866	73176876	-	0.000	0.000	Merged-chr9-73176903-12
NR17997--MA1107.1.KLF9	chr13	108170104	108170116	+	0.000	0.000	Merged-chr13-108170237-20
NR31854--MA0741.1.KLF16	chr19	31337345	31337355	-	0.000	0.000	Merged-chr19-31337298-1
NR21923--MA0493.1.Klf1	chr15	73169064	73169074	-	0.000	0.000	Merged-chr15-73169118-30
NR2451--MA0493.1.Klf1	chr1	138180256	138180266	-	0.000	0.000	Merged-chr1-138180262-18
NR22573--MA0039.3.KLF4	chr15	83474243	83474253	+	0.000	0.000	Merged-chr15-83474258-63
NR4075--MA1107.1.KLF9	chr1	184005773	184005785	+	0.000	0.000	Merged-chr1-184005889-70
NR38270--MA1107.1.KLF9	chr2	178479332	178479344	-	0.000	0.000	Merged-chr2-178479240-1
NR47646--MA0742.1.Klf12	chr5	53605578	53605592	-	0.000	0.000	Merged-chr5-53605625-25
NR31654--MA0599.1.KLF5	chr19	21785270	21785279	+	0.000	0.000	Merged-chr19-21785424-37
NR28312--MA0493.1.Klf1	chr17	74865000	74865010	-	0.000	0.000	Merged-chr17-74864979-18
NR51737--MA0742.1.Klf12	chr6	30509820	30509834	-	0.000	0.000	Merged-chr6-30509699-52
NR48839--MA0599.1.KLF5	chr5	103459228	103459237	+	0.000	0.000	Merged-chr5-103459309-20
NR24078--MA0493.1.Klf1	chr16	24468002	24468012	-	0.000	0.000	Merged-chr16-24467843-15
NR10270--MA0493.1.Klf1	chr11	66961665	66961675	+	0.000	0.000	Merged-chr11-66961666-9
NR24090--MA0742.1.Klf12	chr16	24624699	24624713	-	0.000	0.000	Merged-chr16-24624633-23
NR52448--MA0742.1.Klf12	chr6	61270505	61270519	+	0.000	0.000	Merged-chr6-61270558-8
NR23668--MA1107.1.KLF9	chr16	10969327	10969339	-	0.000	0.000	Merged-chr16-10969472-37
NR20059--MA0741.1.KLF16	chr14	75179450	75179460	+	0.000	0.000	Merged-chr14-75179167-116
NR8014--MA0740.1.KLF14	chr10	117974999	117975012	-	0.000	0.000	Merged-chr10-117975083-3
NR24450--MA0599.1.KLF5	chr16	44337718	44337727	-	0.000	0.000	Merged-chr16-44337753-20
NR15823--MA0599.1.KLF5	chr13	24599653	24599662	-	0.000	0.000	Merged-chr13-24599752-50
NR50616--MA0599.1.KLF5	chr5	138473866	138473875	-	0.000	0.000	Merged-chr5-138473735-19
NR16540--MA0741.1.KLF16	chr13	54073632	54073642	+	0.000	0.000	Merged-chr13-54073650-18
NR16811--MA0741.1.KLF16	chr13	63189570	63189580	-	0.000	0.000	Merged-chr13-63189715-33
NR65884--MA1107.1.KLF9	chr9	106430935	106430947	+	0.000	0.000	Merged-chr9-106430870-17
NR16801--MA0599.1.KLF5	chr13	63189530	63189539	-	0.000	0.000	Merged-chr13-63189715-33
NR45338--MA0741.1.KLF16	chr4	134547500	134547510	-	0.000	0.000	Merged-chr4-134547498-8
NR30123--MA0741.1.KLF16	chr18	65107251	65107261	+	0.000	0.000	Merged-chr18-65107334-45
NR51257--MA1107.1.KLF9	chr5	149594160	149594172	+	0.000	0.000	Merged-chr5-149594297-11
NR1123--MA0039.3.KLF4	chr1	75213261	75213271	-	0.000	0.000	Merged-chr1-75213327-22
NR12638--MA0493.1.Klf1	chr11	115869481	115869491	+	0.000	0.000	Merged-chr11-115869577-16
NR59091--MA0741.1.KLF16	chr7	128555757	128555767	-	0.000	0.000	Merged-chr7-128555863-14
NR15348--MA0493.1.Klf1	chr12	114313411	114313421	-	0.000	0.000	Merged-chr12-114313437-14
NR10548--MA0740.1.KLF14	chr11	70790714	70790727	-	0.000	0.000	Merged-chr11-70790875-54
NR15908--MA0741.1.KLF16	chr13	30756243	30756253	+	0.000	0.000	Merged-chr13-30756228-14
NR52799--MA1107.1.KLF9	chr6	83448939	83448951	+	0.000	0.000	Merged-chr6-83449130-40
NR22243--MA0493.1.Klf1	chr15	78564165	78564175	+	0.000	0.000	Merged-chr15-78564204-56
NR49377--MA1107.1.KLF9	chr5	114116665	114116677	+	0.000	0.000	Merged-chr5-114116772-8
NR7715--MA0741.1.KLF16	chr10	111031829	111031839	+	0.000	0.000	Merged-chr10-111031729-43
NR22163--MA0599.1.KLF5	chr15	76799672	76799681	+	0.000	0.000	Merged-chr15-76799596-17
NR24265--MA0742.1.Klf12	chr16	33769775	33769789	-	0.000	0.000	Merged-chr16-33769896-51
NR39491--MA0599.1.KLF5	chr3	87742762	87742771	+	0.000	0.000	Merged-chr3-87742894-18
NR15701--MA1107.1.KLF9	chr13	15982597	15982609	+	0.000	0.000	Merged-chr13-15982553-21
NR20034--MA0742.1.Klf12	chr14	75064698	75064712	+	0.000	0.000	Merged-chr14-75064758-13
NR49229--MA0039.3.KLF4	chr5	112311050	112311060	+	0.000	0.000	Merged-chr5-112310969-9
NR67365--MA0039.3.KLF4	chrX	48435809	48435819	-	0.000	0.000	Merged-chrX-48435827-14
NR43524--MA0599.1.KLF5	chr4	82755890	82755899	+	0.000	0.000	Merged-chr4-82755852-39
NR57117--MA0599.1.KLF5	chr7	75863433	75863442	-	0.000	0.000	Merged-chr7-75863636-9
NR32980--MA1107.1.KLF9	chr2	5003272	5003284	+	0.000	0.000	Merged-chr2-5003396-19
NR45241--MA0039.3.KLF4	chr4	133601887	133601897	-	0.000	0.000	Merged-chr4-133601958-40
NR66606--MA0740.1.KLF14	chr9	118845270	118845283	+	0.000	0.000	Merged-chr9-118845184-15
NR20838--MA0493.1.Klf1	chr14	120520131	120520141	+	0.000	0.000	Merged-chr14-120520145-25
NR376--MA0599.1.KLF5	chr1	37471657	37471666	+	0.000	0.000	Merged-chr1-37471561-5
NR47418--MA0599.1.KLF5	chr5	35771280	35771289	-	0.000	0.000	Merged-chr5-35771159-16
NR27885--MA0741.1.KLF16	chr17	56905172	56905182	+	0.000	0.000	Merged-chr17-56905051-10
NR50369--MA0657.1.KLF13	chr5	135115295	135115312	+	0.000	0.000	Merged-chr5-135115482-49
NR34647--MA0742.1.Klf12	chr2	71275531	71275545	+	0.000	0.000	Merged-chr2-71275399-1
NR61781--MA0599.1.KLF5	chr8	88771436	88771445	-	0.000	0.000	Merged-chr8-88771445-24
NR33590--MA0741.1.KLF16	chr2	29102775	29102785	-	0.000	0.000	Merged-chr2-29102866-17
NR59618--MA1107.1.KLF9	chr7	141270823	141270835	+	0.000	0.000	Merged-chr7-141270891-9
NR12790--MA0657.1.KLF13	chr11	118200326	118200343	-	0.000	0.000	Merged-chr11-118200400-19
NR66019--MA0741.1.KLF16	chr9	108104926	108104936	+	0.000	0.000	Merged-chr9-108105008-23
NR6367--MA1107.1.KLF9	chr10	78243952	78243964	-	0.000	0.000	Merged-chr10-78243898-1
NR51400--MA0657.1.KLF13	chr6	5295225	5295242	+	0.000	0.000	Merged-chr6-5295174-26
NR47897--MA0599.1.KLF5	chr5	67155620	67155629	+	0.000	0.000	Merged-chr5-67155759-12
NR52920--MA1107.1.KLF9	chr6	86607662	86607674	-	0.000	0.000	Merged-chr6-86607706-49
NR39436--MA0039.3.KLF4	chr3	84772128	84772138	-	0.000	0.000	Merged-chr3-84772067-31
NR41218--MA1107.1.KLF9	chr3	135417973	135417985	+	0.000	0.000	Merged-chr3-135417903-41
NR53580--MA1107.1.KLF9	chr6	114679344	114679356	-	0.000	0.000	Merged-chr6-114679499-19
NR39221--MA0039.3.KLF4	chr3	68784313	68784323	-	0.000	0.000	Merged-chr3-68784168-43
NR50821--MA0741.1.KLF16	chr5	140999427	140999437	-	0.000	0.000	Merged-chr5-140999389-30
NR30120--MA1107.1.KLF9	chr18	65099345	65099357	-	0.000	0.000	Merged-chr18-65099318-13
NR67716--MA0599.1.KLF5	chrX	102032000	102032009	-	0.000	0.000	Merged-chrX-102031926-48
NR14126--MA0740.1.KLF14	chr12	79832847	79832860	-	0.000	0.000	Merged-chr12-79832817-8
NR19980--MA1107.1.KLF9	chr14	73112610	73112622	-	0.000	0.000	Merged-chr14-73112682-7
NR19847--MA0599.1.KLF5	chr14	67911783	67911792	-	0.000	0.000	Merged-chr14-67911920-26
NR63267--MA0599.1.KLF5	chr8	128650606	128650615	+	0.000	0.000	Merged-chr8-128650569-21
NR24781--MA0493.1.Klf1	chr16	64800651	64800661	+	0.000	0.000	Merged-chr16-64800516-42
NR12204--MA0493.1.Klf1	chr11	106961922	106961932	-	0.000	0.000	Merged-chr11-106961822-47
NR29532--MA0493.1.Klf1	chr18	39141876	39141886	-	0.000	0.000	Merged-chr18-39141814-16
NR42098--MA0493.1.Klf1	chr3	154628447	154628457	+	0.000	0.000	Merged-chr3-154628476-23
NR58686--MA0599.1.KLF5	chr7	122317172	122317181	+	0.000	0.000	Merged-chr7-122317075-24
NR19613--MA1107.1.KLF9	chr14	59553220	59553232	+	0.000	0.000	Merged-chr14-59553394-22
NR29674--MA0741.1.KLF16	chr18	46917802	46917812	-	0.000	0.000	Merged-chr18-46917814-10
NR7728--MA0741.1.KLF16	chr10	111171496	111171506	-	0.000	0.000	Merged-chr10-111171404-37
NR2152--MA0599.1.KLF5	chr1	131049359	131049368	+	0.000	0.000	Merged-chr1-131049436-17
NR38266--MA1107.1.KLF9	chr2	178479324	178479336	-	0.000	0.000	Merged-chr2-178479240-1
NR61301--MA1107.1.KLF9	chr8	77482256	77482268	+	0.000	0.000	Merged-chr8-77482121-16
NR10937--MA1107.1.KLF9	chr11	79658776	79658788	-	0.000	0.000	Merged-chr11-79658610-54
NR58609--MA0742.1.Klf12	chr7	120921325	120921339	-	0.000	0.000	Merged-chr7-120921372-21
NR23477--MA0599.1.KLF5	chr16	3859469	3859478	-	0.000	0.000	Merged-chr16-3859586-8
NR35776--MA0493.1.Klf1	chr2	117418847	117418857	-	0.000	0.000	Merged-chr2-117418760-26
NR26686--MA0742.1.Klf12	chr17	28590943	28590957	-	0.000	0.000	Merged-chr17-28590948-24
NR55604--MA0493.1.Klf1	chr7	19322587	19322597	-	0.000	0.000	Merged-chr7-19322692-6
NR21600--MA0039.3.KLF4	chr15	52753914	52753924	+	0.000	0.000	Merged-chr15-52753697-52
NR7382--MA0599.1.KLF5	chr10	95180275	95180284	+	0.000	0.000	Merged-chr10-95180406-32
NR20038--MA0741.1.KLF16	chr14	75064699	75064709	+	0.000	0.000	Merged-chr14-75064758-13
NR63355--MA0039.3.KLF4	chr9	14365717	14365727	+	0.000	0.000	Merged-chr9-14365673-24
NR34724--MA0657.1.KLF13	chr2	72328314	72328331	+	0.000	0.000	Merged-chr2-72328482-10
NR27898--MA0741.1.KLF16	chr17	56958286	56958296	+	0.000	0.000	Merged-chr17-56958229-22
NR40104--MA0741.1.KLF16	chr3	101570912	101570922	+	0.000	0.000	Merged-chr3-101570775-35
NR6904--MA0039.3.KLF4	chr10	83733852	83733862	-	0.000	0.000	Merged-chr10-83733897-13
NR36199--MA0493.1.Klf1	chr2	128470708	128470718	-	0.000	0.000	Merged-chr2-128470524-44
NR23667--MA0741.1.KLF16	chr16	10969328	10969338	-	0.000	0.000	Merged-chr16-10969472-37
NR49862--MA0599.1.KLF5	chr5	123930810	123930819	-	0.000	0.000	Merged-chr5-123930715-52
NR59407--MA0741.1.KLF16	chr7	136254335	136254345	-	0.000	0.000	Merged-chr7-136254252-8
NR7475--MA1107.1.KLF9	chr10	98776715	98776727	-	0.000	0.000	Merged-chr10-98776574-38
NR19841--MA0039.3.KLF4	chr14	67841918	67841928	-	0.000	0.000	Merged-chr14-67841831-15
NR63261--MA0039.3.KLF4	chr8	128552208	128552218	+	0.000	0.000	Merged-chr8-128552310-6
NR59673--MA0599.1.KLF5	chr7	142354082	142354091	+	0.000	0.000	Merged-chr7-142354183-49
NR53821--MA0657.1.KLF13	chr6	120199390	120199407	-	0.000	0.000	Merged-chr6-120199271-1
NR16160--MA1107.1.KLF9	chr13	42049182	42049194	-	0.000	0.000	Merged-chr13-42049130-34
NR6820--MA0493.1.Klf1	chr10	81537629	81537639	-	0.000	0.000	Merged-chr10-81537486-38
NR42111--MA1107.1.KLF9	chr3	154628466	154628478	+	0.000	0.000	Merged-chr3-154628476-23
NR18984--MA0039.3.KLF4	chr14	33099342	33099352	+	0.000	0.000	Merged-chr14-33099452-34
NR32646--MA0599.1.KLF5	chr19	56721971	56721980	-	0.000	0.000	Merged-chr19-56721958-31
NR52280--MA1107.1.KLF9	chr6	54116481	54116493	+	0.000	0.000	Merged-chr6-54116572-22
NR7122--MA0493.1.Klf1	chr10	88428304	88428314	-	0.000	0.000	Merged-chr10-88428108-41
NR64141--MA1107.1.KLF9	chr9	50537457	50537469	+	0.000	0.000	Merged-chr9-50537430-19
NR51084--MA0599.1.KLF5	chr5	146655616	146655625	-	0.000	0.000	Merged-chr5-146655552-37
NR10513--MA0599.1.KLF5	chr11	70597424	70597433	-	0.000	0.000	Merged-chr11-70597550-26
NR11388--MA0599.1.KLF5	chr11	90687698	90687707	-	0.000	0.000	Merged-chr11-90687520-18
NR30219--MA1107.1.KLF9	chr18	67255881	67255893	-	0.000	0.000	Merged-chr18-67255745-40
NR56511--MA0599.1.KLF5	chr7	45067997	45068006	-	0.000	0.000	Merged-chr7-45068056-13
NR21278--MA0039.3.KLF4	chr15	27578971	27578981	-	0.000	0.000	Merged-chr15-27579137-17
NR7532--MA0741.1.KLF16	chr10	99609209	99609219	-	0.000	0.000	Merged-chr10-99609027-18
NR63907--MA0493.1.Klf1	chr9	42423875	42423885	+	0.000	0.000	Merged-chr9-42423784-11
NR19608--MA0741.1.KLF16	chr14	59553208	59553218	+	0.000	0.000	Merged-chr14-59553394-22
NR20971--MA0741.1.KLF16	chr14	123001582	123001592	+	0.000	0.000	Merged-chr14-123001594-21
NR57358--MA1107.1.KLF9	chr7	81320015	81320027	+	0.000	0.000	Merged-chr7-81320014-23
NR51275--MA0039.3.KLF4	chr5	149647680	149647690	+	0.000	0.000	Merged-chr5-149647772-15
NR7369--MA0599.1.KLF5	chr10	95009039	95009048	+	0.000	0.000	Merged-chr10-95009173-43
NR53316--MA0039.3.KLF4	chr6	100824744	100824754	+	0.000	0.000	Merged-chr6-100824678-47
NR30483--MA1107.1.KLF9	chr18	73816989	73817001	+	0.000	0.000	Merged-chr18-73816843-39
NR57217--MA0741.1.KLF16	chr7	80032537	80032547	+	0.000	0.000	Merged-chr7-80032517-2
NR23494--MA1107.1.KLF9	chr16	3962973	3962985	+	0.000	0.000	Merged-chr16-3962878-14
NR32664--MA0599.1.KLF5	chr19	56756824	56756833	-	0.000	0.000	Merged-chr19-56756635-43
NR25535--MA1107.1.KLF9	chr16	96089727	96089739	+	0.000	0.000	Merged-chr16-96089683-18
NR3353--MA1107.1.KLF9	chr1	167245581	167245593	+	0.000	0.000	Merged-chr1-167245435-23
NR39860--MA0741.1.KLF16	chr3	95652326	95652336	+	0.000	0.000	Merged-chr3-95652439-14
NR7370--MA0741.1.KLF16	chr10	95009039	95009049	+	0.000	0.000	Merged-chr10-95009173-43
NR32047--MA0741.1.KLF16	chr19	38746191	38746201	-	0.000	0.000	Merged-chr19-38746267-36
NR21753--MA1107.1.KLF9	chr15	60120078	60120090	-	0.000	0.000	Merged-chr15-60120172-38
NR8418--MA0741.1.KLF16	chr10	122976232	122976242	+	0.000	0.000	Merged-chr10-122976254-31
NR47902--MA0599.1.KLF5	chr5	67155755	67155764	+	0.000	0.000	Merged-chr5-67155759-12
NR34455--MA0741.1.KLF16	chr2	65022817	65022827	-	0.000	0.000	Merged-chr2-65022793-47
NR49367--MA0740.1.KLF14	chr5	114041784	114041797	-	0.000	0.000	Merged-chr5-114041714-24
NR45833--MA1107.1.KLF9	chr4	141917898	141917910	-	0.000	0.000	Merged-chr4-141918116-30
NR63870--MA0740.1.KLF14	chr9	40997190	40997203	-	0.000	0.000	Merged-chr9-40997043-1,Merged-chr9-40997373-39
NR47785--MA0493.1.Klf1	chr5	64864832	64864842	+	0.000	0.000	Merged-chr5-64864889-25
NR37527--MA0599.1.KLF5	chr2	164828986	164828995	+	0.000	0.000	Merged-chr2-164829091-12
NR59258--MA0741.1.KLF16	chr7	132792545	132792555	+	0.000	0.000	Merged-chr7-132792649-7
NR48763--MA0493.1.Klf1	chr5	100572397	100572407	-	0.000	0.000	Merged-chr5-100572278-24
NR28577--MA0493.1.Klf1	chr17	83809354	83809364	+	0.000	0.000	Merged-chr17-83809391-18
NR7359--MA1107.1.KLF9	chr10	94942957	94942969	+	0.000	0.000	Merged-chr10-94942923-6
NR51738--MA0599.1.KLF5	chr6	30509824	30509833	-	0.000	0.000	Merged-chr6-30509699-52
NR14613--MA0741.1.KLF16	chr12	100480844	100480854	+	0.000	0.000	Merged-chr12-100480598-53
NR35462--MA0039.3.KLF4	chr2	103658741	103658751	-	0.000	0.000	Merged-chr2-103658723-12
NR15276--MA0039.3.KLF4	chr12	112699402	112699412	+	0.000	0.000	Merged-chr12-112699364-12
NR64481--MA0039.3.KLF4	chr9	62412493	62412503	+	0.000	0.000	Merged-chr9-62412387-14
NR35804--MA0741.1.KLF16	chr2	118499607	118499617	-	0.000	0.000	Merged-chr2-118499587-16
NR66607--MA0657.1.KLF13	chr9	118845269	118845286	+	0.000	0.000	Merged-chr9-118845184-15
NR15119--MA0741.1.KLF16	chr12	109446515	109446525	-	0.000	0.000	Merged-chr12-109446341-43
NR4025--MA0741.1.KLF16	chr1	183180652	183180662	-	0.000	0.000	Merged-chr1-183180587-56
NR53456--MA0493.1.Klf1	chr6	108630897	108630907	+	0.000	0.000	Merged-chr6-108631007-44
NR14518--MA1107.1.KLF9	chr12	94083629	94083641	+	0.000	0.000	Merged-chr12-94083592-14
NR10764--MA0599.1.KLF5	chr11	77000987	77000996	+	0.000	0.000	Merged-chr11-77000839-6
NR41281--MA1107.1.KLF9	chr3	136770387	136770399	+	0.000	0.000	Merged-chr3-136770294-2
NR14880--MA0039.3.KLF4	chr12	104999344	104999354	-	0.000	0.000	Merged-chr12-104999417-2
NR18779--MA1107.1.KLF9	chr14	25161886	25161898	+	0.000	0.000	Merged-chr14-25161984-35
NR50790--MA1107.1.KLF9	chr5	140858468	140858480	-	0.000	0.000	Merged-chr5-140858395-35
NR21628--MA1107.1.KLF9	chr15	55854825	55854837	+	0.000	0.000	Merged-chr15-55854766-48
NR35990--MA0741.1.KLF16	chr2	122673095	122673105	+	0.000	0.000	Merged-chr2-122673136-39
NR33990--MA1107.1.KLF9	chr2	35729771	35729783	+	0.000	0.000	Merged-chr2-35729635-16
NR38956--MA1107.1.KLF9	chr3	51768401	51768413	-	0.000	0.000	Merged-chr3-51768584-19
NR63943--MA0493.1.Klf1	chr9	44037384	44037394	-	0.000	0.000	Merged-chr9-44037294-17
NR53465--MA0742.1.Klf12	chr6	108922764	108922778	-	0.000	0.000	Merged-chr6-108922782-44
NR31582--MA1107.1.KLF9	chr19	17256999	17257011	-	0.000	0.000	Merged-chr19-17256835-48
NR66779--MA0599.1.KLF5	chr9	121454939	121454948	-	0.000	0.000	Merged-chr9-121454962-55
NR53577--MA0493.1.Klf1	chr6	114679326	114679336	-	0.000	0.000	Merged-chr6-114679499-19
NR39478--MA0493.1.Klf1	chr3	87266865	87266875	-	0.000	0.000	Merged-chr3-87266700-20
NR14634--MA0039.3.KLF4	chr12	100928459	100928469	-	0.000	0.000	Merged-chr12-100928517-22
NR33959--MA1107.1.KLF9	chr2	35412376	35412388	-	0.000	0.000	Merged-chr2-35412302-68
NR41435--MA0742.1.Klf12	chr3	141778822	141778836	-	0.000	0.000	Merged-chr3-141778800-74
NR60105--MA0493.1.Klf1	chr8	13703969	13703979	-	0.000	0.000	Merged-chr8-13703943-8
NR3050--MA0599.1.KLF5	chr1	159813016	159813025	-	0.000	0.000	Merged-chr1-159812982-41
NR8016--MA0599.1.KLF5	chr10	117975002	117975011	-	0.000	0.000	Merged-chr10-117975083-3
NR53574--MA0742.1.Klf12	chr6	114679342	114679356	-	0.000	0.000	Merged-chr6-114679499-19
NR30014--MA0493.1.Klf1	chr18	62089810	62089820	-	0.000	0.000	Merged-chr18-62089904-13
NR15822--MA0742.1.Klf12	chr13	24599649	24599663	-	0.000	0.000	Merged-chr13-24599752-50
NR5650--MA0493.1.Klf1	chr10	59380474	59380484	-	0.000	0.000	Merged-chr10-59380482-71
NR30479--MA1107.1.KLF9	chr18	73816981	73816993	+	0.000	0.000	Merged-chr18-73816843-39
NR31476--MA0599.1.KLF5	chr19	10747797	10747806	-	0.000	0.000	Merged-chr19-10747819-69
NR25683--MA1107.1.KLF9	chr17	5125440	5125452	-	0.000	0.000	Merged-chr17-5125399-36
NR43480--MA0599.1.KLF5	chr4	70303936	70303945	+	0.000	0.000	Merged-chr4-70303963-30
NR26895--MA0599.1.KLF5	chr17	32201282	32201291	-	0.000	0.000	Merged-chr17-32201258-15
NR11608--MA0599.1.KLF5	chr11	97133497	97133506	+	0.000	0.000	Merged-chr11-97133494-13
NR33595--MA0741.1.KLF16	chr2	29102780	29102790	-	0.000	0.000	Merged-chr2-29102866-17
NR19212--MA0599.1.KLF5	chr14	49115800	49115809	-	0.000	0.000	Merged-chr14-49115788-13
NR54559--MA1107.1.KLF9	chr6	140507837	140507849	+	0.000	0.000	Merged-chr6-140507900-3
NR19551--MA1107.1.KLF9	chr14	57826338	57826350	+	0.000	0.000	Merged-chr14-57826371-66
NR53576--MA0039.3.KLF4	chr6	114679344	114679354	-	0.000	0.000	Merged-chr6-114679499-19
NR33017--MA0742.1.Klf12	chr2	6444947	6444961	+	0.000	0.000	Merged-chr2-6444990-17
NR55895--MA1107.1.KLF9	chr7	27260011	27260023	-	0.000	0.000	Merged-chr7-27259929-6
NR29308--MA0039.3.KLF4	chr18	32880694	32880704	-	0.000	0.000	Merged-chr18-32880667-46
NR10616--MA0493.1.Klf1	chr11	73132360	73132370	+	0.000	0.000	Merged-chr11-73132319-6
NR1975--MA1107.1.KLF9	chr1	121241526	121241538	-	0.000	0.000	Merged-chr1-121241343-38
NR47414--MA0740.1.KLF14	chr5	35771277	35771290	-	0.000	0.000	Merged-chr5-35771159-16
NR40553--MA0741.1.KLF16	chr3	116434981	116434991	-	0.000	0.000	Merged-chr3-116434903-21
NR11952--MA0493.1.Klf1	chr11	102074299	102074309	+	0.000	0.000	Merged-chr11-102074455-23
NR34092--MA0599.1.KLF5	chr2	44159728	44159737	+	0.000	0.000	Merged-chr2-44159655-18
NR25320--MA0039.3.KLF4	chr16	91588191	91588201	+	0.000	0.000	Merged-chr16-91588038-25
NR10302--MA1107.1.KLF9	chr11	68452559	68452571	+	0.000	0.000	Merged-chr11-68452404-40
NR5321--MA0741.1.KLF16	chr10	40171488	40171498	-	0.000	0.000	Merged-chr10-40171372-15
NR40505--MA1107.1.KLF9	chr3	115706534	115706546	+	0.000	0.000	Merged-chr3-115706402-1
NR49950--MA0741.1.KLF16	chr5	125052283	125052293	+	0.000	0.000	Merged-chr5-125052528-23
NR8010--MA0039.3.KLF4	chr10	117969953	117969963	-	0.000	0.000	Merged-chr10-117970017-9
NR2726--MA0599.1.KLF5	chr1	152089638	152089647	-	0.000	0.000	Merged-chr1-152089513-11
NR56976--MA1107.1.KLF9	chr7	65714405	65714417	+	0.000	0.000	Merged-chr7-65714407-39
NR62535--MA1107.1.KLF9	chr8	117052555	117052567	-	0.000	0.000	Merged-chr8-117052612-3
NR56618--MA1107.1.KLF9	chr7	45771257	45771269	+	0.000	0.000	Merged-chr7-45771241-24
NR11956--MA1107.1.KLF9	chr11	102074297	102074309	+	0.000	0.000	Merged-chr11-102074455-23
NR27080--MA0493.1.Klf1	chr17	34912330	34912340	-	0.000	0.000	Merged-chr17-34912198-43
NR46395--MA1107.1.KLF9	chr4	152186874	152186886	-	0.000	0.000	Merged-chr4-152186778-42
NR65465--MA0741.1.KLF16	chr9	96369974	96369984	-	0.000	0.000	Merged-chr9-96369990-33
NR37782--MA0493.1.Klf1	chr2	167975555	167975565	-	0.000	0.000	Merged-chr2-167975780-28
NR35821--MA1107.1.KLF9	chr2	118658624	118658636	-	0.000	0.000	Merged-chr2-118658566-8
NR41496--MA0039.3.KLF4	chr3	143735608	143735618	-	0.000	0.000	Merged-chr3-143735698-2
NR21409--MA1107.1.KLF9	chr15	36562768	36562780	+	0.000	0.000	Merged-chr15-36562926-39
NR44873--MA0039.3.KLF4	chr4	129060104	129060114	-	0.000	0.000	Merged-chr4-129060075-18
NR40295--MA0741.1.KLF16	chr3	105825731	105825741	+	0.000	0.000	Merged-chr3-105825792-34
NR24259--MA0599.1.KLF5	chr16	33691549	33691558	-	0.000	0.000	Merged-chr16-33691596-37
NR66335--MA1107.1.KLF9	chr9	114794666	114794678	-	0.000	0.000	Merged-chr9-114794637-24
NR184--MA0493.1.Klf1	chr1	21870788	21870798	+	0.000	0.000	Merged-chr1-21870806-15
