#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_up.bed
NR60--MA0035.3.Gata1	chr1	40399749	40399759	-	0.000	0.000	Merged-chr1-40399864-38
NR5696--MA0482.1.Gata4	chr6	66954329	66954339	-	0.000	0.000	Merged-chr6-66954248-9
NR4775--MA0766.1.GATA5	chr4	71291542	71291549	-	0.000	0.000	Merged-chr4-71291736-94
NR1373--MA1104.1.GATA6	chr12	15967868	15967880	+	0.000	0.000	Merged-chr12-15967723-42
NR6238--MA1104.1.GATA6	chr7	112095287	112095299	-	0.000	0.000	Merged-chr7-112095114-21
NR6140--MA0036.3.GATA2	chr7	67500441	67500451	-	0.000	0.000	Merged-chr7-67500556-27
NR4460--MA0036.3.GATA2	chr3	130571126	130571136	-	0.000	0.000	Merged-chr3-130571110-5
NR5338--MA0035.3.Gata1	chr5	107840714	107840724	-	0.000	0.000	Merged-chr5-107840807-27
NR3387--MA0035.3.Gata1	chr18	61479925	61479935	+	0.000	0.000	Merged-chr18-61480035-15
NR2856--MA0766.1.GATA5	chr16	45025480	45025487	+	0.000	0.000	Merged-chr16-45025536-40
NR353--MA0037.3.GATA3	chr1	162734417	162734424	-	0.000	0.000	Merged-chr1-162734445-9
NR4415--MA0037.3.GATA3	chr3	121689181	121689188	-	0.000	0.000	Merged-chr3-121689232-23
NR6552--MA0037.3.GATA3	chr8	114888906	114888913	+	0.000	0.000	Merged-chr8-114888790-56
NR3886--MA0482.1.Gata4	chr2	78961704	78961714	-	0.000	0.000	Merged-chr2-78961805-37
NR5718--MA0035.3.Gata1	chr6	72993527	72993537	-	0.000	0.000	Merged-chr6-72993527-59
NR1766--MA1104.1.GATA6	chr13	29756228	29756240	+	0.000	0.000	Merged-chr13-29756237-14
NR1909--MA0036.3.GATA2	chr13	83727557	83727567	-	0.000	0.000	Merged-chr13-83727511-10
NR1239--MA0482.1.Gata4	chr11	106430743	106430753	+	0.000	0.000	Merged-chr11-106430638-37
NR605--MA0036.3.GATA2	chr10	44601677	44601687	-	0.000	0.000	Merged-chr10-44601754-5
NR2748--MA0037.3.GATA3	chr16	11078641	11078648	-	0.000	0.000	Merged-chr16-11078619-14
NR4540--MA0035.3.Gata1	chr3	138334460	138334470	-	0.000	0.000	Merged-chr3-138334424-50
NR5201--MA1104.1.GATA6	chr5	64371381	64371393	-	0.000	0.000	Merged-chr5-64371502-26
NR6995--MA0035.3.Gata1	chr9	112174908	112174918	-	0.000	0.000	Merged-chr9-112174843-101
NR4086--MA0140.2.GATA1::TAL1	chr2	132669374	132669391	-	0.000	0.000	Merged-chr2-132669439-31
NR823--MA0036.3.GATA2	chr10	116664336	116664346	-	0.000	0.000	Merged-chr10-116664420-26
NR900--MA0482.1.Gata4	chr10	128990355	128990365	+	0.000	0.000	Merged-chr10-128990510-111
NR2944--MA0766.1.GATA5	chr16	89849289	89849296	+	0.000	0.000	Merged-chr16-89849155-62
NR4030--MA0035.3.Gata1	chr2	117399743	117399753	-	0.000	0.000	Merged-chr2-117399695-40
NR3169--MA0036.3.GATA2	chr17	48450373	48450383	+	0.000	0.000	Merged-chr17-48450233-8
NR5797--MA0482.1.Gata4	chr6	108704936	108704946	+	0.000	0.000	Merged-chr6-108704873-18
NR5535--MA0035.3.Gata1	chr5	149392279	149392289	-	0.000	0.000	Merged-chr5-149392157-30
NR3011--MA1104.1.GATA6	chr16	97204299	97204311	-	0.000	0.000	Merged-chr16-97204388-55
NR4070--MA0037.3.GATA3	chr2	129385622	129385629	-	0.000	0.000	Merged-chr2-129385556-29
NR6655--MA0036.3.GATA2	chr8	128530707	128530717	-	0.000	0.000	Merged-chr8-128530780-6
NR2501--MA0482.1.Gata4	chr15	31440061	31440071	+	0.000	0.000	Merged-chr15-31440136-19
NR3388--MA0140.2.GATA1::TAL1	chr18	61830508	61830525	-	0.000	0.000	Merged-chr18-61830398-1
NR3816--MA0140.2.GATA1::TAL1	chr2	60323489	60323506	-	0.000	0.000	Merged-chr2-60323606-17
NR1562--MA0140.2.GATA1::TAL1	chr12	100705040	100705057	-	0.000	0.000	Merged-chr12-100705142-10
NR7003--MA1104.1.GATA6	chr9	115526271	115526283	+	0.000	0.000	Merged-chr9-115526484-32
NR6841--MA0482.1.Gata4	chr9	78024981	78024991	+	0.000	0.000	Merged-chr9-78024957-31
NR3050--MA0482.1.Gata4	chr17	12513655	12513665	+	0.000	0.000	Merged-chr17-12513699-7
NR3321--MA0482.1.Gata4	chr18	39457947	39457957	+	0.000	0.000	Merged-chr18-39457993-13
NR1344--MA1104.1.GATA6	chr12	3891251	3891263	-	0.000	0.000	Merged-chr12-3891363-76
NR336--MA0766.1.GATA5	chr1	161309589	161309596	-	0.000	0.000	Merged-chr1-161309457-43
NR5703--MA1104.1.GATA6	chr6	67184853	67184865	+	0.000	0.000	Merged-chr6-67184785-39
NR6557--MA0037.3.GATA3	chr8	115436487	115436494	+	0.000	0.000	Merged-chr8-115436321-24
NR6854--MA0482.1.Gata4	chr9	80318150	80318160	+	0.000	0.000	Merged-chr9-80318250-48
NR6915--MA0766.1.GATA5	chr9	92274726	92274733	+	0.000	0.000	Merged-chr9-92274591-56
NR4683--MA0036.3.GATA2	chr4	10770162	10770172	-	0.000	0.000	Merged-chr4-10770192-53
NR645--MA0035.3.Gata1	chr10	59431033	59431043	-	0.000	0.000	Merged-chr10-59431050-41
NR2655--MA0036.3.GATA2	chr15	82914620	82914630	-	0.000	0.000	Merged-chr15-82914694-36
NR401--MA0036.3.GATA2	chr1	175672150	175672160	+	0.000	0.000	Merged-chr1-175671979-22
NR5789--MA0482.1.Gata4	chr6	106981370	106981380	-	0.000	0.000	Merged-chr6-106981432-3
NR5697--MA1104.1.GATA6	chr6	66954329	66954341	+	0.000	0.000	Merged-chr6-66954248-9
NR3053--MA0035.3.Gata1	chr17	12513654	12513664	+	0.000	0.000	Merged-chr17-12513699-7
NR3119--MA0035.3.Gata1	chr17	28701304	28701314	+	0.000	0.000	Merged-chr17-28701389-22
NR5155--MA0036.3.GATA2	chr5	33304163	33304173	-	0.000	0.000	Merged-chr5-33304235-9
NR666--MA0140.2.GATA1::TAL1	chr10	68356044	68356061	-	0.000	0.000	Merged-chr10-68356186-29
NR6591--MA0766.1.GATA5	chr8	121650684	121650691	+	0.000	0.000	Merged-chr8-121650674-17
NR2360--MA0766.1.GATA5	chr14	79481997	79482004	-	0.000	0.000	Merged-chr14-79481875-1
NR1386--MA0035.3.Gata1	chr12	16474653	16474663	-	0.000	0.000	Merged-chr12-16474710-17
NR4176--MA0140.2.GATA1::TAL1	chr2	163131101	163131118	+	0.000	0.000	Merged-chr2-163131105-39
NR472--MA0482.1.Gata4	chr1	191102864	191102874	+	0.000	0.000	Merged-chr1-191102990-43
NR4672--MA0766.1.GATA5	chr4	7455223	7455230	+	0.000	0.000	Merged-chr4-7455242-36
NR3887--MA1104.1.GATA6	chr2	78961704	78961716	+	0.000	0.000	Merged-chr2-78961805-37
NR4728--MA0036.3.GATA2	chr4	43835051	43835061	-	0.000	0.000	Merged-chr4-43834935-30
NR7119--MA0036.3.GATA2	chrX	75032272	75032282	+	0.000	0.000	Merged-chrX-75032186-8
NR6406--MA0037.3.GATA3	chr8	40595271	40595278	+	0.000	0.000	Merged-chr8-40595277-53
NR223--MA0035.3.Gata1	chr1	127320132	127320142	+	0.000	0.000	Merged-chr1-127320105-13
NR4885--MA0035.3.Gata1	chr4	122829338	122829348	-	0.000	0.000	Merged-chr4-122829434-12
NR4784--MA0036.3.GATA2	chr4	85005539	85005549	+	0.000	0.000	Merged-chr4-85005781-54
NR7185--MA0766.1.GATA5	chrX	160496687	160496694	-	0.000	0.000	Merged-chrX-160496581-5
NR2857--MA0035.3.Gata1	chr16	45025478	45025488	-	0.000	0.000	Merged-chr16-45025536-40
NR901--MA1104.1.GATA6	chr10	128990353	128990365	-	0.000	0.000	Merged-chr10-128990510-111
NR307--MA0766.1.GATA5	chr1	151973294	151973301	+	0.000	0.000	Merged-chr1-151973357-25
NR5798--MA1104.1.GATA6	chr6	108704934	108704946	-	0.000	0.000	Merged-chr6-108704873-18
NR103--MA0482.1.Gata4	chr1	61203277	61203287	-	0.000	0.000	Merged-chr1-61203375-24
NR1315--MA0037.3.GATA3	chr11	115746912	115746919	-	0.000	0.000	Merged-chr11-115746671-90
NR1219--MA1104.1.GATA6	chr11	103260979	103260991	-	0.000	0.000	Merged-chr11-103260942-5
NR2451--MA0036.3.GATA2	chr14	123015951	123015961	+	0.000	0.000	Merged-chr14-123015903-11
NR2387--MA0037.3.GATA3	chr14	101892383	101892390	-	0.000	0.000	Merged-chr14-101892350-14
NR2084--MA0036.3.GATA2	chr13	113023933	113023943	+	0.000	0.000	Merged-chr13-113023939-34
NR6842--MA1104.1.GATA6	chr9	78024979	78024991	-	0.000	0.000	Merged-chr9-78024957-31
NR2636--MA0766.1.GATA5	chr15	81308334	81308341	-	0.000	0.000	Merged-chr15-81308219-24
NR3051--MA1104.1.GATA6	chr17	12513653	12513665	-	0.000	0.000	Merged-chr17-12513699-7
NR3322--MA1104.1.GATA6	chr18	39457945	39457957	-	0.000	0.000	Merged-chr18-39457993-13
NR4558--MA0036.3.GATA2	chr3	142413675	142413685	-	0.000	0.000	Merged-chr3-142413684-9
NR3736--MA0037.3.GATA3	chr2	29689675	29689682	+	0.000	0.000	Merged-chr2-29689675-19
NR1371--MA0037.3.GATA3	chr12	15967871	15967878	+	0.000	0.000	Merged-chr12-15967723-42
NR358--MA0035.3.Gata1	chr1	162734416	162734426	+	0.000	0.000	Merged-chr1-162734445-9
NR334--MA0482.1.Gata4	chr1	161309589	161309599	+	0.000	0.000	Merged-chr1-161309457-43
NR3427--MA0482.1.Gata4	chr18	79353028	79353038	-	0.000	0.000	Merged-chr18-79353064-26
NR2554--MA0482.1.Gata4	chr15	59010878	59010888	+	0.000	0.000	Merged-chr15-59010782-34
NR4310--MA0140.2.GATA1::TAL1	chr3	68967463	68967480	-	0.000	0.000	Merged-chr3-68967303-47
NR2172--MA0036.3.GATA2	chr14	27562727	27562737	-	0.000	0.000	Merged-chr14-27562668-44
NR661--MA0482.1.Gata4	chr10	68356052	68356062	-	0.000	0.000	Merged-chr10-68356186-29
NR983--MA0037.3.GATA3	chr11	32126142	32126149	+	0.000	0.000	Merged-chr11-32126247-55
NR4604--MA0035.3.Gata1	chr3	146192716	146192726	-	0.000	0.000	Merged-chr3-146192596-55
NR2746--MA1104.1.GATA6	chr16	10585578	10585590	+	0.000	0.000	Merged-chr16-10585448-58
NR4308--MA0766.1.GATA5	chr3	68967474	68967481	+	0.000	0.000	Merged-chr3-68967303-47
NR6470--MA0035.3.Gata1	chr8	83779752	83779762	+	0.000	0.000	Merged-chr8-83779707-23
NR5961--MA0037.3.GATA3	chr6	142809508	142809515	-	0.000	0.000	Merged-chr6-142809719-29
NR473--MA1104.1.GATA6	chr1	191102862	191102874	-	0.000	0.000	Merged-chr1-191102990-43
NR4627--MA0482.1.Gata4	chr3	149485335	149485345	-	0.000	0.000	Merged-chr3-149485335-12
NR3728--MA0037.3.GATA3	chr2	26753538	26753545	+	0.000	0.000	Merged-chr2-26753671-30
NR2390--MA0036.3.GATA2	chr14	101892382	101892392	+	0.000	0.000	Merged-chr14-101892350-14
NR5594--MA0037.3.GATA3	chr6	33051811	33051818	+	0.000	0.000	Merged-chr6-33051908-11
NR6916--MA0035.3.Gata1	chr9	92274724	92274734	-	0.000	0.000	Merged-chr9-92274591-56
NR2294--MA0036.3.GATA2	chr14	62928196	62928206	-	0.000	0.000	Merged-chr14-62928345-50
NR4322--MA0482.1.Gata4	chr3	84570697	84570707	+	0.000	0.000	Merged-chr3-84570776-21
NR2161--MA0766.1.GATA5	chr14	20938526	20938533	+	0.000	0.000	Merged-chr14-20938430-1
NR3742--MA0140.2.GATA1::TAL1	chr2	29753050	29753067	-	0.000	0.000	Merged-chr2-29753036-13
NR6592--MA0035.3.Gata1	chr8	121650682	121650692	-	0.000	0.000	Merged-chr8-121650674-17
NR2361--MA0035.3.Gata1	chr14	79481996	79482006	+	0.000	0.000	Merged-chr14-79481875-1
NR6828--MA0036.3.GATA2	chr9	70040278	70040288	+	0.000	0.000	Merged-chr9-70040199-23
NR958--MA0482.1.Gata4	chr11	11836982	11836992	+	0.000	0.000	Merged-chr11-11837020-26
NR5184--MA0140.2.GATA1::TAL1	chr5	51853762	51853779	+	0.000	0.000	Merged-chr5-51853758-22
NR4539--MA0766.1.GATA5	chr3	138334462	138334469	+	0.000	0.000	Merged-chr3-138334424-50
NR7001--MA0037.3.GATA3	chr9	115526274	115526281	+	0.000	0.000	Merged-chr9-115526484-32
NR6666--MA0036.3.GATA2	chr9	7576785	7576795	-	0.000	0.000	Merged-chr9-7576753-19
NR104--MA1104.1.GATA6	chr1	61203277	61203289	+	0.000	0.000	Merged-chr1-61203375-24
NR6651--MA1104.1.GATA6	chr8	128484954	128484966	+	0.000	0.000	Merged-chr8-128484849-18
NR4827--MA0140.2.GATA1::TAL1	chr4	95193263	95193280	-	0.000	0.000	Merged-chr4-95193266-16
NR5701--MA0037.3.GATA3	chr6	67184856	67184863	+	0.000	0.000	Merged-chr6-67184785-39
NR162--MA0036.3.GATA2	chr1	90677874	90677884	+	0.000	0.000	Merged-chr1-90677857-31
NR786--MA0035.3.Gata1	chr10	108333779	108333789	+	0.000	0.000	Merged-chr10-108333731-6
NR414--MA0482.1.Gata4	chr1	179493159	179493169	-	0.000	0.000	Merged-chr1-179493163-27
NR2382--MA0036.3.GATA2	chr14	101477377	101477387	-	0.000	0.000	Merged-chr14-101477413-70
NR3731--MA0036.3.GATA2	chr2	26753536	26753546	-	0.000	0.000	Merged-chr2-26753671-30
NR523--MA0482.1.Gata4	chr10	12961778	12961788	+	0.000	0.000	Merged-chr10-12961810-12
NR335--MA1104.1.GATA6	chr1	161309587	161309599	-	0.000	0.000	Merged-chr1-161309457-43
NR308--MA0035.3.Gata1	chr1	151973292	151973302	-	0.000	0.000	Merged-chr1-151973357-25
NR3428--MA1104.1.GATA6	chr18	79353028	79353040	+	0.000	0.000	Merged-chr18-79353064-26
NR1894--MA0035.3.Gata1	chr13	75053972	75053982	-	0.000	0.000	Merged-chr13-75053881-13
NR2775--MA0036.3.GATA2	chr16	18075422	18075432	-	0.000	0.000	Merged-chr16-18075425-17
NR2555--MA1104.1.GATA6	chr15	59010876	59010888	-	0.000	0.000	Merged-chr15-59010782-34
NR788--MA0482.1.Gata4	chr10	108406935	108406945	-	0.000	0.000	Merged-chr10-108407108-16
NR3885--MA0037.3.GATA3	chr2	78961707	78961714	+	0.000	0.000	Merged-chr2-78961805-37
NR6987--MA0482.1.Gata4	chr9	108163711	108163721	+	0.000	0.000	Merged-chr9-108163865-26
NR526--MA0035.3.Gata1	chr10	12961777	12961787	+	0.000	0.000	Merged-chr10-12961810-12
NR2637--MA0035.3.Gata1	chr15	81308333	81308343	+	0.000	0.000	Merged-chr15-81308219-24
NR662--MA1104.1.GATA6	chr10	68356052	68356064	+	0.000	0.000	Merged-chr10-68356186-29
NR5600--MA0035.3.Gata1	chr6	34364727	34364737	-	0.000	0.000	Merged-chr6-34364838-25
NR6430--MA0482.1.Gata4	chr8	69328896	69328906	+	0.000	0.000	Merged-chr8-69328899-30
NR5260--MA0037.3.GATA3	chr5	90612256	90612263	+	0.000	0.000	Merged-chr5-90612116-89
NR329--MA0036.3.GATA2	chr1	156986337	156986347	+	0.000	0.000	Merged-chr1-156986384-67
NR4264--MA0035.3.Gata1	chr3	37291257	37291267	-	0.000	0.000	Merged-chr3-37291355-13
NR2288--MA0766.1.GATA5	chr14	60072723	60072730	-	0.000	0.000	Merged-chr14-60072713-24
NR4306--MA0482.1.Gata4	chr3	68967471	68967481	-	0.000	0.000	Merged-chr3-68967303-47
NR1910--MA0766.1.GATA5	chr13	83727559	83727566	+	0.000	0.000	Merged-chr13-83727511-10
NR2212--MA0482.1.Gata4	chr14	52437183	52437193	+	0.000	0.000	Merged-chr14-52437010-8
NR4323--MA1104.1.GATA6	chr3	84570695	84570707	-	0.000	0.000	Merged-chr3-84570776-21
NR114--MA0482.1.Gata4	chr1	74726885	74726895	+	0.000	0.000	Merged-chr1-74726770-27
NR959--MA1104.1.GATA6	chr11	11836980	11836992	-	0.000	0.000	Merged-chr11-11837020-26
NR6887--MA1104.1.GATA6	chr9	86579813	86579825	-	0.000	0.000	Merged-chr9-86579809-9
NR3234--MA0140.2.GATA1::TAL1	chr17	73810196	73810213	+	0.000	0.000	Merged-chr17-73810198-2
NR417--MA0036.3.GATA2	chr1	179578811	179578821	+	0.000	0.000	Merged-chr1-179578897-31
NR3529--MA0037.3.GATA3	chr19	14466304	14466311	-	0.000	0.000	Merged-chr19-14466199-30
NR4309--MA0035.3.Gata1	chr3	68967472	68967482	-	0.000	0.000	Merged-chr3-68967303-47
NR4100--MA0035.3.Gata1	chr2	136988018	136988028	-	0.000	0.000	Merged-chr2-136988057-20
NR3821--MA0766.1.GATA5	chr2	60328750	60328757	-	0.000	0.000	Merged-chr2-60328757-33
NR5963--MA0482.1.Gata4	chr6	142809491	142809501	-	0.000	0.000	Merged-chr6-142809719-29
NR4056--MA0766.1.GATA5	chr2	122138271	122138278	-	0.000	0.000	Merged-chr2-122138123-26
NR1241--MA0036.3.GATA2	chr11	106430742	106430752	+	0.000	0.000	Merged-chr11-106430638-37
NR6141--MA0035.3.Gata1	chr7	67500441	67500451	-	0.000	0.000	Merged-chr7-67500556-27
NR2847--MA0035.3.Gata1	chr16	44305869	44305879	+	0.000	0.000	Merged-chr16-44305871-15
NR524--MA1104.1.GATA6	chr10	12961776	12961788	-	0.000	0.000	Merged-chr10-12961810-12
NR226--MA0035.3.Gata1	chr1	128570096	128570106	+	0.000	0.000	Merged-chr1-128570257-50
NR6653--MA0482.1.Gata4	chr8	128530706	128530716	-	0.000	0.000	Merged-chr8-128530780-6
NR1220--MA0036.3.GATA2	chr11	103260980	103260990	+	0.000	0.000	Merged-chr11-103260942-5
NR789--MA1104.1.GATA6	chr10	108406935	108406947	+	0.000	0.000	Merged-chr10-108407108-16
NR471--MA0037.3.GATA3	chr1	191102864	191102871	-	0.000	0.000	Merged-chr1-191102990-43
NR3107--MA0037.3.GATA3	chr17	27323303	27323310	-	0.000	0.000	Merged-chr17-27323176-36
NR6414--MA0482.1.Gata4	chr8	57828414	57828424	-	0.000	0.000	Merged-chr8-57828491-18
NR3532--MA0036.3.GATA2	chr19	14466303	14466313	+	0.000	0.000	Merged-chr19-14466199-30
NR6469--MA0766.1.GATA5	chr8	83779753	83779760	-	0.000	0.000	Merged-chr8-83779707-23
NR5706--MA0035.3.Gata1	chr6	67184854	67184864	-	0.000	0.000	Merged-chr6-67184785-39
NR369--MA0036.3.GATA2	chr1	164136961	164136971	-	0.000	0.000	Merged-chr1-164136892-1
NR5791--MA0036.3.GATA2	chr6	106981371	106981381	-	0.000	0.000	Merged-chr6-106981432-3
NR5596--MA0766.1.GATA5	chr6	33051811	33051818	+	0.000	0.000	Merged-chr6-33051908-11
NR4416--MA1104.1.GATA6	chr3	121689179	121689191	-	0.000	0.000	Merged-chr3-121689232-23
NR6553--MA1104.1.GATA6	chr8	114888903	114888915	+	0.000	0.000	Merged-chr8-114888790-56
NR3492--MA0036.3.GATA2	chr19	8019877	8019887	+	0.000	0.000	Merged-chr19-8019847-106
NR1684--MA0482.1.Gata4	chr12	117413179	117413189	-	0.000	0.000	Merged-chr12-117413148-54
NR5966--MA0036.3.GATA2	chr6	142809507	142809517	+	0.000	0.000	Merged-chr6-142809719-29
NR2937--MA0482.1.Gata4	chr16	89835832	89835842	-	0.000	0.000	Merged-chr16-89835915-50
NR5382--MA0035.3.Gata1	chr5	121837257	121837267	+	0.000	0.000	Merged-chr5-121837232-116
NR115--MA1104.1.GATA6	chr1	74726883	74726895	-	0.000	0.000	Merged-chr1-74726770-27
NR4726--MA0482.1.Gata4	chr4	43835050	43835060	-	0.000	0.000	Merged-chr4-43834935-30
NR4312--MA0482.1.Gata4	chr3	79664920	79664930	+	0.000	0.000	Merged-chr3-79664975-26
NR1802--MA0035.3.Gata1	chr13	38050035	38050045	+	0.000	0.000	Merged-chr13-38050052-14
NR1440--MA0766.1.GATA5	chr12	52830187	52830194	-	0.000	0.000	Merged-chr12-52830229-3
NR2289--MA0035.3.Gata1	chr14	60072722	60072732	+	0.000	0.000	Merged-chr14-60072713-24
NR5964--MA1104.1.GATA6	chr6	142809491	142809503	+	0.000	0.000	Merged-chr6-142809719-29
NR1911--MA0035.3.Gata1	chr13	83727557	83727567	-	0.000	0.000	Merged-chr13-83727511-10
NR333--MA0037.3.GATA3	chr1	161309589	161309596	-	0.000	0.000	Merged-chr1-161309457-43
NR3569--MA0037.3.GATA3	chr19	32998972	32998979	+	0.000	0.000	Merged-chr19-32999080-29
NR5684--MA0766.1.GATA5	chr6	58881142	58881149	+	0.000	0.000	Merged-chr6-58880983-47
NR3426--MA0037.3.GATA3	chr18	79353031	79353038	+	0.000	0.000	Merged-chr18-79353064-26
NR3242--MA0140.2.GATA1::TAL1	chr17	74753300	74753317	+	0.000	0.000	Merged-chr17-74753393-19
NR3404--MA0766.1.GATA5	chr18	66502128	66502135	+	0.000	0.000	Merged-chr18-66502099-22
NR2553--MA0037.3.GATA3	chr15	59010878	59010885	-	0.000	0.000	Merged-chr15-59010782-34
NR3975--MA0482.1.Gata4	chr2	103652312	103652322	+	0.000	0.000	Merged-chr2-103652335-51
NR1214--MA0766.1.GATA5	chr11	101661876	101661883	+	0.000	0.000	Merged-chr11-101661964-4
NR5968--MA0766.1.GATA5	chr6	142809494	142809501	+	0.000	0.000	Merged-chr6-142809719-29
NR6654--MA1104.1.GATA6	chr8	128530706	128530718	+	0.000	0.000	Merged-chr8-128530780-6
NR660--MA0037.3.GATA3	chr10	68356055	68356062	+	0.000	0.000	Merged-chr10-68356186-29
NR4099--MA0036.3.GATA2	chr2	136988018	136988028	-	0.000	0.000	Merged-chr2-136988057-20
NR3822--MA0035.3.Gata1	chr2	60328749	60328759	+	0.000	0.000	Merged-chr2-60328757-33
NR4057--MA0035.3.Gata1	chr2	122138270	122138280	+	0.000	0.000	Merged-chr2-122138123-26
NR2082--MA0482.1.Gata4	chr13	113023934	113023944	+	0.000	0.000	Merged-chr13-113023939-34
NR4556--MA0482.1.Gata4	chr3	142413674	142413684	-	0.000	0.000	Merged-chr3-142413684-9
NR5982--MA0482.1.Gata4	chr6	143954595	143954605	-	0.000	0.000	Merged-chr6-143954525-20
NR5606--MA0140.2.GATA1::TAL1	chr6	39218186	39218203	+	0.000	0.000	Merged-chr6-39218184-14
NR4321--MA0037.3.GATA3	chr3	84570697	84570704	-	0.000	0.000	Merged-chr3-84570776-21
NR1384--MA0482.1.Gata4	chr12	16474652	16474662	-	0.000	0.000	Merged-chr12-16474710-17
NR2290--MA0140.2.GATA1::TAL1	chr14	60541861	60541878	+	0.000	0.000	Merged-chr14-60541882-16
NR5262--MA0766.1.GATA5	chr5	90612256	90612263	+	0.000	0.000	Merged-chr5-90612116-89
NR3572--MA0036.3.GATA2	chr19	32998970	32998980	-	0.000	0.000	Merged-chr19-32999080-29
NR7184--MA0036.3.GATA2	chrX	160496686	160496696	+	0.000	0.000	Merged-chrX-160496581-5
NR3325--MA0035.3.Gata1	chr18	39457946	39457956	+	0.000	0.000	Merged-chr18-39457993-13
NR6409--MA0036.3.GATA2	chr8	40595269	40595279	-	0.000	0.000	Merged-chr8-40595277-53
NR6053--MA0482.1.Gata4	chr7	19819202	19819212	-	0.000	0.000	Merged-chr7-19819165-4
NR4076--MA1104.1.GATA6	chr2	132292253	132292265	+	0.000	0.000	Merged-chr2-132292299-25
NR4727--MA1104.1.GATA6	chr4	43835050	43835062	+	0.000	0.000	Merged-chr4-43834935-30
NR4609--MA0140.2.GATA1::TAL1	chr3	148491490	148491507	-	0.000	0.000	Merged-chr3-148491583-74
NR5764--MA0766.1.GATA5	chr6	98609386	98609393	-	0.000	0.000	Merged-chr6-98609321-36
NR4730--MA0035.3.Gata1	chr4	43835051	43835061	-	0.000	0.000	Merged-chr4-43834935-30
NR90--MA0482.1.Gata4	chr1	52652807	52652817	-	0.000	0.000	Merged-chr1-52652704-8
NR2087--MA0482.1.Gata4	chr13	113031444	113031454	-	0.000	0.000	Merged-chr13-113031425-1
NR580--MA0036.3.GATA2	chr10	34117969	34117979	+	0.000	0.000	Merged-chr10-34117997-36
NR5183--MA0035.3.Gata1	chr5	51853760	51853770	+	0.000	0.000	Merged-chr5-51853758-22
NR3739--MA0036.3.GATA2	chr2	29689673	29689683	-	0.000	0.000	Merged-chr2-29689675-19
NR5037--MA0037.3.GATA3	chr4	154334813	154334820	+	0.000	0.000	Merged-chr4-154334922-29
NR787--MA0037.3.GATA3	chr10	108406938	108406945	+	0.000	0.000	Merged-chr10-108407108-16
NR960--MA0036.3.GATA2	chr11	11836981	11836991	+	0.000	0.000	Merged-chr11-11837020-26
NR1374--MA0036.3.GATA2	chr12	15967869	15967879	-	0.000	0.000	Merged-chr12-15967723-42
NR3976--MA1104.1.GATA6	chr2	103652310	103652322	-	0.000	0.000	Merged-chr2-103652335-51
NR3009--MA0037.3.GATA3	chr16	97204301	97204308	-	0.000	0.000	Merged-chr16-97204388-55
NR5714--MA0482.1.Gata4	chr6	72993526	72993536	-	0.000	0.000	Merged-chr6-72993527-59
NR2083--MA1104.1.GATA6	chr13	113023932	113023944	-	0.000	0.000	Merged-chr13-113023939-34
NR4557--MA1104.1.GATA6	chr3	142413674	142413686	+	0.000	0.000	Merged-chr3-142413684-9
NR1767--MA0036.3.GATA2	chr13	29756229	29756239	-	0.000	0.000	Merged-chr13-29756237-14
NR5685--MA0035.3.Gata1	chr6	58881140	58881150	-	0.000	0.000	Merged-chr6-58880983-47
NR3405--MA0035.3.Gata1	chr18	66502126	66502136	-	0.000	0.000	Merged-chr18-66502099-22
NR1454--MA0035.3.Gata1	chr12	69853655	69853665	-	0.000	0.000	Merged-chr12-69853558-20
NR4560--MA0035.3.Gata1	chr3	142413675	142413685	-	0.000	0.000	Merged-chr3-142413684-9
NR3043--MA0766.1.GATA5	chr17	7904966	7904973	-	0.000	0.000	Merged-chr17-7905100-9
NR2211--MA0037.3.GATA3	chr14	52437183	52437190	-	0.000	0.000	Merged-chr14-52437010-8
NR7168--MA0036.3.GATA2	chrX	113084409	113084419	-	0.000	0.000	Merged-chrX-113084391-25
NR1215--MA0035.3.Gata1	chr11	101661874	101661884	-	0.000	0.000	Merged-chr11-101661964-4
NR3537--MA0482.1.Gata4	chr19	16418579	16418589	+	0.000	0.000	Merged-chr19-16418552-32
NR5202--MA0036.3.GATA2	chr5	64371382	64371392	+	0.000	0.000	Merged-chr5-64371502-26
NR113--MA0037.3.GATA3	chr1	74726885	74726892	-	0.000	0.000	Merged-chr1-74726770-27
NR5531--MA0482.1.Gata4	chr5	149392278	149392288	-	0.000	0.000	Merged-chr5-149392157-30
NR790--MA0036.3.GATA2	chr10	108406936	108406946	-	0.000	0.000	Merged-chr10-108407108-16
NR3012--MA0036.3.GATA2	chr16	97204300	97204310	+	0.000	0.000	Merged-chr16-97204388-55
NR227--MA0140.2.GATA1::TAL1	chr1	128771002	128771019	-	0.000	0.000	Merged-chr1-128770934-28
