#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Tcf7/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval0.3-log2fc0.5_dn.bed
NR5680--MA0769.1.Tcf7	chr6	120077233	120077244	-	0.000	0.000	Merged-chr6-120077232-23
NR1755--MA0769.1.Tcf7	chr13	43306803	43306814	-	0.000	0.000	Merged-chr13-43306774-11
NR5434--MA0769.1.Tcf7	chr6	34372136	34372147	+	0.000	0.000	Merged-chr6-34371958-43
NR4007--MA0523.1.TCF7L2	chr2	168575213	168575226	-	0.000	0.000	Merged-chr2-168575169-53
NR766--MA0523.1.TCF7L2	chr10	75433494	75433507	+	0.000	0.000	Merged-chr10-75433442-25
NR6882--MA0769.1.Tcf7	chr9	116091376	116091387	+	0.000	0.000	Merged-chr9-116091467-52
NR3831--MA0523.1.TCF7L2	chr2	128544644	128544657	+	0.000	0.000	Merged-chr2-128544786-45
NR4022--MA0769.1.Tcf7	chr2	172937510	172937521	+	0.000	0.000	Merged-chr2-172937621-25
NR644--MA1421.1.TCF7L1	chr10	25387446	25387457	-	0.000	0.000	Merged-chr10-25387454-21
NR1447--MA0523.1.TCF7L2	chr12	73711058	73711071	-	0.000	0.000	Merged-chr12-73710968-44
NR5112--MA0769.1.Tcf7	chr5	73344295	73344306	-	0.000	0.000	Merged-chr5-73344482-20
NR2729--MA0769.1.Tcf7	chr16	57319958	57319969	+	0.000	0.000	Merged-chr16-57319907-20
NR2601--MA1421.1.TCF7L1	chr16	11577792	11577803	+	0.000	0.000	Merged-chr16-11577786-44
NR3745--MA0523.1.TCF7L2	chr2	103280069	103280082	+	0.000	0.000	Merged-chr2-103280126-14
NR1325--MA1421.1.TCF7L1	chr11	120631162	120631173	+	0.000	0.000	Merged-chr11-120630995-1
NR3622--MA0769.1.Tcf7	chr2	65871125	65871136	-	0.000	0.000	Merged-chr2-65871141-19
NR1797--MA1421.1.TCF7L1	chr13	55255351	55255362	-	0.000	0.000	Merged-chr13-55255412-37
NR3139--MA0523.1.TCF7L2	chr18	53951318	53951331	-	0.000	0.000	Merged-chr18-53951279-47
NR3404--MA1421.1.TCF7L1	chr19	57093567	57093578	+	0.000	0.000	Merged-chr19-57093567-48
NR3846--MA0769.1.Tcf7	chr2	132180715	132180726	+	0.000	0.000	Merged-chr2-132180846-32
NR4851--MA1421.1.TCF7L1	chr4	132040443	132040454	+	0.000	0.000	Merged-chr4-132040319-80
NR5475--MA0523.1.TCF7L2	chr6	51442318	51442331	-	0.000	0.000	Merged-chr6-51442349-19
NR6122--MA0769.1.Tcf7	chr7	112400407	112400418	-	0.000	0.000	Merged-chr7-112400264-32
NR1362--MA0769.1.Tcf7	chr12	25601141	25601152	-	0.000	0.000	Merged-chr12-25601123-16
NR736--MA0523.1.TCF7L2	chr10	67698033	67698046	+	0.000	0.000	Merged-chr10-67697981-39
NR2319--MA0523.1.TCF7L2	chr15	18951826	18951839	-	0.000	0.000	Merged-chr15-18951851-25
NR2372--MA1421.1.TCF7L1	chr15	53115572	53115583	+	0.000	0.000	Merged-chr15-53115661-46
NR4184--MA0769.1.Tcf7	chr3	84595450	84595461	-	0.000	0.000	Merged-chr3-84595329-34
NR694--MA0769.1.Tcf7	chr10	43783356	43783367	+	0.000	0.000	Merged-chr10-43783399-14
NR2779--MA0769.1.Tcf7	chr16	89816957	89816968	+	0.000	0.000	Merged-chr16-89817047-30
NR5180--MA0769.1.Tcf7	chr5	97090319	97090330	+	0.000	0.000	Merged-chr5-97090318-20
NR145--MA1421.1.TCF7L1	chr1	80416616	80416627	-	0.000	0.000	Merged-chr1-80416536-28
NR3606--MA1421.1.TCF7L1	chr2	59969284	59969295	-	0.000	0.000	Merged-chr2-59969233-23
NR2587--MA1421.1.TCF7L1	chr16	4752303	4752314	-	0.000	0.000	Merged-chr16-4752313-9
NR3996--MA1421.1.TCF7L1	chr2	166399345	166399356	+	0.000	0.000	Merged-chr2-166399399-25
NR2696--MA0523.1.TCF7L2	chr16	45261521	45261534	+	0.000	0.000	Merged-chr16-45261551-46
NR4301--MA0769.1.Tcf7	chr3	115584852	115584863	-	0.000	0.000	Merged-chr3-115584831-13
NR4775--MA0523.1.TCF7L2	chr4	102968106	102968119	+	0.000	0.000	Merged-chr4-102968093-31
NR5832--MA0523.1.TCF7L2	chr6	146960238	146960251	-	0.000	0.000	Merged-chr6-146960171-26
NR2699--MA0769.1.Tcf7	chr16	45347113	45347124	+	0.000	0.000	Merged-chr16-45346908-42
NR6143--MA1421.1.TCF7L1	chr7	116557589	116557600	-	0.000	0.000	Merged-chr7-116557657-1
NR1657--MA0523.1.TCF7L2	chr12	117761967	117761980	-	0.000	0.000	Merged-chr12-117761862-24
NR6084--MA0523.1.TCF7L2	chr7	103942971	103942984	+	0.000	0.000	Merged-chr7-103942854-44
NR4638--MA0523.1.TCF7L2	chr4	62552172	62552185	-	0.000	0.000	Merged-chr4-62552113-23
NR2050--MA0769.1.Tcf7	chr14	21078678	21078689	-	0.000	0.000	Merged-chr14-21078723-20
NR4602--MA1421.1.TCF7L1	chr4	43044000	43044011	-	0.000	0.000	Merged-chr4-43044114-23
NR4169--MA0523.1.TCF7L2	chr3	79451540	79451553	-	0.000	0.000	Merged-chr3-79451498-29
NR3234--MA0769.1.Tcf7	chr18	79297906	79297917	+	0.000	0.000	Merged-chr18-79298014-36
NR5058--MA0523.1.TCF7L2	chr5	45790460	45790473	-	0.000	0.000	Merged-chr5-45790409-20
NR5060--MA1421.1.TCF7L1	chr5	46445799	46445810	+	0.000	0.000	Merged-chr5-46445949-13
NR6909--MA1421.1.TCF7L1	chr9	120692066	120692077	-	0.000	0.000	Merged-chr9-120691973-52
NR1874--MA1421.1.TCF7L1	chr13	89425613	89425624	+	0.000	0.000	Merged-chr13-89425827-19
NR2722--MA0769.1.Tcf7	chr16	55745356	55745367	+	0.000	0.000	Merged-chr16-55745275-12
NR908--MA0523.1.TCF7L2	chr10	111576175	111576188	+	0.000	0.000	Merged-chr10-111576182-36
NR3989--MA0523.1.TCF7L2	chr2	163299070	163299083	+	0.000	0.000	Merged-chr2-163299110-16
NR3248--MA0769.1.Tcf7	chr18	81521369	81521380	-	0.000	0.000	Merged-chr18-81521430-36
NR1905--MA1421.1.TCF7L1	chr13	95719837	95719848	+	0.000	0.000	Merged-chr13-95719909-48
NR6910--MA0523.1.TCF7L2	chr9	120692064	120692077	-	0.000	0.000	Merged-chr9-120691973-52
NR727--MA0769.1.Tcf7	chr10	61599722	61599733	+	0.000	0.000	Merged-chr10-61599733-13
NR6669--MA0523.1.TCF7L2	chr9	61720239	61720252	+	0.000	0.000	Merged-chr9-61720309-20
NR645--MA0523.1.TCF7L2	chr10	25387444	25387457	-	0.000	0.000	Merged-chr10-25387454-21
NR6317--MA0523.1.TCF7L2	chr8	33548680	33548693	+	0.000	0.000	Merged-chr8-33548647-24
NR6919--MA0523.1.TCF7L2	chr9	121925042	121925055	+	0.000	0.000	Merged-chr9-121925182-15
NR2736--MA0769.1.Tcf7	chr16	58553514	58553525	+	0.000	0.000	Merged-chr16-58553585-23
NR2472--MA0523.1.TCF7L2	chr15	74667788	74667801	-	0.000	0.000	Merged-chr15-74667710-27
NR789--MA1421.1.TCF7L1	chr10	81247930	81247941	-	0.000	0.000	Merged-chr10-81248090-40
NR2848--MA0769.1.Tcf7	chr17	15440503	15440514	+	0.000	0.000	Merged-chr17-15440327-25
NR4068--MA1421.1.TCF7L1	chr3	10151768	10151779	-	0.000	0.000	Merged-chr3-10151750-17
NR1798--MA0523.1.TCF7L2	chr13	55255379	55255392	-	0.000	0.000	Merged-chr13-55255412-37
NR1036--MA1421.1.TCF7L1	chr11	22936501	22936512	+	0.000	0.000	Merged-chr11-22936648-30
NR2350--MA1421.1.TCF7L1	chr15	36855724	36855735	-	0.000	0.000	Merged-chr15-36855718-24
NR2855--MA0523.1.TCF7L2	chr17	21433939	21433952	+	0.000	0.000	Merged-chr17-21433933-15
NR5482--MA0769.1.Tcf7	chr6	53778870	53778881	-	0.000	0.000	Merged-chr6-53778855-8
NR6572--MA1421.1.TCF7L1	chr9	11559578	11559589	-	0.000	0.000	Merged-chr9-11559688-28
NR1829--MA0523.1.TCF7L2	chr13	69488206	69488219	-	0.000	0.000	Merged-chr13-69488029-32
NR1433--MA0523.1.TCF7L2	chr12	69853598	69853611	-	0.000	0.000	Merged-chr12-69853558-20
NR5617--MA0523.1.TCF7L2	chr6	98632683	98632696	+	0.000	0.000	Merged-chr6-98632758-43
NR4598--MA0523.1.TCF7L2	chr4	41295754	41295767	+	0.000	0.000	Merged-chr4-41295781-15
NR1472--MA0769.1.Tcf7	chr12	76950384	76950395	+	0.000	0.000	Merged-chr12-76950525-26
NR763--MA1421.1.TCF7L1	chr10	75417904	75417915	-	0.000	0.000	Merged-chr10-75417748-37
NR683--MA0769.1.Tcf7	chr10	42633463	42633474	+	0.000	0.000	Merged-chr10-42633342-1
NR1799--MA0769.1.Tcf7	chr13	55255381	55255392	-	0.000	0.000	Merged-chr13-55255412-37
NR4603--MA0769.1.Tcf7	chr4	43044000	43044011	-	0.000	0.000	Merged-chr4-43044114-23
NR5186--MA0523.1.TCF7L2	chr5	98018288	98018301	+	0.000	0.000	Merged-chr5-98018284-53
NR3138--MA0523.1.TCF7L2	chr18	53951307	53951320	-	0.000	0.000	Merged-chr18-53951279-47
NR3746--MA0769.1.Tcf7	chr2	103280069	103280080	+	0.000	0.000	Merged-chr2-103280126-14
NR6845--MA0523.1.TCF7L2	chr9	105689612	105689625	+	0.000	0.000	Merged-chr9-105689631-24
NR653--MA0523.1.TCF7L2	chr10	28567693	28567706	-	0.000	0.000	Merged-chr10-28567622-50
NR6281--MA0523.1.TCF7L2	chr7	144907996	144908009	+	0.000	0.000	Merged-chr7-144908072-14
NR2333--MA1421.1.TCF7L1	chr15	30662246	30662257	+	0.000	0.000	Merged-chr15-30662184-17
NR5834--MA1421.1.TCF7L1	chr6	146960265	146960276	-	0.000	0.000	Merged-chr6-146960171-26
NR691--MA0523.1.TCF7L2	chr10	43740321	43740334	+	0.000	0.000	Merged-chr10-43740419-60
NR1280--MA0769.1.Tcf7	chr11	113536989	113537000	-	0.000	0.000	Merged-chr11-113536889-33
