#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval0.3-log2fc0.5_up.bed
NR1861--MA0501.1.MAF::NFE2	chr10	130311778	130311792	-	0.000	0.000	Merged-chr10-130311798-35
NR470--MA0591.1.Bach1::Mafk	chr1	127345063	127345077	+	0.000	0.000	Merged-chr1-127345077-51
NR2689--MA0659.1.MAFG	chr12	41044928	41044948	+	0.000	0.000	Merged-chr12-41044922-24
NR6685--MA0501.1.MAF::NFE2	chr2	50324905	50324919	-	0.000	0.000	Merged-chr2-50324872-17
NR10967--MA0591.1.Bach1::Mafk	chr7	49335176	49335190	+	0.000	0.000	Merged-chr7-49335315-27
NR3387--MA0591.1.Bach1::Mafk	chr13	45924719	45924733	+	0.000	0.000	Merged-chr13-45924771-59
NR2474--MA0591.1.Bach1::Mafk	chr11	115172979	115172993	+	0.000	0.000	Merged-chr11-115173098-6
NR8339--MA0591.1.Bach1::Mafk	chr3	155235696	155235710	+	0.000	0.000	Merged-chr3-155235663-12
NR6742--MA0089.1.MAFG::NFE2L1	chr2	59244915	59244920	-	0.000	0.000	Merged-chr2-59244755-83
NR5249--MA0496.2.MAFK	chr16	95893657	95893675	+	0.000	0.000	Merged-chr16-95893684-47
NR12099--MA0496.2.MAFK	chr8	126551247	126551265	+	0.000	0.000	Merged-chr8-126551138-20
NR8469--MA0501.1.MAF::NFE2	chr4	32424392	32424406	-	0.000	0.000	Merged-chr4-32424256-17
NR11453--MA0591.1.Bach1::Mafk	chr7	130812517	130812531	-	0.000	0.000	Merged-chr7-130812664-20
NR1156--MA0117.2.Mafb	chr10	8114751	8114762	+	0.000	0.000	Merged-chr10-8114818-9
NR2486--MA0495.2.MAFF	chr11	115460240	115460260	+	0.000	0.000	Merged-chr11-115460107-26
NR3559--MA0591.1.Bach1::Mafk	chr13	89454870	89454884	+	0.000	0.000	Merged-chr13-89454773-11
NR10090--MA0495.2.MAFF	chr6	53498088	53498108	-	0.000	0.000	Merged-chr6-53498072-40
NR5829--MA0117.2.Mafb	chr18	39878031	39878042	-	0.000	0.000	Merged-chr18-39877975-43
NR11561--MA0089.1.MAFG::NFE2L1	chr7	141097387	141097392	+	0.000	0.000	Merged-chr7-141097451-2
NR2488--MA0659.1.MAFG	chr11	115460240	115460260	+	0.000	0.000	Merged-chr11-115460107-26
NR2481--MA0496.2.MAFK	chr11	115172977	115172995	-	0.000	0.000	Merged-chr11-115173098-6
NR4994--MA0501.1.MAF::NFE2	chr16	52143460	52143474	+	0.000	0.000	Merged-chr16-52143257-58
NR1304--MA0591.1.Bach1::Mafk	chr10	41978601	41978615	+	0.000	0.000	Merged-chr10-41978788-45
NR4643--MA0496.2.MAFK	chr15	80149829	80149847	+	0.000	0.000	Merged-chr15-80149719-49
NR5333--MA0089.1.MAFG::NFE2L1	chr17	17845633	17845638	+	0.000	0.000	Merged-chr17-17845619-46
NR9506--MA0496.2.MAFK	chr5	96879084	96879102	+	0.000	0.000	Merged-chr5-96879087-37
NR2276--MA0495.2.MAFF	chr11	87802193	87802213	+	0.000	0.000	Merged-chr11-87802102-29
NR5627--MA0501.1.MAF::NFE2	chr17	85023743	85023757	+	0.000	0.000	Merged-chr17-85023702-53
NR6060--MA0089.1.MAFG::NFE2L1	chr18	82492980	82492985	+	0.000	0.000	Merged-chr18-82492983-14
NR3361--MA0089.1.MAFG::NFE2L1	chr13	43775259	43775264	+	0.000	0.000	Merged-chr13-43775108-65
NR8556--MA0501.1.MAF::NFE2	chr4	63627141	63627155	-	0.000	0.000	Merged-chr4-63627315-28
NR939--MA0495.2.MAFF	chr1	183052781	183052801	+	0.000	0.000	Merged-chr1-183052837-15
NR544--MA0089.1.MAFG::NFE2L1	chr1	138955193	138955198	+	0.000	0.000	Merged-chr1-138955036-38
NR2478--MA0501.1.MAF::NFE2	chr11	115172982	115172996	+	0.000	0.000	Merged-chr11-115173098-6
NR2411--MA0501.1.MAF::NFE2	chr11	109497105	109497119	-	0.000	0.000	Merged-chr11-109497188-14
NR5776--MA0591.1.Bach1::Mafk	chr18	24054011	24054025	-	0.000	0.000	Merged-chr18-24054062-25
NR11874--MA0089.1.MAFG::NFE2L1	chr8	86773153	86773158	+	0.000	0.000	Merged-chr8-86773052-11
NR11972--MA0591.1.Bach1::Mafk	chr8	115227107	115227121	+	0.000	0.000	Merged-chr8-115227272-68
NR131--MA0591.1.Bach1::Mafk	chr1	52753955	52753969	-	0.000	0.000	Merged-chr1-52754097-20
NR1761--MA0117.2.Mafb	chr10	121382776	121382787	+	0.000	0.000	Merged-chr10-121382753-17
NR2495--MA0496.2.MAFK	chr11	115460289	115460307	+	0.000	0.000	Merged-chr11-115460107-26
NR4392--MA0591.1.Bach1::Mafk	chr15	25692550	25692564	-	0.000	0.000	Merged-chr15-25692698-43
NR3041--MA0117.2.Mafb	chr12	112857270	112857281	-	0.000	0.000	Merged-chr12-112857431-10
NR2606--MA0591.1.Bach1::Mafk	chr12	17373770	17373784	+	0.000	0.000	Merged-chr12-17373480-96
NR8130--MA0089.1.MAFG::NFE2L1	chr3	136630042	136630047	-	0.000	0.000	Merged-chr3-136630225-22
NR1303--MA0495.2.MAFF	chr10	41978598	41978618	-	0.000	0.000	Merged-chr10-41978788-45
NR5626--MA0591.1.Bach1::Mafk	chr17	85023740	85023754	+	0.000	0.000	Merged-chr17-85023702-53
NR8367--MA0591.1.Bach1::Mafk	chr3	157884231	157884245	-	0.000	0.000	Merged-chr3-157884103-23
NR7776--MA0591.1.Bach1::Mafk	chr3	88151063	88151077	-	0.000	0.000	Merged-chr3-88150976-43
NR4910--MA0117.2.Mafb	chr16	33337330	33337341	-	0.000	0.000	Merged-chr16-33337489-51
NR11479--MA0591.1.Bach1::Mafk	chr7	132765334	132765348	-	0.000	0.000	Merged-chr7-132765248-56
NR10436--MA0495.2.MAFF	chr6	121210700	121210720	-	0.000	0.000	Merged-chr6-121210795-40
NR4702--MA0089.1.MAFG::NFE2L1	chr15	90229392	90229397	-	0.000	0.000	Merged-chr15-90229607-22
NR7824--MA0496.2.MAFK	chr3	94380007	94380025	-	0.000	0.000	Merged-chr3-94379948-32
NR11406--MA0089.1.MAFG::NFE2L1	chr7	123354620	123354625	+	0.000	0.000	Merged-chr7-123354508-1
NR5833--MA0089.1.MAFG::NFE2L1	chr18	41888474	41888479	+	0.000	0.000	Merged-chr18-41888397-77
NR11888--MA0591.1.Bach1::Mafk	chr8	91395875	91395889	-	0.000	0.000	Merged-chr8-91395862-46
NR11890--MA0591.1.Bach1::Mafk	chr8	91545805	91545819	-	0.000	0.000	Merged-chr8-91545805-43
NR12092--MA0495.2.MAFF	chr8	126551246	126551266	-	0.000	0.000	Merged-chr8-126551138-20
NR12095--MA0591.1.Bach1::Mafk	chr8	126551249	126551263	-	0.000	0.000	Merged-chr8-126551138-20
NR5240--MA0089.1.MAFG::NFE2L1	chr16	95729025	95729030	-	0.000	0.000	Merged-chr16-95728966-56
NR12179--MA0117.2.Mafb	chr9	14171987	14171998	-	0.000	0.000	Merged-chr9-14171965-37
NR10559--MA0117.2.Mafb	chr6	134348651	134348662	-	0.000	0.000	Merged-chr6-134348726-53
NR2783--MA0495.2.MAFF	chr12	76923293	76923313	+	0.000	0.000	Merged-chr12-76923289-32
NR2210--MA0495.2.MAFF	chr11	79207637	79207657	-	0.000	0.000	Merged-chr11-79207824-18
NR77--MA0495.2.MAFF	chr1	37585875	37585895	-	0.000	0.000	Merged-chr1-37586082-40
NR12094--MA0117.2.Mafb	chr8	126551246	126551257	+	0.000	0.000	Merged-chr8-126551138-20
NR206--MA0495.2.MAFF	chr1	64486460	64486480	-	0.000	0.000	Merged-chr1-64486540-36
NR5179--MA0089.1.MAFG::NFE2L1	chr16	90279410	90279415	-	0.000	0.000	Merged-chr16-90279320-12
NR8899--MA0501.1.MAF::NFE2	chr4	136081836	136081850	+	0.000	0.000	Merged-chr4-136081901-45
NR4609--MA0591.1.Bach1::Mafk	chr15	73423160	73423174	-	0.000	0.000	Merged-chr15-73423381-101
NR79--MA0659.1.MAFG	chr1	37585875	37585895	+	0.000	0.000	Merged-chr1-37586082-40
NR6005--MA0089.1.MAFG::NFE2L1	chr18	75716330	75716335	+	0.000	0.000	Merged-chr18-75716251-26
NR8109--MA0501.1.MAF::NFE2	chr3	133623604	133623618	+	0.000	0.000	Merged-chr3-133623556-36
NR6455--MA0117.2.Mafb	chr2	7254680	7254691	+	0.000	0.000	Merged-chr2-7254714-17
NR7991--MA0089.1.MAFG::NFE2L1	chr3	115729335	115729340	+	0.000	0.000	Merged-chr3-115729400-55
NR208--MA0659.1.MAFG	chr1	64486460	64486480	+	0.000	0.000	Merged-chr1-64486540-36
NR90--MA0496.2.MAFK	chr1	39196873	39196891	+	0.000	0.000	Merged-chr1-39196974-45
NR12648--MA0089.1.MAFG::NFE2L1	chr9	100689912	100689917	-	0.000	0.000	Merged-chr9-100689976-48
NR2841--MA0089.1.MAFG::NFE2L1	chr12	86859667	86859672	+	0.000	0.000	Merged-chr12-86859498-23
NR8677--MA0501.1.MAF::NFE2	chr4	102393740	102393754	-	0.000	0.000	Merged-chr4-102393739-36
NR5637--MA0501.1.MAF::NFE2	chr17	86188066	86188080	+	0.000	0.000	Merged-chr17-86187981-35
NR9598--MA0089.1.MAFG::NFE2L1	chr5	107649020	107649025	+	0.000	0.000	Merged-chr5-107649073-49
NR2767--MA0089.1.MAFG::NFE2L1	chr12	73648002	73648007	+	0.000	0.000	Merged-chr12-73647879-51
NR1347--MA0089.1.MAFG::NFE2L1	chr10	59636946	59636951	-	0.000	0.000	Merged-chr10-59636988-40
NR2652--MA0089.1.MAFG::NFE2L1	chr12	28829738	28829743	-	0.000	0.000	Merged-chr12-28829718-31
NR7304--MA0501.1.MAF::NFE2	chr2	150582221	150582235	-	0.000	0.000	Merged-chr2-150582331-12
NR10095--MA0501.1.MAF::NFE2	chr6	53498094	53498108	+	0.000	0.000	Merged-chr6-53498072-40
NR6035--MA0659.1.MAFG	chr18	79303644	79303664	+	0.000	0.000	Merged-chr18-79303705-44
NR7371--MA0659.1.MAFG	chr2	158379838	158379858	-	0.000	0.000	Merged-chr2-158379910-26
NR5946--MA0501.1.MAF::NFE2	chr18	65626630	65626644	-	0.000	0.000	Merged-chr18-65626623-8
NR5612--MA0117.2.Mafb	chr17	83483964	83483975	-	0.000	0.000	Merged-chr17-83484048-22
NR7140--MA0591.1.Bach1::Mafk	chr2	128465764	128465778	+	0.000	0.000	Merged-chr2-128465659-44
NR864--MA0089.1.MAFG::NFE2L1	chr1	176944965	176944970	+	0.000	0.000	Merged-chr1-176944899-30
NR8739--MA0591.1.Bach1::Mafk	chr4	115063128	115063142	+	0.000	0.000	Merged-chr4-115063345-31
NR2865--MA0089.1.MAFG::NFE2L1	chr12	91746020	91746025	+	0.000	0.000	Merged-chr12-91745848-45
NR3010--MA0495.2.MAFF	chr12	110210329	110210349	-	0.000	0.000	Merged-chr12-110210281-21
NR7595--MA0117.2.Mafb	chr3	18243876	18243887	-	0.000	0.000	Merged-chr3-18243680-52
NR6714--MA0495.2.MAFF	chr2	52955271	52955291	-	0.000	0.000	Merged-chr2-52955279-28
NR1747--MA0089.1.MAFG::NFE2L1	chr10	118766320	118766325	+	0.000	0.000	Merged-chr10-118766153-45
NR3012--MA0659.1.MAFG	chr12	110210329	110210349	+	0.000	0.000	Merged-chr12-110210281-21
NR4331--MA0089.1.MAFG::NFE2L1	chr14	122830647	122830652	+	0.000	0.000	Merged-chr14-122830576-36
NR2479--MA0501.1.MAF::NFE2	chr11	115172976	115172990	-	0.000	0.000	Merged-chr11-115173098-6
NR8112--MA0117.2.Mafb	chr3	133760372	133760383	+	0.000	0.000	Merged-chr3-133760332-18
NR2267--MA0659.1.MAFG	chr11	87074101	87074121	+	0.000	0.000	Merged-chr11-87073947-35
NR9504--MA0591.1.Bach1::Mafk	chr5	96879086	96879100	+	0.000	0.000	Merged-chr5-96879087-37
NR3195--MA0501.1.MAF::NFE2	chr13	6626996	6627010	-	0.000	0.000	Merged-chr13-6626818-32
NR11424--MA0089.1.MAFG::NFE2L1	chr7	125511602	125511607	-	0.000	0.000	Merged-chr7-125511628-40
NR1157--MA0496.2.MAFK	chr10	8114752	8114770	-	0.000	0.000	Merged-chr10-8114818-9
NR1233--MA0591.1.Bach1::Mafk	chr10	25457377	25457391	-	0.000	0.000	Merged-chr10-25457296-47
NR11639--MA0089.1.MAFG::NFE2L1	chr8	15014319	15014324	+	0.000	0.000	Merged-chr8-15014301-41
NR11384--MA0496.2.MAFK	chr7	119800883	119800901	-	0.000	0.000	Merged-chr7-119801060-49
NR7125--MA0501.1.MAF::NFE2	chr2	128401511	128401525	-	0.000	0.000	Merged-chr2-128401504-24
NR5171--MA0089.1.MAFG::NFE2L1	chr16	87754990	87754995	+	0.000	0.000	Merged-chr16-87755077-33
NR10089--MA0495.2.MAFF	chr6	53498088	53498108	+	0.000	0.000	Merged-chr6-53498072-40
NR7744--MA0591.1.Bach1::Mafk	chr3	79248496	79248510	+	0.000	0.000	Merged-chr3-79248582-102
NR2070--MA0117.2.Mafb	chr11	59293985	59293996	-	0.000	0.000	Merged-chr11-59293910-11
NR699--MA0089.1.MAFG::NFE2L1	chr1	160246056	160246061	+	0.000	0.000	Merged-chr1-160246205-43
NR7374--MA0496.2.MAFK	chr2	158379839	158379857	-	0.000	0.000	Merged-chr2-158379910-26
NR11964--MA0117.2.Mafb	chr8	111976532	111976543	-	0.000	0.000	Merged-chr8-111976573-47
NR13003--MA0089.1.MAFG::NFE2L1	chrX	106704807	106704812	+	0.000	0.000	Merged-chrX-106704745-40
NR4682--MA0496.2.MAFK	chr15	84654346	84654364	-	0.000	0.000	Merged-chr15-84654435-24
NR6723--MA0496.2.MAFK	chr2	52955272	52955290	-	0.000	0.000	Merged-chr2-52955279-28
NR2493--MA0591.1.Bach1::Mafk	chr11	115460291	115460305	+	0.000	0.000	Merged-chr11-115460107-26
NR3022--MA0089.1.MAFG::NFE2L1	chr12	110706907	110706912	-	0.000	0.000	Merged-chr12-110706932-16
NR1580--MA0591.1.Bach1::Mafk	chr10	94021250	94021264	-	0.000	0.000	Merged-chr10-94021256-59
NR4607--MA0501.1.MAF::NFE2	chr15	73318867	73318881	-	0.000	0.000	Merged-chr15-73318798-19
NR9602--MA0089.1.MAFG::NFE2L1	chr5	107759290	107759295	+	0.000	0.000	Merged-chr5-107759301-16
NR12385--MA0591.1.Bach1::Mafk	chr9	66274760	66274774	-	0.000	0.000	Merged-chr9-66274857-15
NR3332--MA0501.1.MAF::NFE2	chr13	33003920	33003934	-	0.000	0.000	Merged-chr13-33003757-27
NR2149--MA0591.1.Bach1::Mafk	chr11	71230852	71230866	+	0.000	0.000	Merged-chr11-71230864-28
NR5638--MA0496.2.MAFK	chr17	86188061	86188079	+	0.000	0.000	Merged-chr17-86187981-35
NR9037--MA0089.1.MAFG::NFE2L1	chr4	148998311	148998316	-	0.000	0.000	Merged-chr4-148998288-20
NR940--MA0591.1.Bach1::Mafk	chr1	183052784	183052798	-	0.000	0.000	Merged-chr1-183052837-15
NR7608--MA0495.2.MAFF	chr3	21917647	21917667	+	0.000	0.000	Merged-chr3-21917648-70
NR11420--MA0089.1.MAFG::NFE2L1	chr7	125190107	125190112	-	0.000	0.000	Merged-chr7-125190262-47
NR12511--MA0495.2.MAFF	chr9	83564270	83564290	+	0.000	0.000	Merged-chr9-83564254-44
NR318--MA0089.1.MAFG::NFE2L1	chr1	86580623	86580628	+	0.000	0.000	Merged-chr1-86580596-17
NR7367--MA0089.1.MAFG::NFE2L1	chr2	157567399	157567404	-	0.000	0.000	Merged-chr2-157567456-9
NR12097--MA0659.1.MAFG	chr8	126551246	126551266	-	0.000	0.000	Merged-chr8-126551138-20
NR12514--MA0501.1.MAF::NFE2	chr9	83564276	83564290	+	0.000	0.000	Merged-chr9-83564254-44
NR1480--MA0501.1.MAF::NFE2	chr10	83733797	83733811	+	0.000	0.000	Merged-chr10-83733897-13
NR1306--MA0496.2.MAFK	chr10	41978599	41978617	-	0.000	0.000	Merged-chr10-41978788-45
NR3471--MA0501.1.MAF::NFE2	chr13	67194603	67194617	+	0.000	0.000	Merged-chr13-67194635-55
NR11848--MA0089.1.MAFG::NFE2L1	chr8	83740305	83740310	-	0.000	0.000	Merged-chr8-83740218-49
NR9222--MA0089.1.MAFG::NFE2L1	chr5	32192215	32192220	+	0.000	0.000	Merged-chr5-32192251-27
NR907--MA0089.1.MAFG::NFE2L1	chr1	180387643	180387648	-	0.000	0.000	Merged-chr1-180387589-46
NR12260--MA0591.1.Bach1::Mafk	chr9	35475643	35475657	-	0.000	0.000	Merged-chr9-35475679-27
NR6725--MA0089.1.MAFG::NFE2L1	chr2	53102208	53102213	-	0.000	0.000	Merged-chr2-53102302-39
NR1967--MA0089.1.MAFG::NFE2L1	chr11	34036604	34036609	-	0.000	0.000	Merged-chr11-34036500-33
NR2150--MA0501.1.MAF::NFE2	chr11	71230855	71230869	+	0.000	0.000	Merged-chr11-71230864-28
NR2667--MA0117.2.Mafb	chr12	33284590	33284601	+	0.000	0.000	Merged-chr12-33284674-45
NR11325--MA0591.1.Bach1::Mafk	chr7	114171587	114171601	-	0.000	0.000	Merged-chr7-114171743-56
NR11884--MA0591.1.Bach1::Mafk	chr8	88691840	88691854	-	0.000	0.000	Merged-chr8-88691882-89
NR5645--MA0591.1.Bach1::Mafk	chr17	86850853	86850867	+	0.000	0.000	Merged-chr17-86850931-27
NR11053--MA0089.1.MAFG::NFE2L1	chr7	72111021	72111026	+	0.000	0.000	Merged-chr7-72110898-16
NR703--MA0089.1.MAFG::NFE2L1	chr1	161671183	161671188	+	0.000	0.000	Merged-chr1-161671075-50
NR9741--MA0117.2.Mafb	chr5	124943817	124943828	+	0.000	0.000	Merged-chr5-124943788-2
NR7837--MA0591.1.Bach1::Mafk	chr3	96105411	96105425	+	0.000	0.000	Merged-chr3-96105422-6
NR6447--MA0089.1.MAFG::NFE2L1	chr2	4559625	4559630	+	0.000	0.000	Merged-chr2-4559721-92
NR12317--MA0117.2.Mafb	chr9	52349313	52349324	+	0.000	0.000	Merged-chr9-52349266-37
NR2213--MA0496.2.MAFK	chr11	79207638	79207656	+	0.000	0.000	Merged-chr11-79207824-18
NR8608--MA0501.1.MAF::NFE2	chr4	88179505	88179519	+	0.000	0.000	Merged-chr4-88179548-21
NR2692--MA0496.2.MAFK	chr12	41044929	41044947	+	0.000	0.000	Merged-chr12-41044922-24
NR797--MA0591.1.Bach1::Mafk	chr1	170863173	170863187	-	0.000	0.000	Merged-chr1-170863214-38
NR12100--MA0496.2.MAFK	chr8	126551247	126551265	-	0.000	0.000	Merged-chr8-126551138-20
NR2487--MA0495.2.MAFF	chr11	115460240	115460260	-	0.000	0.000	Merged-chr11-115460107-26
NR1936--MA0117.2.Mafb	chr11	22814193	22814204	-	0.000	0.000	Merged-chr11-22814136-127
NR9303--MA0117.2.Mafb	chr5	64024637	64024648	+	0.000	0.000	Merged-chr5-64024575-33
NR12093--MA0089.1.MAFG::NFE2L1	chr8	126551256	126551261	-	0.000	0.000	Merged-chr8-126551138-20
NR2489--MA0659.1.MAFG	chr11	115460240	115460260	-	0.000	0.000	Merged-chr11-115460107-26
NR1485--MA0089.1.MAFG::NFE2L1	chr10	84678907	84678912	-	0.000	0.000	Merged-chr10-84678816-22
NR7368--MA0495.2.MAFF	chr2	158379838	158379858	-	0.000	0.000	Merged-chr2-158379910-26
NR7369--MA0591.1.Bach1::Mafk	chr2	158379841	158379855	+	0.000	0.000	Merged-chr2-158379910-26
NR9507--MA0496.2.MAFK	chr5	96879084	96879102	-	0.000	0.000	Merged-chr5-96879087-37
NR6745--MA0089.1.MAFG::NFE2L1	chr2	59393329	59393334	-	0.000	0.000	Merged-chr2-59393267-21
NR9284--MA0591.1.Bach1::Mafk	chr5	53402177	53402191	+	0.000	0.000	Merged-chr5-53402049-28
NR2496--MA0496.2.MAFK	chr11	115460289	115460307	-	0.000	0.000	Merged-chr11-115460107-26
NR12848--MA0501.1.MAF::NFE2	chr9	123960359	123960373	-	0.000	0.000	Merged-chr9-123960411-24
NR4584--MA0089.1.MAFG::NFE2L1	chr15	67138905	67138910	-	0.000	0.000	Merged-chr15-67138945-51
NR1377--MA0591.1.Bach1::Mafk	chr10	67098587	67098601	-	0.000	0.000	Merged-chr10-67098623-29
NR3013--MA0496.2.MAFK	chr12	110210330	110210348	-	0.000	0.000	Merged-chr12-110210281-21
NR12045--MA0501.1.MAF::NFE2	chr8	123051729	123051743	+	0.000	0.000	Merged-chr8-123051694-23
NR9859--MA0089.1.MAFG::NFE2L1	chr5	147448722	147448727	-	0.000	0.000	Merged-chr5-147448805-80
NR2537--MA0089.1.MAFG::NFE2L1	chr11	119106314	119106319	-	0.000	0.000	Merged-chr11-119106412-14
NR12316--MA0089.1.MAFG::NFE2L1	chr9	52259704	52259709	-	0.000	0.000	Merged-chr9-52259787-26
NR5428--MA0117.2.Mafb	chr17	34398757	34398768	+	0.000	0.000	Merged-chr17-34398614-61
NR12201--MA0089.1.MAFG::NFE2L1	chr9	20765514	20765519	+	0.000	0.000	Merged-chr9-20765445-35
NR2691--MA0501.1.MAF::NFE2	chr12	41044934	41044948	+	0.000	0.000	Merged-chr12-41044922-24
NR5247--MA0591.1.Bach1::Mafk	chr16	95893659	95893673	+	0.000	0.000	Merged-chr16-95893684-47
NR11171--MA0089.1.MAFG::NFE2L1	chr7	97067531	97067536	-	0.000	0.000	Merged-chr7-97067401-28
NR9095--MA0591.1.Bach1::Mafk	chr5	3494544	3494558	-	0.000	0.000	Merged-chr5-3494641-74
NR12059--MA0117.2.Mafb	chr8	123478799	123478810	-	0.000	0.000	Merged-chr8-123479004-26
NR6194--MA0501.1.MAF::NFE2	chr19	16418439	16418453	-	0.000	0.000	Merged-chr19-16418552-32
NR7204--MA0089.1.MAFG::NFE2L1	chr2	139671877	139671882	+	0.000	0.000	Merged-chr2-139671820-32
NR13054--MA0089.1.MAFG::NFE2L1	chrX	167025216	167025221	-	0.000	0.000	Merged-chrX-167025120-15
NR3994--MA0501.1.MAF::NFE2	chr14	46578293	46578307	-	0.000	0.000	Merged-chr14-46578431-37
